Orthogroup	Alyssum_gmelinii	Arabidopsis_arenosa	Arabidopsis_lyrata_NCBI	Arabidopsis_lyrata_Rawat	Arabidopsis_thaliana	Arabis_alpina	Brassica_oleracea	Brassica_rapa	Camelina_sativa	Capsella_rubella	Cardamine_glauca	Cardamine_hirsuta	Cochlearia_excelsa	Conringia_planisiliqua	Euclidium_syriacum	Eutrema_salsugineum	Noccaea_praecox	Raphanus_sativus	Rorippa_islandica
OG0039229				AL7G14070															
OG0039230				AL7G14090															
OG0039231				AL7G14270															
OG0039232				AL7G14370															
OG0039233				nbis-gene-1711															
OG0039234				AL7G14580															
OG0039235				AL7G14620															
OG0039236				AL7G14810															
OG0039237				AL7G14820															
OG0039238				AL7G15750															
OG0039239				AL7G16940															
OG0039240				AL7G17170															
OG0039241				nbis-gene-1717															
OG0039242				AL7G17550															
OG0039243				nbis-gene-1718															
OG0039244				AL7G17690															
OG0039245				AL7G17760															
OG0039246				AL7G17830															
OG0039247				AL7G18260															
OG0039248				AL7G18470															
OG0039249				AL7G18560															
OG0039250				nbis-gene-1726															
OG0039251				AL7G18700															
OG0039252				AL7G18790															
OG0039253				nbis-gene-1728															
OG0039254				nbis-gene-1729															
OG0039255				nbis-gene-1730															
OG0039256				AL7G19390															
OG0039257				AL7G19650															
OG0039258				nbis-gene-1734															
OG0039259				AL7G20070															
OG0039260				AL7G20180															
OG0039261				AL7G20490															
OG0039262				nbis-gene-1741															
OG0039263				nbis-gene-1742															
OG0039264				AL7G21680															
OG0039265				nbis-gene-1744															
OG0039266				AL7G21820															
OG0039267				nbis-gene-1745															
OG0039268				nbis-gene-1746															
OG0039269				AL7G22060															
OG0039270				nbis-gene-1750															
OG0039271				nbis-gene-1751															
OG0039272				nbis-gene-1752															
OG0039273				AL7G22710															
OG0039274				AL7G23080															
OG0039275				nbis-gene-1759															
OG0039276				AL7G23530															
OG0039277				AL7G23590															
OG0039278				nbis-gene-1762															
OG0039279				nbis-gene-1765															
OG0039280				AL7G25130															
OG0039281				AL7G25200															
OG0039282				nbis-gene-1769															
OG0039283				AL7G26390															
OG0039284				AL7G27340															
OG0039285				AL7G27350															
OG0039286				AL7G27360															
OG0039287				AL7G27700															
OG0039288				AL7G28130															
OG0039289				AL7G28490															
OG0039290				AL7G28610															
OG0039291				AL7G28800															
OG0039292				nbis-gene-1785															
OG0039293				nbis-gene-1786															
OG0039294				nbis-gene-1787															
OG0039295				AL7G30040															
OG0039296				nbis-gene-1791															
OG0039297				AL7G30480															
OG0039298				AL7G31000															
OG0039299				AL7G31140															
OG0039300				nbis-gene-1795															
OG0039301				AL7G31200															
OG0039302				nbis-gene-1798															
OG0039303				nbis-gene-1799															
OG0039304				AL7G31420															
OG0039305				AL7G31680															
OG0039306				AL7G32550															
OG0039307				AL7G33970															
OG0039308				AL7G34050															
OG0039309				AL7G34110															
OG0039310				AL7G34120															
OG0039311				AL7G34310															
OG0039312				AL7G34720															
OG0039313				AL7G34750															
OG0039314				nbis-gene-1815															
OG0039315				AL7G35880															
OG0039316				AL7G35900															
OG0039317				AL7G36460															
OG0039318				nbis-gene-1825															
OG0039319				nbis-gene-1827															
OG0039320				nbis-gene-1828															
OG0039321				AL7G37240															
OG0039322				nbis-gene-1832															
OG0039323				nbis-gene-1833															
OG0039324				nbis-gene-1839															
OG0039325				AL7G38330															
OG0039326				AL7G38980															
OG0039327				nbis-gene-1848															
OG0039328				AL7G39350															
OG0039329				nbis-gene-1849															
OG0039330				AL7G39440															
OG0039331				nbis-gene-1850															
OG0039332				AL7G39810															
OG0039333				AL7G39830															
OG0039334				AL7G40250															
OG0039335				AL7G40330															
OG0039336				nbis-gene-1855															
OG0039337				nbis-gene-1856															
OG0039338				AL7G40580															
OG0039339				AL7G40940															
OG0039340				nbis-gene-1862															
OG0039341				AL7G41140															
OG0039342				nbis-gene-1863															
OG0039343				AL7G41220															
OG0039344				AL7G41270															
OG0039345				AL7G41390															
OG0039346				nbis-gene-1865															
OG0039347				AL7G41470															
OG0039348				AL7G41550															
OG0039349				AL7G41720															
OG0039350				AL7G42030															
OG0039351				nbis-gene-1869															
OG0039352				nbis-gene-1871															
OG0039353				nbis-gene-1872															
OG0039354				AL7G42620															
OG0039355				nbis-gene-1873															
OG0039356				nbis-gene-1875															
OG0039357				nbis-gene-1877															
OG0039358				AL7G43310															
OG0039359				nbis-gene-1878															
OG0039360				AL7G43400															
OG0039361				AL7G43480															
OG0039362				AL7G43570															
OG0039363				AL7G43600															
OG0039364				AL7G43970															
OG0039365				nbis-gene-1887															
OG0039366				AL7G44210															
OG0039367				AL7G44250															
OG0039368				AL7G44530															
OG0039369				AL7G44630															
OG0039370				AL7G44700															
OG0039371				AL7G44780															
OG0039372				AL7G44940															
OG0039373				AL7G45350															
OG0039374				AL7G45410															
OG0039375				nbis-gene-1896															
OG0039376				AL7G45490															
OG0039377				AL7G45570															
OG0039378				AL7G45700															
OG0039379				AL7G45980															
OG0039380				nbis-gene-1904															
OG0039381				AL7G46200															
OG0039382				AL7G46240															
OG0039383				AL7G46460															
OG0039384				nbis-gene-1910															
OG0039385				AL7G47220															
OG0039386				nbis-gene-1915															
OG0039387				AL7G47880															
OG0039388				nbis-gene-1921															
OG0039389				AL7G48300															
OG0039390				AL7G48740															
OG0039391				AL7G48750															
OG0039392				AL7G48770															
OG0039393				AL7G48820															
OG0039394				nbis-gene-1924															
OG0039395				AL7G49200															
OG0039396				nbis-gene-1927															
OG0039397				nbis-gene-1929															
OG0039398				nbis-gene-1930															
OG0039399				AL7G49840															
OG0039400				AL7G49860															
OG0039401				nbis-gene-1937															
OG0039402				nbis-gene-1941															
OG0039403				nbis-gene-1945															
OG0039404				AL7G51090															
OG0039405				nbis-gene-1947															
OG0039406				AL7G51850															
OG0039407				AL7G52250															
OG0039408				AL7G52560															
OG0039409				nbis-gene-1961															
OG0039410				AL7G53020															
OG0039411				AL7G53130															
OG0039412				AL8G10010															
OG0039413				AL8G10080															
OG0039414				AL8G10120															
OG0039415				AL8G10560															
OG0039416				AL8G10570															
OG0039417				AL8G10760															
OG0039418				nbis-gene-1975															
OG0039419				AL8G10900															
OG0039420				AL8G11010															
OG0039421				AL8G11460															
OG0039422				AL8G11680															
OG0039423				nbis-gene-1984															
OG0039424				AL8G12150															
OG0039425				AL8G12280															
OG0039426				AL8G12310															
OG0039427				AL8G13170															
OG0039428				nbis-gene-1988															
OG0039429				AL8G13240															
OG0039430				AL8G13290															
OG0039431				AL8G13300															
OG0039432				nbis-gene-1989															
OG0039433				AL8G13690															
OG0039434				nbis-gene-1991															
OG0039435				AL8G14580															
OG0039436				nbis-gene-1994															
OG0039437				AL8G14680															
OG0039438				AL8G14700															
OG0039439				nbis-gene-1997															
OG0039440				AL8G14920															
OG0039441				nbis-gene-2000															
OG0039442				AL8G15170															
OG0039443				nbis-gene-2001															
OG0039444				AL8G15200															
OG0039445				AL8G15210															
OG0039446				AL8G15240															
OG0039447				nbis-gene-2002															
OG0039448				nbis-gene-2003															
OG0039449				nbis-gene-2006															
OG0039450				nbis-gene-2007															
OG0039451				AL8G15600															
OG0039452				AL8G15610															
OG0039453				AL8G15980															
OG0039454				AL8G16260															
OG0039455				AL8G16500															
OG0039456				AL8G16650															
OG0039457				nbis-gene-2012															
OG0039458				AL8G16950															
OG0039459				AL8G17110															
OG0039460				AL8G17220															
OG0039461				AL8G17510															
OG0039462				AL8G17630															
OG0039463				nbis-gene-2030															
OG0039464				AL8G18010															
OG0039465				nbis-gene-2033															
OG0039466				AL8G18410															
OG0039467				AL8G18610															
OG0039468				nbis-gene-2037															
OG0039469				nbis-gene-2038															
OG0039470				nbis-gene-2040															
OG0039471				AL8G18740															
OG0039472				nbis-gene-2042															
OG0039473				AL8G19130															
OG0039474				AL8G19310															
OG0039475				AL8G19540															
OG0039476				nbis-gene-2051															
OG0039477				AL8G19680															
OG0039478				AL8G19940															
OG0039479				AL8G19970															
OG0039480				AL8G20090															
OG0039481				AL8G20170															
OG0039482				AL8G20630															
OG0039483				AL8G21030															
OG0039484				AL8G21090															
OG0039485				AL8G21170															
OG0039486				AL8G21240															
OG0039487				nbis-gene-2061															
OG0039488				nbis-gene-2064															
OG0039489				AL8G21890															
OG0039490				AL8G22060															
OG0039491				nbis-gene-2069															
OG0039492				nbis-gene-2071															
OG0039493				AL8G22590															
OG0039494				AL8G22600															
OG0039495				AL8G22820															
OG0039496				nbis-gene-2076															
OG0039497				AL8G23150															
OG0039498				AL8G23190															
OG0039499				AL8G23310															
OG0039500				AL8G23390															
OG0039501				AL8G23500															
OG0039502				AL8G23570															
OG0039503				AL8G24110															
OG0039504				nbis-gene-2079															
OG0039505				nbis-gene-2083															
OG0039506				AL8G24610															
OG0039507				nbis-gene-2087															
OG0039508				AL8G25070															
OG0039509				AL8G25270															
OG0039510				AL8G25310															
OG0039511				AL8G25610															
OG0039512				nbis-gene-2091															
OG0039513				AL8G26040															
OG0039514				nbis-gene-2096															
OG0039515				nbis-gene-2101															
OG0039516				nbis-gene-2103															
OG0039517				nbis-gene-2109															
OG0039518				nbis-gene-2110															
OG0039519				AL8G27400															
OG0039520				nbis-gene-2116															
OG0039521				AL8G27890															
OG0039522				AL8G27970															
OG0039523				AL8G28410															
OG0039524				AL8G28450															
OG0039525				nbis-gene-2119															
OG0039526				AL8G28750															
OG0039527				AL8G28760															
OG0039528				nbis-gene-2124															
OG0039529				AL8G29000															
OG0039530				nbis-gene-2128															
OG0039531				AL8G29450															
OG0039532				nbis-gene-2134															
OG0039533				nbis-gene-2136															
OG0039534				AL8G29880															
OG0039535				AL8G30370															
OG0039536				AL8G31190															
OG0039537				nbis-gene-2143															
OG0039538				nbis-gene-2150															
OG0039539				nbis-gene-2154															
OG0039540				nbis-gene-2160															
OG0039541				nbis-gene-2161															
OG0039542				AL8G33490															
OG0039543				AL8G33560															
OG0039544				AL8G33660															
OG0039545				AL8G34010															
OG0039546				AL8G34280															
OG0039547				nbis-gene-2171															
OG0039548				nbis-gene-2173															
OG0039549				AL8G35180															
OG0039550				nbis-gene-2179															
OG0039551				AL8G35410															
OG0039552				nbis-gene-2185															
OG0039553				nbis-gene-2186															
OG0039554				nbis-gene-2187															
OG0039555				AL8G36710															
OG0039556				nbis-gene-2191															
OG0039557				AL8G37770															
OG0039558				nbis-gene-2200															
OG0039559				AL8G38990															
OG0039560				AL8G39280															
OG0039561				AL8G39470															
OG0039562				nbis-gene-2202															
OG0039563				nbis-gene-2204															
OG0039564				nbis-gene-2206															
OG0039565				AL8G40420															
OG0039566				AL8G41340															
OG0039567				AL8G41880															
OG0039568				AL8G41970															
OG0039569				AL8G42120															
OG0039570				AL8G42130															
OG0039571				AL8G42390															
OG0039572				AL8G42920															
OG0039573				AL8G43280															
OG0039574				AL8G43650															
OG0039575				AL9U10170															
OG0039576				AL9U10430															
OG0039577				nbis-gene-2225															
OG0039578				AL9U10740															
OG0039579				AL9U10760															
OG0039580				AL9U10900															
OG0039581				AL9U10930															
OG0039582				AL9U10950															
OG0039583				AL9U11030															
OG0039584				AL9U11360															
OG0039585				AL9U11410															
OG0039586				AL9U11840															
OG0039587				AL9U11870															
OG0039588				nbis-gene-2232															
OG0039589				AL9U12090															
OG0039590				AL9U12110															
OG0039591				AL9U12180															
OG0039592				nbis-gene-351															
OG0039593				nbis-gene-353															
OG0039594				nbis-gene-634															
OG0039595				nbis-gene-636															
OG0039596				AL52U10070															
OG0039597				AL53U10010															
OG0039598				nbis-gene-1179															
OG0039599				AL70U10080															
OG0039600				nbis-gene-1684															
OG0039601				AL80U10100															
OG0039602				AL86U10010															
OG0039603				nbis-gene-1969															
OG0039604				AL86U10030															
OG0039605				AL109U10020															
OG0039606				nbis-gene-8															
OG0039607				AL181U10020															
OG0039608				nbis-gene-350															
OG0039609				AL206U10030															
OG0039610				nbis-gene-354															
OG0039611				AL215U10020															
OG0039612				nbis-gene-357															
OG0039613				nbis-gene-359															
OG0039614				AL247U10030															
OG0039615				nbis-gene-363															
OG0039616				AL293U10020															
OG0039617				AL301U10030															
OG0039618				AL305U10010															
OG0039619				nbis-gene-630															
OG0039620				nbis-gene-631															
OG0039621				AL372U10030															
OG0039622				nbis-gene-915															
OG0039623				AL443U10010															
OG0039624				nbis-gene-921															
OG0039625				nbis-gene-922															
OG0039626				nbis-gene-925															
OG0039627				AL468U10020															
OG0039628				AL608U10010															
OG0039629				nbis-gene-1424															
OG0039630				AL680U10010															
OG0039631				AL682U10020															
OG0039632				AL707U10010															
OG0039633				nbis-gene-1679															
OG0039634				AL717U10010															
OG0039635				nbis-gene-1681															
OG0039636				nbis-gene-1682															
OG0039637				AL734U10010															
OG0039638				nbis-gene-1963															
OG0039639				AL823U10020															
OG0039640				AL941U10020															
OG0039641				nbis-gene-2222															
OG0039642				AL1019U10010															
OG0039643					AT1G31520.1														
OG0039644					AT1G65210.1														
OG0039645					AT1G43310.1														
OG0039646					AT1G35255.1														
OG0039647					AT1G72755.1														
OG0039648					AT1G80865.1														
OG0039649					AT1G44990.1														
OG0039650					AT1G56045.1														
OG0039651					AT1G67855.1														
OG0039652					AT1G79170.1														
OG0039653					AT1G29465.1														
OG0039654					AT1G53366.1														
OG0039655					AT1G72141.1														
OG0039656					AT1G50470.1														
OG0039657					AT1G52180.1														
OG0039658					AT1G59460.1														
OG0039659					AT1G48953.1														
OG0039660					AT1G04895.1														
OG0039661					AT1G34403.1														
OG0039662					AT1G50530.1														
OG0039663					AT1G70175.1														
OG0039664					AT1G20683.1														
OG0039665					AT1G15840.1														
OG0039666					AT1G68935.1														
OG0039667					AT1G48912.1														
OG0039668					AT1G29005.1														
OG0039669					AT1G79103.1														
OG0039670					AT1G31620.1														
OG0039671					AT1G52940.1														
OG0039672					AT1G35181.1														
OG0039673					AT1G79485.1														
OG0039674					AT1G03325.1														
OG0039675					AT1G35516.2														
OG0039676					AT1G80315.1														
OG0039677					AT1G56105.1														
OG0039678					AT1G61575.1														
OG0039679					AT1G63630.1														
OG0039680					AT1G58223.1														
OG0039681					AT1G43605.1														
OG0039682					AT1G64795.1														
OG0039683					AT1G07901.1														
OG0039684					AT1G07902.1														
OG0039685					AT1G08270.2														
OG0039686					AT1G13143.1														
OG0039687					AT1G44740.1														
OG0039688					AT1G26921.1														
OG0039689					AT1G76728.1														
OG0039690					AT1G72545.1														
OG0039691					AT1G61920.1														
OG0039692					AT1G17065.1														
OG0039693					AT1G48190.1														
OG0039694					AT1G77655.1														
OG0039695					AT1G65349.1														
OG0039696					AT1G43320.1														
OG0039697					AT1G64750.3														
OG0039698					AT1G76994.1														
OG0039699					AT1G17545.1														
OG0039700					AT1G74035.1														
OG0039701					AT1G67148.1														
OG0039702					AT1G71235.1														
OG0039703					AT1G15085.1														
OG0039704					AT1G10100.1														
OG0039705					AT1G15885.1														
OG0039706					AT1G02590.1														
OG0039707					AT1G07610.1														
OG0039708					AT1G17744.1														
OG0039709					AT1G53625.1														
OG0039710					AT1G18220.1														
OG0039711					AT1G68723.1														
OG0039712					AT1G12211.1														
OG0039713					AT1G55675.1														
OG0039714					AT1G04455.1														
OG0039715					AT1G54700.1														
OG0039716					AT1G23650.1														
OG0039717					AT1G48355.1														
OG0039718					AT1G35880.1														
OG0039719					AT1G54720.1														
OG0039720					AT1G48725.1														
OG0039721					AT1G58150.1														
OG0039722					AT1G18773.4														
OG0039723					AT1G36078.1														
OG0039724					AT1G33640.1														
OG0039725					AT1G62333.1														
OG0039726					AT1G20405.1														
OG0039727					AT1G22720.1														
OG0039728					AT1G02350.1														
OG0039729					AT1G76910.1														
OG0039730					AT1G68420.1														
OG0039731					AT1G51823.1														
OG0039732					AT1G13760.1														
OG0039733					AT1G32575.1														
OG0039734					AT1G32570.1														
OG0039735					AT1G36942.1														
OG0039736					AT1G54420.1														
OG0039737					AT1G24150.1														
OG0039738					AT1G65425.1														
OG0039739					AT1G02965.1														
OG0039740					AT1G32225.1														
OG0039741					AT1G35242.1														
OG0039742					AT1G28135.1														
OG0039743					AT1G45165.1														
OG0039744					AT1G34049.1														
OG0039745					AT1G34042.1														
OG0039746					AT1G04105.1														
OG0039747					AT1G36325.1														
OG0039748					AT1G56225.1														
OG0039749					AT1G64633.1														
OG0039750					AT1G55755.1														
OG0039751					AT1G62915.1														
OG0039752					AT1G64455.1														
OG0039753					AT1G42680.1														
OG0039754					AT1G59865.1														
OG0039755					AT1G13805.1														
OG0039756					AT1G21313.1														
OG0039757					AT1G29418.1														
OG0039758					AT1G75945.1														
OG0039759					AT1G49225.1														
OG0039760					AT1G55546.1														
OG0039761					AT1G27490.1														
OG0039762					AT1G32650.1														
OG0039763					AT1G23680.1														
OG0039764					AT1G31243.1														
OG0039765					AT1G11970.1														
OG0039766					AT1G36272.1														
OG0039767					AT1G16025.1														
OG0039768					AT1G47940.1														
OG0039769					AT1G55673.1														
OG0039770					AT1G26976.1														
OG0039771					AT1G23985.1														
OG0039772					AT1G43825.1														
OG0039773					AT1G61565.1														
OG0039774					AT1G61562.1														
OG0039775					AT1G19396.2														
OG0039776					AT1G19394.1														
OG0039777					AT1G44940.2														
OG0039778					AT1G58235.1														
OG0039779					AT1G59885.1														
OG0039780					AT1G24660.1														
OG0039781					AT1G68526.1														
OG0039782					AT1G70335.1														
OG0039783					AT1G06045.1														
OG0039784					AT1G31270.1														
OG0039785					AT1G24475.1														
OG0039786					AT1G20875.1														
OG0039787					AT1G24390.1														
OG0039788					AT1G36745.1														
OG0039789					AT1G05085.1														
OG0039790					AT1G56530.1														
OG0039791					AT1G64561.1														
OG0039792					AT1G55917.1														
OG0039793					AT1G54773.1														
OG0039794					AT1G31163.1														
OG0039795					AT1G25277.1														
OG0039796					AT1G07600.1														
OG0039797					AT1G78030.1														
OG0039798					AT1G07885.1														
OG0039799					AT1G60930.1														
OG0039800					AT1G50350.1														
OG0039801					AT1G45229.2														
OG0039802					AT1G27555.1														
OG0039803					AT1G44478.1														
OG0039804					AT1G76465.1														
OG0039805					AT1G02320.1														
OG0039806					AT1G50290.1														
OG0039807					AT1G29435.1														
OG0039808					AT1G33355.1														
OG0039809					AT1G24880.2														
OG0039810					AT1G26815.1														
OG0039811					AT1G33102.1														
OG0039812					AT1G08645.1														
OG0039813					AT1G34015.1														
OG0039814					AT1G32975.1														
OG0039815					AT2G13463.1														
OG0039816					AT2G44175.1														
OG0039817					AT2G16953.1														
OG0039818					AT2G21595.1														
OG0039819					AT2G13275.1														
OG0039820					AT2G41082.1														
OG0039821					AT2G26120.1														
OG0039822					AT2G14390.1														
OG0039823					AT2G14395.1														
OG0039824					AT2G47720.1														
OG0039825					AT2G10920.1														
OG0039826					AT2G30430.1														
OG0039827					AT2G13660.1														
OG0039828					AT2G05294.1														
OG0039829					AT2G12405.1														
OG0039830					AT2G07617.1														
OG0039831					AT2G25990.1														
OG0039832					AT2G06095.1														
OG0039833					AT2G29452.1														
OG0039834					AT2G36815.1														
OG0039835					AT2G10931.1														
OG0039836					AT2G09838.1														
OG0039837					AT2G32487.2														
OG0039838					AT2G31265.1														
OG0039839					AT2G01023.1														
OG0039840					AT2G20150.1														
OG0039841					AT2G28426.1														
OG0039842					AT2G27229.1														
OG0039843					AT2G12875.1														
OG0039844					AT2G11522.1														
OG0039845					AT2G28755.1														
OG0039846					AT2G23834.1														
OG0039847					AT2G24780.1														
OG0039848					AT2G38646.1														
OG0039849					AT2G12461.1														
OG0039850					AT2G31141.1														
OG0039851					AT2G31005.1														
OG0039852					AT2G15670.1														
OG0039853					AT2G13845.1														
OG0039854					AT2G19290.1														
OG0039855					AT2G02695.1														
OG0039856					AT2G26515.1														
OG0039857					AT2G24683.1														
OG0039858					AT2G39520.1														
OG0039859					AT2G42865.1														
OG0039860					AT2G05370.1														
OG0039861					AT2G35343.1														
OG0039862					AT2G35345.1														
OG0039863					AT2G18938.1														
OG0039864					AT2G11778.1														
OG0039865					AT2G11773.1														
OG0039866					AT2G30985.1														
OG0039867					AT2G46308.1														
OG0039868					AT2G40205.1														
OG0039869					AT2G35935.1														
OG0039870					AT2G16340.1														
OG0039871					AT2G07631.1														
OG0039872					AT2G07632.1														
OG0039873					AT2G07634.1														
OG0039874					AT2G07638.1														
OG0039875					AT2G25510.1														
OG0039876					AT2G16835.1														
OG0039877					AT2G24205.1														
OG0039878					AT2G13422.1														
OG0039879					AT2G14692.1														
OG0039880					AT2G35075.1														
OG0039881					AT2G14289.1														
OG0039882					AT2G05753.1														
OG0039883					AT2G45243.1														
OG0039884					AT2G11405.1														
OG0039885					AT2G03565.1														
OG0039886					AT2G03567.1														
OG0039887					AT2G14870.1														
OG0039888					AT2G13550.2														
OG0039889					AT2G13555.1														
OG0039890					AT2G10025.1														
OG0039891					AT2G10020.1														
OG0039892					AT2G07626.1														
OG0039893					AT2G07625.1														
OG0039894					AT2G13126.1														
OG0039895					AT2G29628.1														
OG0039896					AT2G25964.1														
OG0039897					AT2G05105.1														
OG0039898					AT2G14460.1														
OG0039899					AT2G18685.1														
OG0039900					AT2G41375.1														
OG0039901					AT2G15318.1														
OG0039902					AT2G08986.1														
OG0039903					AT2G24810.1														
OG0039904					AT2G25500.1														
OG0039905					AT2G13547.1														
OG0039906					AT2G02023.1														
OG0039907					AT2G07613.1														
OG0039908					AT2G43865.1														
OG0039909					AT2G07810.1														
OG0039910					AT2G06908.1														
OG0039911					AT2G28671.1														
OG0039912					AT2G39375.1														
OG0039913					AT2G24410.1														
OG0039914					AT2G40165.1														
OG0039915					AT2G19890.1														
OG0039916					AT2G19300.1														
OG0039917					AT2G32200.2														
OG0039918					AT2G02960.5														
OG0039919					AT2G02497.1														
OG0039920					AT2G02493.1														
OG0039921					AT2G04063.1														
OG0039922					AT2G34224.1														
OG0039923					AT2G34655.1														
OG0039924					AT2G02635.1														
OG0039925					AT2G25169.1														
OG0039926					AT2G34120.1														
OG0039927					AT2G18970.1														
OG0039928					AT2G27390.1														
OG0039929					AT2G36260.1														
OG0039930					AT2G05632.1														
OG0039931					AT2G11045.1														
OG0039932					AT2G04380.1														
OG0039933					AT2G13965.1														
OG0039934					AT2G02550.2														
OG0039935					AT2G16016.1														
OG0039936					AT2G16015.1														
OG0039937					AT2G16019.1														
OG0039938					AT2G31018.1														
OG0039939					AT2G40715.1														
OG0039940					AT2G17055.1														
OG0039941					AT2G29920.1														
OG0039942					AT2G29925.1														
OG0039943					AT2G41105.1														
OG0039944					AT2G20873.1														
OG0039945					AT2G10556.1														
OG0039946					AT2G27160.2														
OG0039947					AT2G33685.1														
OG0039948					AT2G07665.1														
OG0039949					AT2G07662.1														
OG0039950					AT2G07661.1														
OG0039951					AT2G24535.2														
OG0039952					AT2G05630.2														
OG0039953					AT2G41355.1														
OG0039954					AT2G05655.2														
OG0039955					AT2G10545.1														
OG0039956					AT2G22465.1														
OG0039957					AT2G03000.1														
OG0039958					AT2G07655.1														
OG0039959					AT2G12170.1														
OG0039960					AT2G13430.1														
OG0039961					AT2G30560.1														
OG0039962					AT2G04870.1														
OG0039963					AT2G22088.1														
OG0039964					AT2G07830.1														
OG0039965					AT2G05270.1														
OG0039966					AT2G11215.1														
OG0039967					AT2G03821.1														
OG0039968					AT2G03822.1														
OG0039969					AT2G03823.1														
OG0039970					AT2G41417.1														
OG0039971					AT2G03580.1														
OG0039972					AT2G02525.1														
OG0039973					AT2G37140.1														
OG0039974					AT2G21810.1														
OG0039975					AT2G07644.1														
OG0039976					AT2G07642.1														
OG0039977					AT2G07648.1														
OG0039978					AT2G21105.1														
OG0039979					AT2G35965.1														
OG0039980					AT2G03180.1														
OG0039981					AT2G01175.1														
OG0039982					AT2G22820.1														
OG0039983					AT2G07000.1														
OG0039984					AT2G11005.1														
OG0039985					AT2G15029.1														
OG0039986					AT2G35733.1														
OG0039987					AT2G03110.1														
OG0039988					AT2G25055.1														
OG0039989					AT2G23985.13														
OG0039990					AT2G23987.1														
OG0039991					AT2G11270.1														
OG0039992					AT2G14765.1														
OG0039993					AT2G41090.1														
OG0039994					AT2G04621.1														
OG0039995					AT2G27507.1														
OG0039996					AT2G12935.1														
OG0039997					AT2G10608.1														
OG0039998					AT2G10455.1														
OG0039999					AT2G46995.1														
OG0040000					AT3G43153.1														
OG0040001					AT3G56020.1														
OG0040002					AT3G50320.1														
OG0040003					AT3G44635.1														
OG0040004					AT3G45673.1														
OG0040005					AT3G52526.2														
OG0040006					AT3G58910.1														
OG0040007					AT3G02673.1														
OG0040008					AT3G26135.1														
OG0040009					AT3G24575.1														
OG0040010					AT3G09162.1														
OG0040011					AT3G13404.1														
OG0040012					AT3G13403.1														
OG0040013					AT3G21405.1														
OG0040014					AT3G13240.2														
OG0040015					AT3G58875.1														
OG0040016					AT3G22125.3														
OG0040017					AT3G43420.1														
OG0040018					AT3G42130.1														
OG0040019					AT3G46380.1														
OG0040020					AT3G04855.1														
OG0040021					AT3G04854.1														
OG0040022					AT3G50250.1														
OG0040023					AT3G61723.1														
OG0040024					AT3G63215.1														
OG0040025					AT3G44950.1														
OG0040026					AT3G26742.1														
OG0040027					AT3G10527.1														
OG0040028					AT3G18291.1														
OG0040029					AT3G24929.1														
OG0040030					AT3G43940.1														
OG0040031					AT3G62400.2														
OG0040032					AT3G44704.1														
OG0040033					AT3G17626.1														
OG0040034					AT3G16680.1														
OG0040035					AT3G30845.1														
OG0040036					AT3G04443.1														
OG0040037					AT3G18150.1														
OG0040038					AT3G59450.1														
OG0040039					AT3G14981.1														
OG0040040					AT3G28250.1														
OG0040041					AT3G43682.1														
OG0040042					AT3G18700.1														
OG0040043					AT3G50540.1														
OG0040044					AT3G57787.1														
OG0040045					AT3G26445.1														
OG0040046					AT3G44763.1														
OG0040047					AT3G57072.1														
OG0040048					AT3G03020.1														
OG0040049					AT3G42390.1														
OG0040050					AT3G11120.1														
OG0040051					AT3G24516.1														
OG0040052					AT3G01319.1														
OG0040053					AT3G10439.1														
OG0040054					AT3G25011.1														
OG0040055					AT3G25014.1														
OG0040056					AT3G18775.1														
OG0040057					AT3G17190.1														
OG0040058					AT3G43290.1														
OG0040059					AT3G18957.1														
OG0040060					AT3G22022.1														
OG0040061					AT3G43583.1														
OG0040062					AT3G12833.1														
OG0040063					AT3G12835.1														
OG0040064					AT3G09055.1														
OG0040065					AT3G43840.1														
OG0040066					AT3G15635.1														
OG0040067					AT3G28155.1														
OG0040068					AT3G42990.1														
OG0040069					AT3G42995.1														
OG0040070					AT3G44006.1														
OG0040071					AT3G62615.1														
OG0040072					AT3G22565.1														
OG0040073					AT3G29636.1														
OG0040074					AT3G43645.1														
OG0040075					AT3G05746.1														
OG0040076					AT3G13857.1														
OG0040077					AT3G15359.1														
OG0040078					AT3G46845.1														
OG0040079					AT3G30840.1														
OG0040080					AT3G18282.1														
OG0040081					AT3G46735.1														
OG0040082					AT3G28899.1														
OG0040083					AT3G28193.1														
OG0040084					AT3G30705.1														
OG0040085					AT3G62528.1														
OG0040086					AT3G48131.1														
OG0040087					AT3G44695.1														
OG0040088					AT3G08520.1														
OG0040089					AT3G59370.1														
OG0040090					AT3G19613.1														
OG0040091					AT3G10605.1														
OG0040092					AT3G44769.1														
OG0040093					AT3G33494.1														
OG0040094					AT3G14670.3														
OG0040095					AT3G10590.1														
OG0040096					AT3G09863.1														
OG0040097					AT3G61898.1														
OG0040098					AT3G44753.1														
OG0040099					AT3G17655.1														
OG0040100					AT3G26539.1														
OG0040101					AT3G22142.1														
OG0040102					AT3G16525.1														
OG0040103					AT3G11165.1														
OG0040104					AT3G23122.1														
OG0040105					AT3G22436.1														
OG0040106					AT3G14463.1														
OG0040107					AT3G01130.4														
OG0040108					AT3G62530.1														
OG0040109					AT3G17261.1														
OG0040110					AT3G30720.1														
OG0040111					AT3G28335.1														
OG0040112					AT3G43970.1														
OG0040113					AT3G61117.1														
