Orthogroup	Arabidopsis_lyrata_Rawat	Euclidium_syriacum
OG0001185	AL5G29650	ESY1_g9741_DN3_SP6_c0.t1
OG0001186	AL5G24320	ESY6_g50149_DN3_SP8_c0.t1
OG0001186	AL5G28220	ESY1_g9286_DN3_SP8_c0.t1
OG0001187	nbis-gene-718, AL3G14480	ESY3_g32014_DN3_SP0_c0.t1
OG0001188	nbis-gene-990	ESY2_g34225_DN2_SP0_c0.t1
OG0001188	nbis-gene-638	ESY2_g33887_DN2_SP0_c0.t1
OG0001189	AL6G31090, AL2G25810	ESY6_g49852_DN3_SP0_c0.t1
OG0001190	AL7G25170	ESY16_g62161_DN3_SP7_c0.t1
OG0001190	AL8G29230	ESY16_g62162_DN3_SP0_c0.t1, ESY6_g47611_DN3_SP3_c0.t1
OG0001191	AL7G25000	ESY13_g56943_DN3_SP0_c0.t1
OG0001191	AL8G29310, AL8G29370	ESY6_g47559_DN3_SP8_c0.t1
OG0001192	AL2G36220	ESY2_g34781_DN3_SP8_c21.t1
OG0001192	AL1G35050	ESY10_g14293_DN3_SP0_c0.t1
OG0001193	AL1G64380	ESY2_g36418_DN3_SP6_c0.t1
OG0001193	AL3G24530	ESY2_g34574_DN3_SP0_c0.t1, ESY3_g30122_DN3_SP5_c0.t1
OG0001194	AL2G34600, AL1G31440	ESY2_g35000_DN3_SP7_c0.t1
OG0001195	AL5G17130, AL3G42720	ESY2_g33842_DN2_SP8_c0.t1, ESY2_g33844_DN3_SP0_c0.t1, ESY2_g33841_DN2_SP0_c0.t1
OG0001196	AL5G16210	ESY10_g13775_DN2_SP0_c0.t1
OG0001196	AL7G48640	ESY8_g60167_DN3_SP0_c0.t1
OG0001197	AL3G24730	ESY3_g30144_DN3_SP0_c19.t1, ESY3_g28945_DN2_SP0_c21.t1
OG0001197	AL3G24740	ESY3_g30008_DN3_SP0_c24.t1
OG0001198	AL2G31730	ESY11_g54822_DN3_SP0_c0.t1, ESY8_g58922_DN3_SP0_c0.t1
OG0001199	AL7G36660	ESY9_g42510_DN3_SP0_c0.t1
OG0001199	AL8G11550	ESY10_g14967_DN3_SP0_c0.t1
OG0001200	AL7G37190, AL7G37180	ESY9_g42443_DN3_SP0_c0.t1
OG0001201	AL3G11250, AL6G47790	ESY7_g16133_DN3_SP0_c0.t1
OG0001202	nbis-gene-1836	ESY16_g61539_DN3_SP5_c0.t1
OG0001202	AL7G37890	ESY16_g61540_DN3_SP1_c0.t1
OG0001203	AL5G31590	ESY1_g10120_DN3_SP0_c0.t1
OG0001203	AL8G45240	ESY6_g50240_DN3_SP0_c0.t1
OG0001204	AL5G43530	ESY1_g12259_DN3_SP0_c0.t1
OG0001204	AL4G45030	ESY12_g51799_DN3_SP6_c0.t1
OG0001205	AL4G43040	ESY12_g52118_DN3_SP8_c0.t1
OG0001205	AL5G42150	ESY1_g11926_DN3_SP8_c0.t1
OG0001207	AL5G39810	ESY1_g11511_DN3_SP8_c0.t1
OG0001207	AL4G40800	ESY12_g51313_DN3_SP0_c0.t1
OG0001208	AL4G40340	ESY12_g51269_DN3_SP8_c0.t1
OG0001208	AL5G39710	ESY1_g11533_DN3_SP8_c0.t1
OG0001209	AL5G39580, AL4G40550	ESY12_g51290_DN2_SP0_c0.t1
OG0001210	AL4G33580	ESY9_g44759_DN3_SP7_c0.t1
OG0001210	AL5G34370	ESY1_g11108_DN3_SP8_c0.t1
OG0001212	AL4G37790	ESY9_g45709_DN3_SP0_c0.t1
OG0001212	AL8G24310, AL7G49890	ESY20_g13320_DN3_SP0_c0.t1
OG0001213	AL304U10030	ESY3_g31758_DN3_SP0_c0.t1
OG0001213	AL3G16040, AL6G37010, AL8G28550, AL1G56010, nbis-gene-666	ESY3_g31759_DN3_SP0_c0.t1
OG0001214	AL3G17870	ESY3_g31435_DN2_SP0_c0.t1
OG0001214	AL8G22890	ESY15_g64326_DN2_SP0_c0.t1
OG0001215	AL3G20510, AL5G10240	ESY3_g30917_DN3_SP1_c0.t1, ESY3_g30919_DN3_SP0_c0.t1
OG0001216	AL3G32200	ESY3_g29607_DN3_SP8_c0.t1
OG0001216	AL1G56250, AL1G56170	ESY2_g37729_DN3_SP8_c0.t1
OG0001217	AL7G26980, AL7G26970	ESY5_g3262_DN3_SP0_c0.t1, ESY5_g3263_DN3_SP7_c0.t1
OG0001218	AL6G44110	ESY4_g25512_DN2_SP0_c0.t1
OG0001219	AL6G19480	ESY7_g17794_DN3_SP0_c0.t1, ESY7_g17789_DN1_SP0_c0.t1, ESY7_g16314_DN2_SP0_c0.t1
OG0001220	AL5G34940, AL7G20890	ESY4_g24835_DN3_SP0_c0.t1
OG0001220	AL7G11530	ESY12_g52194_DN3_SP0_c0.t1, ESY3_g30759_DN3_SP0_c8.t1
OG0001221	AL8G10490, AL8G10500, AL8G10540	ESY10_g14793_DN3_SP0_c0.t1, ESY2_g37352_DN3_SP0_c0.t1
OG0001222	AL3G50920	ESY11_g54154_DN2_SP0_c0.t1
OG0001222	AL7G15010	ESY4_g26131_DN3_SP0_c0.t1
OG0001223	AL1G39030	ESY5_g1425_DN3_SP0_c0.t1
OG0001224	AL2G17730, AL2G17630	ESY2_g35231_DN3_SP0_c0.t1
OG0001225	nbis-gene-1794, AL7G31100, AL7G31090	ESY9_g42688_DN2_SP0_c0.t1, ESY9_g42689_DN2_SP0_c0.t1
OG0001226	AL7G44270, AL5G17770	ESY11_g53348_DN2_SP0_c0.t1
OG0001231	AL3G12720	ESY3_g32375_DN3_SP0_c0.t1
OG0001231	AL6G28020	ESY7_g17227_DN3_SP8_c10.t1
OG0001232	AL6G25700, AL2G35740	ESY2_g36085_DN3_SP1_c87.t1
OG0001233	AL7G25800	ESY16_g62340_DN3_SP0_c17.t1
OG0001234	AL6G36730	ESY6_g49995_DN3_SP8_c0.t1
OG0001234	AL6G21420	ESY7_g18097_DN3_SP8_c0.t1
OG0001235	AL6G19300	ESY7_g17770_DN3_SP8_c17.t1
OG0001235	AL8G40830	ESY6_g49640_DN3_SP8_c0.t1
OG0001236	AL3G18950	ESY3_g30674_DN3_SP8_c0.t1
OG0001236	AL6G50090	ESY20_g13318_DN3_SP8_c0.t1
OG0001237	AL84U10010, AL6G16010	ESY7_g18818_DN3_SP0_c0.t1, ESY7_g18817_DN3_SP5_c0.t1
OG0001240	AL1G14520	ESY5_g4939_DN3_SP0_c0.t1
OG0001240	AL4G28130	ESY20_g12710_DN3_SP0_c0.t1
OG0001241	AL1G14530	ESY5_g4938_DN3_SP7_c0.t1
OG0001241	AL2G18490, AL4G28170	ESY20_g12716_DN3_SP8_c0.t1
OG0001242	AL1G42710	ESY11_g53784_DN3_SP0_c0.t1
OG0001242	AL1G42720	ESY2_g33838_DN3_SP0_c0.t1
OG0001242	AL4G29910	ESY6_g49225_DN3_SP0_c0.t1, ESY6_g49224_DN3_SP0_c0.t1
OG0001243	AL8G22540, AL6G40340, AL6G40300	ESY10_g15686_DN3_SP0_c0.t1
OG0001244	AL5G29870	ESY1_g9804_DN3_SP8_c0.t1
OG0001245	AL8G40970, AL8G40980, AL8G40890, AL8G40950, AL203U10010	ESY6_g49628_DN2_SP0_c0.t1, ESY6_g49625_DN3_SP0_c0.t1, ESY6_g49626_DN3_SP0_c0.t1
OG0001246	AL2G26000	ESY19_g42010_DN3_SP8_c14.t1
OG0001246	AL1G40810	ESY5_g832_DN3_SP8_c0.t1
OG0001247	AL8G38540	ESY6_g49447_DN3_SP8_c0.t1
OG0001247	AL6G17650	ESY7_g18525_DN3_SP7_c0.t1
OG0001248	AL6G33030	ESY6_g49068_DN3_SP0_c0.t1
OG0001248	AL5G22120	ESY1_g6882_DN3_SP8_c0.t1
OG0001249	AL8G34540	ESY6_g48582_DN3_SP0_c0.t1
OG0001249	AL6G17240	ESY7_g18486_DN3_SP0_c0.t1, ESY7_g18487_DN3_SP0_c0.t1
OG0001250	AL1G66240, AL1G66210	ESY2_g34200_DN3_SP0_c0.t1, ESY2_g34199_DN3_SP0_c0.t1
OG0001251	AL8G29220, AL7G25180	ESY16_g62163_DN3_SP0_c0.t1
OG0001252	AL6G50580	ESY20_g13261_DN3_SP8_c0.t1
OG0001252	AL1G12330	ESY5_g5285_DN3_SP1_c0.t1
OG0001253	nbis-gene-1660, AL6G50260, AL1084U10010	ESY8_g58340_DN3_SP0_c0.t1, ESY8_g58341_DN3_SP0_c0.t1
OG0001254	AL3G20930	ESY3_g30978_DN3_SP0_c0.t1
OG0001254	AL6G12330	ESY7_g19407_DN3_SP8_c0.t1
OG0001255	AL6G12110	ESY7_g19428_DN3_SP5_c0.t1
OG0001255	AL3G20820	ESY3_g30963_DN3_SP7_c0.t1
OG0001256	AL2G39290	ESY2_g36825_DN3_SP8_c0.t1
OG0001256	AL1G29030	ESY5_g4397_DN3_SP8_c0.t1
OG0001257	AL2G36950	ESY2_g34691_DN3_SP0_c0.t1
OG0001257	AL1G34220	ESY4_g25998_DN3_SP0_c0.t1
OG0001258	AL2G35220, AL2G35210	ESY2_g36009_DN3_SP4_c0.t1
OG0001259	AL2G35130	ESY2_g35999_DN3_SP8_c0.t1
OG0001259	AL1G32200	ESY5_g4064_DN3_SP8_c0.t1
OG0001260	AL3G50270	ESY11_g54018_DN3_SP6_c0.t1, ESY22_g40747_DN3_SP0_c0.t1
OG0001260	AL7G15720	ESY4_g25377_DN3_SP8_c0.t1
OG0001261	AL7G15320	ESY4_g26017_DN3_SP8_c0.t1
OG0001261	AL3G50690	ESY11_g54099_DN3_SP7_c0.t1
OG0001262	AL1G63620	ESY2_g36313_DN2_SP8_c0.t1
OG0001262	AL3G25240	ESY3_g30207_DN3_SP8_c0.t1
OG0001263	AL5G33580, AL278U10010, AL4G32450	ESY1_g10468_DN3_SP0_c0.t1
OG0001264	AL9U11650	ESY17_g39768_DN3_SP0_c0.t1
OG0001264	AL3G18810	ESY3_g31368_DN3_SP0_c0.t1
OG0001265	AL3G36920	ESY3_g28811_DN3_SP8_c0.t1
OG0001265	AL7G41070	ESY22_g40864_DN3_SP2_c0.t1
OG0001266	AL1G31360	ESY5_g4150_DN3_SP0_c0.t1
OG0001266	AL2G34550	ESY2_g34991_DN2_SP0_c0.t1
OG0001267	AL7G22600, AL7G22610	ESY7_g16988_DN3_SP0_c0.t1
OG0001267	AL7G22620	ESY4_g24389_DN1_SP0_c0.t1
OG0001268	AL2G27930	ESY2_g34393_DN1_SP0_c0.t1
OG0001269	AL8G13820, AL8G13840, AL144U10020, AL144U10010, AL8G13770, AL8G13860	ESY7_g16764_DN3_SP0_c12.t1
OG0001270	AL3G33630	ESY3_g29313_DN3_SP6_c0.t1
OG0001271	AL1G24210, AL1G24300, AL1G58040, AL3G33650	ESY2_g37470_DN3_SP0_c0.t1
OG0001272	AL1G58050	ESY2_g37469_DN3_SP0_c0.t1
OG0001272	AL3G33660	ESY3_g29311_DN3_SP6_c0.t1
OG0001273	AL6G45440	ESY18_g63622_DN3_SP6_c0.t1
OG0001273	AL7G29740	ESY23_g162_DN3_SP8_c0.t1
OG0001274	AL2G16760, AL2G15630	ESY5_g4592_DN2_SP0_c0.t1
OG0001274	AL1G13770	ESY5_g5061_DN3_SP8_c0.t1
OG0001275	nbis-gene-1917	ESY7_g19439_DN1_SP0_c0.t1
OG0001275	AL2G10680	ESY1_g6177_DN2_SP0_c0.t1, ESY2_g33330_DN3_SP0_c0.t1
OG0001276	AL7G31890	ESY9_g43685_DN3_SP6_c17.t1
OG0001276	AL6G48190, AL6G48220	ESY7_g16335_DN3_SP8_c0.t1
OG0001277	AL6G48400	ESY7_g16366_DN3_SP8_c0.t1
OG0001277	AL7G32180	ESY9_g43583_DN3_SP8_c0.t1
OG0001278	AL371U10010, AL4G45110	ESY12_g51786_DN3_SP0_c0.t1
OG0001278	AL1G53600, AL5G43660	ESY1_g12281_DN3_SP0_c0.t1
OG0001279	AL5G42080	ESY1_g11916_DN3_SP8_c17.t1
OG0001279	AL4G42980	ESY12_g52127_DN3_SP8_c15.t1, ESY19_g41187_DN3_SP0_c0.t1
OG0001280	AL4G41060	ESY12_g51343_DN3_SP8_c0.t1
OG0001280	AL5G40280	ESY1_g11424_DN3_SP6_c0.t1
OG0001282	AL5G39550	ESY1_g11554_DN3_SP8_c0.t1
OG0001283	AL3G19490	ESY3_g30755_DN3_SP8_c0.t1
OG0001283	AL5G37220	ESY1_g10643_DN3_SP4_c0.t1
OG0001284	AL5G36820	ESY1_g10703_DN3_SP8_c0.t1
OG0001284	AL4G37340	ESY9_g45606_DN3_SP8_c0.t1
OG0001285	AL8G27720	ESY6_g47213_DN3_SP1_c0.t1
OG0001285	AL7G24890	ESY4_g23791_DN3_SP7_c0.t1
OG0001286	AL4G33370	ESY9_g44658_DN2_SP8_c0.t1
OG0001286	AL5G34170	ESY1_g11132_DN2_SP8_c12.t1
OG0001287	AL3G51250	ESY11_g54200_DN3_SP0_c0.t1
OG0001287	AL7G14860	ESY4_g26185_DN3_SP1_c0.t1
OG0001288	AL4G15070	ESY8_g59420_DN3_SP0_c18.t1
OG0001288	AL7G20620	ESY4_g24894_DN1_SP0_c0.t1
OG0001289	AL4G43590	ESY12_g52062_DN3_SP0_c0.t1
OG0001289	AL4G43580, AL4G43570	ESY12_g52065_DN3_SP0_c0.t1, ESY12_g52066_DN3_SP0_c0.t1
OG0001290	AL3G18780	ESY3_g31372_DN2_SP0_c0.t1, ESY3_g31370_DN3_SP0_c0.t1
OG0001291	AL3G27300, AL3G28410	ESY4_g25673_DN3_SP0_c0.t1, ESY4_g25992_DN1_SP0_c0.t1, ESY4_g25665_DN3_SP0_c0.t1, ESY4_g25288_DN3_SP0_c0.t1, ESY4_g25662_DN3_SP0_c0.t1, ESY4_g25285_DN3_SP0_c0.t1
OG0001292	AL3G29580	ESY3_g29907_DN2_SP0_c0.t1
OG0001292	AL3G29590	ESY1_g10882_DN2_SP0_c0.t1, ESY1_g10881_DN2_SP0_c0.t1, ESY9_g42593_DN2_SP0_c0.t1
OG0001293	AL1G13250, AL1G13240	ESY5_g5133_DN3_SP0_c0.t1, ESY5_g5134_DN3_SP0_c0.t1
OG0001293	nbis-gene-1377	ESY6_g49022_DN2_SP0_c0.t1
OG0001294	AL1G26440, AL1G26420	ESY5_g2810_DN3_SP0_c0.t1
OG0001295	AL1G29820	ESY5_g4315_DN3_SP0_c0.t1
OG0001295	AL2G32420	ESY2_g35850_DN3_SP0_c0.t1
OG0001296	nbis-gene-1960	ESY20_g13070_DN2_SP0_c0.t1
OG0001297	AL5G18730, AL5G18770	ESY2_g34536_DN3_SP0_c0.t1
OG0001298	AL1G40310	ESY13_g57501_DN2_SP0_c0.t1
OG0001298	AL2G26720	ESY2_g34530_DN1_SP0_c0.t1
OG0001299	AL4G30470, AL4G23390, AL4G30460	ESY5_g5198_DN3_SP0_c0.t1
OG0001301	AL8G11390	ESY10_g14942_DN3_SP0_c0.t1, ESY16_g61943_DN2_SP0_c0.t1, ESY16_g61946_DN3_SP0_c0.t1, ESY16_g61945_DN3_SP0_c0.t1
OG0001303	AL5G24900	ESY9_g43543_DN2_SP0_c0.t1, ESY7_g17955_DN2_SP0_c46.t1
OG0001305	AL1G26960	ESY5_g2867_DN3_SP0_c0.t1
OG0001305	AL5G10690	ESY10_g14599_DN3_SP6_c0.t1
OG0001306	AL3G11230	ESY3_g32551_DN3_SP8_c0.t1
OG0001306	AL6G26320	ESY7_g17443_DN3_SP8_c0.t1
OG0001307	AL3G10930	ESY3_g32598_DN3_SP8_c0.t1
OG0001307	AL6G25890	ESY7_g17515_DN3_SP8_c0.t1
OG0001308	AL6G21800, AL6G21810	ESY7_g18145_DN3_SP8_c0.t1
OG0001309	AL6G18610	ESY7_g18653_DN3_SP7_c0.t1
OG0001309	AL6G34320	ESY6_g50202_DN3_SP0_c0.t1
OG0001310	AL1G18180	ESY5_g4454_DN3_SP2_c0.t1
OG0001310	AL4G22880	ESY8_g58919_DN3_SP1_c0.t1
OG0001311	AL1G15810	ESY5_g4748_DN3_SP3_c0.t1
OG0001311	AL762U10020, AL4G26820	ESY8_g58441_DN3_SP6_c0.t1
OG0001312	AL4G30060	ESY4_g25231_DN3_SP1_c0.t1, ESY13_g57686_DN2_SP0_c0.t1
OG0001312	AL1G42950	ESY4_g23078_DN3_SP8_c43.t1
OG0001313	AL3G34320, AL126U10040, AL3G34400, AL5G23050, AL5G23090, AL5G23070	ESY7_g19569_DN3_SP0_c0.t1
OG0001314	AL1G26270	ESY5_g2791_DN3_SP0_c9.t1
OG0001314	AL5G12000, AL4G15150	ESY10_g14347_DN3_SP1_c15.t1
OG0001315	AL1G25650	ESY5_g2716_DN3_SP0_c0.t1
OG0001315	AL5G13270	ESY10_g14200_DN3_SP0_c0.t1
OG0001316	AL8G38610	ESY6_g49436_DN3_SP8_c0.t1
OG0001316	AL1G40860	ESY16_g61684_DN2_SP6_c0.t1
OG0001317	AL6G34950	ESY6_g50146_DN3_SP0_c0.t1
OG0001317	AL5G28310	ESY1_g9306_DN3_SP0_c0.t1
OG0001318	AL8G36890, AL8G36920	ESY6_g48903_DN3_SP0_c0.t1
OG0001319	AL8G36320	ESY6_g48822_DN3_SP7_c0.t1
OG0001319	AL5G24870	ESY6_g49016_DN3_SP5_c0.t1
OG0001320	AL8G32670	ESY6_g48302_DN3_SP0_c0.t1
OG0001320	AL8G32680	ESY6_g48307_DN3_SP0_c0.t1
OG0001321	AL8G31240	ESY6_g48073_DN3_SP0_c0.t1
OG0001321	AL7G26260	ESY16_g62484_DN3_SP0_c0.t1
OG0001322	AL1G10540	ESY5_g5532_DN3_SP0_c0.t1
OG0001322	AL4G14380	ESY2_g35959_DN3_SP0_c0.t1, ESY2_g35960_DN3_SP0_c0.t1
OG0001323	AL6G16570	ESY7_g18750_DN3_SP0_c0.t1
OG0001323	AL3G23360	ESY3_g31312_DN3_SP2_c0.t1
OG0001324	AL6G16230	ESY7_g18785_DN3_SP0_c0.t1
OG0001324	AL3G23120	ESY3_g31273_DN3_SP2_c0.t1
OG0001325	AL6G16200	ESY7_g18721_DN3_SP0_c0.t1, ESY7_g18789_DN3_SP3_c0.t1
OG0001325	AL3G23100	ESY3_g31271_DN3_SP2_c0.t1
OG0001326	AL6G14540, AL3G41450, AL3G22130	ESY3_g31139_DN3_SP8_c7.t1
OG0001327	AL7G47670	ESY8_g60050_DN3_SP0_c0.t1
OG0001327	AL2G10780	ESY23_g212_DN3_SP0_c0.t1
OG0001328	AL2G26090, AL2G39410, AL2G25240, AL2G39420	ESY2_g36806_DN3_SP2_c0.t1
OG0001329	AL2G37640	ESY2_g34617_DN3_SP8_c0.t1
OG0001329	AL1G34890	ESY5_g2404_DN3_SP8_c0.t1
OG0001330	AL1G34690	ESY5_g2427_DN3_SP7_c0.t1
OG0001330	AL2G37420	ESY2_g34641_DN3_SP0_c0.t1
OG0001331	AL1G63750	ESY2_g36343_DN3_SP8_c12.t1
OG0001331	AL3G25170	ESY3_g30193_DN3_SP8_c0.t1
OG0001332	AL1G62910	ESY2_g36233_DN2_SP0_c0.t1
OG0001332	AL3G26180	ESY3_g30309_DN3_SP0_c0.t1
OG0001334	AL7G42100	ESY15_g65476_DN3_SP8_c0.t1
OG0001334	AL7G42110	ESY15_g65491_DN3_SP0_c0.t1
OG0001335	AL3G37280	ESY3_g28714_DN3_SP8_c0.t1
OG0001336	AL7G41430, AL3G37250	ESY22_g40744_DN2_SP0_c0.t1
OG0001337	AL7G41050, AL3G36900	ESY3_g28803_DN3_SP3_c0.t1
OG0001338	AL2G32900	ESY2_g35891_DN3_SP0_c0.t1
OG0001338	AL1G30150	ESY5_g4270_DN3_SP0_c0.t1
OG0001339	AL1G24970	ESY5_g2618_DN2_SP0_c0.t1
OG0001339	AL5G14290	ESY10_g14032_DN2_SP0_c0.t1
OG0001340	AL8G12750	ESY7_g16854_DN3_SP0_c0.t1
OG0001340	AL7G35600	ESY9_g42721_DN3_SP0_c0.t1
OG0001342	AL8G13460	ESY7_g16781_DN3_SP8_c0.t1
OG0001342	AL7G34850	ESY9_g42929_DN3_SP8_c0.t1
OG0001343	AL7G34460	ESY1_g6720_DN1_SP0_c0.t1
OG0001343	AL8G14010	ESY7_g16742_DN3_SP8_c0.t1
OG0001344	AL1G59310	ESY2_g37267_DN3_SP0_c0.t1
OG0001344	AL4G31950	ESY9_g44057_DN3_SP7_c0.t1
OG0001345	AL1G60850	ESY2_g37044_DN3_SP8_c0.t1
OG0001345	AL3G28400	ESY3_g30631_DN3_SP8_c0.t1
OG0001346	AL1G61190	ESY2_g36991_DN3_SP1_c0.t1
OG0001346	AL3G28080	ESY3_g30589_DN3_SP7_c0.t1
OG0001347	AL7G15790, AL7G35270, AL7G35280	ESY4_g25387_DN3_SP0_c0.t1
OG0001348	AL5G31280	ESY1_g10083_DN3_SP0_c0.t1, ESY1_g10086_DN3_SP0_c0.t1
OG0001348	AL8G45090	ESY6_g50257_DN3_SP2_c0.t1
OG0001349	AL6G45320	ESY18_g63679_DN3_SP0_c0.t1
OG0001349	AL7G29600	ESY23_g218_DN3_SP0_c0.t1
OG0001350	AL7G30760	ESY26_g42293_DN3_SP1_c0.t1
OG0001350	AL6G46920	ESY18_g63014_DN2_SP0_c0.t1, ESY18_g63015_DN1_SP0_c0.t1
OG0001351	AL7G33310	ESY9_g43344_DN3_SP0_c0.t1
OG0001351	AL7G33320	ESY9_g43342_DN1_SP0_c0.t1
OG0001352	AL3G40850, AL3G40860, AL3G52890, AL3G52880	ESY3_g31949_DN2_SP0_c0.t1
OG0001353	AL5G45400	ESY1_g12486_DN3_SP0_c0.t1
OG0001353	AL4G47050	ESY12_g52228_DN2_SP0_c0.t1
OG0001354	AL2G23450	ESY1_g12449_DN2_SP0_c0.t1
OG0001355	AL5G42460, AL3G22490	ESY1_g12018_DN3_SP8_c0.t1
OG0001356	AL5G42340	ESY1_g11979_DN3_SP7_c0.t1
OG0001356	AL4G43450	ESY12_g52081_DN3_SP1_c0.t1
OG0001357	AL4G41230	ESY12_g51586_DN3_SP5_c0.t1
OG0001357	AL5G40440	ESY1_g11396_DN3_SP7_c0.t1
OG0001358	AL5G38390	ESY1_g11771_DN3_SP8_c0.t1
OG0001358	AL4G39180	ESY12_g51062_DN3_SP8_c0.t1
OG0001359	AL5G38070	ESY1_g11812_DN3_SP0_c0.t1, ESY1_g11815_DN3_SP0_c0.t1
OG0001360	AL5G37630	ESY1_g10543_DN3_SP0_c0.t1
OG0001360	AL7G51610	ESY8_g60962_DN3_SP8_c0.t1
OG0001362	AL8G21690	ESY15_g64473_DN3_SP0_c0.t1
OG0001362	AL3G18470	ESY3_g31407_DN3_SP0_c0.t1
OG0001363	AL1G22150	ESY5_g3603_DN3_SP0_c0.t1
OG0001364	AL2G38570, AL1G49780, AL1G35750	ESY5_g2322_DN3_SP8_c0.t1
OG0001365	AL1G47120	ESY23_g519_DN3_SP0_c0.t1
OG0001365	AL6G44620	ESY18_g64064_DN3_SP0_c0.t1
OG0001366	AL3G15980	ESY3_g31762_DN3_SP8_c0.t1
OG0001366	AL6G39400	ESY10_g15507_DN3_SP0_c0.t1, ESY17_g39286_DN3_SP0_c0.t1, ESY3_g31769_DN3_SP0_c0.t1
OG0001367	nbis-gene-1292	ESY11_g54861_DN2_SP0_c0.t1, ESY11_g54939_DN2_SP0_c0.t1
OG0001368	AL4G46270	ESY12_g51614_DN2_SP0_c0.t1
OG0001369	AL462U10020	ESY12_g52185_DN1_SP0_c0.t1
OG0001369	AL462U10010, nbis-gene-1152	ESY12_g52186_DN2_SP0_c0.t1
OG0001369	nbis-gene-1151	ESY12_g51896_DN3_SP0_c5.t1
OG0001370	AL2G18270	ESY12_g51247_DN3_SP0_c20.t1
OG0001371	AL3G13990	ESY3_g32111_DN3_SP8_c4.t1
OG0001371	AL6G29510	ESY7_g17058_DN3_SP6_c4.t1
OG0001372	AL3G14520	ESY3_g32011_DN3_SP0_c0.t1
OG0001373	AL6G38110	ESY7_g18985_DN3_SP0_c0.t1
OG0001373	AL3G22210	ESY3_g31148_DN3_SP5_c0.t1
OG0001374	AL7G51430	ESY8_g60931_DN2_SP0_c13.t1
OG0001376	AL3G27600	ESY3_g30538_DN3_SP0_c32.t1
OG0001376	AL1G61550	ESY2_g36944_DN2_SP0_c0.t1
OG0001377	AL1G55070	ESY2_g38005_DN3_SP4_c0.t1
OG0001377	AL3G30940	ESY3_g29755_DN3_SP6_c0.t1
OG0001378	AL6G23570	ESY7_g18387_DN3_SP3_c0.t1
OG0001378	AL3G34720	ESY3_g29170_DN3_SP8_c0.t1
OG0001379	nbis-gene-284	ESY2_g37280_DN3_SP0_c0.t1
OG0001379	AL4G26910	ESY1_g10394_DN2_SP0_c0.t1
OG0001380	AL6G29570, AL6G29580, AL6G29550	ESY7_g17053_DN3_SP0_c0.t1
OG0001381	AL2G15550	ESY2_g33924_DN3_SP6_c0.t1, ESY2_g33925_DN3_SP6_c0.t1
OG0001381	AL1G21920	ESY5_g3573_DN3_SP0_c0.t1
OG0001383	AL1G35300	ESY10_g15068_DN3_SP0_c0.t1, ESY10_g15075_DN2_SP0_c0.t1
OG0001384	AL2G29990	ESY2_g35581_DN3_SP8_c8.t1
OG0001384	AL1G37100	ESY5_g2088_DN3_SP8_c0.t1, ESY10_g14110_DN3_SP0_c0.t1
OG0001385	AL7G13930	ESY4_g26380_DN1_SP0_c0.t1
OG0001385	AL7G13920	ESY4_g26379_DN3_SP0_c0.t1
OG0001387	AL7G17530	ESY4_g25780_DN3_SP1_c0.t1
OG0001387	AL3G46640	ESY11_g53519_DN3_SP2_c0.t1
OG0001389	AL3G29210, AL3G29170, AL3G29180, AL4G28620, AL348U10010	ESY8_g58456_DN3_SP0_c0.t1, ESY8_g58353_DN3_SP0_c0.t1
OG0001391	AL4G27540, AL4G28060, nbis-gene-1067	ESY6_g46418_DN3_SP0_c0.t1, ESY8_g58459_DN3_SP0_c0.t1, ESY8_g58455_DN3_SP0_c0.t1, ESY8_g59122_DN3_SP0_c0.t1, ESY8_g59136_DN3_SP0_c0.t1
OG0001392	AL6G30520	ESY10_g14390_DN3_SP0_c1.t1, ESY6_g50694_DN3_SP0_c0.t1, ESY6_g50625_DN3_SP0_c0.t1, ESY6_g50693_DN3_SP0_c0.t1
OG0001392	AL6G30510	ESY7_g17578_DN3_SP0_c0.t1, ESY7_g18274_DN3_SP0_c0.t1, ESY7_g18273_DN3_SP0_c0.t1
OG0001396	AL7G25550, AL8G29860	ESY6_g47873_DN3_SP8_c0.t1
OG0001397	AL7G25490	ESY16_g62252_DN1_SP0_c0.t1
OG0001397	AL8G29800	ESY6_g47868_DN3_SP0_c0.t1
OG0001398	AL6G51320	ESY4_g25519_DN3_SP0_c0.t1
OG0001398	AL7G49480	ESY2_g33916_DN3_SP0_c0.t1, ESY8_g60321_DN3_SP5_c0.t1
OG0001399	AL3G13610	ESY3_g32219_DN3_SP8_c0.t1
OG0001399	AL6G29020	ESY7_g17104_DN3_SP8_c0.t1
OG0001400	AL7G50390	ESY8_g60593_DN3_SP8_c0.t1
OG0001400	AL6G26050	ESY7_g17479_DN3_SP8_c0.t1
OG0001401	AL6G23150	ESY7_g18339_DN3_SP8_c0.t1
OG0001401	AL6G30910	ESY6_g49876_DN3_SP8_c0.t1
OG0001402	AL6G21680	ESY7_g18130_DN3_SP8_c0.t1
OG0001402	AL6G36870	ESY6_g49982_DN3_SP8_c0.t1
OG0001403	AL6G20280	ESY7_g17926_DN3_SP8_c0.t1
OG0001403	AL8G42200	ESY6_g50622_DN3_SP8_c0.t1
OG0001404	AL6G18700	ESY7_g18668_DN3_SP8_c0.t1
OG0001404	AL6G34470	ESY6_g50188_DN3_SP8_c13.t1
OG0001405	AL4G23220	ESY8_g58893_DN3_SP8_c0.t1
