Orthogroup	Arabidopsis_lyrata_Rawat	Alyssum_gmelinii
OG0002886	AL4G32860	Ag054G4894300
OG0002886	AL5G34000	Ag031G3399600
OG0002887	AL8G23950, AL7G28830	Ag007G0853600
OG0002888	AL9U11880, AL9U11820	Ag007G0866400, Ag007G0866300
OG0002889	AL3G40290	Ag029G3097400
OG0002889	AL9U10770	Ag007G0878600, Ag007G0872200
OG0002890	AL9U10300	Ag007G0881600
OG0002891	AL1G33940	Ag034G3991500
OG0002892	AL2G34280	Ag078G5381000, Ag078G5382000
OG0002893	AL8G13120	Ag006G0827000
OG0002894	AL8G13850	Ag016G2287200
OG0002895	AL3G28250	Ag033G3501500, Ag014G2018300
OG0002895	AL1G61050	Ag001G0084400
OG0002896	AL8G26990, AL7G27440	Ag073G5263000, Ag051G4803100
OG0002897	AL3G47200, AL3G47210	Ag044G4484400
OG0002898	AL4G42560, AL8G10940	Ag037G4133400, Ag016G2319600, Ag016G2320200, Ag044G4488600
OG0002899	AL7G16460	Ag011G1147300
OG0002899	AL3G49160	Ag044G4494300
OG0002900	AL7G30530	Ag033G3504900
OG0002900	AL6G46520	Ag030G3131400
OG0002901	AL66U10020, AL8G15260	Ag016G2354300
OG0002902	AL6G48230	Ag066G5151100
OG0002902	nbis-gene-1804, AL3G50460	Ag033G3626100
OG0002903	AL5G31600	Ag017G2434800
OG0002903	AL8G45250	Ag031G3163600
OG0002904	AL8G45450	Ag031G3165500
OG0002904	AL5G31670	Ag017G2434000
OG0002905	AL8G45600	Ag031G3167000
OG0002905	AL5G31900	Ag017G2430300
OG0002906	AL4G46820	Ag003G0289800, Ag003G0288600, Ag003G0288200
OG0002906	AL5G45070, AL2G23490	Ag031G3186000
OG0002907	nbis-gene-1410	Ag031G3190100, Ag031G3190000
OG0002907	AL4G46490	Ag003G0296900
OG0002908	AL5G44160	Ag031G3202900
OG0002909	AL4G45630	Ag003G0307600
OG0002909	AL5G44040	Ag031G3203500
OG0002910	AL5G43060	Ag031G3216600, Ag031G3216700
OG0002911	AL5G41850, AL4G42670	Ag003G0353300
OG0002912	AL1G62820, AL6G40520, AL1G48760, AL5G36800	Ag031G3340400
OG0002913	nbis-gene-1362	Ag031G3368100
OG0002913	AL5G35570	Ag031G3368200, Ag031G3368300, Ag031G3368400
OG0002914	AL8G28130	Ag020G2572400
OG0002915	AL3G43810	Ag011G1176100
OG0002916	AL7G14630	Ag011G1099500
OG0002916	AL3G51370	Ag042G4381400
OG0002917	AL3G53000, AL8G33340	Ag042G4404500
OG0002918	AL4G34750, AL68U10040, AL4G34760, AL4G34780, AL68U10030, AL4G34730	Ag039G4298000
OG0002919	AL6G30700, AL6G30710	Ag038G4147600
OG0002920	AL4G44680, AL4G44690	Ag003G0320900
OG0002921	AL3G12860	Ag014G1797800
OG0002922	AL3G15500	Ag014G1829400
OG0002923	AL88U10040, AL3G16400, AL6G38910	Ag014G1841600
OG0002924	AL3G19360	Ag014G1879700
OG0002924	AL3G25440	Ag014G1968200
OG0002926	AL3G21240	Ag014G1905600
OG0002926	AL3G21250	Ag014G1905700
OG0002927	AL3G25120, AL3G25110	Ag014G1963200
OG0002928	AL3G27330	Ag014G2003900
OG0002929	AL3G28670	Ag014G2020200, Ag014G2020100
OG0002930	AL3G28490, AL3G28480	Ag014G2021400
OG0002931	AL3G31230	Ag014G2071600
OG0002931	AL3G31240	Ag014G2071700
OG0002932	AL3G31360	Ag014G2075800
OG0002933	AL3G32810	Ag014G2121800
OG0002933	AL3G32800	Ag014G2121600
OG0002935	AL3G35890	Ag027G3053400, Ag027G3053100
OG0002936	AL3G35810	Ag027G3055300
OG0002937	AL2G20410, AL7G45250	Ag036G4116400
OG0002938	AL6G53070	Ag019G2534400
OG0002938	AL1G10780	Ag034G3657300
OG0002939	AL6G51630	Ag019G2504200
OG0002940	AL1G16170	Ag034G3725100
OG0002941	nbis-gene-88	Ag034G3879300
OG0002942	AL1G32480	Ag034G3967300, Ag034G3967900
OG0002943	AL2G11670, AL2G11680	Ag002G0127100
OG0002944	AL2G15260	Ag002G0216300
OG0002945	AL2G18630	Ag002G0262300
OG0002946	AL4G13080	Ag016G2343900
OG0002947	AL6G48420	Ag016G2401900
OG0002948	AL7G10910	Ag011G1038300, Ag011G1038200
OG0002949	AL5G17400	Ag011G1044000
OG0002950	AL7G12800	Ag011G1068900
OG0002951	AL7G15480	Ag011G1120300
OG0002952	AL7G19440	Ag011G1173100
OG0002953	AL4G19200, AL7G18330	Ag011G1195000
OG0002954	AL7G19730	Ag011G1224300
OG0002955	AL7G19890	Ag011G1231500
OG0002956	AL3G39140, AL6G30340	Ag064G5107900
OG0002957	AL6G51270	Ag019G2496700
OG0002958	AL7G24280	Ag010G1024600
OG0002971	AL6G15340, AL2G31390	Ag022G2713600, Ag068G5211300, Ag046G4527300, Ag047G4538300, Ag022G2713900, Ag011G1257300
OG0002972	AL7G21670	Ag046G4529500, Ag047G4540200
OG0002973	AL8G19000, AL3G18970	Ag014G2173100, Ag027G3068700, Ag014G2163200, Ag055G4908200, Ag055G4905200
OG0002974	AL433U10020	Ag044G4478300, Ag029G3111900, Ag012G1299500, Ag004G0765500, Ag015G2247400, Ag078G5328600, Ag004G0684700, Ag020G2558400, Ag066G5156700, Ag073G5260300, Ag073G5259500, Ag025G2961800, Ag049G4727300, Ag075G5289300, Ag029G3123000, Ag002G0262900, Ag055G4925700, Ag055G4925900, Ag075G5285600, Ag066G5150000, Ag045G4512500
OG0002975	nbis-gene-1601	Ag013G1598400
OG0002975	AL6G38780, AL6G37640, AL6G39390	Ag015G2216700, Ag004G0643000, Ag013G1365500
OG0002976	AL6G27890	Ag013G1374900
OG0002976	AL3G12530	Ag014G1795000
OG0002977	AL6G26890	Ag013G1398700
OG0002978	AL3G10200	Ag031G3150500
OG0002978	AL6G24790	Ag013G1452200
OG0002979	AL6G23940	Ag013G1469000
OG0002980	AL7G10750	Ag011G1035100, Ag011G1035300, Ag011G1035000, Ag013G1515700, Ag013G1512300, Ag013G1512400
OG0002981	AL6G20840	Ag013G1526400
OG0002981	AL8G42820	Ag004G0440100
OG0002982	AL6G20240	Ag013G1537700
OG0002982	AL8G42110	Ag004G0449300
OG0002983	AL6G43360, AL7G29850	Ag077G5323100, Ag013G1543600
OG0002984	AL6G18840	Ag013G1556400
OG0002985	AL1G17300	Ag034G3737100
OG0002985	AL4G24750	Ag013G1624900
OG0002986	AL4G40690	Ag013G1645400, Ag013G1645300
OG0002987	AL1G13570	Ag034G3693100, Ag004G0709100
OG0002987	AL8G15960	Ag013G1686900
OG0002988	AL8G18200	Ag023G2799500
OG0002988	AL1G41170	Ag013G1706900
OG0002989	AL4G30740, AL1G44630	Ag013G1747000
OG0002990	AL1G44780	Ag013G1749300
OG0002991	AL7G28140, AL4G31370, AL1G46740	Ag013G1768700, Ag011G1168100
OG0002992	AL8G43970	Ag004G0425300
OG0002993	AL8G43920, AL5G29990	Ag004G0425900
OG0002994	AL8G43800	Ag004G0427000
OG0002994	AL5G29930	Ag049G4725400
OG0002995	AL8G37520	Ag004G0507000, Ag004G0507100, Ag004G0506600, Ag004G0506800, Ag004G0506900, Ag004G0506700
OG0002996	AL6G47720, AL6G33770, AL6G33800	Ag004G0600900, Ag033G3648800
OG0002997	AL8G36860	Ag004G0621600
OG0002998	AL4G13320, AL4G13310	Ag004G0659500
OG0002999	AL8G34150, AL8G34270	Ag004G0672600
OG0003000	AL8G31800	Ag004G0722000
OG0003001	AL1G16360	Ag034G3726700
OG0003001	AL1G16370	Ag034G3726900, Ag004G0724200
OG0003002	AL8G30440	Ag004G0750500
OG0003003	AL8G30390	Ag004G0751400
OG0003004	AL1G20150, AL1G57770	Ag004G0751700, Ag034G3775000, Ag031G3292700
OG0003005	AL6G16820	Ag022G2637200
OG0003006	AL1G12600	Ag034G3679500
OG0003006	AL6G50160	Ag022G2650500
OG0003008	AL3G11670	Ag011G1117400, Ag022G2712800, Ag031G3298400, Ag031G3298300
OG0003009	AL6G11980	Ag022G2769400, Ag014G1899300
OG0003010	AL7G48380, AL7G48430	Ag075G5294900
OG0003011	AL2G38150	Ag048G4623000
OG0003012	AL6G44430	Ag048G4631300, Ag002G0223500, Ag002G0214100
OG0003012	AL1G26060	Ag034G3856300, Ag034G3856400
OG0003013	AL2G37750	Ag048G4634000
OG0003013	AL1G34970	Ag034G4010300
OG0003014	AL3G50590	Ag040G4344800
OG0003015	nbis-gene-1713	Ag011G1120700
OG0003015	AL3G50600	Ag040G4344900
OG0003017	AL9U11070	Ag007G0868900, Ag076G5314600, Ag007G0869800, Ag007G0869900, Ag076G5314700
OG0003018	AL9U10840	Ag007G0871800
OG0003020	AL7G42610, AL7G42580	Ag007G0888600
OG0003021	AL1G30840	Ag034G3944000
OG0003021	AL2G33730	Ag078G5362700
OG0003022	AL2G27680	Ag056G4939100
OG0003023	AL7G22940	Ag065G5120900
OG0003024	AL1G34230	Ag034G3997900
OG0003025	AL7G49810	Ag071G5244900
OG0003026	AL5G17690, AL7G49880	Ag012G1289700
OG0003027	AL8G13280	Ag006G0829400, Ag006G0829900
OG0003028	AL1G57460	Ag001G0012900
OG0003029	AL1G58480	Ag001G0045000
OG0003029	AL3G34290	Ag014G2157800
OG0003030	AL1G56300	Ag025G2968000
OG0003030	AL4G25950	Ag001G0051700
OG0003031	AL1G59560	Ag027G3065400, Ag014G2175400
OG0003032	AL3G28860	Ag014G2027600
OG0003033	AL4G35220	Ag002G0217100
OG0003034	AL8G23360	Ag031G3158900
OG0003037	AL6G48790	Ag016G2380600
OG0003037	AL7G32840	Ag033G3603800
OG0003038	AL5G22800, AL1G52730, AL7G52330, AL6G42550	Ag033G3625700
OG0003039	AL5G43110	Ag031G3216100
OG0003039	AL4G44520	Ag003G0323400
OG0003040	AL5G42670	Ag031G3222100
OG0003041	AL5G42350	Ag031G3228700, Ag031G3228800, Ag031G3228300, Ag031G3228200, Ag031G3227500
OG0003043	AL5G39790	Ag031G3282500
OG0003045	AL125U10010	Ag003G0334600
OG0003046	AL5G33510	Ag031G3412000, Ag031G3411900
OG0003047	AL2G26030	Ag067G5186900
OG0003047	AL2G26010	Ag067G5186500
OG0003048	AL2G26200, AL1G40590	Ag067G5188100
OG0003049	AL2G26670, AL2G26650	Ag067G5195000
OG0003050	AL7G45160	Ag081G5399200
OG0003051	AL7G28380	Ag039G4270500
OG0003052	AL4G10290	Ag015G2178000
OG0003052	AL7G10660	Ag011G1033300
OG0003053	AL1G50640, AL1G50680	Ag015G2257400
OG0003054	AL7G33560, AL7G33140	Ag021G2612700
OG0003055	AL6G30530	Ag038G4145800
OG0003056	AL6G30790	Ag038G4149300
OG0003057	nbis-gene-1581	Ag038G4157400
OG0003058	AL3G14990	Ag014G1824700
OG0003058	AL6G40460	Ag038G4178500
OG0003059	AL8G25140	Ag003G0337000, Ag003G0336700
OG0003060	AL4G44430	Ag003G0324000
OG0003061	AL4G42750	Ag003G0351400
OG0003062	AL4G42730	Ag003G0351600, Ag003G0351700
OG0003063	AL4G40040	Ag003G0401200
OG0003064	AL6G40880, AL3G15610, AL6G39600	Ag014G1830800
OG0003065	AL1G19550	Ag014G1837700
OG0003066	AL3G16430	Ag014G1842000, Ag014G1842200, Ag014G1841900
OG0003067	AL3G17710, AL8G23200	Ag014G1858400
OG0003069	AL3G22420, AL3G22410	Ag014G1922700
OG0003072	AL3G31180, AL1G55260	Ag014G2070900
OG0003073	AL3G31520	Ag014G2079400
OG0003073	AL1G55480	Ag025G2943900
OG0003074	AL2G24290	Ag036G4085100
OG0003075	AL6G30240	Ag060G5000900
OG0003075	AL6G30220	Ag060G5001000
OG0003076	AL6G52780	Ag019G2529500
OG0003076	AL1G10590	Ag034G3654900
OG0003077	AL1G10740	Ag034G3656900
OG0003077	nbis-gene-2153, AL6G53030	Ag019G2533200
OG0003078	AL1G12160	Ag034G3673100
OG0003079	AL1G12880	Ag034G3682500
OG0003080	AL1G16400	Ag034G3727200
OG0003081	AL2G15960	Ag002G0229700
OG0003081	AL1G21790	Ag034G3796100
OG0003082	AL5G10700, AL1G26930	Ag034G3874400
OG0003084	AL1G27580	Ag034G3883900
OG0003085	AL1G30940, AL2G33890	Ag034G3945200
OG0003086	AL2G36280, AL1G33450	Ag034G3982600
OG0003087	AL1G33670	Ag034G3986300
OG0003088	AL1G33700	Ag034G3986500
OG0003089	AL1G34200	Ag034G3997700
OG0003092	AL8G15040, AL8G15050	Ag016G2349500
OG0003093	AL7G14560	Ag011G1098900, Ag011G1099000, Ag011G1099100
OG0003094	AL7G16300	Ag011G1145000
OG0003094	AL7G16290	Ag011G1144800
OG0003095	AL6G50970	Ag019G2492400
OG0003095	AL7G16310	Ag011G1144900, Ag011G1145200
OG0003096	AL7G19810	Ag011G1227000, Ag011G1226800
OG0003097	AL1G38710	Ag018G2472800
OG0003098	AL6G51930	Ag019G2510300, Ag019G2510100
OG0003116	AL7G21660	Ag046G4529700, Ag047G4541000
OG0003117	AL6G29010	Ag013G1345100, Ag039G4321900
OG0003118	AL6G26850	Ag013G1400100
OG0003120	AL8G42830	Ag004G0440000
OG0003121	AL4G28370, AL4G28380	Ag013G1669900
OG0003122	nbis-gene-1281, AL7G27940	Ag013G1693500
OG0003123	AL1G53870	Ag013G1703900
OG0003123	AL7G21020	Ag011G1264000
OG0003124	AL1G42740	Ag013G1725900
OG0003125	AL1G49280	Ag013G1755400
OG0003125	AL1G20850	Ag034G3782500
OG0003126	AL1G45750	Ag013G1760300
OG0003126	AL1G45780	Ag013G1760100
OG0003127	AL5G30790	Ag004G0417800, Ag001G0058200
OG0003128	AL6G33500, AL7G45920	Ag004G0449800
OG0003129	AL8G40650	Ag004G0466300
OG0003130	AL8G40060, AL3G51100	Ag004G0475100
OG0003131	AL6G17750	Ag022G2652500
OG0003131	AL653U10010	Ag004G0495500
OG0003132	AL6G35410	Ag004G0523600
OG0003133	AL2G14950	Ag002G0208100
OG0003134	AL3G36600	Ag027G3040500
OG0003135	AL132U10020	Ag004G0690000, Ag004G0691100, Ag004G0561900
OG0003136	AL6G33530	Ag004G0596900
OG0003137	nbis-gene-579	Ag004G0616800, Ag004G0615900, Ag056G4936600, Ag048G4618000
OG0003137	AL3G21820	Ag014G1912300, Ag014G1912200, Ag014G1906400, Ag029G3119500, Ag014G1906600, Ag014G1906500, Ag014G1914600
OG0003138	AL271U10030, AL8G26690	Ag051G4805400
OG0003139	AL7G27120	Ag004G0693900
OG0003140	AL264U10030, AL1G35210, AL1G35230	Ag004G0697900, Ag057G4954700, Ag038G4147800, Ag034G4012900, Ag034G4036700, Ag039G4252500
OG0003141	AL3G29990	Ag014G2047100, Ag004G0706000
OG0003142	AL6G50640, AL1G12240	Ag022G2637900
OG0003143	AL6G50530	Ag022G2639400
OG0003144	AL5G36340, AL5G36320	Ag022G2639700, Ag031G3353800
OG0003146	AL6G14090	Ag022G2732800
OG0003147	AL7G48940	Ag075G5288100
OG0003148	AL2G11720	Ag002G0127800
OG0003149	AL2G41630, AL2G41620	Ag048G4554900
OG0003150	AL2G41220	Ag048G4563100
OG0003150	AL1G27610	Ag034G3884200
OG0003152	AL2G40060, AL1G28480	Ag048G4587700, Ag034G3901100
OG0003153	AL2G39260	Ag048G4596400, Ag033G3595000
OG0003154	AL2G36990	Ag048G4651500
OG0003154	AL1G34250	Ag034G3998300
OG0003156	AL5G14600	Ag048G4678200, Ag048G4678400, Ag048G4678600, Ag048G4678800, Ag048G4678100
OG0003157	AL2G35150	Ag048G4715400
OG0003157	AL1G32220	Ag034G3963700
OG0003158	AL3G27340	Ag014G2004000
OG0003158	AL1G61660	Ag032G3471100
OG0003159	AL4G32190	Ag054G4879000, Ag054G4878900
OG0003160	AL2G25230	Ag011G1124800
OG0003161	AL5G24010	Ag009G0980800, Ag041G4355300
OG0003162	AL7G42790, AL3G38950	Ag007G0887000
OG0003163	AL7G41230	Ag007G0905500
OG0003163	AL3G37140	Ag027G3028900
OG0003164	AL7G39790	Ag007G0924900
OG0003165	AL2G33260	Ag078G5345900
OG0003166	AL1G30630	Ag034G3941500
OG0003166	AL2G33320	Ag078G5350700, Ag078G5350800
OG0003167	AL5G17370	Ag071G5248800
OG0003168	AL5G19090	Ag012G1276400
OG0003169	AL5G16990	Ag012G1304100
OG0003171	AL4G14820	Ag016G2286700, Ag016G2286900
OG0003172	AL2G22660	Ag001G0004300
OG0003173	AL1G57110	Ag001G0007800
OG0003173	AL6G44230, AL4G39300	Ag003G0415400
OG0003174	AL1G61330	Ag001G0089200, Ag001G0089300, Ag001G0089100
OG0003175	AL8G17810	Ag023G2801700
OG0003176	AL7G37120	Ag033G3644200
OG0003177	AL8G25540, AL8G25530	Ag051G4819400
OG0003178	AL8G23630, AL1G26390	Ag033G3543100
OG0003179	AL7G38480	Ag031G3139400
OG0003180	AL7G37630, AL4G31190	Ag031G3147100
OG0003181	AL8G45120, AL5G31360	Ag031G3160800
OG0003182	AL5G42770	Ag031G3220600
OG0003183	AL4G42690	Ag003G0353000
OG0003184	AL5G40160	Ag031G3268300, Ag031G3268100
OG0003186	AL5G23760	Ag031G3317400, Ag039G4298800
OG0003187	AL5G37330	Ag031G3329000, Ag031G3329500
OG0003189	AL4G36540	Ag039G4250500
OG0003189	AL5G36090	Ag031G3359100
OG0003190	AL5G34650	Ag031G3386600
OG0003190	AL4G34010	Ag039G4309700
OG0003191	AL2G26770	Ag067G5198900
OG0003192	AL3G51020, AL6G43520	Ag086G5421600, Ag042G4378000
OG0003193	AL4G38930	Ag039G4189400
OG0003194	AL100U10010, AL4G36520	Ag039G4252600
OG0003195	AL4G13600	Ag015G2203100
OG0003195	AL7G13940	Ag011G1090100
OG0003196	AL4G16380	Ag015G2207800
OG0003197	AL6G46240, AL6G46230	Ag021G2622900
OG0003198	AL3G15730	Ag014G1831900
OG0003200	AL3G14750	Ag014G1822400
OG0003200	AL6G40700	Ag043G4451100
OG0003201	AL3G15720	Ag014G1831800
OG0003202	AL3G17120	Ag014G1852100, Ag014G1852000
OG0003203	AL3G18500, AL3G18560	Ag014G1867200
OG0003204	AL3G25670	Ag014G1923100, Ag014G1923700, Ag014G1924000
OG0003206	AL3G24510	Ag014G1955800
OG0003207	nbis-gene-730	Ag014G1991200
OG0003208	AL3G31960	Ag017G2417600, Ag014G2142800, Ag014G2121900, Ag014G2092400
OG0003209	AL2G32670, AL1G32780	Ag026G2998500
OG0003210	AL7G53030	Ag061G5036800
OG0003211	AL1G14420	Ag034G3702600
OG0003212	AL1G17260	Ag034G3736400, Ag034G3735400, Ag034G3735300, Ag034G3736500
OG0003213	AL1G18850, AL1G18840	Ag034G3756400
OG0003214	AL2G16650	Ag002G0243100
OG0003214	AL1G21350	Ag034G3790100
OG0003215	AL1G24330	Ag034G3829300
OG0003216	AL1G24840	Ag034G3837900
OG0003217	AL5G11280, AL98U10010, AL1G26560	Ag034G3866400
OG0003218	AL1G29530	Ag034G3918100
OG0003219	AL1G36120	Ag034G4023100, Ag034G4022100, Ag034G4023300, Ag011G1168400, Ag011G1168700
OG0003220	AL2G31610	Ag018G2449600
OG0003220	AL1G36180	Ag034G4024300
OG0003221	AL1G36440	Ag034G4030800
OG0003221	AL8G15180	Ag016G2352000, Ag016G2352200, Ag016G2352900
OG0003222	AL1G36480	Ag034G4031700
OG0003224	AL2G17210	Ag002G0250300
OG0003225	nbis-gene-1846	Ag025G2902900
OG0003225	AL7G39240	Ag025G2902500
OG0003226	AL1G54490	Ag025G2918600
OG0003228	AL746U10010, AL7G17750	Ag011G1208900, Ag011G1210600, Ag011G1211100, Ag011G1210900, Ag011G1210800, Ag011G1208400
OG0003229	AL1G38980, AL1G50130	Ag018G2476200
OG0003229	AL1G50160	Ag018G2476400
OG0003230	AL7G25090	Ag010G1013900
OG0003231	AL5G13670, AL5G13530	Ag085G5414200
OG0003246	AL5G25610	Ag055G4902500
OG0003247	AL5G25720	Ag055G4902600
OG0003248	AL5G27420, AL5G27410	Ag055G4927200
OG0003249	AL8G11800	Ag013G1426500, Ag013G1426700, Ag013G1426900, Ag013G1425800, Ag004G0746900, Ag013G1343800, Ag002G0229100, Ag002G0233400, Ag002G0236000, Ag016G2292700
OG0003250	AL6G25960	Ag013G1421700, Ag013G1421600
OG0003251	AL6G24700	Ag013G1453300
OG0003252	AL6G22790	Ag013G1491200
OG0003252	AL6G38140	Ag004G0551500
OG0003253	AL7G35850, AL3G37850	Ag050G4771800, Ag050G4771900, Ag013G1511500
OG0003254	AL6G20740	Ag013G1528700
OG0003255	AL6G20720	Ag013G1528800
OG0003255	AL6G20710	Ag013G1528900
OG0003256	AL6G20630, AL6G20600	Ag013G1530100, Ag013G1529900, Ag013G1534900
OG0003257	AL6G20070	Ag013G1541200
OG0003258	AL8G41670	Ag013G1545400
OG0003259	AL4G24480	Ag013G1622900
OG0003259	AL1G51360, AL6G15610	Ag022G2707900
OG0003261	AL4G25450	Ag013G1636700
OG0003262	AL1G15450, AL80U10030, AL4G27260	Ag013G1655900
OG0003263	AL1G56240, AL1G56150	Ag068G5212000, Ag068G5214600, Ag013G1668900
OG0003264	AL4G28510, AL7G46580, AL7G46610, AL120U10020	Ag031G3189400
OG0003265	AL6G44170	Ag042G4398300
OG0003266	AL1G38520	Ag002G0239000, Ag002G0239200, Ag002G0238400, Ag002G0238500, Ag002G0239100, Ag002G0239400, Ag002G0239300, Ag013G1734500, Ag033G3517800, Ag006G0833400, Ag044G4492500
OG0003267	AL1G44360	Ag013G1744700
OG0003267	AL1G44340	Ag013G1744500
OG0003269	AL8G41330	Ag004G0457800
OG0003270	AL8G37880	Ag004G0501800, Ag027G3053500
OG0003272	AL5G14020	Ag034G3702300
OG0003273	AL5G23460	Ag004G0608300
OG0003274	AL3G51610	Ag004G0612800
OG0003275	AL3G24820, AL2G30990	Ag014G1960400, Ag004G0625700, Ag025G2971600
OG0003276	AL8G34650, AL7G45810	Ag004G0665800
OG0003277	AL8G31600	Ag004G0730200
OG0003278	nbis-gene-1334, AL8G43500	Ag004G0757600, Ag014G2063600
OG0003279	AL5G29510, AL8G43350	Ag004G0757700
OG0003280	AL6G12940, AL6G12510	Ag022G2758500
OG0003281	AL1G23670	Ag022G2779300
OG0003282	AL1G37060, AL1G31870	Ag075G5295300
OG0003284	AL2G41130	Ag048G4564400
OG0003285	AL7G35100, AL7G35260	Ag048G4567400, Ag048G4567500
OG0003286	AL7G34350	Ag033G3641400, Ag048G4579900
OG0003287	AL1G35730	Ag048G4617500
OG0003288	AL8G40910, AL8G41190, AL8G41200, AL8G43360, AL8G41820, AL8G21440, AL5G41570	Ag048G4715700
OG0003289	AL3G36770	Ag007G0910600, Ag027G3036700
OG0003290	AL3G36430	Ag027G3043100
OG0003290	AL7G40810	Ag007G0913100
OG0003291	AL2G11630	Ag002G0120300, Ag063G5071500
OG0003293	nbis-gene-1919, nbis-gene-1920, nbis-gene-1922	Ag001G0067700
OG0003295	AL7G36000	Ag050G4774400
OG0003297	AL835U10030	Ag033G3611600
OG0003298	AL6G15620, AL6G21620, AL7G34450	Ag033G3646700
OG0003300	AL8G19340, AL1G57840	Ag028G3081100, Ag026G2981300
OG0003301	AL8G45520	Ag031G3166100
OG0003301	AL5G31810	Ag017G2432500
OG0003302	AL5G43940	Ag031G3204800
OG0003302	AL4G45430	Ag003G0310200
OG0003303	AL4G35890	Ag039G4274100
OG0003303	AL5G35220	Ag031G3374500
OG0003305	AL9U11420, AL3G41250	Ag029G3106300
OG0003306	AL3G41820	Ag029G3108600
OG0003307	AL1G40390, AL2G26540	Ag067G5193600
OG0003308	AL3G53200	Ag042G4399800, Ag068G5215700
OG0003310	AL1G52440	Ag015G2244500
OG0003311	AL4G46800	Ag003G0292500
OG0003311	AL4G46790	Ag003G0292600
OG0003312	AL4G43230	Ag003G0345500
OG0003313	AL7G16570	Ag037G4133200, Ag011G1149300
OG0003314	AL3G15480	Ag014G1829200
OG0003315	AL6G38310	Ag014G1847100
OG0003316	AL3G17070	Ag014G1851300
OG0003316	AL6G30330	Ag060G4998900
OG0003317	AL3G18450	Ag014G1866600
OG0003318	AL3G29360, AL3G27770	Ag014G2009700
OG0003319	AL3G29790	Ag014G2042200
OG0003320	AL3G32270	Ag014G2099000
OG0003321	AL7G24230	Ag287G5488500
OG0003322	AL7G51640	Ag061G5029200
OG0003323	AL3G36500	Ag027G3043000
OG0003324	AL7G22020	Ag068G5222700
OG0003325	AL8G23210	Ag043G4444400
OG0003326	AL5G32230	Ag017G2424400
OG0003327	AL6G52110	Ag019G2525200
OG0003328	AL1G11110	Ag034G3661000
OG0003330	AL1G17450	Ag034G3739700
OG0003331	AL1G19170	Ag034G3760000
OG0003332	AL1G26300	Ag034G3862900
OG0003333	AL1G28020	Ag034G3892800
OG0003334	AL1G31910	Ag034G3961900
OG0003335	AL1G33380	Ag034G3980900
OG0003336	AL1G36420	Ag034G4030400
OG0003336	AL2G31030	Ag034G4046400
OG0003337	AL2G30170	Ag034G4056500
OG0003338	AL1G38020	Ag018G2465700
OG0003338	AL2G29300	Ag034G4071700
OG0003339	AL8G44860	Ag002G0165900
OG0003340	AL7G37400	Ag016G2330900
OG0003341	AL6G47190	Ag016G2345900, Ag016G2345800
OG0003341	AL8G15020, AL90U10020	Ag016G2347500
OG0003342	AL2G23110	Ag016G2382100
OG0003343	AL7G22930, AL7G22920	Ag065G5121000
OG0003347	AL7G15550	Ag011G1121300
OG0003348	AL7G15570, nbis-gene-2233	Ag011G1122100, Ag011G1122200
OG0003349	AL1G52360	Ag011G1163000
OG0003349	AL310U10010, AL7G17140	Ag011G1162200, Ag011G1161600
OG0003350	AL7G19510	Ag011G1171500
OG0003351	AL2G31750, AL2G31740	Ag018G2447700
OG0003352	AL6G52040, AL1G10840	Ag019G2526600
OG0003372	AL5G27310	Ag055G4924600
OG0003373	AL1G41520	Ag013G1714500, Ag005G0786700
OG0003374	AL1G47090	Ag050G4744300, Ag050G4744500, Ag050G4743900, Ag050G4744000, Ag033G3570500, Ag002G0184400, Ag033G3491700, Ag077G5320400, Ag013G1343500, Ag011G1258700, Ag024G2856700, Ag024G2857000, Ag002G0094200
OG0003375	AL8G25150	Ag014G2135700, Ag066G5143600
OG0003375	AL2G37760	Ag013G1358800, Ag050G4763900
OG0003376	AL3G43370	Ag029G3119900, Ag013G1365400, Ag039G4332700
OG0003377	AL6G27230	Ag013G1390700, Ag013G1391400
OG0003378	AL6G27120, AL3G11990	Ag013G1393600
OG0003379	AL7G48160, AL7G48170	Ag013G1410900, Ag075G5296300
OG0003381	AL6G23000	Ag013G1488600
OG0003382	nbis-gene-589, AL2G30430, AL1G67430	Ag016G2320700, Ag013G1493400, Ag025G2908900, Ag016G2321500, Ag037G4131300, Ag016G2321600, Ag016G2321900, Ag037G4130900, Ag017G2408400
OG0003383	AL6G36640	Ag004G0536800
OG0003384	AL7G13160	Ag011G1075000, Ag013G1538700
OG0003385	AL6G18570	Ag013G1559900
OG0003386	AL6G18110	Ag013G1566400
OG0003387	AL7G28260	Ag013G1580000
OG0003388	AL8G24620	Ag013G1580400
OG0003389	AL4G27970, AL4G20060	Ag013G1586900
OG0003390	AL4G25040	Ag013G1631800
OG0003392	AL8G15900, AL8G15910	Ag013G1687600, Ag013G1687700
OG0003393	AL4G30860	Ag023G2826300
OG0003393	AL1G44680	Ag013G1747600
OG0003395	nbis-gene-632, nbis-gene-2213	Ag004G0430300
OG0003396	AL8G42060, AL6G20170	Ag004G0449900
OG0003397	AL7G17940	Ag011G1203000, Ag004G0454200
OG0003398	AL8G40260	Ag011G1228500, Ag011G1229300, Ag011G1228800, Ag039G4185300, Ag004G0472100, Ag006G0840400, Ag011G1229100, Ag011G1228900, Ag011G1229000, Ag011G1229200, Ag011G1228400, Ag011G1228700
