Orthogroup	Arabidopsis_lyrata_Rawat	Cochlearia_excelsa
OG0001677	AL1G60040	g36534
OG0001678	AL1G60120, AL1G60130, AL1G60150, AL1G60140	g28021
OG0001679	AL1G61060	g54272
OG0001679	AL3G28240	g36582
OG0001681	AL7G36970	g24248, g47224
OG0001681	AL8G10980	g40683
OG0001682	AL8G10970	g40685
OG0001683	AL3G49350	g6125
OG0001683	AL7G16270	g18224
OG0001684	AL3G49450	g6122
OG0001684	AL7G16210	g18225
OG0001685	AL6G47850	g40431
OG0001685	AL7G31550	g17308
OG0001686	AL7G31570	g23971
OG0001686	AL6G47880	g40432, g45153
OG0001687	AL6G48350	g25579
OG0001688	AL3G41180	g6402
OG0001688	AL2G16240	g41024
OG0001689	AL1G50430	g27908
OG0001690	AL5G45820	g18755
OG0001690	AL4G47640, AL7G30840	g37772
OG0001691	AL5G45630	g1743
OG0001691	AL4G47210	g37744
OG0001692	AL5G45450	g1751
OG0001692	AL4G47380, AL946U10010	g37758
OG0001693	AL4G46450	g50807
OG0001693	AL5G29590, AL5G44770, AL5G44870	g1779
OG0001694	AL5G15160, nbis-gene-1123	g50741
OG0001695	AL5G42480	g11186
OG0001695	AL4G43850, AL364U10010	g37565
OG0001696	AL5G42470	g18839
OG0001697	AL4G41900	g38208
OG0001697	AL5G41220	g2018
OG0001698	AL4G41440	g37465
OG0001698	AL5G40560	g52084, g18928
OG0001699	AL4G40660	g52051
OG0001699	AL5G39470	g2127
OG0001700	AL5G38430, AL5G38400	g2068, g2069
OG0001701	AL5G35640	g19148
OG0001702	nbis-gene-124	g39221, g19663
OG0001704	AL8G19440, AL8G19460, AL482U10010, AL3G45000	g42706
OG0001704	AL8G19380	g42720, g42742
OG0001705	AL6G47820	g40429
OG0001705	AL4G37540	g51840
OG0001706	AL7G11230	g22697
OG0001706	AL4G10850	g38524
OG0001707	AL6G42660	g40234
OG0001707	AL1G50590, AL1G50610	g27911
OG0001708	AL6G43790	g40283
OG0001708	AL1G36380	g50257
OG0001709	AL6G44380	g40310
OG0001709	AL1G47600	g27799, g50682
OG0001710	AL3G16680	g12517
OG0001710	AL6G38500	g4853
OG0001711	AL6G39740	g10153
OG0001711	AL3G15510	g7716
OG0001712	AL3G15400	g12838
OG0001712	AL6G40010	g10154
OG0001714	AL3G11000	g12739
OG0001716	AL1G19060	g31130
OG0001716	AL3G14530	g7754
OG0001717	AL3G29560	g13267, g12076
OG0001718	AL845U10020	g5387
OG0001719	AL3G17190	g7655
OG0001719	AL6G30250	g29074
OG0001720	AL3G17350	g7649
OG0001720	AL6G29890	g29064
OG0001721	AL3G17480	g12486
OG0001721	AL3G17490	g7646
OG0001723	AL3G18220	g12462
OG0001723	AL8G22090	g10228
OG0001724	AL6G42330	g40223
OG0001724	AL3G21030	g12392
OG0001726	AL3G31150	g12024
OG0001726	AL1G55250	g36338
OG0001727	AL3G31540	g6885, g12013
OG0001728	AL7G24640	g17071, g47651
OG0001728	AL8G27350	g895
OG0001729	AL5G31880, AL5G31870, AL5G31890	g2473
OG0001730	AL1G11010	g30743
OG0001730	AL6G52270	g25397
OG0001731	AL6G52310	g39470
OG0001731	AL1G11070	g30744
OG0001732	AL6G51330	g25440
OG0001732	AL1G11730	g49363
OG0001733	AL1G12060	g30788
OG0001734	AL2G17980, AL2G17990, AL2G18010	g41073
OG0001734	AL1G20370	g31218
OG0001735	AL1G21930	g49760
OG0001736	AL2G15080	g44158, g40971
OG0001736	AL1G22200	g31302
OG0001737	AL1G44280	g45501
OG0001737	AL1G23120	g49790
OG0001738	AL1G23360	g49805
OG0001739	AL1G24770	g25244
OG0001739	AL1G24750, AL5G15780	g31433
OG0001741	AL7G12710	g22801
OG0001741	AL6G38650	g45919, g44655
OG0001742	AL2G29940	g45863
OG0001742	AL1G37140	g50292
OG0001743	AL1G37570	g27562
OG0001743	AL2G29610	g45845
OG0001744	AL2G14690	g40965
OG0001745	AL7G11980, AL4G11670	g22737
OG0001746	AL4G11940	g38492
OG0001746	AL7G12380	g22776
OG0001747	AL7G13180	g47992
OG0001747	AL4G12840	g38452
OG0001748	AL3G33610	g11943
OG0001748	AL1G58000	g36441
OG0001749	AL3G49170	g14109
OG0001749	AL7G16440	g47894, g23048
OG0001750	nbis-gene-1737	g47787
OG0001751	AL7G21090	g23360
OG0001752	AL1G37600	g32088
OG0001753	AL3G14560	g45519
OG0001754	AL3G52230, AL3G52220	g6142, g14214
OG0001755	AL5G23390	g3073
OG0001755	AL5G23370	g3074
OG0001756	nbis-gene-1854, AL7G40420	g24467
OG0001758	AL3G43400, AL5G21170, AL247U10020, AL3G41640, AL8G28570, AL1007U10010	g11937, g52261, g3843, g3770, g25863, g43926, g17422, g46331, g30722, g45078
OG0001758	AL638U10020	g3600
OG0001759	AL7G28880	g35271, g35340, g3827, g53074, g22306, g40181, g10259, g44212, g45185, g24710, g16635, g15784, g42186, g53269, g40004, g44072, g7498, g50592, g43746, g39865, g22366, g4437, g6249, g45, g32335, g35339, g35099, g35084, g44, g6248, g18397, g39866, g22309, g17234, g14229, g7499, g6041, g22365, g43747, g43333, g24583
OG0001763	AL3G13170	g4013, g3928
OG0001763	AL6G28640	g4988
OG0001764	AL3G12390	g7840
OG0001765	AL6G27370	g7857
OG0001765	AL3G12190	g12673
OG0001766	AL6G27280	g5051
OG0001767	AL1G22420	g27152
OG0001767	AL1G22500	g31315
OG0001768	AL2G29600	g45844
OG0001768	AL6G25650	g5156
OG0001769	AL3G10450	g12720
OG0001769	AL6G25090	g5191
OG0001770	AL2G40900	g44294
OG0001771	AL6G50590	g26845, g4558
OG0001772	AL6G21070	g45544
OG0001772	AL112U10040, AL8G43210	g143
OG0001773	AL8G42960	g9717
OG0001773	AL6G20930	g45537
OG0001774	AL8G37660	g9928, g440
OG0001775	AL6G17930	g29618
OG0001775	AL8G38290	g9891
OG0001776	AL1G12690	g49410
OG0001776	nbis-gene-1659	g45212
OG0001777	AL1G17690	g49567
OG0001777	AL4G23650	g51123
OG0001778	AL4G23950	g40021
OG0001778	AL1G17570	g31061
OG0001779	AL1G17520	g51175, g27007
OG0001780	AL1G17140	g49559
OG0001780	AL4G24990	g39937
OG0001781	AL1G16130	g49535
OG0001781	AL4G26440	g37904
OG0001782	AL4G28830	g51334
OG0001782	AL3G39390	g39752
OG0001783	AL8G15930	g39682
OG0001783	AL1G13490, AL1G41750	g30843
OG0001784	AL7G27900	g17176
OG0001784	AL8G25780	g41165, g1333
OG0001785	AL8G26310	g28356
OG0001785	AL7G27650	g47545
OG0001786	AL7G27600, AL7G27630	g47546, g17164
OG0001787	AL8G17790	g11140
OG0001787	AL1G52740	g37045
OG0001788	AL8G17560, AL6G42380	g18427
OG0001789	AL1G44330	g50534
OG0001789	AL4G30650	g37099
OG0001790	AL8G40510	g298
OG0001792	AL8G39890, AL5G27390	g18616, g18625, g18624
OG0001793	AL1G40660	g32261
OG0001793	AL1G40670	g27631
OG0001794	AL5G28620	g19418
OG0001795	AL6G38060	g630
OG0001795	AL3G34790	g6701
OG0001796	AL5G22260	g3318
OG0001797	AL5G22380	g3302
OG0001797	AL6G33240	g28880
OG0001798	AL5G23910	g2990
OG0001798	AL8G37030	g11561, g847
OG0001799	AL8G36440, AL8G36430	g28776
OG0001800	AL5G25830	g28704
OG0001801	AL8G32380, AL8G32390	g28560
OG0001802	AL8G31480	g28533
OG0001802	AL7G26290	g17128
OG0001803	AL3G23340	g7353
OG0001804	AL6G15560, AL3G53170	g45429
OG0001805	AL3G21960	g12369
OG0001806	AL3G21630	g13076, g13080
OG0001806	AL6G13790	g29802
OG0001807	AL6G13750	g5703
OG0001807	AL3G21600	g13074
OG0001808	AL6G12480	g5751
OG0001809	AL5G16530	g10501
OG0001809	AL7G48960	g16827
OG0001810	AL7G14740	g18249
OG0001811	AL1G29350	g27363
OG0001811	AL2G38800	g46453
OG0001812	AL2G37060	g45051, g31977, g44377
OG0001813	AL2G36980, AL1G34240	g44384
OG0001814	AL1G34130	g31966
OG0001815	AL2G36130	g44414
OG0001815	AL1G33160	g31916
OG0001817	AL7G52810	g28333
OG0001818	AL1G31950	g50085
OG0001819	AL3G50510, AL7G15660	g22996
OG0001820	AL7G15040	g18238
OG0001821	AL4G32590	g51583
OG0001821	AL5G33710	g2393
OG0001822	AL5G15290	g10564
OG0001822	AL4G33020	g37186
OG0001824	AL2G32780	g46027, g44581
OG0001824	AL1G30080	g27389
OG0001826	AL2G34230	g44533
OG0001826	AL1G31140	g31800
OG0001827	AL7G23280	g23497
OG0001827	AL3G48370	g13812
OG0001828	AL1G38930	g50346
OG0001828	AL2G28670	g44755
OG0001829	AL8G12300	g10953
OG0001830	AL7G34980	g17445
OG0001831	AL1G17310, AL3G12670, AL1G17540, AL1G17550	g16675, g16677
OG0001832	AL3G35300	g6680
OG0001832	AL1G59630	g54225, g36517
OG0001833	AL3G28820	g12099
OG0001834	AL8G26880	g41224
OG0001836	AL1G17510	g27006
OG0001837	AL3G47250	g6159, g13696
OG0001838	AL3G49980	g6106
OG0001838	AL7G15910	g47914, g23015
OG0001839	AL7G29550	g23872
OG0001839	AL6G45220	g40347
OG0001840	AL7G30630	g23932
OG0001840	AL6G46730	g40389
OG0001842	AL1G12780	g26905
OG0001842	AL7G33550	g47342
OG0001843	AL6G49010	g40473, g25537
OG0001844	AL6G48580	g40459
OG0001844	AL7G32460	g24003
OG0001845	AL1G18510	g27021
OG0001845	AL1G56130	g19011, g27366
OG0001846	AL5G38580	g18999
OG0001846	AL4G39400	g38158
OG0001848	AL5G44860	g1777
OG0001848	AL5G29570	g37706
OG0001849	AL5G42940	g1900
OG0001849	AL4G44270	g37588
OG0001850	AL5G42510	g18836
OG0001851	AL5G42400	g18842
OG0001851	AL4G43630	g52178
OG0001852	AL5G42300	g18860
OG0001852	AL4G43330	g37540
OG0001853	AL5G42170	g1946
OG0001854	AL5G41770	g11200
OG0001855	AL4G38920	g37375
OG0001855	AL5G38030	g2134
OG0001856	AL772U10020, AL4G37330	g38133
OG0001856	AL5G36810	g19073
OG0001857	AL5G35840, AL5G35830	g19136, g2270
OG0001858	AL5G34230	g2364
OG0001858	AL4G33420	g51626
OG0001859	AL7G14490	g47970
OG0001859	AL3G51600	g6013
OG0001860	AL7G14200	g47975
OG0001860	AL3G51960	g5998
OG0001861	AL2G23100	g42039
OG0001862	AL6G47460, AL6G47450	g25637, g25647, g25634, g25644, g25646
OG0001864	AL4G12330	g50913
OG0001864	AL7G12850	g22804
OG0001865	AL1G51130	g35903, g27954
OG0001865	AL6G42320	g40222
OG0001866	AL1G20330	g49701, g31215
OG0001866	AL3G19560	g12988
OG0001867	AL4G41070, AL4G41090	g37452
OG0001868	AL625U10020, AL2G17420, AL1G65650, AL2G17070	g44049
OG0001869	AL1G33990	g39849
OG0001869	AL4G40630	g52046
OG0001871	AL3G11950	g7863
OG0001872	AL3G16960	g12504
OG0001872	nbis-gene-766	g6516
OG0001873	AL1G25850	g49901
OG0001873	nbis-gene-1194	g1534
OG0001874	AL4G17270	g38322
OG0001874	AL7G19150	g16917, g35238
OG0001875	AL7G50700	g46697
OG0001875	nbis-gene-1252	g10375
OG0001876	AL7G50770	g16892
OG0001876	AL7G50790	g46699
OG0001877	AL7G52500	g46749
OG0001877	AL2G25370	g44939
OG0001878	AL6G53050	g45274
OG0001878	AL1G10770	g30736
OG0001879	AL1G21540	g49736
OG0001879	AL7G27040	g47567
OG0001880	AL1G21650	g31272
OG0001880	AL2G15800	g41003
OG0001881	AL1G23220	g49799
OG0001881	AL2G13510	g44224, g40913
OG0001882	AL1G23280	g31351
OG0001882	AL2G13430	g44231
OG0001883	AL2G12450	g40856
OG0001883	AL1G24310	g31400
OG0001884	AL5G14130	g10625
OG0001884	AL1G24900	g31439
OG0001885	AL5G11740	g10715
OG0001885	AL1G26400	g49908
OG0001886	AL1G55720, AL1G55710	g36367
OG0001888	AL2G18640, AL2G32010	g18004
OG0001888	AL1G29550	g49996
OG0001889	AL1G29740	g31709
OG0001890	AL5G11610, AL5G11620	g1521
OG0001891	AL2G29340	g45827
OG0001891	AL1G38000	g32076, g50322
OG0001892	AL7G12650	g22794
OG0001892	AL7G12670	g22795
OG0001893	AL4G17050	g51050
OG0001893	AL7G19400	g23271
OG0001894	AL3G46630	g6189
OG0001894	AL7G17540	g23149
OG0001895	AL7G20710	g47780
OG0001896	AL4G14850	g38382
OG0001896	AL7G20740	g23335
OG0001897	AL7G21180, AL7G21170	g23368
OG0001897	AL4G14400	g38394
OG0001900	AL7G50380	g16877
OG0001900	AL5G18620	g10398
OG0001902	AL8G26140, AL6G53080	g51355, g51354
OG0001910	AL7G21580	g16983
OG0001910	AL4G14010	g38402
OG0001911	AL4G14110	g38398
OG0001912	AL6G27330	g29194
OG0001912	AL3G12140	g7859
OG0001913	AL7G24650	g12970
OG0001913	nbis-gene-674	g7592
OG0001914	AL3G11640	g12751
OG0001914	AL6G26690	g5082
OG0001915	AL6G24110	g29351
OG0001916	AL6G30920	g647
OG0001916	AL6G23110	g45590, g29398
OG0001917	AL6G31020	g644, g41423
OG0001918	AL6G36610	g10034
OG0001918	AL6G21290	g29482
OG0001919	AL6G36530	g566
OG0001919	AL6G21160	g29490
OG0001920	AL8G42740, AL6G20490	g165
OG0001921	AL6G20450	g45525
OG0001921	AL8G30730, AL5G16350	g29526
OG0001922	AL4G12310	g50914
OG0001922	AL6G20090	g29551
OG0001923	AL8G41610, AL8G41620	g9776
OG0001924	AL8G37870	g9917
OG0001925	AL1G16780	g31023
OG0001926	AL4G25520	g39899
OG0001926	AL1G16760	g31021
OG0001927	AL1G16180	g26969
OG0001927	AL4G26330	g39863
OG0001929	AL4G28710	g39755, g51330
OG0001930	AL8G15880	g11067
OG0001930	AL1G13440	g26911
OG0001931	AL7G27590	g47547, g23762
OG0001932	AL4G45900	g32311, g32310, g32309
OG0001933	AL4G29180	g51363, g37066
OG0001934	AL1G45460	g27758
OG0001934	AL4G31040	g37120
OG0001935	AL1G46720	g32619
OG0001936	AL4G31360	g38001
OG0001937	AL5G30200	g2593
OG0001937	AL8G44090	g9668
OG0001938	AL3G27410	g7121
OG0001938	AL8G37480	g13231
OG0001939	AL6G34970	g18583
OG0001939	AL5G28370	g2683
OG0001940	AL7G19340	g23270
OG0001941	AL6G31840	g28941
OG0001941	AL8G35450	g714
OG0001942	AL5G23360	g3075
OG0001942	AL6G34040	g41343
OG0001943	AL8G37140	g41329
OG0001943	AL5G23810	g2995
OG0001945	AL2G15980	g41008
OG0001945	AL2G15670	g44142
OG0001946	AL8G34630	g1184
OG0001946	AL6G17300	g28726
OG0001947	AL7G27230, AL8G33540	g17882
OG0001948	AL7G27200	g23732
OG0001949	AL3G49790	g13719
OG0001949	AL3G49800	g14053
OG0001950	AL5G19860	g10329
OG0001951	AL7G26460	g23695
OG0001952	AL8G30360	g982
OG0001952	AL7G25830	g23662
OG0001953	AL8G30120	g969
OG0001953	AL7G25620	g23654
OG0001954	AL3G23910	g7316
OG0001954	AL6G17100	g29651
OG0001955	AL6G16650	g29671, g5592
OG0001955	AL3G23420	g12306, g7348
OG0001956	AL3G22110	g12363
OG0001956	AL6G14520	g29764
OG0001957	AL6G12960	g45358, g5726
OG0001958	AL6G12620, AL1G29620	g29838, g5743
OG0001959	AL7G18510	g7522, g47835
OG0001960	AL5G16710	g10491
OG0001961	AL1G27880	g31617
OG0001961	AL2G40950	g13599
OG0001962	AL2G40560	g46547
OG0001963	AL1G28170	g31630
OG0001964	AL1G28420	g27338
OG0001965	AL1G33980	g31957, g50161
OG0001965	AL2G36690	g46287
OG0001966	AL7G15420	g47931
OG0001967	AL1G33520	g31942, g27463
OG0001967	AL2G36390	g13625
OG0001968	AL2G35890	g46240
OG0001969	AL3G50120	g6112
OG0001969	AL7G15880	g23012
OG0001970	AL7G15670	g22997
OG0001971	AL3G50720, AL7G15260	g6048
OG0001972	AL7G15120	g22963
OG0001973	AL3G26200	g12206
OG0001973	AL1G62900	g54343
OG0001974	AL3G27290	g7132
OG0001974	AL1G61720	g36619
OG0001975	AL5G33800	g19213, g2387
OG0001975	AL4G32750	g51592
OG0001977	AL8G12500, AL7G42970	g24655
OG0001977	AL3G39170	g46973
OG0001978	AL7G41650	g36070, g15600, g45810, g37948, g36026
OG0001978	AL3G11690	g7878
OG0001979	AL7G41580	g6555
OG0001979	AL3G37470	g13451, g11771
OG0001980	AL7G41330	g24513
OG0001980	AL3G37240	g11784
OG0001981	AL3G29570	g7000
OG0001982	AL5G37410	g2169
OG0001982	AL4G38110	g51877
OG0001983	AL5G25240	g36974
OG0001983	AL5G25250	g2887
OG0001984	AL5G15530, AL1G24520	g27205
OG0001985	AL8G13110	g10981
OG0001985	AL7G35070	g17446
OG0001986	AL1G57120, AL1G57150	g28069
OG0001987	AL1G58680	g28047
OG0001987	AL3G34420	g11904
OG0001988	AL1G59510	g54217
OG0001988	AL3G35170	g13379
OG0001989	AL3G28800	g7041
OG0001989	AL1G60420	g54255
OG0001992	AL7G36650	g17511
OG0001992	AL8G11580	g40646
OG0001993	AL1G11510	g49357
OG0001994	AL6G46650	g23930
OG0001994	AL7G30600	g47448
OG0001995	AL7G31320, AL8G44690	g47418
OG0001995	AL7G31310	g23963
OG0001997	AL6G48780	g40466
OG0001997	AL7G32830	g24023
OG0001998	AL4G47540	g37767
OG0001999	AL4G44610	g52248
OG0002000	AL4G44170, AL5G42870	g37582
OG0002001	AL5G42840	g18808
OG0002002	AL5G42260	g1939
OG0002002	AL4G43240	g37539
OG0002003	AL1G21290, AL3G43770	g27120, g31253
OG0002003	AL5G39590	g2053
OG0002004	AL4G39660	g52000
OG0002004	AL5G38870	g2089
OG0002005	AL7G24970	g23613
OG0002005	AL8G28260	g924
OG0002007	AL4G36170	g38110
OG0002007	AL4G36210	g50972
OG0002008	AL4G35810, AL3G46850, AL4G35820	g37283, g37282, g38090
OG0002009	AL4G35190	g51704
OG0002011	AL4G10340	g38546
OG0002011	AL7G10740	g18328
OG0002012	AL6G43620	g40276
OG0002013	AL3G16290	g12542
OG0002013	AL6G38980	g4799
OG0002014	AL4G47230	g37747
OG0002015	AL4G47140	g37734
OG0002015	AL5G45440	g18717
OG0002016	AL3G30120	g17760, g39393, g6237
OG0002017	AL4G40440	g37430
OG0002017	AL5G39680	g2046
OG0002018	AL1G65330	g43909
OG0002020	AL3G30140	g12049
OG0002020	nbis-gene-717	g13276
OG0002021	AL3G30280	g6956
OG0002021	AL1G54550	g36277
OG0002022	AL3G30510	g12048
OG0002022	AL1G54820	g42129, g36285
OG0002023	AL5G19430	g10355
OG0002023	AL7G51130	g16897
OG0002024	AL7G46180	g16744
OG0002025	AL3G36530	g11827
OG0002025	AL7G40840	g17705
OG0002026	AL6G29910	g29065
OG0002027	AL1G10860	g30740
OG0002028	nbis-gene-1674, AL1G59300	g39467
OG0002029	nbis-gene-1675	g39466
OG0002029	AL1G11100	g30746, g49328
OG0002030	AL1G12020, AL6G50980	g39548
OG0002031	AL1G15430	g30937
OG0002031	AL1G15380	g26959, g45340, g4568
OG0002032	AL1G66490	g41103
OG0002033	AL1G21390	g31259
OG0002033	AL2G16440	g41026
OG0002034	AL1G22270	g49770
OG0002034	AL2G15020	g27146
OG0002035	AL1G22810	g27168
OG0002035	AL2G14160	g44204
OG0002036	AL2G12540, AL1G23990, AL1G24100	g31397, g49842
OG0002037	AL1G24710	g31424, g49863, g27208
OG0002038	AL1G26660	g49916, g31542, g27282
OG0002041	AL1G36950	g32066
OG0002041	AL2G30140	g45875, g44687
OG0002042	AL2G10640	g40832
OG0002043	AL5G24660, AL5G24680, AL7G10270	g18367
OG0002044	AL3G49430	g14084
OG0002045	AL7G18530	g47833
OG0002045	AL4G18660	g38293
OG0002047	AL5G30610, AL5G30600	g11362
OG0002056	AL8G35080	g1223
OG0002056	AL5G26420	g19519, g2803
OG0002057	AL8G39930	g9836
OG0002058	AL6G29370	g29033
OG0002058	AL3G13800	g12617
OG0002059	AL6G29350	g29032
OG0002059	AL6G25370	g4935
OG0002060	AL6G29290	g4937
OG0002060	AL6G29100	g29027
OG0002061	AL3G13100	g7825, g12774
OG0002062	AL6G27820	g5019
OG0002062	AL3G12440	g29168, g12668
OG0002063	AL6G27380	g29193
OG0002064	AL6G27130	g5059
OG0002065	AL3G11870	g7868
OG0002065	AL6G26920	g29204
OG0002066	AL3G11770	g7873
OG0002066	AL6G26810	g29213
OG0002067	AL6G25100, AL3G10460	g5190
OG0002068	AL6G24160	g29347
OG0002068	AL3G24150	g7306
OG0002069	AL1G40640	g45613, g32260
OG0002070	AL6G22390	g29430
OG0002072	AL6G20320	g29539, g5438
OG0002073	AL6G19920	g45515
OG0002073	AL6G19930	g29556, g45516
OG0002074	AL8G37910, AL665U10010	g9910
OG0002075	AL6G49930	g39629
OG0002075	AL1G12890	g30820
OG0002076	AL4G22250	g40076
OG0002076	AL4G22230	g53433
OG0002077	AL4G21790	g40047
OG0002077	AL1G18380	g49604, g31098
OG0002078	AL1G15350	g30935
OG0002078	AL4G27350	g51282
OG0002079	AL1G15100	g30925
OG0002080	AL1G13450	g49433
OG0002080	AL8G15890	g39681
OG0002081	AL8G18280	g37031
OG0002082	AL1G26250	g31522
OG0002082	AL5G12020	g10694
OG0002083	AL8G44700	g18262
OG0002083	AL3G51730	g13956
OG0002084	AL5G29980, AL8G43900	g9681
OG0002086	AL8G38550	g9883
OG0002087	AL5G29400	g19395
OG0002087	AL6G36250	g553
OG0002088	AL6G36360, AL6G36400	g18082, g18081
OG0002089	AL5G20980	g11551
OG0002089	AL6G32040	g28930
OG0002090	AL6G34070, AL5G23410	g41340, g3071
OG0002091	AL8G36220	g28757
OG0002092	AL7G27030	g23725
OG0002092	AL8G33120	g28623
OG0002093	AL7G26870	g28590
OG0002093	AL8G32810	g1091
OG0002094	AL7G26520	g23702
OG0002095	AL7G26120	g47603
OG0002096	AL8G30330	g979
OG0002096	AL7G25810	g23661
OG0002097	AL6G50340	g39602
OG0002097	AL1G12530	g49398
OG0002098	AL7G16870	g25483
OG0002099	nbis-gene-1471	g29709, g45430, g5627
OG0002100	AL6G10960	g5815
OG0002101	AL3G12790	g12765
OG0002101	AL6G10660	g44736
OG0002102	AL7G48700	g16813
OG0002103	AL2G16880	g19275, g19265
OG0002103	AL1G27290	g49932
OG0002104	AL1G27860	g27312, g31616
OG0002105	AL1G28320	g31640
OG0002105	AL2G40340	g44309
OG0002106	nbis-gene-93	g31650
OG0002106	AL2G39850	g44328
OG0002108	AL2G39640	g46505
OG0002108	AL1G28660	g27341
OG0002109	AL1G35590	g50228
OG0002109	AL2G38290	g46403
OG0002110	AL1G34520	g31994
OG0002111	AL1G34120	g31965
OG0002111	AL2G36810	g46303
OG0002112	AL1G63680	g36724
OG0002112	AL3G25230	g13173
OG0002113	AL1G63560	g36719
OG0002113	AL3G25290	g7240
OG0002114	AL3G25480	g7228
OG0002114	AL1G63350	g27983
OG0002115	AL2G26310	g41650
OG0002115	AL1G40540	g32254
OG0002116	AL7G42640, AL3G38820	g11743
OG0002117	AL7G41850	g24531
OG0002117	AL3G37920	g6539
OG0002118	AL7G41630	g24527
OG0002119	AL3G36310	g13407
OG0002120	AL7G25820, AL2G26020	g17106
OG0002121	AL7G36380	g17502
OG0002121	AL7G40180	g24464
OG0002122	AL7G39950, AL3G35610	g24441
OG0002123	AL4G10950	g50880
OG0002124	AL1G29830	g31714
OG0002124	AL2G32430	g46015
OG0002125	AL7G23310	g47694
OG0002128	AL8G13060	g40571, g10975
OG0002128	AL7G35140	g17449
OG0002129	AL1G59390	g36507
OG0002129	AL3G35030	g6690
OG0002130	AL3G28350	g12113
OG0002131	AL4G30680	g37101
OG0002131	AL8G11820	g18481
OG0002132	AL5G18540, AL5G18840	g10360
OG0002133	AL7G29690	g23880
OG0002134	AL7G16810	g14234
OG0002134	AL3G47480	g6154
OG0002135	AL3G49230	g6127
OG0002136	AL7G29400, AL6G45060	g47482, g23861
OG0002138	AL7G19310	g23269
OG0002138	AL4G17060	g38326
OG0002139	AL1G48290, AL1G48270, AL7G30890	g17283
OG0002141	AL7G33940	g11025
OG0002143	AL7G33040	g17392
OG0002143	AL6G49040	g40475
OG0002144	AL6G43150	g25851
OG0002144	AL1G50560	g50771
OG0002145	AL5G45570	g1745, g37748
OG0002146	AL4G45720	g37663
OG0002146	AL5G44210	g1824
OG0002147	AL5G43930	g1841
OG0002147	AL4G45420	g37647, g52297
OG0002148	AL5G43220	g1884
OG0002148	AL4G44640	g52250
OG0002149	AL5G42500	g18838
OG0002149	AL5G42490	g1927, g1926
OG0002150	AL5G39720	g18966
OG0002150	AL4G40320	g38175
OG0002151	AL5G38250	g19008, g2060
OG0002152	AL5G38110	g19013
OG0002152	AL4G39120	g51975
OG0002153	AL5G37760	g2145
OG0002154	AL4G35900	g51729
OG0002155	AL4G33470	g51628
OG0002155	AL5G34280	g2359, g19201
OG0002156	AL8G28270	g28429
OG0002156	AL7G24980	g47641, g23614
OG0002157	AL3G29830	g12070
OG0002157	AL7G39050	g47133
OG0002158	AL9U10320	g24698
OG0002158	AL3G39890	g11723
OG0002160	AL2G26270	g44890
OG0002160	AL1G40570	g32256
OG0002161	AL1G40210	g50394
OG0002162	AL3G52120	g5992
OG0002162	AL7G21810	g47744
OG0002163	AL4G39240, AL4G39260	g51984
OG0002164	AL1G53000, AL4G37660	g37343, g51846
OG0002165	nbis-gene-1095	g38071
OG0002166	AL8G10930	g10896
OG0002167	AL7G10800	g18324
OG0002168	AL4G10600	g38531
OG0002168	AL7G11010	g18310
OG0002169	AL7G11050	g18309, g22686
OG0002170	AL4G11490	g36937
OG0002170	AL4G11110	g38519
OG0002171	AL6G44160	g40302, g42642, g25783
OG0002172	AL6G40350	g10159
OG0002172	AL3G15240	g7734
OG0002174	AL825U10020, AL4G44930	g37626, g52274
OG0002176	AL6G38920	g10122
OG0002177	AL8G22390	g7618, g10219
OG0002178	AL8G21740	g12955
OG0002178	AL3G18420	g7608
OG0002179	AL3G19640	g7544, g12417
OG0002179	AL3G19620	g7545
OG0002180	AL3G23760	g13134
OG0002180	AL6G16880	g29658
OG0002181	AL1G54830	g13285
OG0002181	AL3G30520	g12047
OG0002182	AL3G31330	g12020
OG0002184	AL3G32720	g6813
OG0002185	AL5G18710	g10384
OG0002185	AL7G50540	g16885
OG0002186	AL3G36840, AL3G32630, AL7G41020, AL1G56850	g13427
OG0002187	nbis-gene-1894	g46853
OG0002187	AL2G19730	g18061
OG0002189	AL4G31970	g51549
OG0002190	AL4G37890	g51867
OG0002191	AL1G15470	g49504
OG0002191	AL4G27210	g39824
OG0002192	AL1G21080	g27110
OG0002193	AL2G17280	g38257, g28145
OG0002193	AL1G21160	g31248
OG0002194	AL1G21260	g49729
OG0002195	AL2G15560	g53350
OG0002195	AL1G21910	g27131
OG0002196	AL1G23640	g49818, g31375
OG0002197	AL1G27100	g49929
OG0002198	AL1G36560	g50276
OG0002198	AL2G30620	g45900
OG0002199	AL2G30590	g44665
OG0002199	AL1G36600	g50277
OG0002200	AL2G30720, nbis-gene-593, nbis-gene-594	g45908
OG0002202	AL2G10250	g40755
OG0002203	AL7G22890	g23465
OG0002203	AL3G48570	g17006, g13810
OG0002205	AL2G23720	g45045
OG0002206	AL1G31840, AL2G34850	g46175, g44490
OG0002207	AL4G11070	g36957
OG0002207	AL2G17670	g50884
OG0002208	AL7G13340, AL4G12970	g22832
OG0002209	AL7G16970, AL7G17490	g23145
OG0002210	AL7G17010	g23109
OG0002211	AL7G42720	g47017
OG0002211	AL3G38840	g6494
OG0002212	AL1G40760	g50409
OG0002213	AL7G25990	g23671, g47607
OG0002214	AL2G25110, AL2G25120, AL2G25220	g13653
OG0002214	AL7G52650	g46751
