Orthogroup	Arabidopsis_lyrata_Rawat	Noccaea_praecox
OG0002562	AL5G28070	Np001G0492200
OG0002563	AL8G39240	Np001G0074000
OG0002564	AL8G38880	Np001G0078400
OG0002564	AL6G17440	Np003G1330200
OG0002565	AL6G17770	Np003G1334100
OG0002565	AL8G38380	Np001G0088600
OG0002566	AL6G35760	Np001G0115300
OG0002566	AL5G29020	Np001G0502200
OG0002567	AL5G23920	Np001G0450300
OG0002567	AL8G36970	Np003G1519100
OG0002568	AL8G36830	Np003G1520300
OG0002568	AL5G24210	Np001G0452900
OG0002569	AL8G36600	Np003G1522800
OG0002569	AL5G24510	Np001G0455500
OG0002570	AL5G26300	Np001G0468600
OG0002571	AL1G27830	Np007G4233900
OG0002571	AL8G34440	Np003G1546500
OG0002572	AL2G41470	Np002G0705000
OG0002572	AL7G40190	Np005G3031300
OG0002573	AL7G41900, AL3G37970	Np007G3845400, Np005G3056400
OG0002574	AL8G33410	Np003G1559800
OG0002574	AL7G27190	Np005G2801300
OG0002575	AL8G32920	Np003G1565700
OG0002576	AL8G32170	Np003G1576700
OG0002577	AL8G30960	Np003G1598700, Np003G1597100
OG0002578	AL7G43740	Np002G0955600, Np005G3106400, Np006G3596900, Np005G3094700
OG0002579	AL6G50830	Np003G1868500
OG0002579	AL6G50820	Np003G1868400
OG0002580	AL6G17060	Np003G1326200
OG0002580	AL3G23850	Np007G4092600
OG0002581	AL5G38880	Np001G0619500
OG0002582	AL3G22070	Np007G4115200
OG0002582	AL6G14430	Np003G1294200
OG0002583	AL6G13780	Np003G1286500
OG0002583	AL3G21610	Np007G4120300
OG0002584	AL3G19930	Np007G4140300
OG0002584	AL6G10610	Np003G1254300
OG0002585	AL5G16050	Np001G0216400
OG0002585	AL7G48540	Np005G3186500
OG0002586	AL1G27600	Np004G2408300
OG0002586	AL2G41230	Np006G3607500
OG0002588	AL2G36670	Np002G0763200
OG0002588	AL1G33960	Np004G2345000
OG0002589	AL1G33820	Np004G2346600
OG0002589	AL2G36510	Np002G0764800
OG0002590	AL2G36340	Np002G0767200
OG0002590	AL1G33470	Np004G2349700
OG0002591	AL1G33170	Np004G2351800
OG0002591	AL2G36140	Np002G0769700
OG0002592	AL1G33040	Np004G2352800
OG0002592	AL2G36010	Np002G0771100
OG0002593	AL6G39050	Np001G0146200
OG0002594	AL5G44970	Np001G0684700
OG0002595	AL6G52570, AL1G64370	Np004G1902300
OG0002596	AL1G62850	Np004G1919300
OG0002596	AL3G26250	Np007G4061500
OG0002597	AL1G62830	Np004G1919700
OG0002597	AL3G26290	Np007G4060800
OG0002598	AL1G62710	Np004G1921300, Np004G1921100
OG0002599	AL3G26610, AL1G62560	Np004G1923300
OG0002600	AL5G33530	Np001G0549900
OG0002600	AL4G32410	Np006G3393500
OG0002601	AL3G38630	Np007G3854000
OG0002601	AL7G42280	Np005G3061900
OG0002602	AL7G41200	Np005G3044000
OG0002602	AL3G37130, AL166U10010	Np007G3836400
OG0002603	AL7G39960	Np005G3027100, Np005G3027600, Np005G3025400, Np005G3027200
OG0002604	AL2G34210	Np002G0793500
OG0002605	AL1G39850	Np004G2091500
OG0002605	AL2G27430	Np002G0890000
OG0002606	AL1G39750	Np002G0887700, Np004G2090300
OG0002607	AL4G30140	Np005G2861800
OG0002607	AL6G42110	Np003G1754600
OG0002608	AL8G14610, AL8G14640	Np001G0387200
OG0002609	AL3G32540	Np007G3958600
OG0002610	AL1G57670	Np004G1970000
OG0002611	AL1G58530	Np004G1962900
OG0002612	AL3G28040	Np007G4036600
OG0002613	AL1G61260	Np004G1938300
OG0002613	AL3G28010	Np007G4036800
OG0002614	AL3G28000	Np007G4036900
OG0002614	AL1G61280	Np004G1938200
OG0002616	AL5G31330, AL113U10020	Np001G0525800
OG0002617	AL3G46470	Np007G3791500, Np007G3790600
OG0002618	AL3G52360	Np007G3775300
OG0002618	AL7G16720	Np005G2648600
OG0002619	AL3G49320, AL3G29540	Np007G3770600
OG0002620	AL3G49520	Np007G3768300
OG0002620	AL7G16170	Np005G2657200
OG0002621	AL7G16120	Np005G2658600
OG0002622	AL7G31160	Np005G2853300, Np003G1826500, Np003G1826600
OG0002623	AL6G45710, AL6G45720	Np003G1803700
OG0002624	AL5G45900	Np001G0695100
OG0002624	AL4G47740	Np006G3203800
OG0002625	AL5G43710	Np001G0672600
OG0002625	AL4G45170	Np006G3234500
OG0002626	AL5G41930	Np001G0651000
OG0002626	AL4G42720	Np006G3263900
OG0002627	AL5G39600	Np001G0627500
OG0002627	AL4G40540	Np006G3289100
OG0002628	AL5G39450	Np001G0626000
OG0002628	AL4G40670	Np006G3287700
OG0002629	AL4G39710	Np006G3299700
OG0002630	AL5G37460	Np001G0601500
OG0002630	AL4G38220	Np006G3317100
OG0002631	AL5G36310	Np001G0587900
OG0002631	AL4G36750	Np006G3338400
OG0002632	AL3G38210, AL3G38220	Np007G3848300, Np007G3848400
OG0002633	AL4G34790	Np006G3365500
OG0002633	AL5G34910	Np001G0568300
OG0002634	AL7G24930	Np005G2773200
OG0002634	AL8G28230	Np003G1637700
OG0002635	AL3G42390	Np007G3888400
OG0002635	AL7G44580	Np005G3104500
OG0002636	AL2G25760	Np002G0925800
OG0002637	AL7G22960	Np005G2751200
OG0002637	AL3G48520	Np007G3729800
OG0002638	AL4G36940	Np006G3336400
OG0002639	AL4G18740, AL5G11470, AL1G40150, AL5G19960, AL5G19970	Np004G2096100
OG0002640	AL1G11330	Np004G2585700
OG0002640	AL6G52600	Np003G1882100
OG0002641	AL2G17580, AL7G10790	Np006G3709200, Np005G3071200
OG0002642	AL7G11120	Np005G2612300
OG0002642	AL4G10730	Np006G3699200
OG0002644	AL3G54170	Np007G3715200
OG0002644	AL7G24470	Np005G2768200
OG0002645	AL5G42590	Np001G0660900
OG0002645	AL4G43990	Np006G3250500
OG0002647	AL6G29380	Np003G1456900
OG0002647	AL3G13810	Np007G4213800
OG0002648	AL3G17950	Np007G4163900
OG0002649	AL3G20430	Np007G4135300
OG0002650	AL3G20600	Np007G4134400
OG0002651	AL3G23180	Np007G4101400
OG0002651	AL6G16330	Np003G1316800
OG0002652	AL3G24830	Np007G4080900
OG0002652	AL3G24840	Np007G4080800
OG0002653	AL1G55230	Np004G1992700
OG0002653	AL3G31140	Np007G3935400
OG0002654	AL4G12410	Np006G3682600, Np006G3682700
OG0002654	AL7G12920	Np005G2697400
OG0002655	AL5G19000	Np001G0191000
OG0002655	AL7G50800	Np005G3155800, Np005G3187100
OG0002657	AL7G41480	Np005G3046900
OG0002658	AL3G36610	Np007G3830500
OG0002658	AL3G36580	Np007G3830300
OG0002660	AL7G46560	Np005G3124500
OG0002660	AL2G24000	Np002G0957700
OG0002661	AL6G40930, AL6G40920	Np001G0158700
OG0002662	AL6G51710	Np003G1877400
OG0002663	AL5G19010, AL1G12730	Np004G2571800, Np002G1134500
OG0002664	AL1G17730	Np004G2519500
OG0002665	AL1G20190	Np004G2494700
OG0002665	AL1G67510	Np002G1122600
OG0002666	AL2G17680	Np002G1138900
OG0002667	AL2G15720	Np002G1166800
OG0002667	AL1G21630, AL1G21530	Np004G2479900
OG0002668	AL1G22410	Np004G2471900
OG0002669	AL1G22960	Np004G2463500
OG0002672	AL5G10630	Np001G0272000
OG0002672	AL1G26970	Np004G2415200
OG0002673	AL1G27220	Np004G2412300
OG0002674	AL7G51010	Np004G2391600
OG0002675	AL1G29610	Np004G2388000
OG0002677	nbis-gene-1687	Np005G2925500
OG0002678	AL4G10220	Np006G3711300
OG0002678	AL7G10620	Np005G2606000
OG0002679	AL7G12160	Np006G3690700
OG0002680	nbis-gene-950, AL2G12800	Np006G3680800
OG0002680	AL7G13100	Np005G2696300
OG0002681	AL7G16640	Np005G2649200
OG0002681	AL3G52520	Np007G3774300, Np007G3774400
OG0002682	AL7G16780	Np005G2648000
OG0002682	AL3G52260	Np007G3776100
OG0002683	AL7G17090	Np005G2644900
OG0002683	AL3G47050	Np007G3783100
OG0002684	AL4G17080	Np006G3636800
OG0002685	AL4G18020	Np006G3631200
OG0002685	AL7G18750	Np005G2630800
OG0002686	AL7G17740	Np005G2639500
OG0002687	AL3G46390	Np007G3791700
OG0002687	AL7G17650, AL7G17640	Np005G2640400
OG0002688	AL4G16210	Np006G3645600
OG0002688	AL7G20100	Np005G2712400
OG0002690	AL1G40840, AL1G40620	Np004G2102300, Np004G2099900
OG0002691	AL6G43380, AL1G48120, AL6G45110	Np002G0933200, Np002G0970900, Np005G2965300
OG0002694	AL2G17180, AL2G16970, AL2G16990	Np006G3426200
OG0002697	AL5G29040	Np001G0502400, Np001G0502700
OG0002699	AL604U10010, AL8G26170	Np003G1674100
OG0002705	AL7G25540	Np005G2782500
OG0002705	AL8G29840	Np003G1630700
OG0002706	AL6G28840	Np003G1451100
OG0002707	AL3G52600	Np007G3773400, Np007G3773200, Np004G1961200
OG0002708	AL6G25760	Np003G1418600
OG0002710	AL6G22810	Np003G1388700
OG0002711	AL6G20140	Np003G1359700
OG0002711	AL8G42020	Np001G0042600
OG0002713	AL6G19370	Np003G1351500
OG0002714	AL8G38150	Np001G0091600
OG0002714	AL6G18000	Np003G1336600
OG0002715	AL4G22800	Np006G3580300
OG0002715	AL1G18670	Np004G2510900
OG0002716	AL4G22590, AL4G22580	Np006G3581200
OG0002717	AL4G26920	Np006G3554200
OG0002717	AL1G15740	Np004G2539400
OG0002718	AL1G14170	Np004G2557700
OG0002719	AL6G12230, AL8G16520, AL37U10030	Np001G0408800
OG0002720	AL7G27570, AL7G27580	Np006G3246200
OG0002721	AL1G53740	Np004G2007400, Np004G2007600
OG0002723	AL1G44020	Np004G2133900
OG0002724	AL4G31090	Np006G3409600
OG0002725	AL5G29550	Np004G1979200, Np004G1917000, Np004G1973200
OG0002725	AL5G44840	Np001G0683700
OG0002726	AL6G37090	Np001G0128300
OG0002728	AL5G23750	Np001G0449000
OG0002729	AL8G36840	Np003G1520200
OG0002730	AL7G41310	Np005G3045100
OG0002732	AL5G28920	Np006G3416000
OG0002732	AL5G28930	Np001G0501600
OG0002733	AL6G17400	Np003G1329500
OG0002733	AL8G39050	Np001G0076200
OG0002734	AL6G16380	Np003G1317400
OG0002735	AL6G15360	Np003G1304900
OG0002736	AL6G14670	Np003G1297200
OG0002736	AL3G22180	Np007G4113700
OG0002737	AL6G13120	Np003G1280400
OG0002738	AL7G24320	Np005G2766400
OG0002738	AL3G53790	Np007G3717600
OG0002739	AL6G11180, AL6G11190, AL1G33340	Np003G1746600
OG0002740	AL3G19940	Np007G4140200
OG0002740	AL6G10520	Np003G1253700
OG0002741	AL1G28990	Np004G2393900
OG0002742	nbis-gene-890	Np007G3760000
OG0002743	AL7G25560	Np005G2782800
OG0002743	AL8G29870	Np003G1630900, Np003G1598500
OG0002744	AL3G26080	Np007G4064800
OG0002744	AL1G63040	Np004G1916300
OG0002745	AL1G61960	Np004G1930000
OG0002746	AL1G61540	Np004G1934300
OG0002747	AL5G22490	Np001G0440100
OG0002748	AL7G28600	Np005G2820300
OG0002749	AL7G42740	Np005G3069900
OG0002750	AL2G23570	Np002G0968000, Np002G0967900
OG0002751	AL7G40320, AL9U11050, AL7G40350, AL7G40310	Np005G3033700
OG0002752	AL7G40160	Np007G3819000
OG0002753	AL2G24620	Np002G0945000, Np002G0944900
OG0002754	AL7G39390	Np005G3017300
OG0002754	AL3G29550	Np007G3914000
OG0002755	AL1G30570	Np004G2377000
OG0002755	AL2G33420	Np002G0808400
OG0002756	AL4G20530	Np004G2443000, Np001G0376200, Np004G2442900
OG0002757	AL7G23730	Np005G2759400
OG0002757	AL3G47860	Np007G3723500
OG0002759	AL2G11230	Np002G1233600
OG0002760	AL7G48690	Np005G3184300
OG0002761	AL2G29140	Np002G0862200
OG0002761	AL1G38460	Np004G2278600, Np004G2277900
OG0002762	AL7G13700	Np005G2689400
OG0002762	AL4G13330	Np006G3672600
OG0002763	AL1G59430	Np004G1955100
OG0002763	AL3G35060	Np007G3808700
OG0002764	AL1G59590	Np004G1953500
OG0002764	AL3G35270	Np007G3811800
OG0002765	AL1G21240	Np001G0370700
OG0002766	AL9U11040	Np005G3081800
OG0002766	AL2G22880, AL2G24350, AL3G40740	Np007G3876300
OG0002767	AL4G31750	Np006G3401700
OG0002768	AL7G36190, AL7G36200	Np005G2922000, Np005G2921900
OG0002769	AL7G37300	Np005G2954000
OG0002770	AL7G37370	Np005G2955400
OG0002771	AL8G44340	Np001G0015900
OG0002772	AL4G34930	Np006G3363400
OG0002772	AL5G35070	Np001G0571400
OG0002773	AL7G30950	Np005G2850100
OG0002775	AL6G25460	Np003G1416200
OG0002775	AL3G10640	Np007G4248300
OG0002776	AL4G47000	Np006G3213100
OG0002776	AL5G45320	Np001G0688800
OG0002777	AL5G42540	Np001G0658300
OG0002778	AL5G41460	Np001G0647900
OG0002778	AL4G42150	Np006G3270100
OG0002779	AL4G38540	Np006G3312000
OG0002779	AL5G37710	Np001G0605600
OG0002780	AL5G36110	Np001G0585000
OG0002780	AL5G36120	Np001G0585100
OG0002781	AL3G26550	Np007G4058300
OG0002782	AL5G34300	Np001G0562300
OG0002783	AL5G33960	Np001G0554400
OG0002784	AL3G42800	Np007G3890800
OG0002785	AL3G39710	Np007G3867100
OG0002786	AL3G52080	Np007G3742000
OG0002787	AL4G33010	Np006G3323000
OG0002788	AL5G11000	Np001G0264300
OG0002788	AL1G26710	Np004G2417800
OG0002789	AL3G48670	Np007G3732200
OG0002790	AL4G36760	Np006G3338300
OG0002790	AL4G36780	Np006G3338100
OG0002791	AL7G11020	Np005G2611200
OG0002792	AL1G49950	Np004G2042200, Np004G2039900
OG0002793	AL1G48710	Np004G2086300
OG0002793	AL2G31410	Np002G0833900
OG0002795	AL3G16550	Np007G4180300
OG0002795	AL6G38670	Np001G0143200
OG0002796	AL3G15740	Np007G4190400
OG0002798	AL1G53780	Np006G3268200
OG0002798	AL4G42310	Np006G3268900, Np006G3268400
OG0002799	AL8G10960	Np001G0331800
OG0002802	nbis-gene-1593	Np001G0153500
OG0002802	AL3G15380	Np007G4194400
OG0002803	AL6G30440	Np003G1469400
OG0002804	AL3G17040	Np007G4174100
OG0002804	AL6G30380	Np003G1468900
OG0002805	AL6G51200	Np003G1871700
OG0002805	AL3G44080	Np003G1728000
OG0002806	AL5G21320, AL3G27790	Np007G4041800, Np003G1842900, Np003G1843200
OG0002807	AL3G29930	Np007G3917500
OG0002807	AL7G38960	Np005G3010700
OG0002808	AL1G55770	Np004G1987100
OG0002808	AL3G31900	Np007G3946100
OG0002809	AL8G37450, AL1G58630	Np004G1962500
OG0002810	AL7G41690	Np005G3053000
OG0002811	AL1G24830	Np004G2442300
OG0002811	AL1G24810	Np004G2442400
OG0002812	AL1G21560	Np004G2479600
OG0002812	AL2G15780	Np002G1166200
OG0002813	AL2G14420	Np002G1185800
OG0002813	AL1G22580	Np004G2469100
OG0002814	AL1G22720	Np004G2467500
OG0002814	AL2G14290	Np002G1187700
OG0002815	AL2G13050	Np002G1207700
OG0002815	AL1G23580	Np004G2456400
OG0002816	AL1G23730	Np004G2454800
OG0002816	AL2G12840	Np002G1210800
OG0002817	AL1G29560	Np002G0826200
OG0002818	AL2G32380	Np002G0820400
OG0002818	AL1G29790	Np004G2385300
OG0002819	AL2G30530	Np002G0843200
OG0002819	AL1G36620	Np004G2310500, Np007G4024100, Np007G4018800
OG0002821	AL7G47740	Np005G3197300
OG0002821	AL2G10830	Np002G1238700, Np004G2384100, Np001G0505700
OG0002822	AL1G56260, AL1G56180	Np004G1983800
OG0002823	AL7G13850, AL7G13840	Np005G2687500, Np005G2687600
OG0002824	AL5G11570, AL8G13800, AL5G11580	Np001G0256700
OG0002825	AL7G15430	Np005G2671100
OG0002826	AL4G16980	Np006G3638500
OG0002826	AL7G19430	Np005G2703200
OG0002827	AL7G17780	Np005G2639300
OG0002827	AL3G46040	Np007G3793500
OG0002828	AL4G15760, AL7G20280	Np006G3649000
OG0002829	AL6G51790	Np003G1878900, Np003G1878500
OG0002832	AL8G24290, AL8G23220, AL3G30620	Np003G1865400, Np003G1857900, Np001G0275800, Np007G4099600, Np005G3016700, Np003G1865500, Np002G1191100
OG0002835	AL5G18590	Np001G0195200
OG0002835	AL5G18520	Np001G0195600
OG0002836	AL7G15460, nbis-gene-1587	Np005G2671000
OG0002837	AL8G27810	Np003G1644400
OG0002837	nbis-gene-1768	Np005G2771000
OG0002844	AL6G52060	Np001G0250100
OG0002845	AL3G13140	Np007G4221100
OG0002845	AL6G28600	Np003G1448500
OG0002846	AL6G24720	Np003G1409400
OG0002847	AL6G24580	Np003G1408100, Np001G0173800
OG0002848	AL7G43090	Np005G3093200
OG0002848	AL3G39700	Np007G3864900, Np007G3866900, Np005G2925700
OG0002849	nbis-gene-1288	Np006G3330400
OG0002849	nbis-gene-1120, AL5G26040	Np006G3420800, Np006G3339400, Np006G3339700
OG0002850	AL6G21940	Np003G1378800
OG0002850	AL6G37140	Np001G0129700
OG0002851	AL6G21830	Np003G1377600
OG0002852	AL1G30320, AL6G38710	Np001G0143600
OG0002853	AL6G34580	Np001G0104100
OG0002853	AL6G18770	Np006G3606600, Np003G1346000
OG0002854	AL4G20820, AL4G20790	Np006G3613700, Np006G3614300
OG0002855	AL4G22440	Np006G3583900
OG0002856	AL1G16910	Np004G2527800
OG0002857	AL4G26590	Np006G3550800
OG0002858	AL4G27980	Np006G3570000
OG0002858	AL1G14830	Np004G2550300
OG0002859	AL1G14910	Np004G2549500
OG0002859	AL4G27840	Np006G3568200
OG0002860	AL1G14580	Np004G2553300
OG0002861	AL1G14290	Np004G2556700
OG0002862	AL1G18200, AL7G46970, AL7G46960, AL6G53580	Np004G2514800
OG0002863	AL7G27410	Np005G2803300, Np005G2803100
OG0002864	AL1G41570	Np004G2108600
OG0002865	AL4G31640	Np006G3403100
OG0002865	AL1G45830	Np004G2166900, Np004G2166600, Np004G2167700
OG0002867	AL212U10010, AL4G31610	Np006G3403500
OG0002868	AL5G29800, AL8G14300	Np001G0509200
OG0002869	AL8G43410	Np001G0027100
OG0002869	AL5G29520	Np001G0507300
OG0002870	AL8G40820	Np001G0055800
OG0002870	AL6G19290	Np003G1350300
OG0002871	AL8G40430	Np001G0060800
OG0002872	AL8G38410	Np001G0087900
OG0002872	AL8G38490	Np001G0087600, Np002G1102300, Np002G1108900
OG0002873	AL6G32580	Np003G1494200
OG0002873	AL6G32770	Np003G1497300
OG0002874	AL7G26110	Np005G2788700
OG0002875	AL8G30840	Np003G1603100
OG0002875	AL7G26130	Np005G2788900
OG0002878	nbis-gene-1458	Np003G1292600
OG0002879	AL6G13720	Np003G1285900
OG0002880	AL7G48090	Np005G3193100
OG0002881	AL2G41290, AL4G18200	Np002G0706800
OG0002883	AL1G29220, AL7G51000	Np004G2391700
OG0002884	AL5G29710	Np001G0508500
OG0002885	AL3G37360	Np007G3839300
OG0002886	AL4G32860	Np006G3386800
OG0002886	AL5G34000	Np001G0554900
OG0002887	AL7G28830	Np005G2823400
OG0002888	AL9U11880, AL9U11820	Np005G3074900, Np005G3075000
OG0002889	AL3G40290	Np007G3874100
OG0002890	AL9U10300	Np005G3088600
OG0002891	AL1G33940	Np004G2345200
OG0002893	AL8G13120	Np001G0370900
OG0002893	AL7G35060, AL6G32000	Np005G2904100
OG0002894	AL8G13850	Np001G0378800
OG0002895	AL1G61050	Np004G1941100
OG0002896	AL8G26990, AL7G27440	Np003G1656600
OG0002897	AL3G47200, AL3G47210	Np007G3782100, Np003G1745900, Np007G3782000
OG0002898	AL4G42560, AL8G10940	Np001G0331400, Np001G0331300
OG0002899	AL7G16460	Np005G2653800
OG0002899	AL3G49160	Np007G3771700
OG0002900	AL7G30530	Np005G2844600
OG0002900	AL6G46520	Np003G1814800
OG0002901	AL66U10020, AL8G15260	Np001G0395500
OG0002902	AL6G48230	Np003G1836600
OG0002903	AL5G31600	Np001G0529100
OG0002903	AL8G45250	Np001G0006300
OG0002904	AL8G45450	Np001G0002800
OG0002904	AL5G31670	Np001G0530000
OG0002905	AL8G45600	Np001G0001300
OG0002905	AL5G31900	Np001G0532400
OG0002906	AL5G45070, AL2G23490	Np001G0685900
OG0002907	nbis-gene-1410	Np001G0684100
OG0002907	AL4G46490	Np003G1820400, Np006G3220300
OG0002909	AL4G45630	Np006G3230300
OG0002909	AL5G44040	Np001G0675400, Np001G0671900
OG0002910	AL5G43060	Np001G0665700
OG0002912	AL1G62820, AL6G40520, AL1G48760, AL5G36800	Np001G0594200
OG0002914	AL8G28130	Np003G1638900
OG0002914	AL7G24720	Np005G2771100
OG0002915	AL3G43810	Np005G3100300, Np007G3897500
OG0002916	AL7G14630	Np005G2680900
OG0002916	AL3G51370	Np007G3748900
OG0002917	AL3G53000, AL8G33340	Np007G3739900
OG0002918	AL68U10040, AL4G34760, AL4G34780, AL68U10030, AL4G34730	Np006G3366900
OG0002919	AL6G30680, AL6G30700, AL6G30710	Np003G1471600
OG0002920	AL4G44680, AL4G44690	Np006G3242100
OG0002921	AL3G12860	Np007G4224300
OG0002921	AL6G28390	Np003G1445500
OG0002922	AL6G39750	Np001G0152200
OG0002922	AL3G15500	Np007G4193200
OG0002923	AL88U10040, AL3G16400	Np007G4183800
OG0002924	AL3G19360	Np007G4146300
OG0002924	AL3G25440	Np007G4074100
OG0002925	AL3G19960, AL3G19950	Np007G4140100, Np007G4139900
OG0002926	AL3G21240	Np007G3767900
OG0002926	AL3G21250	Np007G4126300
OG0002927	AL3G25120, AL3G25110	Np007G4078100, Np007G4078000
OG0002928	AL3G27330	Np007G4048000
OG0002928	AL1G61680	Np004G1932700
OG0002929	AL3G28670	Np005G3175200, Np005G3175500, Np010G4350900, Np007G4016000, Np007G3982200
OG0002930	AL3G28490, AL3G28480	Np007G3900600
OG0002931	AL3G31230	Np007G3937100
OG0002931	AL3G31240	Np007G3937400
OG0002932	AL3G31360	Np007G3939500
OG0002933	AL3G32800	Np007G3961900
OG0002935	AL3G35890	Np007G3821100
OG0002936	AL3G35810	Np007G3820200
OG0002937	AL7G45250	Np005G3108800
OG0002938	AL6G53070	Np003G1894100
OG0002938	AL1G10780	Np004G2591600
OG0002939	AL6G51630	Np003G1876600
OG0002940	AL4G26340, AL163U10030	Np006G3482300, Np006G3547100
OG0002940	AL1G16170	Np004G2535800
OG0002941	nbis-gene-88	Np004G2412700
OG0002942	AL1G32480	Np004G2357500
OG0002943	AL2G11670, AL2G11680	Np002G1226900, Np002G1227100
OG0002944	AL2G15260	Np002G1174100
OG0002945	AL2G18530, AL2G18540	Np002G1126900
OG0002946	AL4G13080	Np006G3676400
OG0002947	AL6G48420	Np003G1839100
OG0002948	AL7G10910	Np005G2609500
OG0002949	AL5G17400	Np001G0281100, Np001G0280300, Np001G0202900, Np005G2613600
OG0002949	AL7G11220	Np005G2613300
OG0002950	AL7G12800	Np005G2627600
OG0002951	AL7G15480	Np005G2670800
OG0002951	AL3G50630	Np007G3756400
OG0002952	AL7G19440	Np005G2703300
OG0002952	AL4G16970	Np006G3638600
OG0002953	AL4G19200	Np006G3625600
OG0002953	AL7G18330	Np005G2633700
OG0002954	AL4G16690	Np006G3640900
OG0002954	AL7G19730	Np005G2708200
OG0002955	AL7G19890	Np005G2710400
OG0002955	AL4G16490	Np006G3642800
OG0002956	AL3G39140, AL6G30340	Np007G3860300
OG0002957	AL6G51270	Np003G1872500
OG0002958	AL3G53770	Np007G3717900
OG0002958	AL7G24280	Np005G2766000
OG0002959	AL8G12110, AL1G54190, AL1G54150, AL1G54120	Np001G0426200
OG0002962	AL7G12610, AL2G20220	Np005G2626100
OG0002971	AL6G15340	Np006G3610000
OG0002971	AL2G31390	Np003G1304700
OG0002972	AL7G21670	Np005G2732500
OG0002973	AL8G19000, AL3G18970	Np007G4152300
OG0002974	AL433U10020	Np004G2391300, Np009G4313800, Np006G3457500
OG0002975	nbis-gene-1601	Np001G0400400, Np007G4096400
OG0002975	AL6G38780, AL6G37640, AL6G39390	Np006G3648800
OG0002976	AL6G27890	Np003G1440900
OG0002976	AL3G12530	Np007G4227000
OG0002977	AL6G26890	Np003G1817000, Np003G1430300
OG0002978	AL6G24790	Np003G1410200
OG0002979	AL6G23940	Np003G1400600
OG0002980	AL7G10750	Np005G2607500, Np001G0476500
OG0002981	AL6G20840	Np003G1366600
OG0002982	AL6G20240	Np003G1360600
OG0002982	AL8G42110	Np001G0041500
OG0002983	AL6G43360, AL7G29850	Np005G2837100
OG0002984	AL6G18840	Np003G1346900
OG0002985	AL4G24750	Np006G3520400
OG0002986	AL4G40690	Np006G3287300, Np006G3287400
OG0002987	AL1G13570	Np004G2563900
OG0002987	AL8G15960	Np001G0403500
OG0002988	AL8G18200	Np001G0422100
OG0002988	AL1G41170	Np004G2104300
OG0002989	AL4G30740	Np006G3416200
OG0002990	AL1G44780	Np004G2143100
OG0002991	AL7G28140	Np005G2813100
OG0002992	AL8G43970	Np001G0020600
OG0002993	AL5G29990	Np001G0511100
OG0002994	AL8G43800	Np001G0023000
OG0002994	AL5G29930	Np001G0510400
OG0002995	AL8G37520	Np001G0098500
OG0002996	AL6G47720, AL6G33770, AL6G33800	Np003G1508700
OG0002997	AL8G36860	Np003G1519900
OG0002999	AL8G34150, AL8G34270	Np003G1550100, Np003G1548400
OG0003000	AL8G31800	Np003G1582700
OG0003001	AL1G16360	Np004G2533800
OG0003002	AL8G30440	Np003G1607700, Np003G1871600
OG0003003	AL7G25840	Np005G2786000
OG0003003	AL8G30390	Np003G1609200
OG0003004	AL1G20150, AL1G57770	Np004G2418600, Np007G4239600, Np004G2495100, Np003G1566200
OG0003005	AL6G16820	Np003G1324000
OG0003006	AL6G50160	Np003G1860900
OG0003008	AL5G38900, AL3G11670	Np001G0619700
OG0003009	AL6G11980	Np007G4132500
OG0003010	AL7G48380, AL7G48430	Np005G3189100
OG0003011	AL2G38150	Np002G0743100
OG0003013	AL2G37750	Np002G0748200
OG0003014	AL7G15520	Np005G2670500
OG0003014	AL3G50590	Np007G3756800
OG0003015	nbis-gene-1713	Np005G2670600
OG0003015	AL3G50600	Np007G3756700
OG0003017	AL9U11070	Np005G3081700
OG0003018	AL9U10840	Np005G3083300
OG0003019	AL7G42750	Np005G3070000
OG0003020	AL7G42610, AL7G42580	Np005G3067000
OG0003021	AL2G33730	Np002G0801100, Np002G0806500
OG0003022	AL1G39660	Np004G2089100, Np004G1979400
OG0003023	AL7G22940	Np005G2751000
OG0003024	AL1G34230	Np004G2342400
OG0003025	AL7G49810	Np005G3167500
OG0003026	AL5G17690	Np001G0200500
OG0003027	AL8G13280	Np001G0371500
OG0003028	AL3G33020	Np007G3968900
OG0003028	AL1G57460	Np004G1972200
OG0003029	AL1G58480	Np004G1963400
OG0003029	AL3G34290	Np011G4361800
OG0003030	AL1G56300	Np004G1983500
OG0003030	AL4G25950	Np004G1961300
OG0003032	AL3G28860	Np007G3904200
OG0003033	AL4G35210, AL4G35220	Np006G3358300
OG0003034	AL8G23360	Np001G0008000
OG0003035	AL7G33510	Np005G2883200
OG0003037	AL6G48790	Np003G1847400
OG0003037	AL7G32840	Np005G2876400
OG0003038	AL5G22800, AL1G52730, AL7G52330, AL6G42550	Np007G4214600
OG0003039	AL5G43110	Np001G0666300
OG0003040	AL5G42670	Np001G0661700
OG0003041	AL5G42350	Np001G0655600
OG0003043	AL5G39790	Np001G0629300
OG0003044	AL5G34460	Np001G0563800
OG0003046	AL2G23220, AL5G33510	Np002G0971100
OG0003047	AL2G26030	Np002G0918700, Np002G0918600
OG0003047	AL2G26010	Np002G0918900
OG0003048	AL2G26200	Np002G0916300
OG0003048	AL1G40590	Np004G2099500
OG0003049	AL2G26670, AL2G26650	Np002G0907300
OG0003050	AL7G45160	Np005G3108300
OG0003051	AL1G40460	Np004G2098100
