Orthogroup	Camelina_sativa	Brassica_rapa
OG0000843	XP_010506685.1, XP_010518346.1, XP_010507984.1	XP_009142437.1, XP_009142614.1
OG0000843	XP_010428079.1, XP_010456179.1, XP_010422739.1	XP_009111393.1
OG0000843	XP_010512568.1, XP_010413332.1, XP_010469007.1	XP_033134734.1
OG0000844	XP_010427451.1	XP_009103996.1
OG0000844	XP_010504539.1, XP_010516242.1	XP_009139107.1, XP_009116338.1
OG0000845	XP_010421581.1, XP_010478719.1, XP_010455091.1, XP_010461134.1, XP_010493980.1, XP_010499858.1, XP_010435552.1	XP_009123738.1, XP_009123894.1
OG0000846	XP_010493893.1, XP_010454980.1, XP_010421499.1	XP_009151135.1
OG0000849	XP_019091519.1	XP_033134681.1
OG0000849	XP_019092634.1, XP_019087792.1	XP_033142624.1
OG0000850	XP_010418087.1, XP_010473323.1, XP_019083626.1, XP_010418074.1, XP_010418103.1, XP_019085216.1, XP_010418098.1, XP_019085298.1, XP_010418101.1, XP_019085205.1, XP_019085204.1, XP_019093411.1, XP_019082747.1	XP_009138198.1
OG0000851	XP_010446495.1, XP_010437071.1	XP_009101870.1
OG0000851	XP_019085893.1, XP_010429263.1, XP_010417074.1	XP_009108130.2, XP_009117295.1
OG0000851	XP_010446494.1, XP_019087900.1, XP_010436205.1	XP_009101871.1
OG0000852	XP_010495290.1, XP_019097378.1, XP_010424171.1, XP_010481236.2	XP_009131699.1
OG0000852	XP_010456907.1, XP_010468218.1, XP_010468212.1, XP_019084330.1	XP_018509769.2
OG0000853	XP_019094918.1, XP_019095515.1	XP_033133893.1, XP_033131728.1
OG0000853	XP_019094929.1, XP_019097980.1	XP_033131861.1, XP_033130159.1, XP_009110036.1
OG0000857	XP_010495859.1, XP_010507198.1, XP_010412556.1	XP_033148476.1, XP_033148477.1, XP_033146919.1
OG0000857	XP_010453164.1, XP_010491837.1	XP_009123269.2, XP_033131367.1, XP_033138531.1, XP_009112272.2
OG0000858	XP_010416428.1, XP_019082681.1, XP_019085629.1	XP_033140186.1, XP_033140187.1
OG0000858	XP_010481916.1, XP_010442089.1, XP_010494266.1	XP_009123705.1, XP_009101818.1
OG0000859	XP_010482809.1, XP_010442974.1, XP_010446319.1	XP_009127122.1
OG0000859	XP_010493145.1, XP_010420878.1, XP_010454343.1	XP_009120809.1
OG0000860	XP_019097810.1, XP_010424242.1	XP_009120616.2
OG0000860	XP_019084083.1, XP_010489174.2, XP_019092544.1, XP_010467668.2, XP_010425275.1, XP_010495628.1, XP_010445898.1, XP_010484872.2	XP_009102241.2
OG0000861	XP_010456747.1, XP_010483732.1, XP_010443885.1	XP_009126582.2, XP_009120613.1
OG0000861	XP_010507194.1, XP_010430993.1, XP_010514846.1	XP_009149905.2
OG0000861	XP_010514842.1, XP_010503158.1, XP_010425940.1	XP_009107824.2, XP_033128496.1
OG0000863	XP_010472814.1, XP_010417621.1, XP_010429848.1	XP_009128369.1, XP_009104523.2
OG0000863	XP_010487004.1, XP_010499471.1, XP_010465058.1	XP_009135249.2, XP_009124670.2, XP_009146585.2
OG0000864	XP_010436579.1	XP_033145375.1, XP_009140401.2
OG0000864	XP_010429376.1	XP_009136686.1, XP_009147444.1
OG0000865	XP_010425993.1	XP_033128494.1
OG0000865	XP_010425994.1, XP_010514894.1, XP_010425996.1	XP_018509501.1, XP_009127608.2
OG0000867	XP_010481347.1, XP_010494951.1, XP_010441486.1, XP_010445782.1	XP_009114287.2, XP_009101440.1, XP_009128949.1
OG0000867	XP_010439990.1, XP_010434652.1, XP_010449600.1	XP_009136852.1, XP_009108330.1, XP_009130695.1
OG0000868	XP_010503684.1, XP_010426554.1	XP_009136538.1, XP_009115692.1
OG0000868	XP_010503687.1, XP_010426559.1	XP_009128936.1
OG0000869	XP_019086230.1, XP_019089483.1, XP_010451287.1, XP_010439637.1, XP_010434349.1, XP_010439642.1, XP_010445222.1, XP_010449279.1, XP_010434351.1, XP_010445260.1, XP_010451280.1, XP_010451279.1, XP_010451281.1	XP_033142483.1, XP_033136714.1, XP_033144993.1
OG0000870	XP_010427442.1, XP_010427430.1, XP_010516230.1, XP_010504524.1	XP_009103992.1, XP_009139111.1, XP_009116322.1
OG0000870	XP_010511552.1, XP_010415166.1, XP_010470498.1	XP_009130832.1, XP_009125574.1, XP_009146823.1
OG0000871	XP_010509329.1, XP_010517018.1, XP_010505337.1	XP_009143485.1, XP_009133182.1, XP_009141669.1
OG0000871	XP_010515864.1, XP_010427021.1, XP_010504136.1	XP_009103879.1, XP_009116062.1
OG0000872	XP_010518043.1	XP_009143030.1, XP_009142262.2
OG0000874	XP_010458799.1, XP_010476346.1	XP_009117993.1
OG0000874	XP_010476352.1	XP_009117992.1
OG0000874	XP_010476347.1	XP_009110579.1
OG0000875	XP_010499855.1, XP_010478723.1, XP_010461130.2	XP_009123743.1
OG0000876	XP_010415000.2, XP_010480264.2, XP_010511293.2	XP_033133841.1, XP_033131949.1
OG0000877	XP_019096524.1	XP_009112500.1
OG0000878	XP_010463433.1	XP_033141627.1, XP_033129473.1, XP_033143318.1, XP_033133382.1, XP_033138181.1, XP_033145193.1, XP_033140161.1, XP_033138324.1, XP_033140537.1, XP_033145057.1, XP_033145061.1, XP_033139538.1, XP_033138178.1, XP_033144151.1, XP_033128730.1, XP_033141147.1, XP_033130396.1, XP_033147123.1, XP_033141330.1, XP_033139980.1, XP_033145377.1, XP_033144081.1, XP_033140904.1, XP_033142476.1, XP_033130701.1, XP_033147656.1, XP_009119788.2, XP_033140906.1, XP_033134626.1, XP_033142517.1, XP_033139554.1, XP_033131606.1, XP_009144908.2, XP_033143548.1, XP_033133272.1, XP_033135986.1, XP_033142956.1, XP_033141011.1, XP_009148795.2, XP_033136956.1, XP_009102783.2, XP_033133327.1, XP_009141845.3, XP_033134253.1, XP_033129322.1, XP_033147804.1, XP_033145256.1, XP_033143284.1, XP_009103227.2, XP_033128764.1, XP_033138840.1, XP_033138843.1, XP_033148586.1, XP_033143305.1, XP_033136521.1, XP_033138823.1, XP_033131401.1, XP_033141103.1
OG0000882	XP_019094933.1	XP_033128943.1
OG0000882	XP_010478884.1, XP_010499686.1, XP_010460963.1	XP_009102663.1
OG0000884	XP_010419313.1, XP_019085119.1, XP_010474437.1	XP_009132420.2, XP_033141758.1, XP_009150988.2, XP_009105611.2
OG0000886	XP_010518404.1, XP_010506737.1, XP_010507926.1	XP_009117309.1
OG0000886	XP_010518403.1, XP_010506739.1	XP_009117089.1
OG0000888	XP_010414675.1, XP_010436479.2, XP_010434401.1, XP_019083130.1, XP_010414679.1	XP_033136818.1
OG0000888	XP_010449350.2, XP_010434408.1, XP_010439702.1	XP_009137012.1
OG0000888	XP_010481624.1, XP_010449344.1, XP_019087970.1	XP_009132847.1
OG0000889	XP_010449031.1, XP_019087795.1, XP_010434156.1	XP_033134047.1, XP_009108491.1
OG0000889	XP_010439452.1, XP_019089731.1, XP_019086610.1	XP_009134917.1
OG0000889	XP_010439450.1, XP_019086620.1	XP_009134988.2
OG0000890	XP_010454073.1, XP_010434945.1, XP_010420587.1, XP_010440282.1, XP_010449924.1, XP_010492838.1	XP_009131657.1, XP_009125004.1, XP_009124006.2, XP_009134755.1, XP_009120979.2
OG0000893	XP_010491863.1, XP_019083767.1, XP_019083765.1, XP_010453185.1, XP_019097799.1	XP_009131201.1
OG0000893	XP_019090646.1, XP_010419694.1, XP_019097995.1, XP_010491868.1, XP_019083770.1, XP_019097800.1	XP_009121957.1
OG0000894	XP_010464148.1, XP_010429251.1, XP_010472306.1, XP_010417063.1	XP_009101566.2
OG0000894	XP_010515366.1, XP_010426530.1, XP_010503668.1	XP_009115685.1
OG0000895	XP_010467898.1	XP_033139182.1
OG0000895	XP_019087235.1	XP_033136396.1
OG0000896	XP_019091086.1, XP_010427288.1, XP_010427287.1, XP_019101081.1, XP_010516086.1, XP_010516089.1, XP_010504375.1, XP_010427289.1, XP_010516088.1, XP_010504373.1, XP_019102287.1, XP_019102286.1	XP_033131696.1
OG0000897	XP_010423318.1, XP_010452599.1, XP_010491234.1	XP_009122271.2, XP_009130948.2, XP_009125652.2
OG0000897	XP_010464921.1, XP_010498224.1, XP_010486858.1	XP_009146672.2, XP_009135191.1, XP_009121086.2
OG0000898	XP_019089855.1, XP_019084502.1, XP_019097982.1	XP_009122147.1
OG0000898	XP_019096835.1, XP_019101139.1, XP_019092786.1	XP_009146798.2, XP_009122586.1
OG0000899	XP_010417472.1, XP_010472701.1, XP_010429696.1	XP_009128305.1
OG0000899	XP_010429695.1, XP_010417473.1, XP_010472700.1	XP_009106586.1
OG0000900	XP_019090844.1	XP_033132034.1, XP_018508416.1
OG0000900	XP_019095007.1, XP_019099525.1, XP_019091182.1	XP_033131049.1, XP_033131859.1
OG0000901	XP_010427378.1, XP_010427376.1, XP_010427343.1, XP_010516169.1, XP_010504451.1, XP_010427374.1	XP_009134750.2, XP_009102101.1, XP_033146837.1
OG0000903	XP_010438316.1, XP_010433112.1, XP_010433111.1, XP_010447870.1, XP_010438315.1	XP_009128910.1, XP_033144108.1, XP_009109045.1
OG0000903	XP_010447874.1, XP_010438317.1, XP_010433115.1	XP_009137842.1, XP_009109046.1
OG0000904	XP_010487839.1, XP_010507446.1, XP_019092700.1	XP_009112131.1, XP_009135617.1, XP_009145825.1
OG0000904	XP_010461802.1, XP_010479396.1, XP_010500505.1	XP_009107272.1, XP_009147873.1, XP_009145104.2
OG0000905	XP_010439692.1, XP_010451366.1, XP_010449349.1, XP_010434410.1	XP_009137013.1
OG0000906	XP_010433827.2, XP_010439103.1, XP_010433830.1, XP_019089370.1	XP_009137409.1
OG0000906	XP_019089369.1, XP_019087889.1, XP_010433826.1, XP_010448628.1	XP_033143750.1, XP_009137605.1
OG0000907	XP_010435678.2, XP_010496432.1, XP_010485352.1	XP_009134576.1, XP_009124050.1
OG0000907	XP_010496430.1, XP_010485351.1	XP_033134893.1, XP_033129641.1
OG0000907	XP_010506342.1, XP_010512857.2, XP_010518022.1	XP_009142253.1
OG0000908	XP_010516501.1, XP_010504806.1, XP_010427757.1	XP_009104146.1, XP_009116529.1, XP_009138958.1
OG0000908	XP_010517775.1, XP_010506078.1	XP_009142847.1, XP_009142071.1, XP_009133540.2
OG0000909	XP_010445570.1, XP_010451710.1, XP_010435600.2	XP_033145912.1, XP_009119398.1
OG0000910	XP_010509086.1, XP_010517234.1, XP_010505560.2, XP_010505558.1, XP_010509090.1, XP_010517229.1, XP_010509088.1, XP_010505562.2	XP_009133323.1
OG0000910	XP_010435559.1	XP_009144401.1
OG0000911	XP_010437050.1, XP_010436203.1, XP_010450995.1	XP_009114168.1
OG0000911	XP_010472169.1, XP_010416930.1, XP_010429095.1	XP_033137141.1, XP_033145418.1
OG0000912	XP_010455077.1, XP_010421566.1	XP_009124870.1, XP_009134833.1
OG0000912	XP_010429374.1, XP_010464086.1, XP_010486014.1	XP_009111741.1, XP_009151179.1
OG0000913	XP_019088791.1, XP_010450904.1	XP_009139790.1, XP_009125075.2
OG0000913	XP_010463663.1, XP_010485561.1, XP_010498313.1	XP_009134679.1, XP_009147332.1
OG0000914	XP_010427832.1, XP_010456210.1	XP_009134508.1, XP_009111416.2, XP_009128506.1
OG0000914	XP_019100747.1	XP_009128501.1
OG0000914	XP_010457132.1	XP_009119690.1
OG0000915	XP_010474697.1, XP_010457173.1, XP_010480662.1, XP_010495011.1, XP_010481285.1, XP_010441417.1	XP_009111386.1, XP_033142124.1, XP_009118792.1, XP_009111207.1, XP_009119670.1
OG0000916	XP_010495079.2	XP_009110595.1, XP_033134916.1
OG0000917	XP_010448937.1	XP_009135576.1
OG0000917	XP_010477503.1, XP_010459997.1, XP_010498712.1	XP_009103237.1, XP_009110138.1
OG0000917	XP_010459996.1, XP_010477502.1	XP_009145341.1
OG0000920	XP_010425262.1, XP_019100076.1	XP_033140082.1, XP_009120646.1, XP_009120752.1, XP_033129707.1, XP_033138612.1
OG0000922	XP_010490121.1, XP_010492056.1, XP_010513659.1, XP_010488591.1, XP_010510250.1, XP_010513748.1, XP_010468469.1	XP_009121788.1
OG0000923	XP_010503417.1, XP_010426267.1, XP_019102279.1	XP_009149857.2, XP_033132775.1, XP_009150212.1
OG0000923	XP_010483980.1, XP_010444119.1	XP_009112096.3, XP_033136799.1, XP_009130227.2, XP_009151387.1
OG0000924	XP_010435266.1, XP_010440584.1, XP_010450207.1	XP_009139627.1
OG0000924	XP_010498927.1, XP_010460178.1, XP_010477728.1	XP_009103139.1
OG0000924	XP_010453775.1, XP_010420302.1, XP_019097801.1	XP_009121507.1, XP_009131529.1
OG0000925	XP_019097607.1, XP_010454826.1	XP_009111649.1, XP_033140466.1, XP_009151025.1, XP_009151026.1
OG0000925	XP_010422812.1, XP_010491753.1	XP_009131181.1
OG0000926	XP_010447531.1, XP_010438012.1, XP_010432832.1	XP_009108917.1, XP_009126736.2, XP_009125304.2, XP_009131151.2, XP_009122062.2
OG0000927	XP_010414345.1, XP_019101426.1, XP_010469929.1	XP_009133842.1
OG0000927	XP_010491108.1, XP_010423436.1, XP_010452479.1	XP_009122172.1, XP_009130894.2
OG0000928	XP_010510326.1, XP_010469823.1, XP_010414239.1	XP_009141087.1, XP_009132747.1
OG0000928	XP_010486562.1, XP_010475419.1, XP_010457824.1	XP_009119033.1
OG0000929	XP_019082545.1, XP_010510296.1, XP_010457811.1, XP_019098865.1	XP_009119040.1, XP_009118488.1
OG0000929	XP_010510290.1, XP_010414222.1, XP_010469804.1	XP_009144276.2, XP_009132750.2, XP_009141095.2
OG0000930	XP_019089944.1	XP_033141983.1, XP_009131884.1, XP_033143798.1
OG0000930	XP_010454535.1	XP_009120641.1
OG0000931	XP_010503255.1, XP_010514967.1, XP_010426077.1	XP_009120438.1
OG0000931	XP_010427307.1, XP_010516106.1, XP_010504391.1	XP_009103953.1, XP_009139171.2
OG0000931	XP_010483547.1, XP_010443681.1, XP_010454839.1	XP_009126704.1
OG0000932	XP_010433266.1, XP_010438509.1, XP_010448036.1	XP_009137757.1, XP_009144153.1
OG0000932	XP_010459999.1, XP_010477504.1, XP_010498713.1	XP_009145340.1
OG0000933	XP_010482383.1	XP_009124333.1, XP_009126830.1
OG0000934	XP_010438826.1, XP_010433578.1, XP_010448359.1, XP_019086936.1	XP_033148013.1
OG0000934	XP_010483227.1, XP_010443403.1, XP_010451899.1	XP_009120250.1
OG0000935	XP_010443168.1, XP_010449590.1, XP_010482986.1, XP_010443169.1, XP_010443171.1, XP_010449601.1, XP_010482987.1, XP_010497945.1, XP_010482993.1, XP_010449664.1, XP_010443177.1	XP_009132385.1, XP_009126999.1, XP_033139645.1, XP_009120056.2, XP_009120052.1
OG0000936	XP_010436246.1, XP_010446885.1, XP_010437434.1	XP_033133066.1
OG0000937	XP_010447849.1	XP_033144754.1, XP_033144123.1
OG0000938	XP_010465338.1, XP_010501892.1, XP_010487247.1	XP_033148694.1, XP_009116903.1
OG0000939	XP_010500058.1, XP_010496064.1, XP_010461342.1	XP_009107911.1
OG0000939	XP_010459961.1, XP_010498683.1, XP_010477480.1	XP_033130846.1, XP_033134135.1, XP_033137049.1
OG0000940	XP_019088540.1, XP_010433295.1, XP_010438539.1, XP_010448066.1, XP_019091527.1, XP_010478153.1	XP_009108672.1, XP_009144038.1
OG0000942	XP_010447439.1, XP_010432772.1, XP_010437954.1	XP_009126364.1
OG0000943	XP_019085730.1	XP_009102495.1
OG0000943	XP_010503695.1, XP_010503699.1, XP_010426570.1, XP_010515389.1, XP_010503698.1, XP_010426574.1	XP_009115699.1, XP_009101733.1
OG0000944	XP_010515381.1, XP_010503689.1, XP_019084825.1	XP_009115694.1
OG0000946	XP_010482010.1	XP_009119545.1
OG0000946	XP_010469070.1, XP_010512484.1, XP_010413414.1	XP_009116811.1
OG0000947	XP_010507838.1, XP_010497805.1, XP_010518505.1, XP_010506828.1	XP_033146189.1, XP_009142495.1
OG0000947	XP_010512694.1, XP_010413216.1, XP_010468902.1	XP_033135541.1, XP_033131242.1, XP_009138699.1
OG0000948	XP_010516338.1, XP_010504652.1, XP_010427593.1, XP_010427594.1	XP_009104047.1
OG0000948	XP_010516340.1	XP_009116431.1, XP_009117182.2, XP_009116429.1
OG0000949	XP_010427292.1	NP_001288915.1, XP_018513912.2, XP_033134408.1
OG0000949	XP_010509011.1, XP_010505623.1, XP_010517299.1	XP_009133367.1, XP_009143312.1, XP_009141813.2
OG0000950	XP_010486198.1, XP_010464259.1, XP_010444089.1	XP_009146474.1
OG0000950	XP_010434881.1, XP_010449846.1, XP_010440203.1	XP_033144768.1, XP_009107883.2
OG0000951	XP_010446873.1, XP_010437416.1, XP_010432222.1	XP_009150005.2, XP_009109264.2
OG0000951	XP_010440740.1, XP_010450391.1, XP_010467089.1, XP_010488774.1, XP_019084404.1	XP_009136177.2, XP_009148490.2
OG0000952	XP_010458237.1, XP_010490093.1, XP_010475788.1	XP_009127680.1
OG0000952	XP_010475786.1, XP_010458234.1, XP_010490072.1	XP_009118318.1
OG0000954	XP_010496170.2, XP_010422249.1, XP_019084333.1, XP_019098169.1	XP_033134193.1
OG0000955	XP_010458840.1, XP_010476406.1, XP_010493976.1, XP_019084268.1	XP_009148668.1, XP_033128179.1, XP_033134915.1, XP_009118029.1, XP_018510377.2, XP_009117974.1, XP_018510527.2
OG0000956	XP_010512091.2	XP_009105689.1
OG0000956	XP_010447897.1, XP_010438357.2	XP_033141367.1, XP_009109056.2
OG0000956	XP_019083008.1	XP_009105688.1, XP_009127773.2
OG0000957	XP_010431938.1, XP_010437081.1, XP_010446517.1	XP_009126030.2, XP_009126140.1
OG0000957	XP_019089345.1, XP_010431940.1, XP_019087979.1, XP_010446520.1	XP_009109459.1
OG0000958	XP_010460330.1, XP_019094448.1, XP_010499064.1	XP_033133684.1
OG0000959	XP_010473512.1, XP_019085676.1, XP_019083670.1, XP_010418289.1, XP_010430360.1, XP_010418346.1	XP_009112927.1
OG0000960	XP_010495484.1	XP_033147084.1
OG0000962	XP_010502413.1, XP_010425188.1	XP_009114128.1, XP_009129062.1, XP_009152137.1
OG0000963	XP_010492304.2, XP_010420136.2	XP_009131425.1, XP_009121628.1
OG0000963	XP_010516020.2, XP_010489291.2, XP_010489287.1, XP_010516008.1, XP_010489475.1, XP_010467417.1, XP_010489288.1, XP_019083845.1	XP_009136339.1, XP_009121194.1
OG0000964	XP_019082536.1, XP_010497335.1, XP_010473910.1, XP_010510143.1, XP_010418725.1, XP_010513149.1, XP_019093230.1	XP_033147681.1, XP_033147658.1, XP_033145498.1, XP_033145503.1, XP_033145501.1, XP_033145622.1
OG0000965	XP_010433609.1, XP_010438848.1, XP_010448403.1	XP_009109199.3, XP_009139370.1, XP_009137547.1
OG0000965	XP_010442773.1, XP_010482608.1, XP_010444885.1	XP_033138774.1, XP_009127237.1
OG0000966	XP_010503548.1, XP_010515238.1, XP_010426404.1	XP_009151668.1, XP_009149775.1, NP_001288976.1
OG0000966	XP_010421197.1, XP_019097774.1, XP_010454674.1	XP_009141778.1
OG0000967	XP_010454875.1, XP_010493803.1, XP_010421396.1, XP_010421401.1, XP_010454877.1	XP_009151073.1, XP_009129961.1, XP_018510844.2, XP_033146797.1, XP_009135555.1
OG0000968	XP_010483655.1, XP_010443804.1, XP_010455588.1, XP_010455999.1, XP_010456016.1, XP_010483657.1, XP_010455580.1	XP_033140224.1
OG0000968	XP_019095666.1	XP_018510757.1
OG0000969	XP_010483436.1, XP_010453676.1, XP_010443567.1	XP_009126754.1
OG0000969	XP_010452439.1, XP_010423480.1, XP_010491069.1	XP_009130879.1
OG0000971	XP_010441638.1, XP_010494770.1	XP_009114384.1
OG0000971	XP_010441636.1, XP_010494765.1, XP_010481507.1	XP_009128838.1
OG0000974	XP_010464461.1, XP_010461980.1	XP_033147832.1, XP_009135023.1
OG0000974	XP_010486756.1, XP_010464809.1, XP_010488269.1	XP_033147831.1, XP_009122366.2, XP_033142262.1
OG0000975	XP_010517068.1, XP_010509262.1, XP_010505388.1	XP_009133215.1
OG0000975	XP_010504182.1, XP_010427058.1, XP_010515904.1, XP_010515905.1, XP_010504184.1, XP_010427059.1	XP_009139278.2, XP_009103887.1, XP_009116086.2
OG0000976	XP_019095617.1, XP_010473628.1, XP_010444369.1, XP_019095618.1, XP_010442730.1	XP_009132553.1, XP_009127254.1
OG0000976	XP_010481968.1, XP_019087232.1, XP_010494207.1	XP_009114054.1
OG0000978	XP_010447045.1, XP_010432386.1, XP_010437575.1	XP_009108713.1, XP_009138316.1, XP_009110285.2, NP_001288829.1, XP_009124201.2, XP_009134791.1
OG0000979	XP_010462534.1	XP_033148783.1, XP_033148480.1, XP_033148481.1
OG0000980	XP_010425759.1, XP_010502978.1, XP_010425761.1, XP_010502982.1	XP_009151767.2, XP_009104951.1, XP_009105715.2, XP_009105716.1, XP_009105714.1
OG0000982	XP_019094437.1, XP_010460106.1, XP_010498827.1	XP_009110777.1
OG0000983	XP_010463671.1, XP_010485569.1, XP_010498868.1	XP_018510531.1, XP_009147338.1, XP_009134685.2
OG0000983	XP_010492492.1, XP_010420293.1, XP_010453766.1	XP_009131521.1, XP_033140093.1, XP_009121511.1
OG0000984	XP_010463051.1, XP_010485464.1, XP_010463620.1	XP_009117866.1, XP_009147367.1, XP_009134656.1
OG0000985	XP_010417849.1, XP_010473094.1, XP_010510821.1	XP_009133914.1
OG0000985	XP_010488063.1, XP_010466283.1, XP_010509323.1	XP_009145591.2, XP_033131295.1, XP_033143641.1
OG0000986	XP_010469715.1, XP_010414116.1	XP_018514214.1, XP_009132793.1
OG0000987	XP_010442763.1, XP_010482597.1, XP_010444761.1	XP_009127248.1
OG0000987	XP_010448409.1, XP_010438859.1, XP_010433613.1	XP_009106793.1
OG0000988	XP_010448286.1, XP_010433515.1, XP_010438770.1, XP_010448283.1	XP_009142201.1
OG0000989	XP_010505948.1, XP_010508696.1, XP_010517653.1	XP_018514895.1, XP_009133502.1
OG0000989	XP_010482840.1, XP_010486635.1, XP_010464705.1	XP_009135103.1
OG0000990	XP_019095763.1	XP_033132210.1
OG0000990	XP_019095673.1, XP_010446227.2, XP_019086951.1	XP_009130300.3
OG0000991	XP_010436677.1, XP_010445338.1, XP_010467380.1, XP_019097867.1, XP_019099129.1, XP_019089512.1, XP_010489406.1	XP_033147280.1, XP_033143224.1, XP_033140741.1, XP_033132745.1
OG0000992	XP_019097790.1, XP_019090268.1, XP_019084486.1	XP_009122299.1
OG0000992	XP_019090351.1, XP_019097725.1, XP_019084485.1	XP_009125663.1
OG0000993	XP_010472453.1, XP_010464586.1, XP_010486508.1	XP_018511645.1, XP_009146932.1, XP_009135054.1
OG0000994	XP_010476676.1, XP_010497407.1, XP_010459116.1	XP_009149011.1, XP_009117804.1
OG0000994	XP_010429933.1, XP_010472902.1, XP_010419388.1	XP_009106732.1, XP_009128404.2, XP_009104472.1
OG0000995	XP_010511814.1, XP_010470769.1	XP_009105372.1
OG0000996	XP_019101867.1, XP_010507222.1, XP_010431031.1	XP_033128846.1
OG0000997	XP_010489374.1, XP_019092463.1, XP_010514996.1	XP_033131362.1
OG0000997	XP_010499104.1, XP_010460370.1, XP_010477920.1	XP_009115330.1
OG0000998	XP_010467572.1, XP_010413527.1, XP_019098804.1, XP_010490390.1	XP_033131373.1
OG0000998	XP_010437402.1, XP_010432212.1, XP_010446860.1	XP_009138393.1, XP_009109260.1
OG0000999	XP_019099541.1	XP_033132562.1
OG0000999	XP_019094674.1, XP_019094675.1, XP_010479471.2, XP_010472310.1	XP_009145105.1
OG0001000	XP_010509505.1	XP_009143611.2, XP_033143084.1
OG0001000	XP_010516825.1	XP_009143610.2
OG0001001	XP_010516861.1, XP_010509475.1, XP_010505186.1	XP_009133081.1, XP_009143588.1, XP_033146123.1
OG0001001	XP_010515769.1, XP_010504040.1, XP_010426922.1	XP_009115989.2, XP_009125239.2, XP_009148749.1
OG0001002	XP_010488338.1, XP_010511996.1, XP_010466597.1	XP_009145244.1, XP_009108423.1
OG0001002	XP_010435107.1, XP_010440445.1, XP_010450022.1	XP_033128319.1, XP_018513016.2
OG0001003	XP_010435691.1	XP_009140163.1, XP_009139751.1
OG0001003	XP_010451721.1	XP_009140165.3, XP_009140164.3
OG0001004	XP_010442266.1, XP_010493661.1, XP_010482092.1	XP_009130021.2, XP_033140557.1, XP_009129723.1, XP_009129726.2, XP_009151642.3, XP_033134892.1, XP_009111837.2
OG0001005	XP_010494852.1, XP_010441556.1, XP_010481423.1	XP_009114333.1, XP_009101497.1
OG0001005	XP_010449541.1, XP_010439927.1, XP_010434604.1	XP_009131146.1, XP_009136883.1, XP_009108346.1
OG0001007	XP_010434225.1, XP_010439508.1, XP_010449110.1	XP_009137170.1, XP_009108507.1, XP_033138209.1, XP_009134478.1
OG0001007	XP_010431492.1, XP_010422420.1, XP_010455859.1	XP_033142081.1, XP_009114487.1
OG0001009	XP_010427314.1, XP_010504397.1, XP_010516112.1	XP_009139167.2
OG0001009	XP_019099897.1, XP_019101050.1, XP_019101960.1	XP_009143300.1
OG0001010	XP_010438310.1, XP_010447865.1, XP_010433106.1	XP_009109044.1, XP_009137845.1, XP_009128846.1
OG0001010	XP_010416663.1, XP_010495948.1, XP_010489131.1	XP_009117521.2, XP_009102137.1, XP_009112628.1
OG0001011	XP_019084663.1, XP_019084657.1, XP_019097711.1, XP_019090035.1, XP_019098728.1	XP_033129761.1, XP_018512095.1, XP_033136548.1
OG0001011	XP_010417898.1, XP_010486063.1, XP_010433011.1, XP_010464141.1	XP_033134240.1, XP_033147700.1, XP_033142910.1, XP_033148217.1
OG0001012	XP_010448094.1, XP_010438569.1, XP_010433330.1	XP_009143803.1, XP_009137684.1
OG0001012	XP_010442990.1, XP_010446514.1, XP_010482823.1, XP_010485116.1, XP_010474417.1	XP_009119949.2, XP_009132452.1
OG0001013	XP_010496738.1, XP_010420684.1	XP_009131718.1, XP_009120927.2
OG0001013	XP_019092861.1, XP_019097033.1, XP_019100237.1	XP_009129652.1, XP_009134877.1
OG0001014	XP_010449951.1	XP_009136688.1, XP_009147404.1
OG0001014	XP_010511939.1, XP_010466591.1	XP_009134370.1
OG0001015	XP_010467916.1	XP_018511278.2, XP_033134716.1
OG0001015	XP_010467913.1, XP_010489122.1, XP_010416585.1	XP_033130568.1, XP_033130573.1, XP_009102127.1
OG0001016	XP_019101544.1, XP_010480241.1, XP_010414978.1, XP_010511274.1, XP_010511272.1, XP_010418940.1	XP_033130455.1
OG0001017	XP_010477606.1, XP_010498822.1, XP_010460098.1	XP_009115558.1, XP_009103190.1
OG0001017	XP_019095499.1, XP_019083649.1, XP_010430242.1, XP_019093416.1, XP_019093415.1	XP_009105745.1, XP_009127825.1
OG0001018	XP_010437507.1, XP_010432314.1, XP_010446964.1, XP_010446976.1	XP_009108624.1
OG0001019	XP_010507763.1, XP_010413078.1	XP_009144072.1
OG0001021	XP_010444706.1, XP_010484562.1	XP_033146059.1
OG0001021	XP_010489052.1, XP_010489053.1, XP_010425823.1	XP_009137615.2, XP_009109960.1
OG0001030	XP_010475193.1	XP_009124753.3
OG0001030	XP_019099802.1	XP_009113705.2
OG0001030	XP_010480567.1	XP_033141076.1, XP_033131942.1
OG0001031	XP_010420108.1, XP_010453588.1, XP_010492275.1	XP_009121653.1, XP_033140944.1
OG0001031	XP_010453672.1, XP_010492370.1, XP_010420192.1, XP_010505856.1	XP_033130223.1
OG0001032	XP_010456484.1, XP_010491804.1, XP_010419664.1	XP_009131193.1, XP_009121994.1, XP_033140349.1
OG0001032	XP_010493781.1, XP_010454851.1, XP_010421380.1	XP_033128074.1
OG0001033	XP_010510398.1, XP_010414297.1, XP_010469887.1, XP_010414299.1, XP_010510401.1	XP_009144324.2
