Orthogroup	Camelina_sativa	Raphanus_sativus
OG0003306	XP_010493643.1, XP_010482076.1, XP_010442249.1	XP_018432599.1, XP_018483316.1
OG0003307	XP_010460441.1, XP_010499161.1, XP_010478000.1, XP_010470707.1, XP_010511738.1, XP_010415367.1	XP_018445075.1
OG0003308	XP_010489589.1, XP_010467707.1	XP_018491781.1
OG0003308	XP_010414627.1	XP_018436987.1, XP_018436982.1
OG0003309	XP_010501129.1, XP_010480043.1	XP_018450628.1, XP_018433210.1
OG0003310	XP_010500158.1	XP_018472411.1
OG0003311	XP_010507915.1	XP_018437948.1, XP_018441439.1
OG0003311	XP_010506755.1, XP_010518417.1, XP_010507916.1	XP_018478262.1, XP_018464362.1
OG0003312	XP_019083397.1, XP_010471767.1	XP_018445323.1
OG0003312	XP_010506340.1, XP_010518024.1, XP_010508315.1	XP_018434067.1
OG0003313	XP_010447050.1, XP_010437581.1, XP_010432390.1	XP_018453007.1
OG0003314	XP_010423254.1, XP_010485911.1, XP_010464018.1	XP_018478348.1, XP_018485867.1
OG0003315	XP_010421504.1, XP_010493898.1, XP_010454989.1	XP_018441772.1
OG0003316	XP_010489695.1, XP_019092155.1	XP_018491098.1
OG0003316	XP_010496741.1, XP_010454155.1, XP_010420679.1	XP_018446578.1
OG0003317	XP_010493705.1	XP_018434745.1, XP_018482885.1
OG0003318	XP_010465490.1, XP_010487355.1, XP_010502796.1, XP_010502809.1, XP_010465493.1	XP_018486535.1, XP_018486550.1, XP_018487332.1, XP_018487217.1
OG0003319	XP_010504697.1, XP_010465706.1, XP_010487553.1	XP_018492321.1, XP_018440605.1
OG0003320	XP_010461775.1, XP_010479374.1, XP_010500481.1	XP_018447646.1
OG0003320	XP_010466020.1, XP_010487815.1, XP_010507285.1	XP_018488559.1
OG0003321	XP_010437906.1, XP_010447378.1, XP_010432711.1	XP_018469308.1
OG0003322	XP_010450863.1, XP_010441009.1, XP_010435788.1	XP_018481820.1
OG0003322	XP_010514688.1	XP_018481494.1, XP_018438122.1
OG0003323	XP_010466497.1, XP_010466496.2, XP_010488241.1	XP_018490435.1
OG0003323	XP_010511117.1, XP_010466499.1, XP_010488243.1	XP_018459671.1
OG0003324	XP_010433020.1, XP_010447758.1, XP_010438209.1	XP_018482593.1, XP_018478849.1
OG0003324	XP_010467737.1, XP_010489449.1	XP_018455879.1
OG0003325	XP_010482220.1, XP_010442413.1, XP_010440606.1	XP_018453648.1, XP_018458009.1
OG0003326	XP_019085569.1, XP_010503877.1	XP_018440634.1, XP_018484974.1, XP_018484961.1
OG0003327	XP_010422790.1, XP_010456230.1, XP_010427577.1	XP_018456205.1
OG0003328	XP_010427945.1, XP_010422754.1, XP_010456193.1	XP_018474365.1, XP_018474377.1
OG0003329	XP_010447691.1, XP_010438148.1	XP_018450201.1
OG0003329	XP_010438150.1, XP_010432961.1, XP_010447689.1, XP_010436321.1	XP_018469527.1
OG0003330	XP_010475483.1	XP_018489408.1, XP_018461520.1, XP_018487414.1, XP_018434778.1
OG0003331	XP_010414902.1, XP_010511196.1, XP_010470351.1	XP_018454376.1
OG0003331	XP_010458123.1, XP_019094375.1	XP_018465404.1, XP_018492384.1, XP_018450959.1
OG0003332	XP_010496058.1	XP_018447906.1
OG0003332	XP_010425045.1, XP_010502280.1, XP_010514043.1	XP_018483253.1
OG0003333	XP_010419384.1, XP_019085182.1, XP_019094101.1	XP_018451730.1, XP_018451727.1
OG0003333	XP_010497462.1	XP_018433331.1, XP_018433313.1, XP_018490122.1
OG0003334	XP_010477142.1, XP_010459595.1	XP_018482040.1, XP_018461426.1, XP_018461425.1, XP_018449524.1, XP_018450592.1, XP_018462008.1
OG0003335	XP_010498475.1, XP_010477281.1, XP_010459727.1	XP_018458491.1, XP_018445720.1, XP_018467932.1
OG0003336	XP_010471153.1, XP_010415846.1	XP_018452835.1
OG0003337	XP_010415760.1	XP_018441228.1
OG0003337	XP_010460101.1, XP_010477608.1, XP_010498824.1	XP_018451208.1
OG0003338	XP_010498946.1, XP_010460198.1, XP_010477744.1, XP_010471006.1, XP_010419120.1, XP_010512077.1	XP_018456071.1, XP_018445969.1
OG0003339	XP_010444762.1, XP_019095369.1, XP_010465149.1	XP_018448623.1
OG0003339	XP_010444760.1, XP_010484608.1, XP_010465137.1	XP_018456863.1
OG0003340	XP_010440028.1, XP_010449637.1, XP_010449635.1, XP_010434686.1	XP_018437294.1, XP_018439052.1
OG0003341	XP_010468415.1	XP_018437688.1, XP_018438059.1, XP_018461695.1, XP_018481863.1
OG0003342	XP_019093487.1, XP_010415129.1, XP_010511506.1	XP_018468051.1, XP_018490433.1
OG0003342	XP_010435550.1, XP_010440827.1, XP_010450477.1	XP_018480976.1
OG0003343	XP_010445067.1, XP_010445066.1, XP_010433095.1, XP_010447851.1, XP_019086560.1, XP_010447850.1, XP_010438297.1	XP_018467797.1
OG0003347	XP_019086053.1, XP_010437449.1, XP_010446903.1, XP_019089794.1	XP_018449179.1, XP_018450115.1, XP_018450116.1, XP_018477189.1, XP_018453496.1, XP_018450063.1, XP_018450117.1
OG0003348	XP_019089464.1, XP_019086519.1, XP_019089473.1, XP_019098208.1, XP_019086434.1	XP_018481259.1, XP_018466529.1, XP_018469213.1
OG0003349	XP_010437657.1, XP_010432451.1, XP_010447123.1	XP_018484477.1
OG0003350	XP_010436296.1, XP_019088576.1, XP_010447403.1	XP_018480244.1, XP_018480263.1, XP_018470799.1, XP_018451193.1
OG0003351	XP_010428072.1, XP_019083166.1, XP_010415943.1, XP_010428067.1, XP_010428074.1	XP_018443506.1, XP_018446243.1
OG0003353	XP_010433357.1, XP_019087329.1, XP_010448122.1	XP_018451416.1, XP_018451441.1, XP_018483946.1
OG0003354	XP_019084260.1	XP_018447394.1, XP_018447395.1
OG0003354	XP_010477462.1, XP_019091031.1, XP_010459935.1, XP_010498672.1, XP_010480596.2, XP_019090897.1	XP_018448068.1, XP_018489497.1
OG0003356	XP_010501622.1, XP_010460551.1, XP_010478138.1	XP_018489081.1
OG0003360	XP_019096714.1, XP_019092347.1	XP_018488156.1, XP_018490147.1
OG0003364	XP_019085301.1, XP_019102198.1, XP_019102199.1	XP_018464158.1, XP_018478686.1, XP_018434490.1
OG0003366	XP_019099520.1, XP_010462278.1, XP_010479948.1	XP_018466488.1
OG0003366	XP_010487234.1, XP_010465328.1, XP_010501861.1	XP_018490527.1, XP_018461936.1, XP_018490639.1, XP_018440603.1
OG0003367	XP_019092210.1, XP_010465180.1, XP_010500530.1, XP_010487101.1, XP_010487102.1	XP_018437284.1, XP_018437282.1
OG0003369	XP_010488615.1, XP_010466926.1, XP_010422484.2	XP_018492296.1, XP_018476396.1, XP_018476419.1, XP_018476182.1
OG0003372	XP_010515109.1, XP_010503420.1, XP_010426270.1	XP_018448768.1, XP_018434949.1, XP_018434944.1
OG0003373	XP_010499285.1, XP_010460561.1, XP_010478146.1	XP_018467688.1
OG0003373	XP_010480688.1	XP_018469307.1
OG0003374	XP_010461094.1, XP_010478698.1, XP_010499820.1	XP_018489025.1
OG0003375	XP_010442732.1, XP_010442578.1, XP_010482424.1	XP_018488540.1
OG0003376	XP_010441957.1, XP_010494382.1	XP_018486665.1
OG0003378	XP_010453780.1, XP_010492507.1, XP_010420308.1	XP_018442098.1
OG0003378	XP_010499659.1, XP_010485581.1, XP_010463681.1	XP_018464059.1
OG0003379	XP_010447290.1, XP_010447266.1, XP_010441290.1, XP_010436075.1, XP_010441291.1, XP_010447277.1, XP_010436076.1	XP_018455833.1, XP_018466159.1
OG0003381	XP_010419809.1, XP_010453284.1, XP_010491977.1, XP_010486890.1	XP_018442764.1
OG0003382	XP_010427900.1, XP_010474265.1, XP_010419145.1, XP_010419146.1, XP_010471098.1, XP_010418871.1	XP_018435777.1, XP_018435778.1
OG0003383	XP_019097983.1, XP_019090583.1	XP_018477216.1
OG0003384	XP_010429244.1, XP_019083743.1, XP_010446642.1, XP_010437201.1, XP_019086135.1	XP_018449847.1
OG0003385	XP_010452795.1, XP_010423125.1, XP_010491442.1	XP_018446876.1
OG0003386	XP_019097854.1, XP_019084376.1, XP_010456436.1	XP_018476072.1, XP_018470406.1
OG0003387	XP_010438954.1, XP_010433708.1, XP_010448500.1	XP_018451126.1
OG0003388	XP_010433711.1, XP_010448505.1	XP_018453546.1
OG0003389	XP_010469573.1, XP_010509998.1, XP_010413980.1, XP_010510850.1, XP_010417831.1, XP_010473070.1	XP_018463033.1, XP_018458358.1, XP_018438834.1
OG0003390	XP_019101412.1, XP_010414291.1, XP_010469882.1	XP_018435197.1, XP_018435196.1, XP_018479842.1
OG0003392	NP_001289907.1, XP_010481774.1, XP_010441951.1	XP_018484881.1
OG0003393	XP_010509696.1, XP_010504969.1	XP_018433134.1
OG0003393	XP_010478486.1, XP_010499601.1, XP_010460867.1	XP_018478912.1, XP_018477035.1
OG0003394	XP_010516645.1	XP_018473034.1, XP_018477929.1
OG0003395	XP_010503643.1, XP_010426502.1, XP_010515340.1	XP_018438447.1
OG0003396	XP_010444404.1, XP_010484251.1, XP_010462907.1, XP_010452976.1, XP_010491617.1, XP_010422944.1	XP_018457904.1, XP_018474951.1
OG0003397	XP_010436275.1, XP_019088707.1, XP_010447221.1	XP_018461792.1, XP_018449377.1, XP_018468025.1, XP_018480782.1, XP_018493346.1
OG0003398	XP_010478231.1, XP_019088378.1, XP_019095858.1, XP_010446249.1	XP_018458211.1
OG0003399	XP_010459480.1, XP_010484009.1, XP_010444160.1	XP_018458184.1, XP_018458201.1, XP_018452513.1
OG0003400	XP_010444142.1, XP_010459411.1	XP_018466241.1
OG0003400	XP_010426275.1	XP_018455039.1, XP_018488692.1, XP_018488700.1
OG0003401	XP_010454684.1, XP_010493527.1, XP_010421206.1	XP_018458680.1
OG0003402	XP_010454404.1, XP_010420940.1, XP_010493208.1	XP_018468395.1, XP_018470597.1, XP_018442741.1
OG0003404	XP_010454003.1, XP_010443609.1, XP_010443608.1, XP_010483464.1, XP_019085520.1	XP_018456453.1, XP_018472778.1
OG0003405	XP_010451380.1, XP_010443314.1, XP_010483144.1	XP_018475934.1, XP_018465492.1, XP_018457395.1
OG0003408	XP_010491024.1, XP_010423514.1, XP_010452396.2	XP_018475446.1, XP_018469509.1, XP_018461907.1, XP_018443901.1, XP_018446364.1
OG0003409	XP_010456378.1	XP_018474350.1, XP_018474347.1
OG0003409	XP_019097291.1, XP_019084396.1, XP_019089981.1	XP_018475987.1, XP_018475342.1
OG0003410	XP_010452044.1, XP_010490628.1, XP_010423897.1	XP_018472605.1
OG0003411	XP_019097747.1, XP_010451967.1, XP_010486435.1, XP_010466212.1, XP_010464505.1	XP_018434966.1
OG0003412	XP_010464503.1, XP_010486431.1	XP_018491826.1, XP_018491493.1
OG0003413	XP_010498880.1, XP_019096163.1, XP_010464994.1	XP_018480608.1
OG0003414	XP_010417506.1, XP_010429757.1, XP_010472728.1, XP_010476801.1, XP_010459228.1	XP_018472283.1, XP_018448615.1, XP_018456237.1
OG0003415	XP_010437020.1, XP_010431876.1, XP_010446432.1	XP_018484165.1, XP_018454040.1, XP_018451025.1
OG0003416	XP_010428717.1, XP_010471808.1, XP_010428716.1, XP_010416572.1, XP_010471806.1	XP_018463696.1, XP_018477284.1, XP_018446995.1
OG0003417	XP_010480108.1	XP_018434588.1, XP_018450674.1, XP_018450769.1, XP_018491763.1, XP_018432538.1
OG0003418	XP_010462269.1, XP_010501024.1	XP_018434857.1
OG0003419	XP_010462239.1, XP_010501267.2, XP_019094599.1, XP_010500990.1, XP_010479904.1, XP_010502001.1, XP_010462234.1, XP_010479902.2, XP_010462235.1, XP_010500991.1	XP_018492252.1
OG0003420	XP_019099757.1, XP_010509460.1	XP_018479915.1, XP_018479914.1
OG0003421	XP_010488445.1, XP_010512699.1, XP_010466721.1	XP_018464052.1
OG0003421	XP_010440524.1	XP_018484315.1
OG0003422	XP_010446681.1, XP_010432071.1, XP_010437243.1	XP_018470452.1
OG0003423	XP_010428306.1	XP_018453494.1, XP_018454852.1, XP_018455928.1, XP_018445754.1
OG0003424	XP_010502850.1, XP_010514553.1, XP_010425628.1	XP_018454494.1, XP_018477414.1
OG0003425	XP_010477823.1, XP_010460270.1, XP_010499003.1	XP_018482125.1
OG0003426	XP_010434545.1, XP_019082296.1	XP_018454968.1, XP_018454824.1
OG0003427	XP_010479682.1, XP_010462018.1, XP_010500762.1	XP_018432588.1, XP_018473903.1
OG0003428	XP_010479681.1, XP_010500763.1	XP_018488118.1, XP_018490244.1
OG0003428	XP_010488146.1, XP_019082858.1, XP_019092125.1	XP_018490329.1
OG0003429	XP_010500915.1, XP_010462143.1	XP_018441445.1
OG0003430	XP_010514618.1, XP_010502906.1, XP_010425693.1	XP_018478824.1
OG0003431	XP_010439824.1, XP_010434499.1, XP_010449481.1	XP_018480798.1
OG0003432	XP_010439835.1	XP_018451947.1
OG0003433	XP_010496578.1	XP_018459021.1
OG0003433	XP_010507375.1, XP_010431232.1	XP_018468978.1, XP_018481461.1
OG0003434	XP_010442618.1, XP_010482472.1, XP_010443070.1, XP_010482473.1, XP_010443104.1, XP_010442620.1	XP_018453344.1, XP_018476226.1
OG0003435	XP_010482456.1, XP_010442753.1, XP_010442607.1	XP_018461457.1, XP_018452535.1, XP_018462246.1, XP_018473833.1, XP_018472316.1, XP_018470136.1
OG0003438	XP_010439573.1, XP_010449168.1	XP_018446744.1, XP_018485256.1
OG0003439	XP_010418593.1	XP_018460596.1, XP_018465642.1
OG0003440	XP_010434110.1, XP_010439408.1, XP_010448974.1, XP_010456354.1, XP_010495039.1, XP_010456356.1, XP_010497681.1, XP_010424818.1	XP_018479184.1, XP_018462382.1, XP_018459197.1, XP_018448486.1, XP_018468874.1
OG0003441	XP_010461272.1, XP_010478880.1, XP_010499996.1	XP_018451147.1, XP_018449609.1, XP_018458431.1
OG0003442	XP_010469226.1, XP_010413599.1, XP_010512322.2	XP_018460728.1
OG0003442	XP_010518054.1, XP_010508284.1, XP_010506380.1	XP_018435158.1
OG0003443	XP_010413020.1, XP_010507707.1, XP_010512890.1, XP_010516516.1, XP_010504822.1, XP_010427771.1	XP_018486283.1, XP_018446672.1
OG0003444	XP_010504639.1, XP_010516324.1, XP_010427582.1	XP_018473067.1
OG0003444	XP_010508720.1, XP_010517636.1, XP_010505922.1	XP_018439307.1
OG0003445	XP_010516304.1, XP_010504616.1, XP_010427557.1, XP_019084912.1	XP_018446163.1, XP_018458563.1
OG0003446	XP_010445692.1, XP_010441229.1, XP_010517441.1, XP_010505748.1, XP_010508867.1, XP_010508889.1	XP_018458719.1, XP_018480853.1
OG0003447	XP_010488743.1, XP_010412518.1, XP_010467056.1	XP_018491377.1, XP_018489558.1, XP_018489566.1
OG0003448	XP_010513401.1, XP_010466841.1, XP_010488538.1	XP_018433912.1, XP_018491298.1, XP_018491297.1, XP_018486189.1, XP_018486229.1
OG0003449	XP_010446758.1, XP_010432147.1, XP_010437317.1	XP_018457662.1, XP_018451621.1, XP_018471964.1, XP_018471950.1
OG0003450	XP_010435328.1, XP_010440636.1, XP_010450259.1	XP_018434214.1, XP_018478672.1
OG0003452	XP_010455371.1, XP_010438041.1	XP_018459452.1, XP_018452161.1
OG0003452	XP_010478829.1	XP_018462170.1
OG0003453	XP_010497084.1, XP_010507784.1, XP_010512809.1, XP_019102007.1	XP_018481687.1, XP_018436474.1, XP_018477954.1
OG0003454	XP_010518436.1, XP_010507895.1, XP_010489259.1, XP_010467404.1, XP_010516167.1	XP_018456026.1, XP_018434164.1, XP_018483573.1
OG0003455	XP_010508112.1, XP_010508111.1, XP_010506554.1, XP_010518213.1	XP_018466875.1, XP_018481797.1, XP_018480837.1, XP_018437700.1
OG0003456	XP_010518083.1, XP_010506414.1, XP_010508251.1	XP_018474395.1, XP_018473368.1
OG0003457	XP_010506297.1, XP_010508356.1, XP_010517976.1	XP_018480307.1, XP_018480284.1
OG0003457	XP_019101716.1, XP_010413627.1, XP_010469261.1	XP_018433817.1
OG0003458	XP_010508358.1	XP_018478048.1
OG0003458	XP_010517972.1, XP_010506295.1, XP_010512863.1, XP_010517973.1, XP_010507728.1	XP_018433820.1
OG0003459	XP_010496739.1, XP_010420680.1, XP_010454158.1	XP_018462417.1, XP_018489090.1
OG0003460	XP_019096649.1	XP_018493525.1, XP_018493526.1
OG0003460	XP_010489697.1, XP_010486131.1, XP_010438158.1, XP_010438009.1, XP_010438265.1, XP_019096331.1	XP_018435305.1
OG0003461	XP_010464249.1, XP_010486185.1, XP_010468047.1, XP_010500154.1, XP_010463219.1, XP_010443175.1	XP_018488313.1
OG0003462	XP_010464536.1, XP_010468550.1, XP_010486461.1, XP_010486478.1, XP_010464556.1, XP_010469926.1	XP_018486251.1, XP_018492595.1
OG0003463	XP_019085926.1, XP_010514046.1, XP_010464849.1, XP_010495834.1, XP_010486801.1	XP_018485438.1
OG0003464	XP_010486863.1, XP_010464927.1, XP_010498264.1	XP_018434854.1, XP_018491055.1, XP_018466759.1, XP_018464816.1, XP_018466018.1
OG0003465	XP_010487121.1, XP_010465206.1, XP_010500769.1, XP_010462374.1	XP_018490167.1, XP_018433012.1, XP_018486387.1
OG0003466	XP_010501087.1, XP_010487141.1, XP_010465232.1, XP_010465226.1, XP_010487142.1, XP_010465233.1, XP_010501099.1	XP_018434667.1, XP_018488698.1
OG0003467	XP_010465581.1, XP_019096376.1, XP_010503542.1, XP_010465579.1	XP_018492116.1
OG0003468	XP_010448574.1, XP_010433781.1, XP_010439047.1, XP_010448572.1, XP_010433778.1, XP_010439052.1	XP_018472483.1, XP_018472484.1
OG0003469	XP_010432928.1, XP_010438115.1, XP_010447651.1	XP_018454475.1, XP_018454521.1
OG0003471	XP_010488306.1, XP_010458028.2, XP_010475591.1, XP_010458027.1, XP_010488284.1	XP_018451514.1
OG0003472	XP_010490088.1, XP_010458239.1, XP_010475787.1	XP_018450100.1, XP_018460009.1, XP_018450060.1, XP_018459388.1, XP_018486546.1, XP_018441520.1, XP_018464428.1
OG0003473	XP_010458320.1, XP_010490486.1	XP_018487299.1, XP_018480513.1
OG0003474	XP_010470222.1, XP_010511038.1, XP_010414702.1	XP_018434009.1
OG0003475	XP_010476218.1, XP_010462668.1, XP_010494199.1	XP_018434946.1
OG0003476	XP_010458730.1, XP_010494757.1, XP_010476271.1, XP_010425377.1, XP_010514320.1	XP_018439955.1
OG0003477	XP_010458972.1, XP_010496327.1, XP_010476526.1	XP_018435452.1, XP_018450831.1
OG0003478	XP_010431471.1	XP_018441400.1
OG0003479	XP_010498131.1, XP_010459355.1, XP_010441150.1, XP_010435944.1, XP_019089643.1, XP_010450687.1, XP_019086830.1, XP_019087025.1, XP_010476917.1	XP_018484189.1
OG0003480	XP_010442708.1, XP_010482543.1, XP_010444124.1	XP_018453104.1
OG0003481	XP_010481370.1, XP_010494928.1, XP_010434707.1, XP_010449661.1	XP_018433596.1
OG0003482	XP_010489599.1, XP_010414738.1, XP_010467718.1	XP_018491448.1
OG0003483	XP_010506629.1, XP_010508042.1, XP_010502959.1, XP_010514644.1, XP_010425732.1	XP_018435083.1, XP_018433977.1, XP_018483859.1
OG0003484	XP_010431777.1, XP_010436936.1	XP_018480212.1
OG0003484	XP_019088526.1, XP_019086490.1, XP_019089445.1	XP_018469229.1
OG0003485	XP_010446649.1	XP_018472091.1
OG0003485	XP_010437212.1, XP_010432048.1	XP_018472090.1
OG0003486	XP_010437422.1	XP_018468385.1, XP_018470842.1, XP_018463340.1, XP_018448401.1, XP_018448399.1, XP_018450579.1, XP_018450546.1, XP_018463336.1, XP_018441115.1
OG0003487	XP_019089824.1, XP_019088843.1	XP_018468715.1, XP_018449258.1, XP_018484957.1
OG0003488	XP_010429389.1, XP_010472427.1, XP_010417172.1	XP_018438415.1, XP_018438417.1
OG0003489	XP_010498817.1, XP_010460090.1, XP_010477599.1, XP_010477597.1, XP_010477600.1, XP_010460094.1	XP_018434657.1, XP_018471299.1, XP_018447727.1, XP_018434682.1, XP_018434652.1, XP_018434659.1
OG0003490	XP_019094436.1, XP_010501559.1	XP_018487406.1
OG0003494	XP_019094606.1, XP_019096699.1	XP_018438637.1, XP_018450178.1, XP_018479053.1, XP_018466704.1, XP_018466209.1
OG0003497	XP_010513629.1, XP_010496863.1, XP_010511737.1, XP_010470704.1, XP_010415365.1	XP_018442803.1, XP_018462399.1
OG0003498	XP_019088641.1, XP_010427127.1, XP_019088638.1, XP_010456267.1, XP_019102548.1, XP_010419598.1, XP_019088637.1, XP_019083748.1, XP_019085035.1, XP_019093391.1, XP_010426785.1, XP_010513888.1, XP_019085833.1, XP_010457318.1, XP_019094760.1, XP_010481623.1, XP_019094940.1, XP_019091001.1	XP_018489128.1
OG0003501	XP_010454710.1, XP_010493558.1, XP_010421235.1, XP_019090328.1, XP_010421238.1, XP_010493559.1, XP_010421239.1, XP_010493563.1, XP_010454715.1, XP_019090222.1, XP_019097418.1	XP_018469405.1
OG0003502	XP_010445172.1, XP_010442809.1, XP_010445163.1	XP_018475295.1
OG0003503	XP_019085840.1, XP_019085834.1	XP_018479984.1
OG0003503	XP_019090360.1, XP_019084703.1, XP_019102098.1, XP_019099932.1, XP_019102104.1	XP_018482121.1, XP_018482255.1
OG0003505	XP_010501647.1	XP_018486805.1, XP_018489906.1, XP_018475430.1, XP_018486806.1
OG0003506	XP_019086553.1, XP_010451777.1	XP_018467019.1
OG0003512	XP_010509131.1, XP_010503027.1, XP_010417357.1, XP_010472600.1, XP_010429587.1	XP_018474801.1
OG0003513	XP_010468454.1, XP_010422179.1, XP_019085358.1, XP_010455645.1	XP_018472673.1, XP_018465138.1, XP_018474931.1, XP_018474281.1
OG0003515	XP_010453737.1, XP_010420265.1, XP_010492440.1	XP_018446039.1
OG0003516	XP_010419718.1, XP_019089870.1, XP_010491880.1	XP_018489939.1, XP_018442284.1
OG0003517	XP_010487918.1, XP_010507992.1, XP_010466135.1	XP_018487588.1, XP_018492718.1
OG0003518	XP_010515697.1, XP_010503977.1, XP_010426852.1	XP_018433634.1, XP_018433619.1, XP_018445283.1
OG0003519	XP_010457301.1, XP_010483808.1, XP_010443959.1	XP_018465184.1, XP_018466009.1
OG0003521	XP_010510790.1, XP_010473118.1, XP_010417879.1	XP_018477859.1, XP_018464894.1
OG0003522	XP_010510739.1, XP_010473163.1, XP_010510743.1, XP_010473160.1	XP_018465507.1
OG0003523	XP_010414542.1, XP_010510637.1, XP_010470099.1, XP_010470100.1, XP_010510639.1, XP_010414545.1, XP_010513287.1, XP_019101474.1, XP_010470098.1, XP_010414541.1	XP_018458844.1, XP_018441963.1
OG0003524	XP_019085076.1	XP_018481733.1
OG0003525	XP_010414269.1, XP_010469856.1, XP_010510365.1	XP_018465787.1, XP_018465045.1
OG0003526	XP_010469734.1, XP_010469722.1	XP_018462792.1, XP_018483904.1, XP_018434879.1
OG0003527	XP_010418730.1, XP_010469705.1, XP_010510200.1	XP_018483638.1
OG0003528	XP_010469733.1, XP_010510184.1, XP_010414109.1	XP_018474141.1, XP_018435061.1
OG0003529	XP_010414020.1, XP_010510060.2, XP_010469622.1	XP_018433575.1, XP_018475498.1, XP_018466808.1
OG0003530	XP_010494351.1, XP_010441993.1, XP_010481834.1	XP_018477517.1
OG0003531	XP_019095691.1, XP_010460751.2, XP_010478345.2	XP_018437396.1
OG0003531	XP_010460745.1, XP_010499481.1, XP_010478346.1	XP_018462697.1, XP_018489388.1, XP_018460460.1
OG0003532	XP_010456874.1, XP_010424543.1, XP_010468673.1, XP_010501677.1, XP_010480777.1, XP_010460890.1	XP_018448126.1, XP_018483778.1, XP_018479777.1
OG0003534	XP_010464230.1, XP_010444667.1	XP_018435149.1
OG0003535	XP_010484363.1, XP_019088721.1, XP_010463069.1	XP_018486249.1, XP_018462026.1
OG0003536	XP_010483920.1, XP_010458394.1, XP_010444061.1	XP_018474978.1, XP_018475657.1, XP_018492071.1, XP_018434721.1
OG0003537	XP_019093435.1, XP_019088254.1, XP_010483864.1, XP_010457757.1, XP_010457781.1, XP_010457823.1, XP_010483862.1, XP_010444011.1, XP_019093420.1	XP_018463062.1, XP_018439423.1, XP_018458746.1
OG0003538	XP_010421430.1, XP_010493831.1, XP_010445193.1	XP_018484501.1
OG0003540	XP_010493406.1, XP_010421096.1	XP_018468739.1
OG0003541	XP_010483699.1, XP_010456508.1, XP_010443850.1, XP_010456500.1, XP_010483698.1, XP_010443847.1, XP_010485265.1	XP_018444694.1, XP_018444496.1
OG0003543	XP_010483581.1, XP_010455085.1, XP_010483585.1, XP_010443707.1, XP_010443710.1	XP_018462058.1, XP_018456198.1, XP_018472004.1
OG0003544	XP_010443689.1, XP_010483558.1, XP_010485237.1, XP_010454932.1	XP_018454296.1
OG0003545	XP_010453468.1, XP_010443548.1, XP_010483400.1	XP_018451967.1, XP_018473732.1, XP_018476979.1, XP_018470321.1
OG0003546	XP_010452800.1, XP_010443488.1, XP_010483318.1	XP_018445952.1, XP_018452473.1, XP_018474908.1
OG0003547	XP_010443286.1, XP_010450977.1	XP_018466328.1
OG0003547	XP_010488317.1, XP_010475597.1, XP_010458030.1	XP_018491685.1
OG0003548	XP_010449962.1, XP_010483016.1, XP_010443202.1	XP_018472981.1, XP_018464982.1, XP_018437322.1, XP_018457792.1
OG0003549	XP_010423240.1, XP_010419059.1, XP_010452676.1, XP_019097526.1, XP_010491325.1	XP_018475513.1, XP_018469579.1, XP_018443368.1
OG0003550	XP_010491146.1, XP_010423397.1, XP_010452509.1	XP_018442778.1
OG0003551	XP_010452418.1, XP_010491044.1	XP_018476049.1, XP_018470429.1
OG0003552	XP_010469571.1, XP_010421791.1	XP_018443239.1
OG0003552	XP_010415390.1, XP_010467893.1, XP_010489492.1	XP_018452902.1, XP_018452931.1, XP_018452927.1
OG0003553	XP_010490726.1, XP_010490741.1	XP_018436257.1, XP_018480064.1, XP_018443230.1, XP_018444514.1
OG0003554	XP_010425510.1, XP_010502744.1	XP_018483860.1
OG0003555	XP_010429767.1, XP_010417515.1	XP_018454804.1, XP_018444007.1
OG0003556	XP_010498709.1, XP_010477500.1, XP_010459995.1	XP_018436848.1, XP_018447589.1, XP_018447587.1, XP_018453012.1
OG0003557	XP_010432296.1, XP_010437490.1	XP_018457660.1, XP_018493258.1
OG0003558	XP_010500526.1, XP_010479448.1, XP_019091372.1	XP_018464501.1, XP_018488206.1
OG0003559	XP_010440467.1, XP_010435133.1, XP_010450044.1	XP_018477621.1
OG0003560	XP_010440446.1, XP_010435108.1, XP_010450023.1	XP_018451425.1, XP_018446839.1, XP_018449349.1
OG0003561	XP_010482453.1, XP_010426295.1	XP_018462047.1, XP_018456145.1
OG0003562	XP_010440245.1, XP_010449886.1, XP_010434916.1	XP_018462776.1, XP_018449224.1, XP_018471158.1, XP_018478463.1, XP_018461765.1
OG0003563	XP_010416116.1, XP_010471385.1, XP_010428237.1	XP_018454357.1, XP_018454353.1, XP_018444352.1
OG0003564	XP_019099077.1, XP_010477094.1, XP_010459546.1	XP_018451529.1
OG0003565	XP_010425226.1, XP_010502447.1, XP_010425227.1, XP_010514195.1, XP_010502446.1, XP_010425228.1, XP_010514198.1	XP_018481456.1, XP_018482835.1, XP_018456114.1
OG0003566	XP_010511991.1, XP_010415599.1	XP_018453100.1
OG0003566	XP_010470941.1, XP_010415598.1, XP_010511993.1	XP_018466562.1, XP_018454628.1, XP_018461008.1, XP_018452509.1
OG0003567	XP_010494682.1, XP_010481547.1, XP_010441687.1	XP_018457016.1, XP_018457002.1
OG0003568	XP_010442098.1, XP_010494256.1, XP_010480278.1, XP_010415010.1, XP_010511304.1	XP_018454985.1, XP_018481256.1
OG0003569	XP_010471423.1, XP_010428287.1, XP_010416171.1	XP_018455577.1, XP_018487953.1
