Orthogroup	Odontarrhena_muralis	Erysimum_linariifolium
OG0002684	Om003G120460	El001G028790
OG0002685	Om002G051330	El005G244010
OG0002686	Om004G173370	El001G078540
OG0002687	Om001G029770	El001G014260
OG0002687	Om006G245030	El007G330590
OG0002688	Om006G267570	El003G184900, El001G014850
OG0002688	Om006G245440	El007G330940
OG0002690	Om006G267000, Om006G245960	El007G331500, El007G362080
OG0002691	Om006G261800	El001G018270
OG0002691	Om006G234180	El007G327110
OG0002692	Om004G157620	El001G000570
OG0002692	Om005G178060	El002G083040
OG0002693	Om005G180250	El001G003580, El002G085180
OG0002693	Om004G160520	El001G003590
OG0002694	Om007G293050	El007G360400
OG0002695	Om007G280230	El006G300710
OG0002695	Om005G183210	El002G088110
OG0002696	Om005G185640	El002G090460
OG0002696	Om007G283290	El006G304670
OG0002697	Om002G051140	El005G243810
OG0002698	Om002G044740	El005G237600
OG0002698	Om007G297130	El001G063570
OG0002699	Om004G156870, Om002G044820	El005G237660
OG0002699	Om007G297080	El001G063520
OG0002700	Om002G045560	El005G238490
OG0002701	Om002G049880	El005G242440, El007G347620
OG0002702	Om006G250810	El001G027440
OG0002702	Om008G329930	El006G289180
OG0002704	Om008G336140	El006G293470
OG0002705	Om006G253600	El001G024990
OG0002705	Om008G333280	El006G291430
OG0002706	Om004G131710	El004G232980
OG0002706	Om005G197250	El002G100340
OG0002707	Om004G141160	El004G225650
OG0002707	Om005G199470	El002G102060
OG0002708	Om004G137980	El004G227930
OG0002708	Om005G201610	El002G103950
OG0002709	Om004G135410	El004G229920
OG0002709	Om005G203530	El002G105740
OG0002710	Om005G205410	El002G108040
OG0002710	Om005G206380	El004G223240
OG0002711	Om004G144560	El005G266790, El002G109370
OG0002712	Om005G210530	El004G219500, El002G111900
OG0002713	Om005G210560	El004G219480
OG0002714	Om005G195780	El002G099180
OG0002715	Om008G335830, Om006G275190	El001G036540
OG0002715	Om005G195500	El002G098960
OG0002716	Om005G188890	El002G093330
OG0002717	Om007G298470	El001G064770, El001G064930
OG0002718	Om007G297190	El006G314750, El005G273050
OG0002719	Om006G239420	El001G054610, El001G054720, El007G358870, El001G054630, El001G054650, El001G054710, El007G358880
OG0002720	Om006G257880	El001G021170, El003G175950
OG0002721	Om006G260380	El001G019290
OG0002721	Om006G239060	El001G055370, El001G055400
OG0002722	Om005G209590	El004G220330
OG0002723	Om004G133920	El004G231390
OG0002723	Om005G204700	El002G107150
OG0002724	Om005G202940	El002G105170
OG0002724	Om004G136150	El004G229290
OG0002725	Om002G057080	El005G249020
OG0002725	Om002G057070	El005G249010
OG0002726	Om002G060810	El005G252010
OG0002726	Om003G093780	El002G137910
OG0002727	Om003G094840	El002G136800
OG0002728	Om002G066520	El005G256580
OG0002729	Om002G068340	El005G258370
OG0002730	Om002G069810	El005G260070
OG0002731	Om002G070720	El005G261310
OG0002731	Om003G102190	El003G174120
OG0002732	Om003G095090	El002G136650
OG0002733	Om003G098420	El002G133280, El002G133290
OG0002734	Om008G339900	El006G296690
OG0002735	Om006G254820	El005G270080, El001G015850, El007G347040
OG0002736	Om008G334650	El006G292290
OG0002736	Om006G253880	El001G024810
OG0002737	Om008G329140	El006G288690
OG0002737	Om003G119290	El001G027770
OG0002738	Om008G362730, Om004G135450, Om008G362740	El007G366770
OG0002739	Om006G259500	El001G020020
OG0002739	Om006G230820	El007G323770
OG0002740	Om003G123360, Om003G123350	El001G030760
OG0002741	Om005G201440	El004G219310
OG0002741	Om004G147080	El002G112000
OG0002743	Om001G031070	El003G149080
OG0002743	Om001G031110	El003G149070
OG0002745	Om005G190950, Om005G190960	El002G095140
OG0002746	Om005G193830	El002G097500
OG0002746	Om006G273940	El001G038550
OG0002748	Om004G166360	El001G072260
OG0002749	Om003G119030	El007G335510, El007G335550
OG0002750	Om005G213150	El004G216860, El004G216420, El004G216510, El004G216680, El004G216500, El003G186920
OG0002753	Om001G022380	El003G155630
OG0002754	Om001G023760	El003G154710
OG0002754	Om002G087900	El005G278580
OG0002755	Om001G028310	El003G151190
OG0002757	Om001G032800	El003G147960
OG0002758	Om001G033730	El005G274110
OG0002760	Om007G276790	El003G159660
OG0002761	Om005G225420	El004G202610
OG0002762	Om005G223750	El004G199080
OG0002762	Om005G190640	El002G094900
OG0002763	Om005G195540	El002G098990
OG0002764	Om005G193700	El002G097400
OG0002764	Om006G273760	El001G038750
OG0002765	Om006G271710	El001G041700
OG0002765	Om004G167630	El001G073390
OG0002766	Om007G314260	El003G186090
OG0002767	Om005G225810	El004G196520
OG0002767	Om005G192280	El002G096310
OG0002768	Om006G250360	El007G335290
OG0002769	Om002G051970, Om002G051980	El005G244600
OG0002770	Om003G111920	El007G343510
OG0002771	Om006G232170	El007G325180
OG0002772	Om006G233690	El007G326680
OG0002772	Om004G167030	El001G072820
OG0002773	Om004G168820, Om004G168770	El001G074300
OG0002773	Om006G236440	El007G329140
OG0002774	Om001G005210	El003G165960
OG0002774	Om008G356980	El007G361760
OG0002775	Om001G005390	El003G165830
OG0002775	Om008G356880	El007G361630
OG0002776	Om001G007460	El003G164500
OG0002776	Om001G007450	El003G164510
OG0002777	Om001G008140	El003G163920, El003G163930
OG0002778	Om001G006980	El006G315620, El006G315680, El006G315670, El006G315600
OG0002779	Om001G012920	El002G122280, El002G122260
OG0002780	Om001G014540	El002G125070, El002G125060
OG0002781	Om001G038440	El003G144640
OG0002782	Om001G039650	El003G143540
OG0002783	Om001G041150	El003G142360
OG0002784	Om008G362160	El007G366350
OG0002785	Om003G106070	El003G182730
OG0002785	Om002G077980	El005G271310
OG0002786	Om004G139510, Om002G077800, Om001G029450	El005G271090
OG0002787	Om003G106580	El003G183460
OG0002788	Om002G071780	El005G264070
OG0002789	Om002G071170	El005G261870
OG0002789	Om003G102480	El003G174430
OG0002790	Om002G070590	El005G261140
OG0002790	Om002G070610	El005G261160
OG0002791	Om003G101580	El003G173020
OG0002791	Om002G069720	El005G260000
OG0002792	Om007G316750	El003G190810
OG0002793	Om008G320090	El006G280890
OG0002793	Om003G127760	El001G034430
OG0002794	Om003G125810	El006G283130, El001G032610
OG0002795	Om003G124940	El001G032030
OG0002796	Om008G324990	El006G285300
OG0002797	Om003G121020	El001G029310
OG0002797	Om008G326850	El006G286840
OG0002798	Om008G327430	El006G287510
OG0002798	Om003G120540	El001G028860
OG0002799	Om004G176720	El001G081610
OG0002800	Om004G174080	El001G079090
OG0002800	Om004G174110	El001G079130
OG0002801	Om006G242580	El001G011750
OG0002802	Om006G242930	El001G012040, El001G058930
OG0002803	Om006G266300	El001G016500
OG0002803	Om006G247160	El007G332480
OG0002804	Om006G258890	El001G020390, El007G323250
OG0002805	Om007G282270	El006G303140
OG0002806	Om005G179090	El002G084000
OG0002806	Om004G158840	El001G001830
OG0002807	Om004G160720	El001G003760
OG0002808	Om007G279420, Om007G279410	El006G299770
OG0002809	Om007G280580	El006G301090
OG0002810	Om005G184140	El002G089040
OG0002810	Om007G281200	El006G301820
OG0002812	Om007G284670	El006G307010
OG0002813	Om002G042450	El005G235320
OG0002813	Om007G301390	El001G067100
OG0002814	Om007G299550	El001G065770
OG0002814	Om002G043490	El005G236370
OG0002815	Om002G044830	El005G237670
OG0002815	Om007G297030	El001G063490
OG0002816	Om002G045890	El005G238780
OG0002817	Om002G046040	El005G238940
OG0002817	Om007G295770	El001G062190
OG0002818	Om002G046980	El008G369160, El005G239850
OG0002819	Om007G295120	El001G061460
OG0002819	Om002G048670	El005G241360, El004G208960
OG0002821	Om002G049510	El005G242120
OG0002822	Om002G046350	El005G239190
OG0002823	Om006G255600	El001G023270
OG0002823	Om008G337460	El006G294600
OG0002824	Om006G254050	El001G024570
OG0002824	Om008G334860	El006G292430
OG0002825	Om004G130210	El004G234250
OG0002825	Om005G196210	El002G099570
OG0002826	Om004G131270	El004G233410
OG0002826	Om005G196940	El002G100090
OG0002827	Om005G198760	El002G101590
OG0002827	Om004G142370	El004G224750
OG0002828	Om005G198790	El002G101630
OG0002828	Om004G142330	El004G224800
OG0002829	Om005G199440, Om005G199430	El002G102030
OG0002829	Om004G141650	El004G225420
OG0002830	Om004G139310	El004G227110
OG0002831	Om004G138970	El004G227310
OG0002831	Om005G200810	El002G103110
OG0002832	Om005G202620	El002G104900
OG0002832	Om004G136520	El004G229080
OG0002833	Om005G202630	El002G104910
OG0002833	Om004G136510	El004G229090
OG0002834	Om004G144470	El002G109260
OG0002834	Om005G208000	El004G221810
OG0002835	Om005G209680	El004G220280
OG0002835	Om004G146400	El002G111040
OG0002836	Om005G210220	El004G219730, El002G111880
OG0002837	Om005G210950	El004G219180
OG0002838	Om001G006670, Om002G051050	El003G160480
OG0002840	Om001G040750	El003G142660
OG0002840	Om004G155980	El006G321040
OG0002841	Om007G279460	El006G299660
OG0002841	Om005G182370	El002G087280
OG0002842	Om005G180110, Om005G180130	El002G085040, El004G210630
OG0002844	Om007G300560, Om007G300550	El001G066560
OG0002845	Om007G295280	El001G061710
OG0002846	Om007G303550	El007G345300
OG0002847	Om004G132130	El004G232590
OG0002847	Om002G056780	El005G248720
OG0002848	Om006G239100	El001G055320
OG0002849	Om006G260470	El001G019160
OG0002849	Om006G238920	El001G055610
OG0002850	Om006G236350	El005G265700
OG0002851	Om006G238240	El001G056360
OG0002851	Om006G261280	El001G018520
OG0002852	Om006G238130	El001G056450
OG0002853	Om004G152780, Om004G152760	El007G328960, El007G329000
OG0002854	Om006G247310	El004G207780, El004G207740
OG0002855	Om002G042780	El005G235660
OG0002855	Om006G247440	El007G332750, El007G335530
OG0002856	Om006G247470	El001G016580, El007G332780
OG0002857	Om006G259130	El001G020240
OG0002859	Om006G245760	El007G331230, El001G015320
OG0002860	Om001G032850	El003G147930
OG0002860	Om002G082200	El005G273490
OG0002861	Om005G179190	El002G084100
OG0002861	Om005G206880	El004G222780
OG0002862	Om004G139540	El004G226970
OG0002863	Om004G130930	El004G233640
OG0002863	Om005G196710	El002G099950
OG0002864	Om003G090410	El002G140480
OG0002864	Om002G057700	El005G249400
OG0002865	Om003G090970	El002G140050
OG0002865	Om002G058150	El005G249770
OG0002866	Om002G058560	El005G250070
OG0002866	Om003G091270	El002G139870
OG0002867	Om002G058730	El005G250220
OG0002867	Om003G091480	El002G139750
OG0002868	Om002G060820	El005G252020
OG0002869	Om003G096560	El002G135050
OG0002869	Om002G068310	El005G258340
OG0002870	Om006G248710	El004G194480
OG0002871	Om007G280550	El005G272660
OG0002872	Om001G008150	El003G163910, El005G273840
OG0002873	Om001G025790	El003G152820
OG0002873	Om002G086160	El005G277270
OG0002874	Om005G177520, Om007G275560	El002G125460
OG0002875	Om002G068360	El005G258380
OG0002876	Om003G096250	El002G135330
OG0002876	Om003G098370	El002G133320
OG0002877	Om006G252490	El001G025910
OG0002877	Om008G332170	El006G290710
OG0002878	Om008G329300	El006G288830
OG0002878	Om003G119180	El001G027710
OG0002879	Om003G120150	El001G028480
OG0002879	Om008G328200	El006G288020
OG0002880	Om003G120450	El001G028780
OG0002880	Om004G171200	El001G076490
OG0002881	Om003G120940	El001G029230, El001G029240
OG0002882	Om008G357970	El007G363140
OG0002885	Om002G063510	El005G253860, El003G170380
OG0002886	Om007G298510	El001G064950, El001G064780, El001G064940
OG0002887	Om007G296100	El001G062510, El001G066880
OG0002890	Om002G088470	El005G279170
OG0002890	Om001G022550	El003G155550
OG0002891	Om001G026250	El003G152590
OG0002892	Om004G148590	El006G315440
OG0002892	Om001G028680	El003G150920
OG0002893	Om001G028920	El003G150720
OG0002894	Om006G268780	El001G012650
OG0002894	Om001G029590	El003G150110
OG0002895	Om001G030150	El003G149730
OG0002896	Om001G031370	El003G175600, El003G148930
OG0002897	Om001G033250, Om001G033240	El003G147680
OG0002898	Om002G062900	El005G253390
OG0002899	Om008G338580	El006G295580
OG0002900	Om008G338290	El006G295360
OG0002900	Om007G276280	El003G170390
OG0002901	Om005G189330	El002G093720
OG0002901	Om005G221640	El004G200460
OG0002902	Om005G223730	El004G199100
OG0002903	Om005G195830, Om005G195820, Om007G305780	El002G099220, El002G099240
OG0002904	Om005G195160	El002G098740
OG0002904	Om002G087120	El001G036860
OG0002905	Om006G269920	El001G043170
OG0002906	Om005G226660	El004G195790, El003G192500
OG0002907	Om006G249330	El007G334240, El003G158630
OG0002909	Om002G053690	El005G245990
OG0002909	Om004G172520	El001G077780
OG0002910	Om004G170400	El001G075600
OG0002910	Om002G055210	El005G247340
OG0002911	Om002G056120	El005G248210
OG0002911	Om007G302130	El001G067770
OG0002912	Om003G115360	El007G338960
OG0002912	Om004G145600	El002G111380
OG0002913	Om003G116110	El007G337930
OG0002914	Om003G118210	El007G336120, El003G157890
OG0002915	Om006G248150, Om006G248030	El007G333500, El007G333360
OG0002916	Om004G149230, Om004G148230	El002G112810, El002G113060
OG0002917	Om004G162910	El001G069570, El001G051680
OG0002918	Om006G237660	El001G056900
OG0002919	Om004G168370	El001G074050
OG0002919	Om004G168360	El001G074040
OG0002920	Om006G235920	El007G328620
OG0002921	Om001G000160	El003G169750
OG0002921	Om008G362540	El007G366540
OG0002922	Om001G000680	El003G169180
OG0002924	Om008G352030	El001G006670, El003G162750
OG0002925	Om001G009780	El003G162550
OG0002926	Om001G011850	El002G120620, El001G008790
OG0002927	Om008G346410	El001G009400
OG0002927	Om001G012490	El002G121780
OG0002928	Om001G013220	El002G122610
OG0002928	Om005G205910	El004G223620
OG0002929	Om001G013520	El002G123420
OG0002929	Om005G204780	El002G107360
OG0002930	Om008G340690	El006G297930
OG0002931	Om001G034890, Om001G034900	El003G146660
OG0002932	Om001G037170	El003G145160
OG0002932	Om004G152100	El006G318400
OG0002933	Om001G038130	El003G144720
OG0002934	Om001G038930	El007G337960
OG0002935	Om004G151940	El006G321080
OG0002936	Om001G040850	El003G142560
OG0002937	Om001G040980, Om001G040970	El003G142450
OG0002937	Om001G041020	El003G142440
OG0002938	Om001G041510	El003G142000
OG0002938	Om004G156600	El006G321710
OG0002939	Om003G092340	El001G011010, El001G006850
OG0002942	Om002G072800	El005G265640
OG0002943	Om007G317950	El003G192270, El003G192320
OG0002944	Om003G128120	El001G034770
OG0002944	Om008G319440	El006G280380
OG0002945	Om005G196470, Om002G043780	El002G099750
OG0002946	Om008G321020	El006G281740
OG0002946	Om003G126830	El001G033680
OG0002947	Om008G322850	El006G283620
OG0002948	Om008G323360	El001G055220
OG0002949	Om008G323380	El006G284230
OG0002949	Om008G323370	El004G205200, El004G205230
OG0002950	Om006G229040	El007G322010
OG0002950	Om006G257270	El001G021700
OG0002951	Om008G324340	El006G284930
OG0002952	Om008G324830	El006G285190
OG0002952	Om003G123910	El001G031240
OG0002953	Om008G325130	El006G285380
OG0002954	Om003G123800	El001G031120
OG0002954	Om008G325210	El006G285450
OG0002955	Om004G176770	El001G081670
OG0002955	Om002G051350	El005G244030
OG0002956	Om006G242850	El001G059010
OG0002956	Om006G243020	El001G058850
OG0002957	Om006G245190	El007G330710
OG0002958	Om006G244470, Om006G244440, Om008G341360, Om008G341350, Om006G244450, Om008G358580	El001G057220, El001G057250
OG0002959	Om004G165630	El001G071650
OG0002960	Om006G230750	El007G323690
OG0002961	Om006G229690	El007G322630
OG0002962	Om004G156990, Om004G156970	El002G114540, El002G114530
OG0002963	Om008G354200, Om008G354130, Om004G158530	El001G001460
OG0002963	Om005G178750	El002G083710
OG0002964	Om004G159690	El001G002820
OG0002964	Om004G159700	El001G002830
OG0002965	Om007G292980	El007G360320
OG0002966	Om007G292770	El007G360120
OG0002967	Om005G181180	El002G086000
OG0002968	Om005G181200	El002G086060
OG0002968	Om007G277570	El007G359820
OG0002969	Om005G181620	El002G086530
OG0002969	Om007G278390	El006G298630
OG0002970	Om007G278500	El006G298800
OG0002970	Om005G181510	El002G086640
OG0002971	Om005G181520	El002G086630
OG0002972	Om005G182410	El002G087300
OG0002972	Om007G279400	El006G299780
OG0002973	Om005G183640	El002G088590
OG0002973	Om007G280830	El006G301330
OG0002974	Om007G283160	El006G304390
OG0002974	Om005G185420	El002G090240
OG0002975	Om001G029910	El003G149870
OG0002976	Om007G301250	El001G066980
OG0002976	Om002G042550	El005G235420
OG0002977	Om002G042620	El005G235500
OG0002977	Om007G301010	El001G066800
OG0002978	Om006G247190	El007G332510
OG0002979	Om003G117430	El007G336770
OG0002980	Om002G047350	El005G240180
OG0002981	Om002G048640	El005G241320, El001G061410
OG0002982	Om008G337390	El006G294550
OG0002982	Om006G255590	El001G023280
OG0002983	Om008G336790	El006G294040
OG0002983	Om006G255080	El001G023720
OG0002984	Om008G336730	El006G294010
OG0002984	Om008G336740	El006G308160
OG0002985	Om006G254710	El006G293370
OG0002986	Om008G343030, Om004G162030	El001G011130
OG0002987	Om005G197020	El002G100160
OG0002988	Om004G138030	El004G227990
OG0002988	Om005G201660	El037G374530, El002G104000
OG0002990	Om005G210760	El002G112010
OG0002991	Om007G286510, Om007G286520	El003G159000, El003G158990
OG0002992	Om005G190470	El002G094780, El007G352850, El007G353080, El007G353280
OG0002993	Om005G187860, Om003G105910	El002G092430, El007G344720, El002G114060, El002G114020
OG0002994	Om001G019280	El002G087170
OG0002995	Om005G180200	El002G085110
OG0002996	Om007G294450	El001G051310
OG0002997	Om007G303310	El001G047370
OG0002998	Om004G169680	El001G074930
OG0002998	Om002G055840	El005G248020
OG0002999	Om004G171560	El001G076840
OG0002999	Om008G333130	El004G224780
OG0003000	Om006G236920, Om001G028230, Om002G074790	El003G191250, El007G329650
OG0003001	Om006G235720	El007G328460
OG0003001	Om004G169280	El001G074620
OG0003002	Om008G340890, Om006G245180	El007G330700
OG0003003	Om005G198510	El002G101450
OG0003003	Om004G142600	El004G224460
OG0003004	Om003G092840	El002G138840
OG0003004	Om002G059900	El005G251180
OG0003005	Om003G100780	El003G172150
OG0003005	Om002G062940	El005G253400
OG0003006	Om003G100310	El003G171520
OG0003006	Om002G063460	El005G253760
OG0003007	Om003G100140	El003G171390
OG0003007	Om002G063480	El005G253830
OG0003008	Om003G099120	El002G132540
OG0003008	Om002G065210	El005G255470
OG0003009	Om002G066940	El005G257090
OG0003009	Om003G097710	El002G134090
OG0003010	Om003G096150	El002G135430
OG0003010	Om002G068630	El005G258720, El002G089400
OG0003011	Om002G072470, Om006G253400	El005G265040, El005G265100
OG0003012	Om002G073660	El005G267400
OG0003013	Om001G033660	El003G147390
OG0003014	Om002G084850	El003G173380, El003G179040, El005G275570
OG0003014	Om001G028320	El007G348450
OG0003014	Om003G104830	El005G259140
OG0003015	Om002G087410	El005G278150
OG0003015	Om001G024430	El003G154230
OG0003016	Om003G095590	El002G136120
OG0003016	Om002G069270	El005G259340
OG0003017	Om003G121110	El001G029380
OG0003017	Om003G095720	El002G135950
OG0003018	Om006G252250	El001G026130
OG0003018	Om008G332020	El006G290550
OG0003019	Om002G060150	El005G251400
OG0003019	Om003G093200	El002G138380
OG0003020	Om008G324040	El006G284780
OG0003020	Om003G124250	El001G031560
OG0003021	Om003G097970, Om003G097990	El004G213900
OG0003022	Om003G125580, Om003G125590	El001G040760, El003G188600
OG0003025	Om007G286770, Om007G286750	El003G158810
OG0003028	Om001G039220, Om002G082330, Om002G082340	El004G209370, El003G143890, El001G006970
OG0003030	Om008G359440	El007G342370
OG0003031	Om001G012220, Om001G012730, Om001G020620	El001G049140
OG0003033	Om001G023390	El003G155070
OG0003033	Om002G087960	El005G278650
OG0003036	Om001G032340	El003G148280
OG0003036	Om002G081370	El005G272740
OG0003037	Om001G033430	El003G147550
OG0003039	Om005G219900	El004G201800
OG0003040	Om005G220050	El004G201610, El004G201650
OG0003041	Om005G189370	El002G093750
OG0003042	Om006G270890	El001G042860
OG0003042	Om007G316840	El003G190940
OG0003043	Om005G215230	El004G212690
OG0003044	Om005G191640, Om008G342460	El002G095760
OG0003044	Om005G225100	El004G197580
OG0003046	Om003G114970	El007G339690
OG0003046	Om001G021680, Om002G075500	El003G156130
OG0003047	Om006G233180	El007G326150
OG0003047	Om004G166780	El001G072600
OG0003048	Om006G233930	El007G326880
OG0003049	Om008G362020	El007G366280
OG0003050	Om008G352040	El001G006710
OG0003050	Om001G009500, Om001G009530	El003G162740
OG0003051	Om001G009890	El003G162460
OG0003051	Om008G352820	El001G007100
OG0003052	Om008G345750	El001G009940
OG0003052	Om001G013420	El002G123120
OG0003053	Om008G343180	El001G011450
OG0003053	Om001G014860	El006G301510
OG0003054	Om007G287190	El002G130190
OG0003055	Om007G288550	El002G113880
OG0003056	Om008G340750	El006G298090
OG0003056	Om007G288630	El002G113930
OG0003057	Om001G034980	El003G146600
OG0003057	Om002G084320	El005G275170
OG0003058	Om004G152190	El006G318290
OG0003058	Om001G037060	El003G145200
OG0003059	Om008G339200	El006G296000
OG0003059	Om008G357230	El007G361920
OG0003060	Om008G354520	El001G005080
OG0003061	Om008G362560	El007G366560
OG0003062	Om003G106080	El003G182720
OG0003062	Om002G078030	El005G271300
OG0003063	Om002G074430	El005G268140
OG0003063	Om003G104330	El003G178200
OG0003064	Om002G072100, Om003G099860	El005G264760, El003G175160
OG0003065	Om002G070040	El005G260370
OG0003066	Om005G227050	El004G195180
OG0003066	Om003G128830	El004G202720
OG0003067	Om008G322230	El006G283040
OG0003067	Om003G125870	El001G032660
OG0003068	Om003G124120	El001G031390
OG0003070	Om006G242640	El001G011840, El001G059170
OG0003071	Om006G244650	El001G014080
OG0003072	Om006G245150	El007G330680
OG0003073	Om002G048140	El005G240810
OG0003074	Om006G259940	El001G019670
OG0003075	Om006G231150	El007G324080
OG0003075	Om006G259700	El001G019740
OG0003076	Om006G230120	El007G323120
OG0003077	Om001G035610	El003G146160
OG0003077	Om006G229210	El001G000300
OG0003078	Om006G229160	El007G322150
OG0003078	Om006G257500	El001G021500
OG0003080	Om007G280260	El006G300740
OG0003080	Om005G183230	El002G088130
OG0003081	Om006G236700	El007G329410
OG0003081	Om007G281390	El006G302100
OG0003083	Om005G184950	El002G089800
OG0003083	Om007G282310	El006G303190
OG0003084	Om007G284410	El006G306330, El006G306320
OG0003085	Om007G284840	El006G307320
OG0003086	Om007G302030	El001G067690
OG0003087	Om002G044700	El005G237540
OG0003088	Om002G046830	El005G239730
OG0003089	Om002G047990	El005G240680, El001G050720
OG0003090	Om002G048750, Om002G048740	El005G241420, El005G241430
OG0003091	Om006G256870	El001G022040
OG0003093	Om004G130220	El004G234240
OG0003093	Om005G196220	El002G099580
OG0003094	Om005G198160	El002G101130
OG0003095	Om005G198400	El007G343840
OG0003096	Om005G205520	El007G356950
OG0003097	Om004G144880	El002G109700
OG0003097	Om005G208380	El004G221370
OG0003098	Om005G195350, Om005G195360, Om005G195320, Om005G195330	El002G098870
OG0003099	Om006G258750	El001G020450
OG0003100	Om007G281570	El006G302200
OG0003100	Om005G184360	El002G089260
OG0003101	Om007G300660	El001G066610
OG0003101	Om002G042750	El005G235630
OG0003102	Om004G160860, Om001G030780	El001G067820, El001G067830
OG0003103	Om006G236630	El007G329350
OG0003103	Om004G168490	El001G074130
OG0003104	Om006G236360	El005G265710
OG0003105	Om006G263790	El001G017420, El001G017430
OG0003106	Om006G229300	El007G322320
OG0003106	Om006G257570	El001G021440
OG0003107	Om006G235560	El007G328280
OG0003108	Om006G242590	El001G059220
OG0003109	Om004G141640, Om004G141630, Om004G141620	El004G212780, El004G225430
OG0003110	Om004G131470	El004G233200
OG0003110	Om003G089370	El002G141550
OG0003111	Om002G057580	El005G249350, El002G140600
OG0003112	Om002G050800	El005G243440
OG0003113	Om002G061480	El005G252500, El005G252490
OG0003114	Om002G066610	El005G256680
OG0003116	Om002G072450	El005G265020
OG0003117	Om003G104350	El003G178310
OG0003118	Om004G159270	El001G002330
OG0003119	Om002G082520	El005G273670
OG0003120	Om001G033180	El003G147710
OG0003121	Om002G058470	El005G249990
OG0003121	Om003G091120	El002G139970
OG0003122	Om008G339600	El006G296350
OG0003122	Om007G291330	El002G117340, El002G117320
OG0003123	Om006G254500	El001G024170
OG0003125	Om001G021210	El005G254010
OG0003127	Om005G226490	El004G195910
OG0003128	Om001G001610	El004G208970, El004G203110
OG0003128	Om001G001680	El004G203100, El004G203250, El004G203200, El004G201910
OG0003133	Om003G108040, Om003G107950	El007G355480
OG0003139	Om001G023960	El003G154530
OG0003139	Om001G024460	El003G153880, El003G153450
OG0003141	Om001G032590	El003G148100
OG0003142	Om001G034300	El003G147000
OG0003142	Om002G083730	El005G274630
OG0003143	Om007G275760	El003G171140
OG0003144	Om005G189600	El002G093920
OG0003144	Om003G110360, Om005G221180	El004G200640
OG0003145	Om005G189620	El002G093940
OG0003146	Om006G274680	El001G037280
OG0003146	Om005G194740	El002G098530
OG0003147	Om006G271760	El001G041670
OG0003148	Om007G317450	El003G191810, El001G042080
OG0003149	Om006G232930	El001G037580, El001G037190
OG0003150	Om006G269440	El001G045030
OG0003152	Om005G227850	El004G194660
OG0003153	Om005G227840	El004G194670
OG0003154	Om007G318090	El003G192430
OG0003154	Om005G226450	El004G195930
OG0003155	Om004G172280	El001G077440
OG0003157	Om003G117100	El007G336960
OG0003157	Om001G018820	El003G157610
OG0003158	Om004G165890	El001G071880
OG0003159	Om001G005960	El003G165430
OG0003160	Om008G341950	El007G357720
OG0003160	Om007G287400	El002G113250
OG0003161	Om001G039160	El004G212140, El004G212330
OG0003163	Om008G354220	El001G005250
OG0003163	Om001G008160	El003G163900
OG0003164	Om003G104110	El003G177750
OG0003164	Om002G073860	El005G267580
OG0003165	Om004G132510, Om007G303950	El004G216330, El004G232260
OG0003166	Om003G126500	El001G033390
OG0003167	Om008G322090	El006G282910
OG0003168	Om002G051380, Om002G051370	El005G244080, El005G244060, El005G244050
OG0003169	Om002G052200	El005G244760
OG0003169	Om004G175320	El001G080200
OG0003170	Om006G230930	El007G323860
OG0003171	Om004G158680	El001G001650
OG0003172	Om004G158760	El001G001720
OG0003173	Om004G160450	El001G003530, El001G003520
OG0003174	Om007G302310	El001G004040
OG0003174	Om005G180450	El002G085350
OG0003175	Om005G182000	El002G086940
OG0003175	Om007G278970	El006G299310
OG0003177	Om007G282500	El006G303460, El006G303440, El006G303450
OG0003178	Om007G301720	El001G067440
OG0003179	Om002G042070	El005G234940
OG0003179	Om007G301830	El001G067540
OG0003180	Om007G303250	El001G047710
OG0003180	Om002G046490	El005G239390
OG0003181	Om002G047650	El005G240450
OG0003182	Om004G176840	El001G081740
OG0003183	Om008G332320	El003G171610, El006G290810
OG0003184	Om008G337660	El006G294750, El006G294760
OG0003186	Om005G200160	El002G102670
OG0003187	Om004G136860	El004G228780
OG0003187	Om005G202340	El002G104540
OG0003188	Om005G202780	El002G105040
OG0003189	Om005G202800	El002G105060, El002G106680, El002G105070
OG0003190	Om004G134590	El004G230610
OG0003190	Om005G204190	El002G106260
OG0003191	Om007G297700	El004G229630, El004G229640
OG0003192	Om007G294260	El001G050850
OG0003192	Om005G199490	El002G102270
OG0003193	Om005G212300	El004G217770, El002G112780
OG0003194	Om001G027240	El003G151930
OG0003195	Om004G153620	El006G320170
OG0003195	Om004G155760	El006G320520
OG0003196	Om005G195610	El002G099050
OG0003197	Om005G225370	El004G197310, El004G197880
OG0003197	Om005G191820	El002G095870
OG0003198	Om005G186950	El002G091680
OG0003198	Om005G216370	El004G209290
OG0003199	Om002G081040, Om002G080210	El005G272400, El005G272420
OG0003200	Om005G186430	El002G091160, El007G360920
OG0003201	Om005G181850	El002G086770
OG0003202	Om005G180940	El002G085750, El007G345270
OG0003204	Om004G172870	El001G078070
OG0003204	Om002G053440	El005G245880
OG0003205	Om006G240170	El001G052840
OG0003206	Om001G029130	El003G150500
OG0003206	Om006G240090	El001G052960
OG0003207	Om006G237420	El007G330090
OG0003208	Om004G135610	El004G229750
OG0003208	Om001G034080	El007G331530
OG0003209	Om002G059040	El005G250520
OG0003210	Om002G059210	El005G250630
