Orthogroup	Duplications (all)	Duplications (50% support)
OG0005771	8	7
OG0005772	9	7
OG0005773	7	4
OG0005774	7	5
OG0005775	8	8
OG0005776	9	9
OG0005777	8	7
OG0005778	9	2
OG0005779	10	8
OG0005780	6	5
OG0005781	9	7
OG0005782	9	9
OG0005783	6	5
OG0005784	7	7
OG0005785	8	7
OG0005786	10	7
OG0005787	8	8
OG0005788	8	6
OG0005789	10	9
OG0005790	7	2
OG0005791	8	7
OG0005792	9	8
OG0005793	8	7
OG0005794	7	7
OG0005795	8	6
OG0005796	7	4
OG0005797	9	9
OG0005798	9	9
OG0005799	10	9
OG0005800	9	4
OG0005801	7	5
OG0005802	8	8
OG0005803	7	6
OG0005804	8	7
OG0005805	8	8
OG0005806	10	9
OG0005807	9	9
OG0005808	7	7
OG0005809	7	7
OG0005810	8	7
OG0005811	7	7
OG0005812	7	5
OG0005813	11	11
OG0005814	6	6
OG0005815	7	7
OG0005816	9	9
OG0005817	10	9
OG0005818	9	9
OG0005819	9	8
OG0005820	8	7
OG0005821	7	5
OG0005822	8	7
OG0005823	8	7
OG0005824	7	7
OG0005825	7	7
OG0005826	9	9
OG0005827	8	7
OG0005828	9	8
OG0005829	9	8
OG0005830	7	7
OG0005831	9	6
OG0005832	9	9
OG0005833	8	8
OG0005834	7	6
OG0005835	10	7
OG0005836	9	9
OG0005837	6	4
OG0005838	9	8
OG0005839	7	7
OG0005840	7	7
OG0005841	9	8
OG0005842	9	8
OG0005843	7	7
OG0005844	8	4
OG0005845	9	7
OG0005846	8	7
OG0005847	9	9
OG0005848	8	6
OG0005849	8	7
OG0005850	10	8
OG0005851	10	7
OG0005852	7	6
OG0005853	9	8
OG0005854	7	5
OG0005855	10	8
OG0005856	8	7
OG0005857	6	3
OG0005858	7	5
OG0005859	8	8
OG0005860	7	7
OG0005861	7	6
OG0005862	8	6
OG0005863	6	4
OG0005864	10	7
OG0005865	6	6
OG0005866	8	7
OG0005867	9	9
OG0005868	8	6
OG0005869	10	7
OG0005870	7	6
OG0005871	9	8
OG0005872	7	7
OG0005873	9	5
OG0005874	11	10
OG0005875	9	9
OG0005876	8	7
OG0005877	9	9
OG0005878	8	7
OG0005879	8	7
OG0005880	9	9
OG0005881	7	6
OG0005882	8	7
OG0005883	9	9
OG0005884	6	5
OG0005885	8	8
OG0005886	9	8
OG0005887	7	6
OG0005888	9	9
OG0005889	7	7
OG0005890	9	8
OG0005891	9	8
OG0005892	6	4
OG0005893	8	7
OG0005894	8	7
OG0005895	10	7
OG0005896	8	6
OG0005897	7	7
OG0005898	8	8
OG0005899	8	5
OG0005900	7	7
OG0005901	9	9
OG0005902	7	7
OG0005903	7	7
OG0005904	9	7
OG0005905	9	5
OG0005906	7	6
OG0005907	7	6
OG0005908	11	10
OG0005909	3	1
OG0005910	9	9
OG0005911	7	7
OG0005912	8	6
OG0005913	7	6
OG0005914	9	7
OG0005915	8	8
OG0005916	9	8
OG0005917	6	6
OG0005918	8	8
OG0005919	9	8
OG0005920	8	7
OG0005921	7	5
OG0005922	8	8
OG0005923	8	4
OG0005924	7	7
OG0005925	9	9
OG0005926	8	7
OG0005927	9	8
OG0005928	8	6
OG0005929	9	9
OG0005930	5	4
OG0005931	7	6
OG0005932	7	7
OG0005933	9	7
OG0005934	10	8
OG0005935	9	7
OG0005936	8	6
OG0005937	10	9
OG0005938	11	10
OG0005939	9	9
OG0005940	8	5
OG0005941	9	8
OG0005942	8	7
OG0005943	6	6
OG0005944	7	7
OG0005945	11	10
OG0005946	9	8
OG0005947	8	5
OG0005948	9	7
OG0005949	9	7
OG0005950	8	8
OG0005951	8	6
OG0005952	7	5
OG0005953	8	7
OG0005954	7	5
OG0005955	9	8
OG0005956	9	9
OG0005957	9	9
OG0005958	9	8
OG0005959	9	9
OG0005960	11	10
OG0005961	9	9
OG0005962	7	6
OG0005963	8	7
OG0005964	10	9
OG0005965	9	9
OG0005966	7	7
OG0005967	7	5
OG0005968	9	8
OG0005969	6	6
OG0005970	7	7
OG0005971	7	6
OG0005972	9	8
OG0005973	9	9
OG0005974	7	6
OG0005975	10	8
OG0005976	6	6
OG0005977	11	11
OG0005978	7	6
OG0005979	11	11
OG0005980	16	15
OG0005981	8	8
OG0005982	8	8
OG0005983	8	8
OG0005984	10	4
OG0005985	11	9
OG0005986	14	13
OG0005987	8	8
OG0005988	7	7
OG0005989	8	8
OG0005990	10	8
OG0005991	15	14
OG0005992	7	7
OG0005993	11	10
OG0005994	34	34
OG0005995	9	7
OG0005996	9	8
OG0005997	9	9
OG0005998	15	15
OG0005999	10	9
OG0006000	8	5
OG0006001	8	8
OG0006002	7	6
OG0006003	18	14
OG0006004	13	11
OG0006005	30	30
OG0006006	16	15
OG0006007	9	6
OG0006008	20	18
OG0006009	8	6
OG0006010	22	17
OG0006011	28	22
OG0006012	33	33
OG0006013	34	34
OG0006014	34	34
OG0006015	34	34
OG0006016	7	7
OG0006017	8	6
OG0006018	8	8
OG0006019	8	7
OG0006020	8	8
OG0006021	3	2
OG0006022	7	6
OG0006023	7	6
OG0006024	7	6
OG0006025	7	6
OG0006026	8	7
OG0006027	8	7
OG0006028	8	7
OG0006029	9	5
OG0006030	6	6
OG0006031	9	3
OG0006032	7	7
OG0006033	6	4
OG0006034	7	6
OG0006035	7	6
OG0006036	9	9
OG0006037	4	3
OG0006038	6	4
OG0006039	8	5
OG0006040	8	6
OG0006041	5	5
OG0006042	7	5
OG0006043	9	8
OG0006044	8	7
OG0006045	10	9
OG0006046	8	8
OG0006047	7	7
OG0006048	8	3
OG0006049	9	8
OG0006050	8	8
OG0006051	7	4
OG0006052	8	6
OG0006053	7	6
OG0006054	8	7
OG0006055	8	8
OG0006056	5	3
OG0006057	8	5
OG0006058	10	10
OG0006059	8	8
OG0006060	8	8
OG0006061	8	8
OG0006062	8	7
OG0006063	8	5
OG0006064	7	6
OG0006065	8	5
OG0006066	10	6
OG0006067	6	6
OG0006068	9	9
OG0006069	7	5
OG0006070	9	7
OG0006071	9	8
OG0006072	5	4
OG0006073	8	7
OG0006074	6	5
OG0006075	7	7
OG0006076	7	6
OG0006077	6	4
OG0006078	7	6
OG0006079	5	5
OG0006080	7	6
OG0006081	9	7
OG0006082	7	5
OG0006083	29	27
OG0006084	8	6
OG0006085	8	7
OG0006086	9	8
OG0006087	8	7
OG0006088	6	6
OG0006089	6	5
OG0006090	8	5
OG0006091	10	9
OG0006092	8	8
OG0006093	8	7
OG0006094	9	8
OG0006095	8	7
OG0006096	7	6
OG0006097	6	6
OG0006098	8	7
OG0006099	8	8
OG0006100	9	7
OG0006101	7	7
OG0006102	8	7
OG0006103	10	10
OG0006104	9	7
OG0006105	9	9
OG0006106	8	8
OG0006107	8	8
OG0006108	7	5
OG0006109	8	8
OG0006110	9	8
OG0006111	7	4
OG0006112	8	8
OG0006113	5	4
OG0006114	7	7
OG0006115	8	5
OG0006116	8	7
OG0006117	8	8
OG0006118	10	9
OG0006119	9	8
OG0006120	9	8
OG0006121	8	7
OG0006122	8	8
OG0006123	9	8
OG0006124	7	7
OG0006125	8	8
OG0006126	5	4
OG0006127	8	8
OG0006128	7	6
OG0006129	10	8
OG0006130	7	7
OG0006131	8	8
OG0006132	9	8
OG0006133	9	7
OG0006134	7	7
OG0006135	8	7
OG0006136	8	8
OG0006137	8	7
OG0006138	7	6
OG0006139	8	8
OG0006140	8	7
OG0006141	8	4
OG0006142	8	6
OG0006143	8	7
OG0006144	8	8
OG0006145	8	8
OG0006146	8	8
OG0006147	8	8
OG0006148	6	3
OG0006149	9	6
OG0006150	7	7
OG0006151	9	7
OG0006152	8	7
OG0006153	8	8
OG0006154	9	8
OG0006155	6	5
OG0006156	7	6
OG0006157	9	6
OG0006158	7	7
OG0006159	8	7
OG0006160	9	9
OG0006161	4	3
OG0006162	8	7
OG0006163	7	5
OG0006164	7	5
OG0006165	7	7
OG0006166	10	10
OG0006167	8	8
OG0006168	6	6
OG0006169	7	7
OG0006170	9	6
OG0006171	8	7
OG0006172	9	7
OG0006173	8	7
OG0006174	8	6
OG0006175	10	9
OG0006176	9	6
OG0006177	8	6
OG0006178	5	4
OG0006179	9	9
OG0006180	10	10
OG0006181	7	6
OG0006182	8	8
OG0006183	6	3
OG0006184	8	7
OG0006185	7	7
OG0006186	10	8
OG0006187	8	7
OG0006188	7	7
OG0006189	8	8
OG0006190	8	7
OG0006191	12	11
OG0006192	8	7
OG0006193	8	7
OG0006194	8	8
OG0006195	8	7
OG0006196	8	6
OG0006197	7	5
OG0006198	10	7
OG0006199	10	9
OG0006200	7	5
OG0006201	7	7
OG0006202	12	11
OG0006203	11	9
OG0006204	9	8
OG0006205	8	8
OG0006206	8	7
OG0006207	6	6
OG0006208	8	6
OG0006209	11	10
OG0006210	11	10
OG0006211	8	7
OG0006212	8	8
OG0006213	9	7
OG0006214	8	8
OG0006215	7	7
OG0006216	7	4
OG0006217	8	7
OG0006218	8	5
OG0006219	8	8
OG0006220	7	7
OG0006221	8	8
OG0006222	8	8
OG0006223	6	6
OG0006224	8	7
OG0006225	7	6
OG0006226	8	6
OG0006227	6	4
OG0006228	5	5
OG0006229	6	6
OG0006230	8	7
OG0006231	8	6
OG0006232	6	5
OG0006233	6	5
OG0006234	7	6
OG0006235	7	6
OG0006236	10	10
OG0006237	9	7
OG0006238	9	5
OG0006239	7	7
OG0006240	8	8
OG0006241	11	11
OG0006242	8	6
OG0006243	8	8
OG0006244	12	12
OG0006245	9	9
OG0006246	8	7
OG0006247	7	7
OG0006248	8	7
OG0006249	8	8
OG0006250	8	8
OG0006251	8	7
OG0006252	10	6
OG0006253	9	8
OG0006254	8	8
OG0006255	8	8
OG0006256	8	8
OG0006257	9	7
OG0006258	9	8
OG0006259	8	7
OG0006260	8	6
OG0006261	8	7
OG0006262	9	4
OG0006263	8	7
OG0006264	8	8
OG0006265	6	6
OG0006266	5	4
OG0006267	8	8
OG0006268	7	7
OG0006269	12	11
OG0006270	9	7
OG0006271	8	8
OG0006272	8	8
OG0006273	7	4
OG0006274	9	8
OG0006275	8	7
OG0006276	8	7
OG0006277	8	7
OG0006278	7	7
OG0006279	8	8
OG0006280	8	7
OG0006281	9	9
OG0006282	8	5
OG0006283	8	8
OG0006284	8	7
OG0006285	8	7
OG0006286	8	7
OG0006287	5	3
OG0006288	8	8
OG0006289	8	7
OG0006290	6	4
OG0006291	7	6
OG0006292	14	12
OG0006293	5	4
OG0006294	7	7
OG0006295	7	6
OG0006296	7	6
OG0006297	8	7
OG0006298	8	7
OG0006299	9	7
OG0006300	8	7
OG0006301	6	6
OG0006302	8	8
OG0006303	7	7
OG0006304	6	5
OG0006305	8	7
OG0006306	8	7
OG0006307	7	6
OG0006308	7	6
OG0006309	8	7
OG0006310	7	7
OG0006311	8	7
OG0006312	8	7
OG0006313	9	9
OG0006314	7	6
OG0006315	9	9
OG0006316	7	6
OG0006317	7	4
OG0006318	8	7
OG0006319	8	5
OG0006320	8	6
OG0006321	9	9
OG0006322	7	7
OG0006323	7	6
OG0006324	7	5
OG0006325	8	7
OG0006326	6	5
OG0006327	8	7
OG0006328	8	8
OG0006329	8	5
OG0006330	7	5
OG0006331	8	2
OG0006332	8	8
OG0006333	9	8
OG0006334	8	7
OG0006335	7	6
OG0006336	11	11
OG0006337	8	7
OG0006338	9	9
OG0006339	8	6
OG0006340	7	7
OG0006341	7	4
OG0006342	7	6
OG0006343	8	8
OG0006344	6	6
OG0006345	10	9
OG0006346	8	8
OG0006347	8	7
OG0006348	10	9
OG0006349	8	3
OG0006350	7	6
OG0006351	8	8
OG0006352	7	7
OG0006353	7	7
OG0006354	8	7
OG0006355	11	11
OG0006356	7	6
OG0006357	7	7
OG0006358	7	7
OG0006359	7	7
OG0006360	8	7
OG0006361	8	7
OG0006362	8	7
OG0006363	8	8
OG0006364	11	5
OG0006365	7	4
OG0006366	10	9
OG0006367	8	5
OG0006368	7	6
OG0006369	6	5
OG0006370	6	6
OG0006371	6	6
OG0006372	11	11
OG0006373	9	7
OG0006374	8	7
OG0006375	7	7
OG0006376	8	6
OG0006377	6	5
OG0006378	7	7
OG0006379	6	6
OG0006380	7	6
OG0006381	7	5
OG0006382	7	6
OG0006383	6	4
OG0006384	6	5
OG0006385	11	11
OG0006386	7	7
OG0006387	8	7
OG0006388	8	7
OG0006389	7	7
OG0006390	10	7
OG0006391	6	5
OG0006392	8	8
OG0006393	9	6
OG0006394	7	5
OG0006395	8	7
OG0006396	8	7
OG0006397	8	5
OG0006398	7	6
OG0006399	8	7
OG0006400	7	5
OG0006401	8	8
OG0006402	8	7
OG0006403	8	8
OG0006404	8	6
OG0006405	8	7
OG0006406	8	7
OG0006407	8	8
OG0006408	8	7
OG0006409	8	6
OG0006410	7	7
OG0006411	8	7
OG0006412	5	5
OG0006413	9	7
OG0006414	11	6
OG0006415	8	7
OG0006416	8	8
OG0006417	6	3
OG0006418	8	8
OG0006419	6	6
OG0006420	7	6
OG0006421	8	6
OG0006422	9	8
OG0006423	6	5
OG0006424	9	9
OG0006425	7	6
OG0006426	9	9
OG0006427	8	6
OG0006428	8	8
OG0006429	9	6
OG0006430	11	6
OG0006431	5	4
OG0006432	7	5
OG0006433	9	7
OG0006434	8	8
OG0006435	8	8
OG0006436	8	8
OG0006437	6	6
OG0006438	7	7
OG0006439	8	8
OG0006440	8	6
OG0006441	8	5
OG0006442	7	4
OG0006443	7	7
OG0006444	8	7
OG0006445	8	5
OG0006446	8	7
OG0006447	8	7
OG0006448	8	6
OG0006449	8	8
OG0006450	9	9
OG0006451	8	7
OG0006452	8	8
OG0006453	8	5
OG0006454	7	6
OG0006455	9	7
OG0006456	9	9
OG0006457	9	6
OG0006458	7	6
OG0006459	7	7
OG0006460	9	9
OG0006461	9	7
OG0006462	7	6
OG0006463	8	4
OG0006464	8	8
OG0006465	8	8
OG0006466	8	7
OG0006467	7	7
OG0006468	9	8
OG0006469	8	6
OG0006470	9	8
OG0006471	8	7
OG0006472	9	8
OG0006473	9	8
OG0006474	7	7
OG0006475	8	4
OG0006476	8	7
OG0006477	8	7
OG0006478	8	7
OG0006479	8	6
OG0006480	8	7
OG0006481	8	8
OG0006482	8	6
OG0006483	8	7
OG0006484	8	8
OG0006485	8	7
OG0006486	8	8
OG0006487	8	8
OG0006488	8	8
OG0006489	6	5
OG0006490	9	8
OG0006491	7	4
OG0006492	9	9
OG0006493	5	4
OG0006494	8	8
OG0006495	8	7
OG0006496	9	8
OG0006497	6	4
OG0006498	8	6
OG0006499	8	8
OG0006500	8	7
OG0006501	7	7
OG0006502	8	7
OG0006503	8	8
OG0006504	7	7
OG0006505	7	7
OG0006506	6	6
OG0006507	7	6
OG0006508	8	7
OG0006509	9	7
OG0006510	9	9
OG0006511	8	7
OG0006512	8	8
OG0006513	8	7
OG0006514	9	9
OG0006515	8	8
OG0006516	9	6
OG0006517	8	7
OG0006518	9	8
OG0006519	8	8
OG0006520	8	8
OG0006521	9	9
OG0006522	7	4
OG0006523	8	7
OG0006524	7	5
OG0006525	7	5
OG0006526	9	9
OG0006527	7	5
OG0006528	7	7
OG0006529	7	6
OG0006530	8	8
OG0006531	7	7
OG0006532	9	9
OG0006533	5	2
OG0006534	23	16
OG0006535	16	16
OG0006536	10	8
OG0006537	10	6
OG0006538	10	10
OG0006539	8	7
OG0006540	7	6
OG0006541	7	7
OG0006542	7	7
OG0006543	10	10
OG0006544	7	7
OG0006545	14	12
OG0006546	11	5
OG0006547	30	30
OG0006548	22	21
OG0006549	7	7
OG0006550	8	6
OG0006551	12	9
OG0006552	6	6
OG0006553	6	4
OG0006554	8	8
OG0006555	14	10
OG0006556	8	5
OG0006557	12	11
OG0006558	6	6
OG0006559	12	12
OG0006560	20	18
OG0006561	25	23
OG0006562	31	31
OG0006563	32	32
OG0006564	30	30
OG0006565	33	33
OG0006566	33	33
OG0006567	33	33
OG0006568	33	33
OG0006569	33	33
OG0006570	7	6
OG0006571	7	6
OG0006572	7	6
OG0006573	8	8
OG0006574	7	7
OG0006575	6	6
OG0006576	7	6
OG0006577	7	5
OG0006578	8	7
OG0006579	9	5
OG0006580	6	6
OG0006581	7	6
OG0006582	7	7
OG0006583	7	5
OG0006584	5	4
OG0006585	7	4
OG0006586	6	4
OG0006587	7	7
OG0006588	31	31
OG0006589	7	6
OG0006590	7	7
OG0006591	9	7
OG0006592	6	6
OG0006593	6	3
OG0006594	4	3
OG0006595	7	7
OG0006596	7	6
OG0006597	5	4
OG0006598	6	6
OG0006599	7	5
OG0006600	8	8
OG0006601	8	7
OG0006602	7	7
OG0006603	7	7
OG0006604	7	7
OG0006605	7	5
OG0006606	7	7
OG0006607	7	6
OG0006608	7	6
OG0006609	7	6
OG0006610	6	5
OG0006611	6	6
OG0006612	7	7
OG0006613	8	8
OG0006614	9	9
OG0006615	7	7
OG0006616	7	7
OG0006617	7	7
OG0006618	6	6
OG0006619	7	7
OG0006620	6	4
OG0006621	6	5
OG0006622	6	6
OG0006623	8	7
OG0006624	7	6
OG0006625	7	7
OG0006626	7	7
OG0006627	7	4
OG0006628	9	9
OG0006629	6	6
OG0006630	7	6
OG0006631	6	6
OG0006632	7	6
OG0006633	8	6
OG0006634	8	8
OG0006635	6	6
OG0006636	7	6
OG0006637	8	8
OG0006638	8	8
OG0006639	5	4
OG0006640	7	7
OG0006641	7	7
OG0006642	9	8
OG0006643	7	7
OG0006644	7	7
OG0006645	7	5
OG0006646	9	7
OG0006647	6	4
OG0006648	7	7
OG0006649	7	6
OG0006650	8	8
OG0006651	7	7
OG0006652	5	4
OG0006653	7	7
OG0006654	6	6
OG0006655	7	7
OG0006656	6	5
OG0006657	7	7
OG0006658	7	6
OG0006659	8	7
OG0006660	7	7
OG0006661	7	7
OG0006662	8	7
OG0006663	7	7
OG0006664	7	7
OG0006665	6	4
OG0006666	7	7
OG0006667	7	6
OG0006668	6	6
OG0006669	6	6
OG0006670	8	8
OG0006671	7	7
OG0006672	8	7
OG0006673	7	6
OG0006674	6	5
OG0006675	8	8
OG0006676	6	6
OG0006677	7	6
OG0006678	7	6
OG0006679	11	11
OG0006680	7	6
OG0006681	7	7
OG0006682	6	6
OG0006683	11	7
OG0006684	5	2
OG0006685	7	7
OG0006686	7	7
OG0006687	6	5
OG0006688	7	7
OG0006689	7	6
OG0006690	6	5
OG0006691	7	6
OG0006692	7	7
OG0006693	7	6
OG0006694	7	7
OG0006695	7	6
OG0006696	6	5
OG0006697	7	6
OG0006698	8	7
OG0006699	7	5
OG0006700	7	6
OG0006701	7	5
OG0006702	9	7
OG0006703	7	4
OG0006704	8	6
OG0006705	6	3
OG0006706	7	5
OG0006707	7	7
OG0006708	7	6
OG0006709	7	7
OG0006710	8	6
OG0006711	7	6
OG0006712	7	6
OG0006713	6	6
OG0006714	7	7
OG0006715	8	6
OG0006716	7	7
OG0006717	7	5
OG0006718	7	7
OG0006719	7	5
OG0006720	7	7
OG0006721	8	8
OG0006722	7	5
OG0006723	7	7
OG0006724	7	7
OG0006725	7	5
OG0006726	7	6
OG0006727	7	5
OG0006728	7	7
OG0006729	7	6
OG0006730	6	4
OG0006731	3	2
OG0006732	7	7
OG0006733	7	7
OG0006734	7	6
OG0006735	7	7
OG0006736	7	6
OG0006737	7	7
OG0006738	8	8
OG0006739	6	6
OG0006740	7	6
OG0006741	7	6
OG0006742	5	5
OG0006743	7	7
OG0006744	7	3
OG0006745	7	6
OG0006746	7	6
OG0006747	6	5
OG0006748	7	5
OG0006749	7	7
OG0006750	8	6
OG0006751	9	7
OG0006752	7	6
OG0006753	7	6
OG0006754	8	7
OG0006755	7	6
OG0006756	6	5
OG0006757	8	6
OG0006758	6	6
OG0006759	7	6
OG0006760	7	6
OG0006761	7	7
OG0006762	9	8
OG0006763	6	5
OG0006764	7	7
OG0006765	6	6
OG0006766	7	6
OG0006767	7	7
OG0006768	10	10
OG0006769	7	6
OG0006770	7	7
OG0006771	7	7
OG0006772	12	12
OG0006773	6	4
OG0006774	5	4
OG0006775	7	6
OG0006776	8	8
OG0006777	7	6
OG0006778	6	6
OG0006779	12	12
OG0006780	6	3
OG0006781	7	7
OG0006782	5	4
OG0006783	7	7
OG0006784	8	7
OG0006785	7	5
OG0006786	9	7
OG0006787	10	10
OG0006788	7	7
OG0006789	8	6
OG0006790	11	7
OG0006791	7	5
OG0006792	7	5
OG0006793	8	6
OG0006794	10	8
OG0006795	7	6
OG0006796	7	7
OG0006797	7	7
OG0006798	9	6
OG0006799	7	7
OG0006800	7	7
OG0006801	7	7
OG0006802	7	6
OG0006803	6	6
OG0006804	7	7
OG0006805	8	8
OG0006806	7	5
OG0006807	7	7
OG0006808	8	5
OG0006809	7	6
OG0006810	7	7
OG0006811	8	8
OG0006812	7	7
OG0006813	7	7
OG0006814	8	7
OG0006815	8	6
OG0006816	7	6
OG0006817	8	4
OG0006818	7	7
OG0006819	8	6
OG0006820	8	6
OG0006821	7	5
OG0006822	7	7
OG0006823	7	5
OG0006824	8	6
OG0006825	8	8
OG0006826	8	7
OG0006827	8	8
OG0006828	7	6
OG0006829	8	8
OG0006830	7	7
OG0006831	7	7
OG0006832	8	6
OG0006833	7	7
OG0006834	8	5
OG0006835	8	7
OG0006836	7	7
OG0006837	8	6
OG0006838	7	7
OG0006839	7	7
OG0006840	7	5
OG0006841	7	7
OG0006842	8	8
OG0006843	7	7
OG0006844	7	6
OG0006845	7	6
OG0006846	9	8
OG0006847	6	4
OG0006848	6	5
OG0006849	7	5
OG0006850	7	7
OG0006851	7	7
OG0006852	7	5
OG0006853	7	7
OG0006854	8	7
OG0006855	9	6
OG0006856	6	6
OG0006857	7	7
OG0006858	5	4
OG0006859	6	6
OG0006860	7	7
OG0006861	5	5
OG0006862	7	6
OG0006863	7	4
OG0006864	6	6
OG0006865	7	6
OG0006866	7	4
OG0006867	8	8
OG0006868	8	7
OG0006869	7	7
OG0006870	7	6
OG0006871	7	7
OG0006872	7	7
OG0006873	7	5
OG0006874	7	5
OG0006875	8	7
OG0006876	7	7
OG0006877	8	8
OG0006878	7	7
OG0006879	6	5
OG0006880	7	6
OG0006881	7	7
OG0006882	7	7
OG0006883	7	6
OG0006884	7	6
OG0006885	6	3
OG0006886	7	7
OG0006887	7	6
OG0006888	7	7
OG0006889	7	6
OG0006890	7	5
OG0006891	7	7
OG0006892	6	5
OG0006893	7	6
OG0006894	7	7
OG0006895	7	5
OG0006896	9	8
OG0006897	6	5
OG0006898	7	6
OG0006899	7	6
OG0006900	9	8
OG0006901	6	6
OG0006902	8	8
OG0006903	9	8
OG0006904	6	5
OG0006905	8	8
OG0006906	7	7
OG0006907	7	7
OG0006908	6	5
OG0006909	10	9
OG0006910	8	8
OG0006911	7	7
OG0006912	6	5
OG0006913	7	7
OG0006914	4	3
OG0006915	6	6
OG0006916	7	6
OG0006917	8	8
OG0006918	6	5
OG0006919	8	6
OG0006920	9	7
OG0006921	8	7
OG0006922	8	8
OG0006923	7	6
OG0006924	8	8
OG0006925	7	3
OG0006926	5	5
OG0006927	5	5
OG0006928	8	8
OG0006929	6	6
OG0006930	7	7
OG0006931	6	6
OG0006932	7	7
OG0006933	7	7
OG0006934	7	5
OG0006935	7	7
OG0006936	6	6
OG0006937	7	7
OG0006938	7	7
OG0006939	7	4
OG0006940	8	8
OG0006941	8	5
OG0006942	7	5
OG0006943	6	5
OG0006944	7	7
OG0006945	6	6
OG0006946	6	6
OG0006947	7	7
OG0006948	7	7
OG0006949	7	7
OG0006950	7	7
OG0006951	7	6
OG0006952	7	6
OG0006953	7	5
OG0006954	7	6
OG0006955	8	7
OG0006956	7	7
OG0006957	7	7
OG0006958	5	5
OG0006959	7	7
OG0006960	8	8
OG0006961	7	7
OG0006962	6	5
OG0006963	7	6
OG0006964	7	6
OG0006965	7	5
OG0006966	6	5
OG0006967	6	6
OG0006968	8	7
OG0006969	7	5
OG0006970	7	6
OG0006971	7	5
OG0006972	7	6
OG0006973	5	3
OG0006974	7	6
OG0006975	7	6
OG0006976	7	6
OG0006977	7	6
OG0006978	5	4
OG0006979	7	4
OG0006980	6	6
OG0006981	6	6
OG0006982	6	6
OG0006983	7	6
OG0006984	6	6
OG0006985	5	5
OG0006986	7	7
OG0006987	7	7
OG0006988	6	4
OG0006989	6	6
OG0006990	7	7
OG0006991	6	5
OG0006992	6	5
OG0006993	6	5
OG0006994	7	6
OG0006995	5	4
OG0006996	5	3
OG0006997	7	6
OG0006998	7	7
OG0006999	7	7
OG0007000	8	8
OG0007001	7	6
OG0007002	7	7
OG0007003	7	7
OG0007004	8	7
OG0007005	7	7
OG0007006	7	6
OG0007007	7	6
OG0007008	7	7
OG0007009	6	4
OG0007010	7	7
OG0007011	6	6
OG0007012	7	6
OG0007013	7	6
OG0007014	7	6
OG0007015	7	7
OG0007016	7	4
OG0007017	7	7
OG0007018	7	5
OG0007019	6	5
OG0007020	7	6
OG0007021	7	4
OG0007022	8	8
OG0007023	7	7
OG0007024	7	5
OG0007025	9	8
OG0007026	7	7
OG0007027	7	6
OG0007028	7	7
OG0007029	7	7
OG0007030	7	6
OG0007031	8	7
OG0007032	7	6
OG0007033	7	6
OG0007034	8	8
OG0007035	7	6
OG0007036	9	9
OG0007037	7	7
OG0007038	7	7
OG0007039	10	7
OG0007040	7	7
OG0007041	8	8
OG0007042	8	7
OG0007043	7	6
OG0007044	5	5
OG0007045	8	8
OG0007046	7	6
OG0007047	6	5
OG0007048	7	7
OG0007049	7	6
OG0007050	7	5
OG0007051	6	6
OG0007052	8	8
OG0007053	6	1
OG0007054	7	6
OG0007055	7	7
OG0007056	7	6
OG0007057	7	6
OG0007058	8	8
OG0007059	7	7
OG0007060	7	6
OG0007061	7	7
OG0007062	8	7
OG0007063	9	8
OG0007064	6	6
OG0007065	6	5
OG0007066	6	5
OG0007067	7	7
OG0007068	5	5
OG0007069	7	6
OG0007070	8	7
OG0007071	7	4
OG0007072	7	6
OG0007073	8	5
OG0007074	6	6
OG0007075	7	7
OG0007076	10	9
OG0007077	7	7
OG0007078	7	7
OG0007079	7	7
OG0007080	9	8
OG0007081	7	7
OG0007082	6	6
OG0007083	7	6
OG0007084	8	8
OG0007085	8	5
OG0007086	6	5
OG0007087	7	6
OG0007088	5	4
OG0007089	7	7
OG0007090	6	5
OG0007091	6	6
OG0007092	7	7
OG0007093	7	6
OG0007094	7	7
OG0007095	5	4
OG0007096	5	4
OG0007097	7	7
OG0007098	6	5
OG0007099	7	6
OG0007100	10	10
OG0007101	5	5
OG0007102	7	6
OG0007103	7	7
OG0007104	7	6
OG0007105	9	8
OG0007106	7	5
OG0007107	6	5
OG0007108	7	7
OG0007109	6	6
OG0007110	7	7
OG0007111	9	7
OG0007112	6	5
OG0007113	7	6
OG0007114	7	5
OG0007115	6	5
OG0007116	6	5
OG0007117	7	7
OG0007118	7	7
OG0007119	7	6
OG0007120	8	4
OG0007121	7	6
OG0007122	6	6
OG0007123	7	7
OG0007124	7	7
OG0007125	7	7
OG0007126	8	8
OG0007127	7	7
OG0007128	7	7
OG0007129	7	6
OG0007130	7	7
OG0007131	7	7
OG0007132	9	7
OG0007133	7	7
OG0007134	8	7
OG0007135	6	6
OG0007136	7	6
OG0007137	7	7
OG0007138	7	6
OG0007139	7	7
OG0007140	8	7
OG0007141	7	5
OG0007142	6	6
OG0007143	8	6
OG0007144	7	6
OG0007145	7	6
OG0007146	6	5
OG0007147	6	6
OG0007148	7	7
OG0007149	8	6
OG0007150	7	7
OG0007151	7	6
OG0007152	6	6
OG0007153	7	7
OG0007154	7	7
OG0007155	8	7
OG0007156	7	7
OG0007157	7	6
OG0007158	7	7
OG0007159	6	6
OG0007160	7	7
OG0007161	7	7
OG0007162	7	7
OG0007163	6	5
OG0007164	7	7
OG0007165	7	6
OG0007166	7	6
OG0007167	7	4
