Orthogroup	Eutrema_salsugineum	Noccaea_praecox
OG0004097	XP_006392346.1	Np002G112880
OG0004098	XP_006417495.1	Np004G248760
OG0004099	XP_006398518.1	Np001G027900
OG0004100	XP_024006860.1	Np001G019570
OG0004101	XP_006401451.1	Np003G159630
OG0004102	XP_006405288.1	Np005G320200
OG0004103	XP_006407405.1	Np007G409790
OG0004104	XP_006401870.1	Np003G166970
OG0004105	XP_006401585.1	Np003G162540
OG0004106	XP_006401539.1	Np003G163430
OG0004107	XP_024010891.1	Np006G324780
OG0004108	XP_006401361.1	Np003G158180
OG0004109	XP_006399627.1	Np003G137840
OG0004109	XP_006394793.1	Np001G013000
OG0004110	XP_006399459.1	Np003G135980
OG0004111	XP_006399315.2	Np003G134440
OG0004112	XP_006399245.1	Np003G133630
OG0004112	XP_006394498.1	Np001G009100
OG0004113	XP_006414091.2	Np005G291480
OG0004114	XP_006414088.1	Np005G291400
OG0004115	XP_006414060.1	Np005G291020
OG0004116	XP_006413847.1	Np005G287080
OG0004117	XP_006413805.1	Np005G287570
OG0004118	XP_006413743.1	Np005G286710
OG0004119	XP_006415067.1	Np004G206770
OG0004120	XP_024010066.1, XP_006413821.1	Np005G287470
OG0004121	XP_006393747.1	Np004G202900
OG0004122	XP_006393773.1	Np004G203150
OG0004123	XP_006415610.1	Np004G211930
OG0004124	XP_006415422.1	Np001G056180, Np004G214540
OG0004125	XP_006411974.1	Np005G268360
OG0004126	XP_006410866.1	Np006G338190
OG0004127	XP_006411868.2	Np005G269550
OG0004128	XP_006411647.1	Np005G260380
OG0004129	XP_024007892.1	Np004G251830
OG0004130	XP_006405602.2	Np005G315870
OG0004130	XP_006395314.1	Np001G019230
OG0004132	XP_006410510.1	Np004G203750, Np006G343880
OG0004133	XP_006403324.1	Np001G042040
OG0004134	XP_006393518.1	Np004G200290
OG0004135	XP_024009963.1	Np003G179800
OG0004136	XP_006396803.1	Np003G181750, Np002G091740
OG0004137	XP_006398409.1	Np001G033150
OG0004138	XP_006414693.2	Np005G304960
OG0004139	XP_006417356.1	Np005G297560, Np005G297600, Np005G319010
OG0004140	XP_006397935.1	Np006G321390
OG0004141	XP_006397894.1	Np006G321940
OG0004142	XP_006397599.1	Np006G325900
OG0004142	XP_024010824.1	Np006G325910
OG0004143	XP_006397536.1	Np006G326630
OG0004144	XP_006411566.1	Np006G327750
OG0004145	XP_006411559.1	Np006G327870
OG0004146	XP_006402771.1	Np001G063470
OG0004147	XP_006400672.1	Np003G149380
OG0004148	XP_006400714.1	Np003G150050
OG0004149	XP_006400806.1, XP_006400808.1	Np003G151270
OG0004150	XP_006400879.1	Np003G152170
OG0004151	XP_006401022.1	Np003G153750
OG0004152	XP_006394199.1	Np001G004920
OG0004153	XP_024009906.1	Np003G189550
OG0004154	XP_006396316.1, XP_024010512.1	Np003G188330
OG0004155	XP_024010491.1	Np003G188280
OG0004156	XP_006396445.1	Np003G186750
OG0004157	XP_006396447.1, XP_024012006.1	Np003G186730
OG0004158	XP_024013263.1	Np001G040880
OG0004159	XP_006418150.1	Np004G256030
OG0004160	XP_006410333.1	Np006G355910
OG0004161	XP_006410318.2	Np006G355690
OG0004162	XP_006410153.1	Np006G347340, Np006G353380
OG0004163	XP_006410100.1	Np006G353090
OG0004164	XP_006410137.1	Np006G352590
OG0004165	XP_006409958.1	Np006G360340
OG0004166	XP_024013448.1	Np001G043690
OG0004167	XP_006413091.1	Np005G278170
OG0004168	XP_006408545.1	Np007G425150
OG0004169	XP_006408343.1	Np007G422610
OG0004170	XP_006408237.1	Np007G421290
OG0004172	XP_006408119.1	Np007G419430
OG0004173	XP_006408127.1	Np007G419520
OG0004173	XP_006394982.1	Np001G015240
OG0004174	XP_006407824.1	Np007G415300
OG0004175	XP_006411311.1	Np006G331550
OG0004176	XP_006410968.1	Np006G336730
OG0004177	XP_006411017.1	Np006G335920
OG0004178	XP_006416837.1	Np004G240030
OG0004179	XP_006416546.1	Np004G236690
OG0004180	XP_006416439.1, XP_024010931.1	Np004G235430
OG0004181	XP_024008052.1	Np004G234740
OG0004181	XP_024007819.1	Np004G234750
OG0004182	XP_006390713.1	Np002G083090
OG0004183	XP_024005791.1	Np005G282030
OG0004184	XP_006413398.1	Np005G281860
OG0004185	XP_006413379.1	Np005G281590, Np005G280440
OG0004186	XP_006397221.1, XP_006405594.1	Np005G315990, Np006G332820
OG0004187	XP_006413337.1	Np005G281160
OG0004188	XP_006401882.1	Np003G166120, Np003G167100
OG0004189	XP_006417175.1	Np004G244570
OG0004189	XP_006395537.1	Np001G022290
OG0004190	XP_006417223.1	Np004G245200
OG0004192	XP_006418262.1	Np001G052340
OG0004193	XP_006400142.1	Np003G143110
OG0004194	XP_006400169.1	Np003G143370
OG0004195	XP_006400259.1	Np003G144460
OG0004196	XP_024007390.1, XP_024014317.1	Np001G014690
OG0004197	XP_006399179.2	Np003G132710
OG0004198	XP_006394841.1	Np001G013530
OG0004200	XP_006394682.1	Np001G011470
OG0004200	XP_006394681.1	Np001G011460
OG0004203	XP_024006984.1	Np001G007300
OG0004204	XP_006394370.1	Np001G007150
OG0004205	XP_006401067.1	Np003G154340
OG0004206	XP_024013793.1	Np001G050560
OG0004207	XP_006419017.1	Np001G045360
OG0004208	XP_024009040.1	Np006G342950, Np002G080260
OG0004209	XP_006390770.1	Np002G083660
OG0004210	XP_024007615.1	Np002G083520
OG0004211	XP_006390710.1	Np002G083060
OG0004212	XP_006390058.1	Np002G074470
OG0004213	XP_006390447.1	Np002G079520
OG0004214	XP_006390577.1	Np002G081350
OG0004215	XP_006389993.2, XP_024008672.1	Np002G073500
OG0004215	XP_006389995.2	Np002G073510
OG0004216	XP_006389829.1	Np002G071260
OG0004217	XP_006407304.1	Np007G408670
OG0004218	XP_006406988.1	Np007G404260
OG0004219	XP_006406955.1	Np007G403330
OG0004220	XP_024015774.1	Np007G390240
OG0004221	XP_024015326.1	Np007G393740
OG0004222	XP_024015314.1	Np007G393970
OG0004223	XP_006406544.1	Np007G395410
OG0004224	XP_006406516.1	Np007G396030
OG0004225	XP_006406484.1	Np007G396870
OG0004226	XP_006406305.1	Np007G381060
OG0004227	XP_006406241.1	Np007G382030
OG0004228	XP_006406240.1	Np007G382040
OG0004229	XP_006406195.1	Np007G382840
OG0004230	XP_024014954.1	Np007G397030, Np007G383080
OG0004231	XP_006406122.1	Np007G383750
OG0004233	XP_006418839.1	Np007G385430
OG0004234	XP_006409217.2	Np005G318030, Np007G375160
OG0004235	XP_006409084.2	Np007G373810, Np007G373820, Np007G373800
OG0004236	XP_006412901.1	Np005G275830
OG0004237	XP_006395916.1	Np005G310730
OG0004238	XP_006392584.1	Np004G190470
OG0004240	XP_006392724.1	Np004G192040
OG0004241	XP_006392756.1, XP_006409718.1	Np004G192460
OG0004242	XP_006392792.1	Np004G193030
OG0004243	XP_006392816.1, XP_006414715.2	Np004G193320
OG0004244	XP_006393062.1	Np004G195710
OG0004245	XP_006390999.1	Np002G086800
OG0004246	XP_024006184.1	Np005G261480, Np004G199770
OG0004247	XP_024003805.1	Np006G341550
OG0004248	XP_006407920.1	Np007G416690
OG0004249	XP_006394852.1	Np001G013660
OG0004251	XP_006402883.2	Np001G062000
OG0004252	XP_006402819.1	Np001G062780
OG0004253	XP_006402550.1	Np001G066560
OG0004254	XP_006402461.1	Np001G067550
OG0004255	XP_024012965.1	Np001G068580
OG0004257	XP_024006396.1	Np002G122130
OG0004258	XP_024015247.1	Np002G085330, Np002G084910
OG0004260	XP_024010505.1	Np003G189280
OG0004262	XP_006405990.2	Np002G122770
OG0004263	XP_024014080.1, XP_006396172.1, XP_024014079.1, XP_024014078.1	Np006G367680
OG0004264	XP_006410564.2	Np003G133180
OG0004264	XP_006410565.1	Np006G342640
OG0004265	XP_006415721.1	Np004G210650
OG0004266	XP_006401542.1	Np003G161130
OG0004275	XP_024005360.1	Np005G275620
OG0004276	XP_006412245.1	Np005G264560
OG0004277	XP_006412733.1	Np005G273890
OG0004278	XP_006412629.1	Np005G272320
OG0004279	XP_006412599.2	Np005G271840
OG0004280	XP_006412379.1	Np005G263330
OG0004281	XP_006412290.1	Np005G264190
OG0004282	XP_006412208.1	Np005G264960
OG0004283	XP_006412138.1	Np005G266010
OG0004284	XP_006415349.1	Np004G215520
OG0004285	XP_006415239.1	Np004G219730
OG0004286	XP_024003684.1	Np002G107480, Np002G107390
OG0004287	XP_006398523.1	Np001G027870
OG0004288	XP_024006669.1	Np001G025230
OG0004289	XP_006395643.1	Np001G023700
OG0004290	XP_006395469.1	Np001G021150
OG0004291	XP_006418834.1	Np007G385530
OG0004293	XP_024010592.1	Np005G309390
OG0004294	XP_006411509.2	Np006G328350
OG0004295	XP_006411385.1	Np006G330560
OG0004296	XP_024015515.1	Np007G412540
OG0004297	XP_006407463.1	Np007G410620
OG0004298	XP_006407404.1	Np007G409800
OG0004299	XP_006402055.1	Np003G171700
OG0004300	XP_006402000.1	Np003G184450
OG0004301	XP_006401996.1, XP_006409296.1	Np004G217310
OG0004301	XP_006414750.1	Np005G305830
OG0004302	XP_006401935.1	Np003G168080
OG0004303	XP_024005124.1	Np005G279130
OG0004303	XP_006401387.1	Np003G158430
OG0004304	XP_006401143.1	Np004G229640, Np003G155080
OG0004305	XP_006394865.1	Np001G013820
OG0004306	XP_006399836.1	Np003G140260
OG0004307	XP_006399705.1	Np003G138570
OG0004308	XP_006399574.1	Np003G137150
OG0004309	XP_006399335.1	Np003G134790, Np003G134780
OG0004310	XP_006399302.1	Np003G134330
OG0004311	XP_024010995.1	Np001G035330
OG0004312	XP_006414122.1	Np005G291940
OG0004313	XP_006414030.1	Np005G290500
OG0004314	XP_006413908.1	Np005G288720
OG0004315	XP_006413866.1	Np005G288270
OG0004318	XP_006413634.1	Np005G284900
OG0004319	XP_006413620.1	Np005G284720
OG0004320	XP_006413556.1	Np005G283490
OG0004321	XP_006413480.1	Np005G282880
OG0004322	XP_006397019.1	Np003G178810
OG0004323	XP_006397443.1	Np004G204310
OG0004323	XP_006397197.1	Np003G176400
OG0004324	XP_006406139.1	Np007G383500
OG0004325	XP_006392817.1	Np004G193330
OG0004326	XP_006415559.1	Np004G212770
OG0004327	XP_006415470.1	Np004G213860
OG0004328	XP_024008715.1	Np004G214050
OG0004330	XP_006412059.1	Np005G267320
OG0004331	XP_006411952.1	Np005G268600
OG0004332	XP_006411945.1	Np003G141350
OG0004333	XP_006397105.1	Np003G177910
OG0004334	XP_024009852.1	Np003G181740
OG0004336	XP_024014072.1, XP_006403070.1	Np005G309910
OG0004337	XP_024009679.1	Np007G388540
OG0004338	XP_006415003.1	Np005G307500
OG0004339	XP_006414710.1	Np005G305370
OG0004340	XP_006414654.1	Np005G304440
OG0004341	XP_006414638.1	Np005G304170
OG0004342	XP_006392570.1	Np004G190260
OG0004343	XP_006402325.1	Np001G069320
OG0004344	XP_006397895.1	Np006G321930
OG0004345	XP_006397823.1	Np006G322990
OG0004346	XP_006397798.1	Np006G323210
OG0004347	XP_006390227.1	Np002G076860
OG0004348	XP_024003770.1	Np006G327440
OG0004349	XP_024012854.1	Np001G062940
OG0004350	XP_006400541.1	Np003G147890
OG0004352	XP_006411253.1	Np006G332450
OG0004353	XP_024012032.1	Np003G150410
OG0004354	XP_006400984.1	Np003G153300
OG0004355	XP_006394247.1	Np001G005490
OG0004356	XP_006394212.1	Np001G005090
OG0004357	XP_024007425.1	Np001G003050
OG0004358	XP_006393904.1	Np001G001630
OG0004359	XP_006393891.1	Np001G001480
OG0004360	XP_006418493.2, XP_006413721.2	Np004G259810
OG0004361	XP_024010061.1	Np003G189170, Np005G262760
OG0004362	XP_006418230.1	Np004G256950
OG0004363	XP_006410483.1	Np006G345560, Np009G431760
OG0004364	XP_006410478.1	Np007G406610, Np009G431620
OG0004365	XP_024008183.1	Np004G253760
OG0004366	XP_006410255.1	Np006G354810, Np006G348090
OG0004367	XP_006410232.1	Np006G354560
OG0004368	XP_006410148.1	Np006G347580, Np006G353190
OG0004370	XP_006410134.1	Np006G352740, Np006G347950
OG0004371	XP_006410048.1	Np006G352180
OG0004373	XP_024015621.1	Np007G423070
OG0004374	XP_006408100.1	Np007G419200
OG0004375	XP_024007327.1	Np001G014930
OG0004376	XP_006408059.1	Np007G418630
OG0004377	XP_006408003.1	Np007G417760
OG0004378	XP_006407980.2	Np007G417510
OG0004379	XP_006407949.1	Np007G417170
OG0004380	XP_006407851.1	Np007G415770, Np007G415780
OG0004381	XP_006410774.1	Np006G339700
OG0004382	XP_006410790.1	Np006G339510
OG0004383	XP_006410870.1	Np006G338140
OG0004384	XP_006410926.1	Np006G337330
OG0004385	XP_006416850.1	Np004G240180
OG0004386	XP_006416673.1	Np004G238280
OG0004389	XP_006416574.1	Np004G236990
OG0004390	XP_006416296.2	Np004G233930
OG0004392	XP_024008462.1	Np004G231240
OG0004393	XP_006415937.1	Np004G225980
OG0004394	XP_006415839.1	Np004G209440
OG0004395	XP_006413377.1	Np005G281560
OG0004396	XP_006404933.1	Np006G365990
OG0004397	XP_006417126.1	Np004G243700
OG0004398	XP_006417188.1	Np004G244730
OG0004399	XP_006417201.1	Np004G244860
OG0004400	XP_006417294.1, XP_024016224.1	Np004G246200
OG0004401	XP_006417392.1	Np004G247540
OG0004402	XP_006417444.1	Np004G248090
OG0004403	XP_006417496.1	Np004G248790
OG0004404	XP_024008983.1	Np004G250160
OG0004405	XP_024008896.1	Np004G251360
OG0004406	XP_006417755.1	Np004G251490
OG0004407	XP_006400039.1, XP_006398167.1, XP_006402016.1	Np003G142110
OG0004408	XP_006400164.1	Np003G143300
OG0004409	XP_006400226.1	Np003G144020
OG0004410	XP_006400405.1	Np003G146380
OG0004411	XP_006400417.1	Np002G099260, Np003G146470
OG0004412	XP_006394897.1	Np001G014130
OG0004413	XP_006394950.1	Np001G014830
OG0004414	XP_006395202.1	Np001G017900
OG0004415	XP_006399084.1	Np003G131470
OG0004416	XP_006394816.2	Np001G013240
OG0004418	XP_006394617.1	Np001G010670
OG0004419	XP_006394582.1	Np001G010180
OG0004420	XP_006394517.2	Np001G009330
OG0004421	XP_006404119.2, XP_006391484.1	Np001G050670, Np004G203340
OG0004422	XP_006391145.1	Np002G089510
OG0004423	XP_006390983.1	Np002G086520, Np002G086530
OG0004424	XP_024009634.1, XP_006390904.1	Np002G085580
OG0004425	XP_006390852.1	Np002G084720
OG0004426	XP_024009740.1	Np002G083250
OG0004427	XP_006390702.2, XP_024012361.1	Np002G082970
OG0004428	XP_006390296.2	Np002G077870
OG0004430	XP_006390412.1	Np002G079120
OG0004431	XP_006390611.1	Np002G081730
OG0004432	XP_006389971.1	Np002G073240
OG0004433	XP_006389937.1	Np002G072790
OG0004434	XP_006389902.1	Np002G072370
OG0004435	XP_006389872.1	Np002G071980
OG0004436	XP_006407282.1	Np007G408400
OG0004437	XP_006407130.1	Np007G406050, Np004G233050
OG0004438	XP_006407114.1	Np007G405930
OG0004440	XP_006407005.1	Np007G404560
OG0004443	XP_006406859.1	Np007G390470
OG0004444	XP_006406591.1	Np007G394570
OG0004445	XP_006406452.1	Np007G397550
OG0004446	XP_006406424.1	Np007G398340
OG0004447	XP_006406334.1	Np007G380640
OG0004448	XP_006406332.1	Np007G380660
OG0004449	XP_006406284.1	Np007G381290
OG0004450	XP_006406232.1	Np007G382350
OG0004451	XP_006406061.1	Np007G384370
OG0004452	XP_006408841.1	Np006G363070
OG0004453	XP_006409142.1	Np007G374420
OG0004453	XP_024016602.1	Np007G374410
OG0004454	XP_006409191.1	Np007G374890
OG0004455	XP_006409089.1	Np007G373870
OG0004456	XP_006408974.1	Np007G371980
OG0004457	XP_006392923.1	Np004G194430
OG0004458	XP_006393046.1	Np004G195550
OG0004459	XP_006393140.1	Np005G296150, Np004G196610
OG0004460	XP_006393383.1	Np004G199210
OG0004461	XP_006410586.1	Np006G342110
OG0004462	XP_006403869.1	Np001G053790
OG0004463	XP_006403631.1	Np001G056930
OG0004464	XP_006403490.1	Np001G058710
OG0004466	XP_006402958.1	Np001G061190
OG0004467	XP_006401725.1	Np003G164270
OG0004468	XP_006402812.1	Np001G062880
OG0004469	XP_006408587.1, XP_006408676.1	Np002G084390, Np001G062970
OG0004470	XP_006402768.1	Np001G063510
OG0004471	XP_024010800.1	Np006G324570
OG0004472	XP_006402480.1	Np001G067280
OG0004473	XP_006402385.1	Np001G068600
OG0004473	XP_006392431.1	Np004G201850
OG0004474	XP_006402318.2	Np001G069420
OG0004477	XP_006396998.1	Np003G179530
OG0004478	XP_006402582.1	Np001G066170
OG0004481	XP_024004419.1	Np007G373150
OG0004482	XP_024008845.1	Np005G295190, Np002G107240
OG0004483	XP_006390903.2	Np002G085570
OG0004485	XP_006390967.2, XP_006390969.1	Np001G024530, Np001G064840
OG0004488	XP_006399856.1	Np003G140440
OG0004489	XP_024010221.1	Np005G281680, Np005G282420
OG0004492	XP_024014899.1	Np007G384740, Np007G384750
OG0004493	XP_024009497.1	Np007G387710, Np007G387650, Np007G387720, Np007G387670
OG0004499	XP_006412943.1	Np005G276310
OG0004500	XP_006412899.1	Np005G275820
OG0004501	XP_006412781.1	Np005G274460
OG0004502	XP_006401216.1	Np003G156090
OG0004503	XP_006412730.1	Np005G273540, Np005G273790
OG0004504	XP_006412699.1	Np005G273210
OG0004505	XP_006412687.1	Np005G273110
OG0004506	XP_006412671.1	Np005G272840
OG0004507	XP_024012761.1	Np001G063120, Np001G063090
OG0004508	XP_006412553.1	Np005G271330
OG0004509	XP_006412508.1	Np005G270780
OG0004510	XP_006412506.1	Np006G364020
OG0004511	XP_006412404.1, XP_024009876.1	Np005G263120
OG0004512	XP_006412234.1	Np005G264670
OG0004513	XP_006412223.1	Np005G264800
OG0004514	XP_024005549.1	Np005G299220
OG0004515	XP_006392221.1	Np002G115010
OG0004516	XP_006392008.1	Np002G117900
OG0004518	XP_006413530.1	Np005G283370
OG0004519	XP_006395883.1	Np001G027300
OG0004520	XP_006415861.1	Np004G209290
OG0004521	XP_006395615.1	Np001G023290
OG0004522	XP_006395377.1	Np001G020090
OG0004522	XP_006405538.1	Np005G316770
OG0004523	XP_006395328.1	Np001G019430
OG0004524	XP_006395274.1	Np001G018710
OG0004525	XP_024007065.1	Np005G310860
OG0004525	XP_006391568.1	Np002G099310
OG0004526	XP_006417232.1	Np004G245410
OG0004526	XP_006391804.1	Np002G121200
OG0004527	XP_006407316.1	Np007G408820
OG0004528	XP_006401356.1	Np003G158120
OG0004529	XP_024014891.1	Np007G409110
OG0004530	XP_006400913.1	Np003G152540
OG0004530	XP_006398487.1	Np001G032830
OG0004531	XP_024012715.1	Np003G158710
OG0004532	XP_006401365.1	Np003G158230
OG0004533	XP_006401299.1	Np003G179730, Np003G157320
OG0004534	XP_006401287.2	Np003G157140
OG0004535	XP_006401196.1	Np003G155850
OG0004536	XP_006401153.1	Np003G155160
OG0004537	XP_006395234.1	Np001G018200
OG0004538	XP_006399773.1	Np003G139540
OG0004539	XP_006399757.1	Np003G139260
OG0004540	XP_006399722.1	Np003G138880
OG0004541	XP_006399707.1	Np003G138580
OG0004542	XP_006399612.2	Np003G137690
OG0004543	XP_006399562.1	Np003G137000
OG0004544	XP_006399522.1	Np003G136570
OG0004545	XP_006399391.1	Np003G135290
OG0004546	XP_006399295.1	Np003G134240
OG0004547	XP_006399227.1	Np003G133380
OG0004548	XP_006414103.1	Np005G291620
OG0004549	XP_006414093.1	Np005G291510
OG0004550	XP_006414007.1	Np005G290280
OG0004551	XP_006413645.1	Np005G285080
OG0004552	XP_006413544.1	Np005G283660
OG0004553	XP_006413542.1	Np005G283690
OG0004554	XP_006413482.1	Np005G282910
OG0004555	XP_006404405.1	Np001G046970
OG0004556	XP_006397469.1	Np002G090960
OG0004557	XP_006393657.1	Np004G201890
OG0004558	XP_006415692.1	Np004G210950
OG0004559	XP_006415654.1	Np004G211420
OG0004560	XP_006415648.1	Np004G211450
OG0004561	XP_006415548.1	Np004G213000
OG0004562	XP_006415512.1	Np004G213370
OG0004563	XP_006415403.1	Np004G214690
OG0004564	XP_006412098.1	Np005G266510
OG0004565	XP_006412091.1	Np005G266710
OG0004566	XP_006411996.1	Np005G268110
OG0004567	XP_006405879.1	Np005G261780, Np005G265030
OG0004568	XP_006395903.1	Np005G310850
OG0004569	XP_006391521.1	Np002G097360
OG0004570	XP_006405607.1	Np005G315820
OG0004571	XP_006404357.1	Np001G047480
OG0004572	XP_006410669.1	Np006G340910
OG0004573	XP_006398397.1	Np001G033490
OG0004574	XP_006410737.1	Np006G340130
OG0004575	XP_006410515.1	Np006G343720
OG0004576	XP_006396996.1	Np003G179600
OG0004577	XP_006396947.1	Np003G180070
OG0004579	XP_006398053.1	Np001G039780
OG0004580	XP_006398056.1	Np001G039740
OG0004581	XP_006398312.1	Np001G035820
OG0004581	XP_006398313.1	Np001G035790
OG0004582	XP_006398399.1	Np001G033400
OG0004583	XP_006414414.1, XP_024004574.1	Np005G291680, Np005G301570
OG0004584	XP_006414914.2	Np005G309050, Np005G309090
OG0004585	XP_006414816.1	Np005G306330
OG0004586	XP_006406200.1	Np007G382740
OG0004587	XP_006397744.1	Np006G324000
OG0004588	XP_006397695.2	Np006G324740
OG0004589	XP_006397643.1	Np006G325440
OG0004590	XP_006397642.1	Np006G325450
OG0004591	XP_006397637.1	Np006G325500
OG0004592	XP_006397511.1	Np006G326980
OG0004593	XP_006398693.1	Np003G126490
OG0004594	XP_006398787.1	Np003G127600
OG0004595	XP_006400636.1	Np003G148970
OG0004596	XP_006400669.1	Np003G149350
OG0004597	XP_024011534.1	Np003G150280
OG0004598	XP_006400777.1	Np003G150800
OG0004599	XP_006394310.1	Np001G006500
OG0004600	XP_006394246.2	Np001G005470, Np001G005510
OG0004601	XP_006394201.1	Np001G004940
OG0004602	XP_006394143.1	Np001G004330
OG0004604	XP_006394025.1	Np001G002990
OG0004605	XP_006393914.1	Np001G001780
OG0004606	XP_006393858.1	Np001G000940
OG0004607	XP_006403934.1	Np001G053020
OG0004608	XP_006394053.1	Np001G003250
OG0004609	XP_006396430.1	Np003G186890
OG0004610	XP_006403245.1	Np001G041340
OG0004611	XP_006410442.1	Np006G357650
OG0004612	XP_006410285.1	Np006G355260
OG0004613	XP_024016667.1, XP_024013276.1	Np006G360020
OG0004614	XP_024016037.1	Np006G361060
OG0004615	XP_006409759.1	Np006G357970
OG0004616	XP_006404284.1	Np007G424930
OG0004617	XP_006408542.1, XP_006399939.1	Np007G425100
OG0004618	XP_006399908.1	Np003G140900
OG0004619	XP_024015443.1	Np007G425470
OG0004620	XP_006407749.1	Np007G414310
OG0004621	XP_006408385.1	Np007G423060
OG0004622	XP_006408359.1	Np007G422810
OG0004624	XP_006408027.1	Np007G418060
OG0004625	XP_006408011.1	Np007G417880
OG0004626	XP_006407992.1	Np007G417670
OG0004627	XP_006407987.1	Np007G417630
OG0004628	XP_006407960.1	Np007G417270
OG0004629	XP_006407842.1	Np007G415510
OG0004630	XP_006407808.1	Np007G415140
OG0004631	XP_006407804.1	Np007G415080
OG0004632	XP_006407786.1	Np007G414810
OG0004633	XP_006407783.1, XP_006397392.1	Np007G414780
OG0004634	XP_006411323.1	Np006G331450
OG0004635	XP_006411281.1	Np006G331970
OG0004636	XP_006411279.1	Np006G332010
OG0004637	XP_024003858.1	Np006G332350
OG0004638	XP_006411202.1	Np006G333220
OG0004639	XP_006410813.1	Np006G339220
OG0004640	XP_024016688.1	Np006G339140
OG0004641	XP_006410858.2	Np006G338240
OG0004642	XP_006410949.1	Np006G336970
OG0004643	XP_006411082.1	Np006G335100
OG0004644	XP_006416867.1	Np004G240380
OG0004645	XP_006416861.1	Np004G240320
OG0004646	XP_006416660.1	Np004G238110, Np004G238090
OG0004647	XP_006416592.1	Np004G237210
OG0004648	XP_006416454.1	Np004G235600
OG0004649	XP_006416299.1	Np004G233960
OG0004650	XP_006416245.2	Np004G232940
OG0004651	XP_006416093.1	Np004G230400
OG0004652	XP_006416072.1	Np004G230070, Np004G230100
OG0004653	XP_006416075.1	Np004G230130
OG0004654	XP_006415972.1	Np004G227000
OG0004655	XP_006413419.1	Np005G282090
OG0004657	XP_006413378.1	Np005G281570
OG0004658	XP_006413278.1	Np005G280260, Np005G305270
OG0004659	XP_006405114.1	Np006G364380
OG0004661	XP_006417221.1	Np004G245180
OG0004662	XP_006417486.1	Np004G248640
OG0004663	XP_006417507.1	Np004G248920
OG0004664	XP_006417538.1	Np004G249300, Np004G194760
OG0004665	XP_006417564.1	Np004G249630
OG0004666	XP_006417600.1	Np004G250040
OG0004667	XP_006417620.1	Np004G250210
OG0004668	XP_006417680.1	Np004G250810
OG0004669	XP_006417742.1	Np004G251410
OG0004670	XP_006417845.1	Np004G252530
OG0004671	XP_006418086.2, XP_024012220.1	Np004G255310
OG0004672	XP_006399935.1	Np003G141130
OG0004673	XP_006400185.1	Np003G143550
OG0004674	XP_006400323.1	Np003G145170
OG0004675	XP_006400330.1	Np003G145250
OG0004676	XP_006400401.1	Np003G146340
OG0004677	XP_006400409.1	Np003G146420
OG0004678	XP_006400471.1	Np003G147020
OG0004679	XP_006394918.2	Np001G014440
OG0004680	XP_006395000.1	Np001G015480
OG0004681	XP_006395038.1	Np001G015890
OG0004682	XP_006395072.1	Np001G016510
OG0004683	XP_006395173.1	Np001G017610
OG0004684	XP_024007509.1	Np001G017630
OG0004685	XP_006399873.1, XP_006398836.1	Np003G140600
OG0004686	XP_006395223.1	Np001G018090
OG0004687	XP_006402677.1	Np001G064810
OG0004688	XP_006399095.1	Np003G131630
OG0004689	XP_006398996.1	Np003G130330
OG0004690	XP_006398902.1	Np003G129020
OG0004692	XP_006394817.1	Np001G013270
OG0004693	XP_006394767.1	Np001G012540
OG0004694	XP_024007382.1	Np001G010340
OG0004695	XP_006394447.1	Np001G008490
OG0004696	XP_006394426.2	Np001G007750
OG0004697	XP_006394413.1	Np001G007560
OG0004698	XP_006394405.1	Np001G007450
OG0004699	XP_006394392.1	Np001G007320
OG0004700	XP_006394345.1	Np001G006870
OG0004701	XP_006403966.1	Np001G052690
OG0004702	XP_006404208.1	Np001G049550
OG0004702	XP_006394635.2	Np001G010900
OG0004703	XP_006404261.1	Np001G048500
OG0004703	XP_006404260.1	Np001G048510
OG0004704	XP_006404442.1	Np001G046680
OG0004705	XP_006418691.1	Np007G387530
OG0004706	XP_024016538.1, XP_024015098.1, XP_024009465.1, XP_006391093.2	Np001G043550
OG0004707	XP_006391034.1	Np002G087290
OG0004708	XP_006391018.1	Np002G087060
OG0004709	XP_006390953.1	Np002G086180
OG0004710	XP_006390724.2	Np002G083190
OG0004711	XP_006390686.1	Np002G082760
OG0004713	XP_006416447.1	Np004G235510
OG0004715	XP_006415893.1	Np005G315910, Np004G208910
OG0004716	XP_006390416.1	Np002G079150
OG0004717	XP_006405722.1, XP_006416643.1	Np004G237840
OG0004718	XP_006389928.1	Np002G072670
OG0004719	XP_006389847.1	Np002G071580
OG0004720	XP_006389821.1	Np002G071180
OG0004721	XP_006389805.1	Np002G070970
OG0004722	XP_006389795.1	Np002G070890
OG0004723	XP_024007085.1	Np002G070800
OG0004724	XP_024008512.1, XP_006402135.1	Np005G309690
OG0004725	XP_006416905.1	Np004G240870
OG0004727	XP_024015720.1	Np007G408440
OG0004728	XP_006407260.1	Np007G408050
OG0004729	XP_024015042.1	Np007G407500
OG0004730	XP_006407145.1	Np007G406370
OG0004731	XP_024015394.1	Np007G404920
OG0004732	XP_006407021.1	Np007G404750
OG0004733	XP_006406972.1	Np007G403910, Np007G403920
OG0004734	XP_006406808.1	Np007G391480
OG0004735	XP_006393478.1	Np004G199900
OG0004736	XP_006406624.2	Np007G394100
OG0004737	XP_006406588.1	Np003G171540, Np007G393410
OG0004738	XP_006406561.1	Np007G395060
