Orthogroup	Eutrema_salsugineum	Cardamine_glauca
OG0001486	XP_024007457.1	Cg002G053030, Cg003G111490, Cg003G111480
OG0001487	XP_006394581.1	Cg008G302860
OG0001487	XP_006399307.1	Cg008G289030
OG0001488	XP_006414209.1	Cg001G023350
OG0001488	XP_006398405.1	Cg008G324690
OG0001489	XP_006413678.1	Cg001G018710
OG0001490	XP_006415602.1	Cg006G217560
OG0001490	XP_006410558.1	Cg005G172410
OG0001491	XP_006415528.1	Cg006G216460
OG0001492	XP_006411724.1	Cg001G001060
OG0001492	XP_006404615.1	Cg005G193230
OG0001493	XP_006393620.1	Cg006G203300
OG0001493	XP_006403303.1	Cg008G318440
OG0001494	XP_006396781.1	Cg003G081430
OG0001495	XP_006404527.1, XP_024010987.1	Cg008G324990, Cg008G325060
OG0001496	XP_006418792.2	Cg004G141810
OG0001496	XP_006414882.1	Cg001G029290
OG0001497	XP_024005841.1	Cg001G026430
OG0001497	XP_024005153.1	Cg001G026440
OG0001498	XP_006418158.1, XP_006404607.1	Cg006G242300
OG0001498	XP_006409099.1	Cg006G202250
OG0001500	XP_006397908.1	Cg005G158530
OG0001500	XP_006402392.1	Cg002G044350
OG0001501	XP_006397871.1	Cg005G158900
OG0001502	XP_006397649.1	Cg005G161150
OG0001502	XP_006402602.1	Cg002G046350
OG0001503	XP_006402639.1	Cg002G046660
OG0001503	XP_006397585.1	Cg005G161700
OG0001504	XP_006402676.1	Cg002G046920
OG0001504	XP_006397520.1	Cg005G162360
OG0001505	XP_006402687.1	Cg002G047050
OG0001505	XP_024010781.1	Cg005G162600
OG0001506	XP_006407736.1	Cg004G124530
OG0001506	XP_006398601.1	Cg008G282270
OG0001507	XP_024013770.1	Cg002G060190
OG0001507	XP_006400987.1	Cg003G106840
OG0001508	XP_006394276.1	Cg003G111240
OG0001509	XP_006404109.1	Cg002G057130
OG0001510	XP_024008319.1	Cg006G240350
OG0001511	XP_006417758.1	Cg006G238200
OG0001511	XP_006409888.1	Cg005G178620
OG0001512	XP_006417716.1	Cg006G237850
OG0001512	XP_006409801.1, XP_006412464.2	Cg005G179610
OG0001513	XP_006408478.1	Cg004G116880
OG0001514	XP_006408225.1	Cg004G119780
OG0001514	XP_006400376.1	Cg008G298630
OG0001515	XP_006408030.2	Cg004G121610
OG0001516	XP_006407926.1	Cg004G122650
OG0001516	XP_024015168.1	Cg004G122660
OG0001517	XP_006403038.1	Cg002G050350
OG0001517	XP_006411267.1	Cg005G166010
OG0001518	XP_024003793.1	Cg005G166090
OG0001518	XP_006403403.1	Cg002G050460
OG0001519	XP_006390492.1	Cg007G274380
OG0001519	XP_006416602.1	Cg006G227590
OG0001520	XP_006404290.1	Cg002G058850
OG0001520	XP_006416541.1	Cg006G226990
OG0001521	XP_006390135.1	Cg007G277630
OG0001522	XP_006416127.1	Cg006G222810
OG0001522	XP_006390822.1	Cg007G271400
OG0001523	XP_006416052.2	Cg006G222040
OG0001524	XP_006415761.1	Cg006G219160
OG0001524	XP_006394463.1	Cg003G109580
OG0001526	XP_006418460.1	Cg006G245090
OG0001527	XP_006399931.1	Cg008G294350
OG0001527	XP_006389810.1	Cg007G280760
OG0001528	XP_006390276.1	Cg007G276290
OG0001529	XP_006400467.1	Cg008G299550
OG0001530	XP_006411685.1	Cg002G062860
OG0001531	XP_024012106.1	Cg008G287010
OG0001531	XP_006407435.1	Cg004G127280
OG0001532	XP_006401042.1	Cg003G106390
OG0001533	XP_006404028.1	Cg002G056370
OG0001534	XP_024010827.1	Cg007G279650
OG0001535	XP_006392622.1	Cg006G194730
OG0001535	XP_006407227.1	Cg004G129240
OG0001536	XP_006407180.1	Cg004G129580
OG0001536	XP_006392674.1	Cg006G195040
OG0001537	XP_006392875.1	Cg006G196980
OG0001537	XP_006406947.1	Cg004G132010
OG0001538	XP_006406832.1	Cg004G132900
OG0001538	XP_006392973.1	Cg006G197770
OG0001539	XP_006418654.1, XP_024009691.1	Cg004G133260
OG0001541	XP_006402354.2, XP_006405152.1, XP_006405149.1	Cg002G044010
OG0001544	XP_006414502.1	Cg001G025990
OG0001544	XP_006414498.1	Cg001G025960, Cg001G025970
OG0001545	XP_006398201.2	Cg008G322010, Cg008G321980
OG0001546	XP_006411069.1, XP_006411067.1	Cg005G167770
OG0001547	XP_006407630.2	Cg004G137500
OG0001549	XP_006408987.1	Cg004G156940
OG0001549	XP_006412951.1	Cg001G012040
OG0001550	XP_024004661.1	Cg006G198570
OG0001551	XP_006412603.1	Cg001G009210
OG0001551	XP_024014214.1	Cg005G190360
OG0001552	XP_006412518.1	Cg001G008410
OG0001552	XP_006405148.1	Cg005G188350
OG0001553	XP_006392146.1	Cg007G250390
OG0001553	XP_024008472.1	Cg006G235350
OG0001554	XP_006391952.1	Cg007G248640
OG0001555	XP_006417144.1	Cg006G232700
OG0001555	XP_024007058.1	Cg002G073120
OG0001556	XP_006410854.1	Cg005G169760
OG0001556	XP_006395549.1	Cg002G072140
OG0001557	XP_006392930.1	Cg010G326160, Cg003G092520, Cg003G076150
OG0001558	XP_006398899.1	Cg008G285240
OG0001558	XP_006407560.1	Cg004G126120
OG0001559	XP_006402246.1	Cg003G091730
OG0001559	XP_024005275.1	Cg001G016630
OG0001560	XP_006402205.1	Cg003G090940
OG0001560	XP_024004391.1	Cg001G016550
OG0001561	XP_006413286.2	Cg001G015120, Cg001G015110
OG0001562	XP_024012281.1	Cg003G103370
OG0001562	XP_006398952.1	Cg008G285810
OG0001563	XP_006400502.1	Cg008G299900
OG0001563	XP_006399751.1	Cg008G292800
OG0001564	XP_006410924.1	Cg005G169090
OG0001564	XP_006416410.1	Cg006G225630
OG0001565	XP_006399270.1	Cg008G288680
OG0001565	XP_006394530.1	Cg003G108940
OG0001566	XP_006398217.1	Cg008G322560
OG0001566	XP_006414009.1	Cg001G021550
OG0001567	XP_006396080.1	Cg006G210750
OG0001568	XP_024008558.1, XP_006415633.1	Cg006G217940, Cg006G217930
OG0001569	XP_006410572.1	Cg005G172310
OG0001569	XP_006415572.1	Cg006G217080
OG0001570	XP_006402683.1	Cg002G047010
OG0001570	XP_006415396.1	Cg006G215380
OG0001571	XP_006409309.2	Cg004G153430
OG0001571	XP_006412100.1	Cg001G004750
OG0001572	XP_006411810.1	Cg001G001950
OG0001572	XP_006404700.1	Cg005G192390
OG0001573	XP_006411773.1	Cg001G001570
OG0001573	XP_006404674.2	Cg005G192630
OG0001574	XP_006411716.1	Cg001G000970
OG0001574	XP_024014328.1	Cg005G193350
OG0001575	XP_006404572.1	Cg005G193570
OG0001575	XP_006411692.1	Cg001G000780
OG0001576	XP_006405671.1	Cg001G038920
OG0001577	XP_024014613.1	Cg001G039520
OG0001579	XP_006414247.1	Cg001G023720
OG0001581	XP_006402334.1	Cg002G043850
OG0001581	XP_006397959.1	Cg005G157980
OG0001582	XP_006402641.1	Cg002G046680
OG0001582	XP_006397584.1	Cg005G161720
OG0001583	XP_006402839.1	Cg002G048470
OG0001584	XP_006411459.1	Cg005G164090
OG0001585	XP_006402897.1, XP_006396061.1	Cg002G049060
OG0001585	XP_006411415.1	Cg005G164460
OG0001586	XP_006404982.1	Cg008G300040
OG0001587	XP_006408697.2, XP_006408695.1	Cg008G302600
OG0001588	XP_006418854.1	Cg002G060230
OG0001589	XP_006394269.1	Cg003G111290
OG0001589	XP_006404227.1	Cg002G058270
OG0001590	XP_024013413.1	Cg002G051050
OG0001590	XP_006393990.1	Cg003G113810
OG0001591	XP_006418291.1	Cg006G243470
OG0001591	XP_006396457.1	Cg003G078540, Cg014G331010
OG0001592	XP_006418254.1	Cg006G243160
OG0001592	XP_006396512.1	Cg003G094970, Cg003G078980
OG0001593	XP_006410484.2	Cg005G173210
OG0001593	XP_006418125.1	Cg006G241970
OG0001594	XP_006418051.1	Cg006G241130
OG0001594	XP_006410370.1	Cg005G174310
OG0001595	XP_006409226.2, XP_006408326.1	Cg004G118410
OG0001595	XP_006408327.2	Cg004G118400
OG0001596	XP_006400358.1	Cg008G298470
OG0001596	XP_006408247.1	Cg004G119570
OG0001597	XP_006408013.1	Cg004G121750
OG0001598	XP_006407963.1	Cg004G122230
OG0001598	XP_006400443.1	Cg008G299270
OG0001599	XP_024007162.1	Cg008G312620
OG0001599	XP_006407818.1	Cg004G123710
OG0001600	XP_006403746.1, XP_024013436.1	Cg005G170000, Cg002G053710
OG0001601	XP_024009142.1	Cg006G228200
OG0001601	XP_006390589.1	Cg007G273590
OG0001603	XP_024012577.1	Cg007G271120
OG0001603	XP_006416107.1	Cg006G222590
OG0001604	XP_006416100.1	Cg006G222540
OG0001604	XP_024012663.1	Cg007G271020
OG0001605	XP_006416094.2	Cg006G222490
OG0001605	XP_006390872.2	Cg007G270980
OG0001606	XP_006404850.2	Cg005G191150
OG0001607	XP_006417217.1	Cg006G233330
OG0001607	XP_006391789.1	Cg007G247280
OG0001608	XP_006417366.1, XP_024007716.1	Cg006G234620
OG0001609	XP_006400462.1	Cg008G299470
OG0001609	XP_006418251.2	Cg006G243140
OG0001610	XP_006407528.1, XP_006406458.1	Cg008G285620
OG0001612	XP_006407236.1	Cg004G129160
OG0001612	XP_024006221.1	Cg006G194600
OG0001613	XP_024006211.1, XP_006392832.2, XP_006392829.2	Cg006G196610
OG0001613	XP_006406986.1	Cg004G131620
OG0001614	XP_006393058.1	Cg006G198360
OG0001614	XP_006406329.1	Cg004G137990
OG0001615	XP_006418845.1, XP_006395416.2	Cg005G175050
OG0001615	XP_006393061.1	Cg006G198390
OG0001616	XP_024016621.1	Cg004G153630
OG0001616	XP_006412095.1	Cg001G004680
OG0001617	XP_006409039.1	Cg004G155840
OG0001617	XP_006412815.1	Cg001G010850
OG0001618	XP_006392564.1	Cg006G194190
OG0001618	XP_006407288.1	Cg004G128570
OG0001619	XP_006403747.1	Cg002G053720
OG0001619	XP_006410827.1	Cg005G170010
OG0001620	XP_006416618.2, XP_006416692.2	Cg001G022840
OG0001626	XP_024012626.1, XP_024010443.1	Cg005G163420, Cg005G163210
OG0001627	XP_006415773.1	Cg006G219260
OG0001628	XP_006397062.2	Cg006G237330, Cg006G237340, Cg006G231790, Cg007G261640
OG0001629	XP_006417116.1	Cg006G232420
OG0001629	XP_006395645.1	Cg002G073160
OG0001630	XP_024004113.1, XP_006410403.2	Cg005G174930, Cg005G174920
OG0001631	XP_006391204.1	Cg007G267900
OG0001633	XP_006413732.1, XP_006413655.1, XP_006413652.2	Cg001G018470
OG0001642	XP_006409625.1, XP_006409624.1	Cg004G149310
OG0001642	XP_006412301.1	Cg001G006430
OG0001643	XP_006409413.1	Cg004G152500
OG0001643	XP_006412169.1	Cg001G005310
OG0001644	XP_006392117.1	Cg007G249790
OG0001644	XP_006417426.1	Cg006G235240
OG0001645	XP_006395663.1	Cg002G073340
OG0001646	XP_006395558.1	Cg002G072230
OG0001646	XP_006417166.1	Cg006G232910
OG0001647	XP_006405416.1	Cg001G041690
OG0001647	XP_006395477.1	Cg002G071330
OG0001648	XP_006405430.1	Cg001G041490
OG0001648	XP_006395460.1	Cg002G071130
OG0001649	XP_006405588.1	Cg001G040110
OG0001649	XP_006395335.1	Cg002G069720
OG0001650	XP_006395260.1	Cg002G065370
OG0001650	XP_006405673.1	Cg001G038810
OG0001651	XP_006413209.1	Cg001G014430
OG0001651	XP_006401301.1	Cg003G104100
OG0001652	XP_006407700.2	Cg004G124860
OG0001652	XP_006398657.1	Cg008G282820
OG0001653	XP_006407636.1	Cg004G125400
OG0001653	XP_006397289.1	Cg003G087040
OG0001654	XP_024011507.1	Cg008G284220
OG0001654	XP_006407628.1	Cg004G125490
OG0001655	XP_006399013.1	Cg008G286330
OG0001655	XP_006407474.1	Cg004G126840
OG0001656	XP_006407336.1	Cg004G128150
OG0001656	XP_006399887.1	Cg008G293980
OG0001657	XP_006413118.1	Cg001G013690
OG0001657	XP_006401514.1	Cg003G102180
OG0001658	XP_006401482.1	Cg003G102450
OG0001660	XP_006413875.1	Cg001G020420
OG0001661	XP_006413622.1	Cg001G018180
OG0001662	XP_006413606.1	Cg001G018060
OG0001662	XP_024009981.1	Cg003G081760
OG0001663	XP_006397109.1	Cg003G084290
OG0001663	XP_006416151.1	Cg006G223100
OG0001664	XP_006410614.2	Cg005G171930
OG0001664	XP_024008208.1	Cg006G216040
OG0001665	XP_006410626.1	Cg005G171840
OG0001666	XP_006412053.1	Cg001G004330
OG0001666	XP_006409253.1	Cg004G153820
OG0001668	XP_006411873.1	Cg001G002640
OG0001668	XP_006404772.1	Cg005G191700
OG0001669	XP_006404670.1, XP_006404666.1, XP_006404669.1, XP_006404667.1, XP_006404672.1	Cg005G192650
OG0001669	XP_024005879.1	Cg001G001550
OG0001670	XP_006411681.1	Cg001G000730
OG0001670	XP_006404565.1	Cg005G193660
OG0001671	XP_006397251.1	Cg003G086300
OG0001672	XP_006415734.1	Cg006G218910
OG0001672	XP_006398890.1	Cg008G285120
OG0001673	XP_006395950.1	Cg004G143970
OG0001674	XP_006414763.1	Cg001G028050
OG0001674	XP_006414761.1	Cg001G028040
OG0001675	XP_006402413.1	Cg002G044520
OG0001676	XP_006397635.1, XP_006413937.2	Cg005G161280
OG0001677	XP_006402694.1	Cg002G047140
OG0001677	XP_006397489.1	Cg005G162630
OG0001678	XP_024012819.1	Cg002G047560
OG0001678	XP_006411553.1	Cg005G163080
OG0001679	XP_006402779.1	Cg002G047830
OG0001679	XP_006411510.1	Cg005G163500
OG0001681	XP_006393852.1	Cg003G115250
OG0001681	XP_006403995.1	Cg002G056000
OG0001682	XP_006396528.1	Cg003G079100, Cg003G094840
OG0001682	XP_006418235.1	Cg006G242970
OG0001683	XP_006418171.1	Cg006G242390
OG0001683	XP_006403156.1	Cg008G319910
OG0001684	XP_006403261.1, XP_006403260.1	Cg008G318890
OG0001685	XP_006418128.1	Cg006G242010
OG0001685	XP_006403263.1	Cg008G318880
OG0001686	XP_006410473.1	Cg005G173310
OG0001686	XP_006418122.1	Cg006G241920
OG0001687	XP_024008362.1	Cg006G241670
OG0001687	XP_006410451.1	Cg005G173560
OG0001688	XP_006417949.1	Cg006G240030
OG0001688	XP_006410249.1	Cg005G175480
OG0001689	XP_006417894.1	Cg006G239570
OG0001689	XP_006410179.1	Cg005G175930
OG0001690	XP_006410093.1	Cg005G176270
OG0001690	XP_006417872.1	Cg006G239380
OG0001691	XP_006417846.1	Cg006G239100
OG0001691	XP_006410079.1	Cg005G176760
OG0001693	XP_024016663.1	Cg005G178110
OG0001693	XP_006417790.1	Cg006G238500
OG0001694	XP_006400233.1	Cg008G297160
OG0001694	XP_006408348.1	Cg004G118220
OG0001695	XP_006417664.1	Cg006G237400
OG0001695	XP_006408182.1	Cg004G120140
OG0001696	XP_006394992.1	Cg008G307270
OG0001696	XP_006408115.1	Cg004G120820
OG0001697	XP_006407915.1	Cg004G122750
OG0001697	XP_006395068.2	Cg008G308400
OG0001698	XP_006411234.1	Cg005G166310
OG0001698	XP_006403418.1	Cg002G050600
OG0001699	XP_006403675.1	Cg002G052960, Cg002G052940
OG0001699	XP_006410923.1	Cg005G169100
OG0001700	XP_006389908.1	Cg007G279910
OG0001700	XP_006416816.1	Cg006G229510
OG0001701	XP_006416406.1	Cg006G225610
OG0001701	XP_006390232.1	Cg007G276750
OG0001702	XP_006390134.1	Cg007G277640
OG0001702	XP_006416308.1	Cg006G224640
OG0001703	XP_006416252.1	Cg006G224100
OG0001703	XP_006390070.1	Cg007G278270
OG0001704	XP_006416147.1	Cg006G223070
OG0001704	XP_006390775.1	Cg007G271890, Cg006G223350
OG0001705	XP_024008682.1	Cg006G222640
OG0001705	XP_006390848.1	Cg007G271170
OG0001707	XP_006415539.1	Cg006G216560
OG0001708	XP_006394893.1	Cg008G306170
OG0001708	XP_006408012.1	Cg004G121760
OG0001709	XP_006394338.1	Cg003G110740
OG0001709	XP_024013714.1	Cg002G058950
OG0001710	XP_006390141.2	Cg007G277560
OG0001711	XP_024015426.1	Cg004G133000
OG0001711	XP_006414444.1	Cg001G025530
OG0001712	XP_006393233.1	Cg006G200020
OG0001712	XP_006406532.1	Cg004G135810
OG0001713	XP_006393210.1	Cg006G199790
OG0001713	XP_006406492.1	Cg004G136250
OG0001714	XP_006406369.1	Cg004G137460
OG0001714	XP_006393093.1	Cg006G198840
OG0001715	XP_006418729.1	Cg004G142460
OG0001715	XP_006418751.1	Cg004G142240, Cg004G142220
OG0001719	XP_024016227.1	Cg004G152040
OG0001721	XP_006417155.1	Cg006G232820
OG0001725	XP_006400381.2	Cg008G298660
OG0001727	XP_006401192.1	Cg004G153410
OG0001729	XP_006414522.1	Cg001G026180
OG0001730	XP_006412974.1	Cg001G012300
OG0001731	XP_006412748.2	Cg001G010410
OG0001731	XP_006412749.1	Cg001G010420
OG0001732	XP_006412737.1	Cg001G010350
OG0001732	XP_006409093.1	Cg004G155260
OG0001733	XP_006412691.1	Cg001G009910
OG0001733	XP_024014108.1	Cg005G190760
OG0001734	XP_024005155.1	Cg001G009590
OG0001734	XP_024014293.1	Cg005G190030
OG0001735	XP_006409626.1	Cg004G149320
OG0001735	XP_006412302.1	Cg001G006440
OG0001736	XP_006412112.1	Cg001G004840
OG0001736	XP_006409325.1	Cg004G153300
OG0001737	XP_006410658.1	Cg005G171590
OG0001737	XP_006415376.1	Cg006G215240
OG0001738	XP_006410695.1	Cg005G171220
OG0001739	XP_006392370.1	Cg007G253060
OG0001739	XP_006417552.1	Cg006G236420
OG0001740	XP_024004449.1	Cg007G251980
OG0001740	XP_006417506.1	Cg006G235990
OG0001741	XP_006417471.1	Cg006G235640
OG0001741	XP_024004723.1	Cg007G251450
OG0001742	XP_006418636.2	Cg004G143140
OG0001743	XP_006417383.1	Cg006G234770
OG0001743	XP_006392026.1	Cg007G249310
OG0001744	XP_006405402.1	Cg001G041860
OG0001744	XP_006395496.1	Cg002G071510
OG0001745	XP_024014571.1	Cg001G041280
OG0001746	XP_006395359.1	Cg002G069260
OG0001746	XP_006405561.1	Cg001G040560
OG0001748	XP_006405777.1	Cg001G038010
OG0001748	XP_006391463.1	Cg007G266860
OG0001749	XP_024015728.1	Cg007G245990
OG0001749	XP_006405307.1	Cg001G042680
OG0001750	XP_006405380.1	Cg001G042170
OG0001750	XP_006391740.2	Cg007G246840
OG0001751	XP_006407412.1	Cg004G127560
OG0001751	XP_024011798.1	Cg008G287290
OG0001752	XP_024016285.1, XP_024015950.1	Cg008G313370
OG0001753	XP_024014893.1	Cg004G128020
OG0001753	XP_006399172.1	Cg008G287770
OG0001754	XP_006402027.1	Cg003G097550
OG0001754	XP_006413344.1, XP_006413343.1	Cg001G015730
OG0001755	XP_006413280.1	Cg001G015040
OG0001755	XP_024011971.1	Cg003G099350
OG0001756	XP_006401758.1	Cg003G099770
OG0001756	XP_006413023.1	Cg001G012820
OG0001757	XP_006413161.1	Cg001G014080
OG0001758	XP_006400505.1	Cg008G299930
OG0001758	XP_024012406.1	Cg008G292960
OG0001759	XP_024012326.1	Cg008G288810
OG0001760	XP_006398406.1	Cg008G324700
OG0001761	XP_006398272.1	Cg008G323060
OG0001761	XP_006414079.1	Cg001G022150
OG0001762	XP_006414032.1	Cg001G021780
OG0001762	XP_006398248.1	Cg008G322850
OG0001763	XP_006413919.1	Cg001G020800
OG0001764	XP_006396706.1	Cg003G080760
OG0001764	XP_024005440.1	Cg001G018820
OG0001765	XP_006396936.1, XP_006396935.1	Cg003G082640, Cg003G082630
OG0001766	XP_006397067.2	Cg003G083740
OG0001767	XP_006390729.1	Cg007G272300
OG0001768	XP_006410494.1	Cg005G173120
OG0001768	XP_006415702.1	Cg006G218630
OG0001769	XP_006409225.1	Cg004G153970
OG0001769	XP_006412031.1	Cg001G004030
OG0001770	XP_006411865.1	Cg003G114160
OG0001770	XP_024013654.1	Cg002G056930
OG0001771	XP_006404744.1	Cg005G191940
OG0001771	XP_006411848.1	Cg001G002370
OG0001772	XP_006391195.1	Cg007G267980
OG0001773	XP_006401822.1	Cg003G099200
OG0001773	XP_006410581.1	Cg005G172240
OG0001775	XP_006413699.1	Cg001G018990
OG0001775	XP_006396681.1	Cg003G093440, Cg003G080510
OG0001776	XP_024011112.1	Cg008G322150
OG0001776	XP_024011110.1	Cg008G322380
OG0001777	XP_006396395.1	Cg014G332130, Cg003G077490, Cg003G077500, Cg014G332120
OG0001777	XP_006405499.1	Cg001G041000
OG0001778	XP_006397963.1	Cg005G157960
OG0001779	XP_006402353.1	Cg002G044000
OG0001779	XP_006397951.1	Cg005G158050
OG0001780	XP_006397689.1	Cg005G160720
OG0001780	XP_006402570.1	Cg002G046040
OG0001781	XP_024012778.1	Cg002G046500
OG0001781	XP_024010714.1	Cg005G161490
OG0001782	XP_006402729.2	Cg002G047400
OG0001782	XP_024016857.1	Cg005G162870
OG0001784	XP_006393945.1	Cg003G114260
OG0001784	XP_006404087.1	Cg002G056910
OG0001785	XP_006396240.1	Cg014G333270
OG0001785	XP_006418438.1	Cg006G244860
OG0001786	XP_006418421.1	Cg006G244640
OG0001786	XP_006396302.1	Cg003G076990, Cg014G332620
OG0001787	XP_006396393.1	Cg003G077510, Cg014G332110
OG0001787	XP_006418349.1	Cg006G243980
OG0001788	XP_006396423.1	Cg003G078130, Cg014G331550
OG0001788	XP_006418317.1	Cg006G243730
OG0001790	XP_006410269.1	Cg005G175280
OG0001790	XP_006417960.2	Cg006G240130
OG0001791	XP_006410196.1	Cg005G175770
OG0001792	XP_006410089.1	Cg005G176700
OG0001792	XP_006417853.2	Cg006G239180
OG0001793	XP_024008415.1	Cg006G238960
OG0001793	XP_006410049.1	Cg005G176950
OG0001794	XP_006417806.1	Cg006G238720
OG0001794	XP_006409985.1	Cg005G177600
OG0001795	XP_006408410.1	Cg004G117650
OG0001795	XP_006400139.1	Cg008G296360
OG0001796	XP_024015378.1	Cg004G118330
OG0001796	XP_006400249.1	Cg008G297470
OG0001797	XP_024011427.1	Cg008G297890
OG0001798	XP_006394871.1	Cg008G305980
OG0001798	XP_006408005.1	Cg004G121860
OG0001799	XP_006408004.1	Cg004G121870
OG0001800	XP_006407951.1	Cg004G122350
OG0001800	XP_006400411.1	Cg008G298970
OG0001801	XP_006395133.2	Cg008G311080, Cg008G309280
OG0001801	XP_024015131.1	Cg004G123080
OG0001802	XP_006391419.1, XP_006391421.1	Cg007G266200
OG0001803	XP_006410819.1	Cg005G170120
OG0001803	XP_006403751.1	Cg002G053750
OG0001804	XP_006389861.1	Cg007G280310
OG0001804	XP_024007868.1	Cg006G229780
OG0001805	XP_006389947.2	Cg007G279540
OG0001805	XP_006416772.1	Cg006G229130
OG0001806	XP_024006656.1	Cg007G272790
OG0001806	XP_006416720.1	Cg006G228670
OG0001807	XP_006410745.1	Cg005G170790
OG0001807	XP_006416499.1	Cg006G226510
OG0001808	XP_006390239.1	Cg007G276690
OG0001808	XP_006416412.1	Cg006G225650
OG0001809	XP_006390926.2	Cg007G270530
OG0001809	XP_006416019.1	Cg006G221690
OG0001810	XP_006415936.1	Cg006G220870
OG0001810	XP_006391032.1	Cg007G269610
OG0001811	XP_006391177.2	Cg007G268280
OG0001811	XP_024008745.1	Cg006G219900
OG0001812	XP_006391189.1	Cg007G268040
OG0001812	XP_006415832.1	Cg006G219820
OG0001814	XP_006404620.1	Cg005G193170
OG0001814	XP_006411728.1	Cg001G001100
OG0001816	XP_006394978.1	Cg008G307120
OG0001817	XP_006399020.1	Cg008G286390
OG0001818	XP_006404152.1	Cg002G057510
OG0001818	XP_006394699.1	Cg008G304140
OG0001819	XP_024007343.1	Cg003G115370
OG0001819	XP_006403982.1	Cg002G055900
OG0001820	XP_006404217.1	Cg002G058160
OG0001821	XP_006392924.1	Cg006G197360
OG0001821	XP_024015520.1	Cg004G132330
OG0001822	XP_006406278.1	Cg004G138360
OG0001822	XP_006392982.1	Cg006G197850, Cg006G197840
OG0001823	XP_006404072.2, XP_006408952.1	Cg004G156710
OG0001824	XP_006410942.1	Cg005G168950
OG0001824	XP_006403662.1	Cg002G052820
OG0001825	XP_006403432.1	Cg002G050750
OG0001826	XP_006402951.1	Cg002G049550
OG0001826	XP_006411380.1	Cg005G164890
OG0001827	XP_006402925.1, XP_006402926.1	Cg002G049320
OG0001828	XP_006397639.1	Cg005G161230
OG0001828	XP_006402610.1	Cg002G046420
OG0001829	XP_024006873.1, XP_024006871.1, XP_024006869.1, XP_024007444.1, XP_006395435.1, XP_006395426.2	Cg002G070900
OG0001831	XP_006398456.2	Cg008G325190, Cg008G325180
OG0001833	XP_024004602.1	Cg001G008940
OG0001834	XP_006416879.1	Cg006G230110
OG0001835	XP_006416430.2	Cg006G225840
OG0001835	XP_006416428.1	Cg006G225830
OG0001836	XP_006391911.1	Cg007G248190
OG0001838	XP_006414226.1, XP_006414227.1	Cg001G023530, Cg001G023520
OG0001839	XP_006398665.1	Cg005G181910
OG0001844	XP_006412860.1	Cg001G011270
OG0001844	XP_006408895.1	Cg004G156110
OG0001845	XP_024004438.1	Cg001G010070
OG0001846	XP_006409349.1	Cg004G153020
OG0001846	XP_024005546.1	Cg001G004950
OG0001847	XP_024004379.1	Cg001G024340
OG0001848	XP_006392216.1	Cg007G251110
OG0001848	XP_006417463.1	Cg006G235570
OG0001849	XP_006392004.2, XP_024015694.1	Cg007G249150
OG0001849	XP_006392006.1	Cg007G249160
OG0001850	XP_006395486.1	Cg004G147270, Cg007G255340, Cg002G071400, Cg001G008770
OG0001850	XP_006405413.1	Cg001G041720
OG0001851	XP_006405448.1	Cg001G041370
OG0001851	XP_006395448.1	Cg002G071020
OG0001852	XP_006414110.2, XP_006405609.1	Cg001G039720
OG0001852	XP_006395312.1	Cg002G070160
OG0001853	XP_006419094.1	Cg002G062660
OG0001853	XP_006391422.1	Cg007G266230
OG0001854	XP_006391320.1	Cg007G264690
OG0001855	XP_006391553.1	Cg007G262790
OG0001855	XP_006413873.1	Cg001G020400
OG0001856	XP_024004439.1	Cg007G247900
OG0001856	XP_006417273.1	Cg006G233800
OG0001857	XP_006413231.1	Cg001G014630
OG0001857	XP_024011461.1	Cg003G104540
OG0001858	XP_006398873.1	Cg008G284930
OG0001858	XP_006407586.1	Cg004G125890
OG0001859	XP_006407548.1	Cg004G126170
OG0001859	XP_006398910.1	Cg008G285340
OG0001860	XP_006399021.1	Cg008G286400
OG0001861	XP_006407457.1	Cg004G127040
OG0001861	XP_006399041.1	Cg008G286620
OG0001862	XP_024012039.1	Cg008G287380
OG0001862	XP_006407403.1	Cg004G127640
OG0001863	XP_006413326.1	Cg001G015560
OG0001863	XP_006401971.1	Cg003G097980
OG0001864	XP_006413096.2	Cg001G013450
OG0001865	XP_006401547.1	Cg003G101910
OG0001865	XP_006413102.1	Cg001G013530
OG0001866	XP_006401517.1	Cg003G102150
OG0001866	XP_006413116.1	Cg001G013670
OG0001867	XP_006401201.1	Cg003G105080
OG0001867	XP_006413265.1	Cg001G014910
OG0001868	XP_006400511.1	Cg008G300020
OG0001869	XP_006394007.1	Cg003G113620
OG0001869	XP_006399552.1	Cg008G290990
OG0001870	XP_024007549.1	Cg003G113390
OG0001870	XP_024012423.1	Cg008G290870
OG0001871	XP_006399494.1	Cg008G290450, Cg008G290460
OG0001872	XP_024012204.1	Cg008G290300
OG0001873	XP_024011944.1	Cg008G289920
OG0001873	XP_006399432.1	Cg008G289910
OG0001874	XP_006399384.1, XP_006399385.1	Cg008G289570
OG0001875	XP_006399306.1	Cg008G289020
OG0001875	XP_006394577.1	Cg008G302820
OG0001876	XP_006394544.1	Cg003G108710
OG0001876	XP_006399289.1	Cg008G288830
OG0001877	XP_006399225.1	Cg008G288220
OG0001878	XP_024004766.1	Cg001G023500
OG0001878	XP_006398424.1	Cg008G324870
OG0001879	XP_006414172.1	Cg001G022970
OG0001879	XP_006398363.2	Cg008G324190
