Orthogroup	Eutrema_salsugineum	Alyssum_gmelinii
OG0002842	XP_006418255.1	Ag004G300520, Ag004G300540, Ag004G300570
OG0002843	XP_006418293.1	Ag001G001970, Ag003G216360
OG0002844	XP_024012689.1	Ag007G616490
OG0002845	XP_006400435.1	Ag007G629600
OG0002846	XP_006395054.1, XP_024004316.1	Ag007G640980, Ag006G506740
OG0002847	XP_006392573.1	Ag001G000330
OG0002848	XP_006394701.1	Ag008G722400
OG0002848	XP_024013639.1	Ag008G692910
OG0002849	XP_006404160.1	Ag008G692450
OG0002849	XP_006394685.1	Ag008G722630
OG0002850	XP_024007096.1	Ag008G726440
OG0002851	XP_024006748.1	Ag008G723600
OG0002851	XP_006404211.1	Ag008G691160
OG0002852	XP_006394622.1	Ag008G723760
OG0002853	XP_006394469.1, XP_024006837.1	Ag008G726590
OG0002854	XP_024012469.1	Ag008G706670
OG0002855	XP_006408499.1	Ag001G100180
OG0002856	XP_006404398.1, XP_006401057.1	Ag008G706300
OG0002857	XP_006404051.1	Ag001G060140
OG0002858	XP_024013738.1	Ag003G221200, Ag008G692180, Ag008G692160
OG0002859	XP_006400923.1, XP_006418948.1	Ag008G709840
OG0002860	XP_006412219.1	Ag003G282060
OG0002860	XP_006409460.1	Ag005G418240
OG0002861	XP_006418346.1	Ag004G299350
OG0002861	XP_006390819.1	Ag004G343880
OG0002862	XP_006390428.1	Ag003G231430, Ag003G231340
OG0002863	XP_006389828.1	Ag003G209700
OG0002863	XP_006416868.1	Ag004G324070
OG0002864	XP_024014851.1	Ag005G469140
OG0002865	XP_006392686.2	Ag001G002950
OG0002865	XP_006407171.2	Ag005G468320
OG0002866	XP_024006384.1	Ag001G003560
OG0002867	XP_024015541.1	Ag005G467500
OG0002867	XP_006392715.1	Ag001G003720
OG0002868	XP_006406966.1	Ag005G463750
OG0002868	XP_006392851.1	Ag001G007280
OG0002869	XP_006393108.1	Ag001G012890
OG0002869	XP_006406375.1	Ag005G445860
OG0002871	XP_006409601.2	Ag007G591240
OG0002871	XP_006409598.1, XP_006409585.1	Ag004G400040
OG0002872	XP_006413718.1, XP_006409414.1	Ag006G505490, Ag006G505470, Ag006G567610
OG0002873	XP_006412728.1	Ag003G261450
OG0002874	XP_006409028.1	Ag005G404460
OG0002874	XP_006412991.2	Ag003G253600
OG0002875	XP_006406371.1	Ag005G445830
OG0002876	XP_024006391.1	Ag001G021030
OG0002877	XP_024013503.1	Ag001G076780
OG0002878	XP_006411334.1	Ag002G187900
OG0002878	XP_024012981.1	Ag001G081420
OG0002879	XP_006402913.1	Ag001G083650
OG0002880	XP_006402887.1	Ag001G084400
OG0002880	XP_006399033.1	Ag006G501330
OG0002881	XP_006402847.1, XP_006402851.1	Ag006G553520, Ag001G085340, Ag001G085470, Ag001G085350, Ag001G085440, Ag001G085370, Ag001G085380, Ag001G085460
OG0002881	XP_006402852.1	Ag001G085400
OG0002883	XP_024006361.1	Ag005G402480
OG0002884	XP_024015633.1	Ag005G439920
OG0002886	XP_006400171.1	Ag007G622010
OG0002887	XP_006400360.1	Ag007G628620
OG0002890	XP_006408999.2	Ag005G404050
OG0002891	XP_006412703.1	Ag003G265450, Ag003G266260
OG0002892	XP_006405117.1	Ag006G525230
OG0002892	XP_006412534.1	Ag003G272130
OG0002893	XP_006412512.1	Ag003G273140
OG0002894	XP_006404468.1	Ag010G739510, Ag001G049420
OG0002894	XP_006412446.1	Ag003G278510
OG0002895	XP_006412409.1	Ag003G277670
OG0002896	XP_006412321.1	Ag003G275210
OG0002897	XP_006412189.1	Ag003G282690
OG0002897	XP_006409423.1	Ag005G417830
OG0002898	XP_006406820.2	Ag005G460300
OG0002899	XP_006415238.1, XP_006410710.1	Ag007G578380
OG0002900	XP_024016687.1	Ag002G164340
OG0002900	XP_006414293.2	Ag001G101420
OG0002901	XP_006417433.1	Ag004G312370
OG0002901	XP_006392112.1	Ag004G373230
OG0002902	XP_006391963.1	Ag004G377470
OG0002903	XP_006416938.1	Ag004G322660, Ag004G322670, Ag004G322680
OG0002904	XP_006416982.2	Ag004G321260
OG0002904	XP_006395841.1	Ag005G406190
OG0002905	XP_006395374.1	Ag008G672410
OG0002906	XP_006405988.1, XP_024014736.1	Ag004G388680, Ag004G393680
OG0002907	XP_006401205.1, XP_006413264.1	Ag008G702690
OG0002908	XP_006401141.1	Ag002G199850, Ag008G705160
OG0002909	XP_006407531.1	Ag005G474850
OG0002909	XP_006398930.1	Ag006G499000
OG0002910	XP_006399104.2	Ag006G503960
OG0002910	XP_006407425.1	Ag005G472440
OG0002911	XP_006407335.1	Ag005G471290
OG0002911	XP_006399888.1	Ag007G612910
OG0002912	XP_006401666.1	Ag008G687500
OG0002912	XP_006415949.1	Ag003G244870
OG0002913	XP_006401567.1	Ag001G057450
OG0002914	XP_006401388.1, XP_006413169.1	Ag008G697080
OG0002915	XP_024012245.1	Ag008G705140
OG0002916	XP_024007741.1, XP_006415790.1	Ag003G246970
OG0002917	XP_006399714.1, XP_006394858.1	Ag007G608570
OG0002918	XP_006394588.1	Ag008G724310
OG0002918	XP_006399316.1	Ag007G600930
OG0002919	XP_024012093.1	Ag007G600120
OG0002920	XP_006399204.1	Ag006G507090
OG0002920	XP_006394434.1	Ag008G726960
OG0002921	XP_006398437.1	Ag002G123220
OG0002922	XP_006414195.1, XP_024011071.1	Ag006G577150
OG0002923	XP_006413751.1	Ag006G511810
OG0002924	XP_006396795.1, XP_006413625.1	Ag002G144730
OG0002925	XP_006413601.1	Ag006G550760
OG0002926	XP_024009846.1	Ag002G147810
OG0002927	XP_006415059.1	Ag006G536940, Ag006G539460
OG0002928	XP_006396077.1	Ag006G538830, Ag006G536320
OG0002928	XP_006390738.2	Ag004G342130
OG0002929	XP_006397422.1	Ag006G535690
OG0002929	XP_006416211.1	Ag004G339120
OG0002930	XP_006410532.1	Ag006G516510
OG0002931	XP_006412084.1	Ag003G285960
OG0002932	XP_006411939.1	Ag003G289870
OG0002932	XP_006404837.1	Ag006G524020
OG0002933	XP_006411897.1	Ag003G291080
OG0002934	XP_006411841.1	Ag003G292320
OG0002935	XP_024005819.1	Ag004G328000, Ag003G215990, Ag003G295300
OG0002936	XP_006411706.1	Ag003G295520
OG0002936	XP_006404590.1	Ag006G521250
OG0002937	XP_006411695.1	Ag003G295820, Ag003G295810
OG0002937	XP_024004383.1	Ag003G295830
OG0002938	XP_006411648.1	Ag003G296710
OG0002938	XP_024014082.1	Ag006G518280
OG0002939	XP_006397295.1	Ag001G005150
OG0002940	XP_024003974.1	Ag002G103170
OG0002941	XP_024005601.1	Ag003G285870, Ag003G285860
OG0002942	XP_024005635.1	Ag001G037690
OG0002942	XP_024009579.1	Ag005G433900, Ag005G432540
OG0002943	XP_024014747.1	Ag007G655730
OG0002944	XP_006402368.1	Ag001G097660
OG0002944	XP_006397939.1	Ag002G205850
OG0002945	XP_006408414.1	Ag005G489250, Ag001G091110
OG0002946	XP_006397819.2	Ag002G203330
OG0002947	XP_006397668.1	Ag002G200600
OG0002948	XP_006397626.1	Ag002G200240
OG0002949	XP_024010772.1	Ag002G199430
OG0002949	XP_006397625.1	Ag002G199450
OG0002950	XP_006403913.1	Ag001G067050
OG0002951	XP_006397560.1	Ag002G198390
OG0002952	XP_024010820.1	Ag002G197730
OG0002953	XP_024010699.1	Ag002G197170
OG0002954	XP_024010759.1	Ag002G197090
OG0002955	XP_024011703.1	Ag006G491570
OG0002955	XP_006407732.1	Ag005G478330
OG0002956	XP_024012379.1	Ag008G716600, Ag008G716610
OG0002956	XP_006400685.1	Ag008G716430
OG0002957	XP_024009599.1	Ag010G740680, Ag001G050430
OG0002957	XP_006400868.1	Ag008G711430, Ag008G711440
OG0002959	XP_006399528.1	Ag007G604650
OG0002960	XP_006393933.1	Ag008G734220
OG0002961	XP_006393851.1	Ag001G099970
OG0002961	XP_006403992.2	Ag001G062840
OG0002962	XP_006393526.1	Ag006G518680, Ag007G626430, Ag006G518450
OG0002963	XP_006396327.2	Ag006G515000, Ag002G170990
OG0002963	XP_006418393.1	Ag004G298720
OG0002964	XP_006396438.1	Ag006G511390, Ag006G511440, Ag006G511450
OG0002964	XP_006396439.1	Ag006G511360
OG0002965	XP_006403128.1	Ag007G586670
OG0002966	XP_006403141.1	Ag007G586890
OG0002967	XP_024013300.1	Ag007G587110
OG0002967	XP_006418162.1	Ag004G302090
OG0002968	XP_006418159.1	Ag004G302130
OG0002968	XP_024013264.1	Ag007G587170
OG0002969	XP_006418121.1	Ag004G302560
OG0002969	XP_024003789.1	Ag007G588240
OG0002970	XP_006410463.1	Ag007G588430
OG0002970	XP_006418109.1	Ag004G302670
OG0002971	XP_006418110.1	Ag004G302660
OG0002971	XP_024016781.1	Ag007G588420
OG0002972	XP_006418057.1	Ag004G303600
OG0002972	XP_006410375.1	Ag007G589510
OG0002973	XP_006417948.1	Ag004G305290
OG0002974	XP_006409924.1	Ag007G594980
OG0002975	XP_006412427.1	Ag003G278070
OG0002976	XP_024012023.1	Ag007G614210
OG0002976	XP_006408527.1	Ag001G100500
OG0002977	XP_006408519.1	Ag001G100420
OG0002977	XP_006399982.1	Ag007G614940
OG0002978	XP_006414488.1, XP_006401032.1	Ag008G706860
OG0002978	XP_006399605.1	Ag007G606240
OG0002979	XP_006401458.1	Ag008G695530
OG0002980	XP_006394962.1	Ag007G636970
OG0002981	XP_006407975.1, XP_006400461.1	Ag005G482080
OG0002982	XP_006410801.1	Ag002G166630
OG0002982	XP_006403771.1	Ag001G069910
OG0002983	XP_006410841.1	Ag002G168090
OG0002983	XP_006391880.2, XP_006403723.1	Ag001G071620
OG0002984	XP_006401814.1	Ag002G168160
OG0002985	XP_006410895.1	Ag002G171220
OG0002987	XP_024007867.1	Ag004G324560
OG0002988	XP_006390304.1	Ag003G226230
OG0002988	XP_006416471.1	Ag004G332540
OG0002989	XP_006413360.1, XP_006418104.2	Ag006G542910
OG0002990	XP_006391129.1, XP_006415873.1	Ag004G352120
OG0002991	XP_006399357.1, XP_006399362.1	Ag005G480480, Ag007G585700, Ag007G585690
OG0002992	XP_024016700.1, XP_006405880.1	Ag008G665780, Ag004G313990
OG0002993	XP_006414685.2, XP_024007739.1, XP_006417554.1, XP_024014388.1	Ag004G310440, Ag001G085180, Ag008G694130
OG0002995	XP_006392521.1, XP_024005658.1	Ag006G562000
OG0002997	XP_024011786.1, XP_006395035.1	Ag007G641410
OG0002997	XP_006395034.1	Ag007G642010
OG0002998	XP_006399167.1	Ag006G505790
OG0002998	XP_006407358.1	Ag005G471580
OG0002999	XP_006399006.1	Ag003G268710, Ag003G266560, Ag003G265740, Ag006G500550
OG0002999	XP_006399007.1	Ag006G500580
OG0003000	XP_006394531.1	Ag005G440630, Ag008G725470
OG0003001	XP_024012640.1	Ag006G506720
OG0003002	XP_006400867.2	Ag008G711450
OG0003003	XP_006416712.1	Ag004G327160
OG0003003	XP_006390658.1	Ag003G239770
OG0003004	XP_006392788.1	Ag001G006180
OG0003005	XP_006414431.1	Ag001G030580, Ag001G031740
OG0003005	XP_006406819.1	Ag005G460270
OG0003006	XP_024005820.1	Ag001G029370
OG0003006	XP_024015542.1	Ag005G459350
OG0003007	XP_006414371.1	Ag001G028470
OG0003007	XP_006406782.1	Ag005G459340
OG0003008	XP_006406623.1	Ag005G455330
OG0003009	XP_006406485.1	Ag005G449090
OG0003009	XP_006393204.1	Ag001G017470
OG0003010	XP_006393077.1	Ag001G011830
OG0003011	XP_006406018.1	Ag005G433690, Ag005G434460, Ag001G074940
OG0003012	XP_024009601.1, XP_006418768.1	Ag005G429950, Ag005G430890
OG0003013	XP_006409391.1	Ag005G417430
OG0003013	XP_006412159.1	Ag003G283310
OG0003014	XP_006409213.1	Ag005G413520, Ag005G413080
OG0003015	XP_024015988.1	Ag005G405360
OG0003015	XP_006412840.1	Ag003G258060
OG0003016	XP_006393012.2	Ag001G010600
OG0003018	XP_006403485.1	Ag001G077380
OG0003018	XP_006411166.1	Ag002G181130
OG0003019	XP_006407023.1	Ag005G464600
OG0003020	XP_006397577.2	Ag002G198600
OG0003020	XP_006402642.1	Ag001G091660
OG0003022	XP_024013543.1	Ag001G093290
OG0003023	XP_006406761.1	Ag005G459070
OG0003025	XP_006413281.1	Ag007G585500
OG0003033	XP_006412912.1	Ag003G255320
OG0003033	XP_006408938.1	Ag005G402950
OG0003036	XP_006412256.2	Ag003G281000
OG0003037	XP_006412176.2	Ag003G282900, Ag003G282890
OG0003038	XP_006410730.2	Ag002G164270
OG0003039	XP_006417466.1	Ag004G311880
OG0003039	XP_006392227.1	Ag004G369880
OG0003040	XP_006392213.1, XP_024015920.1	Ag004G370170
OG0003041	XP_006417430.1	Ag004G312430
OG0003042	XP_006405508.1	Ag007G651630
OG0003043	XP_006391566.1, XP_006415535.2	Ag004G364030
OG0003044	XP_006417250.1	Ag004G315540
OG0003044	XP_006391826.1	Ag004G380840
OG0003045	XP_006407395.2, XP_006407394.1, XP_024015563.1	Ag005G472060
OG0003046	XP_024011791.1	Ag008G686220
OG0003048	XP_006394250.1	Ag008G729850
OG0003049	XP_006398407.1	Ag002G121310, Ag002G114990
OG0003050	XP_006396796.1	Ag002G144670, Ag002G144140
OG0003051	XP_006413592.1	Ag006G550320
OG0003052	XP_006396046.1	Ag006G535940, Ag006G535870
OG0003054	XP_024006090.1	Ag007G585050
OG0003055	XP_006415681.1	Ag007G583520
OG0003056	XP_024003942.1	Ag002G159220
OG0003056	XP_006415676.1	Ag007G583380
OG0003058	XP_006411943.1	Ag003G289720
OG0003059	XP_006410667.1	Ag002G162380
OG0003059	XP_006398133.1	Ag008G667990
OG0003060	XP_006396654.1	Ag002G138020, Ag002G134490
OG0003061	XP_006398438.1	Ag002G123250
OG0003061	XP_006414242.1	Ag006G577720
OG0003063	XP_024009523.1	Ag005G428570
OG0003063	XP_024005387.1	Ag001G039390, Ag001G043910
OG0003064	XP_006406040.1	Ag005G435160
OG0003064	XP_006414731.1	Ag008G703250, Ag003G219920
OG0003065	XP_006406230.2	Ag005G440330
OG0003065	XP_024004815.1	Ag001G034080
OG0003066	XP_024004392.1, XP_006415229.1	Ag004G389920, Ag004G394910
OG0003067	XP_006397719.1	Ag002G201550
OG0003067	XP_006402542.1	Ag001G093620
OG0003068	XP_006402656.1	Ag002G198150
OG0003069	XP_024013024.1	Ag001G083830
OG0003070	XP_006400653.1	Ag008G717000
OG0003071	XP_006419060.1	Ag008G712640
OG0003072	XP_006400865.2	Ag008G711520
OG0003073	XP_006408026.1, XP_024005497.1	Ag005G482850
OG0003074	XP_024013655.1	Ag001G058300
OG0003075	XP_006404100.1	Ag001G058630
OG0003076	XP_024007633.1	Ag008G734830
OG0003076	XP_006404027.1	Ag001G061260
OG0003078	XP_006393800.1, XP_006393802.1	Ag001G099320
OG0003079	XP_024010087.1	Ag006G516940
OG0003079	XP_024009080.1	Ag004G297780
OG0003080	XP_024004262.1	Ag007G590890
OG0003080	XP_006417983.1	Ag004G304840
OG0003082	XP_006410152.1	Ag007G592370
OG0003083	XP_006417817.2	Ag004G306780
OG0003085	XP_006408694.1	Ag007G597140
OG0003086	XP_006399896.1	Ag007G613010
OG0003087	XP_006408324.1	Ag005G487910
OG0003088	XP_006406147.1	Ag005G437830
OG0003089	XP_006408038.1	Ag005G483030
OG0003090	XP_024014852.1	Ag005G481960, Ag005G481950
OG0003091	XP_006403883.1	Ag001G066190
OG0003093	XP_006389777.1	Ag003G208330
OG0003094	XP_006416748.1	Ag004G326190
OG0003095	XP_006416723.1, XP_006402105.1	Ag004G326870
OG0003096	XP_006416145.1	Ag004G340900, Ag004G340920
OG0003097	XP_006416011.1	Ag003G243450
OG0003097	XP_006390935.1	Ag004G346650
OG0003099	XP_006404036.1, XP_006392239.1	Ag004G373470, Ag004G372050, Ag004G371860, Ag006G503740
OG0003100	XP_006410146.1	Ag007G592420
OG0003100	XP_006417871.1	Ag004G306010
OG0003101	XP_024012286.1	Ag007G616030
OG0003101	XP_006408502.1	Ag001G100270
OG0003102	XP_006399883.1	Ag007G612550, Ag007G612610
OG0003103	XP_006394503.1	Ag008G725950
OG0003103	XP_006399247.1	Ag007G600010
OG0003104	XP_024004347.1	Ag008G726260
OG0003104	XP_024007520.1	Ag008G726430
OG0003105	XP_006404317.1, XP_024013420.1	Ag001G054670, Ag001G055570
OG0003106	XP_006393834.1	Ag001G099500
OG0003106	XP_006403943.1	Ag001G067620
OG0003107	XP_006394401.1	Ag008G727450
OG0003107	XP_006404377.1	Ag001G053490
OG0003108	XP_024011489.1	Ag008G717060
OG0003109	XP_006390572.1	Ag003G236850, Ag003G236840
OG0003110	XP_006389867.1	Ag003G210940
OG0003110	XP_006392551.1	Ag001G000040
OG0003111	XP_006407226.1	Ag005G469460
OG0003112	XP_006407775.1	Ag005G479000
OG0003113	XP_006406915.1	Ag005G462630
OG0003114	XP_006406519.1	Ag005G450650
OG0003115	XP_006393013.1	Ag001G010630
OG0003116	XP_024014898.1	Ag013G741720
OG0003116	XP_006406021.1	Ag005G434510, Ag005G433730, Ag007G587760
OG0003117	XP_006414962.1	Ag001G045760, Ag001G043810
OG0003118	XP_006396402.1	Ag005G470330, Ag006G512590
OG0003119	XP_006409436.1	Ag005G417990, Ag007G616970, Ag005G417960
OG0003120	XP_006412194.1	Ag003G282570
OG0003121	XP_006407151.1	Ag005G467990
OG0003121	XP_006392694.1	Ag001G003300
OG0003122	XP_006410635.2	Ag002G161500
OG0003122	XP_006415438.2	Ag007G580270
OG0003123	XP_006410922.2	Ag002G171970
OG0003123	XP_006403676.2	Ag001G072740
OG0003124	XP_006410995.1	Ag005G419010, Ag002G174800
OG0003125	XP_006406762.2	Ag002G202420, Ag005G459080, Ag005G468270
OG0003127	XP_006391736.1	Ag004G387010, Ag004G387050
OG0003129	XP_024012408.1	Ag008G715640, Ag008G715780, Ag008G715870
OG0003139	XP_024005535.1	Ag003G256930
OG0003139	XP_006412838.1	Ag003G258180
OG0003141	XP_006412235.1	Ag003G281520
OG0003142	XP_006412124.1	Ag003G285300
OG0003143	XP_006414343.1	Ag001G101960
OG0003144	XP_006417410.1	Ag004G312750
OG0003144	XP_006392138.1	Ag004G372510
OG0003145	XP_006417408.1	Ag004G312770
OG0003145	XP_006392108.1	Ag004G373310
OG0003146	XP_006395801.1	Ag008G659560, Ag008G658880
OG0003147	XP_006405407.1	Ag007G655500
OG0003147	XP_006395492.1	Ag008G668340
OG0003148	XP_024007366.1	Ag007G654570
OG0003149	XP_024007602.1	Ag008G731290
OG0003150	XP_006395298.1	Ag008G675040
OG0003152	XP_006391656.1, XP_006391659.2	Ag004G397230
OG0003153	XP_006391660.1	Ag004G397220
OG0003154	XP_006405374.1	Ag007G655850
OG0003154	XP_006391738.1	Ag004G386970
OG0003155	XP_006398950.1	Ag006G499290
OG0003155	XP_006398951.1	Ag006G499300
OG0003156	XP_024011018.1, XP_024006186.1	Ag001G087800, Ag001G026730, Ag001G026680
OG0003157	XP_006401473.1	Ag008G695170
OG0003157	XP_006413146.1	Ag003G250660
OG0003158	XP_006399505.1	Ag007G603600, Ag007G604230, Ag007G604250
OG0003159	XP_024011037.1	Ag002G126800
OG0003159	XP_024005729.1	Ag006G561290
OG0003160	XP_006403342.1	Ag002G157540
OG0003160	XP_006415744.1	Ag007G584740
OG0003161	XP_006411824.1	Ag003G292610
OG0003162	XP_006391334.1	Ag001G036920
OG0003163	XP_006396671.2	Ag002G138910
OG0003163	XP_006413717.1	Ag006G567730
OG0003164	XP_006414921.1	Ag001G038990
OG0003164	XP_006418754.1	Ag005G430300
OG0003165	XP_006389952.1	Ag006G563100, Ag003G212530
OG0003166	XP_024012840.1	Ag001G094640
OG0003167	XP_006397734.1	Ag002G201790, Ag002G201780
OG0003168	XP_006407731.1, XP_006407729.1	Ag005G478320, Ag005G478290, Ag005G478300
OG0003169	XP_006407663.1	Ag005G476870
OG0003169	XP_006398726.1	Ag006G493790
OG0003170	XP_006404089.1	Ag001G058980
OG0003170	XP_024007527.1	Ag008G734040
OG0003171	XP_006396346.1	Ag006G514530, Ag006G514540
OG0003172	XP_006396352.1	Ag006G514210
OG0003173	XP_024010056.1	Ag007G599520
OG0003174	XP_006396561.1	Ag007G598920
OG0003175	XP_006418088.1	Ag004G303060
OG0003176	XP_006397288.2	Ag007G588740
OG0003177	XP_006410002.1	Ag007G594030
OG0003178	XP_024014301.1	Ag001G100890
OG0003178	XP_006399921.1	Ag007G613310
OG0003179	XP_006408564.1	Ag001G101000
OG0003179	XP_006399912.1	Ag007G613240
OG0003180	XP_006395027.1	Ag007G641480
OG0003180	XP_006408164.1	Ag005G485170
OG0003181	XP_006408061.1	Ag005G483460
OG0003182	XP_006398606.2	Ag006G491500
OG0003183	XP_006411146.1	Ag002G180290
OG0003184	XP_006410783.1, XP_006410782.1	Ag002G165920, Ag002G165900
OG0003185	XP_024003933.1	Ag002G162120
OG0003186	XP_006416598.1	Ag004G330040
OG0003187	XP_006390248.1	Ag003G222910
OG0003188	XP_024007860.1, XP_006416373.2	Ag004G334770
OG0003189	XP_006416371.1, XP_006416370.2	Ag004G334800
OG0003190	XP_006390079.1	Ag003G217080
OG0003190	XP_006416266.1	Ag004G337900
OG0003191	XP_024011921.1, XP_006390164.1	Ag007G623900
OG0003192	XP_006394912.1	Ag007G635170
OG0003193	XP_006391261.1, XP_006415794.1	Ag004G355680
OG0003194	XP_024005570.1	Ag003G267630, Ag001G051430
OG0003195	XP_024014204.1	Ag006G522500
OG0003195	XP_024014173.1	Ag006G521880
OG0003197	XP_024008830.1	Ag004G381440
OG0003198	XP_024008595.1	Ag004G309130
OG0003198	XP_006392490.2	Ag004G365510, Ag004G364980
OG0003199	XP_006409638.1, XP_024016387.1	Ag005G419750
OG0003200	XP_006417690.1	Ag004G308540, Ag004G308550
OG0003201	XP_024007816.1	Ag004G302900
OG0003202	XP_024008573.1	Ag004G301820, Ag005G407860
OG0003203	XP_006395006.1	Ag007G637770, Ag005G484080
OG0003204	XP_006407559.2	Ag005G475410
OG0003206	XP_006412484.2	Ag003G279480
OG0003206	XP_006394786.1	Ag008G720970
OG0003207	XP_006394561.2	Ag008G724640
OG0003208	XP_024012894.1	Ag003G219540
OG0003209	XP_024015256.1, XP_024015257.1	Ag005G466140, Ag005G466160, Ag005G466200, Ag003G279940, Ag001G074180
OG0003209	XP_006407102.2	Ag005G466210
OG0003211	XP_006406984.1, XP_006391698.1, XP_006415224.1, XP_006415225.1	Ag005G463940
OG0003212	XP_024015506.1	Ag005G462520, Ag005G462480, Ag005G462170
OG0003213	XP_006406867.1	Ag005G461750
OG0003213	XP_024006374.1	Ag001G009120
OG0003214	XP_006406663.1	Ag005G456340
OG0003215	XP_006406589.1	Ag005G453540
OG0003216	XP_024016603.1	Ag005G412410
OG0003217	XP_006408994.1	Ag005G403980
OG0003218	XP_006392836.1	Ag001G007000
OG0003219	XP_006393036.1	Ag001G010790
OG0003219	XP_024015361.1	Ag005G443870, Ag005G442660
OG0003220	XP_006393203.1	Ag001G017400
OG0003221	XP_006418520.1	Ag006G517660
OG0003222	XP_006403507.1	Ag001G076720
OG0003222	XP_006403506.1	Ag001G076750
OG0003223	XP_006405224.1	Ag003G279030
OG0003224	XP_006403042.1	Ag001G080200
OG0003224	XP_006411263.1	Ag002G185110
OG0003225	XP_006403017.1	Ag001G080700
OG0003225	XP_006402783.1	Ag001G087980
OG0003226	XP_006402655.1	Ag001G091510, Ag002G198160
OG0003227	XP_024014474.1, XP_006391410.1	Ag004G358440, Ag001G033800
OG0003229	XP_024016605.1	Ag001G092030
OG0003230	XP_006398411.1, XP_006398413.1	Ag002G138780, Ag002G114120, Ag002G121800
OG0003231	XP_006413918.1	Ag006G558170
OG0003231	XP_006398124.1	Ag002G123850
OG0003233	XP_006411729.1	Ag003G295130
OG0003234	XP_006409793.1	Ag007G596540
OG0003235	XP_006417150.1	Ag004G317370
OG0003236	XP_006416518.1	Ag004G332030
OG0003237	XP_024009372.1	Ag005G448730
OG0003239	XP_024006570.1	Ag006G512680
OG0003247	XP_024005318.1	Ag003G264140, Ag003G262880
OG0003249	XP_006412511.1	Ag003G273150
OG0003250	XP_006412477.1	Ag003G279290
OG0003251	XP_006414549.1	Ag001G034020
OG0003252	XP_024015005.1, XP_006412319.1	Ag003G274570
OG0003253	XP_006403138.1	Ag007G586840, Ag007G586830
OG0003254	XP_006411462.2	Ag002G192830
OG0003254	XP_006411516.1	Ag004G385260
OG0003255	XP_006415361.1	Ag007G579520
OG0003255	XP_006417490.1	Ag004G311280
OG0003256	XP_006417142.1	Ag004G317740
OG0003256	XP_006395636.1	Ag008G663880
OG0003257	XP_006395376.2	Ag004G341590
OG0003257	XP_024014383.1	Ag007G650950
OG0003258	XP_006405701.1	Ag007G647500
OG0003259	XP_006391852.1	Ag004G380440
OG0003260	XP_024012853.1	Ag001G080500, Ag001G080520
OG0003262	XP_006401664.1	Ag003G251730, Ag002G175900
OG0003263	XP_006401504.1	Ag008G694270
OG0003264	XP_006399631.1	Ag007G607110
OG0003265	XP_006399569.1	Ag007G605600
OG0003266	XP_006399324.1	Ag007G601140
OG0003267	XP_006390485.1	Ag003G233590
OG0003267	XP_006399304.1	Ag007G600840
OG0003268	XP_006414069.1, XP_006414070.1	Ag006G574090
OG0003269	XP_006396744.1	Ag002G141630
OG0003270	XP_024008980.1, XP_024010644.1	Ag006G534920
OG0003271	XP_006415703.1	Ag007G583750
OG0003272	XP_006415456.1	Ag007G580460
OG0003273	XP_006410637.1	Ag007G580320
OG0003274	XP_006409318.1	Ag005G416010
OG0003274	XP_006412108.1	Ag003G285460
OG0003275	XP_006409274.1	Ag005G413960
OG0003276	XP_006411999.1	Ag003G288710
OG0003277	XP_006409163.1	Ag008G712650
OG0003278	XP_024004343.1	Ag003G296440
OG0003279	XP_006411668.1	Ag003G263760, Ag003G263740, Ag003G263250, Ag003G263240, Ag003G263200, Ag003G263820, Ag003G263260, Ag003G263780, Ag003G263230, Ag003G263730, Ag003G230370, Ag003G230380, Ag003G230390, Ag003G230400, Ag003G230360, Ag003G263800, Ag003G296460
OG0003280	XP_024008798.1, XP_006410720.1	Ag007G578910
OG0003281	XP_006398221.1	Ag002G104320
OG0003282	XP_006396165.1	Ag005G425550
OG0003283	XP_024005398.1	Ag001G008480
OG0003283	XP_024009557.1	Ag005G427660
OG0003284	XP_024004731.1, XP_024009521.1	Ag001G038220
OG0003286	XP_006414653.1	Ag001G035740
OG0003286	XP_024015643.1	Ag005G437140
OG0003287	XP_006414628.1	Ag001G034970
OG0003289	XP_006397558.1	Ag002G198370, Ag002G198360
OG0003290	XP_006398660.1	Ag006G492340, Ag006G492350
OG0003292	XP_006400781.1	Ag008G714130, Ag006G570650
OG0003293	XP_024007626.1	Ag008G729300
OG0003294	XP_006394125.1	Ag008G731640
OG0003294	XP_006399466.1	Ag007G603360
OG0003295	XP_024006915.1	Ag008G733420
OG0003296	XP_006414440.1	Ag001G099960
OG0003296	XP_006403990.1	Ag001G062870
OG0003297	XP_024013579.1	Ag001G099770
OG0003298	XP_006403143.1	Ag007G586900
OG0003299	XP_006410389.1	Ag007G589710
OG0003299	XP_006418063.2	Ag004G303430
OG0003300	XP_006417832.1, XP_024009038.1	Ag004G306480
OG0003300	XP_006410050.1	Ag007G593460
OG0003301	XP_006408663.1, XP_006408653.1	Ag007G597620, Ag007G597640
OG0003302	XP_006408782.1, XP_006412376.1	Ag003G276670
OG0003303	XP_024015109.1	Ag001G101010
OG0003303	XP_006399909.1	Ag007G613220
OG0003304	XP_006407743.1	Ag005G478570
OG0003305	XP_006408352.1	Ag005G488200
OG0003305	XP_006400231.1	Ag007G624030
OG0003306	XP_006408144.1	Ag005G484880
OG0003306	XP_024007144.1	Ag007G637930
