Orthogroup	Eutrema_salsugineum	Cochlearia_excelsa
OG0000380	XP_006391829.2	g41044
OG0000382	XP_024015516.1, XP_006392444.1	g41120
OG0000382	XP_006417597.1	g31165
OG0000383	XP_024008673.1	g32362, g32361
OG0000383	XP_024008361.1	g50490
OG0000384	XP_006406953.1	g12121
OG0000386	XP_006403709.1, XP_006403707.1	g2365
OG0000386	XP_006395576.1	g10579
OG0000387	XP_006397500.2	g25849, g37499
OG0000387	XP_006411150.2	g50869
OG0000388	XP_006418550.2	g16088, g53768, g43755
OG0000390	XP_006401605.1, XP_006397366.1, XP_006401607.2	g35026, g34348, g34350, g28458, g28439, g35303
OG0000390	XP_006406481.1, XP_006406482.1	g6787
OG0000390	XP_024016650.1	g13288
OG0000391	XP_006416205.1, XP_006416204.1	g50242
OG0000391	XP_024008916.1	g27516
OG0000392	XP_006404045.1	g2587
OG0000392	XP_006405800.2	g11310
OG0000396	XP_024005952.1, XP_006395369.1	g10425
OG0000398	XP_006407189.1, XP_006407188.1	g12228, g12223
OG0000398	XP_006407190.1, XP_006392671.1	g27985, g54333
OG0000400	XP_024014913.1, XP_024010856.1, XP_024007895.1, XP_024007894.1, XP_024013939.1, XP_006405817.2	g50668
OG0000402	XP_024014254.1	g14418
OG0000403	XP_006392175.1	g44123
OG0000404	XP_006403789.1, XP_006410788.1, XP_006407441.1, XP_006399080.1	g51571
OG0000405	XP_024006146.1	g52971, g24351, g49576, g16418, g14480, g53134, g51479, g43438, g32070, g14481, g53452
OG0000406	XP_006400239.1	g5012, g5008
OG0000406	XP_006408345.1	g12661
OG0000408	XP_024013952.1, XP_024014112.1	g50999
OG0000408	XP_024014118.1	g51010
OG0000408	XP_006405015.2	g51011
OG0000409	XP_006405084.2, XP_024014917.1	g23221
OG0000410	XP_006391998.1	g1733, g24568, g44176
OG0000412	XP_006413100.1	g47623
OG0000412	XP_006393086.1	g36484
OG0000412	XP_006406360.1	g11899
OG0000413	XP_006413205.2, XP_024012323.1, XP_024006235.1	g12238
OG0000414	XP_006415920.1	g27592
OG0000414	XP_006415921.1	g50367
OG0000414	XP_006413857.1	g47348
OG0000415	XP_006401986.1, XP_024010536.1, XP_024006594.1, XP_006404926.1, XP_006414753.1, XP_006393688.1, XP_006393690.1, XP_024006365.1	g4813, g4802
OG0000416	XP_024008095.1	g49506, g50636
OG0000420	XP_006412828.1	g13846
OG0000421	XP_006405658.1	g46706
OG0000421	XP_006405663.1, XP_006414433.1	g53730, g46707
OG0000422	XP_006417567.1	g49629, g49628
OG0000422	XP_006391084.1	g27082
OG0000422	XP_006417568.1	g27081
OG0000423	XP_006390626.1	g12212
OG0000423	XP_006392695.1, XP_024015180.1	g27989, g54339
OG0000425	XP_006392849.1	g36594, g54279
OG0000425	XP_006407383.1	g13131
OG0000427	XP_006405752.1, XP_006408057.1	g23603
OG0000427	XP_024013937.1	g43972, g18058, g26185
OG0000429	XP_006394790.1	g598
OG0000429	XP_006399622.1	g45564, g29450
OG0000429	XP_006412480.1	g23276
OG0000430	XP_006409418.1	g6127
OG0000431	XP_006392303.1	g44045
OG0000431	XP_006417504.1	g27100
OG0000431	XP_006417505.1	g31232
OG0000432	XP_006401798.1	g39358
OG0000432	XP_006413591.1	g47588, g17129
OG0000432	XP_006413166.1	g23688
OG0000433	XP_006392374.1, XP_006392376.1	g44024, g44018
OG0000435	XP_006404136.1, XP_006416568.1	g46992, g26157, g46989, g31807
OG0000436	XP_006401294.1	g39339, g1080, g28563
OG0000437	XP_006415074.1, XP_006415068.1, XP_006415075.2	g16330
OG0000437	XP_006415076.2	g32687
OG0000438	XP_006396746.1	g40411
OG0000439	XP_006417964.2	g49529
OG0000439	XP_006402684.1	g2023
OG0000439	XP_006410273.1	g51246
OG0000440	XP_006408308.2	g12773
OG0000440	XP_006408305.1	g17878, g12639
OG0000440	XP_006393265.2	g36390
OG0000441	XP_006406833.1	g12084, g12086, g12087, g12083
OG0000441	XP_006406836.1	g12089
OG0000442	XP_006404833.1	g38515
OG0000444	XP_024004904.1	g48307, g41286, g41287, g2687, g32783, g32770, g32776, g27439, g16876, g37557, g4229
OG0000444	XP_024014266.1, XP_024014270.1	g53717, g41585, g2934, g35902, g24421, g53535, g14667, g44305, g28029
OG0000446	XP_006394381.1	g353
OG0000446	XP_006417014.1	g27266
OG0000447	XP_024015143.1	g12153, g7121, g13231
OG0000447	XP_006415639.1	g50489, g32357
OG0000448	XP_006398391.1, XP_006398388.1	g10910
OG0000448	XP_006398389.1	g10911
OG0000449	XP_006418975.1	g19571
OG0000449	XP_006418977.1	g19572
OG0000449	XP_006400899.1	g41304
OG0000450	XP_024011135.1, XP_024013366.1, XP_024011343.1, XP_024015908.1	g32550, g6331, g6330, g40449, g21393, g34479, g6329
OG0000452	XP_006412725.1	g47740
OG0000452	XP_006412723.2	g23416
OG0000453	XP_006418911.2	g54240
OG0000454	XP_006401786.1	g890
OG0000457	XP_006401713.1	g28419
OG0000457	XP_006401714.1	g28417, g28418
OG0000459	XP_006413831.1, XP_006413832.1, XP_006414786.1, XP_006405058.1, XP_024014295.1, XP_024014294.1, XP_006405062.2, XP_006405063.2, XP_024014299.1, XP_024004521.1, XP_024004735.1, XP_006408692.1	g24037
OG0000460	XP_006395622.1	g50836
OG0000461	XP_006418508.2	g49273
OG0000461	XP_024008949.1	g30720, g1438
OG0000462	XP_006396361.1, XP_006419029.1, XP_006419002.1	g6231
OG0000463	XP_006418870.1	g11422
OG0000466	XP_024012555.1, XP_006407646.2	g12390
OG0000468	XP_024013791.1	g19139, g11288
OG0000468	XP_006411118.1	g37303
OG0000471	XP_006415613.1	g50497
OG0000472	XP_006405518.1	g46683, g46681
OG0000472	XP_006405529.2	g18100
OG0000473	XP_024010693.1	g37725
OG0000475	XP_006391769.2, XP_006391768.1	g45250
OG0000476	XP_024006825.1	g18559, g18561
OG0000477	XP_006399188.1	g5569, g29645, g45471, g1183, g39280, g28728
OG0000478	XP_006409386.2, XP_024010333.1	g40973, g23602
OG0000481	XP_006391972.1	g40945
OG0000481	XP_024005890.1	g24644
OG0000483	XP_006401457.2	g39375
OG0000487	XP_006418124.1	g12606, g30872, g12810, g7774, g7765
OG0000492	XP_024014146.1, XP_024012476.1, XP_006409792.2, XP_006401842.1	g1343, g1338, g43635
OG0000497	XP_024016255.1, XP_024014013.1	g36932, g52937, g16337
OG0000497	XP_024007919.1	g35861, g11660, g11659, g23500, g13548, g1698, g52938, g32582
OG0000498	XP_006401710.1	g28420, g918
OG0000498	XP_006413016.1	g23591
OG0000499	XP_006414116.1	g24192
OG0000499	XP_006407078.1	g12179
OG0000501	XP_006397433.1	g32899
OG0000504	XP_006411165.1, XP_006398719.1	g37317
OG0000504	XP_006407670.1	g12397, g7487
OG0000505	XP_006394763.1	g10041
OG0000506	XP_006392340.1, XP_006399085.1	g29695
OG0000506	XP_006390730.1	g44625, g16494, g45982
OG0000507	XP_006391705.2	g16066, g16061
OG0000509	XP_024005837.1, XP_006414334.2	g24336
OG0000509	XP_024005727.1, XP_006405089.1	g17576
OG0000509	XP_006414335.1	g24334, g24335
OG0000510	XP_006392156.1, XP_006392155.1	g44132, g41019, g41018
OG0000511	XP_006414560.1	g17679
OG0000511	XP_006391857.1	g40900
OG0000512	XP_024008934.1	g17267
OG0000512	XP_024004630.1	g23904
OG0000512	XP_024004631.1	g24586, g23899, g23901
OG0000512	XP_024004627.1	g23902
OG0000513	XP_006418971.1	g2921
OG0000514	XP_006406393.2	g6742
OG0000515	XP_006392562.2	g54384
OG0000516	XP_024004456.1	g43009
OG0000520	XP_006395228.1	g52272
OG0000520	XP_006418083.1, XP_006402520.1	g1879
OG0000521	XP_006397430.1	g32883, g27873
OG0000521	XP_006397240.1	g40242
OG0000521	XP_006389998.1	g46440
OG0000522	XP_006415136.1	g50671, g32646
OG0000522	XP_006397045.1	g40318
OG0000523	XP_006402450.1	g1822
OG0000524	XP_006407791.1	g37932, g37940, g12429
OG0000524	XP_006407793.1	g12430
OG0000525	XP_006389974.1	g46461
OG0000525	XP_006392784.1	g36635
OG0000526	XP_006404341.1	g2744
OG0000526	XP_024013574.1	g19502
OG0000526	XP_024013422.1	g2743
OG0000529	XP_006400760.1	g802, g14403
OG0000535	XP_006392063.1	g40981
OG0000535	XP_006395809.1, XP_006395808.1	g10730
OG0000537	XP_006396558.1	g45190
OG0000537	XP_006407833.1	g12972
OG0000538	XP_006397532.2	g37511
OG0000539	XP_024006693.1	g8
OG0000540	XP_006410005.1	g37885
OG0000540	XP_006410003.1	g51161, g51163
OG0000542	XP_006400145.1	g5064, g45719
OG0000544	XP_006418049.1, XP_006418048.1	g30920, g30919
OG0000545	XP_006390357.1	g44484
OG0000545	XP_006390358.1	g46179
OG0000546	XP_006409352.1	g6101
OG0000547	XP_006396856.1	g45202, g45181
OG0000547	XP_006415246.1	g32583
OG0000550	XP_006403788.1	g19237, g11324
OG0000551	XP_006394118.2	g206
OG0000551	XP_006399471.1	g5442
OG0000552	XP_006416085.1	g2664, g24348, g37712, g50813
OG0000553	XP_006415054.2	g50718
OG0000554	XP_006391991.1	g40964
OG0000556	XP_006418685.1	g11687
OG0000557	XP_006402599.1	g1926
OG0000557	XP_006397659.1	g52194
OG0000557	XP_024010854.1	g1927
OG0000558	XP_006410145.1, XP_006410091.1, XP_006410092.1, XP_006410262.1	g45137, g6394, g37094, g37077, g37420
OG0000559	XP_024012508.1	g5764
OG0000559	XP_006398731.1	g11485, g24218
OG0000560	XP_006400950.1	g28744
OG0000560	XP_024011556.1, XP_024011555.1	g39227
OG0000560	XP_006418138.1	g30866
OG0000561	XP_024007051.1	g9727
OG0000561	XP_024007049.1	g186, g185
OG0000562	XP_006408022.1	g12524, g12903
OG0000562	XP_006399977.1	g5178
OG0000562	XP_006394905.1	g4833
OG0000564	XP_006412568.1	g54035
OG0000565	XP_024006690.1	g18012
OG0000566	XP_006400602.1	g41560
OG0000566	XP_006400618.1	g41399
OG0000567	XP_006406784.2, XP_006399723.1, XP_006414379.2, XP_006406771.1	g13274
OG0000570	XP_006408450.1	g7906
OG0000570	XP_006394535.1	g9919
OG0000571	XP_006400814.1	g830
OG0000571	XP_006417730.1, XP_006417729.1	g31103, g31105
OG0000572	XP_024009377.1	g17535
OG0000572	XP_006390442.1	g53091
OG0000573	XP_024006208.1, XP_006392962.2	g1437
OG0000574	XP_024010425.1, XP_024007977.1, XP_024016141.1	g21420, g15759
OG0000578	XP_006417465.1	g31250
OG0000578	XP_006392226.1	g44098
OG0000579	XP_006405346.1	g23738
OG0000581	XP_006407697.1, XP_006407695.1, XP_006407698.1	g13025, g2527, g7507
OG0000582	XP_006400750.1	g797
OG0000582	XP_006409766.1	g40099
OG0000583	XP_006410266.1	g39847
OG0000584	XP_006418196.1	g26911, g11067
OG0000584	XP_006412945.1	g17039, g23547
OG0000585	XP_006410594.1	g32425
OG0000585	XP_006407062.1	g51449, g37082, g7149
OG0000587	XP_006396349.1	g45222
OG0000587	XP_006397877.1	g50800
OG0000588	XP_006407030.1	g12159
OG0000588	XP_024016817.1	g52074
OG0000588	XP_006392801.2	g54285
OG0000589	XP_006400912.1	g1289, g41302
OG0000589	XP_006418969.1	g2922
OG0000590	XP_006408058.1	g7700, g53288
OG0000590	XP_006418299.1	g12549
OG0000592	XP_006406649.1	g6901
OG0000592	XP_006416642.1	g50029, g27399, g31749
OG0000593	XP_024003880.1	g13347
OG0000594	XP_006404277.1	g19467
OG0000595	XP_006419124.1	g19605
OG0000595	XP_024012428.1, XP_006400747.1	g17977
OG0000596	XP_006400567.1	g28961
OG0000596	XP_006401481.1	g39380
OG0000597	XP_006410240.1, XP_024004247.1, XP_006410241.1	g39867
OG0000599	XP_024004889.1	g18538, g35187, g6495, g14111, g41347, g2636
OG0000599	XP_024004864.1	g44332, g188, g37985, g4867, g17314, g18218, g1440, g45076, g29210, g7891, g50678, g12698, g46332
OG0000599	XP_006392748.2	g6828
OG0000600	XP_024005040.1	g23476
OG0000601	XP_006400070.1	g5112, g45694
OG0000601	XP_024014612.1	g16898
OG0000602	XP_006398779.1	g5741
OG0000602	XP_006405119.1	g19206
OG0000602	XP_006407632.1	g12391, g7465, g13062
OG0000604	XP_006397956.1	g11148, g37743
OG0000605	XP_006390477.1	g44550
OG0000605	XP_006390479.1	g46113
OG0000605	XP_024008974.1	g46114, g44551
OG0000606	XP_006392926.1	g36563
OG0000607	XP_006406541.2	g6843
OG0000607	XP_006412291.2	g23142
OG0000609	XP_006412322.1	g27801
OG0000612	XP_006411454.1	g44058
OG0000613	XP_006405705.1	g18086
OG0000614	XP_006399381.2, XP_006399376.2	g5483, g5477, g5478, g5481
OG0000615	XP_006412022.1	g47953, g22949, g18248
OG0000616	XP_006410898.1	g37198, g19196
OG0000617	XP_006396388.1	g25435
OG0000617	XP_006396288.1	g39480
OG0000618	XP_006389973.1	g46462
OG0000618	XP_024008719.1	g49988
OG0000618	XP_024005525.1	g23624
OG0000619	XP_006410896.1, XP_006410897.1	g38064
OG0000619	XP_006403691.1	g19197, g2358
OG0000620	XP_006416595.1	g27410, g50047
OG0000620	XP_006390473.1, XP_006390471.1	g44549, g46124
OG0000621	XP_006396728.1	g25662
OG0000621	XP_006405929.1	g46832
OG0000621	XP_024016615.1	g46831
OG0000626	XP_024014552.1	g44259
OG0000627	XP_006391459.1, XP_006413151.1	g23678
OG0000628	XP_006390039.1	g46398
OG0000628	XP_006406571.1, XP_006406572.1	g11992, g13318
OG0000630	XP_006417774.1, XP_006417775.1	g31077
OG0000631	XP_024015829.1	g13616, g18068, g53847, g43154, g43139, g9322, g43155, g13701
OG0000631	XP_024016322.1	g24850, g36336, g22861, g18639, g51671, g39956, g22859, g13024, g27067, g22860, g3111, g12541
OG0000632	XP_006402543.1, XP_006397714.1	g18715, g1892, g37597
OG0000633	XP_006419173.1	g9749
OG0000635	XP_006410133.1	g51197, g37897
OG0000636	XP_006399051.1	g45438
OG0000636	XP_024012374.1	g29704
OG0000637	XP_006403241.1	g24626, g6994
OG0000638	XP_024004451.1	g23088, g23092
OG0000640	XP_024007858.1	g44684, g44686
OG0000640	XP_006404035.1	g2580
OG0000641	XP_006406235.1	g11857
OG0000642	XP_006405644.2, XP_006405649.1, XP_006405650.2, XP_006405646.2	g14582, g16900
OG0000642	XP_006405642.1	g37779
OG0000645	XP_024005706.1	g24549, g47041
OG0000646	XP_006395301.1	g10368
OG0000646	XP_006408461.1	g12697
OG0000648	XP_024012822.1	g18725, g18726, g18727, g18724
OG0000649	XP_024007003.1	g53982
OG0000649	XP_024008345.1	g50135
OG0000649	XP_006390229.1	g46253
OG0000650	XP_006398285.1	g43973
OG0000652	XP_006394602.2	g484, g485, g9960
OG0000653	XP_024011492.1	g740
OG0000655	XP_024006314.1	g15724, g26294, g10061
OG0000658	XP_006403643.1, XP_006395441.1, XP_006394947.1	g10133, g4789
OG0000660	XP_006417807.1	g27009
OG0000660	XP_006418853.1	g2820, g11418
OG0000660	XP_006400995.1	g39246
OG0000661	XP_006410295.1, XP_006410294.1	g51258, g51261, g39834
OG0000662	XP_006400110.1	g5081
OG0000663	XP_006391196.1	g44868
OG0000663	XP_006415831.1	g32229
OG0000663	XP_024009125.1	g44869
OG0000664	XP_006409277.1	g6058
OG0000664	XP_024009773.1, XP_024012919.1	g6063, g6054
OG0000665	XP_006395514.1, XP_024007572.1, XP_024004838.1	g1443
OG0000666	XP_006412854.1, XP_006412855.1	g17009
OG0000669	XP_006397587.1	g52160, g37530
OG0000669	XP_006407195.1	g13190
OG0000669	XP_006398510.1	g10812
OG0000671	XP_006405136.1	g28292, g22608, g22602, g46709
OG0000672	XP_006410566.1	g37974
OG0000672	XP_006415586.1	g32394
OG0000674	XP_006418303.1	g30793
OG0000674	XP_006397950.1	g50833, g37733
OG0000674	XP_006396440.1	g39558
OG0000675	XP_006410343.1	g31625, g49954, g51289
OG0000676	XP_006390443.1	g46133, g44537
OG0000677	XP_024008748.1, XP_006415989.1, XP_006392419.1	g50336
OG0000677	XP_006415988.1	g50338
OG0000685	XP_006412836.1	g47697
OG0000685	XP_006413214.1	g23710
OG0000686	XP_024005495.1	g47857
OG0000687	XP_006414337.1	g17578
OG0000687	XP_006402562.1	g18804
OG0000688	XP_006395798.1	g1520, g1518
OG0000689	XP_006415047.1, XP_006397143.1	g40273, g32732
OG0000692	XP_006402752.2	g18931
OG0000692	XP_006402751.1	g1998
OG0000693	XP_006403423.1	g19066
OG0000693	XP_006411229.2	g37337
OG0000694	XP_024014605.1	g50998
OG0000695	XP_006392096.1	g41726
OG0000695	XP_006392098.1	g6247, g40992
OG0000697	XP_006393107.1	g36466, g36467
OG0000698	XP_006418563.1	g47464
OG0000700	XP_006409957.1	g37868, g37867, g37860
OG0000702	XP_006399960.1	g45660, g29306
OG0000702	XP_024007567.1	g10477
OG0000702	XP_006408529.1	g7936
OG0000703	XP_006398826.1	g29827
OG0000703	XP_024013437.1	g2392
OG0000704	XP_006413939.1	g17405, g24115
OG0000704	XP_006398156.1, XP_006398157.1	g11011
OG0000704	XP_024011058.1	g11010
OG0000706	XP_006394772.1	g587
OG0000706	XP_006394101.1, XP_006392058.2	g9735
OG0000707	XP_024013755.1	g44848
OG0000708	XP_006417343.1	g27159
OG0000710	XP_006417089.1	g31477
OG0000711	XP_006405549.1	g36985
OG0000712	XP_024015286.1	g12937
OG0000713	XP_006400897.1	g28782
OG0000714	XP_024007679.1	g41820
OG0000715	XP_006396754.1, XP_006396753.1, XP_006396751.1	g25621, g25619, g25607, g25625, g25606, g25629, g25632, g25605
OG0000717	XP_006416330.1, XP_006416329.1, XP_006408842.1	g31967
OG0000719	XP_006400907.1	g28768
OG0000719	XP_006417449.1	g49733, g14247
OG0000720	XP_024012880.1	g1754
OG0000720	XP_006396418.1	g39542
OG0000721	XP_006414399.1, XP_006406807.1	g6993
OG0000722	XP_006390978.1	g45812
OG0000723	XP_024007171.1	g18529
OG0000723	XP_006394872.1	g4864
OG0000724	XP_024013819.1, XP_006403474.1	g19102, g2219
OG0000726	XP_024016614.1	g18445, g18444
OG0000728	XP_024012436.1	g29070
OG0000730	XP_006395730.1	g10673
OG0000730	XP_006417063.1	g31492
OG0000732	XP_024011565.1	g1090
OG0000732	XP_024004570.1	g23718
OG0000732	XP_006403764.1	g11321
OG0000734	XP_006401963.1	g41169, g1326, g28342
OG0000735	XP_024011182.1	g28538
OG0000736	XP_006399521.1	g45529, g29507
OG0000736	XP_006404685.1	g38503
OG0000736	XP_006411786.1	g22748
OG0000737	XP_006411749.1	g48007
OG0000737	XP_006396175.2, XP_006404787.1	g38444
OG0000738	XP_006410443.1	g51327
OG0000738	XP_006410444.1	g39758
OG0000739	XP_006414766.1, XP_006418191.1	g30842, g49434
OG0000740	XP_024005007.1	g26827
OG0000741	XP_006392634.1	g36715
OG0000749	XP_006417131.1	g10608
OG0000749	XP_006415878.1	g32196
OG0000750	XP_024014727.1, XP_024009955.1, XP_006405316.2, XP_024016340.1	g40831
OG0000752	XP_006394749.2	g18564
OG0000752	XP_006399573.1	g29481
OG0000753	XP_006393757.1, XP_024006241.1, XP_006393753.1	g53790
OG0000754	XP_006393769.1	g28181
OG0000755	XP_006396631.1	g25545
OG0000756	XP_024004396.1	g47929
OG0000756	XP_006391965.2, XP_006391964.2	g40941
OG0000756	XP_024011066.1	g18484, g18486
OG0000757	XP_006403658.1, XP_006410950.1	g37224
OG0000758	XP_006389834.1	g46550
OG0000758	XP_006410344.1	g39816
OG0000758	XP_006416864.1	g31624
OG0000759	XP_006401063.1	g1202, g28719
OG0000759	XP_006417838.1	g26999
OG0000760	XP_006411327.1	g51911
OG0000762	XP_006408908.1	g5941
OG0000762	XP_024016056.1	g5942
OG0000763	XP_006392728.1, XP_024005980.1	g27997, g54354, g36680
OG0000763	XP_006392727.1	g36679
OG0000764	XP_006393078.1, XP_006393121.2, XP_006393122.1, XP_024006151.1	g28045, g28051
OG0000768	XP_006408354.2	g19546
OG0000772	XP_006395357.2, XP_006395358.1	g10410
OG0000773	XP_006415975.1, XP_006390992.1, XP_006395329.1	g44749
OG0000774	XP_006413208.1	g47581
OG0000774	XP_024011174.1	g6414
OG0000775	XP_006407563.1, XP_006407561.1, XP_006399623.1	g7430, g12371, g12372
OG0000776	XP_006411245.1	g37342
OG0000776	XP_006407706.1	g13022, g7512
OG0000778	XP_006399829.1	g29359
OG0000778	XP_006399828.1	g5274
OG0000779	XP_006413670.1	g17303, g47419
OG0000779	XP_006396732.1	g25661
OG0000779	XP_006396733.1	g25660
OG0000780	XP_006411777.2	g22739
OG0000780	XP_006404680.1	g38506
OG0000780	XP_024011737.1	g29511
OG0000781	XP_006397555.1	g38223
OG0000781	XP_006397556.1	g37524
OG0000783	XP_006400711.1	g772
OG0000783	XP_006404506.1	g29397
OG0000784	XP_024009551.1	g3089
OG0000784	XP_006400774.1	g28866, g807
OG0000785	XP_006412370.1	g18150
OG0000785	XP_006398927.1	g29776
OG0000786	XP_024006812.1	g9918
OG0000788	XP_006419073.1	g3012
OG0000788	XP_006400813.1	g828
OG0000788	XP_006419072.1	g3011
OG0000789	XP_006389877.1	g44317
OG0000789	XP_006407295.1	g13146
OG0000790	XP_024005981.1	g36678
OG0000794	XP_006409874.1, XP_006409847.1	g28179
OG0000794	XP_006419015.1, XP_006409843.2	g51082, g51084
OG0000798	XP_006414312.1, XP_006391552.1	g24266, g17563, g47178
OG0000799	XP_006408266.1	g50344
OG0000800	XP_006395695.1	g41234
OG0000800	XP_006404226.1	g11389
OG0000801	XP_006407540.1	g29782
OG0000801	XP_006398921.1	g29780
OG0000801	XP_006407539.1	g13101
OG0000802	XP_006398302.1	g10953
OG0000803	XP_006413935.1	g47325
OG0000804	XP_024014382.1	g53817
OG0000805	XP_006406196.1, XP_006414610.1	g17702
OG0000807	XP_006397604.1	g37537
OG0000807	XP_006408555.1	g7952
OG0000808	XP_006409908.1	g39999
OG0000808	XP_006418896.1	g19564, g2880
OG0000808	XP_006400977.1	g1260
OG0000809	XP_006415941.1	g27587
OG0000810	XP_024006134.1	g36509, g54213
OG0000811	XP_024015960.1	g26677, g114, g49171, g31442, g43811, g43816, g43802, g53223, g1387, g46036, g33246, g33277, g1170, g52201, g49044, g49125, g43696, g13633, g17627, g731, g41238, g40624, g1830, g18417, g3402, g49124, g33008, g1169, g12786, g27153, g115, g40625, g41239, g6400, g18392, g36282, g6060, g11505, g5049, g454, g11504, g6059, g79, g26672, g13868, g18777, g35654, g43198, g23492, g40630, g39800
OG0000812	XP_006408714.1	g53541
OG0000813	XP_024015492.1, XP_024015558.1	g6955
OG0000814	XP_024012492.1	g862, g860
OG0000818	XP_006404158.1	g2629
OG0000818	XP_006413035.1	g47643
OG0000818	XP_006391594.1	g40738
OG0000819	XP_006407536.1	g12365
OG0000819	XP_006398924.1	g29778
OG0000819	XP_024013003.1	g2161
OG0000821	XP_006401883.1	g1309
OG0000821	XP_006401884.2	g1310
OG0000821	XP_006401885.2	g41199, g41184, g41183
OG0000823	XP_006398418.1	g40691, g10891
OG0000823	XP_006414219.1	g47213, g24255
OG0000824	XP_006415122.1, XP_006415123.2	g32658, g27798
OG0000824	XP_006397064.1, XP_024010136.1	g40312
OG0000825	XP_006402466.1	g1837
OG0000825	XP_006397813.1	g52299, g37652
OG0000826	XP_006404233.1	g19425
OG0000826	XP_006397623.1, XP_024004481.1	g52166, g37548
OG0000827	XP_006401505.1	g985
OG0000827	XP_006398630.1	g47835, g5823
OG0000828	XP_024004116.1, XP_024004124.1	g51317, g51340, g51316
OG0000829	XP_006400294.1	g45753
OG0000830	XP_006416417.1	g50129
OG0000831	XP_006416396.1, XP_006416394.1, XP_006416393.1, XP_006416392.2	g27461
OG0000832	XP_024014986.1	g44310
OG0000833	XP_024015689.1	g7141
OG0000833	XP_024005954.1	g54293
OG0000834	XP_024015462.1	g6862
OG0000834	XP_006393330.1	g54107
OG0000835	XP_006406535.1	g11975, g6829
OG0000835	XP_006393234.1	g36401
OG0000837	XP_024014234.1	g27166
OG0000838	XP_024015843.1, XP_024016488.1	g52396, g52380
OG0000843	XP_006419167.2	g45127
OG0000844	XP_006407657.1	g7481
OG0000844	XP_006398743.1	g29846, g5767
OG0000846	XP_006412373.1, XP_006396914.1, XP_006419087.2	g18149, g23193
OG0000847	XP_006399455.1	g29549
OG0000847	XP_006394136.1	g219
OG0000848	XP_024009996.1, XP_024008398.1, XP_006408740.1	g49348
OG0000849	XP_006402430.1	g1795
OG0000851	XP_006411447.1	g52005
OG0000851	XP_006402874.1	g2106
OG0000852	XP_006400583.1	g706
OG0000853	XP_006396533.1	g25495
OG0000854	XP_006409859.1	g37834, g40042
OG0000855	XP_006404313.1	g11395, g2757
OG0000855	XP_006394362.1	g340
OG0000857	XP_006409640.1	g6195
OG0000857	XP_006404177.1	g19417
OG0000861	XP_024013616.1	g41660, g41683, g41662, g41633, g36966, g36993, g36967
OG0000863	XP_024014477.1	g32338
OG0000867	XP_006391393.1	g44988
OG0000868	XP_006399134.1	g45455, g5591, g29666
OG0000868	XP_024015794.1	g12305, g7345, g13126
OG0000870	XP_006415682.1	g50492, g50452
OG0000871	XP_006408411.1	g7867
OG0000871	XP_006405765.1	g18093
OG0000872	XP_006410386.1	g39803
OG0000872	XP_024003855.1	g39806
OG0000875	XP_024008132.1	g31012
OG0000877	XP_006391639.1	g37254
OG0000878	XP_006396668.1, XP_006396819.1	g25974, g16954
OG0000879	XP_006417896.2	g31013
OG0000883	XP_006412198.1	g47886
OG0000883	XP_006408143.1	g7738, g12824, g12583
OG0000884	XP_024009132.1	g32204
OG0000885	XP_024008320.1	g50244
OG0000885	XP_024005464.1	g17066, g23580
OG0000886	XP_006403313.1	g37044
OG0000888	XP_006402781.1	g11209, g1980, g18951
OG0000888	XP_006411507.1	g52055
OG0000889	XP_006403465.2	g2212, g19095
OG0000890	XP_006403665.1	g2336, g19181
OG0000890	XP_006410935.1	g51643
OG0000891	XP_006416199.1	g32036
OG0000892	XP_006394800.1, XP_006406671.1	g602
OG0000897	XP_006403634.1	g2322
OG0000900	XP_006417119.1	g49875
OG0000900	XP_006417117.1, XP_006417118.1	g31459, g53611
OG0000901	XP_006414340.1	g2658, g2672, g24339, g17581
OG0000902	XP_006399001.1	g5640, g29730
OG0000903	XP_006399621.2	g29451
OG0000903	XP_006395944.1, XP_024007248.1	g46806
OG0000904	XP_006399530.1	g45532
OG0000904	XP_006412569.1	g23312
OG0000905	XP_006399520.1	g29506
OG0000905	XP_024016068.1	g9730
OG0000906	XP_006394097.1	g18661
OG0000906	XP_006399489.1	g29526
OG0000907	XP_006414083.1	g24176, g17469
OG0000907	XP_006398273.1	g40587, g10964
OG0000908	XP_024005520.1, XP_006408056.1, XP_024014298.1	g22696
OG0000909	XP_006416032.1	g50312
OG0000910	XP_024012486.1	g28799
OG0000910	XP_024012341.1	g28800
OG0000910	XP_006400878.1	g41318
OG0000911	XP_006393864.1	g19649
OG0000911	XP_006404009.1	g11359, g19349
OG0000912	XP_006396468.1	g39592
OG0000912	XP_006418281.1	g49396
OG0000913	XP_006416103.1, XP_024004264.1	g50285, g44694
OG0000915	XP_006403753.1	g2397
OG0000915	XP_006410817.1	g37165
OG0000917	XP_006417160.1	g31431
OG0000918	XP_024004975.1	g46686
OG0000918	XP_006398085.1, XP_006398086.2	g11041
OG0000919	XP_006406750.2	g13279
OG0000920	XP_006392730.1	g54357, g54355, g54356
OG0000921	XP_006393230.1, XP_024006180.1, XP_006393229.1	g36381, g36403
OG0000922	XP_024014047.1	g16101
OG0000923	XP_006402192.1	g26772, g26765, g26752, g26764
OG0000924	XP_006414050.1	g22936
OG0000924	XP_006412012.2	g18251
OG0000924	XP_024016468.1	g13980
