Orthogroup	Conringia_planisiliqua	Cardamine_glauca
OG0002424	CP10_g42236_DN3_SP4_c.t1	Cg004G117530
OG0002425	CP10_g42241_DN3_SP8_c.t1	Cg004G117580
OG0002425	CP11_g32378_DN3_SP7_c.t1	Cg008G296230
OG0002426	CP10_g42245_DN3_SP8_c.t1	Cg004G117630
OG0002426	CP11_g32368_DN3_SP8_c.t1	Cg008G296330
OG0002427	CP10_g42306_DN3_SP8_c.t1	Cg004G118290
OG0002427	CP11_g32262_DN3_SP8_c.t1	Cg008G297290
OG0002428	CP10_g42389_DN3_SP8_c.t1	Cg004G119610
OG0002428	CP8_g54517_DN3_SP8_c.t1	Cg008G298510
OG0002430	CP10_g42827_DN3_SP0_c.t1	Cg004G124290
OG0002430	CP10_g42826_DN3_SP0_c.t1	Cg004G124280
OG0002431	CP3_g13820_DN3_SP8_c.t1	Cg002G051200
OG0002431	CP4_g24774_DN3_SP8_c.t1	Cg005G166770
OG0002432	CP4_g24782_DN3_SP6_c.t1	Cg005G166850
OG0002433	CP7_g46147_DN3_SP8_c.t1	Cg006G230020
OG0002434	CP7_g46078_DN3_SP7_c.t1	Cg006G229280
OG0002435	CP9_g28996_DN3_SP8_c.t1	Cg007G274020
OG0002435	CP7_g45934_DN3_SP8_c.t1	Cg006G227820
OG0002436	CP7_g45602_DN3_SP4_c.t1	Cg006G224240
OG0002436	CP9_g29393_DN3_SP0_c.t1	Cg007G278140
OG0002437	CP7_g45569_DN3_SP8_c.t1	Cg006G223780
OG0002437	CP9_g29445_DN3_SP6_c.t1	Cg007G278680
OG0002438	CP7_g45559_DN2_SP0_c.t1	Cg006G223670
OG0002438	CP9_g29462_DN3_SP0_c.t1	Cg007G278830
OG0002439	CP9_g28849_DN2_SP1_c.t1	Cg007G272610
OG0002439	CP7_g45532_DN3_SP5_c.t1	Cg006G223420
OG0002441	CP7_g45481_DN3_SP8_c.t1	Cg006G222870
OG0002442	CP9_g28656_DN3_SP0_c.t1	Cg007G270850
OG0002442	CP7_g45425_DN3_SP0_c.t1	Cg006G222310
OG0002443	CP7_g45304_DN3_SP3_c.t1	Cg006G220970
OG0002443	CP9_g28541_DN3_SP3_c.t1	Cg007G269800
OG0002444	CP9_g28458_DN3_SP8_c.t1	Cg007G268910
OG0002444	CP7_g45257_DN3_SP8_c.t1	Cg006G220420
OG0002445	CP8_g53150_DN3_SP8_c.t1	Cg003G098660
OG0002445	CP19_g18096_DN3_SP5_c.t1	Cg001G015290
OG0002446	CP5_g1233_DN3_SP8_c.t1	Cg001G012960
OG0002446	CP8_g53323_DN3_SP3_c.t1	Cg003G100460
OG0002447	CP5_g746_DN3_SP1_c.t1	Cg001G007770
OG0002448	CP3_g14318_DN2_SP0_c.t1	Cg002G056270
OG0002448	CP1_g38891_DN3_SP0_c.t1	Cg006G204870
OG0002449	CP1_g37594_DN3_SP0_c.t1	Cg006G232990
OG0002449	CP13_g19351_DN3_SP0_c.t1	Cg002G072040
OG0002450	CP1_g37093_DN3_SP8_c.t1	Cg006G237940
OG0002451	CP1_g37082_DN3_SP7_c.t1	Cg006G238070
OG0002451	CP4_g25923_DN3_SP6_c.t1	Cg005G179020
OG0002452	CP1_g37020_DN3_SP7_c.t1	Cg006G238780
OG0002452	CP4_g25790_DN3_SP5_c.t1	Cg005G177350
OG0002453	CP11_g32033_DN3_SP5_c.t1	Cg014G330790, Cg003G078750
OG0002453	CP1_g36760_DN3_SP8_c.t1	Cg006G243280
OG0002454	CP1_g36761_DN3_SP8_c.t1	Cg006G243290
OG0002454	CP11_g32037_DN3_SP1_c.t1	Cg003G078720, Cg014G330830
OG0002455	CP11_g32263_DN3_SP0_c.t1	Cg008G297280, Cg008G297250, Cg008G297270
OG0002456	CP11_g32174_DN3_SP0_c.t1	Cg008G298340
OG0002456	CP11_g32162_DN3_SP0_c.t1	Cg008G298430
OG0002458	CP3_g13879_DN3_SP0_c.t1, CP3_g13876_DN2_SP0_c.t1, CP3_g13877_DN2_SP0_c.t1, CP3_g13878_DN3_SP0_c.t1, CP3_g13875_DN3_SP0_c.t1	Cg004G152160, Cg002G051820
OG0002460	CP11_g33188_DN3_SP3_c.t1, CP1_g39560_DN3_SP0_c.t1	Cg008G287930
OG0002460	CP8_g53844_DN3_SP6_c.t1	Cg003G106010
OG0002461	CP3_g14232_DN3_SP0_c.t1	Cg002G055490, Cg002G055500
OG0002462	CP9_g29295_DN3_SP4_c.t1	Cg007G277170
OG0002462	CP7_g45677_DN3_SP4_c.t1	Cg006G225080
OG0002463	CP9_g29273_DN3_SP5_c.t1	Cg007G276940
OG0002463	CP7_g45707_DN3_SP8_c.t1	Cg006G225430
OG0002464	CP9_g29075_DN3_SP0_c.t1	Cg007G274800
OG0002465	CP7_g46192_DN3_SP8_c.t1	Cg006G230470
OG0002465	CP9_g29703_DN3_SP7_c.t1	Cg007G281360
OG0002466	CP10_g43367_DN3_SP6_c.t1	Cg004G129960
OG0002466	CP7_g46337_DN3_SP1_c.t1	Cg006G195330
OG0002467	CP7_g46304_DN3_SP8_c.t1	Cg004G130420
OG0002468	CP7_g46236_DN3_SP7_c.t1	Cg006G196530
OG0002468	CP10_g43489_DN3_SP5_c.t1	Cg004G131520
OG0002469	CP6_g7260_DN3_SP3_c.t1	Cg001G025190
OG0002469	CP12_g30031_DN3_SP1_c.t1	Cg004G133330
OG0002470	CP12_g30083_DN3_SP8_c.t1	Cg004G133980
OG0002470	CP1_g38312_DN3_SP5_c.t1	Cg006G201640
OG0002472	CP12_g30111_DN3_SP8_c.t1	Cg004G134300
OG0002472	CP1_g38287_DN3_SP7_c.t1	Cg006G201450
OG0002473	CP12_g30132_DN3_SP8_c.t1	Cg004G134540
OG0002473	CP1_g38265_DN3_SP3_c.t1	Cg006G201300
OG0002474	CP6_g7437_DN3_SP0_c.t1	Cg001G026970
OG0002474	CP12_g30618_DN3_SP0_c.t1	Cg004G139740
OG0002475	CP6_g7493_DN3_SP8_c.t1	Cg001G027500
OG0002475	CP12_g30667_DN3_SP7_c.t1	Cg004G140380
OG0002476	CP3_g16251_DN1_SP0_c.t1, CP1_g39601_DN1_SP0_c.t1, CP14_g22865_DN1_SP0_c.t1, CP17_g5194_DN3_SP0_c.t1, CP2_g50478_DN3_SP0_c.t1, CP43_g41558_DN1_SP0_c.t1	Cg011G329260
OG0002477	CP5_g1139_DN3_SP1_c.t1	Cg001G011960
OG0002478	CP10_g43468_DN3_SP5_c.t1	Cg004G131160
OG0002478	CP7_g46244_DN3_SP8_c.t1	Cg006G196430
OG0002479	CP13_g20690_DN3_SP0_c.t1, CP13_g19855_DN3_SP0_c.t1	Cg008G323960
OG0002482	CP13_g19778_DN2_SP0_c.t1, CP13_g19777_DN3_SP0_c.t1	Cg008G324740, Cg008G324730
OG0002489	CP8_g53166_DN3_SP0_c.t1	Cg003G098780
OG0002494	CP12_g29814_DN3_SP4_c.t1	Cg004G157250
OG0002494	CP5_g1184_DN3_SP6_c.t1	Cg001G012420
OG0002496	CP16_g54801_DN3_SP5_c.t1	Cg005G193120
OG0002497	CP5_g849_DN3_SP1_c.t1, CP5_g850_DN3_SP8_c.t1	Cg001G009060
OG0002498	CP5_g841_DN3_SP8_c.t1	Cg001G008970
OG0002498	CP16_g55140_DN3_SP8_c.t1	Cg005G189750
OG0002499	CP8_g54171_DN3_SP6_c.t1	Cg008G302020
OG0002500	CP5_g590_DN3_SP8_c.t1, CP17_g4847_DN3_SP6_c.t1	Cg004G150810, Cg004G149920
OG0002501	CP10_g43803_DN2_SP0_c.t1	Cg006G214280
OG0002502	CP17_g5088_DN3_SP4_c.t1, CP4_g25219_DN3_SP5_c.t1	Cg005G171360
OG0002503	CP1_g37169_DN3_SP6_c.t1	Cg006G237150
OG0002504	CP2_g49548_DN3_SP7_c.t1	Cg007G252740, Cg007G252780, Cg007G252770
OG0002504	CP1_g37269_DN3_SP8_c.t1	Cg006G236150
OG0002505	CP3_g16256_DN3_SP0_c.t1, CP1_g37323_DN3_SP5_c.t1	Cg006G235690
OG0002505	CP2_g49367_DN3_SP7_c.t1	Cg007G251380
OG0002506	CP1_g37348_DN3_SP0_c.t1	Cg006G235430
OG0002507	CP13_g19564_DN3_SP0_c.t1	Cg002G074470
OG0002507	CP1_g37751_DN3_SP0_c.t1	Cg006G231470
OG0002508	CP1_g37703_DN3_SP5_c.t1	Cg006G231960
OG0002509	CP13_g19493_DN3_SP0_c.t1	Cg002G073610
OG0002510	CP1_g37592_DN3_SP8_c.t1	Cg006G233010
OG0002511	CP7_g44862_DN3_SP0_c.t1, CP13_g19123_DN3_SP0_c.t1	Cg002G070090, Cg002G069640, Cg002G069630
OG0002512	CP3_g13386_DN2_SP0_c.t1	Cg002G046550
OG0002512	CP7_g46412_DN3_SP0_c.t1	Cg006G194660
OG0002514	CP11_g33346_DN3_SP0_c.t1	Cg008G286350
OG0002515	CP11_g33222_DN3_SP5_c.t1	Cg008G287130
OG0002515	CP10_g43124_DN3_SP8_c.t1	Cg004G127400
OG0002517	CP5_g1229_DN3_SP8_c.t1	Cg001G012920
OG0002517	CP8_g53317_DN3_SP7_c.t1	Cg007G268210, Cg003G100410
OG0002518	CP19_g17972_DN3_SP8_c.t1	Cg001G014040
OG0002519	CP19_g17973_DN3_SP2_c.t1	Cg001G014050
OG0002519	CP8_g53541_DN3_SP1_c.t1	Cg003G102860
OG0002520	CP8_g53580_DN3_SP3_c.t1	Cg003G103270
OG0002520	CP19_g17980_DN3_SP4_c.t1	Cg001G014110
OG0002522	CP2_g47861_DN3_SP4_c.t1	Cg003G112310
OG0002523	CP6_g7093_DN3_SP8_c.t1	Cg001G023600
OG0002524	CP19_g18394_DN3_SP0_c.t1	Cg001G018140
OG0002525	CP16_g55144_DN3_SP4_c.t1	Cg003G085610
OG0002525	CP7_g44281_DN3_SP6_c.t1	Cg006G209430
OG0002526	CP7_g44842_DN3_SP0_c.t1	Cg006G215870
OG0002526	CP19_g18125_DN3_SP8_c.t1	Cg001G015590
OG0002527	CP4_g25247_DN3_SP0_c.t1	Cg005G171660
OG0002527	CP7_g44803_DN3_SP8_c.t1	Cg006G215370
OG0002528	CP10_g43727_DN3_SP8_c.t1	Cg004G154020
OG0002528	CP5_g401_DN3_SP8_c.t1	Cg001G003970
OG0002529	CP5_g293_DN3_SP8_c.t1	Cg001G002990
OG0002530	CP16_g54931_DN3_SP8_c.t1	Cg005G191780
OG0002530	CP5_g247_DN3_SP8_c.t1	Cg001G002580
OG0002531	CP16_g54864_DN3_SP8_c.t1	Cg005G192580
OG0002531	CP5_g183_DN3_SP8_c.t1	Cg001G001800
OG0002532	CP16_g54808_DN3_SP6_c.t1	Cg005G193050
OG0002532	CP5_g118_DN3_SP7_c.t1	Cg001G001220
OG0002533	CP5_g23_DN2_SP0_c.t1	Cg002G061280
OG0002534	CP20_g3998_DN2_SP0_c.t1	Cg003G085720, Cg003G085660
OG0002535	CP20_g4387_DN3_SP7_c.t1	Cg003G081900
OG0002536	CP19_g18437_DN3_SP6_c.t1	Cg001G018520
OG0002536	CP11_g31787_DN3_SP8_c.t1	Cg003G081100
OG0002537	CP16_g55511_DN3_SP7_c.t1, CP11_g31810_DN1_SP0_c.t1, CP11_g31812_DN3_SP1_c.t1	Cg003G080940
OG0002537	CP1_g36574_DN3_SP4_c.t1	Cg006G241360
OG0002538	CP6_g7584_DN3_SP8_c.t1	Cg001G028410
OG0002539	CP6_g7501_DN2_SP0_c.t1	Cg001G027590
OG0002539	CP6_g7502_DN3_SP0_c.t1	Cg001G027600
OG0002541	CP4_g23914_DN3_SP0_c.t1	Cg005G157460
OG0002542	CP4_g24105_DN3_SP8_c.t1	Cg005G159580
OG0002542	CP3_g13241_DN3_SP8_c.t1	Cg002G045180
OG0002543	CP4_g24146_DN3_SP4_c.t1	Cg005G159970
OG0002543	CP3_g13284_DN3_SP3_c.t1	Cg002G045560
OG0002544	CP4_g24342_DN3_SP7_c.t1	Cg005G161930
OG0002544	CP3_g13407_DN3_SP8_c.t1	Cg002G046750
OG0002545	CP4_g24557_DN3_SP6_c.t1	Cg005G164330
OG0002545	CP3_g13610_DN3_SP0_c.t1	Cg002G048910
OG0002546	CP2_g49094_DN3_SP0_c.t1, CP4_g24549_DN3_SP0_c.t1, CP11_g32092_DN3_SP0_c.t1	Cg006G220340
OG0002547	CP3_g13626_DN3_SP2_c.t1	Cg002G049070
OG0002547	CP4_g24575_DN3_SP0_c.t1	Cg005G164500
OG0002548	CP1_g39232_DN3_SP1_c.t1, CP4_g24877_DN3_SP1_c.t1	Cg005G167870
OG0002548	CP11_g33534_DN3_SP7_c.t1	Cg008G284320
OG0002549	CP4_g24721_DN3_SP0_c.t1	Cg005G166170
OG0002551	CP3_g14741_DN3_SP0_c.t1	Cg002G060620
OG0002551	CP8_g53967_DN3_SP0_c.t1	Cg003G107180
OG0002553	CP2_g47636_DN2_SP0_c.t1	Cg003G114670
OG0002553	CP3_g14348_DN2_SP0_c.t1	Cg002G056560
OG0002554	CP2_g47585_DN3_SP0_c.t1	Cg003G115200, Cg003G115190
OG0002555	CP8_g54553_DN3_SP1_c.t1	Cg003G077270, Cg014G332350
OG0002555	CP1_g36501_DN3_SP6_c.t1	Cg006G244360
OG0002556	CP8_g54529_DN3_SP2_c.t1	Cg003G077930, Cg014G331730
OG0002556	CP1_g36517_DN3_SP0_c.t1	Cg006G244180
OG0002557	CP1_g36885_DN3_SP2_c.t1	Cg006G240290
OG0002558	CP5_g1745_DN2_SP0_c.t1	Cg001G014400
OG0002559	CP10_g42143_DN2_SP0_c.t1	Cg004G116530
OG0002559	CP11_g32498_DN3_SP0_c.t1	Cg008G294900
OG0002560	CP11_g32437_DN3_SP4_c.t1	Cg008G295650
OG0002560	CP10_g42187_DN3_SP6_c.t1	Cg004G117030
OG0002561	CP11_g32303_DN3_SP8_c.t1	Cg008G296910, Cg004G118090
OG0002562	CP2_g48640_DN3_SP0_c.t1	Cg008G307420
OG0002562	CP10_g42478_DN3_SP0_c.t1	Cg004G120620
OG0002564	CP8_g54464_DN2_SP0_c.t1	Cg004G122260
OG0002566	CP4_g24989_DN3_SP8_c.t1	Cg005G169040
OG0002567	CP7_g46110_DN3_SP6_c.t1	Cg006G229650
OG0002567	CP9_g29587_DN3_SP6_c.t1	Cg007G280160
OG0002568	CP9_g29174_DN3_SP2_c.t1	Cg007G275910
OG0002568	CP7_g45793_DN3_SP3_c.t1	Cg006G226370
OG0002569	CP9_g29253_DN3_SP0_c.t1	Cg007G276700
OG0002569	CP7_g45730_DN3_SP0_c.t1	Cg006G225640
OG0002571	CP9_g29297_DN3_SP8_c.t1	Cg007G277190
OG0002571	CP7_g45674_DN3_SP8_c.t1	Cg006G225050
OG0002572	CP7_g45619_DN3_SP0_c.t1	Cg006G224400
OG0002573	CP9_g28625_DN3_SP0_c.t1	Cg007G270600
OG0002573	CP7_g45374_DN3_SP1_c.t1	Cg006G221710
OG0002574	CP7_g45259_DN3_SP0_c.t1	Cg006G220440
OG0002574	CP9_g28456_DN3_SP1_c.t1	Cg007G268890
OG0002579	CP1_g36899_DN3_SP2_c.t1	Cg006G240110
OG0002580	CP4_g25550_DN3_SP4_c.t1	Cg005G174660
OG0002580	CP1_g36841_DN3_SP8_c.t1	Cg006G240810
OG0002581	CP1_g36508_DN3_SP0_c.t1, CP1_g36511_DN3_SP2_c.t1	Cg006G244250
OG0002581	CP1_g36510_DN3_SP1_c.t1	Cg006G244260
OG0002582	CP4_g24691_DN3_SP8_c.t1	Cg004G146280, Cg005G165840
OG0002583	CP3_g14420_DN3_SP8_c.t1	Cg002G057300
OG0002583	CP1_g36968_DN3_SP0_c.t1, CP2_g48385_DN3_SP8_c.t1	Cg008G304310
OG0002584	CP3_g14680_DN3_SP8_c.t1	Cg002G059840
OG0002584	CP8_g53883_DN3_SP5_c.t1	Cg003G106410
OG0002587	CP7_g45784_DN3_SP0_c.t1	Cg006G226280
OG0002587	CP9_g29184_DN3_SP0_c.t1	Cg007G276040
OG0002588	CP9_g29070_DN3_SP8_c.t1	Cg007G274750
OG0002589	CP7_g45993_DN3_SP0_c.t1	Cg006G228430
OG0002589	CP9_g28914_DN2_SP0_c.t1	Cg007G273230
OG0002590	CP10_g43378_DN3_SP7_c.t1	Cg004G130210
OG0002590	CP7_g46325_DN3_SP8_c.t1	Cg006G195450
OG0002591	CP10_g43315_DN3_SP8_c.t1	Cg004G129360
OG0002591	CP7_g46387_DN3_SP8_c.t1	Cg006G194870
OG0002592	CP7_g46331_DN3_SP8_c.t1	Cg006G195380
OG0002592	CP10_g43371_DN3_SP8_c.t1	Cg004G130000
OG0002593	CP7_g46206_DN3_SP6_c.t1	Cg006G196810
OG0002593	CP12_g29885_DN3_SP8_c.t1	Cg004G131840
OG0002594	CP1_g37855_DN3_SP8_c.t1	Cg006G196990, Cg004G132020
OG0002595	CP12_g29961_DN3_SP7_c.t1	Cg004G132470
OG0002595	CP1_g37896_DN3_SP8_c.t1	Cg006G197460
OG0002596	CP6_g7281_DN3_SP8_c.t1	Cg001G025430
OG0002597	CP12_g30067_DN3_SP8_c.t1	Cg004G133760
OG0002597	CP1_g38338_DN3_SP8_c.t1	Cg006G201820
OG0002598	CP12_g30120_DN3_SP8_c.t1	Cg004G134400
OG0002599	CP12_g30541_DN3_SP0_c.t1	Cg004G138790
OG0002600	CP6_g7496_DN2_SP0_c.t1	Cg004G119080
OG0002601	CP16_g55480_DN3_SP6_c.t1	Cg005G187800
OG0002601	CP5_g759_DN3_SP8_c.t1	Cg001G007960
OG0002602	CP10_g43263_DN3_SP1_c.t1	Cg004G128840
OG0002603	CP12_g30450_DN3_SP6_c.t1	Cg004G137900
OG0002603	CP1_g37986_DN3_SP8_c.t1	Cg006G198370
OG0002604	CP1_g38179_DN3_SP0_c.t1	Cg006G200350, Cg006G200340
OG0002605	CP3_g13703_DN2_SP7_c.t1	Cg002G049880
OG0002605	CP4_g24638_DN3_SP8_c.t1	Cg005G165190
OG0002606	CP3_g13554_DN3_SP0_c.t1	Cg002G048360
OG0002607	CP3_g13379_DN3_SP3_c.t1	Cg002G046470
OG0002610	CP13_g19895_DN3_SP0_c.t1, CP13_g19894_DN3_SP0_c.t1, CP13_g19896_DN1_SP0_c.t1	Cg008G323540
OG0002612	CP5_g770_DN3_SP0_c.t1	Cg001G008120
OG0002618	CP2_g47934_DN3_SP0_c.t1	Cg003G111570, Cg003G111580
OG0002622	CP10_g43510_DN1_SP0_c.t1	Cg004G156600
OG0002622	CP5_g1119_DN3_SP2_c.t1, CP5_g1118_DN3_SP4_c.t1	Cg001G011750
OG0002623	CP16_g55096_DN3_SP2_c.t1	Cg005G190160
OG0002625	CP21_g10690_DN2_SP0_c.t1, CP91_g51726_DN1_SP0_c.t1	Cg040G336990, Cg035G336760, Cg025G336140
OG0002626	CP10_g43994_DN3_SP6_c.t1	Cg004G151950
OG0002626	CP5_g561_DN3_SP8_c.t1	Cg001G005790
OG0002627	CP5_g550_DN3_SP6_c.t1	Cg001G005660
OG0002628	CP5_g511_DN3_SP8_c.t1	Cg001G005250
OG0002629	CP4_g25234_DN3_SP8_c.t1	Cg005G171540
OG0002629	CP7_g44790_DN3_SP8_c.t1	Cg006G215190
OG0002630	CP4_g25187_DN3_SP5_c.t1	Cg006G214160
OG0002631	CP4_g25170_DN3_SP5_c.t1	Cg005G170890
OG0002631	CP6_g7160_DN3_SP8_c.t1	Cg001G024370
OG0002633	CP2_g49668_DN3_SP0_c.t1	Cg006G236410
OG0002634	CP2_g49404_DN3_SP8_c.t1	Cg007G251730
OG0002634	CP1_g37295_DN3_SP0_c.t1	Cg006G235890
OG0002636	CP1_g37782_DN3_SP5_c.t1	Cg006G231150
OG0002636	CP13_g19626_DN3_SP7_c.t1	Cg002G074990
OG0002637	CP1_g37704_DN3_SP8_c.t1	Cg006G231950
OG0002637	CP13_g19518_DN3_SP2_c.t1	Cg002G073980
OG0002640	CP13_g19162_DN3_SP0_c.t1	Cg002G069670
OG0002640	CP13_g19165_DN3_SP0_c.t1	Cg002G069610
OG0002641	CP5_g1528_DN3_SP7_c.t1	Cg001G039610
OG0002642	CP9_g28267_DN3_SP3_c.t1	Cg007G267110
OG0002642	CP5_g1618_DN3_SP3_c.t1	Cg001G038360
OG0002643	CP5_g1727_DN3_SP0_c.t1	Cg001G036740
OG0002643	CP9_g28185_DN3_SP0_c.t1	Cg007G265600
OG0002645	CP8_g53715_DN3_SP8_c.t1	Cg003G104790
OG0002645	CP19_g18045_DN3_SP8_c.t1	Cg001G014770
OG0002646	CP11_g33484_DN3_SP0_c.t1	Cg008G284860
OG0002646	CP10_g42986_DN3_SP4_c.t1	Cg004G125850
OG0002647	CP19_g18190_DN3_SP7_c.t1	Cg001G016240
OG0002648	CP8_g53279_DN3_SP8_c.t1	Cg005G178960, Cg003G100040
OG0002649	CP8_g53338_DN2_SP0_c.t1	Cg003G100700, Cg003G100680, Cg003G100640
OG0002650	CP8_g53409_DN3_SP8_c.t1	Cg003G101600
OG0002650	CP5_g1272_DN3_SP1_c.t1	Cg001G013330
OG0002651	CP8_g53431_DN3_SP8_c.t1	Cg003G101870
OG0002651	CP5_g1289_DN3_SP2_c.t1	Cg001G013490
OG0002653	CP11_g32837_DN3_SP0_c.t1	Cg008G291370
OG0002653	CP2_g48420_DN2_SP0_c.t1	Cg008G304700
OG0002654	CP11_g32871_DN3_SP1_c.t1	Cg008G291000
OG0002655	CP11_g32922_DN3_SP6_c.t1	Cg008G290480, Cg003G112980
OG0002656	CP2_g47839_DN3_SP8_c.t1	Cg003G112520
OG0002656	CP11_g32957_DN3_SP7_c.t1	Cg008G290090
OG0002658	CP6_g6766_DN3_SP0_c.t1	Cg001G020090
OG0002659	CP19_g18449_DN3_SP8_c.t1	Cg001G018670
OG0002659	CP11_g31801_DN3_SP2_c.t1	Cg003G080990
OG0002660	CP20_g4457_DN3_SP7_c.t1	Cg003G081250
OG0002660	CP19_g18423_DN3_SP7_c.t1	Cg001G018380
OG0002661	CP20_g4339_DN3_SP8_c.t1	Cg003G082440
OG0002662	CP7_g44158_DN3_SP8_c.t1	Cg006G209140
OG0002662	CP20_g4047_DN3_SP7_c.t1	Cg003G085310
OG0002663	CP7_g45082_DN3_SP8_c.t1	Cg006G218580
OG0002664	CP5_g440_DN3_SP0_c.t1	Cg001G004500
OG0002666	CP5_g368_DN3_SP0_c.t1, CP5_g367_DN3_SP0_c.t1	Cg001G003670
OG0002667	CP5_g357_DN3_SP6_c.t1	Cg001G003580
OG0002667	CP10_g43677_DN3_SP2_c.t1	Cg004G154550
OG0002668	CP5_g306_DN3_SP0_c.t1	Cg001G003120
OG0002669	CP16_g54915_DN3_SP0_c.t1	Cg005G191910
OG0002669	CP5_g236_DN3_SP7_c.t1	Cg001G002440
OG0002670	CP16_g54788_DN3_SP8_c.t1	Cg005G193240
OG0002670	CP5_g104_DN3_SP8_c.t1	Cg001G001050
OG0002671	CP2_g49407_DN3_SP0_c.t1, CP5_g1372_DN3_SP0_c.t1, CP5_g3176_DN2_SP0_c.t1, CP5_g3190_DN3_SP0_c.t1, CP5_g2178_DN3_SP0_c.t1, CP5_g2202_DN1_SP0_c.t1, CP5_g2189_DN1_SP0_c.t1, CP5_g2169_DN1_SP0_c.t1, CP5_g2157_DN2_SP0_c.t1, CP27_g41662_DN1_SP0_c.t1, CP5_g2168_DN3_SP0_c.t1, CP5_g2201_DN1_SP0_c.t1, CP5_g2188_DN3_SP0_c.t1	Cg001G035430, Cg001G035370, Cg001G037170, Cg001G037150, Cg001G035480
OG0002673	CP20_g3979_DN3_SP0_c.t1	Cg003G085790
OG0002673	CP1_g37775_DN3_SP0_c.t1	Cg006G231220
OG0002675	CP6_g6745_DN2_SP0_c.t1	Cg001G019890
OG0002675	CP11_g31921_DN2_SP0_c.t1	Cg003G094180, Cg003G079840
OG0002676	CP6_g9462_DN3_SP2_c.t1	Cg001G031290
OG0002676	CP12_g30934_DN3_SP1_c.t1, CP12_g30940_DN3_SP0_c.t1, CP12_g30959_DN3_SP0_c.t1	Cg004G143230
OG0002677	CP6_g8554_DN3_SP0_c.t1	Cg001G030510
OG0002678	CP12_g30785_DN2_SP4_c.t1	Cg004G141720
OG0002680	CP6_g7479_DN3_SP0_c.t1	Cg001G027370
OG0002680	CP12_g30657_DN3_SP5_c.t1	Cg004G140250
OG0002681	CP4_g24081_DN2_SP7_c.t1	Cg005G159310
OG0002682	CP3_g13455_DN3_SP0_c.t1	Cg002G047200
OG0002683	CP3_g13544_DN3_SP1_c.t1	Cg002G048260
OG0002684	CP4_g24559_DN3_SP8_c.t1	Cg005G164360
OG0002684	CP3_g13613_DN3_SP3_c.t1	Cg002G048940
OG0002685	CP11_g33712_DN3_SP0_c.t1	Cg008G282470
OG0002685	CP10_g42854_DN3_SP8_c.t1	Cg004G124550
OG0002686	CP11_g33486_DN3_SP2_c.t1	Cg008G284840
OG0002687	CP3_g14887_DN3_SP2_c.t1	Cg002G062050
OG0002687	CP8_g54059_DN3_SP6_c.t1	Cg003G108090
OG0002688	CP3_g14849_DN3_SP3_c.t1	Cg002G061410
OG0002688	CP8_g54024_DN3_SP8_c.t1	Cg003G107680
OG0002690	CP3_g14739_DN3_SP0_c.t1	Cg002G060600
OG0002690	CP8_g53969_DN1_SP0_c.t1	Cg003G107200
OG0002691	CP3_g14516_DN1_SP0_c.t1	Cg002G058340
OG0002691	CP2_g47964_DN2_SP0_c.t1	Cg003G111260
OG0002692	CP8_g54638_DN3_SP8_c.t1	Cg003G076390, Cg014G333200
OG0002692	CP1_g36445_DN3_SP4_c.t1	Cg006G244970
OG0002693	CP11_g32003_DN3_SP8_c.t1	Cg003G079020, Cg003G094930
OG0002694	CP13_g20176_DN3_SP1_c.t1	Cg008G320500
OG0002694	CP1_g36700_DN3_SP0_c.t1	Cg006G242690
OG0002695	CP4_g25585_DN3_SP8_c.t1	Cg005G175040
OG0002695	CP1_g36874_DN3_SP8_c.t1	Cg006G240500
OG0002696	CP1_g37051_DN2_SP0_c.t1	Cg006G238260
OG0002696	CP4_g25868_DN3_SP0_c.t1	Cg005G178380
OG0002697	CP10_g42835_DN3_SP6_c.t1	Cg004G124380
OG0002697	CP10_g42834_DN3_SP3_c.t1	Cg004G124370
OG0002698	CP10_g42326_DN3_SP4_c.t1	Cg004G118470
OG0002698	CP11_g32233_DN3_SP6_c.t1	Cg008G297670
OG0002699	CP11_g32227_DN3_SP8_c.t1	Cg008G297720
OG0002700	CP8_g54516_DN3_SP3_c.t1	Cg008G298520
OG0002701	CP10_g42724_DN3_SP5_c.t1, CP2_g48757_DN3_SP0_c.t1	Cg008G309700, Cg008G311530
OG0002702	CP3_g13736_DN3_SP8_c.t1	Cg002G050180
OG0002702	CP4_g24681_DN3_SP8_c.t1	Cg005G165710
OG0002703	CP7_g44878_DN3_SP8_c.t1	Cg006G216220
OG0002704	CP4_g25034_DN3_SP8_c.t1	Cg005G169450
OG0002705	CP3_g13933_DN3_SP8_c.t1	Cg002G052300
OG0002705	CP4_g24853_DN3_SP7_c.t1	Cg005G167600
OG0002706	CP9_g29583_DN3_SP7_c.t1	Cg007G280120
OG0002706	CP7_g46107_DN3_SP8_c.t1	Cg006G229620
OG0002707	CP9_g28975_DN3_SP8_c.t1	Cg007G273830
OG0002707	CP7_g45956_DN3_SP8_c.t1	Cg006G228070
OG0002708	CP9_g29175_DN3_SP8_c.t1	Cg007G275920
OG0002708	CP7_g45792_DN3_SP5_c.t1	Cg006G226360
OG0002709	CP9_g29337_DN3_SP4_c.t1	Cg007G277570
OG0002710	CP7_g45497_DN3_SP7_c.t1	Cg006G223040
OG0002710	CP9_g28764_DN3_SP6_c.t1	Cg007G271860
OG0002712	CP7_g45243_DN3_SP0_c.t1	Cg006G220310
