Orthogroup	Conringia_planisiliqua	Euclidium_syriacum
OG0002911	CP11_g32584_DN3_SP0_c.t1	ESY7_g17688_DN3_SP0_c0.t1
OG0002912	CP8_g53343_DN3_SP8_c.t1	ESY6_g47504_DN3_SP8_c0.t1
OG0002912	CP7_g45306_DN3_SP7_c.t1	ESY5_g1443_DN3_SP3_c0.t1
OG0002913	CP8_g53418_DN3_SP0_c.t1	ESY6_g47872_DN3_SP0_c0.t1
OG0002913	CP5_g1285_DN3_SP0_c.t1	ESY16_g62281_DN2_SP0_c0.t1
OG0002914	CP8_g53585_DN3_SP6_c.t1, CP19_g17985_DN3_SP3_c.t1	ESY6_g48149_DN3_SP5_c10.t1
OG0002916	CP7_g45162_DN3_SP0_c.t1, CP7_g45137_DN3_SP0_c.t1	ESY13_g57993_DN3_SP0_c0.t1, ESY13_g57991_DN3_SP0_c0.t1
OG0002917	CP11_g32735_DN3_SP8_c.t1, CP2_g48510_DN3_SP5_c.t1	ESY7_g18280_DN3_SP8_c0.t1
OG0002918	CP2_g48252_DN3_SP5_c.t1	ESY6_g50192_DN3_SP0_c0.t1
OG0002919	CP11_g33121_DN3_SP4_c.t1	ESY7_g18591_DN3_SP1_c0.t1
OG0002920	CP11_g33175_DN3_SP4_c.t1, CP2_g48094_DN3_SP0_c.t1	ESY7_g18508_DN3_SP2_c0.t1
OG0002921	CP6_g7098_DN3_SP8_c.t1	ESY9_g42433_DN3_SP7_c0.t1
OG0002921	CP13_g19751_DN3_SP8_c.t1	ESY10_g14808_DN3_SP8_c0.t1
OG0002922	CP6_g7053_DN3_SP8_c.t1, CP13_g19817_DN3_SP3_c.t1	ESY9_g42490_DN3_SP8_c0.t1
OG0002924	CP20_g4421_DN3_SP7_c.t1	ESY18_g63004_DN3_SP8_c0.t1
OG0002924	CP19_g18401_DN3_SP8_c.t1	ESY26_g42288_DN2_SP8_c0.t1
OG0002925	CP20_g4398_DN3_SP0_c.t1, CP19_g18383_DN3_SP6_c.t1	ESY26_g42346_DN3_SP7_c0.t1
OG0002926	CP20_g4223_DN3_SP4_c.t1	ESY14_g19724_DN3_SP0_c0.t1, ESY14_g19728_DN3_SP0_c0.t1
OG0002927	CP20_g4147_DN2_SP2_c.t1, CP20_g4146_DN1_SP0_c.t1, CP7_g44519_DN3_SP8_c.t1	ESY14_g20192_DN3_SP7_c0.t1
OG0002929	CP7_g44427_DN3_SP6_c.t1, CP7_g45557_DN3_SP8_c.t1	ESY5_g2322_DN3_SP8_c0.t1
OG0002931	CP5_g450_DN3_SP0_c.t1	ESY4_g25344_DN3_SP0_c0.t1
OG0002932	CP5_g310_DN3_SP0_c.t1	ESY4_g26392_DN3_SP0_c0.t1
OG0002932	CP16_g55005_DN2_SP0_c.t1	ESY8_g59567_DN3_SP0_c0.t1
OG0002934	CP5_g223_DN1_SP0_c.t1	ESY4_g26595_DN3_SP0_c14.t1
OG0002935	CP5_g98_DN3_SP0_c.t1	ESY7_g19654_DN2_SP0_c0.t1, ESY4_g26822_DN3_SP0_c4.t1
OG0002936	CP5_g91_DN3_SP8_c.t1	ESY4_g26806_DN3_SP6_c0.t1, ESY4_g21766_DN2_SP0_c0.t1, ESY6_g48252_DN1_SP0_c0.t1
OG0002936	CP16_g54772_DN3_SP1_c.t1	ESY8_g59856_DN3_SP2_c0.t1
OG0002937	CP5_g81_DN3_SP0_c.t1	ESY4_g26847_DN3_SP0_c0.t1
OG0002938	CP5_g40_DN2_SP0_c.t1	ESY4_g26920_DN3_SP0_c0.t1
OG0002938	CP16_g54725_DN2_SP1_c.t1	ESY8_g59935_DN3_SP0_c0.t1
OG0002939	CP14_g23298_DN2_SP0_c.t1	ESY19_g41757_DN3_SP0_c75.t1
OG0002940	CP4_g25324_DN3_SP0_c.t1, CP14_g23423_DN3_SP8_c.t1	ESY19_g41724_DN3_SP7_c0.t1
OG0002942	CP6_g7563_DN3_SP8_c.t1	ESY15_g65495_DN3_SP8_c0.t1
OG0002942	CP12_g30750_DN3_SP8_c.t1	ESY3_g28280_DN3_SP8_c0.t1
OG0002943	CP6_g8765_DN3_SP0_c.t1	ESY8_g60140_DN3_SP0_c37.t1
OG0002944	CP3_g13144_DN3_SP1_c.t1	ESY1_g12468_DN3_SP0_c0.t1
OG0002944	CP4_g23977_DN3_SP5_c.t1	ESY12_g52221_DN3_SP5_c0.t1
OG0002945	CP8_g53835_DN3_SP0_c.t1	ESY6_g48577_DN3_SP0_c0.t1
OG0002946	CP4_g24088_DN1_SP8_c.t1	ESY12_g51716_DN3_SP8_c0.t1
OG0002946	CP3_g13233_DN3_SP4_c.t1	ESY1_g12336_DN3_SP1_c0.t1
OG0002947	CP3_g13354_DN3_SP3_c.t1	ESY1_g12045_DN3_SP2_c0.t1
OG0002948	CP4_g24281_DN3_SP2_c.t1	ESY9_g45406_DN3_SP0_c0.t1, ESY12_g52075_DN3_SP0_c0.t1
OG0002949	CP4_g24283_DN3_SP3_c.t1	ESY12_g52079_DN3_SP0_c0.t1
OG0002949	CP4_g24282_DN3_SP0_c.t1	ESY12_g52078_DN3_SP0_c0.t1
OG0002950	CP2_g47521_DN3_SP6_c.t1	ESY6_g50757_DN3_SP2_c0.t1
OG0002950	CP3_g14222_DN3_SP8_c.t1	ESY1_g10158_DN3_SP8_c4.t1
OG0002951	CP4_g24339_DN3_SP8_c.t1	ESY12_g52161_DN3_SP1_c0.t1
OG0002951	CP4_g24338_DN3_SP0_c.t1	ESY12_g52155_DN3_SP0_c0.t1
OG0002952	CP4_g24363_DN3_SP0_c.t1	ESY12_g52191_DN3_SP0_c0.t1
OG0002952	CP3_g13424_DN3_SP0_c.t1	ESY1_g11862_DN3_SP0_c0.t1
OG0002953	CP4_g24380_DN3_SP8_c.t1	ESY12_g51464_DN3_SP6_c0.t1
OG0002953	CP3_g13430_DN3_SP0_c.t1	ESY1_g11853_DN3_SP0_c0.t1
OG0002954	CP3_g13434_DN3_SP0_c.t1	ESY1_g11197_DN3_SP0_c0.t1
OG0002954	CP4_g24387_DN3_SP1_c.t1	ESY12_g51474_DN3_SP0_c0.t1
OG0002955	CP11_g33718_DN3_SP7_c.t1	ESY7_g19607_DN3_SP7_c0.t1
OG0002955	CP10_g42857_DN3_SP8_c.t1	ESY3_g30816_DN3_SP8_c0.t1
OG0002957	CP3_g14870_DN3_SP8_c.t1	ESY1_g7824_DN3_SP8_c0.t1
OG0002957	CP8_g54046_DN3_SP6_c.t1	ESY6_g48897_DN3_SP0_c0.t1
OG0002959	CP2_g47771_DN3_SP8_c.t1	ESY6_g50519_DN3_SP8_c0.t1
OG0002961	CP2_g47579_DN3_SP4_c.t1	ESY6_g50279_DN3_SP3_c0.t1
OG0002961	CP3_g14292_DN3_SP0_c.t1	ESY1_g10074_DN3_SP0_c0.t1
OG0002962	CP8_g54688_DN2_SP3_c.t1, CP1_g38398_DN3_SP0_c.t1	ESY8_g58558_DN3_SP0_c0.t1
OG0002963	CP8_g54554_DN3_SP0_c.t1, CP1_g36500_DN2_SP0_c.t1	ESY20_g13073_DN1_SP0_c0.t1
OG0002965	CP13_g20187_DN3_SP0_c.t1	ESY8_g58208_DN3_SP0_c0.t1
OG0002965	CP1_g36697_DN3_SP0_c.t1	ESY5_g5143_DN3_SP0_c0.t1
OG0002966	CP13_g20200_DN3_SP8_c.t1	ESY8_g58164_DN3_SP8_c0.t1
OG0002967	CP1_g36664_DN3_SP8_c.t1	ESY5_g5064_DN3_SP5_c0.t1
OG0002968	CP1_g36662_DN3_SP8_c.t1	ESY5_g5062_DN3_SP8_c0.t1
OG0002968	CP13_g20226_DN3_SP8_c.t1	ESY8_g58121_DN3_SP8_c0.t1
OG0002969	CP1_g36625_DN3_SP7_c.t1	ESY5_g4989_DN3_SP7_c0.t1
OG0002969	CP4_g25416_DN3_SP4_c.t1	ESY20_g12830_DN2_SP3_c0.t1
OG0002970	CP1_g36615_DN3_SP8_c.t1	ESY5_g4970_DN3_SP8_c0.t1
OG0002971	CP1_g36616_DN3_SP8_c.t1	ESY5_g4972_DN3_SP3_c0.t1
OG0002971	CP4_g25426_DN3_SP4_c.t1	ESY20_g12808_DN3_SP0_c0.t1
OG0002972	CP1_g36558_DN3_SP8_c.t1	ESY5_g4868_DN3_SP8_c0.t1
OG0002973	CP1_g36909_DN3_SP8_c.t1	ESY5_g4704_DN3_SP0_c0.t1
OG0002973	CP4_g25637_DN3_SP1_c.t1	ESY8_g58533_DN3_SP0_c0.t1
OG0002974	CP4_g25855_DN3_SP5_c.t1	ESY8_g58860_DN3_SP5_c0.t1
OG0002974	CP1_g37044_DN3_SP6_c.t1	ESY5_g4496_DN3_SP3_c0.t1
OG0002975	CP5_g726_DN3_SP7_c.t1	ESY4_g25140_DN3_SP8_c0.t1
OG0002975	CP18_g12623_DN3_SP7_c.t1	ESY8_g59268_DN3_SP6_c0.t1
OG0002976	CP11_g32517_DN3_SP8_c.t1	ESY7_g17599_DN3_SP8_c0.t1
OG0002976	CP10_g42136_DN3_SP8_c.t1	ESY3_g32642_DN3_SP1_c0.t1
OG0002977	CP10_g42142_DN3_SP2_c.t1	ESY3_g32635_DN3_SP0_c0.t1
OG0002977	CP11_g32499_DN3_SP8_c.t1	ESY7_g17571_DN3_SP8_c0.t1
OG0002978	CP8_g53890_DN3_SP1_c.t1	ESY6_g48649_DN3_SP0_c0.t1
OG0002978	CP11_g32824_DN3_SP1_c.t1	ESY7_g18129_DN3_SP1_c0.t1
OG0002979	CP8_g53518_DN3_SP8_c.t1	ESY6_g48030_DN3_SP8_c0.t1
OG0002979	CP5_g1969_DN3_SP0_c.t1, CP19_g17966_DN3_SP7_c.t1	ESY16_g62425_DN3_SP0_c0.t1
OG0002980	CP2_g48601_DN3_SP8_c.t1	ESY10_g15571_DN3_SP7_c0.t1
OG0002981	CP10_g42618_DN3_SP0_c.t1, CP8_g54432_DN2_SP0_c.t1	ESY3_g31580_DN3_SP0_c0.t1
OG0002982	CP4_g25115_DN2_SP0_c.t1	ESY18_g63544_DN1_SP0_c0.t1
OG0002982	CP3_g14085_DN1_SP0_c.t1	ESY1_g10459_DN2_SP0_c0.t1
OG0002983	CP4_g25075_DN3_SP3_c.t1	ESY1_g11167_DN3_SP7_c0.t1
OG0002985	CP4_g25025_DN3_SP7_c.t1, CP3_g14021_DN3_SP8_c.t1	ESY1_g11116_DN3_SP8_c0.t1
OG0002987	CP7_g46125_DN3_SP0_c.t1	ESY5_g3022_DN3_SP0_c0.t1, ESY5_g3050_DN3_SP0_c0.t1
OG0002987	CP7_g46123_DN3_SP0_c.t1	ESY5_g3020_DN3_SP0_c0.t1
OG0002988	CP9_g29179_DN3_SP7_c.t1	ESY2_g36038_DN3_SP0_c0.t1
OG0002988	CP7_g45788_DN3_SP7_c.t1	ESY5_g4037_DN3_SP6_c0.t1
OG0002990	CP9_g28434_DN3_SP8_c.t1, CP7_g45233_DN3_SP3_c.t1	ESY2_g34450_DN3_SP8_c0.t1
OG0002991	CP19_g18094_DN3_SP5_c.t1, CP19_g18095_DN3_SP0_c.t1	ESY13_g56804_DN3_SP6_c0.t1, ESY13_g56802_DN3_SP3_c0.t1
OG0002992	CP5_g1801_DN3_SP0_c.t1	ESY2_g34582_DN3_SP0_c0.t1
OG0002993	CP1_g37243_DN1_SP0_c.t1	ESY3_g31651_DN2_SP0_c0.t1, ESY1_g12520_DN3_SP0_c0.t1, ESY5_g5356_DN2_SP0_c0.t1, ESY5_g3332_DN2_SP0_c1.t1
OG0002995	CP28_g33819_DN3_SP0_c.t1, CP6_g6885_DN3_SP0_c.t1	ESY9_g43335_DN3_SP0_c0.t1, ESY9_g45710_DN2_SP0_c0.t1
OG0002996	CP2_g48535_DN2_SP0_c.t1	ESY6_g49865_DN2_SP0_c0.t1
OG0002996	CP2_g48534_DN2_SP3_c.t1	ESY10_g15295_DN2_SP2_c0.t1
OG0002997	CP2_g48667_DN3_SP6_c.t1	ESY10_g15834_DN3_SP5_c0.t1
OG0002997	CP2_g48666_DN3_SP7_c.t1	ESY10_g15830_DN3_SP7_c0.t1
OG0002998	CP10_g43183_DN3_SP7_c.t1	ESY3_g31334_DN3_SP4_c0.t1
OG0002999	CP11_g33353_DN3_SP3_c.t1	ESY7_g18915_DN3_SP0_c0.t1
OG0002999	CP10_g43768_DN3_SP0_c.t1	ESY2_g33342_DN3_SP0_c0.t1
OG0003000	CP2_g48181_DN3_SP0_c.t1	ESY6_g49538_DN3_SP0_c0.t1, ESY2_g33530_DN3_SP0_c0.t1
OG0003001	CP2_g48081_DN3_SP8_c.t1	ESY6_g49384_DN3_SP8_c17.t1
OG0003001	CP11_g33181_DN3_SP8_c.t1	ESY7_g18501_DN3_SP8_c17.t1
OG0003002	CP17_g5682_DN2_SP0_c.t1, CP8_g54047_DN1_SP0_c.t1	ESY6_g48898_DN3_SP0_c0.t1
OG0003003	CP7_g46010_DN3_SP8_c.t1	ESY5_g4334_DN3_SP7_c0.t1
OG0003003	CP9_g28878_DN3_SP8_c.t1	ESY2_g35810_DN3_SP7_c0.t1
OG0003004	CP7_g46264_DN3_SP3_c.t1, CP10_g43450_DN3_SP1_c.t1	ESY2_g36882_DN3_SP1_c0.t1, ESY2_g36891_DN3_SP2_c0.t1, ESY2_g36899_DN3_SP0_c0.t1
OG0003005	CP6_g7286_DN3_SP7_c.t1	ESY2_g38580_DN3_SP7_c0.t1
OG0003005	CP12_g30012_DN3_SP8_c.t1	ESY3_g29910_DN3_SP8_c0.t1
OG0003006	CP6_g7234_DN3_SP8_c.t1	ESY2_g38379_DN3_SP8_c0.t1
OG0003006	CP12_g30038_DN3_SP8_c.t1	ESY3_g29876_DN3_SP8_c0.t1
OG0003007	CP6_g7222_DN3_SP8_c.t1	ESY2_g38363_DN3_SP8_c0.t1
OG0003007	CP12_g30039_DN3_SP6_c.t1	ESY3_g29873_DN3_SP6_c0.t1, ESY3_g29875_DN3_SP0_c0.t1
OG0003008	CP1_g38236_DN3_SP0_c.t1	ESY2_g37931_DN2_SP0_c0.t1, ESY2_g37929_DN1_SP0_c0.t1
OG0003008	CP12_g30166_DN3_SP0_c.t1	ESY3_g29692_DN3_SP0_c0.t1
OG0003009	CP12_g30300_DN3_SP0_c.t1	ESY3_g29398_DN3_SP0_c0.t1
OG0003009	CP1_g38114_DN3_SP8_c.t1	ESY2_g37569_DN3_SP8_c0.t1
OG0003011	CP12_g30722_DN3_SP5_c.t1, CP1_g38471_DN3_SP1_c.t1	ESY3_g28382_DN3_SP3_c0.t1
OG0003012	CP12_g30819_DN3_SP0_c.t1, CP12_g30818_DN2_SP0_c.t1	ESY2_g34711_DN3_SP0_c0.t1
OG0003013	CP10_g43888_DN3_SP5_c.t1	ESY11_g53893_DN3_SP4_c0.t1
OG0003014	CP10_g43721_DN3_SP7_c.t1	ESY11_g54178_DN3_SP7_c0.t1
OG0003015	CP10_g43560_DN3_SP6_c.t1	ESY11_g54672_DN3_SP8_c0.t1
OG0003015	CP5_g1057_DN3_SP7_c.t1	ESY34_g45728_DN3_SP0_c0.t1
OG0003016	CP1_g37959_DN3_SP8_c.t1	ESY2_g37231_DN3_SP5_c0.t1
OG0003016	CP12_g30477_DN3_SP4_c.t1	ESY3_g29101_DN3_SP1_c0.t1
OG0003017	CP3_g13563_DN3_SP0_c.t1	ESY1_g11555_DN3_SP0_c0.t1
OG0003018	CP3_g13832_DN3_SP2_c.t1	ESY1_g10777_DN3_SP0_c0.t1
OG0003019	CP10_g43466_DN3_SP7_c.t1	ESY3_g30512_DN3_SP4_c0.t1
OG0003020	CP4_g24324_DN3_SP6_c.t1	ESY12_g52132_DN3_SP6_c0.t1
OG0003021	CP9_g28030_DN3_SP0_c.t1	ESY2_g35320_DN3_SP0_c0.t1, ESY2_g35322_DN3_SP0_c0.t1, ESY2_g34803_DN3_SP0_c0.t1
OG0003022	CP5_g1582_DN2_SP0_c.t1, CP5_g1575_DN1_SP0_c.t1, CP5_g1583_DN3_SP0_c.t1	ESY1_g12121_DN1_SP0_c0.t1, ESY1_g12122_DN1_SP0_c0.t1, ESY1_g12123_DN2_SP0_c0.t1, ESY1_g12124_DN1_SP0_c0.t1
OG0003023	CP12_g30056_DN3_SP0_c.t1	ESY16_g61968_DN2_SP0_c0.t1, ESY3_g29834_DN3_SP0_c0.t1
OG0003024	CP1_g38501_DN2_SP0_c.t1, CP1_g38499_DN3_SP0_c.t1, CP7_g44682_DN2_SP0_c.t1	ESY5_g1943_DN3_SP0_c0.t1, ESY13_g56093_DN3_SP0_c0.t1
OG0003025	CP19_g18073_DN3_SP0_c.t1, CP19_g18075_DN3_SP0_c.t1	ESY6_g46863_DN2_SP0_c0.t1, ESY13_g56695_DN2_SP0_c1.t1
OG0003029	CP9_g27701_DN1_SP0_c.t1	ESY9_g43961_DN2_SP0_c0.t1
OG0003030	CP2_g50531_DN2_SP0_c.t1, CP13_g19858_DN3_SP0_c.t1	ESY9_g42710_DN3_SP0_c0.t1
OG0003030	CP13_g19861_DN2_SP0_c.t1	ESY6_g50480_DN2_SP0_c0.t1, ESY1_g11405_DN3_SP0_c0.t1
OG0003033	CP5_g1116_DN3_SP5_c.t1	ESY4_g24190_DN3_SP3_c0.t1
OG0003033	CP10_g43513_DN3_SP2_c.t1	ESY11_g54839_DN3_SP0_c0.t1
OG0003034	CP5_g1001_DN1_SP0_c.t1	ESY11_g54835_DN3_SP0_c0.t1
OG0003036	CP5_g588_DN3_SP0_c.t1	ESY4_g25721_DN3_SP0_c0.t1
OG0003036	CP17_g4848_DN2_SP0_c.t1	ESY11_g53641_DN3_SP0_c0.t1
OG0003037	CP12_g31295_DN2_SP0_c.t1	ESY4_g25542_DN3_SP0_c0.t1
OG0003037	CP5_g522_DN3_SP0_c.t1, CP20_g4174_DN2_SP0_c.t1	ESY4_g25539_DN3_SP0_c0.t1, ESY4_g25541_DN3_SP0_c0.t1
OG0003038	CP7_g44770_DN3_SP1_c.t1, CP4_g25177_DN2_SP0_c.t1	ESY16_g61955_DN3_SP0_c0.t1
OG0003039	CP1_g37333_DN3_SP7_c.t1, CP2_g49349_DN3_SP8_c.t1	ESY2_g34047_DN3_SP8_c0.t1
OG0003040	CP2_g49333_DN3_SP0_c.t1, CP2_g49330_DN3_SP7_c.t1	ESY2_g34037_DN3_SP0_c0.t1, ESY2_g34036_DN3_SP0_c0.t1
OG0003041	CP2_g49227_DN3_SP0_c.t1	ESY2_g33941_DN2_SP0_c0.t1
OG0003041	CP1_g37368_DN3_SP0_c.t1	ESY5_g3528_DN3_SP0_c0.t1
OG0003042	CP13_g19224_DN3_SP0_c.t1	ESY21_g55705_DN3_SP0_c0.t1
OG0003042	CP5_g1388_DN3_SP0_c.t1	ESY8_g60334_DN3_SP0_c0.t1
OG0003043	CP9_g27697_DN2_SP0_c.t1, CP5_g1982_DN3_SP4_c.t1, CP5_g1991_DN3_SP1_c.t1	ESY2_g34379_DN3_SP8_c0.t1
OG0003044	CP2_g49006_DN3_SP8_c.t1	ESY2_g33632_DN3_SP7_c0.t1
OG0003045	CP10_g43154_DN3_SP2_c.t1	ESY3_g31297_DN3_SP0_c0.t1
OG0003046	CP8_g53306_DN3_SP8_c.t1	ESY6_g47408_DN3_SP8_c0.t1
OG0003046	CP5_g1209_DN3_SP4_c.t1	ESY4_g23857_DN3_SP2_c0.t1
OG0003047	CP2_g47872_DN3_SP0_c.t1	ESY6_g50702_DN3_SP0_c0.t1
OG0003047	CP11_g32982_DN3_SP0_c.t1	ESY7_g17846_DN3_SP0_c0.t1
OG0003048	CP2_g47940_DN3_SP8_c.t1	ESY6_g49643_DN3_SP8_c0.t1
OG0003048	CP11_g33027_DN3_SP6_c.t1	ESY7_g17769_DN3_SP7_c0.t1
OG0003049	CP13_g19780_DN3_SP8_c.t1	ESY10_g14873_DN3_SP8_c0.t1
OG0003050	CP20_g4416_DN3_SP0_c.t1	ESY18_g63006_DN3_SP0_c0.t1
OG0003050	CP19_g18399_DN3_SP0_c.t1	ESY26_g42290_DN3_SP0_c0.t1
OG0003051	CP19_g18371_DN3_SP8_c.t1	ESY26_g42362_DN3_SP8_c0.t1
OG0003051	CP20_g4386_DN3_SP8_c.t1	ESY18_g63154_DN3_SP7_c0.t1
OG0003052	CP7_g44450_DN3_SP3_c.t1, CP7_g44445_DN1_SP0_c.t1	ESY14_g20595_DN3_SP3_c0.t1
OG0003053	CP14_g23704_DN3_SP8_c.t1	ESY1_g6741_DN3_SP8_c0.t1
OG0003053	CP1_g41345_DN3_SP6_c.t1	ESY14_g21233_DN3_SP6_c0.t1
OG0003054	CP1_g38434_DN3_SP2_c.t1, CP13_g20743_DN3_SP2_c.t1	ESY1_g6203_DN3_SP1_c0.t1
OG0003055	CP4_g25367_DN3_SP2_c.t1	ESY5_g3418_DN3_SP0_c0.t1
OG0003055	CP7_g45068_DN3_SP8_c.t1	ESY4_g22809_DN3_SP7_c0.t1
OG0003057	CP5_g445_DN2_SP0_c.t1	ESY4_g25316_DN3_SP0_c0.t1
OG0003057	CP10_g43779_DN3_SP0_c.t1	ESY11_g54084_DN3_SP0_c0.t1
OG0003058	CP16_g55015_DN3_SP2_c.t1, CP5_g315_DN3_SP5_c.t1	ESY8_g59550_DN3_SP4_c0.t1
OG0003059	CP4_g25233_DN3_SP8_c.t1	ESY9_g43863_DN3_SP5_c0.t1
OG0003059	CP13_g20081_DN3_SP2_c.t1	ESY7_g16707_DN3_SP1_c0.t1
OG0003060	CP11_g31883_DN3_SP8_c.t1, CP13_g19065_DN3_SP2_c.t1	ESY7_g16368_DN3_SP8_c0.t1
OG0003061	CP13_g19749_DN3_SP8_c.t1	ESY10_g14803_DN3_SP4_c0.t1
OG0003061	CP6_g7100_DN3_SP6_c.t1	ESY9_g42430_DN3_SP8_c0.t1
OG0003062	CP5_g2317_DN3_SP1_c.t1	ESY17_g39122_DN3_SP0_c0.t1
OG0003062	CP17_g5783_DN3_SP1_c.t1	ESY11_g52793_DN3_SP0_c12.t1
OG0003063	CP12_g30858_DN3_SP7_c.t1	ESY3_g27834_DN3_SP7_c0.t1
OG0003063	CP6_g8652_DN3_SP6_c.t1	ESY7_g19373_DN3_SP7_c0.t1
OG0003064	CP12_g30696_DN3_SP8_c.t1	ESY3_g28475_DN3_SP8_c0.t1
OG0003065	CP12_g30549_DN3_SP0_c.t1, CP12_g30551_DN3_SP0_c.t1, CP6_g7377_DN3_SP0_c.t1	ESY2_g38888_DN3_SP0_c0.t1
OG0003066	CP2_g48893_DN3_SP8_c.t1, CP3_g13095_DN3_SP0_c.t1, CP3_g13096_DN3_SP0_c.t1	ESY2_g33381_DN3_SP8_c20.t1
OG0003068	CP4_g24348_DN3_SP8_c.t1, CP3_g13411_DN3_SP0_c.t1	ESY12_g52169_DN3_SP8_c0.t1
OG0003070	CP8_g54239_DN3_SP0_c.t1, CP3_g15763_DN3_SP0_c.t1	ESY6_g49158_DN3_SP0_c0.t1
OG0003071	CP3_g14901_DN2_SP0_c.t1, CP8_g54090_DN3_SP0_c.t1	ESY6_g48948_DN3_SP0_c0.t1
OG0003073	CP2_g48555_DN3_SP1_c.t1	ESY3_g31637_DN3_SP2_c0.t1, ESY10_g15386_DN3_SP1_c0.t1
OG0003074	CP3_g14400_DN3_SP0_c.t1	ESY1_g9758_DN3_SP0_c0.t1
OG0003074	CP2_g47710_DN3_SP0_c.t1	ESY6_g50442_DN3_SP0_c0.t1
OG0003075	CP2_g47705_DN3_SP0_c.t1, CP2_g47699_DN3_SP0_c.t1	ESY1_g9784_DN3_SP0_c0.t1
OG0003076	CP2_g47618_DN3_SP8_c.t1	ESY6_g50340_DN3_SP8_c0.t1
OG0003076	CP3_g14327_DN3_SP8_c.t1	ESY1_g9941_DN3_SP8_c0.t1
OG0003077	CP19_g18234_DN3_SP4_c.t1	ESY4_g22354_DN3_SP0_c0.t1
OG0003078	CP2_g47533_DN3_SP5_c.t1	ESY1_g10132_DN3_SP8_c0.t1
OG0003078	CP3_g14240_DN3_SP7_c.t1	ESY6_g50670_DN3_SP0_c0.t1
OG0003079	CP8_g54620_DN3_SP4_c.t1	ESY20_g12983_DN3_SP0_c0.t1
OG0003080	CP4_g25587_DN3_SP0_c.t1	ESY8_g58434_DN3_SP0_c8.t1
OG0003080	CP1_g36876_DN3_SP7_c.t1	ESY5_g4753_DN3_SP2_c8.t1
OG0003081	CP6_g8265_DN3_SP0_c.t1, CP4_g25701_DN3_SP0_c.t1	ESY8_g58605_DN3_SP0_c0.t1
OG0003082	CP4_g25708_DN3_SP8_c.t1, CP4_g25709_DN3_SP1_c.t1	ESY8_g58617_DN3_SP0_c0.t1
OG0003083	CP1_g37015_DN3_SP0_c.t1	ESY5_g4550_DN3_SP0_c0.t1
OG0003084	CP4_g25999_DN3_SP0_c.t1, CP4_g26016_DN3_SP8_c.t1	ESY4_g26729_DN3_SP3_c0.t1, ESY8_g59012_DN3_SP6_c0.t1
OG0003085	CP4_g26124_DN3_SP2_c.t1	ESY8_g59057_DN3_SP1_c0.t1
OG0003086	CP2_g48767_DN2_SP1_c.t1, CP2_g48765_DN2_SP0_c.t1, CP10_g42093_DN2_SP0_c.t1, CP11_g32576_DN2_SP7_c.t1	ESY7_g17680_DN2_SP7_c0.t1
OG0003087	CP10_g42319_DN3_SP8_c.t1, CP13_g19086_DN3_SP0_c.t1	ESY3_g32347_DN3_SP6_c0.t1
OG0003087	CP11_g32244_DN3_SP8_c.t1	ESY7_g17188_DN3_SP8_c0.t1
OG0003088	CP12_g30622_DN2_SP0_c.t1, CP10_g42481_DN3_SP1_c.t1	ESY3_g31900_DN2_SP1_c0.t1
OG0003089	CP10_g42563_DN3_SP8_c.t1	ESY3_g31661_DN2_SP8_c0.t1
OG0003089	CP2_g48566_DN3_SP6_c.t1	ESY10_g15408_DN3_SP5_c0.t1
OG0003091	CP4_g24896_DN3_SP2_c.t1	ESY9_g45266_DN3_SP0_c0.t1
OG0003091	CP3_g14193_DN3_SP8_c.t1	ESY1_g10235_DN3_SP7_c0.t1
OG0003093	CP9_g29688_DN3_SP0_c.t1	ESY2_g36549_DN3_SP4_c0.t1
OG0003093	CP7_g46178_DN3_SP3_c.t1	ESY5_g2929_DN3_SP3_c0.t1
OG0003094	CP7_g46042_DN3_SP8_c.t1	ESY5_g4374_DN3_SP8_c0.t1
OG0003094	CP9_g29488_DN3_SP6_c.t1	ESY2_g36110_DN3_SP5_c0.t1
OG0003095	CP8_g52875_DN3_SP6_c.t1, CP7_g46019_DN3_SP1_c.t1	ESY5_g4345_DN3_SP0_c0.t1
OG0003097	CP7_g45367_DN2_SP0_c.t1	ESY5_g1762_DN3_SP0_c0.t1
OG0003097	CP9_g28608_DN3_SP0_c.t1	ESY2_g35488_DN3_SP0_c0.t1
OG0003098	CP1_g37791_DN3_SP1_c.t1	ESY5_g2852_DN3_SP2_c0.t1
OG0003099	CP8_g52970_DN3_SP0_c.t1, CP8_g52971_DN3_SP0_c.t1, CP3_g14342_DN3_SP0_c.t1, CP11_g31816_DN1_SP0_c.t1	ESY3_g29494_DN3_SP0_c0.t1
OG0003100	CP1_g36975_DN3_SP8_c.t1	ESY5_g4614_DN3_SP8_c0.t1
OG0003101	CP11_g32480_DN2_SP0_c.t1	ESY7_g17550_DN2_SP0_c0.t1
OG0003101	CP10_g42155_DN2_SP0_c.t1	ESY3_g32618_DN3_SP0_c0.t1
OG0003102	CP11_g32588_DN3_SP0_c.t1	ESY7_g17692_DN3_SP0_c0.t1, ESY7_g17694_DN3_SP0_c0.t1, ESY10_g14317_DN3_SP0_c0.t1
OG0003103	CP2_g48158_DN3_SP5_c.t1	ESY6_g49501_DN3_SP1_c0.t1
OG0003104	CP2_g48133_DN3_SP5_c.t1	ESY6_g49461_DN3_SP4_c0.t1
