Orthogroup	Conringia_planisiliqua	Noccaea_praecox
OG0002837	CP9_g28421_DN2_SP0_c.t1	Np002G089200
OG0002840	CP5_g100_DN3_SP4_c.t1	Np005G261220
OG0002840	CP16_g54783_DN3_SP7_c.t1	Np006G369910
OG0002841	CP4_g25522_DN3_SP0_c.t1	Np006G356850
OG0002841	CP1_g36561_DN3_SP0_c.t1	Np007G409830, Np004G254950
OG0002842	CP16_g55223_DN3_SP0_c.t1, CP1_g36745_DN3_SP0_c.t1	Np002G113440, Np004G257170
OG0002844	CP11_g32476_DN3_SP0_c.t1	Np003G141810
OG0002845	CP8_g54463_DN3_SP8_c.t1	Np003G146650
OG0002846	CP2_g48685_DN3_SP1_c.t1, CP13_g20422_DN3_SP0_c.t1	Np001G016250
OG0002847	CP7_g46456_DN3_SP8_c.t1	Np007G408410, Np004G190280
OG0002848	CP2_g48371_DN3_SP2_c.t1	Np001G011790
OG0002848	CP3_g14431_DN3_SP8_c.t1	Np001G050380
OG0002849	CP3_g14448_DN3_SP8_c.t1	Np001G050220
OG0002849	CP2_g48351_DN3_SP8_c.t1	Np001G011530
OG0002850	CP2_g48130_DN3_SP0_c.t1	Np002G110620, Np002G110230, Np001G008750
OG0002850	CP2_g48134_DN3_SP6_c.t1	Np001G008800
OG0002851	CP2_g48296_DN3_SP0_c.t1	Np001G010840
OG0002851	CP3_g14491_DN3_SP8_c.t1	Np001G049520
OG0002852	CP2_g48287_DN3_SP8_c.t1	Np001G010740
OG0002853	CP2_g48120_DN3_SP2_c.t1	Np001G008660
OG0002855	CP10_g42159_DN2_SP0_c.t1	Np007G424690
OG0002855	CP8_g53871_DN3_SP0_c.t1	Np003G154150
OG0002856	CP3_g14673_DN3_SP1_c.t1	Np001G046990
OG0002856	CP8_g53867_DN3_SP0_c.t1	Np003G154180
OG0002857	CP3_g14364_DN3_SP0_c.t1	Np001G051340
OG0002858	CP3_g14455_DN3_SP2_c.t1	Np001G050160
OG0002858	CP3_g14456_DN3_SP1_c.t1	Np006G341590
OG0002859	CP8_g53996_DN3_SP8_c.t1	Np003G152620
OG0002860	CP5_g556_DN3_SP0_c.t1	Np005G264850
OG0002860	CP10_g43988_DN3_SP0_c.t1	Np007G377520
OG0002861	CP1_g36544_DN2_SP0_c.t1	Np004G258050
OG0002861	CP9_g28725_DN2_SP0_c.t1	Np002G084310
OG0002862	CP9_g29082_DN3_SP1_c.t1	Np002G079280
OG0002863	CP9_g29636_DN3_SP2_c.t1	Np002G071250
OG0002863	CP7_g46146_DN3_SP0_c.t1	Np004G240410
OG0002864	CP10_g43310_DN3_SP2_c.t1	Np007G407520
OG0002865	CP7_g46358_DN3_SP7_c.t1	Np004G191510
OG0002865	CP10_g43339_DN3_SP8_c.t1	Np007G406720
OG0002866	CP10_g43364_DN3_SP7_c.t1	Np007G406350
OG0002867	CP10_g43374_DN3_SP0_c.t1	Np007G406080
OG0002867	CP7_g46329_DN3_SP0_c.t1	Np004G191960
OG0002868	CP12_g29883_DN3_SP5_c.t1	Np007G403680
OG0002868	CP7_g46208_DN3_SP6_c.t1	Np004G193820
OG0002869	CP1_g38038_DN3_SP5_c.t1	Np004G196330
OG0002870	CP5_g68_DN3_SP0_c.t1	Np005G260790
OG0002871	CP15_g36145_DN3_SP0_c.t1, CP17_g5028_DN3_SP0_c.t1	Np007G378440
OG0002872	CP10_g43913_DN3_SP1_c.t1	Np007G377040
OG0002873	CP5_g976_DN3_SP8_c.t1	Np005G273510
OG0002874	CP12_g29802_DN3_SP8_c.t1	Np007G371510
OG0002874	CP5_g1190_DN3_SP0_c.t1	Np005G276810
OG0002875	CP1_g38031_DN3_SP5_c.t1	Np004G196240
OG0002875	CP12_g30411_DN3_SP6_c.t1	Np011G436220, Np012G436900
OG0002876	CP1_g38174_DN3_SP8_c.t1	Np004G198340
OG0002877	CP3_g13846_DN3_SP8_c.t1	Np001G058530
OG0002878	CP4_g24651_DN3_SP8_c.t1	Np006G331190
OG0002878	CP3_g13708_DN3_SP7_c.t1	Np001G060560
OG0002879	CP3_g13639_DN3_SP0_c.t1	Np001G061600
OG0002879	CP4_g24585_DN3_SP1_c.t1	Np006G330360
OG0002880	CP3_g13614_DN2_SP0_c.t1	Np001G061950
OG0002880	CP11_g33330_DN3_SP0_c.t1	Np003G130740
OG0002882	CP13_g20011_DN3_SP0_c.t1	Np001G037880
OG0002882	CP13_g20008_DN3_SP0_c.t1, CP13_g20003_DN3_SP0_c.t1	Np001G037820
OG0002885	CP1_g37360_DN3_SP0_c.t1, CP12_g30042_DN3_SP0_c.t1	Np007G391840, Np004G193340
OG0002886	CP11_g32338_DN3_SP0_c.t1	Np003G143400, Np002G073610
OG0002887	CP8_g54518_DN3_SP5_c.t1	Np003G145630
OG0002887	CP11_g32506_DN2_SP0_c.t1	Np003G141530
OG0002890	CP12_g29832_DN3_SP8_c.t1	Np007G371820
OG0002890	CP5_g1164_DN3_SP8_c.t1	Np005G276530
OG0002891	CP16_g55037_DN3_SP5_c.t1	Np006G366620
OG0002891	CP5_g951_DN3_SP8_c.t1	Np005G273240
OG0002892	CP16_g55249_DN3_SP1_c.t1	Np006G364360
OG0002892	CP5_g806_DN3_SP2_c.t1	Np005G271070
OG0002893	CP5_g791_DN3_SP8_c.t1	Np005G270820
OG0002893	CP16_g55282_DN3_SP5_c.t1	Np006G364140
OG0002894	CP3_g15261_DN3_SP6_c.t1	Np001G044010
OG0002894	CP5_g743_DN3_SP8_c.t1	Np005G269980
OG0002895	CP18_g12567_DN3_SP7_c.t1	Np006G363110
OG0002895	CP5_g715_DN3_SP6_c.t1	Np005G263070
OG0002896	CP5_g641_DN3_SP8_c.t1	Np005G263920
OG0002896	CP15_g34852_DN3_SP8_c.t1	Np007G379340
OG0002897	CP5_g534_DN3_SP0_c.t1	Np005G265370
OG0002897	CP10_g43921_DN3_SP0_c.t1	Np007G377160
OG0002898	CP10_g43914_DN2_SP0_c.t1, CP12_g30011_DN2_SP0_c.t1	Np007G377050
OG0002899	CP4_g25192_DN3_SP7_c.t1	Np004G219720
OG0002900	CP4_g25174_DN3_SP0_c.t1	Np006G340160
OG0002900	CP6_g7149_DN1_SP0_c.t1	Np005G297400
OG0002901	CP1_g37366_DN3_SP8_c.t1	Np004G247980
OG0002901	CP2_g49224_DN3_SP8_c.t1	Np002G116670
OG0002902	CP2_g49093_DN3_SP0_c.t1	Np002G118740
OG0002902	CP1_g37452_DN3_SP0_c.t1	Np004G246810
OG0002903	CP1_g37822_DN3_SP2_c.t1	Np004G241220
OG0002904	CP1_g37780_DN3_SP1_c.t1	Np004G241770
OG0002904	CP13_g19622_DN3_SP3_c.t1	Np001G026430
OG0002906	CP2_g48915_DN3_SP7_c.t1	Np002G122810
OG0002906	CP19_g17895_DN3_SP3_c.t1	Np005G319230
OG0002907	CP8_g53740_DN3_SP8_c.t1	Np003G155970
OG0002907	CP19_g18057_DN3_SP8_c.t1	Np005G280120
OG0002908	CP8_g53798_DN3_SP2_c.t1	Np003G155060
OG0002909	CP10_g43025_DN3_SP8_c.t1	Np007G411520
OG0002909	CP11_g33418_DN3_SP8_c.t1	Np003G129410
OG0002910	CP10_g43127_DN3_SP0_c.t1	Np007G410070
OG0002911	CP10_g43201_DN3_SP0_c.t1	Np007G409010
OG0002911	CP11_g32584_DN3_SP0_c.t1	Np003G140720
OG0002912	CP8_g53343_DN3_SP8_c.t1	Np003G161430
OG0002912	CP7_g45306_DN3_SP7_c.t1	Np004G226420
OG0002913	CP8_g53418_DN3_SP0_c.t1	Np003G163060
OG0002913	CP5_g1285_DN3_SP0_c.t1	Np005G278240
OG0002914	CP8_g53585_DN3_SP6_c.t1	Np003G158440
OG0002916	CP7_g45162_DN3_SP0_c.t1, CP7_g45137_DN3_SP0_c.t1	Np004G210220, Np004G209980
OG0002917	CP11_g32735_DN3_SP8_c.t1	Np003G138670
OG0002917	CP2_g48510_DN3_SP5_c.t1	Np001G013710
OG0002918	CP2_g48252_DN3_SP5_c.t1	Np001G010260
OG0002919	CP11_g33121_DN3_SP4_c.t1	Np003G133760
OG0002920	CP11_g33175_DN3_SP4_c.t1	Np003G133010
OG0002920	CP2_g48094_DN3_SP0_c.t1	Np001G007840
OG0002921	CP6_g7098_DN3_SP8_c.t1	Np005G295510
OG0002921	CP13_g19751_DN3_SP8_c.t1	Np005G285650
OG0002922	CP6_g7053_DN3_SP8_c.t1, CP13_g19817_DN3_SP3_c.t1	Np005G293690
OG0002923	CP6_g6687_DN3_SP0_c.t1, CP19_g18524_DN3_SP0_c.t1, CP19_g18523_DN3_SP0_c.t1, CP19_g18526_DN3_SP0_c.t1, CP19_g18525_DN3_SP0_c.t1	Np005G286790
OG0002924	CP20_g4421_DN3_SP7_c.t1	Np003G182040, Np003G181830
OG0002924	CP19_g18401_DN3_SP8_c.t1	Np005G284800
OG0002925	CP20_g4398_DN3_SP0_c.t1	Np003G181570
OG0002925	CP19_g18383_DN3_SP6_c.t1	Np005G284620
OG0002926	CP20_g4223_DN3_SP4_c.t1	Np003G178460
OG0002927	CP20_g4147_DN2_SP2_c.t1, CP20_g4146_DN1_SP0_c.t1	Np003G177810
OG0002927	CP7_g44519_DN3_SP8_c.t1	Np004G206870
OG0002928	CP7_g44477_DN3_SP7_c.t1	Np004G208620
OG0002929	CP7_g44427_DN3_SP6_c.t1	Np004G204020
OG0002929	CP7_g45557_DN3_SP8_c.t1	Np004G232480
OG0002931	CP5_g450_DN3_SP0_c.t1	Np005G267000
OG0002932	CP5_g310_DN3_SP0_c.t1	Np005G268710
OG0002932	CP16_g55005_DN2_SP0_c.t1	Np006G367060
OG0002934	CP5_g223_DN1_SP0_c.t1	Np005G262750
OG0002936	CP5_g91_DN3_SP8_c.t1	Np005G261110
OG0002937	CP5_g81_DN3_SP0_c.t1	Np005G260940
OG0002938	CP5_g40_DN2_SP0_c.t1	Np005G260400
OG0002938	CP16_g54725_DN2_SP1_c.t1	Np006G371300
OG0002939	CP14_g23298_DN2_SP0_c.t1	Np003G175620
OG0002940	CP4_g25324_DN3_SP0_c.t1	Np005G286170
OG0002940	CP14_g23423_DN3_SP8_c.t1	Np003G175450
OG0002942	CP6_g7563_DN3_SP8_c.t1	Np005G306180
OG0002942	CP12_g30750_DN3_SP8_c.t1	Np007G385390
OG0002943	CP6_g8765_DN3_SP0_c.t1	Np005G318900
OG0002944	CP3_g13144_DN3_SP1_c.t1	Np001G068880
OG0002944	CP4_g23977_DN3_SP5_c.t1	Np006G321300
OG0002945	CP8_g53835_DN3_SP0_c.t1	Np007G423390, Np003G154640
OG0002946	CP4_g24088_DN1_SP8_c.t1	Np006G323020
OG0002946	CP3_g13233_DN3_SP4_c.t1	Np001G067190, Np001G067540
OG0002947	CP3_g13354_DN3_SP3_c.t1	Np001G066090
OG0002949	CP4_g24283_DN3_SP3_c.t1	Np006G325660
OG0002950	CP2_g47521_DN3_SP6_c.t1	Np001G000130
OG0002950	CP3_g14222_DN3_SP8_c.t1	Np001G053240
OG0002951	CP4_g24339_DN3_SP8_c.t1	Np006G326320
OG0002951	CP4_g24338_DN3_SP0_c.t1	Np006G326310
OG0002952	CP4_g24363_DN3_SP0_c.t1	Np006G326640
OG0002952	CP3_g13424_DN3_SP0_c.t1	Np001G064880
OG0002953	CP4_g24380_DN3_SP8_c.t1	Np006G326930
OG0002953	CP3_g13430_DN3_SP0_c.t1	Np001G064820
OG0002954	CP3_g13434_DN3_SP0_c.t1	Np001G064790
OG0002954	CP4_g24387_DN3_SP1_c.t1	Np006G327000
OG0002955	CP11_g33718_DN3_SP7_c.t1	Np003G125420
OG0002955	CP10_g42857_DN3_SP8_c.t1	Np007G414030
OG0002956	CP8_g54212_DN3_SP2_c.t1	Np003G149720
OG0002957	CP3_g14870_DN3_SP8_c.t1	Np001G045290
OG0002957	CP8_g54046_DN3_SP6_c.t1	Np003G152020
OG0002959	CP2_g47771_DN3_SP8_c.t1	Np001G003270
OG0002961	CP2_g47579_DN3_SP4_c.t1	Np001G000810
OG0002961	CP3_g14292_DN3_SP0_c.t1	Np001G052470
OG0002962	CP8_g54688_DN2_SP3_c.t1, CP1_g38398_DN3_SP0_c.t1	Np004G200330
OG0002963	CP8_g54554_DN3_SP0_c.t1, CP1_g36500_DN2_SP0_c.t1	Np003G188200
OG0002965	CP13_g20187_DN3_SP0_c.t1	Np005G295810, Np001G040130
OG0002966	CP13_g20200_DN3_SP8_c.t1	Np001G040340
OG0002967	CP1_g36664_DN3_SP8_c.t1	Np004G256180
OG0002968	CP1_g36662_DN3_SP8_c.t1	Np004G256120
OG0002968	CP13_g20226_DN3_SP8_c.t1	Np001G040630
OG0002969	CP1_g36625_DN3_SP7_c.t1	Np004G255760
OG0002970	CP1_g36615_DN3_SP8_c.t1	Np004G255660
OG0002971	CP1_g36616_DN3_SP8_c.t1	Np004G255670
OG0002971	CP4_g25426_DN3_SP4_c.t1	Np006G357860
OG0002972	CP1_g36558_DN3_SP8_c.t1	Np004G254920
OG0002973	CP1_g36909_DN3_SP8_c.t1	Np004G253570
OG0002973	CP4_g25637_DN3_SP1_c.t1	Np006G348220, Np006G354700
OG0002974	CP4_g25855_DN3_SP5_c.t1	Np006G359990
OG0002974	CP1_g37044_DN3_SP6_c.t1	Np004G251860
OG0002975	CP5_g726_DN3_SP7_c.t1	Np005G262910
OG0002975	CP18_g12623_DN3_SP7_c.t1	Np006G363160
OG0002976	CP11_g32517_DN3_SP8_c.t1	Np003G141430
OG0002976	CP10_g42136_DN3_SP8_c.t1	Np007G424910
OG0002977	CP10_g42142_DN3_SP2_c.t1	Np007G424840
OG0002977	CP11_g32499_DN3_SP8_c.t1	Np003G141600
OG0002978	CP8_g53890_DN3_SP1_c.t1	Np003G153910
OG0002978	CP11_g32824_DN3_SP1_c.t1	Np003G137530
OG0002979	CP8_g53518_DN3_SP8_c.t1	Np003G160020
OG0002979	CP5_g1969_DN3_SP0_c.t1, CP19_g17966_DN3_SP7_c.t1	Np005G278890
OG0002980	CP2_g48601_DN3_SP8_c.t1	Np001G014950
OG0002981	CP10_g42618_DN3_SP0_c.t1	Np007G417470
OG0002981	CP8_g54432_DN2_SP0_c.t1	Np003G146930
OG0002982	CP4_g25115_DN2_SP0_c.t1	Np006G339340
OG0002982	CP3_g14085_DN1_SP0_c.t1	Np001G054990
OG0002983	CP4_g25075_DN3_SP3_c.t1	Np006G338670
OG0002985	CP3_g14021_DN3_SP8_c.t1	Np001G056230
OG0002987	CP7_g46125_DN3_SP0_c.t1	Np004G240100
OG0002988	CP9_g29179_DN3_SP7_c.t1	Np002G078000
OG0002988	CP7_g45788_DN3_SP7_c.t1	Np004G235790
OG0002990	CP7_g45233_DN3_SP3_c.t1	Np004G209140
OG0002992	CP1_g37448_DN3_SP0_c.t1	Np004G246850
OG0002993	CP1_g37243_DN1_SP0_c.t1	Np003G156610, Np004G249500, Np004G241850, Np007G423960
OG0002995	CP28_g33819_DN3_SP0_c.t1, CP6_g6885_DN3_SP0_c.t1	Np005G288410
OG0002996	CP2_g48535_DN2_SP0_c.t1	Np001G014060
OG0002996	CP2_g48534_DN2_SP3_c.t1	Np001G014040
OG0002997	CP2_g48667_DN3_SP6_c.t1	Np001G015870
OG0002998	CP10_g43183_DN3_SP7_c.t1	Np007G409260
OG0002999	CP11_g33353_DN3_SP3_c.t1	Np006G360990
OG0002999	CP10_g43768_DN3_SP0_c.t1	Np003G130460
OG0003000	CP2_g48181_DN3_SP0_c.t1	Np001G009470
OG0003001	CP2_g48081_DN3_SP8_c.t1	Np001G007620
OG0003001	CP11_g33181_DN3_SP8_c.t1	Np003G132940
OG0003002	CP8_g54047_DN1_SP0_c.t1	Np003G152010
OG0003003	CP7_g46010_DN3_SP8_c.t1	Np004G238790
OG0003003	CP9_g28878_DN3_SP8_c.t1	Np002G082530
OG0003004	CP7_g46264_DN3_SP3_c.t1	Np004G192990
OG0003005	CP6_g7286_DN3_SP7_c.t1	Np005G301720
OG0003005	CP12_g30012_DN3_SP8_c.t1	Np007G391390
OG0003006	CP6_g7234_DN3_SP8_c.t1	Np005G301060
OG0003006	CP12_g30038_DN3_SP8_c.t1	Np007G391740
OG0003007	CP6_g7222_DN3_SP8_c.t1	Np005G300700, Np005G300360
OG0003007	CP12_g30039_DN3_SP6_c.t1	Np007G391790
OG0003008	CP1_g38236_DN3_SP0_c.t1, CP1_g38238_DN3_SP0_c.t1	Np004G199040
OG0003009	CP12_g30300_DN3_SP0_c.t1	Np007G396850
OG0003009	CP1_g38114_DN3_SP8_c.t1	Np004G197230
OG0003011	CP12_g30722_DN3_SP5_c.t1, CP1_g38471_DN3_SP1_c.t1	Np007G384820, Np007G384830
OG0003012	CP12_g30819_DN3_SP0_c.t1	Np007G386700
OG0003012	CP12_g30818_DN2_SP0_c.t1	Np007G386690
OG0003013	CP10_g43888_DN3_SP5_c.t1	Np007G376820
OG0003014	CP10_g43721_DN3_SP7_c.t1	Np001G021510, Np007G375100
OG0003015	CP10_g43560_DN3_SP6_c.t1	Np007G372970
OG0003015	CP5_g1057_DN3_SP7_c.t1	Np005G275110
OG0003016	CP1_g37959_DN3_SP8_c.t1	Np004G195340
OG0003016	CP12_g30477_DN3_SP4_c.t1	Np007G381170
OG0003017	CP3_g13563_DN3_SP0_c.t1	Np001G062680, Np004G195470
OG0003018	CP3_g13832_DN3_SP2_c.t1	Np001G058790
OG0003019	CP10_g43466_DN3_SP7_c.t1	Np007G404800
OG0003020	CP4_g24324_DN3_SP6_c.t1	Np006G326070
OG0003022	CP5_g1582_DN2_SP0_c.t1, CP5_g1575_DN1_SP0_c.t1	Np005G314590
OG0003023	CP12_g30056_DN3_SP0_c.t1	Np004G206760, Np007G392100
OG0003024	CP1_g38501_DN2_SP0_c.t1, CP1_g38499_DN3_SP0_c.t1	Np004G201250
OG0003025	CP19_g18075_DN3_SP0_c.t1	Np005G280300, Np005G280320
OG0003029	CP3_g15020_DN1_SP0_c.t1, CP29_g22112_DN2_SP0_c.t1, CP17_g5060_DN2_SP0_c.t1	Np006G369160, Np002G096180, Np007G414540, Np005G282510
OG0003029	CP9_g27701_DN1_SP0_c.t1	Np003G168050, Np003G148270, Np004G236200, Np002G077210, Np005G306880, Np001G040000, Np001G056940, Np003G175390, Np001G066020, Np002G109970
OG0003033	CP5_g1116_DN3_SP5_c.t1	Np005G275930
OG0003033	CP10_g43513_DN3_SP2_c.t1	Np007G372340
OG0003036	CP5_g588_DN3_SP0_c.t1	Np005G264480
OG0003036	CP17_g4848_DN2_SP0_c.t1	Np007G378300
OG0003037	CP12_g31295_DN2_SP0_c.t1	Np005G265500
OG0003038	CP7_g44770_DN3_SP1_c.t1	Np004G215540
OG0003038	CP4_g25177_DN2_SP0_c.t1	Np006G340190
OG0003039	CP1_g37333_DN3_SP7_c.t1	Np004G248340
OG0003039	CP2_g49349_DN3_SP8_c.t1	Np002G114930
OG0003040	CP2_g49333_DN3_SP0_c.t1, CP2_g49330_DN3_SP7_c.t1	Np002G115150, Np002G115160, Np002G115180, Np005G273970, Np005G284360
OG0003041	CP2_g49227_DN3_SP0_c.t1	Np002G116610
OG0003041	CP1_g37368_DN3_SP0_c.t1	Np004G247950
OG0003042	CP13_g19224_DN3_SP0_c.t1	Np001G020310
OG0003042	CP5_g1388_DN3_SP0_c.t1	Np005G317320
OG0003043	CP9_g27697_DN2_SP0_c.t1	Np002G099100
OG0003043	CP5_g1982_DN3_SP4_c.t1, CP5_g1991_DN3_SP1_c.t1	Np005G310870
OG0003044	CP2_g49006_DN3_SP8_c.t1	Np002G120760
OG0003046	CP8_g53306_DN3_SP8_c.t1	Np003G163880
OG0003046	CP5_g1209_DN3_SP4_c.t1	Np005G277100
OG0003047	CP2_g47872_DN3_SP0_c.t1	Np001G004670
OG0003047	CP11_g32982_DN3_SP0_c.t1	Np003G135640
OG0003048	CP2_g47940_DN3_SP8_c.t1	Np001G005580
OG0003048	CP11_g33027_DN3_SP6_c.t1	Np003G135020
OG0003049	CP13_g19780_DN3_SP8_c.t1	Np001G033180
OG0003050	CP20_g4416_DN3_SP0_c.t1	Np003G181820
OG0003050	CP19_g18399_DN3_SP0_c.t1	Np005G284780, Np005G284790
OG0003051	CP19_g18371_DN3_SP8_c.t1	Np005G284450
OG0003051	CP20_g4386_DN3_SP8_c.t1	Np003G181470
OG0003052	CP7_g44450_DN3_SP3_c.t1, CP7_g44445_DN1_SP0_c.t1	Np004G224600
OG0003053	CP14_g23704_DN3_SP8_c.t1	Np003G175340
OG0003053	CP1_g41345_DN3_SP6_c.t1	Np004G204980
OG0003054	CP1_g38434_DN3_SP2_c.t1	Np004G200730, Np004G200750
OG0003055	CP7_g45068_DN3_SP8_c.t1	Np004G211080
OG0003057	CP5_g445_DN2_SP0_c.t1	Np005G267070
OG0003057	CP10_g43779_DN3_SP0_c.t1	Np007G375630
OG0003058	CP16_g55015_DN3_SP2_c.t1	Np006G366880
OG0003059	CP4_g25233_DN3_SP8_c.t1	Np006G340930
OG0003059	CP13_g20081_DN3_SP2_c.t1	Np001G038610
OG0003061	CP6_g7100_DN3_SP6_c.t1	Np005G295530
OG0003062	CP5_g2317_DN3_SP1_c.t1	Np005G309950
OG0003062	CP17_g5783_DN3_SP1_c.t1	Np007G389890
OG0003063	CP12_g30858_DN3_SP7_c.t1	Np007G387400
OG0003064	CP12_g30696_DN3_SP8_c.t1	Np007G384530, Np005G305630
OG0003065	CP12_g30549_DN3_SP0_c.t1, CP12_g30551_DN3_SP0_c.t1	Np007G382370
OG0003065	CP6_g7377_DN3_SP0_c.t1	Np005G303370
OG0003066	CP2_g48893_DN3_SP8_c.t1	Np002G123350
OG0003070	CP8_g54239_DN3_SP0_c.t1	Np003G149190
OG0003070	CP3_g15763_DN3_SP0_c.t1	Np001G043480
OG0003071	CP3_g14901_DN2_SP0_c.t1	Np001G044900
OG0003071	CP8_g54090_DN3_SP0_c.t1	Np003G151560
OG0003073	CP2_g48555_DN3_SP1_c.t1	Np007G418030, Np001G014320
OG0003074	CP3_g14400_DN3_SP0_c.t1	Np001G050850
OG0003074	CP2_g47710_DN3_SP0_c.t1	Np001G002540
OG0003076	CP2_g47618_DN3_SP8_c.t1	Np001G001450
OG0003076	CP3_g14327_DN3_SP8_c.t1	Np001G052000
OG0003077	CP5_g409_DN3_SP0_c.t1	Np005G267580, Np005G266790
OG0003078	CP2_g47533_DN3_SP5_c.t1	Np001G000280
OG0003078	CP3_g14240_DN3_SP7_c.t1	Np001G053000
OG0003080	CP4_g25587_DN3_SP0_c.t1	Np006G355360
OG0003080	CP1_g36876_DN3_SP7_c.t1	Np004G253910
OG0003081	CP6_g8265_DN3_SP0_c.t1	Np001G009250
OG0003081	CP4_g25701_DN3_SP0_c.t1	Np006G353450, Np006G353550, Np006G347230, Np006G347250, Np006G353480, Np006G353500, Np006G353470
OG0003082	CP4_g25708_DN3_SP8_c.t1	Np006G353270, Np006G347350
OG0003083	CP1_g37015_DN3_SP0_c.t1	Np004G252250
OG0003085	CP4_g26124_DN3_SP2_c.t1	Np006G361040
OG0003086	CP11_g32576_DN2_SP7_c.t1	Np003G140800
OG0003087	CP10_g42319_DN3_SP8_c.t1	Np007G422430
OG0003087	CP11_g32244_DN3_SP8_c.t1	Np003G144540
OG0003088	CP12_g30622_DN2_SP0_c.t1	Np007G383430
OG0003089	CP10_g42563_DN3_SP8_c.t1	Np007G418380
OG0003091	CP4_g24896_DN3_SP2_c.t1	Np006G335680
OG0003091	CP3_g14193_DN3_SP8_c.t1	Np001G053620
OG0003093	CP9_g29688_DN3_SP0_c.t1	Np002G070710
OG0003093	CP7_g46178_DN3_SP3_c.t1	Np004G240810
OG0003094	CP7_g46042_DN3_SP8_c.t1	Np004G239150
OG0003095	CP8_g52875_DN3_SP6_c.t1	Np003G172770
OG0003096	CP7_g45494_DN2_SP0_c.t1	Np004G231250
OG0003097	CP7_g45367_DN2_SP0_c.t1	Np004G228430
OG0003097	CP9_g28608_DN3_SP0_c.t1	Np002G086030
OG0003099	CP8_g52970_DN3_SP0_c.t1, CP8_g52971_DN3_SP0_c.t1, CP3_g14342_DN3_SP0_c.t1, CP11_g31816_DN1_SP0_c.t1	Np001G051760
OG0003100	CP1_g36975_DN3_SP8_c.t1	Np004G252770
OG0003101	CP11_g32480_DN2_SP0_c.t1	Np003G141780
OG0003101	CP10_g42155_DN2_SP0_c.t1	Np007G424710
OG0003102	CP11_g32588_DN3_SP0_c.t1	Np003G140680
OG0003103	CP2_g48158_DN3_SP5_c.t1	Np001G009160
OG0003104	CP2_g48133_DN3_SP5_c.t1	Np001G008790
OG0003104	CP2_g48131_DN3_SP1_c.t1	Np002G110880, Np001G008760
OG0003105	CP3_g14594_DN3_SP1_c.t1	Np001G047830
OG0003106	CP2_g47562_DN3_SP0_c.t1	Np001G000630
OG0003106	CP3_g14247_DN3_SP0_c.t1	Np001G052910
OG0003107	CP2_g48063_DN3_SP8_c.t1	Np001G007400
OG0003108	CP3_g15847_DN3_SP1_c.t1	Np003G149140
OG0003109	CP9_g28960_DN3_SP0_c.t1	Np002G081300, Np002G081310
OG0003110	CP9_g29599_DN3_SP8_c.t1	Np002G071760
OG0003110	CP7_g46479_DN2_SP7_c.t1	Np004G190050
OG0003111	CP10_g43304_DN3_SP3_c.t1	Np004G190930
OG0003112	CP10_g42808_DN3_SP6_c.t1	Np007G414630
OG0003112	CP10_g43317_DN3_SP8_c.t1	Np007G407410
OG0003113	CP12_g29927_DN3_SP6_c.t1	Np007G390050
OG0003114	CP12_g30266_DN3_SP6_c.t1	Np007G395990
OG0003114	CP1_g38135_DN3_SP1_c.t1	Np004G197820
OG0003115	CP12_g30470_DN3_SP0_c.t1	Np007G381120
OG0003116	CP12_g30719_DN3_SP8_c.t1	Np007G384800
OG0003117	CP6_g8631_DN3_SP0_c.t1	Np005G308320
OG0003118	CP10_g43929_DN3_SP0_c.t1	Np003G172790
OG0003119	CP10_g43950_DN3_SP6_c.t1	Np007G377310
OG0003119	CP10_g43951_DN3_SP3_c.t1	Np007G377330
OG0003120	CP10_g43931_DN3_SP0_c.t1	Np007G377220
OG0003120	CP5_g537_DN3_SP0_c.t1	Np005G265310
OG0003121	CP10_g43356_DN3_SP8_c.t1	Np007G406480
OG0003121	CP7_g46350_DN3_SP8_c.t1	Np004G191620
OG0003122	CP7_g44829_DN3_SP0_c.t1	Np004G214200
OG0003123	CP4_g24998_DN3_SP0_c.t1	Np006G337390
OG0003123	CP3_g14001_DN3_SP0_c.t1	Np001G056380
OG0003124	CP4_g24930_DN3_SP0_c.t1	Np006G336330
OG0003124	CP3_g13953_DN3_SP0_c.t1	Np001G057140
OG0003125	CP12_g30055_DN2_SP0_c.t1	Np007G392090, Np007G392070
OG0003126	CP6_g9702_DN3_SP0_c.t1	Np006G333030
OG0003127	CP2_g48928_DN3_SP0_c.t1	Np002G122680, Np002G122700
OG0003133	CP20_g4064_DN3_SP0_c.t1, CP3_g15591_DN3_SP0_c.t1, CP3_g15590_DN2_SP0_c.t1, CP321_g27091_DN1_SP0_c.t1, CP1_g38390_DN1_SP0_c.t1, CP3_g15772_DN2_SP0_c.t1, CP12_g31031_DN3_SP0_c.t1, CP321_g27092_DN1_SP0_c.t1, CP27_g41849_DN1_SP0_c.t1	Np006G327300
OG0003135	CP67_g36391_DN1_SP0_c.t1, CP547_g22391_DN1_SP0_c.t1, CP510_g51847_DN1_SP0_c.t1	Np019G438910
OG0003135	CP156_g16815_DN1_SP0_c.t1	Np023G439550
OG0003139	CP5_g1081_DN3_SP0_c.t1	Np005G275420
OG0003141	CP5_g570_DN3_SP1_c.t1	Np005G264660
OG0003141	CP10_g44006_DN3_SP1_c.t1	Np007G377640
OG0003142	CP5_g481_DN3_SP0_c.t1	Np005G266130
