Orthogroup	Conringia_planisiliqua	Cochlearia_excelsa
OG0000763	CP7_g46316_DN3_SP0_c.t1, CP7_g46313_DN3_SP2_c.t1	g27997, g54354, g36680
OG0000763	CP7_g46317_DN3_SP0_c.t1	g36679
OG0000764	CP1_g38008_DN3_SP0_c.t1, CP29_g22052_DN1_SP0_c.t1	g28045, g28051
OG0000765	CP9_g29304_DN2_SP0_c.t1	g1550, g2438, g2440, g2441
OG0000772	CP13_g19187_DN3_SP0_c.t1	g10410
OG0000773	CP9_g28564_DN3_SP8_c.t1, CP7_g45326_DN3_SP2_c.t1	g44749
OG0000774	CP19_g18009_DN3_SP4_c.t1	g47581
OG0000775	CP10_g43010_DN3_SP5_c.t1	g7430, g12371, g12372
OG0000776	CP4_g24723_DN3_SP7_c.t1	g37342
OG0000776	CP10_g42884_DN3_SP8_c.t1	g13022, g7512
OG0000779	CP19_g18446_DN3_SP8_c.t1	g17303, g47419
OG0000779	CP11_g31800_DN3_SP7_c.t1	g25661
OG0000779	CP11_g31779_DN3_SP2_c.t1, CP11_g31798_DN3_SP5_c.t1	g25660
OG0000780	CP5_g164_DN3_SP8_c.t1	g22739
OG0000780	CP16_g54849_DN3_SP8_c.t1	g38506
OG0000780	CP11_g32912_DN3_SP8_c.t1	g29511
OG0000781	CP4_g24344_DN3_SP3_c.t1	g38223
OG0000781	CP4_g24343_DN3_SP2_c.t1	g37524
OG0000783	CP8_g54187_DN3_SP6_c.t1	g772
OG0000783	CP3_g15549_DN3_SP7_c.t1	g29397
OG0000784	CP3_g15074_DN3_SP0_c.t1	g3089
OG0000784	CP8_g54138_DN3_SP3_c.t1	g28866, g807
OG0000788	CP3_g14931_DN3_SP8_c.t1	g3012
OG0000788	CP8_g54100_DN3_SP8_c.t1	g828
OG0000788	CP3_g14929_DN3_SP6_c.t1	g3011
OG0000789	CP9_g29591_DN3_SP8_c.t1	g44317
OG0000789	CP10_g43237_DN3_SP8_c.t1, CP7_g46471_DN3_SP3_c.t1	g13146
OG0000794	CP4_g25897_DN2_SP0_c.t1	g28179
OG0000794	CP4_g25930_DN2_SP0_c.t1, CP4_g25929_DN2_SP0_c.t1, CP4_g25945_DN2_SP0_c.t1	g51082, g51084
OG0000796	CP6_g7428_DN2_SP0_c.t1, CP13_g20463_DN2_SP0_c.t1	g23973, g44626
OG0000798	CP6_g7165_DN3_SP8_c.t1	g24266, g17563, g47178
OG0000798	CP6_g7096_DN3_SP0_c.t1	g24320, g47203
OG0000799	CP2_g49118_DN1_SP0_c.t1, CP2_g50295_DN1_SP0_c.t1	g50344
OG0000800	CP13_g19496_DN3_SP0_c.t1	g41234
OG0000800	CP3_g14508_DN3_SP0_c.t1	g11389
OG0000801	CP10_g43020_DN3_SP0_c.t1	g29782
OG0000801	CP11_g33427_DN3_SP0_c.t1	g29780
OG0000801	CP10_g43021_DN3_SP0_c.t1	g13101
OG0000802	CP13_g19899_DN3_SP0_c.t1	g10953
OG0000805	CP12_g30593_DN2_SP0_c.t1	g17702
OG0000808	CP4_g25866_DN3_SP8_c.t1	g39999
OG0000808	CP3_g14779_DN3_SP7_c.t1	g19564
OG0000808	CP8_g53939_DN3_SP8_c.t1	g1260
OG0000810	CP1_g38028_DN2_SP0_c.t1	g36472
OG0000810	CP1_g37974_DN3_SP0_c.t1	g36509, g54213
OG0000811	CP6_g8094_DN2_SP0_c.t1	g43179, g33245, g49042
OG0000812	CP4_g26086_DN3_SP0_c.t1	g53541
OG0000813	CP12_g30070_DN2_SP0_c.t1	g6955
OG0000814	CP8_g54032_DN3_SP0_c.t1, CP8_g54031_DN3_SP0_c.t1	g862, g860
OG0000818	CP3_g14443_DN3_SP8_c.t1	g2629
OG0000818	CP5_g1230_DN3_SP8_c.t1	g47643
OG0000818	CP13_g19048_DN3_SP7_c.t1	g40738
OG0000819	CP10_g43023_DN3_SP8_c.t1	g12365
OG0000819	CP11_g33425_DN3_SP3_c.t1	g29778
OG0000819	CP3_g13723_DN3_SP7_c.t1	g2161
OG0000821	CP8_g53138_DN3_SP6_c.t1	g1309
OG0000821	CP8_g53135_DN3_SP1_c.t1	g1310
OG0000821	CP8_g53132_DN3_SP0_c.t1	g41199, g41184, g41183
OG0000823	CP13_g19770_DN3_SP0_c.t1	g40691, g10891
OG0000823	CP6_g7080_DN3_SP0_c.t1	g47213
OG0000824	CP7_g44576_DN3_SP4_c.t1, CP7_g44578_DN3_SP4_c.t1	g32658, g27798
OG0000824	CP20_g4220_DN3_SP7_c.t1	g40312
OG0000825	CP3_g13237_DN3_SP8_c.t1	g1837
OG0000825	CP4_g24095_DN3_SP8_c.t1	g52299, g37652
OG0000826	CP3_g14515_DN3_SP2_c.t1	g19425
OG0000826	CP4_g24284_DN3_SP8_c.t1, CP2_g49435_DN3_SP0_c.t1, CP2_g49434_DN3_SP3_c.t1	g52166, g37548
OG0000827	CP8_g53468_DN1_SP0_c.t1	g985
OG0000827	CP10_g42864_DN3_SP2_c.t1	g7522
OG0000827	CP11_g33705_DN3_SP8_c.t1	g47835, g5823
OG0000829	CP11_g32217_DN3_SP0_c.t1	g45753
OG0000830	CP7_g45736_DN3_SP4_c.t1	g50129
OG0000831	CP7_g45718_DN3_SP0_c.t1, CP7_g45717_DN3_SP0_c.t1, CP7_g45716_DN3_SP0_c.t1, CP7_g45715_DN3_SP0_c.t1	g27461
OG0000834	CP12_g30198_DN3_SP0_c.t1	g54107
OG0000835	CP12_g30251_DN3_SP3_c.t1	g11975, g6829
OG0000835	CP1_g38146_DN3_SP8_c.t1	g36401
OG0000836	CP3_g13624_DN3_SP1_c.t1	g18992
OG0000838	CP8_g52226_DN3_SP0_c.t1	g52396, g52380
OG0000844	CP10_g42923_DN3_SP8_c.t1	g7481
OG0000844	CP11_g33594_DN3_SP8_c.t1	g29846, g5767
OG0000846	CP9_g28299_DN3_SP1_c.t1, CP5_g687_DN3_SP8_c.t1, CP3_g15839_DN3_SP0_c.t1, CP3_g14851_DN3_SP0_c.t1, CP10_g43946_DN2_SP0_c.t1	g18149, g23193
OG0000848	CP1_g36506_DN3_SP8_c.t1, CP8_g54548_DN3_SP7_c.t1	g49348
OG0000849	CP3_g13200_DN1_SP0_c.t1	g1795
OG0000851	CP4_g24544_DN3_SP8_c.t1	g52005
OG0000851	CP3_g13600_DN3_SP2_c.t1	g2106
OG0000853	CP11_g31988_DN3_SP0_c.t1	g25495
OG0000854	CP4_g25917_DN3_SP0_c.t1	g37834, g40042
OG0000855	CP3_g14590_DN3_SP0_c.t1	g11395, g2757
OG0000855	CP2_g48036_DN3_SP8_c.t1	g340
OG0000857	CP15_g34677_DN3_SP1_c.t1	g14408
OG0000857	CP3_g15366_DN3_SP7_c.t1	g6195
OG0000857	CP3_g14467_DN3_SP6_c.t1	g19417
OG0000859	CP3_g13228_DN1_SP0_c.t1	g37256
OG0000863	CP5_g1463_DN3_SP0_c.t1	g32338
OG0000867	CP9_g28178_DN2_SP1_c.t1, CP9_g28183_DN3_SP1_c.t1, CP9_g28184_DN3_SP0_c.t1	g44988
OG0000868	CP11_g33251_DN3_SP8_c.t1	g45455, g5591, g29666
OG0000868	CP10_g43152_DN3_SP8_c.t1	g12305, g7345, g13126
OG0000869	CP13_g19771_DN3_SP8_c.t1	g47214, g17532
OG0000870	CP7_g45069_DN3_SP2_c.t1, CP7_g45070_DN3_SP0_c.t1	g50492, g50452
OG0000871	CP10_g42246_DN3_SP8_c.t1	g7867
OG0000871	CP5_g1635_DN3_SP8_c.t1	g18093
OG0000872	CP4_g25527_DN3_SP0_c.t1	g39803
OG0000873	CP8_g54502_DN3_SP0_c.t1	g4923, g29042
OG0000877	CP12_g30403_DN3_SP0_c.t1	g37254
OG0000878	CP13_g20464_DN3_SP0_c.t1	g25974, g16954
OG0000883	CP10_g42471_DN3_SP7_c.t1, CP5_g540_DN3_SP5_c.t1	g47886
OG0000884	CP7_g45224_DN3_SP0_c.t1	g32204
OG0000885	CP7_g45542_DN3_SP4_c.t1	g50244
OG0000885	CP5_g1197_DN3_SP8_c.t1	g17066, g23580
OG0000886	CP13_g20432_DN3_SP8_c.t1	g37044
OG0000888	CP3_g13506_DN3_SP8_c.t1	g11209, g1980, g18951
OG0000888	CP4_g24476_DN3_SP8_c.t1	g52055
OG0000890	CP3_g13989_DN3_SP0_c.t1	g2336
OG0000890	CP4_g24985_DN3_SP0_c.t1	g51643
OG0000892	CP12_g30128_DN3_SP0_c.t1	g602
OG0000893	CP13_g19793_DN3_SP0_c.t1	g18572
OG0000893	CP2_g48338_DN3_SP0_c.t1	g523
OG0000897	CP3_g13965_DN3_SP3_c.t1	g2322
OG0000900	CP1_g37648_DN3_SP0_c.t1	g49875
OG0000900	CP1_g37649_DN3_SP0_c.t1, CP1_g37650_DN3_SP0_c.t1	g31459, g53611
OG0000901	CP6_g7193_DN3_SP0_c.t1	g2658, g2672, g24339, g17581
OG0000902	CP10_g43053_DN2_SP7_c.t1	g12349
OG0000903	CP11_g32809_DN1_SP0_c.t1	g29451
OG0000903	CP5_g2042_DN1_SP0_c.t1, CP5_g2010_DN1_SP0_c.t1	g46806
OG0000904	CP11_g32895_DN3_SP8_c.t1	g45532
OG0000904	CP5_g834_DN3_SP4_c.t1	g23312
OG0000905	CP11_g32902_DN3_SP8_c.t1	g29506
OG0000906	CP2_g47805_DN3_SP0_c.t1	g18661
OG0000906	CP11_g32928_DN3_SP1_c.t1	g29526
OG0000907	CP6_g6949_DN3_SP7_c.t1	g24176, g17469
OG0000907	CP13_g19926_DN3_SP8_c.t1	g40587, g10964
OG0000908	CP5_g107_DN3_SP4_c.t1, CP16_g54793_DN3_SP0_c.t1	g22696
OG0000909	CP11_g32353_DN3_SP7_c.t1, CP6_g8005_DN3_SP1_c.t1	g29200
OG0000909	CP7_g45385_DN3_SP1_c.t1	g50312
OG0000910	CP8_g54038_DN3_SP0_c.t1	g28799
OG0000910	CP8_g54039_DN3_SP0_c.t1	g28800
OG0000910	CP8_g54037_DN3_SP0_c.t1	g41318
OG0000911	CP2_g47595_DN3_SP2_c.t1	g19649
OG0000911	CP5_g1853_DN3_SP0_c.t1, CP3_g14314_DN3_SP0_c.t1, CP3_g14307_DN3_SP0_c.t1	g11359, g19349
OG0000912	CP11_g32048_DN3_SP8_c.t1	g39592
OG0000912	CP1_g36771_DN3_SP0_c.t1	g49396
OG0000913	CP7_g45454_DN3_SP0_c.t1, CP9_g28681_DN2_SP0_c.t1	g50285, g44694
OG0000914	CP2_g49839_DN3_SP0_c.t1	g7801
OG0000915	CP3_g14071_DN3_SP8_c.t1	g2397
OG0000915	CP4_g25100_DN3_SP8_c.t1	g37165
OG0000916	CP1_g37756_DN3_SP0_c.t1	g27270, g27272
OG0000917	CP1_g37608_DN3_SP1_c.t1	g31431
OG0000917	CP1_g37607_DN3_SP0_c.t1	g23320
OG0000919	CP12_g30065_DN3_SP0_c.t1, CP12_g30066_DN2_SP0_c.t1	g13279
OG0000919	CP12_g30062_DN2_SP0_c.t1	g6958
OG0000920	CP7_g46314_DN3_SP0_c.t1	g54357, g54355, g54356
OG0000921	CP1_g38141_DN2_SP0_c.t1, CP1_g38142_DN3_SP0_c.t1, CP1_g38140_DN2_SP0_c.t1	g36381, g36403
OG0000923	CP8_g52447_DN3_SP0_c.t1, CP8_g52434_DN3_SP0_c.t1, CP8_g52456_DN3_SP0_c.t1	g26772, g26765, g26752, g26764
OG0000924	CP5_g381_DN3_SP2_c.t1	g22936
OG0000924	CP10_g43702_DN3_SP3_c.t1	g13980
OG0000929	CP5_g3415_DN2_SP0_c.t1, CP1_g39874_DN2_SP0_c.t1	g9594, g38945, g38716, g33579, g7969, g26501, g3630, g43428, g34920, g34764, g35524, g43436, g42468, g48121, g48122, g15227, g22583, g22557, g15175, g30117, g21336, g38683, g22542, g38855, g9417, g48383, g30689, g15465, g21082, g15131, g15132, g48377, g21003, g30116, g20411, g20979, g15442, g43427, g43435, g38948, g34919, g48140, g39071, g48249, g53647, g21408, g16135, g49257, g21211, g26500, g3631, g26575, g26574, g15424, g33627, g42467, g4148, g21088, g42494, g21103, g43432, g14821, g42484, g38711, g35370, g21208, g29866, g16128, g42476, g15226, g33578, g34763, g34595
OG0000930	CP10_g43552_DN3_SP7_c.t1	g13896
OG0000930	CP5_g1067_DN3_SP7_c.t1	g23477, g17008
OG0000931	CP10_g42819_DN3_SP5_c.t1	g12990
OG0000931	CP10_g43080_DN3_SP8_c.t1	g12335
OG0000932	CP10_g43155_DN3_SP8_c.t1	g13128, g12299
OG0000933	CP19_g18085_DN3_SP6_c.t1	g17162, g41220, g28366, g879
OG0000935	CP11_g31919_DN3_SP8_c.t1	g25539
OG0000935	CP6_g6743_DN3_SP8_c.t1	g17365, g24033
OG0000936	CP6_g6690_DN2_SP2_c.t1	g47385
OG0000937	CP19_g18257_DN3_SP0_c.t1	g17236
OG0000937	CP19_g18252_DN3_SP0_c.t1, CP19_g18253_DN3_SP0_c.t1	g23857
OG0000938	CP3_g15092_DN3_SP0_c.t1	g22721, g2326
OG0000939	CP5_g139_DN3_SP4_c.t1, CP16_g54766_DN3_SP4_c.t1, CP16_g54767_DN3_SP7_c.t1, CP16_g54768_DN3_SP1_c.t1	g14026, g38532
OG0000940	CP12_g31692_DN3_SP8_c.t1	g11622
OG0000940	CP5_g427_DN3_SP8_c.t1	g22969
OG0000941	CP6_g7554_DN3_SP8_c.t1	g24567
OG0000941	CP1_g36842_DN3_SP8_c.t1	g49502, g30936
OG0000942	CP6_g7517_DN3_SP6_c.t1, CP12_g30704_DN3_SP8_c.t1	g24536, g6533, g17723
OG0000943	CP10_g42549_DN3_SP8_c.t1	g12872, g7695, g12546
OG0000945	CP10_g42630_DN3_SP0_c.t1	g41357
OG0000946	CP11_g33725_DN3_SP0_c.t1	g5833
OG0000946	CP11_g33726_DN1_SP0_c.t1	g5834
OG0000947	CP11_g32406_DN3_SP8_c.t1	g29237, g5091
OG0000947	CP10_g42217_DN3_SP8_c.t1	g7889
OG0000948	CP3_g13822_DN3_SP6_c.t1	g37318
OG0000948	CP4_g24776_DN3_SP8_c.t1	g51777
OG0000950	CP2_g48560_DN3_SP8_c.t1	g4810, g10118
OG0000950	CP10_g42575_DN3_SP0_c.t1	g32990
OG0000952	CP4_g24360_DN2_SP0_c.t1	g37515, g52125
OG0000953	CP3_g14365_DN3_SP8_c.t1, CP3_g14362_DN3_SP0_c.t1, CP3_g14361_DN3_SP0_c.t1	g2592
OG0000954	CP12_g30279_DN3_SP1_c.t1	g6806
OG0000954	CP12_g30280_DN3_SP2_c.t1, CP12_g30283_DN3_SP0_c.t1, CP12_g30282_DN3_SP0_c.t1, CP12_g30281_DN3_SP0_c.t1	g6801
OG0000955	CP7_g44305_DN1_SP0_c.t1, CP75_g34144_DN2_SP0_c.t1, CP7_g44317_DN2_SP0_c.t1	g5006
OG0000958	CP2_g49148_DN3_SP0_c.t1, CP2_g49149_DN3_SP0_c.t1	g18479
OG0000962	CP5_g1447_DN3_SP0_c.t1, CP5_g1448_DN3_SP0_c.t1, CP11_g32854_DN2_SP0_c.t1	g45549
OG0000963	CP10_g42903_DN2_SP8_c.t1	g7494
OG0000965	CP6_g6883_DN3_SP8_c.t1	g47303
OG0000966	CP6_g6862_DN3_SP0_c.t1	g47314
OG0000967	CP21_g11072_DN3_SP8_c.t1	g27912
OG0000967	CP7_g45566_DN3_SP8_c.t1	g50234
OG0000968	CP5_g1722_DN3_SP2_c.t1	g46773
OG0000968	CP5_g1723_DN3_SP4_c.t1	g25184
OG0000969	CP6_g6796_DN2_SP0_c.t1	g40498, g40496
OG0000970	CP2_g47653_DN3_SP0_c.t1	g18677, g76, g10717
OG0000971	CP3_g13655_DN3_SP2_c.t1, CP10_g42404_DN3_SP2_c.t1	g12613, g2066
OG0000972	CP2_g48547_DN3_SP0_c.t1	g4838, g18527
OG0000972	CP10_g42581_DN3_SP0_c.t1	g12522
OG0000973	CP8_g54439_DN3_SP3_c.t1	g41449
OG0000973	CP10_g42621_DN3_SP8_c.t1	g7660, g12501
OG0000975	CP7_g45783_DN3_SP2_c.t1	g31877
OG0000977	CP3_g14701_DN3_SP1_c.t1	g1479, g2807
OG0000977	CP3_g14703_DN3_SP3_c.t1	g2808
OG0000978	CP3_g14861_DN3_SP1_c.t1	g19586
OG0000979	CP6_g7309_DN3_SP0_c.t1	g47124
OG0000979	CP6_g7310_DN3_SP0_c.t1	g24424
OG0000979	CP6_g7311_DN3_SP0_c.t1	g24425
OG0000980	CP11_g33079_DN3_SP0_c.t1, CP11_g33220_DN3_SP0_c.t1	g28734
OG0000986	CP5_g876_DN3_SP2_c.t1	g23347
OG0000987	CP7_g44737_DN3_SP2_c.t1	g50608
OG0000989	CP8_g53162_DN3_SP0_c.t1	g4496, g3840, g28360, g26454
OG0000990	CP13_g19864_DN3_SP8_c.t1, CP6_g7010_DN3_SP0_c.t1	g24213, g17494
OG0000991	CP7_g44581_DN3_SP8_c.t1	g27797, g32657
OG0000992	CP16_g54806_DN3_SP0_c.t1, CP16_g54805_DN2_SP0_c.t1	g36959, g50882, g54088
OG0000992	CP5_g115_DN3_SP0_c.t1	g22703
OG0000993	CP12_g30993_DN3_SP8_c.t1	g13525, g11661, g6390
OG0000994	CP4_g25746_DN3_SP0_c.t1	g39943
OG0000995	CP4_g25597_DN3_SP7_c.t1	g51255
OG0000995	CP1_g36883_DN3_SP3_c.t1	g30960
OG0000997	CP1_g37645_DN3_SP2_c.t1, CP10_g42411_DN3_SP8_c.t1	g12610
OG0000998	CP4_g24757_DN3_SP8_c.t1	g37327, g51789
OG0000998	CP3_g13800_DN3_SP8_c.t1	g2194
OG0000999	CP7_g45271_DN3_SP0_c.t1	g27596
OG0001000	CP11_g32483_DN3_SP0_c.t1	g29281
OG0001000	CP10_g43879_DN3_SP0_c.t1	g14070
OG0001001	CP2_g48493_DN3_SP1_c.t1	g18547, g18546
OG0001001	CP2_g48492_DN3_SP0_c.t1	g51023
OG0001002	CP5_g1627_DN3_SP0_c.t1, CP6_g7244_DN3_SP0_c.t1, CP6_g7251_DN3_SP0_c.t1, CP6_g7248_DN3_SP0_c.t1, CP6_g7252_DN3_SP0_c.t1, CP6_g7241_DN3_SP0_c.t1, CP6_g7245_DN3_SP0_c.t1, CP6_g7238_DN3_SP0_c.t1, CP6_g7239_DN3_SP0_c.t1, CP6_g7246_DN3_SP0_c.t1, CP6_g7253_DN3_SP0_c.t1, CP6_g7242_DN3_SP0_c.t1, CP6_g7249_DN3_SP0_c.t1, CP6_g7240_DN3_SP0_c.t1, CP6_g7247_DN3_SP0_c.t1, CP6_g7243_DN3_SP0_c.t1, CP6_g7250_DN3_SP0_c.t1, CP6_g7254_DN3_SP0_c.t1, CP10_g43298_DN3_SP0_c.t1, CP10_g43297_DN3_SP0_c.t1	g13165, g7245
OG0001002	CP7_g46414_DN3_SP0_c.t1	g54314
OG0001003	CP12_g29915_DN3_SP0_c.t1, CP12_g29916_DN3_SP5_c.t1	g7061, g12110, g13245
OG0001003	CP1_g37865_DN3_SP8_c.t1	g36579
OG0001004	CP22_g17324_DN3_SP0_c.t1, CP5_g1754_DN3_SP0_c.t1, CP5_g1747_DN3_SP0_c.t1, CP22_g17316_DN1_SP0_c.t1	g51862
OG0001005	CP3_g16376_DN1_SP0_c.t1, CP3_g16374_DN1_SP0_c.t1	g6249, g50592, g43746
OG0001005	CP12_g31583_DN1_SP0_c.t1	g32335, g35536, g4447, g23217, g13771, g45
OG0001005	CP5_g3154_DN2_SP0_c.t1	g35271
OG0001008	CP5_g1072_DN3_SP0_c.t1	g23485
OG0001008	CP5_g1073_DN3_SP1_c.t1	g17010
OG0001009	CP5_g1039_DN3_SP0_c.t1	g34447
OG0001010	CP7_g44718_DN3_SP8_c.t1	g50616
OG0001010	CP4_g25185_DN3_SP8_c.t1	g51531
OG0001011	CP6_g7681_DN3_SP1_c.t1	g27768
OG0001012	CP2_g49708_DN3_SP3_c.t1	g41088, g41084, g41091, g44006
OG0001012	CP1_g37239_DN3_SP5_c.t1	g27090
OG0001013	CP9_g27592_DN3_SP0_c.t1, CP9_g28029_DN3_SP0_c.t1, CP14_g22726_DN3_SP0_c.t1	g11006
OG0001015	CP19_g18081_DN3_SP6_c.t1	g47552, g23748
OG0001016	CP11_g32820_DN3_SP0_c.t1	g45562, g29459
OG0001016	CP2_g48436_DN2_SP0_c.t1	g10052
OG0001018	CP2_g48291_DN3_SP0_c.t1	g9985
OG0001019	CP6_g7066_DN3_SP8_c.t1	g47225
OG0001019	CP13_g19784_DN3_SP8_c.t1	g40682
OG0001020	CP6_g7035_DN3_SP7_c.t1	g47245
OG0001020	CP13_g19832_DN3_SP1_c.t1	g40644, g10924
OG0001021	CP3_g13106_DN3_SP0_c.t1	g18748
OG0001021	CP17_g6274_DN3_SP0_c.t1, CP4_g23936_DN2_SP0_c.t1	g37763
OG0001022	CP3_g13157_DN3_SP8_c.t1	g1762
OG0001023	CP10_g43664_DN1_SP0_c.t1, CP8_g54104_DN2_SP0_c.t1	g13766
OG0001025	CP1_g36961_DN3_SP1_c.t1	g31022
OG0001025	CP4_g25695_DN3_SP1_c.t1	g39900, g51220
OG0001026	CP10_g42172_DN3_SP5_c.t1	g12738, g7923
OG0001026	CP11_g32459_DN3_SP7_c.t1	g29274
OG0001028	CP3_g13833_DN3_SP0_c.t1	g19114
OG0001029	CP7_g45588_DN3_SP6_c.t1	g32015, g27506
OG0001029	CP9_g29408_DN3_SP1_c.t1	g46377
OG0001030	CP9_g29199_DN3_SP0_c.t1	g44444
OG0001031	CP7_g45766_DN3_SP8_c.t1	g50115
OG0001031	CP9_g29217_DN3_SP8_c.t1	g46230
OG0001032	CP9_g29309_DN3_SP0_c.t1	g46291
OG0001032	CP7_g45667_DN3_SP0_c.t1	g50165
OG0001034	CP7_g45457_DN3_SP0_c.t1	g50282
OG0001034	CP9_g28689_DN3_SP4_c.t1	g45873, g44690
OG0001035	CP2_g47509_DN1_SP0_c.t1	g1629
OG0001036	CP9_g29503_DN3_SP7_c.t1	g46468
OG0001037	CP9_g29614_DN3_SP3_c.t1	g44303
OG0001039	CP1_g38296_DN3_SP0_c.t1	g36304
OG0001039	CP12_g30092_DN3_SP0_c.t1	g6935
OG0001040	CP1_g37960_DN3_SP0_c.t1	g28032
OG0001040	CP12_g30472_DN3_SP0_c.t1	g6683
OG0001041	CP3_g14645_DN3_SP0_c.t1	g49717
OG0001041	CP3_g14644_DN3_SP4_c.t1	g19512, g19511
OG0001042	CP3_g15009_DN3_SP0_c.t1	g14335
OG0001043	CP1_g37935_DN3_SP1_c.t1	g36524
OG0001043	CP1_g37932_DN3_SP0_c.t1	g36525
OG0001045	CP7_g44664_DN1_SP0_c.t1, CP7_g44662_DN3_SP0_c.t1	g2937, g2912, g2933
OG0001046	CP15_g35687_DN2_SP0_c.t1	g22655
OG0001046	CP3_g15810_DN3_SP0_c.t1, CP15_g35960_DN3_SP0_c.t1, CP15_g35551_DN1_SP0_c.t1	g52861, g36961
OG0001051	CP10_g43889_DN3_SP1_c.t1	g6121
OG0001051	CP5_g507_DN3_SP0_c.t1	g23035
OG0001052	CP5_g489_DN3_SP0_c.t1, CP5_g491_DN3_SP0_c.t1, CP5_g490_DN3_SP0_c.t1	g47909, g47910
OG0001053	CP2_g49440_DN3_SP8_c.t1	g41060
OG0001053	CP1_g37281_DN3_SP2_c.t1	g49716
OG0001054	CP2_g49091_DN3_SP0_c.t1	g40938, g38261
OG0001055	CP28_g33902_DN3_SP0_c.t1, CP13_g19476_DN3_SP0_c.t1	g6371, g16676, g16674
OG0001056	CP10_g43008_DN3_SP0_c.t1	g13098
OG0001056	CP11_g33451_DN2_SP0_c.t1	g5691
OG0001057	CP5_g1237_DN3_SP0_c.t1, CP8_g53390_DN3_SP0_c.t1	g47639
OG0001058	CP6_g7121_DN3_SP8_c.t1	g24289, g17556
OG0001058	CP5_g424_DN3_SP8_c.t1	g47940
OG0001059	CP13_g20054_DN3_SP0_c.t1	g40535
OG0001059	CP6_g6843_DN3_SP0_c.t1	g24114, g17402
OG0001060	CP6_g7599_DN3_SP8_c.t1	g17809, g24580
OG0001060	CP12_g30760_DN3_SP8_c.t1	g6503
OG0001061	CP12_g30660_DN3_SP0_c.t1	g6557
OG0001061	CP6_g7486_DN3_SP0_c.t1, CP6_g7485_DN1_SP0_c.t1	g47060
OG0001062	CP3_g14375_DN3_SP8_c.t1	g2597, g19373
OG0001063	CP2_g49441_DN3_SP0_c.t1, CP2_g49456_DN2_SP0_c.t1, CP2_g49442_DN1_SP0_c.t1, CP2_g49468_DN3_SP0_c.t1	g44040
OG0001063	CP10_g42583_DN2_SP0_c.t1	g7688
OG0001064	CP4_g25036_DN3_SP8_c.t1	g51622
OG0001065	CP4_g25019_DN3_SP8_c.t1	g37200
OG0001065	CP3_g14015_DN3_SP8_c.t1	g2350
OG0001066	CP4_g25018_DN3_SP8_c.t1	g51631, g38065
OG0001066	CP3_g14014_DN3_SP7_c.t1	g2349, g19195
OG0001067	CP9_g29541_DN3_SP8_c.t1	g44345, g46495
OG0001067	CP7_g46077_DN3_SP1_c.t1	g49979, g31659
OG0001068	CP16_g55111_DN3_SP0_c.t1, CP9_g28873_DN3_SP2_c.t1, CP9_g28874_DN3_SP2_c.t1, CP9_g28875_DN3_SP6_c.t1	g44609, g45995
OG0001069	CP9_g29143_DN3_SP8_c.t1	g46181
OG0001069	CP7_g45820_DN3_SP8_c.t1	g50084
OG0001070	CP7_g45236_DN3_SP8_c.t1, CP10_g43797_DN3_SP1_c.t1	g32197
OG0001071	CP1_g37714_DN3_SP0_c.t1	g31500
OG0001072	CP2_g48312_DN3_SP8_c.t1, CP3_g14475_DN3_SP8_c.t1	g19445
OG0001073	CP16_g55272_DN3_SP0_c.t1	g6899, g13299
OG0001074	CP9_g28322_DN3_SP0_c.t1	g26813, g53638, g42668, g42659, g4054, g3459, g44889
OG0001075	CP12_g29904_DN3_SP1_c.t1, CP12_g29905_DN3_SP8_c.t1	g13240, g12117, g12118
OG0001086	CP5_g675_DN3_SP8_c.t1	g23182, g18153
OG0001086	CP15_g35128_DN3_SP1_c.t1, CP15_g35171_DN3_SP2_c.t1	g6220
OG0001087	CP5_g542_DN3_SP1_c.t1	g18215
OG0001088	CP13_g19229_DN1_SP0_c.t1	g10456, g10455
OG0001089	CP13_g19163_DN3_SP0_c.t1	g16485
OG0001089	CP13_g19164_DN3_SP0_c.t1	g10400
OG0001091	CP3_g14490_DN3_SP8_c.t1	g2682, g19439
OG0001091	CP8_g52972_DN3_SP8_c.t1	g1352
OG0001092	CP8_g53563_DN2_SP0_c.t1	g1033
OG0001092	CP11_g33273_DN3_SP0_c.t1	g5587
OG0001093	CP8_g54398_DN3_SP7_c.t1	g41427, g650
OG0001093	CP11_g32715_DN3_SP7_c.t1	g5323, g45586
OG0001094	CP11_g32926_DN3_SP6_c.t1	g29524
OG0001094	CP2_g47776_DN3_SP8_c.t1	g164
OG0001095	CP6_g8812_DN3_SP0_c.t1, CP6_g9463_DN3_SP0_c.t1	g24918
OG0001096	CP3_g13545_DN3_SP8_c.t1	g2044
OG0001096	CP4_g24520_DN3_SP8_c.t1	g52024
OG0001097	CP16_g55457_DN3_SP0_c.t1	g1242
OG0001098	CP2_g47713_DN3_SP8_c.t1	g123
OG0001100	CP4_g25496_DN3_SP6_c.t1	g37922
OG0001101	CP11_g32504_DN3_SP1_c.t1	g45664
OG0001101	CP9_g28549_DN3_SP0_c.t1	g13606
OG0001102	CP10_g42223_DN3_SP8_c.t1	g7885
OG0001102	CP11_g32398_DN3_SP8_c.t1	g29235
OG0001103	CP2_g48650_DN2_SP0_c.t1	g10167
OG0001104	CP2_g48642_DN3_SP8_c.t1	g12579, g7735
