Orthogroup	Conringia_planisiliqua	Alyssum_gmelinii
OG0003104	CP2_g48131_DN3_SP1_c.t1	Ag008G726430
OG0003105	CP3_g14594_DN3_SP1_c.t1	Ag001G054670, Ag001G055570
OG0003106	CP2_g47562_DN3_SP0_c.t1	Ag001G099500
OG0003106	CP3_g14247_DN3_SP0_c.t1	Ag001G067620
OG0003107	CP2_g48063_DN3_SP8_c.t1	Ag008G727450
OG0003107	CP3_g14658_DN3_SP8_c.t1	Ag001G053490
OG0003108	CP8_g54244_DN3_SP5_c.t1	Ag008G717060
OG0003109	CP9_g28960_DN3_SP0_c.t1	Ag003G236850, Ag003G236840
OG0003110	CP9_g29599_DN3_SP8_c.t1	Ag003G210940
OG0003110	CP7_g46479_DN2_SP7_c.t1	Ag001G000040
OG0003111	CP10_g43304_DN3_SP3_c.t1, CP7_g46403_DN3_SP4_c.t1	Ag005G469460
OG0003112	CP10_g42808_DN3_SP6_c.t1	Ag005G479000
OG0003113	CP12_g29927_DN3_SP6_c.t1	Ag005G462630
OG0003114	CP12_g30266_DN3_SP6_c.t1, CP1_g38135_DN3_SP1_c.t1	Ag005G450650
OG0003116	CP12_g30719_DN3_SP8_c.t1	Ag005G434510, Ag005G433730, Ag007G587760
OG0003117	CP6_g8631_DN3_SP0_c.t1	Ag001G045760, Ag001G043810
OG0003119	CP10_g43950_DN3_SP6_c.t1, CP10_g43951_DN3_SP3_c.t1	Ag005G417990, Ag007G616970, Ag005G417960
OG0003120	CP5_g537_DN3_SP0_c.t1	Ag003G282570
OG0003121	CP10_g43356_DN3_SP8_c.t1	Ag005G467990
OG0003121	CP7_g46350_DN3_SP8_c.t1	Ag001G003300
OG0003122	CP4_g25260_DN3_SP0_c.t1	Ag002G161500
OG0003122	CP7_g44829_DN3_SP0_c.t1	Ag007G580270
OG0003123	CP4_g24998_DN3_SP0_c.t1	Ag002G171970
OG0003123	CP3_g14001_DN3_SP0_c.t1	Ag001G072740
OG0003124	CP4_g24930_DN3_SP0_c.t1	Ag005G419010, Ag002G174800
OG0003125	CP12_g30055_DN2_SP0_c.t1	Ag002G202420, Ag005G459080, Ag005G468270
OG0003126	CP11_g32755_DN3_SP0_c.t1	Ag007G608040
OG0003126	CP17_g5898_DN3_SP0_c.t1, CP6_g9702_DN3_SP0_c.t1	Ag004G375910
OG0003127	CP2_g48928_DN3_SP0_c.t1	Ag004G387010, Ag004G387050
OG0003128	CP2_g49384_DN2_SP0_c.t1, CP2_g49357_DN1_SP0_c.t1, CP2_g49479_DN2_SP0_c.t1, CP2_g49476_DN1_SP0_c.t1	Ag006G575730
OG0003139	CP5_g1081_DN3_SP0_c.t1	Ag003G256930
OG0003141	CP5_g570_DN3_SP1_c.t1	Ag003G281520
OG0003142	CP5_g481_DN3_SP0_c.t1	Ag003G285300
OG0003143	CP6_g7195_DN3_SP8_c.t1	Ag001G101960
OG0003145	CP1_g37386_DN3_SP8_c.t1	Ag004G312770
OG0003145	CP2_g49221_DN3_SP8_c.t1	Ag004G373310
OG0003147	CP19_g17935_DN3_SP2_c.t1	Ag007G655500
OG0003148	CP13_g19281_DN3_SP6_c.t1	Ag007G654570
OG0003149	CP2_g47852_DN3_SP0_c.t1	Ag008G731290
OG0003150	CP13_g19129_DN3_SP8_c.t1	Ag008G675040
OG0003151	CP9_g27638_DN3_SP8_c.t1	Ag004G363870
OG0003152	CP13_g19102_DN3_SP0_c.t1	Ag004G397230
OG0003153	CP13_g19103_DN3_SP8_c.t1	Ag004G397220
OG0003154	CP19_g17899_DN3_SP5_c.t1	Ag007G655850
OG0003154	CP2_g48930_DN3_SP8_c.t1	Ag004G386970
OG0003155	CP11_g33400_DN3_SP0_c.t1	Ag006G499290
OG0003155	CP11_g33399_DN3_SP0_c.t1	Ag006G499300
OG0003156	CP1_g38319_DN3_SP0_c.t1, CP1_g38326_DN3_SP7_c.t1	Ag001G087800, Ag001G026730, Ag001G026680
OG0003157	CP19_g17962_DN3_SP8_c.t1	Ag003G250660
OG0003158	CP11_g32915_DN3_SP3_c.t1	Ag007G603600, Ag007G604230, Ag007G604250
OG0003159	CP13_g20146_DN3_SP1_c.t1	Ag002G126800
OG0003159	CP6_g6791_DN3_SP4_c.t1	Ag006G561290
OG0003160	CP13_g20567_DN2_SP0_c.t1	Ag002G157540
OG0003160	CP7_g45120_DN3_SP0_c.t1	Ag007G584740
OG0003161	CP5_g209_DN3_SP1_c.t1	Ag003G292610
OG0003162	CP9_g28127_DN3_SP8_c.t1, CP20_g4084_DN3_SP1_c.t1, CP20_g3937_DN3_SP0_c.t1	Ag001G036920
OG0003163	CP11_g31868_DN3_SP0_c.t1	Ag002G138910
OG0003163	CP19_g18491_DN3_SP0_c.t1	Ag006G567730
OG0003164	CP6_g8034_DN3_SP8_c.t1	Ag001G038990
OG0003164	CP12_g30827_DN3_SP3_c.t1	Ag005G430300
OG0003166	CP3_g13254_DN3_SP8_c.t1	Ag001G094640
OG0003167	CP4_g24179_DN3_SP2_c.t1	Ag002G201790, Ag002G201780
OG0003168	CP10_g42859_DN3_SP0_c.t1, CP10_g42850_DN3_SP0_c.t1, CP10_g42860_DN3_SP6_c.t1, CP10_g42851_DN3_SP1_c.t1	Ag005G478320, Ag005G478290, Ag005G478300
OG0003169	CP10_g42920_DN3_SP0_c.t1	Ag005G476870
OG0003169	CP11_g33609_DN3_SP0_c.t1	Ag006G493790
OG0003170	CP3_g14384_DN3_SP3_c.t1	Ag001G058980
OG0003170	CP2_g47683_DN3_SP8_c.t1	Ag008G734040
OG0003171	CP8_g54537_DN3_SP0_c.t1, CP8_g54538_DN3_SP1_c.t1, CP8_g54536_DN3_SP0_c.t1	Ag006G514530, Ag006G514540
OG0003172	CP8_g54526_DN3_SP0_c.t1, CP1_g39646_DN3_SP0_c.t1	Ag006G514210
OG0003173	CP4_g24987_DN3_SP0_c.t1, CP11_g32010_DN3_SP0_c.t1, CP11_g32012_DN3_SP0_c.t1	Ag007G599520
OG0003174	CP11_g31962_DN3_SP8_c.t1	Ag007G598920
OG0003174	CP1_g36721_DN3_SP5_c.t1	Ag004G301120
OG0003175	CP1_g36591_DN3_SP1_c.t1	Ag004G303060
OG0003175	CP4_g25480_DN3_SP0_c.t1	Ag007G588920
OG0003176	CP10_g43829_DN1_SP0_c.t1	Ag007G588750
OG0003176	CP16_g55400_DN3_SP0_c.t1, CP4_g25466_DN3_SP0_c.t1, CP4_g25465_DN3_SP0_c.t1, CP10_g43831_DN3_SP0_c.t1	Ag007G588740
OG0003178	CP11_g32555_DN3_SP6_c.t1	Ag007G613310
OG0003179	CP10_g42099_DN3_SP7_c.t1	Ag001G101000
OG0003179	CP11_g32562_DN3_SP8_c.t1	Ag007G613240
OG0003181	CP10_g42543_DN3_SP8_c.t1	Ag005G483460
OG0003182	CP11_g33724_DN3_SP5_c.t1	Ag006G491500
OG0003183	CP4_g24802_DN2_SP5_c.t1	Ag002G180290
OG0003184	CP4_g25133_DN3_SP1_c.t1, CP4_g25132_DN3_SP2_c.t1	Ag002G165920, Ag002G165900
OG0003185	CP4_g24905_DN3_SP0_c.t1	Ag002G162120
OG0003186	CP7_g45905_DN3_SP7_c.t1	Ag004G330040
OG0003187	CP9_g29242_DN3_SP8_c.t1, CP9_g29248_DN3_SP0_c.t1	Ag003G222910
OG0003188	CP7_g45699_DN3_SP8_c.t1	Ag004G334770
OG0003189	CP7_g45697_DN3_SP0_c.t1, CP7_g45696_DN3_SP1_c.t1	Ag004G334800
OG0003190	CP9_g29398_DN3_SP3_c.t1	Ag003G217080
OG0003190	CP7_g45599_DN2_SP0_c.t1	Ag004G337900
OG0003192	CP2_g48558_DN3_SP5_c.t1	Ag007G635170
OG0003193	CP9_g28309_DN3_SP8_c.t1, CP7_g45165_DN3_SP5_c.t1	Ag004G355680
OG0003194	CP5_g893_DN3_SP0_c.t1	Ag003G267630, Ag001G051430
OG0003195	CP16_g54843_DN3_SP2_c.t1	Ag006G522500
OG0003195	CP16_g54810_DN3_SP0_c.t1	Ag006G521880
OG0003198	CP1_g37173_DN3_SP7_c.t1	Ag004G309130
OG0003198	CP2_g50469_DN3_SP3_c.t1	Ag004G365510, Ag004G364980
OG0003199	CP15_g34708_DN3_SP8_c.t1, CP15_g34737_DN3_SP0_c.t1	Ag005G419750
OG0003201	CP1_g36604_DN3_SP0_c.t1	Ag004G302900
OG0003202	CP1_g36684_DN3_SP8_c.t1	Ag004G301820, Ag005G407860
OG0003203	CP10_g42519_DN3_SP2_c.t1	Ag005G484080
OG0003204	CP11_g33446_DN3_SP1_c.t1	Ag006G498160
OG0003204	CP10_g43013_DN3_SP0_c.t1	Ag005G475410
OG0003206	CP5_g773_DN3_SP1_c.t1	Ag003G279480
OG0003207	CP2_g48227_DN3_SP0_c.t1	Ag008G724640
OG0003208	CP9_g29324_DN2_SP0_c.t1	Ag003G219540
OG0003209	CP10_g43400_DN3_SP0_c.t1	Ag005G466210
OG0003211	CP10_g43504_DN3_SP0_c.t1	Ag005G463940
OG0003212	CP12_g29932_DN3_SP2_c.t1	Ag005G462590
OG0003213	CP12_g29970_DN3_SP0_c.t1	Ag005G461750
OG0003213	CP1_g37902_DN3_SP0_c.t1	Ag001G009100, Ag001G009110
OG0003213	CP1_g37903_DN3_SP0_c.t1	Ag001G009120
OG0003214	CP12_g30137_DN3_SP8_c.t1	Ag005G456340
OG0003215	CP12_g30196_DN3_SP1_c.t1	Ag005G453540
OG0003216	CP10_g43698_DN3_SP4_c.t1, CP10_g43693_DN3_SP0_c.t1	Ag005G412410
OG0003218	CP7_g46227_DN3_SP0_c.t1	Ag001G007000
OG0003219	CP1_g37973_DN3_SP6_c.t1	Ag001G010790
OG0003219	CP12_g30462_DN3_SP7_c.t1	Ag005G443870, Ag005G442660
OG0003220	CP1_g38112_DN3_SP8_c.t1	Ag001G017400
OG0003221	CP8_g54645_DN2_SP0_c.t1	Ag006G517660
OG0003222	CP3_g13849_DN3_SP6_c.t1	Ag001G076720
OG0003222	CP3_g13848_DN3_SP5_c.t1	Ag001G076750
OG0003223	CP16_g55517_DN3_SP5_c.t1	Ag003G279030
OG0003224	CP3_g13755_DN3_SP8_c.t1	Ag001G080200
OG0003224	CP5_g1755_DN2_SP0_c.t1, CP4_g24708_DN3_SP2_c.t1	Ag002G185110
OG0003225	CP3_g13733_DN3_SP6_c.t1	Ag001G080700
OG0003226	CP3_g13410_DN3_SP8_c.t1	Ag001G091510
OG0003226	CP4_g24347_DN3_SP2_c.t1	Ag002G198160
OG0003227	CP9_g28200_DN3_SP0_c.t1, CP9_g28507_DN3_SP0_c.t1	Ag004G358440, Ag001G033800
OG0003230	CP13_g19775_DN1_SP0_c.t1, CP13_g19776_DN3_SP0_c.t1	Ag002G138780, Ag002G114120, Ag002G121800
OG0003231	CP6_g6830_DN3_SP0_c.t1	Ag006G558170
OG0003231	CP13_g20089_DN3_SP1_c.t1	Ag002G123850
OG0003233	CP13_g19222_DN2_SP0_c.t1	Ag003G295130
OG0003234	CP4_g25984_DN3_SP0_c.t1	Ag007G596540
OG0003235	CP1_g37617_DN3_SP0_c.t1	Ag004G317370
OG0003235	CP1_g37618_DN3_SP0_c.t1	Ag004G317460
OG0003236	CP7_g45824_DN3_SP1_c.t1, CP7_g45823_DN2_SP0_c.t1	Ag004G332030
OG0003237	CP3_g14794_DN3_SP0_c.t1	Ag005G448720
OG0003237	CP3_g14795_DN3_SP0_c.t1	Ag005G448730
OG0003239	CP1_g38548_DN3_SP0_c.t1	Ag006G512680
OG0003247	CP5_g937_DN3_SP8_c.t1	Ag003G264140, Ag003G262880
OG0003249	CP5_g790_DN3_SP6_c.t1	Ag003G273150
OG0003250	CP5_g766_DN3_SP8_c.t1	Ag003G279290
OG0003251	CP6_g7375_DN3_SP0_c.t1, CP6_g7376_DN3_SP0_c.t1	Ag001G034020
OG0003252	CP5_g639_DN3_SP0_c.t1	Ag003G274570
OG0003253	CP13_g20196_DN3_SP1_c.t1	Ag007G586840, Ag007G586830
OG0003254	CP4_g24526_DN3_SP0_c.t1	Ag002G192830
OG0003255	CP7_g44783_DN3_SP1_c.t1	Ag007G579520
OG0003255	CP1_g37301_DN3_SP4_c.t1	Ag004G311280
OG0003257	CP13_g19208_DN3_SP0_c.t1	Ag004G341590
OG0003257	CP5_g1409_DN2_SP0_c.t1	Ag007G650950
OG0003258	CP5_g1605_DN1_SP0_c.t1	Ag007G647500
OG0003260	CP3_g13744_DN3_SP1_c.t1	Ag001G080490
OG0003261	CP8_g53272_DN3_SP1_c.t1	Ag008G684910
OG0003263	CP8_g53469_DN3_SP0_c.t1	Ag008G694270
OG0003264	CP11_g32802_DN3_SP1_c.t1	Ag007G607110
OG0003265	CP11_g32856_DN3_SP6_c.t1	Ag007G605600
OG0003266	CP2_g48264_DN3_SP0_c.t1	Ag008G724160
OG0003266	CP11_g33057_DN2_SP0_c.t1	Ag007G601140
OG0003267	CP9_g29036_DN3_SP1_c.t1	Ag003G233590
OG0003267	CP11_g33073_DN3_SP8_c.t1	Ag007G600840
OG0003268	CP6_g6940_DN3_SP0_c.t1	Ag006G574090
OG0003269	CP11_g31785_DN3_SP0_c.t1	Ag002G141630
OG0003270	CP21_g11181_DN3_SP0_c.t1, CP7_g44479_DN3_SP0_c.t1, CP21_g11185_DN3_SP0_c.t1	Ag006G534920
OG0003271	CP7_g45087_DN3_SP2_c.t1	Ag007G583750
OG0003271	CP3_g13766_DN1_SP0_c.t1	Ag001G013780, Ag001G013720
OG0003272	CP7_g44845_DN3_SP2_c.t1	Ag007G580460
OG0003273	CP4_g25258_DN3_SP5_c.t1	Ag007G580320
OG0003274	CP10_g43811_DN3_SP8_c.t1	Ag005G416010
OG0003274	CP5_g470_DN3_SP3_c.t1	Ag003G285460
OG0003275	CP10_g43782_DN2_SP0_c.t1	Ag005G413960
OG0003276	CP10_g43699_DN3_SP7_c.t1	Ag005G412510
OG0003277	CP10_g43679_DN3_SP0_c.t1	Ag008G712650
OG0003278	CP16_g54745_DN3_SP6_c.t1	Ag006G520610
OG0003278	CP5_g58_DN3_SP7_c.t1	Ag003G296440
OG0003279	CP5_g57_DN3_SP1_c.t1	Ag003G263760, Ag003G263740, Ag003G263250, Ag003G263240, Ag003G263200, Ag003G263820, Ag003G263260, Ag003G263780, Ag003G263230, Ag003G263730, Ag003G230370, Ag003G230380, Ag003G230390, Ag003G230400, Ag003G230360, Ag003G263800, Ag003G296460
OG0003280	CP7_g44736_DN3_SP2_c.t1	Ag007G578910
OG0003281	CP13_g19971_DN3_SP0_c.t1	Ag002G104320
OG0003282	CP12_g31486_DN3_SP0_c.t1	Ag005G425550
OG0003283	CP6_g8573_DN3_SP0_c.t1	Ag001G008480
OG0003284	CP6_g7669_DN3_SP7_c.t1, CP12_g30803_DN3_SP0_c.t1	Ag001G038220
OG0003286	CP6_g7454_DN3_SP0_c.t1	Ag001G035740
OG0003287	CP6_g7432_DN3_SP8_c.t1	Ag001G034970
OG0003287	CP12_g30614_DN3_SP5_c.t1	Ag005G438300
OG0003289	CP4_g24341_DN3_SP0_c.t1	Ag002G198370, Ag002G198360
OG0003292	CP8_g54132_DN3_SP8_c.t1	Ag008G714130, Ag006G570650
OG0003293	CP2_g47973_DN3_SP1_c.t1	Ag008G729300
OG0003294	CP2_g47830_DN3_SP6_c.t1	Ag008G731640
OG0003294	CP11_g32949_DN3_SP8_c.t1	Ag007G603360
OG0003296	CP6_g7293_DN2_SP0_c.t1	Ag001G099960
OG0003296	CP3_g14290_DN1_SP0_c.t1	Ag001G062870
OG0003297	CP3_g14272_DN3_SP8_c.t1	Ag001G099770
OG0003298	CP13_g20201_DN3_SP8_c.t1	Ag007G586900
OG0003299	CP4_g25530_DN3_SP4_c.t1	Ag007G589710
OG0003299	CP1_g36566_DN3_SP2_c.t1	Ag004G303430
OG0003300	CP4_g25764_DN2_SP0_c.t1	Ag007G593460
OG0003301	CP4_g26252_DN3_SP5_c.t1, CP4_g26249_DN3_SP4_c.t1	Ag007G597620, Ag007G597640
OG0003302	CP18_g11990_DN3_SP3_c.t1	Ag003G276670
OG0003303	CP10_g42098_DN3_SP2_c.t1	Ag001G101010
OG0003303	CP11_g32564_DN3_SP8_c.t1	Ag007G613220
OG0003305	CP10_g42297_DN3_SP5_c.t1	Ag005G488200
OG0003305	CP11_g32274_DN3_SP8_c.t1	Ag007G624030
OG0003306	CP10_g42470_DN3_SP8_c.t1	Ag005G484880
OG0003307	CP10_g42498_DN3_SP7_c.t1	Ag005G484360
OG0003308	CP10_g42772_DN3_SP0_c.t1	Ag005G479450
OG0003309	CP19_g18126_DN3_SP0_c.t1	Ag005G404000, Ag007G586260
OG0003310	CP7_g46043_DN3_SP2_c.t1	Ag004G326180
OG0003310	CP9_g29491_DN3_SP0_c.t1	Ag003G213640
OG0003311	CP7_g46027_DN3_SP0_c.t1	Ag004G326460, Ag004G326450
OG0003312	CP9_g28982_DN3_SP0_c.t1	Ag003G236190
OG0003313	CP7_g45936_DN3_SP6_c.t1	Ag004G329450
OG0003314	CP7_g45863_DN3_SP0_c.t1	Ag004G331440
OG0003315	CP9_g29331_DN3_SP0_c.t1	Ag003G219470
OG0003315	CP7_g45653_DN3_SP0_c.t1	Ag004G336310
OG0003316	CP9_g29460_DN3_SP2_c.t1	Ag003G214810
OG0003317	CP7_g45526_DN3_SP0_c.t1	Ag003G279860, Ag003G279930, Ag004G339780, Ag004G339630, Ag004G339820
OG0003318	CP12_g30655_DN3_SP6_c.t1	Ag007G655770
OG0003319	CP7_g45321_DN3_SP8_c.t1	Ag003G244310
OG0003320	CP7_g45202_DN3_SP8_c.t1	Ag002G177770
OG0003321	CP5_g803_DN3_SP8_c.t1	Ag003G272190
OG0003322	CP1_g37465_DN3_SP8_c.t1	Ag008G713500
OG0003324	CP10_g42173_DN3_SP0_c.t1	Ag007G617400
OG0003324	CP11_g32455_DN3_SP2_c.t1	Ag007G617410
OG0003325	CP2_g48624_DN3_SP0_c.t1	Ag007G637340
OG0003326	CP11_g33262_DN3_SP5_c.t1	Ag006G510400
OG0003326	CP11_g33261_DN3_SP8_c.t1	Ag006G510390
OG0003327	CP11_g33332_DN3_SP8_c.t1	Ag006G501310, Ag001G080010
OG0003328	CP3_g14466_DN3_SP2_c.t1	Ag008G723140
OG0003329	CP9_g28359_DN3_SP0_c.t1	Ag004G354770
OG0003330	CP9_g28593_DN3_SP7_c.t1	Ag004G347490
OG0003331	CP9_g29412_DN3_SP4_c.t1	Ag003G216660
OG0003332	CP7_g45810_DN3_SP0_c.t1	Ag004G332240
OG0003333	CP9_g29027_DN3_SP1_c.t1	Ag003G233830
OG0003333	CP7_g45915_DN3_SP1_c.t1	Ag004G329920
OG0003335	CP9_g29525_DN3_SP8_c.t1	Ag003G212490
OG0003335	CP7_g46067_DN3_SP7_c.t1	Ag004G325540
OG0003336	CP10_g43291_DN3_SP1_c.t1, CP10_g43290_DN3_SP0_c.t1	Ag005G469670
OG0003337	CP1_g38349_DN3_SP3_c.t1	Ag001G027780
OG0003339	CP7_g46245_DN3_SP0_c.t1	Ag001G006550
OG0003339	CP10_g43467_DN2_SP0_c.t1	Ag005G464590
OG0003340	CP3_g13612_DN3_SP0_c.t1	Ag003G286390, Ag006G500670, Ag001G084450, Ag001G084430
OG0003341	CP3_g13537_DN3_SP0_c.t1, CP3_g13536_DN3_SP0_c.t1	Ag001G086180, Ag001G086190, Ag001G086200, Ag001G086240, Ag001G086210
OG0003342	CP3_g13490_DN3_SP0_c.t1	Ag001G088560
OG0003343	CP3_g13176_DN3_SP8_c.t1	Ag008G719400, Ag002G181720, Ag001G096610
OG0003344	CP19_g17883_DN1_SP0_c.t1	Ag001G009970
OG0003345	CP15_g34898_DN1_SP0_c.t1, CP15_g34899_DN2_SP0_c.t1	Ag004G388420, Ag001G036220, Ag008G699470
OG0003346	CP3_g13314_DN3_SP0_c.t1	Ag001G093600, Ag001G093610, Ag002G135550, Ag002G135760, Ag001G060640
OG0003347	CP3_g14050_DN3_SP0_c.t1	Ag001G071550
OG0003347	CP3_g14051_DN2_SP0_c.t1	Ag001G071540
OG0003350	CP5_g835_DN3_SP0_c.t1	Ag003G270490
OG0003351	CP19_g18420_DN2_SP0_c.t1	Ag006G551870
OG0003351	CP19_g18418_DN2_SP0_c.t1	Ag006G551850
OG0003352	CP11_g32337_DN3_SP0_c.t1	Ag007G622020, Ag007G621900
OG0003359	CP5_g794_DN3_SP0_c.t1	Ag003G272730, Ag003G272710
OG0003360	CP16_g55332_DN3_SP0_c.t1	Ag003G279500
OG0003361	CP22_g17390_DN1_SP0_c.t1	Ag006G549700
OG0003364	CP5_g521_DN3_SP8_c.t1	Ag003G282950, Ag003G282980
OG0003364	CP11_g32093_DN3_SP2_c.t1	Ag006G512150
OG0003365	CP5_g640_DN3_SP0_c.t1	Ag003G274780, Ag003G275060, Ag003G275120, Ag003G274590, Ag003G274720, Ag003G274750, Ag003G274640
OG0003366	CP6_g7128_DN3_SP8_c.t1	Ag001G101230
OG0003367	CP1_g37766_DN3_SP3_c.t1	Ag004G321040
OG0003368	CP5_g1846_DN3_SP0_c.t1	Ag007G652940, Ag004G307750
OG0003369	CP5_g1459_DN3_SP0_c.t1, CP5_g1461_DN3_SP0_c.t1	Ag004G393010, Ag004G393000, Ag004G393020, Ag004G387790, Ag004G387770, Ag004G387800
OG0003370	CP13_g19422_DN3_SP3_c.t1	Ag008G664810
OG0003371	CP13_g19248_DN3_SP8_c.t1	Ag008G669850
OG0003372	CP5_g1504_DN3_SP2_c.t1	Ag002G160840, Ag007G649000
OG0003374	CP5_g1244_DN3_SP8_c.t1	Ag003G252400
OG0003375	CP19_g17890_DN3_SP8_c.t1	Ag007G656020
OG0003379	CP8_g53503_DN3_SP7_c.t1	Ag008G695140, Ag004G375190
OG0003380	CP8_g53775_DN3_SP8_c.t1	Ag002G108230, Ag002G111680, Ag002G103320, Ag008G704470
OG0003381	CP5_g1194_DN2_SP0_c.t1	Ag003G253470
OG0003382	CP11_g32905_DN3_SP7_c.t1	Ag007G604410
OG0003383	CP2_g48163_DN3_SP8_c.t1	Ag008G725810
OG0003383	CP11_g33125_DN3_SP4_c.t1	Ag007G600080
OG0003385	CP6_g6785_DN3_SP0_c.t1	Ag006G561390
OG0003387	CP7_g44569_DN3_SP7_c.t1, CP20_g4217_DN3_SP2_c.t1	Ag006G540410
OG0003389	CP4_g25338_DN3_SP7_c.t1	Ag002G159960
OG0003390	CP7_g44863_DN3_SP8_c.t1, CP7_g44864_DN3_SP2_c.t1, CP3_g15980_DN3_SP0_c.t1	Ag007G580650
OG0003391	CP10_g43660_DN3_SP4_c.t1	Ag005G410510
OG0003394	CP8_g54149_DN3_SP6_c.t1	Ag008G731590
OG0003396	CP20_g4331_DN3_SP1_c.t1	Ag002G146030, Ag006G559790
OG0003397	CP13_g19964_DN3_SP8_c.t1	Ag002G104590
OG0003400	CP6_g7604_DN3_SP8_c.t1	Ag001G038020
OG0003401	CP6_g7456_DN3_SP8_c.t1	Ag001G035820
OG0003402	CP6_g7360_DN3_SP0_c.t1	Ag001G033840
OG0003403	CP17_g6273_DN3_SP0_c.t1	Ag002G206460
OG0003404	CP4_g23995_DN3_SP3_c.t1	Ag002G205090
OG0003404	CP4_g23996_DN3_SP8_c.t1	Ag002G205080
OG0003405	CP3_g13409_DN3_SP8_c.t1	Ag001G091520, Ag002G198230
OG0003406	CP13_g19478_DN3_SP0_c.t1	Ag008G662990
OG0003407	CP10_g42845_DN3_SP8_c.t1	Ag005G478440
OG0003408	CP3_g14398_DN3_SP0_c.t1	Ag001G058360
OG0003410	CP8_g54600_DN3_SP0_c.t1	Ag006G516440
OG0003410	CP1_g36466_DN3_SP2_c.t1	Ag004G298260
OG0003411	CP11_g32054_DN3_SP2_c.t1	Ag006G510150
OG0003411	CP11_g32058_DN3_SP0_c.t1	Ag006G510180
OG0003412	CP4_g25520_DN3_SP0_c.t1	Ag007G589550
OG0003412	CP1_g36560_DN3_SP0_c.t1	Ag004G303560
OG0003413	CP6_g8266_DN1_SP0_c.t1	Ag007G592260
OG0003414	CP11_g33333_DN3_SP0_c.t1	Ag006G501300
OG0003415	CP10_g42135_DN3_SP3_c.t1	Ag001G100510
OG0003415	CP11_g32518_DN3_SP0_c.t1	Ag007G614200
OG0003416	CP11_g32349_DN3_SP8_c.t1	Ag007G621600
OG0003417	CP10_g42508_DN3_SP8_c.t1	Ag005G484200
OG0003418	CP10_g42518_DN3_SP8_c.t1, CP2_g48602_DN3_SP4_c.t1	Ag005G484100
OG0003419	CP10_g42619_DN3_SP4_c.t1	Ag005G482030
OG0003419	CP8_g54441_DN3_SP8_c.t1	Ag007G628980
OG0003423	CP4_g24947_DN2_SP0_c.t1	Ag002G174210
OG0003424	CP3_g13941_DN3_SP8_c.t1	Ag001G074700
OG0003425	CP7_g46182_DN3_SP8_c.t1	Ag004G323030
OG0003427	CP7_g45676_DN3_SP0_c.t1	Ag004G335470
OG0003428	CP7_g45657_DN3_SP0_c.t1	Ag004G336250
OG0003430	CP9_g28613_DN3_SP3_c.t1	Ag003G243170, Ag004G346440
OG0003431	CP9_g28565_DN3_SP0_c.t1	Ag004G348340
OG0003432	CP7_g45226_DN3_SP6_c.t1	Ag003G247090
OG0003433	CP5_g814_DN3_SP3_c.t1	Ag003G271470
OG0003434	CP16_g54988_DN1_SP0_c.t1	Ag002G125180, Ag002G125190
OG0003435	CP1_g36452_DN3_SP0_c.t1	Ag004G298000
OG0003436	CP1_g37231_DN3_SP0_c.t1	Ag004G310300, Ag004G310280
OG0003437	CP12_g30330_DN3_SP5_c.t1	Ag005G448300, Ag002G140030
OG0003438	CP16_g55004_DN3_SP0_c.t1	Ag005G490560
OG0003438	CP11_g32472_DN3_SP1_c.t1	Ag007G616890
OG0003439	CP11_g32220_DN3_SP7_c.t1	Ag007G625690
OG0003439	CP10_g42339_DN3_SP0_c.t1	Ag005G487430
OG0003443	CP3_g14463_DN3_SP7_c.t1	Ag008G691920
OG0003443	CP2_g48323_DN3_SP1_c.t1	Ag008G723020
OG0003444	CP3_g14576_DN3_SP0_c.t1	Ag001G055040
OG0003446	CP9_g28724_DN2_SP0_c.t1	Ag004G343890
OG0003447	CP7_g45533_DN3_SP3_c.t1	Ag004G339700
OG0003447	CP9_g28850_DN3_SP8_c.t1	Ag003G240430
OG0003449	CP10_g43241_DN3_SP0_c.t1	Ag005G470530
OG0003450	CP7_g46388_DN3_SP0_c.t1	Ag001G002360
OG0003450	CP10_g43314_DN1_SP0_c.t1	Ag005G469060, Ag005G469050
OG0003451	CP12_g30105_DN3_SP8_c.t1	Ag005G457270, Ag002G105770
OG0003452	CP12_g30145_DN3_SP7_c.t1	Ag005G456190
OG0003452	CP12_g30144_DN3_SP5_c.t1	Ag005G456220
OG0003453	CP12_g30152_DN3_SP0_c.t1	Ag005G455760, Ag005G455780
OG0003454	CP10_g44088_DN3_SP3_c.t1	Ag005G419360
OG0003455	CP5_g547_DN3_SP2_c.t1	Ag003G282260
OG0003456	CP4_g23997_DN3_SP0_c.t1	Ag001G007290
OG0003457	CP3_g13851_DN3_SP0_c.t1	Ag001G076670
OG0003457	CP4_g24800_DN2_SP0_c.t1	Ag002G180500
OG0003458	CP3_g13339_DN3_SP7_c.t1	Ag001G093060
OG0003462	CP1_g37353_DN3_SP1_c.t1	Ag004G312230
OG0003464	CP10_g42566_DN3_SP1_c.t1	Ag005G483000, Ag005G482970, Ag005G482990
OG0003465	CP7_g44747_DN3_SP1_c.t1, CP7_g44748_DN3_SP0_c.t1	Ag007G578970
OG0003465	CP7_g44746_DN3_SP3_c.t1	Ag007G579000
OG0003481	CP10_g43588_DN2_SP0_c.t1	Ag005G407130
OG0003481	CP5_g1024_DN3_SP0_c.t1	Ag003G259080
