Orthogroup	Conringia_planisiliqua	Brassica_napus
OG0000557	CP4_g24247_DN3_SP0_c.t1	XP_013752140.1, XP_013691234.2
OG0000558	CP4_g25740_DN3_SP0_c.t1, CP18_g12479_DN2_SP0_c.t1, CP6_g6993_DN3_SP0_c.t1	XP_013645706.1, XP_013679339.1, XP_048608363.1, XP_013738942.1, XP_048630434.1
OG0000558	CP4_g25639_DN3_SP0_c.t1, CP4_g26841_DN1_SP0_c.t1	XP_048636777.1, XP_013751305.2, XP_013751312.2
OG0000559	CP11_g33591_DN3_SP1_c.t1	XP_013668310.2, XP_013707312.1
OG0000559	CP2_g49571_DN1_SP0_c.t1, CP13_g19301_DN3_SP0_c.t1, CP2_g49575_DN3_SP0_c.t1	XP_048595878.1, XP_048623406.1, XP_048595876.1
OG0000559	CP11_g33603_DN3_SP0_c.t1	XP_048624185.1
OG0000561	CP2_g47792_DN3_SP0_c.t1	XP_048630047.1, XP_048603266.1, XP_013678382.1
OG0000562	CP10_g42579_DN3_SP8_c.t1	XP_013684484.1, XP_022572219.2, XP_048615385.1, XP_013725449.2
OG0000562	CP11_g32503_DN3_SP8_c.t1	XP_013727944.1, XP_013714384.1
OG0000562	CP2_g48551_DN3_SP8_c.t1	XP_013643968.1, XP_013643800.1, XP_013737444.2, XP_013660836.2
OG0000563	CP6_g7342_DN3_SP0_c.t1	XP_048614119.1
OG0000563	CP5_g1770_DN3_SP0_c.t1, CP5_g1776_DN2_SP0_c.t1, CP5_g1761_DN2_SP0_c.t1	XP_022570888.1, XP_048617661.1, XP_013640728.2, XP_048616397.1, XP_048617662.1, XP_048617652.1, XP_013684791.2, XP_013702787.2, XP_013640872.2, XP_013687381.2
OG0000564	CP16_g55169_DN3_SP0_c.t1	XP_022574381.1, XP_048611943.1
OG0000566	CP8_g54288_DN3_SP0_c.t1, CP8_g54270_DN2_SP0_c.t1	XP_013721942.2, XP_013721892.2, XP_048623374.1, XP_048599059.1
OG0000568	CP1_g39148_DN3_SP0_c.t1, CP6_g8314_DN2_SP0_c.t1	XP_013652093.2, XP_048635132.1, XP_013700698.1, XP_022560612.2, XP_048616158.1, XP_022550066.2
OG0000569	CP4_g25218_DN3_SP0_c.t1	XP_013658317.2, XP_013747302.2, XP_013658316.1
OG0000569	CP4_g24895_DN3_SP0_c.t1	XP_013752204.2, XP_022575974.2, XP_048609455.1
OG0000570	CP10_g42201_DN3_SP8_c.t1	XP_048636257.1, XP_013700324.1, XP_048614076.1, XP_013750964.1, XP_048602029.1
OG0000570	CP11_g32419_DN3_SP6_c.t1	XP_013735665.1, XP_013684215.1
OG0000571	CP8_g54099_DN3_SP8_c.t1	XP_013665864.1, XP_013705620.1
OG0000571	CP1_g37089_DN3_SP8_c.t1, CP1_g37090_DN3_SP2_c.t1	XP_013729508.1, XP_013655311.2
OG0000572	CP3_g14806_DN3_SP0_c.t1, CP3_g15404_DN3_SP0_c.t1	XP_022553524.2
OG0000572	CP6_g6955_DN3_SP0_c.t1	XP_013743943.2, XP_048591759.1, XP_048591760.1, XP_048615996.1
OG0000572	CP9_g28994_DN3_SP0_c.t1	XP_013702265.1, XP_013649650.1
OG0000573	CP2_g49157_DN3_SP1_c.t1	XP_048626048.1, XP_013652392.1
OG0000574	CP14_g23646_DN2_SP0_c.t1, CP117_g56225_DN2_SP0_c.t1, CP14_g23679_DN2_SP0_c.t1, CP103_g21003_DN2_SP0_c.t1, CP63_g12714_DN2_SP0_c.t1	XP_013689837.1, XP_022566530.2
OG0000574	CP1_g40827_DN3_SP0_c.t1, CP1_g40831_DN3_SP0_c.t1	XP_013659088.2, XP_013698998.1
OG0000575	CP2_g49287_DN3_SP5_c.t1, CP3_g15566_DN3_SP2_c.t1	XP_013646961.1, XP_022568549.1
OG0000575	CP5_g629_DN3_SP1_c.t1, CP2_g49391_DN2_SP3_c.t1	XP_013654860.1, XP_013666285.1, XP_022572767.1, XP_013738414.1
OG0000578	CP1_g37334_DN3_SP8_c.t1	XP_013645767.2, XP_013640911.1, XP_013641342.1, XP_013716420.1
OG0000578	CP2_g49347_DN3_SP8_c.t1	XP_013714644.1, XP_022569287.1
OG0000578	CP9_g28605_DN3_SP7_c.t1	XP_013671147.2, XP_022569198.1
OG0000579	CP19_g18068_DN3_SP6_c.t1	XP_013654970.1, XP_013712976.1, XP_013739916.1, XP_022563004.1
OG0000579	CP19_g17877_DN3_SP8_c.t1	XP_022570157.1, XP_013647809.1, XP_048633484.1, XP_022573813.1
OG0000581	CP10_g42891_DN3_SP4_c.t1, CP10_g42890_DN3_SP4_c.t1	XP_048632305.1, XP_048606147.1, XP_048600755.1, XP_013724063.2
OG0000582	CP8_g54154_DN3_SP8_c.t1	XP_048627936.1, XP_013682217.1
OG0000582	CP4_g26047_DN3_SP3_c.t1	XP_013692365.1, XP_013653680.1
OG0000583	CP4_g25615_DN1_SP0_c.t1	XP_048608374.1, XP_048630637.1, XP_013746600.1, XP_048636775.1, XP_013675488.1, XP_048610427.1, XP_048610428.1, XP_013751313.2, XP_048609999.1, XP_048634330.1
OG0000583	CP1_g36902_DN2_SP0_c.t1	XP_048613775.1
OG0000583	CP4_g25617_DN2_SP0_c.t1	XP_022557759.1, XP_048634331.1
OG0000584	CP13_g20194_DN2_SP0_c.t1	XP_013664847.2
OG0000584	CP5_g1146_DN3_SP6_c.t1	XP_013734615.1
OG0000585	CP7_g44900_DN3_SP2_c.t1	XP_013655076.2, XP_013671434.1
OG0000585	CP4_g25294_DN3_SP8_c.t1	XP_048631229.1, XP_048608436.1, XP_013736254.1, XP_013719774.2, XP_013677253.1, XP_048634423.1, XP_048636649.1, XP_048630450.1, XP_013729102.1, XP_013691999.1
OG0000586	CP10_g43870_DN2_SP0_c.t1	XP_013646742.1, XP_048595566.1
OG0000586	CP22_g17593_DN2_SP0_c.t1	XP_048603877.1, XP_048614988.1
OG0000587	CP8_g54533_DN3_SP8_c.t1	XP_048626711.1, XP_013731710.1, XP_048626291.1, XP_013719426.1, XP_013666422.1, XP_013722754.1
OG0000587	CP4_g24034_DN3_SP7_c.t1	XP_013752019.1, XP_013751994.1, XP_013688175.1, XP_013690942.1
OG0000587	CP1_g36514_DN3_SP8_c.t1	XP_013673021.2, XP_013677233.1, XP_048613603.1, XP_013671328.2
OG0000588	CP10_g43461_DN3_SP8_c.t1	XP_013736282.2, XP_013693851.1, XP_048635793.1
OG0000588	CP4_g24465_DN3_SP8_c.t1	XP_048611193.1, XP_013744999.2, XP_013688154.1, XP_048636344.1
OG0000588	CP7_g46252_DN3_SP8_c.t1	XP_048616649.1, XP_013655465.2, XP_013672947.2
OG0000589	CP3_g14828_DN3_SP0_c.t1	XP_048601693.1
OG0000589	CP3_g14829_DN3_SP0_c.t1	XP_048590737.1, XP_048590739.1, XP_022543177.2, XP_048606710.1, XP_013646942.1, XP_013646943.1
OG0000590	CP10_g42545_DN3_SP8_c.t1	XP_022555137.1, XP_013684502.2, XP_013677645.2, XP_048636092.1, XP_048626180.1, XP_013693195.1
OG0000590	CP2_g48582_DN3_SP6_c.t1	XP_048591141.1
OG0000591	CP5_g885_DN3_SP0_c.t1	XP_013667426.2
OG0000591	CP5_g884_DN3_SP0_c.t1	XP_022559912.2, XP_013667415.3
OG0000591	CP7_g45816_DN3_SP0_c.t1	XP_013664649.2
OG0000591	CP7_g45815_DN3_SP0_c.t1	XP_013664650.1
OG0000591	CP25_g55814_DN2_SP0_c.t1	XP_013668658.1
OG0000592	CP1_g38258_DN3_SP6_c.t1	XP_013677508.2, XP_048636320.1, XP_022575180.2
OG0000592	CP7_g45946_DN3_SP8_c.t1	XP_022568363.1, XP_013664597.2, XP_048597594.1, XP_013641806.1, XP_013671145.1
OG0000593	CP16_g54938_DN3_SP0_c.t1	XP_048613464.1
OG0000594	CP3_g14555_DN3_SP0_c.t1	XP_013710379.2, XP_013670116.1, XP_013708897.2, XP_013672112.1
OG0000594	CP3_g14558_DN2_SP0_c.t1	XP_048631941.1
OG0000594	CP3_g14556_DN3_SP0_c.t1	XP_048608820.1, XP_013672149.2
OG0000596	CP8_g53495_DN3_SP8_c.t1	XP_013666825.2, XP_013685720.1, XP_022548988.1, XP_013717120.1
OG0000597	CP4_g25743_DN3_SP0_c.t1	XP_048633819.1, XP_048633818.1
OG0000600	CP8_g53653_DN3_SP5_c.t1	XP_013666995.1, XP_013729132.3
OG0000600	CP10_g43555_DN3_SP2_c.t1	XP_013744432.1, XP_013670895.1, XP_013664455.1, XP_013732486.2, XP_048593097.1, XP_013671716.1
OG0000601	CP11_g32422_DN3_SP0_c.t1	XP_013662349.1, XP_048602331.1, XP_013720933.1, XP_013667771.1, XP_013728930.1, XP_013728257.1
OG0000602	CP11_g33559_DN3_SP8_c.t1	XP_022554158.1, XP_013724950.2
OG0000602	CP3_g14037_DN3_SP7_c.t1	XP_013750012.1, XP_048592950.1
OG0000602	CP10_g42946_DN3_SP8_c.t1	XP_022575563.2, XP_013750400.2, XP_013684600.1, XP_013736031.1, XP_048600726.1, XP_013724119.2
OG0000604	CP3_g13116_DN3_SP5_c.t1, CP19_g18152_DN3_SP8_c.t1	XP_013703713.2, XP_013657002.1, XP_013739586.2, XP_013671256.2
OG0000605	CP9_g29043_DN3_SP8_c.t1	XP_013676721.1, XP_013708238.1, XP_048629459.1
OG0000605	CP9_g29041_DN3_SP2_c.t1	XP_048629462.1, XP_013674823.1, XP_013674864.2
OG0000605	CP9_g29042_DN3_SP3_c.t1	XP_013710706.1, XP_013652380.2, XP_013674865.1, XP_013674824.1, XP_048603614.1, XP_048629461.1
OG0000606	CP12_g29947_DN3_SP8_c.t1	XP_048594992.1, XP_048602177.1, XP_013655712.2, XP_013735075.1, XP_048632424.1, XP_048609069.1
OG0000606	CP9_g29723_DN3_SP8_c.t1	XP_013678623.1, XP_013648550.1
OG0000606	CP1_g37884_DN3_SP8_c.t1	XP_048630985.1, XP_013742775.1, XP_013721390.1, XP_013701935.2, XP_048606511.1
OG0000607	CP12_g30241_DN1_SP0_c.t1	XP_048609138.1, XP_022572172.1
OG0000607	CP10_g44023_DN3_SP0_c.t1	XP_022548655.2, XP_013736846.2, XP_048607115.1
OG0000607	CP5_g619_DN1_SP0_c.t1	XP_013657315.2, XP_048601134.1, XP_013656207.2, XP_013656234.2
OG0000608	CP20_g4022_DN3_SP0_c.t1	XP_048631958.1, XP_013732042.1
OG0000609	CP5_g500_DN2_SP0_c.t1	XP_013749429.1, XP_022562970.2, XP_013724946.1
OG0000612	CP2_g49401_DN3_SP8_c.t1	XP_013672274.1, XP_013748812.2
OG0000612	CP3_g13598_DN3_SP2_c.t1, CP4_g24538_DN3_SP8_c.t1	XP_013744965.2, XP_013687834.1, XP_048609614.1, XP_013747801.2, XP_013683751.1, XP_013734456.2
OG0000613	CP10_g42243_DN3_SP2_c.t1	XP_048602010.1, XP_013647478.1, XP_013659460.1, XP_013681702.1, XP_022570658.2, XP_013740867.2
OG0000613	CP8_g53350_DN3_SP3_c.t1, CP5_g1608_DN3_SP6_c.t1	XP_013714062.1, XP_013665733.1
OG0000614	CP11_g33015_DN3_SP2_c.t1	XP_048598431.1, XP_048625381.1, XP_048625380.1, XP_013715562.2, XP_048625119.1, XP_013680324.2, XP_048603362.1, XP_013692107.2, XP_013692114.1, XP_048602692.1
OG0000615	CP10_g43718_DN3_SP7_c.t1	XP_013647217.1, XP_013685198.1, XP_013749070.1
OG0000615	CP5_g396_DN3_SP7_c.t1	XP_013748999.1, XP_013744356.1, XP_022575259.1, XP_013644763.1, XP_013656450.1, XP_048607287.1, XP_013671854.1
OG0000615	CP3_g14246_DN3_SP7_c.t1	XP_013741290.1
OG0000616	CP8_g54088_DN3_SP0_c.t1	XP_022556800.1, XP_013667150.1
OG0000617	CP2_g49373_DN3_SP0_c.t1	XP_013673546.2, XP_013670173.1
OG0000618	CP9_g29495_DN3_SP8_c.t1	XP_022566452.1
OG0000618	CP5_g1252_DN3_SP7_c.t1	XP_013741580.2, XP_013705739.1
OG0000619	CP4_g25024_DN3_SP7_c.t1	XP_013692018.1, XP_013694676.2, XP_013694715.2, XP_013692275.1, XP_013738292.1, NP_001302919.1
OG0000619	CP4_g25023_DN3_SP3_c.t1	XP_013738293.1, XP_048631651.1
OG0000619	CP3_g14018_DN3_SP8_c.t1	XP_013750026.1, NP_001303184.1, XP_013730247.1
OG0000620	CP64_g21061_DN3_SP1_c.t1, CP7_g45901_DN3_SP6_c.t1	XP_013683027.1, XP_013657263.2, XP_013723362.2, XP_013664611.2, XP_048621110.1, XP_013641828.2
OG0000620	CP9_g29047_DN3_SP8_c.t1	XP_013649734.2, XP_013700780.1, XP_013712462.1, XP_048627379.1, XP_048629458.1
OG0000621	CP11_g31802_DN3_SP0_c.t1	XP_048611895.1, XP_048600754.1
OG0000621	CP11_g31803_DN3_SP0_c.t1	XP_048596748.1
OG0000621	CP5_g1834_DN3_SP0_c.t1, CP271_g11212_DN3_SP0_c.t1, CP29_g21948_DN1_SP0_c.t1, CP45_g22368_DN3_SP0_c.t1	XP_048633330.1
OG0000622	CP16_g54835_DN3_SP0_c.t1	XP_013691289.2, XP_048597119.1, XP_048591745.1, XP_048615972.1, XP_048596466.1, XP_013752327.2, XP_048622058.1, XP_048596959.1, XP_013699512.1, XP_013752328.2
OG0000622	CP16_g55106_DN3_SP0_c.t1	XP_048613566.1, XP_048635070.1, XP_048630728.1, XP_013689703.3, XP_048635069.1, XP_013673937.1, XP_013745920.1, XP_048634128.1, XP_013751225.2
OG0000625	CP10_g42213_DN1_SP5_c.t1	XP_048627991.1, XP_013675430.1, XP_048636998.1, XP_048614288.1
OG0000625	CP5_g805_DN2_SP3_c.t1	XP_013667693.1, XP_013660037.1, XP_013685194.1, XP_013747057.1, XP_013681436.1, XP_013719616.1, XP_013751280.1
OG0000626	CP2_g48925_DN3_SP0_c.t1	XP_013691291.1, XP_013721073.1, XP_048611662.1
OG0000628	CP9_g29435_DN3_SP0_c.t1	XP_013648677.1, XP_013720097.1, XP_013652476.1, XP_013648664.1
OG0000628	CP12_g30210_DN3_SP8_c.t1, CP12_g30211_DN3_SP2_c.t1	XP_013670537.1, XP_013686168.1, XP_013684892.1, XP_013744093.1, XP_013641819.1, XP_022575312.1
OG0000629	CP3_g15800_DN1_SP0_c.t1	XP_013695303.2, XP_048608650.1, XP_022555958.1, XP_048607603.1, XP_013718143.2, XP_048614427.1
OG0000630	CP3_g13617_DN2_SP0_c.t1	XP_013655308.1, XP_013655307.1, XP_022570270.1
OG0000631	CP9_g27687_DN3_SP0_c.t1	XP_048603715.1
OG0000632	CP21_g10904_DN3_SP2_c.t1	XP_013708217.1, XP_022574225.1, XP_013708327.1, XP_048626958.1, XP_013648240.1, XP_013750187.1, XP_013741983.1
OG0000632	CP4_g24198_DN3_SP8_c.t1	XP_013748162.1, XP_013688126.1, XP_013686256.1, XP_013666692.1
OG0000633	CP7_g46202_DN3_SP0_c.t1	XP_013709787.1, XP_048596538.1, XP_013661633.1, XP_013675201.2, XP_013749663.1, XP_013641520.2, XP_048637934.1, XP_013698565.1, XP_013745599.2, XP_013722722.1, XP_048609664.1, XP_013742097.1
OG0000635	CP4_g25595_DN3_SP0_c.t1	XP_048634165.1, XP_013714140.1
OG0000636	CP11_g33316_DN3_SP0_c.t1	XP_013715728.2, XP_013728529.2, XP_013728500.1, XP_013715444.2, XP_048623212.1
OG0000636	CP11_g33317_DN3_SP0_c.t1	XP_022554247.1, XP_013728505.1
OG0000637	CP13_g19785_DN2_SP0_c.t1	XP_022551254.1
OG0000638	CP5_g1015_DN2_SP0_c.t1	XP_048606453.1, XP_013733031.1, XP_048607205.1, XP_048593773.1, XP_013709850.2, XP_013677030.1, XP_013656804.2, XP_022545753.2, XP_048606450.1, XP_048593700.1, XP_048621734.1, XP_022545754.2, XP_013714324.2, XP_013685040.1, XP_013714481.2, XP_013667753.3, XP_048601301.1, XP_013667740.1, XP_048637237.1
OG0000639	CP2_g48892_DN1_SP0_c.t1	XP_048634605.1, XP_013690505.2, XP_048611159.1, XP_022574137.2
OG0000640	CP7_g45691_DN3_SP0_c.t1	XP_013710236.2, XP_013727408.1
OG0000640	CP20_g4152_DN3_SP0_c.t1	XP_048620476.1, XP_022565277.2, XP_013674334.1
OG0000640	CP3_g14340_DN2_SP0_c.t1	XP_048596974.1, XP_013674336.1
OG0000641	CP12_g30544_DN3_SP0_c.t1	XP_013731349.1
OG0000642	CP5_g1553_DN3_SP0_c.t1	XP_013746715.2, XP_013722727.2
OG0000642	CP5_g1700_DN3_SP0_c.t1, CP5_g1697_DN3_SP0_c.t1, CP5_g1694_DN3_SP0_c.t1, CP5_g1692_DN3_SP0_c.t1, CP5_g1546_DN3_SP0_c.t1, CP5_g1549_DN3_SP0_c.t1, CP5_g1547_DN3_SP0_c.t1	XP_013691591.2, XP_013752032.2
OG0000645	CP6_g7535_DN3_SP0_c.t1	XP_022556712.1, XP_022559748.1
OG0000645	CP6_g7537_DN3_SP0_c.t1	XP_013691151.2, XP_013742840.2
OG0000646	CP13_g19131_DN3_SP8_c.t1	XP_013707492.2, XP_013644501.2, XP_013666596.1, XP_013666598.1, XP_022552842.2
OG0000646	CP10_g42190_DN3_SP8_c.t1	XP_048602023.1, XP_013700311.2, XP_048636252.1, XP_013750970.2
OG0000646	CP5_g1532_DN3_SP0_c.t1	XP_013722726.2, XP_013746718.2
OG0000647	CP10_g42929_DN3_SP3_c.t1	XP_013745945.1
OG0000648	CP3_g13127_DN3_SP0_c.t1	XP_013716782.2, XP_013711378.1, XP_013671889.2, XP_048634224.1
OG0000648	CP3_g13128_DN3_SP0_c.t1	XP_048635868.1, XP_048615155.1, XP_013711379.1, XP_048597340.1
OG0000649	CP1_g39418_DN3_SP8_c.t1	XP_048594452.1, XP_013667662.2
OG0000650	CP13_g19916_DN3_SP1_c.t1	XP_048603845.1, XP_022572818.2
OG0000650	CP13_g19913_DN3_SP1_c.t1, CP13_g19914_DN3_SP0_c.t1	XP_048616095.1, XP_048596606.1, XP_013729345.2, XP_022552361.1
OG0000650	CP13_g19915_DN3_SP8_c.t1	XP_013703246.1, XP_022558958.1
OG0000651	CP3_g14839_DN2_SP0_c.t1	XP_048596286.1
OG0000653	CP14_g23835_DN2_SP0_c.t1, CP3_g15765_DN1_SP0_c.t1	XP_022559969.1
OG0000653	CP3_g15766_DN1_SP0_c.t1, CP1_g41458_DN1_SP0_c.t1, CP202_g51866_DN2_SP0_c.t1, CP23_g21848_DN3_SP0_c.t1	XP_048606644.1
OG0000653	CP6_g8538_DN2_SP0_c.t1	XP_048620370.1
OG0000654	CP8_g53974_DN2_SP0_c.t1	XP_048624906.1, XP_022548725.2, XP_048624035.1
OG0000655	CP17_g5104_DN2_SP0_c.t1	XP_048619888.1
OG0000658	CP3_g13971_DN3_SP7_c.t1	XP_013674630.1, XP_013742569.1, XP_048597079.1, XP_013707375.1, XP_013678297.1, XP_013651903.1
OG0000658	CP13_g19259_DN3_SP1_c.t1, CP2_g48587_DN3_SP7_c.t1	XP_013675313.1, XP_022547984.2, XP_022565068.1, XP_048629323.1, XP_013643931.1
OG0000659	CP8_g53660_DN3_SP6_c.t1	XP_013747240.1, XP_013714327.1
OG0000659	CP10_g43556_DN3_SP5_c.t1	XP_013669799.1
OG0000659	CP10_g43557_DN3_SP7_c.t1	XP_013667002.1, XP_048619029.1, XP_013732699.1
OG0000660	CP3_g14720_DN3_SP8_c.t1	XP_013671794.1, XP_013642577.1
OG0000660	CP8_g53925_DN3_SP8_c.t1	XP_013713659.2, XP_013714436.1, XP_013716818.1, XP_013729589.1
OG0000661	CP4_g25588_DN3_SP2_c.t1, CP4_g25594_DN3_SP8_c.t1	XP_013734128.1, XP_013742753.2, XP_013734127.2, XP_048636764.1, XP_048636769.1, XP_048608381.1, XP_013744323.1, XP_022557083.1, XP_013687471.1, XP_013744322.2, XP_013692454.1, XP_013714770.1
OG0000662	CP11_g32387_DN3_SP0_c.t1	XP_048625100.1, XP_013720877.1, XP_013666027.2
OG0000662	CP10_g42234_DN3_SP0_c.t1	XP_013644602.2, XP_013647325.2, XP_013740866.3, XP_048605996.1
OG0000662	CP11_g32386_DN3_SP0_c.t1	XP_013686315.1, XP_013659923.2, XP_013720864.1, XP_013667797.2
OG0000663	CP7_g45199_DN3_SP3_c.t1	XP_013710601.1, XP_013654692.2, XP_048622533.1, XP_013698005.1, XP_013657143.1
OG0000663	CP9_g28369_DN3_SP5_c.t1	XP_048617081.1, XP_013700768.2, XP_013676450.1, XP_013688590.1
OG0000666	CP5_g1070_DN2_SP0_c.t1	XP_048637448.1
OG0000666	CP4_g25815_DN2_SP0_c.t1	XP_048607540.1, XP_048607268.1, XP_022546482.2, XP_048607642.1, XP_048607270.1, XP_048594497.1, XP_022554060.1, XP_022546473.2
OG0000669	CP4_g24316_DN3_SP8_c.t1	XP_013692588.1, XP_013691828.1, XP_013725403.2, XP_022574265.1, XP_013734761.2
OG0000669	CP13_g19690_DN3_SP7_c.t1	XP_022543708.1, XP_013644873.1, XP_013677313.2, XP_013684268.1, XP_013728361.1, XP_013733290.1
OG0000671	CP5_g1572_DN3_SP0_c.t1	XP_013743031.2, XP_022556808.2, XP_013722725.2, XP_013743062.2, XP_013692619.1, XP_013747695.2, XP_022559188.1, XP_013747696.2
OG0000672	CP7_g44981_DN3_SP8_c.t1, CP4_g25323_DN3_SP8_c.t1	XP_048591654.1, XP_048616267.1
OG0000673	CP13_g19429_DN3_SP0_c.t1	XP_048618761.1, XP_013644816.1
OG0000673	CP13_g19426_DN3_SP0_c.t1	XP_048618769.1, XP_013644819.1, XP_048626622.1
OG0000673	CP16_g55084_DN3_SP0_c.t1	XP_013711170.1
OG0000673	CP16_g55078_DN3_SP0_c.t1	XP_048606904.1, XP_013740848.2
OG0000675	CP4_g25543_DN3_SP6_c.t1	XP_013686033.1, XP_013641687.1, XP_013708044.1, XP_022546065.2, XP_013662237.2, XP_013698987.1, XP_013683384.1, XP_013734096.1
OG0000676	CP9_g29068_DN3_SP4_c.t1	XP_048615976.1, XP_013649750.2, XP_048603623.1, XP_048617386.1, XP_013674869.1, XP_048591751.1
OG0000677	CP7_g45338_DN3_SP2_c.t1	XP_048592674.1, XP_048618633.1
OG0000677	CP7_g45337_DN3_SP1_c.t1	XP_013729657.2
OG0000677	CP7_g45336_DN3_SP2_c.t1	XP_048593974.1, XP_048596877.1
OG0000685	CP5_g1051_DN3_SP7_c.t1	XP_013693908.1, XP_013667603.1, XP_013665997.2, XP_048591631.1, XP_013681594.2
OG0000685	CP19_g18016_DN3_SP6_c.t1	XP_013656534.2, XP_013725663.1, XP_013698418.1, XP_013741271.1
OG0000686	CP5_g631_DN3_SP1_c.t1	XP_048606362.1, XP_048594823.1
OG0000687	CP6_g7190_DN3_SP8_c.t1	XP_013737363.1, XP_013688207.1
OG0000687	CP4_g24213_DN3_SP7_c.t1	XP_013648377.1, XP_013728415.1, XP_013734799.1, XP_013683709.1
OG0000688	CP13_g19582_DN3_SP0_c.t1	XP_013724731.1
OG0000689	CP20_g4121_DN3_SP8_c.t1, CP7_g44498_DN3_SP0_c.t1	XP_013717473.1, XP_022571867.1, XP_048617710.1, XP_013657209.1, XP_022565946.1, XP_048636312.1, XP_048596822.1, XP_013719778.1
OG0000691	CP12_g29993_DN3_SP0_c.t1	XP_048602160.1, XP_013676344.1
OG0000691	CP4_g24791_DN3_SP0_c.t1	XP_022561065.2
OG0000691	CP4_g24792_DN3_SP0_c.t1	XP_013744859.2, XP_048611099.1
OG0000691	CP4_g24790_DN3_SP0_c.t1	XP_013752215.3, XP_048611360.1
OG0000692	CP3_g13482_DN3_SP0_c.t1	XP_048609678.1, XP_048634286.1, XP_013692318.2, XP_013663673.1
OG0000692	CP3_g13481_DN3_SP7_c.t1	XP_013692317.2, XP_013663678.1, XP_013724456.1, XP_013648333.2
OG0000692	CP4_g24450_DN3_SP8_c.t1	XP_013673090.1, XP_013657030.1
OG0000693	CP3_g13773_DN3_SP8_c.t1	XP_013710482.2, XP_013672165.1, XP_013742366.2
OG0000693	CP4_g24736_DN3_SP3_c.t1	XP_013734568.2, XP_013716868.1, XP_048636437.1, XP_013748038.1
OG0000693	CP4_g24737_DN3_SP8_c.t1	XP_022574124.1, XP_022557226.1, XP_013692297.2, XP_013748037.1
OG0000694	CP16_g55143_DN3_SP0_c.t1	XP_048633672.1, XP_048633671.1, XP_013743891.1
OG0000694	CP16_g55166_DN3_SP0_c.t1, CP16_g55142_DN3_SP0_c.t1	XP_048612354.1, XP_022573888.2, XP_048597410.1, XP_013659076.1, XP_013734122.1, XP_013746597.2, XP_022573891.2, XP_048611937.1
OG0000695	CP9_g29051_DN3_SP0_c.t1	XP_022569842.2, XP_013707952.2, XP_013649689.2
OG0000695	CP2_g49207_DN3_SP0_c.t1	XP_013701202.2, XP_013672251.1
OG0000695	CP2_g49214_DN2_SP0_c.t1, CP2_g49210_DN3_SP0_c.t1	XP_013745313.1, XP_013701106.1
OG0000696	CP12_g29959_DN3_SP0_c.t1	XP_013749742.1, XP_013693302.1
OG0000697	CP1_g38037_DN3_SP0_c.t1	XP_048616364.1, XP_048637778.1
OG0000699	CP4_g24821_DN3_SP0_c.t1	XP_013705471.1, XP_013734627.2
OG0000699	CP4_g24823_DN3_SP0_c.t1	XP_048636463.1
OG0000699	CP5_g1819_DN3_SP0_c.t1	XP_013748951.2, XP_048627309.1, XP_013687456.1
OG0000700	CP4_g25833_DN3_SP0_c.t1	XP_013744174.2, XP_013687288.1, XP_048626806.1, XP_048626807.1, XP_048633788.1, XP_013744172.1, XP_013744173.3, XP_022545808.2, XP_048630390.1, XP_048610805.1
OG0000702	CP11_g32519_DN3_SP8_c.t1	XP_013659613.1, XP_013667682.1, XP_013714887.1, XP_013727891.2, XP_013712807.1
OG0000702	CP13_g19250_DN3_SP1_c.t1	XP_013644636.2, XP_013707604.2
OG0000702	CP10_g42133_DN3_SP2_c.t1	XP_013730598.2, XP_048614356.1
OG0000703	CP11_g33519_DN3_SP7_c.t1	XP_013668363.1, XP_048624324.1
OG0000703	CP4_g25093_DN3_SP7_c.t1	XP_013687601.2, XP_048612031.1
OG0000703	CP3_g14069_DN3_SP8_c.t1	XP_048597053.1, XP_048620550.1, XP_013684789.1, XP_013721718.2
OG0000704	CP6_g6844_DN3_SP7_c.t1	XP_013746931.2, XP_048627597.1, XP_048632079.1, XP_013659142.1
OG0000704	CP6_g6845_DN3_SP2_c.t1	XP_013669107.1, XP_048601479.1, XP_013746930.1, XP_013715956.1
OG0000705	CP4_g24354_DN3_SP0_c.t1	XP_013725471.2, XP_013691612.2
OG0000706	CP2_g48432_DN3_SP8_c.t1	XP_048602282.1
OG0000706	CP2_g47809_DN3_SP8_c.t1	XP_013678427.1, XP_013678378.1, XP_013678120.2, XP_013720203.2, XP_013729794.1, XP_013643114.2
OG0000707	CP3_g14291_DN3_SP4_c.t1	XP_013695468.1, XP_013752390.2
OG0000708	CP10_g44052_DN2_SP0_c.t1, CP10_g44053_DN3_SP0_c.t1, CP12_g31072_DN3_SP0_c.t1	XP_013655264.1
OG0000709	CP13_g20018_DN3_SP0_c.t1	XP_013734073.1, XP_013712811.1
OG0000710	CP1_g37681_DN3_SP0_c.t1	XP_013673589.1, XP_013641365.2, XP_013674760.1, XP_048590921.1, XP_048621242.1, XP_013693652.2, XP_013664663.1, XP_013664664.2, XP_048621251.1, XP_048627255.1, XP_048627119.1, XP_048597714.1, XP_013712107.2, XP_048621249.1, XP_048627257.1, XP_013708896.1, XP_013693719.2
OG0000711	CP16_g55009_DN3_SP0_c.t1, CP16_g55010_DN3_SP0_c.t1	XP_048633627.1, XP_013687092.2
OG0000711	CP5_g1431_DN3_SP0_c.t1	XP_013743262.1, XP_013686936.2
