Orthogroup	Conringia_planisiliqua	Cardamine_hirsuta
OG0000915	CP3_g14071_DN3_SP8_c.t1	CARHR162790
OG0000915	CP4_g25100_DN3_SP8_c.t1	CARHR130700
OG0000916	CP1_g37756_DN3_SP0_c.t1	CARHR014950
OG0000917	CP1_g37608_DN3_SP1_c.t1	CARHR013440, CARHR013430
OG0000917	CP1_g37607_DN3_SP0_c.t1	CARHR013400, CARHR013420, CARHR013410
OG0000919	CP12_g30062_DN2_SP0_c.t1	CARHR092500
OG0000921	CP1_g38141_DN2_SP0_c.t1	CARHR039690
OG0000921	CP1_g38142_DN3_SP0_c.t1	CARHR039680
OG0000921	CP1_g38140_DN2_SP0_c.t1	CARHR039710
OG0000923	CP8_g52447_DN3_SP0_c.t1, CP8_g52434_DN3_SP0_c.t1, CP8_g52456_DN3_SP0_c.t1	CARHR258610, CARHR257930
OG0000924	CP5_g381_DN3_SP2_c.t1	CARHR244690
OG0000924	CP10_g43702_DN3_SP3_c.t1	CARHR108620
OG0000930	CP10_g43552_DN3_SP7_c.t1	CARHR110230
OG0000930	CP5_g1067_DN3_SP7_c.t1	CARHR237130
OG0000931	CP10_g42819_DN3_SP5_c.t1	CARHR082840
OG0000931	CP10_g43080_DN3_SP8_c.t1	CARHR085720
OG0000932	CP4_g25013_DN3_SP8_c.t1	CARHR132320
OG0000932	CP10_g43155_DN3_SP8_c.t1	CARHR086480
OG0000933	CP19_g18085_DN3_SP6_c.t1	CARHR233010, CARHR265320
OG0000934	CP6_g6865_DN3_SP0_c.t1	CARHR176970
OG0000935	CP11_g31919_DN3_SP8_c.t1	CARHR252220
OG0000935	CP6_g6743_DN3_SP8_c.t1	CARHR227740
OG0000936	CP6_g6692_DN3_SP6_c.t1	CARHR228280
OG0000936	CP6_g6690_DN2_SP2_c.t1	CARHR228290
OG0000937	CP19_g18257_DN3_SP0_c.t1	CARHR259700, CARHR231390, CARHR231400
OG0000937	CP19_g18252_DN3_SP0_c.t1, CP19_g18253_DN3_SP0_c.t1	CARHR231410
OG0000938	CP3_g15092_DN3_SP0_c.t1	CARHR247080
OG0000940	CP12_g31692_DN3_SP8_c.t1	CARHR103300
OG0000940	CP5_g427_DN3_SP8_c.t1	CARHR103330
OG0000941	CP6_g7554_DN3_SP8_c.t1	CARHR220190
OG0000941	CP1_g36842_DN3_SP8_c.t1	CARHR005000
OG0000942	CP6_g7517_DN3_SP6_c.t1, CP12_g30704_DN3_SP8_c.t1	CARHR220520, CARHR099360, CARHR138880
OG0000943	CP10_g42549_DN3_SP8_c.t1	CARHR186330, CARHR080020
OG0000944	CP3_g13433_DN3_SP7_c.t1	CARHR138530
OG0000945	CP10_g42630_DN3_SP0_c.t1	CARHR003050
OG0000946	CP11_g33725_DN3_SP0_c.t1	CARHR211900
OG0000946	CP11_g33726_DN1_SP0_c.t1	CARHR211910
OG0000947	CP11_g32406_DN3_SP8_c.t1	CARHR197670
OG0000947	CP10_g42217_DN3_SP8_c.t1	CARHR076200
OG0000948	CP3_g13822_DN3_SP6_c.t1	CARHR165280, CARHR134330
OG0000950	CP2_g48560_DN3_SP8_c.t1	CARHR186670
OG0000951	CP13_g19815_DN3_SP0_c.t1, CP13_g19812_DN3_SP0_c.t1, CP13_g19814_DN3_SP0_c.t1	CARHR174530
OG0000953	CP3_g14365_DN3_SP8_c.t1	CARHR159180
OG0000954	CP12_g30279_DN3_SP1_c.t1	CARHR094790
OG0000954	CP12_g30280_DN3_SP2_c.t1	CARHR094800
OG0000962	CP5_g1447_DN3_SP0_c.t1, CP5_g1448_DN3_SP0_c.t1, CP11_g32854_DN2_SP0_c.t1	CARHR262100
OG0000962	CP13_g19183_DN1_SP0_c.t1	CARHR286690
OG0000963	CP10_g42903_DN2_SP8_c.t1	CARHR083780
OG0000964	CP26_g51254_DN3_SP0_c.t1	CARHR259020
OG0000965	CP6_g6883_DN3_SP8_c.t1	CARHR226120
OG0000966	CP6_g6862_DN3_SP0_c.t1	CARHR288050
OG0000967	CP21_g11072_DN3_SP8_c.t1	CARHR034660
OG0000967	CP7_g45566_DN3_SP8_c.t1	CARHR022550
OG0000968	CP5_g1722_DN3_SP2_c.t1	CARHR214940
OG0000968	CP5_g1723_DN3_SP4_c.t1	CARHR214950
OG0000969	CP6_g6796_DN2_SP0_c.t1	CARHR178370, CARHR178390, CARHR178530, CARHR178410, CARHR178400
OG0000970	CP2_g47653_DN3_SP0_c.t1	CARHR280390
OG0000970	CP3_g14367_DN3_SP0_c.t1	CARHR112890
OG0000971	CP3_g13655_DN3_SP2_c.t1, CP10_g42404_DN3_SP2_c.t1	CARHR056100, CARHR040380, CARHR165920
OG0000972	CP2_g48547_DN3_SP0_c.t1	CARHR186860
OG0000972	CP10_g42581_DN3_SP0_c.t1	CARHR080310
OG0000973	CP8_g54439_DN3_SP3_c.t1	CARHR194000
OG0000973	CP10_g42621_DN3_SP8_c.t1	CARHR080710
OG0000974	CP5_g1791_DN3_SP0_c.t1, CP4_g25108_DN3_SP0_c.t1	CARHR174860
OG0000975	CP7_g45783_DN3_SP2_c.t1	CARHR020280
OG0000975	CP9_g29188_DN2_SP0_c.t1	CARHR068880
OG0000977	CP3_g14700_DN3_SP1_c.t1	CARHR155670
OG0000977	CP3_g14703_DN3_SP3_c.t1	CARHR155650
OG0000978	CP3_g14861_DN3_SP1_c.t1	CARHR149960
OG0000979	CP6_g7309_DN3_SP0_c.t1, CP6_g7310_DN3_SP0_c.t1	CARHR180170
OG0000979	CP6_g7311_DN3_SP0_c.t1	CARHR054700
OG0000980	CP11_g33079_DN3_SP0_c.t1, CP11_g33220_DN3_SP0_c.t1	CARHR203610
OG0000987	CP7_g44737_DN3_SP2_c.t1	CARHR031040
OG0000989	CP8_g53162_DN3_SP0_c.t1	CARHR265010, CARHR287380
OG0000990	CP13_g19864_DN3_SP8_c.t1, CP6_g7010_DN3_SP0_c.t1	CARHR175330
OG0000991	CP7_g44583_DN3_SP6_c.t1	CARHR032400, CARHR032420
OG0000991	CP7_g44581_DN3_SP8_c.t1	CARHR032430
OG0000992	CP16_g54806_DN3_SP0_c.t1, CP16_g54805_DN2_SP0_c.t1	CARHR112820
OG0000992	CP5_g115_DN3_SP0_c.t1	CARHR247370
OG0000993	CP12_g30993_DN3_SP8_c.t1	CARHR101860, CARHR262470
OG0000993	CP3_g13412_DN3_SP1_c.t1	CARHR170130
OG0000994	CP4_g25744_DN3_SP0_c.t1, CP4_g25745_DN3_SP0_c.t1	CARHR123470
OG0000994	CP4_g25746_DN3_SP0_c.t1	CARHR123460
OG0000995	CP4_g25597_DN3_SP7_c.t1	CARHR125160
OG0000995	CP1_g36883_DN3_SP3_c.t1	CARHR005440, CARHR169200
OG0000997	CP1_g37645_DN3_SP2_c.t1, CP10_g42411_DN3_SP8_c.t1	CARHR078250, CARHR013790
OG0000998	CP4_g24757_DN3_SP8_c.t1	CARHR134530
OG0000998	CP3_g13800_DN3_SP8_c.t1	CARHR165550
OG0000999	CP7_g45270_DN3_SP0_c.t1	CARHR025660
OG0000999	CP7_g45271_DN3_SP0_c.t1	CARHR025670
OG0001000	CP11_g32483_DN3_SP0_c.t1	CARHR198490
OG0001001	CP2_g48493_DN3_SP1_c.t1	CARHR187220
OG0001001	CP2_g48492_DN3_SP0_c.t1	CARHR187210, CARHR187200
OG0001002	CP5_g1627_DN3_SP0_c.t1, CP6_g7244_DN3_SP0_c.t1, CP6_g7251_DN3_SP0_c.t1, CP6_g7248_DN3_SP0_c.t1, CP6_g7252_DN3_SP0_c.t1, CP6_g7241_DN3_SP0_c.t1, CP6_g7245_DN3_SP0_c.t1, CP6_g7238_DN3_SP0_c.t1, CP6_g7239_DN3_SP0_c.t1, CP6_g7246_DN3_SP0_c.t1, CP6_g7253_DN3_SP0_c.t1, CP6_g7242_DN3_SP0_c.t1, CP6_g7249_DN3_SP0_c.t1, CP6_g7240_DN3_SP0_c.t1, CP6_g7247_DN3_SP0_c.t1, CP6_g7243_DN3_SP0_c.t1, CP6_g7250_DN3_SP0_c.t1, CP6_g7254_DN3_SP0_c.t1, CP10_g43298_DN3_SP0_c.t1, CP10_g43297_DN3_SP0_c.t1	CARHR087960
OG0001003	CP12_g29915_DN3_SP0_c.t1, CP12_g29916_DN3_SP5_c.t1	CARHR090810
OG0001003	CP1_g37865_DN3_SP8_c.t1	CARHR042730
OG0001006	CP12_g31015_DN3_SP0_c.t1	CARHR194730, CARHR195250, CARHR179460
OG0001008	CP5_g1072_DN3_SP0_c.t1	CARHR237020
OG0001008	CP5_g1073_DN3_SP1_c.t1	CARHR237010
OG0001009	CP5_g1038_DN3_SP0_c.t1	CARHR237560, CARHR237550
OG0001009	CP5_g1039_DN3_SP0_c.t1	CARHR237540
OG0001010	CP7_g44718_DN3_SP8_c.t1	CARHR031220
OG0001010	CP4_g25185_DN3_SP8_c.t1	CARHR129780
OG0001011	CP6_g7681_DN3_SP1_c.t1	CARHR031450
OG0001011	CP6_g7682_DN2_SP0_c.t1	CARHR219430
OG0001012	CP2_g49708_DN3_SP3_c.t1	CARHR054590, CARHR054650
OG0001012	CP1_g37239_DN3_SP5_c.t1	CARHR009560
OG0001013	CP9_g28029_DN3_SP0_c.t1, CP14_g22726_DN3_SP0_c.t1	CARHR056660, CARHR056650
OG0001014	CP2_g48789_DN3_SP0_c.t1	CARHR183790
OG0001015	CP19_g18081_DN3_SP6_c.t1	CARHR233050
OG0001015	CP8_g53200_DN3_SP7_c.t1	CARHR265460
OG0001016	CP11_g32820_DN3_SP0_c.t1	CARHR202210
OG0001016	CP2_g48436_DN2_SP0_c.t1	CARHR188200
OG0001018	CP2_g48291_DN3_SP0_c.t1	CARHR149590, CARHR175030, CARHR189900
OG0001019	CP6_g7066_DN3_SP8_c.t1	CARHR224360
OG0001019	CP13_g19784_DN3_SP8_c.t1	CARHR174310
OG0001020	CP6_g7035_DN3_SP7_c.t1	CARHR224630
OG0001020	CP13_g19832_DN3_SP1_c.t1	CARHR174790
OG0001021	CP3_g13106_DN3_SP0_c.t1	CARHR173250
OG0001021	CP17_g6274_DN3_SP0_c.t1, CP4_g23936_DN2_SP0_c.t1	CARHR143270
OG0001022	CP3_g13157_DN3_SP8_c.t1	CARHR172650
OG0001023	CP10_g43664_DN1_SP0_c.t1, CP8_g54104_DN2_SP0_c.t1	CARHR190540
OG0001024	CP8_g53004_DN3_SP0_c.t1, CP4_g25605_DN3_SP0_c.t1	CARHR125080
OG0001025	CP1_g36961_DN3_SP1_c.t1	CARHR006450
OG0001025	CP4_g25695_DN3_SP1_c.t1	CARHR124100, CARHR006440
OG0001026	CP10_g42172_DN3_SP5_c.t1	CARHR075760
OG0001026	CP11_g32459_DN3_SP7_c.t1	CARHR198210
OG0001028	CP4_g24785_DN3_SP0_c.t1	CARHR134230
OG0001028	CP3_g13833_DN3_SP0_c.t1	CARHR165180
OG0001029	CP7_g45588_DN3_SP6_c.t1	CARHR022270
OG0001029	CP9_g29408_DN3_SP1_c.t1	CARHR071160
OG0001030	CP7_g45778_DN3_SP0_c.t1	CARHR020340
OG0001030	CP9_g29199_DN3_SP0_c.t1	CARHR068980
OG0001031	CP7_g45766_DN3_SP8_c.t1	CARHR020460
OG0001031	CP9_g29217_DN3_SP8_c.t1	CARHR069170
OG0001032	CP9_g29309_DN3_SP0_c.t1	CARHR070160
OG0001032	CP7_g45667_DN3_SP0_c.t1	CARHR021480
OG0001033	CP7_g45215_DN3_SP0_c.t1	CARHR026210
OG0001033	CP7_g45216_DN2_SP0_c.t1	CARHR026190
OG0001034	CP7_g45457_DN3_SP0_c.t1	CARHR063920
OG0001034	CP9_g28689_DN3_SP4_c.t1	CARHR063940
OG0001035	CP2_g47509_DN1_SP0_c.t1	CARHR078500
OG0001036	CP9_g29503_DN3_SP7_c.t1	CARHR072190
OG0001036	CP9_g29504_DN3_SP2_c.t1	CARHR072200
OG0001037	CP9_g29614_DN3_SP3_c.t1	CARHR073540
OG0001039	CP1_g38296_DN3_SP0_c.t1	CARHR037950
OG0001039	CP12_g30092_DN3_SP0_c.t1	CARHR092890
OG0001040	CP1_g37960_DN3_SP0_c.t1	CARHR041820
OG0001040	CP12_g30472_DN3_SP0_c.t1	CARHR097120
OG0001041	CP3_g14645_DN3_SP0_c.t1	CARHR109980
OG0001042	CP11_g31832_DN3_SP0_c.t1	CARHR215630
OG0001042	CP3_g15009_DN3_SP0_c.t1	CARHR259800
OG0001042	CP1_g37913_DN3_SP0_c.t1	CARHR042210
OG0001042	CP6_g7042_DN3_SP0_c.t1	CARHR042230
OG0001043	CP1_g37935_DN3_SP1_c.t1	CARHR041990
OG0001043	CP1_g37934_DN3_SP0_c.t1	CARHR042000
OG0001043	CP1_g37932_DN3_SP0_c.t1	CARHR042010
OG0001045	CP7_g44664_DN1_SP0_c.t1, CP7_g44662_DN3_SP0_c.t1	CARHR191230
OG0001046	CP15_g35687_DN2_SP0_c.t1	CARHR153270
OG0001047	CP10_g42195_DN2_SP0_c.t1	CARHR052960
OG0001051	CP5_g507_DN3_SP0_c.t1	CARHR243320
OG0001052	CP5_g490_DN3_SP0_c.t1	CARHR243410
OG0001053	CP2_g49440_DN3_SP8_c.t1	CARHR053630
OG0001053	CP1_g37281_DN3_SP2_c.t1	CARHR010060
OG0001054	CP2_g49090_DN3_SP3_c.t1	CARHR050500
OG0001054	CP2_g49091_DN3_SP0_c.t1	CARHR050510
OG0001056	CP10_g43008_DN3_SP0_c.t1	CARHR084980
OG0001056	CP11_g33451_DN2_SP0_c.t1	CARHR208920
OG0001057	CP5_g1237_DN3_SP0_c.t1	CARHR235390
OG0001057	CP8_g53390_DN3_SP0_c.t1	CARHR267350
OG0001058	CP6_g7121_DN3_SP8_c.t1	CARHR223740
OG0001058	CP5_g424_DN3_SP8_c.t1	CARHR244230
OG0001059	CP13_g20054_DN3_SP0_c.t1	CARHR177510
OG0001059	CP6_g6843_DN3_SP0_c.t1	CARHR226520
OG0001060	CP6_g7599_DN3_SP8_c.t1	CARHR219830
OG0001060	CP12_g30760_DN3_SP8_c.t1	CARHR099810
OG0001061	CP12_g30660_DN3_SP0_c.t1	CARHR098940
OG0001061	CP6_g7486_DN3_SP0_c.t1, CP6_g7485_DN1_SP0_c.t1	CARHR220810, CARHR220800
OG0001062	CP3_g14375_DN3_SP8_c.t1	CARHR159070
OG0001062	CP2_g47669_DN3_SP7_c.t1	CARHR280230
OG0001062	CP16_g54945_DN3_SP7_c.t1	CARHR114480
OG0001063	CP10_g42582_DN3_SP0_c.t1, CP2_g49441_DN3_SP0_c.t1, CP2_g49456_DN2_SP0_c.t1, CP2_g49442_DN1_SP0_c.t1, CP2_g49468_DN3_SP0_c.t1, CP10_g42583_DN2_SP0_c.t1	CARHR080320
OG0001064	CP4_g25036_DN3_SP8_c.t1	CARHR131540
OG0001065	CP4_g25019_DN3_SP8_c.t1	CARHR132380
OG0001065	CP3_g14015_DN3_SP8_c.t1	CARHR163350
OG0001066	CP4_g25018_DN3_SP8_c.t1	CARHR132370
OG0001066	CP3_g14014_DN3_SP7_c.t1	CARHR163360
OG0001067	CP9_g29541_DN3_SP8_c.t1	CARHR072670
OG0001067	CP7_g46077_DN3_SP1_c.t1	CARHR017170
OG0001068	CP16_g55111_DN3_SP0_c.t1, CP9_g28873_DN3_SP2_c.t1, CP9_g28874_DN3_SP2_c.t1, CP9_g28875_DN3_SP6_c.t1	CARHR065280
OG0001069	CP9_g29143_DN3_SP8_c.t1	CARHR068400
OG0001069	CP7_g45820_DN3_SP8_c.t1	CARHR019940
OG0001070	CP7_g45236_DN3_SP8_c.t1	CARHR025980
OG0001070	CP10_g43797_DN3_SP1_c.t1	CARHR107630
OG0001071	CP1_g37714_DN3_SP0_c.t1	CARHR014510
OG0001071	CP1_g37715_DN3_SP7_c.t1	CARHR014520
OG0001072	CP2_g48312_DN3_SP8_c.t1	CARHR189660
OG0001072	CP3_g14475_DN3_SP8_c.t1	CARHR157760
OG0001074	CP9_g28322_DN3_SP0_c.t1	CARHR060200
OG0001076	CP20_g4381_DN2_SP0_c.t1	CARHR121410, CARHR242320
OG0001077	CP5_g792_DN3_SP0_c.t1	CARHR240020
OG0001077	CP5_g793_DN3_SP0_c.t1	CARHR240010
OG0001086	CP5_g675_DN3_SP8_c.t1	CARHR241480
OG0001086	CP15_g35128_DN3_SP1_c.t1, CP15_g35171_DN3_SP2_c.t1	CARHR104720
OG0001087	CP5_g543_DN3_SP8_c.t1	CARHR242950
OG0001089	CP13_g19163_DN3_SP0_c.t1	CARHR151820, CARHR151810
OG0001090	CP3_g14276_DN3_SP0_c.t1	CARHR035880
OG0001090	CP9_g28336_DN3_SP0_c.t1, CP3_g14279_DN3_SP2_c.t1	CARHR062000
OG0001091	CP3_g14490_DN3_SP8_c.t1	CARHR041460, CARHR041450, CARHR157680
OG0001091	CP8_g52972_DN3_SP8_c.t1	CARHR257340
OG0001092	CP11_g33274_DN2_SP0_c.t1	CARHR206360
OG0001092	CP11_g33273_DN3_SP0_c.t1	CARHR206370
OG0001093	CP8_g54398_DN3_SP7_c.t1	CARHR193600
OG0001093	CP11_g32715_DN3_SP7_c.t1	CARHR200940
OG0001094	CP11_g32926_DN3_SP6_c.t1	CARHR203280
OG0001094	CP2_g47776_DN3_SP8_c.t1	CARHR279140
OG0001096	CP3_g13545_DN3_SP8_c.t1	CARHR168360
OG0001096	CP4_g24520_DN3_SP8_c.t1	CARHR137100
OG0001097	CP16_g55457_DN3_SP0_c.t1	CARHR059810
OG0001098	CP3_g14406_DN3_SP6_c.t1	CARHR158770
OG0001098	CP2_g47713_DN3_SP8_c.t1	CARHR279800
OG0001100	CP4_g25496_DN3_SP6_c.t1	CARHR125980
OG0001101	CP11_g32504_DN3_SP1_c.t1	CARHR198690
OG0001101	CP9_g28549_DN3_SP0_c.t1	CARHR075390
OG0001102	CP10_g42223_DN3_SP8_c.t1	CARHR076220
OG0001102	CP11_g32398_DN3_SP8_c.t1	CARHR197590
OG0001103	CP2_g48650_DN2_SP0_c.t1	CARHR185130
OG0001103	CP10_g42438_DN2_SP0_c.t1	CARHR078700
OG0001104	CP10_g42477_DN3_SP4_c.t1	CARHR185000
OG0001104	CP2_g48642_DN3_SP8_c.t1	CARHR079200
OG0001105	CP9_g29649_DN3_SP1_c.t1	CARHR073910
OG0001105	CP7_g46155_DN3_SP0_c.t1	CARHR016310
OG0001106	CP7_g46059_DN3_SP8_c.t1	CARHR017360
OG0001106	CP9_g29522_DN3_SP5_c.t1	CARHR072450
OG0001107	CP7_g45961_DN3_SP8_c.t1	CARHR018490
OG0001108	CP9_g29108_DN3_SP7_c.t1	CARHR068010
OG0001108	CP7_g45866_DN3_SP4_c.t1	CARHR019520
OG0001109	CP7_g45601_DN3_SP7_c.t1	CARHR022140
OG0001111	CP9_g28292_DN3_SP8_c.t1	CARHR059970
OG0001112	CP2_g48679_DN3_SP0_c.t1	CARHR185450
OG0001113	CP11_g33280_DN3_SP2_c.t1	CARHR206290, CARHR206280
OG0001113	CP11_g33279_DN3_SP1_c.t1	CARHR206310
OG0001115	CP9_g28879_DN3_SP0_c.t1	CARHR065360
OG0001115	CP7_g46011_DN2_SP0_c.t1	CARHR017940
OG0001116	CP1_g37971_DN3_SP8_c.t1	CARHR041710, CARHR216830
OG0001116	CP12_g30463_DN3_SP8_c.t1	CARHR097000
OG0001117	CP6_g7315_DN3_SP0_c.t1	CARHR290190
OG0001117	CP6_g7397_DN3_SP0_c.t1	CARHR290200
OG0001120	CP5_g420_DN2_SP3_c.t1	CARHR244290
OG0001120	CP10_g43745_DN3_SP0_c.t1	CARHR108160
OG0001122	CP7_g45972_DN1_SP0_c.t1, CP9_g28347_DN3_SP0_c.t1, CP282_g12911_DN2_SP0_c.t1, CP151_g11197_DN2_SP0_c.t1, CP9_g28346_DN3_SP0_c.t1, CP410_g51852_DN1_SP0_p.t1, CP9_g28138_DN1_SP0_c.t1, CP151_g11199_DN1_SP0_c.t1, CP151_g11200_DN2_SP0_c.t1, CP9_g28146_DN2_SP0_c.t1, CP9_g28143_DN1_SP0_c.t1, CP410_g51854_DN2_SP0_c.t1, CP9_g28140_DN3_SP0_c.t1	CARHR018380
OG0001124	CP12_g29854_DN3_SP1_c.t1	CARHR111000
OG0001124	CP5_g1300_DN3_SP8_c.t1	CARHR255990, CARHR234740
OG0001125	CP7_g44758_DN3_SP0_c.t1	CARHR030970
OG0001125	CP4_g25181_DN3_SP0_c.t1	CARHR129830, CARHR129820
OG0001126	CP2_g50044_DN3_SP2_c.t1	CARHR058560
OG0001127	CP1_g37765_DN3_SP2_c.t1	CARHR015080
OG0001127	CP13_g19598_DN3_SP1_c.t1	CARHR288910
OG0001128	CP13_g19459_DN3_SP0_c.t1	CARHR146440
OG0001128	CP1_g37657_DN3_SP0_c.t1	CARHR013930
OG0001129	CP13_g19151_DN3_SP2_c.t1	CARHR152000
OG0001130	CP2_g48849_DN3_SP8_c.t1	CARHR153490
OG0001130	CP5_g1599_DN3_SP0_c.t1	CARHR263850
OG0001131	CP19_g18054_DN3_SP0_c.t1, CP19_g18055_DN3_SP0_c.t1	CARHR233330
OG0001131	CP8_g53720_DN3_SP3_c.t1	CARHR271040
OG0001132	CP11_g33586_DN3_SP8_c.t1	CARHR210280
OG0001132	CP10_g42932_DN3_SP7_c.t1	CARHR084130
OG0001133	CP19_g17950_DN3_SP8_c.t1	CARHR234460
OG0001133	CP8_g53493_DN3_SP6_c.t1	CARHR268520
OG0001134	CP11_g32626_DN3_SP1_c.t1	CARHR199990, CARHR200000
OG0001135	CP2_g47811_DN3_SP0_c.t1	CARHR278860
OG0001135	CP11_g32936_DN3_SP6_c.t1	CARHR203370
OG0001136	CP6_g7039_DN3_SP0_c.t1	CARHR224590
OG0001136	CP13_g19824_DN3_SP0_c.t1	CARHR174710
OG0001137	CP13_g19993_DN3_SP8_c.t1	CARHR176730
OG0001137	CP6_g6881_DN3_SP8_c.t1	CARHR226140
OG0001138	CP19_g18455_DN3_SP8_c.t1	CARHR229120
OG0001138	CP11_g31817_DN3_SP0_c.t1	CARHR057210
OG0001139	CP7_g45092_DN2_SP8_c.t1	CARHR027400
OG0001139	CP7_g45152_DN3_SP0_c.t1	CARHR026880
OG0001140	CP5_g405_DN3_SP0_c.t1	CARHR244440
OG0001140	CP10_g43734_DN3_SP0_c.t1	CARHR108380
OG0001141	CP3_g14735_DN3_SP0_c.t1	CARHR155160, CARHR155130
OG0001142	CP12_g30626_DN3_SP8_c.t1	CARHR098490
OG0001142	CP6_g7442_DN3_SP5_c.t1	CARHR221350
OG0001143	CP4_g24218_DN3_SP0_c.t1	CARHR140350
OG0001143	CP3_g13332_DN3_SP0_c.t1	CARHR170970
OG0001144	CP3_g13380_DN3_SP8_c.t1	CARHR170430
OG0001144	CP4_g24279_DN3_SP3_c.t1	CARHR139660, CARHR139670
OG0001145	CP19_g18408_DN3_SP0_c.t1	CARHR079790, CARHR079820
OG0001146	CP4_g24558_DN3_SP8_c.t1	CARHR136720
OG0001146	CP10_g42992_DN3_SP8_c.t1	CARHR084810
OG0001147	CP8_g54377_DN3_SP7_c.t1	CARHR193350
OG0001148	CP2_g47843_DN3_SP5_c.t1, CP5_g156_DN3_SP0_c.t1	CARHR278530
OG0001148	CP11_g32959_DN3_SP2_c.t1	CARHR203690
OG0001149	CP3_g14248_DN3_SP0_c.t1	CARHR160760
OG0001149	CP2_g47561_DN3_SP0_c.t1	CARHR281430
OG0001150	CP11_g32361_DN3_SP7_c.t1	CARHR197190
OG0001150	CP10_g42250_DN3_SP1_c.t1	CARHR076560
OG0001151	CP10_g42682_DN3_SP0_c.t1	CARHR081370
OG0001152	CP13_g20423_DN2_SP0_c.t1	CARHR166470
OG0001152	CP4_g24661_DN3_SP0_c.t1	CARHR135630
OG0001153	CP3_g14081_DN2_SP0_c.t1	CARHR162680
OG0001154	CP9_g29160_DN3_SP8_c.t1	CARHR068550
OG0001154	CP7_g45811_DN3_SP8_c.t1	CARHR020030
OG0001155	CP9_g29243_DN3_SP4_c.t1	CARHR069540
OG0001155	CP7_g45739_DN3_SP3_c.t1	CARHR020710
OG0001156	CP7_g45426_DN3_SP2_c.t1	CARHR023960
OG0001156	CP9_g28657_DN3_SP2_c.t1	CARHR063620
OG0001157	CP1_g37429_DN3_SP0_c.t1	CARHR011590
OG0001158	CP9_g28698_DN3_SP4_c.t1	CARHR133670
OG0001158	CP7_g45466_DN3_SP2_c.t1	CARHR023630
OG0001159	CP9_g29313_DN3_SP0_c.t1	CARHR070200
OG0001160	CP7_g46399_DN3_SP8_c.t1	CARHR045200
OG0001161	CP12_g30468_DN3_SP8_c.t1	CARHR097060
OG0001161	CP1_g37964_DN3_SP8_c.t1	CARHR041790
OG0001162	CP1_g38186_DN3_SP0_c.t1, CP1_g38187_DN3_SP0_c.t1	CARHR039220, CARHR039230
OG0001163	CP5_g1710_DN3_SP0_c.t1, CP4_g25981_DN3_SP0_c.t1, CP5_g1707_DN3_SP0_c.t1	CARHR108080
OG0001164	CP10_g42500_DN1_SP0_c.t1	CARHR276420
OG0001165	CP12_g30830_DN3_SP0_c.t1	CARHR201890, CARHR201860
OG0001166	CP16_g54812_DN3_SP0_c.t1	CARHR113300, CARHR113280, CARHR113270, CARHR123830, CARHR123790, CARHR123760, CARHR123840, CARHR113470
OG0001170	CP10_g42520_DN3_SP0_c.t1	CARHR079650
OG0001170	CP2_g48600_DN3_SP8_c.t1	CARHR186100
OG0001171	CP2_g49201_DN3_SP0_c.t1	CARHR051980
OG0001171	CP1_g37394_DN3_SP0_c.t1	CARHR011190
OG0001172	CP13_g19499_DN3_SP0_c.t1	CARHR145850
OG0001173	CP19_g18027_DN3_SP1_c.t1	CARHR233640
OG0001173	CP13_g19094_DN3_SP0_c.t1	CARHR046670, CARHR047720
OG0001174	CP10_g43039_DN3_SP8_c.t1	CARHR085320
OG0001175	CP8_g53602_DN3_SP0_c.t1	CARHR269570
OG0001175	CP19_g17994_DN3_SP0_c.t1	CARHR234040
OG0001175	CP8_g53601_DN1_SP0_c.t1	CARHR269550, CARHR269540
OG0001176	CP2_g47752_DN3_SP8_c.t1	CARHR279410
OG0001176	CP11_g32884_DN3_SP8_c.t1	CARHR202840
OG0001177	CP11_g33095_DN3_SP0_c.t1, CP11_g33099_DN3_SP0_c.t1	CARHR205210, CARHR205250
OG0001177	CP11_g33096_DN3_SP0_c.t1	CARHR205220
OG0001178	CP11_g33115_DN3_SP8_c.t1	CARHR205380
OG0001178	CP2_g48175_DN3_SP3_c.t1	CARHR275050
OG0001179	CP6_g6941_DN1_SP0_c.t1	CARHR225530
OG0001179	CP12_g30835_DN3_SP0_c.t1	CARHR100560
OG0001179	CP6_g8291_DN3_SP0_c.t1	CARHR218880
OG0001180	CP6_g6854_DN3_SP1_c.t1	CARHR226390
OG0001180	CP13_g20040_DN3_SP8_c.t1	CARHR177350
OG0001181	CP19_g18512_DN3_SP8_c.t1	CARHR228490
OG0001181	CP11_g31881_DN3_SP8_c.t1	CARHR252660
OG0001182	CP4_g25335_DN3_SP2_c.t1	CARHR128160
OG0001182	CP7_g45008_DN3_SP6_c.t1	CARHR028270
OG0001183	CP10_g43769_DN3_SP8_c.t1	CARHR107970
OG0001184	CP3_g13207_DN1_SP5_c.t1	CARHR172180
OG0001184	CP4_g24059_DN1_SP5_c.t1	CARHR141940
OG0001185	CP3_g13234_DN3_SP0_c.t1	CARHR171960
OG0001185	CP4_g24091_DN3_SP0_c.t1	CARHR141590
OG0001186	CP3_g13452_DN3_SP1_c.t1	CARHR169720
OG0001187	CP4_g25510_DN3_SP1_c.t1	CARHR126160
OG0001187	CP1_g36548_DN3_SP4_c.t1	CARHR004740
OG0001188	CP11_g33238_DN3_SP8_c.t1	CARHR206730
