Orthogroup	Conringia_planisiliqua	Arabidopsis_lyrata_Rawat
OG0000884	CP1_g39065_DN1_SP0_c.t1, CP9_g28409_DN3_SP0_c.t1	AL2G27180
OG0000884	CP7_g45224_DN3_SP0_c.t1	AL1G39960
OG0000885	CP7_g45542_DN3_SP4_c.t1	AL1G35970
OG0000885	CP5_g1197_DN3_SP8_c.t1	AL7G24550
OG0000886	CP9_g29180_DN3_SP0_c.t1	AL2G35380
OG0000886	CP1_g38668_DN3_SP7_c.t1	AL1G52630
OG0000886	CP13_g20432_DN3_SP8_c.t1	AL8G17760
OG0000888	CP3_g13506_DN3_SP8_c.t1	AL5G40270
OG0000888	CP4_g24476_DN3_SP8_c.t1	AL4G41040
OG0000890	CP3_g13989_DN3_SP0_c.t1	AL5G34640
OG0000890	CP4_g24985_DN3_SP0_c.t1	AL4G33980, AL4G33940
OG0000892	CP12_g30128_DN3_SP0_c.t1	AL6G37260, AL6G37270
OG0000894	CP15_g34742_DN3_SP0_c.t1	AL5G25820
OG0000895	CP12_g30996_DN3_SP0_c.t1, CP12_g30995_DN3_SP1_c.t1	AL3G41720
OG0000897	CP4_g24936_DN3_SP1_c.t1	AL4G34840
OG0000898	CP1_g37920_DN3_SP0_c.t1	AL6G36320
OG0000899	CP20_g4415_DN3_SP0_c.t1, CP20_g4418_DN3_SP0_c.t1, CP20_g4417_DN3_SP0_c.t1	AL1G48670, AL1G51110, AL3G50500, AL1G48960, AL1G49840
OG0000900	CP1_g37648_DN3_SP0_c.t1	AL1G25240
OG0000900	CP1_g37650_DN3_SP0_c.t1	AL1G25270
OG0000901	CP6_g7193_DN3_SP0_c.t1	AL7G38460
OG0000902	CP10_g43053_DN2_SP7_c.t1	AL3G22380
OG0000903	CP11_g32809_DN1_SP0_c.t1	AL2G19300, AL6G21840
OG0000903	CP5_g2042_DN1_SP0_c.t1, CP5_g2010_DN1_SP0_c.t1	AL5G23730
OG0000904	CP11_g32895_DN3_SP8_c.t1	AL6G20860, AL9U11150
OG0000905	CP11_g32902_DN3_SP8_c.t1	AL6G20770
OG0000905	CP2_g47801_DN3_SP7_c.t1	AL8G42460
OG0000906	CP2_g47805_DN3_SP0_c.t1	AL8G42410
OG0000906	CP11_g32928_DN3_SP1_c.t1	AL6G20450
OG0000907	CP6_g6949_DN3_SP7_c.t1	AL7G35670
OG0000907	CP13_g19926_DN3_SP8_c.t1	AL8G12680
OG0000908	CP5_g107_DN3_SP4_c.t1	AL7G11210
OG0000908	CP16_g54793_DN3_SP0_c.t1	nbis-gene-444, AL4G10840
OG0000909	CP7_g45385_DN3_SP1_c.t1	AL1G37870
OG0000910	CP8_g54039_DN3_SP0_c.t1	AL8G36750
OG0000910	CP8_g54037_DN3_SP0_c.t1	AL8G36740
OG0000911	CP2_g47595_DN3_SP2_c.t1	AL8G44760
OG0000911	CP5_g1853_DN3_SP0_c.t1, CP3_g14314_DN3_SP0_c.t1, CP3_g14307_DN3_SP0_c.t1	AL5G30880
OG0000912	CP11_g32048_DN3_SP8_c.t1	AL6G50480
OG0000912	CP1_g36771_DN3_SP0_c.t1	AL1G12430
OG0000913	CP7_g45454_DN3_SP0_c.t1	AL1G37070
OG0000913	CP9_g28681_DN2_SP0_c.t1	AL2G30030
OG0000915	CP3_g14071_DN3_SP8_c.t1	AL5G33700
OG0000915	CP4_g25100_DN3_SP8_c.t1	AL4G32560
OG0000916	CP1_g37756_DN3_SP0_c.t1	AL1G26380
OG0000917	CP1_g37608_DN3_SP1_c.t1	AL1G24740
OG0000919	CP12_g30062_DN2_SP0_c.t1	AL3G30270, AL3G30260
OG0000921	CP1_g38141_DN2_SP0_c.t1	AL1G57040
OG0000921	CP1_g38142_DN3_SP0_c.t1	AL1G57030
OG0000921	CP1_g38140_DN2_SP0_c.t1	AL1G57070
OG0000923	CP8_g52447_DN3_SP0_c.t1, CP8_g52434_DN3_SP0_c.t1, CP8_g52456_DN3_SP0_c.t1	AL8G24040
OG0000924	CP5_g381_DN3_SP2_c.t1	AL7G14730, AL1G65990
OG0000924	CP10_g43702_DN3_SP3_c.t1	AL3G51320
OG0000930	CP10_g43552_DN3_SP7_c.t1	AL3G48470
OG0000930	CP5_g1067_DN3_SP7_c.t1	AL7G23090
OG0000931	CP10_g42819_DN3_SP5_c.t1	AL3G19500
OG0000931	CP10_g43080_DN3_SP8_c.t1	AL3G22660
OG0000932	CP4_g25013_DN3_SP8_c.t1	AL4G33650
OG0000932	CP10_g43155_DN3_SP8_c.t1	AL3G23530
OG0000933	CP19_g18085_DN3_SP6_c.t1	AL8G26770, AL7G27500
OG0000934	CP6_g6865_DN3_SP0_c.t1	AL8G13630
OG0000935	CP11_g31919_DN3_SP8_c.t1	AL6G48940
OG0000935	CP6_g6743_DN3_SP8_c.t1	AL7G32960
OG0000936	CP6_g6692_DN3_SP6_c.t1	AL7G32430
OG0000936	CP6_g6690_DN2_SP2_c.t1	AL7G32400
OG0000937	CP19_g18257_DN3_SP0_c.t1	AL7G29330
OG0000937	CP19_g18253_DN3_SP0_c.t1	AL7G29320
OG0000938	CP3_g15092_DN3_SP0_c.t1	AL7G11800
OG0000940	CP12_g31692_DN3_SP8_c.t1	AL3G43150
OG0000940	CP5_g427_DN3_SP8_c.t1	AL7G15240
OG0000941	CP6_g7554_DN3_SP8_c.t1	AL7G42220
OG0000941	CP1_g36842_DN3_SP8_c.t1	AL1G15360
OG0000942	CP6_g7517_DN3_SP6_c.t1, CP12_g30704_DN3_SP8_c.t1	AL3G38050, AL7G41930
OG0000943	CP10_g42549_DN3_SP8_c.t1	AL3G16220, AL6G39090
OG0000944	CP4_g24384_DN2_SP0_c.t1	AL3G52180, AL4G42190
OG0000944	CP3_g13433_DN3_SP7_c.t1	AL5G41470
OG0000946	CP11_g33725_DN3_SP0_c.t1	AL6G10510
OG0000946	CP11_g33726_DN1_SP0_c.t1	AL6G10500
OG0000947	CP10_g42217_DN3_SP8_c.t1	AL3G11480
OG0000948	CP3_g13822_DN3_SP6_c.t1	AL463U10020, AL4G36850
OG0000950	CP2_g48560_DN3_SP8_c.t1	AL6G38730
OG0000950	CP10_g42572_DN3_SP0_c.t1	AL3G16520
OG0000950	CP10_g42575_DN3_SP0_c.t1	AL3G16530
OG0000951	CP13_g19815_DN3_SP0_c.t1, CP13_g19812_DN3_SP0_c.t1, CP13_g19814_DN3_SP0_c.t1, CP13_g19813_DN3_SP0_c.t1	AL8G11390
OG0000953	CP3_g14365_DN3_SP8_c.t1	AL5G30240
OG0000953	CP3_g14362_DN3_SP0_c.t1	AL5G30270
OG0000954	CP12_g30279_DN3_SP1_c.t1	AL3G32800
OG0000954	CP12_g30280_DN3_SP2_c.t1	AL3G32810
OG0000954	CP12_g30283_DN3_SP0_c.t1, CP12_g30282_DN3_SP0_c.t1, CP12_g30281_DN3_SP0_c.t1	AL5G21990
OG0000955	CP7_g44305_DN1_SP0_c.t1, CP75_g34144_DN2_SP0_c.t1, CP7_g44317_DN2_SP0_c.t1	AL1G50220, AL1G50170, AL1G50110, AL1G50190, AL1G50210, nbis-gene-218
OG0000956	CP6_g8310_DN2_SP0_c.t1, CP1_g39145_DN1_SP0_c.t1, CP17_g5588_DN3_SP0_c.t1, CP13_g20551_DN3_SP0_c.t1, CP5_g754_DN3_SP0_c.t1, CP18_g12283_DN3_SP0_c.t1, CP18_g11690_DN3_SP0_c.t1	AL3G51490
OG0000962	CP13_g19183_DN1_SP0_c.t1	AL5G18250
OG0000963	CP10_g42903_DN2_SP8_c.t1	AL3G20560
OG0000964	CP26_g51254_DN3_SP0_c.t1	AL8G23730
OG0000965	CP6_g6883_DN3_SP8_c.t1	AL486U10010
OG0000967	CP21_g11072_DN3_SP8_c.t1	AL1G50820
OG0000967	CP7_g45566_DN3_SP8_c.t1	AL1G35650
OG0000968	CP5_g1722_DN3_SP2_c.t1	AL7G46720
OG0000969	CP6_g6796_DN2_SP0_c.t1	AL8G15070, AL8G15080, AL66U10010, AL8G15230, AL8G15090
OG0000970	CP2_g47653_DN3_SP0_c.t1	AL8G44100
OG0000970	CP3_g14367_DN3_SP0_c.t1	nbis-gene-1338
OG0000970	CP3_g14368_DN3_SP0_c.t1	nbis-gene-1339
OG0000971	CP3_g13655_DN3_SP2_c.t1, CP10_g42404_DN3_SP2_c.t1	AL5G37100, AL5G36880
OG0000972	CP2_g48547_DN3_SP0_c.t1	AL6G38560
OG0000972	CP10_g42581_DN3_SP0_c.t1	AL3G16610
OG0000973	CP8_g54439_DN3_SP3_c.t1	AL6G30350
OG0000973	CP10_g42621_DN3_SP8_c.t1	AL3G17050
OG0000974	CP4_g25108_DN3_SP0_c.t1	AL4G32490
OG0000975	CP7_g45783_DN3_SP2_c.t1	AL1G32480
OG0000975	CP9_g29188_DN2_SP0_c.t1	AL2G35440
OG0000977	CP3_g14701_DN3_SP1_c.t1	AL5G26280
OG0000977	CP3_g14700_DN3_SP1_c.t1	AL5G26290
OG0000977	CP3_g14702_DN3_SP2_c.t1	AL5G26230
OG0000977	CP3_g14703_DN3_SP3_c.t1	AL5G26220
OG0000978	CP3_g14861_DN3_SP1_c.t1	AL5G24340, AL5G24290
OG0000978	CP3_g14862_DN3_SP0_c.t1	AL5G24360
OG0000979	CP6_g7309_DN3_SP0_c.t1, CP6_g7310_DN3_SP0_c.t1	AL7G39590
OG0000979	CP6_g7311_DN3_SP0_c.t1	AL7G39600
OG0000980	CP11_g33079_DN3_SP0_c.t1, CP11_g33220_DN3_SP0_c.t1	AL7G49940
OG0000981	CP6_g7426_DN3_SP0_c.t1	nbis-gene-566
OG0000987	CP7_g44737_DN3_SP2_c.t1	AL1G45810
OG0000989	CP8_g53162_DN3_SP0_c.t1	AL8G26450
OG0000990	CP13_g19864_DN3_SP8_c.t1, CP6_g7010_DN3_SP0_c.t1	AL8G11980
OG0000991	CP7_g44583_DN3_SP6_c.t1	AL1G47390
OG0000991	CP7_g44581_DN3_SP8_c.t1	AL1G47440, AL1G47400
OG0000992	CP16_g54805_DN2_SP0_c.t1	AL4G11010
OG0000992	CP5_g115_DN3_SP0_c.t1	AL7G11320
OG0000993	CP12_g30993_DN3_SP8_c.t1	AL3G41690, AL7G50560
OG0000993	CP3_g13412_DN3_SP1_c.t1	AL5G41830
OG0000994	CP4_g25744_DN3_SP0_c.t1, CP4_g25745_DN3_SP0_c.t1	AL4G24980
OG0000994	CP4_g25746_DN3_SP0_c.t1	AL4G24960
OG0000995	CP4_g25597_DN3_SP7_c.t1	AL4G26770
OG0000995	CP1_g36883_DN3_SP3_c.t1	AL1G15830
OG0000997	CP1_g37645_DN3_SP2_c.t1, CP10_g42411_DN3_SP8_c.t1	AL3G14020
OG0000998	CP4_g24757_DN3_SP8_c.t1	AL4G37130
OG0000998	CP3_g13800_DN3_SP8_c.t1	AL5G36650
OG0001000	CP11_g32483_DN3_SP0_c.t1	AL6G25630
OG0001001	CP2_g48493_DN3_SP1_c.t1	AL6G37910, AL6G37900
OG0001002	CP5_g1627_DN3_SP0_c.t1, CP6_g7244_DN3_SP0_c.t1, CP6_g7251_DN3_SP0_c.t1, CP6_g7248_DN3_SP0_c.t1, CP6_g7252_DN3_SP0_c.t1, CP6_g7241_DN3_SP0_c.t1, CP6_g7245_DN3_SP0_c.t1, CP6_g7238_DN3_SP0_c.t1, CP6_g7239_DN3_SP0_c.t1, CP6_g7246_DN3_SP0_c.t1, CP6_g7253_DN3_SP0_c.t1, CP6_g7242_DN3_SP0_c.t1, CP6_g7249_DN3_SP0_c.t1, CP6_g7240_DN3_SP0_c.t1, CP6_g7247_DN3_SP0_c.t1, CP6_g7243_DN3_SP0_c.t1, CP6_g7250_DN3_SP0_c.t1, CP6_g7254_DN3_SP0_c.t1, CP10_g43298_DN3_SP0_c.t1, CP10_g43297_DN3_SP0_c.t1	AL3G25180, AL3G25200
OG0001003	CP1_g37865_DN3_SP8_c.t1	AL1G60880
OG0001004	CP22_g17324_DN3_SP0_c.t1, CP5_g1754_DN3_SP0_c.t1, CP5_g1747_DN3_SP0_c.t1, CP22_g17316_DN1_SP0_c.t1	AL8G24310, AL7G49890
OG0001005	CP3_g16376_DN1_SP0_c.t1, CP3_g16374_DN1_SP0_c.t1, CP12_g31583_DN1_SP0_c.t1	AL7G28880
OG0001008	CP5_g1072_DN3_SP0_c.t1	AL7G23180, AL7G23190
OG0001008	CP5_g1073_DN3_SP1_c.t1	AL7G23200
OG0001009	CP5_g1038_DN3_SP0_c.t1	AL7G22610, AL7G22600
OG0001009	CP5_g1039_DN3_SP0_c.t1	AL7G22620
OG0001010	CP7_g44718_DN3_SP8_c.t1	nbis-gene-190
OG0001010	CP4_g25185_DN3_SP8_c.t1	AL4G31630
OG0001011	CP6_g7681_DN3_SP1_c.t1	AL1G46170
OG0001011	CP6_g7682_DN2_SP0_c.t1	AL7G42870
OG0001012	CP2_g49708_DN3_SP3_c.t1	AL1G67200
OG0001012	CP1_g37239_DN3_SP5_c.t1	AL1G20110
OG0001013	CP9_g28029_DN3_SP0_c.t1, CP14_g22726_DN3_SP0_c.t1	AL2G20110, AL2G20000, AL2G20090
OG0001014	CP2_g48789_DN3_SP0_c.t1	AL5G17180, nbis-gene-2059, nbis-gene-2060, AL8G21230
OG0001015	CP19_g18081_DN3_SP6_c.t1	AL7G27460
OG0001015	CP8_g53200_DN3_SP7_c.t1	AL8G26910
OG0001016	CP11_g32820_DN3_SP0_c.t1	AL6G21720
OG0001018	CP2_g48291_DN3_SP0_c.t1	AL6G34920
OG0001019	CP6_g7066_DN3_SP8_c.t1	AL7G36950
OG0001019	CP13_g19784_DN3_SP8_c.t1	AL8G11120
OG0001020	CP6_g7035_DN3_SP7_c.t1	AL7G36620
OG0001020	CP13_g19832_DN3_SP1_c.t1	AL8G11640
OG0001021	CP3_g13106_DN3_SP0_c.t1	AL5G45740
OG0001021	CP17_g6274_DN3_SP0_c.t1, CP4_g23936_DN2_SP0_c.t1	AL4G47460, AL39U10040
OG0001022	CP3_g13157_DN3_SP8_c.t1	AL2G23490, AL5G45070
OG0001023	CP8_g54104_DN2_SP0_c.t1	nbis-gene-1551
OG0001024	CP8_g53004_DN3_SP0_c.t1	AL4G26690
OG0001025	CP1_g36961_DN3_SP1_c.t1	AL1G16770
OG0001025	CP4_g25695_DN3_SP1_c.t1	AL4G25510
OG0001026	CP10_g42172_DN3_SP5_c.t1	AL3G10970
OG0001026	CP11_g32459_DN3_SP7_c.t1	AL6G25930
OG0001028	CP4_g24785_DN3_SP0_c.t1	AL4G36730
OG0001028	CP3_g13833_DN3_SP0_c.t1	AL5G36270
OG0001029	CP7_g45588_DN3_SP6_c.t1	AL1G35240, AL1G35120
OG0001029	CP9_g29408_DN3_SP1_c.t1	AL2G37860
OG0001030	CP7_g45778_DN3_SP0_c.t1	AL1G32560
OG0001030	CP9_g29199_DN3_SP0_c.t1	AL2G35570
OG0001031	CP7_g45766_DN3_SP8_c.t1	AL1G32700
OG0001031	CP9_g29217_DN3_SP8_c.t1	AL2G35750
OG0001032	CP9_g29309_DN3_SP0_c.t1	AL2G36740
OG0001032	CP7_g45667_DN3_SP0_c.t1	AL1G34080
OG0001034	CP7_g45457_DN3_SP0_c.t1	AL2G30110, AL1G37030
OG0001035	CP2_g47509_DN1_SP0_c.t1	AL3G14320, AL3G14310
OG0001036	CP9_g29503_DN3_SP7_c.t1	AL2G39070
OG0001037	CP9_g29614_DN3_SP3_c.t1	AL2G40450
OG0001039	CP1_g38296_DN3_SP0_c.t1	AL1G54940
OG0001039	CP12_g30092_DN3_SP0_c.t1	AL3G30650
OG0001040	CP1_g37960_DN3_SP0_c.t1	AL1G59570
OG0001040	CP12_g30472_DN3_SP0_c.t1	AL3G35250
OG0001041	CP3_g14645_DN3_SP0_c.t1	AL3G48700
OG0001042	CP11_g31832_DN3_SP0_c.t1	AL1G48210
OG0001042	CP3_g15009_DN3_SP0_c.t1	AL4G18130
OG0001042	CP6_g7042_DN3_SP0_c.t1	AL7G44850
OG0001043	CP1_g37935_DN3_SP1_c.t1	AL1G59880
OG0001043	CP1_g37932_DN3_SP0_c.t1	AL1G59900
OG0001044	CP4_g24763_DN3_SP0_c.t1	AL4G37050
OG0001046	CP3_g15810_DN3_SP0_c.t1, CP15_g35960_DN3_SP0_c.t1, CP15_g35551_DN1_SP0_c.t1	AL3G44710, AL7G45060, AL6G42160, AL1G65960, AL3G45900
OG0001051	CP5_g507_DN3_SP0_c.t1	AL7G16180
OG0001053	CP2_g49440_DN3_SP8_c.t1	AL2G18370
OG0001053	CP1_g37281_DN3_SP2_c.t1	AL1G20570
OG0001054	CP2_g49091_DN3_SP0_c.t1	AL2G14270
OG0001056	CP10_g43008_DN3_SP0_c.t1	AL3G21860
OG0001056	CP11_g33451_DN2_SP0_c.t1	AL6G14020
OG0001057	CP5_g1237_DN3_SP0_c.t1	AL7G25010
OG0001057	CP8_g53390_DN3_SP0_c.t1	nbis-gene-2126, nbis-gene-2127, AL8G29290, AL8G29300
OG0001058	CP6_g7121_DN3_SP8_c.t1	AL7G37560
OG0001058	CP5_g424_DN3_SP8_c.t1	AL7G15210
OG0001059	CP13_g20054_DN3_SP0_c.t1	AL8G14140
OG0001059	CP6_g6843_DN3_SP0_c.t1	AL7G34340
OG0001060	CP6_g7599_DN3_SP8_c.t1	AL7G42570
OG0001060	CP12_g30760_DN3_SP8_c.t1	AL3G38710
OG0001061	CP12_g30660_DN3_SP0_c.t1	AL3G37410
OG0001061	CP6_g7486_DN3_SP0_c.t1, CP6_g7485_DN1_SP0_c.t1	AL7G41560
OG0001062	CP3_g14375_DN3_SP8_c.t1	AL5G30060
OG0001062	CP2_g47669_DN3_SP7_c.t1	AL8G43950
OG0001062	CP16_g54945_DN3_SP7_c.t1	AL4G12890
OG0001064	CP4_g25036_DN3_SP8_c.t1	AL4G33370
OG0001065	CP4_g25019_DN3_SP8_c.t1	AL4G33580
OG0001065	CP3_g14015_DN3_SP8_c.t1	AL5G34370
OG0001066	CP4_g25018_DN3_SP8_c.t1	AL4G33590
OG0001066	CP3_g14014_DN3_SP7_c.t1	AL5G34380
OG0001067	CP9_g29541_DN3_SP8_c.t1	AL2G39460
OG0001067	CP7_g46077_DN3_SP1_c.t1	AL1G28880
OG0001068	CP16_g55111_DN3_SP0_c.t1, CP9_g28873_DN3_SP2_c.t1, CP9_g28874_DN3_SP2_c.t1, CP9_g28875_DN3_SP6_c.t1	AL2G32050
OG0001069	CP9_g29143_DN3_SP8_c.t1	AL2G34970
OG0001069	CP7_g45820_DN3_SP8_c.t1	AL1G31940
OG0001070	CP7_g45236_DN3_SP8_c.t1	AL1G39820
OG0001070	CP10_g43797_DN3_SP1_c.t1	AL3G50370
OG0001071	CP1_g37714_DN3_SP0_c.t1	AL1G25990
OG0001071	CP1_g37715_DN3_SP7_c.t1	AL1G26000
OG0001072	CP2_g48312_DN3_SP8_c.t1	AL6G35210
OG0001072	CP3_g14475_DN3_SP8_c.t1	AL5G28530
OG0001073	CP16_g55272_DN3_SP0_c.t1	AL2G18730, AL2G18760
OG0001074	CP9_g28322_DN3_SP0_c.t1	AL2G26290
OG0001075	CP12_g29904_DN3_SP1_c.t1, CP12_g29905_DN3_SP8_c.t1	AL3G28290
OG0001076	CP20_g4381_DN2_SP0_c.t1	AL3G28410
OG0001077	CP5_g792_DN3_SP0_c.t1	nbis-gene-1733, nbis-gene-1731
OG0001077	CP5_g793_DN3_SP0_c.t1	AL7G19790
OG0001086	CP5_g675_DN3_SP8_c.t1	AL7G18140
OG0001086	CP15_g35128_DN3_SP1_c.t1, CP15_g35171_DN3_SP2_c.t1	AL3G45570, AL3G45640
OG0001087	CP5_g543_DN3_SP8_c.t1	AL7G16560
OG0001087	CP5_g542_DN3_SP1_c.t1	AL7G16550
OG0001088	CP13_g19229_DN1_SP0_c.t1	AL5G17260
OG0001089	CP13_g19163_DN3_SP0_c.t1	AL5G18560
OG0001089	CP13_g19164_DN3_SP0_c.t1	AL5G18530
OG0001090	CP3_g14276_DN3_SP0_c.t1	AL3G45730
OG0001090	CP9_g28336_DN3_SP0_c.t1, CP3_g14279_DN3_SP2_c.t1	AL3G36160, AL7G52960, AL7G52940
OG0001091	CP3_g14490_DN3_SP8_c.t1	AL5G24020, AL5G28380
OG0001091	CP8_g52972_DN3_SP8_c.t1	AL8G25110
OG0001092	CP11_g33273_DN3_SP0_c.t1	nbis-gene-1481
OG0001093	CP8_g54398_DN3_SP7_c.t1	AL6G30850
OG0001093	CP11_g32715_DN3_SP7_c.t1	AL6G22960
OG0001094	CP11_g32926_DN3_SP6_c.t1	AL6G20480
OG0001094	CP2_g47776_DN3_SP8_c.t1	AL8G42750
OG0001095	CP6_g8812_DN3_SP0_c.t1, CP6_g9463_DN3_SP0_c.t1	AL9U11600
OG0001096	CP3_g13545_DN3_SP8_c.t1	AL5G39710
OG0001096	CP4_g24520_DN3_SP8_c.t1	AL4G40340
OG0001097	CP16_g55457_DN3_SP0_c.t1	AL2G25850
OG0001098	CP3_g14406_DN3_SP6_c.t1	AL5G29650
OG0001098	CP2_g47713_DN3_SP8_c.t1	AL8G43520
OG0001100	CP4_g25496_DN3_SP6_c.t1	AL4G27570, AL4G27560, AL4G27550
OG0001100	CP1_g36826_DN3_SP2_c.t1	AL1G15140
OG0001101	CP11_g32504_DN3_SP1_c.t1	AL6G25400
OG0001101	CP9_g28549_DN3_SP0_c.t1	AL6G26240
OG0001102	CP10_g42223_DN3_SP8_c.t1	AL3G11520
OG0001102	CP11_g32398_DN3_SP8_c.t1	AL6G26580
OG0001103	CP10_g42438_DN2_SP0_c.t1	AL3G14520
OG0001104	CP10_g42477_DN3_SP4_c.t1	AL6G40370
OG0001104	CP2_g48642_DN3_SP8_c.t1	AL3G15230
OG0001105	CP9_g29649_DN3_SP1_c.t1	AL2G40840
OG0001105	CP7_g46155_DN3_SP0_c.t1	AL1G27950
OG0001106	CP7_g46059_DN3_SP8_c.t1	AL1G29060
OG0001106	CP9_g29522_DN3_SP5_c.t1	AL2G39280
OG0001107	CP7_g45961_DN3_SP8_c.t1	AL1G30240
OG0001108	CP9_g29108_DN3_SP7_c.t1	AL2G34600
OG0001111	CP9_g28292_DN3_SP8_c.t1	AL2G26000
OG0001112	CP16_g54928_DN3_SP0_c.t1	AL8G22690
OG0001113	CP11_g33280_DN3_SP2_c.t1	AL6G17000
OG0001113	CP11_g33279_DN3_SP1_c.t1	AL6G16980
OG0001115	CP9_g28879_DN3_SP0_c.t1	AL2G32100
OG0001115	CP7_g46011_DN2_SP0_c.t1	AL1G29600
OG0001116	CP1_g37971_DN3_SP8_c.t1	AL1G59450
OG0001116	CP12_g30463_DN3_SP8_c.t1	AL3G35080
OG0001120	CP5_g420_DN2_SP3_c.t1	AL7G15150
OG0001120	CP10_g43745_DN3_SP0_c.t1	AL3G50780
OG0001122	CP7_g45972_DN1_SP0_c.t1, CP9_g28347_DN3_SP0_c.t1, CP282_g12911_DN2_SP0_c.t1, CP151_g11197_DN2_SP0_c.t1, CP9_g28346_DN3_SP0_c.t1, CP410_g51852_DN1_SP0_p.t1, CP9_g28138_DN1_SP0_c.t1, CP151_g11199_DN1_SP0_c.t1, CP151_g11200_DN2_SP0_c.t1, CP9_g28146_DN2_SP0_c.t1, CP9_g28143_DN1_SP0_c.t1, CP410_g51854_DN2_SP0_c.t1, CP9_g28140_DN3_SP0_c.t1	AL1G30130, AL4G15630, AL4G15510
OG0001124	CP10_g43597_DN3_SP5_c.t1, CP12_g29854_DN3_SP1_c.t1	AL3G53430
OG0001124	CP5_g1300_DN3_SP8_c.t1	AL7G25710
OG0001125	CP7_g44758_DN3_SP0_c.t1	AL1G49600
OG0001125	CP4_g25181_DN3_SP0_c.t1	AL4G31680
OG0001126	CP2_g50044_DN3_SP2_c.t1	AL2G17730
OG0001127	CP1_g37765_DN3_SP2_c.t1	AL1G26550
OG0001127	CP13_g19598_DN3_SP1_c.t1	AL5G11310
OG0001128	CP13_g19459_DN3_SP0_c.t1	AL5G13940
OG0001128	CP1_g37657_DN3_SP0_c.t1	AL1G25340
OG0001129	CP13_g19151_DN3_SP2_c.t1	AL5G18770, AL5G18730
OG0001130	CP2_g48849_DN3_SP8_c.t1	AL5G20100
OG0001130	CP5_g1599_DN3_SP0_c.t1	AL7G51620
OG0001131	CP8_g53720_DN3_SP3_c.t1	AL8G33210
OG0001132	CP11_g33586_DN3_SP8_c.t1	AL6G12330
OG0001132	CP10_g42932_DN3_SP7_c.t1	AL3G20930
OG0001133	CP19_g17950_DN3_SP8_c.t1	AL7G26000
OG0001133	CP8_g53493_DN3_SP6_c.t1	AL8G30690
OG0001134	CP11_g32626_DN3_SP1_c.t1, CP11_g32625_DN2_SP8_c.t1	AL6G24050, AL6G24060
OG0001135	CP2_g47811_DN3_SP0_c.t1	AL8G42330
OG0001135	CP11_g32936_DN3_SP6_c.t1	AL6G20380
OG0001136	CP6_g7039_DN3_SP0_c.t1	AL7G36660
OG0001136	CP13_g19824_DN3_SP0_c.t1	AL8G11550
OG0001137	CP13_g19993_DN3_SP8_c.t1	AL8G13460
OG0001137	CP6_g6881_DN3_SP8_c.t1	AL7G34850
OG0001138	CP11_g31817_DN3_SP0_c.t1	AL3G11250, AL6G47790
OG0001139	CP7_g45092_DN2_SP8_c.t1	AL1G41460
OG0001139	CP7_g45152_DN3_SP0_c.t1	AL1G40710
OG0001140	CP5_g405_DN3_SP0_c.t1	AL7G15010
OG0001140	CP10_g43734_DN3_SP0_c.t1	AL3G50920
OG0001141	CP3_g14735_DN3_SP0_c.t1	AL5G25610
OG0001142	CP12_g30626_DN3_SP8_c.t1	AL3G36920
OG0001142	CP6_g7442_DN3_SP5_c.t1	AL7G41070
OG0001143	CP4_g24218_DN3_SP0_c.t1	AL4G44210
OG0001143	CP3_g13332_DN3_SP0_c.t1	AL5G42890
OG0001144	CP3_g13380_DN3_SP8_c.t1	AL5G42340
OG0001144	CP4_g24285_DN3_SP4_c.t1	AL4G43450
OG0001145	CP19_g18408_DN3_SP0_c.t1	AL3G16040, AL8G28550, AL6G37010, AL1G56010, nbis-gene-666
OG0001146	CP4_g24558_DN3_SP8_c.t1	AL4G39730
OG0001146	CP10_g42992_DN3_SP8_c.t1	AL3G21660
OG0001147	CP8_g54377_DN3_SP7_c.t1	AL6G31060
OG0001148	CP2_g47843_DN3_SP5_c.t1, CP5_g156_DN3_SP0_c.t1	AL8G41950
OG0001148	CP11_g32959_DN3_SP2_c.t1	nbis-gene-1500
OG0001149	CP3_g14248_DN3_SP0_c.t1	AL5G31590
OG0001149	CP2_g47561_DN3_SP0_c.t1	AL8G45240
OG0001150	CP11_g32361_DN3_SP7_c.t1	AL6G26990
OG0001150	CP10_g42250_DN3_SP1_c.t1	AL3G11920
OG0001151	CP10_g42682_DN3_SP0_c.t1	AL3G17870
OG0001151	CP2_g48704_DN2_SP0_c.t1	AL8G22890
OG0001152	CP13_g20423_DN2_SP0_c.t1	AL5G37650
OG0001152	CP4_g24661_DN3_SP0_c.t1	AL4G38370
OG0001153	CP3_g14081_DN2_SP0_c.t1	AL5G33580, AL278U10010
OG0001154	CP9_g29160_DN3_SP8_c.t1	AL2G35130
OG0001154	CP7_g45811_DN3_SP8_c.t1	AL1G32200
OG0001155	CP9_g29243_DN3_SP4_c.t1	AL2G36030
OG0001155	CP7_g45739_DN3_SP3_c.t1	AL1G33060
OG0001156	CP7_g45426_DN3_SP2_c.t1	AL1G37300
OG0001156	CP9_g28657_DN3_SP2_c.t1	nbis-gene-584
OG0001157	CP1_g37429_DN3_SP0_c.t1	AL1G22420
OG0001158	CP7_g45466_DN3_SP2_c.t1	AL1G36840
OG0001159	CP9_g29314_DN3_SP0_c.t1	AL2G36790
