Orthogroup	Conringia_planisiliqua	Eutrema_salsugineum
OG0001888	CP7_g44998_DN3_SP0_c.t1	XP_006415608.1, XP_024003706.1
OG0001889	CP10_g43681_DN3_SP8_c.t1	XP_006409165.1
OG0001889	CP5_g360_DN3_SP6_c.t1	XP_006411986.1
OG0001890	CP5_g213_DN3_SP5_c.t1	XP_024005099.1
OG0001890	CP5_g214_DN3_SP5_c.t1	XP_006411830.1
OG0001891	CP19_g18046_DN3_SP8_c.t1	XP_006413247.1
OG0001891	CP1_g37367_DN3_SP6_c.t1	XP_006417431.1
OG0001892	CP13_g20362_DN3_SP5_c.t1	XP_006403295.1
OG0001892	CP7_g45111_DN3_SP0_c.t1	XP_024008666.1
OG0001894	CP4_g24729_DN3_SP7_c.t1	XP_024004254.1
OG0001894	CP11_g31822_DN3_SP1_c.t1	XP_024010103.1
OG0001895	CP13_g19762_DN3_SP0_c.t1, CP13_g19764_DN3_SP0_c.t1	XP_006398427.1
OG0001896	CP6_g9451_DN2_SP0_c.t1	XP_006414996.1
OG0001896	CP10_g42751_DN2_SP0_c.t1	XP_006407837.1
OG0001897	CP12_g30763_DN3_SP3_c.t1	XP_006418832.1
OG0001897	CP6_g7616_DN3_SP0_c.t1	XP_024005118.1
OG0001898	CP12_g30638_DN3_SP3_c.t1	XP_006406128.1
OG0001898	CP6_g7447_DN3_SP0_c.t1	XP_024005685.1
OG0001899	CP6_g7389_DN2_SP0_c.t1	XP_006414559.1
OG0001899	CP12_g30571_DN3_SP0_c.t1	XP_006406209.1
OG0001900	CP19_g17847_DN3_SP8_c.t1	XP_006405310.1
OG0001901	CP1_g38301_DN3_SP6_c.t1	XP_006393442.1
OG0001901	CP3_g13132_DN3_SP8_c.t1	XP_006402352.1
OG0001902	CP3_g13182_DN3_SP0_c.t1	XP_006402414.2
OG0001903	CP3_g13327_DN3_SP0_c.t1	XP_006402563.1
OG0001903	CP4_g24214_DN3_SP0_c.t1	XP_006397697.1
OG0001904	CP3_g13335_DN3_SP0_c.t1	XP_024012873.1
OG0001904	CP4_g24223_DN3_SP0_c.t1	XP_024010780.1
OG0001905	CP3_g13389_DN3_SP8_c.t1	XP_006402633.1
OG0001905	CP4_g24310_DN3_SP7_c.t1	XP_006397597.1
OG0001907	CP2_g47980_DN3_SP3_c.t1	XP_006394294.1
OG0001910	CP11_g31931_DN3_SP3_c.t1	XP_006396580.1
OG0001910	CP1_g36708_DN3_SP2_c.t1	XP_024008760.1
OG0001911	CP13_g20290_DN3_SP0_c.t1	XP_006403243.1
OG0001912	CP4_g25548_DN3_SP8_c.t1	XP_006410337.1
OG0001912	CP1_g36838_DN3_SP8_c.t1	XP_006418023.1
OG0001913	CP4_g25579_DN3_SP4_c.t1	XP_024003772.1
OG0001915	CP4_g25627_DN3_SP2_c.t1	XP_024003913.1
OG0001915	CP1_g36907_DN3_SP1_c.t1	XP_006417951.2
OG0001916	CP1_g37021_DN3_SP8_c.t1	XP_006417809.1
OG0001916	CP4_g25791_DN3_SP0_c.t1	XP_006410014.1
OG0001917	CP4_g25875_DN3_SP0_c.t1	XP_006409900.1
OG0001917	CP1_g37057_DN3_SP0_c.t1	XP_006417771.1
OG0001918	CP18_g11542_DN3_SP8_c.t1	XP_006408594.1
OG0001919	CP11_g32529_DN3_SP0_c.t1	XP_006399949.1
OG0001920	CP11_g32332_DN3_SP0_c.t1	XP_006400178.1
OG0001920	CP10_g42264_DN3_SP8_c.t1	XP_006408388.1
OG0001921	CP11_g32329_DN3_SP8_c.t1	XP_006400180.2
OG0001921	CP10_g42269_DN3_SP8_c.t1	XP_024014833.1
OG0001922	CP10_g42556_DN3_SP4_c.t1	XP_006408045.1
OG0001922	CP2_g48571_DN3_SP6_c.t1	XP_006394930.1
OG0001923	CP4_g24793_DN3_SP0_c.t1	XP_024016873.1
OG0001923	CP3_g13842_DN3_SP2_c.t1	XP_006403496.1
OG0001926	CP4_g24907_DN3_SP7_c.t1	XP_006411021.1
OG0001926	CP3_g14184_DN3_SP8_c.t1	XP_006403874.1
OG0001927	CP9_g29669_DN3_SP7_c.t1	XP_006389797.1
OG0001927	CP7_g46165_DN3_SP8_c.t1	XP_006416887.1
OG0001928	CP9_g29481_DN3_SP0_c.t1	XP_006389983.2
OG0001928	CP7_g46033_DN3_SP5_c.t1	XP_006416740.1
OG0001929	CP9_g28934_DN3_SP8_c.t1	XP_006390601.1
OG0001930	CP7_g45885_DN1_SP0_c.t1	XP_006416577.1
OG0001930	CP9_g29077_DN3_SP0_c.t1	XP_006390433.1
OG0001931	CP9_g29111_DN3_SP8_c.t1	XP_006390395.1
OG0001931	CP7_g45864_DN3_SP8_c.t1	XP_006416554.1
OG0001932	CP7_g45819_DN3_SP3_c.t1	XP_006416512.1
OG0001932	CP9_g29146_DN3_SP1_c.t1	XP_006390350.2
OG0001933	CP9_g29330_DN3_SP8_c.t1	XP_024010980.1
OG0001934	CP7_g45571_DN3_SP8_c.t1	XP_024008720.1
OG0001934	CP9_g29441_DN3_SP8_c.t1	XP_024008919.1
OG0001935	CP7_g45468_DN3_SP3_c.t1	XP_006416119.1
OG0001935	CP9_g28700_DN3_SP6_c.t1	XP_006390840.1
OG0001937	CP7_g45313_DN3_SP8_c.t1	XP_006415956.1
OG0001937	CP9_g28555_DN3_SP8_c.t1	XP_006391003.1
OG0001938	CP7_g45157_DN3_SP0_c.t1	XP_006415784.1
OG0001939	CP16_g54770_DN3_SP8_c.t1	XP_006404587.1
OG0001939	CP5_g90_DN3_SP8_c.t1	XP_006411705.1
OG0001941	CP8_g54426_DN3_SP0_c.t1	XP_006400466.1
OG0001941	CP8_g54424_DN3_SP0_c.t1	XP_006400468.1
OG0001942	CP10_g43361_DN2_SP4_c.t1	XP_006407146.1
OG0001943	CP10_g43133_DN3_SP8_c.t1	XP_006407420.2
OG0001944	CP10_g43118_DN3_SP3_c.t1	XP_006407433.2
OG0001944	CP11_g33212_DN3_SP4_c.t1	XP_024011509.1
OG0001945	CP3_g14421_DN1_SP0_c.t1	XP_006404130.1
OG0001946	CP3_g14497_DN3_SP0_c.t1	XP_006404216.1
OG0001946	CP2_g48294_DN3_SP0_c.t1	XP_006394631.1
OG0001947	CP3_g14958_DN3_SP0_c.t1	XP_006419088.1
OG0001948	CP3_g15333_DN3_SP0_c.t1	XP_006404478.1
OG0001949	CP8_g54279_DN3_SP2_c.t1	XP_006400609.1
OG0001949	CP6_g7102_DN3_SP0_c.t1	XP_006414244.1
OG0001950	CP10_g43359_DN3_SP8_c.t1	XP_006407148.1
OG0001950	CP7_g46345_DN3_SP8_c.t1	XP_006392699.1
OG0001951	CP10_g43463_DN3_SP8_c.t1	XP_006407028.1
OG0001951	CP7_g46250_DN3_SP8_c.t1	XP_006392804.1
OG0001952	CP6_g7271_DN2_SP0_c.t1	XP_006414407.2
OG0001952	CP12_g30019_DN1_SP0_c.t1	XP_006406812.1
OG0001953	CP12_g30272_DN3_SP0_c.t1	XP_006406513.1
OG0001953	CP1_g38130_DN3_SP0_c.t1	XP_006393218.1
OG0001954	CP11_g32668_DN3_SP3_c.t1	XP_006399783.1
OG0001954	CP12_g30435_DN3_SP8_c.t1	XP_006406348.1
OG0001955	CP1_g37958_DN3_SP8_c.t1	XP_024006157.1
OG0001955	CP12_g30480_DN3_SP4_c.t1	XP_024015460.1
OG0001956	CP10_g44086_DN3_SP6_c.t1	XP_006409548.1
OG0001956	CP5_g605_DN3_SP8_c.t1	XP_006412275.1
OG0001957	CP4_g25269_DN3_SP8_c.t1	XP_006410621.1
OG0001957	CP7_g44853_DN3_SP8_c.t1	XP_006415465.2
OG0001958	CP15_g34752_DN2_SP0_c.t1	XP_006409651.2
OG0001959	CP3_g13418_DN3_SP0_c.t1	XP_006402663.1
OG0001960	CP7_g46220_DN3_SP0_c.t1	XP_006392842.2
OG0001961	CP12_g30340_DN3_SP8_c.t1	XP_024015049.1
OG0001961	CP1_g38078_DN3_SP8_c.t1	XP_024006005.1
OG0001963	CP11_g32024_DN3_SP0_c.t1	XP_006396496.1
OG0001967	CP11_g33456_DN2_SP0_c.t1	XP_006398894.2
OG0001971	CP5_g1083_DN3_SP8_c.t1	XP_006412871.1
OG0001972	CP5_g969_DN3_SP7_c.t1	XP_006412718.1
OG0001972	CP10_g43642_DN3_SP8_c.t1	XP_006409120.1
OG0001973	CP5_g901_DN3_SP3_c.t1	XP_006412645.1
OG0001973	CP16_g55092_DN3_SP6_c.t1	XP_006404930.1
OG0001974	CP16_g55119_DN3_SP0_c.t1	XP_006404977.1
OG0001974	CP5_g862_DN3_SP0_c.t1	XP_024005191.1
OG0001975	CP5_g646_DN3_SP8_c.t1	XP_006412330.1
OG0001976	CP5_g532_DN2_SP0_c.t1	XP_006412187.1
OG0001976	CP10_g43919_DN3_SP0_c.t1	XP_006409422.1
OG0001977	CP4_g25167_DN3_SP8_c.t1	XP_006410740.1
OG0001977	CP6_g7178_DN3_SP4_c.t1	XP_006414324.1
OG0001978	CP2_g49150_DN3_SP6_c.t1	XP_006392020.1
OG0001978	CP1_g37420_DN3_SP8_c.t1	XP_006417375.1
OG0001979	CP13_g19571_DN3_SP8_c.t1	XP_006395784.1
OG0001979	CP1_g37758_DN3_SP8_c.t1	XP_006417003.1
OG0001980	CP13_g19549_DN3_SP8_c.t1	XP_006395756.1
OG0001980	CP1_g37741_DN3_SP8_c.t1	XP_006417022.1
OG0001981	CP1_g37606_DN3_SP5_c.t1	XP_006417162.1
OG0001981	CP13_g19374_DN3_SP5_c.t1	XP_006395566.1
OG0001982	CP13_g19344_DN3_SP5_c.t1	XP_006395533.2
OG0001982	CP1_g37590_DN3_SP7_c.t1	XP_006417180.2
OG0001983	CP13_g19291_DN3_SP8_c.t1	XP_006395474.1
OG0001983	CP19_g17946_DN3_SP8_c.t1	XP_006405419.1
OG0001984	CP13_g19278_DN3_SP8_c.t1	XP_006395458.1
OG0001984	CP5_g1335_DN3_SP8_c.t1	XP_006405432.1
OG0001985	CP2_g48997_DN3_SP0_c.t1, CP1_g37535_DN1_SP0_c.t1	XP_006417247.1
OG0001986	CP3_g13678_DN3_SP8_c.t1	XP_006402954.1
OG0001986	CP4_g24605_DN3_SP2_c.t1	XP_024003946.1
OG0001987	CP11_g33479_DN3_SP7_c.t1	XP_006398869.1
OG0001987	CP10_g42987_DN3_SP8_c.t1	XP_006407588.1
OG0001988	CP10_g43091_DN3_SP6_c.t1	XP_006407461.1
OG0001988	CP11_g33327_DN3_SP8_c.t1	XP_006399036.1
OG0001989	CP10_g43104_DN3_SP0_c.t1	XP_006407446.1
OG0001989	CP11_g33199_DN3_SP0_c.t1	XP_006399072.1
OG0001990	CP8_g53400_DN3_SP8_c.t1	XP_006401599.1
OG0001990	CP5_g1278_DN3_SP3_c.t1	XP_006413087.1
OG0001991	CP8_g53486_DN2_SP0_c.t1	XP_006401494.1
OG0001991	CP19_g17947_DN3_SP0_c.t1	XP_006413129.1
OG0001992	CP19_g17977_DN3_SP1_c.t1	XP_006413162.1
OG0001992	CP8_g53575_DN3_SP0_c.t1	XP_006401400.1
OG0001993	CP8_g53598_DN3_SP8_c.t1	XP_006401374.1
OG0001993	CP19_g17992_DN3_SP8_c.t1	XP_006413178.1
OG0001994	CP19_g18061_DN3_SP6_c.t1	XP_024005051.1
OG0001995	CP11_g32710_DN3_SP6_c.t1	XP_024011882.1
OG0001995	CP8_g54386_DN3_SP2_c.t1	XP_024012221.1
OG0001997	CP11_g32963_DN3_SP8_c.t1	XP_006399447.1
OG0001997	CP16_g54907_DN3_SP8_c.t1	XP_006404741.1
OG0001998	CP11_g32983_DN2_SP0_c.t1	XP_006399422.1
OG0001998	CP2_g47877_DN3_SP0_c.t1	XP_006394173.1
OG0001999	CP11_g33132_DN3_SP1_c.t1	XP_006399244.1
OG0001999	CP2_g48147_DN3_SP0_c.t1	XP_006394491.1
OG0002000	CP11_g33164_DN3_SP7_c.t1	XP_006399217.1
OG0002001	CP13_g19827_DN3_SP0_c.t1	XP_024010949.1
OG0002001	CP6_g7038_DN3_SP0_c.t1	XP_006414178.1
OG0002002	CP13_g20095_DN3_SP0_c.t1	XP_006398116.1, XP_006398117.1
OG0002002	CP6_g6829_DN2_SP4_c.t1	XP_006413917.1
OG0002002	CP13_g20093_DN3_SP7_c.t1	XP_006398119.1
OG0002003	CP19_g18464_DN3_SP8_c.t1	XP_006413690.1
OG0002003	CP11_g31827_DN3_SP7_c.t1	XP_006396701.1
OG0002004	CP20_g4408_DN3_SP4_c.t1	XP_024009851.1
OG0002004	CP19_g18390_DN3_SP8_c.t1	XP_006413612.1
OG0002006	CP19_g18271_DN3_SP8_c.t1	XP_006413507.1
OG0002006	CP20_g4304_DN3_SP8_c.t1	XP_006396970.1
OG0002007	CP20_g4303_DN3_SP0_c.t1	XP_006396971.1
OG0002007	CP19_g18269_DN3_SP0_c.t1	XP_006413505.1
OG0002008	CP20_g4232_DN3_SP1_c.t1	XP_006397041.1
OG0002008	CP7_g44611_DN3_SP0_c.t1	XP_006415146.1
OG0002009	CP1_g38456_DN1_SP0_c.t1, CP1_g38459_DN2_SP0_c.t1, CP1_g38457_DN2_SP0_c.t1	XP_024006307.1
OG0002010	CP7_g45013_DN3_SP1_c.t1	XP_006415620.1
OG0002011	CP7_g44978_DN3_SP0_c.t1	XP_006415583.2
OG0002012	CP10_g43791_DN3_SP8_c.t1	XP_006409290.1
OG0002012	CP5_g461_DN3_SP6_c.t1	XP_006412096.1
OG0002013	CP10_g43783_DN3_SP7_c.t1	XP_006409275.1
OG0002013	CP5_g448_DN3_SP6_c.t1	XP_024005481.1
OG0002014	CP5_g418_DN3_SP8_c.t1	XP_006412042.1
OG0002014	CP10_g43744_DN3_SP3_c.t1	XP_006409246.2
OG0002015	CP10_g43652_DN3_SP1_c.t1	XP_006409130.1
OG0002015	CP5_g336_DN3_SP8_c.t1	XP_006411960.1
OG0002016	CP16_g54923_DN1_SP0_c.t1	XP_006404757.1
OG0002016	CP5_g242_DN3_SP0_c.t1	XP_006411860.2
OG0002017	CP5_g193_DN3_SP0_c.t1	XP_024005595.1
OG0002019	CP4_g25178_DN3_SP4_c.t1	XP_006410729.1
OG0002021	CP19_g18262_DN3_SP8_c.t1	XP_006413493.1
OG0002021	CP20_g4289_DN3_SP7_c.t1	XP_006396985.1
OG0002022	CP7_g45990_DN3_SP1_c.t1	XP_024008339.1
OG0002022	CP13_g19900_DN3_SP8_c.t1	XP_024011012.1
OG0002023	CP12_g30649_DN3_SP8_c.t1	XP_006406118.1
OG0002023	CP6_g7464_DN3_SP8_c.t1	XP_006414665.1
OG0002024	CP6_g7412_DN3_SP7_c.t1	XP_006414611.1
OG0002024	CP12_g30596_DN3_SP8_c.t1	XP_006406189.1
OG0002025	CP18_g12617_DN3_SP0_c.t1	XP_006391308.2
OG0002026	CP3_g13361_DN3_SP0_c.t1	XP_006402598.1
OG0002028	CP3_g14888_DN3_SP8_c.t1	XP_006419045.1
OG0002028	CP8_g54063_DN3_SP4_c.t1	XP_024011477.1
OG0002029	CP1_g36482_DN3_SP6_c.t1	XP_006418416.1
OG0002029	CP8_g54573_DN3_SP6_c.t1	XP_006396310.1
OG0002030	CP11_g32047_DN3_SP8_c.t1	XP_006396471.1
OG0002030	CP1_g36764_DN3_SP8_c.t1	XP_006418274.1
OG0002031	CP4_g25428_DN3_SP0_c.t1	XP_006418107.1
OG0002031	CP1_g36613_DN3_SP8_c.t1	XP_006410462.1
OG0002032	CP3_g14714_DN3_SP0_c.t1	XP_006410360.1
OG0002032	CP1_g36821_DN3_SP5_c.t1	XP_006418042.1
OG0002033	CP1_g36960_DN3_SP7_c.t1	XP_006417884.2
OG0002033	CP4_g25694_DN3_SP8_c.t1	XP_024016747.1
OG0002034	CP1_g37032_DN3_SP8_c.t1	XP_006417796.1
OG0002034	CP4_g25835_DN3_SP8_c.t1	XP_006409951.1
OG0002035	CP19_g17961_DN1_SP7_c.t1	XP_006413147.1
OG0002036	CP11_g32390_DN3_SP8_c.t1	XP_006400107.1
OG0002037	CP11_g32389_DN3_SP0_c.t1	XP_006400108.1
OG0002037	CP10_g42231_DN3_SP0_c.t1	XP_006408425.1
OG0002038	CP12_g30014_DN3_SP6_c.t1	XP_006406818.1
OG0002039	CP3_g13787_DN3_SP1_c.t1	XP_006403439.1
OG0002040	CP4_g25083_DN3_SP7_c.t1	XP_006410831.1
OG0002040	CP3_g14062_DN3_SP8_c.t1	XP_006403741.2
OG0002041	CP4_g25028_DN3_SP5_c.t1	XP_006410892.1
OG0002041	CP3_g14023_DN3_SP0_c.t1	XP_006403699.1
OG0002042	CP4_g24885_DN3_SP0_c.t1, CP4_g24886_DN3_SP1_c.t1	XP_006411051.1
OG0002043	CP7_g46200_DN3_SP1_c.t1	XP_006416923.2
OG0002043	CP1_g38223_DN3_SP8_c.t1	XP_006393335.1
OG0002044	CP7_g46177_DN3_SP6_c.t1	XP_006416899.1
OG0002044	CP9_g29686_DN3_SP8_c.t1	XP_006389778.1
OG0002045	CP7_g46159_DN3_SP0_c.t1	XP_006416882.1
OG0002045	CP9_g29662_DN3_SP0_c.t1	XP_006389806.1
OG0002046	CP7_g46134_DN3_SP6_c.t1	XP_006416855.1
OG0002046	CP9_g29617_DN3_SP7_c.t1	XP_006389845.1
OG0002047	CP7_g46096_DN3_SP0_c.t1	XP_006416811.1
OG0002047	CP9_g29555_DN3_SP1_c.t1	XP_006389916.1
OG0002048	CP7_g46001_DN1_SP0_c.t1	XP_024008360.1
OG0002049	CP9_g28944_DN3_SP0_c.t1	XP_006390591.1
OG0002050	CP7_g45680_DN3_SP6_c.t1	XP_006416353.1
OG0002050	CP9_g29290_DN3_SP8_c.t1	XP_006390192.1
OG0002051	CP7_g45672_DN3_SP8_c.t1	XP_024008125.1
OG0002052	CP7_g45662_DN3_SP8_c.t1	XP_006416333.1
OG0002052	CP9_g29318_DN3_SP4_c.t1	XP_006390163.2, XP_006390162.1
OG0002053	CP7_g45638_DN3_SP8_c.t1	XP_006416304.1
OG0002053	CP9_g29346_DN3_SP8_c.t1	XP_006390131.1
OG0002054	CP7_g45485_DN1_SP0_c.t1	XP_006416134.1
OG0002054	CP9_g28740_DN3_SP0_c.t1	XP_006390800.1
OG0002055	CP7_g45461_DN3_SP6_c.t1	XP_006416111.1
OG0002055	CP9_g28692_DN3_SP8_c.t1	XP_006390849.1
OG0002056	CP16_g55452_DN3_SP0_c.t1	XP_024015766.1
OG0002056	CP5_g763_DN3_SP1_c.t1	XP_006412474.1
OG0002057	CP16_g55275_DN3_SP1_c.t1	XP_006405132.2
OG0002058	CP16_g55041_DN3_SP8_c.t1	XP_006404885.1
OG0002058	CP10_g43109_DN3_SP0_c.t1	XP_006407442.1
OG0002059	CP1_g36557_DN3_SP7_c.t1	XP_006418055.1
OG0002059	CP4_g25517_DN3_SP2_c.t1	XP_006410373.2
OG0002060	CP9_g28643_DN3_SP8_c.t1	XP_006390898.1
OG0002060	CP11_g32482_DN3_SP8_c.t1	XP_024011554.1
OG0002061	CP1_g38426_DN3_SP0_c.t1	XP_024013603.1
OG0002061	CP1_g38427_DN3_SP0_c.t1	XP_006393558.2, XP_024006326.1
OG0002062	CP2_g48205_DN3_SP2_c.t1	XP_006394541.1
OG0002063	CP11_g33193_DN3_SP0_c.t1	XP_006399185.1, XP_006399186.1, XP_006399191.1
OG0002063	CP8_g53840_DN3_SP0_c.t1	XP_006401088.1
OG0002064	CP3_g14223_DN3_SP0_c.t1, CP3_g14224_DN3_SP0_c.t1	XP_024013489.1
OG0002065	CP4_g25173_DN3_SP0_c.t1	XP_006390705.1, XP_006390701.1
OG0002065	CP9_g28834_DN3_SP0_c.t1	XP_006390703.1
OG0002066	CP9_g29328_DN3_SP0_c.t1	XP_006390153.1
OG0002067	CP9_g29233_DN3_SP1_c.t1	XP_006390257.1
OG0002068	CP6_g7477_DN3_SP0_c.t1	XP_006414676.2, XP_006414675.1
OG0002069	CP9_g29572_DN3_SP8_c.t1	XP_006389898.1, XP_006389899.1
OG0002070	CP7_g46112_DN3_SP6_c.t1	XP_024008148.1
OG0002070	CP9_g29589_DN3_SP7_c.t1	XP_006389879.1
OG0002071	CP7_g46401_DN3_SP7_c.t1	XP_006392628.1
OG0002072	CP7_g46379_DN2_SP2_c.t1	XP_006392653.1
OG0002072	CP10_g43321_DN3_SP5_c.t1	XP_006407196.1
OG0002075	CP10_g43530_DN3_SP0_c.t1	XP_006408912.1
OG0002075	CP10_g43531_DN3_SP0_c.t1	XP_006408911.1
OG0002076	CP7_g46474_DN3_SP8_c.t1	XP_006392556.1
OG0002076	CP10_g43232_DN3_SP0_c.t1	XP_006407299.1
OG0002077	CP1_g37968_DN3_SP5_c.t1	XP_024006358.1
OG0002077	CP12_g30466_DN3_SP4_c.t1	XP_024015203.1
OG0002078	CP3_g13779_DN3_SP0_c.t1	XP_006403427.1
OG0002079	CP19_g17864_DN3_SP1_c.t1	XP_024004686.1
OG0002081	CP16_g55305_DN3_SP0_c.t1	XP_006405210.1
OG0002082	CP3_g13902_DN3_SP8_c.t1	XP_006403558.1
OG0002082	CP4_g24841_DN3_SP7_c.t1	XP_006411105.1
OG0002084	CP9_g29695_DN1_SP0_c.t1	XP_024011131.1
OG0002089	CP2_g49085_DN2_SP0_c.t1	XP_024015977.1
OG0002091	CP27_g41954_DN2_SP0_c.t1, CP27_g41956_DN2_SP0_c.t1	XP_024013064.1
OG0002093	CP17_g5074_DN3_SP8_c.t1	XP_024016504.1
OG0002093	CP5_g581_DN2_SP2_c.t1	XP_006412248.1
OG0002094	CP5_g555_DN3_SP0_c.t1	XP_006412218.1
OG0002095	CP10_g43824_DN3_SP5_c.t1	XP_024016597.1
OG0002095	CP5_g479_DN3_SP6_c.t1	XP_006412122.1
OG0002096	CP2_g49840_DN3_SP2_c.t1	XP_006392406.1
OG0002096	CP1_g37214_DN3_SP8_c.t1	XP_006417581.1
OG0002097	CP2_g49393_DN3_SP0_c.t1	XP_006392280.1
OG0002097	CP1_g37300_DN2_SP0_c.t1	XP_006417492.1
OG0002098	CP2_g49222_DN3_SP1_c.t1	XP_006392109.1
OG0002098	CP2_g49242_DN3_SP1_c.t1	XP_024004459.1
OG0002099	CP1_g37396_DN3_SP6_c.t1	XP_006417399.1
OG0002099	CP2_g49200_DN3_SP4_c.t1	XP_006392089.1
OG0002100	CP1_g37690_DN2_SP0_c.t1	XP_006417082.2
OG0002100	CP13_g19502_DN3_SP0_c.t1	XP_024007584.1
OG0002101	CP5_g1330_DN3_SP8_c.t1	XP_006405423.1
OG0002104	CP2_g48899_DN3_SP8_c.t1	XP_006391707.1
OG0002105	CP1_g37571_DN3_SP3_c.t1	XP_006417204.1
OG0002105	CP2_g48964_DN3_SP3_c.t1	XP_006391782.1
OG0002106	CP2_g49049_DN3_SP8_c.t1	XP_024003815.1
OG0002106	CP1_g37505_DN3_SP8_c.t1	XP_006417282.1
OG0002107	CP3_g13684_DN3_SP0_c.t1	XP_006402962.1
OG0002107	CP4_g24625_DN3_SP1_c.t1	XP_006411360.1
OG0002108	CP11_g33698_DN3_SP0_c.t1	XP_024011866.1
OG0002108	CP10_g42867_DN3_SP8_c.t1	XP_006407721.1
OG0002109	CP10_g42939_DN3_SP2_c.t1	XP_006407640.1
OG0002110	CP10_g42944_DN3_SP8_c.t1	XP_006407634.1
OG0002110	CP11_g33563_DN3_SP8_c.t1	XP_006398774.1
OG0002111	CP10_g42988_DN3_SP8_c.t1	XP_006398872.1
OG0002114	CP5_g1232_DN3_SP8_c.t1	XP_006413038.1
OG0002114	CP8_g53319_DN3_SP8_c.t1	XP_006401693.1
OG0002115	CP19_g17949_DN3_SP8_c.t1	XP_006413133.1
OG0002115	CP8_g53487_DN3_SP7_c.t1	XP_006401493.1
OG0002116	CP19_g17970_DN3_SP7_c.t1	XP_006413154.1
OG0002117	CP11_g32656_DN3_SP8_c.t1	XP_006399798.1
OG0002117	CP7_g45160_DN3_SP6_c.t1	XP_006415787.1
OG0002118	CP2_g48487_DN3_SP8_c.t1	XP_006394837.1
OG0002118	CP11_g32767_DN3_SP8_c.t1	XP_006399678.1
OG0002119	CP11_g32853_DN3_SP6_c.t1	XP_024012317.1
OG0002119	CP2_g48411_DN3_SP7_c.t1	XP_006394746.1
OG0002120	CP2_g48286_DN3_SP8_c.t1	XP_024007398.1
OG0002120	CP11_g33037_DN3_SP8_c.t1	XP_006399348.1
OG0002121	CP2_g48121_DN3_SP3_c.t1	XP_006394471.1
OG0002121	CP11_g33166_DN3_SP8_c.t1	XP_006399214.1
OG0002122	CP13_g19750_DN3_SP0_c.t1	XP_024011041.1
OG0002122	CP6_g7099_DN3_SP8_c.t1	XP_006414240.1
OG0002123	CP13_g19963_DN3_SP8_c.t1	XP_006398234.1
OG0002123	CP6_g6902_DN3_SP8_c.t1	XP_024005063.1
OG0002124	CP13_g19985_DN3_SP0_c.t1	XP_006398214.1
OG0002124	CP6_g6894_DN3_SP0_c.t1	XP_006414005.1
OG0002125	CP6_g6810_DN3_SP2_c.t1	XP_006413894.1
OG0002125	CP13_g20123_DN3_SP5_c.t1	XP_006398091.1
OG0002126	CP11_g31910_DN3_SP8_c.t1	XP_006396623.1
OG0002126	CP6_g6730_DN3_SP3_c.t1	XP_006413799.1
OG0002127	CP20_g4309_DN3_SP3_c.t1	XP_006396959.1
OG0002127	CP19_g18276_DN3_SP7_c.t1	XP_006413516.1
OG0002128	CP20_g4239_DN3_SP6_c.t1	XP_006397030.1
OG0002128	CP7_g44615_DN3_SP8_c.t1	XP_006415148.1
OG0002129	CP20_g4134_DN3_SP4_c.t1, CP20_g4077_DN3_SP0_c.t1	XP_006397131.1
OG0002129	CP7_g44502_DN3_SP8_c.t1	XP_006415051.1
OG0002132	CP5_g453_DN3_SP1_c.t1	XP_006412087.1
OG0002132	CP10_g43788_DN3_SP5_c.t1	XP_006409283.1
OG0002133	CP5_g449_DN2_SP0_c.t1	XP_006412083.1
OG0002133	CP5_g441_DN3_SP0_c.t1	XP_006409266.2, XP_006412072.2, XP_024016557.1
OG0002134	CP5_g408_DN2_SP5_c.t1	XP_006412032.1
OG0002134	CP10_g43736_DN3_SP0_c.t1	XP_006409236.1
OG0002135	CP10_g43651_DN1_SP0_c.t1, CP21_g11011_DN2_SP0_c.t1, CP60_g34115_DN1_SP0_c.t1	XP_006409129.1
OG0002135	CP5_g335_DN3_SP0_c.t1	XP_006411959.1
OG0002136	CP16_g54748_DN3_SP0_c.t1	XP_006404561.1
OG0002136	CP5_g65_DN3_SP0_c.t1	XP_006411676.1
OG0002137	CP5_g1527_DN3_SP1_c.t1	XP_024014778.1
OG0002137	CP5_g1526_DN3_SP7_c.t1	XP_006405621.1
OG0002138	CP4_g25309_DN3_SP6_c.t1	XP_006410579.1
OG0002138	CP4_g25310_DN3_SP2_c.t1	XP_006410578.1
OG0002139	CP1_g38642_DN3_SP0_c.t1	XP_006393674.1
OG0002139	CP13_g20435_DN3_SP0_c.t1	XP_006403316.1
OG0002140	CP7_g44561_DN3_SP0_c.t1	XP_006415102.1, XP_006415104.1
OG0002141	CP6_g7651_DN3_SP8_c.t1	XP_006414854.1
OG0002141	CP12_g30768_DN3_SP7_c.t1	XP_006418829.1
OG0002142	CP3_g13099_DN2_SP0_c.t1	XP_006402316.1
OG0002143	CP3_g13103_DN2_SP0_c.t1	XP_006402319.1
OG0002143	CP4_g23928_DN3_SP0_c.t1	XP_006397990.1
OG0002144	CP4_g24471_DN2_SP0_c.t1	XP_006411515.1
OG0002144	CP4_g24473_DN3_SP0_c.t1	XP_006411512.1
OG0002145	CP4_g24514_DN3_SP0_c.t1	XP_006411474.1
OG0002145	CP3_g13547_DN3_SP0_c.t1	XP_006402815.1
