Orthogroup	Cardamine_glauca	Cardamine_hirsuta
OG0001155	Cg006G225740	CARHR020710
OG0001156	Cg006G222320	CARHR023960
OG0001156	Cg007G270860	CARHR063620
OG0001157	Cg006G234530	CARHR011670
OG0001158	Cg007G271230	CARHR064030
OG0001159	Cg007G277280	CARHR070200
OG0001160	Cg006G194790	CARHR045200
OG0001160	Cg004G129290	CARHR088100
OG0001161	Cg004G138130	CARHR097060
OG0001161	Cg006G198140	CARHR041790
OG0001162	Cg006G200430	CARHR039220
OG0001162	Cg006G200420	CARHR039230
OG0001163	Cg004G153850	CARHR108120
OG0001163	Cg004G155670	CARHR109810
OG0001165	Cg008G291840	CARHR201840
OG0001166	Cg005G192670	CARHR113300, CARHR113280, CARHR113270
OG0001166	Cg005G176360	CARHR123830, CARHR123790, CARHR123760, CARHR123840
OG0001169	Cg003G101340	CARHR267360
OG0001170	Cg004G121090	CARHR079650
OG0001170	Cg008G306930	CARHR186100
OG0001171	Cg007G250050	CARHR051980
OG0001171	Cg006G234970	CARHR011190
OG0001172	Cg006G232130	CARHR014220
OG0001173	Cg001G014610	CARHR233640
OG0001173	Cg007G246030	CARHR046670, CARHR047720
OG0001174	Cg004G126410	CARHR085320
OG0001174	Cg008G285880	CARHR208230
OG0001175	Cg003G103460	CARHR269570
OG0001175	Cg001G014230	CARHR234040
OG0001176	Cg003G113430	CARHR279410
OG0001176	Cg008G290890	CARHR202840
OG0001177	Cg008G288780	CARHR205210
OG0001177	Cg008G288740	CARHR205250
OG0001177	Cg008G288770	CARHR205220
OG0001178	Cg008G288600	CARHR205380
OG0001179	Cg001G022060	CARHR225530
OG0001179	Cg004G142320	CARHR100560
OG0001179	Cg001G029680	CARHR218880
OG0001180	Cg001G021120	CARHR226390
OG0001180	Cg008G321960	CARHR177350
OG0001181	Cg001G019240	CARHR228490
OG0001181	Cg003G093720, Cg003G080260	CARHR252660
OG0001182	Cg005G172520	CARHR128160
OG0001182	Cg006G217770	CARHR028270
OG0001183	Cg004G153780	CARHR107970
OG0001184	Cg002G044820	CARHR172180
OG0001184	Cg005G159110	CARHR141940
OG0001185	Cg002G045090	CARHR171960
OG0001185	Cg005G159410	CARHR141590
OG0001186	Cg002G047160	CARHR169690, CARHR169700
OG0001187	Cg005G174350	CARHR126160
OG0001187	Cg006G241080	CARHR004740
OG0001188	Cg008G287300	CARHR206730
OG0001188	Cg005G176780	CARHR123420
OG0001189	Cg004G116380	CARHR075270
OG0001189	Cg008G294620	CARHR198890
OG0001190	Cg004G119630	CARHR078070
OG0001190	Cg008G298530	CARHR194870
OG0001191	Cg008G307010	CARHR186040
OG0001191	Cg004G121020	CARHR079570
OG0001192	Cg001G025140	CARHR222440
OG0001192	Cg007G255020	CARHR287500
OG0001192	Cg004G122780	CARHR081320
OG0001193	Cg002G050810	CARHR165670
OG0001193	Cg005G166430	CARHR134680
OG0001194	Cg002G050410	CARHR166020
OG0001194	Cg004G124170	CARHR082830
OG0001195	Cg006G228580	CARHR017990
OG0001195	Cg007G272970	CARHR065430
OG0001196	Cg007G275540	CARHR068390
OG0001196	Cg006G226650	CARHR019920
OG0001197	Cg002G052040	CARHR164450
OG0001197	Cg006G233650	CARHR009840
OG0001198	Cg008G306610, Cg002G070510, Cg002G070500	CARHR186360
OG0001198	Cg008G309460, Cg008G311280	CARHR182960, CARHR183000, CARHR266170, CARHR292330, CARHR292220, CARHR182990, CARHR289360
OG0001200	Cg008G300360	CARHR193010
OG0001200	Cg007G253590	CARHR123330
OG0001201	Cg008G303350	CARHR189890
OG0001201	Cg002G058230	CARHR157480
OG0001202	Cg002G056710	CARHR159540
OG0001202	Cg002G057230	CARHR158660
OG0001203	Cg002G063680	CARHR164570
OG0001203	Cg002G063670	CARHR059830, CARHR104570
OG0001204	Cg001G026470, Cg001G026280, Cg001G026310	CARHR222040
OG0001205	Cg006G196520	CARHR043400
OG0001205	Cg004G131500	CARHR090200
OG0001207	Cg001G025150	CARHR222430
OG0001207	Cg004G133340	CARHR092140
OG0001208	Cg006G200330	CARHR039290
OG0001208	Cg004G135500	CARHR094230
OG0001209	Cg006G200050	CARHR039620, CARHR039630
OG0001209	Cg004G135770	CARHR094530
OG0001210	Cg006G199410	CARHR040390
OG0001216	Cg005G165110	CARHR136020, CARHR264750
OG0001217	Cg001G026140	CARHR222080
OG0001217	Cg001G026130	CARHR222100
OG0001217	Cg001G029840	CARHR222050
OG0001218	Cg004G120650	CARHR079270
OG0001219	Cg002G050710, Cg002G050720	CARHR165740, CARHR165780, CARHR165770, CARHR165760
OG0001219	Cg002G050730	CARHR165750
OG0001220	Cg008G302410	CARHR190910, CARHR263690, CARHR263680, CARHR190900
OG0001222	Cg001G009340	CARHR239080
OG0001222	Cg005G190280	CARHR117710
OG0001223	Cg004G151570	CARHR106190
OG0001223	Cg001G006340	CARHR242090
OG0001224	Cg006G236860	CARHR009170
OG0001224	Cg007G254410	CARHR289890
OG0001225	Cg002G071800	CARHR147910
OG0001226	Cg002G068750	CARHR149700
OG0001226	Cg002G068760, Cg002G068770	CARHR149770
OG0001227	Cg004G125220	CARHR084010
OG0001227	Cg008G283590	CARHR210490
OG0001230	Cg003G109500	CARHR275540
OG0001230	Cg008G288170	CARHR205800
OG0001231	Cg003G109620	CARHR275650
OG0001231	Cg008G288120	CARHR205840
OG0001232	Cg001G021840	CARHR225780
OG0001233	Cg001G018030	CARHR229950
OG0001233	Cg003G081780	CARHR254350
OG0001234	Cg007G276000	CARHR068840
OG0001234	Cg006G204240	CARHR036200
OG0001234	Cg008G318320	CARHR181030
OG0001235	Cg004G153370	CARHR107550
OG0001235	Cg001G004760	CARHR243760
OG0001236	Cg001G026560	CARHR221930
OG0001236	Cg005G174380	CARHR126100
OG0001237	Cg005G159820	CARHR141180
OG0001238	Cg005G159930	CARHR141070
OG0001238	Cg002G045510	CARHR171530
OG0001239	Cg002G046620	CARHR170290
OG0001239	Cg005G161640	CARHR139330
OG0001241	Cg005G162180	CARHR138800, CARHR138790
OG0001241	Cg005G162190	CARHR138780
OG0001242	Cg008G284010	CARHR210050
OG0001242	Cg004G125410	CARHR084260
OG0001243	Cg008G300100	CARHR193320
OG0001243	Cg007G267180	CARHR059770
OG0001244	Cg003G101150	CARHR267180
OG0001244	Cg003G101140	CARHR267170
OG0001244	Cg008G300870	CARHR192440
OG0001245	Cg002G055890	CARHR160490
OG0001245	Cg006G234390, Cg003G115430	CARHR281300
OG0001246	Cg006G244060, Cg006G243850	CARHR001830, CARHR001610
OG0001246	Cg014G331800, Cg003G077850	CARHR250060
OG0001247	Cg003G078950, Cg003G095000	CARHR251210
OG0001247	Cg004G123700	CARHR082290
OG0001248	Cg006G238630, Cg006G238650, Cg006G238680	CARHR007240, CARHR007260
OG0001249	Cg005G167910	CARHR133090, CARHR133100
OG0001249	Cg005G167900	CARHR133110
OG0001250	Cg008G295770	CARHR197850
OG0001250	Cg004G117160	CARHR076030
OG0001251	Cg004G117450	CARHR076290
OG0001251	Cg008G296090	CARHR197530
OG0001252	Cg004G117720	CARHR076590
OG0001253	Cg004G121410	CARHR080040
OG0001253	Cg008G306620	CARHR186350
OG0001254	Cg006G198330	CARHR041600
OG0001254	Cg005G170720	CARHR130100
OG0001255	Cg007G279110	CARHR071930
OG0001255	Cg006G228810	CARHR017720
OG0001256	Cg007G273220	CARHR065660
OG0001256	Cg006G228440	CARHR018120
OG0001257	Cg007G273640	CARHR066200
OG0001257	Cg006G228180	CARHR018420
OG0001258	Cg006G227160	CARHR019470
OG0001258	Cg007G275140	CARHR067950
OG0001259	Cg006G226450	CARHR020120
OG0001259	Cg007G275770	CARHR068610
OG0001260	Cg007G279760	CARHR103730
OG0001261	Cg006G231600	CARHR014760
OG0001261	Cg002G074260	CARHR145300
OG0001262	Cg006G231710	CARHR014660
OG0001262	Cg006G231700	CARHR014670
OG0001262	Cg006G231720	CARHR014650
OG0001263	Cg006G233660	CARHR012540
OG0001264	Cg004G129230	CARHR088000
OG0001264	Cg006G194710	CARHR045270
OG0001265	Cg006G198180	CARHR041740
OG0001265	Cg004G138100	CARHR097020
OG0001267	Cg008G320730	CARHR178740, CARHR178710, CARHR178700
OG0001268	Cg006G220960	CARHR025280
OG0001269	Cg006G217210	CARHR028700
OG0001274	Cg001G009470	CARHR238940
OG0001275	Cg006G225390	CARHR021090
OG0001275	Cg001G005160	CARHR243370
OG0001276	Cg007G249500	CARHR051480
OG0001276	Cg006G234830	CARHR011330
OG0001277	Cg007G248990	CARHR050840
OG0001277	Cg007G249000	CARHR050830
OG0001278	Cg004G144900	CARHR103000
OG0001279	Cg008G295310	CARHR198240
OG0001279	Cg004G116820	CARHR075730
OG0001280	Cg002G070230	CARHR152260
OG0001280	Cg001G039680	CARHR262720
OG0001281	Cg001G042520	CARHR272970
OG0001282	Cg001G014580	CARHR233670
OG0001282	Cg003G104330	CARHR270600
OG0001283	Cg002G049330	CARHR167110
OG0001283	Cg005G164810	CARHR136290
OG0001284	Cg003G110720	CARHR276700
OG0001285	Cg003G101660	CARHR267720
OG0001285	Cg001G013410	CARHR234970
OG0001286	Cg003G102320	CARHR268380, CARHR268370
OG0001287	Cg001G013910	CARHR234380
OG0001287	Cg003G102500	CARHR268590
OG0001288	Cg008G291860	CARHR201810
OG0001288	Cg008G305210	CARHR187990
OG0001289	Cg001G023490	CARHR224160
OG0001289	Cg008G324830	CARHR174130
OG0001290	Cg003G082590	CARHR255360
OG0001290	Cg001G017270	CARHR231000
OG0001291	Cg006G212990	CARHR032240
OG0001292	Cg004G116750	CARHR075640
OG0001293	Cg002G047250	CARHR169610
OG0001293	Cg002G047210	CARHR169640
OG0001294	Cg005G192570	CARHR113560
OG0001294	Cg001G001760	CARHR246750
OG0001295	Cg001G037610, Cg001G037690	CARHR214640
OG0001295	Cg001G038480	CARHR117200
OG0001296	Cg005G192030	CARHR114020
OG0001296	Cg005G171450	CARHR129320
OG0001297	Cg003G080390, Cg003G093590	CARHR252800
OG0001297	Cg003G080360	CARHR252780, CARHR252760
OG0001297	Cg003G093600	CARHR252790
OG0001298	Cg001G027000	CARHR221370
OG0001298	Cg004G139800	CARHR098450
OG0001299	Cg005G158940	CARHR142100
OG0001300	Cg002G048170	CARHR168470
OG0001300	Cg005G163630	CARHR137430
OG0001301	Cg002G048410	CARHR168200
OG0001301	Cg005G163780	CARHR137270
OG0001302	Cg003G114110	CARHR280030
OG0001302	Cg002G056970	CARHR158950
OG0001303	Cg003G076010	CARHR248150
OG0001303	Cg005G160500	CARHR140510
OG0001303	Cg006G245240	CARHR000360
OG0001304	Cg006G238170	CARHR007710
OG0001304	Cg005G178750	CARHR121500
OG0001305	Cg004G121200	CARHR079760
OG0001305	Cg008G306870	CARHR186160
OG0001306	Cg004G121380	CARHR080010
OG0001307	Cg004G123550	CARHR082110
OG0001307	Cg004G123560	CARHR082120
OG0001308	Cg002G053990	CARHR162650
OG0001308	Cg005G170250	CARHR130590
OG0001309	Cg005G168500	CARHR132490
OG0001309	Cg002G052540	CARHR163920
OG0001310	Cg006G229110	CARHR017330
OG0001310	Cg007G279530	CARHR072460
OG0001311	Cg008G307410	CARHR184970
OG0001311	Cg008G307370	CARHR185650, CARHR185640, CARHR185660
OG0001312	Cg004G123280	CARHR081850
OG0001312	Cg008G309750, Cg008G311580	CARHR183280
OG0001313	Cg006G209750	CARHR220110
OG0001313	Cg007G268380	CARHR060960
OG0001314	Cg004G129180	CARHR087950
OG0001314	Cg006G194620	CARHR045360
OG0001315	Cg004G132140	CARHR090840
OG0001315	Cg006G197200	CARHR042700
OG0001316	Cg006G201660	CARHR037840
OG0001316	Cg004G133940	CARHR092730
OG0001317	Cg004G136730	CARHR095470
OG0001318	Cg002G071840	CARHR147860
OG0001319	Cg002G053640	CARHR162910
OG0001319	Cg005G169920	CARHR130900
OG0001320	Cg001G006850	CARHR241590
OG0001321	Cg007G256700, Cg007G256650	CARHR055710
OG0001322	Cg003G101850	CARHR267930
OG0001323	Cg003G112320	CARHR278370
OG0001328	Cg001G009110	CARHR239320
OG0001328	Cg005G189850	CARHR117510
OG0001329	Cg025G336190	CARHR182890
OG0001330	Cg004G153240	CARHR107400
OG0001330	Cg001G004890	CARHR243640
OG0001331	Cg007G254110	CARHR055110
OG0001331	Cg007G254040	CARHR055080, CARHR055100, CARHR055070
OG0001332	Cg007G252460	CARHR053980
OG0001332	Cg006G236220	CARHR009780
OG0001333	Cg007G250040	CARHR051970
OG0001333	Cg006G234980	CARHR011170
OG0001334	Cg006G230940	CARHR015450
OG0001334	Cg002G075250	CARHR144150
OG0001335	Cg008G285370	CARHR208730
OG0001335	Cg004G126180	CARHR085070
OG0001336	Cg004G127500	CARHR086250
OG0001336	Cg008G287240	CARHR207140
OG0001337	Cg003G101270	CARHR267300
OG0001337	Cg001G013110	CARHR235280
OG0001338	Cg003G101260	CARHR267290
OG0001339	Cg003G102970	CARHR268980
OG0001339	Cg001G014060	CARHR234220
OG0001340	Cg008G291640, Cg008G291650	CARHR288950
OG0001341	Cg008G304680	CARHR188400
OG0001341	Cg008G291300	CARHR202440
OG0001342	Cg008G290470	CARHR203240
OG0001342	Cg003G112960	CARHR279120
OG0001343	Cg008G289110	CARHR204830
OG0001343	Cg008G302960	CARHR190290
OG0001344	Cg001G023260	CARHR224410
OG0001344	Cg008G324530	CARHR174470
OG0001345	Cg001G021930	CARHR225650
OG0001345	Cg008G322920	CARHR176230
OG0001346	Cg001G020230	CARHR227370
OG0001347	Cg001G017200	CARHR231100
OG0001347	Cg004G116690	CARHR075580
OG0001348	Cg004G153810	CARHR108010
OG0001349	Cg004G154200	CARHR108560
OG0001349	Cg001G003900	CARHR244600
OG0001350	Cg005G192110	CARHR113860
OG0001350	Cg001G002180	CARHR246360
OG0001351	Cg007G254350, Cg007G254360	CARHR055370
OG0001351	Cg007G254330, Cg007G254390	CARHR055380, CARHR055390
OG0001352	Cg006G208500	CARHR034910
OG0001352	Cg003G086740	CARHR259650
OG0001353	Cg008G322620	CARHR176520, CARHR176530
OG0001354	Cg002G044050	CARHR172920
OG0001354	Cg005G158140	CARHR142880
OG0001355	Cg002G045480	CARHR171560
OG0001355	Cg005G159910	CARHR141090
OG0001356	Cg005G163280	CARHR137790
OG0001356	Cg002G047670	CARHR289480
OG0001357	Cg002G048380	CARHR168230
OG0001357	Cg005G163820	CARHR137230
OG0001358	Cg005G164100	CARHR136950
OG0001358	Cg002G048780	CARHR034410, CARHR167750
OG0001359	Cg002G061120	CARHR154470
OG0001359	Cg003G107450	CARHR273360
OG0001360	Cg006G240990	CARHR004810
OG0001360	Cg005G174440	CARHR126030
OG0001361	Cg005G174000	CARHR126580
OG0001361	Cg006G241590	CARHR004190
OG0001362	Cg004G137670	CARHR096600
OG0001362	Cg005G182160	CARHR119380
OG0001363	Cg001G013660	CARHR234700
OG0001363	Cg007G248340	CARHR049940
OG0001364	Cg008G295300	CARHR198250
OG0001364	Cg004G116810	CARHR075720
OG0001365	Cg004G116920	CARHR075820
OG0001365	Cg008G295410	CARHR198160
OG0001366	Cg008G296250	CARHR197350
OG0001366	Cg004G117590	CARHR076450
OG0001367	Cg008G307950	CARHR185560
OG0001367	Cg004G122470	CARHR081020
OG0001368	Cg008G294430	CARHR199060
OG0001370	Cg006G224980	CARHR021470
OG0001370	Cg007G277230	CARHR070140
OG0001371	Cg006G221580	CARHR024680
OG0001372	Cg004G118280	CARHR077130
OG0001372	Cg008G297240	CARHR196150
OG0001373	Cg006G201060	CARHR038740
OG0001373	Cg004G134950	CARHR093660
OG0001374	Cg007G275740	CARHR068580
OG0001374	Cg006G226500	CARHR020080
OG0001375	Cg006G229720	CARHR016710
OG0001375	Cg007G280250	CARHR073320
OG0001376	Cg004G129940	CARHR088800
OG0001376	Cg006G195310	CARHR044570
OG0001377	Cg004G133120	CARHR091910
OG0001377	Cg004G133130	CARHR091920, CARHR150150, CARHR150160, CARHR091930
OG0001378	Cg006G201440	CARHR038060
OG0001378	Cg004G134310	CARHR093130
OG0001379	Cg004G136810	CARHR095540
OG0001379	Cg006G199380	CARHR040420
OG0001380	Cg006G199310	CARHR040490
OG0001380	Cg004G136860	CARHR095590
OG0001382	Cg005G192140	CARHR113840
OG0001382	Cg001G002170	CARHR246370
OG0001383	Cg001G010470	CARHR237970
OG0001384	Cg005G191510	CARHR292830
OG0001384	Cg005G191480	CARHR292850
OG0001392	Cg001G005240	CARHR243290
OG0001392	Cg004G152630	CARHR106990
OG0001393	Cg004G153040	CARHR293470
OG0001393	Cg001G004940	CARHR243590
OG0001394	Cg005G178210	CARHR031370
OG0001395	Cg001G014120	CARHR234150
OG0001395	Cg003G103290	CARHR269360
OG0001397	Cg006G235730	CARHR010390
OG0001397	Cg007G251540	CARHR283780
OG0001398	Cg002G075390	CARHR144000
OG0001398	Cg006G230880	CARHR015490
OG0001399	Cg002G074330	CARHR218400, CARHR145230
OG0001399	Cg006G231540	CARHR014820
OG0001400	Cg002G073030	CARHR146650
OG0001400	Cg006G232650	CARHR013640
OG0001401	Cg001G040100	CARHR262380
OG0001401	Cg008G295470	CARHR198110
OG0001402	Cg001G039770	CARHR262620
OG0001402	Cg002G070100	CARHR152090
OG0001403	Cg007G247500	CARHR048870
OG0001403	Cg006G233520	CARHR012680
OG0001404	Cg007G247850	CARHR049410
OG0001404	Cg006G233750	CARHR012450
OG0001405	Cg008G285720	CARHR208410
OG0001405	Cg004G126330	CARHR085240
OG0001406	Cg001G002190	CARHR246350
OG0001406	Cg008G306320	CARHR186780
OG0001407	Cg003G099590	CARHR265830
OG0001407	Cg001G012680	CARHR235690
OG0001409	Cg003G111510	CARHR277590
OG0001409	Cg008G289470	CARHR204390
OG0001410	Cg008G324280	CARHR174750
OG0001410	Cg001G023030	CARHR224610
OG0001411	Cg001G022650	CARHR224960
OG0001411	Cg001G022660	CARHR224950
OG0001412	Cg001G021080	CARHR226440
OG0001412	Cg008G321900	CARHR177440
OG0001413	Cg001G019070	CARHR228700
OG0001415	Cg005G172700	CARHR128000
OG0001415	Cg006G218170	CARHR027910
OG0001416	Cg005G172300	CARHR128380
OG0001416	Cg006G216990	CARHR028920
OG0001417	Cg001G003350	CARHR245180
OG0001417	Cg005G191020	CARHR184820
OG0001418	Cg001G001010	CARHR247540
OG0001418	Cg005G193260, Cg005G193280	CARHR112500
OG0001419	Cg001G038600	CARHR263790
OG0001420	Cg003G080410, Cg003G093530	CARHR252820
OG0001420	Cg001G019040	CARHR228740
OG0001421	Cg001G027310	CARHR221000
OG0001422	Cg004G120730	CARHR079350
OG0001422	Cg008G307250	CARHR185790
OG0001423	Cg005G161050	CARHR139990
OG0001423	Cg002G046340	CARHR170580
OG0001424	Cg008G284550	CARHR209490
OG0001424	Cg008G284560	CARHR209480
OG0001424	Cg008G284530	CARHR209500
OG0001425	Cg002G066490	CARHR152390
OG0001425	Cg008G301120	CARHR192120
OG0001426	Cg007G269190	CARHR061760
OG0001427	Cg003G077040, Cg014G332590	CARHR249240
OG0001427	Cg006G244600	CARHR001060
OG0001428	Cg006G243500	CARHR002220
OG0001428	Cg003G078470, Cg014G331130	CARHR250720
OG0001429	Cg014G330980, Cg003G078570	CARHR250800
OG0001429	Cg002G043970	CARHR172990
OG0001430	Cg006G242170	CARHR003630
OG0001430	Cg008G319330	CARHR180040
OG0001431	Cg006G241570	CARHR004200, CARHR004210
OG0001431	Cg005G173960	CARHR126620
OG0001432	Cg006G240360	CARHR005400
OG0001432	Cg005G175090	CARHR125250
OG0001433	Cg005G175820	CARHR124430
OG0001434	Cg005G177710	CARHR122520
OG0001434	Cg008G286850	CARHR207170
OG0001435	Cg006G238290	CARHR007580
OG0001435	Cg005G178440	CARHR121790
OG0001436	Cg008G297990	CARHR195480
OG0001436	Cg004G119330	CARHR077670
OG0001437	Cg008G298220	CARHR195200
OG0001437	Cg004G119500	CARHR077850
OG0001438	Cg008G307460	CARHR185020
OG0001438	Cg004G120540	CARHR079130
OG0001439	Cg007G274410	CARHR067060
OG0001439	Cg006G227580	CARHR019080
OG0001440	Cg007G278080	CARHR070960
OG0001441	Cg007G272590	CARHR065000
OG0001441	Cg006G223410	CARHR022890
OG0001442	Cg007G271260	CARHR064070
OG0001442	Cg006G222710	CARHR162090
OG0001443	Cg006G221220	CARHR025020
OG0001443	Cg007G270160	CARHR062830
OG0001444	Cg001G015320	CARHR116920, CARHR232890
OG0001445	Cg005G164560	CARHR136530
OG0001446	Cg008G288800	CARHR205190
OG0001446	Cg003G108840	CARHR274820
OG0001447	Cg007G272550	CARHR064960
OG0001448	Cg006G195150	CARHR044700
OG0001448	Cg004G129720	CARHR088580
OG0001449	Cg006G195740	CARHR044170
OG0001450	Cg006G195750	CARHR044160, CARHR044150
OG0001450	Cg004G130450	CARHR089480
OG0001451	Cg006G196670	CARHR043260
OG0001451	Cg004G131660	CARHR215330, CARHR090360
OG0001452	Cg006G196840	CARHR043100
OG0001452	Cg004G131880	CARHR090560
OG0001453	Cg006G197030	CARHR042840
OG0001453	Cg004G132060	CARHR090740
OG0001454	Cg004G132270	CARHR091000
OG0001454	Cg006G197270	CARHR042640
OG0001455	Cg001G025410	CARHR290460, CARHR150170
OG0001456	Cg004G136800	CARHR095530
OG0001456	Cg006G199390	CARHR040410
OG0001457	Cg004G137180	CARHR095960
OG0001457	Cg006G199140	CARHR040690
OG0001464	Cg001G010700	CARHR237750
OG0001464	Cg004G155660	CARHR109800
OG0001465	Cg004G155420	CARHR109650
OG0001465	Cg001G010520	CARHR237940
OG0001466	Cg001G009010	CARHR239430
OG0001466	Cg005G189820	CARHR117430
OG0001467	Cg008G283780	CARHR232130
OG0001467	Cg003G082780	CARHR255500
OG0001468	Cg001G006170	CARHR121600
OG0001468	Cg001G006180	CARHR109350
OG0001469	Cg006G214650	CARHR286950
OG0001470	Cg005G170880	CARHR129940
OG0001470	Cg001G024380	CARHR223320
OG0001471	Cg007G250030	CARHR051960
OG0001471	Cg006G234990	CARHR011160
OG0001472	Cg006G230990	CARHR015400
OG0001472	Cg002G075160	CARHR144240
OG0001473	Cg002G074310	CARHR145240
OG0001473	Cg006G231550	CARHR014810
OG0001474	Cg001G014720, Cg001G014730	CARHR233520, CARHR233530
OG0001475	Cg006G233850	CARHR012350
OG0001475	Cg007G248000	CARHR049540
OG0001476	Cg004G125080	CARHR083870
OG0001477	Cg008G318910, Cg008G288020	CARHR205940
OG0001477	Cg007G250120, Cg007G250150	CARHR052030
OG0001478	Cg004G125300	CARHR084120
OG0001478	Cg008G283750	CARHR210290
OG0001479	Cg002G046360	CARHR170560
OG0001479	Cg004G126710	CARHR085530, CARHR129340
OG0001480	Cg003G096940	CARHR257480
OG0001480	Cg001G015840	CARHR232400
OG0001481	Cg008G293350	CARHR200250, CARHR257630, CARHR148470, CARHR200260
OG0001482	Cg008G291530	CARHR202230
OG0001482	Cg008G304840	CARHR188260
OG0001483	Cg008G304530	CARHR188570
OG0001483	Cg008G291120	CARHR202650
OG0001484	Cg008G291090	CARHR202680
OG0001484	Cg008G304510	CARHR188590
OG0001485	Cg008G289620	CARHR204210
OG0001485	Cg003G111670	CARHR277750
OG0001486	Cg008G289450	CARHR204410
OG0001486	Cg002G053030, Cg003G111490	CARHR277560, CARHR277580, CARHR262570, CARHR214160
OG0001486	Cg003G111480	CARHR277550
OG0001487	Cg008G302860	CARHR190400
OG0001487	Cg008G289030	CARHR204980, CARHR215540
OG0001488	Cg001G023350	CARHR224330
OG0001488	Cg008G324690	CARHR174290
OG0001489	Cg003G080920	CARHR253420
OG0001489	Cg001G018710	CARHR229130
OG0001490	Cg006G217560	CARHR028520
OG0001490	Cg005G172410	CARHR128250
OG0001491	Cg006G216460	CARHR029440, CARHR029460
OG0001492	Cg001G001060	CARHR247480
OG0001492	Cg005G193230	CARHR112550
OG0001493	Cg006G203300	CARHR036680
OG0001493	Cg008G318440	CARHR180940
OG0001494	Cg003G081420	CARHR253940
OG0001494	Cg003G081430	CARHR253950
OG0001495	Cg008G324990, Cg008G325060	CARHR111790, CARHR173860
OG0001496	Cg004G141810	CARHR100210
OG0001496	Cg001G029290	CARHR219210
OG0001497	Cg001G026430	CARHR113400
OG0001497	Cg001G026440	CARHR221940
OG0001498	Cg006G242300	CARHR003510
OG0001499	Cg002G043860	CARHR143040
OG0001500	Cg005G158530	CARHR142550
OG0001501	Cg002G047520	CARHR169240
OG0001501	Cg005G158900	CARHR142140
OG0001502	Cg005G161150	CARHR139890
OG0001502	Cg002G046350	CARHR170570
OG0001503	Cg002G046660	CARHR170250
OG0001503	Cg005G161700	CARHR139260
OG0001504	Cg002G046920	CARHR169970
OG0001504	Cg005G162360	CARHR138590
OG0001505	Cg002G047050	CARHR169840
OG0001505	Cg005G162600	CARHR138380
OG0001506	Cg004G124530	CARHR083220
OG0001506	Cg008G282270	CARHR211960
OG0001507	Cg002G060190	CARHR155500
OG0001507	Cg003G106840	CARHR285550
OG0001508	Cg003G111240	CARHR277300
OG0001509	Cg002G057130	CARHR158790
OG0001510	Cg006G240350	CARHR005410
OG0001511	Cg006G238200	CARHR007680
OG0001511	Cg005G178620	CARHR121610
OG0001512	Cg006G237850	CARHR008030
OG0001512	Cg005G179610	CARHR120550
OG0001513	Cg004G116890	CARHR075810
OG0001513	Cg004G116880	CARHR075800
OG0001514	Cg004G119780	CARHR078210
OG0001514	Cg008G298630	CARHR194770
OG0001516	Cg004G122650	CARHR081160
OG0001516	Cg004G122660	CARHR081170
OG0001517	Cg002G050350	CARHR166060
OG0001517	Cg005G166010	CARHR135150
OG0001518	Cg005G166090	CARHR135060
OG0001518	Cg002G050460	CARHR165980
OG0001519	Cg007G274380	CARHR067030
OG0001519	Cg006G227590	CARHR019070
OG0001520	Cg002G058850	CARHR156900
OG0001520	Cg006G226990	CARHR019640
OG0001521	Cg007G277630	CARHR070480
OG0001522	Cg006G222810	CARHR023460
OG0001522	Cg007G271400	CARHR064200, CARHR149440
OG0001523	Cg007G270750	CARHR063450
OG0001524	Cg006G219160	CARHR027040
OG0001524	Cg003G109580	CARHR275600
OG0001526	Cg006G245090	CARHR000520
OG0001526	Cg005G190450	CARHR118000, CARHR118010
OG0001527	Cg008G294350	CARHR199140
OG0001527	Cg007G280760	CARHR125330
OG0001528	Cg008G295140	CARHR198420
OG0001528	Cg007G276290	CARHR069150
OG0001529	Cg008G299550	CARHR193860
OG0001530	Cg002G062860	CARHR219910, CARHR101040
OG0001531	Cg008G287010	CARHR206900
OG0001531	Cg004G127280	CARHR086100
OG0001532	Cg003G106390	CARHR272720
OG0001533	Cg002G056370	CARHR159990
OG0001534	Cg007G279650	CARHR072600, CARHR072630
OG0001535	Cg006G194730	CARHR045260
OG0001535	Cg004G129240	CARHR088010
OG0001536	Cg004G129580	CARHR088430
OG0001536	Cg006G195040	CARHR044810
OG0001537	Cg006G196980	CARHR042880
OG0001537	Cg004G132010	CARHR090690
OG0001538	Cg004G132900	CARHR091690
OG0001538	Cg006G197770	CARHR042150
OG0001539	Cg004G133260	CARHR101510
OG0001539	Cg004G142990	CARHR101500, CARHR101490
OG0001540	Cg005G172120	CARHR128590
OG0001540	Cg005G172150	CARHR128580
OG0001541	Cg002G044010	CARHR172950
OG0001544	Cg001G025990	CARHR222260
OG0001544	Cg001G025960	CARHR222280
OG0001544	Cg001G025970	CARHR222270
OG0001545	Cg008G322010	CARHR177320
OG0001546	Cg005G167770	CARHR133220
OG0001547	Cg004G137500	CARHR096420
OG0001549	Cg004G156940	CARHR111150
OG0001549	Cg001G012040	CARHR236240
OG0001550	Cg004G127100	CARHR085940
OG0001550	Cg006G198570	CARHR041210
OG0001551	Cg001G009210	CARHR239220
OG0001551	Cg005G190360	CARHR117640
OG0001552	Cg001G008410	CARHR239980
OG0001552	Cg005G188350	CARHR116250
