Orthogroup	Cardamine_glauca	Cochlearia_excelsa
OG0002023	Cg001G027250, Cg001G027260	g24513
OG0002024	Cg001G026770	g17705
OG0002024	Cg004G139510	g11827
OG0002025	Cg005G159280	g37664, g37665
OG0002026	Cg005G161020	g37566
OG0002027	Cg002G048960	g2089
OG0002027	Cg005G164380	g52000
OG0002028	Cg002G062060	g847, g11561, g2990
OG0002028	Cg003G108150	g41325
OG0002029	Cg003G077090, Cg014G332540	g39467
OG0002030	Cg003G078650, Cg014G330900	g39593
OG0002030	Cg006G243320	g30806
OG0002031	Cg006G241780, Cg005G173460	g30882
OG0002032	Cg005G174410	g39788, g37923
OG0002033	Cg006G239480	g31021
OG0002033	Cg005G176080	g39899
OG0002034	Cg006G238580	g49567
OG0002034	Cg005G177850	g51123
OG0002035	Cg003G102560	g28513
OG0002036	Cg008G296110	g5083
OG0002037	Cg008G296120	g5082
OG0002037	Cg004G117480	g12751
OG0002038	Cg004G133100	g13267, g12076
OG0002039	Cg002G050820	g19073
OG0002039	Cg005G166440	g38133
OG0002040	Cg005G169960	g51592
OG0002040	Cg002G053670	g19213, g2387
OG0002041	Cg005G169390	g51628
OG0002041	Cg002G053190	g19201, g2359
OG0002043	Cg006G200780	g36367
OG0002045	Cg006G230160	g31617
OG0002045	Cg005G174520	g13599
OG0002046	Cg006G229890	g31630
OG0002047	Cg006G229470	g27341
OG0002047	Cg007G279860	g46505
OG0002048	Cg006G228520	g31709
OG0002049	Cg007G273570	g46033
OG0002049	Cg006G228210	g27394
OG0002050	Cg006G225110	g31952
OG0002050	Cg007G277130	g46276
OG0002051	Cg006G225020	g39849
OG0002051	Cg005G163740	g52046
OG0002052	Cg006G224910	g31966
OG0002053	Cg006G224600	g31994
OG0002054	Cg006G222910	g27541, g50275
OG0002054	Cg007G271650	g45907
OG0002055	Cg006G222630	g32066
OG0002055	Cg007G271160	g44687, g45875
OG0002056	Cg005G187870	g51050
OG0002056	Cg001G008030	g23271
OG0002057	Cg001G008450, Cg005G188390	g23291, g47802
OG0002058	Cg004G127230	g7376
OG0002059	Cg006G241170	g30913
OG0002060	Cg007G270740	g45844
OG0002060	Cg008G295090	g5156
OG0002061	Cg008G303630	g36906
OG0002063	Cg008G287880	g29646
OG0002063	Cg003G105960	g28729, g1167
OG0002064	Cg002G055410, Cg002G055400	g2473
OG0002066	Cg007G277450	g46314
OG0002067	Cg007G276470	g46240
OG0002068	Cg007G279920, Cg007G280230	g44329
OG0002069	Cg007G280000	g46520
OG0002069	Cg007G279990	g14331
OG0002070	Cg006G229670	g27338
OG0002071	Cg004G129260	g7240
OG0002071	Cg006G194770	g54317, g36719
OG0002072	Cg006G194930	g27983
OG0002072	Cg004G129430	g7228
OG0002073	Cg004G131000	g7138
OG0002074	Cg001G025020	g24374, g24365
OG0002074	Cg004G133510	g12059
OG0002075	Cg004G156270	g1441, g13813, g13872
OG0002075	Cg004G156260	g13873
OG0002076	Cg006G194070	g27974
OG0002076	Cg004G128470	g7287
OG0002077	Cg006G198170	g54217
OG0002077	Cg004G138110	g13379
OG0002078	Cg002G050670	g2187
OG0002078	Cg002G050680	g19068
OG0002082	Cg002G052020	g19148
OG0002083	Cg005G164730	g37383
OG0002087	Cg007G257390	g35591, g24769, g3769, g22656, g22639, g22648, g22219, g29922, g29936, g29926, g29923
OG0002093	Cg004G149420	g14309
OG0002093	Cg001G006000	g23109
OG0002094	Cg001G005720	g23080
OG0002095	Cg004G153190	g6112
OG0002095	Cg001G004920	g23012
OG0002096	Cg007G253730	g41103
OG0002097	Cg007G251620	g44068
OG0002097	Cg006G235840	g27105
OG0002098	Cg007G249870	g44142
OG0002098	Cg007G250330	g41008
OG0002099	Cg007G250060	g40988
OG0002100	Cg006G232100	g31483, g27249, g49897
OG0002100	Cg002G073720	g1549
OG0002101	Cg002G071240	g10506, g1611
OG0002102	Cg004G123720, Cg007G260700	g12436
OG0002103	Cg007G245740	g40755
OG0002103	Cg001G042990	g7662
OG0002104	Cg007G246440	g40798
OG0002104	Cg001G042280	g46645
OG0002105	Cg006G233240	g31400
OG0002105	Cg007G247220	g40856
OG0002106	Cg007G248090	g40922
OG0002107	Cg002G049630	g2134
OG0002107	Cg005G165050	g37375
OG0002108	Cg004G124650	g7519
OG0002109	Cg008G283920	g5751
OG0002111	Cg008G284920	g5700
OG0002111	Cg004G125880	g12374
OG0002112	Cg008G285830	g45411
OG0002112	Cg004G126390	g7415, g12359
OG0002114	Cg001G012950	g23613
OG0002114	Cg003G100450	g924
OG0002115	Cg001G013820	g23671, g47607
OG0002116	Cg003G102760	g39370
OG0002116	Cg001G014020	g23680
OG0002117	Cg006G219390	g45613, g32260
OG0002118	Cg008G305570	g619
OG0002118	Cg008G292110	g5365, g29430
OG0002119	Cg008G291180	g29482
OG0002119	Cg008G304590	g10034
OG0002120	Cg008G303290	g496
OG0002120	Cg008G289380	g5495
OG0002121	Cg008G288130	g29632
OG0002122	Cg001G023660	g24269
OG0002123	Cg008G322680	g10981
OG0002123	Cg001G021640	g17446
OG0002124	Cg008G322530	g10983
OG0002125	Cg008G321180	g40506
OG0002126	Cg003G079970, Cg003G094040	g40466
OG0002126	Cg001G019750	g24023
OG0002127	Cg003G082800	g40347
OG0002127	Cg001G017100	g23872
OG0002128	Cg003G083510	g40324
OG0002128	Cg006G213050	g50665, g27787
OG0002129	Cg003G084520	g40276
OG0002129	Cg006G210990	g32729
OG0002131	Cg003G078110, Cg014G331580	g39546
OG0002131	Cg006G243710	g30788
OG0002134	Cg001G004040	g18238
OG0002135	Cg001G003360	g47976
OG0002136	Cg005G193700	g38546
OG0002136	Cg001G000690	g18328
OG0002137	Cg001G039620	g46699
OG0002137	Cg001G039650	g16892
OG0002138	Cg005G172260	g37085
OG0002139	Cg006G204280	g37045
OG0002139	Cg008G318310	g11140
OG0002141	Cg001G028740	g47017
OG0002141	Cg004G141520	g6494
OG0002142	Cg002G043670	g18755
OG0002142	Cg005G157580	g37772
OG0002143	Cg005G157660	g37767
OG0002144	Cg005G163450, Cg005G163440	g37452, g38191
OG0002145	Cg005G163890	g37430
OG0002145	Cg002G048290	g2046
OG0002146	Cg002G062950	g3103
OG0002146	Cg008G302380	g805
OG0002147	Cg003G107560, Cg003G107550	g28776
OG0002149	Cg002G058750	g46985
OG0002149	Cg003G110930	g319
OG0002150	Cg002G056800	g2593
OG0002150	Cg003G114480	g9668
OG0002151	Cg003G115020	g18262
OG0002151	Cg004G154620	g13956
OG0002152	Cg006G245080	g49301
OG0002153	Cg006G245000	g49304
OG0002154	Cg008G320290	g39682
OG0002154	Cg006G242550	g30843
OG0002155	Cg008G319640	g39712
OG0002156	Cg005G173470	g39752
OG0002157	Cg005G174320	g39795, g37925
OG0002157	Cg006G241120	g30918
OG0002158	Cg001G013070	g23621, g47637
OG0002159	Cg008G296530	g5059
OG0002161	Cg008G307630	g7750, g12813
OG0002162	Cg004G141150	g6516
OG0002162	Cg004G122020	g12504
OG0002163	Cg004G122760, Cg004G122770	g12940, g7629
OG0002164	Cg008G310460, Cg008G308800	g12943
OG0002164	Cg004G122820	g12475
OG0002165	Cg008G293630	g29351
OG0002166	Cg002G050210	g11267
OG0002166	Cg005G165730	g51881
OG0002167	Cg005G166710	g37321
OG0002168	Cg005G170700	g51549
OG0002168	Cg002G054430	g19259
OG0002169	Cg005G167680	g51729
OG0002169	Cg002G052380	g2306
OG0002170	Cg007G280510	g46547
OG0002171	Cg006G229760	g31640
OG0002171	Cg007G280300	g44309
OG0002172	Cg007G280280	g46536
OG0002173	Cg006G229500	g31652
OG0002174	Cg007G275430	g46175, g44490
OG0002175	Cg007G277200	g46287
OG0002175	Cg006G225030	g50161, g31957
OG0002176	Cg008G315760, Cg008G315770, Cg006G223390	g32040
OG0002176	Cg006G223380	g27522
OG0002177	Cg007G271570	g45900
OG0002178	Cg006G222460	g32109
OG0002179	Cg007G267570	g41650
OG0002179	Cg006G219480	g32254
OG0002181	Cg001G005860	g23102, g23098, g25483
OG0002182	Cg003G108970	g429, g9911
OG0002183	Cg006G232490	g31458
OG0002183	Cg002G072720	g10595
OG0002184	Cg006G216090	g45501
OG0002184	Cg006G233940	g49790
OG0002185	Cg006G233960	g31345
OG0002185	Cg007G248180	g27170
OG0002186	Cg007G250020	g53350
OG0002186	Cg006G235000	g27131
OG0002187	Cg006G236240	g31215, g49701
OG0002187	Cg004G124240	g12988
OG0002188	Cg006G240770	g30937
OG0002189	Cg004G127090	g7385
OG0002189	Cg008G286800	g29700
OG0002190	Cg004G126310	g12363
OG0002190	Cg008G285670	g29764
OG0002191	Cg004G137790, Cg004G137800	g11892, g6701, g630
OG0002192	Cg002G064030	g3318
OG0002193	Cg007G246770, Cg007G245690	g692, g28962, g41413
OG0002194	Cg004G128730	g12255, g13152
OG0002195	Cg004G129270, Cg001G016900	g7239
OG0002195	Cg006G194780	g54318
OG0002196	Cg001G025380	g24403
OG0002196	Cg004G133160	g6998
OG0002197	Cg004G133970	g12048
OG0002197	Cg006G201650	g36285, g42129
OG0002198	Cg004G134550	g12024
OG0002198	Cg006G201290	g36338
OG0002199	Cg004G134720	g12020
OG0002200	Cg004G151900	g14214, g6142
OG0002201	Cg004G152860	g13719
OG0002201	Cg004G152870	g14053
OG0002202	Cg004G153070	g14044, g23013
OG0002203	Cg008G286460, Cg004G154950	g45429
OG0002204	Cg004G155480	g5970
OG0002205	Cg006G199610	g28061
OG0002206	Cg006G199920, Cg004G135960	g28069
OG0002207	Cg001G025360	g17613
OG0002207	Cg001G025350	g24402
OG0002209	Cg005G160360	g52248
OG0002210	Cg001G006380	g23145
OG0002211	Cg002G062960	g17941, g17936, g17938, g17942, g17937, g17939, g51028, g5896
OG0002213	Cg007G262860	g45073
OG0002213	Cg007G262640, Cg007G263470, Cg007G263410, Cg007G263430, Cg007G262660, Cg007G263490, Cg007G262670, Cg007G263450	g44110
OG0002219	Cg004G156140	g13893
OG0002219	Cg001G011330	g23494
OG0002220	Cg001G011030	g23465
OG0002221	Cg004G155910	g13806
OG0002222	Cg001G007990	g23270
OG0002222	Cg005G187860	g16919
OG0002223	Cg001G009510	g23360
OG0002224	Cg005G189770	g38364
OG0002224	Cg001G008980	g23318
OG0002226	Cg001G006260	g18193
OG0002226	Cg004G151100, Cg004G150230	g6158
OG0002227	Cg001G004880	g23010
OG0002228	Cg005G171200	g37134
OG0002228	Cg006G213670	g32613
OG0002229	Cg006G230820	g49929
OG0002230	Cg002G074860	g1511, g1509
OG0002231	Cg002G073230	g10630
OG0002231	Cg006G232400, Cg006G232390	g49876
OG0002232	Cg002G072700	g10592, g1582
OG0002232	Cg006G232480	g49874
OG0002234	Cg001G040020	g16885
OG0002234	Cg002G069970	g10384
OG0002235	Cg007G266400	g41854
OG0002236	Cg001G035960	g16744
OG0002238	Cg007G246020	g40832
OG0002239	Cg007G247940	g44230
OG0002239	Cg006G233830	g31349
OG0002240	Cg003G104800	g28624
OG0002240	Cg001G014800	g47565
OG0002241	Cg008G282660	g5815
OG0002242	Cg004G125810	g12375
OG0002243	Cg007G281470	g54325, g46597
OG0002245	Cg003G097750	g1337
OG0002246	Cg003G098410	g1314
OG0002247	Cg003G098610	g28356
OG0002247	Cg001G015340	g47545
OG0002248	Cg003G101740	g28479
OG0002248	Cg001G013470	g23650
OG0002249	Cg003G102340	g39385
OG0002250	Cg003G103220	g28534
OG0002251	Cg001G014270	g23702
OG0002252	Cg003G105170	g39303
OG0002252	Cg001G014950	g47558
OG0002253	Cg008G293200, Cg006G219380	g29376
OG0002254	Cg008G299910	g647
OG0002254	Cg008G292760	g29398, g45590
OG0002255	Cg008G292450	g29416
OG0002256	Cg008G322740	g40571, g10975
OG0002256	Cg001G021680	g17449
OG0002257	Cg001G018650	g23963
OG0002257	Cg001G018660	g47418
OG0002258	Cg006G215520	g32495
OG0002258	Cg005G171740	g27717
OG0002259	Cg001G003810	g22937, g18249
OG0002260	Cg001G035500	g17283
OG0002262	Cg001G002910	g22849
OG0002262	Cg005G191470	g50946
OG0002264	Cg001G000540	g18338
OG0002265	Cg001G039320	g16897
OG0002265	Cg002G067750	g10355
OG0002266	Cg008G314510	g37031
OG0002267	Cg004G141700	g6478
OG0002268	Cg004G140750	g6539
OG0002268	Cg001G027810	g24531
OG0002269	Cg004G140340	g6555, g13451, g11771
OG0002270	Cg001G027280	g47050, g47064
OG0002271	Cg004G139400	g11837
OG0002271	Cg001G026680	g24481
OG0002272	Cg001G025890	g24441
OG0002273	Cg002G045720	g1884
OG0002273	Cg005G160330	g52250
OG0002274	Cg005G161540	g37539
OG0002274	Cg002G046540	g1939
OG0002275	Cg005G161650	g38225
OG0002276	Cg002G046640	g1950
OG0002277	Cg002G048440	g18975
OG0002277	Cg005G163750	g52045
OG0002278	Cg002G048880	g2099
OG0002278	Cg005G164220	g37403
OG0002279	Cg003G091460	g44736
OG0002279	Cg004G118350	g12765
OG0002280	Cg002G062600	g3075
OG0002280	Cg008G302650	g41343
OG0002281	Cg002G062530	g3071
OG0002281	Cg008G302680	g41340
OG0002282	Cg003G108050	g851
OG0002283	Cg003G113380	g9718
OG0002284	Cg006G244780	g30740
OG0002284	Cg014G332830, Cg003G076740	g39488
OG0002286	Cg006G242590	g49433
OG0002286	Cg008G320310	g39681
OG0002287	Cg006G240730	g49504
OG0002287	Cg005G174780	g39824
OG0002288	Cg005G175520	g39863
OG0002288	Cg006G240010	g26969
OG0002289	Cg006G238660, Cg006G238610	g49564, g31068
OG0002290	Cg006G237620	g49688, g31120, g31121
OG0002291	Cg001G007260	g47833
OG0002291	Cg005G186120	g38293
OG0002292	Cg004G116490	g29301
OG0002293	Cg004G117150	g12743, g12694
OG0002294	Cg008G296540	g5058
OG0002294	Cg004G117770	g12680
OG0002295	Cg008G296710	g29193
OG0002296	Cg004G118120	g7840
OG0002297	Cg008G297060	g29168, g5019
OG0002298	Cg004G119140	g3928, g4013, g4988
OG0002299	Cg008G306500	g10122, g4804
OG0002300	Cg008G308740, Cg008G308720, Cg008G308730	g10201
OG0002301	Cg008G309130, Cg008G310830	g10219
OG0002302	Cg005G169440	g51626
OG0002302	Cg002G053210	g2364
OG0002303	Cg006G230170	g27312, g31616
OG0002304	Cg006G229660	g31644
OG0002305	Cg007G279940	g44328
OG0002305	Cg006G229530	g31650
OG0002306	Cg006G229300	g31658
OG0002306	Cg007G279720	g44343
OG0002307	Cg006G227290	g31801, g27417
OG0002308	Cg006G224920	g31965
OG0002308	Cg007G277310	g46303
OG0002309	Cg007G278240	g46375
OG0002310	Cg006G224030	g50222
OG0002310	Cg007G278380	g46385
OG0002311	Cg006G221980	g50305
OG0002311	Cg007G270730	g44706
OG0002312	Cg007G270630	g45832
OG0002313	Cg007G269410	g45777
OG0002314	Cg006G219460	g32256
OG0002314	Cg007G267530	g44890
OG0002317	Cg006G238160, Cg003G086100	g47012, g49600
OG0002318	Cg006G194290	g54372
OG0002319	Cg006G243620	g49389
OG0002320	Cg014G332530, Cg003G077100	g39466
OG0002320	Cg006G244570	g30746, g49328
OG0002321	Cg004G128230	g7306
OG0002321	Cg008G293680	g29347
OG0002322	Cg008G286110	g29734
OG0002323	Cg004G143400	g23906, g43676
OG0002324	Cg007G271660	g45908
OG0002325	Cg004G128970	g7257, g13155
OG0002325	Cg006G194420	g36738
OG0002326	Cg004G129220	g13173
OG0002326	Cg006G194680	g36724
OG0002327	Cg006G195870	g28000
OG0002327	Cg004G130510	g7164
OG0002328	Cg004G132100	g12113
OG0002329	Cg004G134960	g6884
OG0002329	Cg006G201050	g54097
OG0002330	Cg006G200510	g6877
OG0002331	Cg004G138020	g6690
OG0002331	Cg006G198260	g36507
OG0002333	Cg001G005820	g14234
OG0002333	Cg004G151430	g6154
OG0002334	Cg001G012310	g23564
OG0002335	Cg006G197470	g54255
OG0002335	Cg004G132490	g7041
OG0002336	Cg004G132510	g12099
OG0002337	Cg002G054340	g19243
OG0002337	Cg005G170590	g51559
OG0002338	Cg002G050230	g2169
OG0002338	Cg005G165830	g51877
OG0002339	Cg005G164610	g38158
OG0002339	Cg002G049160	g18999
OG0002345	Cg006G222010	g32088
OG0002348	Cg001G012140	g17045, g47668
OG0002349	Cg001G011970	g17032
OG0002349	Cg004G156820	g13851
OG0002350	Cg001G011390	g47694
OG0002351	Cg005G190610	g38398
OG0002351	Cg001G009800	g47753
OG0002352	Cg005G190320	g38383
OG0002352	Cg001G009300	g47774
OG0002353	Cg001G005060	g23023
OG0002356	Cg007G252150	g41055, g44032
OG0002357	Cg002G048370	g2053
OG0002357	Cg006G235550	g27120
OG0002358	Cg002G074890	g49916, g31542
OG0002358	Cg006G231210	g27282
OG0002359	Cg006G231370	g27279
OG0002360	Cg002G074550	g1521
OG0002362	Cg002G070720	g10468
OG0002362	Cg001G041110	g16842
OG0002363	Cg002G068660	g10444
OG0002364	Cg007G264550, Cg007G264610	g42039
OG0002364	Cg007G264560	g11052
OG0002365	Cg007G261530	g18061
OG0002365	Cg001G034270	g46853
OG0002366	Cg006G233310, Cg007G247260	g31397, g49842
OG0002367	Cg003G103990	g28557
OG0002368	Cg002G049460	g19008, g2060
OG0002369	Cg005G165470	g51922
OG0002370	Cg004G124930	g13037, g12404
OG0002371	Cg004G125510	g45358
OG0002371	Cg008G284250	g5726
OG0002372	Cg004G126750	g7400
OG0002372	Cg008G286190	g45426
OG0002373	Cg008G287590	g29658
OG0002373	Cg004G127900	g13134
OG0002374	Cg001G016210	g23824
OG0002375	Cg003G097800	g28329
OG0002376	Cg001G015250	g47550, g23760
OG0002376	Cg003G098850	g41207
OG0002377	Cg001G013270	g17087
OG0002378	Cg001G013600	g17102
OG0002378	Cg003G102040	g28491
OG0002379	Cg001G014620	g28590
OG0002379	Cg003G104460	g1091
OG0002380	Cg003G112820	g9741, g202
OG0002381	Cg003G111460	g280
OG0002382	Cg003G108980	g9910
OG0002383	Cg008G323140	g43975
OG0002383	Cg001G022320	g24183
OG0002384	Cg008G320870	g11049
OG0002385	Cg003G079790, Cg003G094230	g40475
OG0002385	Cg001G019940	g17392
OG0002387	Cg005G191390	g50951
OG0002388	Cg001G002740, Cg005G191610	g22832
OG0002389	Cg001G000120	g18380
OG0002390	Cg005G171270	g38001
OG0002392	Cg001G019930, Cg003G079820, Cg003G094200	g25537, g40473
OG0002393	Cg004G142800	g11684, g11678
OG0002394	Cg001G029660	g24698
OG0002394	Cg004G142310	g11723
OG0002395	Cg001G029410	g6459
OG0002396	Cg001G027860	g47045
OG0002397	Cg001G041300	g16834
OG0002398	Cg002G043630	g18758
OG0002400	Cg005G159300	g37663
OG0002400	Cg002G045020	g1824
OG0002401	Cg005G159920	g52281
OG0002401	Cg002G045500	g11169
OG0002402	Cg005G160270	g38244
OG0002403	Cg007G274110	g44561
OG0002403	Cg006G227990	g31746
OG0002404	Cg005G162380	g52120
OG0002406	Cg008G300950	g28930
OG0002407	Cg002G066210	g11520
OG0002408	Cg002G062140	g2995
OG0002408	Cg003G108240	g41329
OG0002409	Cg003G112870	g9733
OG0002410	Cg002G056980	g2602
OG0002410	Cg003G114090	g109
OG0002411	Cg007G273300	g44592, g46020
OG0002412	Cg006G245030	g26867
OG0002412	Cg014G332960, Cg003G076610	g25370
OG0002413	Cg003G076290, Cg014G333290	g25357
OG0002413	Cg006G244850	g49311
OG0002414	Cg006G243030	g30820
OG0002414	Cg003G079090, Cg003G094850	g39629
OG0002415	Cg006G242290	g30861
OG0002416	Cg008G319170	g39724
OG0002417	Cg006G241450	g30895
OG0002418	Cg005G174720	g39822
OG0002418	Cg006G240760	g49503
OG0002419	Cg006G239460	g31023
OG0002419	Cg005G176120	g39903
OG0002420	Cg005G179470, Cg008G309180, Cg008G310890, Cg008G310930	g40076
OG0002420	Cg005G179460	g53433
OG0002421	Cg005G180020	g37802
OG0002421	Cg006G237780	g40095
OG0002422	Cg003G102080	g23659
OG0002422	Cg001G013630	g47614
OG0002423	Cg004G117310, Cg008G295870	g29241
OG0002424	Cg004G117530	g7877
OG0002425	Cg004G117580	g7873
OG0002425	Cg008G296230	g29213
OG0002426	Cg004G117630	g7868
OG0002426	Cg008G296330	g29204
OG0002427	Cg004G118290	g7835
OG0002427	Cg008G297290	g45746
OG0002428	Cg004G119610	g12617
OG0002428	Cg008G298510	g29033
OG0002430	Cg004G124290	g7544, g12417
OG0002430	Cg004G124280	g7545
OG0002431	Cg005G166770	g37319, g51779
OG0002432	Cg005G166860	g38126
OG0002432	Cg005G166850	g51771
OG0002433	Cg006G230020	g49953
OG0002435	Cg007G274020	g46078
OG0002435	Cg006G227820	g31757
OG0002436	Cg006G224240	g32008
OG0002436	Cg007G278140	g46364
OG0002437	Cg006G223780	g50229
OG0002437	Cg007G278680	g46407
OG0002438	Cg006G223670	g32025
OG0002439	Cg007G272610	g45962
OG0002439	Cg006G223420	g27521
OG0002440	Cg002G062310, Cg002G043150	g18712
OG0002441	Cg006G222870	g50277
OG0002442	Cg006G222310	g50300
OG0002443	Cg007G269800	g44759
OG0002444	Cg007G268910	g44816
OG0002444	Cg006G220420	g32187
OG0002445	Cg001G015290	g47547, g23762
OG0002446	Cg001G012960	g23614
OG0002446	Cg003G100460	g28429
OG0002447	Cg001G007770	g16917
OG0002447	Cg005G187390	g38322
OG0002448	Cg002G056270	g2555
OG0002448	Cg006G204870	g53842
OG0002449	Cg006G232990	g49856, g31416
OG0002450	Cg006G237940	g27021
OG0002451	Cg006G238070	g31098, g49604
OG0002451	Cg005G179020	g40047
OG0002452	Cg006G238780	g27006
OG0002453	Cg014G330790, Cg003G078750	g39602
OG0002453	Cg006G243280	g49398
OG0002454	Cg006G243290	g30809
OG0002454	Cg003G078720, Cg014G330830	g39599
OG0002455	Cg008G297280, Cg008G297250, Cg008G297270	g29152
OG0002456	Cg008G298340	g29027
OG0002456	Cg008G298430	g4937
OG0002458	Cg004G152160, Cg002G051820	g19136, g2270
OG0002459	Cg003G110700	g18625, g18624, g18616
OG0002460	Cg003G106010	g28726, g1184
OG0002461	Cg002G055490, Cg002G055500	g2484
OG0002462	Cg007G277170	g44396
OG0002462	Cg006G225080	g50160
OG0002463	Cg007G276940	g13625
OG0002463	Cg006G225430	g31942, g27463
OG0002464	Cg007G274800	g46140
OG0002465	Cg006G230470	g49938, g27299
OG0002466	Cg004G129960	g12206
OG0002466	Cg006G195330	g54343
OG0002467	Cg004G130420	g36668
OG0002468	Cg006G196530	g36608
OG0002468	Cg004G131520	g7108
OG0002469	Cg001G025190	g47133
OG0002469	Cg004G133330	g12070
OG0002470	Cg004G133980	g12047
OG0002470	Cg006G201640	g13285
OG0002471	Cg004G134170	g12038
OG0002472	Cg006G201450	g12032
OG0002473	Cg004G134540	g12025
OG0002473	Cg006G201300	g28101
OG0002474	Cg001G026970	g13427
OG0002475	Cg001G027500	g24527
OG0002478	Cg006G196430	g54283
OG0002479	Cg005G171900	g37101
OG0002479	Cg008G323960	g18481
OG0002482	Cg008G324740, Cg008G324730	g40688
OG0002484	Cg003G104030	g28560
OG0002489	Cg003G098780	g41181, g41197, g11665
OG0002494	Cg004G157250	g13840
OG0002494	Cg001G012420	g17056
OG0002496	Cg005G193120	g50880
OG0002497	Cg003G104650	g28603
OG0002497	Cg001G009060	g47784
OG0002498	Cg001G008970	g23316
OG0002499	Cg002G063740	g28878
OG0002500	Cg004G150810, Cg004G149920	g23119
OG0002501	Cg006G214280	g14176, g14135, g14163, g14125, g14116, g14184, g14155, g14132, g14170, g14149, g14152, g14157, g14187, g14142, g14137, g14166, g14178, g14172, g14145, g14189, g14162, g14115, g14119, g14175, g14134, g32547
OG0002502	Cg006G213320, Cg005G171360	g27782
OG0002503	Cg007G256090, Cg006G237150	g31144
OG0002504	Cg006G236150	g31222
OG0002505	Cg007G251380	g44090
OG0002506	Cg007G250700	g41026
OG0002506	Cg006G235430	g31259
OG0002507	Cg002G074470	g49906
OG0002508	Cg002G073970	g1534
OG0002508	Cg006G231960	g49901
OG0002509	Cg002G073610	g16678
OG0002510	Cg006G233010	g31414
OG0002511	Cg002G070090, Cg002G069640, Cg002G069630	g10360
OG0002512	Cg002G046550	g1940
OG0002512	Cg006G194660	g54315
OG0002513	Cg004G126380	g12360
OG0002513	Cg008G285820	g5653
OG0002515	Cg004G127400	g12317, g7368
OG0002516	Cg001G015060, Cg001G015090	g23740, g47555
OG0002517	Cg001G012920	g23612
OG0002518	Cg001G014040	g23682, g17125
OG0002519	Cg001G014050	g17126
OG0002519	Cg003G102860	g1021
OG0002520	Cg003G103270	g28536
OG0002520	Cg001G014110	g23686
OG0002521	Cg008G292470	g5332
OG0002522	Cg003G112310	g234
OG0002523	Cg001G023600	g17553
OG0002524	Cg003G081670	g40392
OG0002525	Cg003G085610	g40251
OG0002525	Cg006G209430	g32992
OG0002526	Cg006G215870	g50545
OG0002526	Cg001G015590	g23785
OG0002527	Cg005G171660	g51486
OG0002527	Cg006G215370	g32506
OG0002528	Cg004G154020	g13990
OG0002528	Cg001G003970	g47952
OG0002529	Cg001G002990	g22866
OG0002529	Cg005G191270	g38429
OG0002530	Cg001G002580	g22822
OG0002531	Cg001G001800	g22763
OG0002532	Cg005G193050	g50884, g36958, g36957
OG0002533	Cg002G061280	g18367
OG0002535	Cg003G081900	g25681, g40383
OG0002536	Cg001G018520	g47424
OG0002536	Cg003G081100	g25652
OG0002537	Cg003G080940	g40422
OG0002537	Cg006G241360	g30888
OG0002539	Cg001G027590	g47047
OG0002539	Cg001G027600	g47046
OG0002540	Cg001G025900	g24438
OG0002541	Cg005G157460	g18757
OG0002542	Cg005G159580	g37647, g52297
OG0002542	Cg002G045180	g1841
OG0002543	Cg005G159970	g52276
OG0002543	Cg002G045560	g18688
OG0002544	Cg005G161930	g52133
OG0002544	Cg002G046750	g1959
OG0002545	Cg005G164330	g52001
OG0002545	Cg002G048910	g2090
OG0002546	Cg006G220340	g38169
OG0002547	Cg002G049070	g18994
OG0002547	Cg005G164500	g51994
OG0002548	Cg005G167870	g51723
OG0002549	Cg005G166170	g37343, g51846
OG0002551	Cg002G060620	g2870
OG0002551	Cg003G107180	g28745
OG0002553	Cg003G114670	g9662
OG0002553	Cg002G056560	g2586
OG0002554	Cg003G115200, Cg003G115190	g9636
OG0002555	Cg006G244360	g26876, g30764
OG0002556	Cg003G077930, Cg014G331730	g39507
OG0002556	Cg006G244180	g49357
OG0002557	Cg006G240290	g30962
OG0002559	Cg008G294900	g29293
OG0002561	Cg008G296910, Cg004G118090	g29180, g5029
OG0002562	Cg008G307420	g10159
OG0002562	Cg004G120620	g7734
OG0002565	Cg002G054200	g2411
OG0002565	Cg005G170500	g19239
OG0002567	Cg006G229650	g31645, g27339
OG0002568	Cg007G275910	g46196
OG0002568	Cg006G226370	g31867
OG0002569	Cg007G276700	g44413
OG0002569	Cg006G225640	g31917
OG0002570	Cg007G276810	g46256
OG0002571	Cg007G277190	g44395
OG0002571	Cg006G225050	g27479, g31956
OG0002572	Cg006G224400	g31999
OG0002573	Cg007G270600	g45829
OG0002573	Cg006G221710	g50321
OG0002574	Cg006G220440	g32184
OG0002574	Cg007G268890	g44818
OG0002575	Cg006G221560	g15801
OG0002580	Cg005G174660	g51282
OG0002580	Cg006G240810	g30935
OG0002581	Cg006G244250	g49354
OG0002581	Cg006G244260	g49351
OG0002582	Cg004G146280, Cg005G165840	g51466
OG0002583	Cg002G057300	g19395
OG0002583	Cg008G304310	g553
OG0002584	Cg002G059840	g19519, g2803
OG0002584	Cg003G106410	g1223
OG0002585	Cg003G107360	g28757
OG0002586	Cg002G061310	g19573
OG0002587	Cg006G226280	g50096
OG0002587	Cg007G276040	g46205
OG0002588	Cg007G274750	g46134
OG0002589	Cg006G228430	g31714
OG0002589	Cg007G273230	g46015
OG0002590	Cg004G130210	g12201
OG0002590	Cg006G195450	g36682
