Orthogroup	Cardamine_glauca	Alyssum_gmelinii
OG0004148	Cg008G301860	Ag008G716060
OG0004149	Cg008G302710	Ag008G713210, Ag008G713160, Ag008G713130, Ag002G106380, Ag002G106490, Ag002G106420, Ag008G713240
OG0004150	Cg003G107870	Ag008G711110
OG0004151	Cg003G106560	Ag008G707070
OG0004152	Cg003G111960	Ag004G384710, Ag008G730780
OG0004153	Cg006G244820	Ag004G298190
OG0004154	Cg003G077130, Cg014G332500	Ag006G515450, Ag006G515460
OG0004155	Cg014G332430, Cg003G077180	Ag006G515250
OG0004156	Cg003G078370, Cg014G331250	Ag006G511030
OG0004157	Cg014G331230, Cg003G078390	Ag006G510870
OG0004158	Cg008G283700, Cg008G319610	Ag007G587400
OG0004159	Cg006G242220	Ag004G302220
OG0004160	Cg005G174700	Ag007G590190
OG0004161	Cg005G174810	Ag007G590440
OG0004162	Cg005G176200	Ag007G592360
OG0004163	Cg005G176350	Ag007G592490
OG0004164	Cg005G176620	Ag007G592690
OG0004166	Cg005G185710	Ag006G527090
OG0004168	Cg008G294420	Ag007G613610
OG0004168	Cg004G116260	Ag001G100740
OG0004169	Cg004G118260	Ag005G488110
OG0004170	Cg004G119650	Ag005G486310
OG0004171	Cg004G120070	Ag005G485570
OG0004172	Cg004G120720	Ag005G484510
OG0004173	Cg004G120660	Ag005G484630
OG0004174	Cg004G123650	Ag005G479500
OG0004175	Cg005G165610	Ag002G187110
OG0004176	Cg005G168700	Ag002G174040
OG0004178	Cg006G229710	Ag004G324760
OG0004179	Cg006G227030	Ag004G331540
OG0004181	Cg006G225300	Ag004G334850
OG0004182	Cg007G272440	Ag003G240750
OG0004183	Cg001G016250	Ag006G528720
OG0004184	Cg001G016160	Ag007G598340
OG0004185	Cg001G016010	Ag007G598510
OG0004186	Cg001G040060	Ag007G580640
OG0004187	Cg001G015680	Ag007G586380
OG0004188	Cg003G098590	Ag004G308420, Ag007G649600
OG0004189	Cg006G233000	Ag004G317020
OG0004190	Cg006G233380	Ag004G316030
OG0004192	Cg006G240690, Cg006G243220	Ag004G300370, Ag002G119850
OG0004193	Cg008G296390	Ag007G621110
OG0004194	Cg008G296590	Ag007G621800
OG0004195	Cg008G297560, Cg002G062990	Ag007G624750
OG0004197	Cg008G287820	Ag006G506040
OG0004198	Cg008G305600	Ag008G720140
OG0004201	Cg008G303100	Ag008G724020
OG0004202	Cg003G108700	Ag008G725050
OG0004203	Cg007G267140, Cg001G012240	Ag008G727790
OG0004204	Cg003G110390	Ag008G728040
OG0004205	Cg003G106140	Ag008G706110
OG0004206	Cg002G057280, Cg002G057290	Ag008G693080
OG0004207	Cg002G061630	Ag010G740740, Ag001G050540
OG0004208	Cg007G274220, Cg003G085340	Ag003G234290, Ag008G711340
OG0004209	Cg007G271930	Ag004G342800
OG0004210	Cg007G272090	Ag004G342480
OG0004211	Cg007G272450	Ag005G407140, Ag003G240720
OG0004212	Cg007G278400	Ag003G215960, Ag003G215950
OG0004213	Cg007G274680	Ag003G278860, Ag008G710410, Ag001G094050, Ag002G164830, Ag003G231800
OG0004214	Cg007G273680	Ag004G331660, Ag003G236990
OG0004215	Cg007G279050, Cg007G278980	Ag003G214490, Ag003G214370, Ag003G214350, Ag003G214340
OG0004216	Cg007G280940, Cg007G280610	Ag003G209710
OG0004217	Cg004G128430	Ag005G470720
OG0004219	Cg004G131940	Ag005G463350
OG0004220	Cg004G132350	Ag005G462310
OG0004223	Cg004G135690	Ag005G452400
OG0004224	Cg004G135970	Ag005G450720
OG0004225	Cg004G136300	Ag005G449080
OG0004226	Cg004G138120	Ag005G442370, Ag005G443680
OG0004227	Cg004G138730	Ag005G440980
OG0004228	Cg004G138740	Ag005G440860
OG0004229	Cg004G139480	Ag005G439120
OG0004230	Cg004G139600	Ag005G438770
OG0004231	Cg004G140090	Ag005G437060
OG0004232	Cg004G141130	Ag005G434350, Ag005G433490, Ag005G434360
OG0004233	Cg004G141400	Ag005G433780, Ag005G432450
OG0004234	Cg004G154040	Ag005G413170, Ag005G413690
OG0004235	Cg004G155380	Ag005G408210
OG0004236	Cg001G011640	Ag003G255860
OG0004237	Cg004G156970	Ag005G403940
OG0004238	Cg006G194380	Ag001G000840
OG0004239	Cg006G194530	Ag001G001050
OG0004240	Cg006G195470	Ag001G003840
OG0004241	Cg006G195830	Ag001G004850
OG0004242	Cg006G196260	Ag001G006260
OG0004243	Cg006G196470	Ag001G006680
OG0004244	Cg006G198400	Ag001G011310
OG0004245	Cg006G201240	Ag001G024660
OG0004246	Cg006G201670	Ag001G026740, Ag001G026670
OG0004249	Cg008G305780	Ag001G091100, Ag007G608190
OG0004250	Cg007G280670, Cg003G098090	Ag003G208980
OG0004251	Cg002G048900	Ag001G084610
OG0004252	Cg005G163830	Ag002G193290
OG0004253	Cg002G045880, Cg007G266290, Cg007G266270	Ag001G093530
OG0004254	Cg004G120090, Cg006G240950	Ag001G095160
OG0004255	Cg002G044330	Ag001G097160
OG0004256	Cg008G284290	Ag006G495760
OG0004259	Cg006G200480	Ag002G198450, Ag002G198440, Ag002G198420, Ag002G198410
OG0004262	Cg007G246700	Ag004G388020, Ag004G393150
OG0004275	Cg001G011520, Cg001G011510	Ag003G256100
OG0004277	Cg001G010280	Ag003G261350
OG0004278	Cg001G009380	Ag003G268000
OG0004279	Cg001G009170	Ag003G268820
OG0004280	Cg001G007120	Ag003G276710
OG0004281	Cg001G006320	Ag003G273710, Ag003G273720
OG0004282	Cg001G005630	Ag003G282210
OG0004283	Cg001G005030	Ag003G284310
OG0004284	Cg006G215020	Ag007G579370
OG0004285	Cg006G213890	Ag007G578390
OG0004286	Cg007G254580	Ag004G366100
OG0004287	Cg002G075540	Ag005G452920, Ag006G566270
OG0004288	Cg002G074400	Ag008G660880
OG0004289	Cg002G073150	Ag008G663610
OG0004290	Cg002G071250	Ag008G668950
OG0004294	Cg007G258530, Cg005G163510	Ag002G194640
OG0004295	Cg005G164840	Ag002G189910
OG0004296	Cg004G125660	Ag005G476010
OG0004297	Cg004G126970, Cg001G040270	Ag005G473650
OG0004298	Cg004G127620	Ag005G472140
OG0004299	Cg003G097050	Ag008G675530
OG0004300	Cg003G097740	Ag008G676300
OG0004301	Cg003G097790	Ag006G570710
OG0004302	Cg003G098130	Ag008G680460
OG0004304	Cg003G105540	Ag008G705070
OG0004305	Cg008G305930	Ag008G719740, Ag005G469720, Ag005G446370
OG0004306	Cg008G293590	Ag007G611760
OG0004307	Cg008G292330	Ag007G608370
OG0004308	Cg008G291230	Ag007G605780
OG0004309	Cg008G289290	Ag007G601380
OG0004310	Cg008G288990	Ag007G600820
OG0004311	Cg001G022720	Ag006G575760
OG0004311	Cg008G323800	Ag002G116430
OG0004312	Cg001G022530	Ag006G575250
OG0004313	Cg001G021750	Ag006G572860
OG0004314	Cg001G020700	Ag006G559370
OG0004315	Cg001G020350	Ag006G561370
OG0004316	Cg001G020040	Ag006G562990, Ag006G563020
OG0004317	Cg001G019920	Ag006G563670
OG0004318	Cg001G018300	Ag006G551590, Ag006G551600
OG0004319	Cg001G018150	Ag006G551220
OG0004320	Cg001G017470	Ag006G548640, Ag006G545880, Ag006G548130, Ag006G546550
OG0004321	Cg001G016870	Ag006G543990, Ag006G543600
OG0004322	Cg003G083430	Ag002G174860, Ag002G147460
OG0004324	Cg004G139860	Ag005G437640
OG0004325	Cg006G196490	Ag007G656490, Ag001G006700
OG0004326	Cg006G216930	Ag007G581810
OG0004327	Cg006G215980	Ag007G580590
OG0004328	Cg006G215850	Ag007G580420
OG0004329	Cg005G181660	Ag007G597360
OG0004330	Cg001G004370	Ag003G286610
OG0004331	Cg001G003290	Ag003G289550
OG0004332	Cg001G003230	Ag003G289690
OG0004333	Cg003G084270, Cg003G084250	Ag002G148630
OG0004334	Cg003G081700	Ag002G143780
OG0004336	Cg004G146560	Ag004G372690
OG0004337	Cg004G143580, Cg001G032590	Ag005G426480
OG0004338	Cg001G031830	Ag001G043170
OG0004339	Cg001G027610	Ag001G036730
OG0004340	Cg001G027170	Ag001G035810
OG0004341	Cg001G027010	Ag001G035240
OG0004342	Cg006G195850	Ag002G113750, Ag002G121490, Ag002G121780, Ag002G114110, Ag001G000310
OG0004343	Cg002G043770	Ag001G098230
OG0004344	Cg005G158610	Ag002G204620
OG0004345	Cg005G159360	Ag002G203360
OG0004346	Cg005G159610	Ag002G202990
OG0004347	Cg005G161550, Cg007G276780	Ag002G199090
OG0004348	Cg005G162730	Ag002G196540
OG0004349	Cg002G048180	Ag001G086280
OG0004350	Cg008G300300	Ag008G719100
OG0004351	Cg005G166120	Ag008G718840, Ag008G662730
OG0004352	Cg005G166130	Ag002G184820
OG0004354	Cg003G106860	Ag008G708130
OG0004355	Cg003G090010, Cg003G090040, Cg003G095560, Cg003G111520, Cg003G092200	Ag008G730150, Ag004G344020
OG0004356	Cg003G111880	Ag008G692390, Ag004G345130, Ag008G730620
OG0004357	Cg003G113440	Ag008G733010
OG0004358	Cg003G114690	Ag008G734660
OG0004359	Cg003G114840	Ag008G734790
OG0004360	Cg006G245350, Cg006G240400	Ag004G297400
OG0004361	Cg014G333040, Cg003G076530	Ag006G517020
OG0004362	Cg006G242920	Ag004G300970
OG0004363	Cg005G173220	Ag007G588140
OG0004364	Cg005G173260	Ag007G588190
OG0004366	Cg005G175430	Ag007G591440
OG0004368	Cg005G176250	Ag007G592410
OG0004369	Cg005G176460	Ag007G592580
OG0004370	Cg005G176530	Ag007G592650
OG0004371	Cg005G176970	Ag007G593510
OG0004372	Cg004G116660	Ag001G100200, Ag001G100230, Ag001G100220, Ag001G100210, Ag001G100240
OG0004373	Cg004G117880	Ag005G488640
OG0004374	Cg004G121010	Ag005G484160
OG0004375	Cg008G306920	Ag005G484020
OG0004376	Cg004G121320	Ag005G483440
OG0004377	Cg004G121880	Ag005G482420, Ag005G482430
OG0004378	Cg004G122030	Ag005G482190
OG0004379	Cg004G122360	Ag005G481540
OG0004380	Cg004G123350	Ag005G480230
OG0004381	Cg005G170540	Ag002G165580
OG0004382	Cg005G170390	Ag002G166100
OG0004383	Cg005G169600	Ag002G169890, Ag002G169880, Ag002G169910
OG0004384	Cg002G052920	Ag001G072910
OG0004385	Cg006G229850	Ag004G324490
OG0004386	Cg006G228270	Ag004G328140
OG0004387	Cg007G273870	Ag003G236320
OG0004388	Cg007G274530	Ag003G233140
OG0004389	Cg006G227310	Ag004G330500
OG0004390	Cg007G277800	Ag003G218790
OG0004391	Cg007G272420	Ag003G240800
OG0004393	Cg006G220880	Ag003G245170
OG0004394	Cg006G219880	Ag006G530730
OG0004395	Cg001G015990	Ag007G598530
OG0004396	Cg005G190150	Ag005G460070
OG0004397	Cg006G232540	Ag004G317980
OG0004398	Cg006G233070	Ag004G316770
OG0004399	Cg006G233190	Ag004G316460
OG0004400	Cg006G233990	Ag004G314840
OG0004401	Cg006G234890	Ag004G313080
OG0004402	Cg006G235370	Ag004G312290
OG0004403	Cg006G235900	Ag004G311200
OG0004404	Cg006G237020	Ag004G309250
OG0004405	Cg006G238060, Cg006G238050	Ag004G307860, Ag004G307870, Ag004G307880
OG0004406	Cg006G238180	Ag004G307650
OG0004407	Cg008G295490	Ag003G207440, Ag007G617680
OG0004408	Cg008G296560	Ag007G621700
OG0004409	Cg008G297100	Ag007G623990
OG0004410	Cg008G298910	Ag007G630280
OG0004411	Cg008G299000	Ag004G304390, Ag007G630020
OG0004412	Cg008G306210	Ag007G634760
OG0004413	Cg008G306810	Ag007G636600
OG0004414	Cg008G312640	Ag007G643050
OG0004416	Cg008G305380	Ag008G720390
OG0004418	Cg008G303260	Ag005G416320, Ag008G723820
OG0004419	Cg008G302870	Ag008G724390
OG0004420	Cg003G109050	Ag008G725750
OG0004421	Cg002G057210	Ag008G695230
OG0004422	Cg007G268510, Cg007G268490	Ag004G353210
OG0004423	Cg007G270070	Ag003G236690, Ag007G607280, Ag004G348250
OG0004424	Cg007G270710	Ag004G345850
OG0004425	Cg007G271150	Ag004G344420
OG0004426	Cg007G272310	Ag004G341810
OG0004427	Cg007G272520, Cg007G272530	Ag003G240580
OG0004428	Cg007G276080	Ag003G225740
OG0004429	Cg007G275060, Cg007G275050	Ag003G230460
OG0004430	Cg007G275020	Ag003G230480
OG0004430	Cg007G275010	Ag003G230490
OG0004431	Cg007G273360	Ag003G238290
OG0004432	Cg007G279260	Ag003G213490
OG0004433	Cg007G279640	Ag003G212400
OG0004434	Cg007G279950	Ag003G211860
OG0004435	Cg007G280240	Ag003G210990
OG0004436	Cg004G128660	Ag005G470370
OG0004437	Cg004G130190	Ag005G467470
OG0004438	Cg004G130310	Ag005G466410
OG0004439	Cg004G130430	Ag005G466050
OG0004440	Cg004G131460	Ag005G464380
OG0004441	Cg004G131690	Ag005G463880
OG0004442	Cg004G131860	Ag005G463490
OG0004443	Cg004G132600	Ag005G461660
OG0004445	Cg004G136610	Ag005G448380
OG0004445	Cg006G199490	Ag001G015880
OG0004446	Cg004G136850	Ag004G371410, Ag004G371300
OG0004447	Cg004G137850	Ag005G442960, Ag005G444250
OG0004448	Cg004G137870	Ag005G444210, Ag005G442940
OG0004449	Cg004G138320	Ag002G202790
OG0004450	Cg004G138890	Ag005G440420
OG0004451	Cg004G140710	Ag005G435470
OG0004453	Cg004G154700	Ag005G410520
OG0004454	Cg004G154290	Ag005G412580
OG0004455	Cg004G155290, Cg004G155300, Cg004G155320, Cg004G155340, Cg004G155330	Ag005G408450
OG0004456	Cg005G170490	Ag005G403630
OG0004457	Cg006G197350	Ag001G008550
OG0004458	Cg006G198250	Ag001G010920
OG0004459	Cg006G199230	Ag001G014550, Ag001G014490, Ag001G014600
OG0004460	Cg006G201270	Ag001G024700
OG0004461	Cg005G172190, Cg006G216550	Ag007G581480
OG0004462	Cg002G054930	Ag001G065400
OG0004463	Cg002G052570	Ag001G073790, Ag001G073950
OG0004464	Cg002G051390, Cg002G051380	Ag001G077220
OG0004465	Cg002G050130	Ag001G080890
OG0004466	Cg002G049590	Ag001G082260
OG0004468	Cg002G048250	Ag001G086140
OG0004469	Cg002G048160	Ag001G086320
OG0004470	Cg002G047740	Ag001G088150
OG0004471	Cg002G045860	Ag001G093560
OG0004472	Cg002G045300	Ag001G094770
OG0004473	Cg002G044310	Ag001G097210
OG0004474	Cg002G043690	Ag001G098330
OG0004475	Cg006G200450	Ag001G021580, Ag006G538750, Ag006G536250, Ag001G021620
OG0004477	Cg003G091780	Ag006G558390
OG0004478	Cg002G046180	Ag001G092890
OG0004480	Cg005G172620	Ag002G171710
OG0004482	Cg006G221780, Cg006G221760	Ag004G314010, Ag004G314020, Ag004G314000
OG0004483	Cg007G270720	Ag004G345780
OG0004488	Cg008G293750, Cg008G312630	Ag007G612110
OG0004498	Cg001G012320	Ag003G253800
OG0004499	Cg001G011990	Ag003G254590
OG0004500	Cg001G011630	Ag003G255870
OG0004501	Cg001G010560	Ag003G259780
OG0004502	Cg003G104930	Ag008G702340
OG0004503	Cg001G010240	Ag003G261410
OG0004504	Cg005G190810	Ag005G436480, Ag003G266120, Ag003G265330
OG0004505	Cg001G009890	Ag003G264230, Ag003G262810
OG0004506	Cg001G009760	Ag003G266740
OG0004508	Cg001G008720	Ag003G271130
OG0004509	Cg001G008320	Ag003G273170
OG0004510	Cg001G008300, Cg013G330450	Ag003G273190
OG0004511	Cg001G007320	Ag003G277410
OG0004512	Cg001G005880	Ag003G281550
OG0004513	Cg001G005780	Ag003G281950
OG0004514	Cg001G024540	Ag004G392710, Ag008G724780, Ag008G724790, Ag002G195080, Ag001G101780
OG0004515	Cg007G251150	Ag004G370060
OG0004516	Cg007G249190	Ag004G375500
OG0004517	Cg007G280600	Ag002G205800, Ag003G209620, Ag008G733100
OG0004518	Cg001G017230	Ag006G542070, Ag006G547020
OG0004519	Cg002G075330	Ag008G658140, Ag008G659290
OG0004520	Cg006G220050	Ag001G005090
OG0004521	Cg002G072850	Ag008G665000
OG0004525	Cg007G263670, Cg007G262410	Ag004G364020
OG0004526	Cg006G233470, Cg007G247440, Cg007G251860, Cg007G251830, Cg007G251880	Ag004G315830
OG0004527	Cg004G128320	Ag005G470960
OG0004528	Cg003G103560	Ag008G698000
OG0004529	Cg004G128050	Ag005G471420
OG0004530	Cg003G107480	Ag008G710040
OG0004531	Cg003G103150	Ag008G696550
OG0004532	Cg003G103490	Ag008G698230
OG0004533	Cg003G104120	Ag008G699890
OG0004534	Cg003G104250	Ag008G700050, Ag001G097530
OG0004535	Cg003G105130	Ag008G703320, Ag008G703300
OG0004536	Cg003G105460	Ag008G704590, Ag008G701490
OG0004537	Cg008G313880, Cg009G325730	Ag005G466560, Ag005G466490, Ag005G466530, Ag007G644640
OG0004538	Cg008G293000	Ag007G609920
OG0004539	Cg008G292870	Ag007G609480
OG0004540	Cg008G292490	Ag007G608950
OG0004541	Cg008G292340	Ag007G608380
OG0004542	Cg008G291580	Ag007G606470
OG0004543	Cg008G291110	Ag007G605470
OG0004544	Cg008G290710	Ag007G604460
OG0004545	Cg008G289610	Ag007G602030
OG0004546	Cg008G288910	Ag007G600700
OG0004547	Cg008G288240	Ag006G508430
OG0004548	Cg001G022400	Ag006G574820
OG0004550	Cg001G021540	Ag006G572120
OG0004551	Cg003G081240	Ag006G552150
OG0004552	Cg001G017360	Ag006G548400, Ag006G546230
OG0004553	Cg001G017340	Ag006G545950, Ag006G548610
OG0004554	Cg001G016890	Ag006G544120, Ag006G543400
OG0004557	Cg006G203700, Cg006G203690	Ag007G584510, Ag007G584520
OG0004558	Cg006G218550	Ag007G583670
OG0004559	Cg006G218140	Ag007G583090
OG0004560	Cg006G218090	Ag007G583050
OG0004561	Cg006G216650	Ag007G581610
OG0004562	Cg006G216300	Ag007G581000
OG0004563	Cg006G215480, Cg006G215450	Ag007G579840
OG0004564	Cg001G004720	Ag003G285620
OG0004565	Cg001G004640	Ag003G285830
OG0004566	Cg001G003680	Ag003G288750
OG0004567	Cg001G001430, Cg001G035970	Ag003G294260
OG0004568	Cg001G034450	Ag008G718310
OG0004569	Cg001G035330	Ag007G645420
OG0004570	Cg001G039750	Ag007G648920
OG0004571	Cg002G059410	Ag002G162300
OG0004572	Cg005G171500	Ag002G162430
OG0004573	Cg008G324560	Ag002G120850, Ag002G115520
OG0004574	Cg005G170900	Ag002G164490
OG0004575	Cg005G172920	Ag002G158940, Ag007G629050
OG0004576	Cg003G083170	Ag002G147030, Ag007G606440
OG0004577	Cg003G082670	Ag002G146420
OG0004580	Cg008G320820	Ag008G684720, Ag005G477840, Ag003G226410, Ag002G158130, Ag002G127220
OG0004581	Cg008G323570	Ag002G108820, Ag002G112850
OG0004582	Cg008G324580	Ag002G115380, Ag002G121020
OG0004583	Cg001G032730	Ag006G570680, Ag006G557120, Ag006G557090, Ag006G557080
OG0004584	Cg001G029510	Ag001G038910
OG0004585	Cg001G028370	Ag001G037820
OG0004586	Cg004G139420	Ag005G439340
OG0004588	Cg005G160650	Ag002G201200, Ag003G222990
OG0004589	Cg005G161200	Ag005G410880, Ag006G560700, Ag001G021530, Ag001G037040, Ag008G662580, Ag004G364330, Ag002G199810
OG0004590	Cg005G161210	Ag002G199800
OG0004591	Cg005G161260	Ag002G199660
OG0004592	Cg005G162430	Ag002G197110
OG0004593	Cg008G283090	Ag006G493000
OG0004594	Cg008G284090	Ag006G495460
OG0004595	Cg008G301110	Ag008G717580
OG0004596	Cg008G301410	Ag008G716650
OG0004597	Cg008G302010	Ag008G715560
OG0004598	Cg008G302460	Ag008G714170
OG0004599	Cg003G110980	Ag008G729070
OG0004600	Cg003G095570, Cg003G092210, Cg003G111530	Ag008G730160
OG0004601	Cg003G111940	Ag008G730760
OG0004602	Cg003G112450	Ag008G731410
OG0004604	Cg003G113480	Ag005G426440, Ag008G733050
OG0004605	Cg003G114580	Ag008G734520
OG0004606	Cg003G115160	Ag001G100090
OG0004607	Cg003G115720, Cg002G055560	Ag001G067440
OG0004608	Cg003G075910, Cg003G113270	Ag008G724170
OG0004609	Cg014G331430, Cg003G078220	Ag006G511730
OG0004610	Cg008G319030	Ag008G723380
OG0004611	Cg005G173630	Ag007G588600
OG0004612	Cg005G175150	Ag007G590990
OG0004614	Cg005G181490	Ag007G597240
OG0004615	Cg005G180530	Ag007G596940
OG0004616	Cg006G229410, Cg004G116420	Ag004G330450, Ag001G100520
OG0004617	Cg004G116300, Cg008G294460	Ag001G100720, Ag001G100710
OG0004618	Cg004G116010	Ag007G613180
OG0004619	Cg004G115970	Ag001G101050
OG0004620	Cg004G124360	Ag005G478630
OG0004621	Cg004G117900	Ag005G488620, Ag001G091830
OG0004622	Cg004G118140	Ag005G488350
OG0004624	Cg004G121630	Ag005G482880
OG0004625	Cg004G121770	Ag005G482640
OG0004626	Cg004G121940	Ag005G482350
OG0004627	Cg004G121980	Ag005G482310
OG0004628	Cg004G122270	Ag005G481770
OG0004629	Cg004G123470	Ag005G479760
OG0004630	Cg004G123800	Ag005G479350
OG0004631	Cg004G123850, Cg003G090820, Cg003G090950, Cg007G262240, Cg007G263880	Ag002G147440
OG0004632	Cg004G123980	Ag005G479130
OG0004633	Cg004G124010	Ag005G479110
OG0004634	Cg005G165510	Ag002G187370
OG0004635	Cg005G165890	Ag002G185850
OG0004636	Cg005G165920	Ag002G185780
OG0004637	Cg005G166050	Ag002G185090
OG0004638	Cg005G166530	Ag002G183090
OG0004639	Cg005G170170	Ag002G166930
OG0004640	Cg005G170110	Ag002G167220
OG0004641	Cg005G169720	Ag002G169170
OG0004642	Cg005G168890	Ag002G172780
OG0004643	Cg005G167660	Ag002G177740
OG0004644	Cg006G230000	Ag004G324100
OG0004645	Cg006G229950	Ag004G324300
OG0004646	Cg006G228130	Ag004G328640, Ag004G328650
OG0004647	Cg006G227470	Ag004G330230
OG0004648	Cg006G226070	Ag004G333110, Ag004G333020, Ag004G333090
OG0004649	Cg006G224560	Ag004G336980
OG0004651	Cg006G222480	Ag003G241980, Ag003G241960
OG0004652	Cg006G222300	Ag007G613630
OG0004653	Cg006G222330	Ag003G242270
OG0004654	Cg006G221170	Ag003G244320
OG0004656	Cg001G016070	Ag007G598470
OG0004658	Cg001G015020	Ag007G585450
OG0004659	Cg005G188840	Ag006G525390
OG0004660	Cg005G189140, Cg005G189130	Ag002G140540, Ag008G712420
OG0004661	Cg006G233370	Ag004G316110
OG0004662	Cg006G235780	Ag004G311410
OG0004663	Cg006G236000	Ag004G310990
OG0004664	Cg006G236250	Ag008G705580, Ag004G310590
OG0004665	Cg006G236520	Ag004G310340
OG0004667	Cg006G237040	Ag004G309220
OG0004668	Cg006G237520	Ag004G308640
OG0004669	Cg006G238100	Ag004G307810
OG0004670	Cg006G239090	Ag004G306290
OG0004671	Cg006G241510	Ag004G303080
OG0004672	Cg008G294400	Ag007G613570
OG0004673	Cg008G296730	Ag007G622410
OG0004674	Cg008G298100	Ag007G627760
OG0004675	Cg008G298170	Ag007G628030
OG0004676	Cg008G298870	Ag007G630390
OG0004677	Cg008G298950	Ag007G630230
OG0004678	Cg008G299590	Ag007G632590
OG0004679	Cg008G306440	Ag007G635450
OG0004680	Cg008G307340	Ag005G488400, Ag007G637680
OG0004681	Cg008G307780	Ag007G641400
OG0004684	Cg008G312040	Ag007G643060
OG0004685	Cg008G293880	Ag007G612440
OG0004686	Cg008G313330, Cg016G334140, Cg003G095300	Ag007G644780
OG0004687	Cg002G046940	Ag001G090860
OG0004688	Cg008G287100	Ag006G503730
OG0004689	Cg008G286180	Ag006G500350
OG0004690	Cg008G285260	Ag006G498130
OG0004691	Cg008G305470	Ag008G720310
OG0004692	Cg008G305390	Ag008G720370
OG0004693	Cg008G304770	Ag008G721190
OG0004694	Cg008G302970	Ag008G724230
OG0004695	Cg003G109770	Ag008G726800
OG0004696	Cg003G109960	Ag008G727040, Ag004G328270
OG0004697	Cg003G110080	Ag008G727170
OG0004698	Cg003G110180	Ag008G727270
OG0004699	Cg003G110270	Ag008G727780
OG0004700	Cg003G110660	Ag002G128920, Ag002G128940, Ag001G039400, Ag001G043890, Ag002G128950, Ag002G139040, Ag008G728510
OG0004701	Cg002G055810	Ag001G059470, Ag001G059720
OG0004702	Cg002G058060	Ag008G691180, Ag008G723560
OG0004703	Cg002G058530	Ag001G056130
OG0004704	Cg002G060170	Ag001G052830
OG0004705	Cg004G142740	Ag005G427950
OG0004706	Cg003G101110	Ag006G501390
OG0004707	Cg007G269650	Ag004G349710
OG0004708	Cg007G269500	Ag004G349120
OG0004709	Cg007G270290	Ag004G347390
OG0004710	Cg007G272360	Ag003G241070
OG0004711	Cg007G272660	Ag003G240220
OG0004712	Cg007G277010	Ag003G221080
OG0004714	Cg007G276060	Ag003G225770
OG0004715	Cg006G220390	Ag003G225810
OG0004716	Cg007G274980	Ag003G239540, Ag003G239760, Ag001G036540, Ag003G233710
OG0004717	Cg006G227970	Ag004G329260
OG0004718	Cg007G279730	Ag003G212160, Ag006G577770
OG0004719	Cg007G280420	Ag003G210570
OG0004720	Cg007G280870	Ag003G209600
OG0004721	Cg007G280680	Ag003G208990
OG0004722	Cg007G281070	Ag003G208830, Ag004G373130, Ag004G373110
OG0004723	Cg007G281160	Ag003G208460
OG0004724	Cg001G034930, Cg007G281170	Ag003G208450
OG0004725	Cg006G230400	Ag004G323010
OG0004726	Cg004G128380	Ag005G470860, Ag005G470850
OG0004727	Cg004G128620	Ag005G470410
OG0004728	Cg004G128930	Ag005G469900
OG0004729	Cg004G129330	Ag005G469120
OG0004730	Cg004G129910	Ag005G467880
OG0004731	Cg004G131060	Ag005G464810
OG0004732	Cg004G131180	Ag005G464550
OG0004733	Cg004G131760	Ag005G463810, Ag003G217000
OG0004734	Cg004G133220	Ag005G460000
OG0004735	Cg006G201770	Ag001G027210
OG0004735	Cg004G133850	Ag005G458140
OG0004737	Cg004G135260	Ag005G453530
OG0004738	Cg004G135490	Ag005G453060
OG0004739	Cg004G135680	Ag005G452410
OG0004740	Cg004G136720	Ag005G447620
OG0004741	Cg004G138490	Ag005G441590
OG0004742	Cg004G139730	Ag005G438090
OG0004743	Cg004G139760	Ag005G437890
OG0004744	Cg004G140600	Ag005G435730
OG0004745	Cg004G140860	Ag005G435070
OG0004746	Cg004G141660	Ag005G431630
OG0004748	Cg007G273910	Ag003G235820, Ag003G235800
OG0004749	Cg004G152370	Ag005G468980
OG0004750	Cg004G155810	Ag005G406400
OG0004751	Cg004G156720	Ag005G403370
OG0004752	Cg006G194480	Ag001G000950, Ag001G000940, Ag001G000930
OG0004753	Cg006G195880	Ag001G004950, Ag006G503050
OG0004754	Cg006G199250	Ag001G014620
OG0004756	Cg006G201260	Ag001G024690
OG0004757	Cg004G141230	Ag005G432880
OG0004758	Cg002G074080	Ag008G661850
OG0004759	Cg002G052360	Ag001G074750
OG0004760	Cg002G055310	Ag001G066970
OG0004761	Cg002G055250	Ag001G066730, Ag001G066830
OG0004762	Cg005G184320	Ag001G019170, Ag001G018910, Ag001G019390, Ag001G019260, Ag001G019300, Ag001G019420
OG0004763	Cg002G050870	Ag001G078980
OG0004764	Cg002G050140	Ag001G080880
OG0004765	Cg002G049670	Ag001G082000
OG0004766	Cg002G049510	Ag001G082930
OG0004767	Cg002G048890	Ag001G084620
OG0004768	Cg002G048650	Ag001G085250
OG0004769	Cg002G048430	Ag001G085680
OG0004770	Cg008G305860, Cg003G084350	Ag002G194830, Ag001G098710
OG0004771	Cg002G045340	Ag001G094500, Ag001G094470
OG0004772	Cg001G024460	Ag001G101670
OG0004774	Cg025G336170, Cg040G337020	Ag002G159300
OG0004775	Cg008G307220, Cg008G307230	Ag007G637350
OG0004777	Cg006G234130	Ag004G314660, Ag004G314650
OG0004777	Cg002G071690	Ag008G667640
OG0004778	Cg003G104420	Ag004G368160
OG0004779	Cg004G152980	Ag005G416920
