Orthogroup	Cardamine_glauca	Cardamine_amara
OG0001289	Cg008G324830	evm.model.RL_6.2673, evm.model.RL_4.71
OG0001290	Cg003G082590	evm.model.RL_8.661
OG0001290	Cg001G017270	evm.model.RL_2.1877
OG0001291	Cg006G212990	evm.model.RL_5.2667
OG0001292	Cg004G116750	evm.model.RL_1.86
OG0001293	Cg002G047250	evm.model.RL_7.434
OG0001293	Cg002G047210	evm.model.RL_7.431
OG0001294	Cg005G192570	evm.model.RL_6.136
OG0001294	Cg001G001760	evm.model.RL_2.3344
OG0001295	Cg001G038480	evm.model.RL_2.345
OG0001296	Cg005G192030	evm.model.RL_6.178
OG0001296	Cg005G171450	evm.model.RL_6.1601
OG0001297	Cg003G080390, Cg003G093590	evm.model.RL_8.459
OG0001297	Cg003G080360	evm.model.RL_8.457
OG0001297	Cg003G093600	evm.model.RL_8.458
OG0001298	Cg001G027000	evm.model.RL_2.1012
OG0001298	Cg004G139800	evm.model.RL_1.2165
OG0001299	Cg005G158940	evm.model.RL_6.2818
OG0001300	Cg002G048170	evm.model.RL_7.540
OG0001300	Cg005G163630	evm.model.RL_6.2360
OG0001301	Cg002G048410	evm.model.RL_7.566
OG0001301	Cg005G163780	evm.model.RL_6.2344
OG0001302	Cg003G114110	evm.model.RL_8.2695
OG0001302	Cg002G056970	evm.model.RL_7.1397
OG0001303	Cg003G076010	evm.model.RL_8.21
OG0001303	Cg005G160500	evm.model.RL_6.2662
OG0001303	Cg006G245240	evm.model.RL_8.2905
OG0001304	Cg006G238170	evm.model.RL_5.641
OG0001304	Cg005G178750	evm.model.RL_6.956
OG0001305	Cg004G121200	evm.model.RL_1.464
OG0001305	Cg008G306870	evm.model.RL_4.1051
OG0001306	Cg004G121380	evm.model.RL_1.484
OG0001307	Cg004G123550	evm.model.RL_1.689
OG0001307	Cg004G123560	evm.model.RL_1.690
OG0001309	Cg005G168500	evm.model.RL_6.1897
OG0001309	Cg002G052540	evm.model.RL_7.980
OG0001310	Cg006G229110	evm.model.RL_5.1528
OG0001310	Cg007G279530	evm.model.RL_3.2290
OG0001311	Cg008G307410	evm.model.RL_4.993
OG0001311	Cg008G307370	evm.model.RL_4.996, evm.model.RL_4.997
OG0001312	Cg004G123280	evm.model.RL_1.663
OG0001312	Cg008G309750, Cg008G311580	evm.model.RL_4.837
OG0001313	Cg007G268380	evm.model.RL_3.1208
OG0001314	Cg004G129180	evm.model.RL_1.1243
OG0001314	Cg006G194620	evm.model.RL_5.3949.1.687c88c6
OG0001315	Cg004G132140	evm.model.RL_1.1499
OG0001315	Cg006G197200	evm.model.RL_5.3719
OG0001316	Cg006G201660	evm.model.RL_5.2189
OG0001316	Cg004G133940	evm.model.RL_1.1663
OG0001317	Cg004G136730	evm.model.RL_1.1913
OG0001318	Cg002G071840	evm.model.RL_2.1143
OG0001319	Cg002G053640	evm.model.RL_7.1086
OG0001319	Cg005G169920	evm.model.RL_6.1755
OG0001320	Cg001G006850	evm.model.RL_2.2862
OG0001321	Cg007G256700, Cg007G256650	evm.model.RL_3.455, evm.model.RL_3.453
OG0001328	Cg001G009110	evm.model.RL_2.2657
OG0001328	Cg005G189850	evm.model.RL_6.350
OG0001330	Cg004G153240	evm.model.RL_1.2910
OG0001330	Cg001G004890	evm.model.RL_2.3056
OG0001331	Cg007G254040	evm.model.RL_3.667, evm.model.RL_3.668
OG0001332	Cg007G252460	evm.model.RL_3.590.1.687c84ba
OG0001332	Cg006G236220	evm.model.RL_5.839
OG0001333	Cg007G250040	evm.model.RL_3.402
OG0001333	Cg006G234980	evm.model.RL_5.960
OG0001334	Cg006G230940	evm.model.RL_5.1344
OG0001334	Cg002G075250	evm.model.RL_7.2702
OG0001335	Cg008G285370	evm.model.RL_4.3077
OG0001335	Cg004G126180	evm.model.RL_1.963
OG0001336	Cg004G127500	evm.model.RL_1.1081
OG0001336	Cg008G287240	evm.model.RL_4.2903
OG0001337	Cg003G101270	evm.model.RL_8.1501
OG0001337	Cg001G013110	evm.model.RL_2.2271
OG0001338	Cg001G013120	evm.model.RL_2.2270
OG0001338	Cg003G101260	evm.model.RL_8.1500
OG0001339	Cg003G102970	evm.model.RL_8.1650.1.687c855c
OG0001339	Cg001G014060	evm.model.RL_2.2180.6.687c86e5
OG0001340	Cg008G291640, Cg008G291650	evm.model.RL_4.2467, evm.model.RL_4.2468
OG0001341	Cg008G291300	evm.model.RL_4.2501
OG0001342	Cg008G290470	evm.model.RL_4.2574
OG0001342	Cg003G112960	evm.model.RL_8.2604
OG0001343	Cg008G289110	evm.model.RL_4.2719.1.687c86db
OG0001343	Cg008G302960	evm.model.RL_4.1400
OG0001344	Cg001G023260	evm.model.RL_2.1320
OG0001344	Cg008G324530	evm.model.RL_4.99
OG0001345	Cg001G021930	evm.model.RL_2.1439
OG0001345	Cg008G322920	evm.model.RL_4.254
OG0001346	Cg001G020230	evm.model.RL_2.1595
OG0001347	Cg001G017200	evm.model.RL_2.1884
OG0001347	Cg004G116690	evm.model.RL_1.81
OG0001348	Cg004G153810	evm.model.RL_1.2954
OG0001348	Cg001G004350	evm.model.RL_2.3106
OG0001349	Cg004G154200	evm.model.RL_1.2989
OG0001349	Cg001G003900	evm.model.RL_2.3148
OG0001350	Cg005G192110	evm.model.RL_6.165
OG0001351	Cg007G254350, Cg007G254360	evm.model.RL_3.691
OG0001351	Cg007G254330, Cg007G254390	evm.model.RL_3.694, evm.model.RL_3.696, evm.model.RL_3.695
OG0001352	Cg006G208500	evm.model.RL_5.2439
OG0001352	Cg003G086740	evm.model.RL_8.888
OG0001353	Cg001G021580	evm.model.RL_2.1469
OG0001353	Cg008G322620	evm.model.RL_4.285
OG0001354	Cg002G044050	evm.model.RL_7.103
OG0001354	Cg005G158140	evm.model.RL_6.2900
OG0001355	Cg005G159910	evm.model.RL_6.2728
OG0001356	Cg005G163280	evm.model.RL_6.2392
OG0001356	Cg002G047670	evm.model.RL_7.494
OG0001357	Cg002G048380	evm.model.RL_7.562
OG0001357	Cg005G163820	evm.model.RL_6.2340
OG0001358	Cg005G164100	evm.model.RL_6.2313
OG0001358	Cg002G048780	evm.model.RL_7.612
OG0001359	Cg002G061120	evm.model.RL_7.1757
OG0001359	Cg003G107450	evm.model.RL_8.2056
OG0001360	Cg006G240990	evm.model.RL_5.394
OG0001360	Cg005G174440	evm.model.RL_6.1315
OG0001361	Cg005G174000	evm.model.RL_6.1355
OG0001361	Cg006G241590	evm.model.RL_5.331
OG0001362	Cg004G137670	evm.model.RL_1.1998
OG0001362	Cg005G182160	evm.model.RL_6.769
OG0001363	Cg001G013660	evm.model.RL_2.2219
OG0001363	Cg007G248340	evm.model.RL_3.273
OG0001364	Cg008G295300	evm.model.RL_4.2125
OG0001364	Cg004G116810	evm.model.RL_1.91
OG0001365	Cg004G116920	evm.model.RL_1.101
OG0001365	Cg008G295410	evm.model.RL_4.2116
OG0001366	Cg008G296250	evm.model.RL_4.2043
OG0001367	Cg008G307950	evm.model.RL_4.949
OG0001367	Cg004G122470	evm.model.RL_1.585
OG0001368	Cg008G294430	evm.model.RL_4.2199
OG0001370	Cg006G224980	evm.model.RL_5.3644.1.687c88c4
OG0001370	Cg007G277230	evm.model.RL_3.2068
OG0001371	Cg006G221580	evm.model.RL_5.3363
OG0001372	Cg004G118280	evm.model.RL_1.233
OG0001372	Cg008G297240	evm.model.RL_4.1941
OG0001373	Cg006G201060	evm.model.RL_5.2136
OG0001373	Cg004G134950	evm.model.RL_1.1743
OG0001374	Cg007G275740	evm.model.RL_3.1938
OG0001374	Cg006G226500	evm.model.RL_5.1785
OG0001375	Cg006G229720	evm.model.RL_5.1469
OG0001375	Cg007G280250	evm.model.RL_3.2360
OG0001376	Cg004G129940	evm.model.RL_1.1318
OG0001376	Cg006G195310	evm.model.RL_5.3881
OG0001377	Cg004G133120	evm.model.RL_1.1593
OG0001377	Cg004G133130	evm.model.RL_1.1594, evm.model.RL_8.723, evm.model.RL_1.1595
OG0001378	Cg006G201440	evm.model.RL_5.2168
OG0001378	Cg004G134310	evm.model.RL_1.1695
OG0001379	Cg004G136810	evm.model.RL_1.1920
OG0001379	Cg006G199380	evm.model.RL_5.2006.2.687c88b8
OG0001380	Cg006G199310	evm.model.RL_5.1998
OG0001380	Cg004G136860	evm.model.RL_1.1925
OG0001381	Cg006G234510	evm.model.RL_6.54
OG0001382	Cg005G192140	evm.model.RL_6.164
OG0001382	Cg001G002170	evm.model.RL_2.3307
OG0001384	Cg005G191510	evm.model.RL_6.222, evm.model.RL_6.221
OG0001384	Cg005G191480	evm.model.RL_6.223
OG0001392	Cg001G005240	evm.model.RL_2.3024
OG0001392	Cg004G152630	evm.model.RL_1.2847
OG0001393	Cg004G153040	evm.model.RL_1.2892
OG0001393	Cg001G004940	evm.model.RL_2.3051
OG0001394	Cg006G214170	evm.model.RL_2.358, evm.model.RL_2.357, evm.model.RL_5.2758, evm.model.RL_5.2757
OG0001394	Cg005G178210	evm.model.RL_5.2759
OG0001395	Cg001G014120	evm.model.RL_2.2174
OG0001395	Cg003G103290	evm.model.RL_8.1679.3.687c855c
OG0001396	Cg008G311270, Cg008G309440	evm.model.RL_4.597
OG0001397	Cg006G235730	evm.model.RL_5.889
OG0001397	Cg007G251540	evm.model.RL_3.537
OG0001398	Cg002G075390	evm.model.RL_7.2691
OG0001398	Cg006G230880	evm.model.RL_5.1350
OG0001399	Cg002G074330	evm.model.RL_7.2570
OG0001399	Cg006G231540	evm.model.RL_5.1281
OG0001400	Cg002G073030	evm.model.RL_7.2446, evm.model.RL_7.2449
OG0001400	Cg006G232650	evm.model.RL_5.1179
OG0001401	Cg001G040100	evm.model.RL_2.245
OG0001401	Cg008G295470	evm.model.RL_4.2112
OG0001402	Cg001G039770	evm.model.RL_2.262
OG0001402	Cg002G070100	evm.model.RL_7.2136
OG0001403	Cg007G247500	evm.model.RL_3.207
OG0001403	Cg006G233520	evm.model.RL_5.1103.1.687ccf5d
OG0001404	Cg007G247850	evm.model.RL_3.237
OG0001404	Cg006G233750	evm.model.RL_5.1080
OG0001405	Cg008G285720	evm.model.RL_4.3052
OG0001406	Cg001G002190	evm.model.RL_2.3306.5.687c86e8
OG0001406	Cg008G306320	evm.model.RL_4.1097
OG0001407	Cg003G099590	evm.model.RL_8.1379
OG0001407	Cg001G012680	evm.model.RL_2.2310
OG0001409	Cg003G111510	evm.model.RL_8.2437
OG0001410	Cg008G324280	evm.model.RL_4.136
OG0001410	Cg001G023030	evm.model.RL_2.1340
OG0001411	Cg001G022650	evm.model.RL_2.1374
OG0001411	Cg001G022660	evm.model.RL_2.1373
OG0001412	Cg001G021080	evm.model.RL_2.1520
OG0001413	Cg001G019070	evm.model.RL_2.1698
OG0001415	Cg005G172700	evm.model.RL_6.1481
OG0001415	Cg006G218170	evm.model.RL_5.3055
OG0001416	Cg005G172300	evm.model.RL_6.1518
OG0001416	Cg006G216990	evm.model.RL_5.2974
OG0001417	Cg001G003350	evm.model.RL_2.3197
OG0001417	Cg005G191020	evm.model.RL_6.263
OG0001419	Cg001G038600	evm.model.RL_2.341
OG0001420	Cg003G080410, Cg003G093530	evm.model.RL_8.461
OG0001420	Cg001G019040	evm.model.RL_2.1701
OG0001421	Cg001G027310	evm.model.RL_2.988
OG0001421	Cg004G140190	evm.model.RL_1.2187
OG0001422	Cg004G120730	evm.model.RL_1.423
OG0001422	Cg008G307250	evm.model.RL_4.1009
OG0001423	Cg005G161050	evm.model.RL_6.2604
OG0001423	Cg002G046340	evm.model.RL_7.338
OG0001424	Cg008G284550	evm.model.RL_4.3149
OG0001424	Cg008G284530	evm.model.RL_4.3150
OG0001425	Cg002G066490	evm.model.RL_7.1951
OG0001425	Cg008G301120	evm.model.RL_4.1585
OG0001427	Cg003G077040, Cg014G332590	evm.model.RL_8.125
OG0001428	Cg006G243500	evm.model.RL_5.145
OG0001428	Cg003G078470, Cg014G331130	evm.model.RL_8.268.2.687c8556
OG0001429	Cg014G330980, Cg003G078570	evm.model.RL_8.273
OG0001429	Cg002G043970	evm.model.RL_7.96
OG0001430	Cg006G242170	evm.model.RL_5.283
OG0001430	Cg008G319330	evm.model.RL_4.527
OG0001431	Cg006G241570	evm.model.RL_5.332, evm.model.RL_5.333
OG0001431	Cg005G173960	evm.model.RL_6.1359
OG0001432	Cg006G240360	evm.model.RL_5.445
OG0001432	Cg005G175090	evm.model.RL_6.1255, evm.model.RL_6.2014
OG0001433	Cg006G239660	evm.model.RL_5.511
OG0001433	Cg005G175820	evm.model.RL_6.1182
OG0001434	Cg005G177710	evm.model.RL_6.1031
OG0001434	Cg008G286850	evm.model.RL_4.2939
OG0001435	Cg006G238290	evm.model.RL_5.628
OG0001435	Cg005G178440	evm.model.RL_6.975
OG0001436	Cg008G297990	evm.model.RL_4.1873
OG0001436	Cg004G119330	evm.model.RL_1.283
OG0001437	Cg008G298220	evm.model.RL_4.1850.2.687c86d6
OG0001437	Cg004G119500	evm.model.RL_1.301
OG0001438	Cg008G307460	evm.model.RL_4.987
OG0001438	Cg004G120540	evm.model.RL_1.403
OG0001439	Cg007G274410	evm.model.RL_3.1806.3.687c84bd
OG0001439	Cg006G227580	evm.model.RL_5.1677
OG0001440	Cg006G224280	evm.model.RL_5.3582
OG0001440	Cg007G278080	evm.model.RL_3.2148
OG0001441	Cg007G272590	evm.model.RL_3.1607
OG0001441	Cg006G223410	evm.model.RL_5.3511
OG0001442	Cg007G271260	evm.model.RL_3.1482, evm.model.RL_3.1472
OG0001442	Cg006G222710	evm.model.RL_1.3076, evm.model.RL_5.3450
OG0001443	Cg006G221220	evm.model.RL_5.3331
OG0001443	Cg007G270160	evm.model.RL_3.1368
OG0001444	Cg001G015320	evm.model.RL_6.375, evm.model.RL_2.2061
OG0001446	Cg008G288800	evm.model.RL_4.2752
OG0001446	Cg003G108840	evm.model.RL_8.2183
OG0001448	Cg004G129720	evm.model.RL_1.1298
OG0001449	Cg006G195740	evm.model.RL_5.3848
OG0001450	Cg006G195750	evm.model.RL_5.3847
OG0001450	Cg004G130450	evm.model.RL_1.1359
OG0001451	Cg006G196670	evm.model.RL_5.3763
OG0001451	Cg004G131660	evm.model.RL_1.1457
OG0001452	Cg006G196840	evm.model.RL_5.3749
OG0001453	Cg006G197030	evm.model.RL_5.3731
OG0001453	Cg004G132060	evm.model.RL_1.1493
OG0001454	Cg004G132270	evm.model.RL_1.1513.1.687c87ed
OG0001454	Cg006G197270	evm.model.RL_5.3715
OG0001455	Cg001G025410	evm.model.RL_2.1134.1.687c86e2
OG0001456	Cg004G136800	evm.model.RL_1.1919
OG0001456	Cg006G199390	evm.model.RL_5.2007
OG0001457	Cg004G137180	evm.model.RL_1.1949
OG0001457	Cg006G199140	evm.model.RL_5.1982
OG0001459	Cg006G224730	evm.model.RL_5.3620
OG0001459	Cg006G224750	evm.model.RL_6.410, evm.model.RL_8.1345
OG0001461	Cg005G173650	evm.model.RL_6.1390
OG0001464	Cg001G010700	evm.model.RL_2.2505
OG0001464	Cg004G155660	evm.model.RL_1.3115
OG0001465	Cg004G155420	evm.model.RL_1.3105
OG0001465	Cg001G010520	evm.model.RL_2.2523
OG0001466	Cg001G009010	evm.model.RL_2.2666
OG0001466	Cg005G189820	evm.model.RL_6.353
OG0001467	Cg008G283780	evm.model.RL_4.3235
OG0001467	Cg003G082780	evm.model.RL_8.675
OG0001468	Cg001G006170	evm.model.RL_2.2929
OG0001468	Cg001G006180	evm.model.RL_2.2928
OG0001469	Cg014G331020, Cg003G078530	evm.model.RL_8.296
OG0001470	Cg005G170880	evm.model.RL_6.1661
OG0001470	Cg001G024380	evm.model.RL_2.1235
OG0001471	Cg007G250030	evm.model.RL_3.401
OG0001471	Cg006G234990	evm.model.RL_5.959
OG0001472	Cg006G230990	evm.model.RL_5.1338.1.687c88b3
OG0001472	Cg002G075160	evm.model.RL_7.2711
OG0001473	Cg002G074310	evm.model.RL_7.2569
OG0001473	Cg006G231550	evm.model.RL_5.1280
OG0001474	Cg001G014720, Cg001G014730	evm.model.RL_2.2119, evm.model.RL_2.2120
OG0001475	Cg006G233850	evm.model.RL_5.1070
OG0001475	Cg007G248000	evm.model.RL_3.254
OG0001476	Cg004G125080	evm.model.RL_1.855
OG0001477	Cg008G318910, Cg008G288020	evm.model.RL_4.2828
OG0001478	Cg004G125300	evm.model.RL_1.878
OG0001478	Cg008G283750	evm.model.RL_4.3239
OG0001479	Cg004G126710	evm.model.RL_1.1007
OG0001480	Cg003G096940	evm.model.RL_8.1185
OG0001480	Cg001G015840	evm.model.RL_2.2014
OG0001481	Cg008G293350	evm.model.RL_7.2306
OG0001482	Cg008G291530	evm.model.RL_4.2479.2.687c86d9
OG0001482	Cg008G304840	evm.model.RL_4.1216
OG0001483	Cg008G304530	evm.model.RL_4.1238
OG0001483	Cg008G291120	evm.model.RL_4.2517
OG0001484	Cg008G291090	evm.model.RL_4.2520
OG0001484	Cg008G304510	evm.model.RL_4.1240
OG0001485	Cg008G289620	evm.model.RL_4.2665
OG0001485	Cg003G111670	evm.model.RL_8.2454
OG0001486	Cg008G289450	evm.model.RL_4.2685
OG0001486	Cg002G053030, Cg003G111490	evm.model.RL_8.2435, evm.model.RL_8.2436.1.687c8561
OG0001486	Cg003G111480	evm.model.RL_8.2434
OG0001487	Cg008G302860	evm.model.RL_4.1410
OG0001487	Cg008G289030	evm.model.RL_4.2729
OG0001488	Cg001G023350	evm.model.RL_2.1312
OG0001488	Cg008G324690	evm.model.RL_4.88.3.687c86cd
OG0001489	Cg003G080920	evm.model.RL_8.507
OG0001489	Cg001G018710	evm.model.RL_2.1728
OG0001490	Cg006G217560	evm.model.RL_5.3006
OG0001490	Cg005G172410	evm.model.RL_6.1505
OG0001491	Cg006G216460	evm.model.RL_5.2927
OG0001492	Cg001G001060	evm.model.RL_2.3410
OG0001492	Cg005G193230	evm.model.RL_6.69
OG0001492	Cg004G152060	evm.model.RL_1.2812
OG0001493	Cg006G203300	evm.model.RL_5.2277
OG0001493	Cg008G318440	evm.model.RL_4.579
OG0001494	Cg003G081420	evm.model.RL_8.552
OG0001494	Cg003G081430	evm.model.RL_8.553
OG0001495	Cg008G324990, Cg008G325060	evm.model.RL_6.5, evm.model.RL_4.44
OG0001496	Cg004G141810	evm.model.RL_1.2318
OG0001496	Cg001G029290	evm.model.RL_2.859
OG0001497	Cg001G026430	evm.model.RL_2.1052
OG0001497	Cg001G026440	evm.model.RL_2.1051, evm.model.RL_2.1050
OG0001498	Cg006G242300	evm.model.RL_5.271
OG0001498	Cg006G202250	evm.model.RL_6.81
OG0001500	Cg002G044350	evm.model.RL_7.137
OG0001501	Cg002G047520	evm.model.RL_7.476, evm.model.RL_7.478
OG0001501	Cg005G158900	evm.model.RL_6.2821
OG0001502	Cg005G161150	evm.model.RL_6.2596
OG0001502	Cg002G046350	evm.model.RL_7.339
OG0001503	Cg002G046660	evm.model.RL_7.376
OG0001503	Cg005G161700	evm.model.RL_6.2534
OG0001504	Cg002G046920	evm.model.RL_7.401
OG0001504	Cg005G162360	evm.model.RL_6.2473
OG0001505	Cg002G047050	evm.model.RL_7.413
OG0001505	Cg005G162600	evm.model.RL_6.2454
OG0001506	Cg004G124530	evm.model.RL_1.795
OG0001506	Cg008G282270	evm.model.RL_4.3398
OG0001507	Cg002G060190	evm.model.RL_7.1688
OG0001507	Cg003G106840	evm.model.RL_8.2005
OG0001508	Cg003G111240	evm.model.RL_8.2412
OG0001509	Cg002G057130	evm.model.RL_7.1423
OG0001510	Cg006G240350	evm.model.RL_5.446
OG0001511	Cg006G238200	evm.model.RL_5.638
OG0001511	Cg005G178620	evm.model.RL_6.963
OG0001512	Cg006G237850	evm.model.RL_5.675
OG0001512	Cg005G179610	evm.model.RL_6.884
OG0001513	Cg004G116890	evm.model.RL_1.100
OG0001513	Cg004G116880	evm.model.RL_1.99
OG0001514	Cg004G119780	evm.model.RL_1.329
OG0001515	Cg004G121610	evm.model.RL_1.508
OG0001516	Cg004G122650	evm.model.RL_1.598
OG0001517	Cg002G050350	evm.model.RL_7.764, evm.model.RL_8.939, evm.model.RL_8.950, evm.model.RL_8.956, evm.model.RL_8.946, evm.model.RL_8.967, evm.model.RL_8.960, evm.model.RL_8.931
OG0001517	Cg005G166010	evm.model.RL_6.2133
OG0001518	Cg005G166090	evm.model.RL_6.2123
OG0001518	Cg002G050460	evm.model.RL_7.773
OG0001519	Cg007G274380	evm.model.RL_3.1803.1.687c84bd
OG0001519	Cg006G227590	evm.model.RL_5.1676
OG0001520	Cg002G058850	evm.model.RL_7.1561
OG0001520	Cg006G226990	evm.model.RL_5.1737
OG0001521	Cg007G277630	evm.model.RL_3.2105
OG0001522	Cg006G222810	evm.model.RL_5.3455
OG0001522	Cg007G271400	evm.model.RL_3.1497
OG0001523	Cg007G270750	evm.model.RL_3.1425
OG0001524	Cg006G219160	evm.model.RL_5.3145
OG0001524	Cg003G109580	evm.model.RL_8.2258
OG0001526	Cg006G245090	evm.model.RL_8.2889
OG0001526	Cg005G190450	evm.model.RL_6.302
OG0001527	Cg008G294350	evm.model.RL_4.2206
OG0001527	Cg007G280760	evm.model.RL_3.2478, evm.model.RL_3.2417
OG0001528	Cg008G295140	evm.model.RL_4.2141
OG0001531	Cg008G287010	evm.model.RL_4.2925
OG0001531	Cg004G127280	evm.model.RL_1.1061
OG0001532	Cg003G106390	evm.model.RL_8.1961
OG0001533	Cg002G056370	evm.model.RL_7.1338
OG0001535	Cg006G194730	evm.model.RL_5.3938
OG0001535	Cg004G129240	evm.model.RL_1.1248
OG0001536	Cg004G129580	evm.model.RL_1.1285.1.687c87ec
OG0001536	Cg006G195040	evm.model.RL_5.3904
OG0001537	Cg006G196980	evm.model.RL_5.3735
OG0001537	Cg004G132010	evm.model.RL_1.1488
OG0001538	Cg004G132900	evm.model.RL_1.1579
OG0001538	Cg006G197770	evm.model.RL_5.1879
OG0001539	Cg004G133260	evm.model.RL_1.2407
OG0001540	Cg005G172120	evm.model.RL_6.1538
OG0001540	Cg005G172150	evm.model.RL_6.1537
OG0001541	Cg002G044010	evm.model.RL_7.100
OG0001544	Cg001G025990	evm.model.RL_2.1071
OG0001544	Cg001G025970	evm.model.RL_2.1073
OG0001545	Cg008G322060	evm.model.RL_4.303
OG0001546	Cg005G167770	evm.model.RL_6.1962
OG0001547	Cg004G137500	evm.model.RL_1.1985
OG0001549	Cg004G156940	evm.model.RL_1.3242
OG0001549	Cg001G012040	evm.model.RL_2.2363
OG0001550	Cg004G127100	evm.model.RL_1.1045
OG0001551	Cg001G009210	evm.model.RL_2.2641
OG0001551	Cg005G190360	evm.model.RL_6.334
OG0001552	Cg001G008410	evm.model.RL_2.2718
OG0001552	Cg005G188350	evm.model.RL_6.428
OG0001553	Cg007G250390	evm.model.RL_3.442
OG0001553	Cg006G235350	evm.model.RL_5.928
OG0001554	Cg006G234260	evm.model.RL_5.1033
OG0001554	Cg007G248640	evm.model.RL_3.294
OG0001555	Cg006G232700	evm.model.RL_5.1175.1.687c88b2
OG0001555	Cg002G073120	evm.model.RL_7.2459
OG0001556	Cg005G169760	evm.model.RL_6.1774
OG0001556	Cg002G072140	evm.model.RL_7.2372
OG0001557	Cg004G124990	evm.model.RL_1.844
OG0001557	Cg010G326160, Cg003G092520, Cg003G076150	evm.model.RL_8.37, evm.model.RL_8.7
OG0001558	Cg008G285240	evm.model.RL_4.3091
OG0001558	Cg004G126120	evm.model.RL_1.957
OG0001559	Cg003G091730	evm.model.RL_8.1043
OG0001559	Cg001G016630	evm.model.RL_2.1941
OG0001560	Cg003G090940	evm.model.RL_8.1068
OG0001560	Cg001G016550	evm.model.RL_2.1949
OG0001561	Cg001G015120, Cg001G015110	evm.model.RL_2.2079_evm.model.RL_2.2080
OG0001562	Cg003G103370	evm.model.RL_8.1685
OG0001562	Cg008G285810	evm.model.RL_4.3043
OG0001563	Cg008G299900	evm.model.RL_4.1710
OG0001564	Cg005G169090	evm.model.RL_6.1841
OG0001565	Cg008G288680	evm.model.RL_4.2765
OG0001565	Cg003G108940	evm.model.RL_8.2193
OG0001566	Cg008G322560	evm.model.RL_4.289.2.687c86cd
OG0001566	Cg001G021550	evm.model.RL_2.1472
OG0001567	Cg006G210750	evm.model.RL_5.2552
OG0001568	Cg006G217940, Cg006G217930	evm.model.RL_5.3038
OG0001569	Cg005G172310	evm.model.RL_6.1517
OG0001569	Cg006G217080	evm.model.RL_5.2980
OG0001570	Cg002G047010	evm.model.RL_7.409
OG0001570	Cg006G215380	evm.model.RL_5.2841
OG0001571	Cg004G153430	evm.model.RL_1.2927
OG0001571	Cg001G004750	evm.model.RL_2.3068
OG0001572	Cg001G001950	evm.model.RL_2.3327
OG0001572	Cg005G192390	evm.model.RL_6.143
OG0001573	Cg001G001570	evm.model.RL_2.3363
OG0001573	Cg005G192630	evm.model.RL_6.121
OG0001574	Cg001G000970	evm.model.RL_2.3417
OG0001574	Cg005G193350	evm.model.RL_6.57
OG0001575	Cg005G193570	evm.model.RL_6.40
OG0001575	Cg001G000780	evm.model.RL_2.3437
OG0001576	Cg003G097170, Cg001G038940	evm.model.RL_2.310
OG0001577	Cg001G039520	evm.model.RL_2.285
OG0001577	Cg001G039590	evm.model.RL_2.280
OG0001577	Cg001G039530	evm.model.RL_2.284
OG0001577	Cg001G039580	evm.model.RL_2.281, evm.model.RL_2.282, evm.model.RL_8.1132, evm.model.RL_2.283
OG0001578	Cg008G325140	evm.model.RL_4.38
OG0001579	Cg001G023720	evm.model.RL_2.1281
OG0001579	Cg008G325130	evm.model.RL_4.39
OG0001581	Cg002G043850	evm.model.RL_7.80
OG0001581	Cg005G157980	evm.model.RL_6.2915
OG0001582	Cg002G046680	evm.model.RL_7.374
OG0001582	Cg005G161720	evm.model.RL_6.2532
OG0001583	Cg005G163710	evm.model.RL_6.2350
OG0001583	Cg002G048470	evm.model.RL_7.575
OG0001584	Cg005G164090	evm.model.RL_6.2315
OG0001585	Cg002G049060	evm.model.RL_7.645
OG0001585	Cg005G164460	evm.model.RL_6.2279
OG0001586	Cg008G300040	evm.model.RL_4.1698
OG0001587	Cg008G302600	evm.model.RL_4.1438
OG0001588	Cg002G060230	evm.model.RL_7.1692
OG0001589	Cg003G111290	evm.model.RL_8.2417
OG0001590	Cg002G051050	evm.model.RL_7.822
OG0001590	Cg003G113810	evm.model.RL_8.2667
OG0001591	Cg006G243470	evm.model.RL_5.148
OG0001591	Cg003G078540, Cg014G331010	evm.model.RL_8.270
OG0001592	Cg006G243160	evm.model.RL_5.184
OG0001592	Cg003G094970, Cg003G078980	evm.model.RL_8.317
OG0001593	Cg005G173210	evm.model.RL_6.1428
OG0001593	Cg006G241970	evm.model.RL_5.299
OG0001594	Cg006G241130	evm.model.RL_5.380
OG0001594	Cg005G174310	evm.model.RL_6.1328
OG0001595	Cg004G118410	evm.model.RL_1.243
OG0001595	Cg004G118400	evm.model.RL_1.242
OG0001596	Cg008G298470	evm.model.RL_4.1836
OG0001596	Cg004G119570	evm.model.RL_1.306
OG0001597	Cg008G306200	evm.model.RL_4.1109
OG0001597	Cg004G121750	evm.model.RL_1.522
OG0001598	Cg004G122230	evm.model.RL_1.563
OG0001598	Cg008G299270	evm.model.RL_4.1766
OG0001599	Cg008G312620	evm.model.RL_4.781
OG0001599	Cg004G123710	evm.model.RL_1.707
OG0001600	Cg005G170000	evm.model.RL_6.1748
OG0001600	Cg002G053710	evm.model.RL_7.1090
OG0001601	Cg006G228200	evm.model.RL_5.1611
OG0001601	Cg007G273590	evm.model.RL_3.1717
OG0001602	Cg006G224460	evm.model.RL_5.3600
OG0001603	Cg007G271120	evm.model.RL_3.1459
OG0001603	Cg006G222590	evm.model.RL_5.3438
OG0001604	Cg006G222540	evm.model.RL_5.3434.1.687c88c2
