Orthogroup	Cardamine_glauca	Conringia_planisiliqua
OG0002489	Cg003G098780	CP8_g53166_DN3_SP0_c.t1
OG0002494	Cg004G157250	CP12_g29814_DN3_SP4_c.t1
OG0002494	Cg001G012420	CP5_g1184_DN3_SP6_c.t1
OG0002496	Cg005G193120	CP16_g54801_DN3_SP5_c.t1
OG0002497	Cg001G009060	CP5_g849_DN3_SP1_c.t1, CP5_g850_DN3_SP8_c.t1
OG0002498	Cg001G008970	CP5_g841_DN3_SP8_c.t1
OG0002498	Cg005G189750	CP16_g55140_DN3_SP8_c.t1
OG0002499	Cg008G302020	CP8_g54171_DN3_SP6_c.t1
OG0002500	Cg004G150810, Cg004G149920	CP5_g590_DN3_SP8_c.t1, CP17_g4847_DN3_SP6_c.t1
OG0002501	Cg006G214280	CP10_g43803_DN2_SP0_c.t1
OG0002502	Cg005G171360	CP17_g5088_DN3_SP4_c.t1, CP4_g25219_DN3_SP5_c.t1
OG0002503	Cg006G237150	CP1_g37169_DN3_SP6_c.t1
OG0002504	Cg007G252740, Cg007G252780, Cg007G252770	CP2_g49548_DN3_SP7_c.t1
OG0002504	Cg006G236150	CP1_g37269_DN3_SP8_c.t1
OG0002505	Cg006G235690	CP3_g16256_DN3_SP0_c.t1, CP1_g37323_DN3_SP5_c.t1
OG0002505	Cg007G251380	CP2_g49367_DN3_SP7_c.t1
OG0002506	Cg006G235430	CP1_g37348_DN3_SP0_c.t1
OG0002507	Cg002G074470	CP13_g19564_DN3_SP0_c.t1
OG0002507	Cg006G231470	CP1_g37751_DN3_SP0_c.t1
OG0002508	Cg006G231960	CP1_g37703_DN3_SP5_c.t1
OG0002509	Cg002G073610	CP13_g19493_DN3_SP0_c.t1
OG0002510	Cg006G233010	CP1_g37592_DN3_SP8_c.t1
OG0002511	Cg002G070090, Cg002G069640, Cg002G069630	CP7_g44862_DN3_SP0_c.t1, CP13_g19123_DN3_SP0_c.t1
OG0002512	Cg002G046550	CP3_g13386_DN2_SP0_c.t1
OG0002512	Cg006G194660	CP7_g46412_DN3_SP0_c.t1
OG0002514	Cg008G286350	CP11_g33346_DN3_SP0_c.t1
OG0002515	Cg008G287130	CP11_g33222_DN3_SP5_c.t1
OG0002515	Cg004G127400	CP10_g43124_DN3_SP8_c.t1
OG0002517	Cg001G012920	CP5_g1229_DN3_SP8_c.t1
OG0002517	Cg007G268210, Cg003G100410	CP8_g53317_DN3_SP7_c.t1
OG0002518	Cg001G014040	CP19_g17972_DN3_SP8_c.t1
OG0002519	Cg001G014050	CP19_g17973_DN3_SP2_c.t1
OG0002519	Cg003G102860	CP8_g53541_DN3_SP1_c.t1
OG0002520	Cg003G103270	CP8_g53580_DN3_SP3_c.t1
OG0002520	Cg001G014110	CP19_g17980_DN3_SP4_c.t1
OG0002522	Cg003G112310	CP2_g47861_DN3_SP4_c.t1
OG0002523	Cg001G023600	CP6_g7093_DN3_SP8_c.t1
OG0002524	Cg001G018140	CP19_g18394_DN3_SP0_c.t1
OG0002525	Cg003G085610	CP16_g55144_DN3_SP4_c.t1
OG0002525	Cg006G209430	CP7_g44281_DN3_SP6_c.t1
OG0002526	Cg006G215870	CP7_g44842_DN3_SP0_c.t1
OG0002526	Cg001G015590	CP19_g18125_DN3_SP8_c.t1
OG0002527	Cg005G171660	CP4_g25247_DN3_SP0_c.t1
OG0002527	Cg006G215370	CP7_g44803_DN3_SP8_c.t1
OG0002528	Cg004G154020	CP10_g43727_DN3_SP8_c.t1
OG0002528	Cg001G003970	CP5_g401_DN3_SP8_c.t1
OG0002529	Cg001G002990	CP5_g293_DN3_SP8_c.t1
OG0002530	Cg005G191780	CP16_g54931_DN3_SP8_c.t1
OG0002530	Cg001G002580	CP5_g247_DN3_SP8_c.t1
OG0002531	Cg005G192580	CP16_g54864_DN3_SP8_c.t1
OG0002531	Cg001G001800	CP5_g183_DN3_SP8_c.t1
OG0002532	Cg005G193050	CP16_g54808_DN3_SP6_c.t1
OG0002532	Cg001G001220	CP5_g118_DN3_SP7_c.t1
OG0002533	Cg002G061280	CP5_g23_DN2_SP0_c.t1
OG0002534	Cg003G085720, Cg003G085660	CP20_g3998_DN2_SP0_c.t1
OG0002535	Cg003G081900	CP20_g4387_DN3_SP7_c.t1
OG0002536	Cg001G018520	CP19_g18437_DN3_SP6_c.t1
OG0002536	Cg003G081100	CP11_g31787_DN3_SP8_c.t1
OG0002537	Cg003G080940	CP16_g55511_DN3_SP7_c.t1, CP11_g31810_DN1_SP0_c.t1, CP11_g31812_DN3_SP1_c.t1
OG0002537	Cg006G241360	CP1_g36574_DN3_SP4_c.t1
OG0002538	Cg001G028410	CP6_g7584_DN3_SP8_c.t1
OG0002539	Cg001G027590	CP6_g7501_DN2_SP0_c.t1
OG0002539	Cg001G027600	CP6_g7502_DN3_SP0_c.t1
OG0002541	Cg005G157460	CP4_g23914_DN3_SP0_c.t1
OG0002542	Cg005G159580	CP4_g24105_DN3_SP8_c.t1
OG0002542	Cg002G045180	CP3_g13241_DN3_SP8_c.t1
OG0002543	Cg005G159970	CP4_g24146_DN3_SP4_c.t1
OG0002543	Cg002G045560	CP3_g13284_DN3_SP3_c.t1
OG0002544	Cg005G161930	CP4_g24342_DN3_SP7_c.t1
OG0002544	Cg002G046750	CP3_g13407_DN3_SP8_c.t1
OG0002545	Cg005G164330	CP4_g24557_DN3_SP6_c.t1
OG0002545	Cg002G048910	CP3_g13610_DN3_SP0_c.t1
OG0002546	Cg006G220340	CP2_g49094_DN3_SP0_c.t1, CP4_g24549_DN3_SP0_c.t1, CP11_g32092_DN3_SP0_c.t1
OG0002547	Cg002G049070	CP3_g13626_DN3_SP2_c.t1
OG0002547	Cg005G164500	CP4_g24575_DN3_SP0_c.t1
OG0002548	Cg005G167870	CP1_g39232_DN3_SP1_c.t1, CP4_g24877_DN3_SP1_c.t1
OG0002548	Cg008G284320	CP11_g33534_DN3_SP7_c.t1
OG0002549	Cg005G166170	CP4_g24721_DN3_SP0_c.t1
OG0002551	Cg002G060620	CP3_g14741_DN3_SP0_c.t1
OG0002551	Cg003G107180	CP8_g53967_DN3_SP0_c.t1
OG0002553	Cg003G114670	CP2_g47636_DN2_SP0_c.t1
OG0002553	Cg002G056560	CP3_g14348_DN2_SP0_c.t1
OG0002554	Cg003G115200, Cg003G115190	CP2_g47585_DN3_SP0_c.t1
OG0002555	Cg003G077270, Cg014G332350	CP8_g54553_DN3_SP1_c.t1
OG0002555	Cg006G244360	CP1_g36501_DN3_SP6_c.t1
OG0002556	Cg003G077930, Cg014G331730	CP8_g54529_DN3_SP2_c.t1
OG0002556	Cg006G244180	CP1_g36517_DN3_SP0_c.t1
OG0002557	Cg006G240290	CP1_g36885_DN3_SP2_c.t1
OG0002558	Cg001G014400	CP5_g1745_DN2_SP0_c.t1
OG0002559	Cg004G116530	CP10_g42143_DN2_SP0_c.t1
OG0002559	Cg008G294900	CP11_g32498_DN3_SP0_c.t1
OG0002560	Cg008G295650	CP11_g32437_DN3_SP4_c.t1
OG0002560	Cg004G117030	CP10_g42187_DN3_SP6_c.t1
OG0002561	Cg008G296910, Cg004G118090	CP11_g32303_DN3_SP8_c.t1
OG0002562	Cg008G307420	CP2_g48640_DN3_SP0_c.t1
OG0002562	Cg004G120620	CP10_g42478_DN3_SP0_c.t1
OG0002564	Cg004G122260	CP8_g54464_DN2_SP0_c.t1
OG0002566	Cg005G169040	CP4_g24989_DN3_SP8_c.t1
OG0002567	Cg006G229650	CP7_g46110_DN3_SP6_c.t1
OG0002567	Cg007G280160	CP9_g29587_DN3_SP6_c.t1
OG0002568	Cg007G275910	CP9_g29174_DN3_SP2_c.t1
OG0002568	Cg006G226370	CP7_g45793_DN3_SP3_c.t1
OG0002569	Cg007G276700	CP9_g29253_DN3_SP0_c.t1
OG0002569	Cg006G225640	CP7_g45730_DN3_SP0_c.t1
OG0002571	Cg007G277190	CP9_g29297_DN3_SP8_c.t1
OG0002571	Cg006G225050	CP7_g45674_DN3_SP8_c.t1
OG0002572	Cg006G224400	CP7_g45619_DN3_SP0_c.t1
OG0002573	Cg007G270600	CP9_g28625_DN3_SP0_c.t1
OG0002573	Cg006G221710	CP7_g45374_DN3_SP1_c.t1
OG0002574	Cg006G220440	CP7_g45259_DN3_SP0_c.t1
OG0002574	Cg007G268890	CP9_g28456_DN3_SP1_c.t1
OG0002579	Cg006G240110	CP1_g36899_DN3_SP2_c.t1
OG0002580	Cg005G174660	CP4_g25550_DN3_SP4_c.t1
OG0002580	Cg006G240810	CP1_g36841_DN3_SP8_c.t1
OG0002581	Cg006G244250	CP1_g36508_DN3_SP0_c.t1, CP1_g36511_DN3_SP2_c.t1
OG0002581	Cg006G244260	CP1_g36510_DN3_SP1_c.t1
OG0002582	Cg004G146280, Cg005G165840	CP4_g24691_DN3_SP8_c.t1
OG0002583	Cg002G057300	CP3_g14420_DN3_SP8_c.t1
OG0002583	Cg008G304310	CP1_g36968_DN3_SP0_c.t1, CP2_g48385_DN3_SP8_c.t1
OG0002584	Cg002G059840	CP3_g14680_DN3_SP8_c.t1
OG0002584	Cg003G106410	CP8_g53883_DN3_SP5_c.t1
OG0002587	Cg006G226280	CP7_g45784_DN3_SP0_c.t1
OG0002587	Cg007G276040	CP9_g29184_DN3_SP0_c.t1
OG0002588	Cg007G274750	CP9_g29070_DN3_SP8_c.t1
OG0002589	Cg006G228430	CP7_g45993_DN3_SP0_c.t1
OG0002589	Cg007G273230	CP9_g28914_DN2_SP0_c.t1
OG0002590	Cg004G130210	CP10_g43378_DN3_SP7_c.t1
OG0002590	Cg006G195450	CP7_g46325_DN3_SP8_c.t1
OG0002591	Cg004G129360	CP10_g43315_DN3_SP8_c.t1
OG0002591	Cg006G194870	CP7_g46387_DN3_SP8_c.t1
OG0002592	Cg006G195380	CP7_g46331_DN3_SP8_c.t1
OG0002592	Cg004G130000	CP10_g43371_DN3_SP8_c.t1
OG0002593	Cg006G196810	CP7_g46206_DN3_SP6_c.t1
OG0002593	Cg004G131840	CP12_g29885_DN3_SP8_c.t1
OG0002594	Cg006G196990, Cg004G132020	CP1_g37855_DN3_SP8_c.t1
OG0002595	Cg004G132470	CP12_g29961_DN3_SP7_c.t1
OG0002595	Cg006G197460	CP1_g37896_DN3_SP8_c.t1
OG0002596	Cg001G025430	CP6_g7281_DN3_SP8_c.t1
OG0002597	Cg004G133760	CP12_g30067_DN3_SP8_c.t1
OG0002597	Cg006G201820	CP1_g38338_DN3_SP8_c.t1
OG0002598	Cg004G134400	CP12_g30120_DN3_SP8_c.t1
OG0002599	Cg004G138790	CP12_g30541_DN3_SP0_c.t1
OG0002600	Cg004G119080	CP6_g7496_DN2_SP0_c.t1
OG0002601	Cg005G187800	CP16_g55480_DN3_SP6_c.t1
OG0002601	Cg001G007960	CP5_g759_DN3_SP8_c.t1
OG0002602	Cg004G128840	CP10_g43263_DN3_SP1_c.t1
OG0002603	Cg004G137900	CP12_g30450_DN3_SP6_c.t1
OG0002603	Cg006G198370	CP1_g37986_DN3_SP8_c.t1
OG0002604	Cg006G200350, Cg006G200340	CP1_g38179_DN3_SP0_c.t1
OG0002605	Cg002G049880	CP3_g13703_DN2_SP7_c.t1
OG0002605	Cg005G165190	CP4_g24638_DN3_SP8_c.t1
OG0002606	Cg002G048360	CP3_g13554_DN3_SP0_c.t1
OG0002607	Cg002G046470	CP3_g13379_DN3_SP3_c.t1
OG0002610	Cg008G323540	CP13_g19895_DN3_SP0_c.t1, CP13_g19894_DN3_SP0_c.t1, CP13_g19896_DN1_SP0_c.t1
OG0002612	Cg001G008120	CP5_g770_DN3_SP0_c.t1
OG0002618	Cg003G111570, Cg003G111580	CP2_g47934_DN3_SP0_c.t1
OG0002622	Cg004G156600	CP10_g43510_DN1_SP0_c.t1
OG0002622	Cg001G011750	CP5_g1119_DN3_SP2_c.t1, CP5_g1118_DN3_SP4_c.t1
OG0002623	Cg005G190160	CP16_g55096_DN3_SP2_c.t1
OG0002625	Cg040G336990, Cg035G336760, Cg025G336140	CP21_g10690_DN2_SP0_c.t1, CP91_g51726_DN1_SP0_c.t1
OG0002626	Cg004G151950	CP10_g43994_DN3_SP6_c.t1
OG0002626	Cg001G005790	CP5_g561_DN3_SP8_c.t1
OG0002627	Cg001G005660	CP5_g550_DN3_SP6_c.t1
OG0002628	Cg001G005250	CP5_g511_DN3_SP8_c.t1
OG0002629	Cg005G171540	CP4_g25234_DN3_SP8_c.t1
OG0002629	Cg006G215190	CP7_g44790_DN3_SP8_c.t1
OG0002630	Cg006G214160	CP4_g25187_DN3_SP5_c.t1
OG0002631	Cg005G170890	CP4_g25170_DN3_SP5_c.t1
OG0002631	Cg001G024370	CP6_g7160_DN3_SP8_c.t1
OG0002633	Cg006G236410	CP2_g49668_DN3_SP0_c.t1
OG0002634	Cg007G251730	CP2_g49404_DN3_SP8_c.t1
OG0002634	Cg006G235890	CP1_g37295_DN3_SP0_c.t1
OG0002636	Cg006G231150	CP1_g37782_DN3_SP5_c.t1
OG0002636	Cg002G074990	CP13_g19626_DN3_SP7_c.t1
OG0002637	Cg006G231950	CP1_g37704_DN3_SP8_c.t1
OG0002637	Cg002G073980	CP13_g19518_DN3_SP2_c.t1
OG0002640	Cg002G069670	CP13_g19162_DN3_SP0_c.t1
OG0002640	Cg002G069610	CP13_g19165_DN3_SP0_c.t1
OG0002641	Cg001G039610	CP5_g1528_DN3_SP7_c.t1
OG0002642	Cg007G267110	CP9_g28267_DN3_SP3_c.t1
OG0002642	Cg001G038360	CP5_g1618_DN3_SP3_c.t1
OG0002643	Cg001G036740	CP5_g1727_DN3_SP0_c.t1
OG0002643	Cg007G265600	CP9_g28185_DN3_SP0_c.t1
OG0002645	Cg003G104790	CP8_g53715_DN3_SP8_c.t1
OG0002645	Cg001G014770	CP19_g18045_DN3_SP8_c.t1
OG0002646	Cg008G284860	CP11_g33484_DN3_SP0_c.t1
OG0002646	Cg004G125850	CP10_g42986_DN3_SP4_c.t1
OG0002647	Cg001G016240	CP19_g18190_DN3_SP7_c.t1
OG0002648	Cg005G178960, Cg003G100040	CP8_g53279_DN3_SP8_c.t1
OG0002649	Cg003G100700, Cg003G100680, Cg003G100640	CP8_g53338_DN2_SP0_c.t1
OG0002650	Cg003G101600	CP8_g53409_DN3_SP8_c.t1
OG0002650	Cg001G013330	CP5_g1272_DN3_SP1_c.t1
OG0002651	Cg003G101870	CP8_g53431_DN3_SP8_c.t1
OG0002651	Cg001G013490	CP5_g1289_DN3_SP2_c.t1
OG0002653	Cg008G291370	CP11_g32837_DN3_SP0_c.t1
OG0002653	Cg008G304700	CP2_g48420_DN2_SP0_c.t1
OG0002654	Cg008G291000	CP11_g32871_DN3_SP1_c.t1
OG0002655	Cg008G290480, Cg003G112980	CP11_g32922_DN3_SP6_c.t1
OG0002656	Cg003G112520	CP2_g47839_DN3_SP8_c.t1
OG0002656	Cg008G290090	CP11_g32957_DN3_SP7_c.t1
OG0002658	Cg001G020090	CP6_g6766_DN3_SP0_c.t1
OG0002659	Cg001G018670	CP19_g18449_DN3_SP8_c.t1
OG0002659	Cg003G080990	CP11_g31801_DN3_SP2_c.t1
OG0002660	Cg003G081250	CP20_g4457_DN3_SP7_c.t1
OG0002660	Cg001G018380	CP19_g18423_DN3_SP7_c.t1
OG0002661	Cg003G082440	CP20_g4339_DN3_SP8_c.t1
OG0002662	Cg006G209140	CP7_g44158_DN3_SP8_c.t1
OG0002662	Cg003G085310	CP20_g4047_DN3_SP7_c.t1
OG0002663	Cg006G218580	CP7_g45082_DN3_SP8_c.t1
OG0002664	Cg001G004500	CP5_g440_DN3_SP0_c.t1
OG0002666	Cg001G003670	CP5_g368_DN3_SP0_c.t1, CP5_g367_DN3_SP0_c.t1
OG0002667	Cg001G003580	CP5_g357_DN3_SP6_c.t1
OG0002667	Cg004G154550	CP10_g43677_DN3_SP2_c.t1
OG0002668	Cg001G003120	CP5_g306_DN3_SP0_c.t1
OG0002669	Cg005G191910	CP16_g54915_DN3_SP0_c.t1
OG0002669	Cg001G002440	CP5_g236_DN3_SP7_c.t1
OG0002670	Cg005G193240	CP16_g54788_DN3_SP8_c.t1
OG0002670	Cg001G001050	CP5_g104_DN3_SP8_c.t1
OG0002671	Cg001G035430, Cg001G035370, Cg001G037170, Cg001G037150, Cg001G035480	CP2_g49407_DN3_SP0_c.t1, CP5_g1372_DN3_SP0_c.t1, CP5_g3176_DN2_SP0_c.t1, CP5_g3190_DN3_SP0_c.t1, CP5_g2178_DN3_SP0_c.t1, CP5_g2202_DN1_SP0_c.t1, CP5_g2189_DN1_SP0_c.t1, CP5_g2169_DN1_SP0_c.t1, CP5_g2157_DN2_SP0_c.t1, CP27_g41662_DN1_SP0_c.t1, CP5_g2168_DN3_SP0_c.t1, CP5_g2201_DN1_SP0_c.t1, CP5_g2188_DN3_SP0_c.t1
OG0002673	Cg003G085790	CP20_g3979_DN3_SP0_c.t1
OG0002673	Cg006G231220	CP1_g37775_DN3_SP0_c.t1
OG0002675	Cg001G019890	CP6_g6745_DN2_SP0_c.t1
OG0002675	Cg003G094180, Cg003G079840	CP11_g31921_DN2_SP0_c.t1
OG0002676	Cg001G031290	CP6_g9462_DN3_SP2_c.t1
OG0002676	Cg004G143230	CP12_g30934_DN3_SP1_c.t1, CP12_g30940_DN3_SP0_c.t1, CP12_g30959_DN3_SP0_c.t1
OG0002677	Cg001G030510	CP6_g8554_DN3_SP0_c.t1
OG0002678	Cg004G141720	CP12_g30785_DN2_SP4_c.t1
OG0002680	Cg001G027370	CP6_g7479_DN3_SP0_c.t1
OG0002680	Cg004G140250	CP12_g30657_DN3_SP5_c.t1
OG0002681	Cg005G159310	CP4_g24081_DN2_SP7_c.t1
OG0002682	Cg002G047200	CP3_g13455_DN3_SP0_c.t1
OG0002683	Cg002G048260	CP3_g13544_DN3_SP1_c.t1
OG0002684	Cg005G164360	CP4_g24559_DN3_SP8_c.t1
OG0002684	Cg002G048940	CP3_g13613_DN3_SP3_c.t1
OG0002685	Cg008G282470	CP11_g33712_DN3_SP0_c.t1
OG0002685	Cg004G124550	CP10_g42854_DN3_SP8_c.t1
OG0002686	Cg008G284840	CP11_g33486_DN3_SP2_c.t1
OG0002687	Cg002G062050	CP3_g14887_DN3_SP2_c.t1
OG0002687	Cg003G108090	CP8_g54059_DN3_SP6_c.t1
OG0002688	Cg002G061410	CP3_g14849_DN3_SP3_c.t1
OG0002688	Cg003G107680	CP8_g54024_DN3_SP8_c.t1
OG0002690	Cg002G060600	CP3_g14739_DN3_SP0_c.t1
OG0002690	Cg003G107200	CP8_g53969_DN1_SP0_c.t1
OG0002691	Cg002G058340	CP3_g14516_DN1_SP0_c.t1
OG0002691	Cg003G111260	CP2_g47964_DN2_SP0_c.t1
OG0002692	Cg003G076390, Cg014G333200	CP8_g54638_DN3_SP8_c.t1
OG0002692	Cg006G244970	CP1_g36445_DN3_SP4_c.t1
OG0002693	Cg003G079020, Cg003G094930	CP11_g32003_DN3_SP8_c.t1
OG0002694	Cg008G320500	CP13_g20176_DN3_SP1_c.t1
OG0002694	Cg006G242690	CP1_g36700_DN3_SP0_c.t1
OG0002695	Cg005G175040	CP4_g25585_DN3_SP8_c.t1
OG0002695	Cg006G240500	CP1_g36874_DN3_SP8_c.t1
OG0002696	Cg006G238260	CP1_g37051_DN2_SP0_c.t1
OG0002696	Cg005G178380	CP4_g25868_DN3_SP0_c.t1
OG0002697	Cg004G124380	CP10_g42835_DN3_SP6_c.t1
OG0002697	Cg004G124370	CP10_g42834_DN3_SP3_c.t1
OG0002698	Cg004G118470	CP10_g42326_DN3_SP4_c.t1
OG0002698	Cg008G297670	CP11_g32233_DN3_SP6_c.t1
OG0002699	Cg008G297720	CP11_g32227_DN3_SP8_c.t1
OG0002700	Cg008G298520	CP8_g54516_DN3_SP3_c.t1
OG0002701	Cg008G309700, Cg008G311530	CP10_g42724_DN3_SP5_c.t1, CP2_g48757_DN3_SP0_c.t1
OG0002702	Cg002G050180	CP3_g13736_DN3_SP8_c.t1
OG0002702	Cg005G165710	CP4_g24681_DN3_SP8_c.t1
OG0002703	Cg006G216220	CP7_g44878_DN3_SP8_c.t1
OG0002704	Cg005G169450	CP4_g25034_DN3_SP8_c.t1
OG0002705	Cg002G052300	CP3_g13933_DN3_SP8_c.t1
OG0002705	Cg005G167600	CP4_g24853_DN3_SP7_c.t1
OG0002706	Cg007G280120	CP9_g29583_DN3_SP7_c.t1
OG0002706	Cg006G229620	CP7_g46107_DN3_SP8_c.t1
OG0002707	Cg007G273830	CP9_g28975_DN3_SP8_c.t1
OG0002707	Cg006G228070	CP7_g45956_DN3_SP8_c.t1
OG0002708	Cg007G275920	CP9_g29175_DN3_SP8_c.t1
OG0002708	Cg006G226360	CP7_g45792_DN3_SP5_c.t1
OG0002709	Cg007G277570	CP9_g29337_DN3_SP4_c.t1
OG0002710	Cg006G223040	CP7_g45497_DN3_SP7_c.t1
OG0002710	Cg007G271860	CP9_g28764_DN3_SP6_c.t1
OG0002712	Cg006G220310	CP7_g45243_DN3_SP0_c.t1
OG0002713	Cg007G268850	CP9_g28452_DN3_SP7_c.t1
OG0002713	Cg006G220280	CP7_g45240_DN3_SP8_c.t1
OG0002715	Cg007G259070, Cg006G230950	CP1_g37799_DN3_SP0_c.t1
OG0002716	Cg006G235670	CP1_g37325_DN3_SP5_c.t1
OG0002716	Cg006G235680	CP1_g37324_DN3_SP1_c.t1
OG0002717	Cg008G296640	CP11_g32335_DN3_SP0_c.t1
OG0002718	Cg008G297620	CP11_g32239_DN3_SP0_c.t1
OG0002719	Cg008G304380, Cg008G304370, Cg008G304410	CP2_g48393_DN3_SP0_c.t1
OG0002720	Cg008G312780	CP3_g14275_DN2_SP0_c.t1
OG0002721	Cg008G320100, Cg002G057520	CP3_g14436_DN2_SP6_c.t1
OG0002722	Cg007G269660	CP9_g28520_DN3_SP0_c.t1
OG0002722	Cg007G269270	CP9_g28486_DN3_SP0_c.t1
OG0002723	Cg007G278720	CP9_g29450_DN3_SP6_c.t1
OG0002723	Cg006G223740	CP7_g45564_DN3_SP0_c.t1
OG0002724	Cg006G225190	CP7_g45688_DN3_SP1_c.t1
OG0002724	Cg007G277070	CP9_g29283_DN3_SP8_c.t1
OG0002725	Cg004G128900	CP10_g43268_DN3_SP6_c.t1
OG0002725	Cg004G128890	CP10_g43267_DN3_SP3_c.t1
OG0002726	Cg004G131810	CP12_g29882_DN3_SP7_c.t1
OG0002726	Cg006G196770	CP7_g46209_DN3_SP5_c.t1
OG0002727	Cg004G132620	CP12_g29977_DN3_SP8_c.t1
OG0002728	Cg004G135830	CP12_g30256_DN3_SP8_c.t1
OG0002729	Cg004G137420	CP12_g30410_DN3_SP2_c.t1
OG0002729	Cg006G198920	CP1_g38034_DN3_SP4_c.t1
OG0002730	Cg004G138720	CP12_g30531_DN3_SP2_c.t1
OG0002731	Cg004G139650	CP12_g30609_DN3_SP6_c.t1
OG0002731	Cg001G026890	CP6_g7423_DN3_SP7_c.t1
OG0002733	Cg006G200320	CP1_g38177_DN3_SP3_c.t1
OG0002734	Cg005G172030	CP4_g25282_DN3_SP7_c.t1
OG0002735	Cg002G053200	CP3_g14029_DN3_SP0_c.t1
OG0002736	Cg005G168440	CP4_g24927_DN3_SP8_c.t1
OG0002737	Cg005G165210	CP4_g24639_DN3_SP7_c.t1
OG0002737	Cg002G049890	CP3_g13704_DN3_SP5_c.t1
OG0002738	Cg008G325200	CP13_g19806_DN3_SP0_c.t1, CP13_g19734_DN3_SP0_c.t1
OG0002739	Cg002G056900	CP3_g14381_DN2_SP0_c.t1
OG0002739	Cg003G114270	CP20_g4260_DN2_SP0_c.t1, CP2_g47674_DN3_SP0_c.t1
OG0002741	Cg007G268720	CP9_g28435_DN3_SP8_c.t1
OG0002743	Cg001G006750	CP5_g654_DN3_SP0_c.t1
OG0002745	Cg006G234120	CP1_g37478_DN3_SP0_c.t1
OG0002746	Cg006G232120	CP1_g37688_DN3_SP2_c.t1
OG0002747	Cg008G319970	CP12_g29953_DN3_SP2_c.t1
OG0002748	Cg008G290140	CP11_g32952_DN2_SP0_c.t1
OG0002748	Cg003G112590	CP2_g47833_DN2_SP0_c.t1
OG0002750	Cg007G266840	CP39_g21130_DN2_SP0_c.t1
OG0002753	Cg001G012270	CP5_g1170_DN3_SP4_c.t1
OG0002753	Cg004G157060	CP12_g29829_DN2_SP8_c.t1
OG0002754	Cg004G156490	CP5_g1094_DN3_SP8_c.t1
OG0002755	Cg005G189230	CP16_g55172_DN3_SP8_c.t1
OG0002755	Cg001G008810	CP5_g828_DN3_SP1_c.t1
OG0002757	Cg004G151960	CP10_g43992_DN3_SP1_c.t1
OG0002757	Cg001G005760	CP5_g559_DN3_SP4_c.t1
OG0002758	Cg004G152720	CP10_g43882_DN3_SP6_c.t1
OG0002758	Cg001G005150	CP5_g502_DN3_SP8_c.t1
OG0002759	Cg001G025330	CP6_g7272_DN2_SP0_c.t1
OG0002760	Cg005G171260	CP4_g25211_DN3_SP3_c.t1
OG0002762	Cg007G248710	CP2_g49092_DN3_SP8_c.t1
OG0002762	Cg006G234340	CP1_g37457_DN3_SP7_c.t1
OG0002763	Cg006G230930	CP1_g37801_DN2_SP0_c.t1
OG0002763	Cg002G075300	CP13_g19657_DN3_SP0_c.t1
OG0002764	Cg006G232230	CP1_g37676_DN3_SP1_c.t1
OG0002765	Cg002G071440	CP13_g19305_DN3_SP0_c.t1
OG0002765	Cg008G289240	CP11_g33051_DN3_SP0_c.t1
OG0002766	Cg001G036690	CP5_g1735_DN3_SP2_c.t1
OG0002767	Cg007G247120	CP2_g48954_DN3_SP8_c.t1
OG0002767	Cg006G233170	CP1_g37578_DN3_SP8_c.t1
OG0002769	Cg004G125040	CP10_g42905_DN3_SP3_c.t1
OG0002772	Cg003G111710	CP2_g47921_DN3_SP8_c.t1
OG0002772	Cg008G289660	CP11_g33001_DN3_SP6_c.t1
OG0002773	Cg008G288290	CP11_g33148_DN3_SP4_c.t1
OG0002773	Cg003G109370	CP2_g48138_DN3_SP6_c.t1
OG0002774	Cg001G020810	CP6_g6833_DN3_SP0_c.t1
OG0002774	Cg008G321520	CP13_g20088_DN2_SP0_c.t1
OG0002775	Cg001G020730	CP6_g6823_DN3_SP0_c.t1
OG0002775	Cg008G321380	CP13_g20098_DN3_SP0_c.t1
OG0002776	Cg001G019470	CP6_g6698_DN3_SP5_c.t1
OG0002776	Cg001G019480	CP6_g6699_DN3_SP0_c.t1
OG0002778	Cg001G017800	CP19_g18351_DN3_SP0_c.t1
OG0002779	Cg006G210920	CP7_g44493_DN3_SP0_c.t1
OG0002780	Cg006G208480, Cg006G208490	CP21_g10997_DN3_SP1_c.t1
OG0002781	Cg001G002540	CP5_g244_DN3_SP8_c.t1
OG0002782	Cg001G001730	CP5_g177_DN3_SP8_c.t1
OG0002783	Cg001G000720	CP5_g74_DN3_SP0_c.t1
OG0002784	Cg001G023400	CP6_g7076_DN3_SP4_c.t1
OG0002785	Cg004G146590	CP17_g5826_DN3_SP0_c.t1
OG0002786	Cg004G146450	CP17_g5405_DN2_SP0_c.t1
OG0002787	Cg001G033810	CP5_g2117_DN3_SP0_c.t1
OG0002787	Cg004G144510	CP12_g31130_DN2_SP0_c.t1
OG0002788	Cg001G027580	CP6_g7500_DN2_SP0_c.t1
OG0002788	Cg004G140580	CP12_g30674_DN2_SP0_c.t1
OG0002789	Cg004G140020	CP12_g30641_DN3_SP1_c.t1
OG0002789	Cg001G027110	CP6_g7452_DN3_SP8_c.t1
OG0002790	Cg004G139550	CP12_g30600_DN3_SP5_c.t1
OG0002790	Cg004G139570	CP12_g30602_DN3_SP8_c.t1
OG0002791	Cg004G138670	CP12_g30526_DN3_SP8_c.t1
