Orthogroup	Cardamine_glauca	Camelina_sativa
OG0000258	Cg002G072320	XP_010502547.1, XP_010514290.1, XP_010425348.1, XP_019102095.1, XP_019099595.1
OG0000260	Cg003G083550	XP_019084315.1
OG0000264	Cg003G094090, Cg003G079920, Cg003G094100, Cg003G079900, Cg003G094120, Cg003G094110, Cg003G079910, Cg003G079890	XP_010466450.1, XP_010456932.1, XP_010422417.1
OG0000264	Cg003G079060, Cg003G094880	XP_010424642.1, XP_010467173.1, XP_010424652.2, XP_010424644.1, XP_010456949.1, XP_010456956.1, XP_010467152.1, XP_010430652.1, XP_010467162.2, XP_010456957.1, XP_010424643.1, XP_010456954.1, XP_010424646.1, XP_010467130.1, XP_010467139.1, XP_010456955.1
OG0000265	Cg005G179750, Cg005G186970	XP_010456591.1, XP_019097380.1
OG0000265	Cg005G180900, Cg004G141100, Cg003G086590, Cg002G049430	XP_010424126.1, XP_010495796.1
OG0000266	Cg003G098940, Cg003G099000	XP_010469122.1, XP_010413494.2, XP_010512440.1, XP_010469125.1
OG0000267	Cg005G177130, Cg005G177100, Cg005G177110, Cg005G177030, Cg005G177010, Cg005G177140, Cg005G177090, Cg005G177120	XP_019083060.1, XP_010510482.1, XP_019101086.1, XP_010418787.1, XP_010418773.1, XP_010473974.1, XP_010513243.1, XP_010513228.2, XP_010418775.1, XP_019093577.1, XP_010469934.1, XP_019101427.1, XP_010513232.1, XP_010418770.1, XP_010473962.1, XP_010513242.1, XP_019083052.1, XP_010469936.1, XP_010418772.1, XP_019093566.1, XP_010513226.1, XP_019100826.1, XP_019083155.1, XP_010513234.1, XP_010473938.1, XP_010513233.2, XP_010418785.1, XP_010418745.2, XP_010473963.1, XP_010473973.1, XP_019082561.1, XP_010473980.1, XP_010424886.1, XP_010513250.1, XP_010513235.2
OG0000267	Cg006G226540	XP_010502271.1, XP_010459550.1, XP_010459617.1, XP_010498366.1
OG0000267	Cg005G193150	XP_010431558.1, XP_010474400.1
OG0000268	Cg002G074810	XP_010424976.1, XP_010502212.1, XP_010513957.1
OG0000268	Cg007G248330	XP_010430257.1, XP_010497442.1
OG0000268	Cg008G282710	XP_010452016.1, XP_010490600.1, XP_010423917.1
OG0000268	Cg002G052420	XP_010427083.1, XP_010515930.1, XP_010504206.1
OG0000269	Cg004G148220	XP_010484953.1, XP_010500764.1
OG0000269	Cg006G211850	XP_019094719.1, XP_019099362.1, XP_010461197.1, XP_019095904.1
OG0000270	Cg006G226060	XP_010498416.1, XP_010459670.1, XP_010477217.1
OG0000271	Cg003G079870	XP_010431529.1
OG0000272	Cg001G026510	XP_010468589.1, XP_010424048.1, XP_019085363.1, XP_010506876.1
OG0000272	Cg008G325020	XP_010507041.1, XP_010431262.1, XP_010457034.1
OG0000274	Cg003G107390	XP_010483616.1, XP_010443747.1, XP_010455424.1
OG0000274	Cg002G061020	XP_010514953.1, XP_010503240.1, XP_010426060.1
OG0000274	Cg005G177430	XP_010510485.1, XP_010414380.1, XP_010469948.1
OG0000275	Cg004G138960	XP_010466458.1, XP_019096821.1
OG0000275	Cg004G138970	XP_019085963.1, XP_019102226.1
OG0000275	Cg004G138980	XP_010466462.1, XP_019092482.1, XP_010466461.1, XP_010466459.1, XP_010490015.1
OG0000275	Cg004G138950, Cg004G138940	XP_019082995.1, XP_010468358.1
OG0000276	Cg001G029710	XP_010435288.1
OG0000277	Cg001G025680, Cg001G025710	XP_010434933.1, XP_010449910.1, XP_019087952.1, XP_019098739.1
OG0000277	Cg001G025690, Cg001G025720	XP_010440262.1, XP_010440261.1, XP_010449907.1, XP_010434931.1, XP_010449908.1, XP_010434932.1, XP_010440263.1, XP_010449909.1, XP_019087973.1
OG0000277	Cg001G025760	XP_010445385.1, XP_010434937.1, XP_010449913.1
OG0000278	Cg003G105620	XP_010472883.1
OG0000281	Cg006G199670	XP_019094676.1, XP_010461852.1, XP_010463336.2, XP_010479402.1
OG0000281	Cg006G220980	XP_019087361.1, XP_010451267.1
OG0000282	Cg008G288340	XP_010452729.1, XP_010491379.1, XP_010491370.1
OG0000282	Cg008G288360	XP_010452721.1, XP_010423195.1, XP_010491373.1
OG0000282	Cg008G288380	XP_010497197.1, XP_010491374.1, XP_010423194.1, XP_010452722.1, XP_010452723.1, XP_010497851.1
OG0000282	Cg008G288420, Cg008G288390, Cg008G288410, Cg008G288400	XP_010491375.1, XP_010452724.1, XP_010423193.1, XP_010452726.1
OG0000283	Cg008G319010	XP_010442026.1
OG0000283	Cg008G318960, Cg008G318990, Cg008G318970	XP_010481871.1, XP_010442032.1, XP_010494314.1
OG0000284	Cg008G323450, Cg008G323400, Cg008G323440, Cg005G189010, Cg008G323430, Cg008G323380	XP_010497082.1, XP_010421525.1, XP_010456733.2, XP_010455018.1, XP_010455019.1, XP_010421527.1, XP_010421526.1, XP_010421522.1
OG0000285	Cg002G060650, Cg005G182020	XP_010481224.1, XP_010446181.1, XP_019097454.1, XP_010463460.1, XP_010445160.1, XP_010501956.1, XP_010485151.1, XP_010424732.1, XP_010480359.1, XP_010430846.1
OG0000287	Cg007G251270	XP_010509588.1, XP_019092673.1
OG0000287	Cg004G137970	XP_010420420.1
OG0000287	Cg004G137950	XP_010489983.1, XP_010420432.1, XP_010466319.1
OG0000287	Cg004G137930, Cg004G140040	XP_010466317.1, XP_010488087.1
OG0000287	Cg004G137940	XP_019085338.1
OG0000287	Cg004G140030	XP_010514239.1
OG0000287	Cg004G137980	XP_010420444.1, XP_010466322.1
OG0000290	Cg004G135310	XP_010415270.1, XP_010419060.1, XP_010513645.1, XP_010474196.1, XP_010412734.1, XP_010487788.1, XP_010468267.1, XP_019101736.1
OG0000290	Cg001G040670, Cg001G040570, Cg001G040700	XP_010451805.1, XP_010477231.1, XP_010480551.1, XP_010436822.1, XP_019086341.1, XP_010497002.2, XP_010445670.1, XP_010481184.1, XP_010481185.1, XP_010481186.2, XP_010481140.2, XP_019092249.1
OG0000294	Cg004G133910	XP_010505371.1, XP_010465788.1, XP_010487618.1
OG0000294	Cg005G158570	XP_010518399.1, XP_010506734.1, XP_010507932.1
OG0000294	Cg003G077590, Cg014G332020	XP_010422683.1, XP_019088848.1, XP_010456120.1
OG0000294	Cg006G243870	XP_010457229.1
OG0000295	Cg007G263400	XP_010470433.1
OG0000295	Cg004G130770	XP_010502013.1, XP_010487266.1, XP_010465361.1, XP_010465366.1, XP_010465357.1, XP_019096171.1, XP_010502032.2, XP_010465353.1
OG0000296	Cg007G280920, Cg007G280630	XP_010425697.1, XP_019092385.1, XP_010467889.1, XP_010416163.2, XP_010416263.1, XP_010416172.2
OG0000296	Cg005G176510	XP_019087705.1, XP_019086364.1
OG0000296	Cg005G167490	XP_010505520.1, XP_010509166.1, XP_019102070.1
OG0000297	Cg001G003600	XP_019096446.1, XP_010490081.1, XP_010421667.1, XP_010421657.1, XP_010432164.1, XP_010446775.1, XP_010437333.1, XP_010451030.1, XP_010437330.1
OG0000297	Cg003G108160	XP_010443844.1, XP_010483690.1, XP_010477623.1
OG0000298	Cg004G131150	XP_010431177.1, XP_010495279.1, XP_010431042.1, XP_010474381.1, XP_010428835.1
OG0000298	Cg001G021100	XP_010449325.2, XP_010439679.1
OG0000298	Cg001G021090	XP_010449323.1, XP_010434380.1, XP_010434381.1, XP_010445269.2, XP_010449324.1
OG0000299	Cg002G070200	XP_010502920.1, XP_010514627.1, XP_010425700.1, XP_010502914.1, XP_010425702.1, XP_010514624.1
OG0000299	Cg001G026230, Cg001G026550	XP_010495861.1, XP_010502926.1, XP_010425706.1, XP_010428976.1, XP_010472066.1
OG0000299	Cg001G039310, Cg006G194360	XP_019091189.1
OG0000299	Cg006G194370	XP_019096711.1, XP_010480156.1
OG0000300	Cg004G145480, Cg004G145490	XP_010488767.1, XP_010467083.1, XP_010412672.1
OG0000300	Cg004G145430, Cg004G144800	XP_010467080.1
OG0000308	Cg007G273340	XP_019085082.1, XP_019083321.1, XP_010471326.1
OG0000308	Cg001G040650	XP_010435942.1
OG0000310	Cg002G058430	XP_019098199.1, XP_019091027.1
OG0000311	Cg008G296830	XP_019083838.1, XP_010453820.1, XP_010492569.1
OG0000311	Cg006G201410	XP_010500377.1
OG0000311	Cg004G134370	XP_019092422.1, XP_010487679.1, XP_010505938.1, XP_019102406.1
OG0000311	Cg001G036380	XP_010435595.1, XP_010440874.1, XP_010450518.1
OG0000311	Cg007G265360	XP_010511548.1, XP_010470493.1, XP_010415162.1
OG0000313	Cg001G020530	XP_010445254.2
OG0000313	Cg001G028860	XP_010434309.2
OG0000313	Cg001G020560	XP_019089144.1
OG0000314	Cg006G241650	XP_010484183.1, XP_010475139.1, XP_010457533.1
OG0000314	Cg006G241640	XP_010469563.1, XP_019101347.1, XP_010413966.1, XP_010457534.1, XP_010475140.1
OG0000316	Cg006G210390, Cg008G298570, Cg001G041080	XP_019084641.1, XP_010471614.1, XP_019084234.1, XP_010468279.1, XP_010445964.1, XP_010484956.1, XP_010493426.1, XP_010443097.1, XP_010471603.1
OG0000316	Cg005G165580, Cg005G165480	XP_010508839.2, XP_010517484.2, XP_010505793.2, XP_010508835.2, XP_010505804.1, XP_010508849.1, XP_010517480.1, XP_010517499.2, XP_010505790.1
OG0000319	Cg003G086150, Cg003G108110, Cg006G238150	XP_010475572.1, XP_019100519.1, XP_010517279.1, XP_010488173.1, XP_010488164.1, XP_010458008.1, XP_010443839.1, XP_019094876.1, XP_010443836.1, XP_010483687.1, XP_010458006.1, XP_010483684.1, XP_010456336.1, XP_019101247.1, XP_010475574.1
OG0000321	Cg001G036410	XP_010436717.1, XP_010451708.1
OG0000321	Cg001G036490, Cg001G035900	XP_019086499.1, XP_010440854.1, XP_010445557.1, XP_019086698.1, XP_010440853.1, XP_019086166.1, XP_010440850.1
OG0000321	Cg001G035950, Cg001G035910, Cg001G035940	XP_010450499.1, XP_010445561.2, XP_010435577.2
OG0000322	Cg007G279100	XP_010472056.1, XP_019083440.1, XP_010431549.1
OG0000322	Cg006G228800	XP_010480508.1, XP_010498061.1, XP_010459287.1, XP_010476857.1
OG0000322	Cg005G165820	XP_010507659.1, XP_010412966.1, XP_010507661.2, XP_019101077.1
OG0000323	Cg003G101320	XP_019087663.1, XP_019088000.1, XP_019095794.1
OG0000323	Cg001G013020	XP_019089315.1, XP_019088556.1, XP_019086422.1
OG0000325	Cg001G033350	XP_019084197.1, XP_019088008.1, XP_010424419.1, XP_010445565.1, XP_019095847.1
OG0000325	Cg007G261500, Cg004G148160	XP_010505140.1
OG0000327	Cg006G222130, Cg006G222140, Cg006G222120	XP_019094276.1, XP_019091193.1, XP_019099170.1
OG0000327	Cg002G052000	XP_010514556.1, XP_010425633.1, XP_019102217.1, XP_010425632.1
OG0000328	Cg001G038720, Cg001G038710	XP_010435803.1, XP_010441023.1, XP_010450850.1, XP_010450851.1, XP_010435801.1
OG0000329	Cg005G161130	XP_010507735.2, XP_019101980.1, XP_010512885.1, XP_010413052.1, XP_010507734.1, XP_010512849.1, XP_010413051.2, XP_010512884.1, XP_010413024.1, XP_010507713.1, XP_010413025.1, XP_010507714.1, XP_019099809.1, XP_019101991.1, XP_010518074.1, XP_010506398.1, XP_010512850.1
OG0000330	Cg002G046560	XP_019094014.1, XP_019101720.1, XP_010474737.1, XP_010512300.1
OG0000331	Cg007G257080, Cg005G189380	XP_019087480.1
OG0000332	Cg007G259450	XP_010414865.1
OG0000332	Cg008G300270	XP_010493056.1, XP_010493058.1
OG0000332	Cg006G199650, Cg004G136440	XP_010461854.1, XP_010479400.1, XP_010500555.1, XP_010473400.1, XP_010430201.1, XP_010418156.1
OG0000334	Cg002G052730	XP_010504153.1, XP_010427040.1, XP_010515881.1
OG0000334	Cg005G168750	XP_010509284.1, XP_019102506.1
OG0000334	Cg008G316780, Cg003G078420, Cg014G331200	XP_010456033.1, XP_010456035.1, XP_010456034.1, XP_010456037.2, XP_010429650.1, XP_010429638.1, XP_019090656.1
OG0000335	Cg006G205050	XP_010463254.1
OG0000335	Cg004G142530, Cg004G127070	XP_019092184.1
OG0000335	Cg006G218670	XP_019095616.1, XP_019091060.1
OG0000336	Cg007G273380, Cg007G273390	XP_019083323.1, XP_019093337.1
OG0000336	Cg006G228370	XP_010498132.1, XP_010459361.1, XP_010476916.1
OG0000336	Cg007G273370	XP_010428194.1, XP_019082666.1, XP_019093831.1
OG0000339	Cg001G017490	XP_010433914.1, XP_010448716.1, XP_010439184.1
OG0000339	Cg014G333260, Cg003G076340	XP_010456290.1, NP_001289902.1, XP_010427011.1
OG0000339	Cg005G159770	XP_010506589.1, XP_010518252.1, XP_010508083.1
OG0000339	Cg002G045310	XP_010469077.1, XP_010512489.1, XP_010413405.1, XP_010469076.1
OG0000340	Cg005G162340	XP_010508417.1, XP_010506232.1, XP_010505944.1, XP_019101985.1
OG0000340	Cg005G162320	XP_010508416.1, XP_019102027.1, XP_010506235.1
OG0000341	Cg002G068310	XP_019085387.1, XP_010456836.1, XP_010501766.1, XP_010463492.1, XP_019086342.1, XP_019092350.1, XP_019092341.1
OG0000342	Cg001G042360, Cg001G042380	XP_010447622.1, XP_010441319.1, XP_019086046.1
OG0000342	Cg001G042370	XP_010450584.1
OG0000344	Cg008G305710, Cg008G305700	XP_010421456.1, XP_010493857.1, XP_010493858.1, XP_010424331.2
OG0000345	Cg006G233280	XP_019094394.1, XP_010494466.1, XP_010458695.1
OG0000345	Cg006G233290	XP_019094263.1, XP_019095671.1, XP_019091557.1
OG0000346	Cg003G100610, Cg003G097510	XP_019095627.1, XP_010496377.1, XP_019086415.1
OG0000347	Cg004G127590	XP_019087925.1, XP_019096769.1, XP_010451565.1, XP_010436630.1, XP_010445462.1, XP_010474003.1, XP_010414495.1, XP_010513278.1, XP_010464888.1
OG0000348	Cg004G146340, Cg007G271550	XP_010493896.1, XP_019085791.1, XP_010440649.1
OG0000348	Cg011G329030	XP_019085790.1
OG0000349	Cg001G004450	XP_010437434.1, XP_010446885.1, XP_010436246.1
OG0000349	Cg005G177460	XP_019085859.1, XP_010480967.1
OG0000350	Cg006G216780	XP_019094626.1, XP_010478338.1, XP_010499489.1, XP_010460742.1, XP_010499480.1
OG0000351	Cg004G130650	XP_019101808.1, XP_019092625.1
OG0000351	Cg003G086090	XP_010468170.1
OG0000351	Cg008G290210	XP_010487254.1
OG0000352	Cg006G229000	XP_010459251.1, XP_010498033.1, XP_010476829.1
OG0000352	Cg007G250610	XP_010417971.1, XP_010417973.1, XP_010429108.1, XP_010494570.1, XP_010449077.1
OG0000353	Cg001G022220, Cg002G056550, Cg008G295330	XP_010412420.1
OG0000355	Cg007G280400	XP_010481109.1
OG0000355	Cg006G203840, Cg006G203800, Cg006G203790, Cg006G203810	XP_010500367.1, XP_010479264.1
OG0000355	Cg005G187890	XP_010513633.1, XP_010419040.1, XP_010513636.1, XP_010419042.1, XP_010419039.1, XP_010511667.1, XP_010474183.1, XP_010511668.1, XP_010487185.1, XP_010457880.1, XP_010475468.2
OG0000356	Cg008G306390, Cg008G306550	XP_010495345.2, XP_019097411.1, XP_010480813.1, XP_010495396.2, XP_010495400.2, XP_010495401.1, XP_010493449.1, XP_010495414.1, XP_010420973.2, XP_010424267.2, XP_019089827.1, XP_010499740.1, XP_019095814.1, XP_010463060.1, XP_010461120.1, XP_019084677.1, XP_010424393.1, XP_010455071.1, XP_010424369.1, XP_010495530.1, XP_019097413.1
OG0000358	Cg008G289900	XP_010452943.1
OG0000358	Cg006G242200	XP_010457465.1, XP_010483343.1
OG0000358	Cg008G319440	XP_010442005.1, XP_010481843.1, XP_010494341.1
OG0000358	Cg008G289890	XP_010491580.1, XP_010422977.1, XP_010452942.1
OG0000358	Cg008G289880	XP_010452941.1, XP_010491579.1
OG0000359	Cg006G216530, Cg006G216520, Cg006G216510	XP_010478364.1, XP_019094634.1, XP_010499505.1, XP_010460766.1, XP_010460768.1, XP_010478366.1, XP_010499509.1, XP_010460769.2, XP_010499510.1
OG0000359	Cg005G172170	XP_010509751.1, XP_010504898.1, XP_019102454.1
OG0000360	Cg003G114870	XP_010464770.1, XP_010444718.1
OG0000361	Cg004G127210	XP_010464859.1, XP_010486810.1, XP_010496386.1, XP_010464857.1
OG0000361	Cg008G285160	XP_010452332.1, XP_019097984.1, XP_010423587.1
OG0000362	Cg006G241490	XP_010463079.1, XP_010480838.1
OG0000362	Cg007G270120	XP_010512027.1, XP_010474237.1, XP_010415630.1
OG0000362	Cg007G280330	XP_010417636.1
OG0000363	Cg006G201860	XP_010418863.1, XP_010480732.1, XP_010484860.1, XP_010456816.1, XP_010490147.1, XP_019086262.1, XP_019095600.1, XP_010471706.1
OG0000364	Cg004G140890	XP_010424043.1, XP_010415994.1
OG0000364	Cg002G068570, Cg004G150900, Cg004G149760	XP_010485036.1
OG0000368	Cg001G002860	XP_010437239.1, XP_019089733.1, XP_010446677.1, XP_010432068.1
OG0000368	Cg001G002840	XP_010451019.1, XP_010432067.1
OG0000368	Cg001G002830	XP_010437237.1, XP_010446670.1, XP_010432066.1
OG0000370	Cg006G228950	XP_010498039.1, XP_010476835.1, XP_010476836.1, XP_010498040.1, XP_010459260.1
OG0000370	Cg001G015500	XP_010448451.1, XP_010433658.1
OG0000371	Cg006G220780	XP_010462891.2
OG0000371	Cg005G158480	XP_010518416.1, XP_010506753.1
OG0000371	Cg006G243100	XP_010474951.1, XP_010481842.1
OG0000372	Cg001G013540, Cg001G013550, Cg001G013560	XP_010438650.1, XP_010448169.1, NP_001289903.1, XP_010448171.1, XP_010448168.1, XP_010438649.1, XP_010438652.1, XP_010448170.1
OG0000374	Cg006G203210, Cg006G203180, Cg006G203200, Cg006G203220, Cg006G203250, Cg006G203260, Cg006G203240, Cg006G203230, Cg006G203190, Cg006G198280, Cg006G198270, Cg006G198290	XP_010434091.1, XP_010448948.1, XP_019088731.1, XP_010448949.1, XP_010439375.1
OG0000377	Cg007G249720	XP_010418017.1, XP_010510916.1, XP_019093904.1, XP_010511057.1
OG0000377	Cg007G249710	XP_010418018.1, XP_010510914.1, XP_010475965.1, XP_010491924.1, XP_010458446.1
OG0000380	Cg001G040980	XP_019082599.1, XP_010481645.1, XP_019083085.1, XP_019093087.1, XP_010418268.1
OG0000381	Cg006G239330, Cg006G239310, Cg006G240450	XP_019090982.1, XP_019095359.1
OG0000381	Cg006G225170, Cg006G239510, Cg006G240680	XP_010481623.1, XP_019094760.1, XP_010457318.1, XP_019094940.1
OG0000382	Cg006G243790	XP_010457244.1, XP_010474672.1, XP_010481127.1
OG0000382	Cg007G254420	XP_010511270.1
OG0000382	Cg006G236900	XP_010475745.1, XP_010458197.1, XP_010489783.1
OG0000383	Cg006G217970	XP_010478238.1, XP_019099259.1, XP_010460977.1, XP_010499707.1, XP_010478903.1, XP_010460979.1
OG0000383	Cg006G218010, Cg006G217980	XP_019095128.1, XP_019091794.1, XP_019095132.1, XP_010499588.1, XP_019091062.1, XP_019095131.1, XP_019099258.1, XP_010499396.1, XP_019099253.1
OG0000384	Cg006G196900	XP_010500902.1, XP_010479807.1, XP_019095016.1
OG0000386	Cg002G053290	XP_019100308.1, XP_010515817.1, XP_010426966.1
OG0000386	Cg002G053280	XP_010426967.1, XP_010412751.2, XP_010504087.1
OG0000387	Cg005G162800	XP_019086252.1, XP_010445305.1, XP_010507722.1, XP_019101984.1, XP_010512881.1, XP_010506192.1, XP_019102082.1, XP_010504784.1
OG0000387	Cg005G162500	XP_010512878.1, XP_010484813.2
OG0000387	Cg005G162480	XP_010507771.1, XP_019100701.1
OG0000387	Cg005G162460	XP_010512879.1
OG0000388	Cg004G144360	XP_010474573.1, XP_019101849.1, XP_010495578.1, XP_010412529.1, XP_010431376.1
OG0000389	Cg002G047910	XP_010507519.1
OG0000390	Cg002G062740	XP_010487640.1, XP_010465803.1
OG0000391	Cg006G223560, Cg006G223590	XP_010498708.1, XP_010459994.1
OG0000391	Cg006G223580	XP_010459988.1, XP_010498706.1, XP_010477495.1
OG0000392	Cg002G056660	XP_010503697.1, XP_010426573.1
OG0000392	Cg002G056610	XP_010503699.1, XP_010503695.1, XP_010426570.1, XP_010515389.1, XP_010426574.1, XP_010503698.1
OG0000392	Cg001G037860, Cg001G037810	XP_019089271.1, XP_019089443.1
OG0000392	Cg002G056570	XP_010515390.1
OG0000393	Cg004G134070	XP_010474436.2
OG0000393	Cg003G086190, Cg003G086120	XP_010487642.1, XP_010465804.1, XP_010465800.1, XP_010489897.2, XP_010475061.1, XP_010489889.1, XP_010468234.1, XP_019092237.1
OG0000396	Cg001G030810, Cg002G069030	XP_010514536.1
OG0000398	Cg004G129520	XP_010465210.1
OG0000398	Cg006G195010	XP_010462363.1, XP_010480046.1, XP_010501132.1
OG0000399	Cg004G143320, Cg004G143360	XP_010501765.1, XP_019091091.1
OG0000400	Cg008G320060	XP_010412626.1, XP_010412625.1, XP_010431106.1, XP_010430831.1
OG0000400	Cg005G159260	XP_019100707.1
OG0000400	Cg004G145190	XP_010412432.1, XP_019085430.1
OG0000401	Cg003G098280	XP_010473482.1, XP_010485063.1, XP_010446037.1, XP_019086225.1
OG0000403	Cg007G250680	XP_010417966.1, XP_010473211.1
OG0000403	Cg007G250640	XP_010473217.1, XP_010492480.1, XP_019100854.1, XP_010419423.2, XP_010495214.1, XP_010513366.1
OG0000406	Cg008G297220	XP_010492631.1, XP_010453874.1, XP_010420405.1
OG0000406	Cg002G046730	XP_010512261.1, XP_019101713.1, XP_010413633.1
OG0000406	Cg004G118250	XP_010506197.1, XP_010463754.1, XP_010485644.1
OG0000407	Cg007G246870	XP_010431719.1
OG0000407	Cg008G295960	XP_010424114.1, XP_019084705.1, XP_019090052.1, XP_019097357.1, XP_010431583.1, XP_019091239.1, XP_010431582.1
OG0000408	Cg005G189700	XP_010429448.1, XP_010472475.1, XP_010417223.1, XP_010472478.1, XP_010474438.1, XP_010417231.1, XP_010472481.1, XP_010429455.1, XP_010429453.1, XP_019094011.1, XP_010417230.1, XP_019094010.1, XP_019083487.1
OG0000410	Cg007G249090	XP_019093644.1, XP_010430153.1
OG0000410	Cg007G249110	XP_010418111.1, XP_010430159.1, XP_019093651.1
OG0000411	Cg007G248450	XP_010430246.1, XP_010473422.1, XP_010418184.1
OG0000411	Cg004G145680	XP_010412704.1, XP_010488773.1, XP_010467090.1
OG0000411	Cg003G093460, Cg003G080490	XP_010422287.1, XP_010432533.1, XP_010455753.1
OG0000411	Cg001G019000	XP_010448956.1, XP_010434097.1, XP_010439390.1, XP_010439386.1
OG0000412	Cg003G101880	XP_010448438.1, XP_010443041.1, XP_010482870.1
OG0000412	Cg001G013500	XP_010433394.1, XP_010448165.1, XP_010438646.1
OG0000412	Cg006G198710	XP_010500675.1, XP_010461941.1, XP_010479561.1
OG0000413	Cg004G129370	XP_019092209.1, XP_019096575.1, XP_019101606.1
OG0000413	Cg001G014360	XP_019087123.1, XP_019086102.1, XP_019089393.1
OG0000413	Cg003G104010	XP_019087894.1, XP_019087805.1, XP_019095752.1
OG0000414	Cg006G220700	XP_010477857.1, XP_010460315.1, XP_019099204.1
OG0000415	Cg008G292540	XP_010495157.1, XP_010456499.1, XP_010424063.1
OG0000415	Cg008G306950	XP_010495543.1, XP_010421603.1, XP_010455116.1
OG0000416	Cg005G174990, Cg005G174850	XP_010473910.1, XP_019082536.1, XP_010497335.1, XP_010510143.1, XP_010513149.1, XP_019093230.1, XP_010418725.1
OG0000416	Cg006G240670	XP_010501325.1, XP_010462571.1, XP_010480358.1
OG0000417	Cg004G141850	XP_010468582.1
OG0000417	Cg003G109700	XP_010424565.1, XP_010468723.1, XP_010456889.1, XP_010456920.1, XP_010467905.1, XP_010472725.1
OG0000419	Cg008G309140, Cg008G310840, Cg008G309150	XP_010482183.1, XP_010512861.1, XP_010441088.1, XP_010484965.2, XP_010439930.1, XP_010467834.1, XP_010489048.2, XP_019084820.1
OG0000421	Cg001G039140, Cg001G039040	XP_010435818.1, XP_010441036.1, XP_010450837.1
OG0000422	Cg001G020210, Cg006G236580	XP_010490072.1, XP_010458234.1, XP_010475786.1
OG0000422	Cg006G236570, Cg006G236560	XP_010490093.1, XP_010458237.1, XP_010475788.1
OG0000422	Cg006G236590	XP_010458233.1, XP_010475785.1, XP_010490060.1
OG0000423	Cg007G273210	XP_010428171.1, XP_010471304.1, XP_010416036.1
OG0000423	Cg004G129870	XP_010502017.1, XP_010465264.1, XP_010501441.1, XP_010487172.1
OG0000425	Cg006G196760, Cg004G145250, Cg004G145230, Cg004G145240	XP_010462150.1, XP_010479825.1, XP_010500923.1, XP_010462149.1, XP_010500922.1, XP_010479824.1
OG0000425	Cg004G127770	XP_010486878.1, XP_010464947.1, XP_010498390.1, XP_010481822.1, XP_010484859.1, XP_010445881.1, XP_019087738.1, XP_010494366.1
OG0000426	Cg006G207870, Cg001G036330	XP_010415992.1
OG0000426	Cg006G210120	XP_019101054.1, XP_010469694.1, XP_010511411.1
OG0000427	Cg004G121350	XP_010489677.1, XP_010468027.1
OG0000427	Cg004G145850, Cg007G279320	XP_019085655.1, XP_019082724.1, XP_019093389.1, XP_019082722.1
OG0000427	Cg005G172930	XP_010424155.1, XP_010490240.1, XP_010418699.1, XP_010513133.1, XP_010513069.1, XP_010418648.1, XP_010513071.1
OG0000429	Cg008G305090	XP_019090443.1, XP_010421391.1, XP_010493796.1
OG0000429	Cg008G291690	XP_010491838.1, XP_010419675.1, XP_010453166.1
OG0000429	Cg001G008100	XP_010437916.1, XP_010432727.1
OG0000429	Cg005G188170	XP_010472552.1, XP_010417319.1, XP_010429544.1
OG0000430	Cg004G152450	XP_010489230.1, XP_010516536.1, XP_010467390.1
OG0000430	Cg001G005380	XP_010432371.1, XP_010437558.1, XP_010447022.1
OG0000430	Cg005G193810	XP_010419253.1, XP_010429007.1, XP_010472091.1
OG0000430	Cg001G000600	XP_010436974.1, XP_010431822.1, XP_010446391.1
OG0000431	Cg007G251970	XP_010414737.1, XP_010470262.1, XP_010511080.1
OG0000431	Cg006G235970	XP_010490519.1, XP_010458325.1
OG0000431	Cg006G235980	XP_010458324.1, XP_010475859.1, XP_010475860.1, XP_010490556.1
OG0000432	Cg003G099400	XP_010482633.1, XP_010445119.1, XP_010442803.1
OG0000432	Cg001G014130	XP_010491086.1, XP_010448245.1, XP_010448248.1, XP_010438732.1, XP_010433476.1
OG0000432	Cg003G103300	XP_010443241.1, XP_010483071.1, XP_010450563.1, XP_010443242.1, XP_010483070.1
OG0000433	Cg008G318270	XP_010513495.1
OG0000435	Cg006G227220, Cg006G227250	XP_010513157.1, XP_010462777.1, XP_010480533.1
OG0000435	Cg006G224010	XP_010418827.1, XP_019095364.1
OG0000436	Cg004G156050	XP_010416693.1, XP_010495943.1, XP_010489134.1
OG0000436	Cg004G156060	XP_010495958.1
OG0000437	Cg006G211920, Cg006G211880	XP_010461192.1, XP_010478786.1, XP_010499907.1
OG0000437	Cg006G211900	XP_010467022.1
OG0000437	Cg006G211940	XP_010461190.1, XP_010478784.1
OG0000438	Cg003G081140	XP_010433312.1, XP_010422229.1, XP_010422228.1, XP_010455705.1
OG0000439	Cg006G240180	XP_010501336.1, XP_010462577.1, XP_010475323.1
OG0000439	Cg002G047030	XP_010469311.1, XP_010512210.1
OG0000439	Cg005G175260	XP_010510201.1, XP_010469704.1, XP_010414131.1
OG0000440	Cg008G297760	XP_010507575.1, XP_010509504.1, XP_010412895.1, XP_010495251.1, XP_010420472.1, XP_010424139.1, XP_010495252.1, XP_010480047.1, XP_010453946.1
OG0000440	Cg004G118570	XP_010463791.1, XP_010510429.1, XP_010485682.1
OG0000441	Cg004G132880	XP_010487507.1, XP_010504325.1, XP_010465666.1
OG0000441	Cg004G132860	XP_019096381.1, XP_010504265.1
OG0000442	Cg001G027430, Cg002G071920	XP_019087260.1, XP_019089463.1, XP_019086491.1
