Orthogroup	Cardamine_glauca	Brassica_rapa
OG0000736	Cg005G192530	XP_009112539.1
OG0000736	Cg001G001710	XP_009138550.2
OG0000737	Cg005G191560	XP_009108130.2, XP_009117295.1
OG0000738	Cg005G173620	XP_009143902.1, XP_018512685.2, XP_009132883.2
OG0000741	Cg004G129320	XP_009135307.1
OG0000741	Cg003G103970	XP_033144542.1
OG0000741	Cg006G194800	XP_009103725.1, XP_009106876.1
OG0000744	Cg008G299140	XP_009131699.1
OG0000749	Cg006G232590	XP_009152111.1
OG0000749	Cg006G220250	XP_009103071.2
OG0000750	Cg001G025700	XP_009113004.1
OG0000751	Cg004G125700, Cg008G284620	XP_009125523.1, XP_009150486.1, XP_033134796.1
OG0000752	Cg008G304630	XP_009111649.1, XP_033140466.1, XP_009151025.1, XP_009151026.1
OG0000752	Cg008G291200	XP_009131181.1
OG0000753	Cg006G205270	XP_009123045.1
OG0000754	Cg006G206090	XP_009107648.1
OG0000754	Cg004G147380	XP_009136205.1, XP_009112251.2, XP_009123167.1
OG0000755	Cg003G093960, Cg003G080030	XP_033135546.1, XP_009114502.1
OG0000756	Cg001G004510	XP_033144047.1
OG0000757	Cg002G052790	XP_009103881.1, XP_033137111.1
OG0000758	Cg007G280560	XP_009106716.1, XP_009128391.1
OG0000758	Cg005G174590	XP_009144015.1
OG0000758	Cg006G229970	XP_009149028.1
OG0000759	Cg005G176850	XP_009132709.1
OG0000759	Cg006G239020	XP_009118992.3, XP_018510674.2, XP_009110956.2
OG0000760	Cg005G165570	XP_009141924.1, XP_009133440.1
OG0000760	Cg002G049960	XP_009139107.1, XP_009116338.1
OG0000762	Cg004G156220	XP_018511278.2, XP_033134716.1
OG0000763	Cg006G195580	XP_009107058.1, XP_009106949.1, XP_009106947.1, XP_009107056.1
OG0000763	Cg006G195570	XP_009147560.1, XP_009147557.1, XP_033133353.1
OG0000764	Cg006G198640	XP_033132413.1, XP_009147781.1
OG0000764	Cg006G199090	XP_009147811.2, XP_009147833.2
OG0000766	Cg006G196140	XP_009102815.1
OG0000767	Cg006G226950	XP_009104006.1
OG0000772	Cg002G069280	XP_009151865.1, XP_033140743.1, XP_009111599.1
OG0000773	Cg002G069900	XP_009110049.1
OG0000774	Cg001G014380	XP_009137585.1, XP_009109180.2, XP_009142147.2
OG0000775	Cg004G126110, Cg004G126100	XP_009122861.1, XP_009122872.1, XP_009146834.1, XP_009135113.1
OG0000776	Cg005G166180	XP_009133397.1
OG0000776	Cg004G124820, Cg004G126990	XP_009123454.1, XP_009146942.1, XP_009135066.2
OG0000777	Cg006G195190	XP_009107080.1, XP_009106912.1
OG0000778	Cg008G293520	XP_033139896.1
OG0000778	Cg008G293530	XP_009125904.1
OG0000779	Cg001G018640	XP_009135828.1, XP_009137252.1
OG0000779	Cg003G081040	XP_033136512.1
OG0000780	Cg001G001620	XP_009127742.1
OG0000780	Cg005G192490	XP_009140337.2, XP_009112544.1
OG0000780	Cg008G290580	XP_009125321.1
OG0000781	Cg005G161950	XP_009133642.2, XP_009133637.2, XP_033142578.1, XP_009142974.1
OG0000781	Cg005G161940	XP_009142972.2
OG0000782	Cg004G138160	XP_033148573.1
OG0000782	Cg002G056490	XP_033131995.1
OG0000783	Cg008G301820	XP_009120690.1, XP_009120689.2, XP_009126521.2
OG0000784	Cg008G302400	XP_009131883.1
OG0000785	Cg001G007050	XP_009108808.1, XP_009123518.1
OG0000785	Cg008G285560	XP_009122572.1
OG0000786	Cg003G108890	XP_009130300.3
OG0000787	Cg004G128170	XP_033148417.1, XP_018513181.1
OG0000788	Cg002G062390	XP_033128496.1, XP_009107824.2
OG0000789	Cg007G280200	XP_009104523.2
OG0000790	Cg006G195640, Cg006G195620	XP_033131859.1, XP_033131049.1
OG0000790	Cg006G195610	XP_033132034.1, XP_018508416.1
OG0000792	Cg002G048680	XP_033140794.1
OG0000794	Cg005G179140, Cg005G179150	XP_018513869.1, XP_033145155.1, XP_033145148.1, XP_033134889.1, XP_009102820.2
OG0000796	Cg007G269400, Cg006G226730, Cg006G226720	XP_033135225.1, XP_009137237.1, XP_033144054.1
OG0000798	Cg001G023620, Cg001G024420	XP_009136806.2, XP_009136839.1, XP_009145572.1, XP_009123031.1
OG0000800	Cg002G073650	XP_009152168.1
OG0000801	Cg008G285490	XP_009122576.1
OG0000801	Cg008G285510	XP_009130829.1
OG0000801	Cg004G126190	XP_009146826.1
OG0000802	Cg008G323490	XP_009101540.1
OG0000802	Cg006G216250	XP_009115183.1
OG0000802	Cg001G022470	XP_009131656.1
OG0000803	Cg001G020920	XP_009133224.2
OG0000805	Cg004G139450	XP_009109081.1, XP_009107813.2, XP_009144714.1, XP_009145415.2, XP_009135784.1, XP_009147953.1
OG0000806	Cg005G179050	XP_009142259.1
OG0000806	Cg005G161460	XP_009133672.1
OG0000806	Cg008G319250	XP_009143019.1
OG0000807	Cg005G161560	XP_009142253.1
OG0000807	Cg004G116150	XP_033134893.1, XP_033129641.1
OG0000807	Cg004G116160	XP_009134576.1, XP_009124050.1
OG0000808	Cg005G178330	XP_009140939.2, XP_009103712.1
OG0000808	Cg003G106930	XP_009132004.1
OG0000809	Cg006G220900	XP_009103102.1, XP_009115386.2, XP_009110029.1
OG0000810	Cg006G198980	XP_033128714.1
OG0000812	Cg002G057560	XP_009150151.1, XP_009151947.1
OG0000813	Cg004G133790	XP_033144837.1, XP_009135523.1, XP_009146026.1
OG0000813	Cg004G133780	XP_033148597.1
OG0000814	Cg003G107820, Cg003G085970	XP_033140223.1, XP_009126623.1, XP_009121323.1
OG0000818	Cg002G057590	XP_033128835.1
OG0000818	Cg001G012930	XP_009143909.2, XP_009143901.1
OG0000819	Cg004G126210	XP_009146823.1
OG0000819	Cg002G050070	XP_009103992.1, XP_009139111.1, XP_009116322.1
OG0000820	Cg005G167370	XP_009134854.1, XP_009123629.1, XP_009141770.1, XP_009133311.1
OG0000821	Cg003G098580	XP_009106994.2, XP_009132572.1, XP_009127263.1
OG0000823	Cg008G324800	XP_009101440.1, XP_009128949.1, XP_009114287.2
OG0000823	Cg001G023440	XP_009108330.1, XP_009136852.1, XP_009130695.1
OG0000824	Cg006G212730	XP_009123738.1
OG0000824	Cg003G083770	XP_009113614.1, XP_009128711.1
OG0000825	Cg002G045150	XP_009104323.1
OG0000825	Cg005G159470	XP_009133768.1, XP_009142670.2
OG0000826	Cg005G161390	XP_009143030.1, XP_009142262.2, XP_033145142.1, XP_009143028.2, XP_009113321.1
OG0000827	Cg003G102230	XP_009120024.1
OG0000827	Cg008G282540	XP_033139781.1
OG0000829	Cg008G297830	XP_009131598.1
OG0000830	Cg007G276620	XP_009106252.1
OG0000831	Cg006G225520, Cg006G225530	XP_009149529.2, XP_009103340.1
OG0000833	Cg004G130960	XP_009146320.2, XP_009146321.2, XP_009116594.2, XP_009135396.1, XP_009135398.1
OG0000834	Cg004G135270	XP_033148795.1, XP_033148805.1
OG0000835	Cg004G135790	XP_009112131.1, XP_009135617.1, XP_009145825.1
OG0000835	Cg006G200030	XP_009107272.1, XP_009147873.1, XP_009145104.2
OG0000836	Cg002G049020	XP_009116429.1, XP_009117182.2, XP_009116431.1
OG0000841	Cg003G083050	XP_018513835.1
OG0000842	Cg002G072470	XP_009152068.2, XP_009129559.1
OG0000842	Cg002G072400, Cg002G072420	XP_009121612.1, XP_009129558.1
OG0000844	Cg004G125230	XP_009146912.2, XP_009135047.2, XP_033146973.1
OG0000844	Cg008G283640	XP_009122746.1, XP_009130738.1
OG0000845	Cg003G090670, Cg001G015930	XP_009134065.1
OG0000845	Cg002G058370	XP_009149807.1
OG0000846	Cg001G007070	XP_009123591.1, XP_009138177.2
OG0000847	Cg008G290080	XP_033131649.1, XP_009122535.2
OG0000847	Cg003G112490	XP_009112141.1, XP_009130462.1, XP_033128184.1
OG0000848	Cg001G033730, Cg006G244290	XP_009118792.1, XP_009119670.1, XP_009111207.1, XP_033142124.1, XP_009111386.1
OG0000849	Cg005G159010	XP_009142437.1, XP_009142614.1
OG0000849	Cg014G332380, Cg003G077230	XP_009111393.1
OG0000849	Cg002G044730	XP_033134734.1
OG0000850	Cg002G045450	XP_009116794.1, XP_009116793.1
OG0000850	Cg002G045440	XP_009138780.1
OG0000851	Cg005G164180	XP_009142777.2
OG0000851	Cg002G048830	XP_009139032.1, XP_033135962.1
OG0000853	Cg003G094800	XP_009134375.1, XP_009122199.1, XP_009122188.2
OG0000853	Cg003G094810, Cg003G079140	XP_009144527.1, XP_009134376.3, XP_033135804.1
OG0000854	Cg005G178980	XP_033145166.1, XP_009103676.1
OG0000854	Cg006G238090	XP_009118398.1, XP_009110913.1, XP_009148049.1
OG0000855	Cg002G059040	XP_009149857.2, XP_033132775.1, XP_009150212.1
OG0000855	Cg003G110450	XP_009130227.2, XP_033136799.1, XP_009112096.3, XP_009151387.1
OG0000856	Cg007G267690	XP_009150041.2, XP_033128551.1, XP_018513355.1, XP_018515043.1, XP_033135247.1, XP_033131820.1, XP_033134321.1, XP_009149632.2, XP_033129969.1
OG0000857	Cg008G317780, Cg002G066130	XP_009123209.1
OG0000857	Cg002G057800	XP_009149762.1, XP_009151778.1
OG0000861	Cg008G295830	XP_033148480.1, XP_033148481.1, XP_033148783.1
OG0000863	Cg001G026700, Cg001G026690	XP_033148602.1, XP_009147880.1, XP_033130865.1
OG0000867	Cg007G253610, Cg007G265590	NP_001289193.1, XP_009105202.1
OG0000868	Cg008G287420	XP_009122271.2, XP_009130948.2, XP_009125652.2
OG0000868	Cg004G127670	XP_009121086.2, XP_009135191.1, XP_009146672.2
OG0000869	Cg008G324790	XP_009136853.1, XP_009114288.1, XP_009128948.1, XP_009101441.1
OG0000869	Cg001G023430	XP_009130704.1
OG0000870	Cg006G218420	XP_009109746.1
OG0000870	Cg005G172880, Cg005G172890	XP_033133447.1, XP_033147677.1
OG0000871	Cg004G117640	XP_009147332.1, XP_009134679.1
OG0000871	Cg001G038170	XP_009139790.1, XP_009125075.2
OG0000872	Cg005G174170	XP_009141247.1
OG0000875	Cg006G239610	XP_009119045.1
OG0000876	Cg008G302740	XP_009137065.2, XP_033140385.1
OG0000884	Cg007G268460	XP_009127623.1, XP_033130272.1, XP_033131424.1
OG0000884	Cg006G220070	XP_033133405.1, XP_009115304.2, XP_009103062.1
OG0000885	Cg006G223510	XP_009145340.1, XP_009110136.2, XP_009103236.2
OG0000885	Cg001G012610	XP_009137757.1
OG0000886	Cg008G318350	XP_009101818.1, XP_009123705.1
OG0000887	Cg005G185200, Cg005G185190	XP_009117309.1
OG0000888	Cg002G047840	XP_009104146.1, XP_009116529.1, XP_009138958.1
OG0000888	Cg005G163520	XP_009142847.1, XP_009142071.1, XP_009133540.2
OG0000889	Cg002G051090	XP_009116231.1, XP_009103953.1, XP_009139171.2
OG0000889	Cg002G060830	XP_009120438.1
OG0000890	Cg002G052850	XP_009103879.1, XP_009116062.1
OG0000890	Cg005G169010	XP_009133182.1, XP_009141669.1, XP_009143485.1
OG0000891	Cg006G223530	XP_009145341.1
OG0000891	Cg006G223520	XP_009103237.1, XP_009110138.1
OG0000892	Cg008G305220	XP_009151073.1, XP_009129961.1, XP_018510844.2, XP_033146797.1, XP_009135555.1
OG0000895	Cg004G143380	XP_009136124.1, XP_033137192.1, XP_033131073.1
OG0000897	Cg005G168540	XP_009133215.1
OG0000900	Cg006G232460	XP_009117993.1
OG0000901	Cg001G024700	XP_033137268.1, XP_009145792.1, XP_009124841.1, XP_009145812.1
OG0000902	Cg008G286220	XP_009130880.1
OG0000902	Cg004G126600	XP_009122586.1, XP_009146798.2
OG0000903	Cg008G291670	XP_009112272.2, XP_033131367.1, XP_009123269.2, XP_033138531.1
OG0000903	Cg002G062240, Cg002G062220	XP_033146919.1
OG0000904	Cg001G008880	XP_009125304.2, XP_009131151.2, XP_009122062.2, XP_009108917.1, XP_009126736.2
OG0000905	Cg008G290680	XP_009122072.1
OG0000906	Cg008G290420	XP_009122099.1, XP_009125334.1, XP_033142799.1
OG0000907	Cg001G022170	XP_009132011.1
OG0000907	Cg008G323080	XP_009101556.2, XP_009128814.1, XP_009114385.1
OG0000908	Cg001G001080	XP_009101890.1
OG0000908	Cg004G121360	XP_009147223.1
OG0000908	Cg005G193190	XP_009117380.1
OG0000909	Cg006G221900	XP_009103139.1
OG0000909	Cg001G029520	XP_009139627.1
OG0000909	Cg008G296480	XP_009121507.1, XP_009131529.1
OG0000910	Cg003G107900	XP_018510757.1
OG0000910	Cg003G107890, Cg001G040240, Cg003G107880	XP_033140224.1
OG0000911	Cg003G115090	XP_009112328.1, XP_009103493.2
OG0000912	Cg014G330920, Cg003G078630	XP_009134424.1, XP_009111273.1
OG0000913	Cg007G271050	XP_009105729.1, XP_009127813.2
OG0000915	Cg002G053780	XP_009115989.2, XP_009125239.2, XP_009148749.1
OG0000915	Cg005G170130	XP_033146123.1, XP_009143588.1, XP_009133081.1
OG0000917	Cg006G232840	XP_009110600.1, XP_009140378.1, XP_009140379.2, XP_009112493.1, XP_009118033.1
OG0000917	Cg006G232860, Cg006G232850	XP_009110601.1, XP_009110602.2
OG0000919	Cg004G133710, Cg004G133740, Cg004G133750	XP_033147539.1, XP_009136030.1
OG0000921	Cg006G199990	XP_009147877.2
OG0000921	Cg006G199970	XP_009145106.2, XP_009147879.1
OG0000923	Cg003G096160, Cg003G096130, Cg003G090580	XP_009132432.1
OG0000924	Cg001G003800, Cg006G206780, Cg003G091340	XP_009138418.2, XP_009109316.1
OG0000924	Cg004G154270	XP_033131414.1, XP_033134323.1
OG0000930	Cg004G156100	XP_009102137.1, XP_009112628.1, XP_009117521.2
OG0000930	Cg001G011180	XP_009109044.1, XP_009128846.1, XP_009137845.1
OG0000931	Cg004G124190	XP_033147832.1, XP_009135023.1
OG0000931	Cg004G126890	XP_033147831.1, XP_009122366.2, XP_033142262.1
OG0000932	Cg005G169230	XP_009141642.2
OG0000932	Cg004G127700	XP_009121046.1, XP_009146669.1, XP_009135197.1
OG0000933	Cg001G015200	XP_009139339.1, XP_009109200.1, XP_009137539.1
OG0000933	Cg003G099100	XP_009127248.1
OG0000934	Cg001G021230	XP_033136818.1
OG0000935	Cg003G079860, Cg003G094160	XP_033142081.1, XP_009114487.1
OG0000935	Cg001G019870	XP_009137170.1, XP_009108507.1, XP_009134478.1, XP_033138209.1
OG0000936	Cg001G019410	XP_033134047.1, XP_009108491.1
OG0000936	Cg001G019420	XP_009134917.1
OG0000936	Cg001G019400	XP_009134988.2
OG0000937	Cg003G086600	XP_009137409.1
OG0000937	Cg001G016930	XP_009137605.1, XP_033143750.1
OG0000938	Cg008G305500, Cg001G001460	XP_009109459.1
OG0000938	Cg001G001440	XP_009126140.1, XP_009126030.2
OG0000939	Cg005G193500, Cg005G193490	XP_009117406.1
OG0000940	Cg004G145690	XP_009148490.2, XP_009136177.2
OG0000940	Cg001G033460	XP_009150005.2, XP_009109264.2
OG0000941	Cg001G028160	XP_033132232.1, XP_009139544.2
OG0000941	Cg006G240800	XP_009111051.1
OG0000942	Cg005G162110	XP_009109575.1, XP_033147980.1, XP_009102623.1, XP_009135856.1
OG0000946	Cg008G282340	XP_009130647.1
OG0000946	Cg008G282310	XP_009130644.2
OG0000946	Cg008G282330	XP_009125403.1
OG0000947	Cg008G295950	XP_009121556.2, XP_009131489.2, XP_018512493.2
OG0000947	Cg004G117390	XP_009147367.1, XP_009117866.1, XP_009134656.1
OG0000948	Cg002G051220, Cg005G166790	NP_001288915.1
OG0000950	Cg008G306410	XP_009129901.1, XP_009151165.1
OG0000950	Cg004G121620	XP_009124965.1
OG0000952	Cg005G162130	XP_009107417.1
OG0000953	Cg002G056770	XP_009136538.1, XP_009115692.1
OG0000953	Cg002G056730	XP_009128936.1
OG0000954	Cg004G136070	XP_009145796.1, XP_009111878.1
OG0000962	Cg002G069350	XP_009111601.1
OG0000963	Cg004G125020	XP_018511645.1, XP_009146932.1
OG0000965	Cg004G129490	XP_009135315.1, XP_009117623.1
OG0000965	Cg001G021420	XP_009137000.2, XP_018509337.2, XP_018510714.2
OG0000967	Cg006G208540	XP_009107911.1
OG0000967	Cg006G223750	XP_033134135.1, XP_033130846.1, XP_033137049.1
OG0000968	Cg001G036860	XP_009140164.3, XP_009140165.3
OG0000968	Cg001G036850	XP_009140163.1, XP_009139751.1
OG0000970	Cg003G114490	XP_009103441.1, XP_033131879.1
OG0000970	Cg002G056790	XP_009101681.1
OG0000971	Cg002G050560	XP_009134750.2, XP_009102101.1, XP_033146837.1
OG0000972	Cg008G306250	XP_033136548.1, XP_033129761.1, XP_018512095.1
OG0000973	Cg004G122110	XP_009124937.1, XP_009129652.1, XP_009134877.1
OG0000975	Cg006G226270	XP_009110260.1, XP_009149461.1, XP_009149463.2
OG0000976	Cg006G230970	XP_009117862.1, XP_009117863.1
OG0000977	Cg002G060000	XP_009149938.1
OG0000977	Cg002G060010	XP_009149942.1
OG0000979	Cg008G319100, Cg008G319070, Cg008G319160, Cg008G319120, Cg008G319080, Cg008G319110, Cg008G319090	XP_033133731.1
OG0000979	Cg001G025600	XP_009135963.1, XP_033143278.1
OG0000981	Cg006G226750, Cg007G269390	XP_009137238.2
OG0000983	Cg008G301920	XP_033141978.1, XP_009121341.1
OG0000986	Cg005G193270	XP_009129024.2
OG0000988	Cg008G286600	XP_009122178.1
OG0000988	Cg004G127030	XP_009122269.1
OG0000989	Cg001G034280, Cg003G098720	XP_009132553.1, XP_009127254.1
OG0000989	Cg008G315380, Cg001G036560	XP_009114054.1
OG0000990	Cg008G323820, Cg008G323510	XP_009136905.1, XP_009131393.1, XP_009108351.1, XP_009101512.2, XP_009114357.2
OG0000991	Cg006G212740, Cg006G212750	XP_033133849.1, XP_009123741.1
OG0000992	Cg005G193070	XP_033137141.1, XP_033145418.1
OG0000992	Cg001G001180	XP_009114168.1
OG0000993	Cg004G143300, Cg001G040010	XP_009136123.2, XP_033131075.1
OG0000994	Cg005G176710	XP_009132715.2, XP_009144325.3
OG0000995	Cg005G175140	XP_009132793.1, XP_018514214.1
OG0000995	Cg006G240330	XP_009111019.1, XP_033138240.1
OG0000996	Cg005G175960	XP_009132750.2, XP_009141095.2, XP_009144276.2
OG0000996	Cg006G239550	XP_009119040.1, XP_009118488.1
OG0000997	Cg004G119800, Cg006G232510	XP_009110581.2, XP_033128937.1, XP_009117998.2, XP_009125005.2, XP_009124017.2
OG0000998	Cg005G166590	XP_009143296.1, NP_001288961.1, XP_009141827.1
OG0000998	Cg002G050950	NP_001288942.1, XP_009139160.1
OG0001000	Cg008G295070	XP_009131425.1, XP_009121628.1
OG0001001	Cg008G305680	XP_009151113.1
OG0001001	Cg008G305640, Cg008G305660, Cg008G305670, Cg008G305650	XP_009129937.1, XP_033140417.1
OG0001002	Cg004G129200	XP_009146528.1
OG0001002	Cg006G194640	XP_009147492.1, XP_033148487.1
OG0001003	Cg004G132120	XP_009146207.1, XP_009115289.1
OG0001003	Cg006G197170	XP_009144827.1, XP_009147676.1
OG0001008	Cg001G011250	XP_009128910.1, XP_033144108.1, XP_009109045.1
OG0001008	Cg001G011260	XP_009109046.1, XP_009137842.1
OG0001009	Cg001G010880, Cg001G010890	XP_009128542.1, XP_009109027.1
OG0001009	Cg001G010900	XP_009128553.1
OG0001010	Cg006G214300	XP_009108006.1, XP_009145222.1, XP_009114942.1
OG0001010	Cg005G171020	XP_033147602.1, XP_009141499.1
OG0001011	Cg006G214110	XP_009114918.1, XP_009145209.1
OG0001012	Cg007G253190	XP_009113355.1, XP_009122967.1
OG0001012	Cg006G236470	XP_009148259.1, XP_009110817.1
OG0001013	Cg007G261710, Cg007G261330, Cg007G261700	XP_033144908.1, XP_018512093.1
OG0001015	Cg001G015150	XP_009109199.3, XP_009137547.1, XP_009139370.1
OG0001016	Cg008G291560	XP_009131193.1, XP_009121994.1, XP_033140349.1
OG0001016	Cg008G304900	XP_018510605.1, XP_033128074.1
OG0001017	Cg003G113600	XP_009150650.1
OG0001018	Cg008G303340	XP_009132223.2, XP_009122461.1, XP_009125735.1, XP_033129528.1, XP_033141221.1
OG0001019	Cg001G023320	XP_009136859.1
OG0001019	Cg008G324660	XP_009128933.1, XP_033129476.1
OG0001020	Cg001G023010	XP_009131146.1, XP_009136883.1, XP_009108346.1
OG0001020	Cg008G324240	XP_009114333.1, XP_009101497.1
OG0001021	Cg002G043740	XP_033135541.1, XP_033131242.1, XP_009138699.1
OG0001021	Cg005G157750	XP_033146189.1, XP_009142495.1
OG0001022	Cg005G158440	XP_009133805.1
OG0001022	Cg008G295120, Cg007G276180, Cg008G318570	XP_033131314.1
OG0001022	Cg002G044320	XP_009116902.1
OG0001023	Cg008G302720	XP_009102241.2, XP_009120616.2
OG0001025	Cg006G239470	XP_009119033.1
OG0001025	Cg005G176090	XP_009144283.1
OG0001026	Cg004G116850	XP_009125036.2, XP_009134622.2
OG0001026	Cg008G295370	XP_009121613.1, XP_009131435.1
OG0001027	Cg006G234800	XP_009110595.1, XP_033134916.1
OG0001028	Cg005G166890	XP_009141801.1, XP_033148184.1, XP_033148009.1
OG0001028	Cg002G051340	XP_009139196.1, XP_033134654.1
OG0001029	Cg006G224090	XP_009110163.2, XP_009103275.1, XP_009145387.1
OG0001029	Cg007G278280	XP_009128241.1
OG0001030	Cg006G226140	XP_033131403.1
OG0001031	Cg006G226000	XP_009149494.2, XP_033133412.1, XP_009103369.1
OG0001031	Cg007G276300	XP_009106230.1, XP_009104697.1
OG0001032	Cg007G277250	XP_009104665.2, XP_009128186.1
OG0001032	Cg006G224970	XP_033132215.1, XP_009149582.1, XP_009103312.1
OG0001034	Cg006G222600	XP_033132096.1
OG0001034	Cg007G271130	XP_009127817.2, XP_009104946.1, XP_009105736.1
OG0001035	Cg004G119960	XP_009111890.1, XP_009111889.1
OG0001036	Cg007G279340	XP_009128305.1
OG0001036	Cg007G279350	XP_009106586.1
OG0001036	Cg005G192100	XP_009106581.1
OG0001037	Cg007G280410	XP_009106705.2
OG0001038	Cg004G128790	XP_033136292.1
OG0001038	Cg004G128800	XP_009135274.1, XP_009124697.1
OG0001039	Cg006G201560	XP_033146794.1, XP_009147972.1, XP_009107365.1
OG0001039	Cg004G134100	XP_009135535.1, XP_009113935.1, XP_033148078.1
OG0001040	Cg006G198110	XP_009107171.2, XP_009144891.1
OG0001040	Cg004G138190	XP_018512632.1, XP_033142627.1, XP_033137003.1
OG0001041	Cg002G059490	XP_009150231.2, XP_009149895.1
OG0001043	Cg006G197900	XP_009144872.2
OG0001043	Cg006G197880	XP_009147726.1
OG0001044	Cg002G051030	XP_009103956.2, XP_009116237.2, XP_009139167.2
OG0001045	Cg002G061730, Cg002G061740, Cg002G061710, Cg002G061420	XP_033128846.1
OG0001047	Cg004G117220	XP_033144575.1
OG0001048	Cg008G285980	XP_009130864.1
OG0001048	Cg008G292100	XP_009121922.1, XP_009121921.1
OG0001051	Cg001G005210	XP_033134065.1, XP_009106517.1
OG0001053	Cg007G252050	XP_009102827.1, XP_009113325.1
OG0001053	Cg006G236030	XP_009118289.1
OG0001054	Cg007G248680	XP_009105752.1
OG0001054	Cg007G248690	XP_009105270.1
OG0001055	Cg002G073200	XP_033141184.1
OG0001055	Cg002G073470	XP_033136433.1, XP_033136432.1, XP_033139859.1
OG0001056	Cg004G126090	XP_018514567.1
OG0001056	Cg008G285170	XP_033138098.1, XP_009130819.1, XP_033140883.1
OG0001057	Cg001G012980	XP_009143803.1, XP_009137684.1
OG0001057	Cg003G101330	XP_009119949.2, XP_009132452.1
OG0001058	Cg001G023830	XP_009108296.1, XP_009144713.1
OG0001058	Cg001G004310	XP_009138391.1, XP_009149208.1
OG0001059	Cg008G321860	XP_009106096.2, XP_009113878.2, XP_009123622.1
OG0001059	Cg001G020960	XP_009137018.1, XP_009133197.1
OG0001060	Cg001G028550	XP_009107496.2, XP_009139575.1
OG0001060	Cg004G141450	XP_009102577.2, XP_009106322.2, XP_009135865.1
OG0001061	Cg004G140280	XP_009145244.1, XP_009108423.1
OG0001061	Cg001G027410, Cg001G027420	XP_033128319.1, XP_018513016.2
OG0001062	Cg002G056860	XP_009115685.1
OG0001062	Cg003G114330, Cg005G191660	XP_009101566.2
OG0001063	Cg004G121700	XP_009147196.1, XP_033132500.1, XP_033131800.1, XP_033131807.1, XP_033134074.1
OG0001064	Cg005G169470	XP_009143533.1, XP_009141625.1
OG0001064	Cg002G053300	XP_009103852.1, XP_009116020.2, XP_033145799.1
OG0001065	Cg005G169290	XP_009141638.1, XP_009133130.1, XP_009143522.2
OG0001065	Cg002G053100	XP_009139409.1, XP_009103862.1, XP_009116037.2
OG0001066	Cg005G169280	XP_009133135.1, XP_009143521.1, XP_009141639.1
OG0001066	Cg002G053090	XP_009116038.1
OG0001067	Cg007G279690	XP_009106616.2, XP_033140002.1
OG0001067	Cg006G229270	XP_033132698.1, XP_033136560.1
OG0001068	Cg007G272830	XP_009140544.1, XP_009104860.2, XP_009105896.2, XP_009127928.1
OG0001069	Cg007G275550	XP_009106166.1, XP_009104725.1
OG0001069	Cg006G226630	XP_009149416.1, XP_009110278.1, XP_009117543.1
OG0001070	Cg006G220230	XP_009115330.1, XP_033132492.1
OG0001070	Cg004G153470	XP_033131362.1
OG0001071	Cg006G231870	XP_009148694.2, XP_009148695.2
OG0001071	Cg006G231860	XP_009148696.1, XP_009110557.1
OG0001072	Cg008G303550	XP_009141778.1
OG0001072	Cg002G057900	XP_009151668.1, XP_009149775.1, NP_001288976.1
OG0001079	Cg006G219620	XP_009142846.1, XP_033147379.1
OG0001080	Cg003G114750	XP_033146059.1
OG0001080	Cg005G166750	XP_009109960.1, XP_009137615.2
OG0001080	Cg003G114740	XP_009103814.2
OG0001084	Cg004G156900	XP_033136939.1
OG0001084	Cg001G012060	XP_009129591.1, XP_009137789.1, XP_033133070.1
OG0001085	Cg004G156040	XP_033136547.1, XP_009102142.1, XP_009117526.1
OG0001085	Cg001G011110	XP_009128755.2, XP_009137848.1, XP_009109042.1
OG0001086	Cg001G006950	XP_009138188.2, XP_009122672.2, XP_009108801.1
OG0001086	Cg004G148040	XP_009136222.1, XP_009122945.1
OG0001087	Cg001G005580	XP_009138312.1, XP_009110680.1, XP_033132207.1
OG0001089	Cg002G069650	XP_009151843.1
OG0001089	Cg002G069620	XP_033140773.1, XP_009111607.2, XP_018511998.2
OG0001090	Cg006G204860	XP_033137030.1
OG0001091	Cg002G058070	XP_009149790.3, XP_009151567.1
OG0001091	Cg003G097140	XP_009132682.1
OG0001092	Cg008G287640	XP_009125663.1
OG0001092	Cg003G103100	XP_009120097.1
OG0001092	Cg008G287630	XP_009122299.1
OG0001093	Cg008G299800	XP_009126355.1, XP_009120894.1
OG0001093	Cg008G292620	XP_009121874.2, XP_009125853.1, XP_009131258.2
OG0001094	Cg008G290440	XP_033137440.1, XP_009125331.1
OG0001094	Cg003G112950	XP_009130499.1, XP_033136254.1, XP_033134815.1, XP_018515521.1
OG0001095	Cg001G031340, Cg002G062810, Cg001G031260	XP_009114146.1
OG0001096	Cg002G048270	XP_009104101.2, XP_033145588.1, XP_018510603.2
OG0001096	Cg005G163960	XP_009142031.1, XP_018513518.1
OG0001097	Cg002G060280	XP_009117047.1
OG0001098	Cg002G057150	XP_009149709.1, XP_009136516.1
OG0001098	Cg003G113860	XP_009112200.2, XP_009150670.2, XP_009130528.1
OG0001099	Cg006G244620, Cg006G244610	XP_009119690.1
OG0001099	Cg005G178740	XP_009128501.1
OG0001099	Cg003G077020, Cg014G332600	XP_009111416.2, XP_009134508.1, XP_009128506.1
OG0001100	Cg005G174480	XP_009141212.1
OG0001100	Cg006G240970	XP_009119163.1
OG0001101	Cg008G294840	XP_009121653.1, XP_033140944.1
OG0001101	Cg005G179890, Cg005G179990, Cg005G179950, Cg005G179870	XP_033130223.1
