Orthogroup	Cardamine_glauca	Eutrema_salsugineum
OG0000892	Cg008G305220	XP_006394800.1, XP_006406671.1
OG0000894	Cg007G254610, Cg004G155970, Cg004G156070	XP_006408884.1
OG0000895	Cg004G143380	XP_006418613.1
OG0000897	Cg005G168540	XP_006410988.1
OG0000900	Cg006G232460	XP_006417119.1
OG0000900	Cg006G232450	XP_006417117.1
OG0000901	Cg001G024700	XP_006414340.1
OG0000902	Cg008G286220	XP_006399001.1
OG0000902	Cg004G126600	XP_006407498.1
OG0000903	Cg008G291670	XP_006399621.2
OG0000903	Cg002G062240, Cg002G062220	XP_006395944.1, XP_024007248.1
OG0000904	Cg008G290810	XP_006399530.1
OG0000904	Cg001G008880	XP_006412569.1
OG0000905	Cg008G290680	XP_006399520.1
OG0000905	Cg003G113200	XP_006394091.1
OG0000906	Cg003G112910	XP_006394097.1
OG0000906	Cg008G290420	XP_006399489.1
OG0000907	Cg001G022170	XP_006414083.1
OG0000907	Cg008G323080	XP_006398273.1
OG0000908	Cg001G001080	XP_024005520.1
OG0000908	Cg004G121360	XP_006408056.1
OG0000908	Cg005G193190	XP_024014298.1
OG0000909	Cg006G221900	XP_006416032.1
OG0000909	Cg008G296480	XP_006400152.2
OG0000910	Cg003G107900	XP_024012341.1
OG0000910	Cg003G107890, Cg001G040240, Cg003G107880	XP_006400878.1
OG0000911	Cg003G115090	XP_006393864.1
OG0000911	Cg002G056130	XP_006404009.1
OG0000912	Cg014G330920, Cg003G078630	XP_006396468.1
OG0000912	Cg006G243400	XP_006418281.1
OG0000913	Cg007G271050	XP_024004264.1
OG0000915	Cg002G053780	XP_006403753.1
OG0000915	Cg005G170130	XP_006410817.1
OG0000916	Cg006G231430	XP_024008067.1
OG0000917	Cg006G232840	XP_006417160.1
OG0000918	Cg001G029770	XP_024004975.1
OG0000921	Cg006G199990	XP_024006180.1
OG0000921	Cg006G199970	XP_006393229.1
OG0000922	Cg005G176240, Cg002G071160, Cg005G189050, Cg001G028120	XP_024014047.1
OG0000923	Cg003G096160, Cg003G096130, Cg003G090580	XP_006402192.1
OG0000924	Cg001G003800, Cg006G206780, Cg003G091340	XP_006414050.1, XP_006412012.2
OG0000924	Cg004G154270	XP_024016468.1
OG0000930	Cg004G156100	XP_024016000.1
OG0000930	Cg001G011180	XP_024005493.1
OG0000931	Cg004G124190	XP_006403036.1, XP_006407764.1
OG0000931	Cg004G126890	XP_006407470.1
OG0000932	Cg005G169230	XP_006410909.1
OG0000932	Cg004G127700	XP_006407392.1
OG0000933	Cg003G099100	XP_006401834.1
OG0000935	Cg003G079860, Cg003G094160	XP_006396608.1
OG0000935	Cg001G019870	XP_006413813.1
OG0000936	Cg001G019410	XP_006413756.1
OG0000936	Cg001G019420	XP_024005216.1
OG0000936	Cg001G019400	XP_006413755.1
OG0000937	Cg003G086600	XP_006413487.1
OG0000938	Cg008G305500, Cg001G001460	XP_006411757.1
OG0000938	Cg001G001440	XP_006411756.2
OG0000940	Cg004G145690	XP_006396145.1
OG0000940	Cg001G033460	XP_006412056.1
OG0000941	Cg001G028160	XP_006414783.1
OG0000941	Cg006G240800	XP_006418018.1
OG0000942	Cg005G162110	XP_006406030.1, XP_006414738.1
OG0000946	Cg008G282330	XP_006398605.1
OG0000947	Cg008G295950	XP_006400087.1
OG0000947	Cg004G117390	XP_006408433.1
OG0000950	Cg008G306410	XP_006394916.2
OG0000950	Cg004G121620	XP_024015292.1
OG0000952	Cg005G162130	XP_024006529.1
OG0000953	Cg002G056770	XP_006404055.1
OG0000954	Cg004G136070	XP_006406504.1
OG0000955	Cg006G209670	XP_006397441.2, XP_024010654.1
OG0000965	Cg004G129490	XP_006418725.1
OG0000965	Cg001G021420	XP_006413992.1
OG0000967	Cg006G208540	XP_006403044.2
OG0000967	Cg006G223750	XP_006416221.1
OG0000968	Cg001G036860	XP_006405829.1
OG0000968	Cg001G036850	XP_006405831.1, XP_006405830.1
OG0000969	Cg008G320930	XP_006398072.1
OG0000970	Cg003G114490	XP_024007211.1
OG0000970	Cg002G056790	XP_024013812.1
OG0000971	Cg002G050560	XP_006408228.1
OG0000972	Cg008G306250	XP_006394901.1
OG0000973	Cg004G122110	XP_006407971.1
OG0000975	Cg006G226270	XP_006416465.1
OG0000977	Cg002G060010	XP_006404423.1
OG0000979	Cg008G319100, Cg008G319070, Cg008G319160, Cg008G319120, Cg008G319080, Cg008G319110, Cg008G319090	XP_006414452.1
OG0000979	Cg001G025600	XP_006414453.2
OG0000980	Cg005G185490	XP_024014392.1
OG0000983	Cg008G301920	XP_006400722.1
OG0000986	Cg001G009330, Cg004G148460	XP_006401257.1, XP_024016582.1, XP_006412618.2
OG0000988	Cg008G286600	XP_024012037.1
OG0000988	Cg004G127030	XP_024014877.1
OG0000989	Cg001G034280, Cg003G098720	XP_024012034.1
OG0000990	Cg001G022750	XP_006414148.1
OG0000991	Cg006G212760	XP_006415125.1
OG0000992	Cg005G193070	XP_006404632.1
OG0000992	Cg001G001180	XP_006411736.1
OG0000993	Cg004G143300, Cg001G040010	XP_006418614.1
OG0000994	Cg005G176710	XP_024003736.1
OG0000995	Cg005G175140	XP_006410286.1
OG0000995	Cg006G240330	XP_024008289.1
OG0000996	Cg005G175960	XP_006410175.1
OG0000996	Cg006G239550	XP_006417891.1
OG0000997	Cg004G119800, Cg006G232510	XP_006417122.1, XP_006408221.1, XP_006407128.1
OG0000998	Cg005G166590	XP_006411198.1
OG0000998	Cg002G050950	XP_006403453.2
OG0001000	Cg008G295070	XP_006399999.1
OG0001001	Cg008G305680	XP_006394843.1
OG0001001	Cg008G305640, Cg008G305660, Cg008G305670, Cg008G305650	XP_006394842.2
OG0001002	Cg004G129200	XP_006407232.1
OG0001002	Cg006G194640	XP_006392614.1
OG0001003	Cg004G132120	XP_006406928.1
OG0001003	Cg006G197170	XP_006392900.1
OG0001008	Cg001G011250	XP_006412858.1
OG0001008	Cg001G011260	XP_006412859.1
OG0001009	Cg001G010880, Cg001G010890	XP_006412817.1
OG0001009	Cg001G010900	XP_006412818.1
OG0001010	Cg006G214300	XP_006415284.1
OG0001010	Cg005G171020	XP_006410718.1
OG0001011	Cg006G214110	XP_006415251.1, XP_006415253.1
OG0001011	Cg001G029030	XP_024005694.1
OG0001012	Cg007G253190	XP_006392392.1
OG0001012	Cg006G236470	XP_006417559.1
OG0001013	Cg007G261710, Cg007G261330, Cg007G261700	XP_024009737.1
OG0001015	Cg001G015150	XP_006413288.1
OG0001015	Cg003G099210	XP_024012230.1
OG0001016	Cg008G291560	XP_006399610.1
OG0001016	Cg008G304900	XP_024006755.1
OG0001017	Cg003G113600	XP_006394009.1
OG0001018	Cg008G289400	XP_006399351.1
OG0001018	Cg008G303340	XP_006394627.1
OG0001019	Cg001G023320	XP_006414205.1
OG0001019	Cg008G324660	XP_006398403.1
OG0001020	Cg001G023010	XP_006414175.1
OG0001020	Cg008G324240	XP_006398367.1
OG0001021	Cg002G043740	XP_006402322.1
OG0001021	Cg005G157750	XP_006397982.1
OG0001022	Cg008G295120	XP_006400007.2
OG0001022	Cg002G044320	XP_006402386.1
OG0001023	Cg008G302720	XP_006400809.1
OG0001024	Cg005G175200	XP_024004107.1
OG0001025	Cg006G239470	XP_006417883.1
OG0001025	Cg005G176090	XP_006410167.1
OG0001026	Cg004G116850	XP_024015667.1
OG0001026	Cg008G295370	XP_024011793.1
OG0001027	Cg006G234800	XP_006409385.2
OG0001028	Cg005G166890	XP_024016670.1
OG0001028	Cg002G051340	XP_006403488.1
OG0001029	Cg006G224090	XP_006416251.1
OG0001029	Cg007G278280	XP_006390069.1
OG0001030	Cg006G226140	XP_006416459.1, XP_006414980.1
OG0001030	Cg007G276150	XP_006390290.1
OG0001031	Cg006G226000	XP_006416446.1
OG0001031	Cg007G276300	XP_006390275.1
OG0001032	Cg007G277250	XP_006390172.1
OG0001032	Cg006G224970	XP_006416338.1
OG0001033	Cg006G219990	XP_006415855.1
OG0001034	Cg006G222600	XP_006416108.1
OG0001034	Cg007G271130	XP_006390855.1
OG0001035	Cg004G119960	XP_006405253.1
OG0001036	Cg007G279350	XP_006389965.1
OG0001037	Cg007G280410	XP_006389848.1
OG0001038	Cg004G128800	XP_024015260.1, XP_024015530.1
OG0001039	Cg006G201560	XP_006393431.1
OG0001039	Cg004G134100	XP_006406715.1
OG0001040	Cg006G198110	XP_024006239.1
OG0001040	Cg004G138190	XP_006406299.1
OG0001041	Cg002G059490	XP_006404362.1
OG0001043	Cg006G197900	XP_006392986.1
OG0001043	Cg006G197880	XP_024006311.1
OG0001044	Cg002G051030	XP_006403459.1
OG0001047	Cg004G117130, Cg004G117140	XP_006399827.1
OG0001048	Cg008G285980	XP_024012595.1
OG0001048	Cg008G292100	XP_006399676.1
OG0001051	Cg004G152660	XP_006409392.1
OG0001051	Cg001G005210	XP_024005704.1
OG0001053	Cg007G252050	XP_006392309.1
OG0001053	Cg006G236030	XP_006417513.1
OG0001054	Cg007G248680	XP_006391958.1
OG0001054	Cg007G248690	XP_006391959.1
OG0001055	Cg002G073470	XP_006418637.1, XP_006395675.1
OG0001056	Cg004G126090	XP_006407564.1
OG0001056	Cg008G285170	XP_006398898.1
OG0001057	Cg001G012980	XP_006413046.1
OG0001057	Cg003G101330	XP_006401614.1
OG0001058	Cg001G023830	XP_024005097.1
OG0001058	Cg001G004310	XP_006412051.1
OG0001059	Cg008G321860	XP_006398155.1
OG0001059	Cg001G020960	XP_024005902.1
OG0001060	Cg001G028550	XP_006414844.2
OG0001060	Cg004G141450	XP_006418835.1
OG0001061	Cg004G140280	XP_006406103.1
OG0001061	Cg001G027410, Cg001G027420	XP_006414692.2
OG0001062	Cg002G056860	XP_006404079.1
OG0001062	Cg003G114330	XP_006393937.1
OG0001062	Cg005G191660	XP_006404777.1
OG0001063	Cg004G121700	XP_006408018.1
OG0001064	Cg005G169470	XP_006410883.1
OG0001064	Cg002G053300	XP_006403711.1
OG0001065	Cg005G169290	XP_006410901.1
OG0001065	Cg002G053100	XP_024013659.1
OG0001066	Cg005G169280	XP_006410902.1
OG0001066	Cg002G053090	XP_006403686.1
OG0001067	Cg007G279690	XP_006389932.1
OG0001067	Cg006G229270	XP_024009093.1
OG0001068	Cg004G120450	XP_006408150.2
OG0001068	Cg007G272830	XP_006390664.2, XP_006390668.1
OG0001069	Cg007G275550	XP_006390354.1
OG0001069	Cg006G226630	XP_006416513.1
OG0001070	Cg006G220230	XP_006415877.1
OG0001070	Cg004G153470	XP_006409304.2
OG0001071	Cg006G231870	XP_006417054.1
OG0001071	Cg006G231860	XP_006417053.1
OG0001072	Cg008G303550	XP_006394649.1
OG0001072	Cg002G057900	XP_006404190.1
OG0001073	Cg006G194220, Cg006G196340, Cg008G321390	XP_006404711.1
OG0001074	Cg007G267550	XP_024004711.1
OG0001075	Cg004G132050	XP_006406941.1
OG0001077	Cg001G008360	XP_006412513.1
OG0001078	Cg007G248500	XP_024015010.1
OG0001079	Cg006G219620	XP_006409772.2, XP_006410728.1, XP_006402690.1, XP_006409771.1, XP_006414815.1
OG0001080	Cg003G114740	XP_006393900.1
OG0001084	Cg004G156900	XP_006408982.1
OG0001084	Cg001G012060	XP_006412949.1
OG0001085	Cg004G156040	XP_024016016.1
OG0001085	Cg001G011110	XP_006412842.1
OG0001086	Cg001G006950	XP_006412360.1
OG0001087	Cg001G005580	XP_006412201.1
OG0001088	Cg002G070530, Cg002G068440	XP_006395398.1
OG0001089	Cg002G069650	XP_006395338.1
OG0001089	Cg002G069620	XP_006395339.1
OG0001090	Cg006G204860	XP_006403973.2
OG0001091	Cg002G058070	XP_006404210.1
OG0001091	Cg003G097140	XP_006402040.1
OG0001092	Cg008G287640	XP_024012163.1
OG0001092	Cg003G103100	XP_006401415.1
OG0001092	Cg008G287630	XP_024012164.1
OG0001093	Cg008G299800	XP_006400491.1
OG0001093	Cg008G292620	XP_024011474.1
OG0001094	Cg008G290440	XP_006399493.1
OG0001094	Cg003G112950	XP_006394063.1
OG0001096	Cg002G048270	XP_006402813.1
OG0001096	Cg005G163960	XP_006411469.1
OG0001097	Cg003G106660	XP_006401007.1
OG0001098	Cg002G057150	XP_006404112.1
OG0001098	Cg003G113860	XP_006393985.1
OG0001099	Cg006G244620, Cg006G244610	XP_006418419.1
OG0001099	Cg003G077020, Cg014G332600	XP_006396305.2
OG0001100	Cg005G174480	XP_024003657.1
OG0001101	Cg008G294840	XP_006399976.2
OG0001101	Cg005G179890, Cg005G179990, Cg005G179950, Cg005G179870	XP_024006212.1
OG0001102	Cg004G117400	XP_006408431.1
OG0001102	Cg008G296020	XP_024011974.1
OG0001103	Cg008G307550	XP_006395017.1
OG0001104	Cg008G307440, Cg004G120610	XP_006395007.1, XP_006408135.1
OG0001105	Cg007G280810	XP_006389815.1
OG0001105	Cg006G230100	XP_006416878.1
OG0001106	Cg006G229080	XP_006416763.1
OG0001106	Cg007G279520	XP_006389951.1
OG0001107	Cg006G228110	XP_006416658.1
OG0001108	Cg007G275190	XP_006390397.1
OG0001108	Cg006G227110	XP_006416556.1
OG0001109	Cg007G278150	XP_006390081.1
OG0001109	Cg006G224230	XP_006416267.1
OG0001110	Cg007G270340	XP_006390946.1
OG0001111	Cg007G267350	XP_006391280.1
OG0001111	Cg006G219210	XP_006415766.1
OG0001112	Cg008G308320, Cg008G310530, Cg008G308880	XP_006395090.1, XP_024006839.1, XP_024014263.1
OG0001113	Cg008G287700	XP_006399163.1
OG0001113	Cg008G287690	XP_006399162.1
OG0001115	Cg007G272910	XP_006390657.1
OG0001115	Cg006G228630	XP_006416715.1
OG0001116	Cg006G198210	XP_006393034.1
OG0001116	Cg004G138070	XP_006406310.1
OG0001117	Cg001G025620	XP_006414458.1
OG0001117	Cg001G025610	XP_006414455.2
OG0001119	Cg006G196310	XP_006392799.1
OG0001120	Cg001G004200	XP_024005340.1
OG0001120	Cg004G153880	XP_006409247.2
OG0001122	Cg008G312130, Cg008G312150, Cg004G153130	XP_006397034.1, XP_024004031.1
OG0001124	Cg001G013610	XP_006413108.1
OG0001125	Cg006G214750	XP_006415326.1
OG0001125	Cg005G170980	XP_006410723.1
OG0001127	Cg006G231330	XP_006416997.1
OG0001127	Cg002G074740	XP_006395812.1
OG0001128	Cg002G073250	XP_006395651.1
OG0001128	Cg006G232370	XP_006417112.1
OG0001129	Cg002G069980	XP_006395321.1, XP_006395324.1
OG0001130	Cg002G065630	XP_006395251.1
OG0001130	Cg001G038590	XP_006405697.1
OG0001131	Cg001G014890	XP_024005213.1
OG0001131	Cg003G104840	XP_006401225.1
OG0001132	Cg008G283760	XP_006398754.1
OG0001132	Cg004G125310	XP_006407647.1
OG0001133	Cg001G013830	XP_006413134.1
OG0001133	Cg003G102440	XP_006401487.1, XP_006401485.1
OG0001134	Cg008G293580	XP_006399834.1, XP_006399835.1
OG0001135	Cg008G290350	XP_006399480.1
OG0001136	Cg001G023060	XP_006414179.1
OG0001136	Cg008G324330	XP_006398374.1
OG0001137	Cg008G322450	XP_006398206.1
OG0001137	Cg001G021400	XP_024005917.1
OG0001138	Cg001G018720	XP_006413679.1
OG0001139	Cg006G218740	XP_006415711.1
OG0001139	Cg006G219310	XP_024008456.1
OG0001140	Cg001G004010	XP_024004591.1
OG0001140	Cg004G153980	XP_006409224.1
OG0001141	Cg002G060590, Cg002G060560	XP_024009698.1, XP_024009519.1
OG0001142	Cg004G139820	XP_006406143.1
OG0001142	Cg008G310310, Cg008G308650, Cg001G027020	XP_006414639.1
OG0001143	Cg005G160690	XP_024010812.1
OG0001143	Cg002G046010	XP_006402568.1
OG0001144	Cg002G046480	XP_006402622.2
OG0001144	Cg005G161340	XP_024010850.1
OG0001144	Cg005G161400	XP_024010762.1
OG0001145	Cg004G121230	XP_006408076.1
OG0001146	Cg005G164350	XP_006411427.1
OG0001147	Cg008G300070	XP_006400515.1
OG0001147	Cg007G247600	XP_006391820.1
OG0001148	Cg003G112480	XP_006394138.1
OG0001148	Cg008G290070	XP_006399454.1
OG0001149	Cg002G055650	XP_024013530.1
OG0001149	Cg003G115540	XP_024007376.1
OG0001150	Cg008G296400	XP_006400143.2
OG0001150	Cg004G117690	XP_006408406.1
OG0001151	Cg004G122810	XP_006407906.1
OG0001152	Cg002G049980	XP_006402998.1
OG0001152	Cg005G165500	XP_024016664.1
OG0001154	Cg007G275700	XP_024012053.1
OG0001154	Cg006G226550	XP_006416503.1
OG0001155	Cg007G276600	XP_024011243.1
OG0001155	Cg006G225740	XP_006416421.1
OG0001156	Cg006G222320	XP_006416074.1
OG0001156	Cg007G270860	XP_006390888.1
OG0001157	Cg006G234530	XP_024007715.1
OG0001159	Cg007G277290	XP_006390167.1
OG0001159	Cg007G277280	XP_006390168.1
OG0001160	Cg006G194790	XP_006392632.1
OG0001160	Cg004G129290	XP_006407218.1
OG0001161	Cg004G138130	XP_006406304.1
OG0001161	Cg006G198140	XP_006393024.1
OG0001162	Cg006G200430, Cg006G200420	XP_006393288.1, XP_006393294.1, XP_006393289.1
OG0001163	Cg004G155670	XP_024014470.1
OG0001165	Cg008G291840	XP_006399645.1
OG0001165	Cg008G291830	XP_006418749.1
OG0001166	Cg005G192670, Cg005G176360	XP_006410101.1
OG0001169	Cg003G101340	XP_006401613.1
OG0001170	Cg004G121090	XP_006408091.1
OG0001170	Cg008G306930	XP_006394958.1
OG0001171	Cg007G250050	XP_006392090.1
OG0001171	Cg006G234970	XP_006417400.1
OG0001172	Cg006G232130	XP_006417084.1
OG0001173	Cg001G014610	XP_006413224.1
OG0001173	Cg007G246030	XP_024015849.1
OG0001174	Cg004G126410	XP_006407511.1
OG0001174	Cg008G285880	XP_006398960.2
OG0001175	Cg003G103460	XP_006401368.1
OG0001175	Cg001G014230	XP_024013734.1, XP_006413179.1
OG0001176	Cg003G113430	XP_024006938.1
OG0001176	Cg008G290890	XP_006399541.1
OG0001177	Cg008G288780, Cg008G288740	XP_006399283.1, XP_024012720.1
OG0001178	Cg008G288600	XP_006399261.1
OG0001179	Cg001G022060	XP_024005508.1
OG0001179	Cg001G029680	XP_006414930.2
OG0001180	Cg001G021120	XP_006413953.1
OG0001180	Cg008G321960	XP_006398172.1
OG0001181	Cg001G019240	XP_006413738.1
OG0001181	Cg003G093720, Cg003G080260	XP_024009884.1
OG0001182	Cg005G172520	XP_006410551.1
OG0001182	Cg006G217770	XP_006415616.1
OG0001183	Cg001G004390	XP_006412062.1
OG0001183	Cg004G153780	XP_006409260.2
OG0001184	Cg002G044820	XP_006402435.1
OG0001184	Cg005G159110	XP_006397852.1
OG0001185	Cg002G045090	XP_006402462.2
OG0001185	Cg005G159410	XP_006397817.1
OG0001187	Cg005G174350	XP_024009644.1, XP_024003881.1, XP_006410439.2
OG0001187	Cg006G241080	XP_006418046.1
OG0001188	Cg008G287300	XP_006399119.1
OG0001188	Cg005G176780	XP_006410077.1
OG0001189	Cg004G116380	XP_006408532.1
OG0001189	Cg008G294620	XP_006399953.1
OG0001190	Cg004G119630	XP_024015107.1
OG0001190	Cg008G298530	XP_006400366.1
OG0001191	Cg008G307010	XP_006394968.1
OG0001191	Cg004G121020	XP_006408099.1
OG0001192	Cg001G025140	XP_006414387.1
OG0001192	Cg007G255020, Cg004G122780	XP_006407910.1
OG0001193	Cg002G050810	XP_006403442.1
OG0001193	Cg005G166430	XP_006411212.1
OG0001194	Cg002G050410	XP_006403400.2
OG0001194	Cg004G124170	XP_006407765.1
OG0001195	Cg006G228580	XP_006416708.1
OG0001195	Cg007G272970	XP_006390651.1
OG0001196	Cg007G275540	XP_006390356.1, XP_024009623.1
OG0001196	Cg006G226650	XP_006416517.1
OG0001197	Cg002G052040	XP_006403560.1
OG0001197	Cg006G233650	XP_006404525.1
OG0001198	Cg008G306610, Cg002G070510, Cg002G070500, Cg008G309460, Cg008G311280	XP_006394933.2
OG0001200	Cg008G300360	XP_006400549.1
OG0001201	Cg002G058230	XP_006404221.1
OG0001202	Cg002G056710	XP_006404050.1
OG0001203	Cg002G063680, Cg002G063670	XP_006404472.1, XP_006404473.1
OG0001204	Cg001G026220	XP_006414543.1, XP_006414545.1
OG0001205	Cg006G196520	XP_006392820.1
OG0001205	Cg004G131500	XP_006407000.1
OG0001207	Cg001G025150	XP_006414388.1
OG0001207	Cg004G133340	XP_006406796.1
OG0001208	Cg006G200330	XP_024006306.1
OG0001209	Cg006G200050	XP_006393243.1
OG0001209	Cg004G135770	XP_006406536.1
OG0001210	Cg006G199410	XP_024006176.1
OG0001213	Cg005G180180, Cg002G062900	XP_024010403.1, XP_024015272.1, XP_024007217.1
OG0001216	Cg005G165110	XP_024004177.1
OG0001217	Cg001G029840	XP_024004812.1, XP_024005573.1
OG0001218	Cg004G120650	XP_024015475.1
OG0001218	Cg004G120860	XP_006408111.1
OG0001219	Cg002G050710, Cg002G050720, Cg002G050700, Cg002G050730	XP_006403429.1
OG0001220	Cg008G302410	XP_006419103.1
OG0001222	Cg001G009340	XP_006412620.2
OG0001222	Cg005G190280	XP_006404963.1, XP_024009758.1
OG0001223	Cg004G151570	XP_024016610.1
OG0001223	Cg001G006340	XP_024004533.1
OG0001224	Cg006G236860	XP_006417596.1
OG0001224	Cg007G254410	XP_006392436.1
OG0001225	Cg002G071800	XP_006395516.1, XP_006395515.1
OG0001226	Cg002G068750	XP_006395378.1
OG0001227	Cg004G125220	XP_006407660.1
OG0001227	Cg008G283590	XP_006398741.2
OG0001229	Cg003G104400, Cg003G104390	XP_024012474.1
OG0001229	Cg003G104410	XP_006401268.2, XP_006401267.1
OG0001230	Cg003G109500	XP_006394473.1
OG0001230	Cg008G288170	XP_006399219.1
OG0001231	Cg003G109620	XP_006394454.2
OG0001231	Cg008G288120	XP_006399213.1
OG0001232	Cg001G021840	XP_006414042.1
OG0001233	Cg001G018030	XP_006413602.1
OG0001233	Cg003G081780	XP_006396831.2
OG0001234	Cg007G276000	XP_006390302.1
OG0001234	Cg006G204240	XP_006393677.1
OG0001234	Cg008G318320	XP_024013265.1
OG0001235	Cg004G153370	XP_024016425.1
OG0001235	Cg001G004760	XP_006412102.1
OG0001236	Cg001G026560	XP_006414555.1
OG0001236	Cg005G174380	XP_024004235.1
OG0001237	Cg005G159820	XP_024010690.1
OG0001238	Cg005G159930	XP_024010816.1
OG0001239	Cg002G046620	XP_006402634.1
OG0001239	Cg005G161640	XP_006397595.1
OG0001241	Cg005G162180	XP_006397535.1
OG0001242	Cg008G284010	XP_006398773.1
OG0001242	Cg004G125410	XP_006407635.1
OG0001243	Cg008G300100	XP_006400518.1
OG0001243	Cg007G267180	XP_006391296.1
OG0001244	Cg003G101150, Cg003G101140, Cg008G300870	XP_024011549.1
OG0001245	Cg002G055890	XP_006403983.1
OG0001245	Cg006G234390, Cg003G115430	XP_006393837.1
OG0001246	Cg006G244060, Cg006G243850	XP_006418358.1
OG0001246	Cg014G331800, Cg003G077850	XP_006396358.1
OG0001247	Cg003G078950, Cg003G095000	XP_006396509.1
OG0001247	Cg004G123700	XP_006407819.2
OG0001248	Cg006G238630, Cg006G238650, Cg006G238680	XP_006409963.1, XP_006409965.1, XP_006409962.2
OG0001249	Cg005G167910	XP_024004162.1
OG0001250	Cg008G295770	XP_006400067.1
OG0001250	Cg004G117160	XP_006408454.1
OG0001251	Cg004G117450	XP_006408426.1
OG0001251	Cg008G296090	XP_006400104.1
OG0001252	Cg004G117720	XP_006408403.1
OG0001253	Cg004G121410	XP_006408050.1
OG0001253	Cg008G306620	XP_006394934.1
OG0001254	Cg006G198330	XP_006393055.1
OG0001254	Cg005G170720	XP_024003863.1
OG0001255	Cg007G279110	XP_006389986.1
OG0001255	Cg006G228810	XP_006416736.1
OG0001256	Cg007G273220	XP_024008795.1
OG0001256	Cg006G228440	XP_024008305.1
OG0001257	Cg007G273640	XP_006390582.1
OG0001257	Cg006G228180	XP_006416665.1
OG0001258	Cg006G227160	XP_006416562.1
OG0001258	Cg007G275140	XP_006390403.1
OG0001259	Cg006G226450	XP_006416492.1
OG0001259	Cg007G275770	XP_006390325.1
OG0001261	Cg002G074260	XP_006395752.1
OG0001262	Cg006G231710	XP_024008898.1
OG0001262	Cg006G231700, Cg006G231720	XP_006417038.2
OG0001263	Cg006G233660	XP_006417255.1
OG0001264	Cg004G129230	XP_006407228.1
OG0001264	Cg006G194710	XP_006392621.1
OG0001265	Cg006G198180	XP_006393032.1
OG0001265	Cg004G138100	XP_006406308.1
OG0001267	Cg008G320730	XP_024011017.1, XP_006398051.2, XP_006398049.2, XP_006398048.2, XP_006398044.2
OG0001268	Cg006G220960	XP_024009099.1
OG0001269	Cg006G217210	XP_024008168.1
OG0001274	Cg005G190230	XP_006404955.1
OG0001274	Cg001G009470	XP_006412638.1
OG0001275	Cg006G225390	XP_006416378.1
OG0001275	Cg001G005160	XP_006412154.1
OG0001276	Cg007G249500	XP_006392044.1, XP_006392035.1
OG0001276	Cg006G234830	XP_006417387.1
OG0001279	Cg008G295310	XP_006400026.1
OG0001279	Cg004G116820	XP_024015666.1
OG0001280	Cg002G070230	XP_024006937.1
OG0001280	Cg001G039680	XP_006405620.1
OG0001281	Cg001G042520	XP_006405320.1
OG0001282	Cg001G014580	XP_006413221.1
OG0001282	Cg003G104330	XP_006401276.1
OG0001283	Cg002G049330	XP_024012992.1
OG0001283	Cg005G164810	XP_006411387.1
OG0001284	Cg003G110720	XP_006394340.1
OG0001285	Cg003G101660	XP_006401570.1
OG0001285	Cg001G013410	XP_006413090.1
OG0001286	Cg003G102320	XP_024012617.1
OG0001287	Cg001G013910	XP_006413142.1
OG0001287	Cg003G102500	XP_006401477.1
OG0001288	Cg008G291860	XP_006399646.1
OG0001288	Cg008G305210	XP_006394799.1
OG0001289	Cg008G324830	XP_006398420.2
OG0001290	Cg003G082590	XP_006396933.1
OG0001290	Cg001G017270	XP_006413535.1
OG0001291	Cg006G212990	XP_006415139.1
OG0001292	Cg004G116750	XP_006408491.1
OG0001294	Cg005G192570	XP_006404690.1
OG0001294	Cg001G001760	XP_006411796.1
OG0001295	Cg001G037610, Cg001G037690	XP_024014760.1
OG0001296	Cg005G192030	XP_024014094.1
OG0001296	Cg005G171450	XP_006410675.2
OG0001297	Cg003G093600	XP_024010114.1
OG0001298	Cg001G027000	XP_024005914.1
OG0001299	Cg005G158940	XP_006397866.1, XP_006418589.2
OG0001300	Cg002G048170	XP_006402806.1
OG0001300	Cg005G163630	XP_006411496.1
OG0001301	Cg002G048410	XP_006402830.1
OG0001301	Cg005G163780	XP_006411483.1
OG0001302	Cg003G114110	XP_006393963.1
OG0001302	Cg002G056970	XP_006404094.1
OG0001303	Cg003G076010	XP_006396209.1
OG0001303	Cg005G160500	XP_006397710.1
OG0001304	Cg006G238170	XP_006417754.1
OG0001304	Cg005G178750	XP_006409877.1
OG0001305	Cg004G121200	XP_006408080.1
OG0001305	Cg008G306870	XP_006394953.1
OG0001306	Cg008G306650	XP_006394936.1
OG0001306	Cg004G121380	XP_006408054.1
OG0001307	Cg004G123560	XP_006407835.1
OG0001308	Cg002G053990	XP_024013476.1
OG0001308	Cg005G170250	XP_024003961.1
OG0001309	Cg005G168500	XP_006410993.1
OG0001309	Cg002G052540	XP_006403627.1
OG0001310	Cg006G229110	XP_006416769.1
OG0001310	Cg007G279530	XP_006389948.1
OG0001311	Cg008G307410	XP_006395002.2, XP_006395003.1
OG0001312	Cg004G123280	XP_006407858.1
OG0001312	Cg008G309750, Cg008G311580	XP_006395150.1
OG0001314	Cg004G129180	XP_006407233.1
OG0001314	Cg006G194620	XP_006392612.1
OG0001315	Cg004G132140	XP_006406923.1
OG0001315	Cg006G197200	XP_006392903.1
OG0001316	Cg006G201660	XP_006393466.1
OG0001316	Cg004G133940	XP_006406734.1
OG0001317	Cg004G136730	XP_006406437.1
OG0001318	Cg002G071840	XP_006414404.2
