Orthogroup	Cardamine_glauca	Arabis_alpina
OG0002177	Cg006G222900	Aa_G653370.h1.t1
OG0002177	Cg007G271570	Aa_G232120.h1.t1
OG0002178	Cg007G270930	Aa_G17580.h1.t1
OG0002178	Cg006G222460	Aa_G62430.h1.t1
OG0002179	Cg007G267570	Aa_G184440.h1.t1
OG0002179	Cg006G219480	Aa_G61760.h1.t1
OG0002181	Cg001G005860	Aa_G144740.h1.t1, Aa_G144770.h1.t1, Aa_G188800.h1.t1
OG0002182	Cg003G108970	Aa_G620780.h1.t1
OG0002182	Cg006G232070	Aa_G1083710.h2.t1, Aa_G1083710.h1.t1, Aa_G1069960.h1.t1, Aa_G1069190.h2.t1, Aa_G1069190.h1.t1
OG0002183	Cg006G232490	Aa_G398280.h1.t1
OG0002183	Cg002G072720	Aa_G83420.h1.t1
OG0002184	Cg006G216090	Aa_G418620.h1.t1
OG0002185	Cg007G248180	Aa_G489070.h1.t1
OG0002186	Cg007G250020	Aa_G72220.h1.t1
OG0002186	Cg006G235000	Aa_G457520.h1.t1
OG0002187	Cg006G236240	Aa_G160860.h1.t1
OG0002187	Cg004G124240	Aa_G500900.h1.t1
OG0002188	Cg006G240770	Aa_G79380.h1.t1
OG0002189	Cg004G127090	Aa_G285170.h1.t1
OG0002189	Cg008G286800	Aa_G195250.h1.t1
OG0002190	Cg004G126310	Aa_G137100.h1.t1
OG0002190	Cg008G285670	Aa_G304080.h1.t1
OG0002191	Cg004G137790, Cg004G137800	Aa_G112950.h1.t1, Aa_G112940.h1.t1
OG0002192	Cg002G064030	Aa_G403320.h1.t1
OG0002192	Cg008G301910	Aa_G8740.h1.t1
OG0002193	Cg007G246770, Cg007G245690	Aa_G68340.h1.t1, Aa_G68330.h1.t1
OG0002194	Cg006G194300	Aa_G108900.h1.t1
OG0002194	Cg004G128730	Aa_G290310.h1.t1
OG0002195	Cg006G194780	Aa_G193250.h1.t1
OG0002196	Cg001G025380	Aa_G327200.h1.t1
OG0002196	Cg004G133160	Aa_G97130.h1.t1
OG0002197	Cg004G133970	Aa_G53570.h1.t1
OG0002197	Cg006G201650	Aa_G57640.h1.t1
OG0002198	Cg004G134550	Aa_G501340.h1.t1
OG0002198	Cg006G201290	Aa_G110610.h1.t1, Aa_G403900.h1.t1
OG0002199	Cg004G134720	Aa_G181840.h1.t1
OG0002199	Cg006G201210	Aa_G255180.h1.t1
OG0002200	Cg004G151900	Aa_G110380.h1.t1
OG0002200	Cg004G151930	Aa_G662960.h1.t1
OG0002201	Cg004G152860	Aa_G548880.h1.t1
OG0002201	Cg004G152870	Aa_G548890.h1.t1
OG0002202	Cg004G153070	Aa_G421750.h1.t1, Aa_G379310.h1.t1
OG0002203	Cg008G286460	Aa_G526570.h1.t1
OG0002204	Cg004G155480	Aa_G244800.h1.t1
OG0002205	Cg006G199610	Aa_G181040.h1.t1
OG0002205	Cg006G199600	Aa_G574950.h1.t1
OG0002206	Cg006G199920	Aa_G599970.h1.t1
OG0002206	Cg004G135960	Aa_G371350.h1.t1
OG0002207	Cg001G025360	Aa_G520900.h1.t1
OG0002207	Cg001G025350	Aa_G520910.h1.t1
OG0002208	Cg002G049270, Cg002G049260	Aa_G238730.h1.t1, Aa_G238740.h1.t1, Aa_G238720.h1.t1
OG0002209	Cg005G160360	Aa_G16230.h1.t1
OG0002209	Cg002G045740	Aa_G48780.h1.t1
OG0002210	Cg001G006380	Aa_G144820.h1.t1
OG0002219	Cg004G156140, Cg001G011330	Aa_G64100.h1.t1
OG0002220	Cg001G011030	Aa_G628380.h1.t1
OG0002221	Cg001G010950	Aa_G134320.h1.t1
OG0002221	Cg004G155910	Aa_G230110.h1.t1
OG0002222	Cg001G007990	Aa_G9770.h1.t1
OG0002223	Cg001G009510	Aa_G163960.h1.t1
OG0002223	Cg006G221310	Aa_G458280.h1.t1
OG0002224	Cg005G189770	Aa_G41510.h1.t1
OG0002224	Cg001G008980	Aa_G241420.h1.t1
OG0002225	Cg005G188430	Aa_G373620.h1.t1
OG0002226	Cg001G006260	Aa_G274270.h1.t1
OG0002226	Cg004G151100, Cg004G150230	Aa_G541720.h1.t1
OG0002227	Cg001G004880	Aa_G293830.h1.t1
OG0002227	Cg004G153250	Aa_G383790.h1.t1
OG0002228	Cg005G171200	Aa_G11140.h1.t1
OG0002228	Cg006G213670	Aa_G109310.h1.t1
OG0002229	Cg002G075610	Aa_G251400.h1.t1
OG0002229	Cg006G230820	Aa_G394390.h1.t1
OG0002230	Cg006G231230	Aa_G115560.h1.t1
OG0002230	Cg002G074860	Aa_G449000.h1.t1
OG0002231	Cg002G073230	Aa_G309810.h1.t1
OG0002231	Cg006G232400, Cg006G232390	Aa_G109550.h1.t1
OG0002232	Cg002G072700	Aa_G83380.h1.t1
OG0002232	Cg006G232480	Aa_G398290.h1.t1
OG0002234	Cg001G040020	Aa_G308820.h1.t1
OG0002234	Cg002G069970	Aa_G234300.h1.t1
OG0002235	Cg007G266400	Aa_G173030.h1.t1
OG0002238	Cg001G042620	Aa_G185170.h1.t1
OG0002239	Cg007G247940	Aa_G18470.h1.t1
OG0002239	Cg006G233830	Aa_G298920.h1.t1
OG0002240	Cg003G104800	Aa_G69070.h1.t1
OG0002240	Cg001G014800	Aa_G404020.h1.t1
OG0002241	Cg004G124690	Aa_G24060.h1.t1
OG0002242	Cg004G125810	Aa_G322220.h1.t1
OG0002242	Cg008G284830	Aa_G140830.h1.t1
OG0002243	Cg007G281470	Aa_G484970.h1.t1
OG0002244	Cg003G110810	Aa_G406310.h1.t1
OG0002244	Cg003G085440	Aa_G102870.h1.t1
OG0002245	Cg003G097750	Aa_G83990.h1.t1
OG0002246	Cg003G098410	Aa_G261140.h1.t1
OG0002247	Cg003G098610	Aa_G375210.h1.t1
OG0002247	Cg001G015340	Aa_G29850.h1.t1
OG0002248	Cg003G101740	Aa_G432960.h1.t1
OG0002249	Cg003G102340	Aa_G483100.h1.t1
OG0002250	Cg003G103220	Aa_G441250.h1.t1
OG0002250	Cg001G014100	Aa_G69780.h1.t1
OG0002251	Cg003G103590	Aa_G216560.h1.t1
OG0002251	Cg001G014270	Aa_G387270.h1.t1
OG0002252	Cg003G105170	Aa_G729530.h1.t1
OG0002253	Cg008G293200, Cg006G219380	Aa_G385320.h1.t1
OG0002254	Cg008G299910	Aa_G181400.h1.t1
OG0002254	Cg008G292760	Aa_G623420.h1.t1
OG0002255	Cg008G305880	Aa_G112910.h1.t1
OG0002255	Cg008G292450	Aa_G215900.h1.t1
OG0002256	Cg008G322740	Aa_G117980.h1.t1
OG0002256	Cg001G021680	Aa_G244660.h1.t1
OG0002257	Cg001G018650	Aa_G419830.h1.t1
OG0002257	Cg001G018660	Aa_G517320.h1.t1
OG0002258	Cg006G215520	Aa_G216370.h1.t1
OG0002258	Cg005G171740	Aa_G15180.h1.t1
OG0002259	Cg001G003810	Aa_G179430.h1.t1
OG0002261	Cg001G003190	Aa_G604730.h1.t1, Aa_G604720.h1.t1
OG0002262	Cg001G002910	Aa_G402110.h1.t1
OG0002263	Cg001G001580	Aa_G406830.h1.t1
OG0002264	Cg001G000540	Aa_G138020.h1.t1
OG0002265	Cg001G039320	Aa_G245600.h1.t1
OG0002265	Cg002G067750	Aa_G247750.h1.t1
OG0002266	Cg008G314510	Aa_G150410.h1.t1
OG0002266	Cg006G203110	Aa_G438550.h1.t1
OG0002267	Cg001G029190	Aa_G79940.h1.t1
OG0002267	Cg004G141700	Aa_G199100.h1.t1
OG0002268	Cg004G140750	Aa_G543580.h1.t1
OG0002268	Cg001G027810	Aa_G523920.h1.t1
OG0002269	Cg001G027450	Aa_G479690.h1.t1
OG0002269	Cg004G140340	Aa_G518850.h1.t1
OG0002270	Cg004G140150, Cg004G152360, Cg004G140140	Aa_G413550.h1.t1
OG0002271	Cg004G139400	Aa_G603120.h1.t1
OG0002271	Cg001G026680	Aa_G346160.h1.t1
OG0002272	Cg001G025890	Aa_G551460.h1.t1
OG0002273	Cg005G160330	Aa_G16200.h1.t1
OG0002274	Cg005G161540	Aa_G100670.h1.t1
OG0002274	Cg002G046540	Aa_G349480.h1.t1, Aa_G349490.h1.t1
OG0002275	Cg005G161650	Aa_G100550.h1.t1
OG0002275	Cg002G046630	Aa_G349390.h1.t1
OG0002276	Cg005G161660	Aa_G100540.h1.t1
OG0002276	Cg002G046640	Aa_G349380.h1.t1
OG0002277	Cg002G048440	Aa_G345790.h1.t1
OG0002277	Cg005G163750	Aa_G230820.h1.t1
OG0002278	Cg002G048880	Aa_G461150.h1.t1
OG0002278	Cg005G164220	Aa_G145790.h1.t1
OG0002279	Cg004G118350	Aa_G111640.h1.t1
OG0002280	Cg002G062600	Aa_G192030.h1.t1
OG0002280	Cg008G302650	Aa_G552190.h1.t1
OG0002281	Cg002G062530	Aa_G191980.h1.t1
OG0002281	Cg008G302680	Aa_G751200.h1.t1
OG0002283	Cg003G113380	Aa_G37450.h1.t1, Aa_G910210.h1.t1
OG0002284	Cg006G244780	Aa_G105770.h1.t1
OG0002284	Cg014G332830, Cg003G076740	Aa_G53230.h1.t1
OG0002286	Cg006G242590	Aa_G134560.h1.t1
OG0002286	Cg008G320310	Aa_G89470.h1.t1
OG0002287	Cg006G240730	Aa_G79420.h1.t1
OG0002287	Cg005G174780	Aa_G154710.h1.t1
OG0002288	Cg005G175520	Aa_G359510.h1.t1
OG0002288	Cg006G240010	Aa_G469730.h1.t1
OG0002289	Cg006G238660, Cg006G238610	Aa_G310590.h1.t1, Aa_G310570.h1.t1
OG0002290	Cg006G237620	Aa_G368320.h1.t1
OG0002291	Cg001G007260	Aa_G58460.h1.t1
OG0002291	Cg005G186120	Aa_G290470.h1.t1
OG0002292	Cg008G294830	Aa_G621820.h1.t1
OG0002292	Cg004G116490	Aa_G553330.h1.t1
OG0002293	Cg004G117150	Aa_G14560.h1.t1
OG0002293	Cg008G295750	Aa_G236920.h1.t1
OG0002294	Cg008G296540	Aa_G96840.h1.t1
OG0002294	Cg004G117770	Aa_G42300.h1.t1
OG0002295	Cg008G296710	Aa_G539740.h1.t1
OG0002296	Cg008G296990	Aa_G79100.h1.t1
OG0002296	Cg004G118120	Aa_G111920.h1.t1
OG0002297	Cg008G297060	Aa_G162350.h1.t1
OG0002298	Cg004G119140	Aa_G220410.h1.t1, Aa_G1080630.h1.t1, Aa_G1080630.h2.t1, Aa_G416320.h1.t1, Aa_G47560.h1.t1
OG0002299	Cg008G306500	Aa_G146590.h1.t1
OG0002299	Cg004G121530	Aa_G51150.h1.t1
OG0002300	Cg004G122800, Cg008G308740, Cg008G308720, Cg008G308730	Aa_G47150.h1.t1
OG0002301	Cg004G123040	Aa_G47880.h1.t1
OG0002301	Cg008G309130, Cg008G310830	Aa_G382460.h1.t1
OG0002302	Cg005G169440	Aa_G531170.h1.t1
OG0002302	Cg002G053210	Aa_G14200.h1.t1
OG0002303	Cg007G280660	Aa_G410370.h1.t1
OG0002303	Cg006G230170	Aa_G606320.h1.t1
OG0002304	Cg006G229660, Cg007G280170	Aa_G457310.h1.t1, Aa_G65590.h1.t1
OG0002305	Cg007G279940	Aa_G336910.h1.t1
OG0002305	Cg006G229530	Aa_G377620.h1.t1
OG0002306	Cg006G229300	Aa_G103820.h1.t1
OG0002306	Cg007G279720	Aa_G444550.h1.t1
OG0002307	Cg006G227290	Aa_G308390.h1.t1
OG0002308	Cg006G224920	Aa_G60720.h1.t1
OG0002308	Cg007G277310	Aa_G418930.h1.t1
OG0002310	Cg006G224030	Aa_G272190.h1.t1
OG0002310	Cg007G278380	Aa_G121550.h1.t1
OG0002311	Cg006G221980	Aa_G562090.h1.t1
OG0002311	Cg007G270730	Aa_G189610.h1.t1
OG0002312	Cg007G270630	Aa_G221950.h1.t1
OG0002313	Cg007G269410	Aa_G283230.h1.t1
OG0002314	Cg006G219460	Aa_G61780.h1.t1
OG0002314	Cg007G267530	Aa_G7120.h1.t1
OG0002316	Cg007G255860	Aa_G316200.h1.t1
OG0002319	Cg006G243620	Aa_G6670.h1.t1
OG0002320	Cg014G332530, Cg003G077100	Aa_G67860.h1.t1
OG0002320	Cg006G244570	Aa_G325230.h1.t1
OG0002321	Cg004G128230	Aa_G40360.h1.t1
OG0002321	Cg008G293680	Aa_G388290.h1.t1
OG0002322	Cg008G286110	Aa_G170600.h1.t1, Aa_G570240.h1.t1
OG0002324	Cg007G271660	Aa_G428110.h1.t1
OG0002325	Cg004G128970	Aa_G374040.h1.t1
OG0002325	Cg006G194420	Aa_G109030.h1.t1
OG0002326	Cg004G129220	Aa_G176010.h1.t1
OG0002327	Cg006G195870	Aa_G504500.h1.t1
OG0002327	Cg004G130510	Aa_G56260.h1.t1
OG0002328	Cg004G132100	Aa_G32070.h1.t1
OG0002328	Cg006G197110	Aa_G465510.h1.t1
OG0002329	Cg004G134960	Aa_G82100.h1.t1
OG0002330	Cg006G200510	Aa_G808400.h2.t1, Aa_G808400.h1.t1, Aa_G808400.h3.t1, Aa_G133540.h1.t1
OG0002330	Cg004G135070	Aa_G213260.h1.t1
OG0002331	Cg004G138020	Aa_G161960.h1.t1
OG0002331	Cg006G198260	Aa_G370090.h1.t1
OG0002333	Cg001G005820	Aa_G144810.h1.t1
OG0002333	Cg004G151430	Aa_G384650.h1.t1
OG0002334	Cg004G157080	Aa_G627420.h1.t1
OG0002334	Cg001G012310	Aa_G18360.h1.t1
OG0002335	Cg006G197470	Aa_G568080.h1.t1
OG0002336	Cg004G132510	Aa_G241840.h1.t1
OG0002336	Cg006G197490	Aa_G568100.h1.t1
OG0002337	Cg002G054340	Aa_G608150.h1.t1
OG0002337	Cg005G170590	Aa_G354240.h1.t1
OG0002338	Cg002G050230	Aa_G287200.h1.t1
OG0002338	Cg005G165830	Aa_G431200.h1.t1
OG0002339	Cg005G164610	Aa_G238630.h1.t1, Aa_G124080.h1.t1
OG0002340	Cg002G061100	Aa_G656910.h1.t1
OG0002345	Cg006G222020, Cg006G222010, Cg006G222030	Aa_G487300.h1.t1, Aa_G487300.h2.t1
OG0002348	Cg004G157020	Aa_G194670.h1.t1
OG0002348	Cg001G012140	Aa_G44630.h1.t1
OG0002349	Cg001G011970	Aa_G387130.h1.t1
OG0002349	Cg004G156820	Aa_G815050.h1.t1
OG0002350	Cg001G011390	Aa_G2790.h1.t1
OG0002351	Cg005G190610	Aa_G537780.h1.t1
OG0002351	Cg001G009800	Aa_G591260.h1.t1, Aa_G456130.h1.t1
OG0002352	Cg005G190320	Aa_G310070.h1.t1
OG0002352	Cg001G009300	Aa_G33000.h1.t1
OG0002353	Cg001G005060	Aa_G452780.h1.t1, Aa_G395550.h1.t1
OG0002355	Cg007G255720	Aa_G316160.h1.t1
OG0002355	Cg004G121050	Aa_G5080.h1.t1
OG0002356	Cg006G236350	Aa_G160940.h1.t1
OG0002356	Cg007G252150	Aa_G656780.h1.t1
OG0002357	Cg002G048370	Aa_G345860.h1.t1
OG0002357	Cg006G235550	Aa_G563970.h1.t1
OG0002358	Cg006G231210	Aa_G117670.h1.t1, Aa_G115580.h1.t1
OG0002359	Cg006G231370	Aa_G393290.h1.t1
OG0002359	Cg002G074620	Aa_G323270.h1.t1
OG0002360	Cg002G074550	Aa_G323170.h1.t1, Aa_G323150.h1.t1
OG0002361	Cg001G041440	Aa_G733530.h1.t1
OG0002362	Cg002G070720	Aa_G27350.h1.t1
OG0002362	Cg001G041110	Aa_G495300.h1.t1
OG0002363	Cg002G068660	Aa_G34270.h1.t1
OG0002364	Cg007G264550, Cg007G264610, Cg007G264560	Aa_G686000.h1.t1
OG0002365	Cg007G261530	Aa_G321720.h1.t1
OG0002365	Cg001G034270	Aa_G280740.h1.t1
OG0002366	Cg006G233310	Aa_G319790.h1.t1
OG0002366	Cg007G247260	Aa_G327980.h1.t1
OG0002367	Cg003G103990, Cg001G014350	Aa_G232900.h1.t1
OG0002368	Cg005G164950	Aa_G723440.h1.t1
OG0002368	Cg002G049460	Aa_G562570.h1.t1
OG0002369	Cg005G165470	Aa_G144100.h1.t1
OG0002370	Cg004G124930	Aa_G403710.h1.t1
OG0002371	Cg004G125510	Aa_G324500.h1.t1
OG0002371	Cg008G284250	Aa_G170080.h1.t1
OG0002372	Cg004G126750	Aa_G743040.h1.t1
OG0002372	Cg008G286190	Aa_G170510.h1.t1
OG0002373	Cg008G287590	Aa_G386380.h1.t1
OG0002373	Cg004G127900	Aa_G5270.h1.t1
OG0002375	Cg001G017540	Aa_G494740.h1.t1
OG0002375	Cg003G097800	Aa_G84100.h1.t1
OG0002376	Cg001G015250	Aa_G29760.h1.t1
OG0002376	Cg003G098850	Aa_G247190.h1.t1
OG0002377	Cg003G101390	Aa_G184100.h1.t1
OG0002378	Cg001G013600	Aa_G512250.h1.t1
OG0002379	Cg001G014620, Cg003G104460	Aa_G197820.h1.t1
OG0002380	Cg003G112820	Aa_G20820.h1.t1
OG0002380	Cg008G290320	Aa_G195900.h1.t1
OG0002381	Cg003G111460	Aa_G75960.h1.t1
OG0002382	Cg008G288630	Aa_G76470.h1.t1
OG0002382	Cg003G108980	Aa_G620790.h1.t1
OG0002383	Cg008G323140	Aa_G385520.h1.t1
OG0002383	Cg001G022320	Aa_G339990.h1.t1
OG0002384	Cg008G320870	Aa_G479970.h1.t1, Aa_G245300.h1.t1
OG0002385	Cg003G079790, Cg003G094230	Aa_G42020.h1.t1
OG0002385	Cg001G019940	Aa_G586800.h1.t1
OG0002386	Cg001G018500	Aa_G419700.h1.t1
OG0002387	Cg005G191390	Aa_G253030.h1.t1
OG0002388	Cg005G191610	Aa_G288610.h1.t1
OG0002389	Cg001G000120	Aa_G236090.h1.t1, Aa_G487110.h1.t1
OG0002390	Cg005G171270	Aa_G52090.h1.t1
OG0002390	Cg006G213390	Aa_G16470.h1.t1
OG0002392	Cg001G019930	Aa_G586790.h1.t1
OG0002392	Cg003G079820, Cg003G094200	Aa_G41990.h1.t1
OG0002393	Cg001G030440	Aa_G413390.h1.t1
OG0002393	Cg004G142800	Aa_G380130.h1.t1
OG0002394	Cg001G029660	Aa_G66740.h1.t1
OG0002394	Cg004G142310	Aa_G284270.h1.t1
OG0002395	Cg004G142090	Aa_G26850.h1.t1
OG0002396	Cg004G140800	Aa_G543620.h1.t1
OG0002396	Cg001G027860	Aa_G291470.h1.t1
OG0002397	Cg001G041300	Aa_G266750.h1.t1
OG0002398	Cg005G157470	Aa_G13240.h1.t1
OG0002398	Cg002G043630	Aa_G163640.h1.t1
OG0002399	Cg002G043920	Aa_G236610.h1.t1
OG0002399	Cg005G157930	Aa_G206160.h1.t1
OG0002400	Cg005G159300	Aa_G196860.h1.t1
OG0002400	Cg002G045020	Aa_G33440.h1.t1
OG0002401	Cg005G159920	Aa_G17170.h1.t1
OG0002401	Cg002G045500	Aa_G57820.h1.t1
OG0002402	Cg005G160270	Aa_G16120.h1.t1
OG0002402	Cg002G045700	Aa_G48810.h1.t1
OG0002403	Cg007G274110	Aa_G342700.h1.t1
OG0002404	Cg005G162380	Aa_G125290.h1.t1
OG0002404	Cg008G303700	Aa_G46270.h1.t1
OG0002406	Cg008G300950	Aa_G15550.h1.t1
OG0002407	Cg002G066210	Aa_G252700.h1.t1
OG0002409	Cg003G112880	Aa_G20765.h1.t1, Aa_G20770.h1.t1
OG0002410	Cg002G056980	Aa_G52880.h1.t1
OG0002410	Cg003G114090	Aa_G23540.h1.t1
OG0002411	Cg007G273300	Aa_G366490.h1.t1
OG0002412	Cg006G245030	Aa_G94390.h1.t1
OG0002412	Cg014G332960, Cg003G076610	Aa_G425510.h1.t1
OG0002413	Cg003G076290, Cg014G333290, Cg006G244850	Aa_G299920.h1.t1
OG0002414	Cg006G243030	Aa_G135020.h1.t1
OG0002414	Cg003G079090, Cg003G094850	Aa_G189090.h1.t1
OG0002415	Cg006G242290	Aa_G400490.h1.t1
OG0002415	Cg008G319800	Aa_G89760.h1.t1
OG0002416	Cg008G319170	Aa_G519830.h1.t1
OG0002416	Cg006G242140	Aa_G341270.h1.t1
OG0002417	Cg005G173830	Aa_G148570.h1.t1
OG0002417	Cg006G241450	Aa_G286260.h1.t1
OG0002418	Cg005G174720	Aa_G154650.h1.t1
OG0002418	Cg006G240760	Aa_G79390.h1.t1
OG0002419	Cg006G239460	Aa_G22450.h1.t1
OG0002419	Cg005G176120	Aa_G470380.h1.t1
OG0002420	Cg005G179460	Aa_G504360.h1.t1
OG0002421	Cg006G237780	Aa_G151760.h1.t1
OG0002422	Cg003G102080	Aa_G149180.h1.t1
OG0002423	Cg004G117310	Aa_G71660.h1.t1
OG0002423	Cg008G295870	Aa_G431380.h1.t1
OG0002424	Cg008G296160	Aa_G356660.h1.t1
OG0002424	Cg004G117530	Aa_G42540.h1.t1
OG0002425	Cg004G117580	Aa_G42500.h1.t1
OG0002425	Cg008G296230	Aa_G305510.h1.t1
OG0002426	Cg004G117630	Aa_G42430.h1.t1
OG0002426	Cg008G296330	Aa_G59360.h1.t1
OG0002427	Cg004G118290	Aa_G111700.h1.t1
OG0002427	Cg008G297290	Aa_G499320.h1.t1
OG0002428	Cg004G119610	Aa_G185580.h1.t1
OG0002428	Cg008G298510	Aa_G411070.h1.t1
OG0002430	Cg004G124290	Aa_G500840.h1.t1
OG0002430	Cg004G124280	Aa_G500850.h1.t1
OG0002431	Cg002G051200	Aa_G99100.h1.t1
OG0002431	Cg005G166770	Aa_G357580.h1.t1
OG0002432	Cg005G166850	Aa_G358220.h1.t1
OG0002433	Cg006G230020	Aa_G707400.h1.t1
OG0002434	Cg006G229280	Aa_G103800.h1.t1
OG0002435	Cg007G274020	Aa_G203200.h1.t1
OG0002435	Cg006G227820	Aa_G379840.h1.t1
OG0002436	Cg006G224240	Aa_G444720.h1.t1
OG0002436	Cg007G278140	Aa_G129370.h1.t1
OG0002437	Cg006G223780	Aa_G479810.h1.t1
OG0002437	Cg007G278680	Aa_G204340.h1.t1
OG0002438	Cg006G223670	Aa_G292640.h1.t1
OG0002439	Cg007G272610	Aa_G252100.h1.t1
OG0002439	Cg006G223420	Aa_G198730.h1.t1
OG0002440	Cg002G062310, Cg002G043150	Aa_G161200.h1.t1, Aa_G49590.h1.t1
OG0002441	Cg006G222870	Aa_G367150.h1.t1
OG0002442	Cg007G270850	Aa_G101670.h1.t1
OG0002442	Cg006G222310	Aa_G62280.h1.t1
OG0002443	Cg006G220970	Aa_G469170.h1.t1
OG0002443	Cg007G269800	Aa_G75320.h1.t1
OG0002444	Cg007G268910	Aa_G159600.h1.t1
OG0002444	Cg006G220420	Aa_G283480.h1.t1
OG0002445	Cg003G098660	Aa_G620240.h1.t1
OG0002445	Cg001G015290	Aa_G29800.h1.t1
OG0002446	Cg001G012960	Aa_G578670.h1.t1
OG0002446	Cg003G100460	Aa_G372290.h1.t1
OG0002447	Cg001G007770	Aa_G153890.h1.t1
OG0002447	Cg005G187390	Aa_G35800.h1.t1
OG0002449	Cg006G232990	Aa_G26560.h1.t1
OG0002449	Cg002G072040	Aa_G25660.h1.t1
OG0002450	Cg006G237940	Aa_G369430.h1.t1
OG0002451	Cg006G238070	Aa_G286070.h1.t1
OG0002452	Cg006G238780	Aa_G275770.h1.t1
OG0002453	Cg014G330790, Cg003G078750	Aa_G188730.h1.t1
OG0002453	Cg006G243280	Aa_G228360.h1.t1
OG0002454	Cg006G243290	Aa_G228370.h1.t1
OG0002454	Cg003G078720, Cg014G330830	Aa_G180060.h1.t1
OG0002455	Cg008G297250, Cg008G297270	Aa_G499350.h1.t1
OG0002456	Cg008G298340	Aa_G85820.h1.t1
OG0002456	Cg008G298430	Aa_G253660.h1.t1
OG0002458	Cg004G152160, Cg002G051820	Aa_G381230.h1.t1, Aa_G349640.h1.t1
OG0002459	Cg003G110700	Aa_G406210.h1.t1
OG0002460	Cg008G287930	Aa_G244320.h1.t1
OG0002460	Cg003G106010	Aa_G93730.h1.t1
OG0002461	Cg002G055490, Cg002G055500	Aa_G122610.h1.t1
OG0002462	Cg007G277170	Aa_G111060.h1.t1
OG0002462	Cg006G225080	Aa_G33380.h1.t1
OG0002463	Cg007G276940	Aa_G315360.h1.t1
OG0002463	Cg006G225430	Aa_G148910.h1.t1
OG0002464	Cg007G274800	Aa_G283750.h1.t1
OG0002465	Cg006G230470	Aa_G121360.h1.t1
OG0002465	Cg007G281360	Aa_G385720.h1.t1
OG0002466	Cg004G129960	Aa_G237680.h1.t1
OG0002468	Cg006G196530	Aa_G381990.h1.t1
OG0002468	Cg004G131520	Aa_G1070.h1.t1
OG0002469	Cg001G025190	Aa_G468260.h1.t1
OG0002469	Cg004G133330	Aa_G16800.h1.t1, Aa_G20530.h1.t1
OG0002470	Cg004G133980	Aa_G53560.h1.t1
OG0002470	Cg006G201640	Aa_G57650.h1.t1
OG0002471	Cg004G134170	Aa_G682970.h1.t1
OG0002471	Cg006G201510	Aa_G110810.h1.t1
OG0002472	Cg004G134300	Aa_G498870.h1.t1
OG0002472	Cg006G201450	Aa_G110760.h1.t1
OG0002473	Cg004G134540	Aa_G501330.h1.t1
OG0002473	Cg006G201300	Aa_G110620.h1.t1
OG0002474	Cg004G139740	Aa_G212380.h1.t1
OG0002475	Cg001G027500	Aa_G362600.h1.t1
OG0002475	Cg004G140380	Aa_G391630.h1.t1
OG0002477	Cg001G011960	Aa_G387140.h1.t1
OG0002478	Cg004G131160	Aa_G1300.h1.t1
OG0002478	Cg006G196430	Aa_G501470.h1.t1
OG0002479	Cg005G171900	Aa_G465870.h1.t1
OG0002480	Cg005G165220	Aa_G281300.h1.t1
OG0002481	Cg002G062760	Aa_G660580.h1.t1, Aa_G660560.h1.t1, Aa_G627570.h1.t1, Aa_G707520.h1.t1
OG0002481	Cg002G062770	Aa_G627600.h1.t1, Aa_G185900.h1.t1, Aa_G627580.h1.t1
OG0002482	Cg008G324740, Cg008G324730	Aa_G136410.h1.t1
OG0002487	Cg007G255910, Cg007G255920	Aa_G8590.h1.t1, Aa_G72400.h1.t1
OG0002489	Cg003G098780	Aa_G536500.h1.t1, Aa_G59570.h1.t1
OG0002489	Cg003G098760	Aa_G536490.h1.t1, Aa_G376180.h1.t1
OG0002494	Cg004G157250	Aa_G505060.h1.t1, Aa_G440770.h1.t1
OG0002496	Cg001G001140	Aa_G352070.h1.t1
OG0002497	Cg003G104650	Aa_G168010.h1.t1
OG0002497	Cg001G009060	Aa_G59770.h1.t1
OG0002498	Cg001G008970	Aa_G241440.h1.t1
OG0002498	Cg005G189750	Aa_G41490.h1.t1
OG0002499	Cg008G302020	Aa_G8650.h1.t1
OG0002499	Cg002G063740	Aa_G403390.h1.t1
OG0002500	Cg004G150810, Cg004G149920	Aa_G570520.h1.t1, Aa_G246820.h1.t1
OG0002502	Cg005G171360	Aa_G16510.h1.t1, Aa_G652130.h1.t1
OG0002504	Cg007G252740, Cg007G252780, Cg007G252770	Aa_G57020.h1.t1
OG0002504	Cg006G236150	Aa_G463970.h1.t1
OG0002505	Cg006G235690	Aa_G318560.h1.t1
OG0002505	Cg007G251380	Aa_G281530.h1.t1
OG0002506	Cg007G250700	Aa_G182590.h1.t1
OG0002506	Cg006G235430	Aa_G427980.h1.t1
OG0002507	Cg002G074470	Aa_G484300.h1.t1
OG0002507	Cg006G231470	Aa_G117700.h1.t1
OG0002508	Cg006G231960	Aa_G585790.h1.t1
OG0002509	Cg002G073610	Aa_G281950.h1.t1
OG0002510	Cg006G233010	Aa_G26540.h1.t1
OG0002511	Cg002G070090, Cg002G069640, Cg002G069630	Aa_G138660.h1.t1
OG0002512	Cg002G046550	Aa_G349470.h1.t1
OG0002513	Cg004G126380	Aa_G137030.h1.t1
OG0002513	Cg008G285820	Aa_G303940.h1.t1
OG0002514	Cg004G126860, Cg008G286350	Aa_G333230.h1.t1
OG0002515	Cg004G127400	Aa_G397590.h1.t1
