Orthogroup	Cardamine_glauca	Raphanus_sativus
OG0001009	Cg001G010880, Cg001G010890	XP_018467867.1, XP_018447810.1, XP_018449870.1
OG0001009	Cg001G010900	XP_018468810.1
OG0001010	Cg006G214300	XP_018488855.1, XP_018479159.1
OG0001010	Cg005G171020	XP_018439777.1, XP_018482911.1
OG0001011	Cg006G214110	XP_018485840.1, XP_018485733.1
OG0001011	Cg001G029030	XP_018485734.1
OG0001012	Cg007G253190	XP_018456276.1, XP_018456281.1, XP_018434278.1
OG0001012	Cg006G236470	XP_018485602.1, XP_018451221.1, XP_018460012.1
OG0001013	Cg007G261710, Cg007G261330, Cg007G261700	XP_018488160.1, XP_018452150.1, XP_018469036.1, XP_018452122.1
OG0001015	Cg001G015150	XP_018481824.1, XP_018472436.1, XP_018447285.1
OG0001016	Cg008G291560	XP_018475923.1, XP_018476395.1, XP_018442157.1, XP_018465326.1
OG0001016	Cg008G304900	XP_018452808.1, XP_018455994.1, XP_018461074.1, XP_018484641.1
OG0001017	Cg003G113600	XP_018486819.1
OG0001018	Cg008G303340	XP_018474513.1, XP_018446593.1, XP_018479282.1, XP_018438768.1
OG0001019	Cg001G023320	XP_018482980.1
OG0001019	Cg008G324660	XP_018434987.1, XP_018482024.1
OG0001020	Cg001G023010	XP_018458419.1, XP_018477844.1, XP_018447301.1
OG0001020	Cg008G324240	XP_018454684.1, XP_018482806.1, XP_018466633.1, XP_018481735.1
OG0001021	Cg002G043740	XP_018464258.1, XP_018489518.1, XP_018444206.1, XP_018481002.1
OG0001021	Cg005G157750	XP_018466366.1, XP_018437980.1, XP_018437979.1
OG0001022	Cg005G158440	XP_018476276.1
OG0001022	Cg008G295120, Cg007G276180, Cg008G318570	XP_018443546.1
OG0001022	Cg002G044320	XP_018492060.1
OG0001023	Cg008G302720	XP_018435854.1, XP_018443256.1
OG0001024	Cg005G175200	XP_018453667.1
OG0001025	Cg006G239470	XP_018471445.1, XP_018486112.1
OG0001025	Cg005G176090	XP_018440224.1, XP_018441711.1
OG0001026	Cg004G116850	XP_018444431.1, XP_018489269.1
OG0001026	Cg008G295370	XP_018444852.1, XP_018475194.1, XP_018475193.1, XP_018475029.1
OG0001027	Cg006G234800	XP_018450253.1, XP_018450251.1, XP_018462934.1
OG0001028	Cg005G166890	XP_018437189.1, XP_018437542.1
OG0001028	Cg002G051340	XP_018484866.1, XP_018489845.1, XP_018489846.1
OG0001029	Cg006G224090	XP_018447904.1, XP_018447946.1, XP_018447984.1, XP_018434826.1, XP_018449083.1
OG0001029	Cg007G278280	XP_018456104.1
OG0001030	Cg006G226140	XP_018438401.1
OG0001031	Cg006G226000	XP_018486118.1, XP_018486203.1, XP_018462561.1, XP_018449747.1, XP_018438227.1
OG0001031	Cg007G276300	XP_018463602.1, XP_018463480.1, XP_018443036.1, XP_018461233.1
OG0001032	Cg007G277250	XP_018444011.1, XP_018480528.1
OG0001032	Cg006G224970	XP_018449574.1, XP_018481773.1, XP_018437215.1
OG0001034	Cg006G222600	XP_018435984.1
OG0001034	Cg007G271130	XP_018461030.1, XP_018468569.1, XP_018461031.1, XP_018444032.1, XP_018453157.1
OG0001035	Cg004G119960	XP_018454048.1, XP_018465980.1, XP_018455368.1, XP_018455448.1, XP_018455490.1
OG0001036	Cg007G279340	XP_018469725.1, XP_018472203.1
OG0001036	Cg007G279350	XP_018457158.1
OG0001036	Cg005G192100	XP_018452457.1, XP_018455870.1
OG0001037	Cg007G280410	XP_018470350.1
OG0001038	Cg004G128790	XP_018438278.1, XP_018491542.1
OG0001038	Cg004G128800	XP_018485877.1, XP_018489865.1, XP_018463084.1, XP_018438827.1
OG0001039	Cg006G201560	XP_018488851.1, XP_018482975.1, XP_018449682.1
OG0001039	Cg004G134100	XP_018462281.1, XP_018490006.1, XP_018441422.1, XP_018489783.1
OG0001040	Cg006G198110	XP_018449142.1, XP_018466034.1, XP_018491990.1
OG0001040	Cg004G138190	XP_018488229.1, XP_018492095.1, XP_018465596.1, XP_018459587.1
OG0001041	Cg002G059490	XP_018441219.1
OG0001042	Cg003G086340	XP_018493393.1
OG0001043	Cg006G197900	XP_018489572.1
OG0001043	Cg006G197880	XP_018435752.1
OG0001044	Cg002G051030	XP_018446956.1, XP_018492247.1, XP_018491208.1, XP_018478920.1
OG0001045	Cg002G061730, Cg002G061740, Cg002G061710, Cg002G061420	XP_018439288.1, XP_018437949.1, XP_018475591.1
OG0001047	Cg004G117220	XP_018475440.1, XP_018474227.1, XP_018472842.1
OG0001051	Cg004G152660	XP_018453950.1
OG0001051	Cg001G005210	XP_018447407.1, XP_018459368.1
OG0001053	Cg007G252050	XP_018433182.1, XP_018457379.1
OG0001053	Cg006G236030	XP_018466361.1, XP_018432640.1
OG0001054	Cg007G248680	XP_018437662.1
OG0001054	Cg007G248690	XP_018434548.1
OG0001055	Cg002G073470	XP_018439442.1
OG0001056	Cg004G126090	XP_018489986.1, XP_018489983.1
OG0001056	Cg008G285170	XP_018444409.1, XP_018475499.1, XP_018469616.1
OG0001057	Cg001G012980	XP_018468388.1, XP_018483819.1
OG0001057	Cg003G101330	XP_018474188.1
OG0001058	Cg001G023830	XP_018483001.1, XP_018461576.1, XP_018458064.1, XP_018463900.1, XP_018449812.1
OG0001058	Cg001G004310	XP_018471730.1
OG0001059	Cg008G321860	XP_018467094.1, XP_018466965.1
OG0001059	Cg001G020960	XP_018481183.1, XP_018458667.1
OG0001060	Cg001G028550	XP_018450869.1
OG0001060	Cg004G141450	XP_018432620.1, XP_018461835.1, XP_018439510.1, XP_018440611.1, XP_018485458.1
OG0001061	Cg004G140280	XP_018491929.1, XP_018435490.1, XP_018441443.1
OG0001061	Cg001G027410, Cg001G027420	XP_018469701.1, XP_018463513.1, XP_018466238.1
OG0001062	Cg002G056860	XP_018440873.1
OG0001062	Cg003G114330	XP_018440933.1
OG0001063	Cg004G121700	XP_018490299.1, XP_018441124.1, XP_018437602.1
OG0001064	Cg005G169470	XP_018440140.1, XP_018459001.1, XP_018484284.1
OG0001064	Cg002G053300	XP_018492187.1, XP_018484019.1
OG0001065	Cg005G169290	XP_018474976.1, XP_018439646.1, XP_018437500.1
OG0001065	Cg002G053100	XP_018486069.1, XP_018464954.1
OG0001066	Cg005G169280	XP_018476986.1, XP_018435011.1, XP_018477761.1, XP_018477833.1
OG0001066	Cg002G053090	XP_018485991.1, XP_018446474.1
OG0001067	Cg007G279690	XP_018456445.1, XP_018461544.1
OG0001067	Cg006G229270	XP_018450732.1, XP_018459779.1, XP_018465332.1
OG0001068	Cg007G272830	XP_018478218.1, XP_018484904.1, XP_018445527.1, XP_018445531.1, XP_018457835.1, XP_018457824.1, XP_018444746.1, XP_018465795.1
OG0001069	Cg007G275550	XP_018446462.1, XP_018446817.1, XP_018446811.1
OG0001069	Cg006G226630	XP_018434520.1, XP_018451456.1, XP_018438162.1, XP_018438164.1
OG0001070	Cg006G220230	XP_018479272.1, XP_018447478.1
OG0001070	Cg004G153470	XP_018439483.1
OG0001071	Cg006G231870	XP_018485503.1, XP_018451808.1
OG0001071	Cg006G231860	XP_018465711.1, XP_018486493.1, XP_018451401.1
OG0001072	Cg008G303550	XP_018484024.1
OG0001072	Cg002G057900	XP_018433864.1, XP_018471090.1, XP_018471089.1, XP_018486016.1
OG0001074	Cg007G267550	XP_018443460.1
OG0001075	Cg004G132050	XP_018440645.1
OG0001078	Cg007G248500	XP_018463251.1, XP_018464502.1, XP_018458859.1, XP_018487586.1, XP_018458858.1, XP_018487587.1, XP_018465897.1
OG0001079	Cg006G219620	XP_018436440.1, XP_018436437.1, XP_018453426.1, XP_018479616.1
OG0001080	Cg003G114750	XP_018482416.1
OG0001080	Cg005G166750	XP_018450170.1, XP_018465668.1, XP_018481647.1, XP_018482658.1, XP_018481212.1
OG0001080	Cg003G114740	XP_018436240.1, XP_018466528.1
OG0001084	Cg004G156900	XP_018440483.1
OG0001084	Cg001G012060	XP_018444977.1, XP_018477448.1, XP_018447047.1
OG0001085	Cg004G156040	XP_018466787.1, XP_018467197.1, XP_018433617.1, XP_018433632.1, XP_018434332.1
OG0001085	Cg001G011110	XP_018470108.1, XP_018468571.1, XP_018472445.1, XP_018448083.1, XP_018480592.1
OG0001086	Cg001G006950	XP_018483752.1, XP_018470811.1, XP_018459256.1
OG0001086	Cg004G148040	XP_018490588.1, XP_018464566.1
OG0001087	Cg001G005580	XP_018478270.1, XP_018471129.1, XP_018447832.1
OG0001089	Cg002G069650	XP_018479370.1
OG0001089	Cg002G069620	XP_018437667.1, XP_018438116.1, XP_018456019.1, XP_018467400.1, XP_018435658.1
OG0001090	Cg006G204860	XP_018436673.1
OG0001091	Cg002G058070	XP_018439344.1, XP_018472027.1
OG0001091	Cg003G097140	XP_018475841.1
OG0001092	Cg008G287640	XP_018455352.1, XP_018465179.1
OG0001092	Cg003G103100	XP_018452987.1
OG0001092	Cg008G287630	XP_018445826.1
OG0001093	Cg008G299800	XP_018447814.1, XP_018442459.1
OG0001093	Cg008G292620	XP_018445830.1, XP_018470895.1, XP_018474742.1
OG0001094	Cg008G290440	XP_018442773.1, XP_018471318.1
OG0001094	Cg003G112950	XP_018434759.1, XP_018452633.1, XP_018492457.1
OG0001096	Cg002G048270	XP_018443004.1, XP_018444960.1, XP_018444961.1, XP_018477873.1, XP_018486062.1
OG0001096	Cg005G163960	XP_018472926.1
OG0001097	Cg003G106670	XP_018455562.1, XP_018455559.1, XP_018466462.1
OG0001097	Cg003G106660	XP_018465905.1
OG0001098	Cg002G057150	XP_018439133.1, XP_018463653.1, XP_018481662.1
OG0001098	Cg003G113860	XP_018457011.1, XP_018455239.1, XP_018489766.1, XP_018491200.1, XP_018489764.1, XP_018437909.1
OG0001099	Cg006G244620, Cg006G244610	XP_018473037.1
OG0001099	Cg005G178740	XP_018466826.1
OG0001099	Cg003G077020, Cg014G332600	XP_018463921.1, XP_018452323.1, XP_018473411.1, XP_018448007.1
OG0001100	Cg005G174480	XP_018437722.1, XP_018481765.1, XP_018462603.1
OG0001100	Cg006G240970	XP_018481821.1
OG0001101	Cg008G294840	XP_018446070.1
OG0001101	Cg005G179890, Cg005G179990, Cg005G179950, Cg005G179870	XP_018453436.1
OG0001102	Cg004G117400	XP_018441361.1, XP_018489743.1, XP_018493378.1
OG0001102	Cg008G296020	XP_018476865.1, XP_018446813.1
OG0001103	Cg004G120130	XP_018488769.1, XP_018491434.1, XP_018439235.1
OG0001105	Cg007G280810	XP_018456806.1, XP_018470242.1, XP_018463352.1
OG0001105	Cg006G230100	XP_018440067.1, XP_018464391.1
OG0001106	Cg006G229080	XP_018438703.1, XP_018467058.1, XP_018464071.1
OG0001106	Cg007G279520	XP_018462969.1, XP_018448592.1, XP_018443076.1, XP_018443074.1, XP_018456185.1
OG0001107	Cg006G228110	XP_018447350.1, XP_018447351.1, XP_018488466.1, XP_018432733.1
OG0001108	Cg007G275190	XP_018458497.1, XP_018445814.1, XP_018443067.1
OG0001109	Cg007G278150	XP_018455739.1, XP_018455748.1, XP_018468717.1
OG0001109	Cg006G224230	XP_018484508.1, XP_018461926.1
OG0001110	Cg007G270340	XP_018453240.1, XP_018443112.1, XP_018443115.1, XP_018468924.1
OG0001110	Cg007G270350	XP_018453257.1
OG0001111	Cg007G267350	XP_018442884.1, XP_018446783.1, XP_018461681.1
OG0001111	Cg006G219210	XP_018487232.1, XP_018450554.1
OG0001112	Cg008G308320, Cg008G310530, Cg008G308880	XP_018482171.1, XP_018458991.1, XP_018439916.1
OG0001113	Cg008G287700	XP_018442195.1, XP_018481550.1
OG0001113	Cg008G287690	XP_018442213.1
OG0001114	Cg003G101840	XP_018443381.1, XP_018443376.1
OG0001115	Cg007G272910	XP_018465082.1, XP_018468064.1, XP_018443106.1, XP_018443114.1, XP_018454615.1
OG0001115	Cg006G228630	XP_018488230.1, XP_018450046.1, XP_018450057.1
OG0001116	Cg006G198210	XP_018492785.1
OG0001116	Cg004G138070	XP_018492181.1, XP_018458280.1, XP_018486930.1, XP_018489153.1
OG0001117	Cg001G025620	XP_018460766.1, XP_018469077.1, XP_018477475.1
OG0001118	Cg006G195550, Cg006G195490, Cg006G195510	XP_018461446.1, XP_018448832.1
OG0001119	Cg006G196310	XP_018448889.1, XP_018435330.1
OG0001120	Cg001G004200	XP_018449453.1, XP_018480564.1, XP_018462645.1
OG0001120	Cg004G153880	XP_018457112.1, XP_018452922.1, XP_018435403.1, XP_018436513.1
OG0001122	Cg008G312130, Cg008G312150, Cg004G153130	XP_018489018.1, XP_018488962.1, XP_018462375.1
OG0001124	Cg001G013610	XP_018450913.1, XP_018457205.1, XP_018484613.1, XP_018450914.1
OG0001125	Cg006G214750	XP_018459283.1
OG0001125	Cg005G170980	XP_018482491.1, XP_018436363.1, XP_018475583.1
OG0001127	Cg006G231330	XP_018462460.1, XP_018488197.1, XP_018451217.1
OG0001127	Cg002G074740	XP_018462817.1
OG0001128	Cg002G073250	XP_018455018.1, XP_018437634.1, XP_018481694.1, XP_018458396.1
OG0001128	Cg006G232370	XP_018437571.1, XP_018484771.1
OG0001129	Cg002G069980	XP_018435188.1, XP_018482952.1, XP_018482953.1
OG0001130	Cg002G065630	XP_018483668.1, XP_018441936.1, XP_018433113.1, XP_018457768.1
OG0001130	Cg001G038590	XP_018484726.1, XP_018449935.1
OG0001131	Cg001G014890	XP_018445628.1
OG0001131	Cg003G104840	XP_018454333.1, XP_018454332.1
OG0001132	Cg008G283760	XP_018472949.1, XP_018470609.1
OG0001132	Cg004G125310	XP_018435331.1, XP_018488308.1
OG0001133	Cg001G013830	XP_018470805.1, XP_018447944.1
OG0001133	Cg003G102440	XP_018452071.1, XP_018470574.1
OG0001134	Cg008G293580	XP_018470782.1, XP_018445464.1, XP_018445550.1
OG0001135	Cg003G112830	XP_018458200.1, XP_018439358.1, XP_018491643.1, XP_018491637.1
OG0001135	Cg008G290350	XP_018446855.1, XP_018468596.1
OG0001136	Cg001G023060	XP_018468897.1, XP_018447495.1, XP_018483857.1
OG0001136	Cg008G324330	XP_018478656.1, XP_018452254.1
OG0001137	Cg008G322450	XP_018442067.1, XP_018452096.1
OG0001137	Cg001G021400	XP_018480585.1, XP_018468493.1
OG0001138	Cg001G018720	XP_018450871.1, XP_018463146.1, XP_018450766.1
OG0001139	Cg006G218740	XP_018475616.1, XP_018469208.1, XP_018475617.1, XP_018461605.1
OG0001139	Cg006G219310	XP_018447716.1, XP_018436098.1
OG0001140	Cg001G004010	XP_018459445.1, XP_018454959.1, XP_018480787.1, XP_018448120.1
OG0001140	Cg004G153980	XP_018490047.1, XP_018453378.1
OG0001141	Cg002G060590, Cg002G060560	XP_018440640.1
OG0001142	Cg004G139820	XP_018486237.1, XP_018459666.1
OG0001142	Cg008G310310, Cg008G308650, Cg001G027020	XP_018463472.1, XP_018449306.1
OG0001143	Cg005G160690	XP_018482059.1, XP_018465594.1, XP_018474803.1, XP_018467285.1
OG0001143	Cg002G046010	XP_018485142.1, XP_018443593.1, XP_018489522.1
OG0001144	Cg002G046480	XP_018486958.1, XP_018459089.1
OG0001144	Cg005G161340	XP_018480834.1, XP_018480730.1, XP_018480776.1, XP_018437003.1
OG0001145	Cg004G121230	XP_018492643.1, XP_018487418.1
OG0001146	Cg005G164350	XP_018473121.1, XP_018474623.1, XP_018440748.1
OG0001146	Cg004G125930	XP_018490766.1
OG0001147	Cg008G300070	XP_018465176.1, XP_018472169.1, XP_018442486.1
OG0001147	Cg007G247600	XP_018455236.1, XP_018453076.1, XP_018456917.1
OG0001148	Cg003G112480	XP_018486330.1, XP_018486336.1, XP_018452445.1, XP_018437533.1
OG0001148	Cg008G290070	XP_018468451.1
OG0001149	Cg002G055650	XP_018450578.1, XP_018485038.1, XP_018440173.1, XP_018480373.1
OG0001149	Cg003G115540	XP_018441256.1, XP_018437504.1
OG0001150	Cg008G296400	XP_018472832.1, XP_018442292.1
OG0001150	Cg004G117690	XP_018440953.1, XP_018491071.1
OG0001151	Cg004G122810	XP_018493554.1, XP_018492484.1
OG0001152	Cg002G049980	XP_018462535.1, XP_018432719.1, XP_018459226.1
OG0001152	Cg005G165500	XP_018462550.1, XP_018461161.1, XP_018433749.1, XP_018463991.1
OG0001153	Cg002G053920	XP_018484175.1, XP_018432681.1
OG0001154	Cg007G275700	XP_018442373.1, XP_018448305.1, XP_018442873.1
OG0001154	Cg006G226550	XP_018440214.1, XP_018432666.1
OG0001155	Cg007G276600	XP_018445638.1, XP_018445634.1, XP_018467219.1
OG0001155	Cg006G225740	XP_018447475.1, XP_018434818.1, XP_018466870.1, XP_018435355.1
OG0001156	Cg006G222320	XP_018481364.1, XP_018448131.1, XP_018449768.1
OG0001156	Cg007G270860	XP_018465819.1, XP_018471527.1, XP_018453457.1
OG0001157	Cg006G234530	XP_018437946.1, XP_018465402.1
OG0001159	Cg007G277290	XP_018443201.1, XP_018445856.1
OG0001159	Cg007G277280	XP_018480129.1, XP_018477759.1, XP_018477760.1, XP_018445857.1
OG0001160	Cg006G194790	XP_018439320.1
OG0001160	Cg004G129290	XP_018486503.1
OG0001161	Cg004G138130	XP_018459590.1, XP_018485702.1
OG0001161	Cg006G198140	XP_018449140.1, XP_018444133.1
OG0001162	Cg006G200430, Cg006G200420	XP_018449864.1, XP_018459859.1, XP_018459858.1, XP_018486921.1
OG0001165	Cg008G291840	XP_018487320.1
OG0001165	Cg008G291830	XP_018446492.1, XP_018467562.1
OG0001166	Cg005G192670	XP_018467686.1
OG0001169	Cg003G101340	XP_018476575.1
OG0001170	Cg004G121090	XP_018488323.1
OG0001170	Cg008G306930	XP_018441549.1
OG0001171	Cg007G250050	XP_018458645.1, XP_018434204.1, XP_018452576.1
OG0001171	Cg006G234970	XP_018466739.1
OG0001172	Cg006G232130	XP_018483111.1
OG0001173	Cg001G014610	XP_018472235.1
OG0001173	Cg007G246030	XP_018454013.1
OG0001174	Cg004G126410	XP_018432714.1, XP_018434691.1, XP_018461712.1
OG0001175	Cg003G103460	XP_018472296.1, XP_018475868.1, XP_018455853.1
OG0001175	Cg001G014230	XP_018479086.1
OG0001176	Cg003G113430	XP_018457790.1, XP_018492299.1, XP_018492155.1
OG0001176	Cg008G290890	XP_018446600.1, XP_018472105.1
OG0001177	Cg008G288780, Cg008G288740	XP_018470445.1, XP_018470447.1
OG0001178	Cg008G288600	XP_018468287.1, XP_018443352.1
OG0001179	Cg001G022060	XP_018470886.1
OG0001179	Cg004G142320	XP_018493492.1
OG0001180	Cg001G021120	XP_018451251.1, XP_018470207.1, XP_018472406.1
OG0001180	Cg008G321960	XP_018433185.1, XP_018483781.1
OG0001181	Cg001G019240	XP_018480642.1, XP_018477464.1
OG0001181	Cg003G093720, Cg003G080260	XP_018452346.1, XP_018472664.1
OG0001182	Cg005G172520	XP_018476255.1, XP_018434776.1
OG0001182	Cg006G217770	XP_018460110.1, XP_018485375.1
OG0001183	Cg001G004390	XP_018450393.1, XP_018450394.1
OG0001183	Cg004G153780	XP_018457101.1, XP_018452146.1, XP_018485426.1, XP_018466323.1, XP_018441113.1
OG0001184	Cg002G044820	XP_018484385.1, XP_018492511.1
OG0001184	Cg005G159110	XP_018477395.1
OG0001185	Cg002G045090	XP_018491007.1, XP_018490477.1, XP_018446193.1
OG0001185	Cg005G159410	XP_018438223.1, XP_018438034.1, XP_018475250.1, XP_018475258.1, XP_018465208.1
OG0001186	Cg002G047160	XP_018444080.1
OG0001187	Cg005G174350	XP_018436975.1, XP_018475297.1
OG0001187	Cg006G241080	XP_018447601.1, XP_018486734.1
OG0001188	Cg008G287300	XP_018445710.1
OG0001189	Cg004G116380	XP_018465216.1, XP_018432711.1, XP_018491986.1
OG0001189	Cg008G294620	XP_018473693.1, XP_018446791.1, XP_018472373.1
OG0001190	Cg004G119630	XP_018441868.1, XP_018485749.1
OG0001190	Cg008G298530	XP_018476775.1, XP_018444469.1, XP_018471678.1, XP_018461628.1
OG0001191	Cg008G307010	XP_018478965.1, XP_018441789.1
OG0001191	Cg004G121020	XP_018491655.1, XP_018465272.1, XP_018488546.1
OG0001192	Cg001G025140	XP_018483742.1, XP_018470026.1
OG0001192	Cg005G183680	XP_018465270.1
OG0001192	Cg007G255020, Cg004G122780	XP_018451544.1
OG0001193	Cg002G050810	XP_018484534.1, XP_018484531.1, XP_018493159.1
OG0001193	Cg005G166430	XP_018472629.1
OG0001194	Cg002G050410	XP_018490672.1, XP_018467611.1, XP_018477637.1
OG0001194	Cg004G124170	XP_018440503.1, XP_018493113.1
OG0001195	Cg006G228580	XP_018450128.1, XP_018450129.1, XP_018460497.1, XP_018489796.1, XP_018486107.1
OG0001195	Cg007G272970	XP_018455571.1, XP_018460563.1, XP_018460572.1, XP_018463057.1, XP_018444605.1
OG0001196	Cg007G275540	XP_018464652.1, XP_018464065.1, XP_018468725.1, XP_018469121.1
OG0001196	Cg006G226650	XP_018460798.1
OG0001197	Cg002G052040	XP_018451030.1, XP_018489705.1, XP_018491682.1
OG0001198	Cg008G306610, Cg002G070510, Cg002G070500, Cg008G309460, Cg008G311280	XP_018438840.1, XP_018454056.1, XP_018454057.1, XP_018479319.1
OG0001200	Cg008G300360	XP_018468467.1
OG0001200	Cg007G253590	XP_018450200.1
OG0001201	Cg008G303350	XP_018454750.1, XP_018454761.1
OG0001201	Cg002G058230	XP_018434134.1, XP_018493448.1
OG0001202	Cg002G056710	XP_018434765.1
OG0001203	Cg002G063680, Cg002G063670	XP_018441144.1, XP_018475259.1
OG0001204	Cg001G026220	XP_018447877.1
OG0001205	Cg006G196520	XP_018469523.1, XP_018447839.1
OG0001205	Cg004G131500	XP_018434754.1, XP_018466262.1, XP_018459439.1
OG0001207	Cg001G025150	XP_018470027.1, XP_018483743.1
OG0001207	Cg004G133340	XP_018463464.1, XP_018488920.1, XP_018489241.1
OG0001208	Cg006G200330	XP_018459861.1, XP_018447239.1
OG0001208	Cg004G135500	XP_018434145.1, XP_018491136.1
OG0001209	Cg006G200050	XP_018447131.1
OG0001209	Cg004G135770	XP_018491680.1, XP_018493490.1, XP_018439796.1
OG0001210	Cg006G199410	XP_018477279.1
OG0001213	Cg005G180180, Cg002G062900	XP_018487577.1, XP_018487578.1
OG0001218	Cg004G120650	XP_018487417.1
OG0001218	Cg004G120860	XP_018486113.1
OG0001219	Cg002G050710, Cg002G050720, Cg002G050700, Cg002G050730	XP_018443653.1
OG0001220	Cg008G302410	XP_018475474.1, XP_018463996.1, XP_018474248.1, XP_018474246.1, XP_018474249.1
OG0001222	Cg001G009340	XP_018483241.1, XP_018465116.1, XP_018451238.1, XP_018450426.1, XP_018471939.1
OG0001222	Cg005G190280	XP_018465880.1
OG0001223	Cg004G151570	XP_018489238.1
OG0001223	Cg001G006340	XP_018449833.1, XP_018465585.1, XP_018482101.1, XP_018471140.1
OG0001224	Cg006G236860	XP_018434605.1, XP_018448982.1, XP_018448981.1
OG0001224	Cg007G254410	XP_018467266.1
OG0001225	Cg002G071800	XP_018484847.1, XP_018434309.1, XP_018435182.1, XP_018434984.1, XP_018437148.1
OG0001226	Cg002G068750	XP_018481777.1, XP_018481782.1, XP_018440923.1
OG0001227	Cg004G125220	XP_018434911.1, XP_018487453.1, XP_018487083.1
OG0001227	Cg008G283590	XP_018445525.1
OG0001229	Cg003G104400, Cg003G104390	XP_018473131.1
OG0001230	Cg003G109500	XP_018439421.1, XP_018492573.1
OG0001230	Cg008G288170	XP_018476180.1, XP_018470706.1
OG0001231	Cg003G109620	XP_018437444.1
OG0001231	Cg008G288120	XP_018469262.1, XP_018444463.1, XP_018475288.1
OG0001232	Cg001G021840	XP_018450916.1
OG0001233	Cg001G018030	XP_018471581.1, XP_018478670.1, XP_018478611.1
OG0001233	Cg003G081780	XP_018452168.1, XP_018474794.1
OG0001234	Cg007G276000	XP_018446199.1
OG0001234	Cg006G204240	XP_018486206.1
OG0001234	Cg008G318320	XP_018455089.1
OG0001235	Cg004G153370	XP_018441930.1
OG0001235	Cg001G004760	XP_018451821.1, XP_018448115.1, XP_018444337.1
OG0001236	Cg001G026560	XP_018451537.1
OG0001236	Cg005G174380	XP_018467491.1, XP_018437228.1
OG0001237	Cg005G159820	XP_018480207.1, XP_018479129.1, XP_018436605.1
OG0001238	Cg005G159930	XP_018480918.1, XP_018479154.1, XP_018439973.1
OG0001238	Cg002G045510	XP_018491597.1, XP_018491668.1
OG0001239	Cg002G046620	XP_018445552.1, XP_018491107.1, XP_018491108.1
OG0001239	Cg005G161640	XP_018461829.1
OG0001240	Cg005G162100	XP_018484217.1
OG0001241	Cg005G162180	XP_018472676.1
OG0001241	Cg005G162190	XP_018474856.1, XP_018481275.1
OG0001242	Cg008G284010	XP_018476601.1, XP_018471714.1, XP_018445240.1
OG0001242	Cg004G125410	XP_018487458.1
OG0001243	Cg008G300100	XP_018465831.1
OG0001243	Cg007G267180	XP_018461640.1, XP_018445339.1
OG0001245	Cg002G055890	XP_018484494.1
OG0001245	Cg006G234390, Cg003G115430	XP_018441873.1
OG0001246	Cg006G244060, Cg006G243850	XP_018492235.1, XP_018460526.1
OG0001246	Cg014G331800, Cg003G077850	XP_018460594.1, XP_018460593.1
OG0001247	Cg003G078950, Cg003G095000	XP_018475699.1
OG0001247	Cg004G123700	XP_018487093.1, XP_018487091.1
OG0001248	Cg006G238630, Cg006G238650, Cg006G238680	XP_018483598.1
OG0001249	Cg005G167910	XP_018473044.1, XP_018483369.1
OG0001249	Cg005G167900	XP_018474047.1, XP_018476023.1
OG0001250	Cg008G295770	XP_018476624.1, XP_018446583.1
OG0001250	Cg004G117160	XP_018492657.1, XP_018493426.1
OG0001251	Cg004G117450	XP_018490821.1, XP_018460307.1, XP_018460304.1, XP_018437242.1
OG0001251	Cg008G296090	XP_018475126.1, XP_018474864.1, XP_018442177.1
OG0001252	Cg004G117720	XP_018492613.1, XP_018489306.1
OG0001253	Cg004G121410	XP_018438852.1, XP_018433453.1, XP_018489561.1, XP_018490260.1
OG0001253	Cg008G306620	XP_018455378.1, XP_018479320.1
OG0001254	Cg006G198330	XP_018489356.1, XP_018447822.1
OG0001254	Cg005G170720	XP_018478696.1, XP_018482918.1, XP_018476036.1
OG0001255	Cg007G279110	XP_018444731.1, XP_018455357.1
OG0001255	Cg006G228810	XP_018479365.1, XP_018465080.1, XP_018466496.1
OG0001256	Cg007G273220	XP_018453047.1, XP_018456867.1
OG0001256	Cg006G228440	XP_018450895.1, XP_018439463.1, XP_018436764.1, XP_018444933.1
OG0001257	Cg007G273640	XP_018457508.1, XP_018463365.1
OG0001257	Cg006G228180	XP_018473049.1, XP_018438119.1
OG0001258	Cg006G227160	XP_018438286.1, XP_018483910.1, XP_018449997.1, XP_018449968.1
OG0001258	Cg007G275140	XP_018443000.1
OG0001259	Cg006G226450	XP_018449572.1
OG0001259	Cg007G275770	XP_018472303.1
OG0001260	Cg004G152090	XP_018468796.1, XP_018466180.1
OG0001261	Cg006G231600	XP_018433007.1, XP_018443458.1
OG0001261	Cg002G074260	XP_018462380.1, XP_018438066.1, XP_018463000.1, XP_018452629.1, XP_018465866.1
OG0001262	Cg006G231710	XP_018471622.1
OG0001262	Cg006G231700, Cg006G231720	XP_018437618.1, XP_018437616.1, XP_018471892.1
OG0001263	Cg006G233660	XP_018486357.1, XP_018438328.1
OG0001264	Cg004G129230	XP_018437678.1, XP_018488493.1, XP_018492552.1
OG0001264	Cg006G194710	XP_018449829.1, XP_018448976.1
OG0001265	Cg006G198180	XP_018465467.1, XP_018441582.1, XP_018449138.1
OG0001265	Cg004G138100	XP_018486525.1, XP_018493168.1, XP_018492179.1
OG0001267	Cg008G320730	XP_018452669.1, XP_018477920.1, XP_018482122.1
OG0001269	Cg006G217300, Cg006G217240, Cg006G217330	XP_018474094.1, XP_018474095.1
