Orthogroup	Cardamine_glauca	Euclidium_syriacum
OG0001828	Cg002G046420	ESY1_g12002_DN3_SP8_c0.t1
OG0001830	Cg002G047930	ESY1_g11436_DN3_SP0_c0.t1
OG0001831	Cg008G325190, Cg008G325180	ESY10_g14771_DN3_SP0_c0.t1, ESY10_g14764_DN3_SP0_c0.t1
OG0001834	Cg006G230120, Cg006G230110	ESY5_g2968_DN2_SP0_c0.t1, ESY5_g2967_DN3_SP0_c0.t1, ESY2_g36307_DN3_SP0_c0.t1, ESY5_g2966_DN3_SP0_c0.t1
OG0001835	Cg006G225840, Cg006G225830	ESY5_g3980_DN2_SP0_c0.t1
OG0001836	Cg007G248190	ESY2_g33722_DN3_SP0_c0.t1
OG0001837	Cg008G285890, Cg008G285910, Cg008G285900	ESY7_g18980_DN3_SP0_c0.t1
OG0001838	Cg001G023530, Cg001G023520	ESY9_g42443_DN3_SP0_c0.t1
OG0001839	Cg005G181910	ESY7_g19541_DN3_SP0_c0.t1
OG0001840	Cg008G322320	ESY7_g16771_DN2_SP0_c0.t1
OG0001844	Cg001G011270	ESY4_g24312_DN3_SP0_c0.t1
OG0001844	Cg004G156110	ESY11_g54693_DN2_SP0_c0.t1
OG0001845	Cg001G010070	ESY4_g24623_DN3_SP0_c0.t1
OG0001846	Cg004G153020	ESY11_g53957_DN3_SP8_c0.t1
OG0001846	Cg001G004950	ESY4_g25432_DN3_SP8_c0.t1
OG0001847	Cg001G024340	ESY16_g61540_DN3_SP1_c0.t1
OG0001847	Cg001G024360	ESY16_g61537_DN3_SP0_c0.t1
OG0001848	Cg007G251110	ESY2_g34039_DN3_SP5_c0.t1
OG0001848	Cg006G235570	ESY5_g3479_DN3_SP2_c0.t1
OG0001850	Cg004G147270, Cg007G255340, Cg002G071400, Cg001G008770	ESY10_g13775_DN2_SP0_c0.t1
OG0001850	Cg001G041720	ESY8_g60167_DN3_SP0_c0.t1
OG0001851	Cg001G041370, Cg002G071020	ESY10_g13679_DN3_SP8_c0.t1, ESY8_g60245_DN3_SP7_c0.t1
OG0001852	Cg001G039720	ESY8_g60800_DN3_SP3_c0.t1
OG0001852	Cg002G070160	ESY2_g34549_DN3_SP2_c0.t1
OG0001853	Cg002G062660	ESY1_g10659_DN3_SP0_c31.t1, ESY1_g10417_DN3_SP0_c0.t1
OG0001853	Cg007G266230	ESY2_g35225_DN3_SP0_c0.t1
OG0001854	Cg007G264690	ESY2_g35295_DN3_SP0_c5.t1
OG0001855	Cg007G262790, Cg001G020400	ESY2_g35340_DN3_SP3_c0.t1
OG0001856	Cg007G247900	ESY2_g33675_DN3_SP0_c18.t1
OG0001856	Cg006G233800	ESY5_g3758_DN3_SP0_c19.t1
OG0001857	Cg001G014630	ESY13_g56114_DN3_SP8_c0.t1
OG0001857	Cg003G104540	ESY6_g48365_DN3_SP8_c9.t1
OG0001858	Cg008G284930	ESY7_g19155_DN3_SP5_c0.t1
OG0001858	Cg004G125890	ESY4_g22335_DN2_SP0_c0.t1, ESY3_g31066_DN3_SP7_c0.t1
OG0001859	Cg004G126170	ESY3_g31109_DN3_SP8_c0.t1
OG0001859	Cg008G285340	ESY7_g19078_DN3_SP8_c0.t1
OG0001860	Cg008G286400, Cg004G126930	ESY3_g31222_DN3_SP8_c0.t1
OG0001862	Cg008G287380	ESY7_g18739_DN3_SP0_c0.t1
OG0001862	Cg004G127640	ESY3_g31306_DN3_SP0_c0.t1
OG0001863	Cg001G015560	ESY13_g56757_DN3_SP8_c0.t1
OG0001863	Cg003G097980	ESY6_g46333_DN3_SP3_c0.t1
OG0001864	Cg003G101710, Cg001G013450	ESY6_g47873_DN3_SP8_c0.t1
OG0001865	Cg003G101910	ESY6_g47914_DN3_SP8_c0.t1
OG0001865	Cg001G013530	ESY16_g62300_DN3_SP8_c0.t1
OG0001866	Cg003G102150	ESY6_g47958_DN3_SP7_c0.t1
OG0001866	Cg001G013670	ESY16_g62343_DN3_SP8_c0.t1
OG0001867	Cg003G105080, Cg001G014910	ESY6_g48439_DN3_SP0_c0.t1
OG0001868	Cg008G300020	ESY6_g49890_DN3_SP0_c0.t1
OG0001868	Cg008G292560	ESY7_g18298_DN3_SP2_c0.t1
OG0001869	Cg003G113620	ESY6_g50474_DN3_SP7_c0.t1
OG0001869	Cg008G290990	ESY7_g18057_DN3_SP8_c0.t1
OG0001870	Cg003G113390	ESY6_g50506_DN3_SP0_c0.t1
OG0001871	Cg008G290450, Cg008G290460	ESY7_g17959_DN3_SP0_c0.t1, ESY7_g17958_DN2_SP0_c0.t1
OG0001872	Cg008G290300	ESY7_g17933_DN3_SP8_c0.t1
OG0001873	Cg008G289920	ESY7_g17864_DN3_SP0_c0.t1
OG0001873	Cg008G289910	ESY7_g17863_DN3_SP0_c0.t1, ESY5_g2998_DN3_SP0_c0.t1
OG0001875	Cg008G289020	ESY7_g18652_DN3_SP8_c0.t1
OG0001875	Cg008G302820	ESY6_g50205_DN3_SP8_c0.t1
OG0001876	Cg003G108710	ESY6_g49567_DN3_SP4_c0.t1
OG0001876	Cg008G288830	ESY7_g18632_DN3_SP0_c0.t1
OG0001877	Cg008G288220, Cg003G109410	ESY6_g49462_DN3_SP0_c0.t1
OG0001878	Cg001G023500	ESY9_g42446_DN3_SP4_c0.t1
OG0001878	Cg008G324870	ESY10_g14835_DN3_SP8_c0.t1
OG0001879	Cg001G022970	ESY9_g42527_DN2_SP0_c0.t1
OG0001879	Cg008G324190	ESY10_g15008_DN3_SP0_c0.t1
OG0001880	Cg008G323690, Cg001G022640	ESY9_g42614_DN3_SP0_c23.t1
OG0001881	Cg001G020010, Cg001G020020	ESY2_g37441_DN2_SP0_c0.t1, ESY9_g43386_DN3_SP0_c0.t1
OG0001882	Cg003G080130, Cg003G093870	ESY7_g16427_DN2_SP0_c0.t1
OG0001882	Cg001G019450	ESY9_g43630_DN3_SP0_c0.t1
OG0001883	Cg003G080300, Cg003G093680	ESY7_g16360_DN3_SP8_c0.t1
OG0001883	Cg001G019180	ESY9_g43570_DN3_SP8_c0.t1
OG0001885	Cg006G212690, Cg003G083760	ESY18_g64120_DN3_SP8_c43.t1
OG0001886	Cg006G209210	ESY14_g20780_DN3_SP8_c0.t1
OG0001886	Cg003G085420	ESY19_g41454_DN3_SP8_c0.t1
OG0001887	Cg003G087020	ESY19_g41765_DN3_SP0_c0.t1
OG0001887	Cg006G208180	ESY14_g21401_DN3_SP0_c0.t1
OG0001888	Cg006G217650, Cg005G172470	ESY4_g23055_DN3_SP0_c0.t1
OG0001889	Cg004G154510	ESY11_g54272_DN3_SP8_c0.t1
OG0001889	Cg001G003610	ESY4_g26253_DN3_SP1_c0.t1
OG0001890	Cg001G002130	ESY4_g26618_DN3_SP0_c0.t1
OG0001890	Cg001G002140	ESY4_g26619_DN3_SP1_c0.t1, ESY4_g26620_DN3_SP0_c0.t1
OG0001891	Cg001G014780	ESY13_g56259_DN3_SP8_c0.t1
OG0001891	Cg006G235300	ESY5_g3527_DN3_SP0_c13.t1, ESY5_g3526_DN3_SP4_c6.t1
OG0001892	Cg008G318560	ESY1_g5965_DN3_SP0_c0.t1
OG0001892	Cg006G218920	ESY2_g35208_DN3_SP0_c0.t1
OG0001893	Cg003G083700, Cg003G083710	ESY18_g64077_DN3_SP0_c60.t1
OG0001894	Cg005G166250	ESY9_g45649_DN3_SP7_c0.t1
OG0001894	Cg003G080840, Cg003G080810, Cg003G080830	ESY7_g16175_DN3_SP2_c0.t1
OG0001895	Cg008G324900	ESY10_g14834_DN3_SP0_c0.t1
OG0001896	Cg004G120030, Cg004G123520	ESY3_g31376_DN2_SP0_c0.t1
OG0001897	Cg004G141480	ESY3_g28200_DN3_SP4_c0.t1
OG0001897	Cg001G028610	ESY27_g13543_DN3_SP0_c0.t1
OG0001898	Cg004G139990	ESY3_g28843_DN3_SP0_c0.t1
OG0001898	Cg001G027070	ESY22_g40825_DN3_SP0_c0.t1
OG0001899	Cg001G026590	ESY22_g41118_DN3_SP0_c0.t1
OG0001899	Cg004G139260	ESY3_g28937_DN3_SP0_c0.t1
OG0001900	Cg002G060120	ESY1_g11324_DN2_SP0_c0.t1, ESY2_g35323_DN2_SP0_c0.t1
OG0001900	Cg001G042660	ESY8_g60034_DN3_SP8_c0.t1
OG0001901	Cg005G157830	ESY10_g14221_DN3_SP6_c14.t1
OG0001901	Cg002G043990	ESY1_g12494_DN3_SP5_c17.t1
OG0001902	Cg002G044530	ESY1_g12415_DN3_SP0_c0.t1
OG0001902	Cg005G158680	ESY12_g51374_DN3_SP0_c0.t1
OG0001903	Cg002G045960	ESY1_g12133_DN3_SP0_c0.t1
OG0001903	Cg005G160630	ESY12_g51946_DN3_SP0_c0.t1
OG0001905	Cg002G046600	ESY1_g11928_DN3_SP8_c0.t1
OG0001905	Cg005G161630	ESY12_g52114_DN3_SP4_c0.t1
OG0001907	Cg002G058500	ESY1_g9190_DN3_SP0_c0.t1
OG0001908	Cg003G111300	ESY6_g49676_DN3_SP0_c0.t1
OG0001908	Cg005G181890, Cg005G181870, Cg001G004960, Cg001G005050	ESY4_g25456_DN2_SP0_c0.t1, ESY4_g25457_DN1_SP0_c70.t1
OG0001910	Cg003G094400, Cg003G079620	ESY8_g58230_DN3_SP0_c0.t1
OG0001910	Cg006G242780	ESY5_g5123_DN3_SP2_c0.t1
OG0001911	Cg008G319040	ESY20_g12869_DN2_SP0_c0.t1
OG0001911	Cg006G242110	ESY5_g5029_DN3_SP0_c0.t1
OG0001912	Cg005G174640	ESY8_g58366_DN3_SP8_c0.t1
OG0001912	Cg006G240840	ESY5_g4817_DN3_SP8_c5.t1
OG0001913	Cg006G240590	ESY5_g4771_DN3_SP0_c0.t1
OG0001913	Cg005G174970	ESY8_g58418_DN3_SP3_c0.t1
OG0001914	Cg005G175220, Cg005G173750	ESY8_g59122_DN3_SP0_c0.t1, ESY8_g59136_DN3_SP0_c0.t1, ESY8_g58455_DN3_SP0_c0.t1, ESY8_g58459_DN3_SP0_c0.t1, ESY6_g46418_DN3_SP0_c0.t1
OG0001915	Cg005G175440	ESY8_g58543_DN3_SP1_c0.t1
OG0001915	Cg006G240040	ESY5_g4706_DN3_SP0_c0.t1
OG0001916	Cg006G238770	ESY5_g4539_DN3_SP8_c0.t1
OG0001916	Cg005G177360	ESY8_g58762_DN3_SP6_c0.t1
OG0001917	Cg005G178460	ESY8_g58894_DN3_SP0_c0.t1
OG0001917	Cg006G238320	ESY5_g4476_DN3_SP0_c0.t1
OG0001918	Cg004G141240	ESY8_g58508_DN3_SP0_c0.t1, ESY8_g59201_DN3_SP7_c0.t1
OG0001918	Cg005G185230	ESY8_g59002_DN3_SP0_c14.t1, ESY8_g59202_DN3_SP0_c0.t1
OG0001919	Cg008G294560	ESY7_g17621_DN3_SP0_c0.t1
OG0001920	Cg008G296670	ESY7_g17307_DN3_SP2_c0.t1
OG0001920	Cg004G117860	ESY3_g32448_DN3_SP5_c0.t1
OG0001921	Cg008G296700	ESY7_g17303_DN3_SP8_c0.t1
OG0001921	Cg004G117920	ESY3_g32442_DN3_SP8_c0.t1
OG0001922	Cg004G121450	ESY3_g31668_DN3_SP0_c0.t1
OG0001922	Cg008G306560	ESY10_g15421_DN3_SP4_c0.t1
OG0001923	Cg005G166980	ESY9_g45480_DN3_SP0_c0.t1
OG0001923	Cg002G051450	ESY1_g10797_DN3_SP0_c0.t1
OG0001926	Cg005G168180	ESY9_g45244_DN3_SP6_c0.t1
OG0001926	Cg002G054980	ESY1_g10257_DN3_SP8_c0.t1
OG0001927	Cg007G281010	ESY2_g36581_DN3_SP7_c0.t1
OG0001927	Cg006G230230	ESY5_g2952_DN3_SP8_c0.t1
OG0001928	Cg007G279130	ESY2_g36101_DN3_SP0_c0.t1
OG0001928	Cg006G228830	ESY5_g4365_DN3_SP0_c0.t1
OG0001929	Cg006G228260	ESY5_g4279_DN3_SP0_c0.t1
OG0001929	Cg007G273470	ESY2_g35879_DN3_SP8_c0.t1
OG0001930	Cg006G227330	ESY5_g4165_DN3_SP0_c0.t1
OG0001930	Cg007G274820	ESY2_g34962_DN3_SP0_c0.t1
OG0001931	Cg007G275220	ESY2_g35004_DN3_SP8_c0.t1
OG0001931	Cg006G227090	ESY5_g4143_DN3_SP8_c0.t1
OG0001932	Cg006G226620	ESY5_g4078_DN3_SP5_c0.t1
OG0001932	Cg007G275580	ESY2_g35979_DN3_SP0_c0.t1
OG0001933	Cg006G224820, Cg007G277470	ESY2_g34689_DN3_SP8_c0.t1
OG0001934	Cg006G223800, Cg007G278640	ESY2_g35055_DN3_SP8_c0.t1
OG0001935	Cg006G222700	ESY5_g2128_DN3_SP1_c0.t1
OG0001935	Cg007G271240	ESY2_g35605_DN3_SP6_c0.t1
OG0001936	Cg001G011470	ESY2_g35504_DN1_SP0_c0.t1
OG0001937	Cg006G221060, Cg007G269890	ESY2_g35424_DN3_SP8_c0.t1
OG0001938	Cg006G219370, Cg006G219360	ESY13_g57899_DN3_SP0_c0.t1, ESY13_g57895_DN3_SP0_c0.t1
OG0001939	Cg005G193460	ESY4_g26831_DN3_SP6_c0.t1
OG0001940	Cg006G244350	ESY5_g5565_DN3_SP0_c0.t1
OG0001940	Cg008G284520	ESY15_g64694_DN3_SP0_c0.t1
OG0001941	Cg008G299530	ESY6_g50693_DN3_SP0_c0.t1, ESY6_g50694_DN3_SP0_c0.t1, ESY6_g50625_DN3_SP0_c0.t1, ESY10_g14390_DN3_SP0_c1.t1
OG0001941	Cg008G299540	ESY7_g17578_DN3_SP0_c0.t1, ESY7_g18273_DN3_SP0_c0.t1, ESY7_g18274_DN3_SP0_c0.t1
OG0001942	Cg003G083690	ESY3_g30305_DN2_SP3_c2.t1
OG0001943	Cg004G127510	ESY3_g31324_DN3_SP8_c0.t1
OG0001944	Cg004G127300	ESY3_g31273_DN3_SP2_c0.t1
OG0001944	Cg008G287040	ESY7_g18785_DN3_SP0_c0.t1
OG0001945	Cg008G304280, Cg002G057330	ESY6_g50042_DN2_SP0_c0.t1
OG0001946	Cg002G058130	ESY1_g9306_DN3_SP0_c0.t1
OG0001948	Cg008G301990, Cg002G063750	ESY6_g49046_DN3_SP0_c0.t1
OG0001949	Cg008G300890	ESY6_g49206_DN3_SP0_c0.t1
OG0001949	Cg002G063550	ESY1_g12204_DN3_SP0_c0.t1
OG0001950	Cg004G129880	ESY3_g30303_DN3_SP8_c0.t1
OG0001950	Cg006G195270	ESY2_g36239_DN3_SP8_c0.t1
OG0001951	Cg004G131100	ESY3_g30509_DN3_SP8_c0.t1
OG0001951	Cg006G196380	ESY2_g36912_DN3_SP8_c0.t1
OG0001952	Cg004G133180	ESY3_g29902_DN2_SP0_c0.t1
OG0001953	Cg006G199870	ESY2_g37612_DN3_SP0_c0.t1
OG0001954	Cg008G293100	ESY7_g18387_DN3_SP3_c0.t1
OG0001954	Cg004G137720	ESY3_g29170_DN3_SP8_c0.t1
OG0001955	Cg006G198080	ESY2_g37230_DN3_SP8_c0.t1
OG0001955	Cg004G138250	ESY3_g29094_DN3_SP4_c0.t1
OG0001956	Cg004G150220, Cg004G151090, Cg001G006210	ESY4_g25768_DN3_SP3_c0.t1
OG0001957	Cg005G171880, Cg006G215940	ESY9_g45599_DN3_SP8_c0.t1
OG0001958	Cg004G148740	ESY11_g53438_DN3_SP0_c0.t1, ESY11_g53426_DN1_SP0_c0.t1
OG0001959	Cg002G046850	ESY1_g11874_DN3_SP0_c3.t1
OG0001960	Cg006G196690	ESY2_g36974_DN3_SP0_c0.t1
OG0001961	Cg006G199420	ESY2_g37478_DN3_SP7_c0.t1
OG0001962	Cg006G238750	ESY5_g4537_DN3_SP0_c0.t1
OG0001962	Cg008G308430	ESY5_g4530_DN3_SP0_c38.t1, ESY5_g4529_DN3_SP0_c40.t1
OG0001963	Cg003G078840, Cg014G330690	ESY4_g21982_DN2_SP0_c24.t1
OG0001968	Cg003G100990, Cg003G100980, Cg003G100970, Cg003G101000, Cg003G101380	ESY4_g25704_DN3_SP0_c98.t1, ESY4_g25705_DN3_SP0_c98.t1
OG0001971	Cg001G011360	ESY4_g24300_DN3_SP8_c0.t1
OG0001971	Cg004G156150	ESY11_g54705_DN3_SP0_c0.t1
OG0001972	Cg001G010150	ESY4_g24603_DN3_SP7_c0.t1
OG0001972	Cg004G154910	ESY11_g54354_DN3_SP8_c0.t1
OG0001973	Cg001G009520	ESY4_g24776_DN3_SP4_c0.t1
OG0001973	Cg005G190120	ESY8_g59471_DN3_SP0_c0.t1
OG0001974	Cg005G190380	ESY8_g59432_DN3_SP0_c0.t1
OG0001974	Cg001G009190	ESY4_g24872_DN3_SP0_c0.t1
OG0001975	Cg004G148270, Cg001G006690	ESY4_g25833_DN3_SP8_c12.t1
OG0001977	Cg005G170850	ESY9_g44020_DN3_SP8_c0.t1
OG0001977	Cg001G024570	ESY16_g61495_DN3_SP0_c0.t1
OG0001978	Cg007G249270	ESY2_g33867_DN3_SP6_c0.t1
OG0001978	Cg006G234700	ESY5_g3630_DN3_SP8_c0.t1
OG0001979	Cg002G074500	ESY10_g14383_DN3_SP8_c0.t1
OG0001979	Cg006G231410	ESY5_g2809_DN3_SP8_c0.t1
OG0001980	Cg002G074300	ESY10_g14345_DN3_SP8_c0.t1
OG0001980	Cg006G231560	ESY5_g2789_DN3_SP8_c0.t1
OG0001981	Cg006G232870	ESY5_g2581_DN3_SP8_c0.t1, ESY10_g13949_DN2_SP0_c0.t1
OG0001981	Cg002G072290	ESY10_g13946_DN3_SP5_c0.t1
OG0001982	Cg002G071980	ESY10_g13840_DN3_SP3_c0.t1
OG0001982	Cg006G233030	ESY5_g3875_DN3_SP3_c0.t1
OG0001983	Cg002G071310	ESY10_g13759_DN3_SP8_c0.t1
OG0001983	Cg001G041670	ESY8_g60170_DN3_SP8_c0.t1
OG0001984	Cg002G071100	ESY10_g13720_DN3_SP8_c18.t1
OG0001984	Cg001G041480	ESY8_g60227_DN3_SP8_c18.t1
OG0001985	Cg001G018290	ESY9_g43844_DN2_SP0_c0.t1
OG0001985	Cg006G233590	ESY2_g33619_DN2_SP0_c0.t1
OG0001986	Cg002G049560	ESY1_g11800_DN3_SP8_c0.t1
OG0001986	Cg005G164880	ESY12_g51054_DN3_SP3_c0.t1
OG0001987	Cg008G284890	ESY7_g19160_DN3_SP0_c0.t1
OG0001987	Cg004G125870	ESY3_g31060_DN3_SP8_c0.t1
OG0001988	Cg004G127010	ESY3_g31229_DN3_SP5_c0.t1
OG0001988	Cg008G286580	ESY7_g18859_DN3_SP8_c0.t1
OG0001989	Cg004G127190	ESY3_g31253_DN3_SP0_c0.t1
OG0001989	Cg008G286910	ESY3_g31255_DN3_SP0_c0.t1
OG0001990	Cg003G101490	ESY6_g47623_DN3_SP8_c0.t1
OG0001990	Cg001G013380	ESY16_g62246_DN3_SP0_c0.t1
OG0001991	Cg003G102370	ESY6_g47984_DN3_SP0_c0.t1
OG0001992	Cg001G014090	ESY16_g62488_DN3_SP2_c0.t1
OG0001992	Cg003G103210	ESY6_g48108_DN3_SP0_c0.t1
OG0001993	Cg003G103420	ESY6_g48164_DN3_SP7_c0.t1
OG0001993	Cg001G014210	ESY16_g62531_DN3_SP8_c0.t1
OG0001994	Cg003G105150, Cg001G014940	ESY6_g48456_DN3_SP8_c0.t1
OG0001995	Cg008G292670	ESY7_g18321_DN3_SP5_c0.t1
OG0001995	Cg008G299970	ESY6_g49885_DN3_SP5_c0.t1
OG0001996	Cg008G292180	ESY7_g18234_DN3_SP4_c0.t1
OG0001996	Cg008G305720, Cg008G305690	ESY6_g49915_DN2_SP0_c48.t1, ESY6_g49913_DN3_SP0_c0.t1
OG0001997	Cg008G290040	ESY7_g17894_DN3_SP8_c0.t1
OG0001997	Cg005G191980	ESY8_g59649_DN3_SP8_c0.t1
OG0001998	Cg008G289820	ESY7_g17845_DN3_SP0_c0.t1
OG0001998	Cg003G112140	ESY6_g50708_DN3_SP0_c0.t1
OG0001999	Cg008G288460	ESY7_g18566_DN3_SP0_c0.t1
OG0001999	Cg003G109300	ESY6_g49481_DN3_SP0_c0.t1
OG0002000	Cg003G109510	ESY6_g49446_DN3_SP6_c0.t1
OG0002000	Cg008G288160	ESY7_g18523_DN3_SP6_c0.t1
OG0002001	Cg008G324290	ESY10_g14977_DN3_SP0_c0.t1
OG0002001	Cg001G023040	ESY4_g25706_DN1_SP0_c0.t1, ESY9_g42511_DN3_SP0_c0.t1
OG0002002	Cg001G020780, Cg008G321440	ESY7_g16693_DN3_SP6_c0.t1
OG0002003	Cg001G018840	ESY9_g43734_DN3_SP8_c0.t1
OG0002003	Cg003G080670	ESY7_g16202_DN3_SP4_c0.t1
OG0002004	Cg003G081690	ESY18_g63047_DN3_SP6_c0.t1
OG0002004	Cg001G018110	ESY26_g42318_DN3_SP8_c0.t1
OG0002005	Cg003G082680	ESY18_g63679_DN3_SP0_c0.t1
OG0002005	Cg001G017140	ESY5_g1445_DN1_SP0_c0.t1, ESY23_g218_DN3_SP0_c0.t1
OG0002006	Cg001G017060	ESY23_g286_DN3_SP8_c0.t1
OG0002006	Cg003G083000	ESY18_g63815_DN3_SP6_c0.t1
OG0002007	Cg001G017040	ESY23_g290_DN3_SP0_c0.t1
OG0002008	Cg003G083540	ESY18_g64064_DN3_SP0_c0.t1
OG0002008	Cg006G213040	ESY23_g519_DN3_SP0_c0.t1
OG0002009	Cg006G202850, Cg006G202820, Cg006G202810	ESY4_g25013_DN1_SP0_c0.t1, ESY16_g61706_DN2_SP0_c0.t1, ESY16_g61709_DN2_SP0_c0.t1, ESY16_g61707_DN2_SP0_c0.t1, ESY16_g61710_DN2_SP0_c0.t1, ESY16_g61708_DN2_SP0_c0.t1, ESY16_g61711_DN2_SP0_c0.t1
OG0002010	Cg006G217820, Cg006G217490	ESY11_g53784_DN3_SP0_c0.t1
OG0002011	Cg006G217390, Cg006G217380, Cg006G217400	ESY4_g23222_DN3_SP0_c0.t1
OG0002012	Cg004G153600	ESY11_g54059_DN3_SP6_c0.t1
OG0002012	Cg001G004690	ESY4_g25363_DN3_SP6_c0.t1
OG0002013	Cg004G153680	ESY11_g54073_DN3_SP2_c0.t1
OG0002013	Cg001G004580	ESY4_g25326_DN3_SP2_c0.t1
OG0002014	Cg001G004160	ESY4_g26113_DN3_SP8_c0.t1
OG0002014	Cg004G153890	ESY11_g54130_DN3_SP1_c0.t1
OG0002015	Cg004G154780	ESY20_g12919_DN3_SP2_c0.t1, ESY11_g54324_DN3_SP0_c0.t1
OG0002015	Cg001G003370	ESY4_g26314_DN3_SP8_c0.t1
OG0002016	Cg005G191820	ESY8_g59634_DN3_SP0_c0.t1
OG0002016	Cg001G002510	ESY4_g26570_DN2_SP0_c0.t1
OG0002017	Cg001G001900	ESY4_g26649_DN3_SP0_c0.t1
OG0002017	Cg005G192410	ESY8_g59697_DN2_SP0_c0.t1
OG0002019	Cg006G214940, Cg005G170960	ESY16_g61934_DN3_SP7_c0.t1
OG0002021	Cg001G016980	ESY23_g308_DN3_SP8_c0.t1
OG0002021	Cg003G083080	ESY18_g63903_DN3_SP8_c0.t1
OG0002022	Cg006G228390	ESY5_g4311_DN3_SP0_c0.t1
OG0002022	Cg008G323480	ESY10_g15146_DN3_SP1_c0.t1
OG0002023	Cg004G140130	ESY3_g28742_DN3_SP8_c0.t1
OG0002023	Cg001G027250	ESY22_g40745_DN3_SP8_c0.t1
OG0002024	Cg001G026770, Cg004G139510	ESY3_g28888_DN3_SP1_c0.t1
OG0002026	Cg005G161020	ESY12_g52021_DN3_SP0_c0.t1, ESY3_g32258_DN3_SP0_c0.t1
OG0002028	Cg002G062060, Cg003G108150	ESY6_g48919_DN3_SP6_c0.t1
OG0002029	Cg003G077090, Cg014G332540	ESY20_g13046_DN3_SP3_c0.t1
OG0002030	Cg003G078650, Cg014G330900	ESY20_g13278_DN3_SP8_c0.t1
OG0002030	Cg006G243320	ESY5_g5245_DN3_SP8_c0.t1
OG0002031	Cg006G241780, Cg005G173460	ESY20_g12803_DN3_SP3_c0.t1
OG0002032	Cg005G174410	ESY20_g13334_DN3_SP7_c0.t1
OG0002033	Cg006G239480	ESY5_g4632_DN3_SP7_c0.t1
OG0002033	Cg005G176080	ESY8_g58596_DN3_SP8_c0.t1
OG0002034	Cg006G238580	ESY5_g4508_DN3_SP8_c0.t1
OG0002034	Cg005G177850	ESY8_g58826_DN3_SP8_c0.t1
OG0002035	Cg003G102560	ESY16_g62415_DN2_SP7_c0.t1
OG0002036	Cg008G296110	ESY7_g17401_DN3_SP7_c0.t1
OG0002036	Cg004G117460	ESY3_g32500_DN3_SP6_c0.t1
OG0002037	Cg008G296120	ESY7_g17399_DN3_SP0_c0.t1
OG0002037	Cg004G117480	ESY3_g32498_DN1_SP0_c0.t1
OG0002038	Cg004G133100	ESY3_g29909_DN3_SP0_c0.t1
OG0002038	Cg004G121310	ESY3_g31692_DN3_SP1_c0.t1
OG0002039	Cg002G050820	ESY1_g10704_DN3_SP0_c0.t1
OG0002039	Cg005G166440	ESY9_g45605_DN3_SP1_c0.t1
OG0002040	Cg005G169960, Cg002G053670	ESY1_g11186_DN3_SP8_c0.t1
OG0002041	Cg005G169390	ESY9_g44733_DN3_SP0_c0.t1
OG0002041	Cg002G053190	ESY1_g11119_DN3_SP1_c0.t1
OG0002042	Cg005G167970, Cg005G167980, Cg005G167530, Cg005G167520	ESY9_g45308_DN3_SP0_c0.t1
OG0002043	Cg006G230560	ESY6_g49826_DN3_SP0_c0.t1
OG0002043	Cg006G200780	ESY5_g2904_DN3_SP8_c0.t1
OG0002044	Cg006G230340	ESY5_g2930_DN3_SP6_c0.t1
OG0002045	Cg006G230160	ESY5_g2961_DN3_SP0_c0.t1
OG0002045	Cg005G174520	ESY18_g63340_DN2_SP0_c0.t1
OG0002046	Cg006G229890	ESY5_g3002_DN3_SP6_c0.t1
OG0002046	Cg007G280440	ESY2_g36648_DN3_SP7_c0.t1
OG0002047	Cg006G229470	ESY5_g3058_DN3_SP0_c0.t1
OG0002047	Cg007G279860	ESY2_g36773_DN3_SP1_c0.t1
OG0002048	Cg006G228520	ESY9_g42882_DN2_SP0_c0.t1
OG0002048	Cg007G273110	ESY2_g35836_DN3_SP0_c0.t1
OG0002049	Cg007G273570	ESY2_g35889_DN3_SP0_c0.t1
OG0002049	Cg006G228210	ESY5_g4271_DN3_SP0_c0.t1, ESY8_g58937_DN3_SP0_c8.t1
OG0002050	Cg006G225110	ESY5_g3904_DN3_SP0_c0.t1
OG0002050	Cg007G277130	ESY2_g34732_DN3_SP7_c0.t1
OG0002051	Cg006G225020	ESY5_g4853_DN3_SP8_c0.t1
OG0002051	Cg005G163740	ESY12_g51299_DN1_SP0_c0.t1
OG0002052	Cg006G224910	ESY5_g2551_DN3_SP8_c0.t1
OG0002052	Cg007G277330	ESY2_g34702_DN3_SP5_c0.t1
OG0002053	Cg006G224600	ESY5_g2463_DN3_SP8_c0.t1
OG0002053	Cg007G277690	ESY2_g34668_DN3_SP8_c1.t1
OG0002054	Cg006G222910, Cg007G271650	ESY2_g35645_DN3_SP0_c0.t1
OG0002055	Cg006G222630	ESY5_g2105_DN3_SP6_c0.t1
OG0002055	Cg007G271160	ESY2_g35596_DN3_SP8_c0.t1
OG0002056	Cg005G187870, Cg001G008030	ESY4_g25224_DN3_SP0_c0.t1
OG0002057	Cg001G008450	ESY4_g25056_DN3_SP0_c0.t1
OG0002057	Cg005G188390	ESY8_g59361_DN2_SP0_c0.t1
OG0002058	Cg004G127230	ESY3_g31263_DN3_SP1_c0.t1
OG0002059	Cg006G241170	ESY5_g4866_DN3_SP8_c0.t1
OG0002059	Cg005G174280	ESY20_g12676_DN3_SP0_c0.t1
OG0002060	Cg007G270740	ESY2_g35537_DN3_SP8_c18.t1
