Orthogroup	Cardamine_glauca	Arabidopsis_lyrata_NCBI
OG0001210	Cg004G136780	XP_020887417.1
OG0001210	Cg006G199410	XP_002891569.1
OG0001213	Cg005G180180, Cg002G062900	XP_020881800.1, XP_020868302.1
OG0001213	Cg001G033740	XP_020874240.1
OG0001218	Cg004G120650	XP_020886533.1
OG0001218	Cg004G120860	XP_002884491.1
OG0001219	Cg002G050730	XP_002878028.1, XP_002878027.1, XP_002876323.1, XP_020882596.1, XP_002876322.1
OG0001220	Cg008G302410	XP_002874080.2
OG0001222	Cg001G009340	XP_002867311.1
OG0001222	Cg005G190280	XP_002880577.1
OG0001223	Cg004G151570	XP_002883920.1
OG0001223	Cg001G006340	XP_002869181.2
OG0001224	Cg006G236860	XP_020867893.1, XP_002892492.1
OG0001224	Cg007G254410	XP_002891952.1
OG0001225	Cg002G071800	XP_020879816.1, XP_002875345.2
OG0001226	Cg002G068750	XP_020880926.1, XP_002875424.1
OG0001226	Cg002G068760, Cg002G068770	XP_002875426.2
OG0001227	Cg004G125220	XP_020885883.1
OG0001227	Cg008G283590	XP_020879561.1
OG0001228	Cg005G185370	XP_020882906.1, XP_002880784.2
OG0001230	Cg003G109500	XP_002864755.1
OG0001230	Cg008G288170	XP_002873305.1
OG0001231	Cg003G109620	XP_002866459.1
OG0001231	Cg008G288120	XP_002871264.2
OG0001232	Cg001G021840	XP_020874304.1
OG0001233	Cg001G018030	XP_002869798.1
OG0001233	Cg003G081780	XP_002874733.1
OG0001234	Cg007G276000	XP_020890246.1
OG0001234	Cg008G318320	XP_002863704.1
OG0001235	Cg004G153370	XP_020888615.1
OG0001235	Cg001G004760	XP_020875128.1
OG0001236	Cg001G026560	XP_020873905.1
OG0001236	Cg005G174380	XP_020884384.1
OG0001237	Cg005G159820	XP_020885384.1
OG0001238	Cg005G159930	XP_020883117.1
OG0001238	Cg002G045510	XP_020881577.1
OG0001239	Cg002G046620	XP_002876531.1
OG0001239	Cg005G161640	XP_020882985.1
OG0001240	Cg005G162100	XP_020885300.1
OG0001241	Cg005G162180	XP_002881921.1
OG0001241	Cg005G162190	XP_002881920.1
OG0001242	Cg008G284010	XP_020878746.1
OG0001242	Cg004G125410	XP_002882637.1
OG0001243	Cg008G300100	XP_020878088.1
OG0001243	Cg007G267180	XP_020889717.1
OG0001244	Cg003G101150, Cg003G101140	XP_020869163.1
OG0001244	Cg008G300870	XP_020877340.1, XP_020867001.1
OG0001245	Cg002G055890	XP_002877780.1
OG0001245	Cg006G234390, Cg003G115430	XP_002866757.1
OG0001246	Cg006G244060, Cg006G243850	XP_002889394.1
OG0001246	Cg014G331800, Cg003G077850	XP_002874969.1
OG0001247	Cg003G078950, Cg003G095000	XP_020878329.1
OG0001247	Cg004G123700	XP_020888763.1
OG0001248	Cg006G238630, Cg006G238650, Cg006G238680	XP_002879203.1, XP_020885470.1, XP_020885467.1
OG0001249	Cg005G167910	XP_020882848.1
OG0001250	Cg008G295770	XP_020876572.1
OG0001250	Cg004G117160	XP_020887847.1
OG0001251	Cg004G117450	XP_002884314.1
OG0001251	Cg008G296090	XP_002873742.1
OG0001252	Cg004G117720	XP_020886876.1
OG0001253	Cg004G121410	XP_020885877.1
OG0001253	Cg008G306620	XP_020876889.1
OG0001254	Cg006G198330	XP_002894316.1
OG0001254	Cg005G170720	XP_002879579.1
OG0001255	Cg007G279110	XP_020891132.1
OG0001255	Cg006G228810	XP_020868944.1
OG0001256	Cg007G273220	XP_020891089.1
OG0001256	Cg006G228440	XP_020868107.1
OG0001257	Cg007G273640	XP_020890577.1
OG0001257	Cg006G228180	XP_002890250.1
OG0001258	Cg006G227160	XP_020869698.1
OG0001258	Cg007G275140	XP_020889791.1
OG0001259	Cg006G226450	XP_002893054.1
OG0001259	Cg007G275770	XP_020889651.1
OG0001260	Cg007G279760	XP_020871812.1, XP_020882002.1
OG0001261	Cg006G231600	XP_020867066.1
OG0001261	Cg002G074260	XP_020881047.1
OG0001262	Cg006G231710	XP_020867063.1
OG0001262	Cg006G231720	XP_020867059.1
OG0001263	Cg006G233660	XP_002889923.1
OG0001264	Cg004G129230	XP_002884964.1
OG0001264	Cg006G194710	XP_002891844.1
OG0001265	Cg006G198180	XP_020868774.1
OG0001265	Cg004G138100	XP_020887855.1
OG0001267	Cg008G320730	XP_002863584.1, XP_002863582.2
OG0001268	Cg006G220960	XP_002893387.1
OG0001269	Cg006G217210	XP_020868255.1
OG0001274	Cg005G190230	XP_020885752.1
OG0001274	Cg001G009470	XP_002867317.1
OG0001275	Cg006G225390	XP_020866686.1
OG0001275	Cg001G005160	XP_020872134.1
OG0001276	Cg007G249500	XP_020890113.1
OG0001276	Cg006G234830	XP_020870433.1
OG0001277	Cg007G249000	XP_002886531.1, XP_002886533.1, XP_020871093.1
OG0001278	Cg004G144900	XP_002885789.1
OG0001279	Cg008G295310	XP_002871647.1
OG0001279	Cg004G116820	XP_020887568.1
OG0001280	Cg002G070230	XP_002877154.1
OG0001280	Cg001G039680	XP_002870774.1
OG0001281	Cg001G042520	XP_020874452.1
OG0001282	Cg001G014580	XP_020873597.1
OG0001282	Cg003G104330	XP_002866169.1
OG0001283	Cg002G049330	XP_002876390.1
OG0001283	Cg005G164810	XP_002879915.1
OG0001284	Cg003G110720	XP_020889085.1
OG0001285	Cg003G101660	XP_020877975.1
OG0001285	Cg001G013410	XP_020874552.1
OG0001286	Cg003G102320	XP_002864371.1
OG0001287	Cg001G013910	XP_020873403.1
OG0001287	Cg003G102500	XP_020890653.1
OG0001288	Cg008G291860	XP_020878517.1
OG0001288	Cg008G305210	XP_002872166.1
OG0001289	Cg001G023490	XP_002868059.1
OG0001289	Cg008G324830	XP_020871835.1
OG0001290	Cg003G082590	XP_002874678.1
OG0001290	Cg001G017270	XP_002869770.1
OG0001291	Cg006G212990	XP_002891016.1
OG0001292	Cg004G116750	XP_020888052.1
OG0001293	Cg002G047250	XP_002876493.1
OG0001294	Cg005G192570	XP_020883255.1
OG0001294	Cg001G001760	XP_020874696.1
OG0001295	Cg001G037660, Cg001G037480, Cg001G037310, Cg001G037510, Cg001G037610, Cg001G037690	XP_002868815.1
OG0001296	Cg005G192030	XP_002880456.1
OG0001296	Cg005G171450	XP_002879534.1
OG0001297	Cg003G080390, Cg003G093590	XP_002872707.1
OG0001297	Cg003G093600	XP_020876639.1
OG0001298	Cg001G027000	XP_020872273.1
OG0001298	Cg004G139800	XP_002885513.1
OG0001299	Cg005G158940	XP_002882088.1
OG0001300	Cg002G048170	XP_020880153.1
OG0001300	Cg005G163630	XP_020884468.1
OG0001301	Cg002G048410	XP_020879837.1
OG0001301	Cg005G163780	XP_020884223.1
OG0001302	Cg003G114110	XP_020879771.1
OG0001302	Cg002G056970	XP_002877709.1
OG0001303	Cg003G076010	XP_002872971.1
OG0001303	Cg005G160500	XP_002880171.1
OG0001303	Cg006G245240	XP_002892033.1
OG0001304	Cg006G238170	XP_020867785.1
OG0001304	Cg005G178750	XP_002880987.2
OG0001305	Cg004G121200	XP_020887906.1
OG0001305	Cg008G306870	XP_020876904.1
OG0001306	Cg008G306650	XP_020876957.1
OG0001306	Cg004G121380	XP_002884517.1
OG0001307	Cg004G123550	XP_020888032.1
OG0001307	Cg004G123560	XP_020887079.1
OG0001308	Cg002G053990	XP_020879706.1
OG0001308	Cg005G170250	XP_020883185.1
OG0001309	Cg005G168500	XP_020884800.1
OG0001309	Cg002G052540	XP_002876236.1
OG0001310	Cg006G229110	XP_002890191.1
OG0001310	Cg007G279530	XP_020890451.1
OG0001311	Cg008G307410	XP_002874414.2, XP_002865704.2
OG0001311	Cg008G307370	XP_020876953.1
OG0001312	Cg004G123280	XP_002882517.1
OG0001312	Cg008G309750, Cg008G311580	XP_020865594.1
OG0001313	Cg006G209750	XP_002893861.2, XP_002893863.2
OG0001313	Cg007G268380	XP_002888651.1
OG0001314	Cg004G129180	XP_002882817.1
OG0001314	Cg006G194620	XP_002894518.1
OG0001315	Cg004G132140	XP_002882959.1
OG0001315	Cg006G197200	XP_002894388.1
OG0001316	Cg006G201660	XP_020868380.1
OG0001316	Cg004G133940	XP_020889180.1
OG0001317	Cg004G136730	XP_002883212.1
OG0001318	Cg002G071840	XP_002868166.1
OG0001319	Cg002G053640	XP_002877898.2
OG0001320	Cg001G006850	XP_020885804.1, XP_020872536.1
OG0001321	Cg007G256700, Cg007G256650	XP_020871795.1, XP_020869314.1
OG0001322	Cg003G101850	XP_020871252.1
OG0001323	Cg003G112320	XP_020873978.1
OG0001328	Cg001G009110	XP_002869325.1
OG0001328	Cg005G189850	XP_002878766.1
OG0001329	Cg025G336190	YP_009357267.1
OG0001330	Cg004G153240	XP_020887871.1
OG0001330	Cg001G004890	XP_020873091.1
OG0001331	Cg007G254110, Cg007G254040	XP_002894649.1
OG0001332	Cg007G252460	XP_002888230.1, XP_002888227.1
OG0001332	Cg006G236220	XP_020868186.1
OG0001333	Cg006G234980	XP_002889842.1
OG0001334	Cg006G230940	XP_020869341.1
OG0001334	Cg002G075250	XP_002875082.1
OG0001335	Cg008G285370	XP_002873155.1
OG0001335	Cg004G126180	XP_020888983.1
OG0001336	Cg004G127500	XP_020888264.1
OG0001336	Cg008G287240	XP_020878535.1
OG0001337	Cg003G101270	XP_002866018.1
OG0001337	Cg001G013110	XP_002867495.1
OG0001338	Cg003G101260	XP_002866017.1
OG0001339	Cg003G102970	XP_020879798.1
OG0001339	Cg001G014060	XP_020873306.1
OG0001340	Cg008G291640, Cg008G291650	XP_002871462.1
OG0001341	Cg008G304680	XP_002874240.1
OG0001341	Cg008G291300	XP_002873480.1
OG0001342	Cg008G290470	XP_002871402.1
OG0001342	Cg003G112960	XP_002866657.1
OG0001343	Cg008G289110	XP_020877926.1
OG0001343	Cg008G302960	XP_020878973.1
OG0001344	Cg001G023260	XP_020872415.1
OG0001344	Cg008G324530	XP_002863376.1
OG0001345	Cg001G021930	XP_020875078.1
OG0001345	Cg008G322920	XP_002865227.1
OG0001346	Cg001G020230	XP_002869924.1
OG0001347	Cg001G017200	XP_020873832.1
OG0001347	Cg004G116690	XP_020886972.1
OG0001348	Cg004G153810	XP_020889004.1
OG0001348	Cg001G004350	XP_020875296.1
OG0001349	Cg004G154200	XP_020888708.1
OG0001349	Cg001G003900	XP_020874362.1
OG0001350	Cg005G192110	XP_002878626.1
OG0001350	Cg001G002180	XP_020873029.1
OG0001351	Cg007G254350, Cg007G254360, Cg007G254330, Cg007G254390	XP_002870402.1, XP_002870403.1
OG0001352	Cg006G208500	XP_002891209.1
OG0001352	Cg003G086740	XP_002874542.1
OG0001353	Cg001G021580	XP_020874527.1
OG0001353	Cg008G322620	XP_020886167.1
OG0001354	Cg002G044050	XP_002876682.2
OG0001354	Cg005G158140	XP_020883983.1
OG0001355	Cg002G045480	XP_002878373.1
OG0001355	Cg005G159910	XP_020883118.1
OG0001356	Cg002G047670	XP_002876473.1
OG0001357	Cg002G048380	XP_020879839.1
OG0001357	Cg005G163820	XP_020884230.1
OG0001358	Cg005G164100	XP_002881805.1
OG0001358	Cg002G048780	XP_002878160.1
OG0001359	Cg002G061120	XP_002875766.1
OG0001359	Cg003G107450	XP_020871232.1
OG0001360	Cg006G240990	XP_020869139.1
OG0001360	Cg005G174440	XP_020883689.1
OG0001361	Cg005G174000	XP_020885723.1
OG0001361	Cg006G241590	XP_020868344.1
OG0001362	Cg004G137670	XP_020888534.1
OG0001362	Cg005G182160	XP_020884280.1
OG0001363	Cg001G013660	XP_020873615.1
OG0001363	Cg007G248340	XP_020884555.1, XP_020891048.1
OG0001364	Cg008G295300	XP_020879196.1
OG0001364	Cg004G116810	XP_020887565.1
OG0001365	Cg004G116920	XP_002884288.1
OG0001365	Cg008G295410	XP_002873709.1
OG0001366	Cg008G296250	XP_020876596.1
OG0001366	Cg004G117590	XP_020886904.1
OG0001367	Cg008G307950	XP_002865745.1
OG0001367	Cg004G122470	XP_020889436.1
OG0001368	Cg008G294430	XP_020876219.1
OG0001370	Cg006G224980	XP_002890421.1
OG0001370	Cg007G277230	XP_020865599.1
OG0001372	Cg004G118280	XP_002882274.1
OG0001372	Cg008G297240	XP_002871746.1
OG0001373	Cg006G201060	XP_002891452.1
OG0001373	Cg004G134950	XP_020888674.1
OG0001374	Cg007G275740	XP_002889017.2
OG0001374	Cg006G226500	XP_020870089.1
OG0001375	Cg006G229720	XP_020868653.1
OG0001375	Cg007G280250	XP_020891648.1
OG0001376	Cg004G129940	XP_002885001.1
OG0001376	Cg006G195310	XP_020870918.1
OG0001377	Cg004G133120	XP_002883017.1
OG0001377	Cg004G133130	XP_002883018.1
OG0001378	Cg006G201440	XP_020868743.1
OG0001378	Cg004G134310	XP_020889242.1
OG0001379	Cg004G136810	XP_020888584.1
OG0001379	Cg006G199380	XP_020867110.1
OG0001380	Cg006G199310	XP_002894255.1
OG0001380	Cg004G136860	XP_020886279.1
OG0001381	Cg006G234510	XP_020866287.1, XP_020879910.1, XP_020881818.1, XP_002875664.1, XP_002886040.1, XP_020866749.1, XP_020866149.1, XP_020870623.1, XP_002891597.1
OG0001381	Cg006G234330	XP_002862238.2, XP_002894249.2, XP_002894248.2
OG0001382	Cg005G192140	XP_020884240.1
OG0001382	Cg001G002170	XP_020872683.1
OG0001383	Cg001G010470	XP_020875308.1
OG0001384	Cg005G191510	XP_002880490.2
OG0001384	Cg005G191480	XP_002880491.1
OG0001392	Cg001G005240	XP_002867095.1
OG0001392	Cg004G152630	XP_020887999.1
OG0001393	Cg004G153040	XP_002886100.1
OG0001393	Cg001G004940	XP_020874363.1
OG0001394	Cg005G178210, Cg006G214210	XP_002890962.2
OG0001395	Cg001G014120	XP_020873710.1
OG0001396	Cg008G311270, Cg008G309440	XP_002863069.1, XP_002863938.1, XP_020877286.1, XP_020874976.1, XP_020871403.1
OG0001397	Cg006G235730	XP_020867876.1
OG0001397	Cg007G251540	XP_002888198.1
OG0001398	Cg002G075390	XP_020880919.1
OG0001398	Cg006G230880	XP_020868587.1
OG0001399	Cg002G074330	XP_020880426.1
OG0001399	Cg006G231540	XP_002892802.1
OG0001400	Cg002G073030	XP_020882051.1
OG0001400	Cg006G232650	XP_002889996.1
OG0001401	Cg001G040100	XP_002870751.1
OG0001401	Cg008G295470	XP_002873713.1
OG0001402	Cg001G039770	XP_002870769.1
OG0001402	Cg002G070100	XP_020882363.1
OG0001403	Cg007G247500	XP_020865992.1
OG0001404	Cg006G233750	XP_020868224.1
OG0001405	Cg008G285720	XP_002873173.1
OG0001405	Cg004G126330	XP_020886853.1
OG0001406	Cg001G002190	XP_020873027.1
OG0001406	Cg008G306320	XP_020878899.1
OG0001407	Cg003G099590	XP_020890355.1
OG0001407	Cg001G012680	XP_020872083.1
OG0001409	Cg003G111510	XP_002864862.1
OG0001409	Cg008G289470	XP_020877269.1
OG0001410	Cg008G324280	XP_020869647.1
OG0001410	Cg001G023030	XP_020875001.1
OG0001411	Cg001G022650	XP_020874374.1, XP_002870062.1
OG0001411	Cg001G022660	XP_002870063.2
OG0001412	Cg001G021080	XP_020872411.1
OG0001412	Cg008G321900	XP_020882647.1
OG0001413	Cg001G019070	XP_002867813.1
OG0001415	Cg005G172700	XP_020882717.1
OG0001415	Cg006G218170	XP_020869339.1
OG0001416	Cg005G172300	XP_020883218.1
OG0001416	Cg006G216990	XP_020867235.1
OG0001417	Cg001G003350	XP_002869019.2
OG0001417	Cg005G191020	XP_002880527.1
OG0001418	Cg001G001010	XP_002868892.1
OG0001418	Cg005G193260, Cg005G193280	XP_020884489.1
OG0001419	Cg001G038600	XP_002868751.1
OG0001420	Cg003G080410, Cg003G093530	XP_002874812.1, XP_020878717.1
OG0001420	Cg001G019040	XP_002869856.1
OG0001422	Cg004G120730	XP_020886362.1
OG0001422	Cg008G307250	XP_002874403.1
OG0001423	Cg005G161050	XP_020870747.1, XP_020883907.1
OG0001423	Cg002G046340	XP_020880879.1
OG0001424	Cg008G284550, Cg008G284560	XP_020879296.1, XP_020878992.1
OG0001424	Cg008G284530	XP_020878253.1
OG0001425	Cg002G066490	XP_002877261.1
OG0001425	Cg008G301120	XP_002871954.1
OG0001426	Cg007G269190	XP_002888690.2
OG0001427	Cg003G077040, Cg014G332590	XP_002874998.1
OG0001427	Cg006G244600	XP_002892067.1
OG0001428	Cg006G243500	XP_020868246.1
OG0001428	Cg003G078470, Cg014G331130	XP_020878261.1
OG0001429	Cg014G330980, Cg003G078570	XP_020877969.1
OG0001429	Cg002G043970	XP_002876686.1
OG0001430	Cg006G242170	XP_020870451.1
OG0001430	Cg008G319330	XP_020886615.1
OG0001431	Cg006G241570	XP_002889525.1
OG0001431	Cg005G173960	XP_002879409.1
OG0001432	Cg006G240360	XP_020867690.1
OG0001432	Cg005G175090	XP_002877944.1, XP_020885708.1
OG0001433	Cg006G239660	XP_002892347.1
OG0001433	Cg005G175820	XP_002879287.1
OG0001434	Cg005G177710	XP_020885348.1, XP_020873860.1
OG0001434	Cg008G286850	XP_002873234.1
OG0001435	Cg006G238290	XP_002892418.1
OG0001435	Cg005G178440	XP_020885140.1
OG0001436	Cg008G297990	XP_020877783.1
OG0001436	Cg004G119330	XP_002884399.1
OG0001437	Cg008G298220	XP_002871787.1
OG0001437	Cg004G119500	XP_020887007.1
OG0001438	Cg008G307460	XP_020876962.1
OG0001438	Cg004G120540	XP_020889000.1
OG0001439	Cg007G274410	XP_002888953.1
OG0001439	Cg006G227580	XP_020867086.1
OG0001440	Cg006G224280	XP_002890456.2
OG0001440	Cg007G278080	XP_002887683.1
OG0001441	Cg007G272590	XP_002887418.1
OG0001441	Cg006G223410	XP_002893236.1
OG0001442	Cg007G271260	XP_002887330.1
OG0001442	Cg006G222710	XP_020866029.1
OG0001443	Cg006G221220	XP_020868643.1
OG0001443	Cg007G270160	XP_002888732.1
OG0001444	Cg001G015320	XP_020873750.1, XP_020873740.1, XP_020873735.1
OG0001445	Cg005G164560	XP_020884617.1
OG0001446	Cg008G288800	XP_002871299.1
OG0001446	Cg003G108840	XP_002866419.1
OG0001447	Cg007G272550	XP_020890862.1
OG0001448	Cg006G195150	XP_002894488.1
OG0001448	Cg004G129720	XP_020888057.1
OG0001449	Cg006G195740	XP_002891775.1
OG0001450	Cg006G195750	XP_002891774.1
OG0001450	Cg004G130450	XP_020886846.1
OG0001451	Cg006G196670	XP_002894422.1
OG0001452	Cg006G196840	XP_020868052.1
OG0001452	Cg004G131880	XP_020888633.1
OG0001453	Cg006G197030	XP_020870956.1
OG0001453	Cg004G132060	XP_002882956.1
OG0001454	Cg004G132270	XP_020889475.1
OG0001454	Cg006G197270	XP_002894383.1
OG0001455	Cg001G025410	XP_020875330.1
OG0001456	Cg004G136800	XP_020869528.1, XP_020869526.1, XP_020888588.1
OG0001456	Cg006G199390	XP_002891573.1
OG0001457	Cg004G137180	XP_020887968.1
OG0001457	Cg006G199140	XP_020869093.1
OG0001459	Cg006G224750	XP_020869476.1
OG0001461	Cg005G173650	XP_020883398.1
OG0001464	Cg001G010700	XP_020872511.1
OG0001464	Cg004G155660	XP_020889557.1
OG0001465	Cg004G155420	XP_020886557.1
OG0001465	Cg001G010520	XP_020874024.1
OG0001466	Cg001G009010	XP_002867294.1
OG0001466	Cg005G189820	XP_020885201.1
OG0001467	Cg008G283780	XP_020876825.1
OG0001467	Cg003G082780	XP_002872546.1
OG0001468	Cg001G006180	XP_020875284.1
OG0001469	Cg014G331020, Cg003G078530	XP_020877215.1
OG0001470	Cg005G170880	XP_002879568.1
OG0001470	Cg001G024380	XP_020872170.1
OG0001471	Cg007G250030	XP_020890097.1
OG0001471	Cg006G234990	XP_002892611.1
OG0001472	Cg006G230990	XP_020866504.1
OG0001472	Cg002G075160	XP_002876770.1
OG0001473	Cg002G074310	XP_020880428.1
OG0001473	Cg006G231550	XP_020870392.1
OG0001474	Cg001G014720, Cg001G014730	XP_002869634.1, XP_002869633.1
OG0001475	Cg006G233850	XP_002889907.1
OG0001475	Cg007G248000	XP_020891481.1
OG0001476	Cg004G125080	XP_020887261.1, XP_020878911.1
OG0001477	Cg008G318910, Cg008G288020	XP_020879500.1
OG0001478	Cg004G125300	XP_002884748.1
OG0001478	Cg008G283750	XP_002873071.1
OG0001479	Cg002G046360	XP_002876543.1
OG0001479	Cg004G126710	XP_020876068.1, XP_002882705.1
OG0001480	Cg001G015840	XP_002867630.1
OG0001481	Cg008G293350	XP_020878352.1, XP_020886062.1, XP_020886059.1, XP_020886060.1
OG0001482	Cg008G291530	XP_020878249.1
OG0001482	Cg008G304840	XP_002872145.1
OG0001483	Cg008G304530	XP_002872132.1
OG0001483	Cg008G291120	XP_002871431.1
OG0001484	Cg008G291090	XP_020876764.1
OG0001484	Cg008G304510	XP_020878608.1
OG0001485	Cg008G289620	XP_020878761.1
OG0001485	Cg003G111670	XP_020885079.1
OG0001486	Cg008G289450	XP_020877988.1
OG0001486	Cg003G111480	XP_002866568.1
OG0001487	Cg008G302860	XP_020877403.1
OG0001487	Cg008G289030	XP_020879519.1
OG0001488	Cg001G023350	XP_002870095.1
OG0001488	Cg008G324690	XP_002863361.1
OG0001489	Cg003G080920	XP_002872677.1
OG0001489	Cg001G018710	XP_002867781.1
OG0001490	Cg006G217560	XP_020867609.1
OG0001490	Cg005G172410	XP_002879480.1
OG0001491	Cg006G216460	XP_002875741.1, XP_020867367.1
OG0001492	Cg001G001060	XP_020872546.1
OG0001492	Cg005G193230	XP_020885216.1
OG0001492	Cg004G152060	XP_002886219.1
OG0001493	Cg006G203300	XP_020866872.1
OG0001493	Cg008G318440	XP_002863697.1
OG0001494	Cg003G081420	XP_020877665.1
OG0001494	Cg003G081430	XP_002874761.1
OG0001495	Cg008G324990, Cg008G325060	XP_002865115.1
OG0001496	Cg004G141810	XP_020887700.1
OG0001496	Cg001G029290	XP_002870373.2
OG0001497	Cg001G026430	XP_002870253.1
OG0001497	Cg001G026440	XP_020875008.1, XP_002870255.2
OG0001498	Cg006G242300	XP_002889494.1
OG0001498	Cg006G202250	XP_002886579.1
OG0001499	Cg005G157970, Cg002G043860	XP_020883169.1, XP_002878480.1
OG0001500	Cg005G158530	XP_020884366.1
OG0001500	Cg002G044350	XP_020880147.1
OG0001501	Cg002G047520	XP_020880552.1
OG0001501	Cg005G158900	XP_020883919.1
OG0001502	Cg005G161150	XP_002881976.1
OG0001502	Cg002G046350	XP_020880877.1
OG0001503	Cg002G046660	XP_020881272.1
OG0001503	Cg005G161700	XP_020884277.1
OG0001504	Cg002G046920	XP_020882215.1
OG0001504	Cg005G162360	XP_020883767.1
OG0001505	Cg002G047050	XP_020881472.1
OG0001505	Cg005G162600	XP_002881895.1
OG0001506	Cg004G124530	XP_002882587.1
OG0001506	Cg008G282270	XP_020878642.1
OG0001507	Cg002G060190	XP_020879844.1
OG0001507	Cg003G106840	XP_002864620.1
OG0001508	Cg003G111240	XP_002866555.2
OG0001509	Cg002G057130	XP_020882194.1
OG0001510	Cg006G240350	XP_020867692.1
OG0001511	Cg006G238200	XP_020868705.1
OG0001511	Cg005G178620	XP_002879167.1
OG0001512	Cg006G237850	XP_020869561.1
OG0001512	Cg005G179610	XP_020883807.1
OG0001513	Cg004G116880	XP_020888154.1
OG0001514	Cg004G119780	XP_002884427.1
OG0001514	Cg008G298630	XP_002873882.1
OG0001515	Cg004G121610	XP_020865722.1, XP_020886133.1, XP_002874712.2, XP_002874721.2
OG0001516	Cg004G122650	XP_020886821.1
OG0001516	Cg004G122660	XP_020888622.1, XP_020888620.1
OG0001517	Cg002G050350	XP_020880437.1
OG0001517	Cg005G166010	XP_020883942.1
OG0001518	Cg005G166090	XP_020885674.1
OG0001518	Cg002G050460	XP_020882492.1
OG0001519	Cg007G274380	XP_020889634.1
OG0001519	Cg006G227590	XP_020867084.1
OG0001520	Cg002G058850	XP_002877600.1
OG0001520	Cg006G226990	XP_002890310.1
OG0001521	Cg007G277630	XP_020890845.1
OG0001522	Cg006G222810	XP_020868616.1
OG0001522	Cg007G271400	XP_002887338.1
OG0001523	Cg007G270750	XP_020865608.1
OG0001524	Cg006G219160	XP_020869053.1
OG0001524	Cg003G109580	XP_002866458.1
OG0001526	Cg006G245090	XP_002892041.1
OG0001526	Cg005G190450	XP_020883590.1
OG0001527	Cg008G294350	XP_020876336.1, XP_002893911.1
OG0001527	Cg007G280760	XP_020890383.1
OG0001528	Cg008G295140	XP_020878035.1
OG0001529	Cg008G299560	XP_002873931.1
OG0001530	Cg002G062860	XP_002868470.1, XP_002891897.2, XP_020868321.1
OG0001531	Cg008G287010	XP_002871203.1
OG0001531	Cg004G127280	XP_020888311.1
OG0001532	Cg003G106390	XP_002866292.2
OG0001534	Cg007G279650	XP_020890428.1
OG0001535	Cg006G194730	XP_002894511.1
OG0001535	Cg004G129240	XP_002882820.1
OG0001536	Cg004G129580	XP_020888907.1
OG0001536	Cg006G195040	XP_020869277.1
OG0001537	Cg006G196980	XP_020867820.1
OG0001537	Cg004G132010	XP_002885097.1
OG0001538	Cg004G132900	XP_020889133.1
OG0001538	Cg006G197770	XP_020868345.1
OG0001539	Cg004G133260	XP_002885685.1
OG0001539	Cg004G142990	XP_002885684.1
OG0001540	Cg005G172120	XP_002881339.1
OG0001540	Cg005G172150	XP_002881338.1
OG0001541	Cg002G044010	XP_020869848.1, XP_002891930.1, XP_020879705.1
OG0001544	Cg001G025990	XP_020874432.1
OG0001544	Cg001G025960, Cg001G025970	XP_002868199.1
OG0001545	Cg008G322010	XP_002865272.1
OG0001545	Cg008G321980	XP_002865271.1
OG0001546	Cg005G167770	XP_020885741.1
OG0001547	Cg004G137500	XP_020887304.1, XP_020887306.1
OG0001549	Cg004G156940	XP_020887163.1
OG0001549	Cg001G012040	XP_002867448.1
OG0001550	Cg004G127100	XP_020888294.1, XP_002878024.1
OG0001551	Cg001G009210	XP_020874472.1
OG0001551	Cg005G190360	XP_020883908.1
OG0001552	Cg001G008410	XP_002867265.1
OG0001552	Cg005G188350	XP_002878844.2
OG0001553	Cg007G250390	XP_002886607.1
OG0001553	Cg006G235350	XP_002892586.2
OG0001554	Cg006G234260	XP_020866929.1
OG0001554	Cg007G248640	XP_020890608.1
OG0001555	Cg006G232700	XP_020869889.1
OG0001555	Cg002G073120	XP_002876920.1
OG0001556	Cg005G169760	XP_020883460.1
OG0001556	Cg002G072140	XP_020880096.1
OG0001557	Cg004G124990	XP_002882615.1
OG0001557	Cg010G326160, Cg003G092520, Cg003G076150	XP_002875067.1, XP_002889206.1
OG0001558	Cg008G285240	XP_020876997.1
OG0001558	Cg004G126120	XP_020886650.1
OG0001559	Cg003G091730	XP_002865753.1
OG0001559	Cg001G016630	XP_002867672.1
OG0001560	Cg003G090940	XP_020871825.1
OG0001560	Cg001G016550	XP_002867666.1
OG0001561	Cg001G015120, Cg001G015110	XP_020872491.1
OG0001562	Cg003G103370	XP_002866125.1
OG0001562	Cg008G285810	XP_020876009.1
OG0001563	Cg008G299900	XP_020879392.1
OG0001563	Cg008G292800	XP_020878383.1
OG0001564	Cg005G169090	XP_020883436.1
OG0001564	Cg006G225630	XP_020867038.1
OG0001565	Cg008G288680	XP_020878455.1
OG0001565	Cg003G108940	XP_002864724.1
OG0001566	Cg001G021550	XP_020874546.1
OG0001567	Cg006G210750	XP_020868493.1
OG0001568	Cg006G217940, Cg006G217930	XP_020868244.1, XP_020868243.1, XP_020870418.1, XP_020870416.1
OG0001569	Cg005G172310	XP_020883214.1
OG0001569	Cg006G217080	XP_020867499.1
OG0001570	Cg002G047010	XP_002876507.2
OG0001570	Cg006G215380	XP_020868658.1
OG0001571	Cg004G153430	XP_002884056.2
OG0001571	Cg001G004750	XP_020875126.1
OG0001572	Cg001G001950	XP_020874628.1
OG0001572	Cg005G192390	XP_020884255.1
OG0001573	Cg001G001570	XP_020875633.1
