Orthogroup	Cardamine_glauca	Arabidopsis_lyrata_Rawat
OG0001422	Cg004G120730	AL3G15400
OG0001422	Cg008G307250	AL6G40010
OG0001423	Cg005G161050	AL364U10010, AL4G43850
OG0001423	Cg002G046340	AL5G42480
OG0001424	Cg008G284550, Cg008G284560	AL6G13350, AL6G13360
OG0001424	Cg008G284530	AL6G13340
OG0001425	Cg002G066490	AL5G21120
OG0001425	Cg008G301120	AL6G32250
OG0001426	Cg007G269190	nbis-gene-565
OG0001427	Cg003G077040, Cg014G332590	AL6G52310
OG0001427	Cg006G244600	AL1G11070
OG0001428	Cg006G243500	AL1G12290
OG0001428	Cg003G078470, Cg014G331130	AL6G50610
OG0001429	Cg014G330980, Cg003G078570	AL6G50540
OG0001429	Cg002G043970	AL5G45470
OG0001430	Cg006G242170	AL1G13900
OG0001430	Cg008G319330	AL8G43430, AL8G16740
OG0001431	Cg006G241570	AL1G14530
OG0001431	Cg005G173960	AL4G28170
OG0001432	Cg006G240360	AL1G15800
OG0001432	Cg005G175090	AL5G34840, AL4G26850
OG0001433	Cg006G239660	AL1G16570
OG0001433	Cg005G175820	AL4G25870
OG0001434	Cg005G177710	AL84U10010
OG0001434	Cg008G286850	AL6G16010
OG0001435	Cg006G238290	AL1G18030
OG0001435	Cg005G178440	AL4G23220
OG0001436	Cg008G297990	AL6G28790
OG0001436	Cg004G119330	AL3G13400
OG0001437	Cg008G298220	AL6G29020
OG0001437	Cg004G119500	AL3G13610
OG0001438	Cg008G307460	AL6G40410
OG0001438	Cg004G120540	AL3G15040
OG0001439	Cg007G274410	AL2G33780
OG0001439	Cg006G227580	AL1G30900
OG0001440	Cg006G224280	AL1G34890
OG0001440	Cg007G278080	AL2G37640
OG0001441	Cg007G272590	AL2G31810
OG0001441	Cg006G223410	AL1G36070
OG0001442	Cg007G271260	AL2G30260
OG0001442	Cg006G222710	AL1G36800
OG0001443	Cg006G221220	AL1G38630
OG0001443	Cg007G270160	AL2G28940
OG0001444	Cg001G015320	AL7G27600, AL7G27630
OG0001445	Cg005G164560	AL4G39490
OG0001446	Cg003G108840	AL8G37780
OG0001448	Cg006G195150	AL1G63110
OG0001448	Cg004G129720	AL3G25950
OG0001449	Cg006G195740	AL1G62550
OG0001450	Cg006G195750	AL1G62540
OG0001450	Cg004G130450	AL3G26630
OG0001451	Cg006G196670	AL1G61390
OG0001452	Cg006G196840	AL1G61190
OG0001452	Cg004G131880	AL3G28080
OG0001453	Cg004G132060	AL3G28310
OG0001454	Cg004G132270	AL3G28540
OG0001454	Cg006G197270	AL1G60790
OG0001456	Cg004G136800	AL1G24300, AL3G33650
OG0001456	Cg006G199390	AL1G58040
OG0001457	Cg004G137180	AL3G34030
OG0001457	Cg006G199140	AL1G58310
OG0001459	Cg006G224750	AL1G34370, AL1G34350, AL1G34380
OG0001461	Cg005G173650	AL4G28580
OG0001464	Cg001G010700	AL7G22400
OG0001464	Cg004G155660	AL3G48970
OG0001465	Cg004G155420	AL3G52750
OG0001465	Cg001G010520	AL7G22220
OG0001466	Cg001G009010	AL7G20480
OG0001466	Cg005G189820	AL4G15120
OG0001467	Cg008G283780	AL6G12350
OG0001467	Cg003G082780	AL6G45250
OG0001468	Cg001G006180	AL7G17260
OG0001469	Cg014G331020, Cg003G078530	AL6G50590
OG0001470	Cg005G170880	AL4G31780
OG0001470	Cg001G024380	AL7G37940
OG0001471	Cg007G250030	AL2G15550
OG0001471	Cg006G234990	AL1G21920
OG0001472	Cg006G230990	AL1G26880
OG0001472	Cg002G075160	AL5G10770
OG0001473	Cg002G074310	AL5G12010
OG0001473	Cg006G231550	AL1G26260
OG0001474	Cg001G014720, Cg001G014730	AL7G26980, AL7G26970
OG0001475	Cg006G233850	AL1G23220
OG0001475	Cg007G248000	AL2G13510
OG0001476	Cg004G125080	AL3G20640, AL6G11750
OG0001477	Cg008G318910, Cg008G288020	AL6G17420
OG0001478	Cg004G125300	AL3G20920
OG0001478	Cg008G283750	AL6G12320
OG0001479	Cg004G126710	AL3G22490
OG0001480	Cg001G015840	AL7G28160
OG0001481	Cg008G293350	AL6G23820, AL3G40520, AL3G40540, AL3G40550
OG0001482	Cg008G291530	AL6G21680
OG0001482	Cg008G304840	AL6G36870
OG0001483	Cg008G304530	AL6G36550
OG0001483	Cg008G291120	AL6G21190
OG0001484	Cg008G291090	AL6G21160
OG0001484	Cg008G304510	AL6G36530
OG0001485	Cg008G289620	AL6G19560
OG0001485	Cg003G111670	AL8G41080
OG0001486	Cg008G289450	AL6G19280
OG0001486	Cg003G111480	AL8G40810
OG0001487	Cg008G302860	AL6G34320
OG0001487	Cg008G289030	AL6G18610
OG0001488	Cg001G023350	AL7G36970
OG0001488	Cg008G324690	AL8G10980
OG0001489	Cg003G080920	AL6G47760
OG0001489	Cg001G018710	AL7G31390
OG0001490	Cg006G217560	AL1G42950
OG0001490	Cg005G172410	AL4G30060
OG0001491	Cg006G216460	AL5G24300, AL1G43830
OG0001492	Cg001G001060	AL7G11190
OG0001492	Cg005G193230	AL4G10800
OG0001493	Cg006G203300	AL1G53290
OG0001493	Cg008G318440	AL8G17690
OG0001494	Cg003G081420	AL6G47160
OG0001494	Cg003G081430	AL6G47150
OG0001495	Cg008G324990, Cg008G325060	AL8G10500
OG0001496	Cg004G141810	AL3G39360
OG0001496	Cg001G029290	AL7G43010
OG0001497	Cg001G026430	AL7G40420
OG0001497	Cg001G026440	nbis-gene-1854
OG0001498	Cg006G242300	AL1G13770
OG0001498	Cg006G202250	AL2G16760, AL2G15630
OG0001500	Cg005G158530	AL4G46710
OG0001500	Cg002G044350	AL5G45020
OG0001501	Cg002G047520	AL5G40600
OG0001501	Cg005G158900	AL4G46270
OG0001502	Cg005G161150	AL4G43750
OG0001502	Cg002G046350	AL5G42470
OG0001503	Cg002G046660	AL5G42080
OG0001503	Cg005G161700	AL4G42980
OG0001504	Cg002G046920	AL5G41510
OG0001504	Cg005G162360	AL4G42260
OG0001505	Cg002G047050	AL5G41350
OG0001505	Cg005G162600	AL4G41970
OG0001506	Cg004G124530	AL3G19880
OG0001506	Cg008G282270	AL6G10440
OG0001507	Cg002G060190	AL5G25910
OG0001507	Cg003G106840	AL8G35630
OG0001508	Cg003G111240	AL8G40510
OG0001509	Cg002G057130	AL5G29670
OG0001510	Cg006G240350	AL1G15810
OG0001511	Cg006G238200	AL1G18150
OG0001511	Cg005G178620	AL4G23080
OG0001512	Cg006G237850	AL1G18610
OG0001512	Cg005G179610	AL4G22370, AL152U10010
OG0001513	Cg004G116880	AL3G11000
OG0001514	Cg004G119780	AL3G13990
OG0001514	Cg008G298630	AL6G29510
OG0001515	Cg004G121610	AL2G25290, AL3G16510, AL6G46290, AL6G46420
OG0001516	Cg004G122650	AL3G17670
OG0001516	Cg004G122660	AL3G17690, AL3G17680
OG0001517	Cg002G050350	AL5G37260
OG0001517	Cg005G166010	AL4G37850
OG0001518	Cg005G166090	AL4G37740
OG0001518	Cg002G050460	AL5G37170
OG0001519	Cg007G274380	AL2G33750
OG0001519	Cg006G227590	AL1G30890
OG0001520	Cg002G058850	AL5G27510
OG0001520	Cg006G226990	AL1G31580
OG0001521	Cg007G277630	AL2G37130
OG0001522	Cg006G222810	AL1G36650
OG0001522	Cg007G271400	AL2G30460
OG0001523	Cg006G222040	AL1G37570
OG0001523	Cg007G270750	AL2G29610
OG0001524	Cg006G219160	AL1G40860
OG0001524	Cg003G109580	AL8G38610
OG0001526	Cg006G245090	AL1G10540
OG0001526	Cg005G190450	AL4G14380
OG0001527	Cg008G294350	AL6G24870, AL1G50860
OG0001527	Cg007G280760	AL2G40900
OG0001528	Cg008G295140	AL6G25700
OG0001529	Cg008G299560	AL6G30530
OG0001530	Cg002G062860	nbis-gene-1895, nbis-gene-318
OG0001531	Cg008G287010	AL6G16200
OG0001531	Cg004G127280	AL3G23100
OG0001532	Cg003G106390	nbis-gene-2174
OG0001534	Cg007G279650	AL2G39410
OG0001535	Cg006G194730	AL1G63610
OG0001535	Cg004G129240	AL3G25250
OG0001536	Cg004G129580	AL3G25730
OG0001536	Cg006G195040	AL1G63240
OG0001537	Cg006G196980	AL1G61060
OG0001537	Cg004G132010	AL3G28240
OG0001538	Cg004G132900	AL3G29300
OG0001538	Cg006G197770	AL1G60040
OG0001539	Cg004G133260	AL3G40860
OG0001539	Cg004G142990	AL3G40850
OG0001540	Cg005G172120	AL4G30470
OG0001540	Cg005G172150	AL4G30460
OG0001541	Cg002G044010	AL1G65510, AL1G65520, AL5G45430
OG0001544	Cg001G025990	AL7G40050, AL7G40030
OG0001544	Cg001G025960, Cg001G025970	AL7G40020
OG0001545	Cg008G322010	AL8G13950
OG0001545	Cg008G321980	AL8G13930
OG0001546	Cg005G167770	AL4G35810
OG0001547	Cg004G137500	AL3G34490, AL3G34500
OG0001549	Cg004G156940	AL3G53630
OG0001549	Cg001G012040	AL7G24090
OG0001550	Cg004G127100	AL3G22920, AL5G36330
OG0001551	Cg001G009210	AL7G20740
OG0001551	Cg005G190360	AL4G14850
OG0001552	Cg001G008410	AL7G19820
OG0001552	Cg005G188350	AL4G16620
OG0001553	Cg007G250390	AL2G16010
OG0001553	Cg006G235350	AL1G21490
OG0001554	Cg006G234260	AL1G22810
OG0001554	Cg007G248640	AL2G14160
OG0001555	Cg006G232700	AL1G24900
OG0001555	Cg002G073120	AL5G14130
OG0001556	Cg005G169760	AL4G33020
OG0001556	Cg002G072140	AL5G15290
OG0001557	Cg004G124990	AL3G20510
OG0001557	Cg010G326160, Cg003G092520, Cg003G076150	AL5G10240
OG0001558	Cg008G285240	AL6G14030
OG0001558	Cg004G126120	AL3G21890
OG0001559	Cg003G091730	AL8G23650
OG0001559	Cg001G016630	AL7G29010
OG0001560	Cg003G090940	AL8G23900
OG0001560	Cg001G016550	AL7G28890
OG0001561	Cg001G015120, Cg001G015110	AL7G27440
OG0001562	Cg003G103370	AL8G31660
OG0001562	Cg008G285810	AL6G14650
OG0001563	Cg008G299900	AL6G30910
OG0001563	Cg008G292800	AL6G23150
OG0001564	Cg005G169090	AL4G33800
OG0001564	Cg006G225630	AL1G33180
OG0001565	Cg008G288680	AL6G18210
OG0001565	Cg003G108940	AL8G37870
OG0001566	Cg001G021550	AL7G34980
OG0001567	Cg006G210750	AL1G48690
OG0001568	Cg006G217940, Cg006G217930	AL1G42270, AL1G42280, AL1G42290
OG0001569	Cg005G172310	AL4G30230
OG0001569	Cg006G217080	AL1G43300
OG0001570	Cg002G047010	AL5G41410
OG0001570	Cg006G215380	AL1G45180
OG0001571	Cg004G153430	AL3G50290
OG0001571	Cg001G004750	AL7G15710
OG0001572	Cg001G001950	AL7G12380
OG0001572	Cg005G192390	AL4G11940
OG0001573	Cg001G001570	AL7G11980
OG0001573	Cg005G192630	AL4G11670
OG0001574	Cg001G000970	AL7G11090
OG0001574	Cg005G193350	AL4G10700
OG0001575	Cg005G193570	AL4G10470
OG0001576	Cg001G038920	AL7G51430
OG0001577	Cg001G039520	AL7G50860
OG0001577	Cg001G039590, Cg001G039530, Cg001G039580	AL7G50850, AL7G50830, AL7G50820
OG0001578	Cg008G325140	AL8G10420
OG0001579	Cg001G023720	AL7G37430
OG0001579	Cg008G325130	AL8G10430
OG0001581	Cg002G043850	AL5G45630
OG0001581	Cg005G157980	AL4G47210
OG0001582	Cg002G046680	AL5G42060
OG0001582	Cg005G161720	AL4G42960
OG0001583	Cg005G163710	AL4G40660
OG0001583	Cg002G048470	AL5G39470
OG0001584	Cg005G164090	AL4G40210
OG0001585	Cg002G049060	AL5G38710
OG0001585	Cg005G164460	AL4G39580
OG0001586	Cg008G300040	AL6G31030
OG0001587	Cg008G302600	AL6G33970
OG0001588	Cg002G060230	AL5G25830
OG0001589	Cg003G111290	AL8G40570
OG0001589	Cg002G058270	AL5G28110
OG0001590	Cg002G051050	AL5G36560
OG0001590	Cg003G113810	AL8G43470, nbis-gene-1483
OG0001591	Cg006G243470	AL1G12330
OG0001591	Cg003G078540, Cg014G331010	AL6G50580
OG0001592	Cg006G243160	AL1G12690
OG0001592	Cg003G094970, Cg003G078980	nbis-gene-1659
OG0001593	Cg005G173210	AL4G29090
OG0001593	Cg006G241970	AL1G14120
OG0001594	Cg006G241130	AL1G14980
OG0001594	Cg005G174310	AL4G27750, AL4G27760
OG0001595	Cg004G118410	AL3G12850
OG0001596	Cg008G298470	AL6G29330
OG0001596	Cg004G119570	AL3G13760
OG0001597	Cg004G121750	AL3G16670
OG0001598	Cg004G122230	AL3G17190
OG0001598	Cg008G299270	AL6G30250
OG0001599	Cg008G312620	AL8G21010
OG0001600	Cg005G170000	AL4G32710
OG0001600	Cg002G053710	AL5G33760
OG0001601	Cg006G228200	AL1G30150
OG0001601	Cg007G273590	AL2G32900
OG0001602	Cg006G224460	AL1G34690
OG0001603	Cg007G271120	AL2G30090
OG0001603	Cg006G222590	AL1G37040
OG0001604	Cg006G222540	AL1G37100
OG0001604	Cg007G271020	AL2G29990
OG0001605	Cg006G222490	AL1G37140
OG0001605	Cg007G270980	AL2G29940
OG0001606	Cg005G191150	AL4G13590
OG0001607	Cg006G233330	AL1G23960
OG0001607	Cg007G247280	AL2G12560
OG0001608	Cg006G234620	AL1G22410
OG0001609	Cg008G299470	AL6G30450
OG0001609	Cg006G243140	AL1G12750
OG0001610	Cg008G285620	AL6G14450
OG0001611	Cg007G275780	AL2G35220
OG0001612	Cg004G129160	AL3G25140
OG0001612	Cg006G194600	AL1G63780
OG0001613	Cg006G196610	AL1G61460
OG0001613	Cg004G131620	AL3G27750
OG0001614	Cg006G198360	AL1G59250
OG0001614	Cg004G137990	AL3G35000
OG0001615	Cg005G175050	AL4G26910
OG0001615	Cg006G198390	nbis-gene-284
OG0001616	Cg004G153630	AL3G50510
OG0001616	Cg001G004680	AL7G15660
OG0001617	Cg001G010850	AL7G22580
OG0001618	Cg006G194190	AL1G64380
OG0001618	Cg004G128570	AL3G24530
OG0001619	Cg002G053720	AL5G33740
OG0001619	Cg005G170010	AL4G32690
OG0001620	Cg001G022940, Cg001G022920	AL7G36490, AL7G36510, AL7G36480
OG0001621	Cg006G198740, Cg006G198730	nbis-gene-281, AL1G58790
OG0001623	Cg002G049600	AL5G38070
OG0001625	Cg005G163250	AL4G39830, AL4G39770, AL4G31390, AL4G21770
OG0001626	Cg005G163420, Cg005G163210	AL4G41290
OG0001627	Cg006G219260	AL1G40760
OG0001627	Cg006G219250	AL1G40770
OG0001628	Cg006G231790	AL1G26060
OG0001628	Cg007G261640	AL6G44410, AL2G19860, nbis-gene-451
OG0001629	Cg006G232420	AL1G25300
OG0001629	Cg002G073160	AL5G14090
OG0001630	Cg005G174930	AL4G27020
OG0001630	Cg005G174920	AL4G27030
OG0001631	Cg007G267900	AL2G26720
OG0001633	Cg001G018470	nbis-gene-1794, AL7G31100, AL7G31090
OG0001641	Cg019G335200, Cg019G335010, Cg019G335050	AL3G48830
OG0001642	Cg004G149310	AL3G46640
OG0001642	Cg001G006430	AL7G17530
OG0001643	Cg004G152500	AL3G49350
OG0001643	Cg001G005310	AL7G16270
OG0001644	Cg007G249790	AL2G15800
OG0001644	Cg006G235240	AL1G21650
OG0001645	Cg002G073340	AL5G13750
OG0001646	Cg002G072230	AL5G15170
OG0001646	Cg006G232910	AL1G24670
OG0001647	Cg001G041690	AL7G48680
OG0001647	Cg002G071330	AL5G16280
OG0001648	Cg001G041490	AL7G48950
OG0001648	Cg002G071130	AL5G16470
OG0001649	Cg001G040110	AL7G50380
OG0001649	Cg002G069720	AL5G18620
OG0001650	Cg002G065370	AL5G19860
OG0001650	Cg001G038810	AL7G51450
OG0001651	Cg001G014430	AL7G26680
OG0001651	Cg003G104100	AL8G32450
OG0001652	Cg004G124860	AL710U10010, AL3G20350
OG0001652	Cg008G282820	AL6G11170
OG0001653	Cg004G125400	AL3G21030
OG0001653	Cg003G087040	AL6G42330
OG0001654	Cg008G284220	AL6G12850
OG0001654	Cg004G125490	AL3G21120
OG0001655	Cg008G286330	AL6G15410
OG0001655	Cg004G126840	AL3G22610
OG0001656	Cg004G128150	AL3G24050
OG0001656	Cg008G293980	AL6G24490
OG0001657	Cg001G013690	AL7G25830
OG0001657	Cg003G102180	AL8G30360
OG0001658	Cg003G102450	AL8G30720
OG0001659	Cg008G288230	AL6G17720
OG0001660	Cg001G020420	AL7G33530
OG0001661	Cg003G081640	AL6G46920
OG0001661	Cg001G018180	AL7G30760
OG0001662	Cg001G018060	AL7G30630
OG0001662	Cg003G081760	AL6G46730
OG0001663	Cg003G084290	AL6G43790
OG0001663	Cg006G223100	AL1G36380
OG0001664	Cg005G171930	AL4G30650
OG0001664	Cg006G216040	AL1G44330
OG0001665	Cg005G171840	AL4G30740
OG0001666	Cg001G004330	AL7G15230
OG0001666	Cg004G153820	AL3G50740
OG0001668	Cg001G002640	AL7G13180
OG0001668	Cg005G191700	AL4G12840
OG0001669	Cg005G192650	AL4G11640
OG0001669	Cg001G001550	AL7G11930
OG0001670	Cg001G000730	AL7G10800
OG0001670	Cg005G193660	AL4G10380
OG0001671	Cg003G086300	AL6G42660
OG0001672	Cg006G218910	AL1G41260
OG0001672	Cg008G285120	AL6G13960
OG0001673	Cg001G033590	AL7G44520
OG0001673	Cg004G143970	AL3G42150
OG0001674	Cg001G028050	AL7G42110
OG0001674	Cg001G028040	AL7G42100
OG0001675	Cg002G044520	AL5G44860
OG0001676	Cg005G161270	AL4G43590
OG0001676	Cg005G161280	AL4G43580, AL4G43570
OG0001677	Cg002G047140	AL5G41220
OG0001677	Cg005G162630	AL4G41900
OG0001678	Cg002G047560	AL5G40560
OG0001678	Cg005G163080	AL4G41440
OG0001679	Cg002G047830	AL5G40280
OG0001679	Cg005G163500	AL4G41060
OG0001681	Cg003G115250	AL8G44940
OG0001681	Cg002G056000	AL5G31060
OG0001682	Cg003G079100, Cg003G094840	AL6G49920
OG0001682	Cg006G242970	AL1G12940
OG0001683	Cg006G242390	AL1G13670
OG0001683	Cg008G319910	AL8G16140
OG0001684	Cg008G318890	AL8G17050
OG0001684	Cg006G242050	AL1G14020
OG0001685	Cg006G242010	AL1G14080
OG0001685	Cg008G318880	AL8G17060
OG0001686	Cg005G173310	AL4G28990
OG0001686	Cg006G241920	AL1G14160
OG0001687	Cg006G241670	AL1G14430
OG0001687	Cg005G173560	AL4G28710
OG0001688	Cg006G240030	AL1G16140
OG0001688	Cg005G175480	AL4G26380
OG0001689	Cg006G239570	AL1G16690
OG0001689	Cg005G175930	AL4G25720
OG0001690	Cg005G176270	AL4G25320
OG0001690	Cg006G239380	AL1G16890
OG0001691	Cg006G239100	AL1G17210
OG0001691	Cg005G176760	AL4G24900, AL201U10010
OG0001693	Cg005G178110	AL4G23480
OG0001693	Cg006G238500	AL1G17750
OG0001694	Cg008G297160	AL6G27910
OG0001694	Cg004G118220	AL3G12560
OG0001695	Cg006G237400	AL1G19060
OG0001695	Cg004G120140	AL3G14530
OG0001696	Cg008G307270	AL6G40050
OG0001696	Cg004G120820	AL3G15450
OG0001697	Cg004G122750	AL3G17810
OG0001697	Cg008G308400	AL8G23020
OG0001698	Cg005G166310	AL4G37480
OG0001698	Cg002G050600	AL5G37050
OG0001699	Cg002G052960, Cg002G052940	AL5G34490
OG0001699	Cg005G169100	AL4G33790
OG0001700	Cg007G279910	AL2G39700
OG0001700	Cg006G229510	AL1G28600
OG0001701	Cg006G225610	AL1G33310
OG0001701	Cg007G276750	AL2G36190
OG0001702	Cg007G277640	AL2G37140, AL402U10010
OG0001702	Cg006G224640	AL1G34490
OG0001703	Cg006G224100	AL1G35110
OG0001703	Cg007G278270	AL2G37850
OG0001704	Cg006G223070	AL1G36410
OG0001704	Cg006G223350	AL158U10010
OG0001705	Cg006G222640	AL1G36920
OG0001705	Cg007G271170	AL2G30160
OG0001706	Cg006G219270, Cg006G219290	AL1G40730
OG0001707	Cg006G216560	AL1G43730
OG0001708	Cg008G306170	AL6G38500
OG0001708	Cg004G121760	AL3G16680
OG0001709	Cg003G110740	AL8G39930
OG0001709	Cg002G058950	AL5G27400
OG0001710	Cg007G277560	AL2G37060
OG0001711	Cg004G133000	AL3G29440
OG0001711	Cg001G025530	AL7G39500
OG0001712	Cg006G200020	AL1G57010
OG0001712	Cg004G135810	AL3G32520
OG0001713	Cg006G199790	AL1G57380
OG0001713	Cg004G136250	AL3G32950
OG0001714	Cg004G137460	AL3G34420
OG0001714	Cg006G198840	AL1G58680
OG0001715	Cg004G142460	AL3G40090
OG0001717	Cg002G071850	AL5G11230
OG0001718	Cg002G060370	AL5G25700
OG0001719	Cg004G152020	AL3G52380
OG0001719	Cg004G152040	AL3G52390
OG0001720	Cg006G206150	AL3G41440, AL7G51780, nbis-gene-381
OG0001720	Cg008G291040	AL8G12610
OG0001721	Cg006G232820	AL5G15780, AL1G24750
OG0001722	Cg003G103710	AL8G32080
OG0001724	Cg005G175900	AL4G25790
OG0001725	Cg008G298660	AL6G29570, AL6G29580, AL6G29550
OG0001729	Cg001G026180	AL7G40230, AL7G41110
OG0001729	Cg001G026260, Cg001G026480, Cg001G026450	AL8G20050
OG0001730	Cg001G043080	AL7G47030
OG0001730	Cg001G012300	AL7G24310
OG0001731	Cg001G010410	AL7G22080
OG0001731	Cg001G010420	AL7G22090
OG0001732	Cg001G010350	AL7G22010
OG0001732	Cg004G155260	AL3G52940
OG0001733	Cg001G009910	AL7G21580
OG0001733	Cg005G190760	AL4G14010
OG0001734	Cg001G009590	AL7G21180, AL7G21170
OG0001734	Cg005G190030	AL4G14400
OG0001735	Cg004G149320	AL3G46630
OG0001735	Cg001G006440	AL7G17540
OG0001736	Cg001G004840	AL7G15800
OG0001736	Cg004G153300	AL3G50210
OG0001737	Cg005G171590	AL4G31040
OG0001737	Cg006G215240	AL1G45460
OG0001738	Cg006G213460	AL1G46720
OG0001738	Cg005G171220	AL4G31420
OG0001739	Cg007G253060	AL1G67420
OG0001739	Cg006G236420	AL1G20180
OG0001740	Cg007G251980	AL2G17870
OG0001740	Cg006G235990	AL1G20690
OG0001741	Cg006G235640	AL1G21160
OG0001741	Cg007G251450	AL2G17280
OG0001742	Cg004G143190	AL3G41230, AL3G41240
OG0001742	Cg004G143140	AL3G41180
OG0001743	Cg006G234770	AL1G22200
OG0001743	Cg007G249310	AL2G15080
OG0001744	Cg001G041860	AL7G48500
OG0001744	Cg002G071510	AL5G16010
OG0001745	Cg002G070950	AL5G16840, AL2G24690, AL2G24720, AL398U10010
OG0001745	Cg001G041280	AL7G49220
OG0001746	Cg002G069260	AL5G18130, AL352U10010
OG0001746	Cg001G040560	AL7G49960
OG0001748	Cg001G038010	AL7G52500
OG0001748	Cg007G266860	AL2G25370
OG0001749	Cg007G245990	AL2G10610
OG0001749	Cg001G042680	AL7G47470
OG0001750	Cg007G246840	AL2G11740, AL2G11750
OG0001751	Cg004G127560	AL3G23340
OG0001751	Cg008G287290	AL6G16540
OG0001753	Cg004G128020	AL3G23910
OG0001753	Cg008G287770	AL6G17100
OG0001754	Cg003G097550	AL8G25300
OG0001754	Cg001G015730	AL8G19190, AL7G28060
OG0001755	Cg001G015040	AL7G27380
OG0001755	Cg003G099350	AL8G27050
OG0001756	Cg003G099770	AL8G27530, AL8G27590, AL4G21080
OG0001756	Cg001G012820	AL7G24810
OG0001757	Cg001G014080	AL7G26280
OG0001758	Cg008G299930	AL6G30940
OG0001758	Cg008G292960	AL6G23380
OG0001759	Cg008G288810	AL6G18350
OG0001759	Cg003G108810	AL8G37740
OG0001759	Cg003G108820	AL8G37750
OG0001760	Cg001G023370	AL7G37000
OG0001760	Cg008G324700	AL8G10970
OG0001761	Cg008G323060	AL8G12690
OG0001761	Cg001G022150	AL7G35650
OG0001762	Cg001G021780	AL7G35200
OG0001762	Cg008G322850	AL8G12980
OG0001763	Cg001G020800	AL7G33950
OG0001764	Cg003G080760	AL6G47850
OG0001764	Cg001G018820	AL7G31550
OG0001766	Cg003G083740	AL6G44380
OG0001766	Cg006G212430	AL1G47600
OG0001767	Cg003G085250	AL6G43240
OG0001767	Cg006G210440	AL1G49000
OG0001768	Cg005G173120	AL4G29180
OG0001769	Cg004G153970	AL3G50910
OG0001769	Cg001G004030	AL7G15030
OG0001770	Cg003G114160	AL8G43790
OG0001770	Cg002G056930	AL5G29920
OG0001771	Cg005G191940	AL4G12330
OG0001771	Cg001G002370	AL7G12850
OG0001772	Cg007G267980	AL2G26920
OG0001773	Cg003G099200	AL8G26880
OG0001773	Cg005G172240	AL4G30330
OG0001774	Cg008G318500	AL8G17560
OG0001775	Cg001G018990	AL7G31710
OG0001775	Cg003G093440, Cg003G080510	AL6G48070
OG0001776	Cg008G322150	AL8G13820
OG0001777	Cg014G332130, Cg003G077490, Cg003G077500, Cg014G332120	AL6G51320
OG0001777	Cg001G041000	AL7G49480
OG0001778	Cg005G157960	AL4G47230
OG0001779	Cg002G044000	AL5G45440
OG0001779	Cg005G158050	AL4G47140
OG0001780	Cg005G160720	AL4G44170
OG0001780	Cg002G046040	AL5G42870
OG0001781	Cg002G046500	AL5G42300
OG0001781	Cg005G161490	AL4G43330
OG0001782	Cg002G047400	AL5G40930
OG0001782	Cg005G162870	AL4G41660
OG0001784	Cg003G114260	AL8G43890
OG0001784	Cg002G056910	AL5G29970
OG0001785	Cg014G333270	AL6G53050
OG0001785	Cg006G244860	AL1G10770
OG0001786	Cg006G244640	AL1G11010
OG0001786	Cg003G076990, Cg014G332620	AL6G52270
OG0001787	Cg003G077510, Cg014G332110	AL6G51330
OG0001787	Cg006G243980	AL1G11730
OG0001788	Cg003G078130, Cg014G331550	AL6G50980
OG0001788	Cg006G243730	AL1G12020
OG0001789	Cg014G330960, Cg003G078590	AL5G12530, AL6G50520
OG0001790	Cg005G175280	AL4G26620
OG0001790	Cg006G240130	AL1G16020
OG0001791	Cg006G239790	AL1G16440
OG0001791	Cg005G175770	AL4G25980
OG0001792	Cg005G176700	AL4G24990
OG0001792	Cg006G239180	AL1G17140
OG0001793	Cg006G238960	AL1G17330
OG0001793	Cg005G176950	AL4G24740
OG0001794	Cg006G238720	AL1G17570
OG0001794	Cg005G177600	AL4G23950
OG0001795	Cg004G117650	AL3G11890
OG0001795	Cg008G296360	AL6G26950
OG0001796	Cg004G118330	AL3G12770
OG0001796	Cg008G297470	AL6G28240
OG0001797	Cg008G297890	AL6G28690
OG0001798	Cg008G305980	AL6G38260
OG0001798	Cg004G121860	AL3G16760
OG0001799	Cg008G306900	AL6G39440
OG0001799	Cg004G121870	AL3G16770
OG0001800	Cg004G122350	AL3G17350
OG0001800	Cg008G298970	AL6G29890
OG0001801	Cg008G311080, Cg008G309280	AL8G22090
OG0001801	Cg004G123080	AL3G18220
OG0001803	Cg005G170120	AL4G32590
OG0001803	Cg002G053750	AL5G33710
OG0001804	Cg007G280310	AL2G40350
OG0001804	Cg006G229780	AL1G28300
OG0001805	Cg007G279540	AL2G39300
OG0001805	Cg006G229130	AL1G29010
OG0001806	Cg007G272790	AL2G32010, AL2G18640
OG0001806	Cg006G228670	AL1G29550
OG0001807	Cg005G170790	AL4G31870
OG0001807	Cg006G226510	AL1G32250
OG0001808	Cg007G276690	AL2G36130
OG0001808	Cg006G225650	AL1G33160
OG0001809	Cg007G270530	AL2G29340
OG0001809	Cg006G221690	AL1G38000
OG0001810	Cg006G220870	AL1G39130
OG0001810	Cg007G269610	AL2G28420
OG0001811	Cg007G268280	AL2G26990
OG0001811	Cg006G219900	AL1G40090
OG0001812	Cg007G268040	AL2G26850
OG0001812	Cg006G219820	AL1G40210
OG0001814	Cg005G193170	AL4G10850
OG0001814	Cg001G001100	AL7G11230
OG0001815	Cg008G298990	AL6G29910
OG0001816	Cg004G120880	AL3G15510
OG0001816	Cg008G307120	AL6G39740
OG0001817	Cg008G286390	AL6G15490
