Orthogroup	Cardamine_glauca	Arabidopsis_thaliana
OG0003457	Cg005G167040	AT2G39230.1
OG0003458	Cg002G046100	AT3G60500.1
OG0003459	Cg006G195030	AT1G55205.2
OG0003459	Cg004G129540	AT3G13674.1
OG0003460	Cg004G146460	AT1G36622.1, AT1G36640.1
OG0003462	Cg006G235410	AT1G10586.1, AT1G10585.1
OG0003465	Cg006G214610, Cg006G214560	AT1G31710.1
OG0003466	Cg008G288670	AT5G07860.1, AT5G07870.1
OG0003481	Cg001G010710	AT4G29840.1
OG0003483	Cg006G202590	AT1G47578.1
OG0003483	Cg001G009450	AT4G31050.1
OG0003484	Cg001G008090	AT4G32400.1
OG0003485	Cg001G006760	AT4G33580.2
OG0003486	Cg007G269110	AT1G68845.1
OG0003487	Cg006G237280	AT1G08730.1
OG0003488	Cg007G252730	AT1G57980.1
OG0003488	Cg007G252700	AT1G57990.1
OG0003489	Cg007G250870	AT1G60030.1
OG0003489	Cg006G235460	AT1G10540.1
OG0003490	Cg006G234840	AT1G11120.1
OG0003491	Cg002G070920	AT3G27460.4
OG0003491	Cg001G041250	AT5G40550.3
OG0003492	Cg007G264640	AT1G65820.3
OG0003493	Cg004G125590	AT3G09970.1
OG0003493	Cg004G125580	AT3G09960.1
OG0003494	Cg003G091760	AT5G49700.1
OG0003494	Cg006G231420	AT1G14490.2
OG0003495	Cg003G097760	AT5G51270.1
OG0003496	Cg003G099510	AT5G52820.1
OG0003497	Cg001G014860	AT4G25890.1
OG0003498	Cg008G291660	AT5G11180.2
OG0003499	Cg008G290030	AT5G09650.1
OG0003500	Cg008G289730	AT5G09350.1
OG0003500	Cg003G111910	AT5G64070.1
OG0003501	Cg004G136550	AT3G19770.1
OG0003502	Cg001G019360	AT4G21660.3
OG0003503	Cg007G248490, Cg001G017330	AT4G23560.1, AT4G09740.1, AT3G42153.1
OG0003504	Cg006G210960	AT1G34020.1
OG0003505	Cg003G085810	AT4G09030.1
OG0003506	Cg006G215800	AT1G30620.1
OG0003507	Cg006G215700	AT1G30720.1
OG0003508	Cg004G153690	AT2G17640.1
OG0003508	Cg001G004560	AT4G35640.1
OG0003509	Cg001G003840	AT4G36250.1
OG0003510	Cg001G002900	AT4G37270.1
OG0003511	Cg001G037120	AT5G37930.1
OG0003512	Cg008G318290	AT5G42960.1
OG0003512	Cg006G204440	AT1G45170.1
OG0003513	Cg003G079960, Cg003G094050	AT4G05190.1
OG0003513	Cg001G019760	AT4G21270.1
OG0003515	Cg008G325370	AT5G47770.1
OG0003515	Cg001G023810	AT4G17190.1
OG0003517	Cg001G031870, Cg001G031820	AT4G12770.1, AT4G12780.1
OG0003519	Cg001G029360	AT4G13520.1
OG0003521	Cg001G041680	AT5G49200.1, AT5G40880.1
OG0003522	Cg005G160700	AT2G45110.1
OG0003523	Cg002G048190	AT3G58100.2
OG0003524	Cg003G111360	AT5G63570.1
OG0003525	Cg003G113260	AT5G65270.1
OG0003526	Cg002G057170	AT3G49680.1
OG0003527	Cg003G114640	AT5G67100.1
OG0003528	Cg005G176660	AT2G30210.1
OG0003529	Cg003G102200	AT5G54920.2
OG0003530	Cg008G296280	AT5G15980.1
OG0003530	Cg004G117610	AT3G02490.1
OG0003531	Cg004G121910	AT3G06010.1
OG0003531	Cg008G299750	AT5G19310.1
OG0003533	Cg005G166810	AT2G39445.1
OG0003534	Cg002G051550	AT3G54990.1
OG0003534	Cg005G167030	AT2G39250.1
OG0003535	Cg005G169990	AT2G36540.1
OG0003536	Cg006G228910	AT1G17060.1
OG0003537	Cg007G273960	AT1G73570.1
OG0003537	Cg006G227810	AT1G18260.1
OG0003538	Cg006G227050	AT1G18950.2
OG0003539	Cg006G223270	AT1G22650.1
OG0003540	Cg006G222660	AT1G23190.1
OG0003541	Cg006G222080	AT1G23760.1
OG0003541	Cg007G270810	AT1G70370.1
OG0003543	Cg006G219600	AT1G24510.1
OG0003544	Cg001G035540, Cg003G090660, Cg003G096220, Cg003G096240, Cg003G095440	AT5G37190.1, AT4G00930.1
OG0003545	Cg005G189190	AT5G25780.1, AT5G27640.2
OG0003547	Cg008G297600	AT5G17330.1
OG0003548	Cg008G299260, Cg008G299240, Cg008G299220	AT5G18860.1
OG0003548	Cg008G299250	AT5G18890.1
OG0003549	Cg008G308350	AT5G49460.1
OG0003550	Cg008G311570, Cg008G309730	AT5G48660.1
OG0003550	Cg004G123260	AT3G07190.1
OG0003551	Cg008G304320	AT5G24660.1, AT5G24655.1
OG0003552	Cg002G059010	AT3G47990.1
OG0003553	Cg003G110850	AT5G63030.1
OG0003554	Cg002G056120	AT3G50740.1
OG0003555	Cg002G058290	AT3G48670.1
OG0003556	Cg006G222970	AT1G22920.1
OG0003556	Cg007G271750	AT1G71230.1
OG0003557	Cg007G274120	AT1G73700.1
OG0003558	Cg007G279590	AT1G78920.1
OG0003558	Cg006G229200	AT1G16780.1
OG0003559	Cg006G229630	AT1G16340.4
OG0003561	Cg004G130980	AT3G14850.2
OG0003562	Cg004G133290	AT3G16830.1
OG0003563	Cg006G200240	AT3G18880.1
OG0003564	Cg006G198000	AT1G51770.1
OG0003565	Cg004G141260	AT3G23670.1
OG0003567	Cg004G154860, Cg004G154850	AT2G18690.1
OG0003568	Cg001G031030	AT4G10320.1
OG0003569	Cg006G194210, Cg006G194200	AT4G00872.1
OG0003572	Cg001G027200	AT4G14690.1
OG0003574	Cg008G298040	AT5G17750.1
OG0003574	Cg008G298030	AT5G17740.1
OG0003575	Cg008G299670	AT5G19250.1
OG0003575	Cg008G299680	AT5G19230.1, AT5G19240.1
OG0003584	Cg001G011060	AT4G29470.1
OG0003585	Cg002G050790	AT3G55620.1
OG0003586	Cg001G009990	AT4G30480.2
OG0003587	Cg005G187280	AT2G25710.1
OG0003588	Cg008G285140	AT5G04350.1
OG0003589	Cg001G006100	AT4G34180.1
OG0003590	Cg004G153200	AT2G17265.1
OG0003591	Cg006G235790	AT1G10210.1
OG0003591	Cg007G251570	AT1G59580.1
OG0003592	Cg007G249580	AT1G61120.1
OG0003593	Cg002G074570	AT2G02360.1
OG0003594	Cg006G231510	AT1G14410.1
OG0003595	Cg002G069210	AT3G28490.1
OG0003595	Cg002G069200	AT3G28480.2
OG0003596	Cg001G038570	AT5G38800.1
OG0003597	Cg006G233210	AT1G12740.2
OG0003598	Cg004G124810	AT3G09190.1
OG0003599	Cg004G126650	AT3G10900.1, AT3G30540.1, AT3G10890.1
OG0003600	Cg002G074350	AT2G02765.1
OG0003601	Cg004G128090	AT3G12340.1
OG0003603	Cg001G012790	AT4G27880.1
OG0003604	Cg001G013160	AT4G27530.1
OG0003604	Cg003G100920	AT5G53895.1
OG0003605	Cg002G044390	AT3G62230.1
OG0003606	Cg001G014150	AT4G26550.1
OG0003606	Cg003G103310	AT5G56020.1
OG0003607	Cg008G292370	AT5G11920.1
OG0003608	Cg006G238230	AT1G07830.1
OG0003609	Cg008G290630	AT5G10220.1
OG0003609	Cg008G290640	AT5G10230.1
OG0003610	Cg008G290120	AT5G09770.1, AT5G64650.1
OG0003611	Cg001G022490	AT4G18372.1
OG0003612	Cg001G022380	AT4G18440.1, AT1G36280.1
OG0003613	Cg008G306150	AT5G26710.1
OG0003614	Cg006G218680	AT1G28010.1
OG0003615	Cg006G217850	AT1G28960.1
OG0003615	Cg005G172600	AT2G33980.3
OG0003616	Cg001G004380	AT4G35785.2
OG0003617	Cg003G085060	AT4G09760.1
OG0003618	Cg006G225040	AT3G53270.1
OG0003619	Cg004G126440	AT3G10780.1
OG0003620	Cg008G321050	AT5G44600.1
OG0003620	Cg008G321020	AT5G44590.1
OG0003621	Cg008G321230	AT5G44720.1
OG0003622	Cg008G323990	AT5G46550.1
OG0003623	Cg008G298260	AT5G17950.1
OG0003624	Cg008G325000	AT4G17310.1, AT5G47455.4
OG0003625	Cg005G158300	AT2G47370.1, AT5G28660.1, AT2G16760.1
OG0003626	Cg002G044360	AT3G62260.2
OG0003627	Cg005G159960	AT2G45760.1
OG0003628	Cg002G046450	AT3G60150.1
OG0003628	Cg005G161300	AT2G44525.1
OG0003629	Cg004G153830, Cg004G153840	AT2G17740.1
OG0003629	Cg005G161470	AT2G44370.1
OG0003630	Cg005G161840	AT2G43945.1
OG0003631	Cg008G301350	AT5G20920.1
OG0003632	Cg006G231260	AT1G14650.1
OG0003633	Cg002G056200	AT3G50650.1
OG0003633	Cg003G115010	AT5G66770.1
OG0003635	Cg002G055460	AT3G51370.1
OG0003635	Cg003G115790	AT5G66080.1
OG0003636	Cg006G244800	AT1G01560.2
OG0003637	Cg006G243540	AT1G02840.1
OG0003638	Cg006G243230	AT1G03130.1
OG0003638	Cg003G078880, Cg014G330650	AT4G02770.1
OG0003639	Cg001G007310	AT4G33010.1
OG0003639	Cg005G186340	AT2G26080.1
OG0003640	Cg004G116470	AT3G01560.1
OG0003640	Cg008G294750	AT5G14540.1
OG0003642	Cg004G121330	AT3G05550.1
OG0003643	Cg005G166470	AT2G39770.1
OG0003644	Cg007G281630	AT1G79920.1, AT1G79930.1
OG0003645	Cg006G229370	AT1G16610.3, AT1G79100.1
OG0003647	Cg006G226760	AT1G19250.1
OG0003648	Cg006G223540	AT1G22410.1
OG0003649	Cg007G267780	AT1G67800.2
OG0003650	Cg002G047980	AT3G58330.1
OG0003650	Cg002G048000	AT3G58300.1
OG0003651	Cg007G275790, Cg007G275840	AT4G31520.1
OG0003651	Cg006G232750	AT1G13160.1
OG0003652	Cg006G239910	AT1G06290.1
OG0003653	Cg006G240620	AT1G05680.1, AT1G05675.1
OG0003655	Cg008G297150	AT5G16890.1
OG0003656	Cg008G297590	AT5G17320.1, AT1G34650.1
OG0003657	Cg004G128350	AT3G12630.1
OG0003658	Cg008G285540	AT5G04680.1, AT5G04700.1
OG0003659	Cg008G288250	AT5G07450.1
OG0003660	Cg003G106040	AT5G58460.1, AT5G37060.1
OG0003661	Cg002G055790	AT3G51020.1
OG0003662	Cg002G060350	AT3G46740.1
OG0003662	Cg003G106920	AT1G35860.1
OG0003663	Cg007G270030	AT1G69640.1
OG0003664	Cg003G108580	AT5G60900.1
OG0003665	Cg007G272770	AT1G17300.2
OG0003666	Cg007G281000	AT4G33370.1
OG0003667	Cg004G128880	AT3G13080.1
OG0003668	Cg004G129470	AT3G13610.1
OG0003669	Cg006G195180	AT1G55080.1
OG0003670	Cg004G130240	AT3G14150.1
OG0003671	Cg004G131640	AT3G16530.1
OG0003672	Cg004G133500	AT2G18790.1
OG0003673	Cg004G142180	AT3G24350.2
OG0003674	Cg008G312610	AT5G48300.1
OG0003675	Cg006G238030	AT1G08065.1
OG0003675	Cg003G103650	AT5G56330.1
OG0003676	Cg001G006630	AT4G33690.1
OG0003677	Cg006G196860	AT1G52855.1, AT3G15534.1
OG0003678	Cg004G137540	AT3G20650.1
OG0003679	Cg002G054480	AT3G52300.1
OG0003680	Cg002G054380	AT3G52430.1
OG0003681	Cg002G052840	AT3G53680.2
OG0003681	Cg005G168980	AT2G37520.1
OG0003682	Cg002G050220	AT3G56100.1
OG0003683	Cg002G054870, Cg002G054860	AT3G51970.1
OG0003684	Cg006G197070	AT1G52695.1
OG0003685	Cg002G052060	AT3G54530.1
OG0003686	Cg007G277610	AT1G76965.1
OG0003686	Cg004G152430	AT2G16594.1
OG0003686	Cg007G277620	AT2G16592.1
OG0003687	Cg007G251410	AT1G59700.1
OG0003695	Cg001G007970	AT4G32490.1
OG0003695	Cg001G012210	AT4G28365.1
OG0003696	Cg001G010360	AT4G30170.1
OG0003696	Cg002G073170	AT2G18980.1
OG0003697	Cg001G006110	AT3G42050.1
OG0003698	Cg001G005340	AT4G34930.1
OG0003698	Cg001G005350	AT4G34920.1
OG0003699	Cg006G210400	AT3G15750.1, AT1G34570.1
OG0003701	Cg002G074830	AT2G02000.1
OG0003701	Cg002G074820	AT2G02010.2
OG0003702	Cg002G072030	AT3G26620.1, AT3G26660.1
OG0003703	Cg001G037700	AT5G38110.1
OG0003704	Cg007G247810	AT1G62620.1, AT1G63370.1, AT1G62600.1
OG0003705	Cg005G165100	AT2G40890.1
OG0003706	Cg006G197930	AT1G51840.1
OG0003707	Cg016G334110, Cg003G095250	AT5G50200.1
OG0003708	Cg003G102940	AT5G55630.1
OG0003710	Cg008G293480	AT5G13320.2
OG0003712	Cg001G020480	AT4G20300.2
OG0003713	Cg001G020030	AT4G20980.1
OG0003714	Cg001G018580	AT4G22285.1, AT4G22350.2
OG0003715	Cg003G082410	AT4G11420.1
OG0003716	Cg002G049660	AT1G34540.1, AT3G56630.1
OG0003718	Cg004G149290	AT2G14830.1
OG0003719	Cg008G283660	AT5G02890.1
OG0003720	Cg006G233560	AT1G12350.1
OG0003721	Cg003G082450	AT4G11360.1, AT4G11370.1
OG0003723	Cg004G140960	AT3G23450.1
OG0003724	Cg004G138500	AT3G21465.2
OG0003724	Cg001G025790	AT4G15640.1
OG0003726	Cg001G039990, Cg003G084200	AT2G47430.1
OG0003727	Cg005G159570	AT2G46180.1
OG0003728	Cg005G161850	AT2G43940.1
OG0003729	Cg005G161870	AT2G43910.1, AT2G43920.1
OG0003730	Cg002G048320	AT3G57990.1
OG0003731	Cg006G199280, Cg008G308500	AT5G03220.1
OG0003732	Cg003G107140	AT5G59490.1
OG0003733	Cg006G242240	AT1G04230.1
OG0003735	Cg008G318930, Cg008G318920	AT4G08878.1, AT5G43340.1, AT4G08895.1
OG0003736	Cg005G173910	AT2G32765.1
OG0003737	Cg005G173680	AT2G32980.1
OG0003738	Cg005G175000	AT2G31710.1
OG0003739	Cg005G175350	AT2G31305.1
OG0003740	Cg005G175740	AT2G30980.1
OG0003740	Cg006G239840	AT1G06390.1
OG0003741	Cg005G179770	AT2G27680.1
OG0003742	Cg005G174130	AT2G32560.1
OG0003742	Cg005G182660	AT2G26850.1
OG0003743	Cg004G117200	AT3G02090.2
OG0003744	Cg001G042260	AT5G41360.1, AT5G41370.1
OG0003745	Cg008G306030	AT5G26360.1
OG0003747	Cg004G123310	AT3G07220.1
OG0003748	Cg004G123930	AT3G07810.2
OG0003749	Cg004G124130	AT3G08040.1
OG0003750	Cg002G050830	AT1G54110.2, AT3G55600.1
OG0003751	Cg006G244150	AT1G01010.1
OG0003752	Cg006G228640	AT1G17340.1
OG0003753	Cg007G278530	AT1G77870.1
OG0003753	Cg006G223960	AT1G22050.1
OG0003754	Cg006G221680	AT1G24180.1
OG0003755	Cg006G221010	AT1G26730.1, AT1G35350.1
OG0003756	Cg001G016540	AT4G24350.1, AT4G24340.1
OG0003758	Cg005G192420, Cg001G001850	AT2G22420.1
OG0003759	Cg006G231120	AT1G14750.3
OG0003761	Cg006G241070	AT1G05280.1
OG0003763	Cg006G242340	AT1G04120.1
OG0003764	Cg006G244560	AT1G01340.2
OG0003764	Cg014G332520, Cg003G077110	AT4G01010.1
OG0003765	Cg008G296170	AT5G15870.1
OG0003766	Cg008G296310	AT5G16020.1
OG0003767	Cg008G303150	AT5G23420.1
OG0003768	Cg003G110790	AT3G28956.10, AT5G62950.1
OG0003769	Cg003G105870	AT5G58290.1
OG0003770	Cg002G059780	AT3G47360.1, AT3G47350.2
OG0003771	Cg003G106230	AT5G58640.1
OG0003772	Cg001G006520	AT4G33790.1
OG0003773	Cg007G269700	AT1G69250.1
OG0003774	Cg007G269870	AT1G69523.1
OG0003775	Cg007G279150	AT1G78460.1
OG0003776	Cg006G229030	AT1G16910.1
OG0003776	Cg007G279480	AT1G78815.1
OG0003777	Cg007G279670	AT1G78990.1
OG0003778	Cg004G136600	AT3G19820.1
OG0003779	Cg004G137320	AT3G20460.1
OG0003780	Cg006G198060	AT3G21280.1, AT1G51710.1
OG0003781	Cg004G141690	AT5G18990.1, AT3G24130.1
OG0003782	Cg002G053680	AT3G52980.1
OG0003782	Cg004G144980	AT2G05160.1
OG0003783	Cg004G145890	AT2G05840.1
OG0003784	Cg006G194630, Cg004G129190	AT1G55670.1
OG0003786	Cg006G198010	AT1G51760.1
OG0003787	Cg006G204470, Cg006G204460, Cg006G199860, Cg006G199840, Cg003G096930	AT1G49770.1
OG0003788	Cg002G052520	AT3G54040.2
OG0003789	Cg002G051520	AT3G55010.1
OG0003791	Cg002G049620	AT3G56680.1
OG0003791	Cg005G165040	AT2G40960.1
OG0003792	Cg002G049280, Cg002G049290, Cg008G318790	AT3G57010.1
OG0003798	Cg006G225570	AT1G20440.1
OG0003799	Cg007G268970	AT1G68750.1
OG0003801	Cg003G115170	AT5G66640.5
OG0003802	Cg008G288010, Cg003G110000	AT5G62200.1
OG0003803	Cg001G021110	AT4G19610.1
OG0003804	Cg005G179160	AT2G28210.1
OG0003807	Cg003G108570	AT5G60890.1
OG0003810	Cg002G057600	AT3G49270.3, AT3G49305.1, AT3G49300.1
OG0003810	Cg002G057610	AT3G49307.1
OG0003823	Cg001G012360	AT4G28240.1
OG0003824	Cg001G008950	AT4G31610.2
OG0003827	Cg001G005590	AT4G34630.1
OG0003827	Cg004G152250	AT5G48420.1
OG0003829	Cg006G214660	AT1G31650.1
OG0003830	Cg007G257330	AT1G54520.1
OG0003831	Cg006G236020	AT1G09950.1
OG0003831	Cg007G252030	AT1G58330.1
OG0003832	Cg002G075420	AT5G50650.1, AT5G50550.1
OG0003833	Cg005G176340	AT2G30410.1
OG0003834	Cg007G245770	AT1G64520.1, AT5G42040.1
OG0003835	Cg006G233450	AT1G12460.1
OG0003835	Cg007G247430	AT1G62950.1
OG0003836	Cg008G282940	AT5G02120.1
OG0003837	Cg008G290020	AT5G09640.1
OG0003838	Cg003G097860	AT5G51380.1
OG0003838	Cg003G097840	AT5G51370.2
OG0003839	Cg003G101580	AT5G54300.1
OG0003840	Cg003G102850	AT5G55560.1
OG0003841	Cg001G014320	AT4G26390.1
OG0003841	Cg003G103670	AT5G56350.1
OG0003842	Cg008G293070	AT5G12940.1
OG0003843	Cg008G291970	AT5G11530.1
OG0003844	Cg008G323550	AT5G46210.1
OG0003845	Cg001G022020	AT4G18710.1
OG0003846	Cg001G017220	AT4G23690.1
OG0003847	Cg001G017210	AT4G23700.1
OG0003848	Cg006G211840	AT1G33760.1
OG0003849	Cg006G211000	AT1G33980.2
OG0003850	Cg006G203140	AT1G47210.2
OG0003851	Cg006G216580	AT1G29850.3
OG0003852	Cg001G004210	AT4G35890.1
OG0003853	Cg001G002650	AT4G37560.1
OG0003853	Cg001G002660	AT4G37550.5
OG0003854	Cg001G036720	AT5G37740.2
OG0003855	Cg006G204010	AT1G44780.1
OG0003856	Cg006G204920	AT1G44170.1
OG0003857	Cg002G062270	AT3G45180.1
OG0003857	Cg008G317370	AT5G42300.1
OG0003858	Cg008G317310	AT5G42270.1
OG0003858	Cg006G199520	AT1G50250.1
OG0003859	Cg003G082090	AT4G11650.1
OG0003860	Cg005G160990, Cg005G176900	AT2G44820.1
OG0003861	Cg008G322630	AT5G45510.1
OG0003862	Cg008G323530	AT5G46190.2
OG0003862	Cg001G022480	AT4G18375.2
OG0003863	Cg008G325260	AT5G47650.2
OG0003864	Cg002G043940	AT3G62770.1
OG0003865	Cg005G159090	AT2G46620.1
OG0003866	Cg005G162420, Cg005G160480	AT2G45330.1, AT5G23600.1
OG0003867	Cg008G282590	AT5G01290.1
OG0003868	Cg003G108380	AT5G60690.1
OG0003869	Cg003G108200	AT5G60500.1, AT5G60510.1
OG0003870	Cg003G108120	AT5G60400.3
OG0003871	Cg003G107730	AT5G60030.1
OG0003872	Cg004G156300, Cg001G002350, Cg003G076560, Cg014G333010	AT4G00620.1
OG0003873	Cg003G077870, Cg014G331780	AT4G01590.1, AT4G35685.1
OG0003874	Cg003G078800, Cg014G330730	AT4G02720.1
OG0003875	Cg006G242380	AT1G04080.3
OG0003876	Cg005G175100	AT2G31580.1
OG0003877	Cg005G188800	AT4G27190.1
OG0003877	Cg001G013510	AT4G27220.2
OG0003878	Cg004G122290	AT3G06350.1
OG0003879	Cg004G123340	AT3G07270.1
OG0003881	Cg007G280450	AT1G80890.1
OG0003882	Cg006G227780	AT1G18280.1
OG0003883	Cg006G236680	AT1G09400.1
OG0003883	Cg006G228010	AT1G17990.1, AT1G18020.1
OG0003884	Cg006G221020	AT1G26740.1
OG0003885	Cg001G015910	AT4G24940.1
OG0003885	Cg003G096590	AT5G50580.2, AT5G50680.1
OG0003886	Cg005G190100	AT2G24240.1
OG0003886	Cg001G009560	AT4G30940.1
OG0003887	Cg006G231000	AT1G14850.1
OG0003889	Cg006G237120	AT1G08920.2
OG0003890	Cg005G175250	AT2G31400.1
OG0003891	Cg008G296130	AT5G15830.1
OG0003893	Cg004G119740	AT3G04040.1
OG0003893	Cg008G298600	AT5G18250.1
OG0003894	Cg008G306970	AT5G27470.1
OG0003895	Cg002G049150	AT3G57100.1
OG0003896	Cg008G308340	AT5G49470.2
OG0003896	Cg007G267870	AT1G67890.1
OG0003897	Cg008G286780	AT5G05970.2
OG0003898	Cg008G285870	AT5G05010.1
OG0003899	Cg008G305440, Cg008G305450	AT5G25757.1, AT5G25754.1
OG0003900	Cg003G113730	AT3G49660.1
OG0003901	Cg002G059190	AT3G47833.1
OG0003902	Cg002G059950	AT3G47070.1
OG0003903	Cg001G001490	AT4G39670.1
OG0003904	Cg007G277180	AT1G76530.1
OG0003905	Cg007G277100	AT1G76430.1
OG0003906	Cg006G222360	AT1G23500.1
OG0003907	Cg007G276520	AT1G75910.1
OG0003907	Cg007G276530	AT1G75920.1
OG0003908	Cg007G279560	AT1G78900.1
OG0003909	Cg007G280060	AT1G79410.1
OG0003910	Cg004G130330	AT3G14210.1
OG0003911	Cg004G130670	AT3G29430.1, AT3G32040.1
OG0003912	Cg006G196580, Cg006G196570	AT1G53130.1
OG0003913	Cg004G132130	AT3G15720.1
OG0003914	Cg004G132480	AT3G16110.1
OG0003915	Cg004G135720	AT3G19030.1
OG0003916	Cg004G136540	AT3G19760.1
OG0003917	Cg004G137040	AT3G20210.1
OG0003918	Cg004G137490	AT3G20600.1, AT3G20590.1
OG0003919	Cg004G138780	AT3G21750.1
OG0003920	Cg004G140080	AT3G22840.1
OG0003921	Cg004G155790	AT2G19470.1
OG0003922	Cg006G196240	AT1G53440.1, AT1G53430.1
OG0003923	Cg006G201930	AT1G47980.1
OG0003925	Cg002G051300, Cg002G051290	AT3G55220.1, AT3G55200.1
OG0003926	Cg002G045600	AT3G61160.2
OG0003930	Cg006G244840	AT1G01590.1
OG0003931	Cg001G040680, Cg001G040600	AT5G40090.1
OG0003933	Cg002G067650	AT3G29380.1
OG0003934	Cg005G188330	AT3G13433.1, AT2G25297.2
OG0003935	Cg008G288030	AT5G07210.1, AT2G27070.1
OG0003938	Cg006G222720	AT1G23130.1
OG0003939	Cg003G110600	AT5G62830.1
OG0003941	Cg004G151480	AT2G15770.1
OG0003948	Cg001G010570	AT4G29950.1
OG0003950	Cg006G214150	AT1G32060.1
OG0003951	Cg001G024860	AT4G16380.3
OG0003952	Cg007G254860	AT1G56220.3
OG0003953	Cg007G250160	AT1G60989.1
OG0003954	Cg002G074790	AT2G02060.1
OG0003955	Cg002G074230	AT2G02950.1
OG0003956	Cg005G159430	AT2G46290.1, AT2G46280.1, AT5G57650.1
OG0003957	Cg002G070850	AT3G27520.1
OG0003958	Cg001G036310	AT5G37540.1
OG0003958	Cg007G265340	AT1G66180.1
OG0003959	Cg005G165320	AT2G40750.1
OG0003960	Cg008G285450	AT5G04590.1
OG0003962	Cg004G127150	AT3G11420.1
OG0003963	Cg007G246940	AT1G63310.1
OG0003965	Cg003G097030	AT5G50830.2
OG0003966	Cg003G099540	AT5G52840.1
OG0003966	Cg001G012670	AT4G28005.1
OG0003967	Cg008G292650	AT5G12210.1
OG0003968	Cg008G292070	AT5G11630.1
OG0003969	Cg008G291910	AT5G11470.1
OG0003970	Cg008G304610	AT5G24980.1
OG0003971	Cg008G289420	AT5G08535.1, AT3G52350.1
OG0003972	Cg008G288470	AT5G07630.1
OG0003973	Cg008G324760	AT5G47180.1
OG0003974	Cg002G054130	AT3G52630.1
OG0003975	Cg001G020170	AT4G20880.1
OG0003976	Cg001G017960	AT4G22970.3, AT5G28550.1
OG0003977	Cg002G053510	AT3G53110.1
OG0003978	Cg006G217760	AT4G14600.1, AT1G29060.1
OG0003980	Cg001G003630	AT4G36550.1
OG0003981	Cg001G003550	AT4G36640.1
OG0003982	Cg001G002720	AT4G37470.1
OG0003983	Cg005G192330	AT2G22480.1
OG0003984	Cg003G083960	AT4G10280.1
OG0003985	Cg003G093630, Cg003G080350	AT4G04770.1
OG0003986	Cg008G322820	AT5G45650.1
OG0003987	Cg004G143130	AT3G25250.1
OG0003987	Cg001G031130	AT4G13000.1
OG0003988	Cg001G027800	AT4G14380.1
OG0003989	Cg001G025800	AT4G15620.1, AT4G15630.1
OG0003990	Cg001G041900	AT5G41090.1
OG0003991	Cg002G044400	AT3G62220.1
OG0003991	Cg005G158600	AT2G47060.4
OG0003992	Cg005G158830	AT2G46870.1
OG0003993	Cg002G045360	AT3G61370.1, AT4G07940.1
OG0003994	Cg007G270150	AT1G66590.2, AT1G69750.1
OG0003995	Cg005G161730	AT2G44065.1
OG0003996	Cg005G161990, Cg007G253030	AT2G43780.4
OG0003997	Cg004G124500	AT5G01570.1, AT3G08880.1
OG0003998	Cg008G283100	AT5G02310.1
OG0003999	Cg004G125990	AT3G10370.1
OG0004001	Cg003G107030	AT5G59380.1
OG0004002	Cg003G111320	AT5G63530.1
OG0004003	Cg005G180420	AT2G27510.1
OG0004004	Cg003G076920, Cg014G332680	AT4G01150.1
OG0004005	Cg005G175840, Cg005G175360	AT2G30910.1, AT2G31300.2
OG0004006	Cg005G180300	AT2G27550.1
OG0004008	Cg004G120810	AT3G05050.1
OG0004010	Cg004G123990	AT3G07890.1
OG0004011	Cg005G165910	AT2G40240.1
OG0004011	Cg002G050300	AT3G56030.1
OG0004012	Cg005G166270	AT2G39940.1
OG0004013	Cg002G050590	AT3G55780.1
OG0004014	Cg006G206860	AT1G42440.1
OG0004015	Cg005G167070	AT2G39200.1
OG0004016	Cg005G166840	AT2G39430.1
OG0004017	Cg005G169200	AT2G37300.2
OG0004018	Cg008G290330	AT5G09940.1
OG0004019	Cg005G167670	AT2G38640.1
OG0004020	Cg040G337040	ATCG00430.1
OG0004022	Cg005G189150	AT2G24840.1
OG0004024	Cg006G229560	AT1G16400.1, AT1G16410.1
OG0004025	Cg006G222620	AT1G23220.1
OG0004026	Cg001G015960	AT4G24890.1
OG0004027	Cg001G015570	AT4G25230.1
OG0004028	Cg001G015220	AT4G25570.2
OG0004029	Cg003G100570	AT5G53620.1
OG0004030	Cg005G190390	AT2G24450.1
OG0004031	Cg005G170730	AT2G35810.1, AT2G35830.2, AT2G35820.2
OG0004033	Cg006G233680	AT1G12200.1
OG0004034	Cg006G197780	AT1G51970.1, AT1G10455.1, AT3G28853.1
OG0004035	Cg006G238250	AT1G07810.1, AT1G07670.1
OG0004036	Cg009G325720, Cg008G313870	AT5G47880.1
OG0004037	Cg006G243440	AT1G02920.1, AT1G02930.1
OG0004038	Cg008G296300	AT5G16010.1
OG0004039	Cg008G306160	AT5G26700.1
OG0004040	Cg008G307110	AT5G27350.1
OG0004041	Cg003G108910	AT5G61190.5
OG0004043	Cg008G308840, Cg008G310490	AT5G49210.1
OG0004044	Cg008G286020	AT5G05170.1
OG0004045	Cg008G304560	AT5G24910.1
OG0004045	Cg008G304550	AT5G24900.1
OG0004046	Cg008G303360	AT5G23690.1
OG0004046	Cg002G058100	AT3G48830.1
OG0004047	Cg008G303320	AT5G23610.2
OG0004048	Cg003G108510	AT5G60830.1
OG0004049	Cg003G109280	AT5G61550.2
OG0004050	Cg002G062670	AT3G44850.1
OG0004050	Cg008G302580	AT5G22840.1
OG0004051	Cg002G063960	AT3G44220.1
