Orthogroup	Cardamine_glauca	Capsella_rubella
OG0002336	Cg006G197490	XP_006303402.1
OG0002337	Cg002G054340	XP_006291851.1
OG0002337	Cg005G170590	XP_006294991.1
OG0002338	Cg002G050230	XP_006291623.2
OG0002338	Cg005G165830	XP_006294701.2
OG0002339	Cg005G164610	XP_006295028.2
OG0002339	Cg002G049160	XP_006291943.1
OG0002340	Cg002G061100	XP_006292351.1
OG0002345	Cg006G222010	XP_006303603.1
OG0002345	Cg006G222030	XP_006306110.1
OG0002348	Cg004G157020	XP_006298283.1
OG0002348	Cg001G012140	XP_023633763.1
OG0002349	Cg001G011970	XP_023634717.1
OG0002349	Cg004G156820	XP_023641775.1
OG0002350	Cg001G011390	XP_006285258.1
OG0002350	Cg004G156170	XP_006299465.1
OG0002351	Cg005G190610	XP_006294676.1
OG0002351	Cg001G009800	XP_006284256.1
OG0002352	Cg005G190320	XP_023639337.1
OG0002352	Cg001G009300	XP_023634003.1
OG0002353	Cg001G005060	XP_006283957.1
OG0002354	Cg006G214780	XP_023644986.1
OG0002355	Cg007G255720	XP_006301375.2
OG0002355	Cg004G121050	XP_006298247.1
OG0002356	Cg006G236350	XP_023644575.1
OG0002356	Cg007G252150	XP_006300610.1
OG0002357	Cg002G048370	XP_023638823.1
OG0002357	Cg006G235550	XP_006303798.1
OG0002358	Cg002G074890	XP_006291627.1
OG0002358	Cg006G231210	XP_006305511.1
OG0002359	Cg006G231370	XP_006305437.1
OG0002359	Cg002G074620	XP_006291569.1
OG0002360	Cg002G074550	XP_023637918.1, XP_023637920.1, XP_023643642.1
OG0002361	Cg001G041440	XP_006285216.1
OG0002362	Cg002G070720	XP_006292089.1
OG0002362	Cg001G041110	XP_006284784.1
OG0002363	Cg002G068660	XP_006291381.1
OG0002364	Cg007G264550, Cg007G264610	XP_023643974.1
OG0002364	Cg007G264560	XP_023643950.1
OG0002365	Cg007G261530	XP_023643991.1
OG0002365	Cg001G034270	XP_006286125.2
OG0002366	Cg006G233310	XP_006307436.1
OG0002366	Cg007G247260	XP_023644000.1
OG0002367	Cg003G103990	XP_006281368.1
OG0002367	Cg001G014350	XP_006284923.1
OG0002368	Cg005G164950	XP_006294217.1
OG0002368	Cg002G049460	XP_006290978.1
OG0002369	Cg005G165470	XP_006293430.1
OG0002370	Cg008G282920	XP_006287725.1
OG0002370	Cg004G124930	XP_006299099.1
OG0002371	Cg004G125510	XP_006296668.1, XP_006298519.1
OG0002371	Cg008G284250	XP_006288638.1
OG0002372	Cg004G126750	XP_006297355.1
OG0002372	Cg008G286190	XP_006287467.1
OG0002373	Cg008G287590	XP_006286555.1
OG0002373	Cg004G127900	XP_006298416.1
OG0002374	Cg001G016210	XP_006282635.1
OG0002375	Cg001G017540	XP_006285142.1
OG0002375	Cg003G097800	XP_006282077.1
OG0002376	Cg001G015250	XP_006284598.1
OG0002376	Cg003G098850	XP_023638141.1
OG0002377	Cg001G013270	XP_006283860.1
OG0002377	Cg003G101390	XP_006280542.2
OG0002378	Cg001G013600	XP_006283763.1
OG0002378	Cg003G102040	XP_023635301.1
OG0002379	Cg001G014620	XP_006283962.1
OG0002379	Cg003G104460	XP_006280644.1
OG0002380	Cg003G112820	XP_006279584.1
OG0002380	Cg008G290320	XP_006289301.1
OG0002381	Cg003G111460	XP_006280694.1
OG0002382	Cg008G288630	XP_006289223.2
OG0002382	Cg003G108980	XP_006281918.1
OG0002383	Cg008G323140	XP_023641712.1
OG0002383	Cg001G022320	XP_006283787.1
OG0002384	Cg008G320870	XP_023642094.1
OG0002385	Cg003G079790, Cg003G094230	XP_006288711.1
OG0002385	Cg001G019940	XP_006284556.1
OG0002386	Cg001G018500	XP_006286053.1
OG0002387	Cg001G002950	XP_006282466.1
OG0002387	Cg005G191390	XP_006295124.1
OG0002388	Cg001G002740	XP_006284499.1
OG0002388	Cg005G191610	XP_023639471.1
OG0002389	Cg001G000120	XP_023634483.1
OG0002389	Cg005G171150	XP_006295657.2
OG0002390	Cg005G171270	XP_006293770.1
OG0002390	Cg006G213390	XP_006306894.1
OG0002392	Cg001G019930	XP_006285730.1
OG0002392	Cg003G079820, Cg003G094200	XP_006286947.1
OG0002393	Cg004G142800	XP_023642577.1, XP_006299914.1
OG0002394	Cg001G029660	XP_006285723.1
OG0002394	Cg004G142310	XP_006297795.1
OG0002395	Cg001G029410	XP_006285781.2
OG0002395	Cg004G142090	XP_006298303.1
OG0002396	Cg004G140800	XP_006297323.1
OG0002396	Cg001G027860	XP_006285190.1
OG0002397	Cg001G041300	XP_023635140.1
OG0002398	Cg005G157470	XP_006295107.1
OG0002398	Cg002G043630	XP_006291928.1
OG0002399	Cg002G043920	XP_006292934.1
OG0002400	Cg005G159300	XP_006294460.1
OG0002400	Cg002G045020	XP_023637993.1
OG0002401	Cg005G159920	XP_006294022.1
OG0002401	Cg002G045500	XP_006290970.1
OG0002402	Cg005G160270	XP_006296060.1
OG0002402	Cg002G045700	XP_023637971.1
OG0002403	Cg007G274110	XP_006302353.1
OG0002403	Cg006G227990	XP_006305996.1
OG0002404	Cg005G162380	XP_006295400.2
OG0002404	Cg008G303700	XP_006289814.2
OG0002406	Cg008G300950	XP_006289263.1
OG0002407	Cg008G301220	XP_006289919.1
OG0002407	Cg002G066210	XP_006292946.1
OG0002408	Cg002G062140	XP_006291252.1
OG0002408	Cg003G108240	XP_006279632.1
OG0002409	Cg003G112880	XP_006281339.1
OG0002409	Cg003G112870	XP_006281346.1
OG0002410	Cg002G056980	XP_006291568.1
OG0002410	Cg003G114090	XP_006280882.1
OG0002411	Cg007G273300	XP_006300533.1
OG0002412	Cg006G245030	XP_023645094.1
OG0002412	Cg014G332960, Cg003G076610	XP_023636710.1
OG0002413	Cg003G076290, Cg014G333290	XP_006287404.1
OG0002413	Cg006G244850	XP_006303436.2
OG0002414	Cg006G243030	XP_006306728.2
OG0002414	Cg003G079090, Cg003G094850	XP_023637699.1
OG0002415	Cg006G242290	XP_006307620.1
OG0002416	Cg008G319170	XP_006281162.2
OG0002416	Cg006G242140	XP_006304220.2
OG0002417	Cg005G173830	XP_006294535.1
OG0002417	Cg006G241450	XP_006304033.1
OG0002418	Cg005G174720	XP_023640755.1
OG0002418	Cg006G240760	XP_023632904.1
OG0002419	Cg006G239460	XP_006307649.1
OG0002419	Cg005G176120	XP_006293473.1
OG0002420	Cg008G309180, Cg008G310890, Cg008G310930	XP_006295329.1
OG0002420	Cg005G179460	XP_006295341.1
OG0002421	Cg005G180020	XP_006294248.1
OG0002422	Cg003G102080	XP_006280413.1
OG0002422	Cg001G013630	XP_006282591.1
OG0002423	Cg004G117310	XP_006299057.2
OG0002423	Cg008G295870	XP_006289078.1
OG0002424	Cg008G296160	XP_006287827.1
OG0002424	Cg004G117530	XP_006297801.1
OG0002425	Cg004G117580	XP_023642471.1
OG0002425	Cg008G296230	XP_023635879.1
OG0002426	Cg008G296330	XP_006286629.1
OG0002427	Cg004G118290	XP_006298622.1
OG0002427	Cg008G297290	XP_006288719.1
OG0002428	Cg004G119610	XP_006300064.1
OG0002428	Cg008G298510	XP_006287858.1
OG0002429	Cg006G239030	XP_006305942.1
OG0002430	Cg004G124290	XP_006298104.1
OG0002430	Cg004G124280	XP_006299302.2
OG0002431	Cg002G051200	XP_006290501.1
OG0002431	Cg005G166770	XP_006296203.1
OG0002432	Cg005G166860	XP_006294629.1
OG0002432	Cg005G166850	XP_006294630.1
OG0002433	Cg006G230020	XP_023645173.1
OG0002434	Cg006G229280	XP_006305581.1
OG0002435	Cg007G274020	XP_006302686.1
OG0002435	Cg006G227820	XP_023643311.1
OG0002436	Cg006G224240	XP_006306696.1
OG0002436	Cg007G278140	XP_006300721.1
OG0002437	Cg006G223780	XP_006305204.1
OG0002437	Cg007G278680	XP_006301178.1
OG0002438	Cg006G223670	XP_023645701.1
OG0002438	Cg007G278830	XP_006301777.2
OG0002439	Cg007G272610	XP_023643888.1
OG0002439	Cg006G223420	XP_006304330.1
OG0002440	Cg002G062310	XP_006290580.1
OG0002440	Cg002G043150	XP_006290579.1
OG0002441	Cg006G222870	XP_023632585.1
OG0002442	Cg007G270850	XP_006302598.1
OG0002442	Cg006G222310	XP_006305404.1
OG0002443	Cg006G220970	XP_023633066.1
OG0002443	Cg007G269800	XP_006302617.2
OG0002444	Cg007G268910	XP_006300592.1
OG0002444	Cg006G220420	XP_023644397.1
OG0002445	Cg003G098660	XP_023639046.1
OG0002445	Cg001G015290	XP_006285334.1
OG0002446	Cg001G012960	XP_006282639.1
OG0002446	Cg003G100460	XP_006280570.1
OG0002447	Cg001G007770	XP_006284155.1
OG0002447	Cg005G187390	XP_006294632.1
OG0002448	Cg002G056270	XP_023638939.1
OG0002448	Cg006G204870	XP_006305241.1
OG0002449	Cg006G232990	XP_006307561.1
OG0002449	Cg002G072040	XP_006291168.1
OG0002450	Cg006G237940	XP_006303909.1
OG0002451	Cg006G238070	XP_023645017.1
OG0002451	Cg005G179020	XP_023639700.1
OG0002452	Cg006G238780	XP_006307299.2
OG0002453	Cg014G330790, Cg003G078750	XP_006288281.1
OG0002453	Cg006G243280	XP_006303615.1
OG0002454	Cg006G243290	XP_006306566.1
OG0002454	Cg003G078720, Cg014G330830	XP_023635852.1
OG0002455	Cg008G297280	XP_006287588.2
OG0002456	Cg008G298340	XP_006289033.2
OG0002456	Cg008G298430	XP_006290043.1
OG0002457	Cg008G289150	XP_023633515.1, XP_023633506.1, XP_006282239.1, XP_006290004.2
OG0002458	Cg004G152160, Cg002G051820	XP_006301950.1, XP_006301420.1, XP_006300759.1
OG0002460	Cg008G287930	XP_023636232.1
OG0002460	Cg003G106010	XP_006280221.1
OG0002461	Cg002G055490, Cg002G055500	XP_023639276.1
OG0002462	Cg007G277170	XP_006302262.1
OG0002462	Cg006G225080	XP_006307673.1
OG0002463	Cg007G276940	XP_006302989.1
OG0002463	Cg006G225430	XP_006303189.1
OG0002464	Cg007G274800	XP_006303095.2
OG0002465	Cg006G230470	XP_006305709.1
OG0002465	Cg007G281360	XP_006302910.1
OG0002466	Cg004G129960	XP_006297916.1
OG0002466	Cg006G195330	XP_006305244.1
OG0002467	Cg004G130420	XP_006303321.1, XP_006298446.1
OG0002468	Cg006G196530	XP_006304781.1
OG0002468	Cg004G131520	XP_006300132.1
OG0002469	Cg001G025190	XP_006285178.1
OG0002469	Cg004G133330	XP_006297161.1
OG0002470	Cg004G133980	XP_006296726.1
OG0002470	Cg006G201640	XP_023645180.1
OG0002471	Cg004G134170	XP_006297072.1
OG0002471	Cg006G201510	XP_006306886.1
OG0002472	Cg004G134300	XP_006297281.1
OG0002472	Cg006G201450	XP_023645617.1
OG0002473	Cg004G134540	XP_006299051.1
OG0002473	Cg006G201300	XP_006304555.1
OG0002474	Cg001G026970	XP_006286098.1
OG0002474	Cg004G139740	XP_006299138.1
OG0002475	Cg001G027500	XP_006283754.1
OG0002475	Cg004G140380	XP_006297728.1
OG0002477	Cg004G156810	XP_006299369.1
OG0002477	Cg001G011960	XP_006285683.1
OG0002478	Cg006G196430	XP_006305270.1
OG0002479	Cg005G171900	XP_006294793.2
OG0002479	Cg008G323960	XP_006279747.1
OG0002480	Cg005G165220	XP_006293425.1
OG0002481	Cg002G062770	XP_023638651.1, XP_023638650.1, XP_023638649.1
OG0002482	Cg008G324740, Cg008G324730	XP_023634834.1
OG0002485	Cg008G306070	XP_006286428.1
OG0002489	Cg003G098780	XP_023645377.1
OG0002490	Cg005G176410	XP_006293381.1
OG0002494	Cg004G157250	XP_006298476.1
OG0002494	Cg001G012420	XP_006284459.1
OG0002496	Cg005G193120	XP_006294107.1
OG0002496	Cg001G001140	XP_006283632.1
OG0002496	Cg003G096030, Cg003G090480, Cg004G146490	XP_023638899.1
OG0002497	Cg001G009060	XP_023633633.1
OG0002498	Cg001G008970	XP_006283245.1
OG0002498	Cg005G189750	XP_006293788.1
OG0002499	Cg008G302020	XP_006288939.1
OG0002499	Cg002G063740	XP_006292087.1
OG0002500	Cg001G006070	XP_006283371.1
OG0002500	Cg004G150810, Cg004G149920	XP_023642669.1, XP_006297918.2
OG0002501	Cg006G214280	XP_006303503.1
OG0002502	Cg006G213320	XP_006303341.1
OG0002502	Cg005G171360	XP_006294783.2
OG0002503	Cg006G237150	XP_006305729.2
OG0002504	Cg007G252740, Cg007G252780, Cg007G252770	XP_006302308.1
OG0002504	Cg006G236150	XP_006307622.1
OG0002505	Cg006G235690	XP_006305234.1
OG0002505	Cg007G251380	XP_006301117.1
OG0002506	Cg007G250700	XP_023643253.1
OG0002506	Cg006G235430	XP_006306032.1
OG0002507	Cg002G074470	XP_006292145.1
OG0002508	Cg002G073970	XP_006292548.1
OG0002508	Cg006G231960	XP_006304202.1
OG0002509	Cg002G073660	XP_006291242.1
OG0002509	Cg002G073610	XP_023637929.1
OG0002510	Cg006G233010	XP_006304985.2
OG0002511	Cg002G070090, Cg002G069640, Cg002G069630	XP_006292420.2, XP_023638983.1, XP_006292345.1
OG0002512	Cg002G046550	XP_006291028.1
OG0002512	Cg006G194660	XP_023645421.1
OG0002513	Cg004G126380	XP_006299080.1
OG0002513	Cg008G285820	XP_006289946.1
OG0002514	Cg004G126860	XP_006298354.1
OG0002514	Cg008G286350	XP_006288549.1
OG0002515	Cg004G127400	XP_006298334.1
OG0002516	Cg001G015060, Cg001G015090	XP_006284384.1, XP_006284399.1
OG0002517	Cg001G012920	XP_006285678.1
OG0002517	Cg007G268210, Cg003G100410	XP_006281882.1
OG0002518	Cg001G014040	XP_006283675.1
OG0002519	Cg001G014050	XP_023633666.1
OG0002519	Cg003G102860	XP_006281806.1
OG0002520	Cg003G103270	XP_006280769.1
OG0002520	Cg001G014110	XP_006284075.1
OG0002521	Cg008G292470	XP_006288830.1
OG0002522	Cg003G112310	XP_006281280.1
OG0002523	Cg001G023600	XP_023634753.1
OG0002523	Cg008G324960	XP_006281545.1
OG0002524	Cg003G081670	XP_006289235.1
OG0002524	Cg001G018140	XP_006284928.1
OG0002525	Cg003G085610	XP_006288460.1
OG0002525	Cg006G209430	XP_006303282.1
OG0002526	Cg006G215870	XP_006307281.1
OG0002526	Cg001G015590	XP_006282892.1
OG0002527	Cg005G171660	XP_006295863.1
OG0002527	Cg006G215370	XP_023632915.1
OG0002528	Cg004G154020	XP_006296808.1
OG0002528	Cg001G003970	XP_023633779.1
OG0002529	Cg001G002990	XP_006285868.1
OG0002529	Cg005G191270	XP_023640792.1
OG0002530	Cg005G191780	XP_006293612.1
OG0002530	Cg001G002580	XP_006283060.1
OG0002531	Cg005G192580	XP_006294196.2
OG0002531	Cg001G001800	XP_006283648.2
OG0002532	Cg005G193050	XP_023640591.1
OG0002532	Cg001G001220	XP_006283126.1
OG0002533	Cg002G061280	XP_006291686.1, XP_006290296.1, XP_006292201.1, XP_006284347.1
OG0002534	Cg003G085720, Cg003G085660	XP_006288100.1, XP_023636081.1, XP_006289273.1
OG0002534	Cg003G085750	XP_006288029.1
OG0002535	Cg003G081900	XP_006286984.1
OG0002535	Cg001G017930	XP_006285736.1
OG0002536	Cg001G018520	XP_023633815.1
OG0002536	Cg003G081100	XP_006286551.1
OG0002537	Cg003G080940	XP_006288592.2
OG0002537	Cg006G241360	XP_006304089.2
OG0002538	Cg001G028410	XP_006283466.2
OG0002539	Cg001G027590	XP_006284445.1
OG0002539	Cg001G027600	XP_006284990.2
OG0002540	Cg001G025900	XP_006282963.1, XP_006285715.1
OG0002541	Cg005G157460	XP_023640486.1
OG0002542	Cg005G159580	XP_006294850.1
OG0002542	Cg002G045180	XP_006291739.1
OG0002543	Cg005G159970	XP_006294289.2
OG0002543	Cg002G045560	XP_006279087.1
OG0002544	Cg005G161930	XP_006294119.1
OG0002544	Cg002G046750	XP_006293122.1
OG0002545	Cg005G164330	XP_006294092.1
OG0002545	Cg002G048910	XP_006291001.1
OG0002546	Cg006G220340	XP_006288910.1, XP_006295417.2, XP_006288884.2
OG0002547	Cg002G049070	XP_006292598.1
OG0002548	Cg005G167870	XP_023640192.1
OG0002548	Cg008G284320	XP_006287550.1
OG0002549	Cg005G166170	XP_006304221.2, XP_023640101.1
OG0002551	Cg002G060620	XP_023638812.1
OG0002553	Cg003G114670	XP_006282279.1
OG0002553	Cg002G056560	XP_006292547.1
OG0002554	Cg003G115200, Cg003G115190	XP_023643440.1
OG0002555	Cg003G077270, Cg014G332350	XP_006286750.1
OG0002555	Cg006G244360	XP_006305651.1
OG0002556	Cg003G077930, Cg014G331730	XP_023636200.1
OG0002556	Cg006G244180	XP_006304913.1
OG0002557	Cg006G240290	XP_006304736.2
OG0002558	Cg001G014400	XP_023639913.1
OG0002559	Cg004G116530	XP_006298938.1
OG0002559	Cg008G294900	XP_006286790.1
OG0002560	Cg008G295650	XP_023636801.1
OG0002560	Cg004G117030	XP_023641774.1
OG0002561	Cg008G296910	XP_023636644.1
OG0002561	Cg004G118090	XP_006298763.1
OG0002562	Cg008G307420	XP_023636557.1
OG0002562	Cg004G120620	XP_006297660.1
OG0002563	Cg004G120680	XP_023641235.1
OG0002564	Cg004G122260	XP_023642232.1, XP_023636586.1
OG0002565	Cg005G170500	XP_023639789.1
OG0002566	Cg005G169040	XP_006294412.1
OG0002567	Cg006G229650	XP_006305518.1
OG0002567	Cg007G280160	XP_006302523.2
OG0002568	Cg007G275910	XP_006302011.1
OG0002568	Cg006G226370	XP_006304805.1
OG0002569	Cg006G225640	XP_006303780.1
OG0002570	Cg007G276810	XP_006303032.1
OG0002571	Cg007G277190	XP_006301092.1
OG0002571	Cg006G225050	XP_006305403.1
OG0002572	Cg006G224400	XP_006306914.1
OG0002573	Cg007G270600	XP_006300398.1
OG0002573	Cg006G221710	XP_006306819.1
OG0002574	Cg006G220440	XP_006306859.1
OG0002574	Cg007G268890	XP_023644357.1
OG0002575	Cg006G231290	XP_006303567.1
OG0002576	Cg004G154660	XP_006299708.1
OG0002577	Cg006G238700	XP_006305532.1
OG0002578	Cg006G239860, Cg006G239870	XP_006304671.1
OG0002579	Cg006G240110	XP_006305459.1
OG0002580	Cg005G174660	XP_006296096.1
OG0002580	Cg006G240810	XP_006305825.1
OG0002581	Cg006G244250, Cg006G244260	XP_023632698.1, XP_023633244.1
OG0002582	Cg004G146280, Cg005G165840	XP_006295943.1
OG0002583	Cg002G057300	XP_023638017.1
OG0002583	Cg008G304310	XP_006286543.1
OG0002584	Cg002G059840	XP_006291754.1
OG0002584	Cg003G106410	XP_006280998.1
OG0002585	Cg002G060950	XP_023638595.1
OG0002585	Cg003G107360	XP_006280010.1
OG0002586	Cg007G268740	XP_006300600.1
OG0002587	Cg006G226280	XP_023644884.1
OG0002587	Cg007G276040	XP_023644116.1
OG0002588	Cg007G274750	XP_006300702.1
OG0002589	Cg007G273230	XP_006302862.1
OG0002590	Cg004G130210	XP_023641521.1
OG0002590	Cg006G195450	XP_006304003.1
OG0002591	Cg004G129360	XP_006297754.1
OG0002591	Cg006G194870	XP_006307614.1
OG0002592	Cg006G195380	XP_023645977.1
OG0002592	Cg004G130000	XP_006297073.1
OG0002593	Cg006G196810	XP_006305707.1
OG0002593	Cg004G131840	XP_006298674.1
OG0002594	Cg006G196990	XP_006305259.1
OG0002594	Cg004G132020	XP_006298067.1
OG0002595	Cg004G132470	XP_006298562.1
OG0002595	Cg006G197460	XP_006305619.1
OG0002596	Cg004G133110	XP_006297556.1
OG0002596	Cg001G025430	XP_006283650.1
OG0002597	Cg004G133760	XP_023641588.1
OG0002597	Cg006G201820	XP_006307285.1
OG0002598	Cg004G134400	XP_006296838.1
OG0002599	Cg004G138790	XP_006297534.1
OG0002600	Cg004G117520	XP_006299517.2
OG0002601	Cg005G187800	XP_006296292.1
OG0002601	Cg001G007960	XP_006285898.1
OG0002602	Cg006G194350	XP_006305042.1
OG0002602	Cg004G128840	XP_006297836.1
OG0002603	Cg004G137900	XP_006299073.1
OG0002603	Cg006G198370	XP_006304135.2
OG0002604	Cg006G200350, Cg006G200340	XP_006304698.1
OG0002605	Cg002G049880	XP_006292213.1
OG0002605	Cg005G165190	XP_006295984.1
OG0002606	Cg002G048360	XP_006291905.1
OG0002607	Cg002G046470	XP_023639016.1
OG0002608	Cg004G140240	XP_006299396.2
OG0002610	Cg001G023070	XP_006285483.1, XP_006281834.2, XP_006301900.1
OG0002610	Cg008G323540	XP_006279755.2
OG0002611	Cg005G167400	XP_006295369.1, XP_006295810.1
OG0002612	Cg001G008120	XP_023633737.1
OG0002613	Cg006G242750	XP_023645692.1
OG0002614	Cg006G233090	XP_006306355.1
OG0002614	Cg002G071810	XP_006290819.1
OG0002615	Cg006G224050, Cg006G224060	XP_006306432.1, XP_006303563.1
OG0002615	Cg006G224070	XP_006303783.2
OG0002618	Cg003G111570	XP_006281776.1
OG0002618	Cg003G111580	XP_006282353.1, XP_006280264.2
OG0002622	Cg004G156600	XP_006298744.1
OG0002622	Cg001G011750	XP_006284717.1
OG0002623	Cg005G190160	XP_023639345.1
OG0002623	Cg001G009490	XP_006284641.1
OG0002624	Cg001G007540	XP_006282817.1
OG0002626	Cg004G151950	XP_006296595.1
OG0002626	Cg001G005790	XP_023635298.1
OG0002627	Cg001G005660	XP_023634382.1
OG0002627	Cg004G152120, Cg004G152130	XP_006297321.2
OG0002628	Cg001G005250	XP_006284251.1
OG0002629	Cg005G171540	XP_006293707.1
OG0002629	Cg006G215190	XP_006303907.1
OG0002630	Cg006G214160	XP_006304101.1
OG0002631	Cg005G170890	XP_006293812.1
OG0002631	Cg001G024370	XP_006283277.1
OG0002632	Cg007G254160	XP_006302747.1
OG0002632	Cg006G236820	XP_006304105.2
OG0002633	Cg006G236410	XP_006304324.1
OG0002634	Cg007G251730	XP_006300402.1
OG0002634	Cg006G235890	XP_006303157.1
OG0002635	Cg006G234480	XP_006303487.1, XP_006292280.1
OG0002636	Cg006G231150	XP_006305074.2
OG0002636	Cg002G074990	XP_006291465.1
OG0002637	Cg006G231950	XP_023645392.1
OG0002637	Cg002G073980	XP_006291038.2
OG0002638	Cg002G073040	XP_023638318.1
OG0002638	Cg006G232670	XP_023645752.1
OG0002639	Cg002G071560	XP_023638058.1
OG0002639	Cg008G283550	XP_006287938.1
OG0002640	Cg002G069670	XP_006292616.1
OG0002640	Cg002G069610	XP_023638816.1
OG0002641	Cg001G039610	XP_006286094.1
OG0002642	Cg007G267110	XP_006300569.1
OG0002642	Cg001G038360	XP_023635361.1
OG0002643	Cg001G036740	XP_006285942.1
OG0002643	Cg007G265600	XP_006301789.1
OG0002644	Cg007G261140	XP_006300649.1
OG0002645	Cg003G104790	XP_023636701.1
OG0002645	Cg001G014770	XP_006285267.1
OG0002646	Cg008G284860	XP_006288158.2
OG0002646	Cg004G125850	XP_006298018.1
OG0002647	Cg001G016240	XP_006284194.2
OG0002647	Cg003G091740	XP_006281009.1
OG0002648	Cg005G178960, Cg003G100040	XP_006279661.2
OG0002649	Cg003G100680, Cg003G100640	XP_023633399.1
OG0002650	Cg003G101600	XP_006281659.1
OG0002650	Cg001G013330	XP_023634887.1
OG0002651	Cg003G101870	XP_006280315.2
OG0002651	Cg001G013490	XP_006283760.1
OG0002652	Cg003G104970	XP_006280197.1
OG0002653	Cg008G291370	XP_006289942.1
OG0002653	Cg008G304700	XP_006289304.1
OG0002654	Cg008G291000	XP_006286650.1
OG0002655	Cg008G290480	XP_023636208.1
OG0002655	Cg003G112980	XP_023633545.1
OG0002656	Cg003G112520	XP_006280467.1
OG0002658	Cg001G020090	XP_023635574.1
OG0002658	Cg001G020080	XP_023634737.1
OG0002659	Cg001G018670	XP_006283746.1
OG0002660	Cg003G081250	XP_023636766.1
OG0002660	Cg001G018380	XP_006283937.1
OG0002661	Cg003G082440	XP_006287026.1
OG0002662	Cg006G209140	XP_006307331.1
OG0002662	Cg003G085310	XP_006287576.1
OG0002663	Cg006G218580	XP_006304410.1
OG0002664	Cg001G004500	XP_006285996.1, XP_023635368.1
OG0002665	Cg004G154100	XP_023642343.1
OG0002666	Cg001G003670	XP_006284773.1
OG0002667	Cg001G003580	XP_006284148.1
OG0002667	Cg004G154550	XP_006299489.1
OG0002668	Cg001G003120	XP_006285520.1
OG0002669	Cg005G191910	XP_006293461.1
OG0002669	Cg001G002440	XP_006283522.1
OG0002670	Cg005G193240	XP_006294016.1
OG0002670	Cg001G001050	XP_006282507.1
OG0002671	Cg001G035430, Cg001G035370, Cg001G037170, Cg001G037150, Cg001G035480	XP_006285855.2, XP_023632649.1
OG0002672	Cg001G039980	XP_006286188.1
OG0002672	Cg001G040000	XP_006284656.1
OG0002673	Cg003G085790	XP_006288090.1
OG0002673	Cg006G231220	XP_006304069.1
OG0002675	Cg001G019890	XP_006284433.1
OG0002675	Cg003G094180, Cg003G079840	XP_006288528.1
OG0002676	Cg001G031290	XP_006283616.1
OG0002676	Cg004G143230	XP_023641388.1
OG0002677	Cg001G030510	XP_006285488.2
OG0002678	Cg004G141720	XP_006285111.1, XP_023641507.1
OG0002679	Cg001G027460	XP_006284476.1
OG0002680	Cg001G027370	XP_006284017.1
OG0002680	Cg004G140250	XP_006297914.1
OG0002681	Cg005G159310	XP_006295319.1
OG0002684	Cg005G164360	XP_006295564.1
OG0002684	Cg002G048940	XP_006292672.1
OG0002685	Cg008G282470	XP_023636515.1
OG0002685	Cg004G124550	XP_006298135.1
OG0002686	Cg008G284840	XP_023636368.1
OG0002686	Cg008G296240	XP_006287959.1
OG0002687	Cg002G062050	XP_023637959.1
OG0002687	Cg003G108090	XP_006280697.1
OG0002688	Cg002G061410	XP_006293112.1
OG0002688	Cg003G107680	XP_006281907.1
OG0002689	Cg003G107210, Cg003G107230	XP_006280452.1
OG0002689	Cg003G107220	XP_006279520.1
OG0002690	Cg002G060600	XP_006291468.1
OG0002690	Cg003G107200	XP_006280902.1
OG0002691	Cg002G058340	XP_006290279.1
OG0002691	Cg003G111260	XP_006282031.1
OG0002692	Cg003G076390, Cg014G333200	XP_006286777.1
OG0002692	Cg006G244970	XP_006304625.1
OG0002693	Cg003G079020, Cg003G094930	XP_006287647.2
OG0002694	Cg008G320500	XP_006280312.1
OG0002694	Cg006G242690	XP_006307390.1
OG0002695	Cg005G175040	XP_006293514.1
OG0002695	Cg006G240500	XP_006305597.1
OG0002696	Cg006G238260	XP_006304317.1
OG0002696	Cg005G178380	XP_006295482.1
OG0002697	Cg004G124380	XP_006297619.1
OG0002697	Cg004G124370	XP_023642796.1
OG0002698	Cg004G118470	XP_006299689.1
OG0002698	Cg008G297670	XP_006289776.1
OG0002699	Cg008G297720	XP_023637237.1
OG0002700	Cg008G298520	XP_006286695.1
OG0002701	Cg004G123240	XP_006298579.1
OG0002701	Cg008G309700, Cg008G311530	XP_006279530.1
OG0002702	Cg002G050180	XP_023637936.1
OG0002702	Cg005G165710	XP_006293756.1
OG0002703	Cg004G154240	XP_006298465.1
OG0002703	Cg006G216220	XP_006303337.1
OG0002704	Cg005G169450	XP_023640153.1
OG0002705	Cg002G052300	XP_006291202.1
OG0002705	Cg005G167600	XP_006294305.1
OG0002706	Cg007G280120	XP_006302166.1
OG0002706	Cg006G229620	XP_006303978.1
OG0002707	Cg007G273830	XP_023643692.1
OG0002707	Cg006G228070	XP_023632947.1
OG0002708	Cg007G275920	XP_006302548.1
OG0002708	Cg006G226360	XP_023645038.1
OG0002709	Cg007G277570	XP_006302760.1
OG0002710	Cg006G223040	XP_006304593.1
OG0002710	Cg007G271860	XP_006301571.1
OG0002712	Cg007G268870	XP_023643189.1
OG0002712	Cg006G220310	XP_006305123.1
OG0002713	Cg007G268850	XP_006302773.1
OG0002714	Cg006G230740	XP_006303490.1
OG0002715	Cg002G075240	XP_006291855.1
OG0002715	Cg007G259070, Cg006G230950	XP_006305538.2
OG0002716	Cg006G235670	XP_006303279.2
OG0002716	Cg006G235680	XP_006303342.1
