Orthogroup	Cardamine_glauca	Brassica_oleracea
OG0002259	Cg001G003810	XP_013603612.1
OG0002260	Cg001G035500	XP_013595096.1, XP_013595095.1, XP_013597302.1
OG0002261	Cg001G003190	XP_013594089.1
OG0002262	Cg001G002910	XP_013595822.1, XP_013625230.1
OG0002262	Cg005G191470	XP_013634110.1
OG0002263	Cg001G001580	XP_013625585.1, XP_013593499.1, XP_013638280.1
OG0002264	Cg005G193880, Cg001G000540	XP_013623056.1
OG0002265	Cg001G039320	XP_013633864.1
OG0002265	Cg002G067750	XP_013609576.1, XP_013597790.1
OG0002266	Cg008G314510	XP_013631230.1, XP_013606052.1
OG0002266	Cg006G203110	XP_013600181.1
OG0002267	Cg001G029190	XP_013602254.1
OG0002267	Cg004G141700	XP_013597765.1, XP_013604275.1, XP_013622750.1
OG0002268	Cg004G140750	XP_013596542.1, XP_013631944.1
OG0002268	Cg001G027810	XP_013634913.1
OG0002269	Cg001G027450	XP_013602423.1
OG0002269	Cg004G140340	XP_013636218.1, XP_013625564.1, XP_013638497.1
OG0002270	Cg004G140150, Cg004G152360, Cg004G140140	XP_013607357.1
OG0002271	Cg004G139400	XP_013607584.1
OG0002271	Cg001G026680	XP_013602806.1
OG0002272	Cg001G025890	XP_013601643.1, XP_013597785.1
OG0002273	Cg002G045720	XP_013600409.1
OG0002273	Cg005G160330	XP_013636956.1
OG0002274	Cg005G161540	XP_013635136.1, XP_013637610.1
OG0002274	Cg002G046540	XP_013631697.1
OG0002275	Cg005G161650	XP_013627865.1, XP_013633594.1
OG0002275	Cg002G046630	XP_013601713.1
OG0002276	Cg005G161660	XP_013637156.1
OG0002276	Cg002G046640	XP_013604805.1, XP_013631371.1
OG0002277	Cg002G048440	XP_013602809.1
OG0002277	Cg005G163750	XP_013634513.1
OG0002278	Cg002G048880	XP_013604868.1
OG0002278	Cg005G164220	XP_013629478.1, XP_013636658.1
OG0002279	Cg003G091460	XP_013614162.1, XP_013621748.1
OG0002279	Cg004G118350	XP_013621811.1
OG0002280	Cg002G062600	XP_013589985.1
OG0002280	Cg008G302650	XP_013620030.1
OG0002281	Cg002G062530	XP_013587455.1
OG0002281	Cg008G302680	XP_013625918.1, XP_013614229.1
OG0002282	Cg003G108050	XP_013620078.1, XP_013610920.1
OG0002283	Cg003G113380	XP_013628759.1
OG0002284	Cg006G244780	XP_013600347.1, XP_013587354.1
OG0002284	Cg014G332830, Cg003G076740	XP_013612012.1
OG0002286	Cg006G242590	XP_013638266.1
OG0002286	Cg008G320310	XP_013612703.1, XP_013616298.1
OG0002287	Cg006G240730	XP_013585640.1
OG0002287	Cg005G174780	XP_013635071.1, XP_013635557.1
OG0002288	Cg005G175520	XP_013625656.1
OG0002288	Cg006G240010	XP_013586793.1, XP_013599532.1
OG0002289	Cg006G238660, Cg006G238610	XP_013583870.1, XP_013600458.1, XP_013599856.1
OG0002290	Cg005G181600	XP_013636596.1
OG0002290	Cg006G237620	XP_013604833.1, XP_013604374.1, XP_013638962.1
OG0002291	Cg001G007260	XP_013621736.1
OG0002291	Cg005G186120	XP_013637310.1
OG0002292	Cg008G294830	XP_013613396.1
OG0002292	Cg004G116490	XP_013628764.1, XP_013614031.1
OG0002293	Cg004G117150	XP_013629920.1
OG0002293	Cg008G295750	XP_013630513.1
OG0002294	Cg008G296540	XP_013612904.1
OG0002294	Cg004G117770	XP_013625770.1
OG0002295	Cg008G296710	XP_013629350.1
OG0002295	Cg004G117910	XP_013630421.1, XP_013632804.1
OG0002296	Cg004G118120	XP_013584978.1
OG0002297	Cg008G297060	XP_013625345.1, XP_013608858.1
OG0002298	Cg008G297840	XP_013608861.1
OG0002298	Cg004G119140	XP_013625357.1
OG0002299	Cg008G306500	XP_013618237.1, XP_013609602.1, XP_013595422.1
OG0002300	Cg008G308740, Cg008G308720, Cg008G308730	XP_013596346.1, XP_013614017.1
OG0002301	Cg004G123040	XP_013638175.1
OG0002301	Cg008G309130, Cg008G310830	XP_013616173.1, XP_013598006.1
OG0002302	Cg005G169440	XP_013634320.1
OG0002302	Cg002G053210	XP_013600779.1
OG0002303	Cg007G280660	XP_013591990.1
OG0002303	Cg006G230170	XP_013604857.1, XP_013585649.1
OG0002304	Cg006G229660	XP_013638772.1, XP_013600227.1
OG0002304	Cg007G280170	XP_013588295.1
OG0002305	Cg007G279940	XP_013618714.1
OG0002305	Cg006G229530	XP_013586810.1
OG0002306	Cg006G229300	XP_013587498.1
OG0002306	Cg007G279720	XP_013588140.1, XP_013591728.1
OG0002307	Cg006G227290	XP_013602043.1, XP_013600635.1
OG0002308	Cg006G224920	XP_013587252.1, XP_013605565.1
OG0002308	Cg007G277310	XP_013588201.1
OG0002309	Cg006G224140	XP_013603643.1
OG0002309	Cg007G278240	XP_013591732.1
OG0002310	Cg006G224030	XP_013603640.1
OG0002310	Cg007G278380	XP_013620768.1
OG0002311	Cg006G221980	XP_013587416.1
OG0002311	Cg007G270730	XP_013589756.1, XP_013588253.1
OG0002312	Cg007G270630	XP_013589760.1, XP_013590504.1
OG0002313	Cg006G220620	XP_013613940.1
OG0002313	Cg007G269410	XP_013589842.1
OG0002314	Cg006G219460	XP_013628732.1, XP_013599080.1
OG0002314	Cg007G267530	XP_013619548.1, XP_013590883.1
OG0002315	Cg001G010060	XP_013590221.1
OG0002316	Cg006G237080	XP_013604827.1
OG0002318	Cg006G194290	XP_013590299.1
OG0002319	Cg006G243620	XP_013584471.1, XP_013626895.1, XP_013603099.1
OG0002320	Cg014G332530, Cg003G077100	XP_013619650.1
OG0002320	Cg006G244570	XP_013637940.1
OG0002321	Cg004G128230	XP_013625722.1
OG0002321	Cg008G293680	XP_013606162.1, XP_013625509.1
OG0002322	Cg008G286110	XP_013615399.1, XP_013619180.1, XP_013609330.1, XP_013615312.1
OG0002323	Cg004G143400	XP_013632565.1
OG0002324	Cg007G271660	XP_013592898.1, XP_013599091.1, XP_013590069.1
OG0002325	Cg004G128970	XP_013623244.1, XP_013611002.1
OG0002325	Cg006G194420	XP_013587838.1
OG0002326	Cg004G129220	XP_013586433.1
OG0002326	Cg006G194680	XP_013621744.1
OG0002327	Cg006G195870	XP_013613488.1
OG0002327	Cg004G130510	XP_013584248.1
OG0002328	Cg004G132100	XP_013636339.1, XP_013585896.1
OG0002329	Cg004G134960	XP_013622044.1, XP_013638993.1
OG0002329	Cg006G201050	XP_013591061.1
OG0002330	Cg004G135070	XP_013614986.1, XP_013626031.1, XP_013620085.1
OG0002331	Cg004G138020	XP_013638180.1
OG0002331	Cg006G198260	XP_013592032.1
OG0002333	Cg001G005820	XP_013591584.1
OG0002333	Cg004G151430	XP_013595622.1
OG0002334	Cg001G012310	XP_013603954.1, XP_013597007.1, XP_013602959.1
OG0002335	Cg006G197470	XP_013592585.1, XP_013592403.1, XP_013627331.1
OG0002335	Cg004G132490	XP_013637995.1
OG0002336	Cg004G132510	XP_013637994.1
OG0002336	Cg006G197490	XP_013625996.1
OG0002337	Cg002G054340	XP_013602637.1, XP_013595369.1, XP_013631410.1
OG0002338	Cg002G050230	XP_013605481.1, XP_013588646.1
OG0002338	Cg005G165830	XP_013636605.1
OG0002339	Cg005G164610	XP_013634180.1
OG0002339	Cg002G049160	XP_013602548.1
OG0002345	Cg006G222020	XP_013587504.1
OG0002345	Cg006G222030	XP_013598940.1
OG0002348	Cg001G012140	XP_013603158.1
OG0002349	Cg001G011970	XP_013586327.1, XP_013604854.1
OG0002349	Cg004G156820	XP_013609660.1, XP_013593522.1
OG0002351	Cg005G190610	XP_013631565.1
OG0002351	Cg001G009800	XP_013599281.1
OG0002352	Cg005G190320	XP_013630883.1, XP_013604121.1
OG0002352	Cg001G009300	XP_013598988.1
OG0002353	Cg001G005060	XP_013623299.1, XP_013622567.1, XP_013595771.1, XP_013594263.1
OG0002355	Cg007G255720	XP_013588871.1
OG0002355	Cg004G121050	XP_013584156.1
OG0002356	Cg006G236350	XP_013638600.1
OG0002356	Cg007G252150	XP_013612085.1, XP_013605022.1
OG0002357	Cg002G048370	XP_013605681.1
OG0002358	Cg002G074890	XP_013638293.1, XP_013599843.1
OG0002358	Cg006G231210	XP_013600188.1
OG0002359	Cg006G231370	XP_013583942.1
OG0002359	Cg002G074620	XP_013608824.1, XP_013618079.1
OG0002360	Cg002G074550	XP_013617750.1
OG0002361	Cg001G041440	XP_013590071.1
OG0002362	Cg002G070720	XP_013596763.1, XP_013610634.1
OG0002362	Cg001G041110	XP_013634818.1
OG0002363	Cg002G068660	XP_013618574.1, XP_013610691.1, XP_013596226.1
OG0002364	Cg007G264550, Cg007G264610	XP_013614689.1, XP_013615351.1, XP_013616863.1
OG0002364	Cg007G264560	XP_013591326.1
OG0002365	Cg007G261530	XP_013618296.1
OG0002365	Cg001G034270	XP_013634300.1
OG0002366	Cg006G233310	XP_013637732.1
OG0002366	Cg007G247260	XP_013613987.1, XP_013614483.1
OG0002367	Cg003G103990	XP_013610774.1, XP_013621216.1
OG0002367	Cg001G014350	XP_013626000.1
OG0002368	Cg005G164950	XP_013636116.1
OG0002368	Cg002G049460	XP_013604446.1
OG0002369	Cg005G165470	XP_013634784.1
OG0002370	Cg004G124930	XP_013587628.1, XP_013590578.1
OG0002371	Cg004G125510	XP_013586028.1
OG0002371	Cg008G284250	XP_013622838.1
OG0002372	Cg004G126750	XP_013587095.1
OG0002372	Cg008G286190	XP_013606718.1
OG0002373	Cg008G287590	XP_013628862.1, XP_013638649.1
OG0002373	Cg004G127900	XP_013596121.1
OG0002374	Cg001G016210	XP_013599955.1, XP_013605654.1
OG0002375	Cg003G097800	XP_013619787.1
OG0002376	Cg001G015250	XP_013596687.1
OG0002376	Cg003G098850	XP_013622163.1, XP_013613072.1
OG0002377	Cg001G013270	XP_013598475.1, XP_013600792.1
OG0002378	Cg001G013600	XP_013608489.1
OG0002378	Cg003G102040	XP_013620736.1, XP_013629160.1
OG0002379	Cg001G014620	XP_013602581.1, XP_013614200.1
OG0002379	Cg003G104460	XP_013606394.1
OG0002380	Cg003G112820	XP_013620675.1
OG0002380	Cg008G290320	XP_013606249.1
OG0002381	Cg003G111460	XP_013625413.1
OG0002382	Cg008G288630	XP_013612445.1
OG0002382	Cg003G108980	XP_013598288.1
OG0002383	Cg008G323140	XP_013620301.1
OG0002383	Cg001G022320	XP_013599052.1, XP_013596986.1
OG0002384	Cg008G320870	XP_013595858.1, XP_013609315.1
OG0002385	Cg001G019940	XP_013617915.1, XP_013621728.1
OG0002386	Cg001G018500	XP_013584972.1
OG0002387	Cg001G002950	XP_013637709.1, XP_013599236.1
OG0002387	Cg005G191390	XP_013633600.1
OG0002388	Cg001G002740	XP_013593704.1
OG0002388	Cg005G191610	XP_013602438.1
OG0002389	Cg001G000120	XP_013595222.1, XP_013601718.1
OG0002389	Cg005G171150	XP_013629834.1
OG0002390	Cg005G171270	XP_013637331.1
OG0002390	Cg006G213390	XP_013586301.1
OG0002391	Cg003G083940	XP_013623602.1
OG0002392	Cg001G019930	XP_013630620.1
OG0002392	Cg003G079820, Cg003G094200	XP_013611464.1
OG0002393	Cg001G030440	XP_013636143.1
OG0002393	Cg004G142800	XP_013597569.1, XP_013628446.1
OG0002394	Cg001G029660	XP_013600623.1
OG0002394	Cg004G142310	XP_013622973.1, XP_013593768.1
OG0002395	Cg004G142090	XP_013587255.1, XP_013627118.1, XP_013596283.1
OG0002396	Cg004G140800	XP_013599301.1
OG0002396	Cg001G027860	XP_013628850.1, XP_013637311.1
OG0002397	Cg001G041300	XP_013614270.1, XP_013633167.1
OG0002398	Cg005G157470	XP_013635443.1, XP_013615078.1
OG0002398	Cg002G043630	XP_013591515.1, XP_013636062.1
OG0002399	Cg002G043920	XP_013604119.1
OG0002399	Cg005G157930	XP_013636008.1
OG0002400	Cg005G159300	XP_013630919.1
OG0002400	Cg002G045020	XP_013600931.1, XP_013629577.1
OG0002401	Cg005G159920	XP_013636400.1
OG0002401	Cg002G045500	XP_013600084.1, XP_013589399.1
OG0002402	Cg005G160270	XP_013633899.1
OG0002402	Cg002G045700	XP_013635935.1, XP_013600738.1
OG0002403	Cg007G274110	XP_013590885.1
OG0002403	Cg006G227990	XP_013603333.1, XP_013602289.1
OG0002404	Cg005G162380	XP_013635724.1
OG0002404	Cg008G303700	XP_013610571.1, XP_013597023.1
OG0002406	Cg008G300950	XP_013613307.1, XP_013616110.1
OG0002408	Cg003G108240	XP_013606685.1
OG0002409	Cg003G112880	XP_013622601.1, XP_013626305.1
OG0002409	Cg003G112870	XP_013619427.1
OG0002410	Cg002G056980	XP_013618919.1
OG0002410	Cg003G114090	XP_013612577.1, XP_013629145.1
OG0002411	Cg007G273300	XP_013591675.1, XP_013588662.1, XP_013590425.1, XP_013613932.1
OG0002412	Cg006G245030	XP_013585831.1
OG0002412	Cg014G332960, Cg003G076610	XP_013628270.1, XP_013606767.1
OG0002413	Cg006G244850	XP_013604168.1, XP_013587076.1
OG0002414	Cg006G243030	XP_013586653.1
OG0002414	Cg003G079090, Cg003G094850	XP_013612308.1
OG0002415	Cg006G242290	XP_013584428.1, XP_013603508.1
OG0002415	Cg008G319800	XP_013596618.1
OG0002416	Cg008G319170	XP_013609283.1
OG0002416	Cg006G242140	XP_013602561.1
OG0002417	Cg005G173830	XP_013633980.1
OG0002417	Cg006G241450	XP_013583751.1
OG0002418	Cg005G174720	XP_013635868.1
OG0002418	Cg006G240760	XP_013585745.1
OG0002419	Cg005G176120	XP_013633636.1, XP_013631359.1
OG0002420	Cg005G179470, Cg008G309180, Cg008G310890, Cg008G310930	XP_013625063.1
OG0002420	Cg005G179460	XP_013634922.1
OG0002421	Cg005G180020	XP_013637579.1, XP_013630434.1
OG0002421	Cg006G237780	XP_013637871.1
OG0002422	Cg003G102080	XP_013595013.1, XP_013612702.1
OG0002422	Cg001G013630	XP_013597674.1
OG0002423	Cg004G117310	XP_013586124.1, XP_013628508.1
OG0002423	Cg008G295870	XP_013620598.1, XP_013611591.1
OG0002424	Cg008G296160	XP_013616127.1
OG0002424	Cg004G117530	XP_013584598.1, XP_013583476.1
OG0002425	Cg004G117580	XP_013628318.1
OG0002425	Cg008G296230	XP_013618195.1
OG0002426	Cg004G117630	XP_013618547.1
OG0002426	Cg008G296330	XP_013612846.1
OG0002427	Cg004G118290	XP_013585485.1
OG0002427	Cg008G297290	XP_013606746.1
OG0002428	Cg004G119610	XP_013584749.1, XP_013619637.1
OG0002428	Cg008G298510	XP_013605964.1
OG0002430	Cg004G124290	XP_013618076.1
OG0002430	Cg004G124280	XP_013615137.1
OG0002431	Cg002G051200	XP_013636150.1
OG0002431	Cg005G166770	XP_013635362.1, XP_013628443.1
OG0002432	Cg005G166860	XP_013634785.1
OG0002432	Cg005G166850	XP_013634705.1, XP_013625899.1
OG0002433	Cg006G230020	XP_013583790.1
OG0002434	Cg006G229280	XP_013585663.1
OG0002435	Cg007G274020	XP_013590000.1
OG0002435	Cg006G227820	XP_013583624.1
OG0002436	Cg006G224240	XP_013587638.1
OG0002436	Cg007G278140	XP_013587812.1
OG0002437	Cg006G223780	XP_013594719.1
OG0002437	Cg007G278680	XP_013591737.1, XP_013618458.1
OG0002438	Cg006G223670	XP_013584268.1, XP_013594133.1
OG0002438	Cg007G278830	XP_013590872.1
OG0002439	Cg007G272610	XP_013592114.1, XP_013590349.1
OG0002439	Cg006G223420	XP_013602503.1
OG0002440	Cg002G062310, Cg002G043150	XP_013614775.1, XP_013614809.1, XP_013592240.1, XP_013591672.1, XP_013620676.1
OG0002441	Cg006G222870	XP_013587372.1, XP_013598353.1
OG0002442	Cg007G270850	XP_013592383.1
OG0002442	Cg006G222310	XP_013595843.1, XP_013586909.1
OG0002443	Cg006G220970	XP_013638640.1
OG0002443	Cg007G269800	XP_013588492.1
OG0002444	Cg007G268910	XP_013591667.1, XP_013591496.1
OG0002444	Cg006G220420	XP_013598222.1
OG0002445	Cg003G098660	XP_013630586.1
OG0002445	Cg001G015290	XP_013593506.1, XP_013602541.1, XP_013605425.1
OG0002446	Cg001G012960	XP_013595281.1, XP_013600928.1
OG0002446	Cg003G100460	XP_013606686.1
OG0002447	Cg001G007770	XP_013595925.1, XP_013629042.1
OG0002447	Cg005G187390	XP_013599740.1
OG0002448	Cg002G056270	XP_013589299.1, XP_013596898.1
OG0002448	Cg006G204870	XP_013603314.1
OG0002449	Cg006G232990	XP_013604463.1
OG0002449	Cg002G072040	XP_013612615.1
OG0002450	Cg006G237940	XP_013605373.1, XP_013614525.1
OG0002451	Cg006G238070	XP_013638724.1
OG0002451	Cg005G179020	XP_013633873.1, XP_013631438.1
OG0002452	Cg006G238780	XP_013605571.1
OG0002452	Cg005G177350	XP_013631478.1
OG0002453	Cg014G330790, Cg003G078750	XP_013619556.1
OG0002453	Cg006G243280	XP_013585209.1
OG0002454	Cg006G243290	XP_013584708.1, XP_013602914.1
OG0002454	Cg003G078720, Cg014G330830	XP_013629649.1
OG0002455	Cg008G297280, Cg008G297250, Cg008G297270	XP_013620486.1
OG0002456	Cg008G298340	XP_013614125.1
OG0002456	Cg008G298430	XP_013611359.1, XP_013610026.1
OG0002457	Cg008G289150, Cg005G162270	XP_013611046.1
OG0002458	Cg004G152160, Cg002G051820	XP_013636393.1, XP_013636442.1, XP_013615383.1
OG0002459	Cg003G110700	XP_013608620.1, XP_013608619.1
OG0002460	Cg008G287930	XP_013630202.1, XP_013611585.1
OG0002460	Cg003G106010	XP_013612467.1
OG0002461	Cg002G055490, Cg002G055500	XP_013603507.1
OG0002462	Cg007G277170	XP_013590044.1
OG0002462	Cg006G225080	XP_013599865.1, XP_013595362.1
OG0002463	Cg007G276940	XP_013588037.1
OG0002463	Cg006G225430	XP_013600137.1, XP_013584000.1
OG0002464	Cg007G274800	XP_013591380.1
OG0002465	Cg006G230470	XP_013583805.1
OG0002465	Cg007G281360	XP_013618822.1
OG0002466	Cg004G129960	XP_013638981.1, XP_013639549.1
OG0002466	Cg006G195330	XP_013588519.1
OG0002467	Cg004G130420	XP_013625228.1
OG0002467	Cg006G195730	XP_013591799.1
OG0002468	Cg006G196530	XP_013592702.1
OG0002468	Cg004G131520	XP_013637854.1
OG0002469	Cg001G025190	XP_013601574.1
OG0002469	Cg004G133330	XP_013609497.1
OG0002470	Cg004G133980	XP_013621847.1
OG0002470	Cg006G201640	XP_013613842.1, XP_013587145.1
OG0002471	Cg004G134170	XP_013629647.1, XP_013609209.1
OG0002472	Cg004G134300	XP_013637774.1
OG0002472	Cg006G201450	XP_013604278.1
OG0002473	Cg004G134540	XP_013629927.1
OG0002473	Cg006G201300	XP_013603218.1
OG0002474	Cg001G026970	XP_013607476.1
OG0002474	Cg004G139740	XP_013615649.1, XP_013585993.1, XP_013585995.1
OG0002475	Cg001G027500	XP_013605850.1, XP_013602174.1
OG0002475	Cg004G140380	XP_013607239.1
OG0002478	Cg006G196430	XP_013622211.1, XP_013592792.1, XP_013587918.1
OG0002479	Cg005G171900	XP_013622513.1
OG0002479	Cg008G323960	XP_013610441.1, XP_013619683.1
OG0002480	Cg005G165220	XP_013601985.1
OG0002482	Cg008G324740, Cg008G324730	XP_013616404.1, XP_013619693.1, XP_013595768.1
OG0002484	Cg003G104030	XP_013610587.1, XP_013619818.1
OG0002485	Cg008G306070	XP_013608678.1, XP_013614666.1
OG0002489	Cg003G098780	XP_013610805.1
OG0002494	Cg004G157250	XP_013614199.1
OG0002494	Cg001G012420	XP_013596064.1, XP_013638488.1
OG0002496	Cg005G193120	XP_013604789.1, XP_013634246.1
OG0002497	Cg001G009060	XP_013597783.1, XP_013628664.1
OG0002498	Cg001G008970	XP_013603983.1, XP_013599138.1
OG0002498	Cg005G189750	XP_013600090.1
OG0002499	Cg008G302020	XP_013618670.1, XP_013625908.1
OG0002499	Cg002G063740	XP_013626804.1
OG0002500	Cg004G150810, Cg004G149920	XP_013625052.1, XP_013599447.1, XP_013607907.1
OG0002502	Cg005G171360	XP_013631968.1, XP_013633825.1
OG0002503	Cg006G237150	XP_013586820.1, XP_013605063.1
OG0002504	Cg006G236150	XP_013599835.1, XP_013587682.1
OG0002505	Cg006G235690	XP_013600256.1
OG0002505	Cg007G251380	XP_013613147.1
OG0002506	Cg007G250700	XP_013612591.1
OG0002506	Cg006G235430	XP_013586313.1
OG0002507	Cg002G074470	XP_013620910.1
OG0002507	Cg006G231470	XP_013584454.1, XP_013602907.1
OG0002508	Cg006G231960	XP_013605525.1, XP_013602558.1
OG0002510	Cg006G233010	XP_013587019.1, XP_013601058.1
OG0002511	Cg002G070090, Cg002G069640, Cg002G069630	XP_013584352.1, XP_013628504.1
OG0002512	Cg002G046550	XP_013631978.1
OG0002512	Cg006G194660	XP_013588736.1
OG0002513	Cg004G126380	XP_013589082.1, XP_013626880.1
OG0002513	Cg008G285820	XP_013627184.1
OG0002514	Cg008G286350	XP_013611633.1
OG0002515	Cg008G287130	XP_013612352.1
OG0002515	Cg004G127400	XP_013628146.1, XP_013585713.1, XP_013616144.1
OG0002516	Cg001G015060, Cg001G015090	XP_013600199.1, XP_013599847.1, XP_013599860.1
OG0002517	Cg001G012920	XP_013601012.1
OG0002517	Cg007G268210, Cg003G100410	XP_013611039.1
OG0002518	Cg001G014040	XP_013614736.1, XP_013599294.1
OG0002519	Cg001G014050	XP_013608058.1, XP_013593804.1, XP_013605462.1
OG0002519	Cg003G102860	XP_013622213.1
OG0002520	Cg003G103270	XP_013625622.1, XP_013606338.1
OG0002520	Cg001G014110	XP_013583534.1
OG0002521	Cg008G292470	XP_013609274.1
OG0002522	Cg003G112310	XP_013628597.1, XP_013609226.1
OG0002523	Cg001G023600	XP_013639821.1
OG0002524	Cg001G018140	XP_013586071.1, XP_013595978.1
OG0002525	Cg006G209430	XP_013588513.1, XP_013583806.1, XP_013599939.1
OG0002526	Cg006G215870	XP_013603404.1
OG0002526	Cg001G015590	XP_013590154.1
OG0002527	Cg005G171660	XP_013631856.1
OG0002527	Cg006G215370	XP_013638079.1
OG0002528	Cg004G154020	XP_013609057.1, XP_013627426.1
OG0002528	Cg001G003970	XP_013594360.1
OG0002529	Cg001G002990	XP_013593697.1
OG0002529	Cg005G191270	XP_013599923.1
OG0002530	Cg005G191780	XP_013604088.1
OG0002530	Cg001G002580	XP_013597948.1, XP_013624794.1
OG0002531	Cg005G192580, Cg001G001800	XP_013637566.1
OG0002532	Cg001G001220	XP_013629977.1, XP_013599390.1
OG0002533	Cg002G061280	XP_013637055.1, XP_013593185.1
OG0002534	Cg003G085720, Cg003G085660	XP_013622396.1
OG0002535	Cg003G081900	XP_013621180.1, XP_013611664.1
OG0002535	Cg001G017930	XP_013593830.1
OG0002536	Cg001G018520	XP_013600212.1, XP_013629703.1
OG0002536	Cg003G081100	XP_013608718.1
OG0002537	Cg003G080940	XP_013608887.1
OG0002537	Cg006G241360	XP_013586852.1
OG0002538	Cg001G028410	XP_013636580.1, XP_013605791.1
OG0002539	Cg001G027590	XP_013614139.1
OG0002539	Cg001G027600	XP_013599786.1
OG0002540	Cg001G025900	XP_013594244.1
OG0002542	Cg005G159580	XP_013633640.1
OG0002542	Cg002G045180	XP_013592197.1
OG0002543	Cg005G159970	XP_013637318.1, XP_013631938.1
OG0002543	Cg002G045560	XP_013599871.1
OG0002544	Cg002G046750	XP_013602802.1, XP_013592843.1
OG0002545	Cg005G164330	XP_013637461.1
OG0002545	Cg002G048910	XP_013600828.1
OG0002546	Cg006G220340	XP_013635560.1, XP_013635207.1, XP_013635398.1
OG0002547	Cg002G049070	XP_013602544.1
OG0002547	Cg005G164500	XP_013633444.1
OG0002548	Cg005G167870	XP_013632489.1, XP_013637629.1
OG0002548	Cg008G284320	XP_013626863.1
OG0002549	Cg005G166170	XP_013625878.1, XP_013633765.1
OG0002550	Cg008G300990	XP_013626213.1, XP_013609396.1
OG0002551	Cg002G060620	XP_013630550.1
OG0002551	Cg003G107180	XP_013621627.1, XP_013628855.1, XP_013612675.1
OG0002553	Cg003G114670	XP_013597539.1
OG0002553	Cg002G056560	XP_013604172.1
OG0002554	Cg003G115200, Cg003G115190	XP_013598600.1, XP_013606540.1, XP_013606539.1
OG0002555	Cg006G244360	XP_013602107.1, XP_013638062.1
OG0002556	Cg003G077930, Cg014G331730	XP_013609880.1
OG0002556	Cg006G244180	XP_013586613.1, XP_013639068.1
OG0002557	Cg006G240290	XP_013602551.1
OG0002559	Cg004G116530	XP_013585296.1
OG0002560	Cg008G295650	XP_013626720.1, XP_013610594.1
OG0002560	Cg004G117030	XP_013626309.1, XP_013584200.1
OG0002561	Cg008G296910	XP_013611059.1, XP_013628546.1
OG0002561	Cg004G118090	XP_013621970.1
OG0002562	Cg008G307420	XP_013597362.1
OG0002562	Cg004G120620	XP_013585908.1
OG0002564	Cg004G122260	XP_013607167.1, XP_013613660.1, XP_013629473.1
OG0002565	Cg005G170500	XP_013600454.1, XP_013614508.1
OG0002566	Cg005G169040	XP_013634418.1, XP_013637619.1
OG0002567	Cg006G229650	XP_013587699.1, XP_013587141.1
OG0002567	Cg007G280160	XP_013592572.1
OG0002568	Cg007G275910	XP_013592674.1
OG0002568	Cg006G226370	XP_013587645.1
OG0002569	Cg007G276700	XP_013588319.1
OG0002569	Cg006G225640	XP_013587647.1, XP_013602101.1, XP_013596631.1
OG0002570	Cg007G276810	XP_013590536.1
OG0002571	Cg007G277190	XP_013591902.1
OG0002571	Cg006G225050	XP_013595762.1
OG0002573	Cg007G270600	XP_013589749.1
OG0002573	Cg006G221710	XP_013638005.1
OG0002574	Cg006G220440	XP_013587375.1
OG0002574	Cg007G268890	XP_013591669.1, XP_013591499.1
OG0002575	Cg006G221560	XP_013604651.1
OG0002576	Cg004G154660	XP_013622361.1
OG0002577	Cg006G238700	XP_013638216.1
OG0002578	Cg006G239860, Cg006G239870	XP_013603188.1
OG0002579	Cg006G240110	XP_013602940.1, XP_013600685.1, XP_013584038.1
OG0002580	Cg005G174660	XP_013635436.1
OG0002581	Cg006G244250	XP_013603168.1, XP_013584168.1
OG0002581	Cg006G244260	XP_013602713.1
OG0002582	Cg004G146280, Cg005G165840	XP_013631200.1, XP_013631579.1
OG0002583	Cg002G057300	XP_013600553.1
OG0002583	Cg008G304310	XP_013593945.1
OG0002584	Cg002G059840	XP_013629260.1
OG0002584	Cg003G106410	XP_013625953.1
OG0002585	Cg003G107360	XP_013611645.1
OG0002587	Cg006G226280	XP_013587194.1
OG0002587	Cg007G276040	XP_013621385.1
OG0002588	Cg007G274750	XP_013592033.1, XP_013591349.1
OG0002589	Cg006G228430	XP_013584949.1
OG0002589	Cg007G273230	XP_013590062.1, XP_013616217.1
OG0002590	Cg006G195450	XP_013622096.1, XP_013591756.1
OG0002591	Cg004G129360	XP_013638182.1
OG0002591	Cg006G194870	XP_013629928.1
OG0002592	Cg006G195380	XP_013592306.1, XP_013591963.1
OG0002592	Cg004G130000	XP_013586577.1
OG0002593	Cg006G196810	XP_013626975.1, XP_013592806.1
OG0002593	Cg004G131840	XP_013638498.1
OG0002594	Cg006G196990, Cg004G132020	XP_013592088.1, XP_013591773.1
OG0002595	Cg004G132470	XP_013622152.1, XP_013592575.1
OG0002595	Cg006G197460	XP_013590014.1
OG0002596	Cg004G133110	XP_013601683.1
OG0002596	Cg001G025430	XP_013598025.1
OG0002597	Cg004G133760	XP_013586991.1
OG0002597	Cg006G201820	XP_013591550.1
OG0002598	Cg004G134400	XP_013609114.1, XP_013586245.1
OG0002599	Cg004G138810	XP_013599550.1
OG0002599	Cg004G138790	XP_013637843.1, XP_013630120.1
OG0002601	Cg005G187800	XP_013602912.1
OG0002601	Cg001G007960	XP_013617713.1
OG0002602	Cg004G128840	XP_013611066.1, XP_013628951.1
OG0002603	Cg004G137900	XP_013638725.1
OG0002603	Cg006G198370	XP_013592327.1
