Orthogroup	Cardamine_glauca	Arabidopsis_arenosa
OG0001822	Cg006G197850	jg33363
OG0001822	Cg006G197840	jg33365
OG0001823	Cg004G156710	jg28249
OG0001824	Cg005G168950	jg18912
OG0001824	Cg002G052820	jg15306
OG0001825	Cg002G050750	jg15517
OG0001826	Cg002G049550	jg15645, jg15715
OG0001826	Cg005G164890	jg19390
OG0001827	Cg002G049320	jg15686
OG0001828	Cg005G161230	jg19816
OG0001828	Cg002G046420	jg16074
OG0001830	Cg002G047930	jg15847
OG0001831	Cg008G325190, Cg008G325180	jg20277, jg20279
OG0001833	Cg001G008940	jg9237
OG0001834	Cg006G230110	jg30069
OG0001835	Cg006G225840	jg30542
OG0001836	Cg007G248190	jg699
OG0001837	Cg008G285890, Cg008G285910	jg15231
OG0001837	Cg008G285900	jg4256
OG0001838	Cg001G023530, Cg001G023520	jg10873
OG0001839	Cg005G181910	jg17587
OG0001840	Cg008G322320	jg20566
OG0001844	Cg001G011270	jg9511
OG0001844	Cg004G156110	jg28173
OG0001845	Cg001G010070	jg9370
OG0001846	Cg004G153020	jg27834
OG0001846	Cg001G004950	jg8821
OG0001847	Cg001G024340	jg10938
OG0001847	Cg001G024360	jg10940
OG0001848	Cg007G251110	jg1009
OG0001848	Cg006G235570	jg29436
OG0001849	Cg007G249150	jg828
OG0001849	Cg007G249160	jg829
OG0001850	Cg004G147270, Cg007G255340, Cg002G071400	jg13411
OG0001851	Cg001G041370	jg12684
OG0001851	Cg002G071020	jg13473
OG0001852	Cg001G039720	jg12535
OG0001852	Cg002G070160	jg13709
OG0001853	Cg002G062650	jg14239
OG0001853	Cg002G062710	jg14237
OG0001854	Cg007G264690	jg2015, jg2048
OG0001855	Cg007G262790	jg1915
OG0001855	Cg001G020400	jg10523, jg10530, jg10518
OG0001856	Cg007G247900	jg678
OG0001856	Cg006G233800	jg29646
OG0001857	Cg001G014630	jg9848
OG0001857	Cg003G104540	jg22592
OG0001858	Cg008G284930	jg4164
OG0001858	Cg004G125890	jg24964
OG0001859	Cg004G126170	jg24993
OG0001859	Cg008G285340	jg4202
OG0001860	Cg008G286400	jg4318
OG0001861	Cg004G127040	jg25079
OG0001861	Cg008G286620	jg4338
OG0001862	Cg008G287380	jg4435, jg4456
OG0001862	Cg004G127640	jg25140
OG0001863	Cg001G015560	jg9945
OG0001863	Cg003G097980	jg21819
OG0001864	Cg003G101710	jg22254
OG0001864	Cg001G013450	jg9727
OG0001865	Cg003G101910	jg22291
OG0001865	Cg001G013530	jg9734
OG0001866	Cg003G102150	jg22313
OG0001866	Cg001G013670	jg9748
OG0001867	Cg001G014910	jg9878, jg9879
OG0001868	Cg008G292560	jg5050
OG0001869	Cg003G113620	jg23575
OG0001869	Cg008G290990	jg4883
OG0001870	Cg003G113390	jg23551
OG0001870	Cg008G290870	jg4872
OG0001871	Cg008G290450, Cg008G290460	jg4828
OG0001872	Cg008G290300	jg4810
OG0001873	Cg008G289920	jg4769
OG0001873	Cg008G289910	jg4768
OG0001874	Cg008G289570	jg4729
OG0001875	Cg008G289020	jg4666
OG0001875	Cg008G302820	jg6147
OG0001876	Cg003G108710	jg23044
OG0001876	Cg008G288830	jg4642
OG0001877	Cg008G288220	jg4582
OG0001877	Cg003G109410	jg23116
OG0001878	Cg001G023500	jg10871
OG0001878	Cg008G324870	jg20314
OG0001879	Cg001G022970	jg10816
OG0001879	Cg008G324190	jg20394
OG0001880	Cg001G022640	jg10784, jg10783, jg10785
OG0001881	Cg001G020020	jg10474
OG0001882	Cg003G080130, Cg003G093870	jg7761
OG0001882	Cg001G019450	jg10406
OG0001883	Cg003G080300, Cg003G093680	jg7738
OG0001883	Cg001G019180	jg10378
OG0001884	Cg006G230680	jg30007
OG0001884	Cg007G251160	jg1013
OG0001885	Cg006G212690	jg31968
OG0001885	Cg003G083760	jg7390
OG0001886	Cg006G209210	jg32230
OG0001886	Cg003G085420	jg7258
OG0001887	Cg003G087020	jg7149, jg7096
OG0001887	Cg006G208180	jg32330
OG0001888	Cg005G172470	jg18515
OG0001889	Cg004G154510	jg27993
OG0001889	Cg001G003610	jg8680
OG0001890	Cg001G002130	jg8533
OG0001890	Cg001G002140	jg8534
OG0001891	Cg001G014780	jg9863
OG0001891	Cg006G235300	jg29470
OG0001892	Cg008G318560	jg20932
OG0001892	Cg006G218920	jg31295
OG0001893	Cg003G083700	jg7399
OG0001893	Cg003G083710	jg7396
OG0001894	Cg005G166250	jg19228
OG0001894	Cg003G080840, Cg003G080810, Cg003G080830	jg7688
OG0001895	Cg008G324900	jg13762, jg20311, jg20312
OG0001896	Cg004G120030	jg9641
OG0001896	Cg004G123520	jg24697
OG0001897	Cg004G141480	jg26652
OG0001897	Cg001G028610	jg11426
OG0001898	Cg004G139990	jg26514
OG0001898	Cg001G027070	jg11277
OG0001899	Cg001G026590	jg11208
OG0001899	Cg004G139260	jg26430
OG0001900	Cg002G060120	jg14995
OG0001900	Cg001G042660	jg12821
OG0001901	Cg005G157830	jg20195
OG0001901	Cg002G043990	jg16337
OG0001902	Cg002G044530	jg16279
OG0001902	Cg005G158680	jg20104
OG0001903	Cg002G045960	jg16122
OG0001903	Cg005G160630	jg19903
OG0001904	Cg002G046050	jg16113
OG0001905	Cg002G046600	jg16052
OG0001905	Cg005G161630	jg19769
OG0001906	Cg002G047150	jg15979
OG0001906	Cg005G162650	jg19650
OG0001907	Cg002G058500	jg14661
OG0001908	Cg003G111300	jg23323
OG0001908	Cg005G181890, Cg005G181870, Cg001G004960, Cg001G005050	jg8835
OG0001909	Cg006G243840	jg28561, jg28560
OG0001910	Cg003G094400, Cg003G079620	jg7838
OG0001910	Cg006G242780	jg28681
OG0001911	Cg008G319040	jg20875
OG0001911	Cg006G242110	jg28753
OG0001912	Cg005G174640	jg18269
OG0001912	Cg006G240840	jg28885
OG0001913	Cg006G240590	jg28916
OG0001913	Cg005G174970	jg18237
OG0001914	Cg005G173750	jg18338, jg18288, jg18372
OG0001915	Cg005G175440	jg18177
OG0001915	Cg006G240040	jg28966
OG0001916	Cg006G238770	jg29091
OG0001916	Cg005G177360	jg17975
OG0001917	Cg005G178460	jg17843
OG0001917	Cg006G238320	jg29129
OG0001918	Cg004G141240	jg17380
OG0001918	Cg005G185230	jg17379
OG0001919	Cg008G294560	jg5257
OG0001919	Cg004G116330	jg23924
OG0001920	Cg008G296670	jg5465
OG0001920	Cg004G117860	jg24095
OG0001921	Cg008G296700	jg5468
OG0001921	Cg004G117920	jg24100
OG0001922	Cg004G121450	jg24478
OG0001922	Cg008G306560	jg6603
OG0001923	Cg005G166980	jg19122
OG0001923	Cg002G051450	jg15444
OG0001924	Cg002G053070	jg15280
OG0001924	Cg005G169220	jg18877
OG0001926	Cg005G168180	jg18988, jg19001
OG0001926	Cg002G054980	jg15086
OG0001927	Cg007G281010	jg3722
OG0001927	Cg006G230230	jg30055
OG0001928	Cg007G279130	jg3520
OG0001928	Cg006G228830	jg30236
OG0001929	Cg006G228260	jg30298
OG0001929	Cg007G273470	jg2943
OG0001930	Cg006G227330	jg30392
OG0001930	Cg007G274820	jg3090
OG0001931	Cg007G275220	jg3126
OG0001931	Cg006G227090	jg30417
OG0001932	Cg006G226620	jg30462
OG0001932	Cg007G275580	jg3163, jg3164
OG0001933	Cg006G224820	jg30660
OG0001933	Cg007G277470	jg3348
OG0001934	Cg006G223800	jg30776, jg30774
OG0001934	Cg007G278640	jg3473
OG0001935	Cg006G222700	jg30877
OG0001935	Cg007G271240	jg2692
OG0001936	Cg001G011470	jg9527
OG0001937	Cg006G221060	jg31077
OG0001937	Cg007G269890	jg2539
OG0001938	Cg006G219370	jg31251
OG0001938	Cg006G219360	jg31252
OG0001939	Cg005G193460	jg16558
OG0001940	Cg006G244350	jg28512
OG0001940	Cg008G284520	jg4121
OG0001941	Cg008G299530	jg5762
OG0001941	Cg008G299540	jg5761
OG0001942	Cg003G083690	jg25399
OG0001943	Cg004G127510	jg25124
OG0001944	Cg004G127300	jg25109
OG0001944	Cg008G287040	jg4384
OG0001945	Cg002G057330	jg14808
OG0001946	Cg002G058130	jg14704
OG0001947	Cg002G062580, Cg002G062590	jg14243
OG0001948	Cg002G063750	jg14141
OG0001949	Cg008G300890	jg5907
OG0001949	Cg002G063550	jg13961
OG0001950	Cg004G129880	jg25397
OG0001950	Cg006G195270	jg33657
OG0001951	Cg004G131100	jg25516
OG0001951	Cg006G196380	jg33533
OG0001952	Cg004G133180	jg25742
OG0001953	Cg006G199870	jg33100
OG0001954	Cg008G293100	jg5109
OG0001954	Cg004G137720	jg26249
OG0001955	Cg006G198080	jg33328
OG0001955	Cg004G138250	jg26313
OG0001956	Cg004G150220, Cg004G151090	jg27574
OG0001956	Cg001G006210	jg8956
OG0001957	Cg005G171880	jg18587
OG0001957	Cg006G215940	jg31604
OG0001958	Cg004G148740	jg12055, jg27484, jg27482, jg27480
OG0001959	Cg002G046850	jg16018
OG0001959	Cg002G046820	jg16020
OG0001960	Cg006G196690	jg33504
OG0001961	Cg006G199420	jg33174
OG0001962	Cg006G238750	jg29093
OG0001962	Cg008G308430	jg29070
OG0001963	Cg003G078840, Cg014G330690	jg7854
OG0001971	Cg001G011360	jg9518
OG0001971	Cg004G156150	jg28180
OG0001972	Cg001G010150	jg9378
OG0001972	Cg004G154910	jg28052
OG0001973	Cg001G009520	jg9302
OG0001973	Cg005G190120	jg16903
OG0001974	Cg005G190380	jg16927
OG0001974	Cg001G009190	jg9266
OG0001975	Cg004G148270	jg27431
OG0001975	Cg001G006690	jg9008, jg27457
OG0001976	Cg001G005470	jg8875
OG0001976	Cg004G152400	jg27748
OG0001977	Cg005G170850	jg18705
OG0001977	Cg001G024570	jg10961
OG0001978	Cg007G249270	jg836
OG0001978	Cg006G234700	jg29540
OG0001979	Cg002G074500	jg13058
OG0001979	Cg006G231410	jg29930
OG0001980	Cg002G074300	jg13079
OG0001980	Cg006G231560	jg29911
OG0001981	Cg006G232870	jg29763
OG0001981	Cg002G072290	jg13322
OG0001982	Cg002G071980	jg13358
OG0001983	Cg002G071310	jg13424
OG0001983	Cg001G041670	jg12707
OG0001984	Cg002G071100	jg13459
OG0001984	Cg001G041480	jg12695
OG0001985	Cg006G233590	jg628
OG0001986	Cg002G049560	jg15716, jg15644
OG0001986	Cg005G164880	jg19391
OG0001987	Cg008G284890	jg4160
OG0001987	Cg004G125870	jg24961
OG0001988	Cg004G127010	jg25074
OG0001988	Cg008G286580	jg4334
OG0001989	Cg004G127190	jg25096
OG0001989	Cg008G286910	jg4372
OG0001990	Cg003G101490	jg22215
OG0001990	Cg001G013380	jg9718
OG0001991	Cg003G102370	jg22335
OG0001992	Cg001G014090	jg9790
OG0001992	Cg003G103210	jg22432
OG0001993	Cg003G103420	jg22462
OG0001993	Cg001G014210	jg9805
OG0001994	Cg001G014940	jg9882
OG0001995	Cg008G292670	jg5064
OG0001995	Cg008G299970	jg5808
OG0001996	Cg008G292180	jg5005
OG0001996	Cg008G305720, Cg008G305690	jg6490
OG0001997	Cg008G290040	jg4782
OG0001997	Cg005G191980	jg16707
OG0001998	Cg008G289820	jg4759
OG0001998	Cg003G112140	jg23417
OG0001999	Cg008G288460	jg4606
OG0001999	Cg003G109300	jg23104
OG0002000	Cg003G109510	jg23127
OG0002000	Cg008G288160	jg4572
OG0002001	Cg008G324290	jg20386
OG0002001	Cg001G023040	jg10824
OG0002002	Cg001G020780	jg10572
OG0002002	Cg008G321440	jg20651
OG0002003	Cg001G018840	jg10328
OG0002003	Cg003G080670	jg7694
OG0002004	Cg003G081690	jg7604
OG0002004	Cg001G018110	jg10241
OG0002005	Cg003G082680	jg7479
OG0002005	Cg001G017140	jg10115
OG0002006	Cg001G017060	jg10105
OG0002006	Cg003G083000	jg7462
OG0002007	Cg001G017040	jg10103
OG0002008	Cg003G083540	jg7406
OG0002008	Cg006G213040	jg31935
OG0002011	Cg006G217390, Cg006G217380, Cg006G217400	jg31460
OG0002012	Cg004G153600	jg27884
OG0002012	Cg001G004690	jg8797
OG0002013	Cg004G153680	jg27893
OG0002013	Cg001G004580	jg8786
OG0002014	Cg001G004160	jg8741
OG0002014	Cg004G153890	jg27914
OG0002015	Cg004G154780	jg28030
OG0002016	Cg005G191820	jg16729
OG0002016	Cg001G002510	jg8565
OG0002017	Cg001G001900	jg8509
OG0002018	Cg005G193390	jg16565
OG0002018	Cg001G000930	jg8381
OG0002021	Cg001G016980	jg10095
OG0002022	Cg006G228390	jg30282
OG0002022	Cg008G323480	jg20454
OG0002023	Cg004G140130	jg26525
OG0002023	Cg001G027250	jg11292
OG0002024	Cg001G026770	jg11240
OG0002024	Cg004G139510	jg26453
OG0002026	Cg005G161020	jg19840
OG0002027	Cg002G048960	jg15744
OG0002027	Cg005G164380	jg19442
OG0002028	Cg002G062060	jg14298
OG0002028	Cg003G108150	jg22983
OG0002029	Cg003G077090, Cg014G332540	jg8132
OG0002030	Cg003G078650, Cg014G330900	jg7956
OG0002030	Cg006G243320	jg28618
OG0002031	Cg005G173460	jg28784
OG0002032	Cg005G174410	jg18297
OG0002033	Cg006G239480	jg29023
OG0002033	Cg005G176080	jg18108
OG0002034	Cg006G238580	jg29106
OG0002034	Cg005G177850	jg17904
OG0002036	Cg008G296110	jg5406
OG0002036	Cg004G117460	jg24047
OG0002037	Cg008G296120	jg5407
OG0002037	Cg004G117480	jg24049
OG0002038	Cg004G133100	jg25733
OG0002038	Cg004G121310	jg24463
OG0002039	Cg002G050820	jg15506
OG0002039	Cg005G166440	jg19206
OG0002040	Cg005G169960	jg18794
OG0002040	Cg002G053670	jg15225
OG0002041	Cg005G169390	jg18858
OG0002041	Cg002G053190	jg15268
OG0002042	Cg005G167980, Cg005G167530, Cg005G167520	jg19016, jg19015
OG0002043	Cg006G230560	jg30017
OG0002043	Cg006G200780	jg32974
OG0002044	Cg006G230340	jg30037
OG0002045	Cg006G230160	jg30064
OG0002045	Cg005G174520	jg3715
OG0002046	Cg006G229890	jg30092
OG0002046	Cg007G280440	jg3669
OG0002047	Cg006G229470	jg30135
OG0002047	Cg007G279860	jg3603
OG0002048	Cg007G273110	jg2896
OG0002049	Cg007G273570	jg2953
OG0002049	Cg006G228210	jg30303
OG0002050	Cg006G225110	jg30633
OG0002050	Cg007G277130	jg3309
OG0002051	Cg006G225020	jg30641
OG0002051	Cg005G163740	jg19528
OG0002052	Cg006G224910	jg30651
OG0002052	Cg007G277330	jg3333
OG0002053	Cg006G224600	jg30688
OG0002053	Cg007G277690	jg3367
OG0002054	Cg006G222910	jg30858
OG0002054	Cg007G271650	jg2734
OG0002055	Cg006G222630	jg30888
OG0002055	Cg007G271160	jg2685
OG0002056	Cg005G187870	jg17140
OG0002056	Cg001G008030	jg9149
OG0002057	Cg001G008450	jg9196
OG0002058	Cg005G190820	jg16852
OG0002059	Cg006G241170	jg28852
OG0002059	Cg005G174280	jg18312
OG0002060	Cg007G270740	jg2640
OG0002061	Cg008G303630	jg6245
OG0002062	Cg003G108780, Cg003G108790	jg23050
OG0002063	Cg008G287880	jg4534
OG0002064	Cg002G055410	jg15028
OG0002064	Cg002G055400	jg15030
OG0002066	Cg007G277450	jg3343
OG0002066	Cg006G224840	jg30658
OG0002068	Cg007G279920	jg3611
OG0002068	Cg007G280230	jg3647, jg3648
OG0002069	Cg007G280000	jg3621
OG0002069	Cg007G279990	jg3620
OG0002070	Cg006G229670	jg30116
OG0002070	Cg007G280190	jg3641
OG0002071	Cg004G129260	jg25322
OG0002071	Cg006G194770	jg33711
OG0002072	Cg006G194930	jg33690
OG0002072	Cg004G129430	jg25340
OG0002073	Cg006G196270	jg33547
OG0002073	Cg004G131000	jg25504
OG0002074	Cg001G025020	jg11029
OG0002074	Cg004G133510	jg25783
OG0002075	Cg004G156270	jg28207
OG0002075	Cg004G156260	jg28196
OG0002076	Cg006G194070	jg33819
OG0002076	Cg004G128470	jg25230
OG0002077	Cg006G198170	jg33319
OG0002078	Cg002G050670	jg15522
OG0002078	Cg002G050680	jg15521
OG0002079	Cg008G307930	jg6228, jg9829
OG0002081	Cg005G193450	jg16559, jg12209
OG0002081	Cg013G330410, Cg013G330470, Cg013G330460	jg17107, jg17108
OG0002082	Cg002G052020	jg15389
OG0002085	Cg001G014830	jg9868
OG0002085	Cg008G320570, Cg008G320580, Cg008G320590, Cg001G014820	jg9867
OG0002086	Cg001G020820	jg10579
OG0002093	Cg004G150480	jg27536
OG0002093	Cg001G006000	jg8930
OG0002094	Cg004G152050	jg27676
OG0002094	Cg001G005720	jg8901
OG0002095	Cg004G153190	jg27850
OG0002095	Cg001G004920	jg8818
OG0002096	Cg007G253730	jg1360
OG0002096	Cg006G236720	jg29297
OG0002097	Cg007G251620	jg1109
OG0002097	Cg006G235840	jg29392
OG0002098	Cg007G249870	jg898
OG0002098	Cg007G250330	jg927
OG0002099	Cg006G234960	jg29507
OG0002099	Cg007G250060	jg885
OG0002100	Cg006G232100	jg29857
OG0002100	Cg002G073720	jg13148
OG0002101	Cg001G041600	jg12702
OG0002101	Cg002G071240	jg13450
OG0002102	Cg004G123720	jg24718, jg24719
OG0002103	Cg007G245740	jg376
OG0002104	Cg007G246440	jg482
OG0002104	Cg001G042280	jg12764
OG0002105	Cg006G233240	jg29727
OG0002105	Cg007G247220	jg579
OG0002106	Cg006G233900	jg29639
OG0002107	Cg002G049630	jg15633
OG0002107	Cg005G165050	jg19371
OG0002108	Cg008G282610	jg3899
OG0002108	Cg004G124650	jg24818
OG0002109	Cg008G283920	jg4050
OG0002109	Cg004G125370	jg24904
OG0002110	Cg004G125420	jg24909
OG0002111	Cg008G284920	jg4163
OG0002112	Cg008G285830	jg4248
OG0002112	Cg004G126390	jg25012
OG0002113	Cg005G177230	jg14068, jg14041
OG0002114	Cg001G012950	jg9674
OG0002115	Cg001G013820	jg9765
OG0002115	Cg003G102380	jg22336
OG0002116	Cg003G102760	jg22385
OG0002116	Cg001G014020	jg9783
OG0002117	Cg008G293240	jg5125
OG0002117	Cg006G219390	jg31249
OG0002118	Cg008G305570	jg6473
OG0002118	Cg008G292110	jg4999
OG0002119	Cg008G291180	jg4903
OG0002119	Cg008G304590	jg6368
OG0002120	Cg008G303290	jg6207
OG0002120	Cg008G289380	jg4703
OG0002121	Cg003G109530	jg23128
OG0002121	Cg008G288130	jg4569
OG0002122	Cg001G023660	jg10885
OG0002123	Cg008G322680	jg20529
OG0002123	Cg001G021640	jg10678
OG0002124	Cg008G322530	jg20547
OG0002125	Cg001G020580	jg10550
OG0002125	Cg008G321180	jg20668
OG0002126	Cg003G079970, Cg003G094040	jg7782
OG0002126	Cg001G019750	jg10439
OG0002127	Cg003G082800	jg7468
OG0002127	Cg001G017100	jg10110
OG0002128	Cg003G083510	jg7412
OG0002128	Cg006G213050	jg31933
OG0002129	Cg003G084520	jg7318
OG0002129	Cg006G210990	jg32069
OG0002131	Cg003G078110, Cg014G331580	jg8007
OG0002131	Cg006G243710	jg28579
OG0002132	Cg004G153650	jg27888
OG0002133	Cg001G004590	jg8787
OG0002134	Cg001G004040	jg8733
OG0002134	Cg004G153960	jg27922
OG0002135	Cg001G003360	jg8656
OG0002136	Cg005G193700	jg16532
OG0002136	Cg001G000690	jg8353
OG0002137	Cg001G039620	jg12520
OG0002138	Cg005G172260	jg18535
OG0002138	Cg005G172270	jg18534
OG0002139	Cg006G204280	jg32681
OG0002139	Cg008G318310	jg20966
OG0002140	Cg003G083980	jg7369
OG0002141	Cg001G028740	jg11433
OG0002141	Cg004G141520	jg26655
OG0002142	Cg002G043670	jg16372
OG0002142	Cg005G157580	jg20219
OG0002143	Cg002G043710	jg16368
OG0002143	Cg005G157660	jg20210
OG0002144	Cg005G163450, Cg005G163440	jg19569, jg19570
OG0002145	Cg005G163890	jg19506
OG0002145	Cg002G048290	jg15822
OG0002146	Cg002G062950	jg14205
OG0002146	Cg008G302380	jg6085
OG0002147	Cg003G107560, Cg003G107550	jg22926, jg22925
OG0002149	Cg002G058750	jg14636
OG0002149	Cg003G110930	jg23280
OG0002150	Cg002G056800	jg14875
OG0002150	Cg003G114480	jg23656
OG0002151	Cg003G115020	jg23714
OG0002151	Cg004G154620	jg28006
OG0002152	Cg003G076570, Cg014G333000	jg8177
OG0002152	Cg006G245080	jg28441
OG0002153	Cg006G245000	jg28449
OG0002153	Cg003G076450, Cg014G333130	jg8192
OG0002154	Cg008G320290	jg20784
OG0002154	Cg006G242550	jg28708
OG0002155	Cg008G319640	jg20833
OG0002155	Cg006G242250	jg28739
OG0002156	Cg005G173470	jg26716
OG0002157	Cg005G174320	jg18306
OG0002157	Cg006G241120	jg28858
OG0002158	Cg001G013070	jg9684
OG0002158	Cg001G013060	jg9683
OG0002159	Cg004G117760	jg24082
OG0002159	Cg008G296530	jg5448
OG0002162	Cg004G141150	jg26612
OG0002162	Cg004G122020	jg24542
OG0002163	Cg004G122760, Cg004G122770	jg24620
OG0002164	Cg008G310460, Cg008G308800	jg21548
OG0002164	Cg004G122820	jg24625
OG0002165	Cg008G293630	jg5162
OG0002166	Cg002G050210	jg15580
OG0002166	Cg005G165730	jg19297
OG0002167	Cg005G166710	jg19175
OG0002168	Cg005G170700	jg18719
OG0002168	Cg002G054430	jg15147
OG0002169	Cg005G167680	jg19046
OG0002170	Cg006G229930	jg30087
OG0002170	Cg007G280510	jg3677
OG0002171	Cg006G229760	jg30108
OG0002171	Cg007G280300	jg3656
OG0002172	Cg006G229740	jg30110
OG0002172	Cg007G280280	jg3654
OG0002173	Cg006G229500	jg30132
OG0002174	Cg007G275430	jg3148
OG0002175	Cg007G277200	jg3317
OG0002175	Cg006G225030	jg30640
OG0002176	Cg008G315760, Cg008G315770, Cg006G223390	jg30817
OG0002176	Cg006G223380	jg30818
OG0002177	Cg006G222900	jg30859
OG0002177	Cg007G271570	jg2726
OG0002178	Cg006G222460	jg2662
OG0002179	Cg007G267570	jg2304, jg2301
OG0002179	Cg006G219480	jg31239
OG0002181	Cg001G005860	jg8916
OG0002182	Cg003G108970	jg23069
OG0002182	Cg006G232070	jg29860
OG0002183	Cg006G232490	jg29809
OG0002183	Cg002G072720	jg13276
OG0002184	Cg006G216090	jg31581
OG0002184	Cg006G233940	jg29633
OG0002185	Cg006G233960	jg29631
OG0002185	Cg007G248180	jg698
OG0002186	Cg007G250020	jg888
OG0002186	Cg006G235000	jg29503
OG0002187	Cg006G236240	jg29348
OG0002187	Cg004G124240	jg24772
OG0002188	Cg006G240770	jg28894
OG0002189	Cg004G127090	jg25089
OG0002189	Cg008G286800	jg4355
OG0002190	Cg004G126310	jg25004
OG0002190	Cg008G285670	jg4233
OG0002191	Cg004G137790, Cg004G137800	jg26254, jg6499, jg6500
OG0002192	Cg002G064030	jg14132
OG0002192	Cg008G301910	jg6016
OG0002193	Cg008G300500	jg5862
OG0002194	Cg006G194300	jg33784
OG0002194	Cg004G128730	jg25258
OG0002195	Cg004G129270, Cg001G016900	jg25324
OG0002195	Cg006G194780	jg33710
OG0002196	Cg001G025380	jg11089
OG0002196	Cg004G133160	jg25740
OG0002197	Cg004G133970	jg25847
OG0002197	Cg006G201650	jg32900
OG0002198	Cg004G134550	jg25918
OG0002198	Cg006G201290	jg32940
OG0002199	Cg004G134720	jg25935
OG0002199	Cg006G201210	jg32944
OG0002200	Cg004G151900	jg27651
OG0002201	Cg004G152860	jg27801
OG0002201	Cg004G152870	jg27802
OG0002202	Cg004G153070	jg27843, jg27842
OG0002203	Cg008G286460	jg4325
OG0002203	Cg004G154950	jg28056
OG0002204	Cg004G155450	jg28103
OG0002204	Cg004G155480	jg28108
OG0002205	Cg006G199610	jg33144
OG0002205	Cg006G199600	jg33145
OG0002206	Cg006G199920	jg33094
OG0002206	Cg004G135960	jg26065
OG0002207	Cg001G025360	jg11083
OG0002207	Cg001G025350	jg11082
OG0002208	Cg002G049270, Cg002G049260	jg15682
OG0002209	Cg005G160360	jg19936
OG0002209	Cg002G045740	jg16146
OG0002210	Cg001G006380	jg8926, jg8973
OG0002213	Cg007G262860	jg1926, jg1929
OG0002213	Cg007G262640, Cg007G263470, Cg007G263410, Cg007G263430, Cg007G262660, Cg007G263490, Cg007G262670, Cg007G263450	jg1925
OG0002215	Cg008G292860	jg22524, jg22522
OG0002219	Cg004G156140	jg28179
OG0002219	Cg001G011330	jg9515
OG0002220	Cg001G011030	jg9485
OG0002221	Cg004G155910	jg28146
OG0002222	Cg001G007990	jg9146
OG0002222	Cg008G305200	jg6429
OG0002223	Cg001G009510	jg9301
OG0002223	Cg006G221310	jg31115, jg31041
OG0002224	Cg005G189770	jg16960
OG0002225	Cg001G008460	jg9197
OG0002225	Cg005G188430	jg17080, jg1644
OG0002226	Cg001G006260	jg8962
OG0002226	Cg004G151100, Cg004G150230	jg27575
OG0002227	Cg001G004880	jg8814
OG0002227	Cg004G153250	jg27855
OG0002228	Cg005G171200	jg18662
OG0002228	Cg006G213670	jg31889
OG0002229	Cg002G075610	jg12916
OG0002229	Cg006G230820	jg29990
OG0002230	Cg002G074860	jg13008
OG0002231	Cg002G073230	jg13209
OG0002231	Cg006G232390	jg29819
OG0002232	Cg002G072700	jg13279
OG0002232	Cg006G232480	jg29810
OG0002234	Cg001G040020	jg12550
OG0002234	Cg002G069970	jg13685
OG0002235	Cg007G266400	jg2168, jg2169, jg2170
OG0002236	Cg001G035960	jg12191
OG0002237	Cg001G035020	jg12103
OG0002238	Cg007G246020	jg406
OG0002238	Cg001G042620	jg12799
OG0002239	Cg007G247940	jg681
OG0002239	Cg006G233830	jg29644
OG0002240	Cg003G104800	jg22618
OG0002240	Cg001G014800	jg9865
OG0002241	Cg008G282660	jg3905
OG0002241	Cg004G124690	jg24822
OG0002242	Cg004G125810	jg24955
OG0002242	Cg008G284830	jg4155
OG0002243	Cg007G281470	jg3763
OG0002244	Cg003G085440	jg25129
OG0002245	Cg001G015670	jg9955
OG0002245	Cg003G097750	jg21786
OG0002246	Cg003G098410	jg20681, jg21868
OG0002247	Cg003G098610	jg21881
OG0002247	Cg001G015340	jg9921
OG0002248	Cg003G101740	jg22255
OG0002248	Cg001G013470	jg9728
OG0002249	Cg003G102340	jg22331
OG0002249	Cg001G013780	jg9760
OG0002250	Cg003G103220	jg22433
OG0002250	Cg001G014100	jg9791
OG0002251	Cg003G103590	jg22478
OG0002251	Cg001G014270	jg9812
OG0002252	Cg003G105170	jg22661
OG0002252	Cg001G014950	jg9885
OG0002253	Cg008G293200	jg5123
OG0002253	Cg006G219380	jg31250
OG0002254	Cg008G299910	jg5802
OG0002254	Cg008G292760	jg5073
OG0002255	Cg008G305880	jg6514
OG0002255	Cg008G292450	jg5040
OG0002256	Cg008G322740	jg20523
OG0002256	Cg001G021680	jg10686
OG0002257	Cg001G018650	jg10301
OG0002257	Cg001G018660	jg10302
OG0002258	Cg006G215520	jg31652
OG0002258	Cg005G171740	jg18605
OG0002259	Cg001G003810	jg8701
OG0002259	Cg001G003820	jg8703, jg8702
OG0002260	Cg001G035500	jg10259, jg32041, jg32044, jg13662
OG0002261	Cg001G003190	jg8640
OG0002262	Cg001G002910	jg8609
OG0002262	Cg005G191470	jg16786
OG0002263	Cg001G001580	jg8477
OG0002264	Cg001G000540	jg8336
OG0002265	Cg001G039320	jg12495
OG0002265	Cg002G067750	jg13772
OG0002266	Cg008G314510	jg21021
OG0002266	Cg006G203110	jg32752
OG0002267	Cg004G141700	jg26683
OG0002268	Cg004G140750	jg26579
OG0002268	Cg001G027810	jg11339
OG0002269	Cg001G027450	jg11308
OG0002269	Cg004G140340	jg26546
OG0002270	Cg004G140150, Cg004G152360, Cg004G140140	jg26526
OG0002270	Cg001G027280	jg11295, jg11294
OG0002271	Cg004G139400	jg26441
OG0002271	Cg001G026680	jg11225
OG0002272	Cg001G025890	jg11151
