Orthogroup	Arabidopsis_thaliana	Alyssum_gmelinii
OG0002936	AT4G39090.1	Ag003G295520
OG0002936	AT2G21430.1	Ag006G521250
OG0002937	AT4G39000.1	Ag003G295820, Ag003G295810
OG0002937	AT4G38990.2	Ag003G295830
OG0002938	AT4G38550.2	Ag003G296710
OG0002938	AT2G20950.7	Ag006G518280
OG0002939	AT4G08500.1	Ag001G005150, Ag001G005140
OG0002940	AT2G34210.1	Ag002G103170
OG0002941	AT4G12731.1, AT4G12735.1	Ag003G285870, Ag003G285860
OG0002942	AT4G14130.1	Ag001G037690
OG0002942	AT3G23730.1	Ag005G433900, Ag005G432540
OG0002943	AT5G41120.3, AT5G41130.3	Ag007G655730
OG0002944	AT3G62570.1	Ag001G097660
OG0002944	AT2G47440.1	Ag002G205850
OG0002945	AT1G15720.1	Ag004G323590, Ag005G489250, Ag001G091110
OG0002946	AT2G46330.1	Ag002G203330
OG0002946	AT3G61640.1	Ag001G095150
OG0002947	AT2G44900.1	Ag002G200600
OG0002948	AT5G24550.1, AT5G24540.1	Ag002G200240
OG0002949	AT2G44460.1	Ag002G199430
OG0002949	AT2G44470.3	Ag002G199450
OG0002950	AT5G66020.1	Ag001G099190
OG0002950	AT3G51460.1	Ag001G067050
OG0002951	AT2G43880.1	Ag002G198390
OG0002952	AT2G43630.1	Ag002G197730
OG0002952	AT3G59640.1	Ag001G091190
OG0002953	AT2G43490.1	Ag002G197170
OG0002953	AT3G59570.3	Ag001G090870
OG0002954	AT2G43410.2	Ag002G197090
OG0002955	AT5G01460.1	Ag006G491570
OG0002955	AT3G08930.1	Ag005G478330
OG0002956	AT5G21030.2	Ag008G716600, Ag008G716610
OG0002956	AT5G21150.1	Ag008G716430
OG0002957	AT3G45600.1	Ag010G740680, Ag001G050430
OG0002957	AT5G60220.1	Ag008G711430, Ag008G711440
OG0002959	AT5G10350.1	Ag007G604650
OG0002960	AT5G67360.1	Ag008G734220
OG0002961	AT5G66560.1	Ag001G099970
OG0002961	AT3G50840.1	Ag001G062840
OG0002962	AT1G28700.1, AT1G28710.1, AT1G28695.1	Ag006G518680, Ag007G626430, Ag006G518450
OG0002963	AT4G00860.1	Ag006G515000, Ag002G170990
OG0002963	AT1G01170.1	Ag004G298720
OG0002964	AT4G02300.1	Ag006G511390, Ag006G511440, Ag006G511450
OG0002964	AT4G02320.1	Ag006G511360
OG0002965	AT5G44210.1	Ag007G586670
OG0002966	AT1G03930.1	Ag004G301870
OG0002966	AT5G44100.1	Ag007G586890
OG0002967	AT5G43930.4	Ag007G587110
OG0002967	AT1G04140.2	Ag004G302090
OG0002968	AT1G04160.1	Ag004G302130
OG0002968	AT5G43900.3	Ag007G587170
OG0002969	AT1G04520.1	Ag004G302560
OG0002969	AT2G33330.1	Ag007G588240
OG0002970	AT2G33230.1	Ag007G588430
OG0002970	AT1G04610.1	Ag004G302670
OG0002971	AT1G04600.1	Ag004G302660
OG0002971	AT2G33240.1	Ag007G588420
OG0002972	AT1G05170.2	Ag004G303600
OG0002972	AT2G32430.1	Ag007G589510
OG0002973	AT1G06190.5	Ag004G305290
OG0002974	AT2G28890.1	Ag007G594980
OG0002974	AT1G07630.1	Ag004G307290, Ag008G732330
OG0002975	AT4G32830.1	Ag003G278070
OG0002976	AT5G14500.2	Ag007G614210
OG0002976	AT3G01590.1	Ag001G100500
OG0002977	AT3G01520.1	Ag001G100420
OG0002977	AT5G14680.1	Ag007G614940
OG0002978	AT5G58850.1	Ag008G706860
OG0002978	AT5G11050.1	Ag007G606240
OG0002979	AT5G55400.1	Ag008G695530
OG0002980	AT3G05290.1	Ag005G484090
OG0002980	AT5G27520.1	Ag007G636970
OG0002981	AT3G06150.1, AT5G19060.1	Ag005G482080
OG0002982	AT2G36300.1	Ag002G166630
OG0002982	AT3G52760.1	Ag001G069910
OG0002983	AT2G36680.1	Ag002G168090
OG0002983	AT3G53120.1	Ag001G071620
OG0002984	AT2G36710.1	Ag002G168160
OG0002985	AT2G37160.2	Ag002G171220
OG0002986	AT5G11940.1	Ag002G130090, Ag006G560870, Ag007G608300, Ag007G608280, Ag007G608220, Ag007G608240, Ag007G608260, Ag006G560860, Ag007G614130, Ag007G608740, Ag001G073900
OG0002987	AT1G16110.1	Ag004G324560
OG0002987	AT1G16160.1	Ag004G324590
OG0002988	AT1G75420.1	Ag003G226230
OG0002988	AT1G19710.1	Ag004G332540
OG0002989	AT4G24974.1, AT4G24975.1, AT4G24973.1, AT1G04645.1	Ag006G542910
OG0002990	AT1G25450.1	Ag004G352120
OG0002991	AT4G25520.1, AT4G25515.1	Ag005G480480, Ag007G585700, Ag007G585690
OG0002992	AT2G20805.1, AT2G20613.1, AT1G11510.1	Ag008G665780, Ag004G313990
OG0002993	AT1G09620.1	Ag004G310440, Ag001G085180, Ag008G694130
OG0002994	AT5G40170.1	Ag004G303400, Ag001G065550
OG0002995	AT4G20340.1, AT4G20810.1	Ag006G562000
OG0002995	AT1G03280.1	Ag004G300630
OG0002996	AT5G26730.1	Ag007G634660
OG0002997	AT5G28900.1, AT5G28850.2	Ag007G641410
OG0002998	AT5G06910.1	Ag006G505790
OG0002998	AT3G12170.2	Ag005G471580
OG0002999	AT5G05450.1	Ag003G268710, Ag003G266560, Ag003G265740, Ag006G500550
OG0002999	AT1G71370.1, AT1G71280.1	Ag006G500580
OG0003000	AT5G61220.1	Ag005G440630, Ag008G725470
OG0003001	AT5G07180.1	Ag006G506720
OG0003002	AT3G45577.1	Ag004G384500
OG0003002	AT5G60230.2	Ag008G711450
OG0003003	AT1G17350.2	Ag004G327160
OG0003003	AT1G72420.1	Ag003G239770
OG0003004	AT1G53450.1	Ag001G006180
OG0003004	AT3G14830.1	Ag005G465040
OG0003005	AT3G16630.1	Ag005G460270
OG0003006	AT4G16155.1	Ag001G029370
OG0003006	AT3G16950.2	Ag005G459350
OG0003007	AT3G16980.1	Ag005G459340
OG0003008	AT1G48760.1	Ag001G024320
OG0003009	AT3G19570.2	Ag005G449090
OG0003009	AT1G49890.1	Ag001G017470
OG0003010	AT1G51130.1	Ag001G011830
OG0003011	AT3G23550.1, AT3G23560.1	Ag005G433690, Ag005G434460, Ag001G074940
OG0003012	AT3G24290.1, AT3G24300.1	Ag005G429950, Ag005G430890
OG0003013	AT2G16780.1	Ag005G417430
OG0003013	AT4G35050.1	Ag003G283310
OG0003014	AT2G17980.1	Ag005G413520, Ag005G413080
OG0003015	AT2G19720.1	Ag005G405360
OG0003015	AT4G29430.1	Ag003G258060
OG0003016	AT1G51680.1	Ag001G010600
OG0003016	AT3G21240.1	Ag005G442190, Ag005G443510
OG0003018	AT3G55180.1	Ag001G077380
OG0003018	AT2G39400.1	Ag002G181130
OG0003019	AT3G15000.1	Ag005G464600
OG0003020	AT2G44040.1	Ag002G198600
OG0003020	AT3G59890.1	Ag001G091660
OG0003022	AT3G26390.1, AT5G39010.1, AT2G39782.1	Ag001G093290
OG0003023	AT3G17152.1	Ag005G459070
OG0003024	AT1G46984.1, AT1G46840.1, AT1G46912.1	Ag007G584270
OG0003025	AT4G25690.1	Ag007G585500
OG0003033	AT4G28770.2	Ag003G255320
OG0003033	AT2G20230.1	Ag005G402950
OG0003036	AT4G34220.1	Ag003G281000
OG0003037	AT4G34880.2	Ag003G282900, Ag003G282890
OG0003038	AT2G35640.1	Ag002G164270
OG0003039	AT1G59820.1	Ag004G369880
OG0003040	AT1G59950.1, AT1G59960.1	Ag004G370170
OG0003041	AT1G10690.1	Ag004G312430
OG0003043	AT1G65290.1	Ag004G364030
OG0003044	AT1G12270.1	Ag004G315540
OG0003044	AT1G62740.1	Ag004G380840
OG0003046	AT5G53430.1	Ag008G686220
OG0003048	AT5G63670.1	Ag008G729850
OG0003049	AT5G47120.1	Ag002G121310, Ag002G114990
OG0003050	AT4G22758.1	Ag006G551310
OG0003051	AT4G22990.2	Ag006G550320
OG0003051	AT4G11810.1	Ag002G143240
OG0003052	AT1G34550.1	Ag006G535940, Ag006G535870
OG0003053	AT2G31020.1	Ag006G533520
OG0003054	AT1G47500.1, AT1G47490.1	Ag007G585050
OG0003055	AT1G28240.1	Ag007G583520
OG0003056	AT2G33790.1	Ag002G159220
OG0003056	AT1G28290.1	Ag007G583380
OG0003058	AT2G23630.2	Ag006G524550
OG0003058	AT4G37160.1	Ag003G289720
OG0003059	AT2G35100.1	Ag002G162380
OG0003059	AT5G44930.1	Ag008G667990
OG0003060	AT4G04910.1	Ag002G138020, Ag002G134490
OG0003061	AT5G47450.1	Ag002G123250
OG0003061	AT4G17340.1	Ag006G577720
OG0003063	AT3G24670.1	Ag005G428570
OG0003063	AT4G13210.2	Ag001G039390, Ag001G043910
OG0003064	AT3G23325.1	Ag005G435160, Ag008G703250, Ag003G219920
OG0003065	AT3G21880.2	Ag005G440330
OG0003066	AT1G63900.1	Ag004G389920, Ag004G394910
OG0003066	AT1G59560.1	Ag001G098400, Ag001G098410
OG0003067	AT3G60800.1	Ag001G093620
OG0003068	AT2G43790.1, AT3G59790.1	Ag002G198150
OG0003070	AT3G43430.1, AT5G20885.1	Ag008G717000
OG0003071	AT3G45210.1	Ag008G712640
OG0003072	AT5G60270.1	Ag008G711520
OG0003073	AT3G05810.1	Ag005G482850
OG0003073	AT5G26800.1	Ag007G635010
OG0003074	AT3G49750.1	Ag001G058300
OG0003075	AT5G65920.1	Ag008G733750
OG0003075	AT3G49810.1	Ag001G058630
OG0003076	AT5G66880.1	Ag008G734830
OG0003076	AT3G50500.2	Ag001G061260
OG0003077	AT4G36000.1	Ag003G287720
OG0003078	AT5G66140.1	Ag001G099320
OG0003078	AT3G51260.1	Ag001G067460
OG0003079	AT4G00680.2	Ag006G516940
OG0003079	AT1G01750.2	Ag004G297780
OG0003080	AT2G31650.1	Ag007G590890
OG0003080	AT1G05830.1	Ag004G304840
OG0003083	AT1G07300.3	Ag004G306780
OG0003085	AT2G27285.1	Ag007G597140
OG0003085	AT1G55928.1, AT2G27280.1	Ag001G004860
OG0003086	AT5G13930.1	Ag007G613010
OG0003087	AT3G03250.2	Ag005G487910
OG0003088	AT3G22560.1	Ag005G437830
OG0003089	AT3G05710.2, AT5G26980.1	Ag005G483030
OG0003090	AT3G06250.1	Ag005G481960, Ag005G481950
OG0003091	AT3G51770.2	Ag001G066190
OG0003093	AT1G80280.1	Ag003G208330
OG0003093	AT1G15490.1	Ag004G323060
OG0003094	AT1G17050.1	Ag004G326190
OG0003095	AT5G50420.1	Ag004G326870
OG0003096	AT5G42500.1, AT5G42510.1	Ag004G340900, Ag004G340920
OG0003097	AT1G27190.1	Ag003G243450
OG0003097	AT1G69990.1	Ag004G346650
OG0003099	AT5G51360.1, AT3G50373.1	Ag004G373470, Ag004G372050, Ag004G371860, Ag006G503740
OG0003100	AT2G30460.1	Ag007G592420
OG0003100	AT1G06890.1	Ag004G306010
OG0003101	AT5G14895.1	Ag007G616030
OG0003101	AT3G01430.1	Ag001G100270
OG0003102	AT5G13825.1	Ag007G612550, Ag007G612610
OG0003103	AT5G61460.1	Ag008G725950
OG0003103	AT5G07660.1	Ag007G600010
OG0003104	AT5G61690.2	Ag008G726260
OG0003104	AT5G61730.2	Ag008G726430
OG0003105	AT3G47890.1, AT3G47910.2	Ag001G054670, Ag001G055570
OG0003106	AT5G66270.1	Ag001G099500
OG0003106	AT3G51180.1	Ag001G067620
OG0003107	AT5G62410.1	Ag008G727450
OG0003107	AT3G47460.2	Ag001G053490
OG0003108	AT5G20840.1	Ag008G717060
OG0003109	AT1G73260.1	Ag003G236850, Ag003G236840, Ag003G236820
OG0003110	AT1G79610.1	Ag003G210940
OG0003110	AT1G54370.1	Ag001G000040
OG0003111	AT3G13410.1	Ag005G469460
OG0003112	AT3G07980.1	Ag005G479000
OG0003113	AT3G15830.1, AT3G15820.1	Ag005G462630
OG0003114	AT3G19260.1	Ag005G450650
OG0003116	AT3G23530.1, AT3G23510.1	Ag005G434510, Ag005G433730, Ag007G587760
OG0003117	AT4G13190.1	Ag001G045760, Ag001G043810
OG0003118	AT4G02050.1	Ag006G512590
OG0003119	AT2G16430.2	Ag005G417990, Ag007G616970, Ag005G417960
OG0003120	AT4G34710.1	Ag003G282570
OG0003121	AT3G13900.1	Ag005G467990
OG0003121	AT1G54280.1	Ag001G003300
OG0003122	AT2G34820.1	Ag002G161500
OG0003122	AT1G30670.1	Ag007G580270
OG0003123	AT3G53540.2	Ag001G072740
OG0003124	AT2G37960.1	Ag005G419010, Ag002G174800
OG0003127	AT1G63540.1, AT1G63530.3	Ag004G387050
OG0003129	AT5G22170.1	Ag008G715920
OG0003139	AT4G29180.2	Ag003G256930
OG0003139	AT4G29450.1	Ag003G258180
OG0003141	AT4G34370.1	Ag003G281520
OG0003142	AT4G35280.1	Ag003G285300
OG0003143	AT4G16480.1	Ag001G101960
OG0003144	AT1G10850.1	Ag004G312750
OG0003144	AT1G60630.1	Ag004G372510
OG0003145	AT1G10870.2	Ag004G312770
OG0003145	AT1G60860.1	Ag004G373310
OG0003146	AT2G02220.1	Ag008G659560, Ag008G658880
OG0003147	AT5G41000.1	Ag007G655500
OG0003147	AT3G27020.1	Ag008G668340
OG0003150	AT3G29180.1	Ag008G675040
OG0003151	AT1G65220.1	Ag004G363870
OG0003152	AT1G64190.1	Ag004G397230
OG0003152	AT5G41670.1	Ag007G656760
OG0003153	AT1G64185.1	Ag004G397220
OG0003154	AT5G41260.1	Ag007G655850
OG0003154	AT1G63500.1	Ag004G386970
OG0003155	AT5G04940.1	Ag006G499290
OG0003156	AT1G48175.1	Ag001G087800, Ag001G026730, Ag001G026680
OG0003157	AT5G55260.2	Ag008G695170
OG0003157	AT4G26720.1	Ag003G250660
OG0003158	AT5G10140.1	Ag007G603600, Ag007G604230, Ag007G604250
OG0003159	AT4G20380.8	Ag006G561290
OG0003160	AT5G42820.1	Ag002G157540
OG0003160	AT1G27650.1	Ag007G584740
OG0003161	AT4G38030.1	Ag003G292610
OG0003162	AT1G60740.1, AT1G65970.1	Ag001G036920
OG0003163	AT4G04745.1	Ag002G138910
OG0003163	AT4G21902.1	Ag006G567730
OG0003164	AT4G13360.1	Ag001G038990
OG0003164	AT3G24360.1	Ag005G430300
OG0003165	AT1G78860.1, AT1G78850.1	Ag006G563100, Ag003G212530
OG0003166	AT3G61415.1	Ag001G094640
OG0003167	AT2G44890.1, AT2G45510.1	Ag002G201790, Ag002G201780
OG0003168	AT3G08943.1, AT3G08947.1	Ag005G478320, Ag005G478290, Ag005G478300
OG0003169	AT3G09590.1	Ag005G476870
OG0003169	AT5G02730.1	Ag006G493790
OG0003170	AT5G67500.1	Ag008G734040
OG0003171	AT4G01450.2	Ag006G514530, Ag006G514540
OG0003172	AT4G01550.1	Ag006G514210
OG0003173	AT4G02850.1	Ag007G599520
OG0003174	AT4G03340.1	Ag007G598920
OG0003174	AT1G03520.1	Ag004G301120
OG0003175	AT1G04860.1	Ag004G303060
OG0003175	AT2G32780.1	Ag007G588920
OG0003176	AT2G32870.1, AT2G32880.1	Ag007G588740
OG0003177	AT2G29450.1	Ag007G594030
OG0003178	AT3G01930.2	Ag001G100890
OG0003178	AT5G14120.1	Ag007G613310
OG0003179	AT3G02020.1	Ag001G101000
OG0003179	AT5G14060.1	Ag007G613240
OG0003180	AT5G28680.1	Ag007G641480
OG0003180	AT3G04690.1	Ag005G485170
OG0003181	AT3G05530.1	Ag005G483460
OG0003182	AT5G01530.1	Ag006G491500
OG0003183	AT2G39210.1	Ag002G180290
OG0003184	AT2G36100.1	Ag002G165920, Ag002G165900
OG0003185	AT2G38185.4, AT2G38220.1, AT2G38195.1	Ag002G162120
OG0003186	AT1G18500.1	Ag004G330040
OG0003187	AT1G75990.1	Ag003G222910
OG0003188	AT1G20693.1	Ag004G334770
OG0003189	AT1G20700.1, AT1G20710.1	Ag004G334800
OG0003190	AT1G77540.1	Ag003G217080
OG0003190	AT1G21770.1	Ag004G337900
OG0003191	AT1G76680.2, AT1G76690.1	Ag007G623900
OG0003192	AT5G26830.1	Ag007G635170
OG0003193	AT1G67530.1, AT1G24330.1	Ag004G355680
OG0003194	AT4G31000.1	Ag003G267630, Ag001G051430
OG0003195	AT2G22140.1	Ag006G522500
OG0003195	AT2G21800.2	Ag006G521880
OG0003198	AT1G08930.1	Ag004G309130
OG0003199	AT2G14720.1, AT2G14740.1	Ag005G419750
OG0003200	AT1G08430.1	Ag004G308540
OG0003201	AT1G50920.1	Ag004G302900
OG0003202	AT1G03910.2	Ag004G301820, Ag005G407860
OG0003203	AT3G05300.1	Ag005G484080
OG0003204	AT5G04460.1	Ag006G498160
OG0003206	AT4G32342.2	Ag003G279480
OG0003206	AT5G25360.3	Ag008G720970
OG0003207	AT5G60840.1	Ag008G724640
OG0003208	AT1G76770.1	Ag003G219540
OG0003209	AT3G14250.1	Ag005G466210
OG0003210	AT3G19140.1	Ag005G466010
OG0003211	AT3G15351.1	Ag005G463940
OG0003212	AT3G15870.1	Ag005G462520, Ag005G462480, Ag005G462170
OG0003213	AT3G16175.1	Ag005G461750
OG0003213	AT1G52191.1	Ag001G009120
OG0003214	AT3G18030.1	Ag005G456340
OG0003215	AT3G18590.1	Ag005G453540
OG0003216	AT2G18190.1, AT2G18193.1	Ag005G412410
OG0003217	AT2G20610.1	Ag005G403980
OG0003218	AT1G53060.1	Ag001G007010
OG0003218	AT1G53070.1	Ag001G007000
OG0003219	AT1G51540.1	Ag001G010790
OG0003220	AT1G49910.1	Ag001G017400
OG0003221	AT5G51845.1, AT5G23212.1	Ag006G517660
OG0003222	AT3G55000.1	Ag001G076720
OG0003222	AT3G55005.1	Ag001G076750
OG0003223	AT2G25610.2	Ag003G279030
OG0003224	AT3G55960.1	Ag001G080200
OG0003225	AT3G56150.1	Ag001G080700
OG0003226	AT2G43795.2	Ag002G198160
OG0003227	AT1G66650.1	Ag004G358440, Ag001G033800
OG0003228	AT3G62050.1	Ag001G084520
OG0003230	AT5G47160.1	Ag002G138780, Ag002G114120, Ag002G121800
OG0003231	AT4G19970.1	Ag006G558170
OG0003232	AT5G64450.1	Ag002G190370
OG0003233	AT3G27910.1	Ag003G295130
OG0003234	AT2G27820.1	Ag007G596540
OG0003234	AT1G08250.1	Ag004G308260, Ag004G308240
OG0003235	AT1G13140.1	Ag004G317370
OG0003235	AT1G13150.1	Ag004G317460
OG0003236	AT1G19320.1	Ag004G332030
OG0003237	AT3G46270.2, AT3G46260.1	Ag005G448720
OG0003237	AT3G46280.1	Ag005G448730
OG0003238	AT3G06545.1	Ag005G474300, Ag005G474390, Ag005G474270
OG0003239	AT4G01985.1	Ag006G512680
OG0003247	AT4G30620.1	Ag003G264140, Ag003G262880
OG0003249	AT4G32130.1	Ag003G273150
OG0003250	AT4G32410.1	Ag003G279290
OG0003251	AT4G15280.2, AT4G15260.1	Ag001G034020
OG0003252	AT4G33720.1	Ag003G274570
OG0003253	AT5G44120.3	Ag007G586840, Ag007G586830
OG0003254	AT2G41930.1	Ag002G192830
OG0003255	AT1G31200.1	Ag007G579520
OG0003255	AT1G10155.1	Ag004G311280
OG0003256	AT1G13230.1	Ag004G317740
OG0003256	AT3G25670.1	Ag008G663880
OG0003257	AT3G28150.1	Ag004G341590
OG0003257	AT5G40180.1	Ag007G650950
OG0003258	AT5G38790.1	Ag007G647500
OG0003259	AT1G62570.1	Ag004G380440
OG0003260	AT3G56060.1	Ag001G080500, Ag001G080520
OG0003261	AT5G53100.1	Ag008G684910
OG0003263	AT5G54970.1	Ag008G694270
OG0003264	AT5G11300.1	Ag007G607110
OG0003265	AT5G10720.1	Ag007G605600
OG0003266	AT5G23320.2	Ag008G724160
OG0003266	AT5G08335.1	Ag007G601140
OG0003267	AT5G08180.1	Ag007G600840
OG0003268	AT4G18690.1, AT4G18680.1	Ag006G574090
OG0003269	AT4G12570.1	Ag002G141630
OG0003270	AT1G35750.1, AT1G35730.2	Ag006G534920
OG0003271	AT1G28060.1	Ag007G583750
OG0003271	AT3G55930.1	Ag001G013720
OG0003272	AT1G30550.2, AT1G30545.2	Ag007G580460
OG0003273	AT2G34840.1	Ag007G580320
OG0003274	AT2G17380.1	Ag005G416010
OG0003274	AT4G35410.2	Ag003G285460
OG0003275	AT2G17630.1	Ag005G413960
OG0003276	AT4G36450.1	Ag003G288710
OG0003276	AT2G18170.1	Ag005G412510
OG0003277	AT2G18340.1	Ag008G712650
OG0003278	AT2G21190.1	Ag006G520610
OG0003278	AT4G38790.1	Ag003G296440
OG0003279	AT4G38770.1	Ag003G263760, Ag003G263740, Ag003G263250, Ag003G263240, Ag003G263200, Ag003G263820, Ag003G263260, Ag003G263780, Ag003G263230, Ag003G263730, Ag003G230370, Ag003G230380, Ag003G230390, Ag003G230400, Ag003G230360, Ag003G263800, Ag003G296460
OG0003280	AT2G35605.1, AT1G31760.1	Ag007G578910
OG0003281	AT5G45440.1	Ag002G104170, Ag002G104280, Ag002G104220
OG0003281	AT5G45490.1	Ag002G104320
OG0003282	AT2G05230.1, AT2G05250.1	Ag005G425550
OG0003283	AT4G13100.2	Ag001G008480
OG0003283	AT3G25030.1	Ag005G427660
OG0003284	AT4G13710.1, AT3G24230.1	Ag001G038220
OG0003286	AT4G14723.1	Ag001G035740
OG0003286	AT3G22820.1	Ag005G437140
OG0003287	AT4G14880.1	Ag001G034970
OG0003287	AT3G22460.1	Ag005G438300
OG0003288	AT5G50950.1	Ag002G200010, Ag002G200040
OG0003289	AT2G43860.1	Ag002G198370, Ag002G198360
OG0003290	AT5G01050.1, AT5G01040.1	Ag006G492340, Ag006G492350
OG0003292	AT5G22780.1, AT5G22770.1	Ag008G714130, Ag006G570650
OG0003293	AT5G63370.1	Ag008G729300
OG0003294	AT5G09830.1	Ag007G603360
OG0003295	AT5G65700.1	Ag008G733420
OG0003296	AT5G49560.1	Ag001G099960
OG0003296	AT3G50850.1	Ag001G062870
OG0003297	AT3G50960.1, AT5G66410.1	Ag001G099770
OG0003298	AT5G44090.2	Ag007G586900
OG0003298	AT1G03960.1	Ag004G301910
OG0003299	AT2G32580.1	Ag007G589710
OG0003299	AT1G05070.1	Ag004G303430
OG0003300	AT1G07175.1	Ag004G306480
OG0003300	AT2G29995.1	Ag007G593460
OG0003301	AT2G27100.1	Ag007G597620, Ag007G597640
OG0003302	AT2G26450.1, AT4G33230.1	Ag003G276670
OG0003303	AT5G14040.1	Ag007G613220
OG0003304	AT3G08770.2	Ag005G478570
OG0003305	AT5G16880.1	Ag007G624030
OG0003306	AT3G04830.1	Ag005G484880
OG0003306	AT5G28220.1	Ag007G637930
OG0003307	AT3G05120.1	Ag005G484360
OG0003308	AT3G07580.1	Ag005G479450
OG0003309	AT4G00130.1, AT4G25210.1	Ag005G404000, Ag007G586260
OG0003310	AT1G17040.2	Ag004G326180
OG0003310	AT1G78540.2	Ag003G213640
OG0003311	AT1G17180.1	Ag004G326460, Ag004G326450
OG0003312	AT1G73500.1	Ag003G236190
OG0003313	AT1G18200.1	Ag004G329450
OG0003314	AT1G18900.3	Ag004G331440
OG0003315	AT1G76870.1	Ag003G219470
OG0003315	AT1G21200.1	Ag004G336310
OG0003316	AT1G22260.1, AT1G22275.1	Ag003G214810
OG0003317	AT1G22590.2	Ag003G279860, Ag003G279930, Ag004G339780, Ag004G339630, Ag004G339820
OG0003318	AT1G23280.1	Ag007G655770
OG0003319	AT1G26830.1	Ag003G244310
OG0003320	AT1G24909.1, AT1G24807.1, AT1G25155.1, AT1G25083.1	Ag002G177770
OG0003321	AT4G32000.3	Ag003G272190
OG0003324	AT3G01260.1	Ag007G617400
OG0003324	AT5G15140.1	Ag007G617410
OG0003325	AT5G27220.1	Ag007G637340
OG0003326	AT5G06730.1	Ag006G510400
OG0003326	AT5G06720.1	Ag006G510390
OG0003327	AT5G05730.2	Ag006G501310
OG0003327	AT3G55870.3	Ag001G080010
OG0003328	AT5G23980.1, AT5G23990.2	Ag008G723120, Ag008G723130
OG0003329	AT1G67870.1	Ag004G354770
OG0003330	AT1G69850.1	Ag004G347490
OG0003331	AT1G77700.1	Ag003G216660
OG0003332	AT1G19480.1	Ag004G332240
OG0003333	AT1G73890.1	Ag003G233830
OG0003334	AT1G78820.1	Ag003G212650
OG0003335	AT1G78895.1	Ag003G212490
OG0003335	AT1G16825.1	Ag004G325540
OG0003336	AT3G13290.1, AT3G13300.1	Ag005G469670
OG0003337	AT3G17160.1	Ag005G459020
OG0003337	AT1G47970.1	Ag001G027780
OG0003338	AT3G22220.1	Ag005G439150
OG0003338	AT4G15020.1	Ag001G034600
OG0003339	AT3G15010.1	Ag005G464590
OG0003340	AT3G57360.1	Ag003G286390, Ag006G500670, Ag001G084450, Ag001G084430
OG0003341	AT1G65870.1	Ag001G086180, Ag001G086190, Ag001G086200, Ag001G086240, Ag001G086210
OG0003342	AT3G58660.1, AT2G42650.1	Ag001G088560
OG0003343	AT3G62120.1	Ag008G719400, Ag002G181720, Ag001G096610
OG0003344	AT5G41440.1, AT5G41450.1, AT5G41430.1, AT1G51930.1	Ag001G009970
OG0003345	AT5G28235.1	Ag004G388420, Ag001G036220, Ag008G699470
OG0003346	AT3G60790.1	Ag001G093600, Ag001G093610, Ag002G135550, Ag002G135760, Ag001G060640
OG0003347	AT3G53080.1	Ag001G071550
OG0003348	ATCG00020.1	Ag002G148590
OG0003350	AT4G31640.1, AT4G31650.2, AT4G31690.1, AT4G31680.1	Ag003G270120
OG0003351	AT4G22640.2	Ag006G551870
OG0003351	AT4G22650.1	Ag006G551930, Ag006G551850
OG0003352	AT5G16330.1	Ag007G622020, Ag007G621900
OG0003353	AT3G17155.1, AT3G16895.1	Ag008G723430, Ag008G723420
OG0003359	AT4G32090.1	Ag003G272730, Ag003G272710
OG0003360	AT4G32330.1	Ag003G279500
OG0003361	ATCG01110.1	Ag006G549700
OG0003362	AT4G33810.2, AT4G33820.1	Ag003G274390
OG0003364	AT4G34900.1, AT4G34890.1	Ag003G282950, Ag003G282980
OG0003365	AT4G33710.1, AT5G26130.1	Ag003G275120, Ag003G274590, Ag003G274720, Ag003G274750, Ag003G274640
OG0003366	AT4G17080.1, AT2G35170.1	Ag001G101230
OG0003367	AT1G14590.1	Ag004G321040
OG0003368	AT1G42615.1, AT2G02955.1	Ag007G652940, Ag004G307750
OG0003370	AT1G13350.3, AT3G53640.1	Ag004G317920
OG0003370	AT3G25840.1	Ag008G664810
OG0003371	AT3G27560.1	Ag008G669850
OG0003374	AT4G27630.3	Ag003G252400
OG0003375	AT5G41340.1	Ag007G656020
OG0003376	AT4G25900.1	Ag003G245820, Ag004G334730
OG0003377	AT5G57020.1	Ag008G701610
OG0003378	AT5G49980.1	Ag001G040900
OG0003379	AT5G55300.2	Ag008G695140, Ag004G375190
OG0003380	AT5G57800.1	Ag002G108230, Ag002G111680, Ag002G103320, Ag008G704470
OG0003381	AT4G28085.1	Ag003G253470
OG0003382	AT5G10240.1	Ag007G604410
OG0003383	AT5G61410.1	Ag008G725810
OG0003384	AT4G19030.1	Ag003G208840, Ag003G208850, Ag006G572640, Ag006G572650
OG0003385	AT4G20440.1	Ag006G561390
OG0003386	AT4G22115.1	Ag006G554310
OG0003387	AT1G33260.1, AT4G10390.1	Ag006G540410
OG0003389	AT2G34040.1	Ag002G159960
OG0003389	AT3G19515.2, AT1G29030.1	Ag007G582610
OG0003390	AT1G30410.1, AT1G30420.1	Ag007G580650
OG0003391	AT4G36690.1	Ag005G410510, Ag003G289220
OG0003393	AT4G40100.1	Ag003G292840
OG0003394	AT5G22480.1	Ag008G731590
OG0003396	AT4G11320.1, AT4G11310.1	Ag002G146030, Ag006G559790
OG0003397	AT5G45550.1	Ag002G104590
OG0003400	AT4G13930.1, AT4G13890.1	Ag001G038020
OG0003401	AT4G14710.5, AT4G14716.1	Ag001G035820
