Orthogroup	Arabidopsis_thaliana	Cardamine_glauca
OG0000836	AT3G57260.2	Cg002G049020
OG0000841	AT4G11000.1	Cg003G083050
OG0000842	AT3G26230.1, AT3G26220.1	Cg002G072470
OG0000842	AT3G26280.2	Cg002G072400
OG0000842	AT3G26270.1	Cg002G072420
OG0000843	AT1G64900.1	Cg001G026240, Cg001G026460
OG0000843	AT1G64940.1, AT1G64950.1, AT2G12190.1, AT1G64930.1	Cg007G262830
OG0000844	AT3G09630.1	Cg004G125230
OG0000844	AT5G02870.1	Cg008G283640
OG0000845	AT5G50460.1	Cg003G090670, Cg001G015930
OG0000845	AT3G48570.1	Cg002G058370
OG0000846	AT4G33260.1, AT4G33270.1	Cg001G007070
OG0000847	AT5G09730.1	Cg008G290080
OG0000847	AT5G64570.1	Cg003G112490
OG0000848	AT1G01100.1, AT5G47700.1, AT4G00810.1	Cg001G033730, Cg006G244290
OG0000849	AT2G46690.1	Cg005G159010
OG0000849	AT4G00880.1	Cg014G332380, Cg003G077230
OG0000849	AT3G61900.1	Cg002G044730
OG0000850	AT3G61280.1	Cg002G045450
OG0000850	AT3G61290.1	Cg002G045440
OG0000851	AT2G41790.1	Cg005G164180
OG0000851	AT3G57470.2	Cg002G048830
OG0000852	AT4G12600.2	Cg003G081090
OG0000853	AT4G03070.1	Cg003G094800
OG0000853	AT4G03050.1	Cg003G094810, Cg003G079140
OG0000854	AT2G28340.1	Cg005G178980
OG0000854	AT1G08010.1, AT1G08000.1	Cg006G238090
OG0000855	AT3G47960.1	Cg002G059040
OG0000855	AT5G62680.1	Cg003G110450
OG0000857	AT3G32980.1	Cg008G317780, Cg002G066130
OG0000857	AT3G49120.1	Cg002G057800
OG0000861	AT1G03490.1	Cg006G242500
OG0000861	AT1G02540.1	Cg008G295830
OG0000863	AT4G15056.1, AT4G15053.1	Cg001G026700, Cg001G026690
OG0000867	AT1G56650.1	Cg007G253610
OG0000867	AT1G66390.1	Cg007G265590
OG0000868	AT5G06600.1	Cg008G287420
OG0000868	AT3G11910.1	Cg004G127670
OG0000869	AT5G47200.1	Cg008G324790
OG0000869	AT4G17530.1	Cg001G023430
OG0000870	AT1G28230.1	Cg006G218420
OG0000870	AT2G33750.1	Cg005G172890
OG0000871	AT3G02520.1	Cg004G117640
OG0000871	AT5G16050.1	Cg008G296340
OG0000871	AT5G38480.1	Cg001G038170
OG0000872	AT2G32540.1, AT2G32530.1	Cg005G174170
OG0000872	AT2G32610.1	Cg005G174090
OG0000873	AT3G04230.1	Cg004G119870
OG0000875	AT1G06620.1	Cg006G239610
OG0000876	AT5G23010.2	Cg008G302740
OG0000879	AT1G06645.1	Cg006G239600
OG0000883	AT3G04840.1	Cg004G120520, Cg001G005560
OG0000884	AT1G68340.1	Cg007G268460
OG0000884	AT1G25370.1	Cg006G220070
OG0000885	AT1G22450.1	Cg006G223510
OG0000885	AT4G28060.1	Cg001G012610
OG0000886	AT1G45000.1	Cg006G204220
OG0000886	AT5G43010.1	Cg008G318350
OG0000887	AT2G47130.1	Cg005G185200, Cg005G185190
OG0000888	AT3G58500.1	Cg002G047840
OG0000888	AT2G42500.1	Cg005G163520
OG0000889	AT3G46460.1	Cg002G060830
OG0000890	AT3G53670.1	Cg002G052850
OG0000890	AT2G37480.1	Cg005G169010
OG0000891	AT4G22110.1	Cg001G018860
OG0000891	AT1G22430.1	Cg006G223530
OG0000891	AT1G22440.1	Cg006G223520
OG0000892	AT5G25470.1, AT5G25475.4	Cg008G305230, Cg008G305220
OG0000893	AT5G24150.1	Cg008G303820, Cg008G303810
OG0000894	AT2G19660.2	Cg007G254610
OG0000895	AT2G04040.1	Cg004G143380
OG0000897	AT3G53960.1	Cg002G052600
OG0000897	AT2G37900.1	Cg005G168540
OG0000898	AT1G52030.1	Cg006G197730
OG0000900	AT1G13470.1	Cg006G232460
OG0000900	AT1G13520.1	Cg006G232450
OG0000901	AT4G16500.1	Cg001G024700
OG0000902	AT5G05370.1	Cg008G286220
OG0000902	AT3G10860.1	Cg004G126600
OG0000903	AT1G64870.1, AT5G11220.1	Cg008G291670
OG0000903	AT3G45200.1	Cg002G062240, Cg002G062220
OG0000904	AT5G10360.1	Cg008G290810
OG0000904	AT4G31700.1	Cg001G008880
OG0000905	AT5G10270.1	Cg008G290680
OG0000905	AT5G64960.1	Cg003G113200
OG0000906	AT5G64910.2	Cg003G112910
OG0000906	AT5G10010.1	Cg008G290420
OG0000907	AT4G18596.2	Cg001G022170
OG0000907	AT5G45880.1	Cg008G323080
OG0000908	AT4G39235.1	Cg001G001080
OG0000908	AT3G05570.1	Cg004G121360
OG0000908	AT2G21640.1	Cg005G193190
OG0000909	AT1G24070.1	Cg006G221900
OG0000909	AT4G13410.1	Cg001G029520
OG0000909	AT5G16190.4	Cg008G296480
OG0000910	AT5G60142.1	Cg003G107900
OG0000910	AT5G60140.1	Cg003G107890
OG0000911	AT5G66710.1	Cg003G115090
OG0000911	AT3G50730.1, AT3G50720.1	Cg002G056130
OG0000912	AT4G02570.1	Cg014G330920, Cg003G078630
OG0000912	AT1G02980.1, AT1G43140.1	Cg006G243400
OG0000913	AT1G23290.1	Cg006G222560
OG0000913	AT1G70600.1	Cg007G271050
OG0000915	AT3G52910.1	Cg002G053780
OG0000915	AT2G36400.1	Cg005G170130
OG0000917	AT1G13080.1	Cg006G232840
OG0000918	AT4G13300.1, AT4G13280.2	Cg001G029770
OG0000919	AT3G17227.1, AT3G17230.1, AT3G17225.1	Cg004G133710, Cg004G133740, Cg004G133750
OG0000920	AT1G53970.1, AT5G40990.1	Cg001G041790
OG0000920	AT1G53940.2	Cg006G195600
OG0000921	AT1G49640.1	Cg006G199990
OG0000921	AT1G49660.1	Cg006G199970
OG0000922	AT4G07325.1	Cg001G028120
OG0000923	AT5G50040.1	Cg003G096160, Cg003G096130, Cg003G090580
OG0000924	AT4G36350.1	Cg001G003800
OG0000924	AT1G56360.1	Cg006G206780, Cg003G091340
OG0000924	AT3G46120.1, AT2G18130.1	Cg004G154270
OG0000930	AT2G19770.1	Cg004G156100
OG0000930	AT4G29340.1	Cg001G011180
OG0000931	AT3G08530.1	Cg004G124190
OG0000931	AT3G11130.1	Cg004G126890
OG0000932	AT2G37270.1	Cg005G169230
OG0000932	AT3G11940.1	Cg004G127700
OG0000933	AT5G52360.1	Cg003G099100
OG0000934	AT4G19500.1	Cg001G021230
OG0000935	AT4G05330.1	Cg003G079860, Cg003G094160
OG0000935	AT4G21160.1	Cg001G019870
OG0000936	AT4G21590.1	Cg001G019410
OG0000936	AT4G21585.6	Cg001G019420
OG0000936	AT4G21600.1	Cg001G019400
OG0000937	AT4G23990.1	Cg003G086600
OG0000937	AT4G24000.1	Cg001G016930
OG0000938	AT4G39650.1	Cg008G305500, Cg001G001460
OG0000938	AT4G39640.1	Cg001G001440
OG0000939	AT1G62020.1	Cg007G248470
OG0000939	AT2G21390.1	Cg005G193500, Cg005G193490
OG0000940	AT2G05710.1	Cg004G145690
OG0000940	AT4G35830.1	Cg001G033460
OG0000941	AT4G14160.1	Cg001G028160
OG0000941	AT3G23660.2	Cg004G141250
OG0000941	AT1G05520.1	Cg006G240800
OG0000942	AT4G14320.2, AT3G23390.1	Cg001G027900
OG0000943	AT5G27850.1	Cg008G306640
OG0000945	AT5G17080.1	Cg008G297310
OG0000946	AT5G01540.1	Cg008G282340
OG0000946	AT5G01560.1	Cg008G282310
OG0000946	AT5G01550.1	Cg008G282330
OG0000947	AT3G02230.1	Cg004G117390
OG0000948	AT3G55280.1	Cg002G051220, Cg005G166790
OG0000950	AT5G26860.1	Cg008G306410
OG0000950	AT3G05790.1	Cg004G121620
OG0000952	AT2G43670.1	Cg005G162130
OG0000953	AT3G50120.1	Cg002G056770
OG0000953	AT3G50170.1, AT3G50200.1	Cg002G056740
OG0000953	AT3G50160.1, AT3G50150.1	Cg002G056730
OG0000954	AT3G19390.1	Cg004G136070
OG0000954	AT3G19400.1	Cg004G136080
OG0000955	AT1G34560.1	Cg006G209670
OG0000962	AT5G40000.1	Cg002G069340
OG0000962	AT3G28610.1	Cg002G069350
OG0000963	AT5G02380.1	Cg008G283130
OG0000963	AT3G09390.1	Cg004G125020
OG0000964	AT5G49760.1	Cg003G091510
OG0000965	AT3G13640.1	Cg004G129490
OG0000965	AT4G19210.1	Cg001G021420
OG0000967	AT1G36050.1	Cg006G208540
OG0000967	AT1G22200.1	Cg006G223750
OG0000968	AT5G37820.2	Cg001G036860
OG0000968	AT5G37810.1	Cg001G036850
OG0000969	AT5G44585.1	Cg008G321010
OG0000969	AT5G44565.2	Cg008G320930
OG0000969	AT5G44578.1	Cg008G321000
OG0000970	AT5G67240.1	Cg003G114490
OG0000970	AT3G50090.1	Cg002G056790
OG0000971	AT3G25960.1, AT3G55650.1, AT3G55810.1	Cg002G050560
OG0000971	AT3G04050.1	Cg004G119750
OG0000972	AT5G26620.1	Cg008G306250
OG0000973	AT3G06190.1	Cg004G122110
OG0000975	AT1G19770.1	Cg006G226270
OG0000976	AT1G14870.1, AT1G14880.1, AT5G35525.1	Cg006G230980, Cg006G210660
OG0000977	AT3G47040.2	Cg002G059970
OG0000977	AT3G47010.1	Cg002G060000
OG0000977	AT3G47000.1	Cg002G060010
OG0000978	AT3G45700.1, AT3G45710.1	Cg002G061540, Cg002G061530
OG0000979	AT4G15755.1	Cg008G319100, Cg008G319070, Cg008G319160, Cg008G319120, Cg008G319080, Cg008G319110, Cg008G319090
OG0000980	AT5G40050.1	Cg005G185490
OG0000980	AT2G33796.1	Cg001G011210
OG0000981	AT1G69100.2	Cg006G226750, Cg007G269390, Cg002G057310
OG0000986	AT4G26870.1	Cg005G193270
OG0000987	AT1G31740.1	Cg006G214510
OG0000988	AT5G05800.1	Cg008G286600
OG0000988	AT2G19220.1, AT3G11310.1, AT3G11300.1, AT3G11290.1	Cg004G127030
OG0000989	AT5G52070.1	Cg001G034280, Cg003G098720
OG0000989	AT5G42670.1	Cg008G315380, Cg001G036560
OG0000990	AT5G46430.1	Cg001G022750
OG0000990	AT4G18100.1	Cg008G323820, Cg008G323510
OG0000991	AT1G33100.1, AT1G33090.1	Cg006G212740, Cg006G212750
OG0000992	AT2G21750.1, AT2G21740.1	Cg005G193070
OG0000992	AT4G39340.1	Cg001G001180
OG0000993	AT5G39740.1	Cg004G143300, Cg001G040010
OG0000994	AT2G30140.1	Cg005G176710
OG0000995	AT2G31510.1	Cg005G175140
OG0000996	AT2G30740.1	Cg005G175960
OG0000996	AT1G06700.1	Cg006G239550
OG0000997	AT3G04120.1	Cg004G119800, Cg006G232510
OG0000998	AT2G39700.1	Cg005G166590
OG0000998	AT3G55500.1	Cg002G050950
OG0000999	AT4G08380.1	Cg006G220570
OG0001000	AT2G16890.2	Cg004G152760
OG0001000	AT5G14860.1	Cg008G295070
OG0001001	AT5G25960.1, AT5G25950.1	Cg008G305680
OG0001002	AT3G13350.1	Cg004G129200
OG0001002	AT1G55650.1	Cg006G194640
OG0001003	AT3G15710.1	Cg004G132120
OG0001003	AT1G52600.1	Cg006G197170
OG0001004	AT4G03160.1	Cg004G143070, Cg005G166040
OG0001008	AT4G29270.1	Cg001G011250
OG0001008	AT4G29260.1	Cg001G011260
OG0001009	AT4G29700.1	Cg001G010880, Cg001G010890
OG0001009	AT4G29690.1	Cg001G010900
OG0001010	AT1G31880.2, AT2G21030.1	Cg006G214300
OG0001010	AT2G35600.1	Cg005G171020
OG0001011	AT1G32100.1	Cg006G214110
OG0001011	AT4G13660.1	Cg001G029030
OG0001012	AT1G57620.1	Cg007G253190
OG0001012	AT1G09580.1	Cg006G236470
OG0001013	AT1G65140.1, AT1G65160.1	Cg007G261330, Cg007G261700
OG0001015	AT4G25630.1	Cg001G015150
OG0001015	AT5G52470.1	Cg003G099210
OG0001016	AT5G11090.1	Cg008G291560
OG0001017	AT5G65600.1	Cg003G113600
OG0001018	AT5G23650.1	Cg008G303340
OG0001019	AT4G17640.1	Cg001G023320
OG0001019	AT5G47080.1	Cg008G324660
OG0001020	AT4G17900.1	Cg001G023010
OG0001020	AT5G46710.1	Cg008G324240
OG0001021	AT3G62960.1	Cg002G043740
OG0001021	AT2G47880.1	Cg005G157750
OG0001022	AT2G47250.1	Cg005G158440
OG0001022	AT3G62310.1	Cg002G044320
OG0001023	AT5G22990.1	Cg008G302720
OG0001023	AT5G42640.1, AT2G18490.2, AT2G15740.1	Cg004G154680
OG0001024	AT2G31430.1	Cg005G175200
OG0001024	AT2G31432.2, AT2G31425.1	Cg005G175210
OG0001025	AT1G06760.1	Cg006G239470
OG0001025	AT2G30620.1	Cg005G176090
OG0001026	AT3G01270.1	Cg004G116850
OG0001026	AT5G15110.1	Cg008G295370
OG0001028	AT2G39380.1	Cg005G166890
OG0001028	AT3G55150.1	Cg002G051340
OG0001029	AT1G21920.1	Cg006G224090
OG0001029	AT1G77660.1	Cg007G278280
OG0001030	AT1G19840.1	Cg006G226140
OG0001030	AT1G75590.1	Cg007G276150
OG0001031	AT1G19970.1	Cg006G226000
OG0001031	AT1G75760.1	Cg007G276300
OG0001032	AT1G76600.1	Cg007G277250
OG0001032	AT1G21010.1	Cg006G224970
OG0001034	AT1G23240.4, AT1G23250.1	Cg006G222600
OG0001035	AT3G04330.1, AT3G04320.2	Cg004G119960
OG0001036	AT1G78660.1	Cg007G279340
OG0001036	AT1G78680.1	Cg007G279350
OG0001036	AT1G78670.1	Cg005G192100
OG0001037	AT1G80930.1	Cg007G280410
OG0001038	AT3G13020.1	Cg004G128790
OG0001038	AT3G13030.1	Cg004G128800
OG0001038	AT3G13010.1	Cg004G128780
OG0001039	AT1G48330.1	Cg006G201560
OG0001039	AT3G17580.1	Cg004G134100
OG0001040	AT1G51660.1	Cg006G198110
OG0001040	AT3G21220.1	Cg004G138190
OG0001041	AT3G47590.1	Cg002G059490
OG0001042	AT2G25980.1	Cg003G086340
OG0001042	AT5G35950.1, AT5G35940.1	Cg006G197580
OG0001043	AT1G51860.1	Cg006G197900
OG0001043	AT1G51880.3	Cg006G197890
OG0001043	AT1G51890.2	Cg006G197880
OG0001044	AT3G55430.1	Cg002G051030
OG0001045	AT3G45670.1	Cg002G061730, Cg002G061740, Cg002G061710, Cg002G061420
OG0001047	AT2G05970.1	Cg004G117220
OG0001048	AT5G04937.1	Cg008G285700, Cg001G027730, Cg008G285690
OG0001051	AT2G16770.1	Cg004G152660
OG0001051	AT4G35040.1	Cg001G005210
OG0001053	AT1G58290.1	Cg007G252050
OG0001053	AT2G31250.1	Cg008G319240
OG0001053	AT1G09940.1	Cg006G236030
OG0001054	AT1G61810.3	Cg007G248700
OG0001054	AT1G61820.1	Cg007G248690
OG0001055	AT2G03760.1	Cg002G073200
OG0001056	AT3G10470.1	Cg004G126090
OG0001056	AT5G04390.1	Cg008G285170
OG0001057	AT4G27660.1	Cg001G012980
OG0001057	AT5G54150.1	Cg003G101330
OG0001058	AT4G17170.1	Cg001G023830
OG0001058	AT4G35860.1	Cg001G004310
OG0001059	AT5G45100.1	Cg008G321860
OG0001059	AT4G19700.1	Cg001G020960
OG0001060	AT4G13940.1	Cg001G028550
OG0001060	AT3G23810.1	Cg004G141450
OG0001061	AT3G23000.1	Cg004G140280
OG0001061	AT4G14580.1	Cg001G027410, Cg001G027420
OG0001062	AT3G50000.1	Cg002G056860
OG0001062	AT5G67380.1	Cg003G114330
OG0001062	AT2G23080.1	Cg005G191660
OG0001063	AT2G28700.1, AT3G05860.1	Cg004G121700
OG0001064	AT2G37040.1	Cg005G169470
OG0001064	AT3G53260.1	Cg002G053300
OG0001065	AT2G37210.2	Cg005G169290
OG0001065	AT3G53450.1	Cg002G053100
OG0001066	AT2G37220.1	Cg005G169280
OG0001066	AT3G53460.4	Cg002G053090
OG0001067	AT1G79000.2	Cg007G279690
OG0001067	AT1G16710.1	Cg006G229270
OG0001068	AT1G72370.1	Cg007G272830
OG0001069	AT1G75080.1	Cg007G275550
OG0001069	AT1G19350.3	Cg006G226630
OG0001070	AT1G25480.1	Cg006G220230
OG0001070	AT2G17470.2	Cg004G153470
OG0001071	AT1G14120.1	Cg006G231870
OG0001071	AT1G14130.1	Cg006G231860
OG0001072	AT5G23900.1	Cg008G303550
OG0001072	AT3G48960.1	Cg002G057900
OG0001073	AT5G39550.1, AT1G66040.1, AT1G66050.1	Cg006G194220, Cg006G196340, Cg008G321390
OG0001074	AT1G67623.1	Cg007G267550
OG0001075	AT3G15640.1	Cg004G132050
OG0001076	AT3G14970.1	Cg004G131110
OG0001077	AT4G32110.1, AT4G32105.1	Cg001G008360
OG0001078	AT5G51000.1, AT3G19560.1	Cg007G248500
OG0001079	AT3G01325.1, AT3G01331.1, AT3G27425.1, AT3G01329.1, AT3G01324.1, AT3G01326.1, AT3G01327.1, AT3G01328.1, AT3G01322.1, AT3G01323.1	Cg006G219620
OG0001080	AT2G20350.1	Cg005G166750
OG0001080	AT5G67010.1	Cg003G114740
OG0001084	AT2G20560.1	Cg004G156900
OG0001084	AT4G28480.1	Cg001G012060
OG0001085	AT2G19730.1	Cg004G156040
OG0001085	AT4G29410.1	Cg001G011110
OG0001086	AT4G33430.2	Cg001G006950
OG0001086	AT2G13790.1	Cg004G148040
OG0001087	AT4G34640.1	Cg001G005580
OG0001088	AT3G27850.1	Cg002G070530, Cg002G068440
OG0001089	AT3G28830.1	Cg002G069650
OG0001089	AT3G28790.1	Cg002G069620
OG0001090	AT2G14060.1	Cg006G204860
OG0001091	AT3G45450.1, AT3G48870.1	Cg002G058070
OG0001091	AT5G50920.1	Cg003G097140
OG0001092	AT5G06811.1	Cg008G287640
OG0001092	AT5G06810.1	Cg008G287630
OG0001093	AT5G19360.1	Cg008G299800
OG0001093	AT5G12180.1	Cg008G292620
OG0001094	AT5G10030.1	Cg008G290440
OG0001094	AT5G65210.1	Cg003G112950
OG0001095	AT4G12890.1	Cg001G031340
OG0001095	AT4G12870.1	Cg002G062810
OG0001095	AT4G12960.2	Cg001G031260
OG0001096	AT3G58040.1	Cg002G048270
OG0001096	AT2G41980.1	Cg005G163960
OG0001097	AT5G59260.1	Cg003G106670
OG0001097	AT5G59270.2	Cg003G106660
OG0001098	AT3G49700.1	Cg002G057150
OG0001098	AT5G65800.1	Cg003G113860
OG0001099	AT1G01390.2, AT1G01420.2	Cg006G244620, Cg006G244610
OG0001099	AT4G01070.1	Cg003G077020, Cg014G332600
OG0001100	AT2G32210.1, AT2G32190.1	Cg005G174480
OG0001101	AT5G14620.1	Cg008G294840
OG0001102	AT3G02250.1	Cg004G117400
OG0001102	AT5G15740.1	Cg008G296020
OG0001103	AT3G04510.1	Cg004G120130
OG0001104	AT5G28060.1	Cg008G307440
OG0001105	AT1G80610.1	Cg007G280810
OG0001105	AT1G15800.1	Cg006G230100
OG0001106	AT1G16890.3	Cg006G229080
OG0001106	AT1G78870.2	Cg007G279520
OG0001107	AT1G17880.1	Cg006G228110
OG0001107	AT1G73230.1	Cg007G273690
OG0001108	AT1G74710.2	Cg007G275190
OG0001108	AT1G18870.1	Cg006G227110
OG0001109	AT1G77510.1	Cg007G278150
OG0001110	AT1G69920.1	Cg007G270340
OG0001110	AT1G27140.1, AT1G27130.1	Cg006G221540
OG0001111	AT1G67430.1	Cg007G267350
OG0001111	AT1G27400.1	Cg006G219210
OG0001112	AT5G49160.1	Cg008G308320, Cg008G310530, Cg008G308880
OG0001113	AT5G06870.1	Cg008G287700
OG0001113	AT5G06860.1	Cg008G287690
OG0001114	AT5G06500.1	Cg003G101840
OG0001115	AT1G72430.1	Cg007G272910
OG0001115	AT1G17345.1	Cg006G228630
OG0001116	AT1G51560.1	Cg006G198210
OG0001116	AT3G21140.1	Cg004G138070
OG0001117	AT4G15740.1	Cg001G025620
OG0001118	AT1G54040.2	Cg006G195550, Cg006G195490, Cg006G195510
OG0001119	AT1G53370.2, AT1G53360.2	Cg006G196310
OG0001120	AT4G35900.1	Cg001G004200
OG0001120	AT2G17770.2	Cg004G153880
OG0001122	AT1G17770.1, AT2G24740.1	Cg008G312130, Cg008G312150, Cg004G153130
OG0001124	AT4G27090.1	Cg001G013610
OG0001125	AT1G31450.1	Cg006G214750
OG0001125	AT2G35615.1	Cg005G170980
OG0001127	AT1G14580.3	Cg006G231330
OG0001127	AT2G02080.1	Cg002G074740
OG0001128	AT2G04038.1	Cg002G073250
OG0001128	AT1G13600.1	Cg006G232370
OG0001129	AT3G28940.1, AT3G28930.1	Cg002G069980
OG0001130	AT3G30390.1	Cg002G065630
OG0001130	AT5G38820.2	Cg001G038590
OG0001131	AT4G25850.2	Cg001G014890
OG0001131	AT5G57240.3	Cg003G104840
OG0001132	AT5G03040.1	Cg008G283760
OG0001132	AT3G09710.2	Cg004G125310
OG0001133	AT4G26840.1	Cg001G013830
OG0001133	AT5G55160.2	Cg003G102440
OG0001134	AT5G13430.1, AT5G13440.1	Cg008G293580
OG0001135	AT5G64850.1	Cg003G112830
OG0001135	AT5G09960.1	Cg008G290350
OG0001136	AT4G17870.1	Cg001G023060
OG0001136	AT5G46790.1	Cg008G324330
OG0001137	AT5G45340.1	Cg008G322450
OG0001137	AT4G19230.2	Cg001G021400
OG0001138	AT4G22220.1	Cg001G018720
OG0001139	AT1G27970.2	Cg006G218740
OG0001139	AT1G27310.1	Cg006G219310
OG0001140	AT4G36040.1	Cg001G004010
OG0001140	AT2G17880.1	Cg004G153980
OG0001141	AT3G46670.1, AT3G46660.1	Cg002G060590, Cg002G060560
OG0001141	AT5G38040.1	Cg001G037180
OG0001142	AT3G22630.1	Cg004G139820
OG0001142	AT4G14800.2	Cg008G310310, Cg008G308650
OG0001143	AT2G45120.1	Cg005G160690
OG0001143	AT3G60580.1	Cg002G046010
OG0001144	AT3G60120.1	Cg002G046480
OG0001145	AT3G05450.1	Cg004G121230
OG0001146	AT2G41630.1	Cg005G164350
OG0001146	AT3G10330.1	Cg004G125930
OG0001147	AT5G19550.1	Cg008G300070
OG0001147	AT1G62800.2	Cg007G247600
OG0001148	AT5G64560.1	Cg003G112480
OG0001148	AT5G09690.2	Cg008G290070
OG0001149	AT3G51160.1	Cg002G055650
OG0001149	AT5G66280.1	Cg003G115540
OG0001150	AT5G16110.1	Cg008G296400
OG0001150	AT3G02555.1	Cg004G117690
OG0001151	AT3G06750.1	Cg004G122810
OG0001151	AT5G49280.1	Cg008G308750, Cg008G310410
OG0001152	AT3G56320.1	Cg002G049980
OG0001152	AT2G40520.1	Cg005G165500
OG0001153	AT3G52800.1	Cg002G053920
OG0001153	AT2G36320.1	Cg005G170220
OG0001154	AT1G75220.1	Cg007G275700
OG0001154	AT1G19450.1	Cg006G226550
OG0001155	AT1G76010.1	Cg007G276600
OG0001155	AT1G20220.1	Cg006G225740
OG0001156	AT1G23540.1	Cg006G222320
OG0001156	AT1G70460.1	Cg007G270860
OG0001157	AT1G11410.4	Cg006G234530
OG0001158	AT1G70770.1	Cg007G271230
OG0001159	AT1G76650.1	Cg007G277290
OG0001159	AT1G76640.1	Cg007G277280
OG0001160	AT1G55520.1	Cg006G194790
OG0001160	AT3G13445.1	Cg004G129290
OG0001161	AT3G21190.1	Cg004G138130
OG0001161	AT1G51630.1	Cg006G198140
OG0001162	AT1G49220.1, AT1G49210.1, AT1G49200.1	Cg006G200430, Cg006G200420
OG0001163	AT2G17750.1	Cg004G153850
OG0001163	AT2G19360.1	Cg004G155670
OG0001165	AT5G11410.1	Cg008G291840
OG0001165	AT5G11400.2	Cg008G291830
OG0001166	AT2G21830.1	Cg005G193030
OG0001169	AT5G54160.1	Cg003G101340
OG0001170	AT3G05310.1	Cg004G121090
OG0001170	AT5G27540.1	Cg008G306930
OG0001171	AT1G60950.1	Cg007G250050
OG0001171	AT1G10960.1	Cg006G234970
OG0001172	AT1G13830.2	Cg006G232130
OG0001173	AT4G26120.2	Cg001G014610
OG0001173	AT1G64280.1	Cg007G246030
OG0001174	AT3G10740.2	Cg004G126410
OG0001174	AT5G26120.1	Cg008G285880
OG0001175	AT5G56170.1	Cg003G103460
OG0001175	AT4G26466.1	Cg001G014230
OG0001176	AT5G65430.3	Cg003G113430
OG0001176	AT5G10450.4	Cg008G290890
OG0001177	AT5G07980.1, AT5G07940.1	Cg008G288780, Cg008G288740
OG0001177	AT5G07970.1	Cg008G288770
OG0001178	AT5G07800.1	Cg008G288600
OG0001179	AT4G18670.1	Cg001G022060
OG0001179	AT3G24480.1	Cg004G142320
OG0001179	AT4G13340.1	Cg001G029680
OG0001180	AT4G19600.1	Cg001G021120
OG0001180	AT5G45190.2	Cg008G321960
OG0001181	AT4G21750.1	Cg001G019240
OG0001181	AT4G04890.1	Cg003G093720, Cg003G080260
OG0001182	AT2G34070.1	Cg005G172520
OG0001182	AT1G29050.1	Cg006G217770
OG0001183	AT4G35780.1	Cg001G004390
OG0001183	AT2G17700.1	Cg004G153780
OG0001184	AT3G61850.4	Cg002G044820
OG0001184	AT2G46590.2	Cg005G159110
OG0001185	AT3G61630.1	Cg002G045090
OG0001185	AT2G46310.1	Cg005G159410
OG0001186	AT3G59330.3	Cg002G047160
OG0001187	AT2G32340.1	Cg005G174350
OG0001187	AT1G05270.1	Cg006G241080
OG0001188	AT5G06460.1	Cg008G287300
OG0001188	AT2G30110.1	Cg005G176780
OG0001189	AT3G01650.1	Cg004G116380
OG0001189	AT5G14420.1	Cg008G294620
OG0001190	AT3G03940.1	Cg004G119630
OG0001190	AT5G18190.1	Cg008G298530
OG0001191	AT5G27430.1	Cg008G307010
OG0001191	AT3G05230.1	Cg004G121020
OG0001192	AT4G16143.1	Cg001G025140
OG0001192	AT3G06720.1	Cg007G255020, Cg004G122780
OG0001193	AT3G55610.1	Cg002G050810
OG0001193	AT2G39800.1	Cg005G166430
OG0001194	AT3G55940.1	Cg002G050410
OG0001194	AT3G08510.1	Cg004G124170
OG0001195	AT1G17400.1	Cg006G228580
OG0001195	AT1G72490.3	Cg007G272970
OG0001196	AT1G75060.1	Cg007G275540
OG0001196	AT1G19330.3	Cg006G226650
OG0001197	AT3G54540.1	Cg002G052040
OG0001198	AT5G27880.1	Cg008G306610, Cg002G070510, Cg002G070500, Cg008G309460, Cg008G311280
OG0001200	AT5G19870.1	Cg008G300360
OG0001200	AT1G55240.1	Cg007G253590
OG0001201	AT5G23660.1	Cg008G303350
OG0001201	AT3G48740.1	Cg002G058230
OG0001202	AT3G50210.1	Cg002G056710
OG0001202	AT3G49620.1	Cg002G057230
OG0001203	AT3G44310.1, AT3G44300.1	Cg002G063680, Cg002G063670
OG0001204	AT5G47980.1	Cg001G026220
OG0001205	AT1G53170.1	Cg006G196520
OG0001205	AT3G15210.1	Cg004G131500
OG0001207	AT4G16141.1	Cg001G025150
OG0001207	AT3G16870.1	Cg004G133340
OG0001208	AT1G49300.1	Cg006G200330
OG0001208	AT3G18820.1	Cg004G135500
OG0001209	AT1G49580.1	Cg006G200050
OG0001209	AT3G19100.1	Cg004G135770
OG0001210	AT3G19980.1	Cg004G136780
OG0001210	AT1G50370.1	Cg006G199410
OG0001213	AT5G35695.1	Cg005G180180, Cg002G062900
OG0001217	AT4G15393.2, AT4G15396.1	Cg001G026140
OG0001217	AT4G15300.1	Cg001G026130
OG0001218	AT3G04960.3	Cg004G120650
OG0001218	AT3G05110.1	Cg004G120860
OG0001219	AT3G55254.1, AT3G54925.1, AT3G55252.1, AT3G55677.1, AT3G55665.1, AT3G55672.1	Cg002G050730
OG0001220	AT5G22670.1	Cg008G302410
OG0001222	AT4G31170.1	Cg001G009340
OG0001222	AT2G24360.1	Cg005G190280
OG0001223	AT2G15830.1	Cg004G151570
OG0001223	AT4G33960.1	Cg001G006340
OG0001224	AT1G09210.1	Cg006G236860
OG0001224	AT1G56340.1	Cg007G254410
OG0001225	AT3G26840.1, AT3G26820.1	Cg002G071800
