Orthogroup	Arabidopsis_thaliana	Cardamine_amara
OG0002189	AT3G11397.1	evm.model.RL_1.1044
OG0002189	AT5G05987.1	evm.model.RL_4.2943
OG0002190	AT3G10640.1	evm.model.RL_1.976
OG0002190	AT5G04850.2	evm.model.RL_4.3055
OG0002191	AT3G20850.1, AT5G26070.1, AT5G26080.1	evm.model.RL_1.2010
OG0002192	AT3G44190.1	evm.model.RL_7.2021
OG0002192	AT5G22140.1	evm.model.RL_4.1509
OG0002193	AT5G20000.1	evm.model.RL_3.25
OG0002193	AT5G19990.1	evm.model.RL_4.1647_evm.model.RL_4.1648
OG0002194	AT1G56020.1	evm.model.RL_5.3982
OG0002194	AT3G12970.1	evm.model.RL_1.1196
OG0002195	AT3G13430.1	evm.model.RL_1.1251
OG0002195	AT1G55530.1	evm.model.RL_5.3933
OG0002196	AT4G15940.1	evm.model.RL_2.1136
OG0002196	AT3G16700.1	evm.model.RL_1.1598
OG0002197	AT3G17430.1	evm.model.RL_1.1665
OG0002197	AT1G48230.1	evm.model.RL_5.2188
OG0002198	AT3G18000.1	evm.model.RL_1.1711.1.687c87ee
OG0002198	AT1G48600.2	evm.model.RL_5.2150
OG0002199	AT3G18160.3	evm.model.RL_1.1727
OG0002199	AT1G48635.2	evm.model.RL_5.2143
OG0002201	AT2G17000.1	evm.model.RL_1.2876
OG0002201	AT2G17010.1	evm.model.RL_1.2877
OG0002202	AT2G17200.1, AT2G17190.1	evm.model.RL_1.2895, evm.model.RL_1.2896, evm.model.RL_1.2897
OG0002203	AT5G05670.1	evm.model.RL_4.2978
OG0002203	AT2G18770.2	evm.model.RL_1.3058
OG0002205	AT1G50090.1	evm.model.RL_5.2027
OG0002205	AT1G50110.1	evm.model.RL_5.2025
OG0002206	AT1G49710.1	evm.model.RL_5.2060
OG0002206	AT3G19280.1	evm.model.RL_1.1833
OG0002207	AT4G15955.3	evm.model.RL_2.1138
OG0002207	AT4G15960.1	evm.model.RL_2.1139
OG0002208	AT3G57020.1	evm.model.RL_7.665
OG0002209	AT2G45440.1	evm.model.RL_6.2679
OG0002209	AT3G60880.2	evm.model.RL_7.277
OG0002210	AT4G34300.1, AT4G33930.1	evm.model.RL_2.2907
OG0002211	AT3G44718.1, AT2G20595.1	evm.model.RL_1.3248, evm.model.RL_1.3247
OG0002211	AT2G20597.1, AT2G20605.1, AT2G20619.1, AT2G20618.1	evm.model.RL_1.3249
OG0002213	AT1G65500.1	evm.model.RL_3.936
OG0002213	AT1G65490.2	evm.model.RL_3.935
OG0002219	AT2G19810.1	evm.model.RL_1.3156
OG0002219	AT4G29190.1	evm.model.RL_2.2439
OG0002220	AT4G29510.1	evm.model.RL_2.2472
OG0002220	AT2G19670.1	evm.model.RL_1.3144
OG0002221	AT2G19570.1	evm.model.RL_1.3138
OG0002222	AT4G32470.1	evm.model.RL_2.2755
OG0002223	AT4G30990.3	evm.model.RL_2.2608
OG0002224	AT2G24590.1	evm.model.RL_6.358
OG0002225	AT4G32020.1	evm.model.RL_2.2713
OG0002225	AT2G25250.1	evm.model.RL_6.422
OG0002226	AT4G34040.1	evm.model.RL_2.2919
OG0002226	AT2G15530.4	evm.model.RL_1.2762
OG0002227	AT4G35320.1	evm.model.RL_2.3057
OG0002227	AT2G17300.1	evm.model.RL_1.2911
OG0002228	AT2G35390.2	evm.model.RL_6.1624
OG0002228	AT1G32380.1	evm.model.RL_5.2719.3.687c88bd
OG0002229	AT2G01260.1	evm.model.RL_7.2673
OG0002229	AT1G15030.1	evm.model.RL_5.1356
OG0002230	AT1G14670.1	evm.model.RL_5.1316
OG0002230	AT2G01970.1	evm.model.RL_7.2621
OG0002231	AT3G25540.1	evm.model.RL_7.2473
OG0002232	AT3G26020.4	evm.model.RL_7.2418
OG0002232	AT1G13460.1	evm.model.RL_5.1194
OG0002233	AT3G28715.1, AT3G28710.1	evm.model.RL_7.2169, evm.model.RL_7.2170
OG0002234	AT5G39760.1	evm.model.RL_2.252
OG0002234	AT3G28920.1	evm.model.RL_7.2144
OG0002235	AT1G66780.1	evm.model.RL_3.1046
OG0002236	AT5G37475.1	evm.model.RL_2.487
OG0002237	AT5G36970.1	evm.model.RL_2.541
OG0002237	AT1G65690.1	evm.model.RL_3.956
OG0002238	AT1G64300.1	evm.model.RL_3.55
OG0002238	AT5G41730.1	evm.model.RL_2.163
OG0002239	AT1G62422.1	evm.model.RL_3.249
OG0002239	AT1G12020.1	evm.model.RL_5.1072
OG0002240	AT5G57200.1	evm.model.RL_8.1797
OG0002241	AT5G01225.1	evm.model.RL_4.3355
OG0002241	AT3G09032.1	evm.model.RL_1.811
OG0002242	AT3G10200.2	evm.model.RL_1.926
OG0002242	AT5G04060.1	evm.model.RL_4.3123
OG0002243	AT1G80070.1	evm.model.RL_3.2468
OG0002244	AT5G62980.1	evm.model.RL_8.2373
OG0002245	AT4G25150.1	evm.model.RL_2.2026
OG0002245	AT5G51260.1	evm.model.RL_8.1231
OG0002246	AT5G51870.3	evm.model.RL_8.1287
OG0002247	AT5G51980.1	evm.model.RL_8.1297
OG0002247	AT4G25440.1	evm.model.RL_2.2059
OG0002248	AT5G54510.1	evm.model.RL_8.1537
OG0002248	AT4G27260.1	evm.model.RL_2.2240
OG0002249	AT5G55070.1	evm.model.RL_8.1598
OG0002249	AT4G26910.1	evm.model.RL_2.2208
OG0002250	AT5G55930.1	evm.model.RL_8.1674
OG0002250	AT4G26590.1	evm.model.RL_2.2176
OG0002251	AT5G56280.1	evm.model.RL_8.1705
OG0002251	AT4G26430.1	evm.model.RL_2.2158
OG0002252	AT5G57580.1	evm.model.RL_8.1834
OG0002252	AT4G25800.1	evm.model.RL_2.2095
OG0002253	AT5G13090.1	evm.model.RL_4.2315
OG0002253	AT1G24270.1	evm.model.RL_5.3166
OG0002254	AT5G19430.4	evm.model.RL_4.1709
OG0002255	AT5G26150.2	evm.model.RL_4.1140
OG0002255	AT5G12000.1	evm.model.RL_4.2385
OG0002256	AT5G45620.1	evm.model.RL_4.273
OG0002256	AT4G19006.2	evm.model.RL_2.1459
OG0002257	AT4G22305.1	evm.model.RL_2.1734
OG0002257	AT4G22300.1	evm.model.RL_2.1733
OG0002258	AT1G30810.1	evm.model.RL_5.2852.6.687c88be
OG0002258	AT2G34880.1	evm.model.RL_6.1577
OG0002259	AT4G36290.1	evm.model.RL_2.3156
OG0002259	AT4G36270.1, AT4G36280.1	evm.model.RL_2.3155
OG0002260	AT4G22700.1, AT5G35900.1	evm.model.RL_2.526, evm.model.RL_2.522
OG0002261	AT4G37150.1	evm.model.RL_2.3216
OG0002262	AT4G37260.1	evm.model.RL_2.3245
OG0002262	AT2G23290.1	evm.model.RL_6.225
OG0002263	AT4G39780.1	evm.model.RL_2.3362
OG0002263	AT2G22200.1	evm.model.RL_6.122
OG0002264	AT4G38680.1	evm.model.RL_2.3457
OG0002265	AT5G39340.2	evm.model.RL_2.296
OG0002265	AT3G29350.1, AT4G04402.1	evm.model.RL_7.2079
OG0002266	AT5G42790.1	evm.model.RL_4.632
OG0002266	AT1G47250.1	evm.model.RL_5.2268
OG0002267	AT3G24120.2	evm.model.RL_1.2306
OG0002268	AT3G23270.2	evm.model.RL_1.2226
OG0002269	AT3G23030.2	evm.model.RL_1.2199
OG0002271	AT3G22180.1	evm.model.RL_1.2128
OG0002271	AT4G15080.1	evm.model.RL_2.1037
OG0002272	AT3G21500.3	evm.model.RL_2.1085.1.687c86e2
OG0002273	AT2G45470.1	evm.model.RL_6.2682
OG0002274	AT2G44280.1	evm.model.RL_6.2554
OG0002274	AT3G60070.1	evm.model.RL_7.357.1.687c84b4
OG0002275	AT2G44150.1	evm.model.RL_6.2539
OG0002275	AT3G59960.1	evm.model.RL_7.1007, evm.model.RL_7.367
OG0002276	AT2G44140.1	evm.model.RL_6.2538
OG0002276	AT3G59950.1	evm.model.RL_7.368
OG0002277	AT3G57860.1	evm.model.RL_7.568
OG0002277	AT2G42260.1	evm.model.RL_6.2347
OG0002278	AT3G57410.1	evm.model.RL_7.625
OG0002278	AT2G41740.1	evm.model.RL_6.2301
OG0002279	AT5G01430.1, AT3G49420.1	evm.model.RL_4.3383, evm.model.RL_8.1047
OG0002280	AT3G44900.1	evm.model.RL_7.1858
OG0002280	AT5G22900.1	evm.model.RL_4.1433
OG0002281	AT3G44940.1	evm.model.RL_7.1850
OG0002281	AT5G22930.1	evm.model.RL_4.1430
OG0002282	AT5G60310.1	evm.model.RL_8.2104
OG0002283	AT5G65380.1	evm.model.RL_8.2624
OG0002284	AT1G01540.2	evm.model.RL_5.15
OG0002284	AT4G01330.2	evm.model.RL_8.101
OG0002285	AT4G03460.1, AT4G03500.1, AT1G03670.1, AT4G03495.1	evm.model.RL_5.222
OG0002286	AT1G03870.1	evm.model.RL_5.242
OG0002286	AT5G44130.1	evm.model.RL_4.452
OG0002287	AT1G05580.1	evm.model.RL_5.420
OG0002287	AT2G31910.1	evm.model.RL_6.1285
OG0002288	AT2G31140.1	evm.model.RL_6.1209
OG0002288	AT1G06200.2	evm.model.RL_5.479
OG0002289	AT1G07480.3, AT1G07470.1	evm.model.RL_5.603, evm.model.RL_5.600
OG0002290	AT2G27210.1	evm.model.RL_6.800
OG0002290	AT1G08420.1	evm.model.RL_5.700
OG0002291	AT4G33050.5	evm.model.RL_2.2821
OG0002291	AT2G26190.1	evm.model.RL_6.536
OG0002292	AT5G14610.1	evm.model.RL_4.2167
OG0002292	AT3G01540.2	evm.model.RL_1.61
OG0002293	AT3G01050.1	evm.model.RL_1.118, evm.model.RL_1.166
OG0002293	AT5G15460.1	evm.model.RL_4.2089
OG0002294	AT5G16250.1	evm.model.RL_4.2015
OG0002294	AT3G02640.1	evm.model.RL_1.180
OG0002295	AT5G16450.1	evm.model.RL_4.1995
OG0002295	AT3G02770.1	evm.model.RL_1.197
OG0002296	AT3G02930.1	evm.model.RL_1.217
OG0002297	AT5G16800.3	evm.model.RL_4.1960
OG0002298	AT5G17550.1	evm.model.RL_4.1888
OG0002298	AT3G03490.1	evm.model.RL_1.268
OG0002299	AT3G05700.1	evm.model.RL_1.501
OG0002300	AT3G06740.1	evm.model.RL_1.615
OG0002300	AT5G49300.1	evm.model.RL_4.911
OG0002301	AT3G06930.2	evm.model.RL_1.636
OG0002301	AT5G49020.1	evm.model.RL_4.879.1.687c86d0
OG0002302	AT2G37070.1	evm.model.RL_6.1806
OG0002302	AT3G53320.1	evm.model.RL_7.1057
OG0002303	AT1G80490.2	evm.model.RL_3.2427
OG0002303	AT1G15750.1	evm.model.RL_5.1424
OG0002304	AT1G16310.1	evm.model.RL_5.1477
OG0002304	AT1G79520.2	evm.model.RL_3.2353
OG0002305	AT1G79250.1	evm.model.RL_3.2329.4.687c84be
OG0002305	AT1G16440.1	evm.model.RL_5.1489
OG0002306	AT1G16680.1	evm.model.RL_5.1509
OG0002306	AT1G79030.1	evm.model.RL_3.2308
OG0002307	AT1G18720.1	evm.model.RL_5.1709
OG0002307	AT1G74440.1	evm.model.RL_3.1859
OG0002308	AT1G21070.1	evm.model.RL_5.3635
OG0002308	AT1G76670.1	evm.model.RL_3.2077
OG0002309	AT1G21870.1	evm.model.RL_5.3570
OG0002309	AT1G77610.1	evm.model.RL_3.2163
OG0002310	AT1G21980.1	evm.model.RL_5.3561
OG0002310	AT1G77740.1	evm.model.RL_3.2175
OG0002311	AT1G70280.2	evm.model.RL_3.1423
OG0002312	AT1G70170.1	evm.model.RL_3.1410
OG0002313	AT1G26310.1	evm.model.RL_5.3267
OG0002313	AT1G69120.1	evm.model.RL_3.1297
OG0002314	AT1G24350.3	evm.model.RL_5.3173
OG0002314	AT1G67600.1	evm.model.RL_3.1139
OG0002315	AT4G30430.1	evm.model.RL_2.2557
OG0002315	AT2G23810.1	evm.model.RL_6.266
OG0002316	AT1G54830.1	evm.model.RL_3.739
OG0002317	AT1G07910.2	evm.model.RL_5.642, evm.model.RL_2.451, evm.model.RL_2.453
OG0002318	AT1G56040.1, AT1G56030.1	evm.model.RL_5.3983
OG0002319	AT1G02790.1	evm.model.RL_5.131_evm.model.RL_5.132.1.687c9b49
OG0002320	AT4G01023.2	evm.model.RL_8.131
OG0002320	AT1G01350.1, AT5G06420.1	evm.model.RL_5.40
OG0002321	AT3G12520.1	evm.model.RL_1.1151
OG0002321	AT5G13550.1	evm.model.RL_4.2270
OG0002322	AT5G35920.1	evm.model.RL_3.1701, evm.model.RL_3.1677
OG0002324	AT1G71140.1	evm.model.RL_3.1523, evm.model.RL_3.1521_evm.model.RL_3.1522
OG0002325	AT3G13160.1	evm.model.RL_1.1220
OG0002325	AT1G55890.1	evm.model.RL_5.3970
OG0002326	AT3G13380.1	evm.model.RL_1.1246
OG0002326	AT1G55610.1	evm.model.RL_5.3943
OG0002327	AT1G53700.1	evm.model.RL_5.3838
OG0002327	AT3G14370.1	evm.model.RL_1.1365
OG0002328	AT3G15690.2	evm.model.RL_1.1496.2.687c87ed
OG0002328	AT1G52670.1	evm.model.RL_5.3728
OG0002329	AT3G18300.1	evm.model.RL_1.1744
OG0002329	AT1G48780.1	evm.model.RL_5.2135
OG0002330	AT3G18410.1, AT1G49140.1	evm.model.RL_5.2105
OG0002331	AT3G21090.1	evm.model.RL_1.2030
OG0002331	AT1G51500.1	evm.model.RL_5.1922
OG0002333	AT4G34420.1	evm.model.RL_2.2966
OG0002333	AT2G15730.1	evm.model.RL_1.2780
OG0002334	AT2G20700.1	evm.model.RL_1.3260
OG0002334	AT4G28280.2	evm.model.RL_2.2340
OG0002335	AT1G52245.1	evm.model.RL_5.1863
OG0002335	AT3G16120.1	evm.model.RL_1.1534
OG0002336	AT3G16140.1	evm.model.RL_1.1536
OG0002337	AT3G52470.1	evm.model.RL_7.1142
OG0002337	AT2G35960.1, AT2G35970.1, AT4G09590.1	evm.model.RL_6.1692
OG0002338	AT3G56090.1	evm.model.RL_7.753
OG0002338	AT2G40300.1	evm.model.RL_6.2151
OG0002339	AT3G57090.1	evm.model.RL_7.657
OG0002340	AT3G46160.1, AT2G18530.1	evm.model.RL_7.1755, evm.model.RL_7.1754
OG0002341	AT4G04580.1	evm.model.RL_8.471
OG0002341	AT4G04605.1	evm.model.RL_8.470
OG0002342	AT3G45248.1, AT3G45252.1	evm.model.RL_7.1821
OG0002344	AT5G56810.1	evm.model.RL_8.1756, evm.model.RL_8.1755
OG0002344	AT5G56820.1	evm.model.RL_8.1757
OG0002345	AT1G23840.1	evm.model.RL_5.3395
OG0002345	AT1G23850.1	evm.model.RL_5.3394
OG0002345	AT1G23830.1	evm.model.RL_5.3396
OG0002348	AT2G20630.2	evm.model.RL_1.3254
OG0002348	AT4G28400.1	evm.model.RL_2.2356
OG0002349	AT4G28550.1	evm.model.RL_2.2372.2.687c86e5
OG0002349	AT2G20440.1	evm.model.RL_1.3220
OG0002350	AT4G29130.1	evm.model.RL_2.2431
OG0002350	AT2G19860.1	evm.model.RL_1.3158
OG0002351	AT2G24060.1	evm.model.RL_6.292
OG0002351	AT4G30690.1	evm.model.RL_2.2581
OG0002352	AT2G24370.1	evm.model.RL_6.330
OG0002352	AT4G31230.1	evm.model.RL_2.2631
OG0002353	AT4G35160.1	evm.model.RL_2.3040
OG0002354	AT1G31420.1	evm.model.RL_5.2803
OG0002354	AT2G35620.1	evm.model.RL_6.1649
OG0002355	AT1G54870.2	evm.model.RL_3.736
OG0002355	AT3G05260.1	evm.model.RL_1.448
OG0002356	AT1G09710.2	evm.model.RL_5.829
OG0002356	AT1G58220.1	evm.model.RL_3.570
OG0002357	AT3G57940.1	evm.model.RL_7.561
OG0002357	AT1G10490.1	evm.model.RL_5.912
OG0002358	AT2G01930.1	evm.model.RL_7.2624
OG0002358	AT1G14685.1	evm.model.RL_5.1318
OG0002359	AT1G14530.2	evm.model.RL_5.1301
OG0002359	AT2G02180.1	evm.model.RL_7.2599
OG0002360	AT2G02390.3, AT2G02380.1	evm.model.RL_7.2593, evm.model.RL_7.2592
OG0002361	AT5G40720.1	evm.model.RL_2.63
OG0002361	AT3G27330.1	evm.model.RL_7.2281
OG0002362	AT3G27630.1	evm.model.RL_7.2255
OG0002362	AT5G40460.1	evm.model.RL_2.31
OG0002363	AT3G27970.1	evm.model.RL_7.2221
OG0002363	AT5G40310.2	evm.model.RL_2.14
OG0002364	AT1G65810.1	evm.model.RL_3.964
OG0002364	AT1G65780.1	evm.model.RL_3.963
OG0002365	AT1G65090.2	evm.model.RL_3.803
OG0002365	AT5G36100.1	evm.model.RL_2.581
OG0002366	AT1G12640.1	evm.model.RL_5.1124
OG0002366	AT1G63050.1	evm.model.RL_3.183
OG0002367	AT5G56520.1	evm.model.RL_8.1726
OG0002368	AT2G41060.1	evm.model.RL_6.2231
OG0002368	AT3G56860.1	evm.model.RL_7.680.1.687c84b5
OG0002369	AT2G40600.1	evm.model.RL_6.2183
OG0002371	AT5G03520.1	evm.model.RL_4.3181
OG0002372	AT3G10980.1	evm.model.RL_1.1010
OG0002372	AT5G05350.1	evm.model.RL_4.3005
OG0002373	AT3G12130.1	evm.model.RL_1.1122
OG0002374	AT4G24630.1	evm.model.RL_2.1978
OG0002374	AT5G50020.2	evm.model.RL_8.1086
OG0002375	AT4G23340.1	evm.model.RL_2.1852
OG0002375	AT5G51310.1	evm.model.RL_8.1234
OG0002376	AT5G52200.1	evm.model.RL_8.1315
OG0002377	AT4G27440.1	evm.model.RL_2.2256
OG0002377	AT5G54190.1	evm.model.RL_8.1513
OG0002378	AT4G27100.1	evm.model.RL_2.2225
OG0002378	AT5G54780.1	evm.model.RL_8.1567.1.687c855c
OG0002379	AT4G26110.1	evm.model.RL_2.2129
OG0002379	AT5G56950.1	evm.model.RL_8.1772
OG0002380	AT5G64840.1	evm.model.RL_8.2569
OG0002380	AT5G09930.1	evm.model.RL_4.2589
OG0002381	AT5G63650.1	evm.model.RL_8.2433
OG0002382	AT5G07830.1	evm.model.RL_4.2768
OG0002382	AT5G61250.1	evm.model.RL_8.2197
OG0002383	AT5G45930.1	evm.model.RL_4.235
OG0002383	AT4G18480.1	evm.model.RL_2.1406
OG0002385	AT4G05450.1	evm.model.RL_8.396
OG0002385	AT4G21090.1	evm.model.RL_2.1616
OG0002387	AT4G36900.1	evm.model.RL_2.3241
OG0002387	AT2G23340.1	evm.model.RL_6.229
OG0002388	AT4G37450.2	evm.model.RL_2.3261
OG0002388	AT2G23130.1	evm.model.RL_6.215
OG0002389	AT4G38220.2	evm.model.RL_2.3497
OG0002390	AT2G35330.1	evm.model.RL_6.1617
OG0002390	AT1G32530.1	evm.model.RL_5.2706
OG0002392	AT4G21100.1	evm.model.RL_2.1617
OG0002392	AT4G05420.1	evm.model.RL_8.399
OG0002393	AT3G24870.1, AT3G24880.1	evm.model.RL_1.2386
OG0002394	AT4G13345.4	evm.model.RL_2.835
OG0002394	AT3G24460.1	evm.model.RL_1.2340
OG0002395	AT3G24310.1	evm.model.RL_1.2327
OG0002396	AT3G23310.1	evm.model.RL_1.2231
OG0002396	AT4G14350.1	evm.model.RL_2.956
OG0002397	AT5G40600.1	evm.model.RL_2.51
OG0002397	AT3G27420.1	evm.model.RL_7.2270
OG0002398	AT2G48150.1	evm.model.RL_6.2964
OG0002398	AT3G63080.1	evm.model.RL_7.56
OG0002399	AT2G47690.1	evm.model.RL_7.86, evm.model.RL_6.2920
OG0002400	AT2G46420.1	evm.model.RL_6.2786
OG0002400	AT3G61700.2	evm.model.RL_7.202
OG0002401	AT2G45810.1	evm.model.RL_6.2727
OG0002401	AT3G61240.1	evm.model.RL_7.247
OG0002402	AT2G45540.2	evm.model.RL_6.2688
OG0002402	AT3G60920.2	evm.model.RL_7.273, evm.model.RL_7.269
OG0002403	AT1G73690.1	evm.model.RL_3.1776
OG0002403	AT1G18040.1	evm.model.RL_5.1632
OG0002404	AT2G43480.1	evm.model.RL_6.2471
OG0002404	AT5G24070.1	evm.model.RL_4.1329
OG0002406	AT5G20510.1	evm.model.RL_4.1600
OG0002406	AT3G42790.1	evm.model.RL_7.1941
OG0002407	AT5G20790.1	evm.model.RL_4.1577
OG0002408	AT3G45240.1	evm.model.RL_7.1822
OG0002408	AT5G60550.1	evm.model.RL_8.2123
OG0002409	AT5G64900.1	evm.model.RL_8.2574
OG0002410	AT3G49850.1	evm.model.RL_7.1408
OG0002410	AT5G67580.1	evm.model.RL_8.2693
OG0002411	AT1G17590.1	evm.model.RL_5.1596
OG0002411	AT1G72830.2	evm.model.RL_3.1674
OG0002412	AT1G01740.1	evm.model.RL_8.2883
OG0002413	AT4G00360.1	evm.model.RL_8.54
OG0002413	AT1G01600.1	evm.model.RL_8.2866
OG0002414	AT1G03365.1	evm.model.RL_5.200
OG0002414	AT4G03000.1	evm.model.RL_8.332
OG0002416	AT5G43460.1	evm.model.RL_4.532
OG0002417	AT2G32840.1	evm.model.RL_6.1371
OG0002417	AT1G04930.2	evm.model.RL_5.346
OG0002418	AT2G31960.1	evm.model.RL_6.1291
OG0002418	AT1G05570.1	evm.model.RL_5.416
OG0002419	AT1G06770.1	evm.model.RL_5.530
OG0002419	AT2G30580.1	evm.model.RL_6.1152
OG0002420	AT2G27960.1	evm.model.RL_6.892, evm.model.RL_6.891
OG0002420	AT2G27970.1	evm.model.RL_6.893
OG0002421	AT2G27600.1	evm.model.RL_6.851
OG0002422	AT5G54810.1	evm.model.RL_8.1570
OG0002422	AT4G27070.1	evm.model.RL_2.2222.1.687c86e5
OG0002423	AT3G02160.1	evm.model.RL_1.128
OG0002423	AT5G15570.1	evm.model.RL_4.2079
OG0002424	AT5G15860.1	evm.model.RL_4.2052
OG0002424	AT3G02410.1	evm.model.RL_1.151
OG0002425	AT3G02460.1	evm.model.RL_1.161
OG0002425	AT5G15930.1	evm.model.RL_7.2331, evm.model.RL_4.2045
OG0002426	AT5G16040.1	evm.model.RL_4.2036
OG0002427	AT3G03120.1	evm.model.RL_1.234
OG0002427	AT5G17060.1	evm.model.RL_4.1937
OG0002428	AT3G03910.1	evm.model.RL_1.310
OG0002429	AT1G07135.1	evm.model.RL_5.563, evm.model.RL_5.564
OG0002430	AT3G08640.1	evm.model.RL_1.772
OG0002430	AT3G08630.1	evm.model.RL_1.771
OG0002431	AT3G55320.1	evm.model.RL_7.831
OG0002431	AT2G39480.1	evm.model.RL_6.2061
OG0002432	AT2G39410.2	evm.model.RL_6.2052
OG0002432	AT2G39420.1	evm.model.RL_6.2053
OG0002433	AT1G15860.3	evm.model.RL_5.1441
OG0002434	AT1G16700.1	evm.model.RL_5.1511
OG0002434	AT1G79010.1	evm.model.RL_3.2306
OG0002435	AT1G73620.1	evm.model.RL_3.1768
OG0002436	AT1G21740.1	evm.model.RL_5.3578
OG0002436	AT1G77500.1	evm.model.RL_3.2154
OG0002437	AT1G22170.1	evm.model.RL_5.3546
OG0002437	AT1G78050.1	evm.model.RL_3.2201
OG0002438	AT1G22270.1	evm.model.RL_5.3535
OG0002438	AT1G78190.1	evm.model.RL_3.2217
OG0002439	AT1G72170.1	evm.model.RL_3.1609
OG0002440	AT3G45140.1	evm.model.RL_7.1834
OG0002441	AT1G23030.1	evm.model.RL_5.3460
OG0002442	AT1G70440.1	evm.model.RL_3.1435
OG0002442	AT1G23550.1	evm.model.RL_5.3412
OG0002443	AT1G26690.1	evm.model.RL_5.3305
OG0002443	AT1G69460.1	evm.model.RL_3.1332
OG0002444	AT1G68710.3	evm.model.RL_3.1256.1.687c84bb
OG0002444	AT1G26130.2	evm.model.RL_5.3254.1.687c88c1
OG0002445	AT5G52040.2	evm.model.RL_8.1302.1.687c855b
OG0002445	AT4G25500.1	evm.model.RL_2.2062
OG0002446	AT4G27680.1	evm.model.RL_2.2286
OG0002446	AT5G53540.1	evm.model.RL_8.1449
OG0002447	AT4G32610.1	evm.model.RL_2.2775
OG0002447	AT2G25670.1	evm.model.RL_6.483
OG0002448	AT3G50580.1	evm.model.RL_7.1327
OG0002449	AT1G12920.1	evm.model.RL_5.1150
OG0002450	AT1G08130.1	evm.model.RL_5.662, evm.model.RL_5.664
OG0002451	AT1G08040.1	evm.model.RL_5.651
OG0002451	AT2G28310.1	evm.model.RL_6.932
OG0002452	AT1G07360.1	evm.model.RL_5.587
OG0002453	AT4G02690.1	evm.model.RL_8.292
OG0002453	AT1G03070.1	evm.model.RL_5.166
OG0002454	AT1G03060.1	evm.model.RL_5.165.1.687c88aa
OG0002454	AT4G02660.2	evm.model.RL_8.288
OG0002455	AT5G17050.1	evm.model.RL_4.1938
OG0002455	AT5G17040.1	evm.model.RL_4.1940, evm.model.RL_4.1939
OG0002456	AT5G18000.1	evm.model.RL_4.1842
OG0002456	AT5G18090.1	evm.model.RL_4.1840
OG0002458	AT3G54760.1	evm.model.RL_7.902_evm.model.RL_7.903
OG0002460	AT5G07120.1	evm.model.RL_4.2838
OG0002461	AT3G51340.1	evm.model.RL_7.1248, evm.model.RL_7.1250
OG0002461	AT3G51350.1	evm.model.RL_7.1249
OG0002462	AT1G76510.3	evm.model.RL_3.2061
OG0002462	AT1G20910.1	evm.model.RL_5.3654
OG0002463	AT1G76300.1	evm.model.RL_3.2042
OG0002463	AT1G20580.1	evm.model.RL_5.3679.1.687c88c4
OG0002464	AT1G74360.1	evm.model.RL_3.1850
OG0002465	AT1G15380.1	evm.model.RL_5.1391
OG0002465	AT1G80160.3	evm.model.RL_3.2459
OG0002466	AT3G14000.1	evm.model.RL_1.1319.2.687c87ec.1.687c9a67
OG0002466	AT1G54180.1	evm.model.RL_5.3878
OG0002467	AT1G53850.1, AT3G14290.1	evm.model.RL_1.1356
OG0002468	AT1G53165.3	evm.model.RL_5.3778
OG0002468	AT3G15220.1	evm.model.RL_1.1440
OG0002469	AT4G16120.1	evm.model.RL_2.1152
OG0002469	AT3G16860.1	evm.model.RL_1.1612
OG0002470	AT3G17440.1	evm.model.RL_1.1666
OG0002470	AT1G48240.1	evm.model.RL_5.2187
OG0002471	AT1G48370.1	evm.model.RL_5.2175
OG0002472	AT3G17770.1	evm.model.RL_1.1694
OG0002472	AT1G48430.1	evm.model.RL_5.2169
OG0002473	AT3G17980.1	evm.model.RL_1.1710
OG0002473	AT1G48590.2	evm.model.RL_5.2151
OG0002474	AT4G14830.1	evm.model.RL_2.1015
OG0002474	AT3G22530.1	evm.model.RL_1.2160
OG0002475	AT4G14500.1	evm.model.RL_2.969
OG0002475	AT3G23080.1	evm.model.RL_1.2204
OG0002477	AT2G20430.1	evm.model.RL_1.3219
OG0002477	AT4G28556.1	evm.model.RL_2.2373
OG0002478	AT3G15020.1	evm.model.RL_1.1420
OG0002478	AT1G53240.1	evm.model.RL_5.3784
OG0002479	AT2G34690.1	evm.model.RL_6.1561
OG0002480	AT2G40790.1	evm.model.RL_6.2206
OG0002481	AT3G44790.1, AT3G44800.1	evm.model.RL_7.1869
OG0002482	AT5G47150.1	evm.model.RL_4.81, evm.model.RL_4.84
OG0002483	AT1G55600.1	evm.model.RL_1.2727, evm.model.RL_5.3942
OG0002489	AT5G52140.1	evm.model.RL_8.1310
OG0002494	AT2G20825.1	evm.model.RL_1.3280
OG0002494	AT4G28190.2	evm.model.RL_2.2331
OG0002496	AT4G39280.1	evm.model.RL_2.3403
OG0002497	AT4G31490.1, AT4G31480.3	evm.model.RL_2.2661
OG0002498	AT4G31590.1	evm.model.RL_2.2670
OG0002498	AT2G24630.1	evm.model.RL_6.360
OG0002499	AT3G44280.1	evm.model.RL_7.1924
OG0002500	AT4G34200.1	evm.model.RL_2.2940
OG0002501	AT1G31885.1	evm.model.RL_5.2767
OG0002502	AT1G32580.1	evm.model.RL_5.2701
OG0002502	AT2G35240.1	evm.model.RL_6.1610
OG0002503	AT1G08880.1	evm.model.RL_5.749
OG0002504	AT1G57870.3	evm.model.RL_3.603
OG0002504	AT1G09840.1	evm.model.RL_5.846
