Orthogroup	Cochlearia_excelsa	Raphanus_sativus
OG0001981	g31424, g49863, g27208	XP_018447840.1, XP_018447821.1, XP_018468723.1
OG0001982	g27205	XP_018437872.1
OG0001983	g16813	XP_018477652.1, XP_018477638.1
OG0001984	g10501	XP_018457955.1
OG0001984	g16827	XP_018459686.1, XP_018446673.1
OG0001985	g49818	XP_018468115.1, XP_018448165.1, XP_018448144.1, XP_018486928.1
OG0001986	g11259	XP_018442496.1
OG0001986	g19013	XP_018488374.1, XP_018488373.1
OG0001987	g5703	XP_018471986.1, XP_018471989.1, XP_018476288.1
OG0001987	g13074	XP_018432924.1
OG0001988	g45430, g5627	XP_018465717.1, XP_018458137.1, XP_018445575.1, XP_018443411.1
OG0001989	g7380	XP_018491635.1, XP_018490217.1
OG0001990	g28469	XP_018481876.1, XP_018455298.1, XP_018468654.1
OG0001990	g23640	XP_018454236.1
OG0001991	g996	XP_018469886.1, XP_018457197.1
OG0001991	g28505	XP_018469790.1
OG0001992	g17128	XP_018452163.1
OG0001992	g28533	XP_018456289.1, XP_018456121.1, XP_018470368.1
OG0001993	g23695	XP_018472153.1
OG0001994	g17882	XP_018457229.1, XP_018457232.1, XP_018462722.1, XP_018454787.1
OG0001995	g5318	XP_018446643.1
OG0001995	g29401	XP_018476665.1
OG0001995	g645	XP_018442261.1
OG0001996	g5360, g29428	XP_018444992.1, XP_018473166.1
OG0001996	g18545	XP_018479309.1
OG0001997	g29551	XP_018447029.1, XP_018470738.1
OG0001997	g50914	XP_018485334.1
OG0001998	g9776	XP_018485988.1, XP_018461893.1, XP_018435089.1, XP_018458193.1
OG0001999	g29618	XP_018446034.1
OG0001999	g9891	XP_018483295.1
OG0002000	g398, g9883	XP_018463060.1, XP_018439422.1, XP_018457124.1, XP_018432759.1
OG0002001	g40646	XP_018457039.1
OG0002001	g17511	XP_018471791.1
OG0002002	g11025	XP_018481669.1
OG0002003	g23971, g47411	XP_018466539.1, XP_018468428.1, XP_018468426.1
OG0002003	g45153, g40432	XP_018476038.1
OG0002004	g23936	XP_018473364.1, XP_018484108.1
OG0002005	g40350	XP_018474731.1
OG0002005	g23876	XP_018468552.1, XP_018482617.1
OG0002006	g23870	XP_018470323.1
OG0002006	g25752	XP_018458953.1, XP_018454948.1
OG0002007	g40342	XP_018458951.1, XP_018458952.1
OG0002008	g40320	XP_018452390.1, XP_018476383.1
OG0002008	g27789, g50667	XP_018434167.1
OG0002010	g32372	XP_018470515.1
OG0002011	g32400	XP_018451132.1, XP_018451144.1, XP_018493013.1, XP_018460018.1
OG0002012	g22997	XP_018477040.1, XP_018446668.1
OG0002013	g47926	XP_018480311.1
OG0002014	g22963	XP_018444002.1, XP_018466605.1, XP_018480617.1
OG0002015	g5998	XP_018453261.1
OG0002015	g47975	XP_018449275.1, XP_018470424.1, XP_018466680.1
OG0002016	g38456	XP_018441842.1
OG0002016	g18284	XP_018481745.1, XP_018466732.1
OG0002017	g22772	XP_018468123.1, XP_018468125.1
OG0002018	g18309, g22686	XP_018463650.1, XP_018485283.1, XP_018448252.1
OG0002019	g38007	XP_018439479.1
OG0002020	g39667, g39659	XP_018463139.1
OG0002021	g47482, g23861	XP_018470458.1
OG0002022	g31717	XP_018480516.1
OG0002022	g10955	XP_018453015.1, XP_018453037.1
OG0002023	g11784	XP_018464314.1, XP_018492204.1
OG0002023	g24513	XP_018471605.1
OG0002024	g17705	XP_018471481.1
OG0002024	g11827	XP_018491656.1, XP_018491657.1, XP_018441117.1
OG0002025	g37664, g37665	XP_018480963.1, XP_018444957.1, XP_018444275.1, XP_018445164.1, XP_018472634.1
OG0002026	g37566	XP_018483222.1, XP_018437380.1
OG0002026	g18836	XP_018481770.1, XP_018480170.1, XP_018480169.1, XP_018482145.1
OG0002027	g2089	XP_018442205.1, XP_018440877.1, XP_018491936.1, XP_018492113.1
OG0002027	g52000	XP_018483814.1, XP_018483812.1
OG0002028	g11561	XP_018464996.1
OG0002028	g2990	XP_018439584.1
OG0002028	g41325	XP_018463809.1, XP_018446895.1, XP_018446887.1, XP_018471367.1
OG0002029	g39467	XP_018453904.1, XP_018474391.1, XP_018474372.1
OG0002030	g39593	XP_018462142.1, XP_018473550.1, XP_018457095.1
OG0002030	g30806	XP_018439199.1
OG0002031	g30882	XP_018447371.1, XP_018435550.1
OG0002032	g39788	XP_018482208.1
OG0002032	g37923	XP_018437547.1
OG0002032	g30925	XP_018468080.1
OG0002033	g31021	XP_018486111.1
OG0002033	g39899	XP_018482348.1, XP_018440223.1, XP_018438052.1
OG0002034	g49567	XP_018492639.1
OG0002034	g51123	XP_018462180.1, XP_018484714.1, XP_018439722.1
OG0002035	g28513	XP_018476536.1
OG0002036	g5083	XP_018442099.1, XP_018475629.1, XP_018476970.1
OG0002037	g5082	XP_018443297.1
OG0002037	g12751	XP_018460303.1, XP_018439271.1
OG0002038	g13267, g12076	XP_018433087.1, XP_018435429.1, XP_018489842.1
OG0002039	g19073	XP_018484535.1, XP_018484532.1
OG0002039	g38133	XP_018434126.1
OG0002040	g19213, g2387	XP_018484937.1, XP_018442164.1, XP_018432568.1
OG0002041	g19201, g2359	XP_018442736.1
OG0002042	g51717	XP_018473040.1, XP_018484209.1
OG0002043	g36367	XP_018463669.1, XP_018464349.1, XP_018451799.1
OG0002044	g46590, g44281	XP_018445954.1
OG0002045	g31617	XP_018480025.1
OG0002045	g13599	XP_018445966.1, XP_018455068.1
OG0002046	g31630	XP_018442651.1
OG0002047	g27341	XP_018436133.1
OG0002047	g46505	XP_018460635.1, XP_018453347.1
OG0002048	g31709	XP_018469125.1
OG0002049	g46033	XP_018471626.1
OG0002050	g31952	XP_018448147.1, XP_018433387.1, XP_018442173.1
OG0002050	g46276	XP_018446755.1
OG0002051	g39849	XP_018490279.1, XP_018438875.1, XP_018470327.1, XP_018491321.1
OG0002052	g31966	XP_018450026.1, XP_018462204.1, XP_018464139.1
OG0002053	g31994	XP_018450510.1, XP_018450511.1
OG0002054	g45907	XP_018452899.1, XP_018444248.1
OG0002055	g32066	XP_018481459.1
OG0002055	g44687, g45875	XP_018442630.1, XP_018457641.1
OG0002056	g51050	XP_018434523.1, XP_018484972.1
OG0002056	g23271	XP_018447277.1, XP_018463224.1
OG0002057	g23291, g47802	XP_018447705.1, XP_018480260.1, XP_018480257.1, XP_018450284.1, XP_018477573.1
OG0002058	g7376, g38407	XP_018481316.1, XP_018465282.1
OG0002059	g30913	XP_018486205.1, XP_018447374.1
OG0002060	g45844	XP_018469439.1, XP_018457918.1
OG0002060	g5156	XP_018442469.1, XP_018470820.1
OG0002061	g19418	XP_018468902.1
OG0002061	g36906	XP_018460741.1, XP_018461448.1, XP_018460153.1, XP_018460214.1, XP_018461452.1
OG0002062	g9924	XP_018432933.1
OG0002063	g29646	XP_018446818.1
OG0002063	g1167	XP_018456743.1
OG0002064	g2473	XP_018452099.1, XP_018465290.1, XP_018440250.1, XP_018452089.1
OG0002065	g45965	XP_018475361.1
OG0002066	g46314	XP_018482960.1
OG0002067	g46240	XP_018442838.1, XP_018444218.1
OG0002067	g18521	XP_018466666.1, XP_018467086.1
OG0002068	g44329	XP_018456700.1, XP_018433723.1
OG0002069	g46520	XP_018456518.1, XP_018456516.1
OG0002069	g14331	XP_018455402.1, XP_018450978.1
OG0002070	g27338	XP_018468127.1
OG0002071	g7240	XP_018488767.1
OG0002071	g54317, g36719	XP_018440802.1, XP_018451768.1
OG0002072	g27983	XP_018436259.1
OG0002072	g7228	XP_018433611.1
OG0002073	g36629	XP_018451382.1, XP_018441397.1
OG0002073	g7138	XP_018485427.1
OG0002074	g24374, g24365	XP_018469791.1
OG0002074	g12059	XP_018488393.1
OG0002075	g1441, g13813, g13872	XP_018455794.1
OG0002075	g13873	XP_018464461.1, XP_018437570.1
OG0002076	g27974	XP_018450469.1
OG0002076	g7287	XP_018492549.1, XP_018490889.1, XP_018490886.1
OG0002077	g54217	XP_018449143.1
OG0002077	g13379	XP_018486781.1, XP_018458273.1
OG0002078	g2187	XP_018442951.1
OG0002078	g19068	XP_018489626.1
OG0002082	g19148	XP_018478241.1
OG0002083	g37383	XP_018475470.1, XP_018481918.1
OG0002084	g14732, g28302	XP_018459593.1, XP_018463864.1, XP_018445138.1, XP_018475728.1
OG0002089	g16746	XP_018466720.1, XP_018460648.1, XP_018435853.1, XP_018435997.1
OG0002092	g33114	XP_018460114.1, XP_018466239.1
OG0002093	g14309	XP_018488732.1
OG0002093	g23109	XP_018470075.1
OG0002094	g23080	XP_018449750.1
OG0002095	g6112	XP_018439295.1
OG0002095	g23012	XP_018449635.1, XP_018471684.1
OG0002096	g41103	XP_018456313.1, XP_018456314.1
OG0002097	g44068	XP_018454292.1
OG0002097	g27105	XP_018433991.1, XP_018439112.1
OG0002098	g44142	XP_018452995.1, XP_018452981.1
OG0002098	g41008	XP_018434834.1
OG0002099	g40988	XP_018442048.1, XP_018456057.1, XP_018463707.1
OG0002100	g31483	XP_018460548.1, XP_018450382.1, XP_018460553.1
OG0002100	g1549	XP_018477193.1
OG0002101	g10506, g1611	XP_018452204.1, XP_018484821.1, XP_018461440.1, XP_018442015.1
OG0002102	g36013	XP_018487441.1, XP_018493088.1
OG0002103	g7662	XP_018475701.1, XP_018475708.1, XP_018491386.1
OG0002104	g40798	XP_018457421.1
OG0002104	g46645	XP_018481634.1, XP_018479688.1
OG0002105	g31400	XP_018466656.1, XP_018483880.1
OG0002105	g40856	XP_018457733.1, XP_018452019.1
OG0002106	g40922	XP_018452300.1
OG0002107	g2134	XP_018459889.1, XP_018458565.1
OG0002107	g37375	XP_018439934.1, XP_018484004.1
OG0002108	g7519	XP_018464979.1, XP_018439417.1, XP_018491876.1
OG0002109	g5751	XP_018443235.1, XP_018451551.1
OG0002109	g12393	XP_018432668.1, XP_018432652.1
OG0002110	g29838, g5743	XP_018476602.1, XP_018446945.1
OG0002111	g5700	XP_018442252.1
OG0002112	g45411	XP_018444232.1, XP_018475834.1
OG0002112	g7415	XP_018435339.1
OG0002114	g23613	XP_018470968.1
OG0002114	g924	XP_018452412.1, XP_018468091.1
OG0002115	g23671, g47607	XP_018470804.1
OG0002116	g39370	XP_018474762.1, XP_018452892.1
OG0002116	g23680	XP_018450358.1, XP_018448015.1, XP_018448011.1
OG0002117	g32260	XP_018447777.1, XP_018492621.1
OG0002118	g619	XP_018462109.1, XP_018465285.1
OG0002118	g5365	XP_018444635.1
OG0002118	g29430	XP_018476537.1
OG0002119	g29482	XP_018471070.1, XP_018444368.1
OG0002119	g10034	XP_018481859.1
OG0002120	g496	XP_018482694.1
OG0002120	g5495	XP_018445707.1
OG0002121	g29632	XP_018472354.1, XP_018446971.1
OG0002122	g24269	XP_018451200.1, XP_018481969.1, XP_018481968.1
OG0002123	g10981	XP_018457027.1
OG0002123	g17446	XP_018485347.1, XP_018472359.1
OG0002124	g10983	XP_018465381.1, XP_018452496.1, XP_018434579.1
OG0002124	g47299	XP_018484871.1
OG0002125	g40506	XP_018484549.1
OG0002126	g40466	XP_018452121.1
OG0002126	g24023	XP_018463668.1, XP_018468497.1
OG0002127	g40347	XP_018465315.1, XP_018457971.1
OG0002127	g23872	XP_018462572.1, XP_018447658.1
OG0002128	g40324	XP_018452111.1, XP_018452106.1, XP_018473097.1
OG0002128	g50665	XP_018441240.1
OG0002129	g40276	XP_018454721.1
OG0002129	g32729	XP_018447553.1, XP_018436422.1
OG0002131	g39546	XP_018474456.1, XP_018474452.1, XP_018471006.1
OG0002132	g18229, g22987	XP_018468200.1, XP_018484247.1
OG0002133	g47931	XP_018467038.1, XP_018469467.1
OG0002134	g18238	XP_018447330.1, XP_018467207.1
OG0002135	g47976	XP_018449941.1, XP_018470422.1, XP_018467471.1
OG0002136	g38546	XP_018437717.1
OG0002136	g18328	XP_018481236.1, XP_018457348.1
OG0002137	g46699	XP_018482809.1, XP_018480827.1, XP_018482807.1
OG0002137	g16892	XP_018478934.1
OG0002138	g37085	XP_018478907.1
OG0002139	g37045	XP_018440722.1
OG0002139	g11140	XP_018455090.1
OG0002140	g50698, g50700	XP_018464669.1, XP_018489618.1, XP_018489696.1
OG0002141	g47017	XP_018462486.1, XP_018482762.1
OG0002141	g6494	XP_018489774.1, XP_018492277.1
OG0002142	g18755	XP_018486616.1, XP_018480551.1
OG0002143	g37767	XP_018475044.1, XP_018481567.1, XP_018481566.1
OG0002144	g52060, g52068, g37452, g38191	XP_018476438.1, XP_018476437.1
OG0002145	g37430	XP_018436744.1, XP_018484268.1
OG0002145	g2046	XP_018490410.1
OG0002146	g3103	XP_018493394.1
OG0002146	g805	XP_018442131.1, XP_018462068.1, XP_018472238.1, XP_018472271.1
OG0002147	g28776	XP_018473437.1, XP_018461611.1, XP_018468366.1
OG0002149	g46985	XP_018438369.1, XP_018449906.1, XP_018438045.1
OG0002149	g319	XP_018457671.1, XP_018466012.1, XP_018492345.1
OG0002150	g2593	XP_018471763.1
OG0002151	g18262	XP_018441089.1, XP_018441122.1
OG0002151	g13956	XP_018491771.1
OG0002152	g49301	XP_018487697.1, XP_018490809.1, XP_018487703.1
OG0002153	g49304	XP_018465158.1
OG0002154	g39682	XP_018455814.1
OG0002154	g30843	XP_018486257.1, XP_018447501.1
OG0002155	g39712	XP_018483461.1, XP_018441619.1
OG0002156	g51334	XP_018473240.1, XP_018472692.1, XP_018433162.1
OG0002156	g39752	XP_018487677.1, XP_018486128.1, XP_018458815.1
OG0002157	g39795, g37925	XP_018437853.1
OG0002157	g30918	XP_018447753.1, XP_018487097.1
OG0002158	g23621	XP_018483711.1, XP_018470293.1
OG0002159	g5059	XP_018445703.1
OG0002160	g7825, g12774	XP_018487357.1
OG0002161	g12594	XP_018489816.1, XP_018437775.1
OG0002161	g7750, g12813	XP_018455170.1, XP_018481805.1
OG0002162	g6516	XP_018436945.1, XP_018488880.1
OG0002162	g12504	XP_018488414.1
OG0002164	g12475	XP_018492940.1, XP_018433402.1, XP_018492485.1, XP_018492487.1
OG0002165	g29351	XP_018476052.1, XP_018446192.1, XP_018467619.1, XP_018465122.1
OG0002166	g11267	XP_018442619.1
OG0002166	g51881	XP_018478358.1, XP_018434365.1
OG0002167	g41209	XP_018478986.1, XP_018478985.1
OG0002167	g37321	XP_018438035.1, XP_018465427.1, XP_018481478.1
OG0002168	g51549	XP_018477198.1, XP_018482917.1, XP_018476924.1
OG0002168	g19259	XP_018484392.1
OG0002169	g19164	XP_018491305.1
OG0002169	g51729	XP_018442391.1, XP_018484290.1
OG0002170	g46547	XP_018444315.1, XP_018444437.1
OG0002171	g31640	XP_018439930.1, XP_018443279.1
OG0002171	g44309	XP_018442795.1
OG0002172	g46536	XP_018470354.1, XP_018463295.1, XP_018452124.1
OG0002174	g46175, g44490	XP_018469085.1, XP_018445146.1, XP_018445147.1, XP_018442881.1, XP_018469079.1, XP_018466608.1
OG0002175	g46287	XP_018442105.1
OG0002175	g50161	XP_018451296.1, XP_018441648.1
OG0002176	g32040	XP_018433322.1
OG0002176	g27522	XP_018451343.1, XP_018447780.1
OG0002177	g45900	XP_018454888.1
OG0002178	g32109	XP_018442762.1, XP_018451620.1
OG0002179	g41650	XP_018469324.1
OG0002179	g32254	XP_018481319.1, XP_018490756.1
OG0002181	g23098	XP_018480357.1, XP_018469476.1
OG0002181	g25483	XP_018462061.1, XP_018462874.1, XP_018455367.1
OG0002182	g429, g9911	XP_018456468.1
OG0002183	g31458	XP_018433351.1, XP_018482120.1
OG0002183	g10595	XP_018441514.1, XP_018441513.1
OG0002184	g45501	XP_018481993.1
OG0002184	g49790	XP_018488731.1
OG0002185	g31345	XP_018451402.1, XP_018449103.1, XP_018463032.1, XP_018458357.1
OG0002185	g27170	XP_018472380.1
OG0002186	g53350	XP_018452745.1
OG0002186	g27131	XP_018491712.1
OG0002187	g31215, g49701	XP_018451676.1, XP_018460015.1
OG0002187	g12988	XP_018493571.1
OG0002188	g26959, g45340, g4568	XP_018491919.1, XP_018463367.1
OG0002188	g30937	XP_018444565.1
OG0002189	g7385	XP_018487047.1, XP_018432930.1
OG0002189	g29700	XP_018474722.1, XP_018457123.1
OG0002190	g12363	XP_018489643.1, XP_018489642.1
OG0002190	g29764	XP_018443822.1, XP_018476121.1
OG0002191	g630	XP_018479310.1
OG0002192	g3318	XP_018437694.1
OG0002193	g692, g28962, g41413	XP_018445979.1, XP_018443027.1
OG0002194	g12255, g13152	XP_018489585.1, XP_018461989.1, XP_018488287.1
OG0002195	g7239	XP_018493509.1
OG0002195	g54318	XP_018440798.1
OG0002196	g24403	XP_018458437.1, XP_018448105.1
OG0002196	g6998	XP_018467203.1, XP_018436824.1
OG0002197	g12048	XP_018439470.1
OG0002197	g36285, g42129	XP_018447486.1, XP_018442830.1
OG0002198	g12024	XP_018432929.1, XP_018492439.1
OG0002198	g36338	XP_018467817.1, XP_018465203.1
OG0002199	g12020	XP_018487090.1, XP_018434514.1
OG0002200	g14214, g6142	XP_018438456.1, XP_018438465.1, XP_018438457.1, XP_018438487.1, XP_018438488.1
OG0002201	g13719	XP_018489880.1
OG0002201	g14053	XP_018490114.1, XP_018435912.1
OG0002202	g14044	XP_018492890.1, XP_018440732.1, XP_018457605.1
OG0002203	g45429	XP_018445050.1, XP_018476359.1, XP_018464313.1, XP_018434319.1
OG0002204	g5970	XP_018436231.1
OG0002205	g28061	XP_018449843.1
OG0002205	g54161	XP_018469032.1, XP_018467116.1
OG0002206	g28069	XP_018442121.1, XP_018451884.1, XP_018487179.1, XP_018460675.1
OG0002207	g17613	XP_018483687.1
OG0002207	g24402	XP_018484180.1
OG0002209	g52248	XP_018440275.1, XP_018484824.1
OG0002210	g23145	XP_018450156.1, XP_018448454.1
OG0002211	g17941, g17936, g17938, g17942, g17937, g17939, g51028, g5896	XP_018438241.1
OG0002213	g45073	XP_018484650.1
OG0002219	g13893	XP_018433036.1
OG0002219	g23494	XP_018444102.1, XP_018448025.1
OG0002220	g23465	XP_018479068.1, XP_018470715.1
OG0002220	g13810	XP_018435822.1
OG0002221	g13806	XP_018433799.1, XP_018460543.1
OG0002222	g23270	XP_018447953.1, XP_018468060.1
OG0002223	g23360	XP_018483195.1
OG0002224	g38364	XP_018485008.1, XP_018433814.1
OG0002224	g23318	XP_018461107.1, XP_018482824.1
OG0002225	g47801, g23292	XP_018467101.1, XP_018480265.1
OG0002226	g6158	XP_018438655.1, XP_018457999.1, XP_018461391.1
OG0002228	g37134	XP_018434585.1
OG0002228	g32613	XP_018486793.1
OG0002229	g49929	XP_018434934.1, XP_018446656.1
OG0002230	g1511, g1509	XP_018440822.1, XP_018485121.1, XP_018484611.1
OG0002231	g10630	XP_018433555.1
OG0002231	g49876	XP_018433355.1
OG0002232	g10592, g1582	XP_018441005.1, XP_018482729.1
OG0002232	g49874	XP_018435164.1
OG0002233	g10404	XP_018482465.1, XP_018482466.1
OG0002234	g16885	XP_018478477.1
OG0002234	g10384	XP_018458751.1, XP_018478108.1
OG0002235	g41854	XP_018454925.1
OG0002236	g16744	XP_018483978.1, XP_018478797.1
OG0002236	g45029	XP_018444768.1, XP_018447957.1, XP_018447979.1
OG0002237	g18056	XP_018468148.1
OG0002238	g40832	XP_018455543.1, XP_018455611.1, XP_018455588.1
OG0002239	g31349	XP_018492942.1, XP_018451601.1, XP_018449482.1, XP_018463634.1
OG0002240	g28624	XP_018456371.1, XP_018469553.1, XP_018469555.1
OG0002240	g47565	XP_018470520.1, XP_018470525.1
OG0002242	g12375	XP_018492023.1
OG0002243	g54325, g46597	XP_018470064.1, XP_018483018.1
OG0002245	g1337	XP_018454822.1, XP_018472318.1, XP_018462256.1
OG0002246	g1314	XP_018475523.1, XP_018454345.1
OG0002247	g28356	XP_018476838.1, XP_018456761.1
OG0002248	g28479	XP_018447556.1, XP_018475996.1, XP_018475997.1
OG0002248	g23650	XP_018456182.1, XP_018478761.1
OG0002249	g39385	XP_018450325.1, XP_018450195.1, XP_018462280.1, XP_018477032.1, XP_018477027.1
OG0002249	g28500	XP_018456103.1
OG0002250	g28534	XP_018453760.1
OG0002251	g23702	XP_018481814.1, XP_018478990.1, XP_018470913.1
OG0002252	g39303	XP_018464312.1, XP_018462724.1, XP_018466074.1, XP_018457076.1
OG0002252	g47558	XP_018472453.1
OG0002253	g29376	XP_018475390.1, XP_018442973.1, XP_018449311.1, XP_018490301.1
OG0002254	g647	XP_018473448.1
OG0002254	g45590	XP_018476344.1
OG0002255	g29416	XP_018446331.1, XP_018455770.1
OG0002256	g40571, g10975	XP_018478041.1, XP_018466543.1
OG0002256	g17449	XP_018447086.1
OG0002257	g23963	XP_018479173.1
OG0002257	g47418	XP_018483788.1, XP_018483787.1
OG0002258	g32495	XP_018448124.1, XP_018464276.1, XP_018439324.1
OG0002258	g27717	XP_018479888.1
OG0002259	g22937	XP_018470280.1
OG0002260	g17283	XP_018479170.1, XP_018479169.1
OG0002261	g22883	XP_018444192.1, XP_018444624.1
OG0002262	g22849	XP_018470453.1, XP_018449012.1, XP_018449489.1
OG0002262	g50946	XP_018478363.1
OG0002264	g18338	XP_018450556.1
OG0002265	g16897	XP_018459110.1
OG0002265	g10355	XP_018452402.1, XP_018480578.1
OG0002267	g6478	XP_018485481.1
OG0002268	g6539	XP_018489992.1, XP_018434395.1
OG0002268	g24531	XP_018482018.1
OG0002269	g6555, g13451, g11771	XP_018434635.1, XP_018486538.1, XP_018486509.1
OG0002271	g11837	XP_018462421.1, XP_018435479.1
OG0002271	g24481	XP_018471512.1
OG0002272	g47110	XP_018486156.1
OG0002272	g24441	XP_018472017.1, XP_018462962.1, XP_018484529.1
OG0002273	g1884	XP_018432727.1, XP_018442228.1
OG0002273	g52250	XP_018441187.1
OG0002274	g37539	XP_018463212.1, XP_018434530.1
OG0002274	g1939	XP_018459096.1, XP_018461310.1
OG0002275	g38225	XP_018475264.1, XP_018461825.1
OG0002275	g18875	XP_018462706.1
OG0002276	g1950	XP_018477976.1, XP_018462700.1
OG0002277	g18975	XP_018487254.1, XP_018462483.1
OG0002277	g52045	XP_018436735.1
OG0002278	g2099	XP_018491723.1
OG0002278	g37403	XP_018476311.1, XP_018440549.1
OG0002279	g44736	XP_018472194.1, XP_018475909.1
OG0002279	g12765	XP_018437655.1
OG0002280	g3075	XP_018469369.1
OG0002280	g41343	XP_018469778.1
OG0002281	g3071	XP_018465598.1, XP_018463839.1, XP_018457325.1
OG0002281	g41340	XP_018473122.1, XP_018443178.1
OG0002282	g851	XP_018468702.1, XP_018468705.1, XP_018464901.1, XP_018443250.1
OG0002283	g9718	XP_018485884.1
OG0002284	g30740	XP_018485950.1, XP_018440446.1
OG0002284	g39488	XP_018465637.1, XP_018456895.1
OG0002286	g49433	XP_018447355.1
OG0002286	g39681	XP_018455813.1
OG0002287	g49504	XP_018434647.1
OG0002287	g39824	XP_018482340.1, XP_018482292.1
OG0002288	g39863	XP_018473458.1
OG0002288	g26969	XP_018437042.1, XP_018449719.1
OG0002289	g49564, g31068	XP_018451353.1, XP_018485956.1
OG0002290	g49688	XP_018451258.1, XP_018491496.1
OG0002291	g47833	XP_018447629.1
OG0002291	g38293	XP_018484872.1
OG0002292	g29301	XP_018492358.1, XP_018440157.1
OG0002293	g12743, g12694	XP_018493430.1, XP_018433827.1
OG0002294	g5058	XP_018445706.1, XP_018445705.1
OG0002294	g12680	XP_018461363.1, XP_018474563.1
OG0002295	g29193	XP_018475167.1
OG0002296	g29171	XP_018476371.1, XP_018458673.1, XP_018443840.1, XP_018443842.1
OG0002296	g7840	XP_018492838.1
OG0002297	g29168, g5019	XP_018474480.1, XP_018474478.1, XP_018445385.1
OG0002297	g12668	XP_018488503.1
OG0002298	g3928, g4013, g4988	XP_018486795.1
OG0002299	g10122, g4804	XP_018434196.1, XP_018477838.1
OG0002300	g10201	XP_018465077.1, XP_018462134.1
OG0002300	g7628	XP_018435312.1
OG0002301	g10219	XP_018440113.1, XP_018483431.1
OG0002302	g51626	XP_018458999.1, XP_018481305.1
OG0002302	g2364	XP_018493236.1
OG0002303	g31616	XP_018439368.1, XP_018492989.1
OG0002304	g31644	XP_018439635.1, XP_018436593.1
OG0002305	g44328	XP_018459770.1, XP_018459781.1
OG0002305	g31650	XP_018453684.1
OG0002306	g31658	XP_018456077.1
OG0002306	g44343	XP_018457760.1, XP_018446800.1
OG0002307	g31801	XP_018439456.1, XP_018481704.1
OG0002307	g27417	XP_018447581.1
OG0002308	g31965	XP_018447287.1, XP_018462206.1
OG0002308	g46303	XP_018442293.1
OG0002310	g50222	XP_018451099.1, XP_018447379.1
OG0002310	g46385	XP_018471308.1
OG0002311	g50305	XP_018435421.1, XP_018435428.1
OG0002311	g44706	XP_018457513.1, XP_018459177.1
OG0002312	g50315	XP_018468204.1
OG0002312	g45832	XP_018455107.1, XP_018455318.1, XP_018444939.1
OG0002313	g45777	XP_018443991.1, XP_018468274.1
OG0002314	g32256	XP_018451202.1
OG0002314	g44890	XP_018446209.1, XP_018444600.1
OG0002315	g50965	XP_018433017.1
OG0002316	g49649	XP_018492460.1, XP_018461706.1, XP_018461707.1
OG0002317	g47012, g49600	XP_018436330.1
OG0002318	g54372	XP_018438134.1
OG0002319	g26899	XP_018490080.1
OG0002319	g49389	XP_018470847.1, XP_018483584.1, XP_018466645.1, XP_018466000.1, XP_018450476.1, XP_018449611.1
OG0002320	g30746, g49328	XP_018489508.1, XP_018463167.1
OG0002321	g7306	XP_018493538.1, XP_018493537.1
OG0002321	g29347	XP_018445419.1, XP_018475747.1
OG0002322	g29734	XP_018467186.1, XP_018467194.1
OG0002323	g43676	XP_018458886.1
OG0002324	g45908	XP_018446467.1, XP_018446468.1, XP_018453681.1, XP_018453676.1, XP_018456372.1
OG0002325	g7257, g13155	XP_018486598.1, XP_018441838.1
OG0002325	g36738	XP_018440543.1
OG0002326	g13173	XP_018466232.1, XP_018492551.1
OG0002326	g36724	XP_018451122.1
OG0002327	g28000	XP_018493349.1
OG0002327	g7164	XP_018489293.1
OG0002328	g12113	XP_018434619.1, XP_018486394.1
OG0002329	g6884	XP_018488929.1
OG0002329	g54097	XP_018488056.1
OG0002331	g6690	XP_018487315.1
OG0002331	g36507	XP_018492783.1
OG0002333	g14234	XP_018469348.1
OG0002333	g6154	XP_018486882.1, XP_018434971.1
OG0002334	g23564	XP_018450087.1, XP_018482209.1, XP_018455140.1
OG0002335	g54255	XP_018460896.1, XP_018491607.1, XP_018443424.1, XP_018447928.1
OG0002335	g7041	XP_018490201.1
OG0002336	g12099	XP_018486786.1
OG0002337	g19243	XP_018436864.1, XP_018478109.1, XP_018477064.1, XP_018460294.1
OG0002338	g2169	XP_018486775.1, XP_018446282.1
OG0002338	g51877	XP_018478286.1
OG0002339	g38158	XP_018465625.1
OG0002339	g18999	XP_018488577.1, XP_018432970.1
OG0002340	g19568	XP_018438133.1
OG0002341	g25590	XP_018460946.1, XP_018462826.1
OG0002342	g2993	XP_018453780.1, XP_018479825.1, XP_018479826.1
OG0002342	g11445	XP_018466007.1
OG0002344	g24657, g28567	XP_018474211.1, XP_018474210.1, XP_018464904.1
OG0002345	g32088	XP_018484550.1
OG0002348	g17045, g47668	XP_018455372.1, XP_018486449.1, XP_018464603.1
OG0002349	g17032	XP_018450708.1
OG0002349	g13851	XP_018439765.1
OG0002350	g5945, g13877	XP_018452276.1, XP_018441414.1
OG0002351	g38398	XP_018461118.1, XP_018461122.1, XP_018478005.1
OG0002351	g47753	XP_018485247.1
OG0002352	g38383	XP_018477818.1, XP_018441558.1, XP_018438027.1
OG0002352	g47774	XP_018485113.1
OG0002353	g23023	XP_018447996.1
OG0002354	g37140	XP_018476668.1, XP_018433271.1, XP_018477266.1, XP_018462287.1
OG0002355	g43909	XP_018467391.1
OG0002356	g41055, g44032	XP_018457352.1
OG0002357	g2053	XP_018491909.1, XP_018463902.1
