Orthogroup	Cochlearia_excelsa	Arabidopsis_arenosa
OG0001859	g12369	jg24993
OG0001860	g13112, g7392	jg25067
OG0001861	g12325	jg25079
OG0001861	g5622	jg4338
OG0001862	g5592, g29671	jg4435, jg4456
OG0001862	g7348, g12306	jg25140
OG0001863	g17176	jg9945
OG0001863	g41165, g1333	jg21819
OG0001864	g28478	jg22254
OG0001864	g17095	jg9727
OG0001865	g969	jg22291
OG0001865	g23654	jg9734
OG0001866	g979	jg22313
OG0001866	g23661	jg9748
OG0001867	g1109, g23732	jg9878, jg9879
OG0001868	g41423	jg5812
OG0001869	g143	jg23575
OG0001869	g45544	jg4883
OG0001870	g9717	jg23551
OG0001870	g45537	jg4872
OG0001871	g165	jg23530, jg4828
OG0001872	g45522	jg23483
OG0001872	g5438	jg4810
OG0001873	g29556, g45516	jg4769
OG0001873	g45515	jg4768
OG0001874	g5476, g29571	jg4729
OG0001875	g5511	jg4666
OG0001875	g461	jg6147
OG0001876	g9928, g440	jg23044
OG0001877	g5545	jg4582
OG0001878	g24262	jg10871
OG0001878	g40692, g10884	jg20314
OG0001879	g17515	jg10816
OG0001879	g10926	jg20394
OG0001880	g17487	jg10784, jg10783, jg10785
OG0001881	g24038	jg10474
OG0001882	g40459	jg7761
OG0001882	g24003	jg10406
OG0001883	g25579	jg7738
OG0001883	g23985	jg10378
OG0001884	g49932	jg30007
OG0001884	g19265, g19275	jg1013
OG0001885	g50681	jg31968
OG0001885	g40311	jg7390
OG0001886	g27908	jg32230
OG0001886	g40261	jg7258
OG0001887	g40222	jg7149, jg7096
OG0001887	g27954, g35903	jg32330
OG0001888	g50500	jg31428, jg18515
OG0001889	g6013	jg27993
OG0001889	g47970	jg8680
OG0001890	g22794	jg8533
OG0001890	g22795	jg8534
OG0001891	g47567	jg9863
OG0001891	g49736	jg29470
OG0001892	g11134	jg20932
OG0001892	g50432	jg31295
OG0001893	g40316	jg7399
OG0001894	g51840	jg19228
OG0001894	g40429	jg7688
OG0001895	g40693	jg13762, jg20311, jg20312
OG0001896	g12970	jg9641
OG0001896	g7592	jg24697
OG0001897	g11743	jg26652
OG0001898	g11803	jg26514
OG0001898	g24500	jg11277
OG0001899	g13407	jg26430
OG0001900	g16772	jg12821
OG0001901	g37758	jg20195
OG0001901	g1751	jg16337
OG0001902	g1779	jg16279
OG0001902	g50807	jg20104
OG0001903	g1900	jg16122
OG0001903	g37588	jg19903
OG0001904	g18808	jg16113
OG0001905	g1946	jg16052
OG0001906	g2015	jg15979
OG0001907	g2709	jg14661
OG0001907	g9820	jg23301
OG0001908	g18637	jg23323
OG0001909	g39520	jg8057
OG0001909	g30775	jg28561, jg28560
OG0001910	g39651, g25519	jg7838
OG0001911	g39729	jg20875
OG0001911	g26932, g30869	jg28753
OG0001912	g39819	jg18269
OG0001912	g49500	jg28885
OG0001913	g49508, g30949	jg28916
OG0001913	g39829	jg18237
OG0001915	g37904	jg18177
OG0001915	g49535	jg28966
OG0001916	g27007	jg29091
OG0001916	g51175	jg17975
OG0001917	g39987	jg17843
OG0001918	g38265	jg17380
OG0001919	g12720	jg23924
OG0001920	g29194	jg5465
OG0001920	g7859	jg24095
OG0001921	g7857	jg5468
OG0001921	g12673	jg24100
OG0001922	g12542	jg24478
OG0001922	g4799	jg6603
OG0001923	g37316	jg19122
OG0001923	g2237	jg15444
OG0001924	g2348	jg15280
OG0001925	g37239	jg33000
OG0001926	g51704	jg18988, jg19001
OG0001927	g31615, g49947	jg30055
OG0001928	g46453	jg3520
OG0001928	g27363	jg30236
OG0001929	g27389	jg30298
OG0001929	g44581, g46027	jg2943
OG0001930	g31800	jg30392
OG0001930	g44533	jg3090
OG0001931	g44507	jg3126
OG0001931	g27422, g50058	jg30417
OG0001932	g50085	jg30462
OG0001933	g44384	jg30660, jg3348
OG0001934	g50228	jg30776, jg30774
OG0001934	g46403	jg3473
OG0001935	g45880, g44680	jg2692
OG0001937	g50346	jg31077
OG0001937	g44755, g45804	jg2539
OG0001938	g32261	jg31251
OG0001938	g27631	jg31252
OG0001939	g38531	jg16558
OG0001940	g10279, g12664	jg4121
OG0001942	g7200	jg25399
OG0001943	g7362	jg25124
OG0001944	g7373	jg25109
OG0001944	g29692	jg4384
OG0001945	g10022	jg6328, jg14808
OG0001946	g2685	jg14704
OG0001946	g500, g35964, g25597	jg6215
OG0001947	g3074	jg14243
OG0001947	g3073	jg14244, jg14245
OG0001948	g3302	jg14141
OG0001948	g28880	jg6033
OG0001949	g11549, g34680, g35220	jg13961
OG0001950	g13205	jg25397
OG0001950	g27990	jg33657
OG0001951	g7132	jg25516
OG0001951	g36619	jg33533
OG0001952	g13270, g6997	jg25742
OG0001953	g6813	jg26069
OG0001954	g45604, g5296	jg5109
OG0001954	g11895, g6705	jg26249
OG0001955	g54225, g36517	jg33328
OG0001955	g6680	jg26313
OG0001956	g6159, g13696	jg27574
OG0001957	g51462	jg18587
OG0001957	g50540, g27704	jg31604
OG0001958	g6198, g6199	jg27484, jg27482, jg27480
OG0001959	g11200	jg16018
OG0001960	g36598	jg33503, jg33502
OG0001961	g11943	jg26145
OG0001961	g36441	jg33174
OG0001962	g16677, g16675	jg29093, jg29070
OG0001963	g45219	jg7854
OG0001964	g1674	jg13956, jg17535, jg17049, jg1718, jg13726, jg13505, jg21577, jg9837, jg7023, jg27975, jg11659, jg7171, jg17194, jg13506, jg7172, jg12399, jg23145, jg13870, jg7030, jg13955, jg21170, jg21176
OG0001965	g39324	jg26462
OG0001965	g49712	jg24221
OG0001965	g12625, g32072	jg26461
OG0001967	g51081	jg7444, jg7445
OG0001968	g39431, g39443, g41757, g41755	jg22154, jg22156, jg22183, jg22177, jg22206, jg22132
OG0001971	g23497	jg9518
OG0001971	g13812	jg28180
OG0001972	g47744	jg9378
OG0001972	g5992	jg28052
OG0001973	g23361	jg9302
OG0001973	g50979	jg16903
OG0001974	g50991	jg16927
OG0001974	g47780	jg9266
OG0001975	g13676	jg27431
OG0001975	g23162	jg9008, jg27457
OG0001976	g47894, g23048	jg8875
OG0001976	g14109	jg27748
OG0001977	g51540	jg18705
OG0001977	g17570	jg10961
OG0001978	g49770	jg29540
OG0001979	g10715	jg13058
OG0001979	g49908	jg29930
OG0001980	g10694	jg13079
OG0001980	g31522	jg29911
OG0001981	g31424, g49863, g27208	jg29763, jg13322
OG0001983	g16813	jg12707
OG0001984	g10501	jg13459
OG0001984	g16827	jg12695
OG0001986	g11259, g19013	jg15716, jg15644
OG0001986	g51975	jg19391
OG0001987	g5703	jg4160
OG0001987	g13074	jg24961
OG0001988	g45430, g5627	jg4334
OG0001989	g7380	jg25096
OG0001989	g45445	jg4372
OG0001990	g28469	jg22215
OG0001990	g23640	jg9718
OG0001991	g996	jg22335
OG0001991	g28505	jg9763
OG0001992	g17128	jg9790
OG0001992	g28533	jg22432
OG0001993	g23695	jg9805
OG0001994	g17882	jg22655, jg9882
OG0001995	g5318	jg5064
OG0001995	g645	jg5808
OG0001996	g5360, g29428	jg5005
OG0001996	g18545	jg6490
OG0001997	g29551	jg4782
OG0001997	g50914	jg16707
OG0001998	g9776	jg23417
OG0001999	g29618	jg4606
OG0001999	g9891	jg23104
OG0002000	g398, g9883	jg23127
OG0002001	g40646	jg20386
OG0002001	g17511	jg10824
OG0002002	g11025	jg10572
OG0002003	g23971, g47411	jg10328
OG0002003	g45153	jg7694
OG0002004	g23936	jg7604, jg10241
OG0002005	g40350	jg7479
OG0002005	g23876	jg10115
OG0002006	g23870	jg10105
OG0002006	g25752	jg7462
OG0002007	g40342	jg7458
OG0002008	g40320	jg7406
OG0002008	g27789, g50667	jg31935
OG0002011	g32400	jg31460
OG0002012	g22997	jg8797
OG0002013	g47926	jg8786
OG0002014	g22963	jg8741
OG0002015	g5998	jg28030
OG0002016	g38456	jg16729
OG0002016	g18284	jg8565
OG0002017	g22772	jg8509
OG0002018	g18309, g22686	jg8381
OG0002020	g39667, g39659	jg29573, jg29580
OG0002021	g47482, g23861	jg10095
OG0002022	g31717	jg30282
OG0002022	g10955	jg20454
OG0002023	g11784	jg26525
OG0002023	g24513	jg11292
OG0002024	g17705	jg11240
OG0002024	g11827	jg26453
OG0002025	g37664, g37665	jg20045
OG0002026	g37566	jg19840
OG0002026	g18836	jg16086
OG0002027	g2089	jg15744
OG0002027	g52000	jg19442
OG0002028	g847, g11561, g2990	jg14298
OG0002028	g41325	jg22983
OG0002029	g39467	jg8132
OG0002030	g39593	jg7956
OG0002030	g30806	jg28618
OG0002031	g30882	jg28784, jg18415
OG0002032	g37923	jg18297
OG0002032	g30925	jg28866
OG0002033	g31021	jg29023
OG0002033	g39899	jg18108
OG0002034	g49567	jg29106
OG0002034	g51123	jg17904
OG0002036	g5083	jg5406
OG0002037	g5082	jg5407
OG0002037	g12751	jg24049
OG0002038	g13267, g12076	jg25733
OG0002039	g19073	jg15506
OG0002039	g38133	jg19206
OG0002040	g51592	jg18794
OG0002040	g19213, g2387	jg15225
OG0002041	g51628	jg18858
OG0002041	g19201, g2359	jg15268
OG0002043	g36367	jg32974
OG0002044	g46590, g44281	jg3740
OG0002045	g31617	jg30064
OG0002045	g13599	jg3715
OG0002046	g31630	jg30092
OG0002047	g27341	jg30135
OG0002047	g46505	jg3603
OG0002049	g46033	jg2953
OG0002050	g31952	jg30633
OG0002050	g46276	jg3309
OG0002051	g39849	jg30641
OG0002051	g52046	jg19528
OG0002052	g31966	jg30651
OG0002053	g31994	jg30688
OG0002054	g27541, g50275	jg30858
OG0002054	g45907	jg2734
OG0002055	g32066	jg30888
OG0002055	g44687, g45875	jg2685
OG0002056	g51050	jg17140
OG0002056	g23271	jg9149
OG0002057	g23291, g47802	jg9196
OG0002059	g30913	jg28852
OG0002060	g45844	jg2640
OG0002060	g5156	jg5309
OG0002061	g19418	jg14746
OG0002061	g36906	jg6245
OG0002062	g9924	jg23050
OG0002063	g29646	jg4534
OG0002064	g2473	jg15029, jg15031, jg15028, jg15030
OG0002065	g45965	jg2839
OG0002066	g46314	jg3343
OG0002068	g44329	jg3611, jg3647, jg3648
OG0002069	g46520	jg3621
OG0002069	g14331	jg3620
OG0002070	g27338	jg30116
OG0002071	g7240	jg25322
OG0002071	g54317, g36719	jg33711
OG0002072	g27983	jg33690
OG0002072	g7228	jg25340
OG0002073	g7138	jg25504
OG0002074	g24374, g24365	jg11029
OG0002074	g12059	jg25783
OG0002075	g1441, g13813, g13872	jg28207
OG0002075	g13873	jg28196
OG0002076	g27974	jg33819
OG0002076	g7287	jg25230
OG0002077	g54217	jg33319
OG0002078	g2187	jg15522
OG0002078	g19068	jg15521
OG0002082	g19148	jg15389
OG0002083	g51984	jg19408, jg19406
OG0002084	g14732, g28302	jg17238, jg3748, jg12357
OG0002091	g47632, g3363	jg32432
OG0002093	g23109	jg8930
OG0002094	g23080	jg8901
OG0002095	g6112	jg27850
OG0002095	g23012	jg8818
OG0002096	g41103	jg1360
OG0002097	g44068	jg1109
OG0002097	g27105	jg29392
OG0002098	g44142	jg898
OG0002098	g41008	jg927
OG0002099	g40988	jg885
OG0002100	g31483, g27249, g49897	jg29857
OG0002100	g1549	jg13148
OG0002101	g10506, g1611	jg13450
OG0002102	g12436	jg24718, jg24719
OG0002103	g40755	jg376
OG0002103	g7662	jg12854
OG0002104	g40798	jg482
OG0002104	g46645	jg12764
OG0002105	g31400	jg29727
OG0002105	g40856	jg579
OG0002107	g2134	jg15633
OG0002107	g37375	jg19371
OG0002108	g7519	jg24818
OG0002109	g5751	jg4050
OG0002110	g29838, g5743	jg4061
OG0002111	g5700	jg4163
OG0002112	g45411	jg4248
OG0002112	g7415, g12359	jg25012
OG0002113	g28373, g28340	jg17596
OG0002114	g23613	jg9674
OG0002115	g23671, g47607	jg9765
OG0002116	g39370	jg22385
OG0002116	g23680	jg9783
OG0002117	g45613, g32260	jg31249
OG0002118	g619	jg6473
OG0002118	g5365, g29430	jg4999
OG0002119	g29482	jg4903
OG0002119	g10034	jg6368
OG0002120	g496	jg6207
OG0002120	g5495	jg4703
OG0002121	g29632	jg4569
OG0002122	g24269	jg10885
OG0002123	g10981	jg20529
OG0002123	g17446	jg10678
OG0002124	g10983	jg20547
OG0002124	g47299	jg10665
OG0002125	g40506	jg20668
OG0002126	g40466	jg7782
OG0002126	g24023	jg10439
OG0002127	g40347	jg7468
OG0002127	g23872	jg10110
OG0002128	g40324	jg7412
OG0002128	g50665, g27787	jg31933
OG0002129	g40276	jg7318
OG0002129	g32729	jg32069
OG0002131	g39546	jg8007
OG0002131	g30788	jg28579
OG0002133	g47931	jg8773
OG0002134	g18238	jg8733
OG0002135	g47976	jg8656
OG0002136	g38546	jg16532
OG0002136	g18328	jg8353
OG0002137	g46699	jg12520
OG0002138	g37085	jg18535
OG0002139	g37045	jg32681
OG0002139	g11140	jg20966
OG0002141	g47017	jg11433
OG0002141	g6494	jg26655
OG0002142	g18755	jg16372
OG0002142	g37772	jg20219
OG0002143	g37767	jg20210
OG0002144	g37452, g38191	jg19569, jg19570
OG0002145	g37430	jg19506
OG0002145	g2046	jg15822
OG0002146	g3103	jg14205
OG0002146	g805	jg6085
OG0002147	g28776	jg22926, jg22925
OG0002149	g46985	jg14636
OG0002149	g319	jg23280
OG0002150	g2593	jg14875
OG0002150	g9668	jg23656
OG0002151	g18262	jg23714
OG0002151	g13956	jg28006
OG0002152	g49301	jg28441
OG0002153	g49304	jg28449
OG0002154	g39682	jg20784
OG0002154	g30843	jg28708
OG0002155	g39712	jg20833
OG0002156	g39752	jg26716
OG0002157	g39795, g37925	jg18306
OG0002157	g30918	jg28858
OG0002158	g23621, g47637	jg9684
OG0002159	g5059	jg5448
OG0002160	g7825, g12774	jg24185
OG0002161	g12594	jg1288
OG0002162	g6516	jg26612
OG0002162	g12504	jg24542
OG0002164	g12943	jg21548
OG0002164	g12475	jg24625
OG0002165	g29351	jg5162
OG0002166	g11267	jg15580
OG0002166	g51881	jg19297
OG0002167	g41209	jg19176
OG0002167	g37321	jg19175
OG0002168	g51549	jg18719
OG0002168	g19259	jg15147
OG0002169	g51729	jg19046
OG0002170	g46547	jg3677
OG0002171	g31640	jg30108
OG0002171	g44309	jg3656
OG0002172	g46536	jg3654
OG0002173	g46509, g31652	jg30132
OG0002173	g49972	jg3607
OG0002174	g46175, g44490	jg30453, jg3148
OG0002175	g46287	jg3317
OG0002175	g50161, g31957	jg30640
OG0002176	g32040	jg30817
OG0002176	g27522	jg30818
OG0002177	g50276	jg30859
OG0002177	g45900	jg2726
OG0002178	g32109	jg2662
OG0002179	g41650	jg2304, jg2301
OG0002179	g32254	jg31239
OG0002181	g23102, g23098, g25483	jg8916
OG0002182	g429, g9911	jg23069
OG0002183	g31458	jg29809
OG0002183	g10595	jg13276
OG0002184	g45501	jg31581
OG0002184	g49790	jg29633
OG0002185	g31345	jg29631
OG0002185	g27170	jg698
OG0002186	g53350	jg888
OG0002186	g27131	jg29503
OG0002187	g31215, g49701	jg29348
OG0002187	g12988	jg24772
OG0002188	g30937	jg28890, jg28894
OG0002189	g7385	jg25089
OG0002189	g29700	jg4355
OG0002190	g12363	jg25004
OG0002190	g29764	jg4233
OG0002191	g6701	jg26254
OG0002191	g630	jg6499, jg6500
OG0002192	g3318	jg14132
OG0002194	g12255, g13152	jg25258
OG0002195	g7239	jg25324
OG0002195	g54318	jg33710
OG0002196	g24403	jg11089
OG0002196	g6998	jg25740
OG0002197	g12048	jg25847
OG0002197	g36285, g42129	jg32900
OG0002198	g12024	jg25918
OG0002198	g36338	jg32940
OG0002199	g12020	jg25935
OG0002200	g14214, g6142	jg27651
OG0002201	g13719	jg27801
OG0002201	g14053	jg27802
OG0002202	g23013	jg27843, jg27842
OG0002203	g45429	jg4325, jg28056
OG0002204	g5970	jg28108
OG0002205	g28061	jg33144
OG0002206	g28069	jg33094, jg26065
OG0002207	g17613	jg11083
OG0002207	g24402	jg11082
OG0002209	g52248	jg19936
OG0002210	g23145	jg8926, jg8973
OG0002212	g34274, g35257, g48942	jg9936, jg17176
OG0002212	g25870	jg6759
OG0002213	g45073	jg1926, jg1929
OG0002213	g44110	jg1925
OG0002219	g13893	jg28179
OG0002219	g23494	jg9515
OG0002220	g23465	jg9485
OG0002220	g13810	jg28162
OG0002221	g13806	jg28146
OG0002222	g23270	jg9146
OG0002223	g23360	jg9301
OG0002224	g38364	jg16960
OG0002226	g18193	jg8962
OG0002226	g6158	jg27575
OG0002227	g23010	jg8814
OG0002228	g37134	jg18662
OG0002228	g32613	jg31889
OG0002229	g49929	jg29990
OG0002230	g1511, g1509	jg13008
OG0002231	g10630	jg13209
OG0002231	g49876	jg29819
OG0002232	g10592, g1582	jg13279
OG0002232	g49874	jg29810
OG0002234	g16885	jg12550
OG0002234	g10384	jg13685
OG0002235	g41854	jg2168, jg2169, jg2170
OG0002236	g16744	jg12191
OG0002237	g18056	jg1980
OG0002238	g40832	jg406
OG0002239	g44230	jg681
OG0002239	g31349	jg29644
OG0002240	g28624	jg22618
OG0002240	g47565	jg9865
OG0002241	g5815	jg3905
OG0002242	g12375	jg24955
OG0002243	g54325, g46597	jg3763
OG0002245	g1337	jg21786
OG0002246	g1314	jg20681, jg21868
OG0002247	g28356	jg21881
OG0002247	g47545	jg9921
OG0002248	g28479	jg22255
OG0002248	g23650	jg9728
OG0002249	g993, g39385, g28500	jg22331
OG0002250	g28534	jg22433
OG0002251	g23702	jg9812
OG0002252	g39303	jg22661
OG0002252	g47558	jg9885
OG0002253	g29376	jg5123, jg31250
OG0002254	g647	jg5802
OG0002254	g29398, g45590	jg5073
OG0002255	g29416	jg5040
OG0002256	g40571, g10975	jg20523
OG0002256	g17449	jg10686
OG0002257	g23963	jg10301
OG0002257	g47418	jg10302
OG0002258	g32495	jg31652
OG0002258	g27717	jg18605
OG0002259	g22937, g18249	jg8701
OG0002260	g17283	jg10259, jg32041, jg32044, jg13662
OG0002261	g22883	jg8639
OG0002262	g22849	jg8609
OG0002262	g50946	jg16786
OG0002264	g18338	jg8336
OG0002265	g16897	jg12495
OG0002265	g10355	jg13772
OG0002266	g37031	jg21021
OG0002267	g6478	jg26683
OG0002268	g6539	jg26579
OG0002268	g24531	jg11339
OG0002269	g6555, g13451, g11771	jg26546
OG0002270	g47050, g47064	jg11295, jg11294
OG0002271	g11837	jg26441
OG0002271	g24481	jg11225
OG0002272	g47110	jg26346
OG0002272	g24441	jg11151
OG0002273	g1884	jg16148
OG0002273	g52250	jg19939
OG0002274	g37539	jg19778
OG0002274	g1939	jg16063
OG0002275	g38225	jg19762
OG0002275	g18875	jg16048
OG0002276	g1950	jg16047
OG0002277	g18975	jg15806
OG0002277	g52045	jg19527
OG0002278	g2099	jg15752
OG0002278	g37403	jg19463
OG0002279	g44736	jg3883
OG0002279	g12765	jg24149
OG0002280	g3075	jg14242
OG0002280	g41343	jg6125
OG0002281	g3071	jg14247
OG0002281	g41340	jg6128
OG0002282	g28813	jg22973
OG0002282	g851	jg22975
OG0002283	g9718	jg23549
OG0002284	g30740	jg28466
OG0002284	g39488	jg8103
OG0002285	g45264	jg19788, jg16077
OG0002286	g39681	jg20780
OG0002287	g49504	jg28898
OG0002287	g39824	jg18256
OG0002288	g39863	jg18167
OG0002288	g26969	jg28969
OG0002289	g49564, g31068	jg29103, jg29100
OG0002290	g49688, g31120, g31121	jg29204
OG0002291	g47833	jg9078
OG0002291	g38293	jg17297
OG0002294	g5058	jg5449
OG0002294	g12680	jg24083
OG0002295	g29193	jg5469
OG0002296	g7840	jg24119
OG0002297	g29168, g5019	jg5509
OG0002297	g12668	jg24124
OG0002298	g3928, g4013, g4988	jg24191
OG0002299	g10122, g4804	jg6592
OG0002300	g10201	jg21556
OG0002301	g10219	jg21508
OG0002302	g51626	jg18853
OG0002302	g2364	jg15264
OG0002303	g27312, g31616	jg30063
OG0002304	g31644	jg30117
OG0002305	g44328	jg3613
OG0002305	g31650	jg30129
OG0002306	g31658	jg30149
OG0002306	g44343	jg3590
OG0002307	g31801, g27417	jg30396
OG0002308	g31965	jg30650
OG0002308	g46303	jg3329
OG0002309	g46375	jg3430
OG0002310	g50222	jg30755
OG0002310	g46385	jg3445
OG0002311	g50305	jg30957
OG0002311	g44706	jg2638
OG0002312	g45832	jg2628
OG0002313	g45777	jg2490
OG0002314	g32256	jg31242
OG0002314	g44890	jg2297
OG0002317	g47012, g49600	jg21247, jg21258, jg29152
OG0002318	g54372	jg33791, jg33790, jg33789
OG0002319	g49389	jg28588
OG0002320	g39466	jg8133
OG0002320	g30746, g49328	jg28493
OG0002321	g7306	jg25206
OG0002321	g29347	jg5167
OG0002323	g23906, g43676	jg17394
OG0002324	g45908	jg2735, jg2736, jg2737
OG0002325	g7257, g13155	jg25286
OG0002325	g36738	jg33770
OG0002326	g13173	jg25317
OG0002326	g36724	jg33723, jg33725
OG0002327	g28000	jg33596
OG0002327	g7164	jg25449
OG0002328	g12113	jg25615
OG0002329	g6884	jg25954
OG0002329	g54097	jg32958
OG0002330	g6877	jg25972
OG0002331	g6690	jg26283
OG0002331	g36507	jg33308
OG0002333	g14234	jg8911
OG0002333	g6154	jg27603
OG0002334	g23564	jg9608
OG0002335	g54255	jg33409
OG0002335	g7041	jg25657
OG0002336	g12099	jg25659
OG0002337	g19243	jg15157
OG0002337	g51559	jg18730
OG0002338	g2169	jg15578
OG0002338	g51877	jg19282
OG0002339	g38158	jg19419
OG0002339	g18999	jg15673
OG0002341	g25590	jg7710
OG0002344	g24657, g28567	jg22565
OG0002345	g32088	jg30953
OG0002348	g17045, g47668	jg9595
OG0002349	g17032	jg9577
OG0002349	g13851	jg28261
OG0002350	g47694	jg9521
OG0002351	g38398	jg16870
OG0002352	g38383	jg16919
OG0002352	g47774	jg9278
OG0002353	g23023	jg8837
OG0002354	g37140	jg18692
OG0002355	g43909	jg1497
OG0002356	g41055, g44032	jg1183
OG0002357	g2053	jg15813
OG0002357	g27120	jg29440
OG0002358	g49916, g31542	jg13002
OG0002358	g27282	jg29949
OG0002359	g27279	jg29934
OG0002360	g1521	jg13050
OG0002361	g10496	jg13467
OG0002362	g10468	jg13518
OG0002362	g16842	jg12659
OG0002363	g10444	jg13559
OG0002364	g42039	jg2006
OG0002364	g11052	jg1997
OG0002365	g18061	jg1811
OG0002365	g46853	jg12026
OG0002366	g31397, g49842	jg29714, jg591
OG0002367	g28557	jg22531
OG0002368	g19008, g2060	jg15700
OG0002370	g13037, g12404	jg24853
OG0002371	g45358	jg24916
OG0002371	g5726	jg8605, jg4094
OG0002372	g7400	jg25045
OG0002372	g45426	jg4289
OG0002373	g29658	jg4498
OG0002374	g23824	jg10015
OG0002374	g41151	jg21654
OG0002375	g28329	jg21792
OG0002376	g41207	jg21912
OG0002377	g17087	jg9706
OG0002378	g17102	jg9741
OG0002378	g28491	jg22302
OG0002379	g28590	jg9847
OG0002379	g1091	jg22583
OG0002380	g9741, g202	jg23491
OG0002381	g29573	jg4716
OG0002382	g9910	jg32405, jg23070
OG0002383	g43975	jg20485
OG0002383	g24183	jg10744
OG0002384	g11049	jg20702
OG0002385	g40475	jg7809
OG0002385	g17392	jg10461
OG0002387	g50951	jg16792
OG0002388	g22832	jg8588, jg16761
OG0002389	g18380	jg8282
OG0002390	g38001	jg18654
OG0002391	g40302, g25783, g42642	jg7374
OG0002392	g25537, g40473	jg10460, jg7806
OG0002393	g11684, g11678	jg26832
OG0002394	g24698	jg11528
OG0002395	g6459	jg11504
OG0002396	g47045	jg11342
OG0002397	g16834	jg12675
OG0002397	g1619	jg13477
OG0002398	g18758	jg16379
OG0002400	g37663	jg20043
OG0002400	g1824	jg16232
OG0002401	g52281	jg19978
OG0002401	g11169	jg16176
OG0002402	g38244	jg19947
OG0002403	g44561	jg3011
OG0002403	g31746	jg30327
OG0002404	g52120	jg19683
OG0002406	g28930	jg5913
OG0002406	g11551	jg13967
OG0002407	g11520	jg13992
OG0002408	g2995	jg14291
OG0002408	g41329	jg22994
OG0002409	g9733	jg23496
OG0002410	g2602	jg14845
OG0002410	g109	jg23621
OG0002411	g44592, g46020	jg2918
OG0002412	g26867	jg28446
OG0002412	g25370	jg8171
OG0002413	g25357	jg8206
OG0002413	g49311	jg28460
OG0002414	g30820	jg28653
OG0002414	g39629	jg7899
OG0002415	g30861	jg28735
OG0002416	g39724	jg20860
OG0002417	g30895	jg28816
OG0002418	g39822	jg18263
OG0002418	g49503	jg28895
OG0002419	g31023	jg29025
OG0002419	g39903	jg18100
OG0002420	g40076	jg17733
OG0002420	g53433	jg17735
OG0002421	g37802	jg17680
OG0002421	g40095	jg29189
OG0002422	g23659	jg22305
OG0002422	g47614	jg9743
OG0002423	g29241	jg24022, jg5382
OG0002424	g7877	jg24054
OG0002425	g7873	jg24061
OG0002426	g7868	jg24069
OG0002426	g29204	jg5429
OG0002427	g7835	jg24143
OG0002427	g45746	jg5536
OG0002428	g12617	jg24248
OG0002428	g29033	jg5658
OG0002430	g7544, g12417	jg24777
OG0002430	g7545	jg24776
OG0002431	g37319, g51779	jg19168
OG0002432	g51771	jg19159
OG0002433	g49953	jg30077
OG0002435	g46078	jg3003
OG0002435	g31757	jg30346
OG0002436	g32008	jg30728
OG0002436	g46364	jg3418
OG0002437	g50229	jg30778
OG0002437	g46407	jg3477
OG0002438	g32025	jg30790
OG0002439	g45962	jg2850
OG0002439	g27521	jg30814
OG0002440	g18712	jg14276, jg14275
OG0002441	g50277	jg30864
OG0002441	g44665	jg2722
OG0002442	g50300	jg30927
OG0002443	g44759	jg2529
OG0002444	g44816	jg2443
OG0002444	g32187	jg31145
OG0002445	g47547, g23762	jg9916
OG0002446	g23614	jg9675
OG0002447	g38322	jg17160
OG0002448	g2555	jg14928
OG0002448	g53842	jg32608
OG0002449	g49856, g31416	jg29750
OG0002450	g27021	jg29176
OG0002451	g31098, g49604	jg29164
OG0002451	g40047	jg17791
OG0002452	g27006	jg29090
OG0002453	g39602	jg7942
OG0002453	g49398	jg28622
OG0002454	g30809	jg28621
OG0002454	g39599	jg7945
OG0002455	g29152	jg5535, jg5532, jg5533
OG0002456	g29027	jg5633
OG0002456	g4937	jg5649
OG0002458	g19136, g2270	jg15410
OG0002459	g18625, g18624, g18616	jg23247, jg23245
OG0002460	g28726, g1184	jg22756
OG0002461	g2484	jg15019
OG0002462	g44396	jg3314
OG0002462	g50160	jg30636
OG0002463	g13625	jg3290
OG0002463	g31942, g27463	jg30599
OG0002464	g46140	jg3088
OG0002465	g49938	jg30024
OG0002466	g12206	jg25405
OG0002466	g54343	jg33650
OG0002467	g36668	jg33613, jg25441
OG0002468	g36608	jg33520
OG0002468	g7108	jg25546
OG0002469	g47133	jg11054
OG0002469	g12070	jg25764
OG0002470	g12047	jg25848
OG0002470	g13285	jg32901
OG0002472	g12032	jg32924
OG0002473	g12025	jg25917
OG0002473	g28101	jg32939
OG0002474	g13427	jg11257
OG0002475	g24527	jg11317
OG0002478	g54283	jg33527
OG0002479	g37101	jg18584
OG0002479	g18481	jg20409
OG0002480	g19025	jg15613
OG0002482	g40688	jg19717, jg20336
OG0002483	g36723	jg33722
OG0002484	g28560	jg22539, jg22536
OG0002488	g5387	jg27441
OG0002489	g41181, g41197, g11665	jg21905
OG0002494	g13840	jg28313
OG0002494	g17056	jg9617
OG0002495	g47681, g17023	jg9550, jg9551
OG0002496	g50880	jg16587
OG0002497	g28603	jg22602
OG0002497	g47784	jg9255
OG0002498	g23316	jg9243
OG0002499	g28878	jg14142
OG0002500	g23119	jg27561
OG0002501	g14176, g14135, g14163, g14125, g14116, g14184, g14155, g14132, g14170, g14149, g14152, g14157, g14187, g14142, g14137, g14166, g14178, g14172, g14145, g14189, g14162, g14115, g14119, g14175, g14134, g32547	jg31822
OG0002502	g27782	jg31909, jg18644
OG0002503	g31144	jg1521, jg29248
