Orthogroup	Cochlearia_excelsa	Brassica_oleracea
OG0002139	g11140	XP_013610748.1, XP_013600648.1
OG0002141	g47017	XP_013632287.1
OG0002141	g6494	XP_013627189.1, XP_013599430.1
OG0002142	g18755	XP_013602084.1, XP_013634510.1, XP_013616744.1
OG0002143	g37767	XP_013627089.1, XP_013635631.1
OG0002144	g52060, g52068, g37452, g38191	XP_013621990.1, XP_013621988.1
OG0002145	g37430	XP_013634380.1, XP_013634020.1
OG0002145	g2046	XP_013603947.1
OG0002146	g3103	XP_013623236.1
OG0002146	g805	XP_013612861.1, XP_013621630.1
OG0002147	g28776	XP_013623428.1, XP_013618251.1
OG0002149	g46985	XP_013603394.1, XP_013600604.1
OG0002149	g319	XP_013612552.1, XP_013622101.1
OG0002150	g2593	XP_013604687.1
OG0002151	g18262	XP_013613099.1, XP_013621687.1, XP_013598748.1
OG0002151	g13956	XP_013627148.1
OG0002152	g49301	XP_013585400.1, XP_013604695.1
OG0002153	g49304	XP_013638277.1
OG0002154	g39682	XP_013595759.1, XP_013607238.1
OG0002154	g30843	XP_013602057.1, XP_013600970.1
OG0002155	g39712	XP_013598234.1, XP_013621050.1
OG0002156	g51334	XP_013621828.1, XP_013631117.1
OG0002156	g39752	XP_013629134.1
OG0002157	g39795, g37925	XP_013634261.1
OG0002157	g30918	XP_013586641.1, XP_013605632.1
OG0002158	g23621	XP_013594121.1, XP_013600834.1
OG0002159	g5059	XP_013612903.1
OG0002160	g7825, g12774	XP_013584116.1
OG0002161	g12594	XP_013608205.1, XP_013617410.1, XP_013591668.1, XP_013613996.1
OG0002161	g7750, g12813	XP_013610550.1, XP_013596952.1
OG0002162	g6516	XP_013596060.1
OG0002162	g12504	XP_013584179.1
OG0002163	g7629	XP_013626847.1
OG0002164	g12475	XP_013630412.1, XP_013635530.1, XP_013635044.1, XP_013585692.1
OG0002165	g29351	XP_013621224.1, XP_013612480.1, XP_013625511.1
OG0002166	g11267	XP_013605482.1, XP_013588220.1
OG0002166	g51881	XP_013631871.1
OG0002167	g41209	XP_013635462.1, XP_013635234.1
OG0002167	g37321	XP_013635020.1, XP_013635261.1
OG0002168	g51549	XP_013637588.1, XP_013622415.1
OG0002168	g19259	XP_013636221.1
OG0002169	g19164, g51729	XP_013637093.1
OG0002169	g2306	XP_013605726.1
OG0002170	g46547	XP_013621397.1
OG0002171	g31640	XP_013604406.1, XP_013583777.1
OG0002171	g44309	XP_013592546.1
OG0002172	g46536	XP_013618639.1, XP_013588119.1
OG0002174	g46175, g44490	XP_013638349.1, XP_013592577.1, XP_013588196.1, XP_013619110.1
OG0002175	g46287	XP_013592799.1
OG0002175	g50161	XP_013599919.1, XP_013587668.1
OG0002176	g32040	XP_013586103.1, XP_013593686.1
OG0002176	g27522	XP_013599519.1
OG0002177	g50276	XP_013596711.1
OG0002177	g45900	XP_013590558.1
OG0002178	g32109	XP_013638685.1, XP_013600741.1
OG0002179	g41650	XP_013619794.1
OG0002179	g32254	XP_013584521.1, XP_013595635.1
OG0002181	g23098	XP_013595910.1, XP_013638716.1, XP_013589237.1
OG0002181	g25483	XP_013620702.1
OG0002182	g429, g9911	XP_013612917.1
OG0002183	g31458	XP_013599910.1, XP_013638203.1
OG0002183	g10595	XP_013616041.1
OG0002184	g45501	XP_013596767.1
OG0002184	g49790	XP_013584932.1
OG0002185	g31345	XP_013604773.1, XP_013604310.1
OG0002185	g27170	XP_013632177.1
OG0002186	g53350	XP_013606665.1
OG0002186	g27131	XP_013605666.1, XP_013605572.1
OG0002187	g31215, g49701	XP_013604208.1
OG0002187	g12988	XP_013587108.1
OG0002188	g26959, g45340, g4568	XP_013638699.1
OG0002188	g30937	XP_013630798.1
OG0002189	g7385	XP_013583635.1
OG0002189	g29700	XP_013625969.1
OG0002190	g12363	XP_013625945.1
OG0002190	g29764	XP_013609138.1, XP_013626904.1
OG0002191	g630	XP_013597224.1
OG0002192	g3318	XP_013622426.1
OG0002193	g692, g28962, g41413	XP_013606063.1
OG0002194	g12255, g13152	XP_013584547.1, XP_013627491.1
OG0002195	g7239	XP_013638431.1
OG0002195	g54318	XP_013592273.1
OG0002196	g24403	XP_013599925.1
OG0002196	g6998	XP_013609607.1
OG0002197	g12048	XP_013583295.1, XP_013613837.1
OG0002197	g36285, g42129	XP_013604739.1, XP_013588497.1
OG0002198	g12024	XP_013638081.1
OG0002198	g36338	XP_013588543.1
OG0002199	g12020	XP_013625556.1, XP_013635846.1
OG0002200	g14214, g6142	XP_013598395.1, XP_013596981.1
OG0002201	g13719	XP_013626606.1
OG0002201	g14053	XP_013624360.1, XP_013596612.1
OG0002202	g14044	XP_013629787.1, XP_013598682.1, XP_013612431.1
OG0002203	g45429	XP_013609531.1, XP_013625594.1, XP_013594014.1
OG0002204	g5970	XP_013596681.1
OG0002205	g28061	XP_013627197.1
OG0002205	g54161	XP_013588141.1, XP_013636335.1
OG0002206	g28069	XP_013592903.1, XP_013600292.1, XP_013638057.1
OG0002207	g17613	XP_013593519.1
OG0002207	g24402	XP_013603077.1, XP_013598619.1
OG0002209	g52248	XP_013632088.1, XP_013637233.1
OG0002210	g23145	XP_013627744.1
OG0002212	g34274, g35257, g48942	XP_013617285.1, XP_013610904.1
OG0002213	g45073	XP_013588416.1
OG0002219	g13893	XP_013593099.1
OG0002219	g23494	XP_013610124.1, XP_013595591.1, XP_013627920.1
OG0002220	g23465	XP_013598342.1, XP_013600242.1
OG0002220	g13810	XP_013599128.1
OG0002221	g17005	XP_013596632.1
OG0002221	g13806	XP_013587273.1
OG0002222	g23270	XP_013628463.1, XP_013583913.1
OG0002223	g23360	XP_013597725.1
OG0002224	g38364	XP_013637443.1, XP_013599493.1
OG0002224	g23318	XP_013597323.1
OG0002225	g47801, g23292	XP_013598037.1
OG0002226	g6158	XP_013597736.1, XP_013612605.1
OG0002228	g37134	XP_013631430.1
OG0002228	g32613	XP_013584023.1
OG0002229	g49929	XP_013599793.1, XP_013637888.1
OG0002230	g1511, g1509	XP_013621132.1, XP_013597634.1
OG0002231	g10630	XP_013613643.1
OG0002231	g49876	XP_013602246.1
OG0002232	g10592, g1582	XP_013621329.1, XP_013597888.1
OG0002232	g49874	XP_013585948.1
OG0002233	g10404	XP_013593371.1
OG0002234	g16885	XP_013631916.1
OG0002234	g10384	XP_013607214.1, XP_013599446.1
OG0002235	g41854	XP_013611959.1
OG0002236	g16744	XP_013633847.1
OG0002236	g45029	XP_013590151.1, XP_013616448.1
OG0002237	g18056	XP_013618858.1
OG0002238	g40832	XP_013610100.1, XP_013610223.1, XP_013615359.1
OG0002239	g31349	XP_013602659.1, XP_013602619.1, XP_013584717.1
OG0002240	g28624	XP_013610112.1
OG0002240	g47565	XP_013608097.1
OG0002241	g5815	XP_013611888.1
OG0002242	g12375	XP_013638779.1
OG0002243	g54325, g46597	XP_013597739.1, XP_013635510.1
OG0002245	g1337	XP_013593863.1, XP_013618350.1
OG0002246	g1314	XP_013627102.1
OG0002247	g28356	XP_013622362.1, XP_013612061.1
OG0002247	g47545	XP_013618608.1
OG0002248	g28479	XP_013616370.1, XP_013623669.1
OG0002248	g23650	XP_013620677.1, XP_013593295.1
OG0002249	g39385	XP_013621578.1, XP_013622470.1
OG0002249	g28500	XP_013611804.1
OG0002250	g28534	XP_013621082.1
OG0002251	g23702	XP_013596691.1, XP_013618879.1
OG0002252	g39303	XP_013621631.1, XP_013612023.1
OG0002252	g47558	XP_013599977.1
OG0002253	g29376	XP_013625181.1, XP_013611772.1, XP_013626509.1, XP_013584022.1
OG0002254	g647	XP_013625586.1
OG0002254	g45590	XP_013611524.1, XP_013622842.1, XP_013602050.1
OG0002255	g29416	XP_013616415.1, XP_013611637.1
OG0002256	g40571, g10975	XP_013593430.1
OG0002256	g17449	XP_013622244.1
OG0002257	g23963	XP_013593388.1
OG0002257	g47418	XP_013593386.1
OG0002258	g32495	XP_013600247.1, XP_013586980.1
OG0002258	g27717	XP_013633378.1, XP_013633391.1, XP_013615882.1
OG0002259	g22937	XP_013603612.1
OG0002260	g17283	XP_013595096.1, XP_013595095.1, XP_013597302.1
OG0002261	g22883	XP_013604460.1
OG0002262	g22849	XP_013595822.1, XP_013625230.1
OG0002262	g50946	XP_013634110.1
OG0002264	g18338	XP_013623056.1
OG0002265	g16897	XP_013633864.1
OG0002265	g10355	XP_013609576.1, XP_013597790.1
OG0002266	g37031	XP_013631230.1
OG0002267	g6478	XP_013604275.1, XP_013622750.1
OG0002268	g6539	XP_013596542.1, XP_013631944.1
OG0002268	g24531	XP_013634913.1
OG0002269	g6555, g13451, g11771	XP_013636218.1, XP_013625564.1, XP_013638497.1
OG0002271	g11837	XP_013607584.1
OG0002271	g24481	XP_013602806.1
OG0002272	g47110	XP_013622774.1
OG0002272	g24441	XP_013601643.1, XP_013597785.1
OG0002273	g1884	XP_013600409.1, XP_013591206.1
OG0002273	g52250	XP_013636956.1
OG0002274	g37539	XP_013635136.1, XP_013637610.1
OG0002274	g1939	XP_013631697.1
OG0002275	g38225	XP_013627865.1, XP_013633594.1
OG0002276	g1950	XP_013604805.1, XP_013631371.1
OG0002277	g18975	XP_013602809.1
OG0002277	g52045	XP_013634513.1
OG0002278	g2099	XP_013604868.1
OG0002278	g37403	XP_013629478.1, XP_013636658.1
OG0002279	g44736	XP_013614162.1, XP_013621748.1
OG0002279	g12765	XP_013621811.1
OG0002280	g3075	XP_013589985.1
OG0002280	g41343	XP_013620030.1
OG0002281	g3071	XP_013587455.1
OG0002281	g41340	XP_013625918.1, XP_013614229.1
OG0002282	g851	XP_013620078.1, XP_013610920.1
OG0002283	g9718	XP_013628759.1
OG0002284	g30740	XP_013600347.1, XP_013587354.1
OG0002284	g39488	XP_013612012.1
OG0002285	g45264	XP_013619452.1
OG0002286	g49433	XP_013638266.1
OG0002286	g39681	XP_013612703.1, XP_013616298.1
OG0002287	g49504	XP_013585640.1
OG0002287	g39824	XP_013635071.1, XP_013635557.1
OG0002288	g39863	XP_013625656.1
OG0002288	g26969	XP_013586793.1, XP_013599532.1
OG0002289	g49564, g31068	XP_013583870.1, XP_013600458.1, XP_013599856.1
OG0002290	g49688	XP_013604833.1, XP_013604374.1
OG0002290	g31120, g31121	XP_013638962.1
OG0002291	g47833	XP_013621736.1
OG0002291	g38293	XP_013637310.1
OG0002292	g29301	XP_013628764.1, XP_013614031.1, XP_013615658.1
OG0002293	g12743, g12694	XP_013629920.1
OG0002294	g5058	XP_013612904.1
OG0002294	g12680	XP_013625770.1
OG0002295	g29193	XP_013629350.1
OG0002296	g29171	XP_013611686.1
OG0002296	g7840	XP_013584978.1
OG0002297	g29168, g5019	XP_013625345.1, XP_013608858.1
OG0002297	g12668	XP_013584535.1
OG0002298	g3928, g4013, g4988	XP_013625357.1
OG0002299	g10122, g4804	XP_013618237.1, XP_013609602.1, XP_013595422.1
OG0002300	g10201	XP_013614017.1
OG0002300	g7628	XP_013585555.1
OG0002301	g10219	XP_013616173.1, XP_013598006.1
OG0002302	g51626	XP_013634320.1
OG0002302	g2364	XP_013600779.1
OG0002303	g31616	XP_013604857.1, XP_013585649.1
OG0002304	g31644	XP_013638772.1, XP_013600227.1
OG0002305	g44328	XP_013618714.1
OG0002305	g31650	XP_013586810.1
OG0002306	g31658	XP_013587498.1
OG0002306	g44343	XP_013588140.1, XP_013591728.1
OG0002307	g31801	XP_013602043.1
OG0002307	g27417	XP_013600635.1
OG0002308	g31965	XP_013587252.1, XP_013605565.1
OG0002308	g46303	XP_013588201.1
OG0002310	g50222	XP_013603640.1
OG0002310	g46385	XP_013620768.1
OG0002311	g50305	XP_013587416.1
OG0002311	g44706	XP_013589756.1, XP_013588253.1
OG0002312	g50315	XP_013584292.1
OG0002312	g45832	XP_013589760.1, XP_013590504.1
OG0002313	g45777	XP_013589842.1
OG0002314	g32256	XP_013628732.1, XP_013599080.1
OG0002314	g44890	XP_013619548.1, XP_013590883.1
OG0002315	g50965	XP_013605614.1
OG0002316	g49649	XP_013586294.1
OG0002318	g54372	XP_013590299.1
OG0002319	g26899	XP_013603379.1
OG0002319	g49389	XP_013584471.1, XP_013626895.1, XP_013603099.1
OG0002320	g39466	XP_013619650.1
OG0002320	g30746, g49328	XP_013637940.1
OG0002321	g7306	XP_013625722.1
OG0002321	g29347	XP_013606162.1, XP_013625509.1
OG0002322	g29734	XP_013615312.1
OG0002323	g43889	XP_013601681.1
OG0002323	g30766, g49314, g180	XP_013617939.1
OG0002323	g23906	XP_013632565.1
OG0002324	g45908	XP_013592898.1, XP_013599091.1, XP_013590069.1
OG0002325	g7257, g13155	XP_013623244.1, XP_013611002.1
OG0002325	g36738	XP_013587838.1
OG0002326	g13173	XP_013586433.1
OG0002326	g36724	XP_013621744.1
OG0002327	g28000	XP_013613488.1
OG0002327	g7164	XP_013584248.1
OG0002328	g12113	XP_013636339.1, XP_013585896.1
OG0002329	g6884	XP_013622044.1, XP_013638993.1
OG0002329	g54097	XP_013591061.1
OG0002331	g6690	XP_013638180.1
OG0002331	g36507	XP_013592032.1
OG0002333	g14234	XP_013591584.1
OG0002333	g6154	XP_013625952.1, XP_013595622.1
OG0002334	g23564	XP_013603954.1, XP_013597007.1, XP_013602959.1
OG0002335	g54255	XP_013592585.1, XP_013592403.1, XP_013627331.1
OG0002335	g7041	XP_013637995.1
OG0002336	g12099	XP_013637994.1
OG0002337	g19243	XP_013602637.1, XP_013595369.1, XP_013631410.1
OG0002338	g2169	XP_013605481.1, XP_013588646.1
OG0002338	g51877	XP_013636605.1
OG0002339	g38158	XP_013634180.1
OG0002339	g18999	XP_013602548.1
OG0002340	g19568	XP_013628149.1, XP_013624650.1
OG0002341	g25590	XP_013617476.1
OG0002342	g2993	XP_013608005.1
OG0002344	g24657, g28567	XP_013623858.1
OG0002348	g17045, g47668	XP_013603158.1
OG0002349	g17032	XP_013586327.1, XP_013604854.1
OG0002349	g13851	XP_013609660.1, XP_013593522.1
OG0002350	g5945, g13877	XP_013612765.1, XP_013599044.1
OG0002351	g38398	XP_013631565.1
OG0002351	g47753	XP_013599281.1
OG0002352	g38383	XP_013630883.1, XP_013604121.1
OG0002352	g47774	XP_013598988.1
OG0002353	g23023	XP_013623299.1, XP_013622567.1, XP_013595771.1, XP_013594263.1
OG0002354	g37140	XP_013629934.1, XP_013631604.1, XP_013636361.1
OG0002355	g43909	XP_013588871.1
OG0002356	g41055, g44032	XP_013612085.1, XP_013605022.1
OG0002357	g2053	XP_013605681.1
OG0002357	g31253	XP_013605472.1
OG0002358	g49916, g31542	XP_013638293.1, XP_013599843.1
OG0002358	g27282	XP_013600188.1
OG0002359	g27279	XP_013583942.1
OG0002361	g10496	XP_013616168.1, XP_013596134.1
OG0002362	g10468	XP_013596763.1, XP_013610634.1
OG0002362	g16842	XP_013634818.1
OG0002363	g10444	XP_013618574.1, XP_013610691.1, XP_013596226.1
OG0002364	g42039	XP_013614689.1, XP_013615351.1, XP_013616863.1
OG0002364	g11052	XP_013591326.1
OG0002365	g18061	XP_013618296.1
OG0002365	g46853	XP_013634300.1
OG0002366	g31397, g49842	XP_013637732.1, XP_013613987.1, XP_013614483.1
OG0002367	g28557	XP_013610774.1, XP_013621216.1
OG0002368	g19008, g2060	XP_013604446.1
OG0002369	g51922	XP_013634784.1
OG0002370	g13037, g12404	XP_013587628.1, XP_013590578.1
OG0002371	g45358	XP_013586028.1
OG0002371	g5726	XP_013622838.1
OG0002372	g7400	XP_013587095.1
OG0002372	g45426	XP_013606718.1
OG0002373	g29658	XP_013628862.1, XP_013638649.1
OG0002373	g13134	XP_013596121.1
OG0002374	g23824	XP_013599955.1, XP_013605654.1
OG0002374	g41151	XP_013625381.1
OG0002375	g28329	XP_013619787.1
OG0002376	g47550, g23760	XP_013596687.1
OG0002376	g41207	XP_013622163.1, XP_013613072.1
OG0002377	g17087	XP_013598475.1, XP_013600792.1
OG0002378	g17102	XP_013608489.1
OG0002378	g28491	XP_013620736.1, XP_013629160.1
OG0002379	g28590	XP_013602581.1, XP_013614200.1
OG0002379	g1091	XP_013606394.1
OG0002380	g9741, g202	XP_013620675.1
OG0002381	g29573	XP_013629316.1, XP_013613244.1
OG0002381	g280	XP_013625413.1
OG0002382	g9910	XP_013598288.1
OG0002383	g43975	XP_013620301.1
OG0002383	g24183	XP_013599052.1, XP_013596986.1
OG0002384	g11049	XP_013595858.1, XP_013609315.1
OG0002384	g24061	XP_013589220.1, XP_013626051.1
OG0002385	g17392	XP_013617915.1, XP_013621728.1
OG0002386	g25638, g25648	XP_013610186.1, XP_013626878.1
OG0002387	g50951	XP_013633600.1
OG0002388	g22832	XP_013593704.1, XP_013583391.1, XP_013602438.1
OG0002389	g18380	XP_013595222.1, XP_013601718.1
OG0002390	g38001	XP_013637331.1
OG0002391	g40302, g25783, g42642	XP_013607052.1, XP_013610090.1
OG0002392	g25537, g40473	XP_013630620.1, XP_013611464.1
OG0002393	g11684, g11678	XP_013597569.1, XP_013628446.1
OG0002394	g24698	XP_013600623.1
OG0002394	g11723	XP_013622973.1, XP_013593768.1
OG0002396	g47045	XP_013628850.1, XP_013637311.1
OG0002397	g16834	XP_013614270.1, XP_013633167.1
OG0002397	g1619	XP_013618520.1
OG0002398	g18758	XP_013591515.1, XP_013636062.1
OG0002399	g37748, g1745	XP_013590255.1
OG0002400	g37663	XP_013630919.1
OG0002400	g1824	XP_013600931.1, XP_013629577.1
OG0002401	g52281	XP_013636400.1
OG0002401	g11169	XP_013600084.1, XP_013589399.1
OG0002402	g38244	XP_013633899.1
OG0002403	g44561	XP_013590885.1
OG0002403	g31746	XP_013603333.1, XP_013602289.1
OG0002404	g52120	XP_013635724.1
OG0002405	g52015, g52012	XP_013636417.1
OG0002406	g28930	XP_013613307.1, XP_013616110.1
OG0002406	g11551	XP_013628713.1
OG0002408	g28825	XP_013616917.1
OG0002408	g41329	XP_013606685.1
OG0002409	g9733	XP_013619427.1
OG0002410	g2602	XP_013618919.1
OG0002410	g109	XP_013612577.1, XP_013629145.1
OG0002411	g44592	XP_013591675.1, XP_013588662.1, XP_013590425.1, XP_013613932.1
OG0002412	g26867	XP_013585831.1
OG0002412	g25370	XP_013628270.1, XP_013606767.1
OG0002413	g49311	XP_013604168.1, XP_013587076.1
OG0002414	g30820	XP_013586653.1
OG0002414	g39629	XP_013612308.1
OG0002415	g30861	XP_013584428.1, XP_013603508.1
OG0002416	g39724	XP_013609283.1
OG0002417	g30895	XP_013583751.1
OG0002418	g39822	XP_013635868.1
OG0002418	g49503	XP_013585745.1
OG0002419	g39903	XP_013633636.1, XP_013631359.1
OG0002420	g40076	XP_013625063.1
OG0002420	g53433	XP_013634922.1
OG0002421	g37802	XP_013630434.1
OG0002421	g40095	XP_013637871.1
OG0002422	g23659	XP_013595013.1, XP_013612702.1
OG0002422	g47614	XP_013597674.1
OG0002423	g29241	XP_013586124.1, XP_013628508.1, XP_013620598.1, XP_013611591.1
OG0002424	g7877	XP_013584598.1, XP_013583476.1
OG0002425	g7873	XP_013628318.1
OG0002425	g29213	XP_013618195.1
OG0002426	g7868	XP_013618547.1
OG0002426	g29204	XP_013612846.1
OG0002427	g7835	XP_013585485.1
OG0002427	g45746	XP_013606746.1
OG0002428	g12617	XP_013584749.1, XP_013619637.1
OG0002428	g29033	XP_013605964.1
OG0002429	g26997	XP_013601003.1, XP_013614906.1, XP_013591104.1
OG0002430	g7544, g12417	XP_013618076.1
OG0002430	g7545	XP_013615137.1
OG0002431	g37319, g51779	XP_013635362.1, XP_013628443.1
OG0002432	g38126	XP_013634785.1
OG0002432	g51771	XP_013634705.1, XP_013625899.1
OG0002433	g27327	XP_013600383.1, XP_013619862.1
OG0002433	g49953	XP_013583790.1
OG0002434	g44344, g46496	XP_013589980.1, XP_013591304.1
OG0002435	g46078	XP_013590000.1
OG0002435	g31757	XP_013583624.1
OG0002436	g32008	XP_013587638.1
OG0002436	g46364	XP_013587812.1
OG0002437	g50229	XP_013594719.1
OG0002437	g46407	XP_013591737.1, XP_013618458.1
OG0002438	g32025	XP_013584268.1, XP_013594133.1
OG0002439	g45962	XP_013592114.1, XP_013590349.1
OG0002439	g27521	XP_013602503.1
OG0002440	g18712	XP_013614775.1, XP_013614809.1, XP_013592240.1, XP_013591672.1, XP_013620676.1
OG0002441	g50277	XP_013598353.1
OG0002441	g44665	XP_013588277.1
OG0002442	g50300	XP_013595843.1, XP_013586909.1
OG0002443	g45798, g44759	XP_013588492.1
OG0002444	g44816	XP_013591667.1, XP_013591496.1
OG0002444	g32187	XP_013598222.1
OG0002445	g47547, g23762	XP_013602541.1, XP_013605425.1
OG0002446	g23614	XP_013595281.1, XP_013600928.1
OG0002446	g28429	XP_013606686.1
OG0002447	g16917	XP_013595925.1, XP_013629042.1
OG0002447	g38322	XP_013599740.1
OG0002448	g2555	XP_013589299.1, XP_013596898.1
OG0002448	g53842	XP_013603314.1
OG0002449	g49856, g31416	XP_013604463.1
OG0002450	g27021	XP_013605373.1, XP_013614525.1
OG0002451	g31098, g49604	XP_013638724.1
OG0002451	g40047	XP_013633873.1, XP_013631438.1
OG0002452	g27006	XP_013605571.1
OG0002453	g39602	XP_013619556.1
OG0002453	g49398	XP_013585209.1
OG0002454	g30809	XP_013584708.1, XP_013602914.1
OG0002454	g39599	XP_013629649.1
OG0002455	g29152	XP_013620486.1
OG0002456	g29027	XP_013614125.1
OG0002456	g4937	XP_013611359.1, XP_013610026.1
OG0002459	g18625, g18624, g18616	XP_013608620.1, XP_013608619.1
OG0002460	g28726, g1184	XP_013612467.1
OG0002461	g2484	XP_013603507.1
OG0002462	g44396	XP_013590044.1
OG0002462	g50160	XP_013599865.1, XP_013595362.1
OG0002463	g13625	XP_013588037.1
OG0002463	g31942, g27463	XP_013600137.1, XP_013584000.1
OG0002464	g46140	XP_013591380.1
OG0002464	g46130	XP_013619521.1
OG0002465	g49938, g27299	XP_013583805.1
OG0002466	g12206	XP_013638981.1, XP_013639549.1
OG0002466	g54343	XP_013588519.1
OG0002467	g36668	XP_013625228.1
OG0002468	g36608	XP_013592702.1
OG0002468	g7108	XP_013637854.1
OG0002469	g47133	XP_013601574.1
OG0002469	g12070	XP_013609497.1
OG0002470	g12047	XP_013621847.1
OG0002470	g13285	XP_013613842.1, XP_013587145.1
OG0002471	g12038	XP_013629647.1, XP_013609209.1
OG0002471	g54074	XP_013604895.1
OG0002472	g12032	XP_013604278.1
OG0002473	g12025	XP_013629927.1
OG0002473	g28101	XP_013603218.1
OG0002474	g13427	XP_013607476.1
OG0002475	g24527	XP_013605850.1, XP_013602174.1
OG0002477	g5906, g13852	XP_013597153.1, XP_013603978.1, XP_013610667.1
OG0002478	g54283	XP_013622211.1, XP_013592792.1, XP_013587918.1
OG0002479	g37101	XP_013622513.1
OG0002480	g38150	XP_013601985.1
OG0002480	g19025	XP_013635768.1, XP_013588190.1
OG0002482	g40688	XP_013616404.1, XP_013619693.1, XP_013595768.1
OG0002483	g36723	XP_013591013.1, XP_013627577.1, XP_013590971.1, XP_013624968.1, XP_013614725.1, XP_013625013.1, XP_013627906.1, XP_013624999.1
OG0002484	g28560	XP_013610587.1, XP_013619818.1
OG0002488	g5387	XP_013607510.1, XP_013589019.1
OG0002489	g41181, g41197, g11665	XP_013610805.1
OG0002494	g13840	XP_013614199.1
OG0002494	g17056	XP_013596064.1, XP_013638488.1
OG0002495	g47681, g17023	XP_013587618.1, XP_013588924.1
OG0002496	g50880	XP_013604789.1, XP_013634246.1
OG0002497	g47784	XP_013597783.1, XP_013628664.1
OG0002498	g23316	XP_013603983.1, XP_013599138.1
OG0002499	g28878	XP_013626804.1
OG0002500	g23119	XP_013625052.1, XP_013599447.1, XP_013607907.1
OG0002502	g27782	XP_013631968.1, XP_013633825.1
OG0002503	g31144	XP_013586820.1, XP_013605063.1
OG0002504	g31222	XP_013599835.1, XP_013587682.1
OG0002505	g44090	XP_013613147.1
OG0002506	g41026	XP_013612591.1
OG0002506	g31259	XP_013586313.1
OG0002507	g49906	XP_013620910.1
OG0002508	g49901	XP_013605525.1
OG0002510	g31414	XP_013587019.1, XP_013601058.1
OG0002510	g10556	XP_013613431.1, XP_013597644.1
OG0002511	g10360	XP_013584352.1, XP_013628504.1
OG0002512	g1940	XP_013631978.1
OG0002512	g54315	XP_013588736.1
OG0002513	g12360	XP_013589082.1, XP_013626880.1
OG0002513	g5653	XP_013627184.1
OG0002514	g12336	XP_013587708.1
OG0002515	g12317, g7368	XP_013628146.1, XP_013585713.1, XP_013616144.1
OG0002516	g23740	XP_013600199.1, XP_013599847.1, XP_013599860.1
OG0002517	g23612	XP_013601012.1
OG0002518	g39368	XP_013623060.1
OG0002518	g23682, g17125	XP_013614736.1, XP_013599294.1
OG0002519	g17126	XP_013608058.1, XP_013593804.1, XP_013605462.1
OG0002519	g1021	XP_013622213.1
OG0002520	g28536	XP_013625622.1, XP_013606338.1
OG0002520	g23686	XP_013583534.1
OG0002521	g5332	XP_013609274.1
OG0002522	g5452	XP_013609238.1
OG0002522	g234	XP_013609226.1
OG0002523	g17553	XP_013639821.1
OG0002525	g32992	XP_013588513.1, XP_013583806.1, XP_013599939.1
OG0002526	g50545	XP_013603404.1
OG0002526	g23785	XP_013590154.1
OG0002527	g51486	XP_013631856.1
OG0002527	g32506	XP_013638079.1
OG0002528	g13990	XP_013609057.1, XP_013627426.1
OG0002528	g47952	XP_013594360.1
OG0002529	g22866	XP_013593697.1
OG0002529	g38429	XP_013599923.1
OG0002530	g22822	XP_013597948.1, XP_013624794.1
OG0002531	g22763, g38497	XP_013637566.1
OG0002533	g18367	XP_013637055.1, XP_013593185.1
OG0002534	g25869	XP_013622396.1
OG0002535	g25681, g40383	XP_013621180.1, XP_013611664.1
OG0002536	g47424	XP_013629703.1
OG0002536	g25652	XP_013608718.1
OG0002537	g40422	XP_013608887.1
OG0002537	g30888	XP_013586852.1
OG0002538	g47035	XP_013603042.1, XP_013636581.1, XP_013605723.1
OG0002539	g47047	XP_013614139.1
OG0002539	g47046	XP_013599786.1
OG0002540	g24438	XP_013594244.1
OG0002542	g37647, g52297	XP_013633640.1
OG0002542	g1841	XP_013592197.1
OG0002543	g52276	XP_013637318.1, XP_013631938.1
OG0002543	g18688	XP_013599871.1
OG0002544	g1959	XP_013602802.1, XP_013592843.1
OG0002545	g52001	XP_013637461.1
OG0002545	g2090	XP_013600828.1
OG0002547	g18994	XP_013602544.1
OG0002547	g51994	XP_013633444.1
OG0002548	g51723	XP_013632489.1, XP_013637629.1
OG0002549	g51846	XP_013625878.1, XP_013633765.1
OG0002550	g28928	XP_013618546.1
OG0002551	g2870	XP_013630550.1
OG0002551	g28745	XP_013621627.1, XP_013628855.1, XP_013612675.1
OG0002552	g19427	XP_013603276.1, XP_013627473.1
OG0002553	g9662	XP_013597539.1
OG0002553	g2586	XP_013604172.1
OG0002554	g9636	XP_013598600.1, XP_013606540.1, XP_013606539.1
OG0002555	g26876, g30764	XP_013602107.1, XP_013638062.1
OG0002556	g39507	XP_013609880.1
OG0002556	g49357	XP_013586613.1, XP_013639068.1
OG0002557	g30962	XP_013602551.1
OG0002557	g51253	XP_013625126.1
OG0002558	g17106	XP_013600638.1
OG0002561	g29180, g5029	XP_013611059.1, XP_013628546.1, XP_013621970.1
OG0002562	g10159	XP_013597362.1
OG0002562	g7734	XP_013585908.1
OG0002563	g7724	XP_013594059.1, XP_013585524.1, XP_013585522.1
OG0002565	g19239	XP_013600454.1, XP_013614508.1
OG0002566	g38071	XP_013626485.1, XP_013630839.1
OG0002567	g31645, g27339	XP_013587699.1, XP_013587141.1
OG0002568	g46196	XP_013592674.1
OG0002568	g31867	XP_013587645.1
OG0002569	g44413	XP_013588319.1
OG0002569	g31917	XP_013587647.1, XP_013602101.1, XP_013596631.1
OG0002570	g27459	XP_013618187.1, XP_013614567.1
