Orthogroup	Cochlearia_excelsa	Alyssum_gmelinii
OG0002184	g45501	Ag004G314960
OG0002184	g49790	Ag004G315000, Ag004G314990
OG0002185	g31345	Ag004G314870
OG0002185	g27170	Ag004G378810
OG0002186	g53350	Ag004G373720
OG0002186	g27131	Ag004G312920
OG0002187	g31215, g49701	Ag004G310600
OG0002187	g12988	Ag006G534580, Ag005G478770
OG0002188	g30937	Ag004G304290, Ag004G304300, Ag004G304280
OG0002189	g7385	Ag005G473210
OG0002189	g29700	Ag006G501930
OG0002190	g12363	Ag005G474790
OG0002190	g29764	Ag006G499120
OG0002191	g6701	Ag005G443170, Ag005G444380
OG0002191	g630	Ag008G719900
OG0002192	g3318	Ag008G715980, Ag008G715950
OG0002193	g692, g28962, g41413	Ag008G718560
OG0002194	g12255, g13152	Ag005G470260
OG0002195	g7239	Ag005G469440
OG0002195	g54318	Ag001G001510
OG0002196	g24403	Ag001G030380, Ag001G031560
OG0002196	g6998	Ag005G460090
OG0002197	g12048	Ag005G457930
OG0002197	g36285, g42129	Ag001G026610
OG0002198	g12024	Ag005G456430
OG0002198	g36338	Ag001G024720
OG0002199	g12020	Ag005G455920
OG0002201	g13719	Ag005G417000
OG0002201	g14053	Ag008G701480
OG0002202	g23013	Ag003G285290
OG0002203	g45429	Ag006G501170, Ag005G409390
OG0002205	g54161	Ag001G016270, Ag001G016280, Ag001G016300
OG0002206	g28069	Ag001G018170, Ag005G450710
OG0002207	g17613	Ag001G030350, Ag001G031530
OG0002207	g24402	Ag001G031520, Ag001G030340
OG0002209	g52248	Ag002G201700
OG0002210	g23145	Ag003G273930
OG0002211	g17941, g17936, g17938, g17942, g17937, g17939, g51028, g5896	Ag005G403950
OG0002212	g34274, g35257, g48942	Ag005G413120
OG0002219	g13893, g23494	Ag005G404760
OG0002220	g23465	Ag003G258300
OG0002221	g17005	Ag003G257870
OG0002221	g13806	Ag005G405720
OG0002223	g23360	Ag003G267520
OG0002224	g23318	Ag003G269840
OG0002225	g47801, g23292	Ag003G272230
OG0002226	g18193	Ag003G273570
OG0002228	g37134	Ag002G163270
OG0002228	g32613	Ag007G578180
OG0002229	g49929	Ag004G322380
OG0002230	g1511, g1509	Ag008G660030
OG0002231	g10630	Ag008G663390
OG0002231	g49876	Ag004G318350, Ag005G435690
OG0002232	g10592	Ag008G665600
OG0002232	g49874	Ag004G318230
OG0002233	g10404	Ag005G468410
OG0002234	g16885	Ag007G649170
OG0002235	g41854	Ag004G358150
OG0002236	g16744	Ag007G645560
OG0002237	g18056	Ag004G360480
OG0002238	g40832	Ag004G399800
OG0002239	g44230	Ag004G379650
OG0002239	g31349	Ag004G315170
OG0002240	g28624	Ag008G701930
OG0002241	g5815	Ag006G491980
OG0002242	g12375	Ag005G475860
OG0002243	g54325, g46597	Ag003G207950
OG0002247	g28356	Ag008G681150
OG0002247	g47545	Ag007G585930
OG0002248	g28479	Ag001G057710
OG0002249	g39385	Ag008G694500
OG0002250	g28534	Ag008G696750
OG0002252	g39303	Ag008G703840
OG0002253	g29376	Ag007G610430
OG0002254	g647	Ag008G719560
OG0002254	g29398, g45590	Ag007G609380
OG0002255	g29416	Ag007G608860
OG0002256	g40571, g10975	Ag002G104780
OG0002256	g17449	Ag006G572960
OG0002257	g23963	Ag006G531390, Ag006G553070
OG0002257	g47418	Ag006G553280
OG0002258	g32495	Ag007G579950
OG0002259	g22937, g18249	Ag003G288500
OG0002260	g17283	Ag006G551580
OG0002261	g22883	Ag003G289780
OG0002262	g22849	Ag003G290870
OG0002264	g18338	Ag003G296590
OG0002265	g16897	Ag007G648260
OG0002266	g37031	Ag002G157450
OG0002267	g6478	Ag005G431380
OG0002268	g6539	Ag005G435300
OG0002268	g24531	Ag001G036850
OG0002269	g13451, g11771	Ag005G436320
OG0002270	g47050, g47064	Ag001G036140
OG0002271	g11837	Ag005G439310
OG0002271	g24481	Ag001G034450
OG0002272	g47110	Ag005G441470
OG0002272	g24441	Ag001G033440
OG0002273	g1884	Ag001G093740
OG0002273	g52250	Ag002G201730
OG0002274	g37539	Ag002G199100
OG0002274	g1939	Ag001G092060
OG0002275	g38225	Ag002G198740
OG0002276	g1950	Ag001G091780
OG0002277	g18975	Ag001G085670
OG0002277	g52045	Ag002G193390
OG0002278	g2099	Ag001G084770
OG0002278	g37403	Ag002G192320
OG0002279	g44736	Ag006G491590
OG0002279	g12765	Ag005G488000
OG0002280	g41343	Ag008G713610
OG0002281	g3071, g41340	Ag008G713470
OG0002282	g852, g28813, g851	Ag008G711540
OG0002283	g9718	Ag008G732880
OG0002284	g30740	Ag004G298240
OG0002284	g39488	Ag006G516520
OG0002285	g45264	Ag004G301270, Ag004G301300
OG0002286	g49433	Ag004G301680, Ag004G301690
OG0002286	g39681	Ag007G586820
OG0002287	g49504	Ag004G304350
OG0002288	g39863	Ag007G591530
OG0002288	g26969	Ag004G305300
OG0002289	g49564, g31068	Ag004G307080, Ag004G307060
OG0002290	g31120, g31121	Ag004G308510
OG0002291	g47833	Ag003G277310
OG0002292	g29301	Ag001G100440
OG0002293	g12743, g12694	Ag005G490090
OG0002294	g5058	Ag007G621630
OG0002294	g12680	Ag005G489070
OG0002295	g29193	Ag007G622340
OG0002296	g7840	Ag005G488370
OG0002297	g29168, g5019	Ag007G623710
OG0002297	g12668	Ag005G488250, Ag007G600970
OG0002298	g4988	Ag005G487350
OG0002301	g7618, g10219	Ag005G480660
OG0002302	g51626	Ag002G170820
OG0002302	g2364	Ag001G072410
OG0002303	g31616	Ag004G323620
OG0002304	g31644	Ag004G324850
OG0002305	g44328	Ag003G211890
OG0002305	g31650	Ag004G325000
OG0002306	g31658	Ag004G325380
OG0002306	g44343	Ag003G212170
OG0002307	g31801, g27417	Ag004G330590
OG0002308	g31965	Ag004G336030
OG0002308	g46303	Ag003G219710
OG0002309	g46375	Ag003G217030
OG0002310	g50222	Ag004G338350
OG0002310	g46385	Ag003G216320
OG0002311	g44706	Ag004G345710
OG0002312	g45832	Ag004G346130
OG0002313	g45777	Ag004G350240
OG0002314	g44890	Ag004G355490
OG0002315	g50965	Ag006G524190
OG0002316	g49649	Ag004G309160
OG0002318	g54372	Ag001G000390
OG0002319	g26899	Ag004G299790
OG0002320	g30746, g49328	Ag004G298470
OG0002321	g7306	Ag005G471160
OG0002321	g29347	Ag007G611970
OG0002322	g29734	Ag006G500250
OG0002324	g45908	Ag004G343340
OG0002326	g13173	Ag005G469510
OG0002326	g36724	Ag001G001320
OG0002327	g28000	Ag001G004940
OG0002327	g7164	Ag005G465820
OG0002328	g12113	Ag005G462880, Ag005G453820, Ag003G243530
OG0002329	g6884	Ag005G455270
OG0002329	g54097	Ag001G024300
OG0002330	g6877	Ag005G454800
OG0002331	g6690	Ag005G442720, Ag005G443960
OG0002331	g36507	Ag001G010930
OG0002333	g14234	Ag003G281670
OG0002333	g6154	Ag005G419110
OG0002334	g23564	Ag002G182150, Ag006G495200, Ag003G253810
OG0002335	g54255	Ag001G009020
OG0002335	g7041	Ag005G461830
OG0002336	g12099	Ag005G461810
OG0002337	g19243	Ag001G068750
OG0002337	g51559	Ag002G165360
OG0002338	g2169	Ag003G231450, Ag001G080570
OG0002338	g51877	Ag002G186110
OG0002339	g38158	Ag002G190670
OG0002339	g18999	Ag001G101470, Ag005G428560, Ag001G083670
OG0002340	g19568	Ag004G340790, Ag004G340470, Ag004G342110, Ag004G340440, Ag001G057010, Ag001G056920, Ag001G056950, Ag001G056970, Ag001G055700
OG0002341	g25590	Ag002G139920
OG0002342	g2993	Ag006G540560
OG0002348	g17045, g47668	Ag003G254070
OG0002349	g17032	Ag003G254760
OG0002349	g13851	Ag005G403550
OG0002350	g47694	Ag003G256620
OG0002350	g5945, g13877	Ag005G404670
OG0002351	g47753	Ag003G263270, Ag003G263710
OG0002352	g38383	Ag006G528040
OG0002352	g47774	Ag003G268280
OG0002353	g23023	Ag003G284180
OG0002354	g50595, g37140	Ag007G579190
OG0002356	g41055, g44032	Ag004G368010
OG0002357	g2053	Ag001G085770
OG0002357	g27120	Ag004G311980
OG0002358	g27282	Ag004G321200
OG0002359	g27279	Ag004G320930
OG0002360	g1521	Ag004G336290
OG0002361	g10496	Ag008G669120
OG0002362	g10468	Ag008G670510, Ag006G562590
OG0002364	g42039	Ag002G170530, Ag002G170540
OG0002364	g11052	Ag004G360830
OG0002365	g18061	Ag004G363820
OG0002366	g31397, g49842	Ag004G316240, Ag004G382510
OG0002367	g28557	Ag008G699520
OG0002368	g19008, g2060	Ag001G082980
OG0002369	g51922	Ag002G187750
OG0002370	g13037, g12404	Ag005G477720
OG0002371	g45358	Ag005G476280
OG0002371	g5726	Ag006G495690
OG0002372	g7400	Ag005G474170
OG0002372	g45426	Ag006G500380
OG0002373	g13134	Ag005G471690
OG0002374	g23824	Ag007G620210
OG0002375	g28329	Ag008G679550, Ag008G679540
OG0002376	g47550, g23760	Ag007G585640
OG0002377	g17087	Ag003G251680
OG0002378	g17102	Ag003G251160
OG0002378	g28491	Ag008G693750
OG0002379	g28590	Ag008G700750, Ag006G518520
OG0002380	g9741, g202	Ag008G731890
OG0002381	g29573	Ag007G601720
OG0002381	g280	Ag008G729780
OG0002382	g9910	Ag008G725630
OG0002383	g43975	Ag002G110980, Ag002G107420
OG0002383	g24183	Ag006G574680
OG0002384	g11049, g24061	Ag006G561240, Ag002G126750
OG0002385	g40475	Ag002G130200
OG0002385	g17392	Ag006G563650
OG0002386	g25638, g25648	Ag002G141820
OG0002387	g22853, g50951	Ag003G290750
OG0002388	g22832	Ag003G291240
OG0002389	g18380	Ag003G297070
OG0002390	g38001	Ag002G163110
OG0002392	g25537, g40473	Ag006G563660, Ag002G130140
OG0002393	g11684, g11678	Ag005G427760
OG0002394	g11723	Ag005G430500, Ag005G430470
OG0002395	g6459	Ag001G038770
OG0002396	g47045	Ag001G036880
OG0002397	g16834	Ag007G653670, Ag003G246580
OG0002397	g1619	Ag008G669670
OG0002398	g18758	Ag001G098450
OG0002400	g37663	Ag002G203430
OG0002400	g1824	Ag001G095260
OG0002401	g52281	Ag002G202590
OG0002401	g11169	Ag001G094240
OG0002402	g38244	Ag002G201810
OG0002403	g44561	Ag003G234840
OG0002403	g31746	Ag004G329240
OG0002404	g52120	Ag002G197160
OG0002405	g38173	Ag002G191820, Ag002G191870, Ag002G191900
OG0002406	g28930	Ag008G717780
OG0002406	g11551	Ag008G673980
OG0002407	g736, g11520	Ag008G717250, Ag008G717270
OG0002408	g28825, g2995, g41329	Ag008G712320
OG0002409	g9733	Ag008G731960, Ag008G731980, Ag008G731950, Ag008G731990
OG0002410	g109	Ag008G733900
OG0002411	g44592	Ag003G238420
OG0002412	g26867	Ag004G297790
OG0002412	g25370	Ag006G516920
OG0002413	g25357	Ag006G517610
OG0002413	g49311	Ag004G298100
OG0002414	g30820	Ag004G300720
OG0002414	g39629	Ag007G599400
OG0002415	g30861	Ag004G302150
OG0002416	g39724	Ag007G587810
OG0002417	g30895	Ag004G303170
OG0002418	g39822	Ag007G590210
OG0002418	g49503	Ag004G304310
OG0002419	g31023	Ag004G305880
OG0002419	g39903	Ag007G592240
OG0002420	g40076	Ag007G596370
OG0002420	g53433	Ag007G596360
OG0002421	g37802	Ag007G596780
OG0002421	g40095	Ag004G308280
OG0002422	g23659	Ag008G693800, Ag006G543100, Ag006G543090, Ag006G544490
OG0002423	g29241	Ag005G489930, Ag007G619150
OG0002424	g7877	Ag005G488910, Ag005G489490
OG0002425	g7873	Ag005G489330, Ag001G091130
OG0002425	g29213	Ag007G620230
OG0002426	g7868	Ag005G489190
OG0002426	g29204	Ag007G621000
OG0002427	g7835	Ag005G488080
OG0002427	g45746	Ag007G624320
OG0002428	g12617	Ag005G486380
OG0002428	g29033	Ag007G628670
OG0002429	g26997	Ag004G306340, Ag004G306350, Ag004G306410
OG0002430	g7544, g12417	Ag005G478720
OG0002430	g7545	Ag005G478740
OG0002431	g37319, g51779	Ag002G181760
OG0002432	g38126	Ag002G181140, Ag002G181310
OG0002433	g27327	Ag003G209630
OG0002433	g49953	Ag004G324060
OG0002435	g46078	Ag003G235170
OG0002435	g31757	Ag004G329540
OG0002436	g32008	Ag004G337820
OG0002436	g46364	Ag003G218020
OG0002437	g50229	Ag004G338660
OG0002437	g46407	Ag003G215160
OG0002438	g32025	Ag004G339010
OG0002439	g45962	Ag003G240440
OG0002439	g27521	Ag004G339710
OG0002440	g18712	Ag007G589250, Ag001G099080
OG0002441	g50277	Ag004G341220
OG0002441	g44665	Ag004G343640
OG0002442	g50300	Ag003G242300
OG0002443	g44759	Ag004G364920, Ag001G075730, Ag004G348970
OG0002444	g44816	Ag004G351440
OG0002444	g32187	Ag003G247960
OG0002445	g47547, g23762	Ag007G585710
OG0002446	g23614	Ag003G252510
OG0002446	g28429	Ag008G686830
OG0002447	g16917	Ag003G278680, Ag006G506870, Ag005G449290
OG0002448	g2555	Ag001G061560
OG0002449	g49856, g31416	Ag004G317030
OG0002450	g27366, g19011	Ag001G073630, Ag001G073640
OG0002450	g27021	Ag004G308040
OG0002451	g31098, g49604	Ag004G307850
OG0002451	g40047	Ag007G595910
OG0002452	g27006	Ag004G306830
OG0002453	g39602	Ag006G509810
OG0002453	g49398	Ag004G300240
OG0002454	g30809	Ag004G300210
OG0002454	g39599	Ag006G509940
OG0002455	g29152	Ag007G624220, Ag007G600320, Ag007G624300
OG0002456	g29027	Ag007G628360
OG0002456	g4937	Ag007G628520
OG0002458	g19136, g2270	Ag001G076070, Ag001G076090
OG0002459	g18625, g18624, g18616	Ag008G728580
OG0002460	g28726, g1184	Ag008G705900
OG0002462	g44396	Ag003G220110
OG0002463	g13625	Ag003G221680
OG0002463	g31942, g27463	Ag004G334560
OG0002464	g46140	Ag003G231550
OG0002465	g49938, g27299	Ag004G322930
OG0002466	g12206	Ag005G467810
OG0002466	g54343	Ag001G003600
OG0002468	g36608	Ag001G006760
OG0002468	g7108	Ag005G464290
OG0002469	g47133	Ag001G029810, Ag001G031040
OG0002469	g12070	Ag005G459800
OG0002470	g12047	Ag005G457920
OG0002470	g13285	Ag001G026600
OG0002471	g12038	Ag005G457370
OG0002471	g54074	Ag001G025600
OG0002472	g12032	Ag001G025440
OG0002473	g12025	Ag005G456440
OG0002473	g28101	Ag001G024790
OG0002475	g24527	Ag001G036570
OG0002477	g5906, g13852	Ag005G403450
OG0002478	g54283	Ag001G006560
OG0002479	g37101	Ag002G161220
OG0002479	g18481	Ag002G117330
OG0002480	g38150	Ag002G188170
OG0002482	g40688	Ag002G113820, Ag002G113650, Ag002G121600, Ag002G121650, Ag005G418640
OG0002483	g36723	Ag002G172310
OG0002484	g28560	Ag002G190890, Ag002G190850
OG0002487	g43646	Ag004G384320, Ag004G384350, Ag004G384270
OG0002488	g5387	Ag005G482890
OG0002494	g17056	Ag003G253690
OG0002496	g50880	Ag006G521690
OG0002497	g28603	Ag008G701470
OG0002497	g47784	Ag003G269460
OG0002498	g23316	Ag003G269850
OG0002500	g23119	Ag003G280910
OG0002502	g27782	Ag008G660650, Ag007G628590
OG0002503	g31144	Ag004G309070
OG0002504	g31222	Ag004G310760
OG0002505	g44090	Ag004G369490
OG0002506	g41026	Ag004G371470
OG0002506	g31259	Ag004G312160
OG0002507	g49906	Ag004G320770, Ag006G517830
OG0002508	g1534	Ag005G477690
OG0002508	g49901	Ag004G319440
OG0002510	g31414	Ag004G317010
OG0002511	g10360	Ag001G070200, Ag001G061040
OG0002512	g1940	Ag001G092040
OG0002512	g54315	Ag001G001300
OG0002513	g12360	Ag005G474690
OG0002513	g5653	Ag006G499350
OG0002514	g12336	Ag005G473900
OG0002515	g12317, g7368	Ag005G472490
OG0002516	g23740	Ag007G585490
OG0002516	g47555	Ag007G585510
OG0002517	g23612	Ag003G252570
OG0002518	g23682, g17125	Ag003G250500
OG0002519	g17126, g1021	Ag003G250460
OG0002520	g28536	Ag008G696960
OG0002521	g29412, g45584	Ag007G608920, Ag007G608890, Ag007G608910
OG0002522	g5452	Ag007G602560
OG0002522	g234	Ag008G731150
OG0002523	g17553	Ag006G577660
OG0002524	g40392	Ag002G143870, Ag002G144360
OG0002525	g32992	Ag006G535150
OG0002526	g50545	Ag007G580450
OG0002526	g23785	Ag007G586250
OG0002527	g51486	Ag002G162040
OG0002527	g32506	Ag007G579770
OG0002528	g13990	Ag005G415160
OG0002528	g47952	Ag003G287860
OG0002529	g22866	Ag003G290690, Ag001G017030
OG0002529	g38429	Ag006G523970
OG0002530	g22822	Ag003G291600
OG0002531	g22763	Ag003G293270
OG0002533	g18367	Ag003G296930
OG0002535	g25681, g40383	Ag002G143230
OG0002536	g47424	Ag006G552760
OG0002536	g25652	Ag002G141570
OG0002537	g40422	Ag002G140850
OG0002537	g30888	Ag004G303260
OG0002538	g47035	Ag001G037830
OG0002539	g47047	Ag001G036710
OG0002539	g47046	Ag001G036720
OG0002540	g24438	Ag001G033510
OG0002542	g37647, g52297	Ag002G203040
OG0002542	g1841	Ag001G094990
OG0002543	g52276	Ag002G202530
OG0002543	g18688	Ag001G094110
OG0002544	g52133	Ag002G198350
OG0002544	g1959	Ag001G091540
OG0002545	g52001	Ag002G191470
OG0002545	g2090	Ag001G084600
OG0002546	g38169	Ag002G192370, Ag002G192350
OG0002547	g18994	Ag001G083950
OG0002547	g51994	Ag002G190820
OG0002548	g51723	Ag002G176690
OG0002550	g28928	Ag008G717730, Ag002G190770, Ag001G021780, Ag008G717690
OG0002551	g2870	Ag001G052070
OG0002553	g9662	Ag008G734640
OG0002554	g9636	Ag001G100050
OG0002555	g26876, g30764	Ag004G298730
OG0002556	g39507	Ag006G514230, Ag006G545690
OG0002556	g49357	Ag004G298880
OG0002557	g30962	Ag004G304940
OG0002557	g51253	Ag007G591080
OG0002558	g17106	Ag003G251050
OG0002559	g29293	Ag007G615170
OG0002561	g29180, g5029	Ag007G623080
OG0002562	g10159	Ag007G637760
OG0002562	g7734	Ag005G484720
OG0002565	g2411	Ag001G069170
OG0002567	g31645, g27339	Ag004G324860
OG0002568	g46196	Ag003G226430
OG0002568	g31867	Ag004G332460
OG0002569	g44413	Ag003G222490
OG0002569	g31917	Ag004G334090
OG0002570	g27459, g31920, g46256	Ag003G222230
OG0002571	g44395	Ag003G220060
OG0002571	g27479, g31956	Ag004G335580
OG0002572	g31999	Ag004G337450
OG0002573	g45829	Ag004G346180
OG0002573	g50321	Ag003G243110
OG0002574	g44818	Ag004G351450
OG0002575	g15801	Ag004G321090
OG0002577	g49563	Ag004G306990
OG0002578	g30994	Ag004G305450
OG0002579	g30975	Ag004G305160
OG0002580	g51282	Ag007G590160
OG0002580	g30935	Ag004G304170, Ag004G304160
OG0002581	g49351	Ag004G298800
OG0002582	g51466	Ag002G186080
OG0002583	g19395	Ag008G693110
OG0002583	g553	Ag008G722000
OG0002584	g2803	Ag001G053020
OG0002584	g1223	Ag008G706760
OG0002585	g28757	Ag008G709510
OG0002586	g41516, g18017	Ag004G352030
OG0002587	g50096	Ag004G332590
OG0002587	g46205	Ag003G226110
OG0002588	g46134	Ag003G231660
OG0002589	g31714	Ag004G327580
OG0002589	g46015	Ag003G238700
OG0002590	g12201	Ag005G467450
OG0002591	g36711, g54321	Ag001G016720, Ag001G002320
OG0002592	g36685	Ag001G003650
OG0002592	g7192	Ag005G467560
OG0002593	g54278	Ag001G007300
OG0002593	g13237	Ag005G463500
OG0002594	g54271	Ag001G007750, Ag005G463010, Ag006G549780, Ag002G112380
OG0002595	g7043, g13253	Ag005G461850
OG0002596	g7000	Ag005G460250, Ag005G454600
OG0002596	g17615	Ag001G031690, Ag001G030540
OG0002597	g6956	Ag005G458740
OG0002597	g36277	Ag001G027310
OG0002598	g13295	Ag005G456770
OG0002599	g13398, g6611, g6623	Ag005G440580, Ag005G440620
OG0002600	g45810, g36026, g37948	Ag003G236450
OG0002601	g38326	Ag006G550970
OG0002601	g23269	Ag003G279070
OG0002602	g12252	Ag005G469990
OG0002603	g13374	Ag005G444170, Ag005G442890
OG0002604	g28081	Ag007G588860, Ag003G261990, Ag003G262340
OG0002605	g11261	Ag001G081580
OG0002607	g18857, g1932	Ag001G092240, Ag001G092210, Ag001G092200, Ag001G092230, Ag001G092330, Ag001G092280
OG0002610	g17505	Ag008G703650, Ag008G703690, Ag008G703720, Ag008G703670, Ag006G576820
OG0002610	g40605	Ag002G108710, Ag002G112330, Ag002G112230
OG0002611	g38110	Ag002G178330
OG0002611	g50972	Ag002G178450
OG0002612	g47814	Ag003G279400
OG0002613	g47994	Ag004G301430, Ag004G301440, Ag004G301390
OG0002614	g10544	Ag008G667480
OG0002614	g31408	Ag004G316750
OG0002615	g50221, g27507	Ag004G338140
OG0002616	g47331, g16145	Ag007G581870, Ag006G505180
OG0002618	g9802	Ag008G730190
OG0002622	g17024, g23530	Ag003G255280
OG0002623	g23358, g47763	Ag003G267640
OG0002624	g23241	Ag003G278100
OG0002626	g23085	Ag003G281940
OG0002627	g23076	Ag003G282170
OG0002629	g51497	Ag002G162350
OG0002629	g32519	Ag007G579610
OG0002630	g32552	Ag007G578610
OG0002631	g17561, g24313	Ag001G101560
OG0002632	g41111	Ag004G366600
OG0002632	g31172	Ag004G309630, Ag001G083910, Ag004G395070
OG0002633	g41081	Ag002G191280, Ag006G564620, Ag004G367360
OG0002633	g31205	Ag004G310470
OG0002634	g44057	Ag004G369090
OG0002634	g31236	Ag004G311210
OG0002635	g31317, g27156	Ag004G313950
OG0002636	g31548	Ag004G321280
OG0002637	g31490	Ag004G319430
OG0002639	g10531, g16607	Ag008G667870
OG0002642	g44918	Ag004G356460
OG0002643	g46778	Ag007G646080
OG0002643	g44986	Ag004G358820
OG0002644	g23623	Ag003G252310
OG0002645	g28623	Ag008G701890
OG0002645	g23725	Ag003G249220
OG0002646	g13072	Ag006G497220
OG0002646	g7441	Ag005G475820
OG0002649	g19663, g39221	Ag005G480610
OG0002650	g28477	Ag008G689490
OG0002651	g964	Ag008G693340
OG0002652	g13933	Ag005G408870
OG0002653	g29472	Ag007G605960
OG0002653	g10040	Ag008G721390
OG0002654	g29493	Ag007G605080
OG0002655	g5430, g29523	Ag007G604090
OG0002656	g216	Ag008G731530
OG0002657	g17502	Ag006G576110
OG0002657	g24464	Ag001G033900
OG0002658	g24040	Ag006G562640
OG0002658	g24039	Ag006G562680
OG0002659	g47415	Ag006G553310
OG0002659	g40417	Ag002G141160
OG0002660	g40405	Ag002G142420
OG0002660	g47428	Ag006G552110
OG0002661	g23892	Ag006G548180, Ag006G546490
OG0002661	g40368	Ag002G145840
OG0002662	g50771	Ag006G534950
OG0002662	g25851	Ag002G156060, Ag002G153510
OG0002663	g32316	Ag007G583690
OG0002664	g22979	Ag003G286160, Ag003G286170, Ag003G286140
OG0002665	g22952	Ag004G393380, Ag003G287910
OG0002665	g6031	Ag005G413070, Ag005G413510
OG0002666	g47968, g22923	Ag003G288780, Ag003G288810, Ag003G288760
OG0002667	g22917	Ag003G288990
OG0002667	g6010	Ag005G410990
OG0002668	g18266, g22874	Ag003G290130, Ag003G290180, Ag003G290150
OG0002669	g22810	Ag005G446620
OG0002673	g40246	Ag002G153140, Ag002G155800, Ag004G321190
OG0002674	g25634, g25644, g25647, g25637, g25646	Ag002G142020
OG0002675	g47365	Ag006G564010, Ag002G130110
OG0002676	g13523	Ag005G426920
OG0002678	g24655	Ag001G038520
OG0002679	g6554, g11770	Ag005G436190
OG0002680	g13450	Ag005G436570
OG0002681	g37662	Ag002G203420
OG0002681	g50779	Ag001G095220
OG0002682	g37489, g52111	Ag002G196570
OG0002683	g38175	Ag002G192880
OG0002684	g37398	Ag002G191430
OG0002685	g7527	Ag005G478350
OG0002686	g5704	Ag006G497200
OG0002686	g29212	Ag007G620320
OG0002687	g2988	Ag003G278210
OG0002687	g28816	Ag008G711700
OG0002688	g2913	Ag001G051010
OG0002688	g1300	Ag008G710570
OG0002690	g28747	Ag008G709190
OG0002691	g19424	Ag001G057150
OG0002691	g296	Ag008G729520
OG0002692	g25364	Ag006G517290
OG0002692	g49307, g49305	Ag004G297870
OG0002693	g39624, g25489	Ag007G599460
OG0002694	g39672, g11058	Ag007G586620
OG0002695	g30954	Ag004G304820
OG0002696	g49584	Ag004G307550
OG0002698	g12649	Ag005G487860
OG0002698	g29137	Ag007G625240
OG0002699	g12771	Ag005G487790
OG0002700	g7802	Ag005G486370
OG0002701	g7608	Ag005G480350
OG0002702	g2167	Ag001G080680
OG0002702	g51882	Ag002G186550
OG0002703	g32449	Ag007G580890, Ag005G412790
OG0002704	g38055	Ag002G170810
OG0002704	g2363	Ag001G072420
OG0002705	g2302	Ag001G074810
OG0002706	g44321	Ag003G211550
OG0002706	g49968	Ag004G324880
OG0002707	g46062	Ag003G236430
OG0002707	g31741	Ag004G328740
OG0002708	g46197	Ag003G226350
OG0002708	g31869	Ag004G332470
OG0002709	g44376	Ag003G219290
OG0002709	g31984	Ag004G336630
OG0002710	g50263	Ag004G340810
OG0002710	g44654	Ag004G343040
OG0002711	g50311, g32082	Ag003G242850
OG0002712	g32191	Ag004G351640
OG0002714	g27293	Ag004G322590
OG0002716	g27116	Ag004G311790
OG0002716	g27111	Ag004G311770
OG0002717	g29197, g29196	Ag007G622150
OG0002718	g29141	Ag007G625000
OG0002719	g18082, g18081	Ag008G721890, Ag008G721870
OG0002720	g2515, g2514	Ag001G059860, Ag001G063340, Ag001G063290
OG0002722	g46930	Ag004G349750
OG0002723	g46417	Ag003G215030
OG0002724	g44400	Ag004G335100
OG0002724	g46270	Ag003G220660
OG0002725	g7259	Ag005G469920
OG0002725	g7260	Ag005G469930
OG0002726	g7080	Ag005G463760
OG0002727	g7028	Ag005G461510
OG0002728	g6824, g11972	Ag005G450800
OG0002729	g11906	Ag005G445840
OG0002729	g36468	Ag001G012750, Ag001G012760
OG0002730	g11859, g6631, g6632	Ag005G441030
OG0002731	g13423	Ag005G438390, Ag001G034870
OG0002733	g36385	Ag001G021100
OG0002734	g51456	Ag002G160910
OG0002735	g19203	Ag001G072400
OG0002736	g51687	Ag002G174880
OG0002736	g2310	Ag001G074410
OG0002737	g2145	Ag001G081570
OG0002738	g10853	Ag002G123510, Ag002G123500, Ag004G335260, Ag001G015690, Ag002G174930, Ag002G123520
OG0002739	g9681	Ag008G734130
OG0002740	g18904	Ag001G090060
OG0002741	g44835	Ag001G083430
OG0002742	g33469, g33452, g4390, g43761, g44275, g3219, g27834, g24449	Ag003G266550
OG0002743	g23166	Ag003G275750
OG0002744	g27110	Ag004G311650, Ag004G311720, Ag004G311680, Ag004G311710
OG0002745	g27169	Ag004G314670, Ag004G314690
OG0002747	g13249	Ag005G462130, Ag005G461930
OG0002748	g29545	Ag007G603290
OG0002753	g23558	Ag003G253900
OG0002754	g47690	Ag005G402790, Ag003G256170
OG0002755	g51026	Ag003G270880
OG0002757	g6141	Ag003G281990
OG0002759	g32514	Ag007G579620
OG0002760	g25860	Ag007G598690
OG0002762	g31325	Ag004G314240
OG0002763	g31563	Ag004G322020
OG0002764	g27247, g49890	Ag004G318710
OG0002765	g10524	Ag008G668440
OG0002766	g45005, g18119	Ag004G359670
OG0002767	g40850	Ag004G383870
OG0002767	g31403	Ag004G316670
OG0002768	g1078	Ag008G699880
OG0002769	g13044	Ag005G477190
OG0002771	g183	Ag008G732420
OG0002772	g267	Ag008G730320
OG0002772	g5471	Ag007G602080
OG0002773	g29627	Ag006G508470
OG0002773	g407	Ag008G726200
OG0002774	g11021, g40519	Ag002G102200
OG0002775	g24077	Ag006G559340
OG0002776	g24004, g47380	Ag005G431060
OG0002777	g23980	Ag006G567590
OG0002778	g23913	Ag006G568970, Ag006G551820, Ag006G564240, Ag006G564280, Ag006G564210, Ag004G370470, Ag006G564190
OG0002780	g35931, g35932, g35930, g53697	Ag006G534280
