Orthogroup	Cochlearia_excelsa	Camelina_sativa
OG0004103	g12307	XP_010464915.1, XP_010498165.1, XP_010486852.1
OG0004104	g28358	XP_010482557.1, XP_010442726.1, XP_010444324.1
OG0004106	g39400, g973	XP_019095937.1, XP_010443053.1, XP_010448624.1
OG0004107	g37584	XP_010471161.1
OG0004108	g1058, g28551	XP_010450833.1, XP_019098680.1, XP_010443272.1, XP_010483096.1
OG0004109	g29448	XP_010453171.1, XP_010419684.1, XP_010491847.1
OG0004110	g29547	XP_010422946.1, XP_010491615.1, XP_010422945.1, XP_010452975.1, XP_010491616.1
OG0004111	g45496	XP_010423119.1, XP_010491452.1, XP_019089997.1
OG0004112	g9897	XP_010485273.1, XP_010457389.1
OG0004113	g47275	XP_010434520.1, XP_010439840.1, XP_010496238.1
OG0004114	g24177	XP_010496244.1, XP_010434515.1, XP_019087253.1, XP_010439837.1
OG0004115	g47284, g24160	XP_010436491.1, XP_010439813.1, XP_010449469.1
OG0004116	g47353	XP_010439560.1, XP_010434265.1, XP_019086234.1, XP_010449149.1, XP_010434264.1
OG0004117	g24031	XP_019087374.1
OG0004117	g47369	XP_019087373.1, XP_010449102.1, XP_010434210.1
OG0004118	g17851, g23989	XP_019087793.1, XP_010434140.1
OG0004119	g40285	XP_019098519.1
OG0004120	g47363, g17394	XP_010439519.1, XP_010434236.1, XP_010449115.1
OG0004121	g28172, g35943, g53793	XP_010479037.1, XP_010500132.1
OG0004122	g53741, g28200, g28203	XP_010479021.1, XP_010461415.1, XP_010500117.1
OG0004123	g50498	XP_010499433.1, XP_010478273.1, XP_010460686.1
OG0004124	g32494	XP_010480777.1, XP_010501677.1, XP_010460890.1, XP_010424543.1, XP_010456874.1, XP_010468673.1
OG0004125	g22912	XP_010432153.1, XP_010446762.2, XP_019087278.1
OG0004126	g37190, g51612	XP_010442533.1
OG0004127	g38477	XP_010446642.1, XP_010437201.1, XP_019086135.1
OG0004127	g25574, g25572, g38454	XP_019083743.1, XP_010429244.1
OG0004128	g18353	XP_010431792.1, XP_010446363.1, XP_010436949.1
OG0004129	g26049	XP_019089138.1
OG0004129	g49582	XP_019085595.1
OG0004129	g49580	XP_010475530.1, XP_010457957.1
OG0004130	g10378	XP_010502910.1, XP_019102225.1
OG0004132	g37964	XP_010413828.1, XP_010509851.1, XP_010469445.1, XP_010478983.1, XP_010500219.1, XP_010463181.1
OG0004133	g37050	XP_010480278.1, XP_010415010.1, XP_010511304.1, XP_010494256.1, XP_010442098.1
OG0004134	g36266	XP_010461578.1, XP_010479186.1
OG0004135	g23863	XP_010433842.1
OG0004136	g25671	XP_010455636.1, XP_010422172.1, XP_010433838.1
OG0004137	g40687, g10897	XP_010494936.1, XP_010481361.1, XP_010441495.1
OG0004139	g16795	XP_010436855.1, XP_010447200.1, XP_010441284.1
OG0004140	g37727	XP_010413104.1, XP_010413103.1, XP_010507892.1, XP_010518439.1, XP_010506777.1, XP_010497708.1
OG0004141	g50810, g37708	XP_010506728.1, XP_010506727.1, XP_019101143.1
OG0004142	g52161	XP_010506334.1, XP_010518013.1, XP_019101187.1, XP_010508324.1, XP_019100621.1, XP_010518014.1
OG0004143	g38218, g52124	XP_010517944.1, XP_010506256.1, XP_010508393.1
OG0004144	g37474	XP_019099799.1, XP_010517840.1, XP_010508503.1
OG0004144	g52092	XP_019099801.1, XP_010413026.1
OG0004145	g52088, g37468	XP_010517832.1, XP_010508514.1
OG0004147	g745	XP_010454419.1, XP_010493218.1
OG0004148	g28885	XP_010421000.1, XP_019084224.1, XP_019097154.1, XP_019090732.1
OG0004150	g28798	XP_010455988.1, XP_010483656.1, XP_010443800.1
OG0004151	g39259, g1234	XP_010443644.1, XP_010454531.1, XP_019095975.1
OG0004152	g251, g9785	XP_010484182.1, XP_010461417.1, XP_010444341.1
OG0004153	g25350	XP_010456304.1, XP_019084143.1, XP_010426821.1
OG0004154	g45262	XP_010466797.1, XP_010422752.1, XP_010427969.1
OG0004155	g25404	XP_010428025.1, XP_010456184.1, XP_010422744.1
OG0004156	g39583	XP_010422602.1, XP_010456043.1, XP_010429564.1
OG0004157	g25467	XP_010422597.1, XP_010429608.1
OG0004157	g35875	XP_010495119.1
OG0004158	g39714	XP_010490763.1, XP_010452157.1, XP_010423793.1, XP_010441992.1, XP_019095993.1, XP_010495648.1
OG0004159	g30862	XP_010457463.1, XP_010483317.1, XP_010475075.1
OG0004160	g39821, g51280	XP_010414055.1, XP_010510121.1, XP_010469645.1
OG0004161	g51272	XP_019101382.1, XP_010414068.1, XP_010469657.1
OG0004162	g39911	XP_010414262.1, XP_019093993.1, XP_010510352.1, XP_010510353.1, XP_010510351.1
OG0004163	g39915	XP_010469857.1, XP_010414270.1, XP_010510366.1
OG0004164	g5558, g37895	XP_010510387.1, XP_010469878.1, XP_010414286.1
OG0004165	g40017	XP_010510533.1, XP_010414439.1
OG0004165	g49565	XP_010487520.1, XP_010475509.1
OG0004166	g38289	XP_019093388.1, XP_010417412.1, XP_010429647.1, XP_010514743.1, XP_010427122.1, XP_010503058.1, XP_010507158.1
OG0004167	g50103, g31546, g25051, g24456, g23643	XP_010438640.1, XP_010433384.1, XP_010448156.1
OG0004168	g45656	XP_010453546.1, XP_010492231.1, XP_010420058.1
OG0004169	g12660	XP_010489652.1, XP_010463755.1, XP_010506301.1
OG0004170	g7800, g12615	XP_010516945.1, XP_010485768.1, XP_010463866.1
OG0004172	g7721, g12837	XP_010485898.1, XP_010421939.1, XP_010464003.1
OG0004173	g7726	XP_010463985.1, XP_010485886.1, XP_010420731.1
OG0004174	g7583, g12974, g12438	XP_010486321.1, XP_010454009.1, XP_010464388.1
OG0004175	g51907	XP_010505786.1, XP_010517476.1, XP_010508855.1
OG0004176	g51666, g38086	XP_010509278.1, XP_019100485.1, XP_010517051.1, XP_010509277.1
OG0004178	g49964	XP_010459162.1, XP_010476730.1, XP_010497732.1
OG0004179	g50060	XP_010459551.1, XP_010477100.1, XP_019091386.1, XP_010498304.1, XP_010477101.1
OG0004180	g31897	XP_019090104.1
OG0004181	g27467	XP_019099113.1, XP_010477321.1, XP_010462808.1
OG0004182	g45969	XP_010415930.1, XP_010415928.1, XP_010471226.1, XP_010415926.1, XP_010418543.1, XP_010415927.1, XP_010428058.1, XP_010477523.1, XP_010498745.1
OG0004183	g17205, g23828	XP_010439010.1, XP_019086023.1, XP_010448547.1
OG0004184	g23823	XP_010448533.1, XP_010438986.1, XP_010433738.1
OG0004185	g23817	XP_010438962.1, XP_010448512.1, XP_010433719.1
OG0004186	g40244	XP_010435849.1, XP_010450766.1, XP_019088599.1, XP_010421821.1, XP_010455314.1, XP_010436038.1
OG0004187	g17181, g23790	XP_010433682.1, XP_010451202.1, XP_010448472.1, XP_010438923.1
OG0004188	g1307	XP_010444156.1, XP_019091131.1, XP_010446043.1, XP_010485065.1
OG0004189	g31415	XP_010458730.1, XP_010494757.1, XP_010476271.1
OG0004189	g10557	XP_010514320.1, XP_010425377.1
OG0004190	g31390, g49824	XP_010476225.1, XP_010494315.1
OG0004193	g45718, g3836	XP_010453763.1, XP_010420284.1, XP_010492488.1, XP_019087630.1, XP_010485077.1
OG0004194	g5053	XP_010420318.1, XP_010453788.1, XP_010492514.1
OG0004195	g4996	XP_010492673.1
OG0004196	g10128, g51931, g51929, g51936, g4791	XP_019097552.1, XP_010455083.1, XP_019084210.1
OG0004197	g5574, g5570, g2956	XP_010423267.1, XP_010452648.1, XP_010491300.1
OG0004198	g10087	XP_010493845.1, XP_010421450.1, XP_010454934.1
OG0004199	g41629	XP_010447464.1, XP_010432794.1, XP_019088325.1
OG0004200	g18571	XP_019098023.1, XP_019090566.1, XP_019097769.1, XP_019097224.1, XP_019083921.1
OG0004202	g441	XP_010443915.1, XP_010483759.1
OG0004202	g9929	XP_010456891.1
OG0004203	g9856, g356	XP_019094284.1, XP_019099506.1, XP_019091638.1
OG0004204	g9850, g344	XP_019093636.1, XP_010444111.1, XP_010483976.1
OG0004205	g1198	XP_010503534.1, XP_010412644.1, XP_010426391.1, XP_010443595.1, XP_010453909.1, XP_010483456.1
OG0004206	g19394	XP_010515308.1, XP_010503616.1, XP_010426472.1
OG0004207	g2944	XP_010514891.1, XP_010425990.1
OG0004208	g46093	XP_019093043.1, XP_019090245.1
OG0004209	g45927	XP_010471159.1, XP_010427981.1, XP_010415855.1, XP_010415854.1, XP_019098576.1
OG0004210	g45934, g44642	XP_010471175.1, XP_010415874.1, XP_010427998.1
OG0004211	g45968, g19479	XP_010428060.1, XP_010415924.1, XP_010471227.1
OG0004212	g46387	XP_010471973.1, XP_010416732.1, XP_010428861.1
OG0004213	g44541	XP_019085311.1, XP_010474333.1, XP_010416273.1
OG0004214	g46053	XP_010428233.1, XP_010471381.1, XP_010416114.1
OG0004216	g46556	XP_010429916.1, XP_010472882.1, XP_010419382.1, XP_010417669.1
OG0004217	g7289	XP_019092212.1, XP_010499376.1
OG0004218	g13233	XP_010465483.1, XP_010487352.1, XP_010502759.1
OG0004219	g7073	XP_010503141.1, XP_010487381.1, XP_010465525.1
OG0004220	g7046	XP_010465597.1, XP_010503650.1, XP_010487443.1
OG0004222	g12017, g6891	XP_010506541.1, XP_010465904.1, XP_010487734.1
OG0004223	g13327	XP_010466030.1, XP_019092850.1, XP_010466033.1, XP_019092851.1, XP_010487827.1, XP_010507341.1
OG0004224	g6815, g11961	XP_010507592.1, XP_019092816.1, XP_010487862.1
OG0004225	g6789, g11956	XP_010487903.1, XP_010507810.1, XP_010466108.1
OG0004226	g11877, g6687	XP_010509827.1, XP_010466338.1, XP_019096984.1
OG0004227	g11858, g6630	XP_010466427.1, XP_010488190.1, XP_010510504.1
OG0004228	g13396, g6629	XP_010510513.1, XP_010466428.1, XP_010488191.1
OG0004229	g4714	XP_010488241.1
OG0004229	g6594	XP_010466496.2, XP_010466497.1
OG0004229	g11832, g11831	XP_010466499.1, XP_010511117.1, XP_010488243.1
OG0004230	g4678, g6590, g13422	XP_019092653.1, XP_019083273.1, XP_019096432.1
OG0004231	g13441, g11787	XP_010466578.1, XP_010511795.1, XP_010490045.2
OG0004232	g11753	XP_010466706.1, XP_010488433.1, XP_010512630.1, XP_010488431.1
OG0004233	g6505, g13475	XP_010488453.1, XP_010466734.1, XP_010512882.1
OG0004234	g6035	XP_010489436.1, XP_010413277.1, XP_010467591.1
OG0004235	g5975, g13925, g53828	XP_019092665.1, XP_010489457.1, XP_019093947.1, XP_019084721.1, XP_019095705.1, XP_019084716.1
OG0004237	g25108	XP_010450440.1
OG0004239	g54361, g36735	XP_019099542.1, XP_019094988.1, XP_010462437.1
OG0004240	g36681	XP_019098710.1, XP_010479987.1, XP_010462312.1, XP_010501069.1
OG0004241	g36663, g54304	XP_010479953.1, XP_010501036.1, XP_010462282.1
OG0004242	g54291	XP_010479898.1, XP_010500986.1, XP_010462230.1
OG0004243	g36614	XP_010479874.1, XP_010500958.1, XP_010462200.1
OG0004244	g36493	XP_010497890.1
OG0004245	g28099, g45806	XP_010514485.1, XP_010425553.1, XP_010502782.1
OG0004246	g54052	XP_010456326.1, XP_010479235.1, XP_010483679.1, XP_010500339.1, XP_010483678.1, XP_010461624.1
OG0004247	g51470	XP_010516639.1, XP_010509705.1, XP_010504961.1
OG0004248	g12936, g12481	XP_010486185.1, XP_010468047.1, XP_010464249.1, XP_010500154.1, XP_010463219.1, XP_010443175.1
OG0004249	g10094	XP_010454953.1, XP_010493862.1, XP_010424335.1
OG0004250	g44291	XP_010417698.1, XP_010429945.1, XP_010472914.1
OG0004251	g11242, g18988, g2091	XP_010504666.1, XP_010427610.1, XP_010516354.1
OG0004252	g37437	XP_010516435.1, XP_010507502.2, XP_010427692.1
OG0004253	g18714	XP_010413523.1, XP_010512409.1, XP_010469149.1, XP_010449746.1, XP_019083554.1, XP_010415079.1
OG0004254	g11165, g1834	XP_010423448.1, XP_010452470.1, XP_010491096.1, XP_010413372.1, XP_010469116.1, XP_010512522.1
OG0004255	g36017	XP_010512617.1, XP_010413290.1, XP_010468968.1
OG0004257	g52102	XP_010456495.1
OG0004257	g37249	XP_010419444.1, XP_019100711.1, XP_019100785.1, XP_010507711.1, XP_010413023.1
OG0004259	g27619, g18122, g54158	XP_010482812.1, XP_010474340.1
OG0004260	g39453	XP_010427067.1, XP_010456281.1, XP_010419591.1
OG0004261	g13604	XP_019089452.1
OG0004263	g38443	XP_010429265.1, XP_010429264.1, XP_010472318.1
OG0004265	g50439	XP_010460551.1, XP_010501622.1, XP_010478138.1
OG0004275	g47688, g23511	XP_010447900.1, XP_010438361.1, XP_010433147.1
OG0004276	g18202, g23107	XP_010425197.1, XP_010514171.1, XP_010502429.1, XP_010467738.1, XP_010489450.1, XP_010414943.1
OG0004277	g47737, g23424	XP_010433014.1, XP_010438203.1, XP_010447751.1
OG0004278	g47768, g16962	XP_010432902.1, XP_010438079.1, XP_010447616.1
OG0004279	g23331	XP_010432870.1, XP_010447564.1, XP_010438047.1
OG0004280	g47839	XP_010432597.1, XP_010447269.1, XP_010437789.1
OG0004281	g47860, g23141	XP_010447167.1, XP_010437687.1, XP_010432485.1
OG0004282	g18209, g23074	XP_010447053.1, XP_010432394.1, XP_010437587.1
OG0004283	g23021	XP_010432316.1, XP_010437509.1, XP_010446966.1
OG0004284	g27750	XP_010480800.1, XP_010499677.1, XP_010460954.1, XP_010499678.1, XP_010478576.1
OG0004285	g27775	XP_010461038.1, XP_010499766.1
OG0004286	g41123	XP_010414960.1, XP_010480221.1, XP_010511252.1, XP_010511253.1, XP_010480222.1
OG0004287	g10806	XP_010424880.1, XP_010513852.1, XP_010502111.1
OG0004288	g10702, g1523	XP_010514040.1, XP_010425041.1, XP_010502279.1
OG0004289	g10626	XP_010514176.1, XP_010425204.1, XP_010502434.1
OG0004290	g10507	XP_010425464.1, XP_010514415.1
OG0004291	g6500	XP_010494963.1, XP_010441475.1, XP_010481341.1
OG0004292	g10414	XP_010497663.1, XP_010514549.1, XP_010502846.1
OG0004294	g52056	XP_010506079.1, XP_010508562.1, XP_010517776.1
OG0004295	g37381	XP_010517607.1, XP_010505884.1, XP_010508748.1
OG0004296	g7448	XP_010480268.1, XP_010486587.1, XP_010464666.1
OG0004297	g12329	XP_010486770.1, XP_010487129.1, XP_010464823.1
OG0004298	g12308, g7349	XP_010486851.1, XP_010464885.1, XP_010498154.1
OG0004299	g41158, g28297, g1365	XP_010482394.1, XP_010442418.1, XP_010442565.1
OG0004300	g28327	XP_010442607.1, XP_010442753.1, XP_010482456.1
OG0004301	g28328	XP_010442612.1, XP_019095713.1, XP_010443022.1
OG0004302	g41171	XP_010442667.1, XP_010482497.1, XP_010443466.1, XP_010485059.1, XP_010482495.1
OG0004303	g23692	XP_010448260.1, XP_010438741.1, XP_010433491.1
OG0004304	g39285, g1142	XP_010483358.1, XP_010443509.1, XP_010453037.1
OG0004305	g10098, g18531	XP_010454969.1, XP_010493880.1
OG0004306	g5270, g29354	XP_010453418.1, XP_010419923.1, XP_019097844.1
OG0004307	g29424, g5343	XP_010491938.1, XP_010453249.1, XP_010419769.1, XP_010461048.1, XP_010478653.1, XP_010499775.1
OG0004309	g29585	XP_010452832.1, XP_010424724.1, XP_010491478.1
OG0004310	g29598, g5513	XP_010452793.1, XP_010423128.1, XP_010491440.1
OG0004311	g40629	XP_019087763.1, XP_010494815.1, XP_019095960.1
OG0004312	g17480	XP_010517552.1, XP_010439869.1, XP_010434550.1
OG0004313	g17452	XP_010434474.1, XP_010449432.1, XP_010497421.1, XP_010445283.1
OG0004314	g24074	XP_010439622.1, XP_010434329.1, XP_010449257.1
OG0004315	g24057, g17379	XP_010439574.1, XP_010434279.1, XP_010451335.1
OG0004316	g47357	XP_010439537.1, XP_010434251.1
OG0004317	g17393, g48347	XP_019098269.1, XP_010439520.1, XP_019089616.1, XP_019086771.1
OG0004318	g23947, g17284	XP_010448860.1, XP_019086088.1, XP_010439305.2
OG0004319	g23941	XP_010448832.1, XP_010439280.1, XP_010433988.1
OG0004321	g23851	XP_010433819.1, XP_010448615.1, XP_010445158.2, XP_010439092.1
OG0004322	g40329, g25780	XP_010424621.1
OG0004324	g13431	XP_010488299.1, XP_010511556.1, XP_010466553.1
OG0004325	g36612	XP_010479873.1, XP_010500956.1, XP_010462196.1, XP_010432539.1, XP_010479872.1
OG0004326	g32405	XP_010499474.1, XP_010478328.1, XP_010460736.1
OG0004327	g27702, g32469	XP_019099287.1, XP_010478456.1, XP_010460839.1
OG0004328	g50546, g32475	XP_010499597.1, XP_010478480.1, XP_010460862.1
OG0004330	g18234, g22972	XP_010432230.1, XP_010446878.1, XP_010437424.1
OG0004331	g18260, g22890	XP_010446732.1, XP_010437294.1, XP_010432122.1
OG0004332	g22884	XP_010446722.1, XP_010432113.1, XP_010437287.1
OG0004333	g40289	XP_010421923.1, XP_010455404.1, XP_010437583.1, XP_010421929.1, XP_010455403.1
OG0004335	g11022	XP_010422367.1, XP_010455831.1
OG0004336	g46902	XP_010435424.1, XP_010450361.1, XP_010440700.1
OG0004337	g11658	XP_010514389.1, XP_010466988.1, XP_010488671.1
OG0004338	g46942, g46811	XP_010435340.1, XP_010450242.1, XP_010440620.1
OG0004339	g17720, g24529, g41858, g1827	XP_010450040.1, XP_010435124.1, XP_010440464.1
OG0004340	g17716	XP_010435080.1, XP_019089702.1, XP_010440406.1
OG0004341	g24498	XP_010449987.1, XP_010445420.1, XP_010435063.1, XP_010436178.1
OG0004343	g18745	XP_010512690.1, XP_010468905.1, XP_010413219.1
OG0004344	g37709, g50812, g38255	XP_010507934.1, XP_010506729.1, XP_010518395.1
OG0004345	g50778, g37658	XP_019101152.1, XP_010506638.1, XP_010518309.1
OG0004346	g37646	XP_010506612.1, XP_010518276.1, XP_010508061.1
OG0004347	g37538	XP_010508315.1, XP_010506340.1, XP_010518024.1, XP_019083397.1, XP_010471767.1
OG0004348	g52108, g37487	XP_010508466.1, XP_010517868.1
OG0004348	g37488	XP_010506173.1
OG0004349	g2038	XP_010427718.1, XP_010516458.1, XP_010504759.1
OG0004351	g51847	XP_010412482.1
OG0004352	g37345	XP_010508920.1, XP_010505710.1, XP_010517400.1
OG0004353	g41360	XP_010421027.1, XP_010493320.1, XP_010454500.1
OG0004354	g1255	XP_010454798.1, XP_010443676.1, XP_010483543.1
OG0004355	g9810	XP_010484122.1, XP_010444286.1, XP_010460889.1, XP_010485303.1
OG0004356	g9789	XP_010461339.1, XP_010484176.1, XP_010444330.1
OG0004357	g9714	XP_019088721.1, XP_010484363.1, XP_010463069.1
OG0004358	g63	XP_010444702.1, XP_010444698.1, XP_010444701.1, XP_010444697.1, XP_010484558.1, XP_010464574.1
OG0004359	g53, g9659	XP_010484570.1, XP_010464737.1, XP_010444713.1
OG0004360	g49287, g30727	XP_010479382.1, XP_010474840.1
OG0004361	g38232	XP_010456263.1, XP_010419607.1, XP_010427229.1
OG0004362	g30827	XP_010482141.1, XP_010457358.1, XP_010474974.1
OG0004363	g37955, g39743, g51358	XP_010469479.1, XP_010509893.1, XP_010413869.1
OG0004364	g51350	XP_010509897.1, XP_010469483.1, XP_010413875.1, XP_010413880.1
OG0004365	g49525	XP_010457707.1, XP_010475319.1, XP_010485557.1
OG0004366	g51237, g39856	XP_010469744.1, XP_010414162.1, XP_010510221.1
OG0004368	g39913, g51210	XP_010491642.1, XP_010469852.1, XP_010414264.1
OG0004369	g39924, g51204	XP_010510374.1, XP_010414277.1, XP_010469866.1
OG0004370	g51195, g39926	XP_010510381.1, XP_010469872.1, XP_010414283.1
OG0004371	g51182, g39958	XP_010414326.1, XP_010469908.1, XP_010510423.1
OG0004372	g19669, g54387	XP_010442312.1, XP_010439406.1, XP_010482122.1, XP_010463524.1, XP_010489642.1
OG0004373	g7858, g12758, g12675	XP_010500496.1, XP_010485601.1, XP_010463699.1
OG0004374	g7713, g12853	XP_010424752.1, XP_010464041.1, XP_010485953.1
OG0004375	g4781	XP_010455112.1, XP_010421598.1, XP_010494000.1
OG0004376	g53285, g7701, g12870	XP_010486009.1, XP_019092879.1, XP_010428677.1
OG0004377	g7675	XP_010464163.1, XP_010434631.1
OG0004378	g7661	XP_010464178.1, XP_010436176.1, XP_010486102.1
OG0004379	g7648, g12491	XP_010464213.1, XP_010486149.1, XP_010439690.1
OG0004380	g12446, g7602	XP_010450963.1, XP_019096982.1, XP_010464349.1
OG0004381	g37146, g51562	XP_010509522.1, XP_010505130.1, XP_010516811.1
OG0004382	g37150	XP_010509503.1, XP_010516826.1, XP_010505149.1
OG0004383	g51617	XP_010505243.1, XP_010516927.1, XP_010509413.1
OG0004384	g2340	XP_010515856.1, XP_010504127.1, XP_010427009.1
OG0004385	g49957, g31632	XP_010476706.1, XP_010459143.1, XP_010497615.1
OG0004386	g50015, g31723, g27383	XP_010462759.1, XP_010498144.1, XP_010476933.1
OG0004387	g44568	XP_010474312.1, XP_010416157.1, XP_010428274.1, XP_010416154.1, XP_010428273.1
OG0004388	g50045	XP_010498247.1, XP_010459472.1, XP_010477032.1
OG0004389	g50051	XP_019091454.1, XP_010477066.1, XP_010498279.1
OG0004391	g45971	XP_010428055.1, XP_010415923.1, XP_010471224.1
OG0004393	g50362, g32153	XP_010477841.1, XP_010462889.1, XP_010499021.1
OG0004394	g32221, g27615	XP_010499135.1, XP_010460404.1, XP_010477974.1
OG0004395	g13728, g13731	XP_010464008.1, XP_010485902.1, XP_010433717.1, XP_010448510.1, XP_010438959.1
OG0004396	g38390	XP_010429398.1, XP_010472431.1, XP_019083721.1
OG0004397	g27222, g31454	XP_010495285.1, XP_010476337.1, XP_010458791.1
OG0004398	g49848, g31410	XP_010494723.1, XP_010458722.1, XP_010476263.1
OG0004399	g31402	XP_010476241.1, XP_010458710.1, XP_010494577.1
OG0004400	g49787, g31344	XP_019098952.1, XP_010476131.1, XP_010458604.1
OG0004401	g49762	XP_010458486.1, XP_019098935.1, XP_010475997.1, XP_010480427.1
OG0004402	g31266	XP_019091468.1, XP_010458418.1, XP_010491577.1, XP_019090978.1, XP_019094385.1
OG0004403	g49721	XP_010490672.1, XP_010458344.1, XP_010475868.1
OG0004404	g49640, g31156	XP_019092193.1, XP_010487100.1, XP_010418983.1, XP_010475726.1, XP_010489669.1, XP_010458172.1
OG0004405	g31099	XP_010458027.1, XP_010488284.1, XP_010475591.1, XP_010488306.1, XP_010458028.2
OG0004406	g49599, g27016, g31087	XP_019091601.1, XP_010488092.1, XP_019095309.1
OG0004407	g5129	XP_010420180.1, XP_010492348.1, XP_010453651.1
OG0004408	g45724, g5057	XP_010420314.1, XP_010453785.1, XP_010492511.1
OG0004409	g5016, g29159	XP_010492616.1, XP_010453860.1, XP_019083842.1
OG0004410	g29051, g29055, g4914	XP_010456579.1, XP_010456578.1, XP_010420628.1, XP_010492870.1
OG0004411	g41459	XP_010454118.1, XP_010420645.1, XP_010492886.1
OG0004412	g10111, g4851	XP_010421520.1, XP_010455017.1, XP_010493920.1
OG0004413	g4787, g10135	XP_010421587.1, XP_010493993.1, XP_010455104.1
OG0004414	g10281	XP_010445941.1, XP_010495442.1, XP_010484925.1
OG0004415	g5610	XP_010491162.1, XP_010423382.1, XP_010452533.1
OG0004416	g610, g10064	XP_010493823.1, XP_010421423.1, XP_010454906.1
OG0004418	g9971, g494	XP_010421480.1, XP_019090330.1, XP_010493474.1, XP_010421159.1, XP_010454641.1
OG0004419	g464	XP_010454594.1, XP_010421114.1, XP_010493428.1
OG0004420	g427	XP_010443954.1, XP_010483800.1, XP_010457239.1
OG0004422	g41557	XP_010511828.1, XP_010470786.1, XP_010415457.1
OG0004423	g45811	XP_010512019.1, XP_010421613.1, XP_010470965.1, XP_019096536.1
OG0004424	g45843	XP_010415702.1, XP_010512104.1, XP_010471020.1
OG0004425	g45874, g44688	XP_010427854.1, XP_010471070.1, XP_010415757.1
OG0004426	g45980	XP_010471207.1, XP_010497531.2, XP_010428041.1, XP_010415907.1
OG0004427	g44618	XP_010428072.1, XP_019083166.1, XP_010415943.1, XP_010428067.1, XP_010428074.1
OG0004428	g44451, g46212	XP_010416444.1, XP_010471665.1, XP_010428580.1
OG0004429	g17986	XP_010428448.1, XP_010471550.1, XP_010416313.1
OG0004430	g46148	XP_010416315.1, XP_019085004.1
OG0004430	g46147	XP_010416312.1, XP_019085005.1, XP_010471543.1
OG0004431	g44588	XP_010471334.1, XP_010416061.1, XP_010428191.1
OG0004432	g46464	XP_010472693.1, XP_010417463.1, XP_010429688.1
OG0004433	g46493	XP_010472731.1, XP_010417509.1, XP_019085158.1
OG0004434	g46513	XP_010472780.1, XP_010429809.1, XP_010417590.1
OG0004435	g44315	XP_010429852.1, XP_010472822.1, XP_010472821.1, XP_010417625.1
OG0004436	g13149, g12259, g7271	XP_010465072.1, XP_010487021.1, XP_010499673.1
OG0004437	g13209	XP_010465290.1, XP_010501611.1, XP_010487194.1
OG0004438	g7182	XP_010487215.1, XP_010497654.1, XP_010487217.1, XP_010465308.1, XP_010501747.1
OG0004440	g7113, g12146	XP_010487335.1, XP_010465466.1, XP_010502576.1
OG0004441	g13234, g7089	XP_010487359.1, XP_019092582.1, XP_010502851.1
OG0004442	g12139	XP_019089148.1, XP_019092227.1, XP_019097131.1, XP_010419208.1
OG0004443	g13259	XP_019095872.1, XP_019092610.1, XP_010487474.1
OG0004444	g6866	XP_019096402.1, XP_010465964.1, XP_010507004.1, XP_010506995.1
OG0004445	g11948	XP_010508099.1, XP_010487934.2, XP_019092412.1
OG0004446	g11940	XP_010487968.1, XP_010466179.1, XP_010508385.1
OG0004447	g11886	XP_010466300.1, XP_010509502.1, XP_010488077.1
OG0004448	g11884, g6694	XP_010488078.1, XP_010509534.1, XP_010466303.1
OG0004449	g6676	XP_010510094.1, XP_010466370.1, XP_010488143.1
OG0004450	g11855	XP_010510748.1, XP_010466451.1, XP_010488209.1
OG0004451	g6541, g13460	XP_010466641.1, XP_010512224.1, XP_010488375.1
OG0004452	g38303	XP_010429618.1, XP_010472632.1, XP_010417382.1, XP_010436281.1
OG0004453	g13953	XP_010414379.1, XP_010467670.1, XP_010489555.1
OG0004454	g13979, g6025	XP_010467622.1, XP_010497753.1, XP_010413979.1, XP_010489514.1
OG0004455	g5981	XP_010489452.1, XP_010467741.1
OG0004456	g13850	XP_010505134.1, XP_019101290.1
OG0004458	g36508, g54186	XP_010461982.1, XP_010479633.1, XP_010500725.1
OG0004459	g54177	XP_010479513.1, XP_010500623.1, XP_010461906.1
OG0004460	g36339, g28100	XP_010461687.1, XP_010500399.1, XP_010479285.1
OG0004462	g2442	XP_010515630.1, XP_010426772.1, XP_010503900.1
OG0004463	g2320	XP_010515911.1, XP_010504187.1, XP_010427062.1
OG0004464	g2234	XP_010427260.1, XP_019084885.1, XP_010427266.1, XP_010516069.1
OG0004466	g19015	XP_010504578.1, XP_010516275.1, XP_010427507.1
OG0004467	g912	XP_010442884.1, XP_010482716.1, XP_010482715.2, XP_010445672.2, XP_010442883.1
OG0004468	g18965	XP_010504748.1, XP_010427708.1, XP_010516449.1
OG0004469	g18961	XP_010504765.1, XP_010516462.1, XP_010427720.1
OG0004470	g18944, g1987	XP_010516509.1, XP_010504816.1, XP_010427764.1
OG0004471	g52223	XP_010518145.1, XP_010506469.1, XP_010508182.1
OG0004472	g1859, g1860	XP_010467018.1, XP_010512491.1, XP_010413402.1, XP_010469079.1
OG0004474	g18753	XP_010512700.1, XP_010413209.1, XP_010468895.1
OG0004475	g54119	XP_019091137.1, XP_010481042.1, XP_019096303.1
OG0004477	g25771	XP_010440988.1, XP_010442438.1, XP_010482257.1
OG0004478	g18823	XP_010413561.1, XP_010512366.1, XP_010469186.1
OG0004479	g50219, g32768, g24907	XP_010424461.1
OG0004480	g5728	XP_010452230.2, XP_010490831.1, XP_010497198.1, XP_010424796.1
