Orthogroup	Cochlearia_excelsa	Capsella_rubella
OG0004249	g10094	XP_006289724.1
OG0004250	g44291	XP_023643569.1, XP_006302980.1
OG0004251	g11242, g18988, g2091	XP_006291720.1
OG0004252	g37437	XP_023637841.1
OG0004253	g18714	XP_006290509.1, XP_006300653.1
OG0004254	g11165, g1834	XP_006287661.1, XP_006291039.1
OG0004255	g36017	XP_023639219.1
OG0004257	g52102	XP_023639384.1, XP_006289466.2
OG0004259	g27619, g18122, g54158	XP_006279766.1, XP_006296022.1
OG0004260	g39453	XP_023636933.1
OG0004261	g13604	XP_023637475.1
OG0004263	g38443	XP_006295944.1
OG0004265	g50439	XP_006304487.1
OG0004275	g47688, g23511	XP_023634997.1
OG0004276	g18202, g23107	XP_006291848.1, XP_006298481.2
OG0004277	g47737, g23424	XP_006283224.1
OG0004278	g47768, g16962	XP_006284565.1
OG0004279	g23331	XP_006282807.2
OG0004280	g47839	XP_006285817.1
OG0004281	g47860, g23141	XP_006284461.1
OG0004282	g18209, g23074	XP_023634019.1
OG0004283	g23021	XP_006283663.1
OG0004284	g27750	XP_006306664.1
OG0004285	g27775	XP_006306544.1
OG0004286	g41123	XP_006302650.1, XP_023643325.1
OG0004287	g10806	XP_006293056.1
OG0004288	g10702, g1523	XP_006292606.1
OG0004289	g10626	XP_006291182.1
OG0004290	g10507	XP_006291222.1
OG0004291	g6500	XP_006281100.1
OG0004292	g10414	XP_006292717.1
OG0004294	g52056	XP_023639359.1
OG0004295	g37381	XP_006293964.1
OG0004296	g7448	XP_006297203.2
OG0004297	g12329	XP_006298725.2
OG0004298	g12308, g7349	XP_006297353.1
OG0004299	g41158, g28297, g1365	XP_006282414.2
OG0004300	g28327	XP_023639926.1
OG0004301	g28328	XP_006280024.1
OG0004302	g41171	XP_006280530.1
OG0004303	g23692	XP_023633667.1
OG0004304	g39285, g1142	XP_006279994.1
OG0004305	g10098, g18531	XP_006286540.1
OG0004306	g5270, g29354	XP_006288546.1
OG0004307	g29424, g5343	XP_006287608.1, XP_006303986.1
OG0004309	g29585	XP_006287914.1
OG0004310	g29598, g5513	XP_006288089.1
OG0004311	g40629	XP_006282264.2
OG0004312	g17480	XP_006282645.1
OG0004313	g17452	XP_006284664.2
OG0004314	g24074	XP_006285562.1
OG0004315	g24057, g17379	XP_023635203.1
OG0004316	g47357	XP_006284564.2
OG0004317	g17393, g48347	XP_006284888.1
OG0004318	g23947, g17284	XP_006286193.1, XP_006285811.1
OG0004319	g23941	XP_006283611.1
OG0004321	g23851	XP_006284034.1
OG0004324	g13431	XP_006298232.1
OG0004325	g36612	XP_006307039.1
OG0004326	g32405	XP_006305756.1
OG0004327	g27702, g32469	XP_023645883.1
OG0004328	g50546, g32475	XP_006305006.1
OG0004330	g18234, g22972	XP_006285074.1
OG0004331	g18260, g22890	XP_006282739.1
OG0004332	g22884	XP_006283840.2
OG0004333	g40289	XP_006288339.1
OG0004334	g45143	XP_023637388.1
OG0004336	g46902	XP_006282706.1
OG0004337	g11658	XP_006299309.1
OG0004338	g46942, g46811	XP_023634445.1
OG0004339	g17720, g24529, g41858, g1827	XP_006284667.1
OG0004340	g17716	XP_023633993.1
OG0004341	g24498	XP_006286200.1
OG0004342	g54375, g54379	XP_006280499.1
OG0004343	g18745	XP_006290445.1
OG0004344	g37709, g50812, g38255	XP_006295958.1
OG0004345	g50778, g37658	XP_006293860.2
OG0004346	g37646	XP_006295122.1
OG0004347	g37538	XP_006294486.1, XP_023643601.1
OG0004348	g52108, g37487	XP_006294646.1
OG0004349	g2038	XP_006290626.1
OG0004352	g37345	XP_006295267.1
OG0004353	g41360	XP_006288518.2
OG0004354	g1255	XP_006280885.1
OG0004355	g9810	XP_023635364.1
OG0004356	g9789	XP_006281775.1
OG0004357	g9714	XP_023639731.1
OG0004358	g63	XP_006281742.1
OG0004359	g53, g9659	XP_006280268.1
OG0004360	g49287, g30727	XP_023644718.1
OG0004361	g38232	XP_006289505.1
OG0004362	g30827	XP_006305017.1
OG0004363	g37955, g39743, g51358	XP_006294340.1
OG0004364	g51350	XP_006294908.1
OG0004365	g49525	XP_006303899.1
OG0004366	g51237, g39856	XP_006296079.1
OG0004368	g39913, g51210	XP_006293696.1
OG0004369	g39924, g51204	XP_006294259.1
OG0004370	g51195, g39926	XP_006294068.1
OG0004371	g51182, g39958	XP_006294257.2
OG0004372	g19669, g54387	XP_006282134.1, XP_006297180.2
OG0004373	g7858, g12758, g12675	XP_006297511.1
OG0004374	g7713, g12853	XP_006297335.1
OG0004375	g4781	XP_023637497.1
OG0004376	g53285, g7701, g12870	XP_006297722.1
OG0004377	g7675	XP_006300138.1
OG0004378	g7661	XP_006279063.1
OG0004379	g7648, g12491	XP_006297647.1
OG0004380	g12446, g7602	XP_023641667.1
OG0004381	g37146, g51562	XP_006293941.2
OG0004382	g37150	XP_023639689.1
OG0004383	g51617	XP_006294203.1
OG0004384	g2340	XP_023638669.1
OG0004385	g49957, g31632	XP_006303325.2
OG0004386	g50015, g31723, g27383	XP_023632966.1
OG0004387	g44568	XP_023642845.1, XP_006300298.1
OG0004388	g50045	XP_006303552.2
OG0004389	g50051	XP_006304114.1, XP_006303555.1
OG0004391	g45971	XP_006301764.1
OG0004393	g50362, g32153	XP_006306284.1
OG0004394	g32221, g27615	XP_006304175.1
OG0004395	g13728, g13731	XP_006296685.1, XP_006283181.1
OG0004396	g38390	XP_006294084.1
OG0004397	g27222, g31454	XP_023645358.1
OG0004398	g49848, g31410	XP_023645148.1
OG0004399	g31402	XP_023645620.1
OG0004400	g49787, g31344	XP_006305596.1
OG0004401	g49762	XP_006303174.1
OG0004402	g31266	XP_006306228.1
OG0004403	g49721	XP_006305039.1
OG0004404	g49640, g31156	XP_006279050.2, XP_006304854.2
OG0004405	g31099	XP_023645368.1
OG0004406	g49599	XP_023645626.1
OG0004407	g5129	XP_006288834.1
OG0004408	g45724, g5057	XP_006286968.1
OG0004409	g5016, g29159	XP_023636415.1
OG0004410	g29051, g29055, g4914	XP_006289214.1
OG0004411	g41459	XP_006288468.1
OG0004412	g10111, g4851	XP_006287991.1
OG0004413	g4787, g10135	XP_006288848.1
OG0004414	g10281	XP_006281899.1
OG0004415	g5610	XP_006287546.1
OG0004416	g610, g10064	XP_006287907.1
OG0004418	g9971, g494	XP_006288824.1
OG0004419	g464	XP_006286554.1
OG0004420	g427	XP_006280822.1
OG0004422	g41557	XP_006300495.1
OG0004423	g45811	XP_023643547.1
OG0004424	g45843	XP_006302413.1
OG0004425	g45874, g44688	XP_006302673.1
OG0004426	g45980	XP_006302893.1
OG0004427	g44618	XP_023643260.1, XP_006302084.1
OG0004428	g44451, g46212	XP_006301163.1
OG0004429	g17986	XP_006301340.1
OG0004430	g46148	XP_023643213.1
OG0004430	g46147	XP_023644317.1
OG0004431	g44588	XP_006302370.1
OG0004432	g46464	XP_006302631.1
OG0004433	g46493	XP_023643519.1
OG0004434	g46513	XP_023643056.1
OG0004435	g44315	XP_006302423.1
OG0004436	g13149, g12259, g7271	XP_006298077.1
OG0004437	g13209	XP_006298814.1
OG0004438	g7182	XP_006296734.1
OG0004440	g7113, g12146	XP_006296616.1
OG0004441	g13234, g7089	XP_006297233.1
OG0004442	g12139	XP_006299029.1
OG0004443	g13259	XP_023642072.1
OG0004444	g6866	XP_006300117.1
OG0004445	g11948	XP_023641616.1
OG0004446	g11940	XP_006299376.1
OG0004447	g11886	XP_006299654.1
OG0004448	g11884, g6694	XP_006298013.1
OG0004449	g6676	XP_006297383.1
OG0004450	g11855	XP_006298275.1
OG0004451	g6541, g13460	XP_006299575.1
OG0004452	g38303	XP_006294498.1, XP_023634999.1
OG0004453	g13953	XP_006297972.1
OG0004454	g13979, g6025	XP_006299149.1
OG0004455	g5981	XP_006299421.1, XP_006299730.1
OG0004456	g13850	XP_006295848.1
OG0004458	g36508, g54186	XP_006305632.1
OG0004459	g54177	XP_006303233.1
OG0004460	g36339, g28100	XP_006305883.1
OG0004462	g2442	XP_023638472.1
OG0004463	g2320	XP_006291961.1
OG0004464	g2234	XP_006293143.1
OG0004466	g19015	XP_006291972.1
OG0004467	g912	XP_023633394.1, XP_006281995.1
OG0004468	g18965	XP_006291219.1
OG0004469	g18961	XP_023638455.1, XP_023642169.1, XP_006279040.1
OG0004470	g18944, g1987	XP_006290799.1
OG0004471	g52223	XP_006294019.1
OG0004472	g1859, g1860	XP_023639058.1
OG0004474	g18753	XP_006291375.1
OG0004475	g54119	XP_006304445.1
OG0004477	g25771	XP_006282295.1
OG0004478	g18823	XP_006291651.2
OG0004482	g50318, g50319, g50320	XP_006303037.1, XP_006303408.2
OG0004484	g50021	XP_006282137.1
OG0004484	g29432, g50694	XP_023633873.1
OG0004485	g41649	XP_023643261.1
OG0004488	g45624	XP_006289957.1
OG0004490	g42914, g42364, g48892, g22064, g38839	XP_023638414.1, XP_023641067.1, XP_023642933.1, XP_023640722.1
OG0004493	g11676	XP_006297479.1
OG0004498	g23565, g17050	XP_006284530.2
OG0004499	g23545, g17037	XP_006284018.1
OG0004500	g23520	XP_023634890.1
OG0004501	g13921, g23446	XP_006284250.1
OG0004502	g28635, g1100	XP_023635061.1
OG0004503	g23421	XP_006284097.1
OG0004504	g23392	XP_006295101.1
OG0004505	g16982, g23386, g47751	XP_006285431.1
OG0004506	g16971, g47756	XP_006286110.1
OG0004508	g16943, g23307	XP_006284195.1
OG0004510	g16931, g23283	XP_006284578.2, XP_006294895.1
OG0004511	g23212	XP_006284926.2
OG0004512	g47878, g23100	XP_006286097.1
OG0004513	g23084, g47881	XP_006283934.1
OG0004514	g24328	XP_006285170.1
OG0004515	g44099, g41042	XP_006300660.1
OG0004516	g44173	XP_006302068.1
OG0004518	g23880	XP_006284695.1
OG0004519	g10792	XP_006291920.1
OG0004520	g50387	XP_006299435.2, XP_023644294.1
OG0004521	g10603	XP_006292064.1
OG0004522	g10439	XP_006290384.1
OG0004523	g10394	XP_006291492.1
OG0004524	g10349	XP_023638206.1
OG0004526	g31385	XP_006304261.1
OG0004527	g7301, g12275	XP_006298658.1
OG0004529	g7319, g12288	XP_023642242.1
OG0004530	g1287	XP_006282063.1
OG0004531	g1036, g28529, g39360	XP_023633457.1
OG0004532	g1056	XP_006280373.1
OG0004533	g39341	XP_006281445.1
OG0004534	g28565, g120	XP_006280390.1
OG0004536	g28668	XP_006281604.1
OG0004537	g10303	XP_006279396.1
OG0004538	g29391, g5300	XP_006288326.2
OG0004539	g5310	XP_006286884.1
OG0004540	g29410	XP_023637033.1
OG0004541	g29423	XP_023636397.1
OG0004542	g29458	XP_006286964.1
OG0004543	g29489	XP_006287358.1
OG0004544	g29504	XP_006289596.1
OG0004545	g45508, g29569	XP_006289693.1
OG0004546	g29601, g5518	XP_006288315.1
OG0004547	g29628	XP_006287548.2
OG0004549	g24180	XP_006282863.1
OG0004550	g47298	XP_006282955.1
OG0004551	g17289	XP_006288749.1
OG0004552	g47461	XP_023634537.1
OG0004553	g47463	XP_023635089.1
OG0004554	g17232	XP_006285208.1
OG0004557	g53976	XP_006304691.1
OG0004558	g32318	XP_006286048.1, XP_006303207.1
OG0004559	g32351, g50474	XP_006306677.1
OG0004560	g32354, g50484	XP_006304138.1
OG0004561	g32413	XP_006304077.1
OG0004562	g50526, g32445	XP_023644892.1
OG0004563	g32497, g27719	XP_006307602.2
OG0004564	g22999	XP_006285317.1
OG0004565	g22991, g47725	XP_023633784.1
OG0004566	g22924	XP_006283951.1
OG0004567	g22718, g25970	XP_006285574.2
OG0004568	g46845	XP_006285953.1
OG0004569	g46833	XP_006282446.1
OG0004571	g19507	XP_006293147.1
OG0004572	g51500	XP_006295389.1, XP_006286593.1
OG0004573	g40673, g10905	XP_006281122.1
OG0004574	g38009, g51538	XP_006294551.1
OG0004575	g37073	XP_006296063.1
OG0004576	g25766, g25730	XP_006289873.1
OG0004577	g40351, g25741	XP_006288586.1
OG0004578	g25549	XP_023637044.1
OG0004579	g40490	XP_006280276.1
OG0004580	g11053	XP_006280794.2
OG0004581	g40608	XP_023644210.1
OG0004582	g10903	XP_023638894.1
OG0004583	g17612	XP_006282689.1
OG0004584	g17880	XP_006285453.1
OG0004585	g17774, g47036, g24573	XP_006282877.1
OG0004586	g11835	XP_023641088.1
OG0004587	g37619	XP_006294978.1
OG0004588	g37587, g38243	XP_023639649.1
OG0004589	g52183, g37562	XP_006295245.1
OG0004590	g52182	XP_006294994.1
OG0004591	g37558	XP_006296160.1
OG0004592	g37502	XP_006294556.1
OG0004593	g29857	XP_006287879.2
OG0004594	g45352, g5737	XP_006287947.1
OG0004595	g28923	XP_006287414.1
OG0004596	g41380	XP_006289179.1
OG0004597	g28879, g786	XP_006289299.1
OG0004598	g28865, g808	XP_006287471.1
OG0004599	g9824	XP_006279645.1
OG0004600	g9809, g275	XP_006279598.2
OG0004601	g9787, g253	XP_006280792.1
OG0004602	g222	XP_006281164.1
OG0004603	g9716	XP_006280898.1
OG0004604	g9711, g149	XP_006279503.1
OG0004605	g69	XP_006280479.1
OG0004606	g9638	XP_006280818.1
OG0004607	g2486, g19318	XP_006290347.1
OG0004609	g39553	XP_023637345.1
OG0004610	g11111	XP_006279531.1
OG0004611	g51325	XP_006294591.1
OG0004612	g37906, g51254, g39838	XP_006296276.1
OG0004613	g51115, g49572	XP_006295741.1
OG0004614	g36766	XP_006304143.1
OG0004615	g40105	XP_006294987.1
OG0004616	g54308	XP_023645066.1, XP_006296995.1
OG0004617	g18346	XP_006299087.1
OG0004618	g29327, g5221	XP_023636395.1
OG0004619	g12725	XP_023641228.1
OG0004620	g7539, g12413, g12986	XP_006298777.1
OG0004621	g12674	XP_006296955.1
OG0004622	g7838	XP_023636688.1, XP_023641725.1
OG0004624	g7687	XP_006296737.1
OG0004625	g7683, g12516, g12905	XP_006298515.1
OG0004626	g7665	XP_006298596.1
OG0004627	g12508	XP_006298131.1
OG0004628	g7653, g12494	XP_006297692.1
OG0004629	g7594	XP_006298437.1
OG0004630	g12435, g7573	XP_006298554.1
OG0004631	g7570	XP_006297469.2
OG0004632	g12984	XP_006298443.1
OG0004633	g7558	XP_006298911.1
OG0004634	g51914	XP_006295288.1
OG0004635	g37349	XP_006294294.1
OG0004636	g51871, g37350	XP_006295748.1
OG0004637	g51861	XP_006295484.1
OG0004638	g51801	XP_006294361.1
OG0004639	g51579	XP_023639682.1
OG0004640	g51584	XP_006294194.1
OG0004641	g51609, g38050	XP_006294559.2
OG0004642	g51651	XP_006294619.1
OG0004643	g38100	XP_023639874.1
OG0004644	g27328	XP_006303351.1
OG0004646	g31736, g27397	XP_006304577.1
OG0004647	g50049, g31788	XP_006305192.1
OG0004648	g50108	XP_006304793.1
OG0004649	g50193	XP_006305555.1
OG0004650	g32018, g27508	XP_006303559.1
OG0004651	g50293	XP_006304707.1
OG0004652	g32095	XP_006305312.1
OG0004653	g50298, g32097	XP_023644791.1
OG0004654	g32138	XP_006305507.1
OG0004655	g17206	XP_006285937.1
OG0004656	g47522, g23820	XP_006283843.1
OG0004657	g23816, g17192	XP_006283604.1
OG0004659	g51034	XP_006296174.1
OG0004659	g23296	XP_023635622.1
OG0004661	g31391	XP_006303220.1
OG0004662	g49724	XP_006304195.1
OG0004664	g27096, g31214	XP_023644690.1
OG0004665	g31188, g27086	XP_006305129.1
OG0004667	g27060	XP_023645329.1
OG0004668	g49674, g31123	XP_006304902.1
OG0004669	g31097	XP_006305894.1
OG0004670	g31045	XP_023644576.1
OG0004671	g30899, g49469	XP_006303497.2
OG0004672	g45655	XP_006287815.1
OG0004673	g5045	XP_006288951.1
OG0004674	g29013, g4963	XP_006286529.1
OG0004676	g29048, g41467	XP_006287752.1
OG0004678	g29094	XP_006288577.1
OG0004679	g18520	XP_006286486.1
OG0004680	g10157	XP_006288621.2
OG0004681	g10181	XP_023633890.1, XP_006289338.1
OG0004682	g10199, g4640	XP_006280725.1
OG0004683	g10260	XP_006281210.1
OG0004685	g28125, g5248, g29338	XP_006286669.1
OG0004686	g10295	XP_006280444.1
OG0004687	g2027, g18883	XP_006290264.1
OG0004688	g45451, g5602, g29689	XP_006288909.1
OG0004689	g5642, g45425	XP_006288218.1
OG0004691	g35651	XP_006286737.2
OG0004692	g611	XP_006287768.2
OG0004693	g10046	XP_006288525.2
OG0004694	g479	XP_023637034.1
OG0004695	g9877	XP_006290761.1, XP_006280201.1
OG0004696	g375	XP_023640210.1
OG0004697	g365, g18604	XP_006279685.2
OG0004698	g362	XP_006280728.1
OG0004699	g357, g18607	XP_006280703.1
OG0004700	g332	XP_006281467.1
OG0004701	g19336	XP_006291410.2
OG0004702	g19440, g19452, g2681	XP_006291500.2
OG0004703	g2715	XP_023637886.1
OG0004705	g11695, g13520	XP_006297663.2
OG0004706	g11503	XP_006291257.1
OG0004707	g45787, g44766	XP_006302775.1
OG0004708	g44764, g45796	XP_006302036.1
OG0004709	g44716	XP_006302005.1
OG0004710	g44622	XP_006301540.2
OG0004711	g45957	XP_006302555.1
OG0004712	g46266, g13626	XP_006302239.1
OG0004713	g44438	XP_006301294.1
OG0004714	g44453, g46207	XP_006302285.2
OG0004715	g27598, g50369	XP_006307027.1
OG0004716	g44515	XP_006302263.1
OG0004717	g50028	XP_006307218.1, XP_023645410.1
OG0004718	g44342	XP_006302974.1
OG0004719	g46541	XP_006302927.1
OG0004720	g46562	XP_006302480.1
OG0004721	g46573	XP_006301449.1
OG0004722	g44288	XP_006302137.1
OG0004723	g44284	XP_006302248.1
OG0004724	g44283	XP_006300989.1
OG0004725	g27304, g49941, g31601	XP_006303283.1
OG0004727	g12260, g7275	XP_006300038.1
OG0004728	g12250	XP_023642608.1
OG0004729	g7234, g13182	XP_006300168.2
OG0004730	g12211	XP_006297825.2
OG0004731	g7134, g13228	XP_023642518.1
OG0004732	g13230, g7122	XP_006298423.1
OG0004733	g7083	XP_023642051.1
OG0004734	g13271	XP_006298489.1
OG0004735	g54043	XP_006306985.1
OG0004737	g6864	XP_006297326.1
OG0004738	g11988, g6855	XP_023642277.1
OG0004739	g13326, g11978	XP_006299472.1
OG0004740	g6761	XP_023642041.1
OG0004741	g6670, g6669	XP_006299130.1
OG0004742	g13426	XP_006297264.1
OG0004743	g6579, g13429	XP_006298348.1
OG0004744	g6546, g11763	XP_006299394.1
OG0004745	g6535, g11759	XP_006299893.1
OG0004746	g11733, g6485	XP_006297998.1
OG0004747	g13508, g42982, g5979	XP_023641379.1
OG0004748	g46064	XP_023644026.1, XP_006301106.1
OG0004749	g13708	XP_006300067.1
OG0004750	g5956	XP_006297805.2
OG0004751	g5911, g13858	XP_023642096.1
OG0004752	g36737	XP_006303808.1
OG0004754	g28054	XP_006306404.1
OG0004755	g36429	XP_006306376.1, XP_006304441.1
OG0004756	g36340	XP_006307404.1
OG0004757	g13472	XP_006296884.1
OG0004758	g1528, g10676	XP_006291429.1
OG0004759	g19163	XP_006291779.1
OG0004760	g2467, g19305	XP_006290584.1
OG0004761	g19298	XP_006292062.1
OG0004762	g38266	XP_023642600.1, XP_006294650.1
OG0004763	g2190, g19078	XP_006293018.1
OG0004764	g11270, g11266	XP_023637966.1
OG0004765	g2137	XP_023638985.1
OG0004766	g2057	XP_006291470.1
OG0004767	g18987	XP_006290337.2
OG0004769	g18974, g2131	XP_006291969.1
OG0004770	g18775	XP_006291800.2, XP_023636957.1
OG0004771	g1863	XP_023638488.1
OG0004773	g32643	XP_023641003.1
OG0004775	g18505	XP_023644332.1, XP_006299095.1, XP_023644333.1
OG0004776	g31213	XP_006306229.2
OG0004777	g49780	XP_006304957.1
OG0004778	g28588	XP_023645166.1
OG0004779	g14047, g13721	XP_023641945.1
OG0004780	g13477	XP_006297739.1, XP_023641880.1
OG0004781	g11944, g13352	XP_006297993.2
OG0004782	g7382	XP_006297481.1
OG0004783	g5563	XP_023637175.1
OG0004785	g285	XP_006281783.1
OG0004786	g853	XP_006280164.1
OG0004789	g36296, g36298, g36289, g36293, g42180, g42159, g42145, g36297, g36288, g36287, g36286, g36295, g36234, g36231, g36300, g17963, g36299, g42131, g42167	XP_006279828.1
OG0004801	g47661, g23560	XP_006283593.1
OG0004802	g23559, g24087	XP_006284909.1
OG0004803	g16408, g47173	XP_006284165.2
OG0004804	g47672	XP_006284686.1
OG0004805	g17014	XP_006283829.1
OG0004806	g16989, g23428	XP_023634113.1
OG0004807	g47757	XP_006283391.1
OG0004808	g50910, g43007, g47792	XP_006285020.1
OG0004809	g23303	XP_006284591.2
OG0004811	g16912, g23237	XP_006286133.1
OG0004812	g23246	XP_006283062.1
OG0004813	g47832	XP_023635069.1
OG0004814	g18198, g47869	XP_006284369.1
OG0004815	g23064	XP_006284711.2
OG0004817	g24326	XP_006283475.1
OG0004818	g17569, g24331	XP_006284444.2
OG0004819	g17584	XP_006286116.1
OG0004820	g43881	XP_006302863.2, XP_006302984.1
OG0004821	g31153	XP_023644824.1
OG0004823	g40966, g44178	XP_023633332.1, XP_006302048.1
OG0004824	g10813	XP_023638286.1, XP_006291691.2, XP_006291221.2
OG0004825	g10809	XP_006292359.1
OG0004826	g10723	XP_006291389.2
OG0004827	g10594	XP_006291109.1
OG0004828	g10563	XP_006290254.1
OG0004829	g10553	XP_006291298.1
OG0004830	g46663	XP_006284149.2
OG0004831	g16555	XP_006291220.1
OG0004832	g10466	XP_006292048.2
OG0004833	g10373, g4233	XP_006293035.1
OG0004834	g10371	XP_006291515.1
OG0004835	g10363	XP_006291514.1
OG0004836	g10357	XP_006292942.1
OG0004838	g10313	XP_006290958.1
OG0004839	g10311	XP_006287477.2
OG0004840	g44977	XP_006302299.1
OG0004842	g44241	XP_006302086.1, XP_023645062.1
OG0004843	g49801	XP_023633149.1
OG0004844	g51988	XP_006294950.1
OG0004845	g7495, g13041	XP_023641463.1
OG0004847	g7426	XP_006299273.1
OG0004848	g7372	XP_006298312.1
OG0004849	g7317, g12289	XP_006298796.1
OG0004850	g28317, g1341	XP_006281051.1
OG0004851	g28324	XP_006281047.1, XP_006281570.1
OG0004852	g1311, g28354	XP_006280819.1
OG0004853	g41219	XP_006281549.1
OG0004854	g41241	XP_006280723.1
OG0004855	g28395	XP_006280969.2
OG0004856	g28398	XP_006281380.1
OG0004857	g936, g36082	XP_006280562.2
OG0004858	g39404, g970	XP_023637746.1
OG0004860	g39329, g1094	XP_006281142.1
OG0004861	g1130	XP_023633150.1
OG0004862	g1150	XP_006281161.1
OG0004863	g5276	XP_006288550.2
OG0004864	g5285, g29368	XP_023636850.1
OG0004865	g29382, g5287	XP_006289127.1
OG0004866	g5288	XP_006289174.1
OG0004868	g45699	XP_006287791.1
OG0004869	g29462	XP_006289960.1
OG0004870	g5408, g45543, g29494	XP_023635960.1
OG0004871	g45526	XP_006286962.1
OG0004872	g5455	XP_006288272.1
OG0004873	g24252, g47215, g47220	XP_006283497.1
OG0004874	g40636	XP_006280369.1
OG0004875	g47258, g17491	XP_006284116.1
OG0004876	g40611, g10948	XP_006280411.1
OG0004877	g47289	XP_006283967.1
OG0004878	g47290	XP_006283847.1
OG0004879	g24126	XP_006283421.1
OG0004880	g24076	XP_006283913.1
OG0004881	g24065	XP_006283067.1
OG0004882	g47347	XP_006285272.1
OG0004883	g17366, g47364	XP_006285137.2
OG0004884	g24013	XP_023634919.1
OG0004885	g29115	XP_006287932.2
OG0004886	g23987	XP_023635418.1
OG0004887	g23986, g47401	XP_006284232.1
OG0004888	g23959, g47423	XP_006283894.1
OG0004889	g17274	XP_023634924.1
OG0004890	g47457, g23890	XP_006282835.1
OG0004891	g23864, g17250, g47478	XP_006284559.1
OG0004893	g53920	XP_006307525.2, XP_006307424.2
OG0004894	g28120, g36229	XP_023645198.1
OG0004895	g50447, g50444, g27643	XP_006305638.1
OG0004896	g50450	XP_006306281.1
OG0004897	g50459	XP_023632752.1
OG0004898	g50528	XP_006306367.1
OG0004899	g45379	XP_006289944.1
OG0004900	g22905	XP_006285103.1
OG0004901	g22827	XP_006284112.1
OG0004902	g22811	XP_023634644.1
OG0004904	g18366	XP_006283464.1, XP_023635359.1
OG0004905	g51513	XP_006296261.1
OG0004907	g25538	XP_006287564.1
OG0004908	g40509, g11035	XP_006304260.2, XP_006281370.1
OG0004910	g10959, g40596	XP_023642657.1
OG0004911	g40597	XP_006281330.1
OG0004912	g40652	XP_006280877.1
OG0004913	g10852, g40714	XP_006280514.1
OG0004914	g10890	XP_006279696.1
OG0004915	g10862	XP_023635001.1
OG0004916	g11674	XP_006298627.1
OG0004917	g47056	XP_006284875.1, XP_006306483.1
OG0004918	g17700, g17701, g17699	XP_006285171.1, XP_006282786.2
OG0004919	g46824, g46815	XP_006282694.1
OG0004920	g9686	XP_006282280.1
OG0004921	g18752	XP_006291216.1
OG0004922	g1755, g18790	XP_023638186.1
OG0004923	g6695	XP_006295033.1
OG0004924	g31538, g49910	XP_006306556.1
OG0004925	g1858	XP_006291934.1
OG0004926	g37639	XP_006295673.1
OG0004927	g52279	XP_006294875.1
OG0004928	g37626	XP_006294921.1
OG0004929	g37564	XP_023640196.1
OG0004930	g37513	XP_006293536.2
OG0004931	g37485, g38204	XP_006294858.1
OG0004932	g38202, g37476	XP_006294694.2
OG0004933	g37447	XP_006296375.1
OG0004934	g37439	XP_006295148.1
OG0004935	g47554, g47553	XP_006283622.1
OG0004936	g5789	XP_023637182.1
OG0004937	g5727	XP_006288382.1
OG0004938	g52168	XP_006294601.1
OG0004939	g29803, g45387, g16335, g16338, g16343, g17943, g24741	XP_006287481.1
OG0004940	g28947, g41405	XP_006288350.1
OG0004941	g673	XP_006288905.1
OG0004942	g28925	XP_006286670.1
OG0004943	g741, g41384	XP_006287488.1
OG0004944	g28890	XP_006289681.1
OG0004945	g791, g28874	XP_006287714.1
OG0004946	g817, g28853	XP_006289136.1
OG0004947	g11110	XP_006299347.1
OG0004948	g41312, g28787	XP_006280235.1
OG0004949	g1265	XP_006280849.1
OG0004950	g1259	XP_006281216.1
OG0004951	g1237	XP_006281272.1
OG0004952	g9821	XP_006281666.1, XP_006290693.1
OG0004953	g50780, g37669	XP_006295227.1
OG0004954	g295	XP_006281875.1
OG0004955	g9758, g221	XP_023637975.1
OG0004956	g159	XP_006281251.1
OG0004957	g18666	XP_023644329.1, XP_006279977.1
OG0004958	g9701	XP_006281291.1
OG0004959	g127, g9696	XP_006281553.1
OG0004960	g99	XP_006279684.1
OG0004961	g93	XP_006281206.1
OG0004962	g64	XP_006281307.1
OG0004963	g39	XP_006281022.1
OG0004964	g2505	XP_006290554.1
OG0004965	g25395	XP_006288044.1
OG0004966	g39690	XP_023640730.1
OG0004967	g49446	XP_006303636.1
OG0004968	g39741	XP_006295121.2
OG0004969	g51307	XP_006293438.1
OG0004970	g39902	XP_006294407.1
OG0004971	g51217, g39908	XP_006296283.1
OG0004972	g39927	XP_006295580.1
OG0004973	g37881	XP_006296093.2
OG0004974	g37877	XP_006295147.1
OG0004975	g40026, g37842	XP_006293692.1
OG0004976	g40075, g53438	XP_006293462.1
OG0004977	g40144	XP_006294674.2
OG0004978	g5226, g45634	XP_006289381.1
OG0004979	g12415, g7542	XP_006297329.1
OG0004981	g7924	XP_006298185.2
OG0004982	g7854	XP_006296584.2
OG0004983	g5017	XP_006288409.1
OG0004984	g41494	XP_006287763.1
OG0004985	g10132	XP_006288890.1
OG0004986	g10104, g4859	XP_006290010.1
OG0004987	g41428	XP_023636569.1
OG0004988	g7658, g12497	XP_006296751.1
OG0004989	g18998, g2083	XP_023638224.1
OG0004990	g12948, g12459, g7612	XP_006297312.1
OG0004991	g12975, g12437, g7582	XP_023642318.1
OG0004992	g7557, g12997	XP_006297895.1
OG0004993	g12987	XP_023641679.1
OG0004994	g51879, g37355	XP_006294985.1
OG0004995	g37341	XP_006295396.1
OG0004996	g37328, g51810	XP_006294132.1
