Orthogroup	Cochlearia_excelsa	Brassica_rapa
OG0001002	g13165, g7245	XP_009146528.1
OG0001002	g54314	XP_009147492.1
OG0001003	g7061, g12110, g13245	XP_009146207.1, XP_009115289.1
OG0001003	g36579	XP_009144827.1, XP_009147676.1
OG0001004	g51862	XP_009141871.1, XP_009144094.2
OG0001005	g6249, g50592, g43746, g32335, g35536, g4447, g23217, g13771, g45, g6248, g39866, g17234, g22309, g14229, g7499, g24583, g43747, g43333, g22365, g6041, g18397, g53074, g35340, g3827, g53269, g39865, g22366, g4437, g7498, g44072, g22306, g40004, g40181, g24710, g16635, g45185, g15784, g44212, g42186, g10259, g44, g35339, g35084, g35099, g12920, g35535, g46919, g53723, g27835, g36043, g22898, g13772, g23218, g5891, g49886	XP_018511996.2
OG0001006	g4925	XP_018510268.2
OG0001008	g23485	XP_009128910.1, XP_033144108.1, XP_009109045.1
OG0001008	g17010	XP_009109046.1, XP_009137842.1
OG0001009	g34447	XP_009128553.1
OG0001010	g50616	XP_009108006.1, XP_009145222.1, XP_009114942.1
OG0001010	g51531	XP_033147602.1, XP_009141499.1
OG0001011	g27768	XP_009114918.1, XP_009145209.1
OG0001012	g41088, g41084, g41091, g44006	XP_009113355.1, XP_009122967.1
OG0001012	g27090	XP_009148259.1, XP_009110817.1
OG0001013	g11006	XP_033141064.1, XP_033144908.1, XP_018512093.1
OG0001015	g47552, g23748	XP_009109199.3, XP_009137547.1, XP_009139370.1
OG0001016	g45562, g29459	XP_009131193.1, XP_009121994.1, XP_033140349.1
OG0001016	g10052	XP_018510605.1, XP_033128074.1
OG0001017	g144	XP_009150650.1
OG0001018	g9985	XP_033129528.1, XP_033141221.1
OG0001019	g47225	XP_009130842.1, XP_009136859.1
OG0001019	g40682	XP_009128933.1, XP_033129476.1
OG0001020	g47245	XP_009131146.1, XP_009136883.1, XP_009108346.1
OG0001020	g40644, g10924	XP_009114333.1, XP_009101497.1
OG0001021	g18748	XP_033131242.1, XP_009138699.1
OG0001021	g37763	XP_033146189.1, XP_009142495.1
OG0001022	g50817	XP_009133805.1
OG0001022	g38328	XP_033131314.1
OG0001022	g1762	XP_009116902.1
OG0001023	g13766	XP_009102241.2, XP_009120616.2
OG0001025	g31022	XP_009119033.1
OG0001025	g39900, g51220	XP_009144283.1, XP_009141087.1, XP_009132747.1
OG0001026	g12738, g7923	XP_009125036.2, XP_009134622.2
OG0001026	g45683	XP_009126031.1
OG0001026	g29274	XP_009121613.1, XP_009131435.1
OG0001027	g31437	XP_009110595.1, XP_033134916.1
OG0001028	g19114	XP_009139196.1, XP_033134654.1
OG0001029	g32015, g27506	XP_009110163.2, XP_009103275.1, XP_009145387.1
OG0001029	g46377	XP_009128241.1
OG0001030	g50100	XP_033148883.1
OG0001030	g44444	XP_009106211.1, XP_033141536.1
OG0001031	g50115	XP_033133412.1
OG0001031	g46230	XP_009106230.1, XP_009104697.1
OG0001032	g46291	XP_009104665.2, XP_009128186.1
OG0001032	g31961	XP_033132215.1
OG0001032	g50165	XP_009149582.1
OG0001033	g42963, g42965	XP_033130553.1
OG0001034	g50282	XP_033132096.1
OG0001034	g45873	XP_009127817.2
OG0001034	g44690	XP_009104946.1, XP_009105736.1
OG0001035	g1629	XP_009111890.1, XP_009111889.1
OG0001036	g46468	XP_009128305.1
OG0001036	g46469	XP_009106586.1
OG0001037	g44303	XP_009128380.2, XP_033131643.1, XP_009106705.2
OG0001037	g13042	XP_033143225.1
OG0001038	g12253	XP_033136292.1
OG0001038	g7266	XP_009135274.1, XP_009124697.1
OG0001039	g36304	XP_033146794.1, XP_009147972.1, XP_009107365.1
OG0001039	g6935	XP_009135535.1, XP_009113935.1
OG0001040	g28032	XP_009107171.2, XP_009144891.1
OG0001040	g6683	XP_018512632.1, XP_033142627.1, XP_033137003.1
OG0001041	g49717	XP_009149898.1
OG0001041	g19512, g19511	XP_009150231.2, XP_009149895.1
OG0001043	g36524	XP_009144872.2, XP_018515540.2
OG0001043	g36525	XP_009147726.1
OG0001044	g25841, g2210, g19086	XP_009103956.2, XP_009116237.2, XP_009139167.2
OG0001045	g2937, g2912, g2933	XP_033128846.1
OG0001046	g22655	XP_033130656.1
OG0001048	g45421, g45419	XP_009130864.1
OG0001048	g17845, g45573	XP_009121922.1, XP_009121921.1
OG0001051	g6121	XP_009112402.1, XP_009136335.1
OG0001051	g23035	XP_033134065.1, XP_009106517.1
OG0001052	g47909, g47910	XP_033132947.1, XP_009108624.1
OG0001053	g41060	XP_009102827.1, XP_009113325.1
OG0001053	g49716	XP_009118289.1
OG0001054	g40938, g38261	XP_009105270.1
OG0001055	g6371, g16676, g16674	XP_033136433.1, XP_033136432.1, XP_033139859.1
OG0001056	g13098	XP_018514567.1, XP_033144753.1
OG0001056	g5691	XP_033138098.1, XP_009130819.1, XP_033140883.1
OG0001057	g47639	XP_009143803.1, XP_009137684.1, XP_009119949.2, XP_009132452.1
OG0001058	g24289, g17556	XP_009108296.1, XP_009144713.1
OG0001058	g47940	XP_009138391.1
OG0001058	g22966	XP_009149208.1
OG0001059	g40535	XP_009106096.2, XP_009113878.2, XP_009123622.1
OG0001059	g24114, g17402	XP_009137018.1, XP_009133197.1
OG0001060	g17809, g24580	XP_009107496.2, XP_009139575.1
OG0001060	g6503	XP_009102577.2, XP_009106322.2, XP_009135865.1
OG0001061	g6557	XP_009145244.1, XP_009108423.1
OG0001061	g47060	XP_033128319.1, XP_018513016.2
OG0001062	g2597, g19373	XP_009115685.1
OG0001063	g47040, g44040	XP_033132500.1, XP_033131800.1, XP_033131807.1, XP_033134074.1
OG0001064	g51622	XP_009143533.1, XP_009141625.1
OG0001064	g19204, g2368	XP_009103852.1, XP_009116020.2, XP_033145799.1
OG0001065	g37200	XP_009141638.1, XP_009133130.1, XP_009143522.2
OG0001065	g2350	XP_009139409.1
OG0001066	g51631, g38065	XP_009133135.1, XP_009143521.1, XP_009141639.1
OG0001066	g2349, g19195	XP_009116038.1
OG0001067	g44345, g46495	XP_009106616.2, XP_033140002.1
OG0001067	g49979, g31659	XP_033132698.1, XP_033136560.1
OG0001068	g44609, g45995	XP_009140544.1, XP_009104860.2, XP_009105896.2, XP_009127928.1
OG0001069	g46181	XP_009106166.1, XP_009104725.1
OG0001069	g50084	XP_009149416.1, XP_009110278.1, XP_009117543.1
OG0001070	g32197	XP_009115330.1, XP_033132492.1, XP_033131362.1
OG0001071	g31500	XP_009148694.2, XP_009148695.2
OG0001071	g31501, g25931	XP_009110557.1
OG0001072	g19445	XP_009141778.1, XP_009151668.1, XP_009149775.1, NP_001288976.1
OG0001073	g6899, g13299	XP_033134425.1, XP_009105113.1
OG0001075	g13240, g12117, g12118	XP_033143753.1, XP_009146214.1, XP_033148722.1, XP_009146218.1, XP_009115358.1
OG0001079	g36973	XP_009142846.1, XP_033147379.1
OG0001084	g13849	XP_033136939.1
OG0001084	g47674	XP_009129591.1, XP_009137789.1, XP_033133070.1
OG0001085	g13898	XP_033136547.1, XP_009102142.1, XP_009117526.1
OG0001086	g23182	XP_009138188.2
OG0001086	g18153	XP_009122672.2, XP_009108801.1
OG0001086	g6220	XP_009136222.1, XP_009122945.1
OG0001087	g23067	XP_009138312.1
OG0001087	g18215	XP_033142398.1
OG0001088	g10457	XP_009151918.1, XP_009111585.1
OG0001089	g16485	XP_009151843.1
OG0001089	g10400	XP_033140773.1, XP_009111607.2, XP_018511998.2
OG0001091	g2682, g19439	XP_009149790.3, XP_009151567.1
OG0001091	g1352	XP_009132682.1
OG0001092	g1033	XP_009120097.1
OG0001092	g5587	XP_009122299.1
OG0001093	g650	XP_009126355.1, XP_009120894.1
OG0001093	g5323	XP_009121874.2
OG0001093	g45586	XP_009125853.1, XP_009131258.2
OG0001094	g29524	XP_033137440.1, XP_009125331.1
OG0001094	g164	XP_009130499.1, XP_033136254.1, XP_033134815.1, XP_018515521.1
OG0001095	g24918	XP_009139655.2, XP_009107667.1
OG0001096	g2044	XP_009104101.2, XP_033145588.1, XP_018510603.2
OG0001096	g52024	XP_009142031.1, XP_018513518.1
OG0001097	g1242	XP_009117047.1, XP_033137978.1
OG0001098	g123	XP_009112200.2, XP_009150670.2, XP_009130528.1
OG0001099	g25399	XP_009111416.2, XP_009134508.1, XP_009128506.1
OG0001100	g37922	XP_009141212.1
OG0001100	g49491	XP_009119163.1
OG0001101	g45664	XP_009121653.1, XP_033140944.1
OG0001101	g13606	XP_033130223.1
OG0001102	g7885	XP_033139813.1, XP_009147366.1, XP_009134657.1
OG0001102	g29235	XP_009131492.1, XP_009121550.2
OG0001103	g10167	XP_009111892.2, XP_009151249.2, XP_009129837.2
OG0001104	g12579, g7735	XP_009124973.1, XP_009151240.1, XP_009124208.2, XP_009111923.1, XP_009129842.1
OG0001105	g46568	XP_009106732.1, XP_009128404.2, XP_009104472.1
OG0001105	g27323	XP_009117804.1, XP_009149011.1
OG0001106	g46483	XP_009128314.1
OG0001107	g50019, g31737	XP_009117639.1, XP_009149241.1
OG0001108	g44509	XP_009128061.2, XP_009104748.1
OG0001109	g46369	XP_009106410.1, XP_009128231.1
OG0001109	g32009	XP_009103284.1, XP_009149696.1, XP_009110169.1
OG0001110	g45825	XP_009105666.1
OG0001110	g32116	XP_033130868.1, XP_009103770.2, XP_009115443.1
OG0001111	g41690, g44903	XP_009127555.1, XP_009105119.1, XP_009105285.2
OG0001111	g50412	XP_009113763.1, XP_009109807.1
OG0001112	g4581	XP_018513688.2, XP_009117317.1
OG0001112	g10211	XP_033129765.1
OG0001113	g5584	XP_009122307.1
OG0001113	g5583, g1670	XP_009122305.2, XP_009122306.2, XP_009122304.3
OG0001114	g26057, g29675, g26080, g14752, g8695	XP_009122225.2, XP_033139346.1, XP_033139117.1, XP_009107904.2, XP_033139260.1, XP_009122908.1, XP_009122909.1
OG0001115	g45996	XP_009127933.1, XP_009105904.2, XP_009104858.1
OG0001115	g31697	XP_033129817.1, XP_009110414.1
OG0001116	g28033	XP_009144895.1
OG0001116	g6688	XP_009145516.1, XP_009109818.1, XP_009135731.1
OG0001117	g24426	XP_009107853.1, XP_033144775.1
OG0001118	g51302	XP_009141243.1
OG0001120	g22964, g47945	XP_009109260.1, XP_009138393.1
OG0001120	g6045	XP_033131373.1
OG0001121	g39398	XP_009132420.2, XP_009150988.2, XP_033141758.1, XP_009105611.2
OG0001124	g5968	XP_009102230.1
OG0001124	g17104, g23657	XP_009137637.1, XP_009143066.1
OG0001125	g45025, g32527	XP_009114987.1
OG0001125	g51533	XP_009142095.2, XP_009143645.1, XP_009133173.2
OG0001126	g44067	XP_009113303.2, XP_009113300.2, XP_009129206.1, XP_009113399.2
OG0001126	g44059	XP_033135254.1
OG0001127	g31536	XP_018510654.1, XP_009148837.2, XP_009110535.1
OG0001127	g10732	XP_033136407.1, XP_009129169.2, XP_009101274.2
OG0001128	g10631	XP_033136460.1, XP_033139879.1, XP_033128423.1
OG0001128	g31465, g49877	XP_033134932.1, XP_009148651.1
OG0001129	g10382	XP_009151825.1, XP_009129349.1, XP_009151826.1, XP_009129350.1, XP_009151827.1
OG0001130	g10319	XP_009151751.1
OG0001130	g16265	XP_009111808.1
OG0001130	g46920	XP_009139807.1, XP_009107602.2
OG0001131	g23730	XP_009139626.1, XP_033148013.1
OG0001131	g39310	XP_009120250.1
OG0001132	g29844, g5762	XP_033137659.1, XP_033145108.1, XP_009125473.2
OG0001132	g7476	XP_009123236.2, XP_009135043.1
OG0001133	g17111	XP_009142838.1, XP_009109166.1
OG0001133	g1001	XP_009120039.1
OG0001134	g5272, g5271, g45622, g29355	XP_009125912.2, XP_009131335.2, XP_009131337.1, XP_009121765.1, XP_009125911.2
OG0001135	g29536	XP_009122107.1, XP_009125337.1
OG0001136	g47242, g24232, g17506	XP_009131115.1, XP_033133181.1, XP_009136879.1
OG0001136	g40650	XP_009101488.1, XP_009114327.1
OG0001137	g10993	XP_033139919.1, XP_009101608.1, XP_009113867.1
OG0001137	g17436	XP_009137004.1, XP_009132702.2
OG0001138	g23966	XP_009135725.1, XP_009108554.1
OG0001138	g40427	XP_009114585.1
OG0001139	g32270	XP_009109823.2, XP_009102992.2, XP_009113780.2
OG0001140	g22956	XP_009147799.1, XP_009138405.2, XP_009109258.1
OG0001140	g13993	XP_033129554.1, XP_033134404.1, XP_009112461.1
OG0001141	g2867	XP_009149968.1, XP_009150439.1
OG0001142	g6574	XP_009145308.1
OG0001142	g11806	XP_009107804.1, XP_009148136.1, XP_009144702.1, XP_009144350.1
OG0001143	g52233	XP_009142317.1, XP_009133702.2
OG0001143	g1906	XP_009139311.1, XP_009104273.2, XP_009116736.1
OG0001144	g1933, g18858	XP_009116687.1, XP_009138870.1
OG0001144	g37547	XP_009143026.1
OG0001146	g37399	XP_009133502.1, XP_018514895.1
OG0001146	g7437	XP_009135103.1
OG0001148	g9755	XP_009150538.1, XP_009112140.1, XP_009130460.1
OG0001148	g220	XP_009125351.1
OG0001149	g2491, g19321	XP_009149246.1, XP_009136601.1, XP_009115794.2
OG0001149	g19632	XP_009130564.1, XP_009103537.1
OG0001150	g29202	XP_009131520.2, XP_033138818.1
OG0001150	g7865	XP_009118329.1, XP_009147335.1, XP_009134683.1
OG0001151	g12476	XP_009134924.2, XP_009147133.1
OG0001151	g10202	XP_009129773.2, XP_033129739.1, XP_009111872.2
OG0001152	g19032	XP_009116333.1, XP_033146521.1
OG0001152	g51912	XP_009142696.1
OG0001153	g38034	XP_033143080.1, XP_009143596.1
OG0001154	g44475, g46190	XP_009106179.1, XP_009128085.2, XP_009104714.1
OG0001155	g50128	XP_009110236.1, XP_018515393.1
OG0001156	g32096	XP_009115513.2, XP_009110097.1
OG0001156	g45854, g35995, g22228, g22334, g35994	XP_009127796.1, XP_009105707.1
OG0001157	g31315	XP_033128948.1
OG0001157	g49774	XP_009110735.1
OG0001157	g27152	XP_009148463.1
OG0001158	g32060	XP_009115558.1, XP_009103190.1
OG0001159	g44389	XP_033131608.1, XP_009106331.1
OG0001159	g44390	XP_033141467.1, XP_009106330.1
OG0001160	g36717	XP_009103723.2
OG0001161	g6686	XP_009109756.2, XP_009145509.1
OG0001161	g36513, g54219	XP_009107173.1, XP_009147757.1, XP_009144893.1
OG0001162	g54120, g54121	XP_033128869.1, XP_009147916.1
OG0001163	g50666, g36215, g36181, g36213	XP_033137649.1, XP_009119798.2
OG0001163	g3216, g3236	XP_009143018.1
OG0001166	g36956	XP_009127564.1
OG0001169	g17077	XP_033130949.1
OG0001169	g39433, g28457	XP_009132451.1, XP_009119951.1
OG0001170	g10143	XP_009129866.1
OG0001171	g40989	XP_009113156.1, XP_009104198.1
OG0001172	g10660	XP_009152169.1
OG0001172	g49895	XP_009117962.1
OG0001172	g31481	XP_018514957.1
OG0001173	g17141	XP_009139916.1
OG0001173	g17145	XP_009112889.1, XP_009109186.1, XP_009139896.1
OG0001174	g12357	XP_033142266.1, XP_009122650.1
OG0001174	g29755	XP_033130435.1, XP_033138400.1, XP_033135332.1, XP_033138059.1
OG0001175	g1055	XP_009132330.1, XP_009120133.1
OG0001176	g9715	XP_009112184.1, XP_009150631.1
OG0001176	g29498, g45539	XP_009131159.1, XP_009125300.1
OG0001177	g5527	XP_033146260.1, XP_009125712.2
OG0001178	g29609	XP_009125702.1, XP_009122400.2
OG0001179	g24168	XP_033129042.1
OG0001180	g47317	XP_009108431.1, XP_009132958.1
OG0001180	g40540	XP_009128764.1, XP_009101616.1
OG0001181	g47399	XP_033148024.1, XP_009108529.2, XP_009137213.2
OG0001181	g40455	XP_009114536.1
OG0001182	g51414	XP_009141359.2, XP_009132974.1, XP_009143809.2, XP_009143811.2
OG0001182	g32375	XP_009102887.1, XP_009123178.1
OG0001183	g47934	XP_009109275.3
OG0001183	g14007	XP_033131361.1
OG0001184	g1810	XP_009138746.1, XP_009116848.2
OG0001184	g50789	XP_009142625.1, XP_009133785.1, XP_009142429.1
OG0001185	g1835	XP_009116830.1, XP_009104332.1
OG0001185	g37654	XP_009142662.1
OG0001186	g18898	XP_009138921.1
OG0001187	g39793	XP_033147675.1, XP_009133158.1
OG0001187	g26954	XP_009111056.1, XP_009118601.1
OG0001188	g5594	XP_009122253.1
OG0001188	g37894, g5559	XP_009133152.2, XP_009141040.2, XP_009144330.1
OG0001189	g7940	XP_009147448.1, XP_009134597.1
OG0001189	g5188	XP_033142251.1, XP_009121662.1
OG0001190	g4934, g29034, g41480	XP_033142654.1, XP_009121003.2, XP_033138875.1
OG0001191	g10149	XP_009151205.1, XP_009129863.1
OG0001191	g12854, g12562	XP_009147261.1, XP_009134816.1
OG0001192	g17606	XP_033144768.1, XP_009107883.2, XP_009146474.1
OG0001193	g2189	XP_009139148.2, XP_009116262.1
OG0001193	g51812, g37332	XP_009141837.2, XP_009143283.2, XP_009133384.1
OG0001194	g2180	XP_009116286.1
OG0001194	g7548	XP_009123935.1, XP_009147001.1
OG0001195	g31703	XP_033132687.1, XP_033129814.1
OG0001195	g46000	XP_009105908.1, XP_033141252.1, XP_009104854.1
OG0001196	g44483, g46180	XP_009106164.3, XP_009128073.1
OG0001196	g27431, g50082	XP_009110279.2, XP_009149408.1, XP_009117548.1
OG0001197	g19149	XP_009116134.1
OG0001198	g10125	XP_009129885.1, XP_033135104.1, XP_033135107.1, XP_009111773.1, XP_033129709.1
OG0001200	g672	XP_009126397.1
OG0001201	g499	XP_009141677.1, XP_009150896.1
OG0001201	g2696	XP_009149800.1, XP_009150178.1
OG0001202	g2591	XP_009115694.1
OG0001203	g3287	XP_033130038.1, NP_001288883.1, NP_001288810.1, XP_009132305.2
OG0001205	g36609	XP_033128388.1, XP_009107000.1
OG0001205	g7109, g13232	XP_033137861.1, XP_009135432.1, XP_009146278.1
OG0001206	g7008	XP_009114794.1, XP_033148159.1, XP_033147764.1, XP_033148016.1
OG0001207	g24396, g17607	XP_009146462.1, XP_009136743.2
OG0001207	g12065	XP_009114215.1, XP_009135504.3, XP_009146054.1
OG0001208	g6854, g11987	XP_018514731.1
OG0001209	g11976	XP_009145826.1
OG0001209	g6831	XP_009135614.1
OG0001210	g36442	XP_033134059.1
OG0001213	g22459	XP_009124753.3
OG0001213	g47151	XP_009113705.2
OG0001213	g37046	XP_033131942.1, XP_033141076.1
OG0001216	g51963	XP_009133467.1
OG0001217	g24465	XP_009147404.1
OG0001218	g7727	XP_033147786.1, XP_033147778.1
OG0001218	g7717	XP_009147276.1
OG0001219	g11274	XP_009110847.1
OG0001219	g37070, g37071, g37072, g11430, g26094	XP_033131696.1
OG0001220	g3079	XP_033141983.1, XP_033143798.1, XP_009131884.1
OG0001221	g16393	XP_033135956.1, XP_033146867.1, XP_033129635.1, XP_033132261.1, XP_033143575.1, XP_033135201.1, XP_033136832.1, XP_033136987.1, XP_033131255.1
OG0001222	g23348, g16960, g47771	XP_009137995.1, XP_033132369.1, XP_009127195.1
OG0001224	g31167	XP_009148172.1, XP_009110842.1
OG0001224	g27062	XP_009113389.1, XP_009122982.2, XP_033130455.1
OG0001225	g16608	XP_009152018.1, XP_009129473.1, XP_009129464.2, XP_009129465.2, XP_009129471.2
OG0001228	g19376	XP_033134380.1
OG0001229	g28587, g28582, g28581	XP_009132160.1, XP_009132287.2
OG0001230	g9884	XP_033140357.1, XP_009150123.2
OG0001230	g5551	XP_009130988.1, XP_009125686.1
OG0001231	g391	XP_033128997.1, XP_009130180.1
OG0001231	g29634	XP_009125683.1, XP_009122352.1, XP_009132220.1
OG0001232	g17457	XP_009132293.1
OG0001232	g35006	XP_033141655.1
OG0001233	g23931, g47447	XP_009136311.1, XP_009137298.1
OG0001233	g40387, g25674	XP_009114652.1, XP_009134249.1
OG0001234	g36180	XP_009145046.1, XP_009129551.1
OG0001235	g6092, g13735	XP_009121121.1
OG0001235	g23002	XP_009109291.1, XP_009138358.2, XP_009101799.1
OG0001236	g47093	XP_009107836.1
OG0001236	g51298	XP_009106879.1, XP_009143965.1
OG0001237	g37633	XP_033146093.1, XP_018514870.1
OG0001237	g1864	XP_033146701.1, XP_009116801.1
OG0001238	g52280	XP_009142366.1, XP_009143175.1
OG0001239	g18874	XP_009104238.1, XP_009116676.2
OG0001241	g38216	XP_009142950.2
OG0001241	g37514	XP_009133620.2, XP_009142209.1
OG0001242	g5744, g45348	XP_009130720.1, XP_009125490.1, XP_009122718.1
OG0001243	g18038	XP_009127543.1, XP_009105271.2
OG0001243	g29126	XP_009126377.2
OG0001245	g2517	XP_033144646.1, XP_009136574.2
OG0001245	g25	XP_009103529.1, XP_009112303.1, XP_033141409.1
OG0001246	g26886	XP_009111203.1
OG0001246	g39512	XP_009111352.1
OG0001247	g25488	XP_009134396.1
OG0001247	g7578	XP_009147051.2, XP_009124276.2, XP_009134985.1
OG0001248	g51124, g51128, g37871	XP_009140975.2
OG0001249	g51720, g43710	XP_009133256.1, XP_009141740.1
OG0001249	g37274	XP_033143191.1
OG0001249	g43709, g51721	XP_033146814.1
OG0001250	g29244	XP_009131467.2, XP_009126048.1, XP_009121571.1
OG0001250	g12693, g7908	XP_009147388.1, XP_009134640.1
OG0001251	g12687	XP_009147359.1, XP_009117898.1
OG0001251	g29218	XP_009131500.1, XP_009121545.1
OG0001252	g7863	XP_009147340.2, XP_018510486.2, XP_009134686.1
OG0001253	g7694, g12874	XP_009124869.1, XP_009147301.1, XP_009134835.1
OG0001253	g4796	XP_009111740.2, XP_009151177.2
OG0001254	g36501	XP_009144900.1, XP_009107208.1
OG0001254	g38012	XP_009141524.1, XP_009133047.1
OG0001255	g17932, g46451	XP_009128295.2, XP_009104570.1, XP_033131319.1
OG0001256	g46014	XP_009105940.1
OG0001256	g27373, g50005	XP_009110403.1, XP_009117657.1, XP_009149205.1
OG0001257	g44576, g46050	XP_009105968.2, XP_033139295.1, XP_009104826.2
OG0001257	g31732	XP_009149235.1, XP_009117640.1
OG0001258	g27419	XP_033133173.1, XP_033128159.1
OG0001258	g46154	XP_033132064.1, XP_033130652.1
OG0001259	g46192	XP_009128089.1
OG0001261	g27264, g31519	XP_009117911.1, XP_009148717.1
OG0001261	g10688	XP_009129113.1, XP_009114185.1, XP_009152229.2
OG0001262	g27261	XP_009148706.1
OG0001262	g31511	XP_009148708.1
OG0001263	g49813, g31371	XP_009118103.1, XP_009148607.2
OG0001263	g44235	XP_009113064.1, XP_009112697.1
OG0001264	g13174, g12242, g7243	XP_009124743.1, XP_009135302.1, XP_033147390.1
OG0001265	g36511	XP_009147759.1, XP_009107178.1
OG0001265	g11879	XP_009135734.1, XP_009145514.2
OG0001267	g40489	XP_033134204.1
OG0001267	g11054	XP_009101717.1
OG0001268	g27586	XP_033135146.1, XP_033135135.1, XP_009115639.2, XP_033134370.1, XP_033131860.1
OG0001269	g32401	XP_009141365.1, XP_009132981.1, XP_009102861.1, XP_009109668.1, XP_018510300.2
OG0001274	g50980	XP_009117139.1, XP_009140535.1
OG0001274	g23357	XP_009108955.1, XP_009127331.1, XP_009137988.1
OG0001275	g50146	XP_009103333.1, XP_009149540.1
OG0001275	g23030	XP_018509467.2, XP_033139768.1, XP_009138342.1
OG0001276	g44155	XP_033134095.1, XP_033144438.1
OG0001276	g46965	XP_009118233.1, XP_009148444.1
OG0001277	g40965	XP_009104772.1, XP_033138168.1
OG0001278	g13569	XP_009136161.1
OG0001279	g5139	XP_009131434.1
OG0001279	g29275	XP_009121617.1, XP_009125034.1, XP_009147414.1
OG0001280	g10372	XP_033137189.1
OG0001280	g16891	XP_009139903.1
OG0001281	g47472, g40826	XP_009112892.1, XP_018509720.1
OG0001282	g23716	XP_009137582.2, XP_009142013.1
OG0001282	g28573	XP_009132168.1
OG0001283	g2067	XP_009116399.1
OG0001283	g37382	XP_009142731.1, XP_009133474.1
OG0001284	g26736	XP_009118902.1
OG0001284	g329	XP_009130240.2, XP_009112041.1, XP_009151410.1
OG0001285	g959	XP_009127088.1
OG0001285	g17094	XP_009143310.3
OG0001286	g28499, g991	XP_009132410.1, XP_009120027.1, XP_009132408.1, XP_009127039.1
OG0001287	g39378, g1006	XP_009120044.2, XP_009132397.2, XP_009127015.1
OG0001288	g45567	XP_033141608.1, XP_009121952.1
OG0001288	g601	XP_009129962.1, XP_009151074.1
OG0001289	g47211, g24261	XP_033128247.1, XP_009108324.2
OG0001289	g10889	XP_033136855.1, XP_033128312.1
OG0001290	g23883	XP_009137373.1, XP_009137263.1, XP_009109295.1
OG0001291	g50669	XP_009151460.1, XP_033136205.1
OG0001291	g27794	XP_009114850.1, XP_009107988.1
OG0001292	g37889, g39954	XP_018513582.1, XP_009141033.1
OG0001292	g7926	XP_009147418.1
OG0001293	g18901	XP_009116589.1, XP_033130962.1
OG0001294	g50894	XP_009140345.2
OG0001294	g22760	XP_009129057.2, XP_009138546.1, XP_018508942.1
OG0001295	g28333	XP_009125060.1, XP_033137274.1
OG0001296	g36926	XP_009140380.1
OG0001296	g22456, g22457, g22454, g3733, g22455, g37997	XP_009143694.1
OG0001297	g40451	XP_009134318.1
OG0001298	g6577	XP_009108758.1, XP_009145309.1, XP_009135817.2
OG0001298	g47079	XP_009148117.1
OG0001299	g37691	XP_009142608.1
OG0001299	g37690	XP_009142609.1
OG0001299	g37689	XP_009142611.1
OG0001300	g2037	XP_009116504.1, XP_009104108.1
OG0001300	g38182	XP_009133535.2, XP_009142832.1
OG0001301	g2132, g18972	XP_009104081.2, XP_009139004.2
OG0001301	g11224	XP_009142814.1
OG0001302	g9683	XP_009150693.1, XP_009112212.2
OG0001302	g2601	XP_009136520.1
OG0001303	g25341	XP_009111519.1
OG0001303	g37594	XP_009133725.1
OG0001304	g31093	XP_009148039.2, XP_009118406.1
OG0001304	g40030	XP_009103694.1, XP_009133875.1, XP_009140905.1
OG0001305	g12863, g12556	XP_009147241.2, XP_009134825.2, XP_018511494.2
OG0001306	g4793	XP_009151182.1
OG0001306	g12547, g7697, g12871	XP_009147219.2, XP_009134832.2, XP_033147177.1
OG0001307	g12971	XP_009134969.1, XP_009147071.1
OG0001307	g10264	XP_009129729.1
OG0001309	g51683, g37238	XP_033148767.1, XP_009141699.1, XP_009133217.2
OG0001309	g2317	XP_033145817.1
OG0001310	g31671	XP_009110439.1, XP_009149121.1
OG0001310	g46484	XP_009128315.1, XP_009106602.1
OG0001311	g10158	XP_033136596.1
OG0001312	g12956	XP_033147481.1
OG0001312	g10242	XP_009129742.1, XP_009111848.1, XP_009151664.1
OG0001313	g44850	XP_009105372.1
OG0001314	g7246	XP_009135299.1, XP_009146532.2
OG0001314	g27980, g54312	XP_009106837.1, XP_009147490.1
OG0001315	g7060	XP_009146200.1, XP_009115281.1
OG0001315	g36576	XP_033146858.1, XP_009123823.1
OG0001316	g54062	XP_009107384.2
OG0001316	g6946	XP_009135528.1
OG0001316	g13282	XP_009114060.1
OG0001317	g36438	XP_009111387.2, XP_009111375.2, XP_009111361.2, XP_033147945.1, XP_009111369.2, XP_033147368.1, XP_009147845.1
OG0001318	g17609	XP_009107880.1, XP_009146539.1
OG0001319	g2386, g11318, g19210	XP_009148759.1, XP_009116003.2, XP_009125247.1
OG0001321	g18477	XP_009101462.3, XP_009101461.2
OG0001323	g23707, g23706	XP_009142201.1
OG0001328	g16953, g23326	XP_009126964.1, XP_033133901.1
OG0001328	g50995	XP_033145767.1, XP_009117123.1
OG0001330	g6114	XP_009112421.2, XP_033129514.1
OG0001330	g13727	XP_018508722.2
OG0001331	g43986	XP_033135597.1
OG0001332	g41073	XP_009102599.1, XP_009113334.1
OG0001332	g31218	XP_009148281.1
OG0001333	g44147, g40990	XP_033134514.1, XP_009104187.2, XP_033143547.1
OG0001333	g31289, g49760, g27134	XP_009144405.1, XP_033135912.1, XP_009148436.2
OG0001334	g31562	XP_033129907.1
OG0001334	g10777	XP_018512428.2, XP_009101331.1, XP_033135785.1
