Orthogroup	Cochlearia_excelsa	Conringia_planisiliqua
OG0000552	g2664, g24348, g37712, g50813	CP7_g45441_DN3_SP0_c.t1
OG0000554	g44179	CP22_g17293_DN2_SP0_c.t1
OG0000556	g11687	CP12_g30872_DN3_SP8_c.t1
OG0000557	g1926	CP3_g13362_DN3_SP0_c.t1
OG0000557	g52194	CP4_g24247_DN3_SP0_c.t1
OG0000557	g16296	CP4_g24249_DN3_SP0_c.t1
OG0000558	g45137, g6394, g37094, g37077, g37420	CP4_g25639_DN3_SP0_c.t1, CP4_g26841_DN1_SP0_c.t1
OG0000559	g5764	CP11_g33591_DN3_SP1_c.t1
OG0000559	g45334	CP11_g33603_DN3_SP0_c.t1
OG0000561	g9727	CP2_g47792_DN3_SP0_c.t1
OG0000562	g12524, g12903	CP10_g42579_DN3_SP8_c.t1
OG0000562	g29300, g5178	CP11_g32503_DN3_SP8_c.t1
OG0000562	g4833	CP2_g48551_DN3_SP8_c.t1
OG0000563	g2642	CP6_g7342_DN3_SP0_c.t1
OG0000566	g41560	CP8_g54288_DN3_SP0_c.t1, CP8_g54270_DN2_SP0_c.t1
OG0000566	g41399	CP8_g54269_DN2_SP0_c.t1
OG0000570	g7906	CP10_g42201_DN3_SP8_c.t1
OG0000570	g9919	CP2_g48187_DN3_SP8_c.t1
OG0000571	g830	CP8_g54099_DN3_SP8_c.t1
OG0000571	g31103, g31105	CP1_g37089_DN3_SP8_c.t1, CP1_g37090_DN3_SP2_c.t1
OG0000572	g17535	CP3_g14806_DN3_SP0_c.t1, CP3_g15404_DN3_SP0_c.t1
OG0000572	g53091	CP6_g6955_DN3_SP0_c.t1, CP9_g28994_DN3_SP0_c.t1
OG0000574	g21420, g15759	CP1_g40827_DN3_SP0_c.t1, CP1_g40831_DN3_SP0_c.t1, CP1_g40963_DN3_SP0_c.t1, CP6_g9072_DN3_SP0_c.t1, CP1_g40962_DN3_SP0_c.t1
OG0000578	g31250	CP1_g37334_DN3_SP8_c.t1
OG0000578	g44098	CP2_g49347_DN3_SP8_c.t1
OG0000579	g28384	CP8_g53215_DN3_SP4_c.t1
OG0000579	g23738	CP19_g17877_DN3_SP8_c.t1
OG0000581	g13025, g2527, g7507	CP10_g42891_DN3_SP4_c.t1, CP10_g42890_DN3_SP4_c.t1
OG0000582	g797	CP8_g54154_DN3_SP8_c.t1
OG0000583	g39847	CP4_g25615_DN1_SP0_c.t1
OG0000584	g11067	CP13_g20194_DN2_SP0_c.t1
OG0000584	g17039, g23547	CP5_g1146_DN3_SP6_c.t1
OG0000585	g51449, g37082, g7149	CP4_g25294_DN3_SP8_c.t1
OG0000586	g18462	CP22_g17593_DN2_SP0_c.t1
OG0000587	g45222	CP8_g54533_DN3_SP8_c.t1
OG0000587	g50800	CP4_g24034_DN3_SP7_c.t1
OG0000588	g12159	CP10_g43461_DN3_SP8_c.t1
OG0000588	g52074	CP4_g24465_DN3_SP8_c.t1
OG0000588	g54285	CP7_g46252_DN3_SP8_c.t1
OG0000589	g2922	CP3_g14829_DN3_SP0_c.t1
OG0000590	g7700, g53288	CP10_g42545_DN3_SP8_c.t1
OG0000591	g16963	CP5_g885_DN3_SP0_c.t1, CP5_g884_DN3_SP0_c.t1
OG0000592	g50029, g27399, g31749	CP7_g45946_DN3_SP8_c.t1
OG0000593	g25927	CP16_g54938_DN3_SP0_c.t1
OG0000594	g19467	CP3_g14555_DN3_SP0_c.t1
OG0000596	g39380	CP8_g53495_DN3_SP8_c.t1
OG0000599	g400, g41776, g51292, g43868	CP21_g10971_DN3_SP0_c.t1
OG0000599	g41345	CP1_g38603_DN3_SP0_c.t1
OG0000599	g44786, g53917, g24394, g45075, g40165, g44332, g188, g37985, g4867, g17314, g18218, g1440, g45076, g29210, g7891, g50678, g12698, g46332	CP14_g23210_DN2_SP0_c.t1
OG0000600	g23476	CP5_g1065_DN3_SP7_c.t1
OG0000601	g5112	CP11_g32422_DN3_SP0_c.t1
OG0000602	g5741	CP11_g33559_DN3_SP8_c.t1
OG0000602	g19206	CP3_g14037_DN3_SP7_c.t1
OG0000602	g12391, g7465, g13062	CP10_g42946_DN3_SP8_c.t1
OG0000605	g44550	CP9_g29043_DN3_SP8_c.t1
OG0000605	g46113	CP9_g29041_DN3_SP2_c.t1
OG0000605	g46114, g44551	CP9_g29042_DN3_SP3_c.t1
OG0000606	g54263, g36563	CP1_g37884_DN3_SP8_c.t1
OG0000607	g6843	CP12_g30241_DN1_SP0_c.t1
OG0000607	g23142	CP5_g619_DN1_SP0_c.t1
OG0000612	g44058	CP2_g49401_DN3_SP8_c.t1, CP3_g13598_DN3_SP2_c.t1, CP4_g24538_DN3_SP8_c.t1
OG0000613	g12753	CP10_g42243_DN3_SP2_c.t1
OG0000613	g932	CP8_g53350_DN3_SP3_c.t1
OG0000613	g18086	CP5_g1608_DN3_SP6_c.t1
OG0000614	g5483, g5477, g5478, g5481	CP11_g33015_DN3_SP2_c.t1
OG0000615	g47953, g22949, g18248	CP5_g396_DN3_SP7_c.t1
OG0000618	g46462	CP9_g29495_DN3_SP8_c.t1
OG0000618	g23624	CP5_g1252_DN3_SP7_c.t1
OG0000619	g38064	CP4_g25024_DN3_SP7_c.t1, CP4_g25023_DN3_SP3_c.t1
OG0000619	g19197, g2358	CP3_g14018_DN3_SP8_c.t1
OG0000620	g27410, g50047	CP64_g21061_DN3_SP1_c.t1, CP7_g45901_DN3_SP6_c.t1
OG0000620	g44549, g46124	CP9_g29047_DN3_SP8_c.t1
OG0000621	g25662	CP11_g31802_DN3_SP0_c.t1, CP11_g31803_DN3_SP0_c.t1
OG0000621	g46832	CP5_g1834_DN3_SP0_c.t1, CP271_g11212_DN3_SP0_c.t1, CP29_g21948_DN1_SP0_c.t1, CP45_g22368_DN3_SP0_c.t1
OG0000621	g46831	CP5_g1833_DN3_SP0_c.t1
OG0000626	g44259	CP2_g48923_DN3_SP0_c.t1, CP2_g48920_DN2_SP0_c.t1
OG0000628	g46398	CP9_g29435_DN3_SP0_c.t1
OG0000628	g11992	CP12_g30210_DN3_SP8_c.t1, CP12_g30211_DN3_SP2_c.t1
OG0000629	g19953, g20499	CP36_g51059_DN2_SP0_c.t1
OG0000629	g52982, g10332, g33223, g34035, g35383, g4108, g45112, g4096, g43641, g34576, g33128, g42643, g24439, g34082, g19927, g25889, g35773, g42718, g21396, g42022, g16172, g34754, g16276, g52450, g34757, g33354, g42959, g21454, g48069, g15351, g9243, g52520, g43642, g34769, g52449, g35367, g21240, g24691, g42325, g34038, g34573, g34755, g35785, g48337, g8828, g33585, g42322, g35795, g3403, g42249, g34085, g48070, g4068, g22188, g19922, g30248, g21519, g48068, g48067, g21535, g48047, g30392, g21520, g30393	CP3_g15800_DN1_SP0_c.t1
OG0000630	g31077	CP3_g13617_DN2_SP0_c.t1
OG0000631	g52818	CP9_g27687_DN3_SP0_c.t1
OG0000631	g25139, g5290	CP12_g31232_DN2_SP0_c.t1
OG0000632	g18715, g1892, g37597	CP4_g24198_DN3_SP8_c.t1
OG0000633	g31589, g38177, g9749	CP7_g46202_DN3_SP0_c.t1
OG0000636	g29704	CP11_g33317_DN3_SP0_c.t1
OG0000637	g24626, g6994	CP3_g13286_DN2_SP0_c.t1
OG0000638	g23088, g23092	CP5_g1015_DN2_SP0_c.t1
OG0000640	g2580	CP20_g4152_DN3_SP0_c.t1, CP3_g14340_DN2_SP0_c.t1
OG0000641	g11857	CP12_g30544_DN3_SP0_c.t1
OG0000642	g14582, g16900	CP5_g1554_DN3_SP0_c.t1
OG0000642	g46703, g46704	CP5_g1553_DN3_SP0_c.t1
OG0000642	g37779	CP5_g1700_DN3_SP0_c.t1, CP5_g1697_DN3_SP0_c.t1, CP5_g1694_DN3_SP0_c.t1, CP5_g1692_DN3_SP0_c.t1, CP5_g1546_DN3_SP0_c.t1, CP5_g1549_DN3_SP0_c.t1, CP5_g1547_DN3_SP0_c.t1
OG0000645	g16321, g17740	CP6_g7536_DN2_SP0_c.t1, CP6_g7535_DN3_SP0_c.t1
OG0000645	g24549	CP6_g7537_DN3_SP0_c.t1
OG0000646	g10368	CP13_g19131_DN3_SP8_c.t1
OG0000646	g12697	CP10_g42190_DN3_SP8_c.t1
OG0000647	g29845, g12395, g7477	CP10_g42929_DN3_SP3_c.t1, CP11_g33589_DN3_SP8_c.t1
OG0000648	g18725, g18726, g18727, g18724	CP3_g13127_DN3_SP0_c.t1, CP3_g13128_DN3_SP0_c.t1
OG0000649	g53982	CP1_g39418_DN3_SP8_c.t1
OG0000650	g43973	CP13_g19915_DN3_SP8_c.t1
OG0000653	g740	CP8_g54240_DN2_SP0_c.t1
OG0000653	g4043, g32936, g3151, g14643, g16153, g24988, g30178, g14755	CP6_g8538_DN2_SP0_c.t1
OG0000653	g35699, g32538, g26109	CP27_g41928_DN1_SP0_c.t1
OG0000655	g38784, g11477, g34951, g32723, g27501, g37433, g37431, g37432, g52863, g29309, g19266, g23172, g31689, g4123, g633, g23353, g52862, g51248	CP16_g55489_DN1_SP0_c.t1, CP16_g55198_DN2_SP0_c.t1
OG0000655	g14952, g29956, g30352, g26800, g34947, g27315, g48841, g53799, g24310, g8621, g42073	CP17_g5104_DN2_SP0_c.t1
OG0000655	g34361, g14953	CP9_g27626_DN2_SP0_c.t1, CP14_g23595_DN1_SP0_c.t1, CP17_g5103_DN1_SP0_c.t1
OG0000655	g15724, g26294, g10061	CP25_g55875_DN2_SP0_c.t1
OG0000658	g10133, g4789	CP3_g13971_DN3_SP7_c.t1, CP13_g19259_DN3_SP1_c.t1, CP2_g48587_DN3_SP7_c.t1
OG0000660	g2820, g11418	CP3_g14720_DN3_SP8_c.t1
OG0000660	g39246	CP8_g53925_DN3_SP8_c.t1
OG0000661	g51258, g51261, g39834	CP4_g25588_DN3_SP2_c.t1, CP4_g25594_DN3_SP8_c.t1
OG0000662	g5081	CP11_g32387_DN3_SP0_c.t1
OG0000662	g6216, g7879	CP10_g42234_DN3_SP0_c.t1
OG0000663	g32229	CP7_g45199_DN3_SP3_c.t1
OG0000663	g44869	CP9_g28369_DN3_SP5_c.t1
OG0000669	g52160, g37530	CP4_g24316_DN3_SP8_c.t1
OG0000669	g13190	CP10_g43322_DN3_SP6_c.t1
OG0000669	g10812	CP13_g19690_DN3_SP7_c.t1
OG0000671	g28292, g22608, g22602, g46709	CP5_g1572_DN3_SP0_c.t1
OG0000672	g1753, g13730, g23019	CP7_g44981_DN3_SP8_c.t1, CP4_g25323_DN3_SP8_c.t1
OG0000673	g38393	CP16_g55078_DN3_SP0_c.t1
OG0000675	g31625, g49954, g51289	CP4_g25543_DN3_SP6_c.t1
OG0000676	g46133, g44537	CP9_g29068_DN3_SP4_c.t1
OG0000685	g47697	CP5_g1051_DN3_SP7_c.t1
OG0000685	g23710	CP19_g18016_DN3_SP6_c.t1
OG0000686	g47857	CP5_g631_DN3_SP1_c.t1
OG0000687	g17578	CP6_g7190_DN3_SP8_c.t1
OG0000687	g37589	CP4_g24213_DN3_SP7_c.t1
OG0000689	g40273, g32732	CP20_g4121_DN3_SP8_c.t1, CP7_g44498_DN3_SP0_c.t1
OG0000692	g18931	CP3_g13482_DN3_SP0_c.t1
OG0000692	g1998	CP3_g13481_DN3_SP7_c.t1
OG0000693	g19066	CP3_g13773_DN3_SP8_c.t1
OG0000693	g37337	CP4_g24737_DN3_SP8_c.t1
OG0000694	g50998	CP16_g55143_DN3_SP0_c.t1
OG0000695	g41726	CP2_g49207_DN3_SP0_c.t1
OG0000695	g6247, g40992	CP2_g49214_DN2_SP0_c.t1, CP2_g49210_DN3_SP0_c.t1
OG0000696	g36560	CP12_g29959_DN3_SP0_c.t1
OG0000696	g13252	CP1_g37894_DN3_SP8_c.t1
OG0000697	g36466, g36467	CP1_g38035_DN2_SP0_c.t1, CP1_g38036_DN1_SP0_c.t1, CP1_g38037_DN3_SP0_c.t1
OG0000698	g47464	CP5_g801_DN3_SP0_c.t1
OG0000699	g37307, g38113	CP5_g1819_DN3_SP0_c.t1
OG0000702	g45660, g29306	CP11_g32519_DN3_SP8_c.t1
OG0000702	g10477	CP13_g19250_DN3_SP1_c.t1
OG0000702	g7936	CP10_g42133_DN3_SP2_c.t1
OG0000703	g29827	CP11_g33519_DN3_SP7_c.t1
OG0000703	g19214	CP3_g14069_DN3_SP8_c.t1
OG0000704	g17405, g24115	CP6_g6844_DN3_SP7_c.t1
OG0000704	g11011	CP13_g20052_DN3_SP4_c.t1, CP13_g20053_DN3_SP4_c.t1
OG0000704	g11010	CP13_g20051_DN3_SP7_c.t1
OG0000706	g587	CP2_g48432_DN3_SP8_c.t1
OG0000706	g18655, g9735	CP2_g47809_DN3_SP8_c.t1
OG0000707	g44848	CP3_g14291_DN3_SP4_c.t1
OG0000710	g31477	CP1_g37681_DN3_SP0_c.t1
OG0000711	g36985	CP5_g1431_DN3_SP0_c.t1
OG0000714	g46750	CP5_g1662_DN3_SP0_c.t1, CP5_g1672_DN3_SP1_c.t1
OG0000714	g41820	CP9_g28230_DN3_SP0_c.t1
OG0000715	g25621, g25619, g25607, g25625, g25606, g25629, g25632, g25605	CP20_g4460_DN3_SP0_c.t1, CP11_g31774_DN3_SP0_c.t1, CP20_g4461_DN3_SP0_c.t1
OG0000716	g19482, g46826, g46814	CP5_g1741_DN2_SP0_c.t1, CP5_g1742_DN1_SP0_c.t1
OG0000717	g31967	CP7_g45659_DN3_SP3_c.t1, CP7_g45660_DN3_SP7_c.t1, CP18_g12521_DN3_SP1_c.t1
OG0000718	g7358, g12311, g5854	CP10_g43138_DN3_SP7_c.t1
OG0000719	g28768	CP8_g54009_DN2_SP3_c.t1
OG0000719	g49733, g14247	CP1_g37355_DN1_SP0_c.t1
OG0000720	g1754	CP3_g13135_DN1_SP0_c.t1
OG0000720	g39542	CP11_g32100_DN1_SP0_c.t1
OG0000722	g45812	CP9_g28581_DN3_SP7_c.t1
OG0000722	g31518	CP1_g37736_DN3_SP7_c.t1
OG0000723	g4864	CP2_g49845_DN3_SP0_c.t1
OG0000724	g19102, g2219	CP10_g43738_DN3_SP0_c.t1
OG0000730	g10673	CP13_g19524_DN3_SP3_c.t1
OG0000730	g31492	CP1_g37706_DN3_SP3_c.t1
OG0000732	g1090	CP8_g53676_DN3_SP6_c.t1
OG0000732	g23718	CP19_g18025_DN3_SP5_c.t1
OG0000732	g11321	CP3_g14078_DN3_SP3_c.t1
OG0000735	g28539	CP5_g1339_DN1_SP0_c.t1
OG0000735	g28538	CP8_g53588_DN3_SP0_c.t1
OG0000736	g45529, g29507	CP11_g32903_DN3_SP7_c.t1
OG0000736	g38503	CP16_g54856_DN3_SP7_c.t1
OG0000736	g22748	CP5_g174_DN3_SP8_c.t1
OG0000737	g48007	CP5_g1994_DN2_SP0_c.t1, CP5_g127_DN3_SP0_c.t1, CP5_g128_DN3_SP0_c.t1
OG0000737	g38444	CP16_g54955_DN2_SP0_c.t1
OG0000741	g36715	CP7_g46397_DN3_SP8_c.t1
OG0000749	g10608	CP1_g37633_DN3_SP7_c.t1
OG0000749	g32196	CP7_g45237_DN3_SP8_c.t1
OG0000750	g40831	CP19_g17892_DN2_SP0_c.t1, CP19_g17852_DN3_SP0_c.t1, CP13_g19092_DN2_SP0_c.t1, CP13_g19093_DN2_SP0_c.t1
OG0000752	g18564	CP2_g48413_DN3_SP0_c.t1
OG0000752	g29481	CP11_g32851_DN3_SP0_c.t1
OG0000753	g53790	CP1_g40928_DN3_SP0_c.t1, CP1_g40923_DN3_SP0_c.t1, CP1_g40927_DN3_SP1_c.t1, CP1_g40944_DN3_SP8_c.t1
OG0000754	g28181	CP1_g40656_DN3_SP3_c.t1
OG0000754	g42706	CP15_g35740_DN3_SP0_c.t1
OG0000755	g25545	CP11_g31904_DN3_SP7_c.t1
OG0000756	g47929	CP5_g443_DN2_SP0_c.t1
OG0000756	g40941	CP2_g49095_DN3_SP0_c.t1
OG0000756	g18484, g18486	CP13_g20091_DN3_SP0_c.t1, CP13_g20175_DN3_SP0_c.t1
OG0000756	g18410	CP13_g20090_DN2_SP0_c.t1
OG0000757	g19178	CP3_g13984_DN3_SP2_c.t1
OG0000758	g46550	CP9_g29629_DN2_SP0_c.t1
OG0000758	g39816	CP4_g25542_DN3_SP0_c.t1
OG0000758	g31624	CP7_g46142_DN2_SP0_c.t1
OG0000759	g1202, g28719	CP8_g53860_DN3_SP2_c.t1
OG0000759	g26999	CP1_g36999_DN3_SP7_c.t1
OG0000761	g11934	CP12_g30367_DN3_SP0_c.t1
OG0000762	g5941	CP10_g43535_DN3_SP0_c.t1, CP10_g43534_DN3_SP0_c.t1
OG0000762	g5942	CP10_g43536_DN3_SP0_c.t1
OG0000763	g27997, g54354, g36680	CP7_g46316_DN3_SP0_c.t1, CP7_g46313_DN3_SP2_c.t1
OG0000763	g36679	CP7_g46317_DN3_SP0_c.t1
OG0000764	g28045, g28051	CP1_g38008_DN3_SP0_c.t1, CP29_g22052_DN1_SP0_c.t1
OG0000765	g1550, g2438, g2440, g2441	CP9_g29304_DN2_SP0_c.t1
OG0000772	g10410	CP13_g19187_DN3_SP0_c.t1
OG0000773	g44749	CP9_g28564_DN3_SP8_c.t1, CP7_g45326_DN3_SP2_c.t1
OG0000774	g47581	CP19_g18009_DN3_SP4_c.t1
OG0000775	g7430, g12371, g12372	CP10_g43010_DN3_SP5_c.t1
OG0000776	g37342	CP4_g24723_DN3_SP7_c.t1
OG0000776	g13022, g7512	CP10_g42884_DN3_SP8_c.t1
OG0000779	g17303, g47419	CP19_g18446_DN3_SP8_c.t1
OG0000779	g25661	CP11_g31800_DN3_SP7_c.t1
OG0000779	g25660	CP11_g31779_DN3_SP2_c.t1, CP11_g31798_DN3_SP5_c.t1
OG0000780	g22739	CP5_g164_DN3_SP8_c.t1
OG0000780	g38506	CP16_g54849_DN3_SP8_c.t1
OG0000780	g29511	CP11_g32912_DN3_SP8_c.t1
OG0000781	g38223	CP4_g24344_DN3_SP3_c.t1
OG0000781	g37524	CP4_g24343_DN3_SP2_c.t1
OG0000783	g772	CP8_g54187_DN3_SP6_c.t1
OG0000783	g29397	CP3_g15549_DN3_SP7_c.t1
OG0000784	g3089	CP3_g15074_DN3_SP0_c.t1
OG0000784	g28866, g807	CP8_g54138_DN3_SP3_c.t1
OG0000788	g3012	CP3_g14931_DN3_SP8_c.t1
OG0000788	g828	CP8_g54100_DN3_SP8_c.t1
OG0000788	g3011	CP3_g14929_DN3_SP6_c.t1
OG0000789	g44317	CP9_g29591_DN3_SP8_c.t1
OG0000789	g13146	CP10_g43237_DN3_SP8_c.t1, CP7_g46471_DN3_SP3_c.t1
OG0000794	g28179	CP4_g25897_DN2_SP0_c.t1
OG0000794	g51082, g51084	CP4_g25930_DN2_SP0_c.t1, CP4_g25929_DN2_SP0_c.t1, CP4_g25945_DN2_SP0_c.t1
OG0000796	g23973, g44626	CP6_g7428_DN2_SP0_c.t1, CP13_g20463_DN2_SP0_c.t1
OG0000798	g24266, g17563, g47178	CP6_g7165_DN3_SP8_c.t1
OG0000798	g24320, g47203	CP6_g7096_DN3_SP0_c.t1
OG0000799	g50344	CP2_g49118_DN1_SP0_c.t1, CP2_g50295_DN1_SP0_c.t1
OG0000800	g41234	CP13_g19496_DN3_SP0_c.t1
OG0000800	g11389	CP3_g14508_DN3_SP0_c.t1
OG0000801	g29782	CP10_g43020_DN3_SP0_c.t1
OG0000801	g29780	CP11_g33427_DN3_SP0_c.t1
OG0000801	g13101	CP10_g43021_DN3_SP0_c.t1
OG0000802	g10953	CP13_g19899_DN3_SP0_c.t1
OG0000805	g17702	CP12_g30593_DN2_SP0_c.t1
OG0000808	g39999	CP4_g25866_DN3_SP8_c.t1
OG0000808	g19564	CP3_g14779_DN3_SP7_c.t1
OG0000808	g1260	CP8_g53939_DN3_SP8_c.t1
OG0000810	g36472	CP1_g38028_DN2_SP0_c.t1
OG0000810	g36509, g54213	CP1_g37974_DN3_SP0_c.t1
OG0000811	g43179, g33245, g49042	CP6_g8094_DN2_SP0_c.t1
OG0000812	g53541	CP4_g26086_DN3_SP0_c.t1
OG0000813	g6955	CP12_g30070_DN2_SP0_c.t1
OG0000814	g862, g860	CP8_g54032_DN3_SP0_c.t1, CP8_g54031_DN3_SP0_c.t1
OG0000818	g2629	CP3_g14443_DN3_SP8_c.t1
OG0000818	g47643	CP5_g1230_DN3_SP8_c.t1
OG0000818	g40738	CP13_g19048_DN3_SP7_c.t1
OG0000819	g12365	CP10_g43023_DN3_SP8_c.t1
OG0000819	g29778	CP11_g33425_DN3_SP3_c.t1
OG0000819	g2161	CP3_g13723_DN3_SP7_c.t1
OG0000821	g1309	CP8_g53138_DN3_SP6_c.t1
OG0000821	g1310	CP8_g53135_DN3_SP1_c.t1
OG0000821	g41199, g41184, g41183	CP8_g53132_DN3_SP0_c.t1
OG0000823	g40691, g10891	CP13_g19770_DN3_SP0_c.t1
OG0000823	g47213	CP6_g7080_DN3_SP0_c.t1
OG0000824	g32658, g27798	CP7_g44576_DN3_SP4_c.t1, CP7_g44578_DN3_SP4_c.t1
OG0000824	g40312	CP20_g4220_DN3_SP7_c.t1
OG0000825	g1837	CP3_g13237_DN3_SP8_c.t1
OG0000825	g52299, g37652	CP4_g24095_DN3_SP8_c.t1
OG0000826	g19425	CP3_g14515_DN3_SP2_c.t1
OG0000826	g52166, g37548	CP4_g24284_DN3_SP8_c.t1, CP2_g49435_DN3_SP0_c.t1, CP2_g49434_DN3_SP3_c.t1
OG0000827	g985	CP8_g53468_DN1_SP0_c.t1
OG0000827	g7522	CP10_g42864_DN3_SP2_c.t1
OG0000827	g47835, g5823	CP11_g33705_DN3_SP8_c.t1
OG0000829	g45753	CP11_g32217_DN3_SP0_c.t1
OG0000830	g50129	CP7_g45736_DN3_SP4_c.t1
OG0000831	g27461	CP7_g45718_DN3_SP0_c.t1, CP7_g45717_DN3_SP0_c.t1, CP7_g45716_DN3_SP0_c.t1, CP7_g45715_DN3_SP0_c.t1
OG0000834	g54107	CP12_g30198_DN3_SP0_c.t1
OG0000835	g11975, g6829	CP12_g30251_DN3_SP3_c.t1
OG0000835	g36401	CP1_g38146_DN3_SP8_c.t1
OG0000836	g18992	CP3_g13624_DN3_SP1_c.t1
OG0000838	g52396, g52380	CP8_g52226_DN3_SP0_c.t1
OG0000844	g7481	CP10_g42923_DN3_SP8_c.t1
OG0000844	g29846, g5767	CP11_g33594_DN3_SP8_c.t1
OG0000846	g18149, g23193	CP9_g28299_DN3_SP1_c.t1, CP5_g687_DN3_SP8_c.t1, CP3_g15839_DN3_SP0_c.t1, CP3_g14851_DN3_SP0_c.t1, CP10_g43946_DN2_SP0_c.t1
OG0000848	g49348	CP1_g36506_DN3_SP8_c.t1, CP8_g54548_DN3_SP7_c.t1
OG0000849	g1795	CP3_g13200_DN1_SP0_c.t1
OG0000851	g52005	CP4_g24544_DN3_SP8_c.t1
OG0000851	g2106	CP3_g13600_DN3_SP2_c.t1
OG0000853	g25495	CP11_g31988_DN3_SP0_c.t1
OG0000854	g37834, g40042	CP4_g25917_DN3_SP0_c.t1
OG0000855	g11395, g2757	CP3_g14590_DN3_SP0_c.t1
OG0000855	g340	CP2_g48036_DN3_SP8_c.t1
OG0000857	g14408	CP15_g34677_DN3_SP1_c.t1
OG0000857	g6195	CP3_g15366_DN3_SP7_c.t1
OG0000857	g19417	CP3_g14467_DN3_SP6_c.t1
OG0000859	g37256	CP3_g13228_DN1_SP0_c.t1
OG0000863	g32338	CP5_g1463_DN3_SP0_c.t1
OG0000867	g44988	CP9_g28178_DN2_SP1_c.t1, CP9_g28183_DN3_SP1_c.t1, CP9_g28184_DN3_SP0_c.t1
OG0000868	g45455, g5591, g29666	CP11_g33251_DN3_SP8_c.t1
OG0000868	g12305, g7345, g13126	CP10_g43152_DN3_SP8_c.t1
OG0000869	g47214, g17532	CP13_g19771_DN3_SP8_c.t1
OG0000870	g50492, g50452	CP7_g45069_DN3_SP2_c.t1, CP7_g45070_DN3_SP0_c.t1
OG0000871	g7867	CP10_g42246_DN3_SP8_c.t1
OG0000871	g18093	CP5_g1635_DN3_SP8_c.t1
OG0000872	g39803	CP4_g25527_DN3_SP0_c.t1
OG0000873	g4923, g29042	CP8_g54502_DN3_SP0_c.t1
OG0000877	g37254	CP12_g30403_DN3_SP0_c.t1
OG0000878	g25974, g16954	CP13_g20464_DN3_SP0_c.t1
OG0000883	g47886	CP10_g42471_DN3_SP7_c.t1, CP5_g540_DN3_SP5_c.t1
OG0000884	g32204	CP7_g45224_DN3_SP0_c.t1
OG0000885	g50244	CP7_g45542_DN3_SP4_c.t1
OG0000885	g17066, g23580	CP5_g1197_DN3_SP8_c.t1
OG0000886	g37044	CP13_g20432_DN3_SP8_c.t1
OG0000888	g11209, g1980, g18951	CP3_g13506_DN3_SP8_c.t1
OG0000888	g52055	CP4_g24476_DN3_SP8_c.t1
OG0000890	g2336	CP3_g13989_DN3_SP0_c.t1
OG0000890	g51643	CP4_g24985_DN3_SP0_c.t1
OG0000892	g602	CP12_g30128_DN3_SP0_c.t1
OG0000893	g18572	CP13_g19793_DN3_SP0_c.t1
OG0000893	g523	CP2_g48338_DN3_SP0_c.t1
OG0000897	g2322	CP3_g13965_DN3_SP3_c.t1
OG0000900	g49875	CP1_g37648_DN3_SP0_c.t1
OG0000900	g31459, g53611	CP1_g37649_DN3_SP0_c.t1, CP1_g37650_DN3_SP0_c.t1
OG0000901	g2658, g2672, g24339, g17581	CP6_g7193_DN3_SP0_c.t1
OG0000902	g12349	CP10_g43053_DN2_SP7_c.t1
OG0000903	g29451	CP11_g32809_DN1_SP0_c.t1
OG0000903	g46806	CP5_g2042_DN1_SP0_c.t1, CP5_g2010_DN1_SP0_c.t1
OG0000904	g45532	CP11_g32895_DN3_SP8_c.t1
OG0000904	g23312	CP5_g834_DN3_SP4_c.t1
OG0000905	g29506	CP11_g32902_DN3_SP8_c.t1
OG0000906	g18661	CP2_g47805_DN3_SP0_c.t1
OG0000906	g29526	CP11_g32928_DN3_SP1_c.t1
OG0000907	g24176, g17469	CP6_g6949_DN3_SP7_c.t1
OG0000907	g40587, g10964	CP13_g19926_DN3_SP8_c.t1
OG0000908	g22696	CP5_g107_DN3_SP4_c.t1, CP16_g54793_DN3_SP0_c.t1
OG0000909	g29200	CP11_g32353_DN3_SP7_c.t1, CP6_g8005_DN3_SP1_c.t1
OG0000909	g50312	CP7_g45385_DN3_SP1_c.t1
OG0000910	g28799	CP8_g54038_DN3_SP0_c.t1
OG0000910	g28800	CP8_g54039_DN3_SP0_c.t1
OG0000910	g41318	CP8_g54037_DN3_SP0_c.t1
OG0000911	g19649	CP2_g47595_DN3_SP2_c.t1
OG0000911	g11359, g19349	CP5_g1853_DN3_SP0_c.t1, CP3_g14314_DN3_SP0_c.t1, CP3_g14307_DN3_SP0_c.t1
OG0000912	g39592	CP11_g32048_DN3_SP8_c.t1
OG0000912	g49396	CP1_g36771_DN3_SP0_c.t1
OG0000913	g50285, g44694	CP7_g45454_DN3_SP0_c.t1, CP9_g28681_DN2_SP0_c.t1
OG0000914	g7801	CP2_g49839_DN3_SP0_c.t1
OG0000915	g2397	CP3_g14071_DN3_SP8_c.t1
OG0000915	g37165	CP4_g25100_DN3_SP8_c.t1
OG0000916	g27270, g27272	CP1_g37756_DN3_SP0_c.t1
OG0000917	g31431	CP1_g37608_DN3_SP1_c.t1
OG0000917	g23320	CP1_g37607_DN3_SP0_c.t1
OG0000919	g13279	CP12_g30065_DN3_SP0_c.t1, CP12_g30066_DN2_SP0_c.t1
OG0000919	g6958	CP12_g30062_DN2_SP0_c.t1
OG0000920	g54357, g54355, g54356	CP7_g46314_DN3_SP0_c.t1
