Orthogroup	Cochlearia_excelsa	Arabidopsis_lyrata_Rawat
OG0000919	g6958	AL3G30270, AL3G30260
OG0000920	g27998	AL1G62690
OG0000921	g36381, g36403	AL1G57040, AL1G57030, AL1G57070
OG0000922	g16101	AL4G20330, AL7G35340, AL5G19220, AL7G45210, AL5G18940, AL2G17620, AL6G45150, AL4G17650, AL2G40150, AL8G21530, AL39U10060, AL6G37480, AL2G20280, AL4G18800, AL4G20320
OG0000923	g26772, g26765, g26752, g26764	AL8G24040
OG0000924	g22936, g18251	AL7G14730, AL1G65990
OG0000924	g13980	AL3G51320
OG0000930	g13896	AL3G48470
OG0000930	g23477, g17008	AL7G23090
OG0000931	g12990	AL3G19500
OG0000931	g12335	AL3G22660
OG0000932	g13128, g12299	AL3G23530
OG0000933	g41220, g28366	AL8G26770
OG0000933	g879	AL7G27500
OG0000934	g17415, g47313	AL7G34620
OG0000935	g25539	AL6G48940
OG0000935	g17365, g24033	AL7G32960
OG0000936	g47385	AL7G32400
OG0000937	g23857	AL7G29320
OG0000938	g22721	AL7G11800
OG0000938	g22720	AL7G11790
OG0000939	g18311	AL4G10580, AL4G10570
OG0000940	g11622	AL3G43150
OG0000940	g22969	AL7G15240
OG0000941	g24567	AL7G42220
OG0000941	g49502, g30936	AL1G15360
OG0000942	g24536, g6533, g17723	AL3G38050, AL7G41930
OG0000943	g7695	AL3G16220
OG0000943	g12546	AL6G39090
OG0000945	g29151, g29149	AL6G28100, nbis-gene-1535
OG0000945	g47995	AL1G13260
OG0000946	g5833	AL6G10510
OG0000946	g5834	AL6G10500
OG0000947	g12689, g7889	AL3G11480
OG0000948	g37318	AL463U10020, AL4G36850
OG0000948	g2220	AL5G36420
OG0000950	g4810, g10118	AL6G38730
OG0000950	g32990	AL3G16530
OG0000953	g2592	AL5G30240, AL5G30310, AL5G30270
OG0000954	g6806	AL3G32800
OG0000954	g6801	AL3G32810, AL5G21990
OG0000955	g5006	AL1G50220, AL1G50170, AL1G50110, AL1G50190, AL1G50210, nbis-gene-218
OG0000958	g18479	AL2G15010, AL2G15000
OG0000959	g50152	nbis-gene-114, AL1G33190, nbis-gene-118, AL1G33240
OG0000963	g7494	AL3G20560
OG0000964	g26701	AL8G23720
OG0000965	g7238	AL3G25580
OG0000965	g47303	AL486U10010
OG0000966	g17414	AL7G34610
OG0000967	g27912	AL1G50820
OG0000967	g50234, g27514	AL1G35650
OG0000968	g46773	AL7G46720
OG0000968	g16220	AL7G46710
OG0000969	g40498	AL8G15080
OG0000969	g40496	AL66U10010
OG0000970	g18677, g76, g10717	AL8G44100
OG0000971	g12613, g2066	AL5G37100, AL5G36880
OG0000972	g4838, g18527	AL6G38560
OG0000972	g12522	AL3G16610
OG0000973	g41449	AL6G30350
OG0000973	g7660, g12501	AL3G17050
OG0000975	g31877	AL1G32480
OG0000977	g1479, g2807	AL5G26280
OG0000977	g2808	AL5G26220
OG0000978	g19586	AL5G24340, AL5G24290
OG0000978	g2943	AL5G24350
OG0000979	g47124, g24424	AL7G39590
OG0000979	g24425	AL7G39600
OG0000980	g28734	AL7G49940
OG0000982	g28394, g13764, g24824	AL1G56230
OG0000983	g778	AL6G33190, AL6G33130, AL6G33150
OG0000986	g47772	AL7G20890, AL5G34940
OG0000987	g50608	AL1G45810
OG0000988	g29708	AL6G15700
OG0000988	g13113	AL3G52710, AL3G22820
OG0000989	g4496, g3840, g28360, g26454	AL8G26450
OG0000989	g37017, g37018	AL8G18530
OG0000990	g24213, g17494	AL8G11980
OG0000991	g27797, g32657	AL1G47400
OG0000992	g36959, g50882, g54088	AL4G11020, AL4G11010
OG0000992	g22703	AL7G11320
OG0000993	g13525, g11661, g6390	AL3G41690, AL7G50560
OG0000994	g39943	AL4G24960
OG0000995	g51255	AL4G26770
OG0000996	g37900	AL4G25640
OG0000996	g31018	AL1G16710
OG0000997	g12610	AL3G14020
OG0000997	g31457	AL1G25200
OG0000998	g37327, g51789	AL4G37130
OG0000998	g2194	AL5G36650
OG0001000	g29281	AL6G25630
OG0001001	g18547, g18546	AL6G37910, AL6G37900
OG0001002	g7245	AL3G25180, AL3G25200
OG0001003	g36579	AL1G60880
OG0001004	g51862	AL8G24310, AL7G49890
OG0001005	g6249, g50592, g43746, g32335, g35536, g4447, g23217, g13771, g45, g6248, g39866, g17234, g22309, g14229, g7499, g24583, g43747, g43333, g22365, g6041, g18397, g53074, g35340, g3827, g53269, g39865, g22366, g4437, g7498, g44072, g22306, g40004, g40181, g24710, g16635, g45185, g15784, g44212, g42186, g10259, g44, g35339, g35084, g35099, g12920, g35535, g46919, g53723, g27835, g36043, g22898, g13772, g23218, g5891, g49886	AL7G28880
OG0001008	g23485	AL7G23180, AL7G23190
OG0001008	g17010	AL7G23200
OG0001009	g34447	AL7G22620
OG0001010	g27725, g50616	nbis-gene-190
OG0001010	g51531	AL4G31630
OG0001011	g27768	AL1G46170
OG0001012	g41088, g41084, g41091, g44006	AL1G67200
OG0001012	g27090	AL1G20110
OG0001013	g11006	AL2G20110, AL2G20000, AL2G20090
OG0001015	g47552, g23748	AL7G27460
OG0001016	g45562, g29459	AL6G21720
OG0001016	g588	AL6G36970
OG0001017	g144	AL8G43190
OG0001018	g45502, g29578, g5494, g9985	AL6G34920
OG0001019	g47225	AL7G36950
OG0001019	g40682	AL8G11120
OG0001020	g47245	AL7G36620
OG0001020	g40644, g10924	AL8G11640
OG0001021	g18748	AL5G45740
OG0001021	g37763	AL4G47460, AL39U10040
OG0001022	g50817	AL4G46820
OG0001022	g38328	AL6G25680
OG0001022	g1762	AL2G23490, AL5G45070
OG0001023	g13766	nbis-gene-1551, nbis-gene-2036, nbis-gene-2018, nbis-gene-900
OG0001024	g37905	nbis-gene-79, AL4G26680, nbis-gene-1375, AL6G44630, AL6G44660
OG0001025	g31022	AL1G16770
OG0001025	g39900, g51220	AL4G25510
OG0001026	g12738, g7923	AL3G10970
OG0001026	g29274	AL6G25930
OG0001027	g27224	AL1G25230
OG0001027	g31437	AL1G22170, AL1G24890
OG0001028	g19114	AL5G36270
OG0001029	g32015, g27506	AL1G35240, AL1G35120
OG0001029	g46377	AL2G37860
OG0001030	g44444, g46220	AL2G35570
OG0001031	g50115	AL1G32700
OG0001031	g46230	AL2G35750
OG0001032	g46291	AL2G36740
OG0001032	g50165	AL1G34080
OG0001033	g42963, g42965	nbis-gene-1137
OG0001034	g50282	AL2G30110, AL1G37030
OG0001035	g1629	AL3G14320, AL3G14310
OG0001036	g46468	AL2G39070
OG0001037	g44303	AL2G40450
OG0001037	g2455, g45188, g13042	AL1G60500
OG0001038	g12253	AL3G24730
OG0001038	g7266	AL3G24740
OG0001039	g36304	AL1G54940
OG0001039	g6935	AL3G30650
OG0001040	g28032	AL1G59570
OG0001040	g6683	AL3G35250
OG0001041	g49717	AL3G48700
OG0001041	g19512, g19511	AL5G26850
OG0001042	g14335	AL4G18130
OG0001043	g36524	AL1G59880
OG0001043	g36525	AL1G59900
OG0001044	g2210, g19086	AL5G36580
OG0001045	g2937, g2912, g2933	AL5G24440, AL5G24500, AL5G24880, AL5G24890
OG0001046	g22655	AL3G30210
OG0001046	g52861, g36961	AL3G44710, AL7G45060, AL6G42160, AL1G65960, AL3G45900
OG0001051	g23035	AL7G16180
OG0001053	g41060	AL2G18370
OG0001053	g27098	AL4G26470
OG0001053	g49716	AL1G20570
OG0001054	g44203	AL2G14280
OG0001054	g40938, g38261	AL2G14270
OG0001056	g13098	AL3G21860
OG0001056	g5691	AL6G14020
OG0001057	g47639	AL7G25010, nbis-gene-2126, nbis-gene-2127, AL8G29290, AL8G29300
OG0001058	g24289, g17556	AL7G37560
OG0001058	g47940, g22966	AL7G15210
OG0001059	g40535	AL8G14140
OG0001059	g24114, g17402	AL7G34340
OG0001060	g17809, g24580	AL7G42570
OG0001060	g6503	AL3G38710
OG0001061	g6557	AL3G37410
OG0001061	g47060	AL7G41560
OG0001062	g2597, g19373	AL5G30060
OG0001064	g51622	AL4G33370
OG0001064	g19204, g2368	AL5G34170
OG0001065	g37200	AL4G33580
OG0001065	g2350	AL5G34370
OG0001066	g51631, g38065	AL4G33590
OG0001066	g2349, g19195	AL5G34380
OG0001067	g44345, g46495	AL2G39460
OG0001067	g49979, g31659	AL1G28880
OG0001068	g44609, g45995	AL2G32050
OG0001069	g46181	AL2G34970
OG0001069	g50084	AL1G31940
OG0001070	g32197	AL1G39820, AL2G27520, AL3G50370
OG0001071	g31500	AL1G25990
OG0001071	g31501, g25931	AL1G26000
OG0001072	g19445	AL6G35210, AL5G28530
OG0001073	g6899, g13299	AL2G18730, AL2G18760
OG0001073	g54336	AL2G23650, AL2G23660
OG0001074	g26813, g53638, g42668, g42659, g4054, g3459, g44889	AL2G26290
OG0001075	g13240, g12117, g12118	AL1G61020, AL3G28290
OG0001079	g36973	AL3G10890, nbis-gene-1226
OG0001084	g51025	AL3G53570
OG0001084	g13849	AL3G53590
OG0001084	g47674	AL7G24080
OG0001085	g13898	AL3G48510
OG0001086	g23182, g18153	AL7G18140
OG0001086	g6220	AL3G45570, AL3G45640
OG0001087	g23067	AL7G16560
OG0001087	g18215	AL7G16550
OG0001088	g10456, g10455	AL5G17260
OG0001089	g16485	AL5G18560
OG0001089	g10400	AL5G18530
OG0001091	g2682, g19439	AL5G24020, AL5G28380
OG0001091	g1352	AL8G25110
OG0001092	g5587	nbis-gene-1481
OG0001093	g41427, g650	AL6G30850
OG0001093	g5323, g45586	AL6G22960
OG0001094	g29524	AL6G20480
OG0001094	g164	AL8G42750
OG0001095	g24918	AL9U11600
OG0001096	g2044	AL5G39710
OG0001096	g52024	AL4G40340
OG0001097	g1242	AL2G25850
OG0001098	g123	AL8G43520
OG0001099	g25399	AL6G52290
OG0001100	g37922	AL4G27570
OG0001101	g45664	AL6G25400
OG0001101	g13606	AL6G26240
OG0001102	g7885	AL3G11520
OG0001102	g29235	AL6G26580
OG0001103	g10167	AL6G40540
OG0001104	g12579, g7735	AL3G15230
OG0001105	g46568	AL2G40840
OG0001105	g49952, g27323	AL1G27950
OG0001106	g49982, g31674	AL1G29060
OG0001106	g46483	AL2G39280
OG0001107	g50019, g31737	AL1G30240
OG0001108	g44509	AL2G34600
OG0001109	g46369	AL2G37710
OG0001109	g50209, g27495	AL1G34950
OG0001110	g27567	AL1G38350
OG0001111	g44903	AL2G26000
OG0001111	g50412	AL1G40810
OG0001112	g4581	AL8G22690
OG0001112	g10211	AL7G42980, AL7G42360
OG0001113	g5584	AL6G17000
OG0001115	g45996	AL2G32100
OG0001115	g31697	AL1G29600
OG0001116	g28033	AL1G59450
OG0001116	g6688	AL3G35080
OG0001120	g22964, g47945	AL7G15150
OG0001120	g6045	AL3G50780
OG0001121	g39398	AL8G30260, AL8G30250, AL1G66030, AL5G20200
OG0001122	g31729	AL1G30130, AL4G15630, AL4G15510
OG0001124	g5968	AL3G53430
OG0001124	g17104, g23657	AL7G25710
OG0001125	g45025, g32527	AL1G49600
OG0001125	g51533	AL4G31680
OG0001126	g44056, g41814, g27885, g44067	AL2G17730
OG0001126	g44059	AL2G17630
OG0001127	g31536	AL1G26550
OG0001127	g10732	AL5G11310
OG0001128	g10631	AL5G13940
OG0001128	g31465, g49877	AL1G25340
OG0001129	g10382	AL5G18770, AL5G18730
OG0001130	g10319, g16265	AL5G20100
OG0001130	g46920	AL7G51620
OG0001131	g39310	AL8G33210
OG0001132	g29844, g5762	AL6G12330
OG0001132	g7476	AL3G20930
OG0001133	g17111	AL7G26000
OG0001133	g1001	AL8G30690
OG0001134	g5272, g5271, g45622, g29355	AL6G24050, AL6G24060
OG0001135	g29536	AL6G20380
OG0001136	g47242, g24232, g17506	AL7G36660
OG0001136	g40650	AL8G11550
OG0001137	g10993	AL8G13460
OG0001137	g17436	AL7G34850
OG0001138	g28050	AL3G11250
OG0001138	g40427	AL6G47790
OG0001139	g32270	AL1G40710
OG0001140	g22956	AL7G15010
OG0001140	g13993	AL3G50920
OG0001141	g2867	AL5G25610
OG0001142	g6574	AL3G36920
OG0001142	g11806	AL7G41070
OG0001143	g52233	AL4G44210
OG0001143	g1906	AL5G42890
OG0001144	g1933, g18858	AL5G42340
OG0001144	g37547	AL4G43450
OG0001145	g10918	AL304U10030
OG0001146	g37399, g38167	AL4G39730
OG0001146	g7437	AL3G21660
OG0001148	g9755	AL8G41950
OG0001148	g220	nbis-gene-1500
OG0001149	g2491, g19321	AL5G31590
OG0001149	g19632	AL8G45240
OG0001150	g29202	AL6G26990
OG0001150	g7865	AL3G11920
OG0001151	g12476	AL3G17870
OG0001151	g10202	AL8G22890
OG0001152	g19032	AL5G37650
OG0001152	g51912	AL4G38370
OG0001154	g44475, g46190	AL2G35130
OG0001155	g50128	AL1G33060
OG0001156	g50299, g32096	AL1G37300
OG0001156	g45854, g35995, g22228, g22334, g35994	nbis-gene-584
OG0001157	g31315	AL1G22500
OG0001157	g27152	AL1G22420
OG0001158	g32060	AL1G36840
OG0001159	g44389	AL2G36790
OG0001159	g44390	AL4G37320, AL2G36780
OG0001160	g36717	AL1G63540
OG0001161	g6686	AL3G35190
OG0001161	g54219	AL1G59540
OG0001162	g54120, g54121	AL1G56070
OG0001163	g36214	AL8G29060
OG0001166	g36956	AL4G11480
OG0001169	g17077	AL7G25000
OG0001169	g39433, g28457	AL8G29310, AL8G29370
OG0001170	g10143	AL6G39470
OG0001171	g40989	AL2G15540
OG0001172	g10660	AL5G13270
OG0001172	g31481	AL1G25650
OG0001173	g17141	AL7G26860
OG0001173	g17145	AL2G10690
OG0001174	g12357	AL3G22210
OG0001174	g29755	AL6G38110
OG0001175	g1055	AL8G31800
OG0001175	g23700	AL7G26480
OG0001176	g9715	AL8G43000
OG0001176	g29498, g45539	AL6G20950
OG0001177	g5524, g5527	AL6G18320, AL6G18280
OG0001178	g29609	AL6G18140
OG0001179	g24168	AL7G35590
OG0001180	g47317	AL7G34460
OG0001180	g40540	AL8G14010
OG0001181	g47399	AL7G32180
OG0001181	g40455	AL6G48400
OG0001182	g32375	AL1G42770
OG0001183	g47934	AL7G15320
OG0001183	g14007	AL3G50690
OG0001184	g1810	AL5G44430
OG0001184	g50789	AL4G46020
OG0001185	g1835	AL5G44020
OG0001185	g37654	AL4G45610
OG0001186	g18898	AL5G41200
OG0001187	g39793	AL4G27730
OG0001187	g26954	AL1G15050
OG0001188	g5594	AL6G16550
OG0001188	g39949	AL4G24890
OG0001189	g7940	AL3G10500
OG0001189	g5188	AL6G25140
OG0001190	g4934, g29034, g41480	AL6G29390
OG0001191	g10149	AL6G39580
OG0001191	g12854, g12562	AL3G15660
OG0001192	g17606	AL7G39010
OG0001192	g22610, g49017, g16415	AL1G53350
OG0001192	g12477	AL3G17830
OG0001193	g2189	AL5G36820
OG0001193	g51812, g37332	AL4G37340
OG0001194	g2180	AL5G37220
OG0001194	g12991, g7548	AL3G19490
OG0001195	g31703	AL1G29660
OG0001195	g46000	AL2G32180
OG0001196	g44483, g46180	AL2G34950
OG0001196	g27431, g50082	AL1G31920
OG0001197	g19149	AL5G35620
OG0001198	g10125	AL6G39050
OG0001201	g499	AL5G24320
OG0001201	g2696	AL5G28220
OG0001202	g2591	AL5G30340
OG0001203	g3287	AL5G22450, AL5G22430, AL5G22460
OG0001205	g36609	AL1G61550
OG0001205	g7109, g13232	AL3G27600
OG0001206	g12090	AL348U10010, AL4G28620
OG0001206	g7008	AL3G29180, AL3G29210, AL3G29170
OG0001207	g24396, g17607	AL7G39020
OG0001207	g12065	AL3G29840
OG0001208	g13325	AL1G56170, AL1G56250
OG0001208	g6854	AL3G32200
OG0001209	g6831	AL939U10010, AL3G32480
OG0001210	g36442	AL1G58010
OG0001213	g47151	nbis-gene-1273, AL6G14840
OG0001213	g37046	AL8G20770, AL7G21960
OG0001214	g26586	AL433U10020
OG0001216	g51963	AL4G38860
OG0001216	g7096	AL4G38880
OG0001217	g24465, g47100	AL7G40220
OG0001218	g7727	AL3G15300
OG0001218	g7717	AL3G15490
OG0001219	g37070, g37071, g37072, g11430, g26094	nbis-gene-773, nbis-gene-1368, nbis-gene-1367, nbis-gene-1373, nbis-gene-1374, nbis-gene-1372
OG0001220	g3079	nbis-gene-1550
OG0001222	g16960, g47771	AL7G20900
OG0001224	g31167	AL1G19690, AL1G19700
OG0001224	g27062	AL1G66020
OG0001225	g16608	AL5G15800, AL5G15810, AL5G15770
OG0001228	g36352, g19376	AL4G19030
OG0001230	g9884	AL8G38540
OG0001230	g5551	AL6G17650
OG0001231	g391	AL8G38650
OG0001231	g29634	AL6G17550
OG0001232	g17457	AL7G35270
OG0001233	g23931, g47447	AL7G30610
OG0001233	g40387, g25674	AL6G46660
OG0001235	g6092, g13735	AL3G50270
OG0001235	g23002	AL7G15720
OG0001236	g47093	AL7G40480
OG0001236	g51298	AL4G27680
OG0001237	g37633	AL371U10010, AL4G45110
OG0001237	g1864	AL1G53600
OG0001238	g37629, g52280	AL4G45010
OG0001239	g18874	AL5G42150
OG0001241	g38216	AL4G42440
OG0001241	g37514	AL4G42430
OG0001242	g5744, g45348	AL6G12610
OG0001243	g18038	AL2G25810
OG0001244	g28935	AL8G29140
OG0001245	g2517	AL5G31280
OG0001245	g25	AL8G45090
OG0001246	g26886	AL1G11640
OG0001246	g39512	AL6G51730
OG0001247	g25488	AL6G50090
OG0001247	g7578	AL3G18950
OG0001248	g51124, g51128, g37871	AL41U10040
OG0001249	g51720, g43710	AL4G35700
OG0001250	g29244	AL6G26320
OG0001250	g12693, g7908	AL3G11230
OG0001251	g12687	AL3G11590
OG0001251	g29218, g45708	AL6G26640
OG0001252	g7863	AL3G11950
OG0001253	g7694, g12874	AL3G16240
OG0001253	g4796	AL6G39060
OG0001254	g36501	AL1G59310
OG0001254	g38012	AL4G31950
OG0001255	g46451	AL2G38780
OG0001256	g46014	AL2G32420
OG0001256	g27373, g50005	AL1G29820
OG0001257	g44576, g46050	AL2G32960
OG0001257	g31732	AL1G30170
OG0001258	g27419, g31810	AL1G31360
OG0001258	g46154	AL2G34550
OG0001259	g46192	AL2G35200
OG0001261	g27264, g31519	AL1G26210
OG0001261	g10688	AL5G12430
OG0001262	g27261	AL1G26120
OG0001262	g2886, g31511	AL1G26130
OG0001263	g49813, g31371	AL1G23520
OG0001263	g44235	AL2G13190
OG0001263	g18075	AL2G13160
OG0001264	g13174, g12242, g7243	AL3G25240
OG0001265	g36511	nbis-gene-287
OG0001265	g11879	AL3G35110
OG0001267	g40489	AL8G15480
OG0001268	g26757, g50357	AL1G39030
OG0001269	g32401	AL4G30200, AL1G43160
OG0001274	g50980	AL4G14670
OG0001274	g23357	AL7G21040
OG0001275	g50146	AL1G33590
OG0001275	g23030	AL7G16130
OG0001276	g44155	AL2G15180
OG0001276	g46965	AL1G22120
OG0001277	g40965	AL2G14690
OG0001278	g10463	AL5G17130
OG0001278	g13569	AL3G42720
OG0001279	g5139	AL6G25900
OG0001279	g29275	AL3G10940
OG0001280	g10372	AL5G18970
OG0001280	g16891	AL7G50740
OG0001281	g40826	AL2G10780
OG0001282	g23716	AL7G26820
OG0001283	g2067	AL5G38390
OG0001283	g37382	AL4G39180
OG0001284	g26736	AL8G23970, AL7G42960
OG0001284	g329, g9838	AL8G39900
OG0001285	g959	AL8G29800
OG0001286	g28499, g991	AL8G30530
OG0001287	g39378, g1006	AL8G30780
OG0001288	g45567	AL6G22080
OG0001288	g601	AL6G37250
OG0001289	g47211, g24261	AL7G37150
OG0001289	g10889	AL8G10800
OG0001290	g17264, g47466, g23883	AL7G29740
OG0001291	g50669	AL1G47210
OG0001291	g27794	AL1G47200
OG0001292	g37889	AL4G24820
OG0001292	g7926	AL3G10870
OG0001293	g18901	AL5G41140
OG0001294	g50894	AL4G11820
OG0001294	g22760	AL7G12200
OG0001295	g28333	AL7G52990, AL7G52810
OG0001296	g36926	AL4G12270
OG0001296	g22456, g22457, g22454, g3733, g22455, g37997	AL4G31180
OG0001297	g40451	AL6G48250
OG0001298	g47079	AL7G41050
OG0001299	g37691	AL4G46230
OG0001299	g37689	AL4G46210
OG0001300	g2037	AL5G39810
OG0001300	g38182	AL4G40800
OG0001301	g2132, g18972	AL5G39550
OG0001301	g11224	AL4G40590
OG0001302	g2601	AL5G29880
OG0001303	g25341	AL6G53400
OG0001303	g37594	AL4G44410
OG0001303	g49295	AL1G10320
OG0001304	g31093	AL1G18180
OG0001304	g40030	AL4G22880
OG0001305	g12556	AL3G15980
OG0001306	g4793	AL6G39100
OG0001306	g12547, g7697, g12871	AL3G16210
OG0001307	g12971	AL3G18790
OG0001309	g51683	AL4G34890
OG0001309	g2317	AL5G35020
OG0001310	g31671	AL1G29030
OG0001310	g46484	AL2G39290
OG0001311	g10158	AL6G40340, AL8G22540
OG0001311	g4717	AL6G40300
OG0001312	g12956	AL3G18470
OG0001312	g10242	AL8G21690
OG0001313	g27894, g27907	AL1G49960
OG0001314	g7246	AL3G25170
OG0001314	g27980, g54312	AL1G63750
OG0001315	g7060	AL3G28400
OG0001315	g36576	AL1G60850
OG0001316	g54062	AL1G54800
OG0001316	g6946, g13282	AL3G30490
OG0001317	g36438	AL1G57950, AL3G33510
OG0001318	g17609	AL7G39230, nbis-gene-1846, AL7G39240
OG0001319	g2386, g11318, g19210	AL5G33850
OG0001321	g18477	nbis-gene-1981, AL1G65050
OG0001323	g23707, g23706	AL7G26600
OG0001323	g23705, g6588	AL8G41770
OG0001324	g4242, g33302, g32137, g53926, g34701, g27661, g34954	AL3G53670, AL1G48140
OG0001328	g16953, g23326	AL7G20620
OG0001328	g50995	AL4G15070
OG0001329	g19710	nbis-gene-475, nbis-gene-488
OG0001329	g19754, g19709	nbis-gene-821, nbis-gene-474, nbis-gene-489
OG0001330	g6114	AL3G50160
OG0001330	g13727	AL7G15840
OG0001331	g43986	AL1G66210
OG0001332	g41073	AL2G17990, AL2G18010, AL2G17980
OG0001332	g31218	AL1G20370
OG0001333	g31289, g49760, g27134	AL1G21930
OG0001334	g31562	AL1G26960
OG0001334	g10777	AL5G10690
OG0001335	g5680	AL6G14190
OG0001335	g12368	AL3G21970
OG0001336	g7363	AL3G23260
OG0001336	g5596, g29680	AL6G16480
OG0001337	g28452	AL8G29230
OG0001337	g17081	AL7G25170
OG0001338	g945	AL8G29220
OG0001339	g26842	AL8G31240
OG0001339	g23683	AL7G26260
OG0001340	g5384	AL6G21800
OG0001340	g29454	AL6G21810
OG0001341	g45552, g29474	AL6G21420
OG0001342	g45527	AL6G20500
OG0001342	g166	AL8G42730
OG0001343	g5508, g29591	AL6G18700
OG0001343	g472	AL6G34470
OG0001344	g47233	AL7G36900
OG0001344	g10909, g40671	AL8G11280
OG0001345	g47287	AL7G35450
OG0001345	g10970	AL8G12860
OG0001346	g47350	AL7G33320
OG0001347	g17261	AL7G29650
OG0001348	g6048	AL3G50720, AL7G15260
OG0001349	g22944, g47955, g47958	AL7G14860
OG0001350	g50917	AL4G12170
OG0001350	g18290, g22800	AL7G12700
OG0001351	g17896, g17900, g17918, g17911	AL7G43730, AL7G43740
OG0001352	g25932	AL1G50850
OG0001352	g40227	AL6G42440
OG0001353	g16731, g18396	AL8G13220
OG0001354	g11149, g18789	AL5G45400
OG0001354	g50827	AL4G47050
OG0001355	g52282, g37630	AL4G45030
OG0001356	g1994, g18939	AL5G40440
OG0001357	g2054	AL5G39580
OG0001358	g37416	AL4G40190
OG0001358	g2112	AL5G39110
OG0001359	g2928	AL5G24870
OG0001359	g28762	AL8G36320
OG0001360	g49490	AL1G15120
OG0001360	g51296	AL4G27610
OG0001361	g37930	AL4G28130
OG0001361	g30901	AL1G14520
OG0001362	g6706, g11898	AL3G34690
OG0001362	g40140	AL4G20610
OG0001363	g23660	AL7G25800
OG0001364	g5140	AL6G25890
OG0001364	g12713	AL3G10930
OG0001365	g45686, g29273	AL6G25970
OG0001366	g5076	AL6G26830
OG0001366	g12752, g7871	AL3G11790
OG0001367	g10183	AL8G23450
OG0001367	g7644	AL3G17520
OG0001368	g24719, g25066, g25041, g25068	AL4G17170
OG0001368	g25048, g36889	AL6G24960
OG0001370	g31960	AL1G34070
OG0001370	g46290	AL2G36730
OG0001371	g50328, g50331	AL1G38290, AL1G38270, AL1G38300
OG0001372	g12761	AL3G12720
OG0001372	g45745, g29153, g5005	AL6G28020
OG0001373	g12013, g6885	AL1G55490, AL3G31540
OG0001374	g44472	AL2G35170
OG0001374	g3704, g50089, g26819	AL1G32260
OG0001375	g49963	AL1G28360
OG0001375	g44314	AL2G40260
OG0001376	g7193	AL3G26180
OG0001376	g54341	AL1G62910
OG0001377	g12075	AL3G29580
OG0001377	g6974	AL3G29590
OG0001378	g28105	AL1G55070
OG0001378	g6921	AL3G30940
OG0001379	g3849, g4807, g43217, g11942	AL3G33660
OG0001379	g54171	AL1G58050
OG0001380	g13365	AL3G33740
OG0001381	g43687, g43860	nbis-gene-276, nbis-gene-274
OG0001382	g38481	AL4G12160
OG0001382	g22799, g18905	AL7G12690
OG0001383	g3256, g50765, g47727	nbis-gene-2045
OG0001384	g50944	AL4G13140
OG0001384	g38442	AL4G13150
OG0001391	g7315, g50558	AL3G23900
OG0001392	g18225	AL7G16210
OG0001392	g6122	AL3G49450
OG0001393	g13722	AL3G50000
OG0001393	g47915	AL7G15900
OG0001394	g50619	AL1G46080
OG0001395	g47589	AL7G26320
OG0001396	g10235, g10220	AL34U10030, AL8G22280, AL8G22260, AL34U10020
OG0001397	g31244	AL1G21020
OG0001397	g44080, g41049	AL2G17450
OG0001398	g10797	AL5G10470
OG0001398	g31566	AL1G27030
OG0001399	g10696	AL4G15150, AL5G12000
OG0001399	g31524	AL1G26270
OG0001400	g31446, g27219	AL1G24970
OG0001401	g5130, g45688	AL6G26050
OG0001402	g46691	AL7G50640
OG0001402	g10380	nbis-gene-1250
OG0001403	g40871	AL2G12850
OG0001403	g31381	AL1G23720
OG0001404	g49805	AL1G23360
OG0001405	g45412	AL6G14540
OG0001405	g7420	AL3G22130
OG0001406	g22801	AL7G12710
OG0001406	g45919, g44655	AL6G38650
OG0001407	g895	AL8G27350
OG0001407	g17071	AL7G24640
OG0001409	g276	AL8G40830
OG0001409	g29575	AL6G19300
OG0001410	g10921	AL8G11590
OG0001410	g24231	AL7G36640
OG0001411	g17488	AL7G36220
OG0001411	g47259	AL7G36230
OG0001412	g24120	AL7G34420
OG0001412	g11008	AL8G14070
OG0001412	g40537	AL1G67490, AL1G26990
OG0001414	g50697, g50696	AL1G47760, AL8G14930
OG0001415	g51404	AL4G29650
OG0001415	g50469	AL1G42030
OG0001416	g51437	AL4G30240
OG0001416	g50512	AL1G43370
OG0001417	g18258	AL7G14170
OG0001418	g18306	AL7G11130
OG0001418	g50875	AL4G10750
OG0001419	g46728	AL7G51610
OG0001419	g27600	AL5G37630
OG0001420	g25581	AL6G48220, AL6G48190
OG0001420	g17315	AL7G31890
OG0001421	g13443	AL3G37280
OG0001422	g12838	AL3G15400
OG0001422	g4780, g10154	AL6G40010
OG0001423	g37565	AL364U10010, AL4G43850
OG0001423	g11186	AL5G42480
OG0001424	g29819	AL6G13350, AL6G13360
OG0001424	g45372	AL6G13340
OG0001425	g11531	AL5G21120
OG0001425	g28922	AL6G32250
OG0001427	g39470	AL6G52310
OG0001427	g30744	AL1G11070
OG0001428	g49392	AL1G12290
OG0001428	g39587	AL6G50610
OG0001429	g39588	AL6G50540
OG0001429	g1749	AL5G45470
OG0001430	g49450	AL1G13900
OG0001430	g39721	AL8G43430, AL8G16740
OG0001431	g39772	AL2G18490, AL1G14530
OG0001431	g51312	AL4G28170
OG0001432	g26963	AL1G15800
OG0001432	g51260	AL5G34840, AL4G26850
OG0001433	g26980, g31008	AL1G16570
OG0001433	g51229	AL4G25870
OG0001434	g51129	AL84U10010
OG0001434	g29697	AL6G16010
