Orthogroup	Cochlearia_excelsa	Cardamine_hirsuta
OG0003093	g44280	CARHR074210
OG0003094	g31681	CARHR017580
OG0003094	g46457	CARHR072000
OG0003095	g31691	CARHR017860, CARHR257920, CARHR257910
OG0003097	g50327	CARHR024650
OG0003098	g27285	CARHR015360
OG0003099	g19364, g19363	CARHR285970, CARHR288020, CARHR159870, CARHR159860, CARHR036770
OG0003100	g26992	CARHR123900
OG0003100	g49556	CARHR006560
OG0003101	g5155	CARHR198450
OG0003102	g45628, g5240	CARHR107240, CARHR107230, CARHR260670, CARHR199610
OG0003103	g18597	CARHR275220, CARHR205510
OG0003104	g404	CARHR275490
OG0003105	g2753, g19492	CARHR156620, CARHR156630
OG0003106	g2490	CARHR160770
OG0003107	g360	CARHR276190
OG0003108	g739	CARHR153460
OG0003108	g41388	CARHR192010
OG0003109	g32816	CARHR066270, CARHR066280
OG0003110	g44312	CARHR073340
OG0003111	g13176, g7241	CARHR088020, CARHR045240
OG0003112	g7555	CARHR082720
OG0003112	g12237	CARHR088200
OG0003113	g7056	CARHR090920, CARHR090910
OG0003114	g11967, g6816	CARHR094660, CARHR039730, CARHR105750
OG0003115	g11875	CARHR041810
OG0003116	g6528	CARHR099420
OG0003116	g6525	CARHR099430
OG0003117	g17884	CARHR218660
OG0003118	g39535	CARHR249630
OG0003119	g13706	CARHR106670
OG0003120	g47892	CARHR106720
OG0003120	g23061	CARHR243010
OG0003121	g7203	CARHR088710
OG0003121	g27988	CARHR044640
OG0003122	g51476	CARHR128980
OG0003122	g50553	CARHR030140
OG0003123	g2343	CARHR163450
OG0003124	g51685	CARHR132510
OG0003125	g39393, g17760, g6237, g12050	CARHR088530, CARHR088540
OG0003126	g4037, g10063	CARHR102960
OG0003127	g44256	CARHR047840, CARHR047830
OG0003130	g7564	CARHR219870, CARHR082550, CARHR258940, CARHR082590, CARHR082560
OG0003135	g19757, g19706	CARHR282070
OG0003139	g23495	CARHR236910
OG0003141	g47877	CARHR242400
OG0003142	g23014	CARHR243600, CARHR293490
OG0003143	g47162	CARHR222880
OG0003144	g31281	CARHR011070
OG0003145	g31282	CARHR011090
OG0003145	g40997	CARHR051880
OG0003146	g10724	CARHR144880
OG0003146	g13694	CARHR014970
OG0003147	g10526	CARHR148210
OG0003148	g16821	CARHR213740
OG0003149	g18599	CARHR032520
OG0003150	g10367	CARHR152340
OG0003151	g18127	CARHR216500
OG0003152	g40823	CARHR046750
OG0003153	g40822	CARHR046740
OG0003154	g16792	CARHR213070
OG0003154	g40781	CARHR047870
OG0003155	g5657	CARHR208320
OG0003156	g36284, g42124	CARHR037820, CARHR290860
OG0003157	g17122	CARHR268620
OG0003157	g23677	CARHR234340
OG0003158	g29517, g29515, g5427	CARHR203150
OG0003159	g17382	CARHR227210
OG0003160	g37039	CARHR181430
OG0003161	g22790, g18291	CARHR056820, CARHR246440
OG0003164	g24694	CARHR218930
OG0003165	g46482	CARHR072440, CARHR072430
OG0003166	g1861	CARHR171760
OG0003167	g52255	CARHR140700
OG0003168	g13010	CARHR083280
OG0003169	g13057	CARHR084000
OG0003169	g29848, g5781	CARHR210650
OG0003170	g104	CARHR280090
OG0003174	g39645	CARHR251770
OG0003175	g49468	CARHR004250
OG0003176	g18628, g18630	CARHR126810
OG0003177	g51160	CARHR122720
OG0003178	g5213, g45638	CARHR199220
OG0003179	g29325	CARHR199300
OG0003180	g10174	CARHR185290
OG0003180	g12814	CARHR078920
OG0003182	g13009, g7525	CARHR083270, CARHR211890
OG0003183	g6279, g51761	CARHR222400, CARHR222410, CARHR133970, CARHR133960
OG0003184	g38026, g51569	CARHR130330
OG0003185	g51705	CARHR132800, CARHR132810, CARHR132790
OG0003186	g31785	CARHR019120
OG0003186	g27408	CARHR067180
OG0003187	g27452, g50127	CARHR020700
OG0003188	g27466	CARHR021140, CARHR021130
OG0003190	g46371	CARHR071070
OG0003191	g17970	CARHR070250
OG0003192	g4815	CARHR186700
OG0003193	g41686, g32258	CARHR060100
OG0003194	g38388	CARHR117800
OG0003195	g36937	CARHR113310
OG0003195	g38519	CARHR112840
OG0003196	g31567, g49927	CARHR015510
OG0003197	g49819	CARHR012690
OG0003198	g31150	CARHR008840
OG0003200	g49687	CARHR008310
OG0003201	g49461	CARHR004090
OG0003203	g7710	CARHR079640
OG0003204	g5686	CARHR208810
OG0003206	g10060	CARHR240250
OG0003206	g18563, g593	CARHR188080
OG0003207	g451	CARHR274520
OG0003208	g17964	CARHR070310
OG0003209	g7169	CARHR089170, CARHR089180
OG0003210	g7166	CARHR089470
OG0003213	g12097	CARHR091340
OG0003214	g12022	CARHR093340
OG0003215	g6865, g11999	CARHR038940
OG0003215	g13311	CARHR093960
OG0003216	g6023	CARHR108720, CARHR105920, CARHR108710, CARHR219930
OG0003217	g5895	CARHR111240
OG0003217	g17044	CARHR236190
OG0003218	g36167	CARHR043290
OG0003218	g36601	CARHR043300
OG0003220	g6788	CARHR095040
OG0003221	g51354, g51355	CARHR274220, CARHR264730, CARHR190320, CARHR248460
OG0003222	g11285	CARHR165000
OG0003222	g36096	CARHR165010
OG0003223	g47816	CARHR240460
OG0003224	g2178	CARHR166040
OG0003225	g18953	CARHR098750, CARHR050030, CARHR166300
OG0003226	g11195	CARHR138980
OG0003230	g10896	CARHR174200
OG0003231	g24081	CARHR226730
OG0003231	g18409	CARHR177960
OG0003231	g24080	CARHR178060
OG0003234	g40083	CARHR120520
OG0003234	g49614	CARHR038390, CARHR008090, CARHR008080
OG0003235	g49868	CARHR013510
OG0003236	g31837	CARHR019910
OG0003237	g2901, g2900	CARHR154750, CARHR154730, CARHR154700, CARHR154740
OG0003241	g4843	CARHR063470, CARHR063490, CARHR063550, CARHR063570
OG0003242	g45519	CARHR261380, CARHR078720
OG0003243	g43662, g53384, g53960, g35586, g15802, g53280, g25073, g35587, g53383, g53959, g51853, g25072, g173, g41392	CARHR114920
OG0003247	g36887	CARHR184720
OG0003248	g23381	CARHR238560
OG0003249	g47803	CARHR240040
OG0003250	g16922, g23274	CARHR240330
OG0003250	g51040	CARHR115870
OG0003251	g47094	CARHR221990
OG0003252	g18174, g18180, g18169, g18177, g18172, g18175, g18178, g18176, g18171	CARHR241820, CARHR156580
OG0003253	g11073, g11068, g11074	CARHR179150
OG0003254	g52018	CARHR137030
OG0003254	g38192	CARHR137670
OG0003255	g31237	CARHR010260
OG0003256	g31440	CARHR013610
OG0003256	g1571	CARHR288530
OG0003257	g10438	CARHR149790
OG0003257	g16854	CARHR261940
OG0003260	g19045	CARHR166130
OG0003262	g47629	CARHR266930, CARHR235150
OG0003263	g47612	CARHR234560
OG0003263	g986	CARHR268310
OG0003264	g5379	CARHR201970
OG0003265	g29484	CARHR202600
OG0003266	g482	CARHR190220
OG0003266	g5505	CARHR204740
OG0003267	g29596	CARHR205000
OG0003268	g24165	CARHR225540, CARHR225550
OG0003269	g40412	CARHR253600
OG0003270	g50744	CARHR117560, CARHR120200, CARHR120210
OG0003271	g50449	CARHR027510
OG0003272	g25929	CARHR030000, CARHR029990
OG0003273	g50549	CARHR030110
OG0003274	g13734	CARHR107540
OG0003275	g22983	CARHR243980
OG0003276	g22926	CARHR244780
OG0003276	g6024	CARHR108690, CARHR277430
OG0003277	g13960	CARHR108930
OG0003278	g18331	CARHR247940
OG0003279	g18013, g18332	CARHR294460
OG0003280	g37138	CARHR129790
OG0003280	g27726	CARHR031060
OG0003281	g18395, g16730	CARHR176540
OG0003282	g6356, g13572	CARHR216800, CARHR103060
OG0003283	g24796	CARHR218570
OG0003283	g11679	CARHR101310
OG0003284	g47011	CARHR219500, CARHR099910
OG0003285	g47706	CARHR219670
OG0003286	g24504, g24502	CARHR221200
OG0003286	g11801	CARHR098680
OG0003287	g17708, g24495	CARHR221460
OG0003288	g50831	CARHR257280
OG0003289	g37525	CARHR058880, CARHR139040, CARHR199340
OG0003290	g5802	CARHR211370
OG0003291	g18494	CARHR103120
OG0003292	g810	CARHR190820, CARHR151250
OG0003293	g19420	CARHR157260
OG0003293	g9818	CARHR277200
OG0003294	g29542	CARHR278670, CARHR203570
OG0003295	g11375	CARHR158740
OG0003295	g9697	CARHR279690
OG0003296	g33	CARHR281190
OG0003296	g2526	CARHR160400
OG0003297	g2512	CARHR160540
OG0003298	g39684	CARHR179190
OG0003299	g39808	CARHR126430
OG0003299	g26953	CARHR004540
OG0003300	g51183	CARHR123240
OG0003301	g40132, g40134	CARHR119470
OG0003302	g23196	CARHR241270
OG0003303	g29326, g45635	CARHR199320
OG0003304	g7537	CARHR083060, CARHR083080, CARHR083070, CARHR083090
OG0003305	g29155, g5015	CARHR196280
OG0003306	g7739	CARHR079090
OG0003307	g4679	CARHR185920
OG0003307	g12843	CARHR079440
OG0003308	g7579	CARHR259910, CARHR082280
OG0003309	g17178	CARHR232610
OG0003310	g31680	CARHR017570
OG0003311	g27367	CARHR017750
OG0003312	g46063	CARHR066520
OG0003312	g31770	CARHR018940
OG0003313	g31755	CARHR018780
OG0003316	g46427	CARHR022600, CARHR022660, CARHR022640, CARHR022630
OG0003317	g50249, g27523	CARHR022960, CARHR258050, CARHR022900, CARHR182360, CARHR182150
OG0003318	g50284	CARHR023720
OG0003319	g32139	CARHR025050
OG0003319	g27582	CARHR062660
OG0003320	g32224	CARHR026340
OG0003321	g38336	CARHR116390
OG0003321	g47799	CARHR239900
OG0003323	g49570	CARHR007320
OG0003324	g5133	CARHR198170
OG0003325	g18508, g18511	CARHR054200
OG0003326	g5588	CARHR206470
OG0003327	g29713	CARHR207540, CARHR165970
OG0003328	g18579, g18577, g18575	CARHR189580
OG0003329	g41604	CARHR060520
OG0003330	g44723	CARHR062930
OG0003330	g27574	CARHR024880
OG0003331	g13613	CARHR071210
OG0003332	g31854, g44474	CARHR068560
OG0003333	g46105	CARHR067010
OG0003333	g50041	CARHR019030
OG0003334	g46480	CARHR072410, CARHR072390
OG0003335	g27351	CARHR017290
OG0003336	g13163, g13164	CARHR087910
OG0003337	g6967	CARHR092430
OG0003338	g11833	CARHR098110
OG0003340	g18989	CARHR167560
OG0003341	g2040	CARHR168400, CARHR168420, CARHR168410
OG0003342	g1991	CARHR169060
OG0003348	g19717, g19744	CARHR281830
OG0003350	g23313	CARHR239560, CARHR239510
OG0003351	g17288	CARHR229510, CARHR229520
OG0003352	g5050	CARHR289010, CARHR196920, CARHR196900, CARHR196930, CARHR062790, CARHR196950
OG0003353	g12600, g12605	CARHR078660, CARHR078680
OG0003353	g7757, g7760, g13589	CARHR030920
OG0003354	g14388	CARHR028360
OG0003354	g34461	CARHR052530
OG0003355	g10243	CARHR147670, CARHR146870
OG0003356	g7422	CARHR085130, CARHR085150
OG0003359	g16936	CARHR239990
OG0003360	g16924, g23277	CARHR240230
OG0003361	g20178, g8144	CARHR287180
OG0003362	g23153	CARHR286410, CARHR106600, CARHR241900, CARHR146060
OG0003364	g47897	CARHR243170, CARHR250380
OG0003366	g51503	CARHR129330
OG0003367	g10734	CARHR144710
OG0003368	g25065, g25042	CARHR145370
OG0003369	g4457, g36689	CARHR262190
OG0003370	g49873	CARHR013730
OG0003370	g10607	CARHR146790
OG0003371	g16837	CARHR261440
OG0003371	g1625	CARHR148940
OG0003372	g16888	CARHR262560
OG0003372	g10379	CARHR152100
OG0003373	g46774	CARHR214960
OG0003374	g45116	CARHR057320, CARHR056390
OG0003374	g23620	CARHR235330
OG0003375	g16788	CARHR047400
OG0003376	g47564, g23728	CARHR233370
OG0003377	g39328	CARHR256740
OG0003378	g47505, g47506	CARHR258730, CARHR231800
OG0003379	g1008	CARHR268650, CARHR204420, CARHR234320
OG0003380	g1138, g39290, g28659	CARHR271540
OG0003381	g39288	CARHR271680
OG0003382	g29508	CARHR293760, CARHR203060
OG0003383	g423	CARHR275170
OG0003384	g17456	CARHR225790
OG0003385	g24054, g17378	CARHR227270
OG0003386	g23972	CARHR228920, CARHR228930
OG0003387	g40309	CARHR256240
OG0003389	g51412	CARHR128120
OG0003390	g32462	CARHR029790, CARHR029800, CARHR219130
OG0003391	g18256, g22910	CARHR245030
OG0003393	g50899	CARHR113670
OG0003394	g46818	CARHR191050
OG0003395	g47341	CARHR227160
OG0003395	g25748	CARHR255490
OG0003396	g43177, g40360	CARHR255260, CARHR255270
OG0003397	g40567	CARHR176470
OG0003398	g24890	CARHR218290
OG0003399	g52014	CARHR219620
OG0003400	g17813, g47020	CARHR219820, CARHR179980
OG0003401	g17719, g24507	CARHR221180
OG0003402	g47104	CARHR222160, CARHR058620, CARHR187980, CARHR058610
OG0003403	g18747	CARHR173240
OG0003404	g37720	CARHR142630
OG0003405	g1961	CARHR170150
OG0003406	g10651	CARHR016340, CARHR146250
OG0003406	g10652	CARHR146130
OG0003407	g13005	CARHR083160
OG0003408	g19387	CARHR158850
OG0003409	g9680, g94	CARHR159040, CARHR280200
OG0003411	g45241	CARHR250810
OG0003412	g30910	CARHR004600
OG0003413	g39904, g51218	CARHR124030
OG0003414	g29714	CARHR207560
OG0003415	g7935	CARHR075320, CARHR198820
OG0003416	g29198	CARHR197080
OG0003417	g12572	CARHR079530
OG0003417	g4691	CARHR186010
OG0003418	g12855, g7711	CARHR079620
OG0003419	g29079	CARHR194020
OG0003422	g51633	CARHR132240
OG0003422	g2346	CARHR163410
OG0003424	g38098	CARHR133290
OG0003424	g2307	CARHR164080
OG0003425	g31602	CARHR016010
OG0003426	g31692, g49995	CARHR017870
OG0003427	g27478	CARHR021350
OG0003427	g7428	CARHR084020, CARHR084030
OG0003429	g31971	CARHR021630
OG0003431	g32130	CARHR025090
OG0003432	g50384	CARHR026100
OG0003432	g41555	CARHR012340
OG0003433	g38343	CARHR116630
OG0003434	g36913	CARHR114260
OG0003435	g25165	CARHR248530
OG0003436	g31185	CARHR009490
OG0003437	g27395, g13348	CARHR257250, CARHR257230
OG0003438	g7925	CARHR075650
OG0003439	g28985	CARHR195680
OG0003440	g5969	CARHR195220
OG0003441	g373	CARHR275970
OG0003442	g330	CARHR276670
OG0003443	g520	CARHR189530
OG0003444	g19489, g2762, g50663	CARHR156820, CARHR156810
OG0003446	g45889	CARHR064260
OG0003447	g27520	CARHR022860
OG0003448	g44322	CARHR073110, CARHR016830
OG0003449	g12268	CARHR087360
OG0003450	g13189	CARHR088170
OG0003451	g13291	CARHR093050
OG0003452	g6906	CARHR093400
OG0003455	g23071, g18213	CARHR242800
OG0003456	g5886	CARHR111440
OG0003457	g2258	CARHR164980
OG0003458	g18818	CARHR154600
OG0003458	g1908	CARHR170880
OG0003459	g36701	CARHR044840
OG0003459	g54334	CARHR088390
OG0003460	g46971	CARHR050900, CARHR247130, CARHR117970, CARHR103850
OG0003464	g12532	CARHR080200
OG0003466	g45490	CARHR205330
OG0003481	g47714	CARHR237740
OG0003483	g36247	CARHR037210
OG0003483	g47765	CARHR238960
OG0003484	g23275	CARHR240320
OG0003485	g9767	CARHR241680
OG0003487	g31135	CARHR214520
OG0003488	g41077	CARHR054250, CARHR054240
OG0003489	g44107	CARHR052940, CARHR010700
OG0003490	g31300	CARHR011320
OG0003491	g10485	CARHR148830
OG0003492	g46829	CARHR057680, CARHR215890
OG0003493	g7456	CARHR084480
OG0003493	g13597	CARHR084470
OG0003494	g1497, g27273	CARHR014940
OG0003495	g1336	CARHR256760
OG0003497	g47563	CARHR233360
OG0003497	g39308	CARHR271090
OG0003498	g5383, g29453	CARHR288960
OG0003499	g5449	CARHR203740
OG0003499	g229	CARHR278470
OG0003500	g256	CARHR277980
OG0003501	g6776	CARHR095280
OG0003502	g47388	CARHR228380
OG0003503	g23896	CARHR050230, CARHR230940
OG0003505	g40245, g25875	CARHR260090
OG0003506	g50548	CARHR030100
OG0003507	g32490	CARHR030180
OG0003507	g27712	CARHR030190
OG0003508	g6053	CARHR107840
OG0003508	g22982	CARHR243970
OG0003509	g47964	CARHR108600
OG0003509	g22939	CARHR244650
OG0003510	g22848	CARHR245650
OG0003511	g46765	CARHR214690
OG0003511	g46767	CARHR214750
OG0003512	g36183	CARHR036260
OG0003513	g40467	CARHR252360, CARHR227850
OG0003515	g40726	CARHR173550, CARHR223760
OG0003517	g25845, g18080	CARHR218090
OG0003518	g11682	CARHR101320
OG0003519	g46257	CARHR100370
OG0003520	g13463	CARHR099270
OG0003521	g16812	CARHR213550
OG0003521	g37623	CARHR140940
OG0003522	g37583	CARHR058340, CARHR058290
OG0003523	g2039, g11216	CARHR168450
OG0003524	g287	CARHR277440
OG0003526	g128	CARHR279780
OG0003526	g11372	CARHR158750
OG0003527	g65	CARHR280550, CARHR066690
OG0003528	g39934	CARHR123520
OG0003529	g17107	CARHR234600
OG0003530	g29211	CARHR197330
OG0003530	g7869	CARHR076470
OG0003531	g12908	CARHR193660
OG0003533	g51775	CARHR051330, CARHR134310
OG0003534	g2259	CARHR133990
OG0003535	g38041, g37173	CARHR130830
OG0003536	g31682	CARHR017590
OG0003536	g27360	CARHR115800
OG0003537	g31758, g50035	CARHR018810
OG0003538	g50059	CARHR019580
OG0003539	g27525	CARHR023020
OG0003540	g32062	CARHR023640
OG0003541	g45851	CARHR063540
OG0003542	g50390	CARHR026290
OG0003543	g27618	CARHR026610
OG0003544	g46828	CARHR215860
OG0003545	g51027, g38358	CARHR294550
OG0003547	g45750	CARHR195890
OG0003548	g41451	CARHR194130, CARHR194140
OG0003549	g12933	CARHR081180, CARHR182040
OG0003550	g10240	CARHR183250
OG0003551	g554, g18567	CARHR188800
OG0003553	g18617	CARHR276830
OG0003554	g19347	CARHR160250
OG0003555	g19428	CARHR157420
OG0003556	g50270	CARHR023300
OG0003558	g46489	CARHR072520, CARHR017240
OG0003559	g49967	CARHR016810
OG0003560	g13214	CARHR089370, CARHR043950
OG0003561	g7140	CARHR089790
OG0003562	g6990	CARHR092090
OG0003564	g28030	CARHR041930
OG0003565	g11751	CARHR099650
OG0003566	g43358	CARHR058160
OG0003567	g5994	CARHR109270
OG0003568	g18126	CARHR218340
OG0003569	g27991	CARHR045840, CARHR045850, CARHR044320, CARHR043880, CARHR045830
OG0003570	g39777	CARHR127020, CARHR127070, CARHR127050, CARHR116000
OG0003573	g29753, g29752	CARHR213970
OG0003574	g4965, g4918	CARHR195420
OG0003575	g29100	CARHR193730
OG0003576	g34398	CARHR182440, CARHR007570, CARHR007560
OG0003584	g47696	CARHR237300
OG0003585	g2188, g4871	CARHR165680
OG0003586	g47749, g23394	CARHR238370
OG0003587	g18613, g32838	CARHR115540
OG0003589	g47871	CARHR242630
OG0003590	g6113	CARHR293610
OG0003593	g16705	CARHR144950, CARHR177060
OG0003594	g27267	CARHR014850
OG0003595	g16518	CARHR292460
OG0003595	g10412	CARHR292470
OG0003597	g49846	CARHR013030
OG0003598	g12411	CARHR083530, CARHR083390
OG0003599	g12345, g7407	CARHR085460
OG0003600	g7379	CARHR145210
OG0003601	g25052, g25046, g25092, g5960	CARHR086870
OG0003603	g23592	CARHR235580
OG0003604	g23628	CARHR235210
OG0003605	g11152	CARHR117950
OG0003606	g47586, g23689	CARHR234130
OG0003607	g29421	CARHR216280
OG0003608	g31081	CARHR007640
OG0003609	g5422	CARHR203070
OG0003610	g214, g9752	CARHR278620
OG0003611	g24190	CARHR225150
OG0003612	g47272	CARHR225270
OG0003613	g10107	CARHR186940
OG0003614	g50440	CARHR027370
OG0003615	g27670	CARHR028170, CARHR128050
OG0003616	g47935	CARHR244150
OG0003618	g2367	CARHR163170, CARHR163160
OG0003619	g13107, g7412	CARHR085350
OG0003620	g11044, g40499	CARHR178350, CARHR178360
OG0003621	g40511, g40510	CARHR178180
OG0003622	g40634	CARHR149580, CARHR175040
OG0003624	g10866, g40704	CARHR173910
OG0003625	g37723	CARHR142750
OG0003626	g1766	CARHR172590
OG0003627	g52277, g38246, g37628	CARHR141040
OG0003628	g18855, g18844	CARHR170460, CARHR139740
OG0003629	g37544, g13749	CARHR108060
OG0003629	g38231	CARHR139530, CARHR139540
OG0003631	g41382, g28910	CARHR191930
OG0003632	g49911	CARHR015140
OG0003633	g2547	CARHR160160
OG0003633	g46	CARHR280930
OG0003634	g19651	CARHR280960
OG0003635	g19314, g2478	CARHR281670
OG0003636	g39489	CARHR000800
OG0003638	g39607	CARHR251140
OG0003640	g5181, g29304	CARHR198770
OG0003641	g7718	CARHR079420
OG0003642	g10129	CARHR186270
OG0003643	g37331, g51811	CARHR134630
OG0003645	g27347	CARHR017080
OG0003646	g50043	CARHR019060, CARHR067020
OG0003647	g31831	CARHR019850
OG0003648	g32033, g50243	CARHR022760
OG0003650	g1976	CARHR168700
OG0003650	g18957	CARHR168660
OG0003651	g17193	CARHR068650
OG0003652	g30992	CARHR005870
OG0003653	g30946	CARHR005200
OG0003654	g26962	CARHR005170
OG0003655	g45741	CARHR196270
OG0003656	g45748	CARHR195900
OG0003657	g13143, g7294, g12274	CARHR087140
OG0003658	g29777	CARHR208610
OG0003659	g406	CARHR275450
OG0003660	g1186, g28725	CARHR272290
OG0003662	g2823	CARHR154930
OG0003662	g19542	CARHR285600
OG0003663	g44748	CARHR062580
OG0003663	g32132	CARHR025070
OG0003665	g45952	CARHR065230
OG0003666	g44289	CARHR073980
OG0003667	g7261	CARHR087670
OG0003670	g13211	CARHR088990, CARHR089010
OG0003671	g7098	CARHR090330
OG0003672	g6979	CARHR092300
OG0003673	g13495, g11725	CARHR100450
OG0003674	g13528	CARHR102050
OG0003674	g10280	CARHR183990
OG0003675	g1067	CARHR269770
OG0003676	g12460	CARHR105270
OG0003678	g11900	CARHR096460, CARHR041070
OG0003679	g19263	CARHR162070
OG0003680	g19254	CARHR162200
OG0003681	g51645	CARHR132090
OG0003682	g11268	CARHR166190
OG0003683	g18474	CARHR161600, CARHR161620, CARHR161630
OG0003686	g18422	CARHR106790
OG0003687	g1730	CARHR053490
OG0003689	g10470, g10471, g6406, g11312	CARHR148980, CARHR148970
OG0003695	g47664, g23556	CARHR240410, CARHR236100
OG0003696	g16988	CARHR238070
OG0003696	g47731	CARHR146550
OG0003698	g47899	CARHR243190
OG0003699	g38127, g874	CARHR033890
OG0003700	g47167	CARHR222920
OG0003701	g10737	CARHR144620
OG0003702	g10559	CARHR224180, CARHR147650
OG0003703	g46760	CARHR214630
OG0003704	g40891	CARHR049390
OG0003705	g51961, g37370	CARHR136000
OG0003706	g2895	CARHR154810
OG0003707	g26795, g1414	CARHR258420
OG0003708	g1026, g28524	CARHR268950, CARHR268940
OG0003709	g1079	CARHR000660, CARHR270370
OG0003710	g29360	CARHR200120
OG0003711	g17533	CARHR213500
OG0003712	g40500	CARHR178340
OG0003713	g40483	CARHR178810
OG0003715	g40371	CARHR230680, CARHR255150
OG0003718	g36526	CARHR042020
OG0003718	g54247	CARHR284810
OG0003719	g5765, g45343	CARHR210430
OG0003720	g5799	CARHR012640
OG0003721	g40362	CARHR255210
OG0003723	g13469	CARHR099410
OG0003724	g24445	CARHR290040
OG0003726	g39241, g28052	CARHR142820
OG0003727	g37648	CARHR141460
OG0003728	g38224	CARHR139110
OG0003730	g18969	CARHR168310
OG0003731	g47315	CARHR040500, CARHR210130
OG0003732	g28743	CARHR285860
OG0003733	g39715	CARHR003560
OG0003735	g39733	CARHR180290
OG0003736	g37937	CARHR126660
OG0003738	g51263	CARHR125350, CARHR005290
OG0003739	g51239	CARHR068770
OG0003740	g30996	CARHR006000
OG0003741	g37804	CARHR120330
OG0003742	g40156	CARHR126420
OG0003743	g7905, g12747	CARHR076050
OG0003744	g46647	CARHR212960
OG0003744	g16786	CARHR183180
OG0003747	g12957, g12448	CARHR081870
OG0003748	g7565, g12983, g12431	CARHR082520
OG0003749	g7551, g12421, g12423, g12422	CARHR082780
OG0003750	g11277	CARHR165650, CARHR058330
OG0003752	g31696	CARHR017930
OG0003753	g46394	CARHR071360
OG0003753	g27510	CARHR022400
OG0003754	g50323, g32075	CARHR024560
OG0003755	g50351, g27585	CARHR025230
OG0003756	g47503	CARHR231770
OG0003759	g49920, g27283	CARHR015280
OG0003760	g31189, g49624	CARHR009530
OG0003761	g26955	CARHR004750
OG0003762	g1203	CARHR127120, CARHR127570
OG0003763	g5912	CARHR003460
OG0003763	g30854	CARHR003470
OG0003764	g30748	CARHR001110
OG0003764	g45260	CARHR249330
OG0003765	g5080	CARHR197440, CARHR018880
OG0003766	g30090, g30097, g22343, g22274, g22486, g36091, g22507, g22468, g22287, g36092, g30096, g22485, g22271, g22467, g22506, g22286, g30089	CARHR197300
OG0003767	g9962	CARHR190090
OG0003768	g326	CARHR276760
OG0003769	g28697, g1158	CARHR272100
OG0003771	g1207	CARHR272500
OG0003772	g47856	CARHR241880
OG0003773	g45781	CARHR062130
OG0003774	g44756	CARHR062460
OG0003775	g44357	CARHR036490
OG0003776	g46478	CARHR017410
OG0003777	g44346	CARHR072650
OG0003778	g11949, g6775	CARHR095330
OG0003779	g6720	CARHR096200
OG0003780	g54228	CARHR041870
OG0003781	g6483	CARHR100070
OG0003782	g13571	CARHR103030
OG0003783	g13581	CARHR103470
OG0003784	g54313	CARHR087970
OG0003785	g36713	CARHR045130
OG0003786	g36522	CARHR041920
OG0003787	g36409	CARHR039830, CARHR039820, CARHR039840
OG0003789	g11284	CARHR165030, CARHR165020
OG0003791	g19017	CARHR166800
OG0003792	g11257	CARHR167160, CARHR163700
OG0003795	g36928	CARHR113800, CARHR113770, CARHR113790, CARHR113780
OG0003798	g27458, g50136	CARHR020900
OG0003799	g44804	CARHR061570
OG0003803	g17406	CARHR226400, CARHR207550
OG0003804	g53282	CARHR121100
OG0003806	g14404	CARHR191010
OG0003807	g447	CARHR274570
OG0003810	g2630	CARHR158210
OG0003823	g17052	CARHR235950
OG0003824	g47786, g23314	CARHR239490
OG0003827	g23068	CARHR242940, CARHR106690
OG0003828	g32520	CARHR030740
OG0003829	g32528	CARHR286960
OG0003831	g31228	CARHR010070
OG0003833	g51207	CARHR123850
OG0003834	g40758	CARHR046430
OG0003835	g27189	CARHR012750
OG0003835	g40869	CARHR048710
OG0003836	g13038	CARHR083690, CARHR211240
OG0003838	g1334	CARHR264100
OG0003839	g28472, g950	CARHR267600
OG0003840	g1019	CARHR268870
OG0003841	g28556	CARHR269790
OG0003842	g5297, g29387	CARHR200510
OG0003843	g29440	CARHR201690
OG0003844	g10950, g40606	CARHR175580
OG0003845	g17462	CARHR225570
OG0003846	g23879, g47469	CARHR231080
OG0003847	g47470	CARHR231090
OG0003848	g32703	CARHR033130
OG0003849	g27805, g32722	CARHR033360
OG0003850	g28124, g53941	CARHR036760, CARHR036750
OG0003851	g24483, g32417	CARHR029600
OG0003852	g22965, g47942	CARHR244280
OG0003853	g47991	CARHR245960, CARHR245950
OG0003854	g46779	CARHR215080
OG0003855	g40210	CARHR259390, CARHR217500, CARHR036040
OG0003856	g28150	CARHR035840
OG0003857	g19592	CARHR150790
OG0003858	g26657, g18459, g36500	CARHR284880, CARHR040310
OG0003859	g25691	CARHR254780, CARHR187180
OG0003860	g52195	CARHR140030
OG0003861	g18398	CARHR176610, CARHR176510
OG0003862	g10951	CARHR175600
OG0003863	g40718, g10846	CARHR173660
OG0003864	g18728	CARHR173040
OG0003865	g1809	CARHR141950
OG0003866	g52245	CARHR140540
OG0003867	g45292	CARHR211650
OG0003868	g832	CARHR274370
OG0003869	g28823	CARHR274170
OG0003870	g41324, g28818	CARHR274070
OG0003871	g28788	CARHR068680
OG0003873	g5079, g39510	CARHR250080
OG0003874	g39604	CARHR251050
OG0003876	g39832	CARHR125230, CARHR008820
OG0003877	g23653	CARHR234860
OG0003878	g7652, g12926	CARHR080870
OG0003879	g12961, g7603, g12447	CARHR081920
OG0003880	g37949, g25033	CARHR174360
OG0003881	g44301	CARHR073580
OG0003882	g50037	CARHR018840
OG0003883	g27398	CARHR018610
OG0003884	g32148	CARHR025220
OG0003885	g23810	CARHR232340
