Orthogroup	Cochlearia_excelsa	Eutrema_salsugineum
OG0001555	g31439	XP_006417144.1
OG0001555	g10625	XP_024007058.1
OG0001556	g37186	XP_006410854.1
OG0001556	g10564	XP_006395549.1
OG0001557	g13040	XP_024015086.1, XP_006392930.1
OG0001558	g29791, g5690	XP_006398899.1
OG0001559	g1495	XP_006402246.1
OG0001559	g47498	XP_024005275.1
OG0001560	g1456	XP_006402205.1
OG0001560	g17218	XP_024004391.1
OG0001561	g23742	XP_006413286.2
OG0001562	g1044	XP_024012281.1
OG0001562	g5656	XP_006398952.1
OG0001563	g29114	XP_006400502.1
OG0001563	g5312	XP_006399751.1
OG0001564	g37211	XP_006410924.1
OG0001564	g50132	XP_006416410.1
OG0001565	g9917	XP_006394530.1
OG0001566	g40559	XP_006398217.1
OG0001566	g17445	XP_006414009.1
OG0001567	g32746	XP_006396080.1
OG0001568	g27669, g27668	XP_024008558.1, XP_006415633.1
OG0001569	g51434	XP_006410572.1
OG0001569	g50510	XP_006415572.1
OG0001570	g18886	XP_006402683.1
OG0001570	g32505	XP_006415396.1
OG0001571	g14031	XP_006409309.2
OG0001571	g23001	XP_006412100.1
OG0001572	g22776	XP_006411810.1
OG0001572	g38492	XP_006404700.1
OG0001573	g22737	XP_006411773.1
OG0001574	g22691	XP_006411716.1
OG0001574	g50871	XP_024014328.1
OG0001575	g18320	XP_006411692.1
OG0001576	g46720	XP_006405671.1
OG0001578	g40709	XP_006410408.1
OG0001579	g47200	XP_006414247.1
OG0001580	g14956, g3329	XP_024010354.1
OG0001581	g1743	XP_006402334.1
OG0001581	g37744	XP_006397959.1
OG0001582	g52159	XP_006397584.1
OG0001583	g2127	XP_006402839.1
OG0001584	g2115	XP_006402865.1
OG0001585	g2084	XP_006402897.1, XP_006396061.1
OG0001585	g51997	XP_006411415.1
OG0001586	g29122	XP_006400512.1
OG0001586	g643	XP_006404982.1
OG0001587	g28856	XP_006408697.2, XP_006408695.1
OG0001588	g28704	XP_006418854.1
OG0001589	g2698	XP_006404227.1
OG0001590	g19093	XP_024013413.1
OG0001590	g131	XP_006393990.1
OG0001591	g45235, g25470	XP_006418291.1, XP_006396457.1
OG0001592	g49410	XP_006418254.1
OG0001592	g45212	XP_006396512.1
OG0001593	g37956	XP_006410484.2
OG0001593	g26938	XP_006418125.1
OG0001594	g30917, g36607	XP_006410370.1
OG0001595	g12652	XP_006408327.2
OG0001596	g41489	XP_006400358.1
OG0001596	g7805	XP_006408247.1
OG0001597	g10110	XP_006394896.1, XP_006408013.1
OG0001598	g7655, g12496	XP_024012590.1
OG0001598	g29074	XP_006400443.1
OG0001599	g12977	XP_006407818.1
OG0001600	g38040, g51591	XP_006403746.1, XP_024013436.1
OG0001601	g50016, g31730	XP_024009142.1
OG0001601	g46035	XP_006390589.1
OG0001602	g27489	XP_024008890.1, XP_006416291.1, XP_006390110.1
OG0001603	g44691	XP_024012577.1
OG0001603	g32067, g50283	XP_006416107.1
OG0001605	g50292	XP_006416094.2
OG0001605	g45863	XP_006390872.2
OG0001606	g38428	XP_006404849.2
OG0001607	g31396	XP_006417217.1
OG0001607	g40862	XP_006391789.1
OG0001608	g31310	XP_024016385.1, XP_006417366.1, XP_024007716.1
OG0001609	g29088	XP_006400462.1
OG0001609	g30813	XP_006418251.2
OG0001610	g12364	XP_006396112.2
OG0001611	g44470	XP_006390323.1
OG0001612	g7249	XP_006407236.1
OG0001612	g54311	XP_024006221.1
OG0001613	g36603	XP_024006211.1, XP_006392832.2, XP_006392829.2
OG0001613	g7100	XP_006406986.1
OG0001614	g13377	XP_006393058.1
OG0001615	g6511	XP_006418845.1, XP_006395416.2
OG0001615	g36494, g54189	XP_006393061.1
OG0001616	g6085	XP_024016621.1
OG0001616	g22996	XP_006412095.1
OG0001617	g13804	XP_006409039.1, XP_006412815.1
OG0001618	g54383, g27975	XP_006392564.1
OG0001618	g7278	XP_006407288.1
OG0001619	g2390	XP_006403747.1
OG0001619	g51590	XP_006410827.1
OG0001620	g22660, g9620	XP_006416618.2, XP_006416692.2
OG0001626	g37057, g44964	XP_024012626.1, XP_024010443.1
OG0001627	g50409	XP_006415773.1
OG0001627	g27628	XP_006415770.1
OG0001629	g10627	XP_006417116.1
OG0001630	g39828, g51265	XP_024004113.1, XP_006410403.2
OG0001631	g44873	XP_006391204.1
OG0001633	g23954, g23953	XP_006413732.1, XP_006413655.1, XP_006413652.2
OG0001642	g23148	XP_006412301.1
OG0001643	g6125	XP_006409413.1
OG0001643	g18224	XP_006412169.1
OG0001644	g41003	XP_006392117.1
OG0001644	g31272	XP_006417426.1
OG0001645	g16672	XP_006395663.1
OG0001646	g31422	XP_006417166.1
OG0001647	g16811	XP_006405416.1
OG0001647	g10515	XP_006395477.1
OG0001648	g46660	XP_006405430.1
OG0001648	g16826, g10503	XP_006395460.1
OG0001649	g16877	XP_006405588.1
OG0001649	g10398	XP_006395335.1
OG0001650	g10329	XP_006395260.1
OG0001651	g17138	XP_006413209.1
OG0001651	g39342, g1077	XP_006401301.1
OG0001652	g7509	XP_006407700.2
OG0001653	g12392	XP_006407636.1
OG0001653	g40223	XP_006397289.1
OG0001654	g45356, g5729	XP_024011507.1
OG0001654	g7461, g13063	XP_006407628.1
OG0001655	g29722, g5634	XP_006399013.1
OG0001655	g12338, g7396	XP_006407474.1
OG0001656	g12282, g7311	XP_006407336.1
OG0001657	g23662	XP_006413118.1
OG0001657	g982	XP_006401514.1
OG0001658	g39381, g1002	XP_006401482.1
OG0001658	g23672, g46994	XP_006413135.1
OG0001659	g45478, g5543	XP_006399226.1
OG0001660	g24062	XP_006413875.1
OG0001661	g25669	XP_006396798.1
OG0001661	g47439, g23945	XP_006413622.1
OG0001662	g23932	XP_006413606.1
OG0001662	g40389	XP_024009981.1
OG0001663	g40283	XP_006397109.1
OG0001663	g50257	XP_006416151.1
OG0001664	g37099	XP_006410614.2
OG0001664	g50534	XP_024008208.1
OG0001665	g37103	XP_006410626.1
OG0001666	g47936, g22968	XP_006412053.1
OG0001666	g6047	XP_006409253.1
OG0001667	g22846	XP_006411906.1
OG0001668	g47992	XP_006411873.1
OG0001668	g38452	XP_006404772.1
OG0001669	g18141	XP_024005879.1
OG0001670	g18324	XP_006411681.1
OG0001671	g40234	XP_006397251.1
OG0001672	g50434	XP_006415734.1
OG0001672	g45395	XP_006398890.1
OG0001673	g25186	XP_006395950.1
OG0001674	g24557	XP_006414763.1
OG0001674	g24550	XP_006414761.1
OG0001675	g1777	XP_006402413.1
OG0001676	g52171	XP_006397635.1, XP_006413937.2
OG0001677	g2018	XP_006402694.1
OG0001677	g38208	XP_006397489.1
OG0001678	g18928	XP_024012819.1
OG0001678	g37465, g52084	XP_006411553.1
OG0001679	g1981, g18950	XP_006402779.1
OG0001679	g52057, g37451	XP_006411510.1
OG0001681	g19342	XP_006403995.1
OG0001682	g39630	XP_006396528.1
OG0001682	g49416	XP_006418235.1
OG0001683	g30849	XP_006418171.1
OG0001683	g39695	XP_006403156.1
OG0001684	g39735	XP_006403261.1, XP_006403260.1
OG0001685	g11120	XP_006403263.1
OG0001686	g51344	XP_006410473.1
OG0001686	g30874, g49454	XP_006418122.1
OG0001687	g51330, g39755	XP_006410451.1
OG0001688	g49536	XP_006417949.1
OG0001689	g49548, g31017	XP_006417894.1
OG0001690	g51209	XP_006410093.1
OG0001690	g31029	XP_006417872.1
OG0001691	g31044	XP_006417846.1
OG0001691	g39948	XP_006410079.1
OG0001693	g37853	XP_024016663.1
OG0001693	g49571	XP_006417790.1
OG0001694	g45742	XP_006400233.1
OG0001694	g12663	XP_006408348.1
OG0001695	g31130	XP_006417664.1
OG0001695	g7754	XP_006408182.1
OG0001696	g12575, g7720, g12840	XP_006408115.1
OG0001697	g12479	XP_006407915.1
OG0001697	g4650	XP_006395068.2
OG0001698	g51832	XP_006411234.1
OG0001698	g19062	XP_006403418.1
OG0001699	g2342	XP_006403675.1
OG0001699	g51635	XP_006410923.1
OG0001700	g44330	XP_006389908.1
OG0001700	g49971	XP_006416816.1
OG0001701	g50133	XP_006416406.1
OG0001701	g44411	XP_006390232.1
OG0001702	g44369	XP_006390134.1
OG0001702	g31990	XP_006416308.1
OG0001703	g32014	XP_006416252.1
OG0001703	g13615	XP_006390070.1
OG0001704	g50262, g42087	XP_006416147.1
OG0001704	g44653	XP_006390775.1
OG0001705	g32064	XP_024008682.1, XP_006390848.1
OG0001706	g32280, g32278, g50406	XP_006415774.1
OG0001707	g27692	XP_006415539.1
OG0001708	g4853	XP_006394893.1
OG0001708	g12517	XP_006408012.1
OG0001709	g9836	XP_006394338.1
OG0001710	g44377	XP_006390141.2
OG0001711	g7002	XP_024015426.1
OG0001711	g24419	XP_006414444.1
OG0001712	g28075	XP_006393233.1
OG0001712	g6825, g11974	XP_006406532.1
OG0001713	g6796, g13343	XP_006406492.1
OG0001714	g11904	XP_006406369.1
OG0001714	g28047	XP_006393093.1
OG0001715	g11711	XP_006418729.1
OG0001715	g13512	XP_006418751.1
OG0001718	g19543	XP_024009342.1
OG0001721	g25244	XP_024008364.1
OG0001721	g31433	XP_006417155.1
OG0001725	g41474	XP_006400381.2
OG0001726	g39336	XP_024014665.1
OG0001726	g26019	XP_024016110.1
OG0001726	g25832	XP_024003644.1
OG0001727	g1115	XP_006401192.1
OG0001729	g17662	XP_006414522.1
OG0001730	g23563	XP_006412974.1
OG0001731	g23431, g23435	XP_006412749.1
OG0001732	g23427	XP_006412737.1
OG0001732	g5984, g13931	XP_006409093.1
OG0001733	g16983	XP_006412691.1
OG0001733	g38402	XP_024014108.1
OG0001734	g23368	XP_024005155.1
OG0001734	g38394	XP_024014293.1
OG0001735	g6189	XP_006409626.1
OG0001735	g23149	XP_006412302.1
OG0001736	g23007	XP_006412112.1
OG0001736	g13732	XP_006409325.1
OG0001737	g37120	XP_006410658.1
OG0001737	g27758	XP_006415376.1
OG0001738	g27779	XP_006410695.1
OG0001738	g32619	XP_006415191.1
OG0001739	g41079	XP_006392370.1
OG0001739	g27093, g49695	XP_006417552.1
OG0001740	g44044	XP_024004449.1
OG0001740	g49720	XP_006417506.1
OG0001741	g31248	XP_006417471.1
OG0001741	g38257, g28145	XP_024004723.1
OG0001742	g41024	XP_006392164.1
OG0001742	g6402	XP_006418636.2
OG0001743	g31302	XP_006417383.1
OG0001743	g44158, g40971	XP_006392026.1
OG0001744	g46653	XP_006405402.1
OG0001744	g1606	XP_006395496.1
OG0001745	g16835	XP_024014571.1
OG0001746	g10411	XP_006395359.1
OG0001747	g1403, g1404, g10336	XP_006395264.1
OG0001748	g46749	XP_006405777.1
OG0001748	g44939	XP_006391463.1
OG0001749	g40779	XP_024015728.1
OG0001749	g46630	XP_006405307.1
OG0001750	g16793	XP_006405380.1
OG0001750	g40839	XP_006391740.2
OG0001751	g7353	XP_006407412.1
OG0001752	g16537, g16527, g16543	XP_024016285.1, XP_024015950.1
OG0001753	g7316	XP_024014893.1
OG0001753	g29651	XP_006399172.1
OG0001754	g28309	XP_006402027.1
OG0001754	g23797	XP_006413344.1, XP_006413343.1
OG0001755	g23739, g47556	XP_006413280.1, XP_024011971.1
OG0001756	g41252	XP_006401758.1
OG0001756	g47647	XP_006413023.1
OG0001757	g47591	XP_006413161.1
OG0001758	g29116	XP_006400505.1
OG0001758	g29393	XP_024012406.1
OG0001759	g9922	XP_024012326.1, XP_024007597.1
OG0001760	g40685	XP_006398406.1
OG0001761	g40586	XP_006398272.1
OG0001761	g17468	XP_006414079.1
OG0001762	g17454	XP_006414032.1
OG0001762	g10974	XP_006398248.1
OG0001763	g17397	XP_006413919.1
OG0001763	g24555	XP_006414762.1
OG0001764	g40431	XP_006396706.1
OG0001764	g17308	XP_024005440.1
OG0001765	g25735, g25734	XP_006396936.1
OG0001766	g40310	XP_006397067.2
OG0001766	g50682	XP_006415120.1
OG0001767	g45981	XP_006390729.1
OG0001768	g37066, g51363	XP_006410494.1, XP_006415702.1
OG0001769	g13994	XP_006409225.1
OG0001769	g47950	XP_006412031.1
OG0001770	g19380, g2598	XP_024013654.1
OG0001771	g50913	XP_006404744.1
OG0001771	g22804	XP_006411848.1
OG0001772	g18347	XP_006411649.1
OG0001772	g41582	XP_006391195.1
OG0001773	g41224	XP_006401822.1
OG0001774	g18427	XP_024008001.1
OG0001774	g37041	XP_024013175.1
OG0001775	g47406, g23975	XP_006413699.1
OG0001776	g40549	XP_024011112.1
OG0001777	g25441	XP_006396395.1
OG0001778	g37747	XP_006397963.1
OG0001778	g18737	XP_006402337.1
OG0001779	g18717	XP_006402353.1
OG0001779	g37734	XP_006397951.1
OG0001780	g37582	XP_006397689.1
OG0001781	g18860	XP_024012778.1
OG0001781	g37540, g52163	XP_024010714.1
OG0001782	g18912	XP_006402729.2
OG0001782	g37479	XP_024016857.1
OG0001783	g714, g28941	XP_006400597.1, XP_006409551.1
OG0001784	g96	XP_006393945.1
OG0001784	g19378	XP_006404087.1
OG0001785	g45274	XP_006396240.1
OG0001785	g30736	XP_006418438.1
OG0001786	g30743	XP_006418421.1
OG0001786	g25397	XP_006396302.1
OG0001787	g25440	XP_006396393.1
OG0001787	g49363	XP_006418349.1
OG0001788	g39548	XP_006396423.1
OG0001788	g30781	XP_006418317.1
OG0001789	g45243	XP_006396463.1
OG0001790	g51244	XP_006410269.1
OG0001790	g49532, g30974	XP_006417960.2
OG0001791	g49546, g30998	XP_024008264.1
OG0001791	g39881	XP_006410196.1
OG0001792	g39937	XP_006410089.1
OG0001792	g49559	XP_006417853.2
OG0001793	g31048, g27000	XP_024008415.1
OG0001793	g37884	XP_006410049.1
OG0001794	g31061	XP_006417806.1
OG0001794	g40021	XP_006409985.1
OG0001795	g12683	XP_006408410.1
OG0001795	g5070, g29203	XP_006400139.1
OG0001796	g5002	XP_006400249.1
OG0001797	g41499	XP_024011427.1
OG0001797	g12626	XP_006408292.1
OG0001798	g10099	XP_006394871.1
OG0001798	g7678	XP_006408005.1
OG0001799	g7677	XP_006408004.1
OG0001800	g12492, g7649	XP_006407951.1
OG0001800	g29064	XP_006400411.1
OG0001801	g10228	XP_006395133.2
OG0001801	g7614	XP_024015131.1
OG0001802	g41876	XP_006391419.1
OG0001803	g51583	XP_006410819.1
OG0001803	g2393	XP_006403751.1
OG0001804	g46537, g44308	XP_006389861.1
OG0001804	g31638	XP_024007868.1
OG0001805	g46486	XP_006389947.2
OG0001805	g27352	XP_006416772.1
OG0001806	g18004	XP_024006656.1
OG0001807	g38011, g51543	XP_006410745.1
OG0001807	g50088, g31856	XP_006416499.1
OG0001808	g44414	XP_006390239.1
OG0001808	g31916	XP_006416412.1
OG0001809	g45827	XP_006390926.2
OG0001809	g32076, g50322	XP_006416019.1
OG0001810	g32154, g50363	XP_006415936.1
OG0001811	g44855	XP_006391177.2
OG0001811	g32219	XP_024008745.1
OG0001812	g44864	XP_006391189.1
OG0001812	g50394	XP_006415832.1
OG0001814	g38524	XP_006404620.1
OG0001814	g22697	XP_006411728.1
OG0001815	g29065	XP_006400415.1
OG0001816	g10153	XP_006394978.1
OG0001817	g5631	XP_006399020.1, XP_006407467.1
OG0001818	g19405	XP_006404152.1
OG0001818	g543	XP_006394699.1
OG0001819	g9630	XP_024007343.1
OG0001819	g19338, g2518	XP_006403982.1
OG0001820	g19435, g2686	XP_006404217.1
OG0001821	g36567, g36570, g36564	XP_006392924.1
OG0001822	g54248	XP_006392982.1
OG0001823	g5913	XP_006404072.2, XP_006408952.1
OG0001824	g38074	XP_006410942.1
OG0001824	g19180	XP_006403662.1
OG0001825	g51822	XP_006411225.2
OG0001825	g19071	XP_006403432.1
OG0001826	g19012	XP_006402951.1
OG0001826	g38154	XP_006411380.1
OG0001827	g2068, g2069	XP_006402925.1, XP_006402926.1, XP_006402927.1
OG0001828	g52178	XP_006397639.1
OG0001828	g18842	XP_006402610.1
OG0001830	g18955	XP_006402788.1
OG0001833	g47787	XP_024004602.1
OG0001835	g50122	XP_006416430.2, XP_006416428.1, XP_006416429.1
OG0001836	g40927	XP_006391912.1
OG0001836	g40925	XP_006391911.1
OG0001838	g47207, g47209, g47208	XP_006414226.1, XP_006414227.1
OG0001839	g6174	XP_006398665.1
OG0001840	g24581, g35924, g40550, g45129, g2969, g46849	XP_006398193.1, XP_006398194.1, XP_006404075.1, XP_006404077.1, XP_006404076.1, XP_006404073.1, XP_006404078.1, XP_006404063.1
OG0001841	g36230	XP_024014890.1, XP_024011226.1
OG0001844	g17011	XP_006412860.1
OG0001844	g5950	XP_006408895.1
OG0001846	g6106	XP_006409349.1
OG0001846	g47914, g23015	XP_024005546.1
OG0001847	g24309, g47180	XP_024004379.1
OG0001848	g49729	XP_006417463.1
OG0001849	g44174	XP_006392004.2, XP_024015694.1
OG0001849	g40968	XP_006392006.1
OG0001851	g10491	XP_006395448.1
OG0001852	g46697	XP_006414110.2, XP_006405609.1
OG0001852	g10375	XP_006395312.1
OG0001853	g44973	XP_006391422.1
OG0001854	g42006	XP_006391322.1
OG0001854	g45045	XP_006391320.1
OG0001855	g45079	XP_006391553.1
OG0001855	g17383	XP_006390144.1, XP_006413873.1
OG0001856	g44231	XP_024004439.1
OG0001856	g31351	XP_006417273.1
OG0001857	g47578, g17146	XP_006413231.1
OG0001857	g28595	XP_024011461.1
OG0001858	g29802	XP_006398873.1
OG0001859	g12369	XP_006407548.1
OG0001860	g13112, g7392	XP_006407466.1
OG0001861	g12325	XP_006407457.1
OG0001861	g5622	XP_006399041.1
OG0001862	g29671	XP_024012039.1
OG0001862	g7348, g12306	XP_006407403.1
OG0001863	g17176	XP_006413326.1
OG0001863	g41165, g1333	XP_006401971.1
OG0001864	g17095	XP_006413096.2
OG0001865	g969	XP_006401547.1
OG0001865	g23654	XP_006413102.1
OG0001866	g979	XP_006401517.1
OG0001866	g23661	XP_006413116.1
OG0001867	g1109, g23732	XP_006413265.1
OG0001868	g644	XP_006400511.1
OG0001869	g143	XP_006394007.1
OG0001869	g45544	XP_006399552.1
OG0001870	g9717	XP_024007549.1
OG0001870	g5412, g45537	XP_024012423.1
OG0001871	g165	XP_006394066.1, XP_006399494.1
OG0001872	g45522	XP_006394115.1
OG0001872	g5438	XP_024012204.1
OG0001873	g29556	XP_024011944.1
OG0001873	g45515	XP_006399432.1
OG0001874	g5476	XP_006399384.1
OG0001874	g29571	XP_006399385.1
OG0001875	g5511	XP_006399306.1
OG0001875	g461	XP_006394577.1
OG0001876	g9928, g440	XP_006394544.1
OG0001877	g5545	XP_006399225.1
OG0001878	g24262	XP_024004766.1
OG0001878	g40692, g10884	XP_006398424.1
OG0001879	g17515	XP_006414172.1
OG0001879	g10926	XP_006398363.2
OG0001880	g17487	XP_006414134.1
OG0001881	g24038	XP_006413835.1, XP_006391784.1
OG0001882	g40459	XP_006396641.1
OG0001882	g24003	XP_006413761.1
OG0001883	g25579	XP_006396661.1
OG0001883	g23985	XP_006413729.1
OG0001884	g49932	XP_006416935.1
OG0001884	g19265, g19275	XP_024011799.1
OG0001885	g50681	XP_006415121.1
OG0001885	g40311	XP_024010099.1
OG0001886	g27908	XP_006397461.1
OG0001886	g40261	XP_006397189.1
OG0001887	g40222	XP_006397292.1, XP_024010174.1
OG0001887	g27954, g35903	XP_006396016.1
OG0001888	g50500	XP_006415608.1, XP_024003706.1
OG0001889	g6013	XP_006409165.1
OG0001889	g47970	XP_006411986.1
OG0001890	g22794	XP_024005099.1
OG0001890	g22795	XP_006411830.1
OG0001891	g47567	XP_006413247.1
OG0001891	g49736	XP_006417431.1
OG0001892	g11134	XP_006403295.1
OG0001892	g50432	XP_024008666.1
OG0001893	g40316	XP_006397055.1
OG0001894	g51840	XP_024004254.1
OG0001894	g40429	XP_024010103.1
OG0001895	g40693, g10883	XP_006398427.1
OG0001896	g12970	XP_006414996.1
OG0001896	g7592	XP_006407837.1
OG0001897	g11743	XP_006418832.1
OG0001898	g11803	XP_006406128.1
OG0001898	g24500	XP_024005685.1
OG0001899	g11843	XP_006406209.1
OG0001900	g16772	XP_006405310.1
OG0001901	g37758	XP_006393442.1
OG0001901	g1751	XP_006402352.1
OG0001902	g1779	XP_006402414.2
OG0001903	g1900	XP_006402563.1
OG0001903	g37588	XP_006397697.1
OG0001904	g18808	XP_024012873.1
OG0001905	g1946	XP_006402633.1
OG0001906	g2015	XP_024012762.1
OG0001907	g2709	XP_006404257.1
OG0001907	g9820	XP_006394294.1
OG0001908	g18637	XP_006395293.1
OG0001909	g39520	XP_024010131.1
OG0001909	g30775	XP_006418332.1
OG0001910	g39651, g25519	XP_006396580.1
OG0001911	g39729	XP_006403243.1
OG0001911	g30869	XP_006418136.1
OG0001912	g39819	XP_006410337.1
OG0001912	g49500	XP_006418023.1
OG0001913	g49508, g30949	XP_006417995.1
OG0001913	g39829	XP_024003772.1
OG0001915	g37904	XP_024003913.1
OG0001915	g49535	XP_006417951.2
OG0001916	g27007	XP_006417809.1
OG0001916	g51175	XP_006410014.1
OG0001917	g39987	XP_006409900.1
OG0001918	g38265	XP_006408594.1
OG0001919	g5191	XP_006408539.1
OG0001920	g29194	XP_006400178.1
OG0001920	g7859	XP_006408388.1
OG0001921	g7857	XP_006400180.2
OG0001921	g12673	XP_024014833.1
OG0001922	g12542	XP_006408045.1
OG0001922	g4799	XP_006394930.1
OG0001923	g37316	XP_024016873.1
OG0001923	g2237	XP_006403496.1
OG0001924	g2348	XP_024013778.1
OG0001925	g37239	XP_006410996.2
OG0001926	g51704	XP_006411021.1
OG0001927	g31615, g49947	XP_006416887.1
OG0001928	g46453	XP_006389983.2
OG0001928	g27363	XP_006416740.1
OG0001929	g27389	XP_006416670.1
OG0001929	g44581, g46027	XP_006390601.1
OG0001930	g31800	XP_006416577.1
OG0001930	g44533	XP_006390433.1
OG0001931	g44507	XP_006390395.1
OG0001931	g27422, g50058	XP_006416554.1
OG0001932	g50085	XP_006416512.1
OG0001933	g44384	XP_024010980.1
OG0001934	g50228	XP_024008720.1
OG0001935	g45880, g44680	XP_006390840.1
OG0001937	g50346	XP_006415956.1
OG0001937	g44755, g45804	XP_006391003.1
OG0001938	g32261	XP_006415785.1
OG0001938	g27631	XP_006415784.1
OG0001939	g38531	XP_006404587.1
OG0001943	g7362	XP_006407420.2
OG0001944	g7373	XP_006407433.2
OG0001944	g29692	XP_024011509.1
OG0001945	g10022	XP_006394717.1, XP_006404130.1
OG0001946	g2685	XP_006404216.1
OG0001946	g500, g35964, g25597	XP_006394631.1
OG0001947	g3074	XP_006419089.1
OG0001948	g3302	XP_006404478.1
OG0001950	g13205	XP_006407148.1
OG0001950	g27990	XP_006392699.1
OG0001951	g7132	XP_006407028.1
OG0001951	g36619	XP_006392804.1
OG0001952	g6997	XP_006406812.1
OG0001953	g6813	XP_006406513.1
OG0001954	g45604, g5296	XP_006399783.1
OG0001954	g11895, g6705	XP_006406348.1
OG0001955	g54225, g36517	XP_024006157.1
OG0001955	g6680	XP_024015460.1
OG0001956	g13696	XP_006409548.1
OG0001957	g51462	XP_006410621.1
OG0001957	g50540, g27704	XP_006415465.2
OG0001958	g6198, g6199	XP_006409651.2
OG0001959	g11200	XP_006402663.1
OG0001961	g11943	XP_024015049.1
OG0001961	g36441	XP_024006005.1
OG0001963	g45219	XP_006396496.1
OG0001965	g39324	XP_024015300.1
OG0001967	g51081	XP_006408689.1
OG0001971	g23497	XP_006412871.1
OG0001971	g13812	XP_006408902.1
OG0001972	g47744	XP_006412718.1
OG0001972	g5992	XP_006409120.1
OG0001973	g23361	XP_006412645.1
OG0001973	g50979	XP_006404930.1
OG0001974	g50991	XP_006404977.1
OG0001974	g47780	XP_024005191.1
OG0001975	g13676	XP_006409667.1
OG0001975	g23162	XP_006412330.1
OG0001976	g47894, g23048	XP_006412187.1
OG0001976	g14109	XP_006409422.1
OG0001977	g51540	XP_006410740.1
OG0001977	g17570	XP_006414324.1
OG0001978	g27146, g49770	XP_006417375.1
OG0001979	g10715	XP_006395784.1
OG0001979	g49908	XP_006417003.1
OG0001980	g10694	XP_006395756.1
OG0001980	g31522	XP_006417022.1
OG0001981	g31424, g49863, g27208	XP_006417162.1, XP_006395566.1
OG0001982	g27205	XP_006417180.2
OG0001983	g16813	XP_006405419.1
OG0001984	g10501	XP_006395458.1
OG0001984	g16827	XP_006405432.1
OG0001985	g31375, g49818	XP_006417247.1
OG0001986	g19013	XP_006402954.1
OG0001986	g51975	XP_024003946.1
OG0001987	g5703	XP_006398869.1
OG0001987	g13074	XP_006407588.1
OG0001988	g29709, g45430, g5627	XP_006399036.1
OG0001989	g7380	XP_006407446.1
OG0001989	g45445	XP_006399072.1
OG0001990	g28469	XP_006401599.1
OG0001990	g23640	XP_006413087.1
OG0001991	g996	XP_006401494.1
OG0001991	g28505	XP_006413129.1
OG0001992	g17128	XP_006413162.1
OG0001992	g28533	XP_006401400.1
OG0001993	g23695	XP_006413178.1
OG0001994	g17882	XP_006401194.1, XP_024005051.1
OG0001995	g5318	XP_024011882.1
OG0001995	g645	XP_024012221.1
OG0001996	g5360, g29428	XP_006399687.1
OG0001996	g18545	XP_006394845.1
OG0001997	g29551	XP_006399447.1
OG0001997	g50914	XP_006404741.1
OG0001998	g9776	XP_006394173.1
OG0001999	g29618	XP_006399244.1
OG0001999	g9891	XP_006394491.1
OG0002001	g40646	XP_024010949.1
OG0002001	g17511	XP_006414178.1
OG0002002	g11025	XP_006413917.1
OG0002003	g23971, g47411	XP_006413690.1
OG0002003	g45153	XP_006396701.1
OG0002004	g23936	XP_024009851.1, XP_006413612.1
OG0002005	g40350	XP_006396951.1
OG0002005	g23876	XP_006413521.1
OG0002006	g23870	XP_006413507.1
OG0002006	g25752	XP_006396970.1
OG0002007	g40342	XP_006396971.1
OG0002008	g40320	XP_006397041.1
OG0002008	g50667	XP_006415146.1
OG0002010	g32372	XP_006415620.1
OG0002011	g32400	XP_006415583.2
OG0002012	g22997	XP_006412096.1
OG0002013	g47926	XP_024005481.1
OG0002014	g22963	XP_006412042.1
OG0002015	g5998	XP_006409130.1
OG0002015	g47975	XP_006411960.1
OG0002016	g38456	XP_006404757.1
OG0002016	g18284	XP_006411860.2
OG0002017	g22772	XP_024005595.1
OG0002018	g18309, g22686	XP_006411710.1
OG0002019	g51534	XP_006410729.1
OG0002021	g47482, g23861	XP_006413493.1
OG0002022	g31717	XP_024008339.1
OG0002022	g10955	XP_024011012.1
OG0002023	g11784	XP_006406118.1
OG0002023	g24513	XP_006414665.1
OG0002024	g17705	XP_006414611.1
OG0002024	g11827	XP_006406189.1
OG0002025	g37664, g37665	XP_006391308.2, XP_006397835.1
OG0002026	g18836	XP_006402598.1
OG0002027	g2089	XP_006402888.1
OG0002027	g52000	XP_006411424.1
OG0002028	g2990	XP_006419045.1
OG0002028	g41325	XP_024011477.1
OG0002029	g39467	XP_006396310.1
OG0002030	g39593	XP_006396471.1
OG0002030	g30806	XP_006418274.1
OG0002031	g30882	XP_006410462.1
OG0002032	g37923	XP_006410360.1
OG0002032	g30925	XP_006418042.1
OG0002033	g31021	XP_006417884.2
OG0002033	g39899	XP_024016747.1
OG0002034	g49567	XP_006417796.1
OG0002034	g51123	XP_006409951.1
OG0002035	g28513	XP_006401471.1
OG0002036	g5083	XP_006400107.1
OG0002037	g5082	XP_006400108.1
OG0002037	g12751	XP_006408425.1
OG0002038	g13267, g12076	XP_006406818.1
OG0002039	g19073	XP_006403439.1
OG0002039	g38133	XP_006411216.1
OG0002040	g51592	XP_006410831.1
OG0002040	g19213, g2387	XP_006403741.2
OG0002041	g51628	XP_006410892.1
OG0002042	g51717	XP_006411051.1
OG0002043	g36367	XP_006393335.1
OG0002044	g46590, g44281	XP_006389778.1
OG0002045	g31617	XP_006416882.1
OG0002045	g13599	XP_006389806.1
OG0002046	g31630	XP_006416855.1
OG0002047	g27341	XP_006416811.1
