Orthogroup	Cochlearia_excelsa	Euclidium_syriacum
OG0002385	g40475, g17392	ESY7_g16523_DN3_SP5_c0.t1
OG0002386	g25638, g25648	ESY9_g43773_DN3_SP0_c0.t1
OG0002387	g22853, g50951	ESY4_g26463_DN3_SP0_c0.t1
OG0002388	g22832	ESY4_g26524_DN2_SP0_c0.t1
OG0002389	g18380	ESY7_g18103_DN3_SP0_c0.t1, ESY4_g25558_DN3_SP0_c0.t1
OG0002390	g38001	ESY9_g43883_DN3_SP0_c0.t1
OG0002391	g40302, g25783, g42642	ESY2_g37096_DN3_SP0_c0.t1, ESY20_g13154_DN2_SP0_c0.t1
OG0002392	g25537, g40473	ESY9_g43412_DN3_SP6_c0.t1, ESY7_g16519_DN3_SP8_c0.t1
OG0002393	g11684, g11678	ESY3_g27571_DN3_SP0_c22.t1
OG0002394	g24698, g11723	ESY3_g27963_DN3_SP8_c0.t1
OG0002395	g6459	ESY3_g28044_DN3_SP0_c0.t1
OG0002396	g47045	ESY22_g40388_DN3_SP8_c0.t1
OG0002397	g16834	ESY8_g60274_DN3_SP0_c0.t1
OG0002397	g1619	ESY21_g55896_DN3_SP0_c0.t1
OG0002398	g18758	ESY1_g12545_DN3_SP8_c0.t1
OG0002399	g37748, g1745	ESY8_g58769_DN3_SP0_c0.t1
OG0002400	g37663	ESY12_g51702_DN3_SP1_c0.t1
OG0002400	g1824	ESY1_g12346_DN3_SP1_c0.t1
OG0002401	g52281	ESY12_g51800_DN3_SP8_c0.t1
OG0002401	g11169	ESY1_g12257_DN3_SP8_c0.t1
OG0002402	g38244	ESY12_g51874_DN3_SP8_c6.t1
OG0002403	g44561, g31746	ESY5_g4247_DN3_SP3_c0.t1
OG0002404	g52120	ESY12_g51465_DN3_SP0_c0.t1
OG0002405	g52015, g52012	ESY12_g51749_DN3_SP0_c0.t1
OG0002405	g38173	ESY12_g51247_DN3_SP0_c20.t1, ESY8_g59168_DN3_SP0_c25.t1
OG0002406	g28930	ESY6_g49195_DN3_SP3_c0.t1
OG0002406	g11551	ESY1_g7124_DN3_SP2_c0.t1
OG0002407	g736, g11520	ESY6_g49168_DN2_SP0_c0.t1
OG0002408	g28825, g2995, g41329	ESY2_g33932_DN3_SP0_c0.t1, ESY6_g48937_DN3_SP5_c0.t1
OG0002409	g9733	ESY6_g50598_DN3_SP0_c0.t1
OG0002410	g2602	ESY1_g9803_DN3_SP0_c0.t1
OG0002410	g109	ESY6_g50433_DN3_SP8_c0.t1
OG0002411	g44592, g46020	ESY2_g35857_DN3_SP6_c0.t1
OG0002412	g26867	ESY5_g5525_DN3_SP0_c0.t1
OG0002412	g25370	ESY20_g12985_DN3_SP8_c0.t1
OG0002413	g25357, g49311	ESY20_g12939_DN3_SP8_c0.t1
OG0002414	g30820	ESY5_g5176_DN3_SP0_c0.t1
OG0002414	g39629	ESY8_g58332_DN3_SP0_c0.t1
OG0002415	g30861, g39701	ESY8_g58589_DN3_SP0_c24.t1
OG0002416	g39724	ESY20_g12877_DN3_SP5_c0.t1
OG0002417	g30895	ESY5_g4916_DN3_SP1_c0.t1
OG0002418	g39822	ESY8_g58387_DN3_SP7_c7.t1
OG0002418	g49503	ESY5_g4803_DN3_SP8_c3.t1
OG0002419	g31023	ESY5_g4630_DN3_SP0_c0.t1
OG0002419	g39903	ESY8_g58600_DN3_SP0_c0.t1
OG0002420	g40076	ESY8_g58990_DN3_SP5_c0.t1
OG0002420	g53433	ESY8_g58989_DN3_SP7_c0.t1
OG0002421	g37802	ESY8_g59018_DN3_SP8_c0.t1
OG0002421	g40095	ESY5_g3107_DN3_SP4_c0.t1
OG0002422	g23659	ESY6_g47943_DN3_SP8_c0.t1
OG0002422	g47614	ESY16_g62334_DN3_SP0_c0.t1
OG0002423	g29241	ESY3_g32535_DN2_SP0_c0.t1, ESY7_g17429_DN2_SP0_c0.t1
OG0002424	g7877	ESY3_g32493_DN3_SP3_c0.t1
OG0002425	g7873	ESY3_g32488_DN3_SP7_c0.t1
OG0002425	g29213	ESY7_g17383_DN3_SP7_c0.t1
OG0002426	g7868	ESY3_g32478_DN3_SP8_c14.t1
OG0002426	g29204	ESY7_g17369_DN3_SP8_c13.t1
OG0002428	g12617	ESY3_g32168_DN3_SP8_c0.t1
OG0002428	g29033	ESY7_g17072_DN3_SP8_c0.t1
OG0002429	g26997	ESY5_g4576_DN2_SP0_c0.t1
OG0002430	g7544, g12417	ESY3_g30774_DN2_SP0_c0.t1
OG0002430	g7545	ESY3_g30772_DN3_SP0_c0.t1
OG0002431	g37319, g51779	ESY9_g45533_DN3_SP8_c0.t1
OG0002432	g38126, g51771	ESY9_g45516_DN3_SP5_c0.t1
OG0002433	g27327	ESY2_g36617_DN3_SP1_c0.t1
OG0002433	g49953	ESY5_g2979_DN3_SP8_c0.t1
OG0002434	g44344, g46496	ESY2_g36799_DN3_SP8_c0.t1
OG0002435	g46078	ESY2_g34860_DN3_SP8_c0.t1
OG0002435	g31757	ESY5_g4231_DN3_SP6_c0.t1
OG0002436	g32008	ESY5_g2398_DN3_SP2_c0.t1
OG0002436	g46364	ESY2_g34611_DN3_SP0_c0.t1
OG0002437	g50229, g46407	ESY2_g35050_DN3_SP5_c0.t1
OG0002438	g32025	ESY5_g2324_DN2_SP0_c0.t1
OG0002439	g45962	ESY2_g35770_DN3_SP2_c0.t1
OG0002439	g27521	ESY5_g2278_DN3_SP3_c0.t1
OG0002441	g50277	ESY5_g2149_DN3_SP8_c7.t1
OG0002441	g44665	ESY2_g35632_DN3_SP0_c6.t1
OG0002442	g50300	ESY5_g2020_DN3_SP0_c0.t1
OG0002443	g45798, g44759	ESY2_g35410_DN3_SP1_c0.t1
OG0002445	g47547, g23762	ESY13_g56726_DN3_SP5_c0.t1
OG0002446	g23614	ESY16_g62100_DN3_SP8_c0.t1
OG0002446	g28429	ESY6_g47450_DN3_SP0_c0.t1
OG0002447	g16917	ESY4_g25186_DN3_SP0_c0.t1
OG0002447	g38322	ESY8_g59294_DN3_SP1_c0.t1
OG0002448	g2555	ESY1_g9990_DN3_SP0_c0.t1
OG0002448	g53842	ESY7_g18824_DN2_SP0_c0.t1
OG0002449	g49856, g31416	ESY5_g3879_DN3_SP0_c0.t1
OG0002450	g27366	ESY9_g42712_DN3_SP0_c0.t1
OG0002450	g27021	ESY5_g3082_DN3_SP7_c0.t1
OG0002451	g31098, g49604	ESY5_g4433_DN3_SP5_c0.t1
OG0002451	g40047	ESY8_g58946_DN3_SP6_c0.t1
OG0002452	g27006	ESY5_g4540_DN3_SP3_c0.t1
OG0002453	g39602	ESY20_g13293_DN3_SP3_c0.t1
OG0002453	g49398	ESY5_g5240_DN3_SP8_c0.t1
OG0002454	g49397, g30809, g39599	ESY5_g5241_DN3_SP8_c0.t1
OG0002455	g29152	ESY7_g17226_DN3_SP0_c0.t1
OG0002456	g29027	ESY7_g17096_DN3_SP0_c0.t1
OG0002456	g4937	ESY7_g17080_DN3_SP0_c0.t1
OG0002458	g19136, g2270	ESY1_g10827_DN3_SP0_c0.t1, ESY1_g10867_DN2_SP0_c0.t1
OG0002459	g18625, g18624, g18616	ESY6_g49799_DN3_SP0_c0.t1, ESY1_g8981_DN2_SP0_c0.t1
OG0002460	g28726, g1184	ESY6_g48588_DN3_SP6_c0.t1
OG0002461	g2484	ESY1_g10145_DN3_SP0_c0.t1
OG0002462	g44396	ESY2_g34727_DN3_SP6_c0.t1
OG0002462	g50160	ESY5_g3898_DN3_SP0_c0.t1
OG0002463	g13625	ESY2_g34761_DN3_SP5_c0.t1
OG0002463	g31942, g27463	ESY5_g3932_DN3_SP8_c0.t1
OG0002464	g46140	ESY2_g34960_DN1_SP0_c11.t1
OG0002464	g46129	ESY2_g34945_DN3_SP0_c15.t1
OG0002465	g27299	ESY5_g2915_DN2_SP0_c0.t1
OG0002466	g12206	ESY3_g30311_DN3_SP6_c0.t1
OG0002466	g54343	ESY2_g36226_DN3_SP0_c0.t1
OG0002467	g36668	ESY3_g30382_DN3_SP8_c0.t1
OG0002468	g36608	ESY2_g36948_DN3_SP5_c0.t1
OG0002468	g7108	ESY3_g30539_DN3_SP2_c0.t1
OG0002469	g47133	ESY2_g38418_DN3_SP0_c0.t1
OG0002469	g12070	ESY3_g29883_DN3_SP0_c0.t1
OG0002470	g12047	ESY3_g29800_DN3_SP8_c11.t1
OG0002470	g13285	ESY2_g38078_DN3_SP7_c0.t1
OG0002471	g12038, g54074	ESY2_g38032_DN3_SP8_c0.t1
OG0002472	g12032	ESY2_g38006_DN3_SP7_c0.t1
OG0002473	g12025	ESY3_g29730_DN3_SP8_c0.t1
OG0002473	g28101	ESY2_g37977_DN3_SP0_c0.t1
OG0002474	g13427	ESY22_g40903_DN3_SP0_c0.t1
OG0002475	g24527	ESY22_g40695_DN3_SP8_c0.t1
OG0002477	g5906, g13852	ESY11_g54911_DN3_SP0_c0.t1
OG0002478	g54283	ESY2_g36934_DN3_SP8_c0.t1
OG0002479	g37101	ESY1_g5655_DN2_SP3_c0.t1
OG0002479	g18481	ESY10_g15064_DN3_SP0_c0.t1
OG0002480	g38150, g19025	ESY1_g10524_DN3_SP1_c0.t1
OG0002482	g40688	ESY10_g14870_DN2_SP0_c0.t1, ESY2_g37824_DN2_SP0_c0.t1
OG0002483	g36723	ESY2_g36325_DN3_SP0_c0.t1, ESY10_g14232_DN2_SP0_c0.t1
OG0002484	g28560	ESY6_g48272_DN3_SP0_c0.t1
OG0002488	g5387	ESY3_g31640_DN3_SP1_c0.t1
OG0002489	g41181, g41197, g11665	ESY6_g46718_DN2_SP0_c0.t1
OG0002494	g13840, g17056	ESY4_g23936_DN3_SP7_c0.t1
OG0002495	g47681, g17023	ESY4_g24196_DN2_SP0_c0.t1
OG0002496	g50880	ESY8_g59810_DN3_SP2_c0.t1
OG0002497	g28603	ESY6_g48379_DN3_SP4_c0.t1
OG0002497	g47784	ESY4_g24903_DN3_SP8_c0.t1
OG0002498	g23316	ESY4_g24930_DN3_SP8_c0.t1
OG0002499	g28878	ESY3_g27589_DN1_SP0_c0.t1
OG0002500	g23119	ESY4_g25723_DN3_SP8_c0.t1
OG0002501	g14176, g14135, g14163, g14125, g14116, g14184, g14155, g14132, g14170, g14149, g14152, g14157, g14187, g14142, g14137, g14166, g14178, g14172, g14145, g14189, g14162, g14115, g14119, g14175, g14134, g32547	ESY16_g61810_DN3_SP0_c0.t1
OG0002502	g27782	ESY16_g61663_DN3_SP5_c0.t1
OG0002503	g31144	ESY5_g3208_DN3_SP2_c0.t1
OG0002503	g27052	ESY2_g34267_DN3_SP7_c0.t1
OG0002504	g31222	ESY5_g3374_DN3_SP8_c0.t1
OG0002505	g44090	ESY2_g34057_DN3_SP7_c0.t1
OG0002506	g41026	ESY5_g3505_DN3_SP0_c67.t1
OG0002506	g31259	ESY5_g3504_DN3_SP0_c0.t1
OG0002508	g1534	ESY10_g14273_DN3_SP0_c0.t1
OG0002508	g49901	ESY5_g2734_DN3_SP0_c0.t1
OG0002509	g16678	ESY10_g14191_DN3_SP1_c0.t1, ESY2_g36772_DN2_SP0_c0.t1
OG0002510	g31414	ESY5_g3877_DN3_SP8_c0.t1
OG0002510	g10556	ESY10_g13837_DN3_SP8_c0.t1
OG0002511	g10360	ESY2_g36428_DN3_SP0_c0.t1, ESY2_g36429_DN3_SP0_c0.t1, ESY2_g36461_DN2_SP0_c0.t1, ESY2_g36460_DN3_SP0_c0.t1
OG0002512	g1940	ESY1_g11956_DN3_SP0_c0.t1
OG0002512	g54315	ESY2_g36337_DN2_SP0_c0.t1
OG0002514	g12336, g7395	ESY3_g31205_DN3_SP0_c0.t1
OG0002515	g12317, g7368	ESY3_g31284_DN3_SP8_c0.t1
OG0002516	g23740, g47555	ESY13_g56696_DN3_SP4_c0.t1, ESY13_g56682_DN3_SP2_c0.t1
OG0002517	g23612	ESY16_g62088_DN3_SP8_c0.t1
OG0002518	g39368	ESY6_g48060_DN3_SP2_c0.t1
OG0002518	g23682, g17125	ESY16_g62467_DN3_SP3_c0.t1
OG0002519	g17126	ESY16_g62478_DN3_SP0_c0.t1
OG0002519	g1021	ESY6_g48063_DN3_SP0_c0.t1
OG0002520	g28536	ESY6_g48119_DN3_SP4_c0.t1
OG0002520	g23686	ESY16_g62496_DN3_SP0_c0.t1
OG0002522	g5452	ESY7_g17870_DN3_SP0_c0.t1
OG0002522	g234	ESY6_g50688_DN3_SP4_c0.t1
OG0002523	g17553	ESY10_g14823_DN3_SP6_c0.t1
OG0002524	g40392	ESY18_g63043_DN3_SP0_c0.t1
OG0002525	g40251	ESY19_g41439_DN3_SP6_c0.t1
OG0002525	g32992	ESY14_g20737_DN3_SP6_c0.t1
OG0002526	g50545	ESY1_g10347_DN3_SP0_c0.t1
OG0002526	g23785	ESY20_g13097_DN3_SP8_c0.t1
OG0002527	g51486	ESY2_g33543_DN3_SP0_c0.t1, ESY2_g33471_DN3_SP0_c0.t1
OG0002527	g32506	ESY16_g62038_DN3_SP7_c0.t1
OG0002528	g13990	ESY11_g54158_DN3_SP8_c0.t1
OG0002528	g47952	ESY4_g26142_DN3_SP7_c0.t1
OG0002529	g22866	ESY4_g26458_DN3_SP7_c0.t1
OG0002529	g38429	ESY8_g59578_DN3_SP8_c0.t1
OG0002530	g22822	ESY4_g26546_DN3_SP0_c0.t1
OG0002531	g22763, g38497	ESY8_g59702_DN3_SP8_c0.t1
OG0002532	g50884, g36958, g36957	ESY4_g26781_DN3_SP7_c0.t1
OG0002533	g18367	ESY4_g26935_DN3_SP1_c0.t1
OG0002535	g25681, g40383	ESY18_g63157_DN3_SP7_c0.t1
OG0002536	g47424	ESY9_g43766_DN3_SP7_c0.t1
OG0002536	g25652	ESY7_g16088_DN2_SP7_c0.t1
OG0002537	g40422	ESY7_g16124_DN3_SP8_c0.t1
OG0002537	g30888	ESY5_g4897_DN3_SP6_c0.t1
OG0002538	g47035	ESY10_g14554_DN3_SP1_c0.t1
OG0002539	g47047	ESY10_g14448_DN2_SP0_c0.t1
OG0002539	g47046	ESY22_g40543_DN3_SP0_c0.t1
OG0002540	g24438	ESY2_g38760_DN3_SP0_c0.t1, ESY2_g38757_DN3_SP0_c3.t1
OG0002541	g18757	ESY12_g52335_DN3_SP0_c0.t1, ESY1_g12542_DN3_SP1_c0.t1, ESY12_g52334_DN2_SP0_c0.t1, ESY1_g12544_DN2_SP0_c13.t1
OG0002542	g37647, g52297	ESY12_g51739_DN3_SP8_c0.t1
OG0002542	g1841	ESY1_g12316_DN3_SP8_c0.t1
OG0002543	g52276	ESY12_g51820_DN3_SP0_c0.t1
OG0002543	g18688	ESY1_g12251_DN3_SP3_c0.t1
OG0002544	g52133	ESY12_g52164_DN3_SP7_c0.t1
OG0002544	g1959	ESY1_g11899_DN3_SP8_c0.t1
OG0002545	g52001	ESY12_g51189_DN3_SP0_c0.t1
OG0002545	g2090	ESY1_g11691_DN3_SP0_c0.t1
OG0002546	g38169	ESY12_g51214_DN2_SP0_c0.t1
OG0002547	g18994	ESY1_g11724_DN3_SP4_c0.t1
OG0002547	g51994	ESY12_g51147_DN3_SP0_c0.t1
OG0002548	g51723	ESY9_g45327_DN3_SP2_c10.t1
OG0002549	g51846	ESY7_g16665_DN3_SP0_c0.t1, ESY9_g45669_DN3_SP0_c0.t1, ESY9_g45665_DN3_SP0_c0.t1
OG0002550	g28928, g721	ESY1_g6817_DN3_SP6_c0.t1, ESY6_g49191_DN3_SP7_c0.t1
OG0002551	g2870, g28745	ESY6_g48739_DN3_SP0_c0.t1
OG0002552	g19427	ESY7_g19615_DN3_SP0_c0.t1
OG0002553	g9662	ESY6_g50349_DN2_SP0_c0.t1
OG0002553	g2586	ESY1_g9887_DN1_SP0_c0.t1
OG0002554	g9636	ESY6_g50304_DN3_SP0_c0.t1, ESY6_g50303_DN3_SP0_c0.t1, ESY8_g60191_DN2_SP0_c0.t1, ESY6_g50300_DN3_SP0_c0.t1, ESY6_g50302_DN3_SP0_c0.t1, ESY20_g13108_DN3_SP0_c0.t1
OG0002555	g26876, g30764	ESY5_g5452_DN3_SP7_c0.t1
OG0002556	g39507, g49357	ESY5_g5428_DN3_SP3_c0.t1
OG0002557	g30962	ESY5_g4741_DN3_SP0_c0.t1
OG0002557	g51253	ESY8_g59123_DN3_SP0_c0.t1, ESY8_g58458_DN3_SP7_c0.t1
OG0002558	g17106	ESY5_g5129_DN3_SP0_c0.t1, ESY16_g62344_DN3_SP0_c0.t1
OG0002559	g29293	ESY7_g17570_DN3_SP0_c0.t1
OG0002561	g29180, g5029	ESY7_g17268_DN3_SP8_c0.t1, ESY3_g32405_DN3_SP6_c0.t1
OG0002562	g10159	ESY10_g15688_DN3_SP0_c0.t1
OG0002562	g7734	ESY3_g31903_DN1_SP0_c0.t1
OG0002563	g7724	ESY3_g31814_DN3_SP0_c0.t1, ESY3_g31887_DN3_SP0_c0.t1, ESY3_g31847_DN3_SP0_c0.t1, ESY3_g31888_DN3_SP0_c0.t1, ESY3_g31816_DN3_SP0_c0.t1, ESY3_g31810_DN3_SP0_c0.t1, ESY3_g31431_DN3_SP0_c0.t1
OG0002566	g38071	ESY2_g34306_DN3_SP0_c0.t1
OG0002567	g31645, g27339	ESY5_g3038_DN3_SP2_c0.t1
OG0002568	g46196	ESY2_g36028_DN3_SP0_c5.t1
OG0002568	g31867	ESY5_g4043_DN3_SP1_c0.t1
OG0002569	g44413	ESY2_g34788_DN3_SP0_c0.t1
OG0002569	g31917	ESY5_g3956_DN3_SP0_c0.t1
OG0002570	g27459, g31920, g46256, g50139	ESY2_g34776_DN2_SP0_c0.t1
OG0002571	g44395	ESY2_g34723_DN3_SP8_c0.t1
OG0002571	g27479, g31956	ESY5_g3892_DN3_SP8_c0.t1
OG0002572	g31999	ESY5_g2416_DN3_SP0_c0.t1
OG0002573	g45829	ESY2_g35514_DN3_SP0_c0.t1
OG0002573	g50321	ESY5_g1813_DN3_SP0_c0.t1
OG0002574	g32184, g44818	ESY2_g34425_DN3_SP1_c6.t1
OG0002575	g15801, g27281	ESY5_g2829_DN3_SP8_c0.t1
OG0002577	g49563	ESY5_g4521_DN3_SP2_c59.t1
OG0002578	g30994	ESY5_g4686_DN3_SP0_c0.t1
OG0002579	g30975	ESY5_g4717_DN3_SP0_c0.t1
OG0002580	g51282	ESY8_g58373_DN3_SP4_c0.t1
OG0002580	g30935	ESY5_g4810_DN3_SP8_c0.t1, ESY5_g4811_DN2_SP0_c0.t1
OG0002582	g51466	ESY7_g18907_DN3_SP5_c0.t1
OG0002583	g19395	ESY1_g9674_DN3_SP8_c0.t1
OG0002583	g553	ESY6_g50037_DN3_SP8_c0.t1
OG0002584	g2803	ESY1_g8352_DN2_SP7_c0.t1
OG0002584	g1223	ESY6_g48643_DN3_SP5_c0.t1
OG0002585	g2897, g28757	ESY1_g8043_DN2_SP0_c29.t1
OG0002586	g19573, g41516, g18017	ESY2_g34447_DN3_SP8_c0.t1
OG0002587	g50096	ESY5_g4033_DN3_SP0_c0.t1
OG0002587	g46205	ESY2_g36044_DN3_SP0_c0.t1
OG0002588	g46134	ESY2_g34955_DN3_SP8_c0.t1
OG0002589	g31714	ESY5_g4314_DN3_SP0_c0.t1
OG0002589	g46015	ESY2_g35851_DN3_SP0_c0.t1
OG0002590	g12201	ESY3_g30337_DN3_SP7_c0.t1
OG0002590	g36682	ESY2_g36213_DN3_SP7_c0.t1
OG0002591	g36711, g54321	ESY2_g36285_DN3_SP8_c0.t1
OG0002592	g36685	ESY2_g36220_DN3_SP7_c0.t1
OG0002592	g7192	ESY3_g30322_DN3_SP8_c0.t1
OG0002593	g54278	ESY2_g36985_DN3_SP6_c0.t1
OG0002593	g13237	ESY3_g30584_DN3_SP5_c0.t1
OG0002594	g54271	ESY2_g37019_DN3_SP7_c0.t1, ESY3_g30602_DN3_SP7_c0.t1
OG0002595	g7043, g13253	ESY3_g30007_DN3_SP7_c0.t1
OG0002596	g7000, g17615	ESY2_g38569_DN3_SP8_c0.t1
OG0002597	g6956	ESY3_g29824_DN3_SP8_c0.t1, ESY3_g31544_DN2_SP0_c0.t1
OG0002597	g36277	ESY2_g38309_DN3_SP8_c0.t1
OG0002598	g13295	ESY3_g29748_DN3_SP8_c0.t1
OG0002598	g36327	ESY2_g37996_DN3_SP0_c0.t1
OG0002599	g13398, g6611, g6623	ESY3_g28979_DN3_SP0_c0.t1
OG0002600	g7878, g45810, g36026, g37948, g36070, g15600	ESY2_g33580_DN1_SP0_c0.t1
OG0002601	g38326	ESY8_g59307_DN3_SP2_c0.t1
OG0002601	g23269	ESY4_g25217_DN3_SP0_c0.t1
OG0002602	g12252	ESY2_g36394_DN3_SP0_c0.t1
OG0002603	g13374, g28034	ESY2_g37271_DN3_SP8_c0.t1
OG0002604	g28081	ESY2_g37730_DN2_SP0_c19.t1
OG0002605	g11261	ESY1_g10522_DN3_SP5_c0.t1
OG0002606	g2052, g37438	ESY1_g11549_DN3_SP0_c0.t1
OG0002607	g18857, g1932	ESY1_g11983_DN3_SP0_c0.t1, ESY1_g11982_DN3_SP0_c0.t1
OG0002610	g17505	ESY9_g42509_DN3_SP0_c0.t1
OG0002610	g40605	ESY10_g15132_DN1_SP0_c0.t1
OG0002611	g38110, g50972	ESY9_g45404_DN2_SP0_c0.t1
OG0002612	g47814	ESY4_g25241_DN3_SP0_c0.t1, ESY4_g25248_DN3_SP0_c0.t1, ESY4_g25244_DN3_SP0_c0.t1
OG0002613	g47994	ESY5_g5133_DN3_SP0_c0.t1, ESY5_g5134_DN3_SP0_c0.t1
OG0002614	g10544, g31408	ESY5_g3867_DN3_SP7_c45.t1
OG0002615	g50221	ESY10_g15076_DN2_SP0_c0.t1
OG0002616	g47331, g16145	ESY7_g19569_DN3_SP0_c0.t1
OG0002618	g9802	ESY6_g49626_DN3_SP0_c0.t1, ESY6_g49625_DN3_SP0_c0.t1, ESY6_g49628_DN2_SP0_c0.t1
OG0002622	g17024, g23530	ESY4_g24182_DN3_SP0_c0.t1
OG0002623	g23358, g47763	ESY4_g24802_DN3_SP1_c0.t1
OG0002624	g23241	ESY4_g25152_DN3_SP0_c0.t1
OG0002626	g23085	ESY4_g25622_DN3_SP8_c0.t1
OG0002627	g23076	ESY4_g25578_DN3_SP8_c0.t1
OG0002628	g14084	ESY4_g25503_DN3_SP8_c0.t1
OG0002629	g51497, g32519	ESY16_g61994_DN3_SP8_c16.t1
OG0002630	g32552	ESY16_g61778_DN3_SP8_c0.t1
OG0002631	g17561, g24313	ESY16_g61536_DN3_SP8_c0.t1
OG0002632	g41111	ESY2_g34202_DN3_SP8_c0.t1
OG0002632	g31172	ESY5_g3269_DN3_SP6_c0.t1
OG0002633	g41081, g31205	ESY2_g34147_DN3_SP0_c0.t1
OG0002634	g44057	ESY2_g34082_DN3_SP8_c0.t1
OG0002634	g31236	ESY5_g3416_DN3_SP0_c0.t1
OG0002635	g31317, g27156	ESY5_g3671_DN3_SP8_c0.t1
OG0002636	g31548, g10747	ESY10_g14540_DN3_SP6_c0.t1
OG0002637	g31490	ESY5_g2735_DN3_SP8_c0.t1
OG0002640	g16489	ESY21_g55278_DN3_SP0_c0.t1
OG0002641	g10370	ESY2_g34560_DN3_SP5_c0.t1
OG0002642	g44918	ESY2_g35174_DN3_SP2_c0.t1
OG0002643	g46778, g44986	ESY2_g35241_DN3_SP0_c0.t1
OG0002644	g23623	ESY2_g34356_DN3_SP0_c0.t1
OG0002645	g28623, g23725	ESY13_g56248_DN3_SP8_c0.t1
OG0002646	g13072	ESY7_g19165_DN3_SP0_c0.t1
OG0002646	g7441	ESY3_g31058_DN3_SP2_c0.t1
OG0002647	g47515, g23827	ESY13_g57597_DN3_SP3_c0.t1
OG0002648	g28408	ESY6_g47229_DN3_SP8_c0.t1
OG0002649	g28437, g35039, g34359, g19663, g39221	ESY6_g47500_DN2_SP0_c0.t1
OG0002650	g28477	ESY6_g47849_DN3_SP8_c0.t1
OG0002651	g964	ESY6_g47906_DN3_SP8_c0.t1
OG0002651	g23651	ESY16_g62293_DN3_SP0_c0.t1
OG0002652	g13933	ESY11_g54425_DN2_SP6_c0.t1
OG0002653	g29472	ESY7_g18108_DN3_SP0_c0.t1
OG0002653	g10040	ESY6_g49993_DN3_SP0_c0.t1
OG0002654	g29493	ESY7_g18058_DN3_SP0_c0.t1
OG0002655	g5430, g29523	ESY7_g17961_DN3_SP8_c0.t1
OG0002656	g216	ESY6_g50656_DN3_SP8_c0.t1
OG0002658	g24040	ESY9_g43363_DN3_SP0_c0.t1
OG0002658	g24039	ESY9_g43367_DN3_SP0_c0.t1
OG0002659	g47415	ESY9_g43751_DN3_SP7_c0.t1
OG0002659	g40417	ESY7_g16100_DN3_SP0_c0.t1
OG0002660	g23951, g40405, g47428	ESY2_g33493_DN2_SP0_c0.t1
OG0002661	g23892	ESY23_g127_DN3_SP2_c0.t1
OG0002661	g40368	ESY18_g63452_DN3_SP8_c0.t1
OG0002662	g50771	ESY14_g20839_DN3_SP8_c0.t1
OG0002662	g25851	ESY19_g41488_DN3_SP8_c0.t1
OG0002663	g32316	ESY4_g22631_DN3_SP8_c0.t1
OG0002664	g22979	ESY4_g25306_DN3_SP0_c0.t1, ESY4_g25308_DN3_SP0_c0.t1, ESY4_g25307_DN3_SP0_c0.t1
OG0002665	g22952	ESY4_g26144_DN3_SP0_c0.t1
OG0002665	g6031	ESY11_g54181_DN3_SP7_c0.t1
OG0002666	g47968	ESY4_g26242_DN3_SP0_c0.t1, ESY4_g26243_DN3_SP0_c0.t1, ESY4_g26245_DN2_SP0_c0.t1
OG0002666	g22923	ESY4_g26244_DN2_SP0_c0.t1
OG0002667	g22917	ESY4_g26257_DN3_SP2_c0.t1
OG0002667	g6010	ESY11_g54280_DN3_SP1_c0.t1
OG0002668	g18266, g22874	ESY4_g26406_DN3_SP0_c14.t1
OG0002669	g22810	ESY4_g26576_DN3_SP7_c0.t1
OG0002672	g53265	ESY5_g5280_DN3_SP0_c31.t1
OG0002673	g40246	ESY19_g41355_DN3_SP0_c0.t1, ESY5_g2833_DN2_SP0_c0.t1
OG0002674	g25634, g25644, g25647, g25637, g25646	ESY7_g16055_DN3_SP0_c0.t1, ESY7_g16017_DN3_SP0_c0.t1, ESY7_g16026_DN3_SP0_c0.t1, ESY7_g16048_DN3_SP0_c0.t1, ESY7_g16050_DN3_SP0_c0.t1, ESY7_g16054_DN3_SP0_c0.t1, ESY7_g16027_DN3_SP0_c0.t1
OG0002675	g47365	ESY9_g43423_DN3_SP0_c0.t1, ESY7_g16517_DN2_SP0_c0.t1
OG0002676	g13523	ESY3_g27487_DN3_SP0_c9.t1
OG0002678	g46973	ESY10_g14988_DN2_SP3_c0.t1
OG0002679	g6554, g11770	ESY3_g28647_DN3_SP1_c0.t1
OG0002680	g47052, g13450	ESY3_g28673_DN3_SP3_c0.t1
OG0002681	g37662	ESY12_g51704_DN2_SP8_c0.t1
OG0002681	g50779	ESY1_g12342_DN3_SP1_c0.t1, ESY7_g18465_DN2_SP0_c0.t1
OG0002683	g18966	ESY16_g62114_DN3_SP1_c0.t1
OG0002684	g37398	ESY12_g51181_DN3_SP8_c0.t1
OG0002685	g5828	ESY7_g16964_DN3_SP0_c0.t1
OG0002685	g7527	ESY3_g30813_DN3_SP8_c0.t1
OG0002687	g2988	ESY1_g7736_DN3_SP0_c0.t1, ESY4_g26883_DN3_SP0_c0.t1
OG0002687	g28816	ESY6_g48915_DN3_SP7_c0.t1
OG0002688	g2913	ESY1_g7888_DN3_SP1_c0.t1
OG0002688	g1300	ESY6_g48860_DN3_SP8_c0.t1
OG0002690	g28747	ESY6_g48740_DN3_SP0_c0.t1
OG0002691	g19424	ESY1_g9274_DN3_SP0_c0.t1
OG0002691	g296	ESY6_g49681_DN2_SP0_c0.t1
