Orthogroup	Cochlearia_excelsa	Noccaea_praecox
OG0001848	g49729	Np004G248290
OG0001849	g40968	Np002G117920
OG0001851	g10491	Np001G020880
OG0001852	g46697	Np005G315730
OG0001852	g10375	Np001G019170
OG0001853	g44973	Np001G021140
OG0001854	g45045	Np002G097050
OG0001855	g45079	Np002G098370
OG0001855	g17383	Np002G075670, Np005G288360
OG0001856	g44231	Np002G119990
OG0001856	g31351	Np004G245860
OG0001857	g47578, g17146	Np005G279740
OG0001857	g28595	Np003G156570
OG0001858	g29802	Np003G128660
OG0001859	g12369	Np007G411690
OG0001860	g13112, g7392	Np007G410660
OG0001861	g12325	Np007G410540
OG0001861	g5622	Np003G130970
OG0001862	g29671	Np003G132130
OG0001862	g7348, g12306	Np007G409780
OG0001863	g17176	Np005G281050
OG0001864	g17095	Np005G278250
OG0001865	g969	Np003G163370
OG0001865	g23654	Np005G278380
OG0001866	g979	Np003G160970
OG0001866	g23661	Np005G278560
OG0001867	g1109, g23732	Np005G280140
OG0001868	g644, g41423	Np003G147520
OG0001869	g143	Np001G002860
OG0001869	g45544	Np003G136860
OG0001870	g9717	Np001G003110
OG0001870	g5412, g45537	Np003G136760
OG0001871	g165	Np001G003380, Np003G136290
OG0001872	g45522	Np001G004040
OG0001872	g5438	Np003G136150
OG0001873	g29556	Np003G135740
OG0001874	g5476	Np003G135240
OG0001875	g5511	Np003G134370
OG0001875	g461	Np001G010090
OG0001876	g9928, g440	Np001G009710
OG0001877	g5545	Np003G133350
OG0001878	g24262	Np005G294730
OG0001878	g40692, g10884	Np005G303940
OG0001879	g17515	Np005G292990, Np005G292970
OG0001879	g10926	Np001G034480
OG0001880	g24206, g17489	Np001G035570
OG0001880	g17487	Np005G292190, Np005G292180
OG0001881	g24038	Np005G287190, Np005G287230, Np005G287260
OG0001882	g40459	Np003G184040
OG0001882	g24003	Np005G286870
OG0001883	g25579	Np003G183770
OG0001883	g23985	Np005G286420
OG0001884	g49932	Np004G241190
OG0001884	g19265, g19275	Np001G054300
OG0001885	g50681	Np004G206090
OG0001885	g40311	Np003G178400
OG0001886	g27908	Np004G204560
OG0001886	g40261	Np003G176930, Np003G176850
OG0001887	g40222	Np003G175610
OG0001887	g27954, g35903	Np004G204940
OG0001888	g50500	Np004G211960
OG0001889	g6013	Np007G374640
OG0001889	g47970	Np005G268230
OG0001890	g22794, g22795	Np005G262640
OG0001891	g47567	Np005G279920
OG0001891	g49736	Np004G247970
OG0001892	g11134	Np001G041790
OG0001892	g50432	Np004G210540
OG0001893	g40316	Np003G178560
OG0001894	g51840	Np006G332750
OG0001894	g40429	Np003G183190
OG0001895	g40693	Np005G307710, Np005G308100
OG0001896	g12970	Np005G307740
OG0001896	g7592	Np007G415460
OG0001897	g11743	Np007G385590
OG0001898	g11803	Np007G383600
OG0001898	g24500	Np005G304280
OG0001899	g13407, g11843	Np007G389020, Np007G382610
OG0001900	g16772	Np005G320000
OG0001901	g37758	Np004G199670
OG0001901	g1751	Np001G069110
OG0001902	g1779	Np001G068300
OG0001902	g50807	Np006G322050
OG0001903	g1900	Np001G066440
OG0001903	g37588	Np006G324720
OG0001905	g1946	Np001G065210
OG0001906	g2015	Np001G064630
OG0001907	g2709	Np001G048530
OG0001907	g9820	Np001G006140
OG0001908	g18637	Np001G018920, Np001G018930
OG0001909	g39520	Np003G187490
OG0001909	g30775	Np004G257870
OG0001910	g39651, g25519	Np003G185140
OG0001911	g39729	Np001G041330
OG0001911	g30869	Np004G255920
OG0001912	g39819	Np006G355970
OG0001912	g49500	Np004G254460
OG0001913	g49508, g30949	Np004G254170
OG0001913	g39829	Np006G355510
OG0001914	g44144	Np006G355160
OG0001915	g37904	Np006G354800, Np006G348100
OG0001915	g49535	Np004G253590
OG0001916	g27007	Np004G252190
OG0001916	g51175	Np006G350170, Np008G428180
OG0001917	g39987	Np006G359760
OG0001918	g38265	Np006G361690, Np006G362350
OG0001919	g12720	Np007G425030
OG0001920	g29194	Np003G143470
OG0001920	g7859	Np007G423090
OG0001921	g7857	Np003G143490
OG0001921	g12673	Np007G423040
OG0001922	g12542	Np007G418500
OG0001922	g4799	Np001G014570
OG0001923	g37316	Np006G334000, Np006G333370
OG0001923	g2237	Np001G058620
OG0001924	g2348	Np001G056310
OG0001925	g37239	Np006G336310
OG0001926	g51704	Np006G335860
OG0001927	g31615, g49947	Np004G240660
OG0001928	g46453	Np002G073430, Np002G073420
OG0001928	g27363	Np004G239030
OG0001929	g27389	Np004G238270
OG0001929	g44581, g46027	Np002G081610
OG0001930	g31800	Np004G237030
OG0001930	g44533	Np002G079330
OG0001931	g44507	Np002G078920
OG0001931	g50058	Np004G236770
OG0001932	g50085	Np004G236220
OG0001933	g44384	Np004G234220, Np002G075770
OG0001934	g50228	Np004G232640
OG0001934	g46403	Np002G074190
OG0001935	g45880, g44680	Np002G084600, Np002G084590
OG0001937	g50346	Np004G226860
OG0001937	g44755, g45804	Np002G086860
OG0001938	g32261	Np004G210170
OG0001938	g27631	Np004G210160
OG0001939	g38531	Np006G370590
OG0001940	g10279, g12664	Np001G068720
OG0001943	g7362	Np007G410020
OG0001944	g7373	Np007G410220
OG0001944	g29692	Np003G131550
OG0001945	g10022	Np001G011940, Np001G050520
OG0001946	g2685	Np001G049460
OG0001946	g500, g35964, g25597	Np001G010820
OG0001947	g3074	Np001G044620
OG0001947	g3073	Np001G044640, Np001G044650
OG0001948	g3302	Np001G043890
OG0001950	g13205	Np007G406400
OG0001950	g27990	Np004G191680
OG0001951	g7132	Np007G404850
OG0001952	g6997	Np007G391450
OG0001953	g6813	Np007G396060
OG0001954	g45604, g5296	Np003G139650
OG0001954	g11895, g6705	Np007G380500
OG0001955	g54225, g36517	Np004G195330
OG0001955	g6680	Np007G381200
OG0001956	g13696	Np007G378180
OG0001957	g51462	Np006G341650
OG0001957	g50540, g27704	Np004G213910
OG0001958	g6198, g6199	Np007G379250
OG0001959	g11200	Np001G064960
OG0001960	g54282, g36598	Np004G193680
OG0001962	g16677, g16675	Np004G252170, Np004G193270
OG0001963	g25485	Np003G186130
OG0001963	g45219	Np003G186160
OG0001964	g1674	Np007G400840, Np006G350600
OG0001971	g23497	Np005G275440
OG0001971	g13812	Np007G372750
OG0001972	g47744	Np005G273410
OG0001972	g5992	Np001G028870, Np007G374120
OG0001973	g23361	Np005G272490
OG0001973	g50979	Np006G366010
OG0001974	g47780	Np005G271870
OG0001975	g13676	Np007G379580
OG0001975	g23162	Np005G263840
OG0001976	g47894, g23048	Np005G265390
OG0001976	g14109	Np007G377140
OG0001977	g51540	Np006G340080
OG0001977	g17570	Np005G299270
OG0001978	g49770	Np004G247340
OG0001979	g10715	Np001G025460
OG0001979	g49908	Np004G242210
OG0001980	g10694	Np001G025140
OG0001980	g31522	Np004G242340
OG0001981	g31424, g49863, g27208	Np004G244430, Np001G022640
OG0001982	g27205	Np004G244600
OG0001983	g16813	Np005G318410, Np003G151780
OG0001984	g10501	Np001G021010
OG0001984	g16827	Np005G318240
OG0001985	g31375, g49818	Np004G245570
OG0001986	g19013	Np001G061230
OG0001986	g51975	Np006G330610
OG0001987	g5703	Np003G128610
OG0001987	g13074	Np007G412050
OG0001988	g45430, g5627	Np003G130770
OG0001989	g7380	Np007G410350
OG0001989	g45445	Np003G131390
OG0001990	g28469	Np003G162470
OG0001990	g23640	Np005G278110
OG0001992	g17128	Np005G279000
OG0001992	g28533	Np003G158660
OG0001993	g23695	Np005G279170
OG0001994	g17882	Np003G155830, Np005G280170
OG0001995	g5318	Np003G139070
OG0001995	g645	Np003G147440
OG0001996	g5360, g29428	Np003G138430
OG0001996	g18545	Np001G013580
OG0001997	g29551	Np003G135900
OG0001997	g50914	Np006G368370
OG0001998	g9776	Np001G004730
OG0001999	g29618	Np003G133570
OG0001999	g9891	Np001G008940
OG0002000	g9883	Np001G008710
OG0002001	g40646	Np001G034300
OG0002001	g17511	Np005G293270
OG0002003	g23971, g47411	Np005G285850
OG0002003	g45153	Np003G183260
OG0002004	g23936	Np003G181640, Np005G302070
OG0002005	g40350	Np003G180050
OG0002005	g23876	Np005G283240
OG0002006	g23870	Np005G283150
OG0002006	g25752	Np003G179840
OG0002007	g40342	Np003G179830
OG0002008	g40320	Np003G178660
OG0002008	g27789, g50667	Np004G205760
OG0002010	g32372	Np004G211770
OG0002011	g32400	Np004G212400
OG0002012	g22997	Np005G266530
OG0002013	g47926	Np005G267020
OG0002014	g22963	Np005G267490
OG0002015	g5998	Np007G374260
OG0002015	g47975	Np005G268490
OG0002016	g38456	Np006G368080
OG0002016	g18284	Np030G439960, Np006G348000, Np006G352680, Np005G269660
OG0002017	g22772	Np005G262340
OG0002018	g18309, g22686	Np005G261140
OG0002019	g50590	Np004G215790
OG0002019	g51534	Np006G340200
OG0002021	g47482, g23861	Np005G283050
OG0002022	g31717	Np004G238460
OG0002022	g10955	Np001G035970
OG0002023	g11784	Np007G383820
OG0002023	g24513	Np005G304510
OG0002024	g17705	Np005G303790
OG0002024	g11827	Np007G382960
OG0002025	g37664, g37665	Np006G322890
OG0002026	g37566	Np006G325250
OG0002026	g18836	Np001G065780
OG0002027	g2089	Np001G061930
OG0002027	g52000	Np006G329980
OG0002028	g2990	Np001G045010
OG0002028	g41325	Np003G151850
OG0002029	g39467	Np003G188380
OG0002030	g39593	Np003G186420
OG0002030	g30806	Np004G257370
OG0002031	g30882	Np006G357850, Np004G255640
OG0002032	g39788, g37923	Np006G356490
OG0002032	g30925	Np004G254720
OG0002033	g31021	Np004G252980
OG0002033	g39899	Np006G347140, Np006G353660
OG0002034	g49567	Np004G251990
OG0002034	g51123	Np006G360240
OG0002035	g28513	Np003G160310
OG0002036	g5083	Np003G142740
OG0002037	g5082	Np003G142750
OG0002037	g12751	Np007G423550
OG0002038	g13267, g12076	Np007G391400
OG0002039	g19073	Np001G059430, Np001G059440
OG0002039	g38133	Np006G333080
OG0002040	g51592	Np006G338770
OG0002040	g19213, g2387	Np001G055330
OG0002041	g51628	Np006G337770
OG0002041	g19201, g2359	Np001G056210
OG0002042	g51717	Np006G335520
OG0002043	g36367	Np004G198750
OG0002045	g31617	Np004G240580
OG0002045	g13599	Np002G070980
OG0002046	g31630	Np004G240230
OG0002047	g27341	Np004G239690
OG0002047	g46505	Np002G072520
OG0002048	g31709	Np004G238590
OG0002049	g46033	Np002G081470
OG0002049	g27394	Np004G238210
OG0002050	g31952	Np004G234560
OG0002050	g46276	Np002G076410
OG0002051	g39849	Np004G234470
OG0002051	g52046	Np004G227090, Np003G173400, Np006G328800
OG0002052	g31966	Np004G234280
OG0002053	g31994	Np002G113670
OG0002054	g27541, g50275	Np004G231140
OG0002054	g45907	Np002G083990
OG0002055	g32066	Np004G230630
OG0002055	g44687, g45875	Np002G084710
OG0002056	g16921	Np005G270260
OG0002056	g51050	Np006G363730
OG0002057	g23291, g47802	Np005G270990, Np006G364190
OG0002059	g30913	Np004G254910
OG0002060	g45844	Np002G085520
OG0002060	g5156	Np003G141760
OG0002061	g19418	Np001G049960
OG0002061	g36906	Np001G011110
OG0002062	g9924	Np001G009630
OG0002063	g29646	Np003G132800
OG0002063	g28729, g1167	Np003G154590
OG0002064	g2473	Np001G053210
OG0002065	g45965	Np002G082980
OG0002066	g46314	Np002G075790
OG0002067	g46240	Np002G077200
OG0002068	g44329	Np002G072410, Np005G304660
OG0002069	g46520	Np002G072320
OG0002069	g14331	Np002G072330
OG0002070	g27338	Np004G239980
OG0002071	g7240	Np007G407620
OG0002071	g54317, g36719	Np004G190950
OG0002072	g7228	Np007G407340
OG0002073	g7138	Np007G404970
OG0002074	g24374, g24365	Np005G307220, Np005G307210
OG0002074	g12059	Np007G391890
OG0002075	g1441, g13813, g13872	Np007G372580
OG0002075	g13873	Np007G372590
OG0002076	g27974	Np004G190110
OG0002076	g7287	Np007G408630
OG0002077	g54217	Np004G195440
OG0002077	g13379	Np007G381050
OG0002078	g2187	Np001G059630
OG0002078	g19068	Np001G059610
OG0002080	g31938, g31933, g31925, g31926	Np005G302340
OG0002082	g19148	Np001G057650
OG0002083	g37383	Np006G330490
OG0002084	g14732, g28302	Np002G070680
OG0002092	g33114	Np005G298010
OG0002093	g14309	Np007G378490
OG0002093	g23109	Np005G264540
OG0002094	g23080	Np005G264860
OG0002095	g6112	Np007G376080
OG0002095	g23012	Np005G266150
OG0002096	g41103	Np002G111330
OG0002097	g44068	Np002G114130
OG0002097	g27105	Np004G248720, Np004G248730
OG0002098	g44142	Np002G116830
OG0002098	g41008	Np002G116370
OG0002099	g40988	Np002G117140
OG0002100	g27249	Np004G242990
OG0002100	g1549	Np001G024600
OG0002101	g10506, g1611	Np001G021130
OG0002102	g36013	Np007G415230
OG0002102	g12436	Np004G227540
OG0002103	g40755	Np002G124450
OG0002103	g7662	Np005G320270
OG0002104	g40798	Np002G123250
OG0002104	g46645	Np005G319350
OG0002105	g31400	Np004G244890
OG0002105	g40856	Np002G121470
OG0002106	g40922	Np002G119790
OG0002107	g2134	Np001G060920
OG0002107	g37375	Np006G330790
OG0002108	g7519	Np007G413890
OG0002109	g5751, g12393	Np007G412910
OG0002110	g29838, g5743	Np003G127500
OG0002111	g5700	Np003G128640
OG0002111	g12374	Np007G412030
OG0002112	g7415	Np007G411360
OG0002113	g28373, g28340	Np006G347540, Np006G353240
OG0002114	g23613	Np005G277340
OG0002114	g924	Np003G163740
OG0002115	g23671, g47607	Np005G278700
OG0002116	g39370	Np003G159560
OG0002116	g23680	Np005G278930
OG0002117	g32260	Np004G210200
OG0002118	g619	Np001G013500
OG0002118	g5365, g29430	Np003G138360
OG0002119	g29482	Np003G137110
OG0002119	g10034	Np001G012270
OG0002120	g496	Np001G010730
OG0002120	g5495	Np003G134880
OG0002121	g29632	Np003G133250
OG0002122	g24269	Np005G295520
OG0002123	g10981	Np001G037080
OG0002123	g17446	Np005G290410
OG0002124	g10983	Np001G037310
OG0002124	g47299	Np005G290260
OG0002125	g40506	Np001G039270
OG0002126	g40466	Np003G184720
OG0002126	g24023	Np005G287650
OG0002127	g40347	Np003G179920
OG0002127	g23872	Np005G283200
OG0002128	g40324	Np003G178710
OG0002128	g50665, g27787	Np004G205710
OG0002129	g40276	Np003G177550
OG0002129	g32729	Np004G208340
OG0002131	g39546	Np003G187010
OG0002131	g30788	Np004G257730
OG0002132	g18229, g22987	Np005G266730
OG0002133	g47931	Np005G267110, Np005G267160
OG0002134	g18238	Np005G267590
OG0002135	g47976	Np005G268500
OG0002136	g38546	Np006G370930
OG0002136	g18328	Np005G260730
OG0002137	g46699	Np005G315580, Np005G318680
OG0002137	g16892	Np005G318670, Np005G315620
OG0002138	g37085	Np006G342500
OG0002139	g37045	Np004G201960, Np004G201950
OG0002139	g11140	Np001G041970
OG0002140	g50698, g50700	Np004G206250
OG0002141	g47017	Np005G306930
OG0002141	g6494	Np007G385620
OG0002142	g18755	Np001G069460
OG0002142	g37772	Np006G320550
OG0002143	g37767	Np006G320660
OG0002144	g37452, g38191	Np006G328330, Np006G328320
OG0002145	g37430	Np006G329010
OG0002145	g2046	Np001G062840
OG0002146	g3103	Np001G044390
OG0002146	g805	Np003G150740
OG0002147	g28776	Np003G152460, Np003G152410
OG0002149	g319	Np001G006560
OG0002150	g2593	Np001G051280
OG0002150	g9668	Np001G001910
OG0002151	g18262	Np001G001160
OG0002152	g49301	Np004G259420, Np004G259430
OG0002153	g49304	Np004G259330
OG0002154	g39682	Np001G040330
OG0002154	g30843	Np004G256460
OG0002155	g39712	Np001G040830
OG0002156	g51334	Np006G357840
OG0002156	g39752	Np007G386230
OG0002157	g39795, g37925	Np006G356660
OG0002157	g30918	Np004G254860
OG0002158	g23621, g47637	Np005G277490
OG0002159	g5059	Np003G143270
OG0002160	g7825, g12774	Np007G422140
OG0002161	g7750, g12813	Np001G015750
OG0002162	g6516	Np007G384980
OG0002162	g12504	Np007G417520
OG0002163	g12940	Np007G416600
OG0002163	g7629	Np007G374170
OG0002164	g12943	Np001G016610
OG0002164	g12475	Np007G416520
OG0002165	g29351	Np003G140300
OG0002166	g11267	Np001G060120
OG0002166	g51881	Np006G331720
OG0002167	g37321	Np006G333630
OG0002168	g51549	Np006G339890
OG0002168	g19259	Np001G054420
OG0002169	g51729	Np006G335130
OG0002170	g46547	Np002G071410
OG0002171	g31640	Np004G240060
OG0002171	g44309	Np002G071710
OG0002172	g46536	Np002G071730
OG0002173	g46509	Np004G239730
OG0002173	g31652	Np002G072480
OG0002174	g46175, g44490	Np004G236410, Np002G078630
OG0002175	g46287	Np002G076220
OG0002175	g50161	Np004G234480
OG0002176	g32040	Np004G232030
OG0002176	g27522	Np004G232020
OG0002177	g50276	Np004G231110
OG0002178	g32109	Np004G230370
OG0002179	g41650	Np002G091230
OG0002179	g32254	Np004G209900
OG0002181	g23098	Np005G264690
OG0002182	g429, g9911	Np001G009450
OG0002183	g31458	Np004G243650
OG0002183	g10595	Np001G023090
OG0002184	g45501	Np005G301870
OG0002185	g31345	Np004G246130
OG0002185	g27170	Np002G119730
OG0002186	g53350	Np002G117070
OG0002186	g27131	Np004G247670
OG0002187	g31215, g49701	Np004G249290
OG0002187	g12988	Np007G414430
OG0002188	g26959, g45340, g4568	Np004G254370
OG0002188	g30937	Np006G351240, Np004G254410
OG0002189	g7385	Np007G410470
OG0002189	g29700	Np003G131240
OG0002190	g12363	Np007G411480
OG0002190	g29764	Np003G129480
OG0002191	g6701	Np007G380550
OG0002191	g630	Np001G013680
OG0002192	g3318	Np001G043840
OG0002193	g692, g28962, g41413	Np001G045630
OG0002194	g12255, g13152	Np007G408300
OG0002195	g7239	Np005G311990, Np007G407610
OG0002195	g54318	Np004G190960
OG0002196	g24403, g6998	Np005G301610
OG0002197	g12048	Np007G392590
OG0002197	g36285, g42129	Np004G199750
OG0002198	g12024	Np007G393540
OG0002198	g36338	Np004G199250
OG0002199	g12020	Np007G393870
OG0002200	g14214, g6142	Np007G377630, Np003G162450
OG0002201	g13719	Np007G376510
OG0002201	g14053	Np007G376500
OG0002202	g14044	Np007G376190
OG0002202	g23013	Np005G266140
OG0002203	g45429	Np003G130670, Np007G374090
OG0002205	g54161	Np006G362810
OG0002206	g28069	Np004G197780, Np007G396020
OG0002207	g17613	Np005G301580
OG0002207	g24402	Np005G301540
OG0002209	g52248	Np006G324350, Np006G324310
OG0002210	g23145	Np005G264590, Np005G264760, Np001G040140, Np002G095440
OG0002211	g17941, g17936, g17938, g17942, g17937, g17939, g51028, g5896	Np001G044370
OG0002212	g34274, g35257, g48942	Np002G101320, Np001G057700
OG0002212	g25870	Np004G254060
OG0002213	g45073	Np002G098050, Np002G098040
OG0002219	g13893	Np007G372780
OG0002219	g23494	Np005G275410
OG0002220	g23465	Np005G275020
OG0002221	g13806	Np007G373210
OG0002222	g23270, g16919	Np005G270210
OG0002223	g23360	Np005G272480
OG0002224	g38364	Np006G365520
OG0002224	g23318	Np005G271630
OG0002226	g18193	Np005G264260
OG0002226	g6158	Np007G378160
OG0002228	g37134	Np006G340640
OG0002228	g32613	Np004G205160
OG0002229	g49929	Np004G241370
OG0002230	g1511, g1509	Np001G026300
OG0002231	g10630	Np001G023750
OG0002231	g49876	Np004G243410
OG0002232	g10592	Np001G023070
OG0002232	g49874	Np004G243610
OG0002233	g10404	Np001G019630
OG0002234	g16885	Np003G169610, Np005G315950
OG0002234	g10384	Np001G019350
OG0002235	g41854	Np002G094070
OG0002236	g16744	Np005G311790
OG0002236	g45029	Np002G096360
OG0002237	g18056	Np002G097520
OG0002238	g40832	Np002G124030
OG0002239	g44230	Np002G119960
OG0002239	g31349	Np004G245890
OG0002240	g28624	Np003G156310
OG0002240	g47565	Np005G279940
OG0002241	g5815	Np003G125750
OG0002242	g12375	Np007G412110
OG0002243	g54325, g46597	Np002G070500
OG0002245	g1337	Np003G184460
OG0002246	g1314	Np003G167400
OG0002247	g28356	Np003G167080
OG0002247	g47545	Np005G280730
OG0002248	g28479	Np003G163080, Np003G159840
OG0002248	g23650	Np005G278270
OG0002249	g39385	Np003G160620
OG0002250	g28534	Np003G158640
OG0002251	g23702	Np005G279240
OG0002252	g39303	Np003G155760
OG0002252	g47558	Np005G280180
OG0002253	g29376	Np003G139750, Np004G210190
OG0002254	g647	Np003G147380
OG0002254	g29398, g45590	Np003G139150
OG0002255	g29416	Np003G138840
OG0002256	g40571, g10975	Np001G033960, Np001G037000
OG0002256	g17449	Np005G290440
OG0002257	g23963	Np005G285600
OG0002257	g47418	Np005G285620
OG0002258	g27717	Np003G184160
OG0002259	g18249	Np005G267960
OG0002260	g17283	Np005G284880, Np005G284890
OG0002262	g22849	Np005G269090
OG0002262	g50946	Np006G367520
OG0002264	g18338	Np005G260540
OG0002265	g16897	Np005G315110
OG0002265	g10355	Np001G018810
OG0002266	g37031	Np001G042260
OG0002267	g6478	Np007G386030
OG0002268	g6539	Np007G384450
OG0002268	g24531	Np005G305410
OG0002269	g6555, g13451, g11771	Np007G383990
OG0002271	g24481	Np005G303590
OG0002272	g47110	Np007G381540
OG0002272	g24441	Np005G302520, Np005G302540
OG0002273	g1884	Np001G066760
OG0002273	g52250	Np006G324250
OG0002274	g37539	Np006G325820
OG0002274	g1939	Np001G065350
OG0002275	g38225	Np006G325950
OG0002276	g1950	Np001G065260
OG0002277	g18975	Np001G062650
OG0002277	g52045	Np006G328810, Np004G227080
OG0002278	g2099	Np001G062030
OG0002279	g44736	Np003G125440
OG0002279	g12765	Np007G422520
OG0002280	g3075	Np003G151110
OG0002280	g41343	Np003G151100
OG0002281	g3071	Np001G044660
OG0002281	g41340	Np003G151160
OG0002282	g852, g28813, g851	Np003G151960
OG0002283	g9718	Np001G003130
OG0002284	g30740	Np004G259060
OG0002284	g39488	Np003G188880
OG0002286	g49433	Np004G256500
OG0002287	g49504	Np004G254330
OG0002287	g39824	Np006G355720
OG0002288	g39863	Np006G348240, Np006G354680
OG0002288	g26969	Np004G253560
OG0002289	g49564, g31068	Np004G252050, Np004G252030
OG0002290	g49688, g31120, g31121	Np004G250920
OG0002291	g47833	Np005G263170
OG0002291	g38293	Np006G362890
OG0002292	g29301	Np007G424860
OG0002293	g12743, g12694	Np007G424090
OG0002294	g5058	Np003G143280
OG0002294	g12680	Np003G187980, Np007G423190
OG0002295	g29193	Np003G143500
OG0002296	g29171	Np003G143880
OG0002296	g7840	Np007G422840
OG0002297	g29168, g5019	Np003G143960
OG0002297	g12668	Np007G422780
OG0002298	g3928, g4013	Np007G422080
OG0002299	g10122, g4804	Np001G014500
OG0002300	g10201	Np001G016550
OG0002301	g10219	Np001G016790
OG0002302	g51626	Np006G337860
OG0002302	g2364	Np001G056130
OG0002303	g31616	Np004G240610
OG0002304	g31644	Np004G239970
OG0002305	g44328	Np002G072390
OG0002305	g31650	Np004G239800, Np004G239830
OG0002306	g31658	Np004G239520
OG0002306	g44343	Np002G072680
OG0002307	g31801, g27417	Np004G236980
OG0002308	g31965	Np004G234290
OG0002308	g46303	Np002G076050
OG0002310	g50222	Np004G232850
OG0002310	g46385	Np002G074500
OG0002311	g50305	Np004G229470
OG0002311	g44706	Np002G085560
OG0002312	g50315	Np004G228830
OG0002312	g45832	Np002G085720
OG0002313	g45777	Np002G087560
OG0002314	g32256	Np004G209920
OG0002314	g44890	Np002G091280
OG0002315	g50965	Np006G366660
OG0002316	g49649	Np004G250260
OG0002318	g54372	Np004G190340
OG0002319	g49389	Np004G257660
OG0002320	g39466	Np003G188370
OG0002320	g30746, g49328	Np004G258770
OG0002321	g7306	Np007G408920
OG0002321	g29347	Np003G140360
OG0002322	g29734	Np003G130130, Np003G130150, Np003G130140
OG0002323	g30766, g49314, g180	Np001G027810
OG0002324	g45908	Np002G083980
OG0002325	g13155	Np007G407990
OG0002325	g36738	Np004G190530
OG0002326	g13173	Np007G407680
OG0002326	g36724	Np004G190840
OG0002327	g28000	Np004G192510
OG0002327	g7164	Np007G405630
OG0002328	g12113	Np007G402800
OG0002329	g6884	Np007G394150
OG0002329	g54097	Np004G199000
OG0002331	g6690	Np007G380830
OG0002331	g36507	Np004G195560
OG0002333	g14234	Np005G264750
OG0002333	g6154	Np007G378040
OG0002334	g23564	Np005G276630
OG0002335	g54255	Np004G194660
OG0002335	g7041	Np007G390360
OG0002336	g12099	Np007G390380
OG0002337	g19243	Np001G054590
OG0002337	g51559	Np006G339750
OG0002338	g2169	Np001G060100
OG0002338	g51877	Np006G331840
OG0002339	g38158	Np006G330260
OG0002339	g18999	Np001G061630
OG0002340	g19568	Np001G045810
OG0002344	g24657, g28567	Np003G157090
OG0002345	g32088	Np004G229720
OG0002348	g17045	Np005G276480
OG0002349	g17032	Np005G276260
OG0002349	g13851	Np007G372070
OG0002350	g5945, g13877	Np007G372740
OG0002351	g38398	Np006G366410
OG0002352	g38383	Np006G365780
OG0002352	g47774	Np005G272230
OG0002353	g23023	Np005G266000
OG0002354	g50595, g37140	Np004G215910
OG0002355	g43909	Np002G106320
OG0002357	g2053	Np001G062730
OG0002357	g27120, g31253	Np004G248260
OG0002358	g27282	Np004G241810
OG0002359	g27279	Np004G242120
OG0002361	g10496	Np001G020930
OG0002362	g10468	Np001G020570
OG0002362	g16842	Np005G317680
OG0002363	g10444	Np001G020200
OG0002364	g42039	Np002G097210, Np002G089910
OG0002364	g11052	Np002G097280
OG0002365	g18061	Np002G099790
OG0002365	g46853	Np005G310670
OG0002366	g31397, g49842	Np004G245070, Np002G121370
OG0002367	g28557	Np003G157490
OG0002368	g19008, g2060	Np001G047730, Np001G061330
OG0002369	g51922	Np006G331340
OG0002370	g13037, g12404	Np007G413530
OG0002371	g45358	Np007G412750, Np007G423920
OG0002371	g5726	Np003G127820
OG0002372	g7400	Np007G411030
OG0002372	g45426	Np003G130360
OG0002373	g29658	Np003G132450
OG0002373	g13134	Np007G409320
OG0002374	g41151	Np003G174130
OG0002375	g28329	Np003G184490
OG0002376	g47550, g23760	Np005G280650
OG0002376	g41207	Np003G166460
OG0002377	g17087	Np005G277980
OG0002378	g17102	Np005G278460
OG0002378	g28491	Np003G163440
OG0002379	g28590	Np005G279720
OG0002379	g1091	Np003G156760
OG0002380	g9741, g202	Np001G003880
OG0002381	g29573	Np003G135080
OG0002381	g280	Np001G005620
OG0002382	g9910	Np001G009440
OG0002383	g24183	Np005G291540
OG0002384	g11049	Np001G039550
OG0002384	g24061	Np005G288370
OG0002385	g40475	Np003G184930
OG0002385	g17392	Np005G287430
OG0002386	g25638, g25648	Np003G182650, Np003G182640
OG0002387	g50951	Np006G367470
OG0002388	g22832	Np005G269360, Np006G367760
OG0002389	g18380	Np005G292540
OG0002390	g38001	Np006G340690
OG0002392	g25537, g40473	Np005G287440, Np003G184900
OG0002393	g11684, g11678	Np007G387610
OG0002394	g24698	Np005G308810
OG0002394	g11723	Np007G386990
OG0002396	g47045	Np005G305570
OG0002397	g16834	Np005G318020
OG0002397	g1619	Np001G020830
OG0002398	g18758	Np001G069510
OG0002399	g37748, g1745	Np001G069180
OG0002400	g37663	Np006G322910
OG0002400	g1824	Np001G067680, Np001G067700
OG0002401	g52281	Np006G323630
OG0002401	g11169	Np001G067030
OG0002402	g38244	Np006G324180
OG0002403	g44561	Np002G080440
OG0002403	g31746	Np004G237860
OG0002405	g38173	Np003G174880
OG0002406	g28930	Np003G148770
OG0002406	g11551	Np001G043070
OG0002407	g11520	Np001G043140
OG0002408	g28825	Np003G151710
OG0002408	g2995	Np001G044940
OG0002409	g9733	Np001G003820
OG0002410	g2602	Np001G050980
OG0002410	g109	Np001G002380
OG0002411	g44592	Np002G081870
OG0002412	g26867	Np004G259370
OG0002412	g25370	Np003G189100
OG0002413	g49311	Np004G259150
OG0002414	g30820	Np004G257040
OG0002414	g39629	Np003G185740
OG0002415	g30861	Np004G256100
OG0002416	g39724	Np001G041240
