Orthogroup	Cochlearia_excelsa	Arabis_alpina
OG0001018	g45502, g29578, g5494, g9985	Aa_G44900.h1.t1
OG0001019	g47225	Aa_G520180.h1.t1
OG0001019	g40682	Aa_G213840.h1.t1
OG0001020	g47245	Aa_G152200.h1.t1
OG0001020	g40644, g10924	Aa_G26320.h1.t1
OG0001021	g18748	Aa_G163520.h1.t1
OG0001021	g37763	Aa_G12930.h1.t1
OG0001022	g50817	Aa_G249860.h1.t1
OG0001022	g38328	Aa_G108340.h1.t1
OG0001022	g1762	Aa_G167660.h1.t1
OG0001023	g13766	Aa_G325930.h1.t1
OG0001025	g31022	Aa_G22460.h1.t1
OG0001025	g39900, g51220	Aa_G374190.h1.t1
OG0001026	g12738, g7923	Aa_G14790.h1.t1
OG0001026	g29274	Aa_G304380.h1.t1
OG0001028	g19114	Aa_G507200.h1.t1
OG0001029	g32015, g27506	Aa_G329430.h1.t1
OG0001029	g46377	Aa_G314220.h1.t1
OG0001030	g50100	Aa_G329260.h1.t1
OG0001030	g44444	Aa_G64780.h1.t1
OG0001031	g50115	Aa_G266540.h1.t1
OG0001031	g46230	Aa_G618440.h1.t1
OG0001032	g46291	Aa_G110990.h1.t1
OG0001032	g50165	Aa_G60670.h1.t1
OG0001034	g50282	Aa_G62580.h1.t1
OG0001034	g45873, g44690	Aa_G438010.h1.t1, Aa_G68560.h1.t1, Aa_G438000.h1.t1
OG0001036	g46468	Aa_G335530.h1.t1
OG0001036	g46469	Aa_G335510.h1.t1
OG0001037	g44303	Aa_G293610.h1.t1
OG0001037	g2455, g45188, g13042	Aa_G403640.h1.t1
OG0001038	g12253	Aa_G290260.h1.t1
OG0001038	g7266	Aa_G94890.h1.t1, Aa_G290270.h1.t1
OG0001039	g36304	Aa_G110840.h1.t1
OG0001039	g6935	Aa_G587230.h1.t1
OG0001040	g28032	Aa_G611050.h1.t1
OG0001040	g6683	Aa_G635090.h1.t1
OG0001041	g19512, g19511	Aa_G652400.h1.t1
OG0001042	g14335	Aa_G341060.h1.t1
OG0001044	g2210, g19086	Aa_G462020.h1.t1
OG0001046	g52861, g36961	Aa_G842970.h1.t1, Aa_G939470.h1.t1, Aa_G1006710.h1.t1, Aa_G910100.h1.t1
OG0001051	g6121	Aa_G70130.h1.t1
OG0001051	g23035	Aa_G180360.h1.t1
OG0001052	g47909, g47910	Aa_G118850.h1.t1
OG0001053	g41060	Aa_G348400.h1.t1
OG0001053	g27098	Aa_G331080.h1.t1
OG0001053	g49716	Aa_G689360.h1.t1
OG0001054	g44203	Aa_G218180.h1.t1
OG0001054	g40938, g38261	Aa_G784430.h1.t1, Aa_G300700.h1.t1, Aa_G300690.h1.t1
OG0001055	g6371, g16676, g16674	Aa_G560110.h1.t1, Aa_G524360.h1.t1
OG0001056	g13098	Aa_G302880.h1.t1
OG0001056	g5691	Aa_G73060.h1.t1
OG0001057	g47639	Aa_G578700.h1.t1, Aa_G88080.h1.t1
OG0001058	g24289, g17556	Aa_G96380.h1.t1
OG0001058	g22966	Aa_G514750.h1.t1
OG0001059	g40535	Aa_G98740.h1.t1
OG0001059	g24114, g17402	Aa_G148220.h1.t1
OG0001060	g17809, g24580	Aa_G206690.h1.t1
OG0001060	g6503	Aa_G179020.h1.t1
OG0001061	g6557	Aa_G277270.h1.t1
OG0001061	g47060	Aa_G498440.h1.t1
OG0001062	g2597, g19373	Aa_G446210.h1.t1
OG0001063	g47040, g44040	Aa_G269350.h1.t1
OG0001064	g51622	Aa_G570390.h1.t1
OG0001064	g19204	Aa_G14280.h1.t1
OG0001065	g37200	Aa_G527150.h1.t1
OG0001066	g51631, g38065	Aa_G527170.h1.t1
OG0001066	g2349, g19195	Aa_G13980.h1.t1
OG0001067	g44345, g46495	Aa_G444520.h1.t1
OG0001067	g49979, g31659	Aa_G103780.h1.t1
OG0001068	g44609, g45995	Aa_G199240.h1.t1
OG0001069	g46181	Aa_G259460.h1.t1
OG0001069	g50084	Aa_G407750.h1.t1
OG0001070	g32197	Aa_G442330.h1.t1, Aa_G423760.h1.t1, Aa_G199490.h1.t1
OG0001071	g31500	Aa_G704860.h1.t1
OG0001071	g31501, g25931	Aa_G344490.h1.t1
OG0001072	g19445	Aa_G475010.h1.t1, Aa_G106750.h1.t1
OG0001073	g6899, g13299, g54336	Aa_G242290.h1.t1, Aa_G72440.h1.t1
OG0001074	g24702, g26730, g25999, g25125, g34268	Aa_G703410.h7.t1, Aa_G703410.h1.t1, Aa_G703410.h3.t1, Aa_G703410.h8.t1, Aa_G703410.h5.t1, Aa_G703410.h4.t1, Aa_G703410.h6.t1, Aa_G703410.h2.t1
OG0001075	g13240, g12117, g12118	Aa_G31990.h1.t1, Aa_G32000.h1.t1
OG0001084	g13849	Aa_G194750.h1.t1
OG0001084	g47674	Aa_G644730.h1.t1
OG0001085	g13898	Aa_G726620.h1.t1
OG0001086	g23182, g18153	Aa_G609980.h1.t1
OG0001087	g23067	Aa_G483290.h1.t1
OG0001087	g18215	Aa_G483300.h1.t1
OG0001088	g10456, g10455	Aa_G34140.h1.t1, Aa_G308240.h1.t1
OG0001089	g16485	Aa_G142510.h1.t1
OG0001089	g10400	Aa_G142500.h1.t1
OG0001091	g2682, g19439	Aa_G106890.h1.t1
OG0001091	g1352	Aa_G70190.h1.t1
OG0001092	g1033	Aa_G386440.h1.t1
OG0001092	g5587	Aa_G386430.h1.t1
OG0001093	g41427, g650	Aa_G181350.h1.t1
OG0001093	g5323, g45586	Aa_G256570.h1.t1
OG0001094	g29524	Aa_G196010.h1.t1
OG0001094	g164	Aa_G37220.h1.t1
OG0001095	g24918	Aa_G435520.h1.t1, Aa_G435500.h1.t1
OG0001096	g2044	Aa_G221090.h1.t1
OG0001096	g52024	Aa_G67280.h1.t1
OG0001097	g1242	Aa_G500710.h1.t1
OG0001098	g123	Aa_G23340.h1.t1
OG0001099	g25399	Aa_G67920.h1.t1
OG0001100	g49491	Aa_G219060.h1.t1
OG0001101	g45664	Aa_G621830.h1.t1
OG0001101	g13606	Aa_G553340.h1.t1, Aa_G94820.h1.t1
OG0001102	g7885	Aa_G71560.h1.t1
OG0001102	g29235	Aa_G376800.h1.t1
OG0001103	g10167	Aa_G336160.h1.t1
OG0001104	g12579, g7735	Aa_G4610.h1.t1, Aa_G554270.h1.t1
OG0001105	g46568	Aa_G21510.h1.t1
OG0001107	g50019, g31737	Aa_G535530.h1.t1
OG0001107	g46054	Aa_G428850.h1.t1
OG0001108	g46159	Aa_G64570.h1.t1
OG0001109	g46369	Aa_G129380.h1.t1
OG0001109	g32009	Aa_G444730.h1.t1
OG0001110	g45825	Aa_G144440.h1.t1
OG0001110	g32116	Aa_G126590.h1.t1
OG0001111	g41690, g44903	Aa_G335150.h1.t1
OG0001111	g50412	Aa_G61850.h1.t1
OG0001112	g4581	Aa_G12970.h1.t1, Aa_G89460.h1.t1
OG0001113	g5584	Aa_G720010.h1.t1
OG0001113	g5583, g1670	Aa_G720000.h1.t1
OG0001114	g26057, g29675, g26080, g14752, g8695	Aa_G305530.h1.t1
OG0001115	g45996	Aa_G199290.h1.t1
OG0001115	g31697	Aa_G495510.h1.t1
OG0001116	g28033	Aa_G435010.h1.t1
OG0001116	g6688	Aa_G162000.h1.t1
OG0001117	g24426	Aa_G727560.h1.t1
OG0001120	g22964, g47945	Aa_G514710.h1.t1
OG0001120	g6045	Aa_G459700.h1.t1
OG0001124	g5968	Aa_G244870.h1.t1
OG0001125	g45025, g32527	Aa_G434710.h1.t1
OG0001125	g51533	Aa_G284890.h1.t1, Aa_G24820.h1.t1
OG0001127	g31536	Aa_G523730.h1.t1
OG0001127	g10732	Aa_G186420.h1.t1
OG0001128	g10631	Aa_G309790.h1.t1
OG0001128	g31465, g49877	Aa_G109510.h1.t1
OG0001129	g10382	Aa_G72410.h1.t1, Aa_G234330.h1.t1
OG0001130	g10319, g16265	Aa_G263630.h1.t1
OG0001130	g46920	Aa_G282160.h1.t1
OG0001131	g23730	Aa_G167070.h1.t1
OG0001131	g39310	Aa_G69110.h1.t1
OG0001132	g29844, g5762	Aa_G456480.h1.t1
OG0001132	g7476	Aa_G34680.h1.t1
OG0001133	g1001	Aa_G441990.h1.t1
OG0001134	g5272, g5271, g45622, g29355	Aa_G19720.h1.t1, Aa_G19730.h1.t1
OG0001135	g29536	Aa_G195930.h1.t1
OG0001136	g47242, g24232, g17506	Aa_G152250.h1.t1
OG0001136	g40650	Aa_G295620.h1.t1
OG0001137	g10993	Aa_G290950.h1.t1
OG0001137	g17436	Aa_G357050.h1.t1
OG0001138	g23966	Aa_G517250.h1.t1
OG0001138	g28050	Aa_G71790.h1.t1
OG0001138	g40427	Aa_G320460.h1.t1
OG0001139	g32270	Aa_G475500.h1.t1
OG0001140	g22956	Aa_G285880.h1.t1
OG0001140	g13993	Aa_G249560.h1.t1
OG0001141	g11423, g2867	Aa_G656950.h1.t1
OG0001142	g6574	Aa_G91290.h1.t1
OG0001142	g11806	Aa_G31080.h1.t1
OG0001143	g37585, g52233	Aa_G175130.h1.t1
OG0001143	g1906	Aa_G354030.h1.t1
OG0001144	g1933, g18858	Aa_G218960.h1.t1
OG0001146	g37399	Aa_G546860.h1.t1
OG0001146	g38167	Aa_G226780.h1.t1
OG0001146	g7437	Aa_G338670.h1.t1, Aa_G140690.h1.t1
OG0001147	g652	Aa_G181290.h1.t1
OG0001148	g9755	Aa_G21130.h1.t1
OG0001148	g220	Aa_G309270.h1.t1
OG0001149	g2491, g19321	Aa_G326350.h1.t1
OG0001149	g19632	Aa_G44070.h1.t1
OG0001150	g29202	Aa_G59280.h1.t1
OG0001150	g7865	Aa_G42380.h1.t1
OG0001151	g12476	Aa_G47140.h1.t1
OG0001152	g19032	Aa_G378360.h1.t1
OG0001152	g51912	Aa_G598230.h1.t1
OG0001153	g38034	Aa_G12370.h1.t1
OG0001154	g44475, g46190	Aa_G348860.h1.t1
OG0001155	g50128	Aa_G393470.h1.t1
OG0001156	g50299, g32096	Aa_G62290.h1.t1
OG0001156	g45854, g35995, g22228, g22334, g35994	Aa_G101680.h1.t1
OG0001157	g31315	Aa_G545500.h1.t1, Aa_G194520.h1.t1
OG0001158	g35857, g44683	Aa_G201120.h1.t1
OG0001158	g32060	Aa_G62650.h1.t1
OG0001159	g44389	Aa_G418950.h1.t1, Aa_G418970.h1.t1
OG0001160	g36717	Aa_G193260.h1.t1
OG0001161	g6686	Aa_G430380.h1.t1
OG0001162	g54120, g54121	Aa_G133480.h1.t1
OG0001166	g38518	Aa_G279370.h1.t1
OG0001169	g39433, g28457	Aa_G578820.h1.t1
OG0001170	g10143	Aa_G25890.h1.t1
OG0001171	g40989	Aa_G72240.h1.t1
OG0001172	g10660	Aa_G480490.h1.t1
OG0001172	g31481	Aa_G437650.h1.t1
OG0001173	g17141	Aa_G43060.h1.t1
OG0001173	g17145	Aa_G135650.h1.t1
OG0001174	g12357	Aa_G137000.h1.t1
OG0001174	g29755	Aa_G303870.h1.t1
OG0001175	g1055	Aa_G216680.h1.t1
OG0001175	g23700	Aa_G227890.h1.t1
OG0001176	g9715	Aa_G292890.h1.t1
OG0001176	g29498, g45539	Aa_G98190.h1.t1
OG0001177	g5524, g5527	Aa_G587790.h1.t1, Aa_G587750.h1.t1
OG0001178	g29609	Aa_G76440.h1.t1
OG0001179	g24168	Aa_G501800.h1.t1
OG0001179	g11721	Aa_G66780.h1.t1
OG0001180	g47317	Aa_G460280.h1.t1, Aa_G148390.h1.t1
OG0001180	g40540	Aa_G254530.h1.t1
OG0001181	g47399	Aa_G298510.h1.t1
OG0001181	g40455	Aa_G257080.h1.t1
OG0001182	g32375	Aa_G456660.h1.t1
OG0001183	g47934	Aa_G376360.h1.t1
OG0001183	g6051, g14007	Aa_G329660.h1.t1
OG0001184	g1810	Aa_G2170.h1.t1
OG0001185	g1835	Aa_G128060.h1.t1
OG0001185	g37654	Aa_G536080.h1.t1
OG0001186	g18898	Aa_G271390.h1.t1
OG0001187	g39793	Aa_G243700.h1.t1
OG0001187	g26954	Aa_G235510.h1.t1
OG0001188	g5594	Aa_G414670.h1.t1
OG0001188	g39949	Aa_G597520.h1.t1
OG0001189	g7940	Aa_G451680.h1.t1
OG0001189	g5188	Aa_G258140.h1.t1
OG0001190	g4934, g29034	Aa_G411040.h1.t1
OG0001191	g10149	Aa_G502190.h1.t1
OG0001191	g12854, g12562	Aa_G5040.h1.t1, Aa_G737710.h1.t1
OG0001192	g17606	Aa_G139280.h1.t1
OG0001192	g12941, g12477	Aa_G47170.h1.t1
OG0001193	g2189	Aa_G213640.h1.t1
OG0001193	g51812, g37332	Aa_G38090.h1.t1
OG0001194	g2180	Aa_G302280.h1.t1
OG0001194	g12991, g7548	Aa_G302060.h1.t1
OG0001195	g31703	Aa_G343580.h1.t1
OG0001195	g46000	Aa_G199370.h1.t1
OG0001196	g44483, g46180	Aa_G259470.h1.t1
OG0001196	g27431, g50082	Aa_G407770.h1.t1
OG0001197	g19149	Aa_G621600.h1.t1
OG0001198	g10125	Aa_G622180.h1.t1
OG0001200	g672	Aa_G230390.h1.t1
OG0001201	g499	Aa_G143150.h1.t1
OG0001201	g2696	Aa_G168280.h1.t1
OG0001203	g3287	Aa_G192370.h1.t1, Aa_G16540.h1.t1
OG0001205	g36609	Aa_G382000.h1.t1
OG0001205	g7109, g13232	Aa_G1080.h1.t1
OG0001206	g7008	Aa_G701410.h1.t1, Aa_G400990.h1.t1
OG0001207	g24396, g17607	Aa_G139270.h1.t1
OG0001207	g12065	Aa_G20520.h1.t1
OG0001208	g13325	Aa_G96000.h1.t1
OG0001208	g6854, g11987	Aa_G429470.h1.t1
OG0001209	g11976, g6831	Aa_G382260.h1.t1
OG0001210	g36442	Aa_G334850.h1.t1
OG0001210	g6759	Aa_G50610.h1.t1
OG0001217	g47100	Aa_G295210.h1.t1, Aa_G327240.h1.t1
OG0001218	g7727	Aa_G4660.h1.t1
OG0001218	g7717	Aa_G4880.h1.t1
OG0001220	g3079	Aa_G241040.h1.t1, Aa_G241050.h1.t1
OG0001222	g23348	Aa_G33040.h1.t1
OG0001224	g31167	Aa_G19070.h1.t1
OG0001224	g27062	Aa_G123210.h1.t1
OG0001225	g16608	Aa_G541850.h1.t1, Aa_G541860.h1.t1
OG0001228	g36352, g19376	Aa_G525150.h1.t1
OG0001229	g28587, g28582, g28581	Aa_G197850.h1.t1, Aa_G197850.h2.t1, Aa_G355090.h1.t1
OG0001230	g9884	Aa_G351300.h1.t1, Aa_G69350.h1.t1, Aa_G435170.h1.t1
OG0001230	g5551	Aa_G275520.h1.t1
OG0001231	g29634	Aa_G504180.h1.t1
OG0001232	g17457	Aa_G203380.h1.t1
OG0001232	g47293, g35006	Aa_G203370.h1.t1
OG0001233	g23931, g47447	Aa_G19960.h1.t1
OG0001233	g40387, g25674	Aa_G225580.h1.t1
OG0001234	g36180	Aa_G533070.h1.t1
OG0001235	g6092, g13735	Aa_G314500.h1.t1
OG0001235	g23002	Aa_G527860.h1.t1
OG0001236	g47093	Aa_G601610.h1.t1
OG0001236	g51298	Aa_G243730.h1.t1
OG0001237	g37633	Aa_G17080.h1.t1
OG0001237	g1864	Aa_G81100.h1.t1
OG0001238	g37629, g52280	Aa_G17180.h1.t1
OG0001239	g18874	Aa_G349400.h1.t1
OG0001241	g38216	Aa_G284450.h1.t1, Aa_G284440.h1.t1
OG0001241	g37514	Aa_G284430.h1.t1
OG0001242	g5744, g45348	Aa_G259870.h1.t1
OG0001243	g18038	Aa_G304770.h1.t1
OG0001245	g25	Aa_G43840.h1.t1
OG0001246	g39512	Aa_G46850.h1.t1
OG0001247	g25488	Aa_G188930.h1.t1
OG0001247	g7578	Aa_G135160.h1.t1
OG0001248	g51124, g51128, g37871	Aa_G598480.h1.t1
OG0001250	g29244	Aa_G236910.h1.t1
OG0001250	g12693, g7908	Aa_G14550.h1.t1
OG0001251	g12687	Aa_G743960.h1.t1
OG0001251	g29218	Aa_G383480.h1.t1
OG0001252	g7863	Aa_G42350.h1.t1
OG0001253	g7694, g12874	Aa_G51040.h1.t1
OG0001253	g4796	Aa_G429030.h1.t1
OG0001254	g36501	Aa_G645080.h1.t1, Aa_G582130.h1.t1
OG0001254	g38012	Aa_G782480.h1.t1
OG0001255	g46451	Aa_G470680.h1.t1
OG0001256	g46014	Aa_G433570.h1.t1
OG0001256	g50005	Aa_G528290.h1.t1
OG0001257	g44576, g46050	Aa_G640640.h1.t1
OG0001258	g27419	Aa_G627780.h1.t1
OG0001258	g46154	Aa_G64620.h1.t1
OG0001259	g50091, g31862	Aa_G93220.h1.t1
OG0001259	g46192	Aa_G348810.h1.t1
OG0001261	g27264, g31519	Aa_G93080.h1.t1, Aa_G93070.h1.t1
OG0001261	g10688	Aa_G146300.h1.t1
OG0001262	g27261	Aa_G613480.h1.t1
OG0001262	g2886	Aa_G92980.h1.t1
OG0001262	g31511	Aa_G613490.h1.t1
OG0001263	g44235	Aa_G471100.h1.t1
OG0001263	g18075	Aa_G193700.h1.t1
OG0001264	g13174, g12242, g7243	Aa_G176020.h1.t1
OG0001265	g36511	Aa_G225060.h1.t1
OG0001265	g11879	Aa_G162020.h1.t1
OG0001267	g40489	Aa_G103120.h1.t1
OG0001268	g27586	Aa_G469150.h1.t1
OG0001268	g26757, g50357	Aa_G469160.h1.t1
OG0001269	g32401	Aa_G142230.h1.t1, Aa_G223740.h1.t1
OG0001274	g50980	Aa_G670610.h1.t1
OG0001274	g23357	Aa_G163890.h1.t1
OG0001275	g50146	Aa_G556430.h1.t1
OG0001275	g23030	Aa_G180310.h1.t1
OG0001276	g44155	Aa_G501930.h1.t1
OG0001276	g46965	Aa_G572750.h1.t1
OG0001278	g13569	Aa_G211280.h1.t1
OG0001279	g5139	Aa_G304350.h1.t1
OG0001279	g29275	Aa_G14820.h1.t1
OG0001280	g10372	Aa_G247580.h1.t1
OG0001280	g16891	Aa_G651630.h1.t1
OG0001281	g47472	Aa_G417290.h1.t1
OG0001283	g2067	Aa_G483550.h1.t1
OG0001283	g37382	Aa_G88430.h1.t1
OG0001284	g26736	Aa_G201740.h1.t1
OG0001284	g329	Aa_G406220.h1.t1
OG0001285	g959	Aa_G553210.h1.t1
OG0001286	g26849	Aa_G483080.h1.t1
OG0001286	g28499, g991	Aa_G605090.h1.t1
OG0001287	g39378, g1006	Aa_G442080.h1.t1
OG0001288	g45567	Aa_G116760.h1.t1
OG0001288	g601	Aa_G550320.h1.t1
OG0001289	g47211, g24261	Aa_G607250.h1.t1
OG0001289	g10889	Aa_G156660.h1.t1
OG0001290	g23883	Aa_G240850.h1.t1
OG0001291	g50669	Aa_G517740.h1.t1
OG0001291	g27794	Aa_G796460.h1.t1
OG0001292	g37889	Aa_G85500.h1.t1
OG0001292	g7926	Aa_G14860.h1.t1
OG0001293	g18903, g18901	Aa_G271290.h1.t1
OG0001294	g50894	Aa_G407280.h1.t1
OG0001294	g18145, g22760	Aa_G486300.h1.t1
OG0001295	g28333	Aa_G421580.h1.t1
OG0001296	g36926	Aa_G224830.h1.t1
OG0001296	g50915, g3731, g34667, g22456, g22457, g22454, g3733, g22455, g37997	Aa_G226180.h1.t1
OG0001298	g47079	Aa_G31110.h1.t1
OG0001299	g37691	Aa_G462250.h1.t1
OG0001299	g37689	Aa_G462240.h1.t1
OG0001300	g2037	Aa_G98570.h1.t1
OG0001300	g38182	Aa_G210220.h1.t1
OG0001301	g2132, g18972	Aa_G345820.h1.t1
OG0001301	g52042	Aa_G230790.h1.t1
OG0001302	g9683	Aa_G23560.h1.t1
OG0001302	g2601	Aa_G52890.h1.t1
OG0001303	g25341	Aa_G136170.h1.t1
OG0001303	g37594	Aa_G289680.h1.t1
OG0001303	g49295	Aa_G106080.h1.t1
OG0001304	g31093	Aa_G345270.h1.t1
OG0001304	g40030	Aa_G158240.h1.t1
OG0001305	g12556	Aa_G75620.h1.t1
OG0001306	g4793	Aa_G120190.h1.t1
OG0001306	g12547, g7697, g12871	Aa_G51010.h1.t1
OG0001307	g10264	Aa_G174560.h1.t1, Aa_G174570.h1.t1
OG0001309	g51683, g37238	Aa_G150910.h1.t1
OG0001309	g2317	Aa_G265930.h1.t1
OG0001310	g31671	Aa_G131940.h1.t1
OG0001310	g46484	Aa_G370230.h1.t1
OG0001311	g10158	Aa_G598340.h1.t1
OG0001311	g4717	Aa_G251230.h1.t1
OG0001312	g12956	Aa_G78720.h1.t1
OG0001312	g10242	Aa_G627270.h1.t1
OG0001313	g27894, g27907	Aa_G397280.h1.t1, Aa_G976570.h1.t1
OG0001314	g27980, g54312	Aa_G600250.h1.t1
OG0001315	g7060	Aa_G32190.h1.t1
OG0001315	g36576	Aa_G465590.h1.t1
OG0001316	g54062	Aa_G57630.h1.t1
OG0001316	g6946, g13282	Aa_G53600.h1.t1
OG0001317	g36438	Aa_G50680.h1.t1
OG0001318	g17609	Aa_G406950.h1.t1
OG0001319	g2386, g11318, g19210	Aa_G212770.h1.t1
OG0001321	g18477	Aa_G41220.h1.t1
OG0001328	g16953, g23326	Aa_G59740.h1.t1
OG0001329	g19754, g19709	Aa_G212140.h1.t1
OG0001330	g6114	Aa_G383800.h1.t1
OG0001330	g13727	Aa_G293840.h1.t1
OG0001331	g41089, g41082, g41085	Aa_G57060.h1.t1
OG0001332	g41073	Aa_G100920.h1.t1
OG0001333	g44147, g40990	Aa_G72230.h1.t1
OG0001333	g31289, g49760, g27134	Aa_G457540.h1.t1
OG0001334	g31562	Aa_G375680.h1.t1
OG0001334	g10777	Aa_G640090.h1.t1
OG0001335	g5680	Aa_G73240.h1.t1
OG0001335	g12368	Aa_G137210.h1.t1
OG0001336	g7363	Aa_G102820.h1.t1
OG0001336	g5596, g29680	Aa_G414750.h1.t1
OG0001337	g28452	Aa_G88130.h1.t1
OG0001337	g17081	Aa_G141600.h1.t1
OG0001338	g945	Aa_G88140.h1.t1
OG0001339	g26842	Aa_G418050.h1.t1
OG0001341	g45552, g29474	Aa_G168770.h1.t1
OG0001342	g45527	Aa_G458430.h1.t1
OG0001342	g166	Aa_G37200.h1.t1
OG0001343	g5508, g29591	Aa_G319180.h1.t1
OG0001343	g472	Aa_G746010.h1.t1
OG0001344	g40671	Aa_G41270.h1.t1
OG0001345	g47287	Aa_G150210.h1.t1
OG0001345	g10970	Aa_G220210.h1.t1
OG0001346	g47350	Aa_G369920.h1.t1
OG0001347	g17261	Aa_G417340.h1.t1
OG0001348	g6048	Aa_G261520.h1.t1, Aa_G50000.h1.t1, Aa_G376310.h1.t1
OG0001349	g22944, g47955, g47958	Aa_G453330.h1.t1, Aa_G453340.h1.t1
OG0001350	g50917	Aa_G224740.h1.t1
OG0001350	g18290, g22800	Aa_G237290.h1.t1
OG0001351	g17896, g17900, g17918, g17911	Aa_G178120.h1.t1, Aa_G496380.h1.t1, Aa_G506220.h1.t1
OG0001352	g25932	Aa_G225790.h1.t1
OG0001352	g40227	Aa_G97440.h1.t1
OG0001353	g16731, g18396	Aa_G386600.h1.t1, Aa_G770240.h1.t1
OG0001354	g11149, g18789	Aa_G609020.h1.t1
OG0001354	g50827	Aa_G731310.h1.t1
OG0001355	g11168, g18690	Aa_G57800.h1.t1
OG0001355	g37630	Aa_G17160.h1.t1
OG0001356	g1994, g18939	Aa_G114150.h1.t1
OG0001357	g2054	Aa_G345850.h1.t1
OG0001358	g37416	Aa_G422510.h1.t1
OG0001358	g2112	Aa_G114870.h1.t1
OG0001359	g2928	Aa_G318750.h1.t1
OG0001359	g28762	Aa_G448450.h1.t1
OG0001360	g49490	Aa_G219040.h1.t1
OG0001360	g51295	Aa_G359260.h1.t1
OG0001360	g51296	Aa_G424810.h1.t1
OG0001361	g37930	Aa_G709170.h1.t1
OG0001361	g30901	Aa_G217690.h1.t1
OG0001362	g6706, g11898	Aa_G133280.h1.t1
OG0001362	g40140	Aa_G90580.h1.t1
OG0001363	g23660	Aa_G330170.h1.t1
OG0001364	g5140	Aa_G304340.h1.t1
OG0001364	g12713	Aa_G14830.h1.t1
OG0001365	g45686, g29273	Aa_G240280.h1.t1
OG0001366	g5076	Aa_G56490.h1.t1
OG0001366	g12752, g7871	Aa_G42490.h1.t1
OG0001367	g7644	Aa_G49930.h1.t1
OG0001368	g25048, g36889	Aa_G72720.h1.t1
OG0001370	g31960	Aa_G477450.h1.t1
OG0001370	g46290	Aa_G111000.h1.t1
OG0001371	g50328, g50331	Aa_G352680.h1.t1
OG0001372	g12761	Aa_G49820.h1.t1, Aa_G111710.h1.t1
OG0001372	g45745, g29153, g5005	Aa_G499360.h1.t1
OG0001373	g12013, g6885	Aa_G161210.h1.t1, Aa_G82110.h1.t1
OG0001374	g44472	Aa_G348830.h1.t1
OG0001374	g3704, g50089, g26819	Aa_G323770.h1.t1
OG0001376	g7193	Aa_G237700.h1.t1
OG0001376	g54341	Aa_G118250.h1.t1
OG0001377	g12075	Aa_G617190.h1.t1
OG0001378	g28105	Aa_G110750.h1.t1
OG0001378	g6921	Aa_G498880.h1.t1
OG0001379	g3849, g4807, g43217, g11942	Aa_G550480.h1.t1
OG0001379	g54171	Aa_G334880.h1.t1
OG0001380	g54175	Aa_G178310.h1.t1
OG0001382	g38481, g22799, g18905	Aa_G311550.h1.t1
OG0001384	g38442	Aa_G204800.h1.t1
OG0001392	g18225	Aa_G180390.h1.t1
OG0001392	g6122	Aa_G70170.h1.t1
OG0001393	g13722	Aa_G542160.h1.t1
OG0001393	g47915	Aa_G379290.h1.t1
OG0001395	g47589, g23687	Aa_G69760.h1.t1
OG0001397	g31244	Aa_G446410.h1.t1
OG0001397	g44080, g41049	Aa_G307870.h1.t1
OG0001398	g10797	Aa_G278100.h1.t1
OG0001398	g31566	Aa_G661480.h1.t1
OG0001399	g10696	Aa_G146220.h1.t1
OG0001399	g31524	Aa_G117770.h1.t1
OG0001400	g31446, g27219	Aa_G164300.h1.t1
OG0001401	g5130, g45688	Aa_G320980.h1.t1
OG0001402	g46691	Aa_G169320.h1.t1
OG0001402	g10380	Aa_G486890.h1.t1
OG0001403	g40871	Aa_G357200.h1.t1
OG0001403	g31381	Aa_G270610.h1.t1
OG0001404	g40899	Aa_G162420.h1.t1
OG0001404	g31355	Aa_G711810.h1.t1
OG0001405	g45412	Aa_G304060.h1.t1
OG0001405	g7420	Aa_G137080.h1.t1
OG0001406	g22801	Aa_G237300.h1.t1
OG0001406	g45919, g44655	Aa_G763500.h1.t1
OG0001407	g895	Aa_G398460.h1.t1
OG0001408	g5415	Aa_G98160.h1.t1, Aa_G637120.h1.t1
OG0001409	g276	Aa_G75990.h1.t1
OG0001409	g29575	Aa_G210870.h1.t1
OG0001410	g10921	Aa_G26380.h1.t1
OG0001410	g24231	Aa_G152220.h1.t1
OG0001411	g17488	Aa_G176380.h1.t1
OG0001411	g47259	Aa_G524890.h1.t1
OG0001412	g24120	Aa_G148360.h1.t1
OG0001412	g11008	Aa_G98820.h1.t1
OG0001413	g23977	Aa_G558920.h1.t1
OG0001415	g51404	Aa_G438690.h1.t1
OG0001415	g50469	Aa_G472920.h1.t1
OG0001416	g51437	Aa_G142200.h1.t1
OG0001416	g50512	Aa_G465120.h1.t1
OG0001417	g18258	Aa_G223230.h1.t1
OG0001417	g38412	Aa_G531970.h1.t1
OG0001418	g18306	Aa_G351960.h1.t1
OG0001418	g50875	Aa_G546410.h1.t1
OG0001419	g46728	Aa_G282170.h1.t1
OG0001420	g25581	Aa_G189390.h1.t1
OG0001421	g6561	Aa_G51910.h1.t1
OG0001422	g12838	Aa_G4770.h1.t1
OG0001422	g4780, g10154	Aa_G251170.h1.t1
OG0001423	g37565	Aa_G252320.h1.t1
OG0001423	g11186	Aa_G103450.h1.t1
OG0001424	g45372	Aa_G226360.h1.t1
OG0001425	g11531	Aa_G252660.h1.t1
