Orthogroup	Cochlearia_excelsa	Arabidopsis_lyrata_NCBI
OG0000823	g47213	XP_002870099.1
OG0000824	g32658, g27798	XP_020867258.1, XP_020867260.1
OG0000824	g40312	XP_002874628.1
OG0000825	g1837	XP_020881153.1
OG0000825	g52299, g37652	XP_002880228.1
OG0000826	g19425	XP_020885210.1, XP_020880885.1
OG0000826	g52166, g37548	XP_002880114.1
OG0000827	g985	XP_002866069.1
OG0000827	g5823	XP_002870930.1, XP_020879269.1
OG0000828	g51317, g51340, g51316	XP_002879419.2
OG0000829	g45753	XP_020878409.1
OG0000830	g31913, g50129	XP_020873872.1
OG0000831	g27461	XP_020869904.1, XP_020866801.1, XP_002870867.1
OG0000832	g44311	XP_020886182.1, XP_020883546.1
OG0000832	g44310	XP_020866239.1
OG0000833	g7141	XP_020888795.1
OG0000833	g54293	XP_002894441.1
OG0000834	g6862	XP_020887267.1
OG0000834	g35772, g23450, g25571, g23449, g28089	XP_002891463.1
OG0000835	g11975, g6829	XP_020887585.1
OG0000835	g36401	XP_020866715.1
OG0000837	g27166	XP_020870419.1
OG0000838	g52396, g52380	XP_020874312.1, XP_020876132.1, XP_020881205.1
OG0000843	g45127	XP_020889143.1
OG0000844	g7481	XP_002882630.1
OG0000844	g29846, g5767	XP_020879560.1
OG0000846	g18149, g23193	XP_020873127.1, XP_020872331.1, XP_002872290.2, XP_002880798.1, XP_002875703.1
OG0000847	g29549	XP_002873418.1
OG0000847	g219	XP_002866623.1
OG0000848	g49348	XP_002863325.1, XP_002889384.1, XP_020879406.1
OG0000849	g1795	XP_020880846.1
OG0000851	g52005	XP_020883955.1
OG0000851	g2106	XP_020881482.1
OG0000852	g28951, g25653, g40413	XP_020877746.1
OG0000852	g706	XP_002867772.1
OG0000853	g25495	XP_020886829.1, XP_020876442.1
OG0000854	g37834, g40042	XP_002880933.1
OG0000855	g11395, g2757	XP_002877586.1
OG0000855	g340	XP_002866507.1
OG0000857	g14408, g6195	XP_002877238.1
OG0000857	g19417	XP_020882559.1
OG0000858	g13482	XP_002883471.1
OG0000859	g37256	XP_020880143.1, XP_020882516.1, XP_020881566.1, XP_020881876.1, XP_020881565.1
OG0000860	g28860	XP_020879379.1, XP_020878921.1
OG0000863	g32338	XP_002868525.1, XP_002870761.2, XP_020872150.1, XP_002878811.2
OG0000868	g45455, g5591, g29666	XP_020878857.1
OG0000868	g12305, g7345, g13126	XP_002884872.1
OG0000869	g47214, g17532	XP_020868283.1
OG0000870	g50492, g50452	XP_002893513.1
OG0000871	g7867	XP_020887333.1
OG0000871	g18093	XP_020872859.1
OG0000872	g39803	XP_020883443.1, XP_020883441.1
OG0000872	g47095	XP_002868214.1
OG0000873	g4923, g29042	XP_020878957.1
OG0000875	g31012	XP_020871813.1
OG0000877	g37254	XP_002885377.1, XP_002885376.1, XP_020880144.1, XP_002876655.1, XP_002876660.1, XP_002876610.1
OG0000878	g25974, g16954	XP_020868377.1, XP_020890720.1
OG0000879	g31014	XP_002889611.1, XP_020868611.1
OG0000883	g47886	XP_002869131.1
OG0000883	g7738, g12824, g12583	XP_020889401.1
OG0000884	g32204, g27609	XP_020866583.1
OG0000885	g50244	XP_002890515.1
OG0000885	g17066, g23580	XP_002867470.2
OG0000886	g37044	XP_020869956.1
OG0000888	g11209, g1980, g18951	XP_002878224.1
OG0000888	g52055	XP_002881857.1
OG0000890	g2336, g19181	XP_020880338.1
OG0000890	g51643	XP_002879680.1, XP_002879677.1
OG0000891	g32036, g27518	XP_020868433.1
OG0000892	g602	XP_002874263.1, XP_020876196.1
OG0000893	g18572	XP_002874173.1, XP_002874174.1
OG0000898	g28026	XP_020868062.1
OG0000900	g49875	XP_002892752.1
OG0000900	g31459, g53611	XP_020866964.1, XP_020869613.1
OG0000901	g2658, g2672, g24339, g17581	XP_020873993.1
OG0000902	g5640, g29730	XP_020876061.1
OG0000902	g12349	XP_002882701.1
OG0000903	g29451	XP_002886774.1, XP_020876524.1
OG0000903	g46806	XP_002877391.1
OG0000904	g45532	XP_020877919.1, XP_002863274.1
OG0000905	g29506	XP_020879109.1
OG0000906	g18661	XP_020881393.1
OG0000906	g29526	XP_020878803.1
OG0000907	g24176, g17469	XP_002870034.1
OG0000907	g40587, g10964	XP_002863445.1
OG0000908	g22696	XP_020872548.1, XP_002884516.1, XP_002878563.1
OG0000909	g50312	XP_002893324.1
OG0000910	g28800	XP_020888766.1
OG0000910	g41318	XP_002866372.1
OG0000911	g19649	XP_020866705.1
OG0000911	g11359, g19349	XP_020882006.1, XP_002877763.2
OG0000912	g45240, g25475, g39592	XP_002874909.1
OG0000912	g49396	XP_002889430.1
OG0000913	g50285, g44694	XP_002890579.1, XP_020891074.1
OG0000915	g2397	XP_020881384.1
OG0000915	g37165	XP_020884828.1
OG0000917	g31431	XP_002889985.1
OG0000918	g46686	XP_020876294.1
OG0000918	g11041	XP_002865341.2, XP_020870910.1, XP_020873756.1
OG0000919	g6958	XP_020889228.1, XP_020889227.1
OG0000920	g27998	XP_002891783.1
OG0000921	g36381, g36403	XP_002894205.1, XP_002894204.1, XP_020866732.1
OG0000922	g16101	XP_020879787.1, XP_020872492.1, XP_020879786.1, XP_020872109.1, XP_020891197.1
OG0000923	g26772, g26765, g26752, g26764	XP_002864029.1, XP_002864032.1
OG0000924	g22936, g18251	XP_002867021.1, XP_020868290.1
OG0000924	g13980	XP_002886149.1
OG0000930	g13896	XP_020886806.1
OG0000930	g23477, g17008	XP_002869439.1
OG0000931	g12990	XP_002884683.1
OG0000931	g12335	XP_020888200.1
OG0000932	g13128, g12299	XP_002884873.1
OG0000933	g41220, g28366	XP_020866930.1
OG0000933	g879	XP_020873806.1
OG0000935	g25539	XP_020876431.1
OG0000935	g17365, g24033	XP_020875591.1
OG0000936	g47385	XP_020873648.1
OG0000937	g23857	XP_020873322.1
OG0000938	g22721	XP_020874815.1
OG0000938	g22720	XP_020874683.1
OG0000939	g18311	XP_020884273.1, XP_020884275.1
OG0000940	g11622	XP_020886238.1
OG0000940	g22969	XP_020875297.1
OG0000941	g24567	XP_020872742.1
OG0000941	g49502, g30936	XP_020866807.1
OG0000942	g24536, g6533, g17723	XP_002868292.1, XP_002883429.1
OG0000943	g7695	XP_002882427.1
OG0000943	g12546	XP_002874343.1
OG0000945	g29151, g29149	XP_020878218.1
OG0000945	g47995	XP_020866875.1
OG0000946	g5833	XP_020879046.1
OG0000946	g5834	XP_020875809.1
OG0000947	g12689, g7889	XP_002882214.1
OG0000948	g37318	XP_002879799.1, XP_002862452.1
OG0000948	g2220	XP_020880051.1
OG0000950	g4810, g10118	XP_020878871.1
OG0000950	g32990	XP_020887890.1
OG0000953	g2592	XP_002877729.1, XP_002877733.1, XP_020882548.1
OG0000954	g6806	XP_002883178.1
OG0000954	g6801	XP_020888176.1, XP_002877310.1
OG0000955	g5006	XP_020868753.1, XP_020866444.1, XP_020866596.1, XP_002893867.1, XP_002891178.1, XP_020870919.1, XP_002891174.2
OG0000958	g18479	XP_002888092.1, XP_002888091.1
OG0000959	g50152	XP_020869849.1, XP_020870154.1, XP_020866919.1
OG0000963	g7494	XP_002884732.1
OG0000964	g26701	XP_020886140.1
OG0000965	g7238	XP_020889282.1
OG0000965	g47303	XP_020889255.1
OG0000966	g17414	XP_020874292.1
OG0000967	g27912	XP_002891208.1
OG0000967	g50234, g27514	XP_020867711.1
OG0000968	g46773	XP_002868544.1
OG0000968	g16220	XP_002868543.1
OG0000969	g40498	XP_002865346.1
OG0000969	g40496	XP_020871272.1, XP_002862971.1
OG0000970	g18677, g76, g10717	XP_002865016.1
OG0000971	g12613, g2066	XP_020880201.1, XP_002876321.1
OG0000972	g4838, g18527	XP_020879013.1
OG0000972	g12522	XP_020887896.1
OG0000973	g41449	XP_020876342.1
OG0000973	g7660, g12501	XP_002884563.1
OG0000975	g31877	XP_020867738.1
OG0000977	g2808	XP_002877536.1
OG0000978	g19586	XP_020879734.1, XP_020881722.1
OG0000978	g2943	XP_002875744.1
OG0000979	g47124, g24424	XP_020875425.1
OG0000979	g24425	XP_002868185.1
OG0000980	g28734	XP_002868675.1, XP_020872947.1
OG0000983	g778	XP_020879425.1, XP_020875791.1, XP_020879424.1
OG0000986	g47772	XP_002869341.1, XP_020880643.1
OG0000987	g50608	XP_020867027.1
OG0000988	g29708	XP_020875978.1
OG0000988	g13113	XP_020887810.1, XP_020889482.1, XP_020888339.1, XP_020888266.1
OG0000989	g4496, g3840, g28360, g26454	XP_002864152.1
OG0000989	g37017, g37018	XP_020871642.1
OG0000990	g24213, g17494	XP_002865192.1
OG0000991	g27797, g32657	XP_002891028.1
OG0000992	g36959, g50882, g54088	XP_002880398.1, XP_002880397.1
OG0000992	g22703	XP_020874823.1
OG0000993	g13525, g11661, g6390	XP_020887310.1, XP_002870764.1
OG0000994	g39943	XP_020884862.1
OG0000995	g51255	XP_002881179.1
OG0000996	g37900	XP_002879278.1
OG0000996	g31018	XP_002892354.1
OG0000997	g12610	XP_002882331.1
OG0000997	g31457	XP_020867731.1
OG0000998	g37327, g51789	XP_020884844.1
OG0000998	g2194	XP_002878036.1
OG0001000	g29281	XP_002871633.2
OG0001001	g18547, g18546	XP_020877885.1, XP_020877855.1
OG0001002	g7245	XP_020887444.1, XP_020887370.1
OG0001003	g13245	XP_020888772.1
OG0001003	g36579	XP_020870777.1
OG0001004	g51862	XP_002865781.1, XP_020874170.1
OG0001008	g23485	XP_002867417.1, XP_002867418.1
OG0001008	g17010	XP_020874323.1
OG0001009	g34447	XP_020872341.1
OG0001010	g27725, g50616	XP_020870657.1
OG0001010	g51531	XP_002881403.1
OG0001011	g27768	XP_020870367.1
OG0001012	g41088, g41084, g41091, g44006	XP_002891999.2
OG0001012	g27090	XP_020868194.1
OG0001013	g11006	XP_020890922.1, XP_020890932.1, XP_020890947.1
OG0001015	g47552, g23748	XP_020873624.1
OG0001016	g45562, g29459	XP_020878282.1
OG0001016	g588	XP_020878049.1
OG0001017	g144	XP_020871719.1
OG0001018	g45502, g29578, g5494, g9985	XP_002872065.1
OG0001019	g47225	XP_020872604.1
OG0001019	g40682	XP_002863370.1
OG0001020	g47245	XP_020875189.1
OG0001020	g40644, g10924	XP_002863393.1
OG0001021	g18748	XP_002876697.2
OG0001021	g37763	XP_002863058.1, XP_002880329.1
OG0001022	g50817	XP_020884103.1
OG0001022	g38328	XP_020877570.1
OG0001022	g1762	XP_020865875.1, XP_020882224.1
OG0001023	g13766	XP_002874106.1, XP_002865500.2, XP_002865449.1, XP_002884137.1, XP_002885976.1
OG0001024	g37905	XP_002892748.2, XP_002879326.1, XP_002878044.1, XP_002872523.1, XP_002872525.1
OG0001025	g31022	XP_002892357.1
OG0001025	g39900, g51220	XP_020883950.1
OG0001026	g12738, g7923	XP_002882189.1
OG0001026	g29274	XP_020879202.1
OG0001027	g27224	XP_020869403.1
OG0001027	g31437	XP_020869891.1
OG0001028	g19114	XP_020882281.1
OG0001029	g32015, g27506	XP_020869900.1
OG0001029	g46377	XP_020887562.1, XP_020891532.1
OG0001030	g44444, g46220	XP_020891247.1
OG0001031	g50115	XP_020866482.1
OG0001031	g46230	XP_020891733.1
OG0001032	g46291	XP_020865943.1
OG0001032	g50165	XP_002890422.1
OG0001033	g42963, g42965	XP_020885458.1
OG0001034	g50282	XP_002887323.1, XP_020867348.1
OG0001035	g1629	XP_020886198.1
OG0001036	g46468	XP_002862658.2, XP_020890463.1
OG0001036	g46469	XP_002887752.1, XP_002862660.1
OG0001037	g44303	XP_002887803.1
OG0001037	g2455, g45188, g13042	XP_020868205.1
OG0001038	g12253	XP_020886309.1
OG0001038	g7266	XP_020886311.1, XP_020887655.1
OG0001039	g36304	XP_020868404.1
OG0001039	g6935	XP_002883069.1
OG0001040	g28032	XP_020868714.1
OG0001040	g6683	XP_020886547.1
OG0001041	g49717	XP_020886455.1
OG0001041	g19512, g19511	XP_002877568.1
OG0001042	g14335	XP_020883059.1
OG0001043	g36524	XP_020866833.1
OG0001043	g36525	XP_020866523.1
OG0001044	g2210, g19086	XP_020880020.1
OG0001045	g2937, g2912, g2933	XP_020882010.1, XP_002877436.1, XP_002875767.2, XP_002875768.1
OG0001046	g52861, g36961	XP_020880768.1
OG0001048	g45421, g45419	XP_002873051.1
OG0001051	g23035	XP_002869111.1
OG0001052	g47909, g47910	XP_020875236.1
OG0001053	g41060	XP_002888255.1
OG0001053	g27098	XP_002881167.2
OG0001053	g49716	XP_020868328.1
OG0001054	g44203	XP_020890210.1
OG0001054	g40938, g38261	XP_020890207.1
OG0001056	g13098	XP_020886159.1
OG0001056	g5691	XP_002871091.1
OG0001057	g47639	XP_020872212.1, XP_020871348.1, XP_020871753.1
OG0001058	g24289, g17556	XP_020872770.1
OG0001058	g47940, g22966	XP_020874262.1
OG0001059	g40535	XP_020871593.1
OG0001059	g24114, g17402	XP_002867924.1
OG0001060	g17809, g24580	XP_002870350.1
OG0001060	g6503	XP_020886799.1
OG0001061	g6557	XP_020886679.1
OG0001061	g47060	XP_002868276.1
OG0001062	g2597, g19373	XP_002876010.1
OG0001063	g47040, g44040	XP_020884864.1
OG0001064	g51622	XP_020883370.1
OG0001064	g19204, g2368	XP_002877909.1
OG0001065	g37200	XP_002881496.1
OG0001065	g2350	XP_002877920.1
OG0001066	g51631, g38065	XP_020883957.1
OG0001066	g2349, g19195	XP_002877921.1
OG0001067	g44345, g46495	XP_020891455.1
OG0001067	g49979, g31659	XP_020867776.1
OG0001068	g44609, g45995	XP_002888871.1
OG0001069	g46181	XP_020889991.1
OG0001069	g50084	XP_020870402.1
OG0001070	g32197	XP_002893421.1, XP_002887192.2, XP_002886114.1
OG0001071	g31500	XP_002892788.2
OG0001071	g31501, g25931	XP_002892789.1
OG0001072	g19445	XP_020879087.1, XP_002877641.1
OG0001073	g6899, g13299	XP_002886735.1, XP_002888272.1
OG0001073	g54336	XP_020865646.1, XP_020891559.1
OG0001074	g26813, g53638, g42668, g42659, g4054, g3459, g44889	XP_002887133.1
OG0001074	g24702, g26730, g25999, g25125, g34268	XP_020865752.1
OG0001075	g13240, g12117, g12118	XP_002894400.1, XP_020888464.1
OG0001079	g36973	XP_020885943.1, XP_020886104.1, XP_020880027.1
OG0001079	g12736	XP_020886521.1, XP_020889355.1, XP_020886326.1
OG0001084	g51025	XP_020887144.1
OG0001084	g13849	XP_002886287.1
OG0001084	g47674	XP_002869499.1
OG0001085	g13898	XP_020886245.1
OG0001086	g23182, g18153	XP_020873068.1
OG0001086	g6220	XP_002883809.1, XP_002883811.1
OG0001087	g23067	XP_002869133.1
OG0001087	g18215	XP_020872142.1
OG0001088	g10456, g10455	XP_002875404.2
OG0001089	g16485	XP_002875472.1
OG0001089	g10400	XP_020882602.1
OG0001091	g2682, g19439	XP_020881726.1, XP_020880781.1
OG0001091	g1352	XP_020871170.1
OG0001092	g5587	XP_020878977.1
OG0001093	g41427, g650	XP_002873943.1
OG0001093	g5323, g45586	XP_020878341.1
OG0001094	g29524	XP_020879331.1
OG0001094	g164	XP_002864946.1
OG0001095	g24918	XP_002863284.1
OG0001096	g2044	XP_002876454.1
OG0001096	g52024	XP_002881813.1
OG0001097	g1242	XP_020891342.1
OG0001098	g123	XP_002866689.1
OG0001099	g25399	XP_002872912.1
OG0001101	g45664	XP_020879023.1
OG0001101	g13606	XP_002871663.2
OG0001102	g7885	XP_002884311.1
OG0001102	g29235	XP_020876574.1
OG0001103	g10167	XP_002874426.1
OG0001104	g12579, g7735	XP_002882383.1
OG0001105	g46568	XP_020890395.1
OG0001105	g49952, g27323	XP_020868673.1
OG0001106	g46483	XP_002887758.1
OG0001107	g50019, g31737	XP_002892972.1
OG0001108	g44509	XP_020891734.1
OG0001109	g46369	XP_020891315.1
OG0001109	g50209, g27495	XP_002890462.1
OG0001110	g27567	XP_020869675.1
OG0001111	g41690, g44903	XP_020890875.1
OG0001111	g50412	XP_002890725.2
OG0001112	g4581	XP_002863965.1
OG0001112	g10211	XP_020872430.1, XP_002868317.1
OG0001113	g5584	XP_002871236.1
OG0001114	g26057, g29675, g26080, g14752, g8695	XP_020879043.1
OG0001115	g45996	XP_002888874.1
OG0001115	g31697	XP_002890221.2
OG0001116	g28033	XP_002894323.1
OG0001116	g6688	XP_020888988.1
OG0001120	g22964, g47945	XP_002869051.1
OG0001120	g6045	XP_020889546.1
OG0001121	g39398	XP_002864357.1, XP_002864356.1, XP_002894644.1, XP_002875547.1
OG0001122	g31729	XP_020869865.1, XP_020882828.1, XP_020885290.1
OG0001123	g25126, g38600, g33924, g30605, g39205, g34697, g21971, g38650, g33871, g38914, g20280, g34051, g25152, g38576, g20626, g42594, g19873, g8416, g20628, g20588, g21894, g48191, g33870, g42432, g9212, g39200, g39136, g4659, g20279, g38915, g9396, g34163, g30169, g22040, g9260, g20734, g30078, g33435, g26525, g20780, g20708, g8536, g52463, g52472, g34101, g33970, g22049, g34192, g48400, g48481, g21726, g8351, g20127, g20776, g34092, g20262, g29887, g8423, g8294, g8624, g19884, g16008, g37458, g30493, g30129, g20105, g20516, g34024	XP_020875355.1
OG0001124	g5968	XP_002884203.1
OG0001124	g17104, g23657	XP_002867523.1
OG0001125	g45025, g32527	XP_002891144.1
OG0001125	g51533	XP_002879561.1
OG0001126	g44056, g41814, g27885, g44067	XP_002886683.1
OG0001126	g44059	XP_020890744.1
OG0001127	g31536	XP_020869197.1
OG0001127	g10732	XP_020881175.1
OG0001128	g10631	XP_002875253.2
OG0001128	g31465, g49877	XP_002892761.1
OG0001129	g10382	XP_002877144.1, XP_002877143.1
OG0001130	g10319, g16265	XP_002877215.1
OG0001130	g46920	XP_002870820.2
OG0001131	g23730	XP_020873532.1
OG0001131	g39310	XP_020888959.1
OG0001132	g29844, g5762	XP_020876824.1
OG0001132	g7476	XP_020888858.1
OG0001133	g17111	XP_020873834.1
OG0001133	g1001	XP_002866079.1
OG0001134	g5272, g5271, g45622, g29355	XP_002873612.1, XP_020879150.1
OG0001135	g29536	XP_002871394.1
OG0001136	g47242, g24232, g17506	XP_002870080.1
OG0001136	g40650	XP_020871512.1
OG0001137	g10993	XP_020882070.1
OG0001137	g17436	XP_020874975.1
OG0001138	g23966	XP_002867782.1
OG0001138	g28050	XP_002884299.1
OG0001138	g40427	XP_020877737.1
OG0001139	g32270	XP_002893460.1
OG0001140	g22956	XP_002867039.2
OG0001140	g13993	XP_020887910.1
OG0001141	g2867	XP_020880211.1
OG0001142	g6574	XP_002885514.1
OG0001142	g11806	XP_020874326.1
OG0001143	g52233	XP_020882791.1
OG0001143	g1906	XP_002876568.1
OG0001144	g1933, g18858	XP_002876537.2
OG0001144	g37547	XP_002880113.1
OG0001145	g10918	XP_020871322.1
OG0001146	g37399, g38167	XP_002881787.1
OG0001146	g7437	XP_020887597.1
OG0001148	g9755	XP_020890283.1
OG0001148	g220	XP_020877965.1
OG0001149	g2491, g19321	XP_002877790.1
OG0001149	g19632	XP_002866761.1
OG0001150	g29202	XP_020878435.1
OG0001150	g7865	XP_020887335.1
OG0001151	g12476	XP_020889431.1
OG0001151	g10202	XP_020866366.1
OG0001152	g19032	XP_002878078.1
OG0001152	g51912	XP_002879876.1
OG0001154	g44475, g46190	XP_002889016.1
OG0001155	g50128	XP_020869056.1
OG0001156	g50299, g32096	XP_020869255.1
OG0001156	g45854, g35995, g22228, g22334, g35994	XP_020891124.1
OG0001157	g31315	XP_002889866.1
OG0001157	g27152	XP_020866048.1
OG0001158	g44683	XP_020887829.1
OG0001158	g32060	XP_020867431.1
OG0001159	g44389	XP_020890682.1
OG0001159	g44390	XP_002881678.1, XP_002889092.1
OG0001160	g36717	XP_020866782.1
OG0001161	g6686	XP_020887651.1
OG0001161	g54219	XP_002894326.1
OG0001162	g54120, g54121	XP_002891481.1
OG0001163	g50666, g36215, g36181, g36213	XP_020869723.1
OG0001163	g36214	XP_020871448.1
OG0001166	g36956	XP_020884292.1
OG0001169	g17077	XP_002869549.1
OG0001169	g39433, g28457	XP_002864307.1, XP_020871511.1
OG0001170	g10143	XP_020876892.1
OG0001171	g40989	XP_002888117.1
OG0001172	g10660	XP_002875208.1
OG0001172	g31481	XP_020866589.1
OG0001173	g17141	XP_002869627.2
OG0001173	g17145	XP_020890826.1
OG0001174	g12357	XP_020886842.1, XP_020887374.1
OG0001174	g29755	XP_020876162.1
OG0001175	g1055	XP_002864439.1
OG0001175	g23700	XP_020873859.1
OG0001176	g9715	XP_020890110.1
OG0001176	g29498, g45539	XP_002873459.1
OG0001177	g5524, g5527	XP_020877019.1, XP_020877014.1
OG0001178	g29609	XP_002873324.1
OG0001179	g24168	XP_020874423.1
OG0001180	g47317	XP_020874997.1
OG0001180	g40540	XP_020877464.1
OG0001181	g47399	XP_020873301.1
OG0001181	g40455	XP_020876375.1
OG0001182	g32375	XP_020867305.1
OG0001183	g47934	XP_002867056.1
OG0001183	g14007	XP_002886126.2
OG0001184	g1810	XP_020880827.1
OG0001184	g50789	XP_002880253.1
OG0001185	g1835	XP_020882405.1
OG0001185	g37654	XP_020885626.1
OG0001186	g18898	XP_002878265.1
OG0001187	g39793	XP_020873161.1, XP_020885568.1
OG0001187	g26954	XP_002892277.1
OG0001188	g5594	XP_020876281.1
OG0001188	g39949	XP_002881085.1
OG0001189	g7940	XP_002884269.2
OG0001189	g5188	XP_020878051.1
OG0001190	g4934, g29034, g41480	XP_020876693.1
OG0001191	g10149	XP_002874372.1
OG0001191	g12854, g12562	XP_020889042.1
OG0001192	g17606	XP_020872639.1
OG0001192	g22610, g49017, g16415	XP_020866770.1
OG0001192	g12477	XP_020888041.1
OG0001193	g2189	XP_020880280.1
OG0001193	g51812, g37332	XP_002881679.1
OG0001194	g2180	XP_002876343.1
OG0001194	g12991, g7548	XP_020887499.1
OG0001195	g31703	XP_020869347.1
OG0001195	g46000	XP_020891360.1
OG0001196	g44483, g46180	XP_020889990.1
OG0001196	g27431, g50082	XP_020868414.1
OG0001197	g19149	XP_002876258.1
OG0001198	g10125	XP_002874341.1
OG0001200	g672	XP_020879093.1
OG0001201	g499	XP_020881674.1
OG0001201	g2696	XP_020880726.1
OG0001202	g2591	XP_020882330.1
OG0001203	g3287	XP_020881502.1, XP_002875656.1, XP_020881503.1
OG0001205	g36609	XP_020867199.1
OG0001205	g7109, g13232	XP_002882920.1
OG0001206	g12090	XP_020871110.1, XP_020883978.1
OG0001206	g7008	XP_002885140.1, XP_020889140.1
OG0001207	g24396, g17607	XP_002868160.1
OG0001207	g12065	XP_020889225.1
OG0001208	g13325	XP_020869205.1, XP_020869854.1
OG0001208	g6854, g11987	XP_002883153.1
OG0001209	g6831	XP_002862200.1, XP_002883163.1
OG0001210	g36442	XP_002891569.1
OG0001213	g47151	XP_020875993.1, XP_020881800.1, XP_020868302.1
OG0001213	g37046	XP_020874240.1
OG0001216	g51963	XP_020882774.1
OG0001218	g7727	XP_020886533.1
OG0001218	g7717	XP_002884491.1
OG0001219	g37070, g37071, g37072, g11430, g26094	XP_002878028.1, XP_002878027.1, XP_002876323.1, XP_020882596.1, XP_002876322.1
OG0001220	g3079	XP_002874080.2, XP_020881823.1
OG0001222	g16960, g47771	XP_002867311.1
OG0001224	g31167	XP_020867893.1, XP_002892492.1
OG0001224	g27062	XP_002891952.1
OG0001225	g16608	XP_020879816.1, XP_002875345.2
OG0001228	g36352, g19376	XP_020882906.1, XP_002880784.2
OG0001230	g9884	XP_002864755.1
OG0001230	g5551	XP_002873305.1
OG0001231	g391	XP_002866459.1
OG0001231	g29634	XP_002871264.2
OG0001232	g17457	XP_020874304.1
OG0001233	g23931, g47447	XP_002869798.1
OG0001233	g40387, g25674	XP_002874733.1
OG0001235	g6092, g13735	XP_020888615.1
OG0001235	g23002	XP_020875128.1
OG0001236	g47093	XP_020873905.1
OG0001236	g51298	XP_020884384.1
OG0001237	g37633	XP_020885384.1
OG0001238	g37629, g52280	XP_020883117.1
OG0001239	g18874	XP_002876531.1
OG0001241	g38216	XP_002881921.1
OG0001241	g37514	XP_002881920.1
OG0001242	g5744, g45348	XP_020878746.1
OG0001243	g18038	XP_020889717.1
OG0001244	g28935	XP_020869163.1
OG0001245	g2517	XP_002877780.1
OG0001245	g25	XP_002866757.1
OG0001246	g26886	XP_002889395.1
OG0001246	g39512	XP_002874969.1
OG0001247	g25488	XP_020878329.1
OG0001247	g7578	XP_020888763.1
OG0001248	g51124, g51128, g37871	XP_002863049.2
OG0001249	g51720, g43710	XP_020882848.1
OG0001250	g29244	XP_020876572.1
OG0001250	g12693, g7908	XP_020887847.1
OG0001251	g12687	XP_002884314.1
OG0001251	g29218, g45708	XP_002873742.1
OG0001252	g7863	XP_020886876.1
OG0001253	g7694, g12874	XP_020885877.1
OG0001253	g4796	XP_020876889.1
OG0001254	g36501	XP_002894316.1
OG0001254	g38012	XP_002879579.1
OG0001255	g46451	XP_020891132.1
OG0001256	g46014	XP_020891089.1
OG0001256	g27373, g50005	XP_020868107.1
OG0001257	g44576, g46050	XP_020890577.1
OG0001257	g31732	XP_002890250.1
OG0001258	g27419, g31810	XP_020869698.1
OG0001258	g46154	XP_020889791.1
OG0001259	g46192	XP_020889651.1
OG0001261	g27264, g31519	XP_020867066.1
OG0001261	g10688	XP_020881047.1
OG0001262	g27261	XP_020867063.1
OG0001262	g2886, g31511	XP_020867059.1
OG0001263	g49813, g31371	XP_002889923.1
OG0001263	g44235	XP_002888009.1
OG0001264	g13174, g12242, g7243	XP_002884964.1
OG0001265	g36511	XP_020868774.1
OG0001265	g11879	XP_020887855.1
OG0001267	g40489	XP_002863582.2
OG0001268	g26757, g50357	XP_002893387.1
OG0001269	g32401	XP_002881327.1, XP_020868255.1
OG0001270	g3550, g30027, g30017, g3652, g52610, g44459, g26649, g16401, g24027, g23480, g3586, g26718	XP_020888035.1, XP_020879048.1, XP_020865917.1, XP_020884317.1, XP_020885261.1, XP_020877418.1, XP_020890601.1
OG0001274	g50980	XP_020885752.1
OG0001274	g23357	XP_002867317.1
OG0001275	g50146	XP_020866686.1
OG0001275	g23030	XP_020872134.1
OG0001276	g44155	XP_020890113.1
OG0001276	g46965	XP_020870433.1
OG0001277	g40965	XP_002886530.1
OG0001278	g10463	XP_002875398.1
OG0001278	g13569	XP_002885789.1
OG0001279	g5139	XP_002871647.1
OG0001279	g29275	XP_020887568.1
OG0001280	g10372	XP_002877154.1
OG0001280	g16891	XP_002870774.1
OG0001281	g40826	XP_002886356.1
OG0001282	g23716	XP_020873597.1
OG0001283	g2067	XP_002876390.1
OG0001283	g37382	XP_002879915.1
OG0001284	g26736	XP_002865770.1
OG0001284	g329, g9838	XP_020889085.1
OG0001285	g959	XP_020877975.1
OG0001286	g28499, g991	XP_002864371.1
OG0001287	g39378, g1006	XP_020890653.1
OG0001288	g45567	XP_020878517.1
OG0001288	g601	XP_002872166.1
OG0001289	g47211, g24261	XP_002868059.1
OG0001289	g10889	XP_020871835.1
OG0001290	g17264, g47466, g23883	XP_002869770.1
OG0001291	g50669	XP_002891017.1
OG0001291	g27794	XP_002891016.1
OG0001292	g37889	XP_002879246.1
OG0001292	g7926	XP_020888052.1
OG0001293	g18901	XP_020879610.1
OG0001294	g50894	XP_020883255.1
OG0001294	g22760	XP_020874696.1
OG0001295	g28333	XP_002868815.1, XP_002868806.1
OG0001296	g36926	XP_002880456.1
OG0001296	g22456, g22457, g22454, g3733, g22455, g37997	XP_002879534.1
OG0001297	g40451	XP_020876639.1
OG0001298	g47079	XP_020872273.1
OG0001299	g37691	XP_002882088.1
OG0001299	g37690	XP_020885117.1
OG0001299	g37689	XP_002882086.1
OG0001300	g2037	XP_020880153.1
OG0001300	g38182	XP_020884468.1
OG0001301	g2132, g18972	XP_020879837.1
OG0001301	g11224	XP_020884223.1
OG0001302	g9683	XP_020879771.1
OG0001302	g2601	XP_002877709.1
