Orthogroup	Brassica_rapa	Cardamine_glauca
OG0004425	XP_033140793.1, XP_009104945.1, XP_009105739.1	Cg007G271150
OG0004426	XP_009127882.1, XP_033132159.1, XP_009105855.1	Cg007G272310
OG0004427	XP_009104877.1	Cg007G272520, Cg007G272530
OG0004428	XP_009104702.1, XP_033131086.1, XP_009128110.1	Cg007G276080
OG0004429	XP_009128052.1, XP_009106127.1	Cg007G275060, Cg007G275050
OG0004430	XP_009104755.1	Cg007G275010
OG0004431	XP_033131153.1, XP_033130930.1, XP_009127958.2	Cg007G273360
OG0004432	XP_009128303.1, XP_009106574.1, XP_009104568.1	Cg007G279260
OG0004433	XP_009106612.1	Cg007G279640
OG0004434	XP_009104538.1, XP_033140665.1, XP_009106650.1	Cg007G279950
OG0004435	XP_009106681.2, XP_033141821.1, XP_009104516.1	Cg007G280240
OG0004436	XP_009146570.1, XP_009124688.1, XP_033142334.1	Cg004G128660
OG0004437	XP_009117176.1, XP_009146415.1, XP_009135355.1	Cg004G130190
OG0004438	XP_009117104.1, XP_009146399.1, XP_009135369.1	Cg004G130310
OG0004440	XP_009116467.1, XP_009135429.1	Cg004G131460
OG0004441	XP_009135438.1, XP_009146258.1, XP_009115573.1	Cg004G131690
OG0004442	XP_009146240.1, XP_009115508.1	Cg004G131860
OG0004443	XP_009114832.1, XP_009114839.1	Cg004G132600
OG0004444	XP_018513024.2, XP_009145881.2, XP_033148769.1	Cg004G135230
OG0004445	XP_009145739.1	Cg004G136610
OG0004446	XP_009135664.1, XP_009111263.1, XP_033147571.1	Cg004G136850
OG0004447	XP_009135712.1, XP_009145536.1, XP_009109996.1	Cg004G137850
OG0004448	XP_009135713.2, XP_009145534.2, XP_033142077.1	Cg004G137870
OG0004449	XP_033130653.1, XP_018512659.1, XP_009145486.1	Cg004G138320
OG0004450	XP_009135773.1, XP_009145445.1, XP_009109307.1	Cg004G138890
OG0004451	XP_009108088.1, XP_009135852.2, XP_009102644.1	Cg004G140710
OG0004452	XP_009117031.1	Cg005G186360
OG0004453	XP_009112495.1, XP_009102239.1	Cg004G154700
OG0004454	XP_009150749.1, XP_009102266.2, XP_009112471.1	Cg004G154290
OG0004455	XP_009145035.2, XP_009150709.1	Cg004G155290, Cg004G155300, Cg004G155320, Cg004G155340, Cg004G155330
OG0004456	XP_009112672.1, XP_009102019.1	Cg005G170490
OG0004457	XP_009144844.1, XP_009147686.1	Cg006G197350
OG0004458	XP_009144897.1, XP_009107179.1, XP_009147763.1	Cg006G198250
OG0004459	XP_009147827.1	Cg006G199230
OG0004460	XP_033146809.1, XP_009147954.1, XP_009107344.1	Cg006G201270
OG0004461	XP_009132989.1, XP_009141381.1	Cg005G172190
OG0004462	XP_009137089.2, XP_033144800.1, XP_009136642.2	Cg002G054930
OG0004463	XP_009139276.1, NP_001288953.1, XP_009116089.1	Cg002G052570
OG0004464	XP_009103952.1, XP_009116213.1	Cg002G051390, Cg002G051380
OG0004465	XP_009103982.1, XP_009116317.1, XP_033146543.1	Cg002G050130
OG0004466	XP_009104017.1, XP_009116370.1, XP_009139080.1, XP_009139077.1	Cg002G049590
OG0004468	XP_033146232.1, XP_009116502.1, XP_033131119.1	Cg002G048250
OG0004469	XP_033136066.1, XP_009104118.1	Cg002G048160
OG0004470	XP_009116537.2, XP_009138947.2, XP_009104153.1	Cg002G047740
OG0004471	XP_009133723.1, XP_009142326.2	Cg005G160510
OG0004472	XP_009116808.1, XP_009138771.1	Cg002G045300
OG0004473	XP_009116905.2	Cg002G044310
OG0004474	XP_009116970.2, XP_009104407.1, XP_009138680.2	Cg002G043690
OG0004475	XP_033148233.1, XP_009107316.2	Cg006G200450
OG0004477	XP_033136289.1	Cg003G091780
OG0004478	XP_009138835.1, XP_009138836.1, XP_009104260.1	Cg002G046180
OG0004480	XP_009141353.1	Cg005G172620
OG0004483	XP_009127783.2, XP_033130556.1, XP_018509115.2	Cg007G270720
OG0004488	XP_009125927.1, XP_009125928.1, XP_009121744.1, XP_033137335.1	Cg008G293750, Cg008G312630
OG0004498	XP_033140171.1, XP_009137774.1, XP_009109105.2	Cg001G012320
OG0004499	XP_009109087.1, XP_009129548.1, XP_009137795.1	Cg001G011990
OG0004500	XP_009129172.1, XP_009137814.1, XP_009109068.2	Cg001G011630
OG0004501	XP_009109013.1, XP_033143332.1, XP_009128201.1	Cg001G010560
OG0004502	XP_009126846.1, XP_009132131.1, XP_009120258.1	Cg003G104930
OG0004503	XP_009127969.1, XP_009108995.1	Cg001G010240
OG0004504	XP_009137927.1, XP_009127778.1	Cg005G190810
OG0004505	XP_009137942.1, XP_009108980.1	Cg001G009890
OG0004506	XP_009108970.1, XP_033130748.1, XP_033142577.1	Cg001G009760
OG0004507	XP_009104128.1, XP_009138968.1	Cg002G048070
OG0004508	NP_001288969.1, NP_001288822.1, NP_001288879.1	Cg001G008720
OG0004509	XP_009126340.1	Cg001G008320
OG0004510	XP_009108891.1	Cg001G008300, Cg013G330450
OG0004511	XP_009108821.1, XP_009125130.1, XP_033142609.1	Cg001G007320
OG0004512	XP_033132474.1, XP_009113342.1, XP_033144742.1	Cg001G005880
OG0004513	XP_009138296.1, XP_009112299.1	Cg001G005780
OG0004514	XP_033133301.1, XP_033144780.1	Cg001G024540
OG0004515	XP_009113270.1, XP_009103223.1, XP_009138564.1	Cg007G251150
OG0004516	XP_009113138.1	Cg007G249190
OG0004517	XP_033128952.1	Cg006G234540
OG0004518	XP_009137305.1	Cg001G017230
OG0004519	XP_009101338.1, XP_009114231.1, NP_001288983.1	Cg002G075330
OG0004521	XP_033136467.1, XP_009129582.1, XP_033128920.1	Cg002G072850
OG0004523	XP_009111612.1, XP_009151834.1, XP_009129351.1	Cg002G069920
OG0004524	XP_009111795.1, XP_018511869.1, XP_009151770.1	Cg002G067350
OG0004525	XP_009124230.1	Cg001G034470
OG0004525	XP_009127393.2	Cg007G263670, Cg007G262410
OG0004527	XP_009135239.1, XP_009120504.1, XP_009146607.1	Cg004G128320
OG0004528	XP_009126953.1	Cg003G103560
OG0004529	XP_009120741.2, XP_009135221.2, XP_009146621.1	Cg004G128050
OG0004530	XP_009126658.1	Cg003G107480
OG0004531	XP_009120102.1, XP_009126980.1, XP_009132351.1	Cg003G103150
OG0004532	XP_009132329.1, XP_009127048.3, XP_009120137.1	Cg003G103490
OG0004533	NP_001288981.1, XP_009132189.2	Cg003G104120
OG0004534	XP_009120188.1, XP_009142679.1	Cg003G104250
OG0004535	XP_009120268.1, XP_009126834.2	Cg003G105130
OG0004536	XP_009132094.2, XP_009120309.1, XP_009126805.1	Cg003G105460
OG0004537	XP_009151588.1, XP_009129696.1	Cg008G313880, Cg009G325730
OG0004538	XP_009131297.1, XP_009125868.1, XP_009121829.2	Cg008G293000
OG0004539	XP_033137895.1, XP_033142453.1, XP_009125862.2	Cg008G292870
OG0004540	XP_033137887.1, XP_009131254.1, XP_009125846.2	Cg008G292490
OG0004541	XP_009125834.1	Cg008G292340
OG0004542	XP_009131196.2	Cg008G291580
OG0004543	XP_009122034.2, XP_009131171.1	Cg008G291110
OG0004544	XP_033141001.1, XP_009122070.1, XP_033142802.1	Cg008G290710
OG0004545	XP_009122498.1, XP_009131103.1, XP_033140958.1	Cg008G289610
OG0004546	XP_009122417.1, XP_033140837.1, XP_033144931.1	Cg008G288910
OG0004547	XP_009130990.2	Cg008G288240
OG0004548	XP_009136931.2	Cg001G022400
OG0004550	XP_009108413.2, XP_009136994.1, XP_009132524.1	Cg001G021540
OG0004551	XP_009137261.1	Cg003G081240
OG0004552	XP_033132931.1, XP_033144044.1, XP_009137139.1	Cg001G017360
OG0004553	NP_001288936.1, XP_009137157.1, XP_009137359.1	Cg001G017340
OG0004554	XP_009137634.1, XP_009137412.2	Cg001G016890
OG0004557	XP_009107449.2	Cg006G203700, Cg006G203690
OG0004558	XP_009113698.1, XP_009102930.2	Cg006G218550
OG0004559	XP_009109716.2, XP_009102909.1, XP_009113661.1	Cg006G218140
OG0004560	XP_009113652.1, XP_009102901.1, XP_009109711.1	Cg006G218090
OG0004561	XP_033130708.1, XP_009109642.1, XP_009115216.1	Cg006G216650
OG0004562	XP_009109619.1, XP_009102791.1, XP_009115187.1	Cg006G216300
OG0004563	XP_009115032.1, XP_009115035.1	Cg006G215480, Cg006G215450
OG0004564	XP_009109289.2, XP_009101519.1, XP_033144471.1	Cg001G004720
OG0004565	XP_009109967.1, XP_009152034.1, XP_009138373.2	Cg001G004640
OG0004566	XP_009109969.3, XP_009138428.1, XP_009144304.1	Cg001G003680
OG0004567	XP_009139722.1	Cg001G001430
OG0004568	XP_009124234.2, XP_009108008.1, XP_033146916.1	Cg001G034450
OG0004569	XP_009139708.1	Cg001G035330
OG0004569	XP_009105162.1	Cg007G264500
OG0004570	XP_033145993.1	Cg001G039750
OG0004571	XP_009116625.2, XP_009149888.1	Cg002G059410
OG0004572	XP_009143702.1	Cg005G171500
OG0004573	XP_009101456.1, XP_009114309.1, XP_009128923.1	Cg008G324560
OG0004574	XP_009133036.1, XP_009143637.2, XP_009141507.1	Cg005G170900
OG0004575	XP_033146274.1	Cg005G172920
OG0004576	XP_018513281.1, XP_009108217.1	Cg003G083170
OG0004577	XP_009128686.1, XP_033135131.1, XP_009134225.1	Cg003G082670
OG0004578	XP_009114515.1	Cg003G080100, Cg003G093890
OG0004579	XP_009115996.2	Cg008G320720, Cg008G320680
OG0004580	XP_009101710.1, XP_009113912.1	Cg008G320820
OG0004581	XP_009114368.2	Cg008G323570
OG0004582	XP_009101452.2, XP_033141439.1, XP_009114308.1	Cg008G324580
OG0004583	XP_009107874.1, XP_009136736.1	Cg001G032730
OG0004584	XP_009103934.1	Cg001G029510
OG0004585	XP_009144683.1, XP_009108090.1, XP_009139564.1	Cg001G028370
OG0004586	XP_009109118.1, XP_009145420.2	Cg004G139420
OG0004587	XP_009142352.1, XP_009143158.1, XP_009133734.1	Cg005G160110
OG0004588	XP_009104098.1, XP_009142320.1, XP_009133705.1	Cg005G160650
OG0004589	XP_009143051.1, XP_009133678.2	Cg005G161200
OG0004590	XP_009143050.2, XP_009133677.2	Cg005G161210
OG0004591	XP_009143048.1	Cg005G161260
OG0004592	XP_009142193.1	Cg005G162430
OG0004593	XP_009122790.1, XP_009125442.2	Cg008G283090
OG0004594	XP_009130754.1, XP_009125500.1	Cg008G284090
OG0004595	XP_009131809.2, XP_009120783.2, XP_009126465.1	Cg008G301110
OG0004596	XP_009126497.1, XP_009131830.2, XP_009120740.1	Cg008G301410
OG0004597	XP_009126530.1, XP_009131868.1, XP_009120670.1	Cg008G302010
OG0004598	XP_009126562.1, XP_009120642.2, XP_018513435.2	Cg008G302460
OG0004599	XP_009150375.2, XP_009150373.2, XP_009112068.1	Cg003G110980
OG0004600	XP_009112105.1, XP_009105790.2	Cg003G095570, Cg003G092210, Cg003G111530
OG0004601	XP_009150480.1, XP_009130439.2	Cg003G111940
OG0004602	XP_009150535.1, XP_009130458.1, XP_009112137.1	Cg003G112450
OG0004603	XP_009130511.1, XP_009112180.1	Cg003G113410
OG0004604	XP_033135180.1, XP_009130516.1, XP_018515507.1	Cg003G113480
OG0004605	XP_009103448.1	Cg003G114580
OG0004606	XP_009130559.1, XP_009112321.1, XP_009103501.1	Cg003G115160
OG0004608	XP_009150616.1	Cg003G075910, Cg003G113270
OG0004609	XP_009134439.1, XP_009111308.1, XP_033140151.1	Cg014G331430, Cg003G078220
OG0004610	XP_009101786.2	Cg008G319030, Cg003G086420
OG0004611	XP_009141286.1	Cg005G173630
OG0004612	XP_009141160.1, XP_009132794.1, XP_009144198.1	Cg005G175150
OG0004613	XP_033145177.1	Cg005G178130
OG0004613	XP_009110935.1	Cg006G238490
OG0004614	XP_033143928.1, XP_009140785.1, XP_033130941.1	Cg005G181490
OG0004615	XP_009103608.1, XP_009133896.1	Cg005G180530
OG0004616	XP_018513294.1	Cg006G229410, Cg004G116420
OG0004618	XP_009131380.1, XP_009125961.1, XP_009121706.1	Cg004G116010
OG0004619	XP_009124821.1	Cg004G115970
OG0004620	XP_009123862.1, XP_009146987.1, XP_009135091.1	Cg004G124360
OG0004621	XP_009134701.1, XP_009118308.1	Cg004G117900
OG0004622	XP_009130320.1	Cg004G118140
OG0004624	XP_033142908.1, XP_009124964.1, XP_009147204.1	Cg004G121630
OG0004625	XP_009129616.2, XP_009134859.1, XP_009124952.1	Cg004G121770
OG0004626	XP_009134868.2, XP_009129633.1, XP_009124942.1	Cg004G121940
OG0004627	XP_009129637.1	Cg004G121980
OG0004628	XP_009129658.1, XP_009134888.1, XP_018510723.1	Cg004G122270
OG0004629	XP_009147079.2	Cg004G123470
OG0004630	XP_009134990.2, XP_009124202.1, XP_009147043.1	Cg004G123800
OG0004631	XP_009124192.2, XP_009147037.1	Cg004G123850, Cg003G090820, Cg003G090950, Cg007G262240, Cg007G263880
OG0004632	XP_009124079.2, XP_009135006.2	Cg004G123980
OG0004633	XP_009135009.1, XP_009147016.1, XP_009124055.1	Cg004G124010
OG0004634	XP_009141915.1, XP_033144146.1, XP_033148448.1	Cg005G165510
OG0004635	XP_009143230.1, XP_009133426.1, XP_009141878.2	Cg005G165890
OG0004636	XP_033145561.1, XP_009133424.1, XP_009143235.2	Cg005G165920
OG0004637	XP_009143251.2, XP_018514047.1, XP_018513978.2, XP_009133410.1	Cg005G166050
OG0004638	XP_009143292.1, XP_009133377.1	Cg005G166530
OG0004639	XP_033147324.1, XP_033147334.1, XP_033147332.1, XP_033147330.1, XP_033147336.1, XP_033147328.1, XP_033147339.1	Cg005G170170
OG0004640	XP_009141592.1, XP_009133085.1, XP_009143586.2	Cg005G170110
OG0004641	XP_009133100.1, XP_009141612.1, XP_009143551.1	Cg005G169720
OG0004642	XP_009141675.2, XP_009143473.1, XP_009133193.1	Cg005G168890
OG0004644	XP_009149023.1, XP_009110470.1, XP_009117797.1	Cg006G230000
OG0004646	XP_033133194.1, XP_009149240.1	Cg006G228130
OG0004647	XP_009117607.1, XP_009110339.1, XP_033128141.1	Cg006G227470
OG0004648	XP_009110252.2, XP_009149487.2, XP_009103375.1	Cg006G226070
OG0004649	XP_009110184.1, XP_009149662.2	Cg006G224560
OG0004650	XP_009145385.1, XP_009103273.2	Cg006G224040
OG0004652	XP_018508362.1, XP_033132538.1, XP_009109809.2	Cg006G222300
OG0004653	XP_009103167.1, XP_009110096.2, XP_009115515.2	Cg006G222330
OG0004654	XP_009115416.1, XP_009110046.1	Cg006G221170
OG0004655	XP_009138137.2, XP_009138145.2, XP_009137450.2	Cg001G016350, Cg001G016330
OG0004656	XP_009109237.1, XP_033144731.1, XP_009138507.2	Cg001G016070
OG0004657	XP_009138588.1, XP_009137477.1	Cg001G016000
OG0004658	XP_009137553.2, XP_033132980.1	Cg001G015020
OG0004659	XP_009117079.1	Cg005G188840
OG0004660	XP_009117094.1, XP_009133953.1	Cg005G189140, Cg005G189130
OG0004661	XP_009118072.1, XP_009148580.1, NP_001289002.1	Cg006G233370
OG0004662	XP_009118265.1, XP_009144464.1, XP_009148343.1	Cg006G235780
OG0004664	XP_009110802.1, XP_009148277.1	Cg006G236250
OG0004665	XP_009118313.1, XP_009110822.1, XP_009148252.1	Cg006G236520
OG0004667	XP_033133676.1, XP_009148157.2, XP_018510604.1	Cg006G237040
OG0004668	XP_033135431.1, XP_009148106.2, XP_009110887.2	Cg006G237520
OG0004669	XP_033135862.1, XP_033128630.1, XP_009110912.1	Cg006G238100
OG0004670	XP_009118462.1, XP_009110961.2, XP_009118994.1	Cg006G239090
OG0004671	XP_009118619.1, XP_033132349.1, XP_009119242.1	Cg006G241510
OG0004672	XP_009121681.2, XP_009125967.1, XP_009131395.2	Cg008G294400
OG0004673	XP_009126116.1, XP_009121489.1	Cg008G296730
OG0004674	XP_009131611.1, XP_009126208.1, XP_009121051.2	Cg008G298100
OG0004675	XP_009126215.2, XP_009131614.1, XP_018511231.1	Cg008G298170
OG0004676	XP_009126263.2, XP_009131672.1, XP_009120965.3	Cg008G298870
OG0004677	XP_009126270.1, XP_009131678.1, XP_009120959.1	Cg008G298950
OG0004678	XP_009126303.1, NP_001288918.1	Cg008G299590
OG0004679	XP_009129896.1, XP_033135097.1, XP_009151166.1	Cg008G306440
OG0004680	XP_009107879.2, XP_009111927.1, XP_033129726.1	Cg008G307340
OG0004681	XP_009111907.1, XP_009151272.1	Cg008G307780
OG0004682	XP_009151728.1, XP_009111873.1	Cg008G308450
OG0004683	XP_009151646.1, XP_009111845.1	Cg008G311940
OG0004684	XP_009111843.1, XP_009151644.1	Cg008G312040
OG0004685	XP_009131358.1, XP_009121731.1, XP_009121733.1	Cg008G293880
OG0004687	XP_009116623.1	Cg002G046940
OG0004688	XP_033145106.1, XP_009125639.2, XP_009122228.1	Cg008G287100
OG0004689	XP_009122142.3, XP_009125598.2, XP_009130879.1	Cg008G286180
OG0004690	XP_009122598.1	Cg008G285260
OG0004691	XP_009111673.1	Cg008G305470
OG0004692	XP_009151094.2, XP_009111671.1, XP_009129950.1	Cg008G305390
OG0004693	XP_009129980.1, XP_009111659.1, XP_009151043.1	Cg008G304770
OG0004694	XP_009136371.1, XP_009130118.1, XP_009141444.1	Cg008G302970
OG0004695	XP_009130185.1, XP_009151314.1	Cg003G109770
OG0004696	XP_033134781.1, XP_009151335.1, XP_009130198.1	Cg003G109960
OG0004697	XP_009130206.1, XP_009151348.1, XP_009112018.1	Cg003G110080
OG0004698	XP_009130209.1, XP_009151357.1, XP_033135237.1	Cg003G110180
OG0004699	XP_009130218.1, XP_009151368.1, XP_009112022.1	Cg003G110270
OG0004700	XP_009112036.1	Cg003G110660
OG0004701	XP_009115780.1	Cg002G055810
OG0004702	XP_009149787.1, XP_009151585.1	Cg002G058060
OG0004703	XP_009149819.1	Cg002G058530
OG0004704	XP_009149955.1	Cg002G060170
OG0004705	XP_009102459.1, XP_009136091.1	Cg004G142740
OG0004706	XP_033129921.1	Cg002G064560, Cg003G101110
OG0004707	XP_009105005.1	Cg007G269650
OG0004708	XP_009105487.1, XP_009127731.1	Cg007G269500
OG0004709	XP_009105594.1, XP_009105659.1, XP_009127767.1	Cg007G270290
OG0004710	XP_009104883.1, XP_009127887.1, XP_009105860.1	Cg007G272360
OG0004711	XP_018512113.2, XP_009104863.2, XP_009105879.1	Cg007G272660
OG0004712	XP_009128175.1, XP_009104679.1, XP_033131971.1	Cg007G277010
OG0004713	XP_009110246.2	Cg006G226010
OG0004714	XP_009106202.1	Cg007G276060
OG0004715	XP_009103077.1, XP_009109901.1	Cg006G220390
OG0004716	XP_018508856.1, XP_009106118.1, XP_033141084.1	Cg007G274980
OG0004717	XP_009149258.2, XP_018509553.1	Cg006G227970
OG0004718	XP_009104547.1, NP_001288872.1, XP_009128335.2	Cg007G279730
OG0004719	XP_009106706.1, XP_009104496.1, XP_009128381.1	Cg007G280420
OG0004720	XP_009106727.1, XP_009128399.1, XP_009104475.1	Cg007G280870
OG0004721	XP_009128417.1, XP_009106739.2, XP_033131984.1	Cg007G280680
OG0004722	XP_033140217.1, XP_009106746.1, XP_009104464.1	Cg007G281070
OG0004723	XP_009104459.1, XP_009128426.1, XP_009106754.1	Cg007G281160
OG0004724	XP_009128429.1, XP_033131985.1	Cg007G281170
OG0004725	XP_033134443.1, XP_033129099.1, XP_009110482.1	Cg006G230400
OG0004726	XP_009135245.1, XP_009120424.2, XP_009146602.1	Cg004G128380
OG0004727	XP_009124681.1, XP_009135259.1, XP_009146573.1	Cg004G128620
OG0004728	XP_033137414.1, XP_009146549.1, NP_001288855.1	Cg004G128930
OG0004729	XP_009146485.1, XP_009124754.1	Cg004G129330
OG0004730	XP_009135347.1, XP_009146430.2	Cg004G129910
OG0004731	XP_009116572.1, XP_009135412.1	Cg004G131060
OG0004732	XP_009146293.1, XP_009135420.1, XP_009116520.1	Cg004G131180
OG0004733	XP_018512471.1, XP_033148698.1	Cg004G131760
OG0004734	XP_009114507.1, XP_009135498.1, XP_009146062.1	Cg004G133220
OG0004735	XP_009147995.1	Cg006G201770
OG0004736	XP_033138076.1, XP_009113462.2, XP_009145909.1, XP_009135573.2	Cg004G134920
OG0004737	XP_009112613.1, XP_009145878.1, XP_009135586.1	Cg004G135260
OG0004738	XP_009135598.2, XP_009112357.1, XP_009145855.2	Cg004G135490
OG0004739	NP_001288881.1, XP_009145836.2, XP_009112206.1	Cg004G135680
OG0004740	XP_009135655.1, XP_009111399.2, XP_009145729.2	Cg004G136720
OG0004741	XP_033134122.1, XP_033144254.1, XP_033144253.1	Cg004G138490
OG0004742	XP_009108803.2, XP_009145322.1	Cg004G139730
OG0004743	XP_009108785.1, XP_009145313.1, XP_009135815.1	Cg004G139760
OG0004744	XP_033148617.1, XP_009102654.1, XP_009135851.1	Cg004G140600
OG0004745	XP_033130950.1	Cg004G140860
OG0004746	XP_009106220.2, XP_009102551.1, XP_009135877.2	Cg004G141660
OG0004747	XP_018512649.1, XP_033144255.1	Cg006G212060
OG0004749	XP_033132104.1, XP_009112391.1	Cg004G152370
OG0004750	XP_009117537.1, XP_009112606.1, XP_009124309.1	Cg004G155810
OG0004751	XP_009102039.2, XP_009117495.2, XP_009112664.1	Cg004G156720
OG0004752	XP_009144734.2, XP_009144733.1	Cg006G194480
OG0004753	XP_018514881.1, XP_018508996.1, XP_018515007.2	Cg006G195880
OG0004754	XP_009144952.1	Cg006G199250
OG0004755	XP_033128455.1, XP_009147856.2	Cg006G199620
OG0004756	XP_018514890.1, XP_009147949.1	Cg006G201260
OG0004757	XP_009106477.1	Cg004G141230
OG0004758	XP_009114179.2, XP_009129103.1, XP_009152212.1	Cg002G074080
OG0004759	XP_009116107.2, XP_033130944.1	Cg002G052360
OG0004761	XP_009148874.1, XP_009115846.1, XP_033144819.1	Cg002G055250
OG0004762	XP_009117003.1	Cg005G184320
OG0004763	XP_009116258.1, XP_009103959.1, XP_009139154.1	Cg002G050870
OG0004764	XP_009103984.1, XP_009139116.1, XP_009116316.1	Cg002G050140
OG0004765	XP_009104012.1, XP_009116364.1, XP_009139089.1	Cg002G049670
OG0004766	XP_033131719.1, XP_009139072.1, XP_009116377.1	Cg002G049510
OG0004767	XP_033131394.1, XP_009116443.1, XP_009139035.1	Cg002G048890
OG0004768	XP_009116471.2	Cg002G048650
OG0004769	XP_009139007.1, XP_009104077.1, XP_009116485.1	Cg002G048430
OG0004770	XP_009151122.1	Cg008G305860, Cg003G084350
OG0004771	XP_009116802.1, XP_033146710.1	Cg002G045340
OG0004772	XP_009123030.1, XP_009145604.1	Cg001G024460
OG0004774	XP_033129022.1, XP_033138923.1	Cg025G336170, Cg040G337020
OG0004775	XP_033131919.1	Cg008G307220, Cg008G307230
OG0004777	XP_009118177.1	Cg006G234130, Cg002G071690
OG0004778	XP_033137641.1, XP_018513615.1	Cg003G104420
OG0004779	XP_033134128.1, XP_009136369.1	Cg004G152980
OG0004780	XP_009102573.1	Cg004G141490
OG0004781	XP_009135656.1, XP_009111341.2, XP_009145710.2	Cg004G136740
OG0004782	XP_009121139.2, XP_009146729.1	Cg004G127170
OG0004783	XP_009122360.1	Cg008G288050
OG0004786	XP_009120545.2, XP_033138138.1, XP_009131931.1	Cg003G108010
OG0004790	XP_009124401.1, XP_009105186.1	Cg001G029050, Cg001G020100
OG0004801	XP_018509406.2, XP_018509962.1, XP_009137778.1	Cg001G012290
OG0004802	XP_009109101.1, XP_018513266.1, XP_009144363.1	Cg001G012280
OG0004803	XP_009137779.1, XP_009144407.1	Cg001G007980, Cg001G012230
OG0004804	XP_009129611.1, XP_009109093.1, XP_009137783.1	Cg001G012090
OG0004805	XP_009109051.1, XP_009137827.1, XP_009128996.1	Cg001G011430
OG0004806	XP_009109002.1, XP_009128035.1, XP_009137891.1	Cg001G010370
OG0004807	XP_009127531.1, XP_009137965.1, XP_033132845.1	Cg001G009750
OG0004808	XP_009138035.2, XP_018509050.2	Cg001G008740
OG0004809	XP_009108900.1, XP_009126596.1, XP_009138040.1	Cg001G008670
OG0004810	XP_009111891.1	Cg008G308060
OG0004811	XP_009138146.2, XP_033141949.1, XP_033133472.1	Cg001G007470
OG0004812	XP_033135239.1, XP_009108835.1, XP_009138139.2	Cg001G007600
OG0004813	XP_009125089.1, XP_009138160.1, XP_009108817.1	Cg001G007270
OG0004814	XP_009116236.1, XP_009108746.1, XP_009138262.1	Cg001G006140
OG0004815	XP_009108710.1, XP_009138321.1	Cg001G005540
OG0004817	XP_009136801.1	Cg001G024510
OG0004818	XP_009145673.1, XP_009123026.1, XP_009136798.1	Cg001G024560
OG0004819	XP_009136768.1, XP_009124842.1, XP_009145923.1	Cg001G024760
OG0004820	XP_009113424.1	Cg007G256540
OG0004821	XP_009148156.1	Cg007G255410
OG0004822	XP_009110737.1	Cg006G234670
OG0004822	XP_009124626.1	Cg007G249170
OG0004823	XP_033142553.1, XP_009104728.1, XP_009113127.1	Cg007G249010
OG0004825	XP_009107131.1, XP_018515046.1	Cg002G075580
OG0004826	XP_009129162.1, XP_018515470.2, XP_033128829.1, XP_009101267.1	Cg002G074600
OG0004827	XP_033139263.1, XP_033139852.1, XP_009129572.1, XP_009152094.2, XP_009114101.1	Cg002G072710
OG0004829	XP_009152029.1, XP_009129491.1, XP_009121453.1	Cg002G071970
OG0004831	XP_009111570.1	Cg002G070980
OG0004832	XP_009111580.1	Cg002G070700
OG0004833	XP_009129330.1, XP_009111780.1	Cg002G070220
OG0004834	XP_009111781.1, XP_009129328.1, XP_009151798.1	Cg002G070340
OG0004835	XP_009151792.1	Cg002G068020
OG0004837	XP_009151761.2, XP_033136480.1, XP_033136477.1, XP_033141031.1, XP_033136481.1	Cg002G067220
OG0004838	NP_001288930.1, XP_009111810.1, XP_009151745.1	Cg002G065860
OG0004839	XP_009129688.1, XP_009151742.1	Cg003G085410
OG0004840	XP_009105211.1	Cg007G265710
OG0004841	XP_009147982.2	Cg007G246520, Cg007G246510
OG0004842	XP_009113033.2	Cg007G247410
OG0004843	XP_009110673.1, XP_009148614.1, XP_009118114.1	Cg006G233760
OG0004844	XP_009133480.1, XP_018513652.1, XP_009142738.2	Cg005G164690
OG0004845	XP_033142207.1, XP_009146933.1, XP_018511643.1	Cg004G125000
OG0004846	XP_009146849.1	Cg004G125940
OG0004847	XP_009135115.1, XP_009122815.1, XP_009146830.3	Cg004G126150
OG0004848	XP_009124885.1, XP_018513509.1, XP_009146703.1	Cg004G127310
OG0004849	XP_009146626.1, XP_009135218.1, XP_009120779.1	Cg004G128030
OG0004850	XP_009132625.1, XP_009140879.1, XP_009127326.1	Cg003G097620
OG0004851	XP_009140873.1	Cg003G097710
OG0004852	XP_009107004.1, XP_009127271.1	Cg003G098440
OG0004853	XP_009127250.1, XP_009132533.1	Cg003G099070
OG0004854	XP_009132512.1, XP_009119818.2, XP_033141546.1	Cg003G099570
OG0004855	XP_009132509.1, XP_009119831.2, XP_018511789.2	Cg003G099650
OG0004856	XP_009119843.2	Cg003G099820
OG0004857	XP_009127137.1, XP_009132460.1, XP_009119928.1	Cg003G100890
OG0004858	XP_009127072.1, XP_009120001.1, XP_009132430.1	Cg003G101920
OG0004859	XP_009137632.1, XP_009143015.2	Cg003G102140
OG0004860	XP_009132157.1, XP_009120214.1, XP_009126910.1	Cg003G104520
OG0004861	XP_009126820.1, XP_009126892.1	Cg003G105300
OG0004862	XP_009126793.1, XP_009132084.1	Cg003G105670
OG0004863	XP_009125903.1, XP_009121770.1, XP_009131332.1	Cg008G293490
OG0004864	XP_009131325.1, XP_009121786.1, XP_033141831.1	Cg008G293360
OG0004865	XP_009131323.1, XP_009125891.1, XP_009121790.1	Cg008G293310
OG0004866	XP_009125890.1, XP_009121791.2	Cg008G293300
OG0004867	XP_009131202.1, XP_018512203.1, XP_033138556.1	Cg008G291880
