Orthogroup	Brassica_rapa	Cardamine_amara
OG0004173	XP_009111940.1	evm.model.RL_4.1022
OG0004173	XP_009147299.1	evm.model.RL_5.2986
OG0004175	XP_033144145.1, XP_009142694.1, XP_009141908.1	evm.model.RL_6.2170
OG0004176	XP_033146945.1, XP_009133205.1	evm.model.RL_6.1879
OG0004178	XP_009110457.1	evm.model.RL_5.1470
OG0004179	XP_009117573.1, XP_033130084.1	evm.model.RL_5.1733, evm.model.RL_5.1731
OG0004180	XP_009103362.1, XP_009149497.1	evm.model.RL_7.2425.2.687c84bd
OG0004181	XP_009149551.1	evm.model.RL_5.3668
OG0004182	XP_009127892.1, XP_009105867.1	evm.model.RL_3.1598
OG0004183	XP_009109245.1, XP_033143794.1, XP_009138238.2	evm.model.RL_2.1971.2.687c86e4
OG0004184	XP_009109238.1, XP_009137468.1, XP_009138422.1	evm.model.RL_2.1983
OG0004185	XP_009137476.1, XP_009109236.1, XP_009138580.1	evm.model.RL_2.1997
OG0004186	XP_009134124.1	evm.model.RL_2.249
OG0004187	XP_009137499.1, XP_009138898.1, XP_009109224.1	evm.model.RL_2.2025
OG0004188	XP_009127262.1	evm.model.RL_8.1295
OG0004189	XP_009118046.1	evm.model.RL_5.1149
OG0004190	XP_009118074.2, XP_009148581.1	evm.model.RL_5.1116
OG0004192	XP_009118713.1, XP_009111169.2	evm.model.RL_5.175
OG0004193	XP_009126091.1, XP_009121515.1	evm.model.RL_4.2030
OG0004194	XP_009121493.1, XP_033139549.1, XP_033139548.1, XP_033143159.1	evm.model.RL_4.2010
OG0004195	XP_009121399.1	evm.model.RL_4.1918, evm.model.RL_7.1887, evm.model.RL_7.1756
OG0004196	XP_009151183.1, XP_009129881.1	evm.model.RL_3.135, evm.model.RL_4.1064
OG0004198	XP_009151111.2, XP_009151112.2	evm.model.RL_4.1160
OG0004201	XP_009141509.1	evm.model.RL_4.1388
OG0004203	XP_018515299.1, XP_033140340.1	evm.model.RL_3.1101, evm.model.RL_3.1202
OG0004204	XP_009149864.1	evm.model.RL_7.1594
OG0004204	XP_009151381.2	evm.model.RL_8.2332
OG0004205	XP_009132038.2, XP_018512814.1, XP_009120370.1	evm.model.RL_8.1930
OG0004206	XP_009149727.1	evm.model.RL_7.1439
OG0004206	XP_009149729.1	evm.model.RL_7.1440
OG0004207	XP_009150062.2	evm.model.RL_7.1797
OG0004209	XP_009105814.1, XP_033141764.1, XP_009104913.1	evm.model.RL_3.1550
OG0004210	XP_009127861.2, XP_009104898.1, XP_009105828.1	evm.model.RL_3.1562
OG0004211	XP_009104878.1	evm.model.RL_3.1599, evm.model.RL_3.1011
OG0004212	XP_009106419.2, XP_009128251.2, XP_009104604.1	evm.model.RL_3.2177
OG0004213	XP_009128569.1, XP_033131171.1, XP_009106081.2	evm.model.RL_3.1838
OG0004214	XP_009127984.1, XP_009105974.1	evm.model.RL_4.1619, evm.model.RL_3.1728
OG0004215	XP_009106545.1	evm.model.RL_3.2233
OG0004216	XP_033131641.1, XP_009106720.1, XP_033141000.1	evm.model.RL_3.2398
OG0004217	XP_009146596.1, XP_018514506.1, XP_018512515.2, XP_009120364.1	evm.model.RL_1.1169
OG0004218	XP_033142710.1, XP_033148682.1	evm.model.RL_1.1452
OG0004219	XP_009115446.1, XP_009135447.2, XP_009146230.2	evm.model.RL_1.1481
OG0004220	XP_009115084.1, XP_009135468.2, XP_009137368.2, XP_033148137.1	evm.model.RL_1.1522
OG0004222	XP_009145921.1	evm.model.RL_1.1732
OG0004223	XP_009135607.2, XP_009135608.2	evm.model.RL_1.1809
OG0004224	XP_009135625.2, XP_009112062.1, XP_009145804.1	evm.model.RL_1.1834.1.687c87ee
OG0004225	XP_033146939.1, XP_009135641.1, XP_009111687.1	evm.model.RL_1.1861
OG0004226	XP_009109767.2, XP_009145511.1, XP_033142625.1	evm.model.RL_1.2038
OG0004227	XP_009135766.1, XP_009145462.2, XP_009109381.2	evm.model.RL_1.2095
OG0004228	XP_009135767.1, XP_009145460.2, XP_009109370.1	evm.model.RL_1.2096
OG0004230	XP_009108905.2, XP_009135804.2, XP_033148564.1	evm.model.RL_1.2146.3.687c87ef
OG0004232	XP_009106630.1	evm.model.RL_1.2257
OG0004233	XP_009102583.1, XP_009135862.2, XP_009106344.1	evm.model.RL_1.2279
OG0004234	XP_033131402.1, XP_009112462.1, XP_009150756.2	evm.model.RL_1.2976
OG0004235	XP_009150707.1, XP_009102202.2	evm.model.RL_1.3101.2.687c87f1
OG0004236	XP_009137813.1	evm.model.RL_2.2406
OG0004236	XP_033141381.1	evm.model.RL_2.2405
OG0004237	XP_009144650.1	evm.model.RL_2.575, evm.model.RL_2.576
OG0004237	XP_009117477.1	evm.model.RL_1.3245
OG0004238	XP_009147460.1, XP_033147032.1, XP_009106813.1	evm.model.RL_5.3975
OG0004239	XP_018509510.1	evm.model.RL_5.3960
OG0004240	XP_009107062.1, XP_033129117.1, XP_009106943.2	evm.model.RL_5.3865
OG0004241	XP_009106959.1, XP_009147585.2	evm.model.RL_5.3842
OG0004242	XP_009147605.2, XP_009147607.1, XP_009144775.2	evm.model.RL_5.3797
OG0004243	XP_009106991.1, XP_009147618.1	evm.model.RL_5.3783
OG0004244	XP_033128705.1, XP_009144906.1, XP_009107203.1	evm.model.RL_5.1934
OG0004245	XP_009127743.1, XP_009105510.1	evm.model.RL_5.2145
OG0004246	XP_033128649.1, XP_009101781.1	evm.model.RL_5.2190, evm.model.RL_8.814
OG0004247	XP_009133002.1, XP_018514312.2, XP_009141398.1	evm.model.RL_6.1568
OG0004248	XP_009134914.1	evm.model.RL_2.124, evm.model.RL_2.119, evm.model.RL_1.603
OG0004249	XP_033134881.1, XP_033140491.1, XP_033129744.1	evm.model.RL_4.1149
OG0004250	NP_001288946.1	evm.model.RL_3.2426
OG0004251	XP_018513743.1, XP_009116442.1, XP_009104054.1	evm.model.RL_7.627
OG0004252	XP_009142039.1	evm.model.RL_6.2339
OG0004254	XP_009116832.1	evm.model.RL_1.361
OG0004255	XP_009138727.1, XP_009104380.1, XP_009116904.1, XP_009105549.1	evm.model.RL_7.134
OG0004256	XP_009130764.1	evm.model.RL_4.3177
OG0004257	XP_033130314.1, XP_009133554.1	evm.model.RL_6.2647
OG0004259	XP_033128458.1, XP_033128456.1, XP_033134852.1	evm.model.RL_5.1931
OG0004261	XP_018513022.1	evm.model.RL_2.2420
OG0004263	XP_009117291.2	evm.model.RL_6.308, evm.model.RL_6.220
OG0004265	XP_009115088.1, XP_033147460.1, XP_033147459.1	evm.model.RL_5.3087, evm.model.RL_5.3108
OG0004266	XP_033144444.1, XP_033144445.1, XP_033144443.1	evm.model.RL_8.1065, evm.model.RL_4.528
OG0004275	XP_009109065.2, XP_009129060.2, XP_009137822.1	evm.model.RL_2.2418
OG0004276	XP_009114388.2	evm.model.RL_7.2465, evm.model.RL_2.2950
OG0004277	XP_033140912.1, XP_009108997.1, XP_033142590.1	evm.model.RL_2.2540
OG0004278	XP_009108946.1, XP_009127223.1	evm.model.RL_2.2619
OG0004279	XP_033133902.1, XP_033144483.1, XP_009127059.1, XP_033135913.1	evm.model.RL_2.2651
OG0004280	XP_009124165.2, XP_009138173.1	evm.model.RL_2.2835
OG0004281	XP_009117836.1, XP_009138255.1, XP_009108763.2	evm.model.RL_2.2913.1.687c86e7
OG0004282	XP_009111076.1, XP_009108720.2, XP_009138305.1	evm.model.RL_2.2986
OG0004283	XP_009138349.1, XP_009105143.1	evm.model.RL_2.3043
OG0004284	XP_009124901.1, XP_009115003.1	evm.model.RL_5.2812
OG0004285	XP_009107995.1, XP_033135309.1, XP_009145198.1	evm.model.RL_7.1963, evm.model.RL_5.2740
OG0004287	XP_009101353.1, XP_009129247.1, XP_009114243.1	evm.model.RL_7.2679
OG0004288	XP_009129128.1, XP_009101245.1, XP_009114192.2	evm.model.RL_7.2578
OG0004289	XP_033139853.1, XP_033128414.1	evm.model.RL_7.2462
OG0004290	XP_009111558.1	evm.model.RL_7.2304
OG0004292	XP_009111596.1	evm.model.RL_7.2199
OG0004293	XP_009128465.2, XP_033130837.1	evm.model.RL_6.516
OG0004294	XP_009142848.1	evm.model.RL_6.2373
OG0004295	XP_009133472.1, XP_009142730.1, XP_009141972.1	evm.model.RL_6.2244
OG0004296	XP_018514757.2, XP_009123138.1, XP_009135029.1	evm.model.RL_1.914
OG0004297	XP_009135158.1, XP_009122309.1, XP_009146743.1	evm.model.RL_1.1029
OG0004298	XP_009121137.2, XP_009146679.2, XP_009135187.2	evm.model.RL_1.1094
OG0004299	XP_009127333.2, XP_009132687.2, XP_009140888.2	evm.model.RL_8.1190
OG0004301	XP_009132612.1	evm.model.RL_8.1233
OG0004302	XP_009127284.1, XP_009132593.1, XP_009107323.2	evm.model.RL_8.1262
OG0004303	XP_009142415.1	evm.model.RL_2.2168
OG0004304	XP_009132092.1, XP_009120313.1	evm.model.RL_8.1872
OG0004305	XP_009151129.1, XP_009111691.1, XP_009129917.1	evm.model.RL_4.1135
OG0004306	NP_001288935.1, XP_009131338.1, XP_009125913.1	evm.model.RL_4.2279
OG0004307	XP_009121909.1, XP_009131243.2	evm.model.RL_4.2399
OG0004309	XP_009122446.2, XP_009125733.1	evm.model.RL_4.2702, evm.model.RL_4.2703
OG0004310	XP_009131040.1, XP_009125719.1, XP_018511115.1	evm.model.RL_4.2733
OG0004311	XP_033128264.1	evm.model.RL_4.180.1.687c86cd
OG0004312	XP_009136922.1, XP_009131591.1, XP_009108359.1	evm.model.RL_2.1388
OG0004313	XP_033133287.1, XP_009136982.1	evm.model.RL_2.1455
OG0004314	XP_009133415.1, XP_009137033.2, XP_033133959.1	evm.model.RL_2.1553
OG0004315	XP_033130602.1, XP_009137149.1, XP_009108475.1	evm.model.RL_2.1584
OG0004316	XP_009137159.1, XP_009108520.1, XP_009134156.1	evm.model.RL_2.1607
OG0004317	XP_009134371.2, XP_033142760.1, XP_009108513.1	evm.model.RL_2.1618.2.687c86e3
OG0004318	XP_009108580.3, XP_033143945.1, XP_009136071.2	evm.model.RL_2.1770
OG0004319	XP_009137279.2, XP_009136202.1	evm.model.RL_2.1786
OG0004320	XP_009108601.1, XP_009136980.1	evm.model.RL_2.1857
OG0004321	XP_009137657.1, XP_033133056.1, XP_009137416.1	evm.model.RL_2.1919
OG0004322	XP_033135311.1, XP_009134203.1	evm.model.RL_8.710
OG0004323	XP_033135797.1	evm.model.RL_5.2475
OG0004323	XP_009134138.2	evm.model.RL_8.845
OG0004324	XP_009145306.1, XP_033140556.1, XP_009135820.1	evm.model.RL_1.2169
OG0004326	XP_033133859.1, XP_033137290.1, XP_009102835.1	evm.model.RL_5.2969
OG0004327	XP_033137247.1, XP_009109582.1, XP_009102694.2	evm.model.RL_5.2889
OG0004328	XP_009115125.1, XP_009144765.2, XP_009107765.1	evm.model.RL_5.2874
OG0004329	XP_009103581.1, XP_033145826.1	evm.model.RL_6.791
OG0004330	XP_009150166.1	evm.model.RL_2.3104
OG0004331	XP_009141055.1, XP_033133131.1, XP_009138455.1	evm.model.RL_2.3205
OG0004332	XP_009140580.2, XP_033142604.1, XP_009109350.2	evm.model.RL_2.3213
OG0004333	XP_009113595.1, XP_009128725.1	evm.model.RL_8.773, evm.model.RL_8.771
OG0004334	XP_009134251.1	evm.model.RL_8.575
OG0004336	XP_033143495.1	evm.model.RL_1.2570, evm.model.RL_2.633
OG0004337	XP_009102392.1	evm.model.RL_1.2452
OG0004338	XP_009124135.1	evm.model.RL_2.767
OG0004339	XP_009107770.1, XP_009124104.1	evm.model.RL_2.962
OG0004340	XP_009107797.2, XP_009148376.1	evm.model.RL_2.998
OG0004341	XP_009144349.1, XP_009144701.2, XP_009107803.1	evm.model.RL_2.1011
OG0004342	XP_009106807.1	evm.model.RL_5.3990, evm.model.RL_5.3840
OG0004343	XP_009138705.1, XP_009104403.1, XP_009116959.1	evm.model.RL_7.72
OG0004344	XP_009133795.2, XP_009142570.1, XP_009142469.1	evm.model.RL_6.2852
OG0004345	XP_009133775.1, XP_033146347.1, XP_009142654.2	evm.model.RL_6.2779
OG0004346	XP_009133764.2	evm.model.RL_6.2757
OG0004348	XP_009142170.1, XP_009142915.1, XP_009133575.1	evm.model.RL_6.2440
OG0004349	XP_009104107.2	evm.model.RL_7.541
OG0004350	XP_033143031.1, XP_009120856.2, XP_018512316.2	evm.model.RL_4.1667
OG0004351	XP_033146503.1	evm.model.RL_6.2120
OG0004352	XP_009143256.1	evm.model.RL_6.2119
OG0004353	XP_009126539.1, XP_009131877.2, XP_009120664.2	evm.model.RL_4.1476
OG0004354	XP_009132008.1, XP_009126710.1, XP_009120433.1	evm.model.RL_8.2007
OG0004355	XP_009130269.1, XP_009150422.2	evm.model.RL_8.2439
OG0004356	XP_009150473.1	evm.model.RL_8.2483
OG0004358	XP_033131767.1, XP_033131880.1, XP_009115828.1	evm.model.RL_8.2745
OG0004359	XP_009103469.1, XP_009112343.1, XP_009115829.1	evm.model.RL_8.2763
OG0004360	XP_009103269.1, XP_033134761.1	evm.model.RL_7.1037, evm.model.RL_8.2915
OG0004362	XP_009118702.1, XP_009119536.2	evm.model.RL_5.208, evm.model.RL_8.353
OG0004363	XP_009141312.1, XP_009132928.1, XP_033147665.1	evm.model.RL_6.1427
OG0004364	XP_009132922.1, XP_009143868.1, XP_009141309.2	evm.model.RL_6.1423
OG0004366	XP_009144241.1, XP_009132775.1, XP_033144446.1, XP_033145506.1	evm.model.RL_6.1218
OG0004367	XP_033146440.1	evm.model.RL_6.1200
OG0004368	XP_009141065.1, XP_009132737.2, XP_009144302.2	evm.model.RL_6.1139
OG0004369	XP_009132727.2	evm.model.RL_6.1128
OG0004370	XP_033142563.1, XP_033146259.1, XP_033147392.1	evm.model.RL_6.1123
OG0004371	XP_009141027.1, XP_009144340.1, XP_009132701.2	evm.model.RL_6.1089
OG0004372	XP_009147430.1	evm.model.RL_1.78
OG0004373	XP_009134702.1	evm.model.RL_1.195
OG0004374	XP_009134815.1	evm.model.RL_1.444
OG0004375	XP_009111752.1, XP_009129868.2	evm.model.RL_4.1046
OG0004376	XP_009124880.2, XP_009147226.1, XP_009134830.1	evm.model.RL_1.478.1.687c87ea
OG0004377	XP_009124946.1, XP_033147461.1	evm.model.RL_1.532
OG0004378	XP_009134872.1, XP_009124939.1, XP_009129643.1	evm.model.RL_1.546
OG0004379	XP_009134895.1, XP_033139059.1, XP_018510109.1, XP_009129667.1	evm.model.RL_1.576
OG0004380	XP_033142940.1, XP_033147232.1, XP_033146913.1	evm.model.RL_1.671
OG0004381	XP_009143621.1, XP_009141554.1, XP_009133061.1	evm.model.RL_6.1697
OG0004382	XP_009141565.1, XP_009133067.1, XP_033139049.1	evm.model.RL_6.1711
OG0004383	XP_009141620.1, XP_009143544.1	evm.model.RL_6.1788
OG0004384	XP_009103873.1, XP_009116054.1	evm.model.RL_7.1026
OG0004385	XP_033132720.1, XP_018515414.1, XP_009117782.1	evm.model.RL_5.1457, evm.model.RL_6.949
OG0004386	XP_009110391.2, XP_009117643.1, XP_009149227.1	evm.model.RL_5.1605.1.687c88b5
OG0004387	XP_009104810.2, XP_009106008.1	evm.model.RL_3.1749
OG0004388	XP_009149295.1	evm.model.RL_5.1682
OG0004389	XP_009117599.1, XP_009110326.1, XP_009149358.1	evm.model.RL_5.1707.1.687c88b6
OG0004390	XP_033141345.1	evm.model.RL_3.2117
OG0004391	XP_009104880.1, XP_009105866.1	evm.model.RL_3.1596
OG0004392	XP_009115585.1	evm.model.RL_5.3477
OG0004393	XP_009103097.1, XP_009110025.1, XP_009115384.1	evm.model.RL_5.3293
OG0004394	XP_009103052.1, XP_009109865.1	evm.model.RL_5.3210
OG0004395	XP_009137478.2, XP_009138596.2	evm.model.RL_1.424, evm.model.RL_2.1999
OG0004396	XP_009140531.2	evm.model.RL_6.316
OG0004397	XP_009110583.1, XP_009148521.1, XP_009118000.1	evm.model.RL_5.1191
OG0004398	XP_009148561.1, XP_009118052.1, XP_009110617.2	evm.model.RL_5.1141
OG0004399	XP_009110628.1, XP_009118057.1, XP_009148567.1	evm.model.RL_5.1132
OG0004400	XP_009110687.1, XP_033128939.1, XP_009118166.1	evm.model.RL_5.1058
OG0004401	XP_009123830.1, XP_009148441.1	evm.model.RL_5.970
OG0004402	XP_009144428.1, XP_009148405.1	evm.model.RL_5.926
OG0004403	XP_009118269.1, XP_033132304.1, XP_009148334.1	evm.model.RL_5.870
OG0004404	XP_033128728.1, XP_009110856.1	evm.model.RL_5.764
OG0004405	XP_009110909.1	evm.model.RL_5.652, evm.model.RL_5.653
OG0004406	XP_009110916.1, XP_009148034.1, XP_009118402.1	evm.model.RL_5.640.2.687c88ae
OG0004407	XP_009131455.1, XP_009121597.1, XP_009126039.1	evm.model.RL_4.2110
OG0004408	XP_009131532.2, XP_009126102.1, XP_009121499.2	evm.model.RL_4.2013
OG0004409	XP_009131565.1, XP_009121434.1, XP_009126144.2	evm.model.RL_4.1956
OG0004410	XP_033141896.1, XP_033142663.1, XP_033137443.1	evm.model.RL_4.1797
OG0004411	XP_009120952.1	evm.model.RL_4.1786
OG0004412	XP_009111713.1, XP_033140442.1, XP_033129691.1	evm.model.RL_4.1108
OG0004413	XP_009129873.2, XP_009111748.1, XP_009151192.2	evm.model.RL_4.1054
OG0004414	XP_009129718.2, XP_033129701.1, XP_009111832.1	evm.model.RL_4.780
OG0004415	XP_009125635.1, XP_009130918.1	evm.model.RL_4.2928
OG0004416	XP_009151093.1, XP_009111670.2, XP_009129951.1	evm.model.RL_4.1178
OG0004418	XP_009141573.1, XP_033129555.1	evm.model.RL_4.1371
OG0004419	XP_009136387.1	evm.model.RL_4.1409
OG0004419	XP_009122433.1	evm.model.RL_4.2727
OG0004420	XP_009130173.1, XP_009136463.2, XP_009111986.2	evm.model.RL_8.2207
OG0004421	XP_033128089.1, XP_009103920.2, XP_009149717.1	evm.model.RL_7.1431
OG0004422	XP_009127626.1	evm.model.RL_3.1218_evm.model.RL_3.1220
OG0004423	XP_009105522.1, XP_009104988.1	evm.model.RL_3.1356
OG0004424	XP_033130548.1, XP_009104959.1, XP_009127782.1, XP_009105695.1	evm.model.RL_3.1421
OG0004425	XP_033140793.1, XP_009104945.1, XP_009105739.1	evm.model.RL_3.1462
OG0004426	XP_009127882.1, XP_033132159.1, XP_009105855.1	evm.model.RL_3.1586
OG0004427	XP_009104877.1	evm.model.RL_3.1604, evm.model.RL_3.1605
OG0004428	XP_009104702.1, XP_033131086.1, XP_009128110.1	evm.model.RL_3.1968
OG0004429	XP_009128052.1, XP_009106127.1	evm.model.RL_3.1872
OG0004430	XP_009104755.1	evm.model.RL_3.1868
OG0004431	XP_033131153.1, XP_033130930.1, XP_009127958.2	evm.model.RL_3.1687
OG0004432	XP_009128303.1, XP_009106574.1, XP_009104568.1	evm.model.RL_3.2255
OG0004433	XP_009106612.1	evm.model.RL_3.2301
OG0004434	XP_009104538.1, XP_033140665.1, XP_009106650.1	evm.model.RL_3.2330
OG0004436	XP_009146570.1, XP_009124688.1, XP_033142334.1	evm.model.RL_1.1190
OG0004437	XP_009117176.1, XP_009146415.1, XP_009135355.1	evm.model.RL_1.1329
OG0004438	XP_009117104.1, XP_009146399.1, XP_009135369.1	evm.model.RL_1.1342
OG0004440	XP_009116467.1, XP_009135429.1	evm.model.RL_1.1431, evm.model.RL_1.1435
OG0004441	XP_009135438.1, XP_009146258.1, XP_009115573.1	evm.model.RL_1.1460
OG0004442	XP_009146240.1, XP_009115508.1	evm.model.RL_1.1476
OG0004443	XP_009114832.1, XP_009114839.1	evm.model.RL_1.1546, evm.model.RL_1.1550_evm.model.RL_1.1554, evm.model.RL_1.1545, evm.model.RL_1.1549, evm.model.RL_1.1553
OG0004444	XP_018513024.2, XP_009145881.2, XP_033148769.1	evm.model.RL_1.1769
OG0004445	XP_009145739.1	evm.model.RL_1.1892
OG0004446	XP_009135664.1, XP_009111263.1, XP_033147571.1	evm.model.RL_1.1924
OG0004447	XP_009135712.1, XP_009145536.1, XP_009109996.1	evm.model.RL_1.2015
OG0004448	XP_009135713.2, XP_009145534.2, XP_033142077.1	evm.model.RL_1.2017
OG0004449	XP_033130653.1, XP_018512659.1, XP_009145486.1	evm.model.RL_1.2261, evm.model.RL_1.2053
OG0004450	XP_009135773.1, XP_009145445.1, XP_009109307.1	evm.model.RL_1.2109
OG0004451	XP_009108088.1, XP_009135852.2, XP_009102644.1	evm.model.RL_1.2224
OG0004452	XP_009117031.1	evm.model.RL_6.527
OG0004453	XP_009112495.1, XP_009102239.1	evm.model.RL_1.3033
OG0004454	XP_009150749.1, XP_009102266.2, XP_009112471.1	evm.model.RL_1.2998
OG0004455	XP_009145035.2, XP_009150709.1	evm.model.RL_1.3096
OG0004456	XP_009112672.1, XP_009102019.1	evm.model.RL_6.1702
OG0004457	XP_009144844.1, XP_009147686.1	evm.model.RL_5.3707
OG0004458	XP_009144897.1, XP_009107179.1, XP_009147763.1	evm.model.RL_5.1921
OG0004460	XP_033146809.1, XP_009147954.1, XP_009107344.1	evm.model.RL_5.2148
OG0004461	XP_009132989.1, XP_009141381.1	evm.model.RL_6.1530
OG0004462	XP_009137089.2, XP_033144800.1, XP_009136642.2	evm.model.RL_7.1198
OG0004463	XP_009139276.1, NP_001288953.1, XP_009116089.1	evm.model.RL_7.983.1.687c84b7
OG0004464	XP_009103952.1, XP_009116213.1	evm.model.RL_7.859, evm.model.RL_7.919, evm.model.RL_7.858
OG0004465	XP_033146543.1	evm.model.RL_7.738
OG0004466	XP_009104017.1, XP_009116370.1, XP_009139080.1, XP_009139077.1	evm.model.RL_7.694
OG0004467	XP_009132660.1, XP_009127182.1	evm.model.RL_8.1419
OG0004468	XP_033146232.1, XP_009116502.1, XP_033131119.1	evm.model.RL_7.548.1.687c84b5
OG0004469	XP_033136066.1, XP_009104118.1	evm.model.RL_7.539, evm.model.RL_6.1927
OG0004470	XP_009116537.2, XP_009138947.2, XP_009104153.1	evm.model.RL_7.501
OG0004471	XP_009133723.1, XP_009142326.2	evm.model.RL_6.2661
OG0004472	XP_009116808.1, XP_009138771.1	evm.model.RL_7.228
OG0004474	XP_009116970.2, XP_009104407.1, XP_009138680.2	evm.model.RL_7.65
OG0004475	XP_033148233.1, XP_009107316.2	evm.model.RL_5.2100
OG0004477	XP_033136289.1	evm.model.RL_8.1039
OG0004480	XP_009141353.1	evm.model.RL_6.1486
OG0004481	XP_033133965.1	evm.model.RL_2.2875
OG0004483	XP_018509115.2	evm.model.RL_3.1422
OG0004485	XP_033130902.1, XP_018508475.2, XP_009106255.2	evm.model.RL_7.399
OG0004492	XP_009107970.1	evm.model.RL_1.2247
OG0004493	XP_009102944.1, XP_009102435.1	evm.model.RL_1.2394
OG0004493	XP_018508678.1	evm.model.RL_1.2396
OG0004498	XP_033140171.1, XP_009137774.1, XP_009109105.2	evm.model.RL_2.2339
OG0004499	XP_009109087.1, XP_009129548.1, XP_009137795.1	evm.model.RL_2.2370
OG0004500	XP_009129172.1, XP_009137814.1, XP_009109068.2	evm.model.RL_2.2407
OG0004501	XP_009109013.1, XP_033143332.1, XP_009128201.1	evm.model.RL_2.2519
OG0004502	XP_009126846.1, XP_009132131.1, XP_009120258.1	evm.model.RL_8.1808
OG0004503	XP_009127969.1, XP_009108995.1	evm.model.RL_2.2543.1.687c86e6
OG0004504	XP_009137927.1, XP_009127778.1	evm.model.RL_6.279
OG0004505	XP_009137942.1, XP_009108980.1	evm.model.RL_2.2571
OG0004506	XP_009108970.1, XP_033130748.1, XP_033142577.1	evm.model.RL_2.2585
OG0004507	XP_009104128.1, XP_009138968.1	evm.model.RL_7.560, evm.model.RL_7.531
OG0004508	NP_001288969.1, NP_001288822.1, NP_001288879.1	evm.model.RL_2.2692
OG0004509	XP_009126340.1	evm.model.RL_2.2725
OG0004510	XP_009108891.1	evm.model.RL_6.442
OG0004511	XP_009108821.1, XP_009125130.1, XP_033142609.1	evm.model.RL_2.2816
OG0004512	XP_033132474.1, XP_009113342.1, XP_033144742.1	evm.model.RL_2.2960
OG0004513	XP_009138296.1, XP_009112299.1	evm.model.RL_2.2971.1.687c86e7
OG0004514	XP_033133301.1, XP_033144780.1	evm.model.RL_2.1219
OG0004515	XP_009113270.1, XP_009103223.1, XP_009138564.1	evm.model.RL_3.502
OG0004516	XP_009113138.1	evm.model.RL_3.345
OG0004517	XP_033128952.1	evm.model.RL_5.1004
OG0004518	XP_009137305.1	evm.model.RL_2.1881
OG0004519	XP_009101338.1, XP_009114231.1, NP_001288983.1	evm.model.RL_7.2699
OG0004520	XP_033136917.1	evm.model.RL_3.1212, evm.model.RL_8.1332
OG0004521	XP_033136467.1, XP_009129582.1, XP_033128920.1	evm.model.RL_7.2434, evm.model.RL_7.2433
OG0004522	XP_009151893.1	evm.model.RL_7.2213
OG0004523	XP_009111612.1, XP_009151834.1, XP_009129351.1	evm.model.RL_7.2147
OG0004524	XP_009111795.1, XP_018511869.1, XP_009151770.1	evm.model.RL_7.2072
OG0004525	XP_009124230.1	evm.model.RL_2.567
OG0004525	XP_009127393.2	evm.model.RL_3.908.1.687c84bb
OG0004527	XP_009135239.1, XP_009120504.1, XP_009146607.1	evm.model.RL_1.1158.1.687c87ec
OG0004528	XP_009126953.1	evm.model.RL_8.1703
OG0004529	XP_009120741.2, XP_009135221.2, XP_009146621.1	evm.model.RL_1.1134
OG0004530	XP_009126658.1	evm.model.RL_8.2059
OG0004531	XP_009120102.1, XP_009126980.1, XP_009132351.1	evm.model.RL_8.1666.1.687c855c
OG0004532	XP_009132329.1, XP_009127048.3, XP_009120137.1	evm.model.RL_8.1698
OG0004533	NP_001288981.1, XP_009132189.2	evm.model.RL_8.1738, evm.model.RL_8.1739
OG0004534	XP_009120188.1, XP_009142679.1	evm.model.RL_8.1750
OG0004535	XP_009120268.1, XP_009126834.2	evm.model.RL_8.1829
OG0004536	XP_009132094.2, XP_009120309.1, XP_009126805.1	evm.model.RL_8.1864
OG0004537	XP_009151588.1, XP_009129696.1	evm.model.RL_4.747
OG0004538	XP_009131297.1, XP_009125868.1, XP_009121829.2	evm.model.RL_4.2333
OG0004539	XP_033137895.1, XP_033142453.1, XP_009125862.2	evm.model.RL_4.2345
OG0004540	XP_033137887.1, XP_009131254.1, XP_009125846.2	evm.model.RL_4.2380
OG0004541	XP_009125834.1	evm.model.RL_4.2398
OG0004542	XP_009131196.2	evm.model.RL_4.2473
OG0004543	XP_009122034.2, XP_009131171.1	evm.model.RL_4.2518
OG0004544	XP_033141001.1, XP_009122070.1, XP_033142802.1	evm.model.RL_4.2550
OG0004545	XP_009122498.1, XP_009131103.1, XP_033140958.1	evm.model.RL_4.2666
OG0004546	XP_009122417.1, XP_033140837.1, XP_033144931.1	evm.model.RL_4.2743
OG0004547	XP_009130990.2	evm.model.RL_4.2804
OG0004548	XP_009136931.2	evm.model.RL_2.1398
OG0004549	XP_033144294.1, XP_033144293.1, XP_033129858.1, XP_033133289.1	evm.model.RL_2.1409
OG0004550	XP_009108413.2, XP_009136994.1, XP_009132524.1	evm.model.RL_2.1473
OG0004551	XP_009137261.1	evm.model.RL_8.542
OG0004552	XP_033132931.1, XP_033144044.1, XP_009137139.1	evm.model.RL_2.1870
OG0004553	NP_001288936.1, XP_009137157.1, XP_009137359.1	evm.model.RL_2.1872
OG0004554	XP_009137634.1, XP_009137412.2	evm.model.RL_2.1917.1.687c86e4
OG0004557	XP_009107449.2	evm.model.RL_5.2294, evm.model.RL_5.2293
OG0004558	XP_009113698.1, XP_009102930.2	evm.model.RL_5.3082
OG0004559	XP_009109716.2, XP_009102909.1, XP_009113661.1	evm.model.RL_5.3052
OG0004560	XP_009113652.1, XP_009102901.1, XP_009109711.1	evm.model.RL_5.3048
