Orthogroup	Brassica_rapa	Noccaea_praecox
OG0002698	XP_033138427.1	Np003G144710
OG0002699	XP_009107516.1, XP_009126186.1	Np003G144760
OG0002700	XP_009126242.1, XP_009131635.1	Np003G145680
OG0002700	XP_009102087.1	Np007G421380
OG0002701	XP_033129713.1	Np001G017260
OG0002702	XP_009103981.1	Np001G060150
OG0002702	XP_009141889.1	Np007G386780, Np006G331700
OG0002703	XP_009115179.1, XP_009109605.1	Np004G213500
OG0002704	XP_009133115.1, XP_009141626.1	Np006G337870
OG0002704	XP_033137092.1	Np001G056140
OG0002705	XP_009116111.1, XP_009139253.1	Np001G057340
OG0002706	XP_009106669.1	Np002G072130
OG0002706	XP_009149069.1	Np004G239930
OG0002707	XP_033131773.1	Np002G081140
OG0002707	XP_009149249.1	Np004G238020
OG0002708	XP_009128096.1	Np002G078070
OG0002708	XP_009149449.1	Np004G235850
OG0002709	XP_009106356.1	Np002G075640
OG0002709	XP_009149608.1, XP_009103299.1	Np004G234150
OG0002710	XP_009105806.2	Np002G083750
OG0002711	XP_009127781.1	Np002G085630
OG0002711	XP_009103138.2, XP_009115478.1	Np004G229190
OG0002712	XP_033130124.1	Np004G209020
OG0002712	XP_009127661.1, XP_009105417.1	Np002G088770
OG0002714	XP_009117845.1, XP_009110506.1, XP_009148897.1	Np004G241260
OG0002715	XP_009129220.2	Np001G027050
OG0002716	XP_009148363.1	Np004G248460
OG0002716	XP_009118258.1	Np004G248470
OG0002717	XP_033143161.1	Np003G143440
OG0002717	XP_009128147.1	Np002G077130, Np006G334770
OG0002718	XP_009126179.1	Np003G144630
OG0002718	XP_033138380.1	Np003G144580
OG0002719	XP_009130001.1	Np001G012050
OG0002720	XP_009115772.1	Np001G052580
OG0002721	XP_009151976.1	Np001G050330
OG0002721	XP_009150969.1	Np001G011770
OG0002722	XP_009127717.1	Np002G087300
OG0002722	XP_009127695.1	Np002G087680, Np002G096620
OG0002723	XP_009128274.1, XP_009106458.1	Np002G073840
OG0002724	XP_009149558.1	Np004G234650
OG0002724	XP_009106301.1, XP_009104677.1	Np002G076480
OG0002725	XP_009146550.1	Np007G408080
OG0002725	XP_009124680.2	Np007G408090
OG0002726	XP_009146244.2, XP_009115530.2	Np007G403690
OG0002726	XP_009147645.1	Np004G193810
OG0002727	XP_009114826.2, XP_009135480.2, XP_009146158.1	Np007G390490
OG0002728	XP_009112103.1, XP_009135620.1	Np007G395850
OG0002729	XP_009144938.1	Np004G196280
OG0002730	XP_009135765.1, XP_009145464.1, XP_009109403.2	Np007G382010
OG0002730	XP_009109391.2, XP_009145463.1	Np007G382000
OG0002731	XP_009145329.3	Np007G383190
OG0002731	XP_009108864.1	Np005G303920
OG0002733	XP_009107309.1, XP_009147907.1, XP_009102051.1	Np004G198370
OG0002734	XP_009115191.1, XP_009109616.1	Np004G213380
OG0002735	XP_009103858.2, XP_009138339.1, XP_009116025.1	Np001G056120, Np007G390820
OG0002736	XP_009133223.1, XP_009141712.1	Np006G336300
OG0002736	XP_009116096.1	Np001G057180
OG0002737	XP_009142708.1	Np006G331030
OG0002737	XP_009116346.1	Np001G060600, Np001G058230
OG0002738	XP_009101464.1	Np002G124570, Np003G184100
OG0002738	XP_009101404.1	Np006G322710
OG0002739	XP_033137031.1	Np001G051100
OG0002740	XP_009104196.1	Np001G064460
OG0002741	XP_009105396.2, XP_009121757.2	Np002G088950
OG0002741	XP_009115319.2, XP_033135068.1	Np004G201390
OG0002743	XP_009108783.1	Np005G263770
OG0002744	XP_033145466.1	Np004G248500
OG0002745	XP_009118173.2, XP_009148512.2	Np004G246340
OG0002747	XP_009146176.2, XP_009135845.1	Np007G390270
OG0002747	XP_018510802.1	Np002G081540
OG0002748	XP_033142812.1, XP_033140966.1, XP_033138405.1	Np003G136020
OG0002749	XP_009132301.1, XP_033142008.1	Np003G157660
OG0002753	XP_009144375.1	Np005G276590
OG0002753	XP_009102000.1, XP_033136500.1	Np007G371780
OG0002754	XP_009109057.1, XP_009129033.1	Np005G275590
OG0002755	XP_009117100.1, XP_009140596.1, XP_009126691.1	Np006G364890
OG0002757	XP_033134127.1	Np007G377560
OG0002757	XP_009112198.1, XP_009138297.1	Np005G264820
OG0002758	XP_009108681.2, XP_009105909.1	Np005G265850
OG0002759	XP_009102673.1, XP_009108140.1	Np004G215230
OG0002760	XP_009151434.1	Np005G281300, Np004G205300
OG0002762	XP_009105258.1	Np002G118760
OG0002762	XP_033136604.1	Np004G246740
OG0002763	XP_009114228.2, XP_009101333.1	Np004G241510
OG0002764	XP_018514981.1	Np004G243140
OG0002764	XP_009152157.1	Np001G024250
OG0002765	XP_009129453.1	Np001G021600
OG0002765	XP_033140845.1, XP_009131063.2	Np003G134680
OG0002766	XP_009139744.1	Np005G312440
OG0002766	XP_033130822.1	Np006G359230
OG0002767	XP_009112971.2, XP_009124339.1	Np002G121780
OG0002767	XP_009110627.1	Np004G244840
OG0002768	XP_009126928.1	Np003G157330
OG0002768	XP_009124813.1	Np005G279500
OG0002769	XP_009146930.1	Np007G413440
OG0002770	XP_009137485.1, XP_009138695.1	Np005G281420
OG0002770	XP_009132697.1	Np003G172410
OG0002771	XP_009125328.1	Np003G136410
OG0002771	XP_009150591.1	Np001G003590
OG0002772	XP_009150453.1	Np001G005270
OG0002772	XP_009122502.1	Np003G135360
OG0002773	XP_009122336.1	Np003G133400
OG0002773	XP_033143271.1	Np001G008860
OG0002774	XP_009101630.1	Np001G038720
OG0002775	XP_009137032.1	Np005G288750
OG0002775	XP_009101638.1	Np001G038900
OG0002776	XP_009137195.2	Np005G286900
OG0002776	XP_009108497.1	Np005G286910
OG0002777	XP_009137218.1, XP_009108535.1, XP_009135393.2, XP_009135379.1	Np005G286350
OG0002779	XP_009114765.1	Np004G208390
OG0002780	XP_009107907.1	Np004G204820
OG0002781	XP_033142581.1, XP_009134121.1	Np005G269620
OG0002782	XP_009112537.1	Np006G369060
OG0002782	XP_009109429.1, XP_009128894.2	Np005G262150
OG0002783	XP_009117425.3, XP_009109989.1	Np006G370910, Np005G307110
OG0002784	XP_009108335.1, XP_009114289.1, XP_009101442.1	Np005G294520
OG0002785	XP_009108026.1	Np005G309960
OG0002785	XP_009123668.1	Np007G389930
OG0002786	XP_009102341.1	Np007G389740
OG0002786	XP_009108020.2, XP_009108022.1	Np005G310020
OG0002787	XP_009124259.1	Np005G310440
OG0002788	XP_033146653.1	Np005G305290
OG0002788	XP_009135850.1, XP_018508327.1	Np007G384260
OG0002789	XP_009107798.1	Np005G304390
OG0002790	XP_009145390.2	Np007G383020
OG0002790	XP_009108947.1	Np007G383040
OG0002791	XP_009145466.1	Np007G381890
OG0002791	XP_033144769.1, XP_009147392.1	Np005G303040
OG0002792	XP_009139984.1	Np005G317160
OG0002793	XP_009142463.1, XP_009142574.1	Np006G322020, Np003G182030
OG0002793	XP_009104372.1	Np001G068410
OG0002794	XP_009143123.2	Np006G324580
OG0002794	XP_009116754.2, XP_009138817.1	Np001G066570
OG0002795	XP_009116713.1, XP_009138843.1	Np001G065830
OG0002796	XP_009133615.1	Np003G153790, Np006G326740
OG0002797	XP_009142053.1, XP_009142820.2	Np006G328760
OG0002798	XP_009142776.1, XP_009133511.2	Np006G329650
OG0002800	XP_009125512.1	Np003G128010
OG0002801	XP_009120766.2, XP_009131818.2	Np003G149110
OG0002802	XP_009124332.1	Np001G043600
OG0002803	XP_009149935.1	Np001G046860
OG0002804	XP_009115705.1	Np001G051710
OG0002804	XP_009103462.1	Np001G001590
OG0002805	XP_018510939.1	Np004G252300
OG0002806	XP_009134479.1	Np003G187730
OG0002807	XP_009144526.2, XP_009134374.2	Np003G185660
OG0002807	XP_033147974.1	Np004G256980
OG0002808	XP_009143993.1	Np006G356800
OG0002808	XP_009119194.1	Np004G254930
OG0002809	XP_009132779.1, XP_009144217.2, XP_009118554.1	Np006G355070
OG0002810	XP_009144273.2	Np004G253060
OG0002810	XP_009141099.2	Np006G353910
OG0002811	XP_009144393.1	Np006G360470
OG0002812	XP_018514149.2	Np006G360770
OG0002812	XP_009148092.2	Np004G251010
OG0002813	XP_009121669.1	Np003G141280
OG0002814	XP_009147370.1, XP_009134654.1	Np007G423760
OG0002815	XP_009119215.1	Np007G422230
OG0002815	XP_009107521.1	Np003G144790
OG0002817	XP_009125000.1	Np007G420750
OG0002817	XP_033141891.1, XP_009131669.1	Np003G146310
OG0002818	XP_009134806.1	Np007G419440
OG0002818	XP_009111932.1	Np001G015350
OG0002819	XP_009124936.1	Np007G417410
OG0002820	XP_033147346.1	Np007G417000
OG0002821	XP_009124640.1, XP_009147125.1	Np007G416390
OG0002822	XP_009134772.1	Np007G420400
OG0002822	XP_033130901.1	Np007G422450
OG0002823	XP_009115972.1	Np001G054980
OG0002823	XP_009141570.2	Np006G339450
OG0002824	XP_009139279.1	Np001G056830
OG0002824	XP_009133209.1	Np006G336540
OG0002825	XP_009104453.1	Np006G360740
OG0002825	XP_009148942.1	Np004G240820
OG0002826	XP_009104497.1	Np002G071570
OG0002826	XP_009117784.1	Np004G240210
OG0002827	XP_009149197.1, XP_009110405.1	Np004G238570
OG0002827	XP_009105927.1	Np002G082110
OG0002828	XP_033134650.1	Np004G238520
OG0002828	XP_009105932.1, XP_018512273.2	Np002G082040
OG0002829	XP_009105977.2	Np002G081320
OG0002830	XP_009110321.1	Np004G236890
OG0002831	XP_033131375.1	Np002G078880
OG0002831	XP_009117578.1	Np004G236750
OG0002832	XP_009149532.1	Np004G234960
OG0002832	XP_009106282.1	Np002G076720
OG0002833	XP_009149531.1	Np004G234950
OG0002833	XP_009106283.1	Np002G076710
OG0002834	XP_009110077.1	Np004G229480
OG0002834	XP_009127784.3	Np002G085550
OG0002835	XP_033140924.1	Np002G087360
OG0002835	XP_009109917.1	Np004G225230
OG0002836	XP_009127674.1	Np002G088230
OG0002836	XP_009109894.2, XP_009115339.1	Np004G209010
OG0002837	XP_009127632.1, XP_009105388.1	Np002G089200
OG0002838	XP_009137440.2, XP_009109254.1	Np005G282550
OG0002840	XP_009109490.2	Np005G261220
OG0002840	XP_009140284.1	Np006G369910
OG0002841	XP_009143996.1	Np006G356850
OG0002841	XP_009119203.1	Np007G409830, Np004G254950
OG0002842	XP_009118711.1, XP_009111159.2	Np002G113440, Np004G257170
OG0002843	XP_009130109.1	Np001G010680
OG0002844	XP_009131430.1, XP_009121622.1	Np003G141810
OG0002845	XP_009131702.1, XP_009120942.1, XP_009126285.1	Np003G146650
OG0002846	XP_009151293.1, XP_033140558.1	Np001G016250
OG0002847	XP_009129918.2, XP_018509245.2, XP_033133355.1, XP_033146272.1	Np007G408410, Np004G190280
OG0002848	XP_009130063.1	Np001G011790
OG0002848	XP_033136871.1	Np001G050380
OG0002849	XP_009149749.1	Np001G050220
OG0002849	XP_009150952.1	Np001G011530
OG0002850	XP_033144965.1	Np002G110620, Np002G110230, Np001G008750
OG0002850	XP_009137074.2	Np001G008800
OG0002851	XP_009150900.1	Np001G010840
OG0002851	XP_009149792.1	Np001G049520
OG0002852	XP_033140402.1, XP_033140424.1, XP_033138606.1, XP_033140401.1, XP_009150889.1, XP_009141613.1	Np001G010740
OG0002853	XP_033140414.1, XP_009150119.1	Np001G008660
OG0002855	XP_033143134.1	Np007G424690
OG0002855	XP_033138849.1	Np003G154150
OG0002856	XP_009149925.1	Np001G046990
OG0002856	XP_009120381.1	Np003G154180
OG0002857	XP_009136539.1	Np001G051340
OG0002858	XP_009151884.1, XP_009149757.2	Np001G050160
OG0002858	XP_009151870.1	Np006G341590
OG0002859	XP_033143203.1, XP_009126670.1	Np003G152620
OG0002859	XP_009120490.1	Np001G045830
OG0002860	XP_009108847.1	Np005G264850
OG0002860	XP_009121221.2	Np007G377520
OG0002861	XP_033134978.1	Np004G258050
OG0002861	XP_009105765.1	Np002G084310
OG0002862	XP_009104762.1, XP_009106106.2, XP_009106105.2	Np002G079280
OG0002863	XP_009106722.1	Np002G071250
OG0002863	XP_009149022.1	Np004G240410
OG0002864	XP_009135306.1, XP_009124755.1, XP_009146490.1	Np007G407520
OG0002865	XP_009135323.1, XP_009146455.1	Np007G406720
OG0002866	XP_009146429.1	Np007G406350
OG0002866	XP_009147532.1	Np004G191750
OG0002867	XP_009146418.1	Np007G406080
OG0002867	XP_009106937.1	Np004G191960
OG0002868	XP_033137390.1, XP_009135443.1, XP_009146243.1	Np007G403680
OG0002869	XP_009147805.1	Np004G196330
OG0002869	XP_009135690.1, XP_009145620.1	Np011G436170
OG0002870	XP_009109522.2	Np005G260790
OG0002872	XP_033131096.1	Np007G377040
OG0002873	XP_033148657.1, XP_009108994.2	Np005G273510
OG0002874	XP_009112679.1	Np007G371510
OG0002874	XP_009137763.1	Np005G276810
OG0002875	XP_009147796.1, XP_009144936.1	Np004G196240
OG0002875	XP_009145616.1	Np011G436220, Np012G436900
OG0002876	XP_009147789.1	Np004G196120
OG0002876	XP_009144984.2, XP_033128466.1	Np004G198340
OG0002877	XP_033134471.1	Np001G058530
OG0002878	XP_009133448.1	Np006G331190
OG0002878	XP_018510027.1	Np001G060560
OG0002879	XP_009116415.1	Np001G061600
OG0002879	XP_009141984.1	Np006G330360
OG0002880	XP_009116438.1	Np001G061950
OG0002880	XP_009122173.1	Np003G130740
OG0002885	XP_018514493.1, XP_009146048.1, XP_009135509.1, XP_033143957.1, XP_009141415.1	Np007G391840, Np004G193340
OG0002886	XP_009126107.1, XP_009121491.1	Np003G143400, Np002G073610
OG0002887	XP_009121007.1, XP_033143060.1, XP_033143061.1, XP_009126241.1	Np003G145630
OG0002887	XP_018512179.1	Np003G141530
OG0002890	XP_018508762.1	Np007G371820
OG0002890	XP_009109096.1	Np005G276530
OG0002891	XP_009140504.1	Np006G366620
OG0002891	XP_009137924.1	Np005G273240
OG0002892	XP_009117078.2, XP_009140629.1	Np006G364360
OG0002892	XP_009126505.1	Np005G271070
OG0002893	XP_009126353.1	Np005G270820
OG0002893	XP_009117066.1	Np006G364140
OG0002894	XP_009123310.1	Np001G044010
OG0002894	XP_009125713.1	Np005G269980
OG0002895	XP_009117035.2	Np006G363110
OG0002895	XP_009125229.1	Np005G263070
OG0002896	XP_009120274.1	Np005G263920
OG0002896	XP_009136242.1	Np007G379340
OG0002897	XP_009109269.1	Np005G265370
OG0002897	XP_009121212.1	Np007G377160
OG0002898	XP_033147760.1, XP_033147762.1	Np007G377050
OG0002899	XP_009114906.1, XP_009145197.1	Np004G219720
OG0002900	XP_009133032.1	Np006G340160
OG0002900	XP_009145334.1	Np005G297400
OG0002901	XP_009144419.1	Np004G247980
OG0002901	XP_009113180.2	Np002G116670
OG0002902	XP_009105208.1, XP_009105227.1	Np002G118740
OG0002903	XP_009110504.1, XP_009148900.1, XP_009117843.1	Np004G241220
OG0002904	XP_033133796.1	Np004G241770
OG0002904	XP_009101297.1	Np001G026430
OG0002905	XP_009111591.1, XP_009129380.1	Np001G020050
OG0002906	XP_009112751.2, XP_009112933.2	Np002G122810
OG0002906	XP_033145430.1	Np005G319230
OG0002907	XP_009120262.1	Np003G155970
OG0002907	XP_009137559.1	Np005G280120
OG0002908	XP_009132091.1, XP_009120316.1	Np003G155060
OG0002909	XP_009122720.2	Np007G411520
OG0002909	XP_009130837.2	Np003G129410
OG0002910	XP_009146694.1	Np007G410070
OG0002911	XP_009135230.1	Np007G409010
OG0002911	XP_009125949.1	Np003G140720
OG0002912	XP_033140814.1, XP_009119917.1	Np003G161430
OG0002912	XP_009115399.1	Np004G226420
OG0002913	XP_009127085.1, XP_009119976.1	Np003G163060
OG0002913	XP_009143267.2	Np005G278240
OG0002914	XP_009120114.1	Np003G158440
OG0002915	XP_018512220.1, XP_009120321.1, XP_009132086.2, XP_009126795.2	Np003G155000, Np003G154830
OG0002916	XP_009109817.2, XP_009109821.2	Np004G210220, Np004G209980
OG0002917	XP_009125838.1, XP_009121897.1	Np003G138670
OG0002917	XP_009111684.1	Np001G013710
OG0002918	XP_009136376.1	Np001G010260
OG0002918	XP_009122440.1	Np003G134450
OG0002919	XP_009125700.2, XP_009131008.2	Np003G133760
OG0002919	XP_033138438.1	Np003G133770
OG0002920	XP_009122361.1	Np003G133010
OG0002920	XP_009130192.1	Np001G007840
OG0002921	XP_009144582.1	Np005G295510
OG0002921	XP_009101424.1	Np005G285650
OG0002922	XP_033142013.1, XP_009101479.1, XP_009130911.1	Np005G293690
OG0002923	XP_033142729.1, XP_009135013.1	Np005G286790
OG0002924	XP_009128630.2	Np003G182040, Np003G181830
OG0002924	XP_009136152.2	Np005G284800
OG0002925	XP_009136321.1, XP_009137299.1	Np005G284620
OG0002926	XP_009113616.1	Np003G178460
OG0002927	XP_033147546.1, XP_009114783.1	Np004G206870
OG0002928	XP_009104891.1	Np002G083390
OG0002929	XP_009145353.1, XP_009103246.1	Np004G232480
OG0002931	XP_018509315.1, XP_018513560.1, XP_009151452.1, XP_009109286.1, XP_009138380.1	Np005G267000
OG0002932	XP_009139866.1	Np005G268710
OG0002932	XP_009140467.1	Np006G367060
OG0002933	XP_009123833.1	Np005G269300
OG0002933	XP_009117296.1	Np006G367720
OG0002934	XP_009109400.1, XP_009132311.1	Np005G262750
OG0002936	XP_009150026.2, XP_009109502.1	Np005G261110
OG0002937	XP_009101910.1, XP_009144504.2	Np005G260940
OG0002938	XP_009109546.1	Np005G260400
OG0002938	XP_009134016.2, XP_009117454.1	Np006G371300
OG0002939	XP_018515018.2, XP_009113487.2, XP_009134096.1	Np003G175620
OG0002940	XP_009132978.1	Np005G286170
OG0002940	XP_009134086.1	Np003G175450
OG0002941	XP_033133164.1, XP_009138379.1, XP_009151594.1, XP_009151705.1	Np005G307380
OG0002942	XP_009108100.1	Np005G306180
OG0002942	XP_009102589.1	Np007G385390
OG0002943	XP_009125176.1, XP_033145809.1	Np005G318900
OG0002944	XP_009116918.2	Np001G068880
OG0002944	XP_009142535.1	Np006G321300
OG0002945	XP_009120342.1, XP_009147290.1	Np007G423390
OG0002946	XP_009142659.1, XP_009133771.1	Np006G323020
OG0002946	XP_009138762.1	Np001G067190, Np001G067540
OG0002947	XP_009138841.1	Np001G066090
OG0002947	XP_009142304.1	Np006G325040
OG0002949	XP_033148313.1	Np006G325660
OG0002950	NP_001288967.1	Np001G000130
OG0002950	XP_009149006.1, XP_033136984.1	Np001G053240
OG0002951	XP_009142232.1	Np006G326320
OG0002951	XP_033148359.1	Np006G326310
OG0002952	XP_009142217.1	Np006G326640
OG0002952	XP_009116631.1	Np001G064880
OG0002953	XP_009142942.1	Np006G326930
OG0002953	XP_033135976.1	Np001G064820
OG0002954	XP_033135970.1	Np001G064790
OG0002954	XP_009142931.1	Np006G327000
OG0002955	XP_009146971.1, XP_033144012.1	Np007G414030
OG0002956	XP_033138587.1	Np003G149410
OG0002956	XP_009126507.2, XP_033138519.1, XP_033138515.1	Np003G149720
OG0002957	XP_009150196.1	Np001G045290
OG0002957	XP_009131934.2	Np003G152020
OG0002958	XP_033141994.1, XP_033141995.1, XP_033142430.1	Np003G151210, Np003G151280
OG0002959	NP_001288928.1	Np001G003270
OG0002960	XP_009103426.1, XP_009112373.2, XP_009112378.2, XP_009112374.2, XP_033140772.1, XP_033140770.1, XP_009141044.1	Np001G002060
OG0002961	XP_009103512.2	Np001G000810
OG0002961	XP_033136989.1	Np001G052470
OG0002962	XP_009120050.1, XP_009107409.1	Np004G200330
OG0002963	XP_009111392.1, XP_033142127.1	Np003G188200
OG0002963	XP_009119674.1	Np004G258560
OG0002964	XP_009111301.1	Np003G186840
OG0002964	XP_018510523.1	Np003G186830
OG0002965	XP_033140981.1, XP_009131504.2	Np005G295810, Np001G040130
OG0002966	XP_009118682.2	Np004G256420
OG0002966	XP_009113950.1	Np001G040340
OG0002967	XP_009111125.2, XP_009118668.1	Np004G256180
OG0002968	XP_009118665.1	Np004G256120
OG0002968	XP_009101754.2, XP_009113971.3	Np001G040630
OG0002969	XP_009119289.1	Np004G255760
OG0002970	XP_033138316.1, XP_009118628.1	Np004G255660
OG0002971	XP_009111095.2	Np004G255670
OG0002971	XP_033143063.1, XP_033147605.1	Np006G357860
OG0002972	XP_009119197.1	Np004G254920
OG0002972	XP_009143988.1	Np006G356790
OG0002973	XP_009119083.1	Np004G253570
OG0002973	XP_009132771.1	Np006G348220, Np006G354700
OG0002974	XP_009122944.2	Np006G359990
OG0002974	XP_009118947.1	Np004G251860
OG0002975	XP_009108828.1	Np005G262910
OG0002975	XP_009125401.1	Np006G363160
OG0002976	XP_009131411.1	Np003G141430
OG0002976	XP_009134602.1	Np007G424910
OG0002977	NP_001288826.1	Np007G424840
OG0002977	XP_009121647.1	Np003G141600
OG0002978	XP_009132027.1, XP_009126728.2	Np003G153910
OG0002979	XP_009132389.2	Np003G160020
OG0002979	XP_009142687.1	Np005G278890
OG0002980	XP_009134820.1	Np007G419050
OG0002980	XP_018508090.1, XP_009111755.1	Np001G014950
OG0002981	XP_009129647.1, XP_009134876.1	Np007G417470
OG0002981	XP_009120923.1	Np003G146930
OG0002982	XP_009143601.1	Np006G339340
OG0002983	XP_009143564.1	Np006G338670
OG0002983	XP_009139432.1	Np001G055490
OG0002984	XP_033145303.1	Np006G338620
OG0002984	XP_009144121.1	Np006G338540
OG0002985	XP_009116031.3, XP_033145904.1	Np001G056230
OG0002986	XP_009125836.1	Np003G138650
OG0002987	XP_009117779.1	Np004G240100
OG0002988	XP_009149457.1	Np004G235790
OG0002990	XP_009115318.1	Np004G209140
OG0002991	XP_009109203.1	Np006G324610
OG0002992	XP_009148484.2	Np004G246850
OG0002993	XP_009118303.1	Np003G156610, Np004G249500, Np004G241850, Np007G423960
OG0002996	XP_009111709.1	Np001G014060
OG0002996	XP_033141212.1	Np001G014040
OG0002997	XP_009111902.1	Np001G015870
OG0002998	XP_009120871.1, XP_009146634.1	Np007G409260
OG0002999	XP_009122152.1, XP_009125601.1	Np006G360990
OG0003000	XP_009136444.1, XP_009130153.1, XP_033138938.1	Np001G009470
OG0003001	XP_009151343.1	Np001G007620
OG0003001	XP_009122365.1	Np003G132940
OG0003002	XP_009131933.1, XP_009120541.1	Np003G152010
OG0003003	XP_009149182.1	Np004G238790
OG0003003	XP_018508624.1	Np002G082530
OG0003004	XP_009147604.1	Np004G192990
OG0003005	XP_018513588.2	Np005G301720
OG0003005	XP_009114660.1, XP_009146068.1	Np007G391390
OG0003006	XP_009146394.1	Np005G301060
OG0003006	XP_009135507.1	Np007G391740
OG0003007	XP_009124512.1	Np005G300700, Np005G300360, Np007G391790
OG0003008	XP_009144999.2	Np004G199040
OG0003009	XP_009111697.2	Np007G396850
OG0003009	XP_009147869.1	Np004G197230
OG0003010	XP_009147782.1, XP_009144924.1	Np004G195950
OG0003011	XP_009123200.1	Np007G384820, Np007G384830
OG0003012	XP_033144200.1	Np007G386700
OG0003012	XP_009106012.2, XP_033130363.1	Np007G386690
OG0003013	XP_009112404.1, XP_009121185.1	Np007G376820
OG0003014	XP_009150755.2	Np001G021510, Np007G375100
OG0003015	XP_009102145.1	Np007G372970
OG0003015	XP_009128742.1	Np005G275110
OG0003016	XP_009144890.1	Np004G195340
OG0003016	XP_009145502.1	Np007G381170
OG0003017	XP_009104078.2, XP_009139005.1	Np001G062680, Np004G195470
OG0003018	XP_009116220.1	Np001G058790
OG0003018	XP_009141803.1	Np006G333830
OG0003019	XP_033142451.1	Np007G404800
OG0003019	XP_009116545.1	Np004G193260
OG0003020	XP_009133652.1, XP_009142239.1	Np006G326070
OG0003021	XP_009140719.1	Np002G079630
OG0003022	XP_009140206.1	Np005G314590
OG0003023	XP_033132301.1, XP_009131474.1	Np004G206760, Np007G392100
OG0003024	XP_033147283.1	Np004G201250
OG0003025	XP_009137550.2, XP_009139407.1	Np005G280300, Np005G280320
OG0003027	XP_009145714.1	Np007G380370
OG0003029	XP_033140020.1	Np006G369160, Np002G096180, Np007G414540, Np005G282510
OG0003031	XP_009125543.2, XP_033140881.1, XP_009125530.1, XP_033129290.1, XP_009130878.2	Np003G132150, Np003G132060
OG0003033	XP_009129299.1	Np005G275930
OG0003036	XP_009115347.1	Np005G264480
OG0003036	XP_009123232.1	Np007G378300
OG0003037	XP_009107945.1	Np005G265500
OG0003038	XP_009102667.1, XP_009114993.1	Np004G215540
OG0003039	XP_009118254.1	Np004G248340
OG0003039	XP_033133365.1, XP_009138566.2	Np002G114930
OG0003040	XP_009113267.1	Np002G115150, Np002G115160, Np002G115180, Np005G273970, Np005G284360
OG0003041	XP_009113184.1	Np002G116610
OG0003041	XP_009148412.1	Np004G247950
OG0003042	XP_033140676.1, XP_009151914.1	Np001G020310
OG0003042	XP_009139991.1	Np005G317320
OG0003043	XP_009105145.1, XP_009127394.1	Np002G099100
OG0003043	XP_009124229.1	Np005G310870
OG0003044	XP_009112702.1, XP_009113054.1	Np002G120760
OG0003045	XP_009121027.1	Np007G409660
OG0003046	XP_009119888.1	Np003G163880
OG0003046	XP_018508983.1	Np005G277100
OG0003047	XP_009130448.1, XP_009150507.1	Np001G004670
OG0003047	XP_009125762.1	Np003G135640
OG0003048	XP_009130268.1	Np001G005580
OG0003048	XP_009131085.1	Np003G135020
OG0003049	XP_009114296.1, XP_009128942.1	Np001G033180
OG0003050	XP_009128631.1	Np003G181820
OG0003050	XP_009108586.1	Np005G284780, Np005G284790
OG0003051	XP_009136588.1	Np005G284450
OG0003051	XP_009102714.1	Np003G181470
OG0003052	XP_009114731.1, XP_009107924.1	Np004G224600
OG0003053	XP_009134083.1	Np003G175340
OG0003055	XP_009109744.2, XP_009113689.1, XP_009102925.2	Np004G211080
OG0003056	XP_009113681.1, XP_009102921.1	Np004G211140
OG0003057	XP_009112442.1, XP_009150777.1, XP_009121096.1	Np007G375630
OG0003058	XP_033145482.1	Np006G366880
OG0003059	XP_009143704.1, XP_009133010.1	Np006G340930
OG0003060	XP_009134324.1, XP_009114533.1	Np003G183900
OG0003061	XP_009144590.1	Np005G295530
OG0003062	XP_033132299.1, XP_009124445.1	Np005G309950
OG0003062	XP_033143490.1	Np007G389890
OG0003063	XP_009102476.1	Np007G387400
OG0003064	XP_009102630.1, XP_009147054.1	Np007G384530, Np005G305630
OG0003065	XP_009109297.1	Np007G382370
OG0003066	XP_009112913.1	Np002G123350
OG0003067	XP_009138811.1, XP_009116762.1	Np001G066630
OG0003070	XP_009120760.1, XP_009126487.1, XP_033143944.1	Np001G043480
OG0003071	XP_009126590.1	Np003G151560
OG0003072	XP_033138136.1, XP_009120549.2, XP_009120547.2, XP_009126618.2, XP_009131930.1	Np003G151980
OG0003073	XP_009151162.1, XP_009111720.1	Np007G418030, Np001G014320
OG0003074	XP_009101260.1	Np001G050850
OG0003074	XP_009112204.1	Np001G002540
OG0003075	XP_009101448.1	Np001G050920
OG0003076	XP_009103473.1	Np001G001450
OG0003076	XP_009136548.1	Np001G052000
OG0003077	XP_009137424.1, XP_009137765.1	Np005G282710
OG0003078	XP_009136605.1, XP_009115803.1	Np001G053000
OG0003079	XP_009118831.2	Np004G259380
OG0003080	XP_009141151.1	Np006G355360
OG0003080	XP_009118571.1	Np004G253910
OG0003081	XP_033142401.1, XP_033135290.1	Np001G009250
OG0003081	XP_033145609.1	Np006G353450, Np006G353550, Np006G347230, Np006G347250, Np006G353480, Np006G353500, Np006G353470
OG0003082	NP_001288861.1	Np006G353270, Np006G347350
OG0003083	XP_009118447.2, XP_009118969.1	Np004G252250
OG0003083	XP_033145178.1	Np006G350580
OG0003084	XP_009103616.2, XP_009140817.1	Np006G358110
OG0003085	XP_009140787.1	Np006G361040
OG0003086	XP_033135300.1, XP_009121714.2, XP_009125955.2	Np003G140800
OG0003087	XP_033148194.1	Np007G422430
OG0003087	XP_009131588.1	Np003G144540
OG0003088	XP_009145312.1	Np007G383430
OG0003089	XP_009147210.1, XP_009124863.1	Np007G418380
