Orthogroup	Brassica_rapa	Alyssum_gmelinii
OG0002517	XP_009132469.1, XP_009119900.1	Ag008G686770
OG0002518	XP_033133285.1, XP_009137608.1	Ag003G250500
OG0002519	XP_009142587.1, XP_009137606.2, XP_033133001.1, XP_009132371.1	Ag003G250460
OG0002520	XP_009132344.1, XP_009120112.1	Ag008G696960
OG0002522	XP_009122524.1	Ag007G602560
OG0002522	XP_009150518.1, XP_009112134.1	Ag008G731150
OG0002523	XP_009144520.1, XP_009144529.1	Ag006G577660
OG0002523	XP_009128964.1	Ag002G114790, Ag002G123000
OG0002524	XP_033144312.1, XP_033143989.1	Ag006G551170
OG0002525	XP_009114710.1, XP_009145131.1, XP_033132365.1	Ag006G535150
OG0002526	XP_033133506.1	Ag007G580450
OG0002526	XP_033144027.1	Ag007G586250
OG0002527	XP_009141412.1	Ag002G162040
OG0002527	XP_009115026.1	Ag007G579770
OG0002528	XP_033134487.1, XP_009150757.2	Ag005G415160
OG0002528	XP_009147693.1	Ag003G287860
OG0002529	XP_009138478.1	Ag003G290690, Ag001G017030
OG0002529	XP_009117282.1	Ag006G523970
OG0002530	XP_009138514.2, XP_018509295.2	Ag003G291600
OG0002531	XP_009140346.1	Ag006G522760, Ag003G293270
OG0002532	XP_009109475.1, XP_009101568.2	Ag003G295040
OG0002533	XP_009124092.1, XP_009101947.1	Ag003G296930
OG0002535	XP_009128650.2, XP_009102715.1, XP_033143964.1	Ag002G143230
OG0002536	XP_009108560.1	Ag006G552760
OG0002536	XP_009114611.1	Ag002G141570
OG0002537	XP_009114589.1	Ag002G140850
OG0002537	XP_018511215.1	Ag004G303260
OG0002538	XP_009139566.2, XP_033132271.1	Ag005G405260
OG0002538	XP_033132269.1, XP_009139568.1, XP_009108086.1	Ag001G037830
OG0002539	XP_009139510.1	Ag001G036710
OG0002539	XP_009107772.1	Ag001G036720
OG0002541	XP_009138689.1, XP_009104411.1	Ag001G098440
OG0002542	XP_009142682.1	Ag002G203040
OG0002542	XP_009104316.1	Ag001G094990
OG0002543	XP_009142362.1, XP_009143169.1	Ag002G202530
OG0002543	XP_009116780.1	Ag001G094110
OG0002544	XP_009116651.1, XP_009104226.1	Ag001G091540
OG0002545	XP_009142760.1	Ag002G191470
OG0002545	XP_009116441.1	Ag001G084600
OG0002547	XP_009116427.1	Ag001G083950
OG0002547	XP_018514172.1	Ag002G190820
OG0002548	XP_009143384.1	Ag002G176690
OG0002548	XP_033145041.1	Ag006G495930
OG0002550	XP_009126455.1	Ag008G717730, Ag002G190770, Ag001G021780, Ag008G717690
OG0002551	XP_009137255.2	Ag001G052070
OG0002552	XP_033148873.1	Ag008G729550
OG0002553	XP_009103457.2	Ag008G734640
OG0002554	XP_009103502.1, XP_009112381.2, XP_033136600.1	Ag001G100050
OG0002555	XP_009118795.1, XP_009119676.1	Ag004G298730
OG0002556	XP_018510102.1	Ag006G514230, Ag006G545690
OG0002556	XP_009119660.1	Ag004G298880
OG0002557	XP_009118569.1	Ag004G304940
OG0002557	XP_018512677.1	Ag007G591080
OG0002558	XP_009142988.1	Ag003G251050
OG0002559	XP_009147440.1	Ag001G100410
OG0002559	XP_009125991.1, XP_033137828.1	Ag007G615170
OG0002560	XP_009131459.1, XP_009121583.1	Ag007G618100
OG0002560	XP_009134627.1, XP_009147398.1	Ag005G490270
OG0002561	XP_009121466.1, XP_018513145.1	Ag007G623080
OG0002562	XP_009151238.1	Ag007G637760
OG0002562	XP_009124212.1	Ag005G484720
OG0002566	XP_009141663.2, XP_009143490.1	Ag002G172370
OG0002567	XP_009149068.1	Ag004G324860
OG0002568	XP_009104709.1	Ag003G226430
OG0002568	XP_033129205.1	Ag004G332460
OG0002569	XP_009106261.1	Ag003G222490
OG0002569	XP_009149518.3, XP_009110234.1	Ag004G334090
OG0002570	XP_033141770.1, XP_009149526.1, XP_009104686.2	Ag003G222230
OG0002571	XP_009106320.1	Ag003G220060
OG0002571	XP_009103316.1	Ag004G335580
OG0002572	XP_009104627.1, XP_033141863.1, XP_009106395.1	Ag003G218270
OG0002573	XP_009105690.1	Ag004G346180
OG0002573	XP_033134495.1	Ag003G243110
OG0002574	XP_009105418.1, XP_033131654.1	Ag004G351450
OG0002575	XP_009110533.1, XP_009103767.2	Ag004G321090
OG0002577	XP_009118960.1	Ag004G306990
OG0002578	XP_009110994.2	Ag008G697910, Ag004G305470
OG0002578	XP_009119068.1, XP_009110993.1, XP_009119066.1	Ag002G128560
OG0002580	XP_009141204.1	Ag007G590160
OG0002580	XP_009119147.1	Ag004G304170, Ag004G304160
OG0002581	XP_009118789.2	Ag004G298800
OG0002582	XP_009141881.2, XP_009133428.1, XP_009143227.1	Ag002G186080
OG0002583	XP_009149730.1	Ag008G693110
OG0002583	XP_009150989.1	Ag008G722000
OG0002584	XP_009149926.1	Ag001G053020
OG0002584	XP_009132028.1	Ag008G706760
OG0002585	XP_009120484.1	Ag008G709510
OG0002586	XP_009105400.2, XP_009103360.2	Ag004G352030
OG0002587	XP_009149460.1	Ag004G332590
OG0002587	XP_009128104.1	Ag003G226110
OG0002588	XP_009106088.1	Ag003G231660
OG0002589	XP_009149207.1	Ag004G327580
OG0002589	XP_009105942.1, XP_009127950.1	Ag003G238700
OG0002591	XP_009146483.1	Ag005G469040
OG0002591	XP_009106881.1	Ag001G016720, Ag001G002320
OG0002592	XP_009147541.1	Ag001G003650
OG0002592	XP_009146420.1	Ag005G467560
OG0002593	XP_009107017.1, XP_009147646.1	Ag001G007300
OG0002593	XP_009146241.1	Ag005G463500
OG0002594	XP_009147669.1, XP_009144818.1	Ag001G007750, Ag005G463010, Ag006G549780, Ag002G112380
OG0002595	XP_009107142.1, XP_009147699.1	Ag005G461850
OG0002595	XP_009144857.1	Ag001G009010
OG0002596	XP_009114642.1	Ag005G460250, Ag005G454600
OG0002596	XP_009136729.1	Ag001G031690, Ag001G030540
OG0002597	XP_009146028.1	Ag005G458740
OG0002597	XP_009148003.1	Ag001G027310
OG0002598	XP_009113699.2, XP_009145967.1	Ag005G456770
OG0002599	XP_033142801.1, XP_009145452.1, XP_009135770.2	Ag005G440580, Ag005G440620
OG0002601	XP_009117222.1	Ag006G550970
OG0002601	XP_009125933.1	Ag003G279070
OG0002602	XP_009124707.1, XP_009135281.1	Ag005G469990
OG0002603	XP_033147098.1	Ag005G444170, Ag005G442890
OG0002603	XP_009147770.1	Ag001G011230
OG0002604	XP_033130304.1, XP_009145067.1, XP_009144673.1, XP_009147908.1	Ag007G588860, Ag003G261990, Ag003G262340
OG0002605	XP_009116347.1	Ag001G081580
OG0002605	XP_009141942.1	Ag002G188220
OG0002607	XP_009138869.1, XP_009104245.1, XP_009116689.1, XP_009116691.1	Ag001G092240, Ag001G092210, Ag001G092200, Ag001G092230, Ag001G092330, Ag001G092280
OG0002610	XP_009129005.1	Ag002G112330, Ag002G112230
OG0002611	XP_033146016.1, XP_033146017.1, XP_033146018.1, XP_018514027.1	Ag002G178330
OG0002612	XP_009126095.1, XP_033133966.1	Ag003G279400
OG0002614	XP_009129474.1	Ag008G667480
OG0002614	XP_009110620.1, XP_009118055.1	Ag004G316750
OG0002615	XP_033134378.1	Ag004G338140
OG0002618	XP_009150427.1	Ag008G730190
OG0002618	XP_009150426.1	Ag008G730200
OG0002622	XP_009129307.1, XP_009109070.1	Ag003G255280
OG0002623	XP_009127303.1, XP_009108956.1, XP_033144497.1	Ag003G267640
OG0002624	XP_033142516.1, XP_033141948.1, XP_009108829.1	Ag003G278100
OG0002626	XP_009112399.1, XP_009108729.1	Ag003G281940
OG0002627	XP_033144274.1, XP_033142460.1	Ag003G282170
OG0002628	XP_033145005.1	Ag003G283180
OG0002629	XP_009143705.1	Ag002G162350
OG0002629	XP_018509458.1	Ag007G579610
OG0002630	XP_009145216.1, XP_009107999.1, XP_009143658.1	Ag007G578610
OG0002631	XP_009145495.2	Ag001G101560
OG0002632	XP_009122975.1, XP_009113387.1	Ag004G366600
OG0002633	XP_009110813.1, XP_009148266.1	Ag004G310470
OG0002634	XP_033143862.1, XP_033133497.1	Ag004G369090
OG0002634	XP_018514483.1	Ag004G311210
OG0002635	XP_009148482.1, XP_009110723.1	Ag004G313950
OG0002635	XP_009105127.1	Ag004G377000
OG0002636	XP_009117879.1	Ag004G321280
OG0002637	XP_009110564.1	Ag004G319430
OG0002638	XP_009114116.1, XP_009152117.1	Ag008G664140
OG0002638	XP_009110593.2, XP_009148533.1	Ag004G317750
OG0002639	XP_009152004.1, XP_033141776.1	Ag008G667870
OG0002639	XP_009125464.1	Ag006G494010
OG0002641	XP_009125107.1, XP_009124506.1	Ag007G648650
OG0002642	XP_009105132.2, XP_009105261.2, XP_009127538.1	Ag004G356460
OG0002643	XP_009140162.1	Ag007G646080
OG0002643	XP_009105203.1	Ag004G358820
OG0002644	XP_009109136.2, XP_033132965.1	Ag003G252310
OG0002645	XP_009121298.1	Ag008G701890
OG0002645	XP_009139758.1	Ag003G249220
OG0002646	XP_009123043.1, XP_018514864.1	Ag005G475820
OG0002649	XP_009127145.1	Ag008G687360
OG0002650	XP_009127094.2	Ag008G689490
OG0002651	XP_009127078.2	Ag008G693340
OG0002652	XP_009102209.1, XP_009102211.1, XP_009102208.1	Ag005G408870
OG0002653	XP_009122012.2	Ag007G605960
OG0002653	XP_009151037.1	Ag008G721390
OG0002654	XP_009150652.1	Ag008G733330
OG0002654	XP_033145210.1, XP_009131170.2	Ag007G605080
OG0002655	XP_009131138.1, XP_009125330.1	Ag007G604090, Ag008G732570
OG0002656	XP_009112143.1	Ag008G731530
OG0002656	XP_009122536.1	Ag007G603140
OG0002657	XP_009136898.1	Ag006G576110
OG0002657	XP_033136812.1	Ag002G117400, Ag002G117440
OG0002658	XP_009134095.1	Ag006G562640
OG0002658	XP_033130185.1	Ag006G562680
OG0002659	XP_009137247.1, XP_009135776.1	Ag006G553310
OG0002659	XP_009114598.1	Ag002G141160
OG0002660	XP_009137266.1, XP_009136013.1	Ag006G552110
OG0002661	XP_009137353.1	Ag006G548180, Ag006G546490
OG0002661	XP_009108173.1	Ag002G145840
OG0002662	XP_009145120.1	Ag006G534950
OG0002662	XP_009134149.2	Ag002G156060, Ag002G153510
OG0002663	XP_009113703.1, XP_009109757.1	Ag007G583690
OG0002664	XP_033133995.1	Ag003G286160, Ag003G286170
OG0002665	XP_009102292.1, XP_009150753.1	Ag005G413070, Ag005G413510
OG0002666	XP_009144195.1, XP_009144127.1, XP_009138429.1, XP_009109314.1	Ag003G288780, Ag003G288810, Ag003G288760
OG0002667	XP_009143412.1	Ag003G288990
OG0002667	XP_009150734.1	Ag005G410990
OG0002668	XP_009139351.1	Ag003G289990
OG0002668	XP_009138466.1, XP_009139287.1	Ag003G290130, Ag003G290180, Ag003G290150
OG0002669	XP_009133477.1	Ag005G446620
OG0002670	XP_009140291.1	Ag006G521560
OG0002670	XP_009101891.1	Ag003G295170
OG0002671	XP_009140019.2, XP_018513993.2, XP_018513841.2	Ag007G652750
OG0002672	XP_009125114.1	Ag007G649110
OG0002673	XP_009134133.1	Ag002G153140, Ag002G155800
OG0002673	XP_018508135.1	Ag004G321190
OG0002674	XP_009134275.1, XP_009134274.1	Ag002G142020
OG0002675	XP_009134406.2	Ag006G564010
OG0002675	XP_009114483.1	Ag002G130110
OG0002676	XP_009139654.1	Ag001G043400
OG0002676	XP_009102414.1	Ag005G426920
OG0002677	XP_009135205.1, XP_009135204.1	Ag008G716950
OG0002678	XP_033137785.1	Ag005G431360
OG0002678	XP_018513670.1	Ag001G038520
OG0002679	XP_009135842.1, XP_009107777.1, NP_001288823.1	Ag005G436190
OG0002680	XP_009145248.1, XP_009135840.1	Ag005G436570
OG0002681	XP_009133779.1, XP_009142417.1, XP_009142649.2	Ag002G203420
OG0002682	XP_009142288.2, XP_018513394.2	Ag002G196570
OG0002683	XP_009142795.1, XP_009142794.2	Ag002G192880
OG0002684	XP_009142001.1	Ag002G191430
OG0002684	XP_009116437.1	Ag001G084410
OG0002685	XP_009123794.2, XP_009146973.1, XP_009135080.1	Ag005G478350
OG0002686	XP_009122637.1	Ag006G497200
OG0002686	XP_018512499.1	Ag007G620320
OG0002687	XP_009126614.1, XP_009120570.1	Ag008G711700
OG0002688	XP_009150059.1	Ag001G051010
OG0002688	XP_009126629.2	Ag008G710570
OG0002690	XP_009150431.1	Ag001G052100, Ag008G709190
OG0002691	XP_009149806.1	Ag001G057150
OG0002691	XP_009150400.1	Ag008G729520
OG0002692	XP_009134549.1, XP_009111482.1	Ag006G517290
OG0002693	XP_009111250.1, XP_009134385.1	Ag007G599460
OG0002694	XP_009101725.1, XP_018509639.2	Ag007G586620
OG0002695	XP_009144057.1, XP_009132810.1	Ag007G590860
OG0002695	XP_009118574.1	Ag004G304820
OG0002696	XP_033135886.1	Ag004G307550
OG0002696	XP_033145183.1	Ag007G595170
OG0002697	XP_009123856.1, XP_009146985.1	Ag005G478610
OG0002698	XP_009130592.2	Ag005G487860
OG0002698	XP_033138427.1	Ag007G625240
OG0002700	XP_009102087.1	Ag005G486370
OG0002701	XP_009134954.1, XP_009147099.1, XP_033129713.1	Ag005G480350
OG0002702	XP_009103981.1	Ag001G080680
OG0002702	XP_009141889.1	Ag002G186550
OG0002703	XP_009115179.1, XP_009109605.1	Ag007G580890, Ag005G412790
OG0002704	XP_009133115.1, XP_009141626.1	Ag002G170810
OG0002704	XP_033137092.1	Ag001G072420
OG0002705	XP_009116111.1, XP_009139253.1	Ag001G074810
OG0002706	XP_009106669.1	Ag003G211550
OG0002706	XP_009149069.1	Ag004G324880
OG0002707	XP_033131773.1	Ag003G236430
OG0002707	XP_009149249.1	Ag004G328740
OG0002708	XP_009128096.1	Ag003G226350
OG0002708	XP_009149449.1	Ag004G332470
OG0002709	XP_009106356.1	Ag003G219290
OG0002709	XP_009149608.1, XP_009103299.1	Ag004G336630
OG0002710	XP_009103215.1	Ag004G340810
OG0002710	XP_009105806.2	Ag004G343040
OG0002711	XP_009103138.2, XP_009115478.1	Ag003G242850
OG0002712	XP_033130124.1, XP_009127661.1, XP_009105417.1	Ag004G351640
OG0002714	XP_009117845.1, XP_009110506.1, XP_009148897.1	Ag004G322590
OG0002716	XP_009148363.1	Ag004G311790
OG0002716	XP_009118258.1	Ag004G311770
OG0002717	XP_033143161.1	Ag007G622150
OG0002717	XP_009128147.1	Ag003G223090, Ag003G223030, Ag003G223020, Ag003G223170
OG0002718	XP_009126179.1	Ag007G625000
OG0002719	XP_009130001.1	Ag008G721890, Ag008G721870
OG0002720	XP_009149357.3	Ag001G059860, Ag001G063340, Ag001G063290
OG0002720	XP_009115772.1	Ag001G063260, Ag001G059970
OG0002722	XP_009127717.1	Ag004G349750
OG0002723	XP_009128274.1, XP_009106458.1	Ag003G215030
OG0002724	XP_009149558.1	Ag004G335100
OG0002724	XP_009106301.1, XP_009104677.1	Ag003G220660
OG0002725	XP_009146550.1	Ag005G469920
OG0002725	XP_009124680.2	Ag005G469930
OG0002726	XP_009146244.2, XP_009115530.2	Ag005G463760
OG0002726	XP_009147645.1	Ag001G007270
OG0002727	XP_009114826.2, XP_009135480.2, XP_009146158.1	Ag005G461510
OG0002728	XP_009147876.1	Ag001G018520, Ag001G019010
OG0002728	XP_009112103.1, XP_009135620.1	Ag005G450800
OG0002729	XP_009145617.1	Ag005G445840
OG0002729	XP_009144938.1	Ag001G012750, Ag001G012760
OG0002730	XP_009135765.1, XP_009145464.1, XP_009109403.2	Ag005G441030
OG0002731	XP_009145329.3	Ag005G438390
OG0002731	XP_009108864.1	Ag001G034870
OG0002733	XP_009107309.1, XP_009147907.1, XP_009102051.1	Ag001G021100
OG0002734	XP_009115191.1, XP_009109616.1	Ag007G580990, Ag002G160910
OG0002735	XP_009103858.2, XP_009138339.1, XP_009116025.1	Ag001G072400
OG0002736	XP_009133223.1, XP_009141712.1	Ag002G174880
OG0002736	XP_009116096.1	Ag001G074410
OG0002737	XP_009142708.1	Ag002G188180
OG0002737	XP_009116346.1	Ag001G081570
OG0002738	XP_009101464.1, XP_009101404.1	Ag002G123510, Ag002G123500, Ag004G335260, Ag001G015690, Ag002G174930, Ag002G123520
OG0002739	XP_033137031.1	Ag001G059200
OG0002740	XP_009104196.1	Ag001G090060
OG0002741	XP_009105396.2, XP_009121757.2	Ag001G083430
OG0002742	XP_033143376.1, XP_033139878.1, XP_033129083.1	Ag003G266550
OG0002743	XP_033144167.1, XP_033134033.1	Ag003G275750
OG0002743	XP_009108783.1	Ag003G275730
OG0002744	XP_033145466.1, XP_009144450.1, XP_033132800.1	Ag004G311650, Ag004G311720, Ag004G311680, Ag004G311710
OG0002745	XP_009118173.2, XP_009148512.2	Ag004G314670, Ag004G314690
OG0002746	XP_009129088.1	Ag004G319140
OG0002748	XP_033142812.1, XP_033140966.1, XP_033138405.1	Ag007G603290
OG0002748	XP_033135236.1	Ag008G731610
OG0002749	XP_009132301.1, XP_033142008.1, XP_033139822.1	Ag008G699260
OG0002753	XP_009144375.1	Ag003G253900
OG0002755	XP_009126691.1	Ag003G270880
OG0002757	XP_033134127.1, XP_009112198.1, XP_009138297.1	Ag003G281990
OG0002758	XP_009138343.1	Ag005G417320
OG0002759	XP_009102673.1, XP_009108140.1	Ag007G579620
OG0002760	XP_009151434.1	Ag007G598690
OG0002762	XP_009105258.1	Ag004G377610
OG0002762	XP_033136604.1	Ag004G314240
OG0002763	XP_009114228.2, XP_009101333.1	Ag004G322020
OG0002764	XP_018514981.1	Ag004G318710
OG0002764	XP_009152157.1	Ag008G662660
OG0002765	XP_033129178.1	Ag008G668440
OG0002765	XP_033140845.1, XP_009131063.2	Ag007G601210
OG0002766	XP_009139744.1	Ag004G359670
OG0002767	XP_009112971.2, XP_009124339.1	Ag004G383870
OG0002767	XP_009110627.1	Ag004G316670
OG0002768	XP_009126928.1	Ag008G699880
OG0002769	XP_009146930.1	Ag005G477190
OG0002771	XP_009125328.1, XP_009131144.1	Ag007G604200
OG0002771	XP_009150591.1	Ag008G732420
OG0002772	XP_009150453.1	Ag008G730320
OG0002772	XP_009122502.1	Ag007G602080
OG0002773	XP_009122336.1	Ag006G508470
OG0002773	XP_033143271.1	Ag008G726200
OG0002774	XP_009101630.1	Ag002G102200
OG0002775	XP_009137032.1	Ag006G559340
OG0002775	XP_009101638.1	Ag002G124650
OG0002776	XP_009137195.2	Ag005G431060
OG0002776	XP_009108497.1	Ag006G565770
OG0002777	XP_009137218.1, XP_009108535.1, XP_009135393.2, XP_009135379.1	Ag006G567590
OG0002779	XP_009107936.1	Ag006G539240, Ag006G536650
OG0002780	XP_009148001.1, XP_009107907.1	Ag006G534280
OG0002781	XP_033142581.1, XP_009134121.1	Ag003G291560
OG0002782	XP_009109429.1, XP_009128894.2	Ag003G293370
OG0002783	XP_009117425.3, XP_009109989.1	Ag003G296210
OG0002784	XP_009114289.1, XP_009101442.1	Ag002G114210, Ag002G121900
OG0002785	XP_009108026.1	Ag001G042460
OG0002785	XP_009123668.1	Ag005G420710
OG0002786	XP_009108020.2, XP_009108022.1	Ag003G278970
OG0002787	XP_009136150.1, XP_009124259.1	Ag005G425890
OG0002788	XP_009135850.1, XP_018508327.1	Ag005G435760
OG0002789	XP_009107798.1, XP_009148323.1	Ag001G035660
OG0002790	XP_009145390.2	Ag005G438890
OG0002791	XP_009145466.1	Ag005G441220
OG0002792	XP_009139984.1	Ag007G651290
OG0002793	XP_009142463.1, XP_009142574.1	Ag002G204580
OG0002793	XP_009104372.1	Ag001G096720, Ag001G096730
OG0002794	XP_009143123.2, XP_009116754.2, XP_009138817.1	Ag001G093540, Ag001G093550
OG0002795	XP_009133690.1	Ag002G200520
OG0002795	XP_009116713.1, XP_009138843.1	Ag001G092690
OG0002796	XP_009142951.1	Ag002G197410
OG0002796	XP_009133615.1	Ag002G197440
OG0002797	XP_009142053.1, XP_009142820.2	Ag002G193440
OG0002798	XP_009142776.1, XP_009133511.2	Ag002G192260, Ag008G709960
OG0002800	XP_009125513.1	Ag006G496040, Ag006G496030, Ag006G496020
OG0002800	XP_009125512.1	Ag006G495950
OG0002801	XP_009120766.2, XP_009131818.2	Ag001G093670, Ag008G717130
OG0002802	XP_009124332.1, XP_009131837.2, XP_009120732.1	Ag008G716500
OG0002803	XP_009120395.1	Ag008G706880
OG0002804	XP_009101772.2	Ag001G061010
OG0002805	XP_018510939.1	Ag004G306680
OG0002805	XP_009133846.1	Ag007G593700
OG0002806	XP_033134028.1	Ag004G299220
OG0002806	XP_009134479.1	Ag006G513890
OG0002807	XP_009144526.2, XP_009134374.2	Ag007G599270
OG0002807	XP_033147974.1	Ag004G300860
OG0002808	XP_009143993.1	Ag007G589520
OG0002808	XP_009119194.1	Ag004G303590
OG0002809	XP_009132779.1, XP_009144217.2	Ag007G591270
OG0002809	XP_009118554.1	Ag004G305180
OG0002810	XP_009144273.2	Ag004G305760
OG0002810	XP_009141099.2	Ag007G592040
OG0002811	XP_009144393.1	Ag007G594540, Ag007G594560
OG0002812	XP_018514149.2	Ag007G596990
OG0002813	XP_009121669.1	Ag007G614010
OG0002814	XP_009147370.1, XP_009134654.1	Ag005G489890
OG0002815	XP_009119215.1	Ag005G487780
OG0002815	XP_009107521.1	Ag007G625520
OG0002816	XP_009135968.1	Ag005G485980
OG0002817	XP_009125000.1	Ag005G485710
OG0002817	XP_033141891.1, XP_009131669.1	Ag007G630570
OG0002818	XP_009134806.1	Ag005G484520
OG0002819	XP_009124936.1	Ag005G482060
OG0002821	XP_009124640.1, XP_009147125.1	Ag005G480770, Ag005G480780
OG0002822	XP_009134772.1	Ag005G485350
OG0002822	XP_033130901.1	Ag005G481350, Ag003G261760
OG0002823	XP_009115972.1	Ag001G069900
OG0002823	XP_009141570.2	Ag002G166580
OG0002824	XP_009139279.1	Ag001G073610
OG0002824	XP_009133209.1	Ag002G174450
OG0002825	XP_009104453.1	Ag003G208320
OG0002825	XP_009148942.1	Ag004G323050
OG0002826	XP_009104497.1	Ag003G210560
OG0002826	XP_009117784.1	Ag004G324460
OG0002827	XP_009149197.1, XP_009110405.1	Ag004G327500
OG0002827	XP_009105927.1	Ag003G239010
OG0002828	XP_033134650.1	Ag004G327550
OG0002828	XP_009105932.1, XP_018512273.2	Ag003G238950
OG0002829	XP_009105977.2	Ag003G236950
OG0002830	XP_009110321.1	Ag004G330920
OG0002831	XP_033131375.1	Ag003G229420
OG0002831	XP_009117578.1	Ag004G331450
OG0002832	XP_009149532.1	Ag004G334490
OG0002832	XP_009106282.1	Ag003G221810
OG0002833	XP_009149531.1	Ag004G334500
OG0002833	XP_009106283.1	Ag003G221800
OG0002834	XP_009110077.1	Ag003G242670
OG0002835	XP_033140924.1	Ag004G349860
OG0002836	XP_009127674.1, XP_009109894.2, XP_009115339.1	Ag004G350720
OG0002837	XP_009127632.1, XP_009105388.1	Ag004G352960
OG0002838	XP_009137440.2, XP_009109254.1, XP_009137922.1	Ag006G563490, Ag005G478710
OG0002840	XP_009109490.2	Ag003G295270
OG0002840	XP_009140284.1	Ag006G521470
OG0002841	XP_009143996.1	Ag007G589580
OG0002841	XP_009119203.1	Ag004G303550
OG0002842	XP_009118711.1	Ag004G300520, Ag004G300540, Ag004G300570
OG0002842	XP_009111159.2	Ag004G300580
OG0002845	XP_009131702.1, XP_009120942.1, XP_009126285.1	Ag007G629600
OG0002846	XP_009151293.1, XP_033140558.1	Ag007G640980, Ag006G506740
OG0002848	XP_009130063.1	Ag008G722400
OG0002848	XP_033136871.1	Ag008G692910
OG0002849	XP_009149749.1	Ag008G692450
OG0002849	XP_009150952.1	Ag008G722630
OG0002850	XP_033144965.1	Ag008G726440
OG0002851	XP_009150900.1	Ag008G723600
OG0002851	XP_009149792.1	Ag008G691160
OG0002852	XP_033140402.1, XP_033140424.1, XP_033138606.1, XP_033140401.1, XP_009150889.1, XP_009141613.1	Ag008G723760
OG0002853	XP_033140414.1, XP_009150119.1	Ag008G726590
OG0002855	XP_033143134.1	Ag001G100180
OG0002855	XP_033138849.1	Ag008G706360
OG0002856	XP_009149925.1, XP_009120381.1	Ag008G706300
OG0002858	XP_009151870.1	Ag003G221200, Ag008G692180, Ag008G692160
OG0002859	XP_033143203.1, XP_009126670.1, XP_009120490.1	Ag008G709840
OG0002860	XP_009108847.1	Ag003G282060
OG0002860	XP_009121221.2	Ag005G418240
OG0002861	XP_033134978.1	Ag004G299350
OG0002861	XP_009105765.1	Ag004G343880
OG0002862	XP_009104762.1, XP_009106106.2, XP_009106105.2, XP_009128044.2	Ag003G231430, Ag003G231340
OG0002863	XP_009106722.1	Ag003G209700
OG0002863	XP_009149022.1	Ag004G324070
OG0002864	XP_009135306.1, XP_009124755.1, XP_009146490.1	Ag005G469140
OG0002865	XP_009135323.1, XP_009146455.1	Ag005G468320
OG0002866	XP_009146429.1	Ag005G467860
OG0002866	XP_009147532.1	Ag001G003560
OG0002867	XP_009146418.1	Ag005G467500
OG0002867	XP_009106937.1	Ag001G003720
OG0002868	XP_033137390.1, XP_009135443.1, XP_009146243.1	Ag005G463750
OG0002869	XP_009147805.1	Ag001G012890
OG0002869	XP_009135690.1, XP_009145620.1	Ag005G445860
OG0002871	XP_009136267.1	Ag004G400040
OG0002872	XP_009135421.1, XP_033131096.1	Ag006G505490, Ag006G505470, Ag006G567610
OG0002873	XP_033148657.1, XP_009108994.2	Ag003G261450
OG0002874	XP_009112679.1, XP_033136498.1	Ag005G404460
OG0002874	XP_009137763.1	Ag003G253600
OG0002875	XP_009145616.1	Ag005G445830
OG0002876	XP_009147789.1	Ag001G011990
OG0002876	XP_009144984.2, XP_033128466.1	Ag001G021030
OG0002877	XP_033134471.1	Ag001G076780
OG0002878	XP_009133448.1	Ag002G187900
OG0002878	XP_018510027.1	Ag001G081420
OG0002879	XP_009116415.1	Ag001G083650
OG0002879	XP_009141984.1	Ag002G190440
OG0002880	XP_009116438.1	Ag001G084400
OG0002880	XP_009122173.1	Ag006G501330
OG0002881	XP_033146414.1	Ag006G553520, Ag001G085340, Ag001G085470, Ag001G085350, Ag001G085440, Ag001G085370, Ag001G085380, Ag001G085460
OG0002881	XP_033142147.1, XP_033142153.1	Ag001G085400
OG0002885	XP_009141415.1	Ag008G700570, Ag005G459310
OG0002886	XP_009126107.1, XP_009121491.1	Ag007G622010
OG0002887	XP_009121007.1, XP_033143060.1, XP_033143061.1, XP_009126241.1	Ag007G628620
OG0002890	XP_018508762.1	Ag005G404050
OG0002891	XP_009137924.1	Ag003G265450, Ag003G266260
OG0002892	XP_009117078.2, XP_009140629.1	Ag006G525230
OG0002892	XP_009126505.1	Ag003G272130
OG0002893	XP_009126353.1	Ag003G273140
OG0002894	XP_009123310.1	Ag010G739510, Ag001G049420
OG0002894	XP_009125713.1	Ag003G278510
OG0002895	XP_009125229.1	Ag003G277670
OG0002896	XP_009120274.1	Ag003G275210
OG0002897	XP_009109269.1	Ag003G282690
OG0002897	XP_009121212.1	Ag005G417830
OG0002898	XP_033147760.1, XP_033147762.1	Ag005G417780, Ag005G460300
OG0002899	XP_009114906.1, XP_009145197.1	Ag007G578380
OG0002900	XP_009133032.1	Ag002G164340
OG0002900	XP_009145334.1	Ag001G101420
OG0002901	XP_009144419.1	Ag004G312370
OG0002901	XP_009113180.2	Ag004G373230
OG0002902	XP_009105208.1, XP_009105227.1	Ag004G377470
OG0002903	XP_009110504.1, XP_009148900.1, XP_009117843.1	Ag004G322660, Ag004G322670, Ag004G322680
OG0002904	XP_033133796.1	Ag004G321260
OG0002904	XP_009101297.1	Ag005G406190
OG0002905	XP_009139968.1	Ag007G650810
OG0002905	XP_009111591.1, XP_009129380.1	Ag008G672410
OG0002906	XP_009112751.2, XP_009112933.2, XP_033145430.1	Ag004G388680, Ag004G393680
OG0002907	XP_009120262.1, XP_009137559.1	Ag008G702690
