Orthogroup	Brassica_rapa	Brassica_napus
OG0001413	XP_033142745.1	XP_048622826.1, XP_013717150.2
OG0001413	XP_009135444.1	XP_013642951.1, XP_013664720.1
OG0001413	XP_009108539.1	XP_048607381.1, XP_048594748.1
OG0001414	XP_009114803.2	XP_013717398.1
OG0001414	XP_009114802.1	XP_022547217.1
OG0001414	XP_033136135.1	XP_013717399.1
OG0001414	XP_009114805.1	XP_013717322.1
OG0001414	XP_009114806.1	XP_013717323.1
OG0001415	XP_009141350.1	XP_013719262.1, NP_001303198.1
OG0001415	XP_009113666.2	XP_013731414.3, XP_022548395.2
OG0001415	XP_009109726.1	XP_013655105.1, XP_013677020.1
OG0001416	XP_009143786.1	XP_013744900.1
OG0001416	XP_009141371.1	XP_013729100.1, XP_048634412.1
OG0001416	XP_033137275.1	XP_013697954.1, XP_013662611.1
OG0001416	XP_009109658.1	XP_013656886.2, XP_048606232.1
OG0001416	XP_033130144.1	XP_013672380.1, XP_013653158.2
OG0001417	XP_009141598.1	XP_013725478.1, XP_013665361.2
OG0001417	XP_009138451.2	XP_013746542.2, XP_048619374.1
OG0001417	XP_009117269.2	XP_013711717.1, XP_013664099.2
OG0001417	XP_009140496.1	XP_013647950.2
OG0001418	XP_033133114.1	XP_013700929.1, XP_048593827.1
OG0001418	XP_009101895.1	XP_013644943.2, XP_013707266.1
OG0001418	XP_009117387.1	XP_013708234.2, XP_013703604.2
OG0001418	XP_009140289.2	XP_013716966.1, XP_013743535.2
OG0001419	XP_009139806.1	XP_013743038.2
OG0001419	XP_009125095.2	XP_013677951.2, XP_013647746.2
OG0001419	XP_009132383.2	XP_022570020.1, XP_048608291.1
OG0001420	XP_009144515.1	XP_013692244.2
OG0001420	XP_009135461.1	XP_013731866.1, XP_013642949.1
OG0001421	XP_009107792.1	XP_013654698.1, XP_013710349.2
OG0001421	XP_009108537.1	XP_048592991.1, XP_048600344.1
OG0001421	XP_009135834.1	XP_048632525.1
OG0001421	XP_018514342.1	XP_013693441.2
OG0001422	XP_033147777.1	XP_013750748.2, XP_013750682.1
OG0001422	XP_009129852.1	XP_022550671.2, XP_013663082.2
OG0001422	XP_009111931.1	XP_022562059.1, XP_048631621.1, XP_022548026.2
OG0001423	XP_009142280.1	XP_013666719.2, XP_013687955.2
OG0001423	XP_009116710.1	XP_013710107.1, XP_013711860.1
OG0001423	XP_033131435.1	XP_048591624.1, XP_013648252.1
OG0001424	XP_009130780.1	XP_013740077.2, XP_022553844.1
OG0001424	XP_009125517.1	XP_013721484.1
OG0001424	XP_033138487.1	XP_013730133.2, XP_013666189.1
OG0001425	XP_009116398.2	XP_013723101.1, XP_013701551.1
OG0001425	XP_009123261.2	XP_013670486.2
OG0001425	XP_009120782.1	XP_013665899.2, XP_048623360.1
OG0001425	XP_009126469.1	XP_013721943.2
OG0001426	XP_018508465.1	XP_013699779.2, XP_048615888.1
OG0001426	XP_009127683.1	XP_013689530.1, XP_013724735.2
OG0001426	XP_018511650.1	XP_022557947.2
OG0001427	XP_009111414.1	XP_048595125.1
OG0001427	XP_009128504.1	XP_048630546.1, XP_013719386.1, XP_013718492.1
OG0001427	XP_009134506.1	XP_013681332.1, XP_048632099.1, XP_048632097.1
OG0001427	XP_009118810.1	XP_013677149.1, XP_013670393.2
OG0001428	XP_009119603.1	XP_013719345.1, XP_013697980.1
OG0001428	XP_009134430.1	XP_048632064.1, XP_048607033.1
OG0001428	XP_009144563.2	XP_048629431.1, XP_048612484.1, XP_013677009.1
OG0001429	XP_009134428.1	XP_013684168.1, XP_013735378.2
OG0001429	XP_009144556.1	XP_013697138.1, XP_013676968.1
OG0001429	XP_009111280.1	XP_022547910.2
OG0001429	XP_009138722.2	XP_013741873.1
OG0001429	XP_009116931.1	XP_013716843.1
OG0001430	XP_009111114.1	XP_022547237.2, XP_013720506.1
OG0001430	XP_009118655.1	XP_013701997.2
OG0001430	XP_033138282.1	XP_013695082.2, XP_013666385.2
OG0001430	XP_018515195.1	XP_013703773.3, XP_048618502.1
OG0001431	XP_009141271.2	XP_013744413.2, XP_013723855.1
OG0001431	XP_009132871.1	XP_013683412.1, XP_013734186.1
OG0001431	XP_009143936.2	XP_013692209.2, XP_048636718.1
OG0001432	XP_009119111.1	XP_013666649.1, XP_013697797.2
OG0001432	XP_009111020.1	XP_048621561.1, XP_013660620.2
OG0001432	XP_009132806.1	XP_013734126.1, XP_013742749.2
OG0001433	XP_009119051.1	XP_013723241.2, XP_048629242.1, XP_013694275.1
OG0001433	XP_009144269.1	XP_048610252.1, XP_013739789.2, XP_048629077.1, XP_013752400.2
OG0001433	XP_009141113.1	XP_013643548.2, XP_013698538.1
OG0001434	XP_009140979.1	XP_013747129.2, XP_013744242.2
OG0001434	XP_009125632.1	XP_048602646.1, XP_048602934.1
OG0001434	XP_009122209.1	XP_013728519.2
OG0001435	XP_009110930.1	XP_013655306.1
OG0001435	XP_009118419.2	XP_013716264.2
OG0001435	XP_009148017.1	XP_013712299.1, XP_013641156.2
OG0001435	XP_009103705.1	XP_013651816.2, XP_013701356.1
OG0001435	XP_009140932.1	XP_013747142.2, XP_013674789.2
OG0001436	XP_009126202.1	XP_013728802.2, XP_048605249.1
OG0001436	XP_009107545.1	XP_048598184.1, XP_048625038.1
OG0001436	XP_009102061.1	XP_048628744.1, XP_022570583.2
OG0001436	XP_009130375.2	XP_048614628.1, XP_013712906.2
OG0001437	XP_009131623.2	XP_013729894.1
OG0001437	XP_009126216.2	XP_048605108.1, XP_013728797.1
OG0001437	XP_009121037.2	XP_013676054.2, XP_013722295.1
OG0001437	XP_009134741.1	XP_013735750.2
OG0001438	XP_009151242.1	XP_013643862.2, XP_048617849.1
OG0001438	XP_009111920.1	XP_022568435.1, XP_048595307.1
OG0001438	XP_009124203.1	XP_013640277.2, XP_013723569.2
OG0001438	XP_009124977.1	XP_022570094.2, XP_013729684.1
OG0001439	XP_009106049.1	XP_013649679.2, XP_048617367.1
OG0001439	XP_009149287.1	XP_013723277.2, XP_048638394.1
OG0001439	XP_009117612.1	XP_048621111.1, XP_013664609.2
OG0001439	XP_009110343.1	XP_013657267.2, XP_022566508.1
OG0001440	XP_009112575.1	XP_013666547.1
OG0001440	XP_009110172.1	XP_048594019.1, XP_013743830.1
OG0001441	XP_009105873.2	XP_013672409.1, XP_013649528.1
OG0001441	XP_009127905.1	XP_013666573.2, XP_013729761.1
OG0001441	XP_009123116.1	XP_048596938.1, XP_048612793.1
OG0001442	XP_009105748.1	XP_013702639.1, XP_048592097.1
OG0001442	XP_009115560.1	XP_013738217.1, XP_013697572.2
OG0001443	XP_009110051.1	XP_013726695.2
OG0001443	XP_009115420.1	XP_013746349.1
OG0001443	XP_009127759.1	XP_013675258.1, XP_013717373.1
OG0001443	XP_009104983.1	XP_013649081.2, XP_013713876.2
OG0001443	XP_009105643.1	XP_013698504.1, XP_013728860.2
OG0001444	XP_033144398.1	XP_013683511.1, XP_013683284.1
OG0001444	XP_033143021.1	NP_001303097.1, NP_001302864.1
OG0001446	XP_009122410.1	XP_013715291.2
OG0001446	XP_033142395.1	XP_013736957.1
OG0001446	XP_033138980.1, XP_009136439.2	XP_013703552.1
OG0001446	XP_009111977.1	XP_013661085.1, XP_013677628.1
OG0001446	XP_009130149.2	XP_013678236.2, XP_013742074.1, XP_048602790.1
OG0001447	XP_009104872.1	XP_048616046.1, XP_013649007.2
OG0001447	XP_009105871.1	XP_013670219.1
OG0001447	XP_009127902.1	XP_048604403.1, XP_013666574.2
OG0001447	XP_009104874.1	XP_048616043.1, XP_013649009.2
OG0001447	XP_009104876.1	XP_022544741.1
OG0001447	XP_009104871.1	XP_013649006.2
OG0001448	XP_009106906.1	XP_048607414.1, XP_013740522.1
OG0001448	XP_033147816.1	XP_022560703.1, XP_022575470.2
OG0001448	XP_009135328.2	XP_013684803.1, XP_022572115.2
OG0001448	XP_009117435.1	XP_022550964.1, XP_048595622.1
OG0001449	XP_009135375.1	XP_013736238.1, XP_022555241.1
OG0001449	XP_009123647.1	XP_048628075.1, XP_048629674.1, XP_013714505.1
OG0001449	XP_009147579.1	XP_013640437.1
OG0001450	XP_033147001.1	XP_048628082.1, XP_048629683.1, XP_013712746.1
OG0001450	XP_009146386.2	XP_013736415.1, XP_013719772.2
OG0001450	XP_009135376.1	XP_048632398.1
OG0001450	XP_033142845.1	XP_013728949.1, XP_048595445.1
OG0001450	XP_009116991.2	XP_048595443.1
OG0001451	XP_033146900.1	XP_048636939.1
OG0001451	XP_009147638.1	XP_013646317.1, XP_013702821.1
OG0001451	XP_009146260.1	XP_013702801.2, XP_013697691.1
OG0001451	XP_033139915.1	XP_048600885.1, XP_048595208.1
OG0001452	XP_009147650.1	XP_048616437.1, XP_048637727.1
OG0001452	XP_009135446.2	XP_013741023.2
OG0001452	XP_009115491.2	NP_001302865.1, XP_013644964.1
OG0001452	XP_009146237.1	XP_048612964.1, NP_001303143.1
OG0001453	XP_009107020.1	XP_022546476.1, XP_013710170.3
OG0001453	XP_009144824.1	XP_013699303.1
OG0001453	XP_009115335.1	XP_022543672.2, XP_013682814.1
OG0001453	XP_018512783.1	XP_013719655.1, XP_013736312.1
OG0001453	XP_033148712.1	XP_013693138.2, XP_013698713.2
OG0001454	XP_009135465.1	XP_013736323.1, XP_013698962.2
OG0001454	XP_009115182.1	XP_013645158.2
OG0001454	XP_009147680.1	XP_013700861.2, XP_013672131.1
OG0001454	XP_009144835.1	XP_048636928.1, XP_013742792.2, XP_013698587.2
OG0001455	XP_009135494.1	XP_013651599.2, XP_013741038.2
OG0001455	XP_009114620.1	XP_013715231.1, XP_013725133.1
OG0001455	XP_009136730.1	XP_013715317.1
OG0001456	XP_009145696.1	XP_013725002.1, XP_048635335.1, XP_013721308.1
OG0001456	XP_009135660.2	XP_013684965.1, XP_022555313.1
OG0001456	XP_009111306.1	XP_013693872.2, XP_022576470.2
OG0001457	XP_009145644.1	XP_013728633.2, XP_048628353.1, XP_013652619.1
OG0001457	XP_033144450.1	XP_048632493.1, XP_013679809.2
OG0001457	XP_033135081.1	XP_048593694.1, XP_013640864.2
OG0001457	XP_009147819.1	XP_048637787.1, XP_022560820.1
OG0001458	XP_009128698.1	XP_048614405.1
OG0001459	XP_033132886.1	XP_048593483.1, XP_048593482.1
OG0001459	XP_009149601.1	XP_013694073.2, XP_022568519.2, XP_013642318.1
OG0001459	XP_009149602.1	XP_013642315.2, XP_013694014.1, XP_013642316.2
OG0001461	XP_009144164.1	XP_013692014.1, XP_022574988.2
OG0001461	XP_033147666.1	XP_048637100.1, XP_013692013.1
OG0001461	XP_033147641.1	XP_048636706.1
OG0001461	XP_033147639.1	XP_013692012.1, XP_048636705.1
OG0001462	XP_018513405.1	XP_022555275.1
OG0001463	XP_009128172.1	XP_048603788.1, XP_048620749.1, XP_048604861.1, XP_013693577.1
OG0001463	XP_033141090.1	XP_022559176.1
OG0001463	XP_033141769.1	XP_013718744.1
OG0001464	XP_009128419.1	XP_013714275.1, XP_013684602.2
OG0001464	XP_009137870.1	XP_013703182.1, XP_013741620.1
OG0001464	XP_009112601.1	XP_013732756.1
OG0001465	XP_009112595.1	XP_013702191.2, XP_013732758.2
OG0001465	XP_009102196.1	XP_022568640.1, XP_048593150.1
OG0001465	XP_009137881.1	XP_013738251.1, XP_013706705.1
OG0001465	XP_009128155.2	XP_048637138.1, XP_013748014.1
OG0001466	NP_001288984.1	XP_013735949.1, XP_022545725.2
OG0001466	XP_009126878.1	XP_013650206.2, XP_013670758.2
OG0001466	XP_009138020.1	XP_013716820.1, XP_013707475.2
OG0001466	XP_009140562.2	NP_001302751.1, XP_048633252.1
OG0001467	XP_009128688.1	XP_013692931.1, XP_013697609.2
OG0001467	XP_009122734.1	XP_013705285.1, XP_013666177.1
OG0001468	XP_009129082.1	XP_013675120.2, XP_048627104.1, XP_048609305.1
OG0001468	XP_009108751.2	XP_048606348.1, XP_013656193.2
OG0001468	XP_018508799.1	XP_013735233.1, XP_013653475.2
OG0001468	XP_009108750.1	XP_048594807.1, XP_022555843.2
OG0001468	XP_009117049.1	XP_013735231.1, XP_013653309.2
OG0001469	XP_009102910.1	XP_022545246.1, XP_013692900.2
OG0001469	XP_033130398.1	XP_013747733.1, XP_022561770.1
OG0001469	XP_009102661.3	XP_013697886.1, XP_022544397.1
OG0001469	XP_009114970.1	XP_013659593.1
OG0001470	XP_009141508.1	XP_013659514.2
OG0001470	XP_009143633.1	XP_048630066.1, XP_013687671.2, NP_001303216.1
OG0001470	XP_033144813.1	XP_048632764.1, XP_048618851.1
OG0001470	XP_009145506.1	XP_013740342.1, XP_013733776.2, XP_048626197.1
OG0001471	XP_009104154.1	XP_013749099.1, XP_013726643.1
OG0001471	XP_009144406.2	XP_013657785.1
OG0001471	XP_009118223.2	XP_013716545.2, NP_001303129.1
OG0001471	XP_009148434.2	NP_001303073.1, XP_013645503.2
OG0001472	XP_009117867.1	XP_013730951.2, XP_013710005.2
OG0001472	XP_009148873.1	XP_013696491.1
OG0001472	XP_009101324.1	XP_013684784.1, XP_013707684.2
OG0001472	XP_009129215.1	XP_013701714.1, XP_013729223.2
OG0001473	XP_009129121.2	XP_013734735.1, XP_048599954.1
OG0001473	XP_009148734.1	XP_022559359.1, XP_022576436.2
OG0001473	XP_009117905.1	XP_013676225.2, XP_013676226.1
OG0001474	XP_033143030.1	XP_013738089.2, XP_013703980.1
OG0001474	XP_009137569.1	XP_048619657.1, XP_013705768.1
OG0001474	XP_009139829.2	XP_013671035.2
OG0001475	XP_009118157.1	XP_013693878.1, XP_013708642.2
OG0001475	XP_009148622.1	XP_013671771.1, XP_013747943.2
OG0001475	XP_009123393.1	XP_013686474.2, XP_048626773.1, XP_013703233.2
OG0001475	XP_009113083.1	XP_013660719.1, XP_013644489.1
OG0001476	XP_033137592.1	XP_013672767.1
OG0001476	XP_009120515.2	XP_013676745.1
OG0001476	XP_033144421.1	XP_048632354.1, XP_022555217.1
OG0001477	XP_009104229.1	XP_013673735.2, XP_013673660.2
OG0001477	XP_009124338.1	XP_013740691.1
OG0001477	XP_018510149.1	XP_013724276.2, XP_013672270.2
OG0001477	XP_009125678.1	XP_048603092.1, XP_013718859.1
OG0001477	XP_009122363.1	XP_013743216.1, XP_013715685.2
OG0001478	XP_009123246.1	XP_022570607.2, XP_013724114.1
OG0001478	XP_033139799.1	XP_048629269.1, XP_048602622.1
OG0001478	XP_009122739.1	XP_013706259.1, XP_013668314.2
OG0001478	XP_009130726.1	XP_013740084.1, XP_013745940.1
OG0001479	XP_009104252.1	XP_013742057.1, XP_013708170.1, XP_022568974.2
OG0001479	XP_009116707.1	XP_022563822.1
OG0001480	XP_009123765.1	XP_013728544.2, XP_013680993.1
OG0001480	XP_009137488.1	XP_013703901.2, XP_013655126.1
OG0001480	XP_009138751.2	XP_013670279.1, XP_013669882.1
OG0001480	XP_009109231.1	XP_013654956.2, XP_022567060.1
OG0001481	XP_009121788.1	XP_013665476.2, XP_048598320.1
OG0001482	XP_033142800.1	XP_013726318.1, XP_013661884.1
OG0001482	XP_009125259.2	XP_013679004.1
OG0001482	XP_009129978.1	XP_048602283.1, XP_013678117.2
OG0001482	XP_009151045.2	XP_013643726.2, XP_048617909.1
OG0001483	XP_033128866.1	XP_013667356.1, XP_013647223.2
OG0001483	XP_009122033.1	XP_013666121.2, XP_013708931.3
OG0001483	XP_033140345.1	XP_048626238.1, XP_022551449.2
OG0001483	XP_009131174.1	XP_048607847.1
OG0001484	XP_033137631.1	XP_013666122.1, XP_013708956.1
OG0001484	XP_033128868.1	XP_013647221.1, XP_013667366.1
OG0001484	XP_009111644.1	XP_013659162.1, XP_048625702.1
OG0001485	XP_009131105.2	XP_013726906.1, XP_013680325.1
OG0001485	XP_009122500.1	XP_048598425.1, XP_022569885.1
OG0001485	XP_009130275.1	XP_048630912.1, XP_048603235.1, NP_001302769.1
OG0001485	XP_009150448.2	XP_013643230.2, XP_013647058.2
OG0001486	XP_009131082.1	XP_013680338.3, XP_048607831.1
OG0001486	XP_009122471.1	XP_013715612.2, XP_022565699.1
OG0001486	XP_018515134.1	XP_048637879.1, XP_022555508.1
OG0001487	XP_009136386.1	XP_013736891.1, XP_013672942.1
OG0001487	XP_033140836.1	XP_048603277.1
OG0001487	XP_009131049.1	XP_013680362.1, XP_022566562.1
OG0001487	XP_009122431.1	XP_013730169.1, XP_013715740.2
OG0001488	XP_009130811.1	XP_048601403.1, XP_013710628.2
OG0001488	XP_009136855.1	NP_001302634.1, XP_022561923.1
OG0001488	XP_009128938.1	XP_013696366.1, XP_048628770.1
OG0001489	XP_009114588.2	XP_013662042.1, XP_022570921.2, XP_013661138.2
OG0001489	XP_009134286.1	XP_013735495.2, XP_022557023.1
OG0001489	XP_009135738.1	XP_048596647.1, XP_013734009.2
OG0001490	XP_009102872.1	XP_013709998.1, XP_013651535.2
OG0001490	XP_009115263.2	XP_013659675.1, XP_013695494.1
OG0001490	XP_009109679.1	XP_013656903.1
OG0001491	XP_033134354.1	XP_048596010.1
OG0001492	XP_009109482.1	XP_022555703.1, XP_013656706.2
OG0001492	XP_009140296.1	XP_013743540.2, XP_013717099.2
OG0001492	XP_009117385.1	XP_048621035.1, XP_013706347.1
OG0001493	XP_009123448.2	XP_013751684.2
OG0001493	XP_018508909.2	XP_048593588.1, XP_013701858.1
OG0001493	XP_009101816.1	XP_013692214.2, XP_013644992.2
OG0001494	XP_009134258.2	XP_048606941.1, XP_013735504.2
OG0001494	XP_009134259.2	XP_048632014.1
OG0001494	XP_009114628.1	XP_013702588.1, XP_013714381.2
OG0001494	XP_009144488.1	XP_048612693.1, XP_013736623.1
OG0001495	XP_009101418.1	XP_013695361.2, XP_013706701.3
OG0001495	XP_009114277.2	XP_048596642.1
OG0001495	XP_009114279.2	XP_013713821.2, XP_013713823.2, XP_013728346.2
OG0001496	XP_009102540.1	XP_013706111.1
OG0001496	XP_009106061.1	XP_013728750.1
OG0001496	XP_033146642.1	XP_013681928.2
OG0001496	XP_009107703.2	XP_013711255.2, XP_048593624.1
OG0001497	XP_009136684.2	XP_048632730.1, XP_048618808.1
OG0001497	XP_033146986.1	XP_048636868.1
OG0001498	XP_009118663.1	XP_013664828.1
OG0001498	XP_009119328.2	XP_013666393.1, XP_013698167.1
OG0001498	XP_009111122.1	XP_048594318.1, XP_048626632.1, XP_048621954.1
OG0001499	XP_009116945.1	XP_013671901.1
OG0001499	XP_018508246.2	XP_013648519.1
OG0001499	XP_009138712.1	XP_013741766.1
OG0001500	XP_009133802.2	XP_048608679.1, XP_022553077.2
OG0001500	XP_009118889.2	NP_001303160.1, NP_001302648.1
OG0001500	XP_009138732.1	XP_013688307.2, XP_013741895.1
OG0001501	XP_009133789.2	XP_013734863.2
OG0001501	XP_009142600.1	XP_013747591.2, XP_013708014.2
OG0001501	XP_009142450.1	XP_048634806.1, XP_048611283.1
OG0001502	XP_018514843.1	XP_013747990.2, XP_013691636.1
OG0001502	XP_009133681.1	XP_048608652.1, XP_013734781.1
OG0001502	XP_009104254.1	XP_013648257.2, XP_048591620.1
OG0001502	XP_009116709.1	XP_013711861.2, XP_022563410.1
OG0001503	XP_009116668.1	XP_013659982.2
OG0001503	XP_009138891.1	XP_013742086.1, XP_013692763.1
OG0001503	XP_009104231.1	XP_048591612.1, XP_013702305.2
OG0001503	NP_001288917.1	NP_001303006.1, NP_001303024.1
OG0001504	XP_009104212.1	XP_013648295.1, XP_013699096.1
OG0001504	XP_009142946.1	XP_013692421.1, XP_013747898.1
OG0001504	XP_033142839.1	XP_022574041.2
OG0001504	XP_018513349.2	XP_013683827.2
OG0001504	XP_009142196.1	XP_048634729.1, XP_013688446.2
OG0001505	XP_009104207.1	XP_013648300.1, XP_013699103.1
OG0001505	XP_009116605.1	XP_013663730.2, XP_022546931.2
OG0001505	XP_009150184.1	XP_013688028.1, XP_013664170.2
OG0001505	XP_009133590.1	XP_013683810.2, XP_022574056.1
OG0001506	XP_009135082.1	XP_013736088.2, XP_013651939.1
OG0001506	XP_009146974.1	XP_022559253.2, XP_048615299.1
OG0001506	XP_009122854.1	XP_013731471.2
OG0001506	XP_009130632.1	XP_048607692.1, XP_013740023.2
OG0001507	XP_009149957.1	XP_013651873.1, XP_013646906.1
OG0001507	XP_009150549.1	XP_013710209.1
OG0001507	XP_009126712.1	XP_013682491.1, XP_013712690.2
OG0001507	XP_009120432.1	XP_013716584.1, XP_013729600.1
OG0001507	XP_009132009.1	XP_013680584.2, XP_013740291.1
OG0001508	XP_033129003.1	XP_048638581.1, XP_022563166.2
OG0001508	XP_009150186.1	XP_048605616.1, XP_022570834.2
OG0001508	XP_033134689.1	XP_013659205.2, XP_013705404.1
OG0001508	XP_009130252.1	XP_048628374.1, XP_013701341.1, XP_013678436.2
OG0001508	XP_033128340.1	XP_013647049.2, XP_022563660.2, XP_048606672.1
OG0001509	XP_009101232.1	XP_013655651.2, XP_013675854.1
OG0001509	XP_009149708.1	XP_013642377.1, XP_013743407.1
OG0001509	XP_009112201.1	XP_013738523.1, XP_013712399.1
OG0001509	XP_009150672.1	XP_048590949.1, XP_013641450.1
OG0001510	XP_009141154.1	XP_048634324.1
OG0001510	XP_009132802.1	XP_013734129.2, XP_048630694.1
OG0001510	XP_009119110.1	XP_048613767.1, XP_013666650.1
OG0001510	XP_009118570.1	XP_013716290.1
OG0001511	XP_009118416.1	XP_013716126.1, XP_013693547.1
OG0001511	XP_009110917.1	XP_013729526.1, XP_013657575.1
OG0001511	XP_009148033.1	XP_013641142.2, XP_013712277.1
OG0001511	XP_009133868.1	XP_048608709.1, XP_013740676.2
OG0001512	XP_009118389.2	XP_048630210.1, XP_013716519.1
OG0001512	XP_009110904.2	XP_013729524.1, XP_013657587.1
OG0001512	XP_009148080.2	XP_013641105.2, XP_013711833.1
OG0001512	XP_009140830.1	XP_013720529.2, XP_013718641.2
OG0001513	XP_009134624.1	XP_048632145.1
OG0001513	XP_009147410.1	XP_048614322.1, XP_013640330.1
OG0001513	XP_009125040.1	XP_048632136.1, XP_013729698.2
OG0001513	XP_033147385.1	XP_013640329.1, XP_048614321.1
OG0001514	XP_009130420.1	XP_048636173.1, XP_013731646.2
OG0001514	XP_009125008.1	XP_048601723.1, XP_013742261.2
OG0001514	XP_033142661.1	XP_013679022.2
OG0001514	XP_009120988.1	XP_013683151.2, XP_013687429.2
OG0001515	XP_018512780.1	XP_022573027.2, XP_013681609.1
OG0001515	XP_009147207.1	XP_013695862.3, XP_048636083.1
OG0001515	XP_009147787.1	XP_048616379.1, XP_048637768.1
OG0001516	XP_009147141.1	XP_013697196.1, XP_013750657.2
OG0001516	XP_009124782.1	XP_048628662.1, XP_022545423.2, XP_048628821.1
OG0001517	XP_009116292.1	XP_013655933.1, XP_013663464.2
OG0001517	XP_009133413.2	XP_013734530.2, XP_048608568.1
OG0001517	XP_009143241.1	XP_013697758.1, XP_013748062.1
OG0001518	XP_009141863.1	XP_013687712.1, XP_013744814.2
OG0001518	XP_009133409.1	XP_013734535.2, XP_048608567.1
OG0001518	XP_009103974.1	XP_048592983.1, XP_048616781.1
OG0001518	XP_009116283.1	XP_048629200.1, XP_013663469.1
OG0001519	XP_033131165.1	XP_013702451.2, XP_013726406.1
OG0001519	XP_009106046.1	XP_048617363.1, XP_013649675.2
OG0001519	XP_009117613.1	XP_013664608.2, XP_048597590.1
OG0001519	XP_009110342.1	XP_048594077.1, XP_013683023.1
OG0001520	XP_009150208.1	XP_022543955.1, XP_048608838.1
OG0001520	XP_033142603.1	XP_013716162.1, XP_013670117.1
OG0001520	XP_009149382.1	XP_022556073.1, XP_013695459.2
OG0001520	XP_033136766.1	XP_013660246.2, XP_013660191.1
OG0001521	XP_009106360.1	XP_013672877.1, XP_013650082.2
OG0001521	XP_009149655.1	XP_013671977.1, XP_013642327.2
OG0001521	XP_009103295.1	XP_013643828.1, XP_013653402.1
OG0001522	XP_009103201.1	XP_013727257.1, XP_013653373.2
OG0001522	XP_009110124.1	XP_048622487.1, XP_013730506.2
OG0001522	XP_009104930.1	XP_013649060.1, XP_013736686.1
OG0001522	XP_009105760.2	XP_048592104.1, XP_013701851.1
OG0001523	XP_009115499.2	XP_013699680.2
OG0001523	XP_009103153.1	XP_048618638.1, XP_022544506.2
OG0001523	XP_009110079.2	XP_013712260.1, XP_013732633.1
OG0001524	XP_009109804.1	XP_013659838.1
OG0001524	XP_009102971.2	XP_013653217.2, XP_013721536.1
OG0001524	XP_009150118.1	XP_013642811.1
OG0001526	XP_009119740.1	XP_013666272.1, XP_013653633.2
OG0001526	XP_009138783.1	XP_013741937.1
OG0001526	XP_009116784.1	XP_013707862.2, XP_013712425.1
OG0001527	XP_009125966.1	XP_013662408.1
OG0001527	XP_009128410.1	XP_022553068.1, XP_022559308.1, XP_048630572.1
OG0001527	XP_009106734.1	XP_013727005.1, XP_013650340.2
OG0001528	XP_009111590.1	XP_048595267.1
OG0001528	XP_009106229.1	XP_013703074.1
OG0001528	XP_009104698.1	XP_013652126.1, XP_013729643.1
OG0001528	XP_009112561.1	XP_013670114.1
OG0001528	XP_009130251.1	XP_048628376.1, XP_013722061.1
OG0001529	XP_009120917.1	XP_048624974.1, XP_048599109.1
OG0001529	XP_009126298.1	XP_048605412.1, XP_013727678.2
OG0001529	XP_009126299.1	XP_048605417.1
OG0001530	XP_018514549.1	XP_048619427.1, XP_048631257.1
OG0001530	XP_009151695.1	XP_013704516.2, XP_013647377.1
OG0001531	XP_009135174.2	XP_013651951.2, XP_013647521.1
OG0001531	XP_009124886.2	XP_013719124.1, XP_013732096.1
OG0001531	XP_009146708.1	XP_022575506.2, XP_013640150.1
OG0001532	XP_009128659.2	XP_013686514.2, XP_022569175.1, XP_048612758.1
OG0001532	XP_009120391.1	XP_048598939.1
OG0001532	XP_009126735.2	XP_013713703.2, XP_013683445.2
OG0001533	XP_009136547.1	XP_013741247.2
OG0001533	XP_009115717.2	XP_013675238.1, XP_013722205.1
OG0001533	XP_009115720.2	XP_048596977.1
OG0001533	XP_009115719.2, XP_009115718.2	XP_013675237.2, XP_048596976.1
OG0001534	XP_033132162.1	XP_048591694.1
OG0001534	XP_009106614.1	XP_013650107.2
OG0001535	XP_009106861.1	XP_022568009.2, XP_048594358.1
OG0001535	XP_009135303.2	XP_022572110.2, XP_048608979.1
OG0001535	XP_009146525.2	XP_013737753.1, XP_013640063.1
OG0001535	XP_018511607.2	XP_013673124.2
OG0001536	XP_009146464.1	XP_013749821.2, XP_013737778.2
OG0001536	XP_009117541.1	XP_013722685.2, XP_022570955.2
OG0001536	XP_033133438.1	XP_048607415.1, XP_048594376.1
OG0001537	XP_009147667.1	XP_048628485.1
OG0001537	XP_009144817.1	XP_013698486.1
OG0001537	XP_009115398.1	XP_013645018.1, XP_048602276.1
OG0001538	XP_009146083.1	XP_013749598.1, XP_013749707.1
OG0001538	XP_009147720.2	XP_013699616.1, XP_013640737.2
OG0001538	XP_009144867.2	XP_013721397.2, XP_048636915.1
OG0001538	XP_009107159.1	XP_013655537.2, XP_013724803.2
OG0001539	XP_009102421.1	XP_013701269.1, XP_022561183.1
OG0001539	XP_009124756.1	XP_048600002.1
OG0001540	XP_009143770.1	XP_048636648.1, XP_013744882.2
OG0001540	XP_033146293.1	XP_048634425.1, XP_013729056.1
OG0001541	XP_033146720.1	XP_048609810.1, XP_013670038.2, XP_013746301.1, XP_013746302.2
OG0001541	XP_009104392.2	XP_013652052.3, XP_048616269.1
OG0001542	XP_033146807.1, XP_033133281.1, XP_033141432.1	XP_048622595.1, XP_048632187.1, XP_048613105.1, XP_048605355.1, XP_048599802.1
OG0001542	XP_033133354.1	XP_048622791.1
OG0001542	XP_033133918.1	XP_048596687.1
OG0001542	XP_033131801.1	XP_048622620.1
