Orthogroup	Noccaea_praecox	Cochlearia_excelsa
OG0000860	Np003G1513000, Np007G3744600, Np007G3744500	g13766
OG0000861	Np003G1513800	g828
OG0000861	Np001G0447500	g3012
OG0000862	Np003G1556000	g25381, g9895, g5011
OG0000863	Np002G0720500	g44317
OG0000863	Np007G4085500	g13146
OG0000865	Np001G0454200, Np001G0454100	g2943
OG0000865	Np001G0454000	g19586
OG0000866	Np007G3785600	g14335
OG0000867	Np001G0329100	g10891, g40691
OG0000868	Np001G0513200, Np001G0514400, Np001G0514000	g2592
OG0000869	Np005G2860700, Np005G2861000, Np005G2860000, Np005G2860300, Np005G2860600, Np005G2741200	g40440
OG0000870	Np001G0603700	g2161
OG0000870	Np003G1293200	g29778
OG0000870	Np007G4116200	g12365
OG0000871	Np006G3371300	g51643
OG0000871	Np001G0565200	g2336
OG0000872	Np001G0492000	g19425
OG0000872	Np006G3256800	g37548
OG0000873	Np003G1442900	g29149, g29151
OG0000873	Np003G1443100	g8800, g45530
OG0000873	Np004G2567000	g47995
OG0000874	Np004G2435400	g49875
OG0000874	Np004G2435500	g31459, g53611
OG0000876	Np002G1144800, Np002G1178200, Np002G1178300, Np002G1178900	g18479
OG0000882	Np004G2459900, Np006G3697300	g27747
OG0000882	Np004G2158000	g50590
OG0000884	Np003G1611500	g39398
OG0000885	Np007G3828400	g17702
OG0000887	Np004G2562300	g5006
OG0000888	Np005G2898000	g47313
OG0000889	Np005G2868500	g47385
OG0000890	Np003G1459400	g29042, g4923
OG0000891	Np003G1654900	g3462
OG0000894	Np001G0511900	g19373, g2597
OG0000895	Np003G1491900	g740
OG0000895	Np003G1576600	g35699
OG0000896	Np001G0595200	g11274, g11430, g26094, g37070, g37071, g37072
OG0000897	Np003G1322800	g29666
OG0000897	Np007G4096800	g13126, g7345, g12305
OG0000898	Np003G1304000	g29730, g5640
OG0000898	Np007G4111600	g12349
OG0000899	Np002G0731500	g46469
OG0000900	Np004G1921600	g36678
OG0000900	Np004G1921700	g36677
OG0000901	Np001G0614500	g2066
OG0000902	Np004G2093700	g42965, g42963
OG0000903	Np005G2753100, Np005G2753200	g23485
OG0000903	Np005G2753300	g17010
OG0000904	Np007G3957800	g6829, g11975
OG0000904	Np004G1980300	g36401
OG0000906	Np001G0408900, Np005G2830000, Np005G2829900, Np005G2830100	g17236
OG0000906	Np005G2829800	g23857
OG0000907	Np007G4252600	g7952
OG0000907	Np006G3258400	g37537
OG0000908	Np001G0633900	g11209, g1980, g18951
OG0000908	Np006G3283700	g52055
OG0000909	Np003G1787600, Np003G1787800	g19482, g46814, g46826
OG0000910	Np006G3345200, Np005G3113700	g38113, g37307
OG0000911	Np005G2614400	g22703
OG0000911	Np006G3701700	g36959, g50882, g54088
OG0000912	Np005G3078300	g7695
OG0000912	Np001G0146600	g12872, g12546
OG0000912	Np007G4185700	g4794, g10126
OG0000913	Np005G3135100	g18093
OG0000913	Np007G4233400	g7867
OG0000914	Np003G1884500	g25399
OG0000915	Np003G1881300	g49348, g25407
OG0000917	Np004G2322500, Np004G2322700	g27518
OG0000918	Np005G3196000	g34992, g34989, g53711, g53709, g48289, g35541, g2939, g4310, g43151
OG0000918	Np002G1139300	g53710, g4249, g29706, g53734, g33394, g52370, g27733, g6203, g43145, g26180, g14789, g48288, g1485, g4656, g26598, g3329, g15623, g51844, g11670
OG0000922	Np003G1399400, Np003G1399500, Np006G3618600	g29369
OG0000923	Np001G0479000	g2757
OG0000923	Np001G0070500	g340
OG0000924	Np005G3089100, Np004G2291300	g50312
OG0000924	Np003G1432400	g29200
OG0000925	Np001G0123000	g18564
OG0000925	Np003G1371400	g29481
OG0000926	Np005G3048200, Np005G2715200	g23312
OG0000926	Np003G1366800	g45532, g5417, g29502
OG0000927	Np006G3507200, Np001G0598400, Np003G1307300	g29713
OG0000928	Np006G3536600, Np006G3471600	g39900, g51220
OG0000928	Np004G2529800, Np007G3776300, Np008G4258900, Np003G1556200, Np005G2692400	g31022
OG0000929	Np004G2530400	g49550
OG0000930	Np001G0444600	g3079
OG0000931	Np001G0590400	g2212, g19095
OG0000932	Np005G2769000	g17066, g23580
OG0000932	Np004G2322400	g50244
OG0000933	Np003G1558300	g1115
OG0000934	Np005G2800400, Np005G2800900, Np005G2800500	g23730
OG0000934	Np003G1562400	g39310
OG0000936	Np005G2672100	g18231
OG0000939	Np004G2047800	g27912
OG0000939	Np004G2325800	g50234
OG0000940	Np005G2771400	g23591
OG0000941	Np005G3056800	g6533, g24536, g17723
OG0000944	Np001G0506500	g11378
OG0000944	Np001G0514500	g2591
OG0000946	Np004G2531000	g31012
OG0000947	Np006G3207700	g37763
OG0000947	Np001G0693500	g18748
OG0000948	Np001G0618400	g18992
OG0000949	Np001G0588600, Np006G3337300	g37318
OG0000950	Np007G4165700	g12941, g12477
OG0000951	Np005G2673800	g22969
OG0000951	Np007G3893100	g11622
OG0000952	Np004G2496800, Np001G0441000	g49628, g49629
OG0000953	Np001G0013200	g43874, g8560, g30081, g3774, g41940, g33095, g43229, g53644, g26852, g34233, g35481, g42935, g21524, g19900, g41933, g42910, g35061, g53117, g15713, g42281, g32800, g32803, g33186, g53998, g53586, g42558, g10449, g16291, g35520, g4358, g26245, g42182, g8554, g47351, g49118, g30398, g52514, g19821, g35479, g13241, g34960, g35104, g46894, g8576, g19825, g26285, g42287, g34232, g42633, g3839, g17794, g30478, g53034, g25384, g45371
OG0000954	Np007G4213300	g7801
OG0000955	Np004G2431100	g31477
OG0000955	Np005G3077400	g14015, g53182, g14019, g14375, g27771, g53183
OG0000957	Np005G2618000	g22720
OG0000958	Np004G2249000	g27596
OG0000962	Np001G0238700	g10642
OG0000963	Np003G1417500	g29281
OG0000963	Np007G3766400	g14070
OG0000964	Np006G3556600, Np006G3556700, Np006G3554800, Np006G3554900	g37911
OG0000965	Np005G2803900	g47552, g23748
OG0000966	Np001G0498600, Np003G1750400, Np003G1750500	g19445
OG0000967	Np001G0200200, Np001G0130700, Np001G0356800, Np001G0130800, Np001G0356900	g602
OG0000968	Np003G1521600	g41318
OG0000968	Np003G1521500	g28800
OG0000970	Np001G0203700, Np001G0203800	g10457
OG0000971	Np001G0365100, Np001G0365400, Np001G0365200	g43973
OG0000973	Np001G0329200	g40690, g10892, g17532, g47214, g24254
OG0000974	Np007G4144600	g12990
OG0000974	Np007G4108300	g12335
OG0000975	Np001G0568600, Np001G0568700	g2322
OG0000976	Np003G1669200	g3840, g28360, g4496
OG0000976	Np003G1669100	g26454
OG0000976	Np001G0424200	g37017, g37018
OG0000977	Np006G3659300	g3236, g3216, g28291, g36181, g50666, g36215, g36213, g36214
OG0000978	Np005G2652800, Np007G4199900	g47886
OG0000979	Np005G3120600	g41683, g41660, g41662, g41633, g36993, g36966, g36967
OG0000983	Np003G1431600	g45719, g5064
OG0000984	Np003G1425800	g5091
OG0000984	Np007G4237100	g7889
OG0000985	Np006G3615100	g40140
OG0000985	Np007G3804400	g6706, g11898
OG0000986	Np006G3552800	g51255
OG0000986	Np004G2538500	g30960
OG0000986	Np003G1384300	g49522
OG0000987	Np003G1660200	g28366, g41220
OG0000987	Np005G2805500, Np005G2804300	g17162
OG0000989	Np006G3299600	g38167, g37399
OG0000989	Np003G1287200, Np007G4119800	g7437
OG0000991	Np002G1218500, Np003G1738700	g22654
OG0000992	Np003G1325200	g5587
OG0000992	Np003G1587700	g1033
OG0000993	Np003G1265500	g45314, g5792
OG0000993	Np007G4134600	g7494
OG0000994	Np004G2405000	g49952
OG0000994	Np002G0711100	g46568
OG0000995	Np004G2042900	g27907
OG0000995	Np002G0896500	g44850
OG0000996	Np001G0455300, Np001G0455200, Np001G0457900	g2912, g2937, g2933
OG0000997	Np007G3758500	g32197
OG0000998	Np007G3754200	g6045
OG0000998	Np005G2674800	g22964, g47945
OG0001000	Np006G3395300, Np001G0547500	g19237
OG0001001	Np006G3391800	g37165
OG0001001	Np001G0551500	g2397
OG0001002	Np007G3839800	g6557
OG0001002	Np005G3049000, Np005G3048900, Np005G3048600	g47060
OG0001003	Np005G3125400	g25184
OG0001003	Np005G3125500	g16220
OG0001003	Np005G3125600, Np005G3125900	g46773
OG0001004	Np001G0177500	g10270
OG0001005	Np001G0344300	g10924
OG0001005	Np005G2932400	g47245
OG0001007	Np005G2875200	g17365, g24033
OG0001007	Np003G1848600	g25539
OG0001008	Np001G0439800	g3287
OG0001009	Np001G0591600	g2210
OG0001010	Np005G2752500	g17008, g23477
OG0001010	Np007G3729000	g13896
OG0001012	Np005G2774000	g47639
OG0001013	Np003G1468600	g29080, g41449
OG0001013	Np007G4174000	g7660, g12501
OG0001014	Np005G3031600	g24465
OG0001015	Np007G3726800	g5942
OG0001015	Np007G3726400, Np007G3727000	g5941
OG0001016	Np004G2499900	g31167
OG0001016	Np002G1078300, Np002G1078400	g27062
OG0001017	Np004G2307000	g32060
OG0001017	Np002G0846200	g44683
OG0001019	Np007G3977400, Np001G0673500	g37254
OG0001022	Np001G0278100, Np001G0417100	g53581
OG0001030	Np001G0070800	g37046
OG0001031	Np003G1415600	g45664
OG0001031	Np006G3665500	g13606
OG0001032	Np003G1376400	g29459
OG0001032	Np001G0126800	g10052
OG0001033	Np006G3524100, Np003G1752500	g39943
OG0001034	Np006G3566200	g39793
OG0001034	Np004G2547700	g26954
OG0001035	Np006G3706400	g14026, g38532
OG0001036	Np004G2131800	g32424
OG0001037	Np001G0366300, Np006G3684600	g36926
OG0001037	Np006G3408600	g22456, g3733, g22455
OG0001038	Np001G0195500	g10400
OG0001038	Np001G0195300	g16485
OG0001039	Np001G0113400	g523
OG0001039	Np010G4354600	g18572
OG0001040	Np006G3702600, Np006G3702500	g36956
OG0001042	Np001G0495300	g2682, g19439
OG0001042	Np003G1710700	g1352
OG0001043	Np003G1383400, Np006G3385300, Np002G0962500	g45573
OG0001043	Np003G1361100	g17845
OG0001044	Np007G4117900	g13098
OG0001044	Np003G1290000	g29792, g5691
OG0001045	Np002G0749000	g46369
OG0001045	Np004G2334000	g27495, g50209
OG0001046	Np004G2343400	g50165, g31961
OG0001046	Np002G0761600	g46291
OG0001047	Np004G2355100	g50115
OG0001047	Np002G0774800	g46230
OG0001048	Np006G3614200, Np006G3614900, Np006G3614100, Np006G3539500, Np006G3469100	g44964
OG0001049	Np004G1923400	g36667, g11243
OG0001050	Np005G3112100, Np005G3112200, Np002G1011200	g24719, g25061, g25043, g25034, g25068, g25041, g25066
OG0001050	Np002G1077500, Np002G1081500	g25048, g36889
OG0001051	Np003G1740200, Np003G1740300	g26765, g26752, g26772, g26764
OG0001052	Np001G0362900	g40587
OG0001052	Np005G2913700	g24176, g17469
OG0001053	Np007G4028800	g12118
OG0001054	Np007G3768500	g6121
OG0001054	Np005G2657100	g23035
OG0001056	Np006G3333400	g37327, g51789
OG0001057	Np007G3881800	g11661, g6390
OG0001058	Np005G2784800, Np007G3736100	g17104, g23657, g5968, g47621
OG0001059	Np007G4096500	g13128, g12299
OG0001060	Np002G0825600	g44609, g45995
OG0001061	Np002G1133600, Np002G1133700	g44040
OG0001061	Np007G4179700	g7688
OG0001062	Np007G3923400	g6955
OG0001063	Np007G3818300, Np007G3822300	g11856
OG0001063	Np007G3822000	g11857
OG0001064	Np002G0950900, Np002G0951000	g44988
OG0001065	Np003G1898000	g25341
OG0001065	Np006G3245200	g37594
OG0001065	Np004G2597100	g49295
OG0001066	Np004G2427100	g25931, g31501
OG0001068	Np011G4366300, Np007G4002300, Np006G3465600, Np008G4285600, Np008G4280100, Np008G4259700, Np001G0309100, Np011G4368600, Np009G4302100, Np008G4264200	g30656
OG0001068	Np005G2952300, Np006G3464300, Np011G4365500, Np006G3465400	g39103, g21055
OG0001069	Np002G1188100	g38261
OG0001069	Np002G1187900, Np002G1188200	g40938
OG0001070	Np001G0395200	g40496
OG0001071	Np004G1984800, Np004G1984700, Np004G1984900	g54120, g54121
OG0001076	Np003G1767600, Np003G1767900, Np003G1768100	g13268
OG0001076	Np003G1456500	g18040
OG0001077	Np005G3133400	g18113
OG0001078	Np003G1856800	g25495
OG0001079	Np001G0576200	g19149
OG0001081	Np002G0778000, Np002G0777900	g46220
OG0001083	Np001G0091900	g51302
OG0001085	Np005G2911500	g24168
OG0001085	Np007G3870100	g11721
OG0001086	Np005G3066800	g24580, g17809
OG0001086	Np007G3854800	g6503
OG0001087	Np007G3914600	g6997
OG0001088	Np006G3675800	g50944
OG0001088	Np006G3675700	g38442
OG0001089	Np001G0197300	g45549
OG0001090	Np001G0219400	g10542, g16608
OG0001091	Np004G2276900, Np007G4021400, Np004G2280200	g32116
OG0001091	Np002G0861100	g27567
OG0001092	Np001G0380300, Np001G0380600	g11001
OG0001094	Np007G4027500	g12110, g7061, g13245
OG0001094	Np004G1942500	g36579
OG0001095	Np005G2922600	g47259
OG0001095	Np005G2922400	g17489, g17488
OG0001096	Np004G2494800	g31204, g49695, g27093
OG0001096	Np002G1125000	g41079
OG0001097	Np001G0646100, Np001G0646200	g18898
OG0001098	Np006G3376600	g38065, g51631
OG0001098	Np001G0562900	g2349, g19195
OG0001099	Np007G3872200, Np007G3871900, Np007G3869200	g13512
OG0001099	Np007G3872500	g11711
OG0001100	Np004G2540700	g34274, g35257, g48942, g25870
OG0001101	Np006G3357100	g51963
OG0001102	Np003G1836900	g40451
OG0001103	Np001G0142700	g4833
OG0001103	Np007G4180000	g12903, g12524
OG0001104	Np007G4193400	g7717
OG0001105	Np007G4167400	g7634
OG0001106	Np007G4117400	g12371, g12372, g7430, g13099
OG0001107	Np004G1987300	g54107
OG0001108	Np004G2001000	g43687, g43860
OG0001109	Np004G2415900	g31560, g49925, g49923, g49924
OG0001111	Np004G1996600	g36304
OG0001111	Np007G3927700	g6935
OG0001112	Np005G2961000	g24289, g17556
OG0001112	Np005G2674100	g47940, g22966
OG0001115	Np001G0377100, Np001G0512200	g24581, g35924, g40550, g45129, g2969, g46849
OG0001120	Np006G3563200	g51295
OG0001120	Np006G3563100	g39786
OG0001121	Np003G1402600	g5271, g29355, g45622, g5272
OG0001123	Np003G1367900	g45539, g29498
OG0001123	Np001G0030600	g9715
OG0001124	Np006G3603800, Np006G3604400	g51124, g51128, g37871
OG0001125	Np006G3576500	g51323
OG0001127	Np004G2116300, Np004G2116400, Np004G2116200	g27668, g27669
OG0001128	Np002G0896000	g44848
OG0001129	Np004G2159500	g45025, g32527
OG0001129	Np006G3402300	g51533
OG0001131	Np005G2787200	g17111, g47606
OG0001131	Np003G1604500	g1001
OG0001132	Np007G4116800	g12368
OG0001132	Np003G1291900	g5680
OG0001133	Np003G1282500	g29819
OG0001134	Np003G1275000	g5744, g45348
OG0001136	Np005G3200100	g16772
OG0001136	Np005G2869000	g32737, g52865
OG0001137	Np001G0391000	g45188, g2455
OG0001137	Np002G0716000	g44303
OG0001138	Np002G0724100	g44329
OG0001139	Np002G0729000	g46483
OG0001139	Np004G2393200	g49982
OG0001140	Np002G0760700	g44389
OG0001140	Np002G0760800	g44390
OG0001141	Np001G0261400	g10732
OG0001141	Np004G2420700	g31536
OG0001142	Np002G0845600, Np002G0845700	g45881
OG0001143	Np004G2359500	g31862, g50091
OG0001143	Np002G0781700	g46192
OG0001144	Np004G1909900	g36717
OG0001144	Np007G4075400	g7236
OG0001145	Np002G0813400	g46054
OG0001145	Np004G2380800	g50019, g31737
OG0001146	Np007G3719500	g13849
OG0001146	Np005G2763700	g47674
OG0001148	Np001G0184900	g10319
OG0001149	Np005G2925200	g24213, g17494
OG0001150	Np001G0653900, Np001G0675300	g1835
OG0001150	Np006G3230500	g37654
OG0001151	Np006G3247800	g52233, g37585
OG0001151	Np001G0663400	g1906
OG0001153	Np001G0604700	g19032
OG0001153	Np006G3314700	g51912
OG0001154	Np006G3700200	g50876
OG0001156	Np001G0155500	g7735, g12579, g12582
OG0001157	Np006G3224100	g37691
OG0001157	Np006G3224200, Np005G3105600	g37690
OG0001160	Np003G1457000	g41480
OG0001161	Np004G2436700, Np007G4209600	g12610
OG0001162	Np004G2456900	g31371, g49813
OG0001162	Np002G1206800	g44235
OG0001163	Np004G2425100	g27261
OG0001163	Np004G2425000	g31511
OG0001163	Np001G0460500	g2886
OG0001164	Np002G0746100	g46377
OG0001164	Np004G2330300	g27506, g32015
OG0001166	Np004G1990600	g28097, g36357
OG0001167	Np005G3077000	g24918
OG0001168	Np005G2652000	g47885, g23067
OG0001168	Np005G2652100	g18215
OG0001169	Np005G2635400	g23182, g18153
OG0001169	Np007G3797400	g6220
OG0001170	Np001G0250300, Np006G3311900, Np002G0846900, Np003G1272000	g5760
OG0001174	Np003G1815900	g40387, g25674
OG0001174	Np005G2846400	g47447, g23931
OG0001175	Np003G1427300	g29218
OG0001175	Np007G4235800	g12687
OG0001176	Np007G4237000	g7885
OG0001176	Np003G1426700	g29235
OG0001177	Np003G1390300	g45586
OG0001177	Np003G1473200	g41427, g650
OG0001178	Np003G1362200, Np001G0038700	g29536
OG0001179	Np001G0043000	g9755
OG0001180	Np001G0609300, Np002G0992300	g39828
OG0001182	Np004G2020100	g36180
OG0001183	Np006G3426000, Np004G2124200	g32401
OG0001184	Np006G3403200	g51531
OG0001184	Np004G2174500	g50616
OG0001185	Np001G0025900	g123
OG0001186	Np001G0108000	g499
OG0001186	Np001G0493700	g19430, g2696
OG0001189	Np002G0921600, Np002G0921500	g18038
OG0001189	Np003G1476200	g29126
OG0001190	Np005G2775800	g17081
OG0001190	Np003G1622300	g28452
OG0001191	Np005G2773800	g17077
OG0001191	Np003G1623600	g28457
OG0001192	Np002G0768800	g46253
OG0001192	Np004G2350900	g50135
OG0001193	Np004G1902200	g27975, g54383
OG0001193	Np001G0189000	g10361, g7278
OG0001194	Np002G0789600	g44509
OG0001197	Np007G4082500	g12253
OG0001197	Np007G4082300	g7266
OG0001198	Np002G0829800	g45965
OG0001199	Np005G2933600	g47242
OG0001199	Np001G0342700	g40650
OG0001200	Np005G2948400, Np005G2948900	g47209, g47208, g47207
OG0001201	Np005G2857400	g23966
OG0001202	Np005G2982600	g24309
OG0001202	Np005G2982300	g47180
OG0001203	Np001G0529000	g2491, g19321
OG0001203	Np001G0006200	g19632
OG0001204	Np001G0670500	g18690, g11168
OG0001204	Np006G3236300	g52282
OG0001205	Np006G3259500, Np001G0652300	g18874
OG0001206	Np001G0486900, Np001G0644600, Np001G0645100	g18904
OG0001207	Np001G0629500	g2037
OG0001207	Np006G3286800	g38182
OG0001208	Np006G3291100	g52024
OG0001208	Np001G0628600	g2044
OG0001209	Np006G3289000, Np004G2144400	g2054
OG0001210	Np006G3376700	g37200
OG0001210	Np001G0562800	g2350
OG0001211	Np007G3729700	g13898
OG0001212	Np006G3322400, Np006G3322600	g37353, g37347
OG0001212	Np006G3322300, Np006G3322200, Np006G3331100	g51862
OG0001214	Np007G4165300	g12476
OG0001214	Np001G0165600	g10202
OG0001215	Np007G4134900, Np007G3852300	g13040
OG0001216	Np007G3950800	g11987, g6854
OG0001216	Np004G1983900	g13325
OG0001217	Np005G2798500	g23722
OG0001217	Np005G2798700, Np005G2798600	g23723
OG0001218	Np004G2062600	g50700, g50698
OG0001219	Np003G1352500	g5476
OG0001220	Np005G2722700	g23347
OG0001221	Np001G0317400, Np001G0315900	g10864
OG0001222	Np007G3752500	g13993
OG0001222	Np005G2676500	g22956
OG0001223	Np004G2263400	g27586
OG0001224	Np002G1138600, Np002G1138700	g44056, g41814, g44067, g27885
OG0001225	Np005G2853000	g23953, g23954
OG0001226	Np005G2980200	g33114, g15119, g44911
OG0001231	Np007G4225300	g12761
OG0001231	Np003G1441900	g5005, g29153, g45745
OG0001233	Np005G2785300	g23660
OG0001234	Np003G1372300	g29474, g45552
OG0001235	Np003G1350700	g29575
OG0001235	Np001G0055700	g276
OG0001236	Np007G4152500	g7578
OG0001236	Np003G1859800	g25488
OG0001237	Np006G3604900	g51129
OG0001238	Np001G0093500	g45127
OG0001240	Np004G2553900	g30901
OG0001240	Np006G3571900, Np006G3572200, Np006G3572100, Np006G3571200	g37930
OG0001241	Np006G3572600	g39772
OG0001242	Np006G3430000, Np004G2117800	g32372
OG0001243	Np001G0155200	g10158
OG0001243	Np001G0155100, Np001G0154900	g4717
OG0001244	Np001G0023600	g9683
OG0001244	Np001G0509900	g2601
OG0001245	Np001G0054100	g9802
OG0001246	Np002G0919000	g41690, g44903
OG0001246	Np004G2100100	g50412
OG0001247	Np001G0087200	g9884
OG0001247	Np003G1333100	g5551
OG0001248	Np003G1500200	g772
OG0001248	Np001G0437700	g29397
OG0001249	Np003G1546000	g28729, g1167
OG0001249	Np003G1328200	g29646
OG0001250	Np002G1122200	g41089, g41082, g41085
OG0001250	Np002G1110600	g43986
OG0001251	Np003G1622200	g945
OG0001252	Np003G1866000	g45235
OG0001252	Np004G2575200	g25470
OG0001253	Np003G1861700	g45219
OG0001253	Np003G1861400	g25485
OG0001254	Np007G4130900, Np007G4131800	g7476
OG0001254	Np003G1271800	g29844, g5762
OG0001256	Np002G0728900	g46484
OG0001256	Np004G2393500	g31671
OG0001257	Np002G0757900	g46314
OG0001258	Np002G0781500	g35970
OG0001258	Np005G2747300, Np002G0781600	g44470
OG0001259	Np002G0782300	g44475, g46190
OG0001260	Np007G3759700	g13735, g6092
OG0001260	Np005G2664800	g23002
OG0001261	Np005G2672600	g47934
OG0001261	Np007G3755500	g14007
OG0001262	Np007G4076700	g7243, g13174, g12242
OG0001263	Np001G0550400	g2407
OG0001263	Np006G3393000	g38034
OG0001264	Np005G3076000	g46950, g26286
OG0001265	Np007G3834800	g6574
OG0001265	Np005G3041900	g11806
OG0001266	Np002G0790100	g46154
OG0001267	Np005G2748800	g34447
OG0001269	Np001G0379400	g6268, g40545, g6267
OG0001269	Np001G0380000	g10998
OG0001271	Np007G3980800	g13368
OG0001272	Np004G1967500	g54171
OG0001272	Np007G3980900	g4807, g3849, g43217, g11942
OG0001273	Np003G1802800	g47466
OG0001273	Np005G2834400	g23883
OG0001274	Np004G2561200	g26925, g30860
OG0001275	Np005G3198600, Np005G3199300, Np005G3001500, Np002G1239900, Np002G1240000	g40831
OG0001276	Np005G2862600	g17315
OG0001276	Np003G1836200	g25581
OG0001277	Np003G1838700	g40455
OG0001277	Np005G2866000	g47399
OG0001278	Np001G0672300	g1864
OG0001279	Np001G0652900	g1951, g18877
OG0001280	Np006G3283500	g37451, g52057, g52065
OG0001280	Np001G0634000	g1981, g18950
OG0001282	Np005G2708400, Np001G0626900	g18972, g2132
OG0001282	Np006G3288500	g11224
OG0001283	Np007G4144800	g12991
OG0001283	Np001G0598800	g2180
OG0001284	Np001G0594500	g2189
OG0001284	Np006G3330800	g37332, g51812
OG0001285	Np003G1645100	g905
OG0001285	Np005G2772800	g47645
OG0001286	Np006G3379500	g51622
OG0001286	Np001G0560400	g19204, g2368
OG0001287	Np005G2678600	g47958, g47955, g22944
OG0001288	Np006G3656000	g50995
OG0001288	Np005G2717800	g23326, g16953
OG0001289	Np006G3255500	g52171
OG0001290	Np001G0176900	g10264
OG0001290	Np007G4154200	g12971
OG0001292	Np007G3914300	g12075
OG0001293	Np004G2567200	g47994
OG0001295	Np004G2385100	g50005, g27373
OG0001295	Np002G0819900	g46014
OG0001297	Np001G0193300	g10382
OG0001298	Np002G0905300	g44873
OG0001299	Np006G3420000	g51453
OG0001303	Np001G0458100	g19568
OG0001305	Np004G2415300	g31562
OG0001305	Np001G0270600	g10777
OG0001306	Np007G4240800	g7908, g12693
OG0001306	Np003G1424000	g29244
OG0001307	Np007G4245400	g12713
OG0001307	Np003G1419400	g5140
OG0001309	Np003G1343900	g29595, g45494
OG0001309	Np001G0101700	g463
OG0001310	Np004G2514900	g31093
OG0001310	Np006G3594000	g40030
OG0001311	Np004G2538700	g49518
OG0001311	Np006G3553200	g51259
OG0001312	Np006G3427400	g51425
OG0001312	Np004G2120700	g50501, g32388
OG0001314	Np004G2423300	g31524
OG0001314	Np001G0251700	g10696
OG0001315	Np004G2430200	g31481
OG0001315	Np001G0245600	g10660
OG0001316	Np001G0086300	g9882
OG0001316	Np004G2102500	g50413
OG0001317	Np001G0108200	g25597, g35964, g500
OG0001317	Np001G0494600	g2685
OG0001318	Np003G1519700	g28813, g852
OG0001319	Np003G1525800	g28762
OG0001319	Np001G0457700	g2928
OG0001320	Np003G1571000	g28567, g24657
OG0001321	Np003G1593400	g26842
OG0001321	Np005G2789800	g23683
OG0001323	Np003G1320500	g29677
OG0001323	Np007G4099100	g13123, g7352, g12310
OG0001324	Np003G1315600	g29692
OG0001324	Np007G4102200	g7373
OG0001325	Np003G1315300	g29693
OG0001325	Np007G4102400	g12318
OG0001326	Np003G1295300	g45412
OG0001326	Np007G4114500	g7420
OG0001327	Np002G1239100	g40826
OG0001327	Np005G2832600	g47472
OG0001328	Np004G2083400	g44348, g13976
OG0001329	Np002G0749700	g46355
OG0001329	Np004G2335100	g32006
OG0001330	Np004G2338200, Np004G2338500, Np002G0752100	g27489
OG0001331	Np004G1907800	g54312, g27980
OG0001331	Np007G4077600	g7246
OG0001332	Np004G1918000	g54341
OG0001332	Np007G4063300	g7193
OG0001334	Np005G3059200	g24550
OG0001334	Np005G3059300	g24557
OG0001335	Np007G3838800	g13443
OG0001337	Np005G3041300	g47079
OG0001337	Np007G3834600	g6577
OG0001338	Np002G0814500	g46035
OG0001338	Np004G2382100	g31730
OG0001339	Np004G2440600	g27219, g31446
OG0001340	Np001G0362100	g10967
OG0001340	Np005G2911700	g24169
OG0001341	Np001G0371400	g16731, g18396
OG0001342	Np001G0373900	g10993
OG0001342	Np005G2901200	g17436
OG0001343	Np005G2896100	g47317
OG0001343	Np001G0381900	g40540
OG0001344	Np004G1956400	g36501
OG0001344	Np006G3399300	g38012
OG0001345	Np004G1954400, Np004G1942800	g36576
OG0001345	Np007G3899900	g7060
OG0001346	Np004G1939000	g12137
OG0001346	Np007G4035800	g7075
OG0001347	Np005G2906700	g47293
OG0001347	Np005G2906800	g17457
OG0001348	Np001G0525500	g2517
OG0001348	Np001G0006900	g25
OG0001349	Np003G1800600	g40350
OG0001349	Np005G2832500	g23876
OG0001350	Np003G1818100	g25669
OG0001351	Np005G2870200, Np005G2870500	g47350
OG0001353	Np001G0689600	g11149, g18789
OG0001353	Np006G3212300	g50827
OG0001355	Np001G0657300, Np006G3408400	g1928, g18840, g42086
OG0001356	Np001G0655400	g1933, g18858, g37547
OG0001357	Np001G0636200	g18939, g1994
OG0001358	Np001G0614600	g2067
OG0001358	Np006G3305500	g37382
OG0001360	Np004G2379600	g27600
OG0001360	Np005G3143100	g46728
OG0001362	Np001G0172900	g10242
OG0001362	Np007G4158500	g12956
OG0001365	Np004G2057700	g50667
OG0001365	Np003G1786700	g40320
OG0001366	Np007G4188800	g12863, g12556
OG0001368	Np006G3223300	g50799
OG0001370	Np003G1748900	g38173
OG0001371	Np007G4210000	g7791, g12800
OG0001372	Np001G0156700	g10167
OG0001373	Np007G4113400, Np007G4109800	g12357
OG0001374	Np005G3145800	g46720
OG0001374	Np005G3146200	g46715
OG0001375	Np007G4050100	g13227, g7141
OG0001376	Np007G4045200	g13232
OG0001376	Np004G1934100	g36609
OG0001377	Np004G1994800	g28105
OG0001377	Np007G3930800	g6921
OG0001378	Np003G1396600	g5296
OG0001378	Np007G3805100	g11895, g6705
OG0001379	Np004G1957100	g54189, g36494
OG0001379	Np007G3853500	g6511
OG0001380	Np003G1780600	g12100, g12101
OG0001380	Np003G1458700	g41474
OG0001381	Np004G2476600	g49758, g27133, g31288
OG0001383	Np004G2329800	g27507
OG0001384	Np004G2304700	g32073
OG0001385	Np005G2686800	g50955
OG0001386	Np004G2062500	g50696, g50697
OG0001387	Np005G2641100	g23148
OG0001389	Np007G3908100	g7008, g12090
OG0001391	Np006G3552200, Np006G3551700	g44144
