Orthogroup	Noccaea_praecox	Camelina_sativa
OG0001475	Np001G0652000	XP_010413622.1, XP_010469259.1, XP_010512282.1
OG0001475	Np006G3260300	XP_010506314.1, XP_019101190.1, XP_010517992.1
OG0001476	Np005G3081000	XP_010484736.1
OG0001477	Np001G0161600	XP_010442426.1, XP_010440825.1, XP_010482240.1
OG0001477	Np007G4169400	XP_010464223.1, XP_010441042.1, XP_010486159.1
OG0001478	Np007G3813900	XP_019082863.1, XP_019092534.1, XP_019096243.1
OG0001479	Np004G2483800, Np004G2485900	XP_010490897.1, XP_010475889.1, XP_010458366.1
OG0001479	Np002G1143300	XP_010511034.1, XP_010414698.1
OG0001480	Np002G1210700	XP_010430366.1, XP_010418293.1, XP_010473516.1
OG0001480	Np004G2454900	XP_019090852.1, XP_019098962.1, XP_010476211.1
OG0001481	Np004G2401100	XP_010476713.1
OG0001482	Np003G1743900	XP_010441309.1, XP_010482292.1, XP_010445994.1
OG0001482	Np005G2824800	XP_010439053.1, XP_010433782.1, XP_010448576.1
OG0001483	Np004G2348800	XP_010459749.1, XP_010477308.1
OG0001483	Np005G2658300	XP_010437527.1, XP_010432341.1, XP_019089559.1
OG0001484	Np004G2311500	XP_010498790.1, XP_010460073.1, XP_010477579.1
OG0001484	Np002G0839900	XP_010427931.1, XP_010415808.1, XP_010471118.1
OG0001485	Np001G0397900	XP_010494451.1, XP_010481746.1, XP_019088167.1
OG0001485	Np001G0397800	XP_010441892.1, XP_010494464.1, XP_010481680.1
OG0001486	Np005G2722800	XP_010438071.1, XP_010447611.1, XP_010432897.1
OG0001486	Np006G3658300	XP_010429415.1, XP_019083729.1, XP_010472442.1
OG0001487	Np004G2284100, Np004G2283900, Np004G2283700	XP_019095472.1, XP_010460211.1, XP_010477750.1, XP_010498957.1, XP_010477759.1, XP_019095480.1, XP_010477755.1
OG0001488	Np003G1261500	XP_010510809.1, XP_010473105.1, XP_010417862.1
OG0001489	Np002G1161100	XP_010429947.1, XP_010417701.1
OG0001490	Np007G4181400, Np007G4182000	XP_019099625.1, XP_010417855.1, XP_010486053.1, XP_019092153.1, XP_019092152.1, XP_019096326.1
OG0001491	Np007G3760200	XP_010477018.1, XP_010477029.1, XP_010474309.1
OG0001491	Np007G3959800	XP_019096403.1
OG0001492	Np007G3803800	XP_010468330.1, XP_010420357.1, XP_010489981.1, XP_010468332.1, XP_010489979.1, XP_010420367.2, XP_010468331.1, XP_010489980.1
OG0001493	Np007G3856700, Np007G3856800	XP_010468443.1, XP_019092226.1, XP_010513031.1, XP_010468445.1
OG0001493	Np007G3856600	XP_010496983.1
OG0001499	Np002G0940700	XP_010496345.1
OG0001501	Np007G4218400, Np007G4217900	XP_010463816.1, XP_010485708.1
OG0001501	Np003G1450600	XP_010492732.1
OG0001502	Np007G4219900	XP_010485695.1, XP_010511717.1, XP_010463804.1
OG0001502	Np003G1449600	XP_010453960.1, XP_010420490.2, XP_010492720.1
OG0001503	Np003G1419500	XP_010492331.1, XP_010420160.1
OG0001503	Np007G4245300	XP_010463545.1, XP_010485515.1, XP_019099222.1
OG0001505	Np007G4249400	XP_010435644.1, XP_010496315.1, XP_010485393.1
OG0001505	Np003G1414100	XP_010420087.1, XP_010453571.1, XP_010492256.1
OG0001506	Np003G1407200	XP_010419995.1, XP_010492166.1, XP_010453488.1
OG0001506	Np007G4090200	XP_010498983.1, XP_010486941.1
OG0001507	Np003G1380400	XP_010491872.1, XP_010419712.1, XP_010453190.1
OG0001507	Np001G0130600	XP_010454874.1, XP_010421395.1
OG0001508	Np003G1341600	XP_010491422.1, XP_010452771.1, XP_010423150.1
OG0001508	Np001G0095700	XP_010443929.2, XP_010483776.1, XP_010456983.1
OG0001509	Np003G1340200, Np003G1339100	XP_010423163.1, XP_010452753.1, XP_010491408.1, XP_010452751.1, XP_019097305.1, XP_010491403.1
OG0001510	Np004G2094300	XP_010499130.1, XP_010460403.1, XP_010477954.1
OG0001510	Np002G0898300	XP_010474199.1, XP_010415424.1, XP_010511798.1
OG0001511	Np006G3584600	XP_010510718.1, XP_010417938.1
OG0001511	Np004G2511400	XP_010458052.1, XP_010475610.1
OG0001512	Np004G2515200	XP_019095167.1, XP_010488050.1, XP_010457991.1
OG0001512	Np006G3595700	XP_010470065.1, XP_010414502.1, XP_010510607.1
OG0001513	Np006G3597700	XP_010470056.1, XP_010510592.1, XP_010414493.1
OG0001513	Np004G2517300	XP_010487947.1, XP_010497515.1, XP_010457978.1, XP_010475548.1
OG0001514	Np004G2524900	XP_010487176.1, XP_010475467.1, XP_010457879.1
OG0001514	Np006G3517400	XP_010414319.1, XP_010469901.1, XP_010510415.1
OG0001515	Np004G2530600	XP_010475408.1, XP_010457808.1, XP_010486454.1
OG0001515	Np006G3539100, Np006G3469600, Np006G3538800	XP_010414217.1, XP_010469798.1
OG0001516	Np004G2535900	XP_010475346.1, XP_010457744.1, XP_010485830.1
OG0001516	Np006G3481900, Np006G3547500	XP_010510229.1, XP_010469752.1, XP_010414171.1
OG0001517	Np004G2549200	XP_019090757.1, XP_010484755.1, XP_010475191.1
OG0001517	Np006G3567200	XP_010469589.1, XP_010413997.1, XP_010510023.1
OG0001518	Np004G2558400	XP_010457494.1, XP_010475106.1
OG0001518	Np006G3452600, Np009G4319700	XP_010509891.1, XP_010413867.1, XP_010473856.1
OG0001519	Np004G2559000	XP_010475096.1, XP_010483753.1, XP_010457484.1
OG0001519	Np001G0414400	XP_010442035.1, XP_010481872.1
OG0001520	Np004G2559300	XP_010483557.1, XP_010475087.1, XP_010475088.1, XP_010457478.1
OG0001520	Np001G0413300	XP_010442022.1, XP_010481863.1, XP_010494326.1
OG0001521	Np002G0717000	XP_010472842.1, XP_019085168.1, XP_010417635.1
OG0001521	Np004G2400900	XP_010497686.1, XP_010476716.1, XP_010459151.1, XP_019099478.1
OG0001522	Np004G2124100	XP_010499451.1, XP_010460713.1, XP_010478295.1, XP_019093210.1, XP_010413765.1, XP_010509777.1
OG0001523	Np006G3425800	XP_010413759.1, XP_010469377.1, XP_010509773.1
OG0001523	Np004G2125500	XP_010460728.1, XP_010478312.1
OG0001524	Np001G0647400	XP_010413686.1, XP_010469310.1, XP_010512211.1, XP_010482880.1
OG0001524	Np004G2148000	XP_010460906.1, XP_010478531.1, XP_010499643.1
OG0001526	Np001G0510300	XP_010426520.1, XP_010515358.1, XP_010503659.1
OG0001526	Np001G0023100	XP_010463961.1, XP_010444637.1, XP_010484487.1
OG0001527	Np001G0026400, Np001G0026700	XP_010484418.1, XP_010444593.1, XP_010463520.1
OG0001527	Np001G0590900	XP_010504395.1, XP_010427311.1, XP_010516108.1
OG0001528	Np001G0189300, Np001G0189200	XP_010460490.1, XP_010444250.1
OG0001529	Np001G0117800	XP_010454753.1, XP_010493602.1, XP_010421271.1
OG0001529	Np001G0503400	XP_010426446.1
OG0001531	Np003G1510400, Np005G3004300	XP_010454563.1, XP_010493394.1
OG0001531	Np005G3004400	XP_010421083.1, XP_010493391.1
OG0001532	Np003G1528200, Np003G1528300	XP_010477390.1, XP_010483599.1
OG0001533	Np003G1528900	XP_019087201.1, XP_010455168.1, XP_010443715.1, XP_010455146.1
OG0001534	Np001G0358800	XP_010481484.1, XP_010441612.1, XP_010494789.1
OG0001534	Np002G1130500	XP_010436510.1
OG0001535	Np005G2795000	XP_010438777.1, XP_010433524.1
OG0001535	Np003G1573500	XP_010443317.1, XP_010483141.1, XP_010483140.1
OG0001536	Np005G3190600, Np002G1225900	XP_010418367.1, XP_010473594.1, XP_010430442.1, XP_010418369.1, XP_010473585.1, XP_010430443.1
OG0001537	Np003G1866300	XP_010429707.1, XP_010456028.1, XP_010422586.1
OG0001538	Np004G2573800	XP_010457313.2, XP_010474907.1, XP_010481495.2
OG0001538	Np003G1864300	XP_010456011.1, XP_010429869.1
OG0001539	Np003G1320800	XP_010452582.1, XP_019097705.1, XP_010423334.1
OG0001540	Np007G4109000	XP_010486750.1, XP_010488822.1, XP_010464803.1
OG0001540	Np003G1305400	XP_010452455.1, XP_010423464.1, XP_010491083.1
OG0001541	Np007G4115100, Np003G1294400	XP_010418628.1
OG0001542	Np003G1277700	XP_010490830.1, XP_010497141.1, XP_010423705.1, XP_010452229.1
OG0001542	Np007G4127700	XP_010478286.1, XP_010464647.1, XP_010486565.1
OG0001543	Np002G0755300	XP_010428766.1, XP_010416623.1, XP_010471863.1
OG0001543	Np004G2340500	XP_010459850.1, XP_010477403.1, XP_010498595.1
OG0001544	Np004G2340700	XP_010477399.1, XP_010459845.1, XP_010507744.1, XP_010498591.1
OG0001545	Np002G0761700	XP_010428723.1, XP_010416579.1, XP_010471813.1
OG0001545	Np004G2343800	XP_010477360.1, XP_010477359.1, XP_010459794.1
OG0001546	Np002G0785100	XP_019094181.1, XP_010416362.1, XP_010428504.1
OG0001546	Np002G0785000	XP_010428506.1, XP_010416369.1, XP_010471608.1
OG0001547	Np005G2663300	XP_010467504.1, XP_010446932.1, XP_010437482.1, XP_010432289.1
OG0001548	Np006G3274700, Np005G2673900	XP_010432221.1, XP_010446871.1, XP_010437415.1
OG0001548	Np007G3754900	XP_010514687.1, XP_010467567.1, XP_010489403.1
OG0001549	Np005G3072600	XP_010435243.1, XP_010450187.1, XP_010440560.1
OG0001549	Np007G3861800	XP_010513281.1, XP_010488507.1, XP_010466800.1
OG0001550	Np002G0800600, Np002G0807000, Np002G0807100	XP_010428349.1, XP_010471478.1, XP_010416224.1
OG0001550	Np004G2373500	XP_010498236.1, XP_010477026.1
OG0001551	Np006G3653000	XP_010506749.1, XP_019102004.1
OG0001551	Np003G1794700	XP_010454665.1, XP_010421186.1, XP_019097225.1, XP_019084236.1
OG0001551	Np003G1799600, Np003G1799700	XP_010462894.1
OG0001552	Np001G0369400	XP_010494685.1, XP_010481545.1, XP_010441685.1
OG0001552	Np005G2905300	XP_010434476.1, XP_010439787.1, XP_010449440.1
OG0001553	Np007G3993300	XP_019092429.1, XP_010488002.1
OG0001553	Np004G1964500	XP_010479529.2, XP_010479528.1, XP_010461919.1, XP_010500641.1
OG0001554	Np004G1941700	XP_010462117.1, XP_010500881.1, XP_010479784.1
OG0001554	Np007G4028700	XP_010465540.2, XP_010487396.1
OG0001555	Np001G0332200	XP_010494922.1
OG0001555	Np005G2939200	XP_019088182.1, XP_010434635.1, XP_010449583.1
OG0001556	Np001G0318100	XP_010494991.1, XP_010481309.1, XP_010441442.1
OG0001556	Np005G2957900	XP_010434690.1, XP_010440031.1, XP_010449640.1
OG0001557	Np001G0008400	XP_010484624.1, XP_010444775.1, XP_010465252.1
OG0001557	Np001G0524500	XP_010503753.1, XP_010424899.1, XP_010515458.1
OG0001558	Np006G3217900	XP_010518409.1, XP_010507922.1, XP_010506744.1
OG0001558	Np001G0685200	XP_010468972.1
OG0001559	Np005G2709600	XP_010447442.1, XP_010432775.1
OG0001559	Np006G3641600	XP_019083497.1, XP_010429524.1, XP_010472528.1
OG0001560	Np006G3259600	XP_010508331.1, XP_010506328.1, XP_010518005.1
OG0001560	Np001G0652500	XP_010512289.1, XP_019082925.1
OG0001561	Np001G0627600	XP_019099733.1, XP_010412829.2, XP_010431439.1
OG0001561	Np001G0627700	XP_010427690.1
OG0001562	Np001G0623100	XP_010516371.1, XP_010504684.1, XP_010427635.1, XP_010505985.1, XP_010517683.1
OG0001563	Np006G3306300	XP_010517599.2, XP_010508754.1
OG0001563	Np001G0612400	XP_010504583.1, XP_010516279.1
OG0001564	Np001G0597100	XP_010427370.1, XP_010504446.1, XP_010516165.1
OG0001564	Np006G3328600	XP_010508950.1, XP_019102549.1
OG0001565	Np001G0596100	XP_010516155.1, XP_010504432.1, XP_010427359.1, XP_010516156.1, XP_019100352.1, XP_010427360.1
OG0001565	Np001G0596300	XP_010504434.1, XP_010516158.1, XP_010427361.1
OG0001568	Np005G2744200	XP_010438228.1, XP_010433037.1, XP_010447778.1
OG0001568	Np007G3737500	XP_010489462.1, XP_010467868.1, XP_010415086.1
OG0001569	Np006G3705100	XP_010416901.1, XP_010472146.1, XP_010429066.1
OG0001569	Np005G2611900	XP_010437018.1, XP_010446434.1, XP_010431873.1
OG0001570	Np002G0832600	XP_010428039.1, XP_010471206.1, XP_019083299.1
OG0001571	Np004G2571500	XP_010457332.1, XP_010474945.1, XP_010501299.2
OG0001571	Np003G1469500	XP_010454171.1, XP_010492947.1, XP_010420693.1
OG0001572	Np007G4190300	XP_010425682.1, XP_019097023.1, XP_019092717.1
OG0001572	Np001G0175500, Np001G0149400	XP_010421600.1, XP_010494001.1
OG0001573	Np001G0155800	XP_010494083.1, XP_010455167.1, XP_010421680.1
OG0001573	Np007G4199800	XP_010419519.1, XP_010463974.1, XP_010485871.1
OG0001574	Np005G2763800	XP_010433215.1
OG0001574	Np007G3719000	XP_010415513.1, XP_010467797.1, XP_010489018.1
OG0001575	Np006G3586000	XP_010413830.1, XP_010485803.1, XP_010413731.1, XP_010463910.1, XP_010485801.1, XP_010463912.1
OG0001576	Np007G4193800	XP_010485906.1, XP_010422824.1
OG0001577	Np001G0178700	XP_010442247.1, XP_010493641.1, XP_010482075.1
OG0001577	Np007G4152400	XP_010455734.1, XP_010486324.1, XP_010464391.1
OG0001578	Np007G3925600	XP_010505348.1, XP_010465789.1, XP_010487622.1
OG0001578	Np005G2615000	XP_010500340.1, XP_010461625.1, XP_010479236.1
OG0001580	Np001G0399600	XP_010445451.1, XP_010436604.1
OG0001581	Np005G3155000	XP_010450807.1, XP_010441065.1, XP_010435888.1
OG0001582	Np006G3566700	XP_010414006.1, XP_010469602.1, XP_010510028.1, XP_010510869.1, XP_010417818.1
OG0001582	Np004G2548700	XP_010484823.1, XP_010457604.1, XP_010475204.1
OG0001583	Np002G1171400	XP_010418043.1, XP_010473291.1, XP_010430084.1
OG0001584	Np004G2416100	XP_010459002.1, XP_010496591.1, XP_010476561.1
OG0001584	Np001G0268400	XP_010424941.1, XP_010502149.1, XP_010513896.1
OG0001585	Np004G2320400	XP_010480599.1, XP_010498727.1, XP_010460013.1
OG0001585	Np004G2320300	XP_010498730.1
OG0001586	Np001G0240500	XP_010425175.1, XP_010514146.1, XP_010518598.1, XP_010425174.1, XP_010502398.1
OG0001587	Np004G2305400	XP_010477617.1, XP_010498835.1, XP_010460115.1
OG0001587	Np002G0848300	XP_010471066.1, XP_010427850.1, XP_010415751.1
OG0001588	Np002G1241000	XP_010430558.1, XP_010418488.1, XP_010473691.1
OG0001588	Np005G3200300	XP_010441353.1, XP_010436132.1, XP_019091834.1
OG0001589	Np001G0201100	XP_010425593.1, XP_019100114.1, XP_010412422.1, XP_010425592.1, XP_010502814.1, XP_010514521.1, XP_010514520.1, XP_010425595.1
OG0001589	Np001G0201000	XP_010514523.1
OG0001590	Np005G2617500	XP_019091002.1
OG0001591	Np006G3689600	XP_010472231.1, XP_010417001.1, XP_010429164.1
OG0001591	Np007G4055500	XP_019101800.1
OG0001591	Np005G2623500	XP_019088993.1, XP_010431989.1, XP_010431991.1
OG0001593	Np004G2434400	XP_010495346.1, XP_010476354.1, XP_010458803.1
OG0001593	Np001G0237200	XP_010514172.1, XP_019084815.1
OG0001594	Np001G0141700	XP_010441729.1, XP_010441730.1, XP_010419137.1, XP_019093602.1, XP_010513670.2, XP_010513662.2, XP_010426796.2, XP_010419134.1, XP_010474254.1, XP_010431464.1, XP_019085613.1, XP_010513623.1, XP_010474099.1, XP_010474100.1, XP_010418969.1, XP_010513520.1
OG0001595	Np002G0980400, Np002G0980500	XP_010415090.1, XP_010497161.1, XP_010415089.1, XP_010511447.1, XP_019101023.1
OG0001597	Np002G0913700	XP_010476710.2, XP_019095803.1, XP_010476721.1, XP_010485183.1, XP_010451168.1, XP_019095649.1
OG0001598	Np003G1341700	XP_010495106.2, XP_010452772.1, XP_010423147.1
OG0001598	Np001G0096000	XP_019086949.1, XP_010483773.1
OG0001599	Np005G2759000	XP_010497926.1, XP_019089612.1, XP_019089038.1, XP_010438382.1, XP_010436355.2, XP_019086210.1, XP_019087317.1, XP_019089039.1, XP_019086211.1
OG0001600	Np005G2953600, Np005G2953700	XP_010446203.1, XP_010425286.1, XP_010480937.1, XP_010468265.1, XP_010468542.1, XP_019097478.1, XP_019096429.1, XP_019090137.1, XP_010436496.1, XP_010496762.1, XP_010436328.1
OG0001600	Np004G1975500, Np001G0494300	XP_010451624.1
OG0001603	Np001G0485300	XP_010426340.1, XP_010515163.1, XP_010503476.1
OG0001603	Np001G0061400	XP_010444210.1, XP_010484052.1, XP_010460051.1
OG0001604	Np004G2366600	XP_019094857.1, XP_019097107.1, XP_019091339.1
OG0001604	Np001G0481200	XP_019100234.1, XP_019102289.1, XP_019084808.1, XP_019084807.1
OG0001606	Np003G1443700	XP_010492659.1, XP_010453901.1, XP_010420425.1
OG0001606	Np007G4225800	XP_010463764.1, XP_010485652.1, XP_010507048.1
OG0001607	Np007G4226500	XP_019092765.1, XP_010485639.1
OG0001607	Np003G1441100	XP_010420398.1, XP_010492624.1
OG0001608	Np007G3802400, Np007G3802300, Np007G3802000	XP_010509132.1, XP_010488047.1, XP_010466262.1, XP_010505991.1, XP_010517689.1, XP_010508647.1
OG0001609	Np007G4233300	XP_010498426.1
OG0001610	Np004G2100900, Np004G2100700	XP_019095038.1, XP_019099226.1, XP_019099225.1, XP_019091678.1, XP_019094349.1, XP_019091969.1
OG0001611	Np003G1395100	XP_010453327.1, XP_010419839.1
OG0001611	Np003G1474200	XP_010493012.1, XP_019083891.1, XP_010454221.1
OG0001612	Np003G1474500	XP_010454226.1, XP_010420754.1, XP_010493019.1
OG0001612	Np003G1390800	XP_010419811.1, XP_019098049.1, XP_010453286.1
OG0001613	Np003G1384400	XP_010419754.1, XP_010453221.1, XP_010491917.1
OG0001613	Np001G0135800	XP_010493855.1, XP_010421452.1
OG0001614	Np003G1365600	XP_010491686.1, XP_010422863.1
OG0001615	Np006G3691200	XP_010472219.1, XP_010429146.1
OG0001616	Np001G0042900	XP_010461983.1, XP_010444394.1, XP_010484241.1
OG0001617	Np003G1353100	XP_010491540.1, XP_010452897.1, XP_010423021.1
OG0001617	Np001G0053100	XP_010461080.1, XP_010444306.1
OG0001618	Np001G0100900	XP_010454589.1, XP_010493421.1, XP_010421107.1
OG0001618	Np003G1343800	XP_010423124.1, XP_010452796.1, XP_010491444.1
OG0001619	Np003G1857300	XP_010422507.1, XP_010430633.1
OG0001619	Np004G2570100	XP_010457352.1, XP_010474965.1, XP_010482019.1
OG0001620	Np004G2519300	XP_010457947.1, XP_010487664.1, XP_010475518.1
OG0001621	Np006G3521200	XP_010469907.1, XP_010510421.1
OG0001621	Np004G2523800	XP_010487207.1, XP_010457885.1, XP_010475471.1
OG0001622	Np004G2525500	XP_010457872.1, XP_010475462.1, XP_010487116.1
OG0001622	Np006G3523400	XP_010510405.1, XP_010469892.1, XP_010414310.1
OG0001623	Np006G3476400, Np006G3531700	XP_010414265.1, XP_010469853.1, XP_010491643.1
OG0001623	Np004G2527900	XP_010457838.1, XP_010475438.1, XP_010486791.1
OG0001624	Np006G3489200, Np006G3540900	XP_010414200.1, XP_010510269.1, XP_010469783.1
OG0001624	Np004G2531500	XP_010475389.1, XP_010486299.1, XP_010457783.1
OG0001625	Np006G3555200	XP_010469680.1, XP_019098417.1, XP_010510164.1
OG0001625	Np004G2541800	XP_010475285.1, XP_010457664.1, XP_010485251.1
OG0001626	Np006G3578600, Np004G2556500	XP_010509915.1, XP_010413900.1, XP_010469502.1
OG0001627	Np004G2557800	XP_010483893.1, XP_010457499.1, XP_010475111.1
OG0001628	Np004G2562700	XP_010483014.1, XP_010457433.1, XP_010475045.1
OG0001628	Np001G0405300	XP_010481791.1, XP_010441932.1, XP_010494392.1, XP_010481790.1
OG0001629	Np003G1851500	XP_010455884.1, XP_010431129.1, XP_010422454.1
OG0001629	Np004G2567500	XP_010482382.1, XP_010474996.1, XP_010457378.1
OG0001630	Np005G2802900	XP_010433597.1, XP_010438839.1, XP_010448386.1
OG0001630	Np003G1653500	XP_010445052.1, XP_010442795.1, XP_010482624.1
OG0001631	Np001G0417900	XP_010495627.1, XP_019095380.1, XP_010442067.1
OG0001631	Np004G2105500	XP_019094318.1, XP_010497300.1, XP_010460530.1, XP_010499259.1
OG0001632	Np006G3431700	XP_010509813.1, XP_010413792.1, XP_010469411.1
OG0001632	Np004G2115400	XP_010460654.1
OG0001633	Np001G0088000	XP_010443994.1, XP_010496918.1
OG0001633	Np001G0087500, Np002G1106300, Np002G1102400	XP_019087223.1, XP_010457663.1
OG0001634	Np001G0094500	XP_010457081.1, XP_010443939.1, XP_010483790.1
OG0001634	Np004G2429600	XP_010476421.1, XP_019090888.1, XP_010495663.1
OG0001635	Np001G0494400	XP_010503519.1, XP_010515202.1, XP_010426376.1
OG0001636	Np001G0505200	XP_010515306.1, XP_010503615.1, XP_010426470.1
OG0001636	Np001G0119400	XP_010493714.1, XP_010454783.1, XP_010454781.1, XP_010421301.1
OG0001637	Np003G1475500	XP_010454234.1, XP_010493023.1
OG0001639	Np003G1571200	XP_010430083.1
OG0001640	Np005G2789400	XP_010448230.1, XP_010433455.1, XP_010438715.1
OG0001640	Np003G1595700	XP_010443182.1, XP_010449724.1, XP_010482998.1
OG0001641	Np003G1604400	XP_010482941.1, XP_010443128.1, XP_010449211.1
OG0001641	Np005G2787300	XP_019089614.1, XP_010438690.1, XP_010433433.1
OG0001642	Np003G1606600, Np003G1606700, Np003G1606800	XP_010482926.1, XP_010443103.1, XP_010448960.1
OG0001643	Np003G1624800	XP_010446683.1, XP_010443000.1, XP_010482831.1
OG0001644	Np007G4100200	XP_010464899.1, XP_010498015.1, XP_010486839.1
OG0001645	Np003G1314000	XP_010423388.1, XP_010452525.1
OG0001645	Np007G4103500	XP_010491158.1, XP_010418806.1
OG0001646	Np003G1306300	XP_010423449.1, XP_010452468.1, XP_010491093.1
OG0001646	Np007G4106600	XP_010464820.1, XP_010486763.1, XP_019101189.1
OG0001647	Np001G0616800	XP_010516321.1, XP_010504636.1, XP_010427580.1
OG0001647	Np003G1285200	XP_010490898.2, XP_010452294.1
OG0001648	Np005G3182600	XP_010436012.1, XP_010441235.1, XP_010450622.1
OG0001648	Np001G0210300	XP_010425473.1
OG0001649	Np005G3184400	XP_010450591.1, XP_010441254.1, XP_010436030.1
OG0001649	Np001G0213400	XP_010502677.1, XP_010425454.1, XP_010514406.1
OG0001650	Np005G3193600	XP_010436860.1, XP_010447458.1, XP_010445723.1, XP_010445724.1, XP_010436091.1
OG0001650	Np002G1232600	XP_010473629.1, XP_010418418.1, XP_010430492.1
OG0001651	Np004G2400500	XP_010459159.1, XP_010476728.1, XP_010497722.1
OG0001651	Np002G0719700, Np002G0719100, Np002G0718100	XP_010472824.1, XP_010429855.1, XP_010417628.1
OG0001652	Np002G0723200	XP_010429817.1, XP_010417598.1, XP_010472789.1
OG0001653	Np002G1158000, Np004G2397500	XP_010497860.1, XP_010476757.1, XP_010459188.1
OG0001653	Np002G0724300	XP_010472766.1, XP_010429794.1, XP_010417543.1
OG0001655	Np002G0983700	XP_010470415.1, XP_010415085.1, XP_010511444.1
OG0001655	Np005G2883700	XP_010439584.1
OG0001656	Np002G0764100	XP_019083401.1, XP_010474365.1
OG0001656	Np004G2345700	XP_010459779.1, XP_010477345.1, XP_010498531.1
OG0001657	Np005G2664900	XP_010446922.1, XP_010437469.1, XP_010432279.1
OG0001657	Np007G3759400	XP_010489368.1, XP_010515076.2, XP_010467512.1
OG0001658	Np007G3752700	XP_010489425.1, XP_010413357.1, XP_010467585.1
OG0001658	Np005G2676100	NP_001306212.1, XP_010432203.1, XP_010437390.1
OG0001659	Np004G1901200	XP_010501260.1, XP_010462485.1, XP_010480182.1
OG0001659	Np007G4086300	XP_010499430.1, XP_010487000.1, XP_010465053.1
OG0001660	Np007G4057600	XP_010465323.1, XP_010501842.1
OG0001661	Np004G1936700	XP_010462159.1, XP_010500932.1, XP_010479836.1
OG0001661	Np007G4041700	XP_019096657.1, XP_010465496.1, XP_010502827.1
OG0001662	Np006G3397600	XP_010509529.1, XP_010516804.1
OG0001662	Np001G0545900	XP_010515712.1, XP_010426862.1
OG0001663	Np001G0550000	XP_019082487.1, XP_019085695.1, XP_019099854.1
OG0001664	Np006G3390600, Np006G3389500	XP_010505198.1, XP_010516875.1, XP_010509462.1
OG0001665	Np006G3389000	XP_010509461.1, XP_010505199.1, XP_010516879.1
OG0001665	Np001G0552500	XP_010515776.1, XP_010504049.1, XP_010426928.1
OG0001666	Np005G3042900	XP_010449991.1, XP_010440394.1, XP_010435071.1
OG0001666	Np007G3836100	XP_010488311.1, XP_010511689.1, XP_019098503.1, XP_010466569.1, XP_019098518.1
OG0001667	Np005G3020500	XP_010434917.1, XP_010440247.1, XP_010449887.1
OG0001667	Np007G3913100	XP_010487517.1, XP_010487519.1, XP_010465683.1, XP_010504445.1
OG0001668	Np007G3914400	XP_010487533.1, XP_010504546.1, XP_010465690.1
OG0001668	Np005G3016800	XP_010449877.1, XP_010440232.1, XP_010434908.1
OG0001669	Np005G3015900	XP_010449873.1, XP_010440227.1, XP_010434903.1
OG0001669	Np005G3015500	XP_010449872.1, XP_010434902.1
OG0001670	Np002G0798600	XP_010428361.1, XP_010428362.1, XP_010471491.1
OG0001670	Np002G0798500	XP_010416234.1, XP_010471492.1, XP_010428364.1
OG0001671	Np001G0198000	XP_010514554.1, XP_010425630.1
OG0001671	Np005G3165100	XP_010450734.1, XP_010441119.1, XP_010435954.1
OG0001672	Np001G0223600	XP_010514314.1, XP_010502594.1, XP_010425373.1
OG0001672	Np004G2445700	XP_010476272.1, XP_010494768.1, XP_010458731.1
OG0001673	Np001G0230900	XP_010514227.1, XP_010502488.1
OG0001673	Np004G2436600	XP_010495310.1, XP_010458794.1, XP_010476341.1
OG0001674	Np007G3964900	XP_010507798.1, XP_010466103.1, XP_010487899.1
OG0001674	Np004G1973400	XP_010500536.1, XP_010479428.1, XP_010461836.1
OG0001675	Np007G3977900	XP_010508245.1, XP_010489959.1
OG0001676	Np007G3808100	XP_010466320.1, XP_010509620.1
OG0001676	Np004G1956800	XP_010500714.1, XP_010461968.1, XP_010479622.1
OG0001677	Np007G3910100	XP_010487509.1, XP_010465671.1
OG0001677	Np004G1949500	XP_010479701.1, XP_010462039.1, XP_010500794.1
OG0001679	Np004G1941000	XP_010462129.1, XP_010500891.1, XP_010479795.1
OG0001679	Np007G4029600	XP_010465530.1
OG0001680	Np005G3128600, Np005G3128300	XP_010448154.1
OG0001680	Np005G3128400	XP_019085672.1
OG0001681	Np005G2940300	XP_010449589.1, XP_010434638.1, XP_010439978.1
OG0001681	Np001G0332000	XP_010494932.1, XP_010441500.1, XP_010481366.1
OG0001682	Np001G0331900	XP_010441499.1, XP_010481365.1, XP_010494934.1
OG0001682	Np005G2944800	XP_010449591.1, XP_010434643.1, XP_010439981.1
OG0001683	Np007G3770300	XP_010467394.1, XP_010516479.1
OG0001683	Np005G2655900	XP_010447017.1
OG0001684	Np007G3769200	XP_010516339.1
OG0001684	Np005G2656900	XP_010432357.1, XP_010447011.1, XP_010437540.1
OG0001685	Np003G1832200	XP_010496171.1, XP_010432932.1, XP_010422257.1
OG0001685	Np005G2858400	XP_010439361.1, XP_010434075.1, XP_010448927.1
OG0001686	Np005G2858600	XP_019087088.1, XP_010434078.1, XP_010448930.1
OG0001686	Np003G1832700	XP_019084100.1, XP_010496174.1
OG0001687	Np005G2864300	XP_010449003.1, XP_010439423.1, XP_010434125.1
OG0001687	Np003G1837800	XP_010455792.1, XP_010422320.1, XP_010432120.1
OG0001688	Np002G1160600	XP_010510948.1
OG0001689	Np004G2045700	XP_010478951.1, XP_010500040.1, XP_010461321.1
OG0001689	Np003G1769400, Np003G1768600	XP_010497473.1, XP_010438400.1, XP_010496150.1
